losses/old_approx_kl,losses/policy_loss,charts/episodic_length,losses/clipfrac,charts/learning_rate,charts/SPS,_runtime,losses/explained_variance,global_step,losses/entropy,_step,losses/value_loss,charts/episodic_return,_timestamp,losses/approx_kl
,,500.0,,,,95.89678192138672,,50672,,689,,500.0,1763260126.6023638,
0.00038342271000146866,0.002539452165365219,,0.0,0.0002691244299057871,721.0,97.58989143371582,-0.4396326541900635,51584,0.5151017308235168,698,0.6896011233329773,,1763260128.2954733,0.0009193131700158119
0.0028745820745825768,-0.005046263337135315,,0.0,0.00026889401488006115,720.0,98.26197004318237,0.19490182399749756,51968,0.5368072986602783,702,0.620069146156311,,1763260128.967552,0.0010028360411524773
0.005396486259996891,-0.015238486230373383,,0.0,0.00026858679484575987,718.0,99.11295342445374,0.38731831312179565,52480,0.5034810900688171,707,0.9895379543304443,,1763260129.8185353,0.0012143971398472786
0.0013231215998530388,0.0002821125090122223,,0.0,0.0002672811096999794,713.0,102.71442079544067,-0.26161181926727295,54656,0.5252641439437866,729,0.4761202335357666,,1763260133.4200027,3.174971789121628e-05
-0.009639810770750046,-0.012201819568872452,,0.001953125,0.0002655913995113224,709.0,107.1439414024353,-0.12253761291503906,57472,0.4362717568874359,757,0.12573659420013428,,1763260137.8495233,0.002214919775724411
0.004757842049002647,-0.0018542855978012085,,0.0,0.0002652841794770211,708.0,107.93529915809631,0.2000001072883606,57984,0.508251428604126,762,0.10759300738573074,,1763260138.640881,0.00025517307221889496
0.003553156740963459,-0.003865450620651245,,0.0,0.0002649769594427198,707.0,108.75545024871826,-0.027956366539001465,58496,0.5549824237823486,767,0.07254788279533386,,1763260139.4610322,0.0023359237238764763
0.0008963998407125473,0.00023826584219932556,,0.0,0.0002645161293912679,705.0,110.06748247146606,0.03609120845794678,59264,0.5113848447799683,775,0.05810271576046944,,1763260140.7730644,7.126480340957642e-06
0.0018374258652329445,0.00197494775056839,,0.0,0.0002637480793055147,702.0,112.33918023109436,-0.0022734403610229492,60544,0.5885708332061768,788,220.09144592285156,,1763260143.0447621,0.0002940678969025612
,,500.0,,,,114.01589179039001,,61505,,797,,500.0,1763260144.7214737,
-0.005502062849700451,0.038129329681396484,,0.068359375,0.0002625960041768849,696.0,115.75581550598145,-0.2692962884902954,62464,0.5677403211593628,806,0.0003843816521111876,,1763260146.4613974,0.01898808404803276
-0.029739143326878548,0.012510433793067932,,0.07421875,0.00026205836911685765,694.0,117.29079627990723,-1.0519633293151855,63360,0.5919485092163086,815,0.00034786577452905476,,1763260147.9963782,0.024163387715816498
,,223.0,,,,123.92634439468384,,66920,,863,,223.0,1763260154.6319263,
-0.0039851367473602295,-0.0010898411273956299,,0.02734375,0.00025944699882529676,681.0,125.44812440872192,-0.07097160816192627,67712,0.5264464616775513,872,0.07391127943992615,,1763260156.1537063,0.011772232130169868
0.00690289493650198,0.005389966070652008,,0.0,0.0002592165837995708,681.0,126.01316618919373,-0.26279187202453613,68096,0.5254097580909729,876,0.011371738277375698,,1763260156.718748,0.0005938401445746422
0.004133845679461956,-0.019861295819282532,,0.0,0.0002569124335423112,675.0,132.6270215511322,-0.5099549293518066,71936,0.4830920696258545,916,0.007247776724398136,,1763260163.3326035,0.0006521632894873619
0.011857477016746998,0.003952603787183762,,0.0078125,0.0002565284084994346,674.0,133.75342535972595,-1.2976772785186768,72576,0.4538375437259674,922,0.002985510742291808,,1763260164.4590073,0.000694536603987217
-0.0006868084892630577,-0.0033482927829027176,,0.0,0.00025606757844798267,673.0,135.0870463848114,-0.5418064594268799,73344,0.4441946744918823,930,0.004012975841760635,,1763260165.7926283,0.00023889262229204178
,,500.0,,,,136.3647117614746,,74202,,938,,500.0,1763260167.0702937,
-0.010699148289859295,-0.0026702359318733215,,0.001953125,0.0002553763333708048,671.0,136.98082447052002,-0.448694109916687,74496,0.43258556723594666,941,0.0003710427845362574,,1763260167.6864064,0.0029090167954564095
-0.016388162970542908,-0.010677054524421692,,0.001953125,0.00025529952836222947,671.0,137.18841862678528,0.5677462220191956,74624,0.42860907316207886,942,0.00014701718464493752,,1763260167.8940005,0.001798843964934349
,,500.0,,,,138.10787343978882,,75202,,948,,500.0,1763260168.8134553,
-0.015828710049390793,0.014590306207537651,,0.0,0.00025337940314784646,667.0,142.74230313301086,0.00015026330947875977,77824,0.4783709645271301,974,108.6288070678711,,1763260173.447885,0.0013367682695388794
-0.012240182608366013,4.6938657760620117e-07,,0.00390625,0.00025299537810496986,666.0,143.84434390068054,-0.061983704566955566,78464,0.40918388962745667,980,0.0004978930810466409,,1763260174.5499258,0.005555763840675354
0.0016819564625620842,0.0025530457496643066,,0.0,0.0002526881580706686,665.0,144.77343344688416,0.562465488910675,78976,0.43395012617111206,985,0.0003180089988745749,,1763260175.4790154,0.00011145975440740585
0.03657776117324829,-0.006005290895700455,,0.017578125,0.0002520737471058965,664.0,146.52360153198242,0.26393216848373413,80000,0.4493217170238495,995,0.00048678554594516754,,1763260177.2291834,0.006462699733674526
,,500.0,,,,146.7912094593048,,80202,,997,,500.0,1763260177.4967914,
-0.015763115137815475,-0.0016265413723886013,,0.0,0.00025084486696869135,660.0,150.24680972099304,-0.2956176996231079,82048,0.4585649073123932,1015,0.00043299305252730846,,1763260180.9523916,0.0017770351842045784
0.0027361083775758743,-0.0038338080048561096,,0.0,0.00025053764693439007,660.0,151.1790111064911,-0.07847464084625244,82560,0.49866485595703125,1020,0.0006964640342630446,,1763260181.884593,0.00011665932834148407
,,500.0,,,,153.10259628295898,,83702,,1031,,500.0,1763260183.8081782,
0.020511087030172348,-0.02954832836985588,,0.013671875,0.0002486943267285824,656.0,156.56584191322327,-1.4595282077789307,85632,0.5335729718208313,1050,7.457072206307203e-05,,1763260187.2714238,0.00838269293308258
0.0037967534735798836,-0.0060404762625694275,,0.0,0.00024854071671143174,655.0,157.0429036617279,-0.07931780815124512,85888,0.47502267360687256,1053,0.0043226187117397785,,1763260187.7484856,0.00028679799288511276
-0.00046805571764707565,-0.00483761727809906,,0.0,0.00024823349667713046,655.0,157.92278671264648,-0.3854430913925171,86400,0.4376493990421295,1058,0.005198948085308075,,1763260188.6283686,0.0005250545218586922
-0.003994101658463478,-0.0033896309323608875,,0.0,0.00024669739650562406,653.0,162.23806285858154,-0.42606663703918457,88960,0.4579441547393799,1083,0.00045872217742726207,,1763260192.9436448,0.0001176539808511734
-0.001726142130792141,0.008886434137821198,,0.0,0.00024623656645417213,652.0,163.5655381679535,-1.9073486328125e-05,89728,0.45672133564949036,1091,34.84071350097656,,1763260194.27112,0.0007836474105715752
-0.003531835973262787,-0.0016592517495155334,,0.0,0.0002453149063512683,652.0,166.0320885181427,0.00031954050064086914,91264,0.4371798038482666,1106,360.5384521484375,,1763260196.7376704,9.613856673240662e-05
0.009018243290483952,-0.01381177082657814,,0.0,0.0002445468562655151,651.0,168.10900378227234,-0.18347084522247314,92544,0.44658082723617554,1118,0.0006198638584464788,,1763260198.8145857,0.0013546356931328773
,,500.0,,,,169.18934392929077,,93202,,1125,,500.0,1763260199.8949258,
0.002421884797513485,0.001976102590560913,,0.0,0.00024362519616261125,650.0,170.6593885421753,-0.18042302131652832,94080,0.44863414764404297,1133,0.0007253175717778504,,1763260201.3649704,0.00027326028794050217
-0.009089541621506214,0.01125928945839405,,0.001953125,0.00024293395108543336,650.0,172.53681206703186,-2.7179718017578125e-05,95232,0.5410879254341125,1145,384.32904052734375,,1763260203.242394,0.0021469248458743095
,,500.0,,,,175.76368880271912,,97202,,1164,,500.0,1763260206.4692707,
-0.012517634779214859,-0.009534195065498352,,0.0,0.00024170507094822824,649.0,175.9771671295166,-0.00011849403381347656,97280,0.5098179578781128,1165,118.65113830566406,,1763260206.682749,0.001077728345990181
0.0007383469492197037,-0.014823373407125473,,0.0,0.00024124424089677632,648.0,177.25821232795715,-0.15174365043640137,98048,0.4828393757343292,1172,0.00048164118197746575,,1763260207.9637942,0.0005664695054292679
0.006488572806119919,-0.018152538686990738,,0.0,0.00024070660583674908,647.0,178.8366117477417,0.012339293956756592,98944,0.427598774433136,1181,0.0052992478013038635,,1763260209.5421937,0.0012504570186138153
-0.00044003594666719437,-0.0060696788132190704,,0.0,0.0002403993858024478,647.0,179.72010231018066,-0.19815361499786377,99456,0.42654135823249817,1186,0.0001420916960341856,,1763260210.4256842,0.0003926539793610573
0.011120731011033058,-0.0011029914021492004,,0.0,0.00023970814072526991,646.0,181.63701963424683,-0.7167123556137085,100608,0.3609129786491394,1197,0.0002241661277366802,,1763260212.3426015,0.002370726317167282
,,500.0,,,,184.3254861831665,,102202,,1213,,500.0,1763260215.031068,
-0.004592915065586567,-0.007949024438858032,,0.0,0.00023863287060521543,645.0,184.7341434955597,0.1604769229888916,102400,0.47587162256240845,1215,0.004968069028109312,,1763260215.4397254,0.000440145842730999
0.004899283871054649,-0.013175133615732193,,0.0,0.00023794162552803755,645.0,186.64830040931702,-0.5624254941940308,103552,0.4786008298397064,1226,0.00023986166343092918,,1763260217.3538823,0.0014827568084001541
-0.0005060164257884026,0.0056588537991046906,,0.0,0.0002377112105023116,644.0,187.2859878540039,-0.18010592460632324,103936,0.5120819211006165,1230,0.004461197182536125,,1763260217.9915698,0.0007080333307385445
0.00854971818625927,-0.00035667791962623596,,0.0,0.00023748079547658563,644.0,187.9300513267517,7.87973403930664e-05,104320,0.5139437317848206,1234,195.8255615234375,,1763260218.6356332,0.0008561462163925171
-0.0014906004071235657,0.001474827527999878,,0.0,0.00023678955039940774,644.0,189.8513445854187,-0.002198934555053711,105472,0.41472381353378296,1245,0.0005415997002273798,,1763260220.5569265,0.0005045663565397263
-0.004317905753850937,-0.003800509497523308,,0.001953125,0.0002362519153393805,643.0,191.42815780639648,-0.16908776760101318,106368,0.47851669788360596,1254,0.0038757389411330223,,1763260222.1337397,0.0012614578008651733
-0.00285505224019289,-0.0010254327207803726,,0.0,0.00023517664521932602,642.0,194.4511787891388,0.08916729688644409,108160,0.4316035211086273,1271,0.00017437014321330935,,1763260225.1567607,0.0001583164557814598
0.007247241213917732,-0.008233118802309036,,0.0,0.0002334869495825842,640.0,199.33613443374634,-0.2516517639160156,110976,0.47783470153808594,1299,0.0004208369937259704,,1763260230.0417163,0.0005416683852672577
-0.0028630299493670464,-0.004626050591468811,,0.0,0.00023102918930817395,638.0,206.44982647895813,-0.163183331489563,115072,0.40983736515045166,1339,0.0003438526764512062,,1763260237.1554084,0.0006275521591305733
0.0032609552145004272,0.002050541341304779,,0.0,0.00023095238429959863,638.0,206.66664505004883,-0.6023797988891602,115200,0.4628056287765503,1340,0.00019698806863743812,,1763260237.372227,0.0005563795566558838
-0.0018626702949404716,-0.009365677833557129,,0.021484375,0.0002304147492395714,637.0,208.31834387779236,-0.2619783878326416,116096,0.4587785005569458,1349,0.00012303366384003311,,1763260239.0239258,0.0053705936297774315
-0.0016318606212735176,-0.005677744746208191,,0.0,0.00022956989414524287,636.0,210.71980237960815,-0.03990328311920166,117504,0.4920951724052429,1363,0.00029795090085826814,,1763260241.4253843,0.001213722862303257
,,500.0,,,,210.95061564445496,,117702,,1365,,500.0,1763260241.6561975,
,,500.0,,,,211.77619457244873,,118202,,1370,,500.0,1763260242.4817765,
,,500.0,,,,213.47428059577942,,119202,,1380,,500.0,1763260244.1798625,
0.0029767733067274094,-0.004127886146306992,,0.0,0.00022849462402518839,635.0,213.68801593780518,2.682209014892578e-06,119296,0.5170300602912903,1381,411.5356140136719,,1763260244.3935978,0.0002633389085531235
-0.003774726763367653,-0.00993650034070015,,0.0,0.00022803379397373646,636.0,214.74810123443604,-0.04178023338317871,120064,0.4033951759338379,1388,0.0003849042404908687,,1763260245.4536831,0.00032860971987247467
2.4713575839996338e-05,-0.0009266771376132965,,0.0,0.00022764976893085986,636.0,215.6300287246704,-0.0001456737518310547,120704,0.44739821553230286,1395,333.2627868652344,,1763260246.3356106,0.0002594701945781708
,,500.0,,,,216.26445817947388,,121202,,1399,,500.0,1763260246.97004,
-0.013372687622904778,-0.008123654872179031,,0.0,0.0002270353288622573,636.0,217.292964220047,-7.712841033935547e-05,121728,0.39475783705711365,1405,234.59202575683594,,1763260247.9985461,0.0007430762052536011
0.0016575856134295464,-0.0012555932626128197,,0.0,0.00022534561867360026,637.0,221.37869715690613,-0.6002225875854492,124544,0.466592401266098,1432,0.00016408477677032351,,1763260252.084279,0.0009439783170819283
0.011210677213966846,-0.0072401780635118484,,0.009765625,0.00022526881366502494,637.0,221.57557463645935,-0.6052147150039673,124672,0.4770684838294983,1433,0.00016518541087862104,,1763260252.2811565,0.00253473874181509
0.008378861472010612,-0.01227353885769844,,0.0,0.0002239631285192445,637.0,225.0769748687744,-0.020943164825439453,126848,0.45034822821617126,1455,0.0037966081872582436,,1763260255.7825568,0.0005308147519826889
0.02528958022594452,0.010725785046815872,,0.009765625,0.00022388632351066917,637.0,225.2855007648468,-0.0315852165222168,126976,0.4846400320529938,1456,0.0005306556704454124,,1763260255.9910827,0.005462693981826305
0.015450650826096535,-0.0017183497548103333,,0.00390625,0.00022380951850209385,637.0,225.47799682617188,-0.05067896842956543,127104,0.5518492460250854,1457,8.253653504652902e-05,,1763260256.1835787,0.000918680801987648
-0.004248455166816711,-0.0012776516377925873,,0.0,0.00022035330766811967,636.0,234.78324508666992,0.25083106756210327,132864,0.4550708532333374,1514,0.0038697472773492336,,1763260265.488827,0.00047372840344905853
,,500.0,,,,235.83504009246826,,133624,,1521,,500.0,1763260266.540622,
0.019261594861745834,-0.011543802917003632,,0.0,0.0002196620625909418,636.0,236.61903166770935,-0.11098551750183105,134016,0.47811973094940186,1525,8.041458204388618e-05,,1763260267.3246136,0.002591804601252079
-0.0035142702981829643,0.002785712480545044,,0.0,0.00021958525758236647,636.0,236.85469007492065,-0.0001900196075439453,134144,0.49085935950279236,1527,153.4037322998047,,1763260267.560272,0.00036421511322259903
-0.00035105645656585693,-0.0005062557756900787,,0.0,0.00021943164756521583,636.0,237.18903183937073,-0.04428553581237793,134400,0.44071850180625916,1529,0.00047338035074062645,,1763260267.8946137,3.43862920999527e-05
-0.005548774264752865,-0.006508141756057739,,0.005859375,0.00021912442753091455,636.0,238.04907417297363,-0.053264737129211426,134912,0.4225795567035675,1534,0.00022465558140538633,,1763260268.754656,0.001541093923151493
,,500.0,,,,238.31072735786438,,135124,,1536,,500.0,1763260269.0163093,
0.0014265375211834908,-0.0007459446787834167,,0.0,0.0002185867924708873,636.0,239.47135663032532,-0.1896820068359375,135808,0.4438057541847229,1543,0.004882190376520157,,1763260270.1769385,3.7404708564281464e-05
0.0021385066211223602,-0.0009014531970024109,,0.0,0.00021843318245373666,636.0,239.81803846359253,-0.024109601974487305,136064,0.4879472851753235,1545,5.0766568165272474e-05,,1763260270.5236204,1.5540048480033875e-05
,,500.0,,,,239.85649347305298,,136124,,1546,,500.0,1763260270.5620754,
-0.0019470294937491417,-0.0013101734220981598,,0.0,0.00021766513236798346,638.0,241.28326153755188,-0.08478653430938721,137344,0.5256779789924622,1558,0.005490581970661879,,1763260271.9888434,0.0006990479305386543
0.0012307250872254372,0.0008825622498989105,,0.0,0.00021758832735940814,638.0,241.43487930297852,-0.1867692470550537,137472,0.43151941895484924,1559,0.0004428540705703199,,1763260272.1404612,6.622355431318283e-05
-0.00045255478471517563,0.0018138717859983444,,0.0,0.00021735791233368218,638.0,241.8689262866974,-0.2441248893737793,137856,0.5476015210151672,1563,0.004971497692167759,,1763260272.5745082,0.0001605609431862831
,,500.0,,,,242.1729588508606,,138124,,1566,,500.0,1763260272.8785408,
0.0008144360035657883,0.0020245062187314034,,0.0,0.00021574500715360045,639.0,245.71039009094238,0.0035812854766845703,140544,0.5351865887641907,1588,6.372462667059153e-05,,1763260276.415972,6.0696154832839966e-05
,,500.0,,,,245.76048851013184,,140624,,1589,,500.0,1763260276.4660704,
0.006915946491062641,-0.0015505775809288025,,0.0,0.0002152073720935732,640.0,247.08722710609436,0.0033904314041137695,141440,0.4907039999961853,1597,0.00040045869536697865,,1763260277.792809,0.0005404045805335045
0.0025838958099484444,0.0002218000590801239,,0.0,0.00021459293202497065,640.0,248.65481901168823,-0.1020888090133667,142464,0.5195671319961548,1607,0.0006641788640990853,,1763260279.360401,0.00022341031581163406
,,500.0,,,,248.8825078010559,,142624,,1609,,500.0,1763260279.5880897,
-0.0017455946654081345,-0.003578759729862213,,0.0,0.00021443932200782,640.0,249.07341051101685,-9.441375732421875e-05,142720,0.4267306923866272,1610,158.34512329101562,,1763260279.7789924,0.00019866414368152618
-0.0010504703968763351,-0.0017956234514713287,,0.0,0.00021428571199066937,640.0,249.42330837249756,-0.07793545722961426,142976,0.5033984184265137,1612,0.00043034370173700154,,1763260280.1288903,0.0003514569252729416
0.0008203545585274696,0.0014205649495124817,,0.017578125,0.00021344085689634085,640.0,251.5274031162262,-0.22713172435760498,144384,0.49093183875083923,1626,0.00036782785900868475,,1763260282.232985,0.006080796010792255
,,500.0,,,,252.9501347541809,,145624,,1638,,500.0,1763260283.6557167,
,,500.0,,,,260.2774443626404,,150624,,1687,,500.0,1763260290.9830263,
-0.0029301708564162254,0.005523195490241051,,0.0,0.00020691244571935385,646.0,266.32907819747925,-0.04135751724243164,155264,0.5136681795120239,1732,0.003930903039872646,,1763260297.03466,0.0005119955167174339
,,500.0,,,,267.81564140319824,,156624,,1745,,500.0,1763260298.5212233,
-0.0061383116990327835,-0.005089480429887772,,0.0,0.0002056067605735734,648.0,268.84747338294983,-0.6332567930221558,157440,0.5120301246643066,1753,0.0005732343415729702,,1763260299.5530553,0.0006386302411556244
-3.2609328627586365e-05,-0.005706679075956345,,0.0,0.0002055299555649981,648.0,268.9886589050293,-0.7661864757537842,157568,0.5460708141326904,1754,0.0003206810506526381,,1763260299.6942408,0.000705251470208168
,,500.0,,,,270.1580619812012,,158624,,1765,,500.0,1763260300.863644,
-0.012884994968771935,-0.007637670263648033,,0.00390625,0.00020468510047066957,649.0,270.7156398296356,-0.26896750926971436,158976,0.4762662947177887,1768,9.988040255848318e-05,,1763260301.4212217,0.002907412126660347
0.009854564443230629,-0.0027475506067276,,0.0,0.00020414746541064233,649.0,272.0827090740204,-0.7089202404022217,159872,0.4925609230995178,1777,0.002552415244281292,,1763260302.788291,0.0006540864706039429
-0.001431221142411232,0.0005373433232307434,,0.0,0.00020168970513623208,650.0,278.20787811279297,-0.3473888635635376,163968,0.4273330271244049,1818,0.004413793794810772,,1763260308.91346,0.00036798976361751556
-0.006755659356713295,0.0009540244936943054,,0.0,0.0002013824851019308,650.0,278.958261013031,0.48222070932388306,164480,0.4733589291572571,1823,0.003433911595493555,,1763260309.663843,0.0003955364227294922
-0.0002487190067768097,-0.0026033148169517517,,0.0,0.00019969277491327375,651.0,282.96851325035095,-0.4295072555541992,167296,0.3336688280105591,1851,0.2209530919790268,,1763260313.6740952,0.00040378980338573456
-8.635688573122025e-05,-0.00021591410040855408,,0.0,0.0001994623598875478,651.0,283.4505124092102,-0.22857463359832764,167680,0.4115592837333679,1856,0.011685474775731564,,1763260314.1560943,4.153978079557419e-05
,,500.0,,,,284.7166039943695,,168825,,1868,,500.0,1763260315.422186,
