global_step,_step,losses/clipfrac,losses/approx_kl,losses/old_approx_kl,charts/learning_rate,losses/policy_loss,charts/episodic_length,_runtime,charts/SPS,losses/value_loss,charts/episodic_return,losses/explained_variance,_timestamp,losses/entropy
313600,3272,0.0,0.0008066557347774506,0.0008796267211437225,0.00011190475925104693,-0.011052101850509644,,476.015643119812,697.0,0.0035779231693595648,,0.339488685131073,1763260506.715953,0.5234940648078918
313894,3275,,,,,,500.0,476.28797030448914,,,500.0,,1763260506.9882803,
313984,3276,0.0,1.0327436029911041e-05,-0.001672922633588314,0.00011167434422532097,-0.0017012059688568115,,476.42164301872253,697.0,360.8961181640625,,-0.00013744831085205078,1763260507.121953,0.48563116788864136
316032,3296,0.0,4.235561937093735e-05,-3.92058864235878e-05,0.00011044547136407346,0.0015258193016052246,,478.5531384944916,698.0,0.003107098862528801,,0.22732675075531006,1763260509.2534485,0.5536873936653137
316394,3299,,,,,,500.0,478.84984397888184,,,500.0,,1763260509.550154,
320384,3338,0.0,0.00043056532740592957,0.005406955257058144,0.00010783410107251257,-0.010589540004730225,,482.99665212631226,701.0,0.0001661365240579471,,-0.917396068572998,1763260513.696962,0.47278648614883423
321664,3351,0.0,2.5027431547641754e-05,-0.00048313383013010025,0.00010706605098675936,-3.913789987564087e-05,,484.37860345840454,701.0,0.000174259053892456,,-0.005926370620727539,1763260515.0789135,0.4970325231552124
322304,3357,0.0,0.0004559643566608429,0.0011776778846979141,0.00010668202594388276,-0.018866609781980515,,485.0152451992035,702.0,0.0002449630119372159,,-0.1616150140762329,1763260515.7155552,0.5522150993347168
322560,3360,0.0,3.9245933294296265e-06,0.0007786750793457031,0.00010652841592673212,-7.294118404388428e-05,,485.2792353630066,702.0,0.0030067532788962126,,-0.09703600406646729,1763260515.9795454,0.5325402617454529
324352,3377,0.0,0.0001255059614777565,0.000665237195789814,0.00010545314580667764,-0.0033688023686408997,,487.2235195636749,703.0,0.00018783115956466645,,-0.15569579601287842,1763260517.9238296,0.4778288006782532
326400,3398,0.0,7.194280624389648e-05,0.0020788535475730896,0.00010422427294543013,-0.0027225762605667114,,489.3193612098694,704.0,241.1799774169922,,-0.00010800361633300781,1763260520.0196712,0.5433957576751709
326784,3401,0.0,0.00023665092885494232,0.0018591675907373428,0.00010399385791970417,-0.009253688156604767,,489.70227813720703,704.0,0.00019816045823972672,,0.3473168611526489,1763260520.4025881,0.542855441570282
327296,3406,0.0,0.00032414961606264114,0.008839217014610767,0.00010368663788540289,-0.00464244931936264,,490.2140007019043,705.0,0.0002129920176230371,,-0.06444227695465088,1763260520.9143107,0.49555161595344543
327394,3407,,,,,,500.0,490.24722266197205,,,500.0,,1763260520.9475327,
328576,3419,0.0,0.00014010444283485413,-0.000771714374423027,0.00010291858779964969,-0.0022417940199375153,,491.66038370132446,705.0,0.002927356166765094,,0.0005033016204833984,1763260522.3606937,0.5399829745292664
329344,3426,0.0,8.713826537132263e-05,-0.0011325813829898834,0.00010245775774819776,0.0021011531352996826,,492.42831444740295,706.0,0.00017390769789926708,,-0.021916747093200684,1763260523.1286244,0.5384005904197693
329472,3428,0.0,3.8982369005680084e-05,-0.0018657678738236427,0.00010238095273962244,0.0017094481736421585,,492.5671274662018,706.0,275.69219970703125,,-1.4185905456542969e-05,1763260523.2674375,0.4923931062221527
330240,3435,0.0,9.629223495721817e-05,-0.00402961578220129,0.00010192012268817052,0.0018680747598409653,,493.47594141960144,706.0,0.000309771770844236,,-0.02717125415802002,1763260524.1762514,0.5307561755180359
331776,3450,0.0,0.0008965842425823212,0.0018411800265312195,0.00010099846258526668,-0.010718308389186859,,495.21150255203247,707.0,0.0002129838103428483,,-2.6872036457061768,1763260525.9118125,0.5101320147514343
331894,3451,,,,,,500.0,495.2624440193176,,,500.0,,1763260525.962754,
332928,3462,0.0,2.0675361156463623e-06,-0.00014814548194408417,0.0001003072175080888,-0.0008281972259283066,,496.51680994033813,707.0,208.21095275878906,,-7.557868957519531e-05,1763260527.21712,0.5394749641418457
334394,3476,,,,,,500.0,497.979145526886,,,500.0,,1763260528.6794555,
334720,3479,0.0,0.0003413297235965729,0.002828320488333702,9.923194738803431e-05,-0.00716865248978138,,498.37443685531616,708.0,0.0002305760863237083,,-1.1433320045471191,1763260529.0747468,0.4714903235435486
336640,3498,0.0,0.00023064110428094864,-0.0012222034856677055,9.807987953536212e-05,-0.003950383514165878,,500.38104248046875,709.0,0.0031578922644257545,,-1.0756077766418457,1763260531.0813525,0.5163519978523254
337152,3503,0.0,0.00020573940128087997,0.0016134819015860558,9.777265950106084e-05,-0.0011380799114704132,,500.88773488998413,710.0,0.0003723452682606876,,-0.23306739330291748,1763260531.588045,0.49323052167892456
338176,3513,0.0,9.41697508096695e-05,0.0013225693255662918,9.715821943245828e-05,0.0026415064930915833,,501.8991482257843,710.0,0.0003432707744650543,,-0.08237671852111816,1763260532.5994582,0.5059062838554382
339394,3525,,,,,,500.0,503.0747821331024,,,500.0,,1763260533.7750921,
340608,3537,0.0,0.00015275366604328156,-0.0012230221182107925,9.56989242695272e-05,-0.006333589553833008,,504.34677481651306,712.0,0.0029267207719385624,,-0.13000881671905518,1763260535.0470848,0.516764760017395
342394,3554,,,,,,500.0,506.09850883483887,,,500.0,,1763260536.7988188,
342400,3555,0.0,1.0098330676555634e-05,0.0010530753061175346,9.462365414947271e-05,0.001300465315580368,,506.1982116699219,713.0,166.89401245117188,,0.0006442070007324219,1763260536.8985217,0.5021550059318542
344576,3576,0.0,3.7066638469696045e-07,6.572529673576355e-05,9.331796900369227e-05,-1.4562159776687622e-05,,508.3775215148926,714.0,0.002853760961443186,,-0.1904606819152832,1763260539.0778315,0.5307340621948242
344832,3578,0.0,0.00011736247688531876,-0.0019227853044867516,9.316435898654163e-05,-0.005159646272659302,,508.59808802604675,714.0,0.0002988250053022057,,-0.29761719703674316,1763260539.298398,0.5039353370666504
345088,3581,0.0,0.00012126564979553223,0.002225758507847786,9.30107562453486e-05,-0.0017260052263736725,,508.8690388202667,714.0,0.003103140275925398,,0.2240474820137024,1763260539.5693488,0.5114375352859497
345894,3589,,,,,,500.0,509.66819858551025,,,500.0,,1763260540.3685086,
348394,3613,,,,,,500.0,512.1504201889038,,,500.0,,1763260542.8507302,
349312,3622,0.0,0.00020170770585536957,-0.004395229741930962,9.047619096236303e-05,0.0019320845603942871,,513.1473190784454,717.0,0.0001254757953574881,,0.5940127372741699,1763260543.847629,0.5438963174819946
351104,3640,0.0,1.5246681869029999e-05,0.0002767769619822502,8.940092084230855e-05,-0.0007014051079750061,,514.9534432888031,718.0,0.002588380593806505,,-0.29410040378570557,1763260545.6537533,0.4759843349456787
352768,3656,0.0,0.00014098454266786575,0.001590878702700138,8.840245573082939e-05,-0.0012859776616096497,,516.6511268615723,719.0,0.00022343754244502634,,0.2129744291305542,1763260547.3514369,0.4450640082359314
354048,3669,0.0,0.00017044413834810257,-0.001089773140847683,8.763440564507619e-05,-0.0025756582617759705,,517.9275014400482,719.0,0.0033507151529192924,,-0.5271520614624023,1763260548.6278114,0.44914186000823975
355072,3679,0.0,8.318107575178146e-05,-0.004054044373333454,8.701997285243124e-05,0.00308363139629364,,518.9311721324921,720.0,0.0034114825539290905,,-0.3998429775238037,1763260549.6314821,0.47781407833099365
355456,3683,0.0,3.844313323497772e-05,0.00010803714394569397,8.678955782670528e-05,0.0005225464701652527,,519.3099551200867,720.0,309.3035583496094,,-9.02414321899414e-05,1763260550.010265,0.45593327283859253
355584,3684,0.0,6.335694342851639e-05,-0.0005412762984633446,8.671275281812996e-05,-0.0011175964027643204,,519.429573059082,720.0,0.0029924274422228336,,0.006766796112060547,1763260550.129883,0.4510994255542755
358394,3711,,,,,,500.0,522.1804144382477,,,500.0,,1763260552.8807244,
358528,3713,0.0,5.5577605962753296e-05,0.0005936808884143829,8.494623762089759e-05,0.0003513302654027939,,522.3902819156647,722.0,0.0031391023658216,,-0.0030405521392822266,1763260553.090592,0.49578583240509033
358784,3715,0.0,2.6190653443336487e-05,0.0013065636157989502,8.479262760374695e-05,-0.00012941937893629074,,522.6354773044586,722.0,0.0003079494636040181,,0.03988379240036011,1763260553.3357873,0.4917992949485779
360394,3731,,,,,,500.0,524.2503662109375,,,500.0,,1763260554.9506762,
360704,3734,0.0,4.019215703010559e-05,-0.0007350891828536987,8.364055247511715e-05,-0.00044093653559684753,,524.5831971168518,723.0,0.0004379323509056121,,-0.2978675365447998,1763260555.283507,0.5080076456069946
362880,3755,0.0,0.00019236188381910324,-0.00103673804551363,8.23348673293367e-05,-0.001515224575996399,,526.8147785663605,724.0,0.000316461781039834,,0.03821784257888794,1763260557.5150886,0.4848295748233795
364894,3775,,,,,,500.0,528.7751457691193,,,500.0,,1763260559.4754558,
365312,3779,0.0,0.0001947665587067604,0.0015183398500084877,8.087557944236323e-05,-0.0017612352967262268,,529.2042241096497,726.0,0.00018957619613502175,,-0.15591609477996826,1763260559.904534,0.5194114446640015
367872,3804,0.0,0.00013615470379590988,-0.00324950460344553,7.933947927085683e-05,-0.0031660273671150208,,531.6706347465515,727.0,0.00029501537210308015,,-0.12473034858703613,1763260562.3709447,0.4623106122016907
368128,3807,0.0,0.00011628679931163788,0.00035369768738746643,7.918586925370619e-05,-0.0032464340329170227,,531.9570505619049,727.0,0.0028395717963576317,,-0.3660222291946411,1763260562.6573606,0.5349071025848389
372224,3847,0.0,0.00015852414071559906,-0.0014919489622116089,7.672810897929594e-05,0.000835491344332695,,535.7413244247437,730.0,0.0002950614725705236,,0.15513622760772705,1763260566.4416344,0.5571648478507996
375424,3879,0.0,2.5984831154346466e-05,0.000303155742585659,7.480799104087055e-05,0.0004497719928622246,,538.7719447612762,732.0,144.42340087890625,,-7.617473602294922e-05,1763260569.4722548,0.5350059866905212
375894,3883,,,,,,500.0,539.1681616306305,,,500.0,,1763260569.8684716,
375936,3884,0.0,7.77561217546463e-06,0.0007389364764094353,7.450077100656927e-05,0.00022110715508460999,,539.2764759063721,732.0,259.6600036621094,,-6.079673767089844e-05,1763260569.976786,0.5266208648681641
376320,3887,0.0,3.852415829896927e-05,-0.00029625650495290756,7.42703559808433e-05,-0.0018168501555919647,,539.6470386981964,732.0,0.00029656680999323726,,-0.11155068874359131,1763260570.3473487,0.569320797920227
376704,3891,0.0,1.1925585567951202e-05,-0.0007576374337077141,7.403994095511734e-05,-0.001231268048286438,,540.0270323753357,733.0,0.000321165076456964,,-0.10308969020843506,1763260570.7273424,0.5867977142333984
377394,3898,,,,,,500.0,540.69504570961,,,500.0,,1763260571.3953557,
378880,3912,0.0,3.165099769830704e-05,-0.0008900212123990059,7.27342558093369e-05,0.001799505203962326,,542.1263244152069,734.0,0.00027333604521118104,,-0.05955016613006592,1763260572.8266344,0.5785242915153503
379136,3915,0.0,1.1296011507511139e-05,0.0026092706248164177,7.258064579218626e-05,-0.00042126700282096863,,542.3707542419434,734.0,0.0024899463169276714,,-0.36892151832580566,1763260573.0710642,0.5427207350730896
380416,3928,0.0,4.70941886305809e-05,0.002255667932331562,7.181259570643306e-05,-0.00011875852942466736,,543.6276657581329,735.0,211.69065856933594,,-5.0187110900878906e-05,1763260574.3279757,0.6051996946334839
382080,3944,0.0,9.175576269626617e-05,0.0014333631843328476,7.08141305949539e-05,-0.0010642409324645996,,545.2349219322205,736.0,0.0021027184557169676,,0.046881914138793945,1763260575.935232,0.5933616161346436
382208,3945,0.0,0.00013526063412427902,-0.0017508259043097496,7.073732558637857e-05,-0.0006219595670700073,,545.3541357517242,736.0,0.0002794410102069378,,0.00980067253112793,1763260576.0544457,0.5823192000389099
382336,3946,0.0,5.1258131861686707e-05,-0.0006876755505800247,7.066052057780325e-05,0.0005458071827888489,,545.4787051677704,736.0,0.0002915709628723562,,-0.00725400447845459,1763260576.1790152,0.5465987324714661
383104,3954,0.0,0.00023140572011470795,-0.0010395534336566925,7.019969052635133e-05,-0.007860671728849411,,546.2514188289642,736.0,0.0026526034343987703,,0.1853075623512268,1763260576.9517288,0.5801272988319397
384000,3963,0.0,3.4580007195472717e-06,0.0002178652212023735,6.966205546632409e-05,0.0007530907168984413,,547.1433699131012,737.0,144.6020965576172,,-6.628036499023438e-05,1763260577.84368,0.5536166429519653
384640,3969,0.0,1.6286037862300873e-05,0.0009596766903996468,6.927803042344749e-05,0.0001820772886276245,,547.7706711292267,737.0,0.0023774851579219103,,0.006567716598510742,1763260578.4709811,0.6266731023788452
385894,3981,,,,,,500.0,548.933590888977,,,500.0,,1763260579.633901,
386048,3983,0.0,0.00012044422328472137,-0.0017945356667041779,6.843318260507658e-05,0.0010090544819831848,,549.1270294189453,738.0,0.0024757133796811104,,-0.00532078742980957,1763260579.8273394,0.5655821561813354
387456,3997,0.0,1.3969838619232178e-05,-0.00021453574299812317,6.758832751074806e-05,-0.0008374601602554321,,550.5478992462158,738.0,0.00047407063539139926,,0.02612394094467163,1763260581.2482092,0.6226744651794434
389760,4020,0.0,5.072634667158127e-05,0.0012341560795903206,6.62058373563923e-05,-0.0014681480824947357,,552.880133152008,739.0,533.2348022460938,,-6.0439109802246094e-05,1763260583.5804431,0.5637013912200928
393728,4059,0.0,3.9754435420036316e-05,0.0005822889506816864,6.382488209055737e-05,-0.0013147294521331787,,556.8265156745911,741.0,0.00043250381713733077,,-0.13486099243164062,1763260587.5268257,0.6021224856376648
396416,4087,0.0,0.0009470805525779724,0.007252547889947891,6.221198418643326e-05,-0.02172914147377014,,559.41925573349,743.0,0.0035300508607178926,,0.2124248743057251,1763260590.1195657,0.5589009523391724
396800,4091,0.0,4.157703369855881e-05,0.0014019152149558067,6.19815691607073e-05,-0.00031547248363494873,,559.821492433548,743.0,0.0007782226311974227,,-0.0416111946105957,1763260590.5218024,0.5047698020935059
398080,4105,0.0,6.219837814569473e-05,-0.004060433246195316,6.121351907495409e-05,2.5618821382522583e-05,,561.0702147483826,744.0,171.53195190429688,,2.9206275939941406e-06,1763260591.7705247,0.5726363062858582
398478,4109,,,,,,500.0,561.4098241329193,,,500.0,,1763260592.1101341,
399104,4115,0.0,4.842877388000488e-05,-0.0006685685366392136,6.059907900635153e-05,0.0007611066102981567,,561.999436378479,744.0,279.8388977050781,,-5.5789947509765625e-05,1763260592.6997464,0.5701194405555725
399488,4119,0.0,4.529580473899841e-05,0.0017923004925251007,6.036866398062557e-05,-0.0009711198508739471,,562.3477156162262,744.0,0.0034975300077348948,,-0.2996809482574463,1763260593.0480256,0.5385427474975586
401974,4144,,,,,,205.0,564.6878366470337,,,205.0,,1763260595.3881466,
402560,4150,0.0,1.4905817806720734e-05,-0.0014840895310044289,5.852534741279669e-05,-0.0006610304117202759,,565.2928094863892,746.0,415.0467224121094,,6.902217864990234e-05,1763260595.9931195,0.587232232093811
404352,4168,0.0,6.509944796562195e-06,-0.0008658058941364288,5.745007729274221e-05,-0.0003500804305076599,,567.02636551857,747.0,0.0011340649798512459,,-0.36114680767059326,1763260597.7266755,0.5783292055130005
406016,4184,0.0,7.086526602506638e-05,-0.0014307191595435143,5.6451612181263044e-05,-0.003351360559463501,,568.6563210487366,748.0,0.0010963646927848458,,-3.0987296104431152,1763260599.356631,0.523906409740448
407040,4194,0.0,3.9801932871341705e-05,0.00043402332812547684,5.583717211266048e-05,0.0007204394787549973,,569.6551833152771,748.0,0.0005713588325306773,,-0.63428795337677,1763260600.3554933,0.5882337093353271
407552,4199,0.0,0.00014354661107063293,-0.00112147256731987,5.552995571633801e-05,-0.007508225739002228,,570.1124465465546,749.0,0.0006473717512562871,,0.06359845399856567,1763260600.8127565,0.5416370034217834
410092,4224,,,,,,500.0,572.5097796916962,,,500.0,,1763260603.2100897,
410592,4229,,,,,,500.0,573.0044186115265,,,500.0,,1763260603.7047286,
412032,4243,0.0,1.2139789760112762e-05,0.0010425960645079613,5.28417804162018e-05,-0.00028754398226737976,,574.509199142456,751.0,0.0005346394027583301,,0.09286952018737793,1763260605.2095091,0.6023045182228088
412288,4246,0.0,6.4158812165260315e-06,-0.0005402648821473122,5.268817039905116e-05,0.00013364851474761963,,574.77863240242,751.0,0.002083257306367159,,-0.2870677709579468,1763260605.4789424,0.5841341614723206
412928,4252,0.0,4.23528254032135e-05,0.003795517608523369,5.2304148994153365e-05,0.0007776878774166107,,575.41424036026,751.0,0.0006308607989922166,,-0.6902644634246826,1763260606.1145504,0.5735621452331543
413092,4254,,,,,,500.0,575.5554537773132,,,500.0,,1763260606.2557638,
413184,4255,0.0,1.707114279270172e-05,-0.00018848292529582977,5.2150538977002725e-05,0.000311143696308136,,575.6852858066559,751.0,166.8928985595703,,6.246566772460938e-05,1763260606.3855958,0.513744056224823
415104,4273,0.0,0.00012792833149433136,-0.0022370629012584686,5.099846384837292e-05,-0.004482351243495941,,577.548773765564,752.0,231.70799255371094,,0.00034296512603759766,1763260608.2490838,0.5126444101333618
415488,4276,0.0,4.857312887907028e-05,-0.002052067779004574,5.076804882264696e-05,-0.002453494817018509,,577.9034562110901,752.0,0.0005337829352356493,,0.045579373836517334,1763260608.6037662,0.5767266750335693
415592,4277,,,,,,500.0,577.9491052627563,,,500.0,,1763260608.6494153,
415616,4278,0.0,1.2864358723163605e-05,0.0002201506868004799,5.069124381407164e-05,0.0017699487507343292,,578.0554184913635,753.0,292.4276123046875,,0.00044029951095581055,1763260608.7557285,0.5809067487716675
416640,4288,0.0,1.9875355064868927e-05,0.001892496831715107,5.007680374546908e-05,0.0007958728820085526,,579.0554628372192,753.0,0.000721850199624896,,-0.7721610069274902,1763260609.7557728,0.5443899631500244
416829,4290,,,,,,500.0,579.2300336360931,,,500.0,,1763260609.9303436,
417024,4292,0.0,1.353677362203598e-05,-0.0004143891856074333,4.984638871974312e-05,-0.0013707540929317474,,579.4378015995026,753.0,0.0024916722904890776,,-0.7675034999847412,1763260610.1381116,0.5062156319618225
419328,4314,0.0,8.017756044864655e-05,0.00035298801958560944,4.846390220336616e-05,-0.0038813725113868713,,581.7081365585327,754.0,0.0005189247895032167,,-0.020322442054748535,1763260612.4084466,0.6333248019218445
419712,4318,0.0,0.00010291486978530884,0.00105377659201622,4.82334871776402e-05,-0.002412848174571991,,582.0991435050964,754.0,0.0006735592614859343,,-1.4923369884490967,1763260612.7994535,0.5045345425605774
422528,4346,0.0,4.668440669775009e-05,-0.0004349732771515846,4.6543776988983154e-05,0.0019595101475715637,,584.9109117984772,756.0,0.002159062772989273,,-0.27943265438079834,1763260615.6112218,0.579365611076355
424576,4366,0.0,1.7204321920871735e-05,0.0009965850040316582,4.531490048975684e-05,0.00017881393432617188,,586.9357538223267,757.0,0.0016560591757297516,,-0.10196352005004883,1763260617.6360638,0.535090446472168
425216,4372,0.0,7.316749542951584e-05,-0.0007675467059016228,4.4930875446880236e-05,-0.0015296787023544312,,587.5142726898193,757.0,0.0004800382303074002,,0.30983465909957886,1763260618.2145827,0.5608893632888794
425728,4377,0.0,0.00015444587916135788,-0.0018337937071919441,4.4623655412578955e-05,-0.0016686581075191498,,588.0306406021118,757.0,0.0005811979644931853,,0.00210493803024292,1763260618.7309506,0.5749419927597046
425829,4378,,,,,,500.0,588.0646891593933,,,500.0,,1763260618.7649992,
426752,4387,0.0,4.51505184173584e-06,-4.7186389565467834e-05,4.400921534397639e-05,-3.982707858085632e-05,,588.9643104076385,758.0,0.0005055628716945648,,-0.21820557117462158,1763260619.6646204,0.5807781219482422
427648,4396,0.0,7.217749953269958e-07,0.0003860117867588997,4.347158392192796e-05,1.7955899238586426e-05,,589.8095989227295,758.0,0.0005758428596891463,,-0.03276205062866211,1763260620.509909,0.5852959752082825
429329,4413,,,,,,500.0,591.4141707420349,,,500.0,,1763260622.1144807,
429568,4415,0.0,8.07046890258789e-05,0.0003275219351053238,4.2319508793298155e-05,-0.001224711537361145,,591.6318111419678,759.0,0.0018579019233584404,,0.15745216608047485,1763260622.3321211,0.5248132944107056
433792,4456,0.0,9.281560778617859e-06,0.0011006556451320648,3.9784947148291394e-05,-0.000693153589963913,,595.6380498409271,761.0,0.0005548656336031854,,-0.09493935108184814,1763260626.3383598,0.5710921883583069
435200,4470,0.0,8.663162589073181e-06,0.0009098276495933533,3.894009205396287e-05,-0.0004023797810077667,,596.9668841362,762.0,0.0006886038463562727,,0.11164003610610962,1763260627.6671941,0.5782554149627686
435968,4478,0.0,1.1422671377658844e-05,1.9366852939128876e-05,3.847926200251095e-05,-0.0012366510927677155,,597.7322282791138,762.0,0.0015468744095414877,,-0.06524133682250977,1763260628.4325383,0.5637770295143127
436224,4480,0.0,1.7993152141571045e-05,0.001035267487168312,3.832565198536031e-05,-0.000245511531829834,,597.9860186576843,762.0,0.0004960641963407397,,-0.1523817777633667,1763260628.6863286,0.5188289284706116
437376,4492,0.0,4.344619810581207e-06,0.00046930741518735886,3.763440690818243e-05,0.0013265134766697884,,599.1486077308655,763.0,215.93479919433594,,2.396106719970703e-05,1763260629.8489177,0.5860823392868042
437829,4496,,,,,,500.0,599.5372414588928,,,500.0,,1763260630.2375515,
438016,4498,0.0,9.594112634658813e-05,-0.0014448612928390503,3.725038550328463e-05,-0.004218824207782745,,599.7836620807648,763.0,0.001878608949482441,,-0.10177624225616455,1763260630.483972,0.5677289366722107
440320,4520,0.0,6.1318278312683105e-06,0.001359935849905014,3.586789534892887e-05,0.0006384346634149551,,602.0518975257874,764.0,0.0006015139515511692,,-0.19261956214904785,1763260632.7522075,0.5685287714004517
440448,4522,0.0,5.718320608139038e-07,-0.0002947971224784851,3.579109034035355e-05,-8.720904588699341e-05,,602.186393737793,764.0,230.0807647705078,,0.00010138750076293945,1763260632.8867037,0.5088508725166321
440704,4524,0.0,2.0028091967105865e-05,0.0011872919276356697,3.563748032320291e-05,-0.0003849230706691742,,602.4492161273956,764.0,0.0008955845260061324,,0.392423152923584,1763260633.1495261,0.5036985874176025
440829,4525,,,,,,500.0,602.491250038147,,,500.0,,1763260633.19156,
440960,4527,0.0,3.783963620662689e-06,0.0003384174779057503,3.548387030605227e-05,0.0001990385353565216,,602.6823921203613,764.0,0.0020503501873463392,,0.008457541465759277,1763260633.382702,0.5061065554618835
441344,4531,0.0,1.9395723938941956e-05,-0.0024792980402708054,3.525345528032631e-05,0.0013847500085830688,,603.0711977481842,764.0,447.74493408203125,,0.00019365549087524414,1763260633.7715077,0.5564720630645752
441600,4533,0.0,2.7752481400966644e-05,0.00011476222425699234,3.5099845263175666e-05,-0.0024441517889499664,,603.2975172996521,765.0,0.0007331855013035238,,-0.04789531230926514,1763260633.9978273,0.5736179351806641
441728,4534,0.0,2.603977918624878e-06,-0.00028749555349349976,3.5023040254600346e-05,-0.0005720853805541992,,603.4157099723816,765.0,0.0006837969413027167,,0.0075868964195251465,1763260634.11602,0.5420972108840942
442624,4543,0.0,2.619810402393341e-06,-0.00013702455908060074,3.448540883255191e-05,-0.0001785680651664734,,604.2845859527588,765.0,0.0007392033003270626,,0.15516549348831177,1763260634.984896,0.5582579374313354
443829,4555,,,,,,500.0,605.4795451164246,,,500.0,,1763260636.179855,
444032,4557,0.0,9.601935744285583e-07,1.1925585567951202e-05,3.364055373822339e-05,0.00011391006410121918,,605.7272613048553,766.0,0.0021083317697048187,,-0.10300886631011963,1763260636.4275713,0.5195280909538269
444544,4562,0.0,1.0170973837375641e-05,-0.0005464935675263405,3.333333370392211e-05,-0.0018804967403411865,,606.2622129917145,766.0,0.0021038756240159273,,0.7490572929382324,1763260636.962523,0.5574827790260315
445952,4576,0.0,1.236889511346817e-05,-0.0004893271252512932,3.2488478609593585e-05,-0.00021097809076309204,,607.66881275177,766.0,0.0019930615089833736,,1.913309097290039e-05,1763260638.3691227,0.5514030456542969
448829,4604,,,,,,500.0,610.4222900867462,,,500.0,,1763260641.1226,
449792,4613,0.0,1.5171244740486145e-06,-0.0003091273829340935,3.0184331990312785e-05,-4.48375940322876e-05,,611.432220697403,768.0,0.0006930569652467966,,0.03142344951629639,1763260642.1325307,0.5829598307609558
451072,4626,0.0,7.763504981994629e-06,-0.001054896041750908,2.9416281904559582e-05,-0.00015695765614509583,,612.745664358139,768.0,0.001967156771570444,,-0.06451117992401123,1763260643.4459743,0.532324492931366
451968,4635,0.0,7.276423275470734e-06,-2.2631138563156128e-07,2.8878648663521744e-05,0.00014350563287734985,,613.6644871234894,769.0,0.0017199297435581684,,0.024073362350463867,1763260644.364797,0.5292843580245972
452608,4641,0.0,9.127892553806305e-06,-0.0017083166167140007,2.8494623620645143e-05,-0.00067095085978508,,614.3104703426361,769.0,0.0007794860284775496,,-0.2653745412826538,1763260645.0107803,0.5825157761573792
452864,4644,0.0,7.301568984985352e-07,-0.00038266927003860474,2.8341013603494503e-05,-9.384378790855408e-05,,614.5806577205658,769.0,326.9391784667969,,9.292364120483398e-05,1763260645.2809677,0.5424004793167114
454656,4661,0.0,1.7357058823108673e-05,-0.001646614633500576,2.7265745302429423e-05,-0.0013391673564910889,,616.3333826065063,770.0,0.0008221434545703232,,0.11118662357330322,1763260647.0336926,0.5202317833900452
456064,4675,0.0,1.0440126061439514e-06,-1.550000160932541e-05,2.64208902081009e-05,-0.0003197416663169861,,617.6507139205933,770.0,0.0016430107643827796,,-0.06277012825012207,1763260648.351024,0.6012359857559204
457728,4691,0.0,2.4242326617240906e-06,0.0003037126734852791,2.542242691561114e-05,2.566911280155182e-05,,619.2526164054871,771.0,0.0007036838214844465,,0.2940462827682495,1763260649.9529264,0.5656675100326538
459520,4709,0.0,3.3937394618988037e-06,0.0007964186370372772,2.434715861454606e-05,-0.0007391422986984253,,620.9025695323944,772.0,0.0016493035946041346,,-0.08349871635437012,1763260651.6028795,0.589692234992981
459904,4713,0.0,1.5739351511001587e-07,-2.6329420506954193e-05,2.41167435888201e-05,-0.0001387372612953186,,621.265843629837,772.0,278.3437805175781,,-0.00024211406707763672,1763260651.9661536,0.4681900143623352
462464,4738,0.0,1.6598030924797058e-05,4.031136631965637e-05,2.25806452363031e-05,-0.0011883378028869629,,623.7004323005676,773.0,0.0017313132993876934,,-0.1675248146057129,1763260654.4007423,0.48096728324890137
462592,4739,0.0,2.590753138065338e-05,-0.002439413219690323,2.2503840227727778e-05,-0.0018874555826187134,,623.8203556537628,773.0,0.0009885401232168078,,-0.22516322135925293,1763260654.5206656,0.4791323244571686
462829,4741,,,,,,500.0,623.9728424549103,,,500.0,,1763260654.6731524,
462976,4743,0.0,1.1613592505455017e-06,-0.00021081510931253433,2.2273425202001818e-05,-7.402896881103516e-05,,624.1622123718262,774.0,0.0016936720348894596,,-0.2243119478225708,1763260654.8625224,0.562785804271698
464128,4754,0.0,1.0371208190917969e-05,-0.0002474561333656311,2.158218194381334e-05,0.0002575702965259552,,625.2413115501404,774.0,0.000998137635178864,,0.12449115514755249,1763260655.9416215,0.5304500460624695
464256,4755,0.0,9.150244295597076e-06,0.0006096949800848961,2.150537693523802e-05,-0.00034255534410476685,,625.3610634803772,774.0,0.0008295474108308554,,-0.33680737018585205,1763260656.0613735,0.6075822114944458
465920,4772,0.0,2.1979212760925293e-07,8.847564458847046e-07,2.0506911823758855e-05,0.00011614523828029633,,627.0031561851501,775.0,237.1685791015625,,-0.00020766258239746094,1763260657.7034662,0.5630800724029541
467329,4786,,,,,,500.0,628.3130736351013,,,500.0,,1763260659.0133836,
467456,4787,0.0,6.644055247306824e-06,-0.00020483694970607758,1.9585253539844416e-05,0.00010331720113754272,,628.43434882164,776.0,0.0011266275541856885,,3.927946090698242e-05,1763260659.1346588,0.5540410280227661
467584,4788,0.0,1.2153759598731995e-06,0.00019918102771043777,1.9508448531269096e-05,-7.115304470062256e-07,,628.544588804245,776.0,0.0009669361170381308,,-0.5494240522384644,1763260659.2448988,0.5061275959014893
