global_step,charts/episodic_return,losses/entropy,losses/old_approx_kl,_step,losses/value_loss,charts/episodic_length,_runtime,charts/SPS,losses/approx_kl,losses/policy_loss,charts/learning_rate,losses/explained_variance,_timestamp,losses/clipfrac
321664,,0.5508900284767151,-0.005331417545676231,3401,0.0001133830810431391,,497.28640937805176,682.0,0.00023500993847846985,0.006957732141017914,0.00010706605098675936,-0.26303982734680176,1763260527.9870744,0.0
322176,,0.5370098352432251,0.00045606400817632675,3406,0.00013949850108474493,,497.913227558136,682.0,1.316796988248825e-05,0.0004813782870769501,0.00010675883095245808,-0.17267918586730957,1763260528.6138926,0.0
322304,,0.6003078818321228,0.000311010517179966,3407,0.00016938219778239727,,498.05114579200745,682.0,0.00012431200593709946,-0.00020277872681617737,0.00010668202594388276,-0.06033480167388916,1763260528.7518108,0.0
323456,,0.5803360939025879,-0.00223433505743742,3419,286.88641357421875,,499.3112487792969,683.0,3.490690141916275e-05,-0.0007314234972000122,0.00010599078086670488,-4.124641418457031e-05,1763260530.0119138,0.0
324224,,0.5625672936439514,-0.0081925168633461,3426,0.0002354631869820878,,500.14288449287415,683.0,0.0004085395485162735,-0.000992313027381897,0.00010552995081525296,-0.1370168924331665,1763260530.8435495,0.0
324390,500.0,,,3428,,500.0,500.325364112854,,,,,,1763260531.026029,
325120,,0.5390122532844543,-0.0027803825214505196,3435,0.0027082187589257956,,501.12213158607483,684.0,0.00018058624118566513,0.0016845203936100006,0.00010499232303118333,-0.07038283348083496,1763260531.8227966,0.0
326656,,0.43901196122169495,0.0028213635087013245,3450,0.0001196113444166258,,502.77799582481384,685.0,0.00038962066173553467,-0.003920281305909157,0.00010407066292827949,-0.17894434928894043,1763260533.4786608,0.0
326784,,0.532527506351471,0.004504534415900707,3451,0.00015905014879535884,,502.90839433670044,685.0,0.0004786429926753044,-0.007680118083953857,0.00010399385791970417,-0.02932453155517578,1763260533.6090593,0.0
327890,500.0,,,3462,,500.0,504.08865094184875,,,,,,1763260534.789316,
329344,,0.4887787401676178,-0.001725093461573124,3476,0.0001449152478016913,,505.7057659626007,686.0,4.971306771039963e-05,0.0011109616607427597,0.00010245775774819776,0.02571016550064087,1763260536.406431,0.0
329600,,0.5735557675361633,0.00311269611120224,3479,0.003157000755891204,,505.98177695274353,686.0,7.731840014457703e-05,0.00012086331844329834,0.00010230414773104712,-0.09750962257385254,1763260536.682442,0.0
331520,,0.5413380861282349,-0.011418788693845272,3498,0.002951566595584154,,508.05797958374023,687.0,0.0003429623320698738,-0.0031348299235105515,0.00010115207260241732,-0.20460903644561768,1763260538.7586446,0.0
332032,,0.43635207414627075,-0.0005707899108529091,3503,0.003101872280240059,,508.55172896385193,688.0,1.2029893696308136e-05,0.0007057152688503265,0.00010084485256811604,-0.01730191707611084,1763260539.252394,0.0
333056,,0.47555938363075256,-0.006018215790390968,3513,0.002875566016882658,,509.5924961566925,688.0,0.000975288450717926,-0.008926894515752792,0.00010023041249951348,-0.06965744495391846,1763260540.2931612,0.0
334336,,0.5115757584571838,-0.0005577113479375839,3525,0.0001793651608750224,,510.913028717041,689.0,2.9034912586212158e-05,-0.0008084326982498169,9.946236241376027e-05,0.0018578171730041504,1763260541.6136937,0.0
335488,,0.5954985022544861,0.0017563309520483017,3537,184.0485382080078,,512.1180422306061,690.0,2.99159437417984e-05,-0.0002269931137561798,9.877112461254e-05,7.480382919311523e-05,1763260542.8187072,0.0
337280,,0.5780495405197144,-0.004614442586898804,3554,0.00017849331197794527,,513.989116191864,691.0,0.0006671901792287827,-0.004865620285272598,9.769585449248552e-05,-0.15014517307281494,1763260544.6897812,0.0
337390,500.0,,,3555,,500.0,514.0244188308716,,,,,,1763260544.7250838,
339456,,0.6047505736351013,0.003371783532202244,3576,308.62689208984375,,516.1420662403107,692.0,6.556790322065353e-05,0.00257757306098938,9.639016934670508e-05,7.426738739013672e-05,1763260546.8427312,0.0
339712,,0.5806834697723389,-0.004636769182980061,3578,0.00019255935330875218,,516.380072593689,692.0,0.0001508248969912529,-0.004465483129024506,9.623655932955444e-05,-0.1380622386932373,1763260547.0807376,0.0
339968,,0.5683141946792603,-0.0004432098940014839,3581,79.1140365600586,,516.6639773845673,693.0,4.538334906101227e-06,0.0002801567316055298,9.60829493124038e-05,-8.845329284667969e-05,1763260547.3646424,0.0
340736,,0.5150805711746216,-6.763730198144913e-05,3589,374.7503662109375,,517.4796278476715,693.0,7.770024240016937e-06,-0.00040942803025245667,9.562211926095188e-05,0.0005056858062744141,1763260548.1802928,0.0
343188,500.0,,,3613,,500.0,519.9089512825012,,,,,,1763260550.6096163,
344188,500.0,,,3622,,500.0,520.8262696266174,,,,,,1763260551.5269346,
345856,,0.5797709822654724,-0.0010843798518180847,3640,216.3334197998047,,522.6284720897675,696.0,0.0001392792910337448,-0.0005768397822976112,9.254992619389668e-05,1.7344951629638672e-05,1763260553.329137,0.0
347520,,0.5744110941886902,-0.00012906547635793686,3656,0.002963731996715069,,524.2864067554474,697.0,7.73230567574501e-05,-0.0005093812942504883,9.155146108241752e-05,-0.04279208183288574,1763260554.9870718,0.0
348800,,0.6221823692321777,0.0006969189271330833,3669,383.65753173828125,,525.5883898735046,698.0,9.31229442358017e-06,0.000435706228017807,9.078341099666432e-05,-1.7881393432617188e-05,1763260556.2890549,0.0
349824,,0.517776370048523,-0.0009821150451898575,3679,222.91403198242188,,526.6351044178009,698.0,2.6367604732513428e-05,-0.0017390809953212738,9.016897092806175e-05,0.0014044642448425293,1763260557.3357694,0.0
350294,500.0,,,3683,,500.0,527.0543701648712,,,,,,1763260557.7550352,
350336,,0.5814535617828369,0.0015677902847528458,3684,143.22923278808594,,527.1604180335999,699.0,3.1949952244758606e-05,-0.0019027739763259888,8.986175089376047e-05,0.0013614296913146973,1763260557.861083,0.0
353152,,0.5781764984130859,-0.0008271848782896996,3711,0.00020506126747932285,,530.098867893219,700.0,2.8177164494991302e-05,-0.0001926422119140625,8.817204070510343e-05,-0.09030568599700928,1763260560.799533,0.0
353294,500.0,,,3713,,500.0,530.235922574997,,,,,,1763260560.9365876,
353536,,0.5619013905525208,0.00029671378433704376,3715,0.0025245321448892355,,530.4869272708893,700.0,5.155801773071289e-06,0.0002688989043235779,8.794162567937747e-05,-0.0723876953125,1763260561.1875923,0.0
355200,,0.5496225357055664,-0.0012651020660996437,3731,0.00020321964984759688,,532.2459819316864,701.0,0.0001410534605383873,-0.003397040069103241,8.694316784385592e-05,-0.15173065662384033,1763260562.946647,0.0
355456,,0.5548319220542908,-0.0022546155378222466,3734,0.002384571358561516,,532.4698796272278,701.0,0.00022410321980714798,-0.009127408266067505,8.678955782670528e-05,-0.20296204090118408,1763260563.1705446,0.0
357504,,0.5061352849006653,0.00409893412142992,3755,0.00025862816255539656,,534.5598647594452,703.0,0.0004693111404776573,6.650853902101517e-05,8.556067768950015e-05,-0.1589895486831665,1763260565.2605298,0.0
359552,,0.5100511312484741,0.00017351657152175903,3775,0.00023494868946727365,,536.6515192985535,704.0,5.165114998817444e-05,0.0013528168201446533,8.433179755229503e-05,-0.05462217330932617,1763260567.3521843,0.0
359936,,0.6137173175811768,-0.0024921055883169174,3779,0.002565954579040408,,537.03173995018,704.0,9.404681622982025e-05,-0.0038314498960971832,8.410138252656907e-05,0.033086180686950684,1763260567.732405,0.0
362496,,0.5806939005851746,0.0027795638889074326,3804,0.0008410628652200103,,539.5899813175201,705.0,2.0850449800491333e-05,9.609386324882507e-05,8.256528235506266e-05,-0.04700303077697754,1763260570.2906463,0.0
362752,,0.5671751499176025,0.0010118931531906128,3807,349.85589599609375,,539.8491129875183,706.0,7.073581218719482e-05,7.621198892593384e-05,8.241167233791202e-05,0.00021636486053466797,1763260570.549778,0.0
366848,,0.5397635698318481,0.0003084242343902588,3847,0.0029623708687722683,,543.7987039089203,708.0,3.818422555923462e-06,-0.0001351572573184967,7.995391933945939e-05,0.0624350905418396,1763260574.499369,0.0
370048,,0.5683377981185913,8.905213326215744e-05,3879,0.0029164368752390146,,546.9382212162018,710.0,2.2814609110355377e-05,5.216151475906372e-05,7.803379412507638e-05,-0.12103796005249023,1763260577.6388862,0.0
370432,,0.4975913166999817,-0.008665039204061031,3883,0.0028999345377087593,,547.3692338466644,710.0,0.0006385864689946175,0.0005767457187175751,7.780337909935042e-05,0.04491609334945679,1763260578.0698988,0.0
370560,,0.5531536936759949,0.002945506013929844,3884,0.0003864938917104155,,547.4869730472565,710.0,0.00016415584832429886,-0.0028009042143821716,7.77265740907751e-05,-0.30518364906311035,1763260578.187638,0.0
370816,,0.5437270998954773,-0.002775309607386589,3887,210.50291442871094,,547.7084691524506,710.0,2.796947956085205e-05,0.0006630383431911469,7.757296407362446e-05,3.3974647521972656e-06,1763260578.4091341,0.0
371297,500.0,,,3891,,500.0,548.1104109287262,,,,,,1763260578.811076,
371968,,0.5627648830413818,-0.003404088318347931,3898,0.002845108276233077,,548.8378617763519,711.0,0.00010322593152523041,-0.0020882301032543182,7.688171899644658e-05,-0.2691965103149414,1763260579.5385268,0.0
373376,,0.5824873447418213,0.0017994120717048645,3912,48.78543472290039,,550.2233834266663,712.0,8.237920701503754e-05,0.00016437657177448273,7.603686390211806e-05,-1.6927719116210938e-05,1763260580.9240484,0.0
373760,,0.5527309775352478,0.004326583817601204,3915,0.0003402734000701457,,550.6210422515869,712.0,0.00022113695740699768,5.1043927669525146e-05,7.58064488763921e-05,0.01576077938079834,1763260581.3217072,0.0
375040,,0.5169788002967834,0.00017433799803256989,3928,0.002422149758785963,,551.9013750553131,713.0,9.39536839723587e-05,-0.0018669217824935913,7.503840606659651e-05,0.45379334688186646,1763260582.60204,0.0
376704,,0.5754365921020508,-0.0015206588432192802,3944,0.00023328594397753477,,553.5756094455719,714.0,0.0002268599346280098,-0.00928441435098648,7.403994095511734e-05,0.14972907304763794,1763260584.2762744,0.0
376797,500.0,,,3945,,500.0,553.6192181110382,,,,,,1763260584.319883,
376832,,0.5643835067749023,0.002081003040075302,3946,321.90435791015625,,553.7408974170685,714.0,0.00010163895785808563,-0.00012598931789398193,7.396313594654202e-05,-3.266334533691406e-05,1763260584.4415624,0.0
377728,,0.5309315323829651,0.0028122663497924805,3954,0.00022887569502927363,,554.6289169788361,714.0,7.275119423866272e-05,-0.000278715044260025,7.342550088651478e-05,-0.04162406921386719,1763260585.329582,0.0
378624,,0.546222448348999,0.0009901244193315506,3963,0.0003279206284787506,,555.5333428382874,715.0,8.545815944671631e-05,0.0025078793987631798,7.288786582648754e-05,-0.08925426006317139,1763260586.2340078,0.0
379264,,0.5549468398094177,-0.002489827573299408,3969,0.00033594289561733603,,556.1876242160797,715.0,6.965361535549164e-05,0.003036951646208763,7.250384078361094e-05,0.19323068857192993,1763260586.8882892,0.0
380416,,0.6172686815261841,0.0010139159858226776,3981,192.21893310546875,,557.3393130302429,716.0,3.6403536796569824e-05,0.0007741749286651611,7.181259570643306e-05,0.00012373924255371094,1763260588.039978,0.0
380672,,0.5817713141441345,-0.004412111826241016,3983,0.0004355963028501719,,557.5809259414673,716.0,0.00020936224609613419,-0.004403557628393173,7.165898568928242e-05,-0.22871196269989014,1763260588.281591,0.0
382080,,0.5550451278686523,0.008190099149942398,3997,0.0003461852320469916,,558.9555656909943,717.0,0.0004458930343389511,-0.00837249681353569,7.08141305949539e-05,0.13792788982391357,1763260589.6562307,0.0
384384,,0.5955062508583069,0.0016247360035777092,4020,0.00046173512237146497,,561.2827305793762,718.0,4.791188985109329e-05,-0.0016094371676445007,6.943164044059813e-05,-0.06302297115325928,1763260591.9833956,0.0
388224,,0.6114298105239868,-0.0005394946783781052,4059,163.51329040527344,,565.1652271747589,720.0,3.7029385566711426e-06,-0.00047176703810691833,6.712749745929614e-05,-5.7220458984375e-06,1763260595.8658922,0.0
391168,,0.5599773526191711,-0.00019784830510616302,4087,0.0002932909701485187,,568.1431691646576,721.0,0.00010036863386631012,0.0006215199828147888,6.536098226206377e-05,-0.31081223487854004,1763260598.8438342,0.0
391552,,0.5817609429359436,-0.0002927258610725403,4091,0.0003756023943424225,,568.5425491333008,721.0,4.049390554428101e-06,-0.0004141181707382202,6.513056723633781e-05,-0.053230881690979004,1763260599.2432141,0.0
392960,,0.6241647601127625,-0.0018409816548228264,4105,0.00038667418994009495,,569.9373118877411,722.0,4.808511584997177e-05,-6.607174873352051e-05,6.428571214200929e-05,-0.03050386905670166,1763260600.637977,0.0
393344,,0.6125984191894531,0.00021205469965934753,4109,0.002280282322317362,,570.3077263832092,722.0,0.00011133961379528046,-0.0019914470613002777,6.405529711628333e-05,-0.016892075538635254,1763260601.0083914,0.0
393984,,0.5881720781326294,-0.0017215432599186897,4115,0.0004752295499201864,,570.8853716850281,723.0,0.0003132922574877739,-0.00019602477550506592,6.367127207340673e-05,-0.03988981246948242,1763260601.5860367,0.0
394368,,0.5850980877876282,-0.0005527157336473465,4119,0.0027260477654635906,,571.2714896202087,723.0,4.534423351287842e-05,0.0019730553030967712,6.344085704768077e-05,-0.23473083972930908,1763260601.9721546,0.0
396928,,0.5782595276832581,9.210687130689621e-05,4144,0.0022877578157931566,,573.7166020870209,724.0,4.981644451618195e-06,-3.6580488085746765e-05,6.190476415213197e-05,-0.09277379512786865,1763260604.417267,0.0
397568,,0.5838473439216614,-0.0005016224458813667,4150,0.00037919654278084636,,574.3673107624054,725.0,0.00010888185352087021,0.0004981551319360733,6.152073910925537e-05,-0.06136918067932129,1763260605.0679758,0.0
399360,,0.5224272608757019,-0.00015869271010160446,4168,0.0023402876686304808,,576.0989236831665,726.0,3.348570317029953e-05,-0.0021751336753368378,6.044546898920089e-05,-0.03968632221221924,1763260606.7995887,0.0
401024,,0.566866397857666,0.0008772211149334908,4184,0.00047707618796266615,,577.7320945262909,726.0,3.057532012462616e-06,0.000193670392036438,5.944700387772173e-05,-0.02749025821685791,1763260608.4327595,0.0
402048,,0.5604528188705444,-0.0001331297680735588,4194,0.00043823602027259767,,578.7775104045868,727.0,8.763745427131653e-07,0.00036328472197055817,5.8832563809119165e-05,-0.06951725482940674,1763260609.4781754,0.0
402560,,0.5685914754867554,0.0022761449217796326,4199,0.00038552723708562553,,579.2549107074738,727.0,2.748146653175354e-05,-0.0006569363176822662,5.852534741279669e-05,-0.0652843713760376,1763260609.9555757,0.0
405120,,0.5920432209968567,-0.0014385944232344627,4224,0.000358488701749593,,581.8160510063171,729.0,3.5931356251239777e-05,-0.001042775809764862,5.6989247241290286e-05,0.007797300815582275,1763260612.516716,0.0
405632,,0.5429011583328247,-0.0005159322172403336,4229,0.00038925037370063365,,582.3290803432465,729.0,4.805624485015869e-06,-0.0003559216856956482,5.6682027206989005e-05,0.19656753540039062,1763260613.0297453,0.0
407040,,0.5956836938858032,0.0004036594182252884,4243,0.00044792285189032555,,583.6759557723999,730.0,5.5713579058647156e-05,-0.0006206072866916656,5.583717211266048e-05,-0.04638683795928955,1763260614.3766208,0.0
407296,,0.5963313579559326,-0.0010364120826125145,4246,262.7881164550781,,583.9499444961548,730.0,5.14741986989975e-06,0.00023350492119789124,5.568356209550984e-05,4.589557647705078e-06,1763260614.6506095,0.0
407936,,0.5849094986915588,-0.0008364701643586159,4252,0.0017669544322416186,,584.5921664237976,730.0,1.3493932783603668e-05,-0.0006063207983970642,5.529954069061205e-05,0.32061171531677246,1763260615.2928314,0.0
408187,500.0,,,4254,,500.0,584.7712662220001,,,,,,1763260615.4719312,
408192,,0.5492936968803406,-0.0024424539878964424,4255,162.0410614013672,,584.8695156574249,730.0,2.367701381444931e-05,0.000298522412776947,5.514593067346141e-05,-7.259845733642578e-05,1763260615.5701807,0.0
410112,,0.555203914642334,-0.0013108905404806137,4273,0.00046393933007493615,,586.7633299827576,731.0,5.194544792175293e-05,0.00048244744539260864,5.3993855544831604e-05,-0.9528218507766724,1763260617.463995,0.0
410368,,0.5854514837265015,3.6592595279216766e-05,4276,0.001956653082743287,,587.0395362377167,731.0,2.6812776923179626e-06,-0.0005398839712142944,5.384024552768096e-05,0.0013840198516845703,1763260617.7402012,0.0
410496,,0.5333564877510071,-0.0028341906145215034,4277,0.0004864063812419772,,587.1595616340637,731.0,0.00019077491015195847,-0.006635870784521103,5.376344051910564e-05,0.069283127784729,1763260617.8602266,0.0
410624,,0.5639634132385254,-0.0025967592373490334,4278,0.000467552337795496,,587.2809100151062,731.0,0.00010536331683397293,0.002671957015991211,5.368663551053032e-05,-0.5767350196838379,1763260617.981575,0.0
411648,,0.6234135627746582,-0.0002244235947728157,4288,0.000479300128063187,,588.2931618690491,732.0,7.341708987951279e-05,-0.0013716928660869598,5.307219544192776e-05,-0.4642680883407593,1763260618.9938269,0.0
411776,,0.5427646636962891,-0.0010947957634925842,4290,43.235958099365234,,588.4485936164856,732.0,3.026425838470459e-05,-0.00032430142164230347,5.299539043335244e-05,0.00017583370208740234,1763260619.1492586,0.0
412032,,0.5660127997398376,0.0002013491466641426,4292,0.0005818709032610059,,588.7018177509308,732.0,7.680617272853851e-06,-0.00024115294218063354,5.28417804162018e-05,-0.07995867729187012,1763260619.4024827,0.0
414208,,0.6051608324050903,0.0009171478450298309,4314,0.0019604938570410013,,590.9025888442993,733.0,1.34296715259552e-05,-0.0016251206398010254,5.153609890840016e-05,0.2533300518989563,1763260621.6032538,0.0
414592,,0.6174793243408203,0.00013007968664169312,4318,469.0374450683594,,591.2947239875793,733.0,2.3502856492996216e-05,0.0001724138855934143,5.13056838826742e-05,-5.4717063903808594e-05,1763260621.995389,0.0
417408,,0.5861173272132874,0.0007747486233711243,4346,0.0005508092581294477,,594.1667289733887,734.0,2.8112903237342834e-05,-0.0005591437220573425,4.961597369401716e-05,-0.16607296466827393,1763260624.867394,0.0
419328,,0.579342782497406,-0.0013029919937252998,4366,0.0024257181212306023,,596.1846997737885,735.0,1.672562211751938e-05,-0.0005733408033847809,4.846390220336616e-05,0.4006834626197815,1763260626.8853648,0.0
419968,,0.5692099928855896,-0.003032310865819454,4372,0.0006645482499152422,,596.8028490543365,735.0,6.075669080018997e-05,-0.002769278362393379,4.807987716048956e-05,-0.1615896224975586,1763260627.503514,0.0
420480,,0.5566354393959045,0.0011612549424171448,4377,0.000711635802872479,,597.3478112220764,736.0,2.8120353817939758e-05,-0.00019217655062675476,4.777265712618828e-05,0.34179753065109253,1763260628.0484762,0.0
420608,,0.5981777310371399,-0.00035261455923318863,4378,0.0006307417061179876,,597.4716787338257,736.0,1.3713724911212921e-05,8.828938007354736e-05,4.769585211761296e-05,-0.3727736473083496,1763260628.1723437,0.0
421504,,0.5487079620361328,-0.0004785684868693352,4387,0.0006957427249290049,,598.4056625366211,736.0,2.811197191476822e-05,0.0003879182040691376,4.7158217057585716e-05,-0.0034035444259643555,1763260629.1063275,0.0
422272,,0.5908632278442383,0.00027513038367033005,4396,118.76811218261719,,599.2420859336853,736.0,8.196569979190826e-06,0.00023945048451423645,4.6697387006133795e-05,-2.3365020751953125e-05,1763260629.942751,0.0
424064,,0.5315757989883423,-0.0003550006076693535,4413,0.0005982868024148047,,600.9670662879944,737.0,8.762814104557037e-06,0.00047197937965393066,4.562212052405812e-05,0.3395639657974243,1763260631.6677313,0.0
424251,500.0,,,4415,,500.0,601.0992629528046,,,,,,1763260631.799928,
428416,,0.5678008198738098,-0.0015665451064705849,4456,0.002032297430559993,,605.2002482414246,739.0,6.736721843481064e-05,-0.0012654364109039307,4.301075387047604e-05,0.01742374897003174,1763260635.9009132,0.0
429824,,0.543848991394043,0.0008779913187026978,4470,151.52938842773438,,606.5727825164795,740.0,2.090074121952057e-05,-0.00237332284450531,4.2165898776147515e-05,-2.3603439331054688e-05,1763260637.2734475,0.0
430720,,0.5838284492492676,0.0005063153803348541,4478,0.0007233655778691173,,607.4412910938263,740.0,2.927146852016449e-05,0.0012145149521529675,4.162826371612027e-05,-1.1257870197296143,1763260638.141956,0.0
430848,,0.5625260472297668,0.0003056209534406662,4480,281.3100891113281,,607.5820591449738,740.0,8.791685104370117e-07,0.000211227685213089,4.155145870754495e-05,-0.0001310110092163086,1763260638.2827241,0.0
432128,,0.4997565746307373,0.0017730798572301865,4492,0.0007423704373650253,,608.8682527542114,741.0,9.414367377758026e-05,0.0015205703675746918,4.078340862179175e-05,-0.1439300775527954,1763260639.5689178,0.0
432512,,0.5647626519203186,0.0002285325899720192,4496,0.0007420653128065169,,609.2395100593567,741.0,1.3830140233039856e-06,3.680214285850525e-05,4.055299359606579e-05,0.0279121994972229,1763260639.940175,0.0
432751,500.0,,,4498,,500.0,609.4069774150848,,,,,,1763260640.1076424,
434944,,0.5673551559448242,-9.401515126228333e-05,4520,0.0018870041240006685,,611.6373455524445,742.0,5.21540641784668e-07,-1.0043848305940628e-05,3.909370207111351e-05,-0.706977128982544,1763260642.3380105,0.0
435200,,0.5838404297828674,-0.001493961550295353,4522,0.0005293588037602603,,611.8861870765686,742.0,2.801697701215744e-05,-0.00036077573895454407,3.894009205396287e-05,-0.2995152473449707,1763260642.586852,0.0
435328,,0.5293228030204773,-0.0014104079455137253,4524,120.40277862548828,,612.0246758460999,742.0,1.5381723642349243e-05,0.00042147934436798096,3.886328704538755e-05,0.00017893314361572266,1763260642.7253408,0.0
435456,,0.5558845400810242,0.0010788161307573318,4525,0.0019648512825369835,,612.1824250221252,743.0,3.831647336483002e-05,-0.0026126448065042496,3.878648203681223e-05,-0.4286043643951416,1763260642.88309,0.0
435712,,0.5794581174850464,0.0020882301032543182,4527,0.0006643821252509952,,612.410311460495,743.0,6.220117211341858e-05,-0.004952222108840942,3.863287201966159e-05,-0.3084423542022705,1763260643.1109765,0.0
436096,,0.58029705286026,0.0006312727928161621,4531,0.0007418839377351105,,612.7933740615845,743.0,9.825453162193298e-06,-4.415959119796753e-05,3.840245699393563e-05,-0.21366465091705322,1763260643.494039,0.0
436251,500.0,,,4533,,500.0,612.9320349693298,,,,,,1763260643.6327,
436352,,0.551704466342926,7.30445608496666e-05,4534,365.41375732421875,,613.0606615543365,743.0,3.6498531699180603e-06,-0.0001346692442893982,3.824884697678499e-05,-1.0609626770019531e-05,1763260643.7613266,0.0
438528,,0.5511277914047241,0.003913210704922676,4555,0.0006256503984332085,,615.25150847435,744.0,5.881674587726593e-05,-0.002953171730041504,3.694316546898335e-05,-0.020190000534057617,1763260645.9521735,0.0
438751,500.0,,,4557,,500.0,615.4289450645447,,,,,,1763260646.12961,
439251,500.0,,,4562,,500.0,615.9108874797821,,,,,,1763260646.6115525,
440704,,0.5189659595489502,0.0003321440890431404,4576,0.0009647595579735935,,617.3696146011353,745.0,3.1208619475364685e-06,-0.00027987919747829437,3.563748032320291e-05,-1.861689805984497,1763260648.0702796,0.0
444416,,0.4527468681335449,0.002705097198486328,4613,0.0017188108759000897,,621.0405368804932,747.0,7.685646414756775e-05,0.00021430104970932007,3.341013871249743e-05,0.17358112335205078,1763260651.7412019,0.0
445751,500.0,,,4626,,500.0,622.3080124855042,,,,,,1763260653.0086775,
446720,,0.5314285755157471,-0.0011270679533481598,4635,0.0006730773020535707,,623.2577564716339,748.0,3.523007035255432e-05,-0.0003820639103651047,3.2027648558141664e-05,-0.32209038734436035,1763260653.9584215,0.0
447251,500.0,,,4641,,500.0,623.7983920574188,,,,,,1763260654.499057,
447616,,0.5494528412818909,0.001013769768178463,4644,0.0009881578152999282,,624.1379492282867,748.0,8.341856300830841e-06,0.0009330287575721741,3.149001713609323e-05,-0.48909544944763184,1763260654.8386142,0.0
449280,,0.5204406380653381,0.0006465399637818336,4661,101.80374145507812,,625.8032085895538,749.0,3.092922270298004e-06,0.0005147866904735565,3.0491552024614066e-05,0.00013297796249389648,1763260656.5038736,0.0
450751,500.0,,,4675,,500.0,627.1982178688049,,,,,,1763260657.8988829,
452352,,0.5136559009552002,-0.0002201329916715622,4691,297.4168701171875,,628.844838142395,750.0,1.376122236251831e-05,0.0015566013753414154,2.8648233637795784e-05,-8.034706115722656e-05,1763260659.5455031,0.0
454251,500.0,,,4709,,500.0,630.6313662528992,,,,,,1763260661.3320312,
454656,,0.5161985754966736,-0.0004681656137108803,4713,0.000613340875133872,,631.0676453113556,751.0,4.364084452390671e-05,-0.0011925604194402695,2.7265745302429423e-05,-0.15012574195861816,1763260661.7683103,0.0
457216,,0.5300959348678589,0.0025713853538036346,4738,0.000697134411893785,,633.4952504634857,752.0,3.0446797609329224e-05,-0.0020467359572649,2.572964694991242e-05,0.10638409852981567,1763260664.1959155,0.0
457251,500.0,,,4739,,500.0,633.5093171596527,,,,,,1763260664.2099822,
457472,,0.6018861532211304,0.0017965100705623627,4741,0.0017158265691250563,,633.7396960258484,752.0,4.2654573917388916e-05,-0.0007090792059898376,2.557603693276178e-05,0.18111658096313477,1763260664.440361,0.0
457728,,0.5561145544052124,0.0002902727574110031,4743,0.0007497456390410662,,633.9730603694916,753.0,2.9709190130233765e-06,-0.00031184032559394836,2.542242691561114e-05,-0.0005322694778442383,1763260664.6737254,0.0
458752,,0.5796253085136414,0.00013887323439121246,4754,152.27297973632812,,635.0054659843445,753.0,4.51505184173584e-06,-5.65163791179657e-05,2.480798684700858e-05,-1.3589859008789062e-05,1763260665.706131,0.0
460672,,0.5713717341423035,-0.0003428366035223007,4772,0.0007991754682734609,,636.7721314430237,754.0,6.996095180511475e-06,0.00011755526065826416,2.365591353736818e-05,0.06626832485198975,1763260667.4727964,0.0
462080,,0.5773080587387085,-9.347591549158096e-05,4786,0.0008349253912456334,,638.1405990123749,755.0,3.187917172908783e-06,0.0001477859914302826,2.281106026202906e-05,0.049701988697052,1763260668.841264,0.0
462208,,0.5809601545333862,-7.130298763513565e-05,4787,0.0008232497493736446,,638.2614088058472,755.0,3.0389055609703064e-06,0.0002897195518016815,2.273425525345374e-05,-0.02768683433532715,1763260668.9620738,0.0
462251,500.0,,,4788,,500.0,638.2888557910919,,,,,,1763260668.9895208,
463104,,0.5781104564666748,-0.00021771341562271118,4796,0.0009099541348405182,,639.1460537910461,755.0,1.0371208190917969e-05,-0.0007083844393491745,2.2196620193426497e-05,-0.13354432582855225,1763260669.8467188,0.0
463360,,0.5554503202438354,0.0013516461476683617,4799,181.89779663085938,,639.3855686187744,755.0,8.0084428191185e-06,-0.0005150772631168365,2.2043010176275857e-05,3.516674041748047e-06,1763260670.0862336,0.0
464128,,0.5748828649520874,0.00021270103752613068,4806,0.0008610097575001419,,640.1265256404877,755.0,8.25151801109314e-07,6.336718797683716e-06,2.158218194381334e-05,-0.043274641036987305,1763260670.8271906,0.0
464384,,0.5815451145172119,0.0007439004257321358,4809,0.0015338633675128222,,640.3590099811554,756.0,3.4710392355918884e-06,-0.0007711127400398254,2.14285719266627e-05,-0.1382685899734497,1763260671.059675,0.0
464768,,0.5763489007949829,-0.00017566978931427002,4813,177.25575256347656,,640.7184011936188,756.0,3.999099135398865e-06,-0.0010006250813603401,2.1198156900936738e-05,-2.09808349609375e-05,1763260671.4190662,0.0
468736,,0.5447337627410889,-0.00034880824387073517,4851,0.0008194823167286813,,644.409556388855,758.0,2.652406692504883e-06,-0.0002231895923614502,1.8817203454091214e-05,0.040225207805633545,1763260675.1102214,0.0
468751,500.0,,,4852,,500.0,644.4157130718231,,,,,,1763260675.116378,
469504,,0.5662080645561218,-0.0002385806292295456,4859,0.0010498007759451866,,645.0920939445496,758.0,6.319954991340637e-06,-0.00023932009935379028,1.8356375221628696e-05,-0.016631364822387695,1763260675.792759,0.0
470400,,0.5208219885826111,0.00030856020748615265,4868,0.001459125429391861,,645.9165098667145,758.0,1.6596168279647827e-06,-5.510449409484863e-05,1.7818740161601454e-05,0.08656162023544312,1763260676.6171749,0.0
471040,,0.542218804359436,-0.00021718163043260574,4874,0.0009061107994057238,,646.4971673488617,759.0,2.584420144557953e-06,-0.0003527086228132248,1.7434715118724853e-05,0.08298611640930176,1763260677.1978323,0.0
