global_step,charts/episodic_length,losses/policy_loss,losses/entropy,charts/learning_rate,losses/clipfrac,losses/value_loss,charts/episodic_return,_runtime,_step,charts/SPS,losses/old_approx_kl,losses/explained_variance,_timestamp,losses/approx_kl
157568,,0.0069852471351623535,0.5986223220825195,0.0002055299555649981,0.0,318.5784606933594,,287.3192653656006,1732,603.0,0.010308300144970417,0.0008900761604309082,1763260317.7518394,0.0005177194252610207
158954,500.0,,,,,,500.0,288.78019881248474,1745,,,,1763260319.2127728,
159744,,-0.014229790307581425,0.5401302576065063,0.00020422427041921765,0.017578125,0.00029183851438574493,,289.7873010635376,1753,606.0,-0.009399657137691975,-0.6724392175674438,1763260320.219875,0.005951271392405033
159872,,0.0007091481238603592,0.5945006608963013,0.00020414746541064233,0.001953125,2.6389976483187638e-05,,289.92217230796814,1754,606.0,-0.009892895817756653,-0.1468493938446045,1763260320.3547463,0.0023572035133838654
160954,500.0,,,,,,500.0,291.1992754936218,1765,,,,1763260321.6318495,
161280,,-0.015523843467235565,0.5119762420654297,0.0002033026103163138,0.001953125,0.00042440713150426745,,291.63492345809937,1768,608.0,-0.006809885613620281,-0.2519233226776123,1763260322.0674975,0.002115628682076931
162176,,-0.01896926760673523,0.5466101765632629,0.00020276497525628656,0.0,0.004087511450052261,,292.66882944107056,1777,609.0,0.00038996338844299316,-0.09192419052124023,1763260323.1014035,0.0008431542664766312
166400,,-0.005359962582588196,0.5793290734291077,0.000200230409973301,0.00390625,0.0002424800186417997,,297.7691044807434,1818,613.0,-0.012280130758881569,-1.4915144443511963,1763260328.2016785,0.0024255234748125076
166912,,0.004293346777558327,0.4926814138889313,0.0001999231899389997,0.03515625,0.0007465919479727745,,298.6625838279724,1823,613.0,0.026777546852827072,-0.5750918388366699,1763260329.0951579,0.011124650947749615
169728,,0.003639630973339081,0.5269191265106201,0.00019823347975034267,0.0,0.00036910775816068053,,303.45232486724854,1851,612.0,-0.0017610415816307068,-0.024161815643310547,1763260333.884899,0.00014224275946617126
170240,,-0.00032301992177963257,0.5402412414550781,0.00019792627426795661,0.0,0.00018712322344072163,,304.3189890384674,1856,612.0,0.013956405222415924,-0.06383275985717773,1763260334.751563,0.0003267750144004822
171454,500.0,,,,,,500.0,306.26672077178955,1868,,,,1763260336.6992948,
171954,500.0,,,,,,500.0,307.0180468559265,1873,,,,1763260337.450621,
172416,,-0.00154133141040802,0.5855466723442078,0.00019662058912217617,0.0,4.3284730054438114e-05,,307.5902523994446,1877,613.0,-0.0003643585368990898,-0.10602664947509766,1763260338.0228264,0.00013686064630746841
173312,,-0.006195093505084515,0.5654023885726929,0.00019608295406214893,0.0,0.00020538477110676467,,308.7582952976227,1886,613.0,0.0021018320694565773,0.0036193132400512695,1763260339.1908693,0.0005130572244524956
174208,,0.005331326276063919,0.5495287775993347,0.0001955453190021217,0.0,0.0003184191882610321,,310.22508454322815,1895,613.0,0.004843280650675297,0.033657729625701904,1763260340.6576586,0.0006065210327506065
174976,,-0.0016085170209407806,0.5516791939735413,0.00019508448895066977,0.0,135.76815795898438,,311.41785073280334,1903,613.0,0.0003393227234482765,4.5299530029296875e-06,1763260341.8504248,0.0007947394624352455
175360,,-0.0031919777393341064,0.4615364074707031,0.0001948540739249438,0.0078125,0.0001478420599596575,,311.9924464225769,1906,614.0,0.008696132339537144,0.17996984720230103,1763260342.4250205,0.0023619895800948143
176512,,-0.015559080988168716,0.5433155298233032,0.00019416282884776592,0.0,153.5476531982422,,313.47729301452637,1918,614.0,0.004315613768994808,8.696317672729492e-05,1763260343.909867,0.00032468046993017197
176768,,0.0012938566505908966,0.5661487579345703,0.00019400921883061528,0.0,0.00017968214524444193,,313.75873851776123,1920,615.0,-0.0006849095225334167,-0.11619412899017334,1763260344.1913126,8.406862616539001e-05
179328,,-0.008135490119457245,0.5455901026725769,0.00019247311865910888,0.0,0.00024670144193805754,,316.7272460460663,1945,617.0,0.000526689924299717,0.06010967493057251,1763260347.15982,0.0006341440603137016
180736,,0.006128570064902306,0.5364620089530945,0.00019162826356478035,0.0,0.00013683471479453146,,318.30461072921753,1959,619.0,0.008029400371015072,-0.26234376430511475,1763260348.7371848,0.0008961847051978111
182144,,-4.634261131286621e-06,0.5938581824302673,0.00019078340847045183,0.0,0.0037654852494597435,,320.15212774276733,1973,620.0,0.0030014077201485634,-0.27458930015563965,1763260350.5847018,3.651995211839676e-05
183424,,-0.001574445515871048,0.497373104095459,0.00019001535838469863,0.0,0.00013810825475957245,,322.07273745536804,1985,620.0,-0.002676732838153839,0.4775557518005371,1763260352.5053115,0.000521903857588768
183954,500.0,,,,,,500.0,322.90383553504944,1991,,,,1763260353.3364096,
185088,,-0.010621249675750732,0.5511032342910767,0.00018901689327321947,0.0,0.004430726170539856,,324.7168974876404,2002,620.0,0.0006498508155345917,-0.13838636875152588,1763260355.1494715,0.0005943272262811661
185600,,-0.000500209629535675,0.5399555563926697,0.00018870967323891819,0.0,0.004008808638900518,,325.54456329345703,2007,620.0,0.003297131508588791,-0.11555027961730957,1763260355.9771373,5.2247196435928345e-05
186496,,0.00034999940544366837,0.5038060545921326,0.00018817203817889094,0.0,306.5895690917969,,326.98270201683044,2016,620.0,0.0038734357804059982,-0.00032448768615722656,1763260357.415276,0.0003746524453163147
186880,,-0.00273972749710083,0.5669357180595398,0.00018794162315316498,0.0,4.646017623599619e-05,,327.49313139915466,2019,620.0,0.0039059920236468315,0.04250544309616089,1763260357.9257054,0.0002123890444636345
187333,379.0,,,,,,379.0,327.9693851470947,2024,,,,1763260358.4019592,
187648,,-0.0029593054205179214,0.458181768655777,0.00018748079310171306,0.0,0.00032184767769649625,,328.38696360588074,2027,621.0,9.811297059059143e-05,-0.19408297538757324,1763260358.8195376,0.00040135905146598816
187833,500.0,,,,,,500.0,328.5638313293457,2029,,,,1763260358.9964054,
188288,,0.007808297872543335,0.5299080610275269,0.00018709676805883646,0.0,0.005588543601334095,,329.1520502567291,2034,621.0,0.004480717703700066,-0.2418196201324463,1763260359.5846243,0.001777060329914093
189282,209.0,,,,,,209.0,330.31018924713135,2045,,,,1763260360.7427633,
189824,,-0.005293536931276321,0.5061816573143005,0.00018617510795593262,0.0,0.2706538736820221,,331.0453152656555,2051,623.0,0.0053488705307245255,0.43038278818130493,1763260361.4778893,0.0004236046224832535
189877,234.0,,,,,,234.0,331.07802391052246,2052,,,,1763260361.510598,
191232,,-0.03296558931469917,0.5244277119636536,0.00018533026741351932,0.0625,256.56201171875,,333.51434659957886,2070,622.0,0.008965924382209778,0.1491185426712036,1763260363.9469206,0.010479338467121124
191833,318.0,,,,,,318.0,334.40694427490234,2076,,,,1763260364.8395183,
193363,302.0,,,,,,302.0,336.9582703113556,2093,,,,1763260367.3908443,
193408,,0.008127745240926743,0.5198056697845459,0.00018402458226773888,0.0,16.854642868041992,,337.09026527404785,2094,622.0,-0.0061020515859127045,0.8757792711257935,1763260367.5228393,0.00047599896788597107
195756,500.0,,,,,,500.0,339.885910987854,2117,,,,1763260370.318485,
198256,500.0,,,,,,500.0,342.8007085323334,2141,,,,1763260373.2332826,
198756,500.0,,,,,,500.0,343.4090156555176,2146,,,,1763260373.8415897,
198784,,-0.016922559589147568,0.6119917631149292,0.00018079877190757543,0.0,315.62322998046875,,343.55133724212646,2147,626.0,0.0007707644253969193,-0.0005223751068115234,1763260373.9839113,0.0019407738000154495
198912,,-0.0018209964036941528,0.5043222904205322,0.0001807219668990001,0.0,0.005759943276643753,,343.68727469444275,2148,626.0,0.0010595843195915222,0.8484654426574707,1763260374.1198487,0.0016935057938098907
199680,,-0.005988426506519318,0.5463894009590149,0.0001802611368475482,0.0,0.00038394785951822996,,344.5707366466522,2155,627.0,-0.0034400373697280884,-0.47798800468444824,1763260375.0033107,0.00015252456068992615
201344,,-0.0019576847553253174,0.48672664165496826,0.00017926267173606902,0.0,352.7042236328125,,346.98413586616516,2172,628.0,-0.0009393636137247086,0.0015613436698913574,1763260377.41671,8.502788841724396e-05
202752,,-0.039162732660770416,0.547150194644928,0.0001784178166417405,0.015625,0.00026300185709260404,,348.9952516555786,2185,628.0,0.004834605380892754,0.04244965314865112,1763260379.4278257,0.0022921767085790634
203392,,-0.009778665378689766,0.5494544506072998,0.0001780337915988639,0.0,0.005563165061175823,,349.87739300727844,2192,628.0,-0.00045896321535110474,-0.2126375436782837,1763260380.309967,0.0005844645202159882
204032,,0.014405414462089539,0.5651749968528748,0.0001776497665559873,0.0,0.0001976043713511899,,350.6062185764313,2198,629.0,-0.009985777549445629,-0.20952606201171875,1763260381.0387926,0.0017117494717240334
204160,,-0.0640106052160263,0.5598218441009521,0.00017757296154741198,0.04296875,0.00011594450188567862,,350.7599687576294,2199,629.0,0.01252348255366087,0.7663666009902954,1763260381.1925428,0.009219751693308353
205312,,-0.0006429366767406464,0.5123235583305359,0.0001768817164702341,0.0,428.5316467285156,,352.4594576358795,2211,629.0,-0.0004902482032775879,0.0003694891929626465,1763260382.8920317,0.0006763450801372528
205696,,-0.0010112263262271881,0.5042188763618469,0.00017665130144450814,0.001953125,0.00019370272639207542,,353.10445523262024,2214,629.0,0.024411337450146675,-3.038397789001465,1763260383.5370293,0.0023500341922044754
206256,500.0,,,,,,500.0,354.04866433143616,2220,,,,1763260384.4812384,
206592,,0.008804954588413239,0.5700851678848267,0.0001761136663844809,0.0,0.00010265652963425964,,354.629909992218,2223,629.0,-0.0015803556889295578,0.048272788524627686,1763260385.062484,0.0012538507580757141
206756,500.0,,,,,,500.0,354.8820323944092,2225,,,,1763260385.3146064,
206848,,0.0013325586915016174,0.5515486598014832,0.00017596005636733025,0.0,199.85379028320312,,355.0796973705292,2226,629.0,0.0013563288375735283,0.0010895133018493652,1763260385.5122714,0.000561063177883625
206976,,0.0006456375122070312,0.47879558801651,0.00017588325135875493,0.0,0.004005828406661749,,355.2773780822754,2227,629.0,0.006697883829474449,0.013232111930847168,1763260385.709952,0.000605609267950058
207360,,0.00453357957303524,0.47061529755592346,0.00017565283633302897,0.0,212.3364715576172,,355.89240312576294,2231,629.0,-0.0018609510734677315,0.001254737377166748,1763260386.3249772,6.467942148447037e-05
207756,500.0,,,,,,500.0,356.5275945663452,2235,,,,1763260386.9601686,
208512,,-8.331239223480225e-05,0.5092201232910156,0.0001749615912558511,0.0,4.5131444494472817e-05,,357.6713547706604,2241,629.0,0.000729195773601532,0.0004838705062866211,1763260388.1039288,6.746500730514526e-06
209256,500.0,,,,,,500.0,358.7565863132477,2248,,,,1763260389.1891603,
209408,,-0.016239061951637268,0.5296555757522583,0.00017442395619582385,0.0,0.005673079285770655,,359.0644602775574,2250,629.0,-0.006141263991594315,0.7112205028533936,1763260389.4970343,0.0026900041848421097
209756,500.0,,,,,,500.0,359.3749806880951,2253,,,,1763260389.8075547,
211712,,0.005212724208831787,0.514007568359375,0.0001730414805933833,0.0078125,0.0002719072799663991,,361.6401038169861,2272,631.0,0.008480998687446117,-0.1088404655456543,1763260392.0726779,0.005402808077633381
212480,,-0.0008975677192211151,0.5499305725097656,0.0001725806505419314,0.0,0.005036621354520321,,362.5776414871216,2280,632.0,0.00042676739394664764,0.6720919609069824,1763260393.0102155,5.2714720368385315e-05
214016,,-0.0007880814373493195,0.5152191519737244,0.00017165899043902755,0.0,0.00012523149780463427,,364.9660954475403,2295,632.0,0.004932534880936146,0.7802493572235107,1763260395.3986695,0.0003039790317416191
214272,,-0.0027765221893787384,0.5205033421516418,0.0001715053804218769,0.0,179.43321228027344,,365.36782932281494,2298,632.0,0.0012908149510622025,-0.0007119178771972656,1763260395.8004034,0.00017338432371616364
215552,,-0.011915376409888268,0.4379070997238159,0.0001707373303361237,0.017578125,0.0006730468012392521,,366.77374720573425,2310,633.0,0.005220843479037285,0.8262989521026611,1763260397.2063212,0.002571290358901024
215756,500.0,,,,,,500.0,366.9564130306244,2312,,,,1763260397.388987,
216320,,0.0004093870520591736,0.5063725709915161,0.00017027650028467178,0.0,111.17667388916016,,367.679664850235,2318,633.0,-0.004342745058238506,0.006349027156829834,1763260398.112239,0.00010247994214296341
216756,500.0,,,,,,500.0,368.14659214019775,2322,,,,1763260398.5791662,
216960,,-0.00085434690117836,0.5480331778526306,0.00016989247524179518,0.0,0.0035871209111064672,,368.42679166793823,2324,634.0,0.0003303857520222664,0.9623132944107056,1763260398.8593657,0.00042190495878458023
217472,,-0.0008827969431877136,0.5366644859313965,0.0001695852552074939,0.0,0.0042674969881772995,,368.9665729999542,2329,634.0,0.0006978753954172134,0.7206981182098389,1763260399.399147,2.0876526832580566e-05
218496,,-0.0056223757565021515,0.5406861305236816,0.00016897081513889134,0.0,0.0021861926652491093,,370.1059470176697,2339,635.0,0.002973850816488266,0.8800516724586487,1763260400.538521,0.00028528645634651184
218880,,0.004404384642839432,0.48693710565567017,0.00016874040011316538,0.0,258.7779846191406,,370.5363759994507,2343,636.0,-0.0026417169719934464,0.0065253376960754395,1763260400.96895,0.0007913485169410706
219392,,-0.0038273073732852936,0.49150148034095764,0.0001684331800788641,0.0,0.0041841608472168446,,371.12880301475525,2348,636.0,-0.006327139213681221,0.5701531171798706,1763260401.561377,0.00038337521255016327
220032,,-0.009004022926092148,0.4703233242034912,0.0001680491550359875,0.0,0.00019057643658015877,,371.90517926216125,2354,636.0,-0.011222762055695057,0.6318562030792236,1763260402.3377533,0.0007422016933560371
220928,,0.012619810178875923,0.5080084204673767,0.00016751151997596025,0.005859375,0.006273789796978235,,372.9103536605835,2363,637.0,-0.022734124213457108,0.9834367036819458,1763260403.3429277,0.004450025036931038
223616,,-0.005089715123176575,0.5111888647079468,0.00016589861479587853,0.0,0.000635037780739367,,376.1431393623352,2389,639.0,0.0009500281885266304,-1.3271255493164062,1763260406.5757134,0.00032571423798799515
224128,,-0.0060404762625694275,0.5161208510398865,0.00016559139476157725,0.005859375,0.0002235878782812506,,376.9945423603058,2394,639.0,-0.006198403425514698,0.7685483694076538,1763260407.4271164,0.0023338431492447853
225756,500.0,,,,,,500.0,379.6055612564087,2409,,,,1763260410.0381353,
227456,,0.0027985423803329468,0.5310286283493042,0.00016359446453861892,0.0,0.0003295229107607156,,382.55423641204834,2426,638.0,-3.693532198667526e-05,0.9468583464622498,1763260412.9868104,0.00022414978593587875
227840,,0.0033354908227920532,0.4467651844024658,0.00016336404951289296,0.0,508.8740234375,,383.1929020881653,2430,638.0,-0.0024482328444719315,0.0232388973236084,1763260413.6254761,0.0006230343133211136
229760,,0.007482022047042847,0.4651091396808624,0.00016221197438426316,0.0,226.50694274902344,,386.346786737442,2449,638.0,-0.017459511756896973,0.008382439613342285,1763260416.7793608,0.0017319507896900177
231424,,-0.018318496644496918,0.4117063581943512,0.00016121352382469922,0.0,0.0009289027075283229,,388.3555133342743,2465,639.0,0.01689644530415535,0.9055665731430054,1763260418.7880874,0.001955856569111347
234112,,0.0034919902682304382,0.41658449172973633,0.0001596006186446175,0.0,0.0013957956107333302,,391.45411705970764,2491,641.0,-0.007823395542800426,0.23085647821426392,1763260421.886691,0.0013544699177145958
234256,500.0,,,,,,500.0,391.6512498855591,2493,,,,1763260422.083824,
235648,,-0.011088188737630844,0.4680972397327423,0.00015867895854171365,0.001953125,0.0025111003778874874,,394.12511110305786,2506,640.0,0.00420717429369688,0.13310402631759644,1763260424.5576851,0.0015296870842576027
236416,,-0.010009117424488068,0.35876211524009705,0.00015821812849026173,0.0,0.0002167493075830862,,395.3928303718567,2514,640.0,0.006365973502397537,0.9951407313346863,1763260425.8254044,0.0007041934877634048
236544,,0.001399558037519455,0.41156113147735596,0.0001581413234816864,0.009765625,0.0011642564786598086,,395.5904223918915,2515,640.0,0.01504194363951683,0.9762866497039795,1763260426.0229964,0.003882668912410736
237056,,-0.002940073609352112,0.419501394033432,0.00015783410344738513,0.01171875,0.0019815077539533377,,396.4847433567047,2520,640.0,0.03809795528650284,0.9131003022193909,1763260426.9173174,0.006175828166306019
238336,,-0.026636436581611633,0.380100816488266,0.00015706605336163193,0.0,274.994140625,,398.68358421325684,2533,640.0,0.0046051619574427605,0.013485968112945557,1763260429.1161582,0.0014191782101988792
239104,,0.007489800453186035,0.38936227560043335,0.00015660522331018,0.0,0.0005023055127821863,,399.96544218063354,2540,640.0,-0.00800082366913557,-0.8846280574798584,1763260430.3980162,0.0008302973583340645
239756,500.0,,,,,,500.0,401.1285846233368,2547,,,,1763260431.5611587,
242256,500.0,,,,,,500.0,405.2656762599945,2570,,,,1763260435.6982503,
242304,,0.0038894787430763245,0.33889442682266235,0.000154685098095797,0.0,222.58152770996094,,405.4633626937866,2571,639.0,0.0034337807446718216,0.015486001968383789,1763260435.8959367,0.00020432472229003906
242816,,-0.0004736296832561493,0.3850689232349396,0.00015437787806149572,0.0,208.06341552734375,,406.33910846710205,2576,639.0,-0.0007088677957653999,0.01767033338546753,1763260436.7716825,0.0010222317650914192
242944,,0.007846802473068237,0.39746344089508057,0.0001543010730529204,0.0,0.0010824627242982388,,406.5647385120392,2577,639.0,0.0010000448673963547,0.9326899647712708,1763260436.9973125,0.0004886481910943985
246144,,-0.0011101588606834412,0.4309481382369995,0.0001523809478385374,0.001953125,0.000925995409488678,,411.2391231060028,2608,639.0,-0.0004640091210603714,-0.0732109546661377,1763260441.6716971,0.0016794465482234955
246272,,0.0030318833887577057,0.3668532073497772,0.00015230414282996207,0.0,62.42780685424805,,411.4180254936218,2610,639.0,-0.0028312131762504578,0.0005832910537719727,1763260441.8505995,0.00031428970396518707
248320,,-0.008599056862294674,0.36765021085739136,0.00015107526269275695,0.0,146.8000946044922,,413.75378489494324,2630,641.0,0.007865468971431255,0.014603078365325928,1763260444.186359,0.0007035611197352409
248960,,0.0043875835835933685,0.3582836091518402,0.00015069123764988035,0.0,0.005001777317374945,,414.4609363079071,2636,641.0,-0.002454277127981186,0.2370629906654358,1763260444.8935103,0.00015044957399368286
249984,,-0.017792414873838425,0.3181006908416748,0.00015007681213319302,0.0,0.006262052804231644,,415.63936591148376,2646,642.0,0.014735865406692028,0.9514011144638062,1763260446.07194,0.0012193294242024422
250112,,-0.002831108868122101,0.3870108425617218,0.0001500000071246177,0.0,0.0005637737340293825,,415.7720730304718,2647,642.0,0.0004154946655035019,0.018631398677825928,1763260446.204647,0.0005792677402496338
250240,,-0.018934838473796844,0.36708155274391174,0.00014992320211604238,0.001953125,0.001350889797322452,,415.9081072807312,2648,642.0,0.015035361051559448,0.5749696493148804,1763260446.3406813,0.0029258932918310165
252256,500.0,,,,,,500.0,418.0801863670349,2668,,,,1763260448.5127604,
252756,500.0,,,,,,500.0,418.6993668079376,2673,,,,1763260449.1319408,
253756,500.0,,,,,,500.0,419.8080973625183,2683,,,,1763260450.2406714,
254208,,-0.00342395156621933,0.33118313550949097,0.00014754224685020745,0.0,0.0009372560889460146,,420.3707871437073,2687,645.0,0.0010599419474601746,0.5881190299987793,1763260450.8033612,0.00011500716209411621
254336,,-0.0006282329559326172,0.3440384566783905,0.00014746544184163213,0.0,173.79965209960938,,420.51550126075745,2689,645.0,-0.0028778519481420517,0.014981269836425781,1763260450.9480753,1.3981014490127563e-05
254720,,0.002075742930173874,0.36293283104896545,0.00014723502681590617,0.0,0.0020093079656362534,,420.9167399406433,2692,645.0,-0.0055165644735097885,0.6303222179412842,1763260451.349314,0.0009635128080844879
258816,,-0.010835960507392883,0.36247187852859497,0.00014477726654149592,0.0,269.2978210449219,,425.48509192466736,2732,648.0,-0.0035042157396674156,0.007162988185882568,1763260455.917666,0.00031329598277807236
260864,,0.0020271949470043182,0.3468742072582245,0.0001435483864042908,0.0,254.28292846679688,,427.88714241981506,2752,649.0,-0.005695303902029991,0.008199036121368408,1763260458.3197165,0.00019579380750656128
261376,,0.000513613224029541,0.35859349370002747,0.00014324116636998951,0.0,65.7826156616211,,428.45772886276245,2757,650.0,0.003457280807197094,0.008798778057098389,1763260458.890303,0.00016358587890863419
262912,,-0.013485129922628403,0.3410346508026123,0.00014231950626708567,0.009765625,0.004299348685890436,,430.21541714668274,2772,651.0,-0.010862383991479874,0.9582048654556274,1763260460.6479912,0.0039652809500694275
263936,,-0.012186325155198574,0.293719619512558,0.0001417050661984831,0.0,0.005868508014827967,,431.35322189331055,2782,651.0,0.002931910566985607,0.6086543798446655,1763260461.785796,0.0007331697270274162
264064,,0.0009058862924575806,0.25989601016044617,0.0001416282611899078,0.0,0.0005868017324246466,,431.49355912208557,2783,651.0,0.004451782442629337,0.043556153774261475,1763260461.9261332,0.000727740116417408
265088,,-0.00445806747302413,0.3804122805595398,0.00014101382112130523,0.0,0.0004484154633246362,,432.64005613327026,2793,652.0,0.005331645719707012,0.7497835159301758,1763260463.0726302,0.0006977887824177742
268256,500.0,,,,,,500.0,436.34428238868713,2824,,,,1763260466.7768564,
270208,,-0.0023396164178848267,0.3724335730075836,0.00013794163533020765,0.0,0.0018700739601626992,,438.6066722869873,2843,655.0,-0.007310214452445507,0.0764816403388977,1763260469.0392463,0.0011601494625210762
271616,,-4.49642539024353e-05,0.39281588792800903,0.00013709678023587912,0.0,0.000633522286079824,,440.11109685897827,2857,656.0,7.527973502874374e-05,-0.8876665830612183,1763260470.543671,6.435438990592957e-07
274256,500.0,,,,,,500.0,443.7243995666504,2882,,,,1763260474.1569736,
275072,,-0.012590594589710236,0.3181421160697937,0.00013502304500434548,0.001953125,0.0014510115142911673,,444.80429673194885,2890,657.0,0.005954175256192684,0.310330867767334,1763260475.2368708,0.003058585338294506
277248,,-0.0063881948590278625,0.3205755352973938,0.00013371735985856503,0.0078125,0.0001801032485673204,,447.96930170059204,2911,657.0,-0.0026476141065359116,-0.5842999219894409,1763260478.4018757,0.0028446130454540253
279680,,-0.020860150456428528,0.3286706507205963,0.00013225806469563395,0.0,0.0008280457113869488,,451.19554924964905,2935,658.0,0.006589662283658981,-0.0422588586807251,1763260481.6281233,0.0023034699261188507
281088,,0.0010125115513801575,0.3201135993003845,0.00013141320960130543,0.0,0.0006466802442446351,,452.7482395172119,2949,659.0,-0.002433689311146736,0.21264666318893433,1763260483.1808136,0.00011496059596538544
282240,,0.002408550586551428,0.34952831268310547,0.00013072196452412754,0.0,0.0003423265879973769,,453.9707577228546,2960,660.0,0.002737448550760746,0.17172318696975708,1763260484.4033318,0.0003152908757328987
283756,500.0,,,,,,500.0,455.5380365848541,2975,,,,1763260485.9706106,
285184,,0.0035719722509384155,0.3270932734012604,0.00012895544932689518,0.0,0.00024170373217202723,,457.1450619697571,2989,662.0,0.008579021319746971,0.5256450176239014,1763260487.577636,0.001278834417462349
285952,,0.0005623959004878998,0.2611428201198578,0.00012849461927544326,0.0,0.00434025377035141,,457.9409863948822,2997,662.0,9.108614176511765e-05,0.6000990867614746,1763260488.3735604,1.8314458429813385e-05
287360,,-0.0005752686411142349,0.24523130059242249,0.00012764976418111473,0.0,197.5050506591797,,459.4332001209259,3011,663.0,-0.0009336378425359726,0.011459112167358398,1763260489.8657742,7.180683314800262e-05
291584,,-0.0002511143684387207,0.3390415906906128,0.0001251152134500444,0.0,0.0002039164974121377,,464.134628534317,3051,666.0,-0.0005218731239438057,0.6937007308006287,1763260494.5672026,3.346707671880722e-05
291756,500.0,,,,,,500.0,464.2673442363739,3053,,,,1763260494.6999183,
293120,,-0.012274185195565224,0.3511917293071747,0.00012419355334714055,0.001953125,0.0005184723413549364,,465.85510420799255,3066,666.0,0.011141568422317505,-0.06949746608734131,1763260496.2876782,0.0025679869577288628
293504,,0.001327337697148323,0.2999659478664398,0.0001239631383214146,0.0,0.003343808464705944,,466.26877069473267,3070,667.0,0.0029247095808386803,0.6273525953292847,1763260496.7013447,0.00037586409598588943
294784,,0.011407025158405304,0.32475394010543823,0.0001231950882356614,0.0,225.20249938964844,,467.7545967102051,3083,667.0,0.004990575835108757,0.004872381687164307,1763260498.1871707,0.0005029384046792984
296320,,-0.011421702802181244,0.3683509826660156,0.00012227342813275754,0.0,280.0021667480469,,469.4401276111603,3098,668.0,0.005840909667313099,-0.0004127025604248047,1763260499.8727016,0.0007314207032322884
296832,,0.003393363207578659,0.32102665305137634,0.00012196620809845626,0.0,411.5990905761719,,470.02714371681213,3103,669.0,0.0009106285870075226,0.011591970920562744,1763260500.4597178,0.000783899798989296
299264,,0.0002598278224468231,0.2725470960140228,0.00012050691293552518,0.0,62.11591720581055,,472.68591022491455,3127,670.0,0.0007748324424028397,0.00045305490493774414,1763260503.1184843,3.867410123348236e-05
299520,,-0.0010587088763713837,0.3261716365814209,0.00012035330291837454,0.0,0.0002653045521583408,,472.99129486083984,3129,670.0,0.00153269711881876,0.8046035766601562,1763260503.423869,4.093162715435028e-06
300756,500.0,,,,,,500.0,474.2718253135681,3141,,,,1763260504.7043993,
300928,,-0.01912977732717991,0.32320910692214966,0.00011950844782404602,0.0,0.004214664455503225,,474.53422594070435,3143,671.0,0.019720029085874557,-1.8002655506134033,1763260504.9668,0.0018540844321250916
301256,500.0,,,,,,500.0,474.8305251598358,3146,,,,1763260505.2630992,
302756,500.0,,,,,,500.0,476.48933362960815,3161,,,,1763260506.9219077,
303744,,-0.0016340166330337524,0.3868946433067322,0.00011781873763538897,0.0,0.00044135935604572296,,477.6197466850281,3170,673.0,-0.00029795337468385696,-0.019446849822998047,1763260508.0523207,5.252193659543991e-05
305152,,0.0015865601599216461,0.32137155532836914,0.00011697388981701806,0.0,0.0003520180471241474,,479.15742778778076,3183,673.0,0.0010786857455968857,0.6832894086837769,1763260509.5900018,0.00012422353029251099
305664,,0.001141481101512909,0.4178778827190399,0.00011666666978271678,0.0,0.0005177980056032538,,479.73182916641235,3188,674.0,-0.00399591401219368,-0.952306866645813,1763260510.1644032,0.00039986707270145416
308608,,-0.004915505647659302,0.4309760332107544,0.00011490015458548442,0.00390625,0.0002378229983150959,,482.9281404018402,3217,675.0,-0.006266222335398197,0.7550291419029236,1763260513.3607144,0.0028791027143597603
309256,500.0,,,,,,500.0,483.62327814102173,3224,,,,1763260514.0558522,
311680,,-0.013081900775432587,0.4381520450115204,0.00011305683437967673,0.0,0.00034408445935696363,,486.22377943992615,3247,677.0,-0.000658942386507988,0.11310923099517822,1763260516.6563535,0.001295061782002449
311936,,-0.0034162402153015137,0.3849118947982788,0.00011290322436252609,0.0,0.005069854203611612,,486.532194852829,3250,677.0,-0.0038080820813775063,0.2745293378829956,1763260516.964769,0.0004017157480120659
312192,,-0.0002696109004318714,0.45191052556037903,0.00011274961434537545,0.0,0.0002653445990290493,,486.81859731674194,3252,678.0,-0.0008105384185910225,0.7075753808021545,1763260517.2511714,0.0013460153713822365
312448,,-0.0019308477640151978,0.5015088319778442,0.00011259600432822481,0.0,0.0057089682668447495,,487.1238045692444,3255,678.0,9.317230433225632e-05,0.8398969173431396,1763260517.5563786,0.0010189013555645943
312832,,0.00020021945238113403,0.3525746464729309,0.00011236558930249885,0.0,181.4347381591797,,487.57268238067627,3259,678.0,-0.001469275914132595,0.0011383891105651855,1763260518.0052564,2.452172338962555e-06
314240,,0.005091942846775055,0.38047921657562256,0.00011152073420817032,0.0,0.0002888614253606647,,489.0860722064972,3272,679.0,0.014370782300829887,0.7027009725570679,1763260519.5186462,0.0015920335426926613
314496,,-0.00045721232891082764,0.4004741609096527,0.00011136712419101968,0.0,0.0071144867688417435,,489.30676531791687,3275,679.0,0.001805371604859829,-1.2090637683868408,1763260519.7393394,9.445007890462875e-05
314624,,0.00042382627725601196,0.3595488965511322,0.00011129031918244436,0.0,6.168896652525291e-05,,489.41648054122925,3276,679.0,9.755231440067291e-05,0.8013988137245178,1763260519.8490546,1.874566078186035e-05
316672,,0.002720233052968979,0.3547859191894531,0.00011006144632119685,0.0,0.00041973651968874037,,491.63941287994385,3296,680.0,5.304068326950073e-05,0.07189422845840454,1763260522.071987,4.5554712414741516e-05
