losses/clipfrac,losses/explained_variance,losses/approx_kl,losses/value_loss,charts/learning_rate,charts/episodic_return,losses/policy_loss,_step,global_step,losses/entropy,charts/SPS,losses/old_approx_kl,_timestamp,charts/episodic_length,_runtime
0.001953125,-0.2214972972869873,0.0006870869547128677,0.005581027828156948,0.0002017665101448074,,-0.010829001665115356,1851,163840,0.5139212608337402,632.0,0.007218576967716217,1763260340.967497,,284.4124491214752
0.00390625,0.05189204216003418,0.0016440143808722496,0.00602490222081542,0.00020145929011050612,,0.005792155861854553,1856,164352,0.47942373156547546,632.0,0.013968747109174728,1763260341.6588535,,285.1038055419922
0.0,-0.15411734580993652,2.83215194940567e-06,0.00017588907212484628,0.00020069124002475291,,-0.0001037009060382843,1868,165632,0.44036829471588135,633.0,0.0003449162468314171,1763260343.328049,,286.77300095558167
,,,,,500.0,,1873,166143,,,,1763260343.7735097,500.0,287.21846175193787
0.0,-0.10141026973724365,2.4145469069480896e-05,0.00010980671504512429,0.00020015360496472567,,-0.0006832573562860489,1877,166528,0.5163053274154663,634.0,-0.0003976132720708847,1763260344.2479575,,287.69290947914124
0.0,0.2990413308143616,0.00041320640593767166,0.000340598460752517,0.00019961596990469843,,-0.003759186714887619,1886,167424,0.5720586776733398,635.0,0.010024948976933956,1763260345.2800179,,288.7249698638916
0.0,-0.29639697074890137,0.0003640344366431236,0.004271526820957661,0.0001990783348446712,,-0.0015730857849121094,1895,168320,0.4383319914340973,636.0,-0.0004786709323525429,1763260346.2454667,,289.69041872024536
,,,,,500.0,,1903,169143,,,,1763260347.1471837,500.0,290.5921356678009
0.0,0.15115898847579956,0.0012052012607455254,0.00023385589884128422,0.0001983870897674933,,-0.008366767317056656,1906,169472,0.4902670979499817,638.0,-0.0083754388615489,1763260347.5372446,,290.98219656944275
,,,,,500.0,,1918,170643,,,,1763260348.7838001,500.0,292.22875213623047
0.0,0.11778765916824341,0.0009825555607676506,0.004477585665881634,0.00019754224922508,,0.0014856122434139252,1920,170880,0.48682454228401184,639.0,-0.01003886479884386,1763260349.0726876,,292.5176396369934
0.001953125,-0.07480752468109131,0.002142680808901787,0.00023938524827826768,0.0001960061490535736,,-0.011469461023807526,1945,173440,0.4815426468849182,641.0,0.018066518008708954,1763260352.4331534,,295.8781054019928
0.0,-0.2719053030014038,7.495470345020294e-05,0.004631814081221819,0.00019516129395924509,,-0.001609194092452526,1959,174848,0.514930784702301,641.0,-0.0002708006650209427,1763260354.4590478,,297.90399980545044
0.0,-6.127357482910156e-05,0.00046269968152046204,243.22366333007812,0.00019431643886491656,,-0.004718217998743057,1973,176256,0.4686479866504669,641.0,-0.0005453582853078842,1763260356.4876401,,299.9325921535492
0.0,-0.44222092628479004,0.00010249484330415726,6.0151240177219734e-05,0.00019354838877916336,,0.0012969952076673508,1985,177536,0.45942285656929016,642.0,-0.00011766050010919571,1763260358.1200147,,301.5649666786194
,,,,,500.0,,1991,178143,,,,1763260358.6906571,500.0,302.13560914993286
0.0,-2.4199485778808594e-05,0.00027837418019771576,342.2486877441406,0.0001925499236676842,,-0.007607392966747284,2002,179200,0.4848994314670563,644.0,-0.0014285165816545486,1763260359.861714,,303.3066658973694
0.0,-0.00021946430206298828,0.0002765068784356117,242.2756805419922,0.00019224270363338292,,0.011197391897439957,2007,179712,0.5321891903877258,645.0,-0.001538601703941822,1763260360.438588,,303.88353991508484
,,,,,500.0,,2016,180643,,,,1763260361.3994522,500.0,304.84440422058105
0.001953125,0.18362343311309814,0.002405342645943165,0.00019959756173193455,0.00019147465354762971,,-0.01434631273150444,2019,180992,0.5341328382492065,646.0,0.011741030029952526,1763260361.7692428,,305.2141947746277
0.0,-0.38710904121398926,4.5773573219776154e-05,4.908261325908825e-05,0.00019116743351332843,,0.001110670855268836,2024,181504,0.44930750131607056,646.0,0.0033545522019267082,1763260362.5127869,,305.9577388763428
0.0,8.851289749145508e-05,0.0007406249642372131,0.02037915028631687,0.0001910138234961778,,-0.0072539690881967545,2027,181760,0.4496332108974457,646.0,-0.002657100558280945,1763260362.9436915,,306.3886435031891
0.0,0.07987850904464722,0.000594085082411766,0.0002464132849127054,0.00019086021347902715,,-0.001998506486415863,2029,182016,0.5221231579780579,646.0,0.0010144039988517761,1763260363.2762368,,306.72118878364563
0.0,-0.23915636539459229,0.0001740865409374237,0.0003102305927313864,0.00019055299344472587,,0.0010589510202407837,2034,182528,0.4413438141345978,646.0,-0.00648077204823494,1763260364.0532553,,307.49820733070374
,,,,,500.0,,2045,183643,,,,1763260365.5901794,500.0,309.0351314544678
0.0,5.888938903808594e-05,0.0009487820789217949,77.9134521484375,0.0001895545283332467,,0.0029561184346675873,2051,184192,0.5560226440429688,647.0,-0.0062105534598231316,1763260366.5024662,,309.9474182128906
0.013671875,-0.3512697219848633,0.0018868260085582733,0.006649283692240715,0.0001894777233246714,,-0.0045094117522239685,2052,184320,0.5267657041549683,647.0,0.0075952354818582535,1763260366.6755455,,310.12049746513367
,,,,,500.0,,2070,186143,,,,1763260368.8404212,500.0,312.285373210907
0.0,0.00014328956604003906,0.000758664682507515,365.94183349609375,0.0001880184281617403,,0.009545907378196716,2076,186752,0.47242504358291626,649.0,-0.0005131978541612625,1763260369.5487509,,312.99370288848877
0.0,-0.28589701652526855,0.0008380692452192307,0.000166237834491767,0.00018694315804168582,,0.004843331873416901,2093,188544,0.5606423616409302,651.0,0.0033369846642017365,1763260371.5370169,,314.9819688796997
,,,,,500.0,,2094,188643,,,,1763260371.5815485,500.0,315.0265004634857
0.01953125,-0.20591497421264648,0.004978672601282597,0.00024789123563095927,0.00018548387743066996,,-1.1127442121505737e-05,2117,190976,0.511383593082428,653.0,-0.0018672589212656021,1763260374.20067,,317.6456220149994
0.005859375,-0.17776000499725342,0.005927978083491325,0.00022843929764349014,0.00018402458226773888,,-0.008702543564140797,2141,193408,0.5632539987564087,655.0,0.021625882014632225,1763260377.1509883,,320.5959403514862
0.0,-0.8829033374786377,0.00040692463517189026,0.00026844540843740106,0.0001837173622334376,,-0.008640646934509277,2146,193920,0.49324318766593933,655.0,-0.001959294080734253,1763260377.8438864,,321.28883838653564
0.0,-0.21883130073547363,0.0001721736043691635,0.0002579872671049088,0.00018364055722486228,,-0.002366062253713608,2147,194048,0.5013232827186584,655.0,-0.0017885379493236542,1763260378.020424,,321.46537590026855
,,,,,500.0,,2148,194143,,,,1763260378.0690086,500.0,321.5139605998993
0.0,-0.02999567985534668,0.0006865207105875015,0.00616775918751955,0.00018317972717341036,,0.004565060138702393,2155,194816,0.46001526713371277,655.0,0.005520086735486984,1763260378.9692347,,322.4141867160797
0.001953125,-0.23474085330963135,0.0011373357847332954,9.18209771043621e-05,0.00018210445705335587,,0.000226486474275589,2172,196608,0.5087565183639526,657.0,-0.003942902199923992,1763260381.0227332,,324.46768522262573
0.0,-0.1450507640838623,0.0003734789788722992,0.006820468697696924,0.00018133640696760267,,0.009466893970966339,2185,197888,0.5090596675872803,658.0,-0.003100566565990448,1763260382.5905035,,326.0354554653168
,,,,,500.0,,2192,198643,,,,1763260383.6556172,500.0,327.10056924819946
0.0,-7.677078247070312e-05,1.3120472431182861e-05,199.43875122070312,0.00018056835688184947,,0.00032069534063339233,2198,199168,0.5281264185905457,658.0,-0.0012230556458234787,1763260384.5592468,,328.00419878959656
0.0,-0.051084160804748535,0.0003366554155945778,0.006140940822660923,0.00018049155187327415,,-0.01715880259871483,2199,199296,0.44564929604530334,658.0,-0.00025086943060159683,1763260384.7303524,,328.1753044128418
0.0,0.051498234272003174,0.0002629803493618965,0.00022287214233074337,0.00017972350178752095,,-0.0036574676632881165,2211,200576,0.4863394498825073,658.0,0.007265270687639713,1763260386.4969342,,329.94188618659973
0.00390625,-0.14403295516967773,0.0025790268555283546,0.008826293982565403,0.0001795698917703703,,-0.02628670632839203,2214,200832,0.4390166997909546,658.0,0.008500701747834682,1763260386.8756123,,330.32056427001953
0.0,0.23436737060546875,0.00025265105068683624,8.287400123663247e-05,0.0001791858667274937,,0.000690605491399765,2220,201472,0.47725731134414673,658.0,-0.008681397885084152,1763260387.7373781,,331.18233013153076
0.0,-6.949901580810547e-05,0.0005755936726927757,137.905517578125,0.00017903225671034306,,0.0044148750603199005,2223,201728,0.4482293725013733,658.0,0.006149924360215664,1763260388.1051836,,331.5501356124878
0.0,-0.046367764472961426,0.0004912735894322395,0.00015523192996624857,0.00017887864669319242,,-0.004764638841152191,2225,201984,0.43811509013175964,658.0,-0.0013601267710328102,1763260388.4188013,,331.8637533187866
0.0,-0.02799689769744873,8.76300036907196e-05,0.00024176720762625337,0.0001788018416846171,,0.0036489591002464294,2226,202112,0.4808770418167114,658.0,0.002560194581747055,1763260388.631164,,332.0761160850525
,,,,,500.0,,2227,202143,,,,1763260388.672316,500.0,332.11726808547974
0.0,-0.0729137659072876,0.0005311686545610428,0.00010930457938229665,0.00017849462165031582,,-0.00776444748044014,2231,202624,0.46700185537338257,659.0,-0.007419705390930176,1763260389.3686283,,332.8135802745819
0.017578125,-0.6952297687530518,0.003097284585237503,0.0002564786118455231,0.00017826420662458986,,0.00762534886598587,2235,203008,0.4264184236526489,659.0,0.026704763993620872,1763260389.8085206,,333.2534725666046
,,,,,500.0,,2241,203643,,,,1763260390.401023,500.0,333.8459749221802
0.0,0.03753781318664551,0.000583915039896965,0.006478739436715841,0.00017749615653883666,,-0.0002504177391529083,2248,204288,0.4278751611709595,660.0,-2.7805566787719727e-05,1763260391.2315123,,334.6764643192291
0.00390625,-0.14542686939239502,0.0002756435424089432,0.00017522412235848606,0.00017734254652168602,,-0.003969103097915649,2250,204544,0.4662243127822876,660.0,-0.001401776447892189,1763260391.4861672,,334.9311192035675
0.00390625,0.11407339572906494,0.0012614410370588303,0.005981205962598324,0.00017718893650453538,,-0.003786543384194374,2253,204800,0.3871076703071594,660.0,-0.021819688379764557,1763260391.865623,,335.31057500839233
0.0,-0.0001392364501953125,0.0010457076132297516,381.95672607421875,0.00017603686137590557,,0.001574058085680008,2272,206720,0.5291872620582581,661.0,0.0030936747789382935,1763260394.2665255,,337.71147751808167
0.0078125,0.21295422315597534,0.006975415162742138,0.0002471461775712669,0.00017549922631587833,,-0.007795199751853943,2280,207616,0.4430554509162903,662.0,0.0054654693230986595,1763260395.4488847,,338.8938367366791
,,,,,500.0,,2295,209143,,,,1763260397.023991,500.0,340.4689431190491
0.013671875,-0.1723860502243042,0.006555160507559776,0.00017303558706771582,0.00017442395619582385,,-0.00858512707054615,2298,209408,0.4259181022644043,663.0,-0.013430707156658173,1763260397.396141,,340.8410930633545
,,,,,500.0,,2310,210643,,,,1763260398.6293414,500.0,342.07429337501526
0.0,-0.17599964141845703,0.0004568072035908699,0.009302375838160515,0.00017357911565341055,,-0.0016531087458133698,2312,210816,0.46617233753204346,665.0,-0.0040521277114748955,1763260398.8650277,,342.3099796772003
0.0,0.051492154598236084,0.0019001653417944908,0.000216942498809658,0.00017319509061053395,,-0.01264844462275505,2318,211456,0.4854664206504822,665.0,-0.01597609370946884,1763260399.5306723,,342.97562432289124
0.0,-0.037317872047424316,0.0005105612799525261,0.0067334724590182304,0.000172964675584808,,-0.005898291245102882,2322,211840,0.46456390619277954,666.0,-0.003370179794728756,1763260399.916551,,343.36150312423706
0.0,0.00610584020614624,0.00029383692890405655,0.0002455685753375292,0.00017281106556765735,,0.006524614989757538,2324,212096,0.4614390730857849,666.0,-0.0033989110961556435,1763260400.1599286,,343.60488057136536
0.0,-0.08851087093353271,0.0019662268459796906,0.0002876873768400401,0.00017250384553335607,,0.009603451937437057,2329,212608,0.47976329922676086,666.0,-0.014289086684584618,1763260400.7085166,,344.1534686088562
0.0,-0.10092020034790039,0.0005012573674321175,0.0002068193134618923,0.0001718894054647535,,-0.007152017205953598,2339,213632,0.4976080656051636,667.0,-0.002695179544389248,1763260401.8119059,,345.2568578720093
0.0,-0.017856836318969727,3.052596002817154e-05,0.00018038158304989338,0.00017165899043902755,,-0.0012596072629094124,2343,214016,0.47742295265197754,668.0,-0.00022299867123365402,1763260402.2006013,,345.6455533504486
0.005859375,-0.1541074514389038,0.004037007689476013,0.0002397647185716778,0.00017135177040472627,,-0.02205921709537506,2348,214528,0.43153366446495056,668.0,0.0069395024329423904,1763260402.7659712,,346.21092319488525
,,,,,500.0,,2354,215143,,,,1763260403.2897203,500.0,346.73467230796814
0.0,-0.5320277214050293,0.0026443935930728912,0.0002412697213003412,0.00017043011030182242,,0.0039187222719192505,2363,216064,0.4883195459842682,670.0,0.002236446365714073,1763260404.3187265,,347.7636785507202
,,,,,500.0,,2389,218643,,,,1763260407.5319972,500.0,350.9769492149353
,,,,,500.0,,2394,219143,,,,1763260408.2618115,500.0,351.70676350593567
0.0,6.0677528381347656e-05,9.617581963539124e-05,334.32171630859375,0.0001676651299931109,,0.0020796209573745728,2409,220672,0.5762996077537537,671.0,0.0005487333983182907,1763260410.6089408,,354.05389285087585
0.009765625,-0.5313496589660645,0.0036223968490958214,0.00031019531888887286,0.0001665898598730564,,-0.0009713247418403625,2426,222464,0.4190034568309784,671.0,0.010221653617918491,1763260413.2639132,,356.70886516571045
0.0,-0.20753049850463867,2.193264663219452e-05,0.005853136070072651,0.00016635944484733045,,0.00027554482221603394,2430,222848,0.4914162755012512,671.0,0.001569397747516632,1763260413.8936074,,357.3385593891144
0.00390625,0.00010877847671508789,0.0026761293411254883,110.864990234375,0.00016520736971870065,,0.008362969383597374,2449,224768,0.49369949102401733,671.0,0.003599647432565689,1763260416.780547,,360.2254989147186
0.0,-0.15887939929962158,0.0023978548124432564,0.0004169459280092269,0.00016420890460722148,,-0.009605061262845993,2465,226432,0.46130871772766113,672.0,-0.005876575596630573,1763260418.600578,,362.0455300807953
0.0,0.3109295964241028,0.001144610345363617,0.00014070059114601463,0.00016259599942713976,,-0.007893472909927368,2491,229120,0.5270456671714783,674.0,-0.005759852007031441,1763260421.4435031,,364.8884551525116
0.0,-3.135204315185547e-05,0.0006227781996130943,240.91014099121094,0.00016251919441856444,,0.0017336402088403702,2493,229248,0.5363054871559143,674.0,0.0030628209933638573,1763260421.587025,,365.0319769382477
,,,,,500.0,,2506,230643,,,,1763260423.4460711,500.0,366.8910231590271
0.0,-0.16280138492584229,0.001439458690583706,0.00020869019499514252,0.00016121352382469922,,-0.005147134885191917,2514,231424,0.4804321229457855,674.0,0.0007126731798052788,1763260424.787238,,368.23218989372253
0.009765625,-0.04579496383666992,0.00209992378950119,0.00015336100477725267,0.0001611367188161239,,-0.0050061969086527824,2515,231552,0.556740403175354,674.0,0.015437707304954529,1763260424.956837,,368.40178894996643
0.0,-0.04563581943511963,0.0005392199382185936,0.00020064036652911454,0.00016082949878182262,,-0.006857722997665405,2520,232064,0.5384774804115295,674.0,0.0033365869894623756,1763260425.7398915,,369.18484354019165
0.0,0.035282671451568604,0.0003582881763577461,0.004842019639909267,0.00016006144869606942,,-0.0030369535088539124,2533,233344,0.4959704577922821,674.0,0.0022224849089980125,1763260427.7314136,,371.1763656139374
0.0,-0.015586137771606445,0.00025984738022089005,9.314306953456253e-05,0.0001596006186446175,,-0.006817564368247986,2540,234112,0.5419431924819946,674.0,0.0046934327110648155,1763260428.9046843,,372.34963631629944
0.0,6.586313247680664e-05,0.00013915076851844788,487.95111083984375,0.0001592165936017409,,0.005933620035648346,2547,234752,0.5730931162834167,674.0,0.003956818953156471,1763260429.8671334,,373.31208539009094
,,,,,500.0,,2570,237143,,,,1763260433.6386843,500.0,377.0836362838745
0.0,-0.00021851062774658203,0.0003169197589159012,295.0699157714844,0.0001577572984388098,,-0.0008134022355079651,2571,237184,0.5452919006347656,674.0,-0.004902802407741547,1763260433.8049595,,377.24991154670715
0.0,8.392333984375e-05,0.001451883465051651,550.3756713867188,0.00015745007840450853,,0.021913845092058182,2576,237696,0.4910212755203247,674.0,-0.01147938147187233,1763260434.579197,,378.02414894104004
0.0,-0.3890482187271118,0.001586643047630787,0.005985277239233255,0.0001573732733959332,,-0.0010693622753024101,2577,237824,0.4876116216182709,673.0,-0.013471580110490322,1763260434.780481,,378.2254331111908
0.0,-0.09647965431213379,0.0008907327428460121,0.00014901510439813137,0.0001554531481815502,,-0.015015550889074802,2608,241024,0.6219549179077148,673.0,-0.0028502410277724266,1763260439.7536979,,383.19864988327026
0.0,2.8073787689208984e-05,0.0008049178868532181,195.38169860839844,0.00015537634317297488,,0.011176235973834991,2610,241152,0.525816023349762,673.0,0.011513282544910908,1763260439.978712,,383.4236640930176
0.0,-3.409385681152344e-05,0.0006998823955655098,370.47222900390625,0.00015414746303576976,,0.00387641042470932,2630,243200,0.539379358291626,674.0,0.00041702669113874435,1763260442.277492,,385.7224440574646
0.0,0.07657390832901001,0.0006188824772834778,0.007815202698111534,0.00015376343799289316,,-0.007812947034835815,2636,243840,0.5507654547691345,675.0,-0.005864541977643967,1763260442.9698563,,386.41480827331543
0.0,-0.18044734001159668,0.0005273548886179924,0.006024928763508797,0.0001531489979242906,,-0.0066244639456272125,2646,244864,0.574775755405426,676.0,-0.0006877118721604347,1763260444.05142,,387.4963719844818
0.0,0.026097118854522705,0.001353592611849308,0.00027022307040169835,0.00015307219291571528,,0.004273228347301483,2647,244992,0.5837092399597168,676.0,-0.0035294992849230766,1763260444.197573,,387.64252495765686
0.0,-0.1688399314880371,0.0014541391283273697,0.00029954127967357635,0.00015299538790713996,,-0.0017090104520320892,2648,245120,0.5348600149154663,676.0,-0.0007889624685049057,1763260444.3293996,,387.7743515968323
,,,,,500.0,,2668,247143,,,,1763260446.4557862,500.0,389.90073823928833
,,,,,500.0,,2673,247643,,,,1763260446.9907506,500.0,390.43570256233215
,,,,,500.0,,2683,248643,,,,1763260448.0893447,500.0,391.53429675102234
0.0,-0.21351981163024902,4.112161695957184e-05,0.0001716927217785269,0.00015061443264130503,,0.0009534507989883423,2687,249088,0.5945649147033691,679.0,0.0023620296269655228,1763260448.6173487,,392.06230068206787
0.0,-0.00018405914306640625,0.00013496074825525284,300.3397521972656,0.0001505376276327297,,0.003252848982810974,2689,249216,0.5341443419456482,679.0,0.0010463325306773186,1763260448.7818093,,392.22676134109497
0.0,-0.2522013187408447,0.0002674628049135208,0.00015496829291805625,0.00015030721260700375,,-0.005546309519559145,2692,249600,0.5043208599090576,679.0,-0.0040887631475925446,1763260449.1839933,,392.628945350647
,,,,,500.0,,2732,253643,,,,1763260453.4182818,500.0,396.86323380470276
,,,,,500.0,,2752,255643,,,,1763260455.6605108,500.0,399.1054627895355
,,,,,500.0,,2757,256143,,,,1763260456.2215204,500.0,399.66647243499756
0.0,-4.2319297790527344e-05,0.00018100161105394363,174.35992431640625,0.0001454685116186738,,0.005211438983678818,2772,257664,0.535115122795105,685.0,0.0017742039635777473,1763260457.9280803,,401.3730323314667
0.0,-0.00013709068298339844,7.74133950471878e-05,407.4587707519531,0.00014485407155007124,,-0.0016473568975925446,2782,258688,0.521048903465271,685.0,0.005298687145113945,1763260459.0429869,,402.4879388809204
0.0,-0.13925814628601074,2.1102838218212128e-05,0.004188287537544966,0.00014477726654149592,,-0.00040952861309051514,2783,258816,0.5069993138313293,686.0,-0.0011394834145903587,1763260459.1961567,,402.641108751297
0.0,0.025969207286834717,0.0004535149782896042,0.0036161565221846104,0.00014416282647289336,,0.0026161372661590576,2793,259840,0.5705899596214294,686.0,-0.0034199263900518417,1763260460.31359,,403.75854206085205
0.0,-0.04651021957397461,0.0004763724282383919,0.00016999889339786023,0.00014224270125851035,,-0.004704877734184265,2824,263040,0.5927155613899231,688.0,0.003159482963383198,1763260463.8076851,,407.25263714790344
0.0,-0.16127634048461914,0.0001238090917468071,8.908850577427074e-05,0.00014109062612988055,,-0.0017130225896835327,2843,264960,0.47951555252075195,689.0,-4.573259502649307e-05,1763260465.9701586,,409.41511058807373
0.0,-0.05035257339477539,3.167148679494858e-05,0.004747341386973858,0.00014024577103555202,,0.0004787137731909752,2857,266368,0.5203904509544373,690.0,0.0006327414885163307,1763260467.5959952,,411.0409471988678
0.0,-0.15918385982513428,0.00020563695579767227,0.00039792730240151286,0.00013870967086404562,,0.0012853629887104034,2882,268928,0.5364675521850586,692.0,-0.002518977038562298,1763260470.346053,,413.79100489616394
0.0,-1.049041748046875e-05,0.00018212385475635529,270.12890625,0.0001382488408125937,,-0.0056255050003528595,2890,269696,0.5479673147201538,692.0,-0.0003716200590133667,1763260471.1833167,,414.6282687187195
0.0,-0.13691723346710205,1.3012439012527466e-05,0.0045616645365953445,0.00013694317021872848,,0.00028257817029953003,2911,271872,0.552726149559021,693.0,-0.00044574402272701263,1763260474.1935635,,417.6385154724121
0.0,-0.13996672630310059,3.3352524042129517e-05,0.0037952784914523363,0.0001354838750557974,,0.00018180906772613525,2935,274304,0.595958948135376,693.0,-0.002623850479722023,1763260477.236194,,420.68114590644836
0.0,-8.225440979003906e-06,3.8037076592445374e-05,342.3634033203125,0.00013463901996146888,,-0.00027407705783843994,2949,275712,0.546605110168457,693.0,-0.00048062950372695923,1763260479.3361685,,422.78112053871155
0.0,-0.1382061243057251,8.51992517709732e-05,0.004563539754599333,0.000133947774884291,,-0.005560689605772495,2960,276864,0.5775917768478394,694.0,0.001534992828965187,1763260480.7711809,,424.2161328792572
0.0,0.009175896644592285,0.00012344587594270706,0.00017373199807479978,0.00013302611478138715,,-0.0014219358563423157,2975,278400,0.574866771697998,695.0,-0.0019559552893042564,1763260482.4102259,,425.8551778793335
0.0,0.03751951456069946,0.00017388630658388138,0.0046440050937235355,0.00013218125968705863,,-0.0012271516025066376,2989,279808,0.5647624135017395,696.0,-0.0005731722339987755,1763260483.8949926,,427.33994460105896
,,,,,500.0,,2997,280643,,,,1763260484.6883075,500.0,428.1332595348358
0.0,-0.12299752235412598,0.00014476105570793152,0.00016753408999647945,0.00013079876953270286,,-0.0026484280824661255,3011,282112,0.5259848833084106,697.0,-0.0012669656425714493,1763260486.2826974,,429.7276494503021
,,,,,500.0,,3051,286143,,,,1763260490.4091892,500.0,433.85414123535156
0.0,0.2112717628479004,0.00023652333766222,0.003645129967480898,0.0001282642042497173,,-0.007299110293388367,3053,286336,0.5888968110084534,700.0,0.002941916696727276,1763260490.640286,,434.0852379798889
,,,,,500.0,,3066,287643,,,,1763260492.0297534,500.0,435.4747054576874
0.0,0.10332655906677246,0.0009072739630937576,0.000267396098934114,0.0001271889341296628,,-0.012466566637158394,3070,288128,0.5341671705245972,701.0,-0.005898535251617432,1763260492.5917618,,436.03671383857727
0.0,-0.1990039348602295,0.0019957395270466805,0.0002365400141570717,0.0001264208840439096,,-0.012586250901222229,3083,289408,0.4859318137168884,702.0,0.002898748032748699,1763260493.943977,,437.38892912864685
0.0,-0.05294084548950195,0.0002460852265357971,0.00013143736578058451,0.000125499238492921,,-0.004531247541308403,3098,290944,0.5889623165130615,703.0,0.0040398091077804565,1763260495.5688531,,439.0138051509857
0.001953125,-0.33669543266296387,0.0014312192797660828,0.0003289749729447067,0.00012519201845861971,,-0.011442869901657104,3103,291456,0.5621696710586548,703.0,-0.025704219937324524,1763260496.22417,,439.6691219806671
0.0,0.004942119121551514,0.0006153136491775513,0.0038146148435771465,0.00012373272329568863,,-0.0080239437520504,3127,293888,0.5567585229873657,704.0,-0.012420715764164925,1763260498.8451834,,442.29013538360596
,,,,,500.0,,3129,294143,,,,1763260499.0629067,500.0,442.50785875320435
0.0,-0.10707497596740723,0.000586153008043766,0.003845216939225793,0.0001228878682013601,,-0.0020451173186302185,3141,295296,0.579268217086792,705.0,-0.012258718721568584,1763260500.4312904,,443.8762423992157
0.0,-0.0950852632522583,0.00035741738975048065,0.0002590339572634548,0.00012273425818420947,,0.003666762262582779,3143,295552,0.5804393291473389,705.0,0.0018783099949359894,1763260500.6981606,,444.14311265945435
0.0,0.014885425567626953,5.583185702562332e-05,0.005173895973712206,0.00012258064816705883,,-0.00027792900800704956,3146,295808,0.5452771186828613,705.0,-0.002139427699148655,1763260500.9835408,,444.4284927845001
0.0,0.02028656005859375,0.0005281670019030571,0.004443473182618618,0.00012165898806415498,,-0.010341234505176544,3161,297344,0.5520068407058716,706.0,0.00433963630348444,1763260502.6446984,,446.08965039253235
0.0,-2.7179718017578125e-05,0.0003110123798251152,228.5319366455078,0.00012112135300412774,,-0.004977628588676453,3170,298240,0.567462146282196,707.0,-0.0029160017147660255,1763260503.6230624,,447.06801438331604
,,,,,500.0,,3183,299643,,,,1763260505.035205,500.0,448.48015689849854
,,,,,500.0,,3188,300143,,,,1763260505.5743022,500.0,449.0192542076111
0.0,0.0796085000038147,0.0007683495059609413,0.0002191488747484982,0.00011820276267826557,,0.0042547304183244705,3217,303104,0.5848644375801086,710.0,0.0016925474628806114,1763260508.7780201,,452.2229721546173
0.0,-5.793571472167969e-05,0.00027655716985464096,142.81173706054688,0.00011781873763538897,,-0.00502335000783205,3224,303744,0.5431802272796631,710.0,-0.0031396271660923958,1763260509.443822,,452.88877391815186
,,,,,500.0,,3247,306143,,,,1763260511.9598465,500.0,455.40479850769043
0.0,-0.09213972091674805,0.0036111725494265556,0.0004575407656375319,0.00011620583973126486,,-0.027805190533399582,3250,306432,0.45376381278038025,711.0,0.03256022930145264,1763260512.3498313,,455.79478335380554
,,,,,500.0,,3252,306643,,,,1763260512.5273082,500.0,455.9722602367401
0.0,0.013859748840332031,5.766935646533966e-05,0.00026711917598731816,0.00011589861969696358,,0.0012113042175769806,3255,306944,0.587552547454834,712.0,0.0008298978209495544,1763260512.8868613,,456.3318133354187
0.0,0.07036072015762329,1.4753080904483795e-05,0.004222587216645479,0.00011566820467123762,,-0.0008549466729164124,3259,307328,0.5641947388648987,712.0,-0.0015927525237202644,1763260513.3019683,,456.74692034721375
,,,,,500.0,,3272,308643,,,,1763260514.681988,500.0,458.12694001197815
0.0,0.05712401866912842,0.00038614682853221893,0.0002892935008276254,0.00011466973955975845,,-0.00031851697713136673,3275,308992,0.5750468969345093,713.0,0.003609839826822281,1763260515.0435085,,458.4884605407715
0.0,0.018189966678619385,8.815061300992966e-05,0.00021259560890030116,0.00011459293455118313,,-3.668665885925293e-05,3276,309120,0.532039999961853,713.0,0.0004898207262158394,1763260515.1937268,,458.6386787891388
,,,,,500.0,,3296,311143,,,,1763260517.2449691,500.0,460.6899211406708
,,,,,231.0,,3299,311374,,,,1763260517.5448072,231.0,460.98975920677185
,,,,,500.0,,3338,315374,,,,1763260521.7197492,500.0,465.1647012233734
0.0,-0.09421062469482422,4.072021692991257e-05,0.00035495025804266334,0.00011006144632119685,,-0.00020877644419670105,3351,316672,0.5596581101417542,717.0,0.0024826591834425926,1763260523.2166102,,466.66156220436096
0.0,-0.20337331295013428,0.00018985848873853683,0.0002765885728877038,0.00010967742127832025,,-0.006742711178958416,3357,317312,0.5323036313056946,717.0,0.0006039505824446678,1763260524.0048294,,467.4497814178467
0.0,-0.2628830671310425,0.00040905270725488663,0.004411110654473305,0.00010952381126116961,,-0.0045179687440395355,3360,317568,0.48268505930900574,717.0,-0.001104814000427723,1763260524.2809503,,467.72590231895447
0.0,-3.0994415283203125e-05,7.252022624015808e-05,285.57110595703125,0.00010721966100391,,-0.001439109444618225,3398,321408,0.5150304436683655,719.0,0.005120184272527695,1763260528.6133611,,472.0583131313324
0.0,-0.2877070903778076,0.0007897280156612396,0.0003539177414495498,0.00010698924597818404,,-0.0008280426263809204,3401,321792,0.5216974020004272,719.0,-0.015571119263768196,1763260528.9722946,,472.4172465801239
0.0,-0.32205426692962646,0.00011227931827306747,0.0003020286385435611,0.00010668202594388276,,0.002161167562007904,3406,322304,0.5115844011306763,720.0,0.005071881227195263,1763260529.5498528,,472.9948048591614
,,,,,500.0,,3407,322374,,,,1763260529.5913193,500.0,473.03627133369446
