global_step,losses/approx_kl,_runtime,charts/SPS,_step,losses/old_approx_kl,_timestamp,losses/value_loss,charts/learning_rate,losses/explained_variance,charts/episodic_return,losses/clipfrac,losses/policy_loss,charts/episodic_length,losses/entropy
325612,,482.51158905029297,,3476,,1763260539.026114,,,,500.0,,,500.0,
325888,0.0003664260730147362,482.835816860199,712.0,3479,-0.006780681200325489,1763260539.3503418,0.0003365400480106473,0.00010453149297973141,-0.09753572940826416,,0.0,0.0017550699412822723,,0.591842532157898
327808,2.1160580217838287e-05,484.8699059486389,713.0,3498,0.0014864848926663399,1763260541.384431,0.003391368081793189,0.00010337941785110161,0.063845694065094,,0.0,4.347972571849823e-05,,0.5737113952636719
328192,0.00039676669985055923,485.30409836769104,713.0,3503,0.0023291343823075294,1763260541.8186233,440.0238952636719,0.00010314900282537565,7.110834121704102e-05,,0.0,-0.004855123348534107,,0.5407717227935791
329216,4.4517219066619873e-07,486.39512515068054,713.0,3513,0.00047461874783039093,1763260542.90965,238.35723876953125,0.00010253456275677308,-4.756450653076172e-05,,0.0,0.00016469880938529968,,0.5885526537895203
330496,0.0001435689628124237,487.639972448349,714.0,3525,-0.005073018372058868,1763260544.1544974,0.0003168096882291138,0.00010176651267101988,-0.5264629125595093,,0.0,0.00039468705654144287,,0.5901781916618347
331648,1.268833875656128e-05,488.7675402164459,715.0,3537,-0.0005206186324357986,1763260545.2820652,180.50894165039062,0.000101075267593842,-4.3272972106933594e-05,,0.0,-0.00041903555393218994,,0.5805729627609253
333440,4.051532596349716e-05,490.5094747543335,716.0,3554,-0.0014494219794869423,1763260547.0239997,0.0001766711357049644,9.999999747378752e-05,-0.505850076675415,,0.0,-0.0016793496906757355,,0.5222784280776978
333568,4.823971539735794e-05,490.6211142539978,716.0,3555,4.1144900023937225e-05,1763260547.1356392,0.00018890041974373162,9.99231924652122e-05,-0.1789839267730713,,0.0,-0.001828998327255249,,0.5781617164611816
335626,,492.63967633247375,,3576,,1763260549.1542013,,,,500.0,,,500.0,
335872,0.00012196321040391922,492.88659715652466,718.0,3578,-0.002831685356795788,1763260549.401122,0.0025812946259975433,9.854070958681405e-05,-0.2915881872177124,,0.0,-0.0009727403521537781,,0.5481101274490356
336128,2.4907290935516357e-05,493.1570291519165,718.0,3581,-0.00012254156172275543,1763260549.671554,367.1270751953125,9.83870995696634e-05,-1.5616416931152344e-05,,0.0,0.0003846287727355957,,0.5496802926063538
337024,0.0002175578847527504,494.03930616378784,718.0,3589,0.003364662639796734,1763260550.553831,0.00022375519620254636,9.784946450963616e-05,0.16497445106506348,,0.0,-0.0025763027369976044,,0.5219531059265137
339456,6.226170808076859e-05,496.4753384590149,720.0,3613,-0.002003752626478672,1763260552.9898634,0.0002515606174711138,9.639016934670508e-05,0.019583165645599365,,0.0,-0.0004183575510978699,,0.5770905613899231
340352,0.00017809029668569565,497.3229959011078,720.0,3622,-0.001662268303334713,1763260553.8375208,0.0033786254934966564,9.585253428667784e-05,0.03688710927963257,,0.0,0.0021820291876792908,,0.6046074032783508
342144,3.711506724357605e-05,499.07878732681274,722.0,3640,0.00036637671291828156,1763260555.5933123,394.3075256347656,9.477726416662335e-05,2.1636486053466797e-05,,0.0,0.0005352795124053955,,0.4995788335800171
343808,0.00014045275747776031,500.6919162273407,723.0,3656,-0.0012006666511297226,1763260557.2064412,0.003187402617186308,9.377879905514419e-05,-0.07245790958404541,,0.0,0.0006566345691680908,,0.5669010281562805
345126,,501.9890413284302,,3669,,1763260558.5035663,,,,500.0,,,500.0,
346126,,503.0749497413635,,3679,,1763260559.5894747,,,,500.0,,,500.0,
346624,0.001602853648364544,503.563844203949,724.0,3683,0.01789577677845955,1763260560.0783691,0.0001392402919009328,9.208909614244476e-05,0.016928017139434814,,0.0,-0.023708708584308624,,0.5657709836959839
346626,,503.5909903049469,,3684,,1763260560.1055152,,,,500.0,,,500.0,
349394,,506.34807777404785,,3711,,1763260562.8626027,,,,500.0,,,500.0,
349568,5.2976422011852264e-05,506.57688999176025,726.0,3713,0.002040504477918148,1763260563.091415,0.0026538928505033255,9.03225809452124e-05,-0.05408608913421631,,0.0,0.000665321946144104,,0.6064056158065796
349824,0.0006059855222702026,506.8118028640747,726.0,3715,-0.004066862165927887,1763260563.3263278,0.00016154837794601917,9.016897092806175e-05,-0.05118560791015625,,0.0,-0.01274658553302288,,0.6237366199493408
351394,,508.37886691093445,,3731,,1763260564.8933918,,,,500.0,,,500.0,
351616,0.00012833718210458755,508.62945795059204,727.0,3734,0.0011036591604351997,1763260565.143983,0.0025030854158103466,8.909370080800727e-05,0.05498778820037842,,0.0,-0.005532208830118179,,0.5828976631164551
353684,,510.73732900619507,,3755,,1763260567.251854,,,,500.0,,,500.0,
355712,0.0004910612478852272,512.8053228855133,729.0,3775,0.0024663442745804787,1763260569.3198478,0.0004744255857076496,8.663594780955464e-05,-0.22877740859985352,,0.0,-0.0014730766415596008,,0.5583464503288269
356096,2.3486092686653137e-05,513.1553699970245,729.0,3779,0.0001149941235780716,1763260569.669895,0.0003218266065232456,8.640553278382868e-05,0.004142820835113525,,0.0,-0.000493224710226059,,0.5564323663711548
358656,8.454080671072006e-05,515.6974720954895,731.0,3804,-0.0010045496746897697,1763260572.211997,0.00026610956410877407,8.486943261232227e-05,-0.19111263751983643,,0.0,-0.0019082538783550262,,0.5180220603942871
358912,0.00022604968398809433,515.9811635017395,731.0,3807,-0.001858801580965519,1763260572.4956884,0.0026706079952418804,8.471582259517163e-05,0.20315968990325928,,0.0,-0.0003405474126338959,,0.5404363870620728
363008,0.00016903597861528397,520.0424423217773,733.0,3847,-0.0054854052141308784,1763260576.5569673,0.0024521327577531338,8.225806232076138e-05,-0.3401275873184204,,0.0,-0.005293995141983032,,0.6091755032539368
366263,,523.2190456390381,,3879,,1763260579.7335706,,,,500.0,,,500.0,
366720,0.00027914904057979584,523.7257356643677,735.0,3883,-0.0016316603869199753,1763260580.2402606,0.00038215043605305254,8.003072434803471e-05,0.08253365755081177,,0.0,-0.0011480418033897877,,0.5507249236106873
366763,,523.7440679073334,,3884,,1763260580.2585928,,,,500.0,,,500.0,
367104,2.3239292204380035e-05,524.10813331604,735.0,3887,0.0005600852891802788,1763260580.6226583,0.0003286487190052867,7.980030932230875e-05,0.02697211503982544,,0.0,0.0004926323890686035,,0.5682421326637268
367488,9.721145033836365e-06,524.5164608955383,735.0,3891,-0.0002737008035182953,1763260581.0309858,0.0026938053779304028,7.956989429658279e-05,-0.6028882265090942,,0.0,0.001477304846048355,,0.5693733096122742
368256,0.00011912453919649124,525.2889206409454,736.0,3898,-0.002354689873754978,1763260581.8034456,0.0002756290487013757,7.910906424513087e-05,0.0724535584449768,,0.0,-0.003512132912874222,,0.5308693647384644
369664,6.836839020252228e-05,526.712039232254,737.0,3912,-0.004091443493962288,1763260583.2265642,0.00043178448686376214,7.826420915080234e-05,-0.5057796239852905,,0.0,0.002489708364009857,,0.5932539701461792
369920,8.7004154920578e-05,526.9629249572754,737.0,3915,0.00012748688459396362,1763260583.47745,0.003130350261926651,7.81105991336517e-05,0.26532864570617676,,0.0,-0.00716375932097435,,0.5272291898727417
371263,,528.2735486030579,,3928,,1763260584.7880735,,,,500.0,,,500.0,
372864,1.153070479631424e-05,529.9992907047272,738.0,3944,0.0009711282327771187,1763260586.5138156,509.1221618652344,7.634408393641934e-05,-0.00013947486877441406,,0.0,-0.00026272982358932495,,0.5737728476524353
372992,0.00028428342193365097,530.1226387023926,738.0,3945,-0.009069698862731457,1763260586.6371636,0.0028138922061771154,7.626727892784402e-05,-0.23062574863433838,,0.0,-0.00413971021771431,,0.5611039996147156
373120,2.6005320250988007e-05,530.2454323768616,738.0,3946,0.001933838240802288,1763260586.7599573,0.00037796961260028183,7.61904739192687e-05,0.12062686681747437,,0.0,-0.004097975790500641,,0.5005399584770203
373888,3.1404197216033936e-05,531.0421063899994,739.0,3954,-0.0028982069343328476,1763260587.5566313,241.47303771972656,7.572964386781678e-05,-3.707408905029297e-05,,0.0,0.001443721354007721,,0.6016265153884888
374784,8.616596460342407e-06,531.9449005126953,739.0,3963,-0.0012361016124486923,1763260588.4594254,201.06454467773438,7.519200880778953e-05,-0.0001798868179321289,,0.0,0.00015006959438323975,,0.534209132194519
375424,0.00011088792234659195,532.5840532779694,739.0,3969,-0.0017299549654126167,1763260589.0985782,0.002875714795663953,7.480799104087055e-05,0.26208847761154175,,0.0,-0.0027050934731960297,,0.5875101685523987
376704,0.00015386566519737244,533.8240416049957,740.0,3981,-0.001651957631111145,1763260590.3385665,0.00030783345573581755,7.403994095511734e-05,-0.17624592781066895,,0.0,-0.005627844482660294,,0.530564546585083
376832,1.3896264135837555e-05,533.9369950294495,740.0,3983,0.0005232943221926689,1763260590.45152,41.162784576416016,7.396313594654202e-05,-1.6808509826660156e-05,,0.0,-0.0005083084106445312,,0.5664636492729187
378263,,535.3643703460693,,3997,,1763260591.8788953,,,,500.0,,,500.0,
380672,0.00012402422726154327,537.727429151535,742.0,4020,0.0007706005126237869,1763260594.241954,0.00032293665572069585,7.165898568928242e-05,0.2428203821182251,,0.0,0.0029436014592647552,,0.5602508783340454
384640,0.00023470912128686905,541.8063907623291,744.0,4059,-0.0014940118417143822,1763260598.3209157,0.0003045273188035935,6.927803042344749e-05,0.06812024116516113,,0.0,-0.0031262636184692383,,0.5466285347938538
387456,1.4599412679672241e-05,544.6935346126556,745.0,4087,-0.0009408518671989441,1763260601.2080595,0.000504979572724551,6.758832751074806e-05,-0.048313140869140625,,0.0,-0.0007626153528690338,,0.5359110832214355
387840,5.087815225124359e-05,545.1125819683075,745.0,4091,0.0011601150035858154,1763260601.627107,0.000539743690751493,6.73579124850221e-05,-0.06016087532043457,,0.0,-0.0021793432533740997,,0.5827386379241943
389248,7.180590182542801e-05,546.5341639518738,746.0,4105,0.0004348577931523323,1763260603.048689,0.002554089529439807,6.651305739069358e-05,-0.19521856307983398,,0.0,-0.0006660595536231995,,0.556255042552948
389632,6.760004907846451e-05,546.940395116806,746.0,4109,-0.004122097976505756,1763260603.45492,233.79335021972656,6.628264236496761e-05,-0.0001842975616455078,,0.0,0.001269124448299408,,0.49569422006607056
390272,0.00018108170479536057,547.6043593883514,747.0,4115,-0.004406954161822796,1763260604.1188843,0.0025403599720448256,6.589861732209101e-05,-0.05904889106750488,,0.0,0.0005268901586532593,,0.5790384411811829
390604,,547.9194281101227,,4119,,1763260604.433953,,,,73.0,,,73.0,
393104,,550.4207384586334,,4144,,1763260606.9352634,,,,500.0,,,500.0,
393728,2.0265579223632812e-06,551.028450012207,748.0,4150,-0.0001179911196231842,1763260607.542975,281.9435729980469,6.382488209055737e-05,-4.1961669921875e-05,,0.0,0.0003946647047996521,,0.5604813694953918
395604,,552.8099970817566,,4168,,1763260609.324522,,,,500.0,,,500.0,
397184,1.2889504432678223e-05,554.4346029758453,750.0,4184,-0.0002935212105512619,1763260610.949128,309.7891845703125,6.175115413498133e-05,-7.200241088867188e-05,,0.0,0.0006112419068813324,,0.5733158588409424
398125,,555.3485977649689,,4194,,1763260611.8631227,,,,500.0,,,500.0,
398625,,555.8614575862885,,4199,,1763260612.3759825,,,,500.0,,,500.0,
401152,3.2289884984493256e-05,558.4421582221985,752.0,4224,-0.0009455280378460884,1763260614.9566832,385.8893737792969,5.937019886914641e-05,-4.947185516357422e-05,,0.0,0.00033514201641082764,,0.511259138584137
401664,1.7156824469566345e-05,558.9779229164124,752.0,4229,0.00012658163905143738,1763260615.4924479,245.6966094970703,5.9062978834845126e-05,-2.7060508728027344e-05,,0.0,0.0012717284262180328,,0.5551274418830872
403125,,560.4114067554474,,4243,,1763260616.9259317,,,,500.0,,,500.0,
403456,5.623791366815567e-05,560.7754762172699,753.0,4246,-0.0007676715031266212,1763260617.2900012,0.0004888462135568261,5.798771235276945e-05,-0.014920234680175781,,0.0,-0.0007617548108100891,,0.5912391543388367
403968,4.291161894798279e-05,561.3228442668915,753.0,4252,-0.0003825221210718155,1763260617.8373692,0.003724070033058524,5.768049231846817e-05,-0.1651139259338379,,0.0,0.00033996906131505966,,0.5406633615493774
404224,8.218921720981598e-05,561.5690677165985,753.0,4254,-0.0006807520985603333,1763260618.0835927,0.000659788609482348,5.752688230131753e-05,-0.1372774839401245,,0.0,-0.0011898651719093323,,0.5697789788246155
404281,,561.5997800827026,,4255,,1763260618.114305,,,,500.0,,,500.0,
406144,7.828231900930405e-05,563.5457532405853,754.0,4273,-0.0007786350324749947,1763260620.0602782,0.0007530910661444068,5.6374807172687724e-05,0.07066994905471802,,0.0,0.0014414861798286438,,0.5405076146125793
406304,,563.7023973464966,,4276,,1763260620.2169223,,,,23.0,,,23.0,
406384,,563.7420876026154,,4277,,1763260620.2566125,,,,80.0,,,80.0,
406400,5.21540641784668e-06,563.8557786941528,754.0,4278,-0.00046197324991226196,1763260620.3703036,639.7882690429688,5.6221197155537084e-05,9.000301361083984e-06,,0.0,0.0002275034785270691,,0.5164573788642883
407424,2.8945505619049072e-06,564.9114670753479,754.0,4288,0.00037528201937675476,1763260621.425992,295.09088134765625,5.560675708693452e-05,-3.5762786865234375e-06,,0.0,-0.0005487129092216492,,0.5354324579238892
407680,4.641246050596237e-05,565.1840710639954,754.0,4290,-0.0006700428202748299,1763260621.698596,0.0005645094206556678,5.545315070776269e-05,-0.00845491886138916,,0.0,-0.0015127435326576233,,0.5740448236465454
407884,,565.326577425003,,4292,,1763260621.8411024,,,,500.0,,,500.0,
410112,1.744180917739868e-05,567.6812381744385,755.0,4314,-0.00096876360476017,1763260624.195763,0.0021827872842550278,5.3993855544831604e-05,0.017180681228637695,,0.0,-0.0003541707992553711,,0.5342544317245483
410496,6.576068699359894e-06,568.0772359371185,756.0,4318,7.11074098944664e-05,1763260624.5917609,222.2124786376953,5.376344051910564e-05,8.881092071533203e-06,,0.0,0.00041870400309562683,,0.5675595998764038
413184,4.659034311771393e-05,570.8804595470428,757.0,4346,-0.0005020219832658768,1763260627.3949845,0.003285136306658387,5.2150538977002725e-05,0.03332662582397461,,0.0,-0.0022195950150489807,,0.5835202932357788
415212,,572.9722032546997,,4366,,1763260629.4867282,,,,500.0,,,500.0,
415744,1.8788501620292664e-05,573.6305072307587,758.0,4372,0.0002331119030714035,1763260630.1450322,174.98709106445312,5.061443880549632e-05,1.4066696166992188e-05,,0.0,-3.7143006920814514e-05,,0.6052166819572449
416256,3.612600266933441e-05,574.1732699871063,758.0,4377,0.0023062434047460556,1763260630.687795,165.4718475341797,5.030721877119504e-05,9.953975677490234e-06,,0.0,-0.0003153607249259949,,0.5782971978187561
416308,,574.2052552700043,,4378,,1763260630.7197802,,,,96.0,,,96.0,
417280,7.263943552970886e-05,575.2230715751648,758.0,4387,0.0006598029285669327,1763260631.7375965,0.0008998869452625513,4.969277870259248e-05,-0.030400991439819336,,0.0,-0.0010694712400436401,,0.5900739431381226
418176,9.398069232702255e-05,576.177618265152,758.0,4396,0.0013503683730959892,1763260632.6921432,0.0008302045753225684,4.915514728054404e-05,0.023275256156921387,,0.0,-0.0021021608263254166,,0.5819872617721558
419712,4.338938742876053e-05,577.8538806438446,759.0,4413,0.0013898583129048347,1763260634.3684056,0.0027319826185703278,4.82334871776402e-05,-0.02567112445831299,,0.0,-0.004372529685497284,,0.5711311101913452
419968,6.614066660404205e-05,578.1375675201416,759.0,4415,-0.0005976464599370956,1763260634.6520925,0.0008535878150723875,4.807987716048956e-05,-0.003435373306274414,,0.0,-0.0031280145049095154,,0.5955811738967896
423936,2.2714026272296906e-05,582.140647649765,761.0,4456,-2.620462328195572e-05,1763260638.6551726,446.75042724609375,4.569892553263344e-05,1.7762184143066406e-05,,0.0,0.0016234442591667175,,0.581499457359314
425426,,583.6114032268524,,4470,,1763260640.1259282,,,,500.0,,,500.0,
426112,6.80331140756607e-05,584.3389055728912,762.0,4478,0.0024459995329380035,1763260640.8534305,0.002754801418632269,4.4393240386852995e-05,-0.01853644847869873,,0.0,-0.0016807224601507187,,0.5532734394073486
426368,6.370246410369873e-07,584.6143710613251,762.0,4480,-0.0001831110566854477,1763260641.128896,0.0009139548637904227,4.4239630369702354e-05,-0.02852940559387207,,0.0,0.00016250461339950562,,0.5393626689910889
427520,4.275701940059662e-06,585.7201833724976,762.0,4492,-0.00026475172489881516,1763260642.2347083,367.8171081542969,4.354838529252447e-05,0.00020843744277954102,,0.0,0.0014845728874206543,,0.5498201847076416
427956,,586.1117675304413,,4496,,1763260642.6262925,,,,500.0,,,500.0,
428160,3.385450690984726e-05,586.3376467227936,763.0,4498,0.0002631423994898796,1763260642.8521717,0.0024186866357922554,4.316436388762668e-05,-0.021713733673095703,,0.0,-0.0012268461287021637,,0.5684635639190674
430456,,588.526394367218,,4520,,1763260645.0409193,,,,500.0,,,500.0,
430592,2.4382025003433228e-06,588.7326400279999,764.0,4522,0.0005882401019334793,1763260645.247165,0.001921674469485879,4.170506872469559e-05,-0.043985962867736816,,0.0,0.00031466037034988403,,0.5819506645202637
430848,0.00024482887238264084,589.0092124938965,764.0,4524,0.0029396647587418556,1763260645.5237374,0.0006377662066370249,4.155145870754495e-05,-0.053900957107543945,,0.0,0.0008355826139450073,,0.4754190742969513
430956,,589.0440537929535,,4525,,1763260645.5585787,,,,500.0,,,500.0,
431104,3.757886588573456e-06,589.2464089393616,764.0,4527,0.0006691878661513329,1763260645.7609339,0.0019522692309692502,4.139784869039431e-05,-0.06768143177032471,,0.0,-0.0003370419144630432,,0.6095944046974182
431488,8.448027074337006e-06,589.634476184845,764.0,4531,-0.00012441817671060562,1763260646.1490011,0.0019815864507108927,4.116743366466835e-05,-0.020405292510986328,,0.0,0.00010786205530166626,,0.6151189804077148
431744,2.0959414541721344e-05,589.8699181079865,764.0,4533,0.0010312525555491447,1763260646.384443,0.0006633762968704104,4.101382364751771e-05,-0.15835773944854736,,0.0,0.0020152702927589417,,0.5622293949127197
431820,,589.9290680885315,,4534,,1763260646.443593,,,,500.0,,,500.0,
433843,,591.9157674312592,,4555,,1763260648.4302924,,,,500.0,,,500.0,
434432,5.627050995826721e-06,592.5187225341797,765.0,4562,-0.000558486208319664,1763260649.0332475,549.6174926757812,3.940092210541479e-05,-1.1444091796875e-05,,0.0,-0.0016475319862365723,,0.6017109155654907
435840,3.2014213502407074e-05,593.9198298454285,766.0,4576,0.001825348474085331,1763260650.4343548,0.0006216763867996633,3.855606701108627e-05,0.2418956756591797,,0.0,-0.0015084780752658844,,0.5157822370529175
439296,1.889001578092575e-05,597.3729684352875,767.0,4613,-0.0001432923600077629,1763260653.8874934,0.002293298253789544,3.648233541753143e-05,0.06158447265625,,0.0,-0.0012991875410079956,,0.600537121295929
440448,7.653608918190002e-06,598.5105023384094,768.0,4626,-0.0007904171943664551,1763260655.0250273,215.36468505859375,3.579109034035355e-05,-0.00010418891906738281,,0.0,5.050003528594971e-05,,0.590973436832428
441344,9.511597454547882e-06,599.4141857624054,768.0,4635,0.0005866950377821922,1763260655.9287107,0.0013418084708973765,3.525345528032631e-05,-0.09260106086730957,,0.0,-0.0010411888360977173,,0.6076555252075195
441856,3.1311064958572388e-06,599.9665443897247,768.0,4641,-0.000345766544342041,1763260656.4810693,0.003086305456236005,3.4946235246025026e-05,-0.018402934074401855,,0.0,0.0001535750925540924,,0.6253834962844849
442240,1.535937190055847e-05,600.3320569992065,768.0,4644,-0.0004935059696435928,1763260656.846582,0.0032777218148112297,3.4715820220299065e-05,-0.04889953136444092,,0.0,-0.0004644729197025299,,0.6122249364852905
443904,4.787929356098175e-06,602.0205764770508,769.0,4661,-0.0001685814931988716,1763260658.5351014,0.0017316150479018688,3.371735874679871e-05,-0.12989962100982666,,0.0,0.0007284879684448242,,0.5973559021949768
445184,3.7243589758872986e-05,603.3390626907349,770.0,4675,0.0005780477076768875,1763260659.8535876,0.0023330203257501125,3.2949308661045507e-05,-0.2703760862350464,,0.0,-0.0005943682044744492,,0.6020676493644714
446720,1.842901110649109e-05,604.8794555664062,770.0,4691,-0.000214308500289917,1763260661.3939805,0.0017289340030401945,3.2027648558141664e-05,-0.5170396566390991,,0.0,-0.0004805084317922592,,0.6330795884132385
448512,8.440576493740082e-06,606.6869859695435,771.0,4709,-0.0012010028585791588,1763260663.201511,126.13571166992188,3.095238207606599e-05,-5.1140785217285156e-05,,0.0,-6.033480167388916e-05,,0.6313586235046387
448896,5.523674190044403e-06,607.0711848735809,771.0,4713,-0.000751974992454052,1763260663.5857098,275.52752685546875,3.072196705034003e-05,-0.0002282857894897461,,0.0,-0.0002197548747062683,,0.49415117502212524
451328,5.237758159637451e-06,609.5135431289673,772.0,4738,-7.5511634349823e-06,1763260666.028068,332.6981201171875,2.9262673706398346e-05,0.0026505589485168457,,0.0,-0.000366726890206337,,0.5500169992446899
451456,2.261251211166382e-06,609.6278710365295,772.0,4739,-9.327009320259094e-05,1763260666.142396,0.002430154476314783,2.9185868697823025e-05,-0.26421499252319336,,0.0,0.0003163851797580719,,0.5812660455703735
451584,7.692724466323853e-07,609.7503311634064,772.0,4741,0.0002149716019630432,1763260666.264856,226.92758178710938,2.9109063689247705e-05,0.0006641745567321777,,0.0,1.691281795501709e-05,,0.5163007974624634
451840,2.2132880985736847e-05,609.9818449020386,772.0,4743,0.0005738111212849617,1763260666.4963698,0.0013998261420056224,2.8955453672097065e-05,0.016658663749694824,,0.0,-0.0001625996083021164,,0.5940756797790527
452899,,610.9534866809845,,4754,,1763260667.4680116,,,,500.0,,,500.0,
454784,7.683411240577698e-07,612.7910072803497,773.0,4772,-7.375422865152359e-05,1763260669.3055322,0.0017152803484350443,2.7188940293854102e-05,-0.39782190322875977,,0.0,-0.00028227269649505615,,0.5666515827178955
456064,7.062219083309174e-06,614.0407283306122,774.0,4786,-0.0008385190740227699,1763260670.5552533,0.0022371383383870125,2.64208902081009e-05,0.16023212671279907,,0.0,-0.0001868540421128273,,0.5952520370483398
456192,2.300366759300232e-06,614.1510763168335,774.0,4787,-7.45430588722229e-05,1763260670.6656013,0.0015088713262230158,2.634408519952558e-05,-0.6369588375091553,,0.0,-0.0007639974355697632,,0.6131716966629028
456245,,614.1782279014587,,4788,,1763260670.6927528,,,,322.0,,,322.0,
457088,1.0707415640354156e-05,615.0171179771423,774.0,4796,-9.578187018632889e-05,1763260671.531643,0.0015059328870847821,2.580645195848774e-05,-0.26081061363220215,,0.0,-0.001028452068567276,,0.5933583974838257
457344,4.111789166927338e-06,615.2675814628601,775.0,4799,0.0002504521980881691,1763260671.7821064,66.15396118164062,2.56528419413371e-05,-0.00017964839935302734,,0.0,0.0007319711148738861,,0.5926969051361084
458112,2.030283212661743e-06,616.0217785835266,775.0,4806,-0.0005459189414978027,1763260672.5363035,0.001444888417609036,2.519201188988518e-05,-1.0344133377075195,,0.0,0.00014840811491012573,,0.5647413730621338
458368,2.1317973732948303e-06,616.2492969036102,775.0,4809,-0.0008449917659163475,1763260672.7638218,151.6272430419922,2.503840187273454e-05,-0.0002739429473876953,,0.0,9.384192526340485e-05,,0.5378445982933044
458752,1.0803341865539551e-07,616.5990767478943,775.0,4813,0.00018858909606933594,1763260673.1136017,202.18215942382812,2.480798684700858e-05,-0.0003331899642944336,,0.0,-4.737824201583862e-05,,0.5959692001342773
462464,2.2426247596740723e-06,620.069432258606,777.0,4851,1.914799213409424e-06,1763260676.5839572,96.66934967041016,2.25806452363031e-05,2.193450927734375e-05,,0.0,0.0003607720136642456,,0.5314650535583496
462540,,620.0996112823486,,4852,,1763260676.6141362,,,,163.0,,,163.0,
463232,3.66847962141037e-06,620.7506058216095,777.0,4859,0.00019545946270227432,1763260677.2651308,0.002191033912822604,2.2119815184851177e-05,-0.3109647035598755,,0.0,0.0003286898136138916,,0.6019149422645569
464128,2.1513551473617554e-06,621.5625512599945,778.0,4868,0.0004806406795978546,1763260678.0770762,526.7393188476562,2.158218194381334e-05,-0.0002155303955078125,,0.0,-0.00059475377202034,,0.6025235056877136
464768,1.0786578059196472e-05,622.1450102329254,778.0,4874,-0.001632094383239746,1763260678.6595352,0.0021517325658351183,2.1198156900936738e-05,-2.7253646850585938,,0.0,-0.0011878605000674725,,0.5635290741920471
465152,1.5934929251670837e-06,622.480162858963,778.0,4878,-0.0006235679611563683,1763260678.9946878,420.70037841796875,2.0967741875210777e-05,-0.00024950504302978516,,0.0,-0.00020575523376464844,,0.5779756307601929
465540,,622.8168337345123,,4882,,1763260679.3313587,,,,500.0,,,500.0,
468864,2.9690563678741455e-06,625.8083789348602,780.0,4915,-7.013976573944092e-05,1763260682.3229039,0.0011690768878906965,1.8740400264505297e-05,-0.18465971946716309,,0.0,-0.00036742351949214935,,0.5815826058387756
469248,1.344829797744751e-06,626.1448333263397,780.0,4920,-9.000301361083984e-05,1763260682.6593583,0.0015038049314171076,1.8509985238779336e-05,-0.5696269273757935,,0.0,-7.589906454086304e-05,,0.5826919078826904
470400,2.650544047355652e-06,627.1837286949158,781.0,4932,-0.00018404237926006317,1763260683.6982536,0.001488148933276534,1.7818740161601454e-05,0.07566577196121216,,0.0,0.0004470609128475189,,0.5745788216590881
470528,1.3528391718864441e-05,627.3207035064697,781.0,4933,-0.0004606768488883972,1763260683.8352284,0.001158741069957614,1.7741935153026134e-05,-0.09477126598358154,,0.0,-0.00030102580785751343,,0.6028727293014526
471069,,627.783908367157,,4939,,1763260684.2984333,,,,500.0,,,500.0,
471808,4.980526864528656e-05,628.471113204956,782.0,4946,0.0017361249774694443,1763260684.9856381,0.001832626760005951,1.6973886886262335e-05,-0.12392175197601318,,0.0,-0.006198406219482422,,0.5709384083747864
472569,,629.0696954727173,,4953,,1763260685.5842204,,,,500.0,,,500.0,
473069,,629.5448365211487,,4958,,1763260686.0593615,,,,500.0,,,500.0,
473569,,629.985631942749,,4963,,1763260686.5001569,,,,500.0,,,500.0,
474368,4.98257577419281e-07,630.7685108184814,783.0,4971,9.91160050034523e-05,1763260687.2830358,0.0012517297873273492,1.5437788533745334e-05,-0.9370986223220825,,0.0,-0.00022771209478378296,,0.5847886204719543
474496,3.6442652344703674e-06,630.8774201869965,783.0,4972,7.702969014644623e-06,1763260687.3919451,0.0013721315190196037,1.5360983525170013e-05,-0.017143726348876953,,0.0,-0.00032392656430602074,,0.5448147654533386
475069,,631.3445768356323,,4978,,1763260687.8591018,,,,500.0,,,500.0,
475392,9.668059647083282e-06,631.6870810985565,783.0,4981,-0.00047238077968358994,1763260688.201606,0.0012858795234933496,1.4823348465142772e-05,-0.1421830654144287,,0.0,-0.002555660903453827,,0.5361385941505432
476160,1.0756775736808777e-06,632.3514196872711,784.0,4989,6.609130650758743e-05,1763260688.8659446,209.97256469726562,1.4362519323185552e-05,-6.23464584350586e-05,,0.0,0.0001347605139017105,,0.599948525428772
476672,1.708976924419403e-06,632.8340740203857,784.0,4994,0.00024428684264421463,1763260689.348599,124.80109405517578,1.4055299288884271e-05,0.000471651554107666,,0.0,-0.00033315643668174744,,0.5876649618148804
478080,7.404014468193054e-07,634.0843276977539,785.0,5008,-0.0004319706931710243,1763260690.5988526,239.65057373046875,1.321044510405045e-05,-2.9087066650390625e-05,,0.0,-0.00014818832278251648,,0.5892322659492493
478592,5.401670932769775e-07,634.5262916088104,785.0,5013,0.0001354757696390152,1763260691.0408165,331.71795654296875,1.290322597924387e-05,0.0008900761604309082,,0.0,0.00017330795526504517,,0.5581428408622742
478848,8.651986718177795e-07,634.7846901416779,785.0,5015,4.5563094317913055e-05,1763260691.299215,0.0010412351693958044,1.274961596209323e-05,-0.16398775577545166,,0.0,4.9989670515060425e-05,,0.5855070352554321
481152,4.4051557779312134e-07,636.904538154602,786.0,5039,-5.469750612974167e-05,1763260693.419063,86.224609375,1.136712762672687e-05,-0.00018703937530517578,,0.0,0.00028629228472709656,,0.5851581692695618
