global_step,losses/approx_kl,_runtime,charts/SPS,_step,losses/old_approx_kl,_timestamp,losses/value_loss,charts/learning_rate,losses/explained_variance,charts/episodic_return,losses/clipfrac,losses/policy_loss,charts/episodic_length,losses/entropy
164224,0.0002087140455842018,291.785968542099,616.0,1873,-0.004541662521660328,1763260348.3004935,0.00020200543804094195,0.00020153609511908144,-0.0740959644317627,,0.0,0.005668647587299347,,0.5269500017166138
164608,0.00032599084079265594,292.1988892555237,616.0,1877,-0.0012664422392845154,1763260348.7134142,0.0037355544045567513,0.00020130568009335548,-0.02611696720123291,,0.0,-0.0023246072232723236,,0.49353450536727905
165504,0.0007102722302079201,293.193284034729,617.0,1886,-0.005922350101172924,1763260349.707809,0.0003302592667751014,0.00020076804503332824,-0.2569543123245239,,0.0,-0.003590300679206848,,0.4800543785095215
166400,6.527919322252274e-05,294.52865052223206,617.0,1895,-0.0005419673398137093,1763260351.0431755,0.004317419603466988,0.000200230409973301,-0.04950106143951416,,0.0,0.0016498686745762825,,0.5330499410629272
167190,,295.6685893535614,,1903,,1763260352.1831143,,,,500.0,,,500.0,
167552,0.0018947133794426918,296.1635172367096,618.0,1906,-0.010578311048448086,1763260352.6780422,0.00012980253086425364,0.0001995391648961231,-0.08836936950683594,,0.001953125,0.0077007608488202095,,0.4944216310977936
168704,0.00029378291219472885,297.9234766960144,618.0,1918,-0.0021238187327980995,1763260354.4380016,357.5655212402344,0.00019884791981894523,-4.6133995056152344e-05,,0.0,-0.0036626458168029785,,0.5271798372268677
168960,0.0017643170431256294,298.2891173362732,618.0,1920,0.014914024621248245,1763260354.8036423,0.00022632969194091856,0.0001986943098017946,-0.03862571716308594,,0.0,-0.019079037010669708,,0.5410836935043335
171520,0.0007280753925442696,301.9046130180359,619.0,1945,-0.0038932664319872856,1763260358.419138,0.00014873131294734776,0.0001971582241822034,0.06176173686981201,,0.0,-0.002257630228996277,,0.49396997690200806
172928,0.0002112817019224167,303.42351150512695,621.0,1959,0.0020808354020118713,1763260359.9380364,0.004322546534240246,0.0001963133690878749,0.2330244779586792,,0.0,0.0019006170332431793,,0.5128248929977417
174336,0.0001962697133421898,304.933922290802,623.0,1973,0.0009182849898934364,1763260361.4484472,0.0038476104382425547,0.00019546851399354637,-0.13375437259674072,,0.0,-0.002136237919330597,,0.5336399078369141
175616,0.0004772413522005081,306.7724311351776,623.0,1985,0.011996811255812645,1763260363.286956,0.0001350213133264333,0.00019470046390779316,0.023066401481628418,,0.0,0.003158189356327057,,0.6235279440879822
176190,,307.6247742176056,,1991,,1763260364.1392992,,,,500.0,,,500.0,
177280,0.001023443415760994,309.3500008583069,623.0,2002,-0.0011986847966909409,1763260365.8645258,0.006297146901488304,0.000193701998796314,0.047967374324798584,,0.0,0.01894763670861721,,0.5267830491065979
177792,0.00026588980108499527,310.0623240470886,624.0,2007,-0.002527383156120777,1763260366.576849,0.004073045216500759,0.00019339477876201272,-0.05982851982116699,,0.0,0.0008890777826309204,,0.5926870107650757
178571,,311.1424608230591,,2016,,1763260367.6569858,,,,372.0,,,372.0,
178866,,311.43778896331787,,2019,,1763260367.952314,,,,295.0,,,295.0,
179366,,311.9697597026825,,2024,,1763260368.4842846,,,,500.0,,,500.0,
179712,0.0004771370440721512,312.3435733318329,625.0,2027,-0.004754345864057541,1763260368.8580983,0.0005449524614959955,0.00019224270363338292,-1.358609676361084,,0.0,-0.0034325141459703445,,0.5252669453620911
179866,,312.5131492614746,,2029,,1763260369.0276742,,,,500.0,,,500.0,
180366,,313.04420161247253,,2034,,1763260369.5587265,,,,500.0,,,500.0,
181504,0.0021490445360541344,314.28178906440735,627.0,2045,0.0024063503369688988,1763260370.796314,0.005191844888031483,0.00019116743351332843,-0.7827242612838745,,0.0,-0.013218702748417854,,0.4765428900718689
182144,0.0023050177842378616,314.92921566963196,628.0,2051,-0.003532255068421364,1763260371.4437406,0.0002928365720435977,0.00019078340847045183,-0.4659769535064697,,0.0,0.005272701382637024,,0.49332404136657715
182272,0.00012013688683509827,315.04663348197937,628.0,2052,0.005961757153272629,1763260371.5611584,0.0008195227710530162,0.0001907066034618765,-1.8638277053833008,,0.0,0.0024620280601084232,,0.45147281885147095
184064,0.0010802317410707474,316.908314704895,630.0,2070,0.0034858547151088715,1763260373.4228396,0.003987278789281845,0.00018963133334182203,0.12081253528594971,,0.0,-0.007812920957803726,,0.4827919006347656
184704,0.0005163867026567459,317.5881652832031,631.0,2076,-0.005543949082493782,1763260374.1026902,0.00029696416459046304,0.00018924730829894543,-0.12462759017944336,,0.0,-0.01188180223107338,,0.5512291789054871
186368,0.0005015088245272636,319.30088663101196,633.0,2093,-0.004087398760020733,1763260375.8154116,275.71844482421875,0.00018824884318746626,0.00021195411682128906,,0.0,-0.008881516754627228,,0.5323590040206909
186496,0.0016174046322703362,319.49897718429565,633.0,2094,0.018339382484555244,1763260376.0135021,0.005669846665114164,0.00018817203817889094,0.22587811946868896,,0.0,-0.0013903602957725525,,0.4083985388278961
188866,,322.6226255893707,,2117,,1763260379.1371505,,,,500.0,,,500.0,
191360,0.00014137569814920425,325.38122510910034,637.0,2141,-0.0013301791623234749,1763260381.89575,0.00019554642494767904,0.000185253462404944,-0.21736526489257812,,0.0,0.0022800490260124207,,0.5095937252044678
191866,,326.0631477832794,,2146,,1763260382.5776727,,,,500.0,,,500.0,
191872,0.00010964367538690567,326.2577266693115,637.0,2147,-0.0009509017691016197,1763260382.7722516,446.62554931640625,0.00018494624237064272,3.135204315185547e-05,,0.0,0.00047354400157928467,,0.5217181444168091
192000,0.00026401225477457047,326.4485864639282,637.0,2148,0.0037902696058154106,1763260382.9631114,0.0038115852512419224,0.0001848694373620674,-0.07114028930664062,,0.0,-0.0006566047668457031,,0.5089912414550781
192768,0.0007676677778363228,327.64749097824097,637.0,2155,-0.0005898447707295418,1763260384.162016,8.808336860965937e-05,0.00018440860731061548,-0.432293176651001,,0.0,-0.0005155950784683228,,0.5632642507553101
194432,0.00030558276921510696,330.1605055332184,637.0,2172,0.006719612516462803,1763260386.6750305,0.005001816898584366,0.00018341014219913632,0.06050121784210205,,0.0,-0.008516892790794373,,0.5736691355705261
195749,,332.00644969940186,,2185,,1763260388.5209746,,,,500.0,,,500.0,
196480,0.0007024798542261124,333.057701587677,638.0,2192,0.0058535560965538025,1763260389.5722265,0.00646478496491909,0.0001821812620619312,-0.03208482265472412,,0.0,-0.011262722313404083,,0.5115178823471069
197120,0.0005499972030520439,333.7280833721161,638.0,2198,-0.0001504821702837944,1763260390.2426083,0.00011994459782727063,0.0001817972370190546,-0.06534898281097412,,0.0,-0.0073807090520858765,,0.5869302153587341
197248,0.0016466975212097168,333.84914660453796,639.0,2199,-0.0018981397151947021,1763260390.3636715,0.00019460386829450727,0.00018172043201047927,-0.01336824893951416,,0.0,-0.009270500391721725,,0.5962785482406616
198400,0.0008843233808875084,335.0737919807434,640.0,2211,0.004352551884949207,1763260391.588317,0.004388504195958376,0.0001810291869333014,-0.033798813819885254,,0.0,-0.007098548114299774,,0.5683360695838928
198749,,335.3934381008148,,2214,,1763260391.907963,,,,500.0,,,500.0,
199296,2.6375986635684967e-05,336.0108571052551,641.0,2220,-0.001686212606728077,1763260392.525382,382.78216552734375,0.00018049155187327415,-0.0001804828643798828,,0.0,-0.0007576197385787964,,0.5145888924598694
199552,0.0021981997415423393,336.29772305488586,641.0,2223,0.0052016740664839745,1763260392.812248,0.0037162320222705603,0.0001803379418561235,-0.006019115447998047,,0.0,-0.02826513722538948,,0.5590026378631592
199808,0.004636730067431927,336.63740062713623,641.0,2225,-0.0015761693939566612,1763260393.1519256,0.0001625513395993039,0.00018018433183897287,-0.11295342445373535,,0.013671875,-0.01784387044608593,,0.5707724094390869
199890,,336.6832842826843,,2226,,1763260393.1978092,,,,500.0,,,500.0,
199936,0.0006364872679114342,336.86041235923767,641.0,2227,-0.0034265806898474693,1763260393.3749373,155.33877563476562,0.00018010752683039755,-9.751319885253906e-05,,0.00390625,0.009625405073165894,,0.5611183643341064
200320,0.0033736564218997955,337.5232722759247,641.0,2231,0.028177564963698387,1763260394.0377972,0.0006199317867867649,0.00017987711180467159,0.14085960388183594,,0.017578125,-0.0010926760733127594,,0.47824302315711975
200704,0.0006415639072656631,338.12396216392517,641.0,2235,0.011374734342098236,1763260394.638487,0.0004499332862906158,0.00017964669677894562,-0.10450196266174316,,0.0,-0.0027025528252124786,,0.5289987921714783
201216,0.0009997515007853508,338.8937749862671,641.0,2241,0.011318550445139408,1763260395.4083,203.2574462890625,0.00017933947674464434,0.009647369384765625,,0.0,0.004215337336063385,,0.5166991949081421
201984,0.005307194776833057,339.8075895309448,642.0,2248,-0.008835195563733578,1763260396.3221145,0.0002703195787034929,0.00017887864669319242,-2.447690963745117,,0.001953125,-0.008477894589304924,,0.5163331627845764
202112,0.0009081065654754639,339.9475197792053,642.0,2250,0.00892651453614235,1763260396.4620447,233.5484619140625,0.0001788018416846171,-0.00014019012451171875,,0.0,0.0038744229823350906,,0.5588659048080444
202496,0.0037088897079229355,340.3082232475281,642.0,2253,-0.007762523368000984,1763260396.8227482,0.00041987095028162,0.00017857142665889114,-1.6863031387329102,,0.001953125,-0.01621873863041401,,0.43192258477211
204416,0.000570196658372879,342.36887288093567,644.0,2272,0.0056572724133729935,1763260398.8833978,0.0003123104106634855,0.00017741935153026134,0.3128674626350403,,0.0,-0.004720509052276611,,0.4219810664653778
205184,4.814472049474716e-05,343.1632797718048,645.0,2280,0.0005674539133906364,1763260399.6778047,364.4161682128906,0.00017695852147880942,-3.6835670471191406e-05,,0.0,0.000512097030878067,,0.46873021125793457
206720,6.917770951986313e-05,344.7927451133728,646.0,2295,-0.0015101870521903038,1763260401.30727,262.1824035644531,0.00017603686137590557,-1.0728836059570312e-05,,0.0,-0.0011547841131687164,,0.43322575092315674
207101,,345.0982654094696,,2298,,1763260401.6127903,,,,500.0,,,500.0,
208256,0.0009439503774046898,346.4116880893707,648.0,2310,-0.011545435525476933,1763260402.926213,0.0045509012416005135,0.00017511520127300173,-0.7909133434295654,,0.0,-0.012365061789751053,,0.40956592559814453
208512,0.0002990560606122017,346.64707684516907,648.0,2312,-0.00010534096509218216,1763260403.1616018,0.0002711941779125482,0.0001749615912558511,-1.1823420524597168,,0.0,-0.0047940341755747795,,0.42558521032333374
209101,,347.179324388504,,2318,,1763260403.6938493,,,,500.0,,,500.0,
209536,0.0027916841208934784,347.66189551353455,649.0,2322,0.01502428762614727,1763260404.1764205,9.303510887548327e-05,0.00017434715118724853,-0.11578559875488281,,0.00390625,-0.012183800339698792,,0.4481951594352722
209664,0.000613492913544178,347.78842329978943,649.0,2324,0.006634770892560482,1763260404.3029482,240.01487731933594,0.0001742703461786732,-7.665157318115234e-05,,0.0,-0.01388123631477356,,0.4222741723060608
210176,0.0002008192241191864,348.3019723892212,650.0,2329,0.001988757401704788,1763260404.8164973,320.794677734375,0.00017396314069628716,-0.00013637542724609375,,0.0,0.001512635499238968,,0.5306217670440674
211200,0.0009973002597689629,349.3342709541321,651.0,2339,-0.0034657837823033333,1763260405.848796,100.77177429199219,0.0001733487006276846,0.0002970695495605469,,0.0,0.020416364073753357,,0.45735466480255127
211601,,349.9261853694916,,2343,,1763260406.4407103,,,,500.0,,,500.0,
212101,,350.72326827049255,,2348,,1763260407.2377932,,,,500.0,,,500.0,
212736,0.00020751357078552246,351.71156668663025,651.0,2354,-0.00535653717815876,1763260408.2260916,0.0035263989120721817,0.00017242704052478075,-0.9871896505355835,,0.0,-0.0004254765808582306,,0.47216635942459106
213632,0.0001509329304099083,353.1150186061859,651.0,2363,0.0019891327247023582,1763260409.6295435,108.47816467285156,0.0001718894054647535,0.0006196498870849609,,0.0,0.0013376204296946526,,0.4463764727115631
216320,0.00018528476357460022,357.3490357398987,651.0,2389,0.0029812343418598175,1763260413.8635607,0.0041700564324855804,0.00017027650028467178,-0.12831628322601318,,0.0,0.001472126692533493,,0.49981462955474854
216832,0.00028342846781015396,358.1413598060608,651.0,2394,-0.0018941247835755348,1763260414.6558847,0.0045848446898162365,0.0001699692802503705,0.01601588726043701,,0.0,0.005135135725140572,,0.46254491806030273
220101,,362.2397301197052,,2426,,1763260418.754255,,,,500.0,,,500.0,
220544,0.00020628049969673157,362.7165105342865,653.0,2430,0.00462290458381176,1763260419.2310355,5.376262924983166e-05,0.00016774193500168622,-0.17076897621154785,,0.0,0.0001281946897506714,,0.4975810945034027
222464,0.0020335419103503227,364.69334506988525,655.0,2449,0.00998462364077568,1763260421.20787,0.00013210764154791832,0.0001665898598730564,-0.09294509887695312,,0.005859375,-0.01999674364924431,,0.6047933101654053
224101,,366.8035035133362,,2465,,1763260423.3180285,,,,500.0,,,500.0,
226688,0.000402192585170269,370.9592430591583,655.0,2491,-0.005522997118532658,1763260427.473768,0.0011650529922917485,0.00016405529459007084,-0.4478585720062256,,0.0,-7.844716310501099e-05,,0.6171360015869141
226944,5.987193435430527e-05,371.39940786361694,655.0,2493,-0.002017832361161709,1763260427.9139328,244.51206970214844,0.0001639016845729202,-6.80685043334961e-05,500.0,0.0,0.001900920644402504,500.0,0.5991849899291992
228352,0.000305849127471447,373.52167105674744,655.0,2506,-0.007423321716487408,1763260430.036196,0.0001408959797117859,0.00016305682947859168,-0.41381728649139404,,0.0,0.0007490664720535278,,0.6075992584228516
229120,0.00012601446360349655,374.8155949115753,655.0,2514,-0.001961315982043743,1763260431.3301198,0.004166388418525457,0.00016259599942713976,0.05149811506271362,,0.0,-0.00452147051692009,,0.520605206489563
229248,8.662696927785873e-05,375.0161941051483,655.0,2515,-0.0014242203906178474,1763260431.530719,0.00019717580289579928,0.00016251919441856444,-0.025485515594482422,,0.0,0.005057811737060547,,0.5402511954307556
229760,0.0008431468158960342,375.840190410614,655.0,2520,-0.0021916814148426056,1763260432.3547153,6.444656901294366e-05,0.00016221197438426316,-0.2694162130355835,,0.0,0.00415998138487339,,0.5511620044708252
231040,0.0002731950953602791,377.893107175827,655.0,2533,-0.004944915883243084,1763260434.407632,165.57333374023438,0.00016144393885042518,-0.0001531839370727539,,0.0,0.00010405480861663818,,0.5539577603340149
231808,0.00014852918684482574,379.13554310798645,654.0,2540,0.004773423075675964,1763260435.650068,0.0007082977681420743,0.00016098310879897326,0.33622729778289795,,0.0,-0.0020649097859859467,,0.5229988098144531
232448,0.00022484175860881805,380.2117614746094,654.0,2547,-0.0011987481266260147,1763260436.7262864,205.60067749023438,0.00016059908375609666,-0.00033473968505859375,,0.0,-0.002365831285715103,,0.5104714035987854
234880,0.0026335082948207855,384.048947095871,654.0,2570,0.023038387298583984,1763260440.563472,0.0001265046448679641,0.00015913978859316558,-0.01109468936920166,,0.00390625,0.00463466439396143,,0.5182844996452332
234944,,384.0838978290558,,2571,,1763260440.5984228,,,,500.0,,,500.0,
235444,,384.6282618045807,,2576,,1763260441.1427867,,,,500.0,,,500.0,
235520,0.0001698266714811325,384.7416591644287,655.0,2577,-0.003514351323246956,1763260441.256184,154.7894287109375,0.00015875576355028898,-3.2186508178710938e-06,,0.0,0.0017885342240333557,,0.491371214389801
238720,0.0006539737805724144,388.1760835647583,657.0,2608,-0.008943918161094189,1763260444.6906085,0.00013123889220878482,0.00015683563833590597,-0.07442355155944824,,0.0,-0.004679284989833832,,0.5353453755378723
238944,,388.3298726081848,,2610,,1763260444.8443975,,,,500.0,,,500.0,
240944,,390.4537959098816,,2630,,1763260446.9683208,,,,500.0,,,500.0,
241536,0.00017534755170345306,391.08472180366516,660.0,2636,0.005032530054450035,1763260447.5992467,321.7625427246094,0.00015514592814724892,-0.00010502338409423828,,0.0,0.003558443859219551,,0.5300548076629639
242560,0.00043871160596609116,392.153760433197,661.0,2646,-0.0013315631076693535,1763260448.6682854,257.5621032714844,0.00015453148807864636,0.0002447962760925293,,0.0,-0.0027521438896656036,,0.48283877968788147
242688,4.3132342398166656e-05,392.3058183193207,661.0,2647,0.0015774769708514214,1763260448.8203433,0.002845167648047209,0.00015445468307007104,0.061062514781951904,,0.0,-0.0005618184804916382,,0.5679624080657959
242816,0.0003900723531842232,392.42386627197266,661.0,2648,0.007871103473007679,1763260448.9383912,0.0002237198204966262,0.00015437787806149572,-0.024803757667541504,,0.0,-0.0035001933574676514,,0.4962175190448761
244944,,394.59422755241394,,2668,,1763260451.1087525,,,,500.0,,,500.0,
245444,,395.1068968772888,,2673,,1763260451.6214218,,,,500.0,,,500.0,
246400,5.453824996948242e-06,396.15772104263306,664.0,2683,0.00033370964229106903,1763260452.672246,0.003341884817928076,0.00015222733782138675,0.035652756690979004,,0.0,-0.0006605088710784912,,0.4847836494445801
246784,0.0003372328355908394,396.55899024009705,664.0,2687,-0.008647018112242222,1763260453.0735152,291.6475524902344,0.0001519969227956608,-0.0001112222671508789,,0.0,-0.003045540302991867,,0.4977276921272278
247040,0.004179430194199085,396.80592465400696,664.0,2689,-0.006730087101459503,1763260453.3204496,0.007685152813792229,0.00015184331277851015,-0.4814016819000244,,0.00390625,0.002001892775297165,,0.5370171666145325
247296,0.0006731357425451279,397.0399475097656,665.0,2692,0.0022127125412225723,1763260453.5544724,0.007190323434770107,0.0001516897027613595,-0.20215082168579102,,0.0,-0.009490560740232468,,0.45299509167671204
251392,0.0011380482465028763,401.50673961639404,668.0,2732,0.003355417400598526,1763260458.0212646,0.00011922900739591569,0.0001492319570388645,-0.1373809576034546,,0.0,-0.007547403685748577,,0.5721001029014587
253440,0.0004581073299050331,403.6590995788574,669.0,2752,0.0034070583060383797,1763260460.1736245,8.404799154959619e-05,0.00014800307690165937,0.02743130922317505,,0.0,0.0008125323802232742,,0.572669267654419
253824,0.0001768842339515686,404.1096887588501,669.0,2757,-0.0030670054256916046,1763260460.6242137,0.003761792089790106,0.0001477726618759334,-0.7575315237045288,,0.0,0.002220921218395233,,0.5647569894790649
255360,0.0004711449146270752,405.72804522514343,671.0,2772,0.0026446226984262466,1763260462.2425702,0.003296492388471961,0.00014685100177302957,-0.051172614097595215,,0.0,-0.002340063452720642,,0.56971675157547
256384,0.001252814196050167,406.7916786670685,671.0,2782,0.017770027741789818,1763260463.3062036,0.000855735270306468,0.000146236561704427,-0.0585407018661499,,0.0,-0.014580205082893372,,0.5522363185882568
256512,0.0003796350210905075,406.91283559799194,672.0,2783,0.005623091012239456,1763260463.4273605,8.644892659503967e-05,0.00014615975669585168,-1.3045189380645752,,0.0,0.002209993079304695,,0.5560650825500488
257536,4.743412137031555e-05,407.9600296020508,672.0,2793,-0.002266712486743927,1763260464.4745545,6.527699588332325e-05,0.00014554531662724912,0.008392930030822754,,0.0,0.001738041639328003,,0.6181402206420898
260633,,411.35348558425903,,2824,,1763260467.8680105,,,,500.0,,,500.0,
262633,,413.3369896411896,,2843,,1763260469.8515146,,,,500.0,,,500.0,
264064,0.00017876829952001572,414.9295377731323,677.0,2857,0.0024317214265465736,1763260471.4440627,0.0001063115123542957,0.0001416282611899078,-0.21480417251586914,,0.0,0.0015472136437892914,,0.5936477184295654
266368,0.003327060490846634,418.36841559410095,677.0,2882,0.006062276661396027,1763260474.8829405,0.005368258338421583,0.00014024577103555202,-0.012453556060791016,,0.001953125,-0.032119497656822205,,0.5869705080986023
267194,,419.1527795791626,,2890,,1763260475.6673045,,,,500.0,,,500.0,
268928,0.0002336297184228897,421.93608808517456,677.0,2911,0.0009265337139368057,1763260478.450613,396.4300231933594,0.00013870967086404562,7.271766662597656e-05,,0.0,0.0015710555016994476,,0.6184459328651428
271232,0.0010849786922335625,424.84694647789,678.0,2935,0.001843099482357502,1763260481.3614714,0.00046897493302822113,0.00013732719526160508,0.11939603090286255,,0.0,-0.0028072483837604523,,0.5142980813980103
272640,0.00019096862524747849,426.23687529563904,679.0,2949,-0.0019965851679444313,1763260482.7514002,0.0003628009872045368,0.00013648234016727656,-0.13720357418060303,,0.0,-0.0012622401118278503,,0.5401517152786255
273792,6.676744669675827e-05,427.3669843673706,680.0,2960,0.00561456847935915,1763260483.8815093,0.0001161032123491168,0.00013579109509009868,-0.0062416791915893555,,0.0,0.0004179086536169052,,0.5808996558189392
275072,0.0007567256689071655,428.71930956840515,681.0,2975,-0.010582353919744492,1763260485.2338345,0.004596996586769819,0.00013502304500434548,-0.4861868619918823,,0.0,-0.008819818496704102,,0.5307662487030029
276352,0.0001317085698246956,430.05188035964966,682.0,2989,-0.0003043143078684807,1763260486.5664053,0.0002351493894821033,0.00013425499491859227,-0.14400875568389893,,0.0,0.0002699121832847595,,0.5952936410903931
277120,0.00037413928657770157,430.8432412147522,683.0,2997,-0.0004421332851052284,1763260487.3577662,0.004002969246357679,0.00013379416486714035,-0.1595851182937622,,0.0,0.0009572245180606842,,0.6088604927062988
278528,6.90920278429985e-05,432.2643780708313,684.0,3011,-0.0027689775452017784,1763260488.778903,0.004097693599760532,0.00013294930977281183,-0.24998855590820312,,0.0,-0.003234259784221649,,0.5765810012817383
282624,0.0010173674672842026,436.49692130088806,687.0,3051,-0.004102855920791626,1763260493.0114462,0.00016120752843562514,0.00013049154949840158,0.31168192625045776,,0.0,-0.002971448004245758,,0.5523454546928406
282841,,436.6759510040283,,3053,,1763260493.190476,,,,500.0,,,500.0,
284160,4.041008651256561e-06,438.14827489852905,688.0,3066,-0.0005159629508852959,1763260494.6627998,0.00011469600576674566,0.00012956988939549774,-0.17994046211242676,,0.0,-0.00028432533144950867,,0.5748724937438965
284544,0.00013294164091348648,438.56990361213684,688.0,3070,0.0024886587634682655,1763260495.0844285,0.003652509767562151,0.00012933947436977178,-0.5742509365081787,,0.0,-0.0010990425944328308,,0.5156471133232117
285841,,440.0181405544281,,3083,,1763260496.5326655,,,,500.0,,,500.0,
287360,0.0004233643412590027,441.6771070957184,689.0,3098,0.002038853242993355,1763260498.191632,317.05657958984375,0.00012764976418111473,-0.00020968914031982422,,0.0,-0.0013863183557987213,,0.5824917554855347
287872,1.5613622963428497e-05,442.2345361709595,690.0,3103,-0.0007190005853772163,1763260498.749061,481.2937927246094,0.00012734254414681345,-0.0001068115234375,,0.0,-0.0001001451164484024,,0.5273005962371826
290341,,444.8540825843811,,3127,,1763260501.3686075,,,,500.0,,,500.0,
290560,7.08242878317833e-05,445.09184527397156,691.0,3129,-4.7674402594566345e-06,1763260501.6063702,0.003357121255248785,0.00012572965351864696,-0.06126224994659424,,0.0,0.0016486197710037231,,0.5559503436088562
291840,5.5165961384773254e-05,446.4183075428009,692.0,3141,-0.00020083971321582794,1763260502.9328325,0.00012792427150998265,0.00012496160343289375,-0.0395740270614624,,0.0,0.0008938461542129517,,0.5731020569801331
291968,0.0005049649626016617,446.5700466632843,692.0,3143,0.0027146488428115845,1763260503.0845716,0.0008134259260259569,0.00012488479842431843,-4.410743713378906e-05,,0.0,-0.0002422034740447998,,0.5732908248901367
292341,,446.8815574645996,,3146,,1763260503.3960824,,,,500.0,,,500.0,
294740,,449.42056918144226,,3170,,1763260505.935094,,,,399.0,,,399.0,
295936,0.0009007705375552177,450.8146712779999,695.0,3183,-0.0006863372400403023,1763260507.3291962,0.0005795169854536653,0.0001225038431584835,0.00022673606872558594,,0.001953125,0.004921226762235165,,0.49319180846214294
296448,0.000384332612156868,451.3732399940491,695.0,3188,0.002180960029363632,1763260507.887765,0.00034833760582841933,0.00012219662312418222,0.350391685962677,,0.0,0.002809397876262665,,0.5376521348953247
299264,0.0005543511360883713,454.36963510513306,697.0,3217,0.002718113362789154,1763260510.88416,0.004210751038044691,0.00012050691293552518,0.6743617057800293,,0.0,0.0007789172232151031,,0.49965131282806396
300032,0.00015692319720983505,455.13773941993713,697.0,3224,-0.0015833592042326927,1763260511.6522644,0.00019562100351322442,0.00012004608288407326,0.0068721771240234375,,0.0,0.0032605938613414764,,0.5485660433769226
302336,0.00013349391520023346,457.5297112464905,699.0,3247,-0.0008665863424539566,1763260514.0442362,0.0035224980674684048,0.00011866359272971749,-0.8720552921295166,,0.0,0.001097157597541809,,0.5715542435646057
302597,,457.8124330043793,,3250,,1763260514.326958,,,,500.0,,,500.0,
302848,0.00012274272739887238,458.0491375923157,699.0,3252,0.0034456923604011536,1763260514.5636625,0.0020140549167990685,0.00011835637269541621,0.02461475133895874,,0.0,-0.0013556964695453644,,0.5726555585861206
303104,9.90554690361023e-06,458.33586287498474,699.0,3255,0.0010518413037061691,1763260514.8503878,40.13747787475586,0.00011820276267826557,1.6689300537109375e-06,,0.0,-0.0007590502500534058,,0.5367512106895447
303597,,458.78859305381775,,3259,,1763260515.303118,,,,500.0,,,500.0,
304896,0.000965057872235775,460.2493314743042,700.0,3272,0.0033891787752509117,1763260516.7638564,0.00021011261560488492,0.00011712749255821109,-0.039243221282958984,,0.0,-0.011416647583246231,,0.5558899641036987
305152,3.9490871131420135e-05,460.5205035209656,700.0,3275,0.0013855574652552605,1763260517.0350285,327.61279296875,0.00011697388981701806,-2.8252601623535156e-05,,0.0,-0.001515701413154602,,0.5091691017150879
305280,0.00045706145465373993,460.64970564842224,701.0,3276,-0.003513915464282036,1763260517.1642306,0.003988267853856087,0.00011689708480844274,-0.2520923614501953,,0.0,-0.0022253915667533875,,0.6039778590202332
307328,0.000250757671892643,462.8552632331848,702.0,3296,0.0012358417734503746,1763260519.3697882,0.0038181901909410954,0.00011566820467123762,-0.0796734094619751,,0.0,-0.00825662910938263,,0.5580174922943115
307597,,463.1079857349396,,3299,,1763260519.6225107,,,,500.0,,,500.0,
311597,,467.40101528167725,,3338,,1763260523.9155402,,,,500.0,,,500.0,
312960,0.0008350219577550888,468.9402108192444,705.0,3351,0.0006424356251955032,1763260525.4547358,0.0001917635090649128,0.00011228878429392353,0.03968876600265503,,0.0,-0.009454146027565002,,0.5429771542549133
313597,,469.53493762016296,,3357,,1763260526.0494626,,,,500.0,,,500.0,
313856,0.00047120172530412674,469.9256887435913,705.0,3360,-1.4224089682102203e-05,1763260526.4402137,0.00032364801154471934,0.00011175114923389629,-0.35768890380859375,,0.0,-0.004283241927623749,,0.5582640767097473
317696,0.00027414876967668533,474.15467977523804,707.0,3398,0.005432651378214359,1763260530.6692047,183.73471069335938,0.00010944700625259429,1.8358230590820312e-05,,0.0,-0.006602395325899124,,0.6165637969970703
318080,0.0007788268849253654,474.55124974250793,707.0,3401,0.0016215192154049873,1763260531.0657747,0.00015713015454821289,0.00010921659122686833,-0.03497588634490967,,0.0,-0.013745207339525223,,0.5828758478164673
318592,0.0003253491595387459,475.08712220191956,708.0,3406,-0.0006538955494761467,1763260531.6016471,0.00019428678206168115,0.00010890937119256705,0.5352874398231506,,0.0,-0.0020411983132362366,,0.5427676439285278
318597,,475.0955686569214,,3407,,1763260531.6100936,,,,500.0,,,500.0,
319872,0.00022897124290466309,476.42573595046997,708.0,3419,0.004971293732523918,1763260532.940261,0.0002399531367700547,0.00010814132110681385,-0.5328116416931152,,0.0,-0.0012592747807502747,,0.5628740787506104
320597,,477.12521719932556,,3426,,1763260533.6397421,,,,500.0,,,500.0,
320768,0.00014345254749059677,477.3652045726776,709.0,3428,-0.003583463840186596,1763260533.8797295,0.002907931338995695,0.0001076036860467866,-0.037332892417907715,,0.0,-5.0965696573257446e-05,,0.5922638773918152
321536,0.00015927478671073914,478.1484270095825,709.0,3435,-0.0023059435188770294,1763260534.662952,0.00024025171296671033,0.00010714285599533468,-0.7284443378448486,,0.0,-0.000687919557094574,,0.5024076104164124
322944,0.0004977751523256302,479.68767619132996,710.0,3450,-0.0032733678817749023,1763260536.2022011,0.00026944870478473604,0.00010629800090100616,-0.022117137908935547,,0.0,-0.008038952946662903,,0.5677697062492371
323072,0.0004795454442501068,479.8260455131531,710.0,3451,0.0068917348980903625,1763260536.3405704,0.00021533288236241788,0.00010622119589243084,-0.03048408031463623,,0.0,-0.003801405429840088,,0.48929834365844727
324112,,480.9485890865326,,3462,,1763260537.463114,,,,500.0,,,500.0,
