_step,_runtime,global_step,_timestamp,losses/approx_kl,losses/explained_variance,losses/old_approx_kl,losses/clipfrac,losses/policy_loss,losses/entropy,charts/learning_rate,charts/SPS,losses/value_loss,charts/episodic_length,charts/episodic_return
0,24.547523021697998,0,1763260070.8296,,,,,,,,,,,
7,25.471290588378906,128,1763260071.7533677,0.00021896511316299438,-0.0019038915634155273,-0.004315026104450226,0.0,-0.0043188780546188354,0.6929540634155273,0.0003000000142492354,1006.0,41.228187561035156,,
33,26.01067328453064,715,1763260072.2927504,,,,,,,,,,31.0,31.0
41,26.15056085586548,879,1763260072.432638,,,,,,,,,,26.0,26.0
47,26.346823692321777,1024,1763260072.6289008,0.0019349874928593636,0.04596501588821411,0.006439498625695705,0.0,-0.01126854121685028,0.6717532277107239,0.00029946237918920815,1021.0,41.843894958496094,,
64,26.85456681251526,1550,1763260073.136644,,,,,,,,,,31.0,31.0
74,27.136455535888672,1900,1763260073.4185326,,,,,,,,,,49.0,49.0
77,27.326468229293823,2048,1763260073.6085453,0.0002668313682079315,0.028855741024017334,-0.006775101646780968,0.0,-0.00029958784580230713,0.621975302696228,0.0002988479391206056,1033.0,57.4709358215332,,
88,27.790538787841797,2560,1763260074.0726159,0.006081451661884785,0.04965609312057495,-0.019527120515704155,0.00390625,0.02124786376953125,0.606414258480072,0.0002985407190863043,1046.0,54.7535285949707,,
102,28.40085482597351,3200,1763260074.682932,0.00016082264482975006,0.17150157690048218,-0.004535311833024025,0.0,0.0005465149879455566,0.6098729968070984,0.0002981566940434277,1046.0,44.52589416503906,,
104,28.422792673110962,3250,1763260074.7048697,,,,,,,,,,26.0,26.0
133,29.858567476272583,4856,1763260076.1406446,,,,,,,,,,151.0,151.0
147,30.664393663406372,5662,1763260076.9464707,,,,,,,,,,97.0,97.0
149,30.768171787261963,5760,1763260077.0502489,1.817569136619568e-05,0.06703877449035645,-0.001073269173502922,0.0,0.000961005687713623,0.5835414528846741,0.0002966205938719213,1061.0,27.918447494506836,,
150,30.777522802352905,5777,1763260077.0595999,,,,,,,,,,70.0,70.0
155,31.017491340637207,6016,1763260077.2995684,4.2743049561977386e-05,0.07798385620117188,0.0007800078019499779,0.0,-0.0021609142422676086,0.6011499166488647,0.00029646698385477066,1060.0,32.815738677978516,,
157,31.14122772216797,6144,1763260077.4233048,0.00010368973016738892,0.3064156770706177,-0.0003736726939678192,0.0,0.000141901895403862,0.6061599254608154,0.00029639017884619534,1059.0,36.85314178466797,,
172,31.986857652664185,7152,1763260078.2689347,,,,,,,,,,199.0,199.0
195,33.26563119888306,8473,1763260079.5477083,,,,,,,,,,138.0,138.0
203,33.751187801361084,9063,1763260080.0332649,,,,,,,,,,138.0,138.0
213,34.47800254821777,9736,1763260080.7600796,,,,,,,,,,210.0,210.0
217,35.012216091156006,10111,1763260081.2942932,,,,,,,,,,115.0,115.0
228,35.873727321624756,10752,1763260082.1558044,0.0006322404369711876,0.7664943933486938,0.0004735095426440239,0.0,-0.0026595182716846466,0.6172772645950317,0.0002936251985374838,1021.0,27.893728256225586,,
233,36.123080015182495,11049,1763260082.405157,,,,,,,,,,116.0,116.0
251,37.188368797302246,12160,1763260083.4704459,1.4696270227432251e-05,0.08047151565551758,-0.0010845307260751724,0.0,-0.0006735650822520256,0.6458898186683655,0.0002927803434431553,1026.0,47.983802795410156,,
259,37.6048309803009,12588,1763260083.886908,,,,,,,,,,112.0,112.0
265,37.83804368972778,12839,1763260084.1201208,,,,,,,,,,75.0,75.0
273,38.28768539428711,13316,1763260084.5697625,,,,,,,,,,121.0,121.0
274,38.33067512512207,13439,1763260084.6127522,,,,,,,,,,123.0,123.0
292,39.2836856842041,14375,1763260085.5657628,,,,,,,,,,100.0,100.0
321,41.66149139404297,16281,1763260087.9435685,,,,,,,,,,190.0,190.0
327,42.3614342212677,16768,1763260088.6435113,0.0002791481092572212,-0.008608460426330566,-0.0008669020608067513,0.0,0.00552132073789835,0.6073582172393799,0.00029001536313444376,985.0,28.37849998474121,,
330,42.72991108894348,17024,1763260089.0119882,3.250967711210251e-05,-0.05098390579223633,0.001485251821577549,0.0,0.002083282917737961,0.6194667816162109,0.0002898617531172931,979.0,29.073623657226562,,
332,42.92399573326111,17152,1763260089.2060728,0.0001344475895166397,0.3657202124595642,-0.00022176094353199005,0.0,-0.000616900622844696,0.6150283813476562,0.0002897849481087178,975.0,35.822364807128906,,
337,43.58577609062195,17664,1763260089.8678532,0.00013387948274612427,0.8919943571090698,0.001004515215754509,0.0,-0.006048794835805893,0.6313281059265137,0.0002894777280744165,968.0,18.724424362182617,,
340,43.8183696269989,17843,1763260090.1004467,,,,,,,,,,168.0,168.0
370,48.506054162979126,20224,1763260094.7881312,4.690885543823242e-05,0.17496639490127563,-0.0004599373787641525,0.0,-0.0006700977683067322,0.6245086789131165,0.0002879416279029101,873.0,22.084165573120117,,
375,49.513993978500366,20608,1763260095.796071,0.00025783292949199677,0.046439945697784424,0.004569860175251961,0.0,-0.00012042373418807983,0.5750952959060669,0.00028771121287718415,852.0,20.595203399658203,,
396,54.11585760116577,22153,1763260100.3979347,,,,,,,,,,130.0,130.0
425,59.716482400894165,24761,1763260105.9985595,,,,,,,,,,259.0,259.0
441,62.330448150634766,25856,1763260108.6125252,5.859602242708206e-05,0.8566874265670776,-0.003391665406525135,0.0,-0.00168578140437603,0.5269679427146912,0.000284562207525596,699.0,10.328808784484863,,
450,64.02170705795288,26624,1763260110.3037841,0.0002403492107987404,0.043003976345062256,-0.002286194823682308,0.0,0.00038595497608184814,0.5912439823150635,0.0002841013774741441,688.0,13.461066246032715,,
471,67.90940237045288,28416,1763260114.1914794,2.6032328605651855e-05,0.8472594618797302,0.0008576195687055588,0.0,0.001992747187614441,0.466188907623291,0.0002830261073540896,667.0,22.90831184387207,,
481,69.5632393360138,29184,1763260115.8453164,0.0003318134695291519,0.9182403087615967,-0.0018513426184654236,0.0,-0.0008149445056915283,0.553068220615387,0.0002825652773026377,659.0,10.316829681396484,,
490,71.0379958152771,29941,1763260117.320073,,,,,,,,,,232.0,232.0
504,73.55006217956543,31104,1763260119.8321393,0.0001056985929608345,0.33054840564727783,-0.0031741438433527946,0.0,0.004090193659067154,0.5841211080551147,0.0002814132021740079,645.0,8.579803466796875,,
515,75.3613634109497,32000,1763260121.6434405,4.903506487607956e-05,0.027050912380218506,-0.0016723712906241417,0.0,-0.0016938131302595139,0.5491852164268494,0.00028087556711398065,639.0,107.56660461425781,,
530,78.26421761512756,33536,1763260124.5462947,0.00031190551817417145,0.010887682437896729,-0.0064141470938920975,0.0,0.002207718789577484,0.5732019543647766,0.0002799539070110768,633.0,198.19097900390625,,
539,79.82920503616333,34432,1763260126.111282,0.00015552528202533722,0.006303846836090088,-0.0006972886621952057,0.0,-0.0023176558315753937,0.527011513710022,0.00027941627195104957,631.0,163.76040649414062,,
547,81.23100733757019,35291,1763260127.5130844,,,,,,,,,,418.0,418.0
555,82.7790379524231,36096,1763260129.061115,0.00020557548850774765,-0.0005966424942016602,-0.0012085409834980965,0.0,-0.0007300525903701782,0.5926163792610168,0.0002784178068395704,628.0,5.363644123077393,,
559,83.39323043823242,36480,1763260129.6753075,3.426428884267807e-05,0.07565128803253174,0.0014306353405117989,0.0,-0.0018225759267807007,0.5128734707832336,0.00027818739181384444,628.0,5.494875431060791,,
568,85.04119062423706,37376,1763260131.3232677,0.008549395948648453,0.04101669788360596,-0.009750718250870705,0.0703125,-0.03424081578850746,0.4843350052833557,0.0002776497567538172,626.0,46.91730880737305,,
595,90.44317674636841,39808,1763260136.7252538,0.0017134351655840874,0.7584129571914673,-0.010670109651982784,0.005859375,0.0033130794763565063,0.5558012127876282,0.00027619049069471657,611.0,3.4858264923095703,,
612,94.08743572235107,41344,1763260140.3695128,1.8380582332611084e-05,0.793938159942627,-0.00018408708274364471,0.0,-0.00018011778593063354,0.559956431388855,0.00027526883059181273,601.0,37.09294891357422,,
614,94.56847047805786,41600,1763260140.8505476,0.0008973162621259689,0.6494725346565247,-0.0008066333830356598,0.0,0.0031325817108154297,0.523665726184845,0.0002751152205746621,600.0,2.5620288848876953,,
630,97.7016613483429,43136,1763260143.9837384,0.00014491472393274307,-0.0038727521896362305,-0.0007226048037409782,0.0,-0.0028137005865573883,0.516237735748291,0.00027419356047175825,596.0,1.9187839031219482,,
636,98.92160153388977,43776,1763260145.2036786,0.009174236096441746,0.7439084053039551,0.05067085847258568,0.04296875,0.024192480370402336,0.5266803503036499,0.00027380953542888165,594.0,3.639310121536255,,
640,99.67114639282227,44160,1763260145.9532235,0.0005065342411398888,-0.04155874252319336,-1.144595444202423e-06,0.0,0.0015491321682929993,0.4899129271507263,0.0002735791204031557,594.0,1.4435820579528809,,
650,101.47901821136475,45056,1763260147.7610953,0.008267001248896122,0.44796639680862427,-0.008891521953046322,0.0703125,-0.029227420687675476,0.5756744742393494,0.00027304148534312844,591.0,141.10690307617188,,
664,104.28900194168091,46553,1763260150.571079,,,,,,,,,,500.0,500.0
684,108.10261797904968,48377,1763260154.384695,,,,,,,,,,219.0,219.0
689,109.07079744338989,48877,1763260155.3528745,,,,,,,,,,500.0,500.0
698,110.84495782852173,49738,1763260157.127035,,,,,,,,,,361.0,361.0
702,111.61550235748291,50154,1763260157.8975794,,,,,,,,,,416.0,416.0
707,112.61566209793091,50560,1763260158.8977392,1.341104507446289e-06,0.019197940826416016,-0.0003372803330421448,0.0,-0.00016741827130317688,0.5810725092887878,0.00026973886997438967,579.0,0.6708166003227234,,
729,116.91659259796143,52736,1763260163.1986697,0.000608581118285656,0.005268454551696777,-0.00011016707867383957,0.0,-0.007341980934143066,0.5670164227485657,0.00026843318482860923,575.0,0.4677833318710327,,
757,122.63647389411926,55552,1763260168.918551,0.004014752805233002,0.020829319953918457,0.004556424915790558,0.005859375,0.001690588891506195,0.5263707637786865,0.0002667434746399522,570.0,180.0915069580078,,
762,123.68549990653992,56064,1763260169.967577,0.00018029659986495972,-0.0020170211791992188,-0.003528434783220291,0.0,-0.002638150006532669,0.5331752300262451,0.0002664362546056509,570.0,289.4733581542969,,
767,124.72068285942078,56576,1763260171.00276,0.00021380186080932617,0.000601649284362793,-0.0001691710203886032,0.0,0.004081849008798599,0.5355960726737976,0.0002661290345713496,569.0,290.8673400878906,,
