losses/clipfrac,charts/episodic_length,charts/episodic_return,losses/policy_loss,losses/value_loss,_step,losses/explained_variance,losses/entropy,losses/approx_kl,_runtime,charts/SPS,global_step,_timestamp,losses/old_approx_kl,charts/learning_rate
0.0,,,0.021529875695705414,1.9499903917312622,568,-0.00040721893310546875,0.5043303966522217,0.001712399534881115,33.3767774105072,1058.0,28544,1763260045.1335015,-0.0068812258541584015,0.0002829493023455143
0.0,,,-0.013319805264472961,0.4963839650154114,595,-0.02738213539123535,0.6175121665000916,0.0005879094824194908,35.10242462158203,1062.0,30464,1763260046.8591487,-0.0008736560121178627,0.0002817972272168845
0.0,,,-0.03776750713586807,5.344193458557129,614,-0.0003153085708618164,0.5955674648284912,0.003502308391034603,36.257689476013184,1063.0,31744,1763260048.0144136,-0.019135627895593643,0.0002810291771311313
0.0,,,-0.012193255126476288,44.15668869018555,630,-0.0003485679626464844,0.5686041116714478,0.0018094927072525024,37.29413628578186,1065.0,32896,1763260049.0508604,0.004121694713830948,0.0002803379320539534
0.0,,,-0.008431525900959969,0.45790910720825195,636,-0.015253663063049316,0.5344507694244385,0.0004142792895436287,37.772379636764526,1065.0,33408,1763260049.5291038,0.008121966384351254,0.00028003071201965213
0.0,,,-0.027085885405540466,17.627748489379883,640,-9.34600830078125e-05,0.6087930202484131,0.003042866475880146,37.99568796157837,1066.0,33664,1763260049.752412,0.03380425274372101,0.0002798771020025015
0.0390625,,,0.010360106825828552,47.742759704589844,664,-0.000141143798828125,0.5412823557853699,0.007187157869338989,39.59088921546936,1068.0,35456,1763260051.3476133,-0.001778963953256607,0.000278801831882447
0.0,,,-0.0018532425165176392,0.4012238383293152,684,-0.003762960433959961,0.596713662147522,0.001074390485882759,40.94314360618591,1067.0,36864,1763260052.6998677,0.024623405188322067,0.0002779569767881185
,130.0,130.0,,,689,,,,41.18381977081299,,37161,1763260052.940544,,
0.0,,,-0.0003584735095500946,6.222991943359375,698,-0.00017690658569335938,0.627650260925293,0.0002602487802505493,41.77034282684326,1068.0,37760,1763260053.527067,0.00024176016449928284,0.00027741934172809124
0.0,,,-0.044051166623830795,0.3923967480659485,707,-0.00019049644470214844,0.6193910837173462,0.0033849235624074936,42.37456798553467,1068.0,38400,1763260054.131292,-0.011832477524876595,0.00027703531668521464
0.0,,,-0.0018305536359548569,76.61878204345703,729,-0.0002238750457763672,0.5404102206230164,0.0024545732885599136,43.92978644371033,1068.0,40064,1763260055.6865106,0.013658249750733376,0.00027603688067756593
,118.0,118.0,,,767,,,,46.50580978393555,,42701,1763260058.262534,,
,101.0,101.0,,,775,,,,46.97081804275513,,43212,1763260058.7275422,,
,138.0,138.0,,,788,,,,47.69931602478027,,43984,1763260059.4560401,,
,155.0,155.0,,,797,,,,48.30810070037842,,44627,1763260060.0648248,,
,147.0,147.0,,,806,,,,48.85223031044006,,45206,1763260060.6089544,,
,105.0,105.0,,,863,,,,52.64102005958557,,49372,1763260064.3977442,,
0.0,,,0.0015072263777256012,30.724485397338867,872,-0.00011837482452392578,0.6184185147285461,1.653376966714859e-05,53.28055214881897,1068.0,50048,1763260065.0372763,0.0008899057283997536,0.00027004609000869095
,217.0,217.0,,,876,,,,53.57242226600647,,50386,1763260065.3291464,,
,360.0,360.0,,,922,,,,57.100456953048706,,54285,1763260068.857181,,
0.0,,,0.004746198654174805,0.17535734176635742,930,-0.0016901493072509766,0.5989682078361511,0.0006533302366733551,57.79624104499817,1071.0,55040,1763260069.5529652,-0.006651720032095909,0.00026705069467425346
0.0,,,-0.008669616654515266,0.2042694091796875,938,-0.012990713119506836,0.5589405298233032,0.0004972927272319794,58.461870431900024,1072.0,55808,1763260070.2185946,-0.00626709870994091,0.00026658986462280154
0.076171875,,,-0.03449597954750061,25.3377685546875,941,-5.0067901611328125e-05,0.6126889586448669,0.004638376645743847,58.71081733703613,1072.0,56064,1763260070.4675415,0.009596035815775394,0.0002664362546056509
0.0,,,0.005074579268693924,0.2084825336933136,942,0.0004767179489135742,0.5737279653549194,0.00036601722240448,58.83660006523132,1072.0,56192,1763260070.5933242,0.0035233497619628906,0.0002663594495970756
,488.0,488.0,,,948,,,,59.32147979736328,,56830,1763260071.078204,,
0.0,,,-0.0028354544192552567,0.15281501412391663,974,-0.006446123123168945,0.6215062141418457,0.0001663900911808014,61.62274384498596,1073.0,59264,1763260073.379468,0.0005850810557603836,0.0002645161293912679
0.0,,,0.0007606372237205505,97.45865631103516,980,-6.794929504394531e-05,0.5532705783843994,5.365535616874695e-05,61.99630427360535,1073.0,59648,1763260073.7530284,-0.0006269421428442001,0.00026428571436554193
0.0,,,0.0011459644883871078,0.1846606284379959,985,-7.915496826171875e-05,0.5858115553855896,0.0002457341179251671,62.44177770614624,1073.0,60160,1763260074.1985018,-7.802154868841171e-05,0.00026397849433124065
0.0,,,-0.0034543536603450775,0.2475990653038025,995,-6.878376007080078e-05,0.5872185230255127,8.922908455133438e-05,63.352044105529785,1074.0,61184,1763260075.1087682,0.00016602035611867905,0.0002633640542626381
0.0,,,-0.0026617981493473053,0.13667325675487518,1015,-7.62939453125e-06,0.6056479215621948,0.0003314325585961342,65.07770490646362,1075.0,63104,1763260076.834429,-0.0019830456003546715,0.0002622119791340083
0.0,,,0.0035822000354528427,0.08536196500062943,1031,-0.007410526275634766,0.5067749619483948,0.00011297687888145447,66.45707106590271,1076.0,64640,1763260078.2137952,0.0053729526698589325,0.00026129031903110445
0.0,,,-0.003673035651445389,6.1797566413879395,1050,-4.100799560546875e-05,0.596782386302948,0.0005719363689422607,68.18387222290039,1077.0,66560,1763260079.9405963,-0.0015126261860132217,0.00026013824390247464
0.0,,,0.0005647949874401093,0.06749188899993896,1053,-0.005614757537841797,0.5888879299163818,0.00017034821212291718,68.40739297866821,1077.0,66816,1763260080.164117,-0.0012529194355010986,0.000259984633885324
0.0,,,0.005894087255001068,0.033746387809515,1058,-0.0028104782104492188,0.5900557041168213,0.002155267633497715,68.84868788719177,1078.0,67328,1763260080.605412,0.01515554916113615,0.0002596774138510227
0.0,,,-0.0008717961609363556,0.019901730120182037,1083,-0.017822623252868652,0.5929170250892639,7.3444098234176636e-06,71.03143167495728,1079.0,69760,1763260082.7881558,0.0008066371083259583,0.00025821811868809164
0.0,,,0.003703925758600235,0.04474024847149849,1091,-0.017470598220825195,0.5915919542312622,0.00032406672835350037,71.62919926643372,1079.0,70400,1763260083.3859234,-0.0009004324674606323,0.00025783409364521503
0.0,,,0.0010545440018177032,0.029622729867696762,1106,-0.00016427040100097656,0.5104565620422363,0.00032466091215610504,72.99539828300476,1080.0,71936,1763260084.7521224,-0.0004933122545480728,0.0002569124335423112
0.0,,,-0.004233730956912041,0.0061219907365739346,1118,-0.02063310146331787,0.5055636763572693,0.000250987708568573,74.14139890670776,1081.0,73216,1763260085.898123,0.0007033050060272217,0.000256144383456558
0.0,,,0.005013972520828247,0.0024660949129611254,1133,0.010643482208251953,0.5283873677253723,0.0012127794325351715,75.54050040245056,1081.0,74752,1763260087.2972245,0.01025494933128357,0.00025522272335365415
0.0,,,-0.00011723022907972336,0.013450182974338531,1145,0.09328651428222656,0.5036805868148804,6.945617496967316e-05,76.57676243782043,1081.0,75904,1763260088.3334866,-0.0020094644278287888,0.00025453147827647626
0.0,,,-0.003283310681581497,2.249847412109375,1164,4.3392181396484375e-05,0.6041037440299988,0.0015053590759634972,78.28151488304138,1082.0,77824,1763260090.038239,0.0027616312727332115,0.00025337940314784646
0.0,,,0.004585985094308853,0.005355022847652435,1172,0.012093603610992432,0.570204496383667,0.00020913127809762955,78.98002600669861,1083.0,78592,1763260090.7367501,0.0019325567409396172,0.00025291857309639454
0.091796875,,,-0.050377704203128815,0.014067936688661575,1181,0.8965195417404175,0.49744585156440735,0.01959208771586418,79.79314088821411,1083.0,79488,1763260091.549865,0.017667369917035103,0.0002523809380363673
0.01953125,,,0.016505572944879532,5.7009172439575195,1186,-0.0010603666305541992,0.510835587978363,0.006636978127062321,80.12814283370972,1083.0,79872,1763260091.884867,-0.009478763677179813,0.0002521505521144718
,184.0,184.0,,,1197,,,,80.85071396827698,,80658,1763260092.607438,,
0.0,,,0.004463398829102516,123.30613708496094,1213,0.9693312048912048,0.5251818299293518,0.0007502259686589241,81.79663634300232,1083.0,81664,1763260093.5533605,0.0011491766199469566,0.0002510752819944173
0.009765625,,,-0.017931999638676643,38.200321197509766,1215,0.9637744426727295,0.46480074524879456,0.0031978394836187363,81.91645431518555,1083.0,81792,1763260093.6731784,-0.014516692608594894,0.000250998476985842
0.0,,,-0.025466114282608032,120.49638366699219,1226,0.9713345170021057,0.5607110261917114,0.003001818433403969,82.48565483093262,1083.0,82432,1763260094.242379,-0.01454237848520279,0.0002506144519429654
0.0390625,,,0.005989857017993927,16.149120330810547,1230,0.978935182094574,0.5154950022697449,0.01525698509067297,82.70985436439514,1083.0,82688,1763260094.4665785,-0.0022381646558642387,0.00025046084192581475
0.0,,,0.002553805708885193,11.969087600708008,1234,0.9786996245384216,0.5059199333190918,0.0022718198597431183,82.98398494720459,1083.0,82944,1763260094.740709,0.0075301919132471085,0.0002503072319086641
0.0078125,,,-0.005298543721437454,0.003012444358319044,1245,0.896237313747406,0.48951011896133423,0.0026335539296269417,83.9125304222107,1083.0,83968,1763260095.6692545,0.007454755716025829,0.00024969279184006155
0.0546875,,,-0.02476564049720764,64.8701171875,1271,-9.524822235107422e-05,0.5121726393699646,0.006972569040954113,85.9839677810669,1084.0,86272,1763260097.740692,0.024132180958986282,0.0002483103016857058
0.0,,,-0.0036077331751585007,192.67337036132812,1299,-0.0005108118057250977,0.49430564045906067,0.0005745077505707741,87.60967254638672,1084.0,88064,1763260099.3663967,-0.0008356841281056404,0.0002472350315656513
,119.0,119.0,,,1339,,,,89.85629677772522,,90514,1763260101.613021,,
0.0,,,-0.0023952648043632507,134.19927978515625,1340,-0.0005357265472412109,0.5393074154853821,0.0019121365621685982,89.96104121208191,1084.0,90624,1763260101.7177653,0.0007872870191931725,0.0002456989313941449
,151.0,151.0,,,1363,,,,91.3689956665039,,92110,1763260103.1257198,,
,175.0,175.0,,,1365,,,,91.49691605567932,,92285,1763260103.2536402,,
0.001953125,,,-0.018195852637290955,0.03007880225777626,1370,-0.013382792472839355,0.5327649116516113,0.001445496454834938,91.90026664733887,1084.0,92672,1763260103.6569908,0.002985086292028427,0.00024447005125693977
0.044921875,,,-0.04063509777188301,46.18976593017578,1380,-0.00014531612396240234,0.4660763442516327,0.012092333287000656,92.619380235672,1084.0,93440,1763260104.3761044,0.07069795578718185,0.00024400922120548785
,136.0,136.0,,,1381,,,,92.6388373374939,,93488,1763260104.3955615,,
,87.0,87.0,,,1388,,,,93.00108575820923,,93943,1763260104.7578099,,
,160.0,160.0,,,1395,,,,93.46318125724792,,94349,1763260105.2199054,,
,148.0,148.0,,,1399,,,,93.70070099830627,,94635,1763260105.457425,,
,131.0,131.0,,,1405,,,,94.04305458068848,,95037,1763260105.7997787,,
,118.0,118.0,,,1432,,,,95.61792469024658,,96729,1763260107.3746488,,
0.00390625,,,0.022063449025154114,117.226806640625,1433,-8.940696716308594e-05,0.5679134726524353,0.005339611321687698,95.69809150695801,1083.0,96768,1763260107.4548156,-0.01572582870721817,0.00024201229098252952
0.0,120.0,120.0,0.009371500462293625,36.25778579711914,1455,-0.00010955333709716797,0.5544420480728149,0.0025671180337667465,96.8796112537384,1083.0,98048,1763260108.6363354,-0.0072831884026527405,0.00024124424089677632
,111.0,111.0,,,1456,,,,96.91876029968262,,98159,1763260108.6754844,,
0.001953125,,,0.01583857275545597,101.83744049072266,1457,-0.0001659393310546875,0.5319143533706665,0.0028615817427635193,96.99389839172363,1083.0,98176,1763260108.7506225,-0.002786897122859955,0.000241167435888201
0.0,,,-0.007200347259640694,11.503421783447266,1514,-0.0001512765884399414,0.49929875135421753,0.00021809618920087814,100.29461407661438,1084.0,101760,1763260112.0513382,-0.0008541671559214592,0.00023901689564809203
,145.0,145.0,,,1521,,,,100.71655225753784,,102251,1763260112.4732764,,
0.0,,,-0.0008696652948856354,0.3288308382034302,1527,-0.00024056434631347656,0.5501031875610352,1.669023185968399e-05,101.12750601768494,1083.0,102656,1763260112.8842301,0.0011821473017334938,0.0002384792605880648
0.00390625,,,0.007573511451482773,94.63967895507812,1529,-3.5643577575683594e-05,0.5763725638389587,0.00539900828152895,101.24081540107727,1083.0,102784,1763260112.9975395,0.0015130918473005295,0.00023840245557948947
0.0,,,-0.0012724734842777252,32.61998748779297,1534,-0.00014078617095947266,0.5368132591247559,9.618792682886124e-05,101.57361674308777,1084.0,103168,1763260113.3303409,-9.542610496282578e-05,0.0002381720405537635
0.0,,,-0.027846377342939377,1.8630740642547607,1536,-0.0002535581588745117,0.5676283240318298,0.001826312392950058,101.73384237289429,1083.0,103296,1763260113.4905665,0.01580566167831421,0.0002380952355451882
,232.0,232.0,,,1543,,,,102.20402717590332,,103871,1763260113.9607513,,
,157.0,157.0,,,1545,,,,102.32772278785706,,104028,1763260114.084447,,
0.0,,,0.005895119160413742,11.439682006835938,1546,-0.0001277923583984375,0.519950270652771,0.00026843976229429245,102.40792083740234,1084.0,104064,1763260114.164645,-0.0009356020018458366,0.00023763440549373627
0.0078125,,,-0.01044427789747715,33.06977081298828,1558,-0.00012218952178955078,0.5814324617385864,0.005485759116709232,103.23293447494507,1084.0,104960,1763260114.9896586,0.01112182717770338,0.00023709677043370903
,151.0,151.0,,,1559,,,,103.2626600265503,,105046,1763260115.0193841,,
,137.0,137.0,,,1563,,,,103.48705315589905,,105296,1763260115.2437773,,
0.00390625,,,-0.006615735590457916,103.4877700805664,1566,-0.00012922286987304688,0.5231578350067139,0.005102398805320263,103.68453788757324,1084.0,105472,1763260115.441262,0.002472775988280773,0.00023678955039940774
,212.0,212.0,,,1589,,,,105.2448558807373,,107193,1763260117.00158,,
,219.0,219.0,,,1597,,,,105.84555125236511,,107873,1763260117.6022754,,
0.0,,,0.0028829160146415234,95.8194580078125,1607,-8.90493392944336e-05,0.5930806398391724,0.0012835003435611725,106.5989031791687,1084.0,108672,1763260118.3556273,0.021303080022335052,0.00023486942518502474
,218.0,218.0,,,1609,,,,106.71299242973328,,108805,1763260118.4697165,,
,90.0,90.0,,,1610,,,,106.74463081359863,,108895,1763260118.501355,,
,270.0,270.0,,,1638,,,,108.910973072052,,111251,1763260120.6676972,,
0.0,,,0.003764806315302849,0.08568339049816132,1687,-0.0009006261825561523,0.5731278657913208,0.0005285041406750679,112.40354204177856,1085.0,115072,1763260124.1602662,0.0017904611304402351,0.00023102918930817395
0.0,,,0.003986164927482605,102.78862762451172,1732,-8.90493392944336e-05,0.5572919249534607,0.0002967808395624161,115.42951655387878,1086.0,118400,1763260127.1862407,0.0066954512149095535,0.00022903225908521563
,20.0,20.0,,,1745,,,,116.21647429466248,,119303,1763260127.9731984,,
,177.0,177.0,,,1753,,,,116.73160362243652,,119880,1763260128.4883277,,
0.0,,,-0.017038783058524132,4.196764945983887,1754,-5.555152893066406e-05,0.6014559864997864,0.0036100707948207855,116.81692814826965,1086.0,119936,1763260128.5736523,0.013307198882102966,0.00022811059898231179
0.0,,,0.0004009343683719635,0.5989534258842468,1768,-4.076957702636719e-05,0.6005749106407166,0.000958605669438839,117.75527620315552,1086.0,120960,1763260129.5120003,-0.003114168532192707,0.00022749615891370922
,166.0,166.0,,,1777,,,,118.3395459651947,,121666,1763260130.09627,,
0.021484375,,,-0.023038407787680626,0.5867699384689331,1818,-3.838539123535156e-05,0.6271823048591614,0.008197604678571224,121.17657995223999,1086.0,124672,1763260132.933304,0.039745841175317764,0.00022526881366502494
0.0,,,0.0018939748406410217,1.4746299982070923,1823,-3.5762786865234375e-05,0.5961908102035522,0.00031741801649332047,121.51053953170776,1086.0,125056,1763260133.2672637,-0.007717032916843891,0.00022503839863929898
0.001953125,,,-0.04001417011022568,100.01387786865234,1851,-5.91278076171875e-05,0.5805131196975708,0.005134443752467632,123.39695000648499,1086.0,127104,1763260135.1536741,0.02010151371359825,0.00022380951850209385
0.0,,,0.003052225336432457,0.12179865688085556,1868,-2.2411346435546875e-05,0.5887411236763,9.039975702762604e-05,124.5613477230072,1086.0,128384,1763260136.3180718,-0.002976382151246071,0.00022304146841634065
,197.0,197.0,,,1873,,,,124.8581006526947,,128762,1763260136.6148248,,
0.0,,,0.019606605172157288,0.12484055757522583,1877,-4.1961669921875e-05,0.6211881637573242,0.001368815079331398,125.15617680549622,1086.0,129024,1763260136.912901,-0.006545519456267357,0.00022265744337346405
,207.0,207.0,,,1886,,,,125.75634241104126,,129733,1763260137.5130665,,
0.0,,,-0.0003248676657676697,108.98143768310547,1903,-4.38690185546875e-05,0.5567338466644287,0.00011465698480606079,127.03403520584106,1086.0,131072,1763260138.7907593,0.0011360719799995422,0.00022142857778817415
0.001953125,,,0.009600363671779633,46.2023811340332,1906,-2.4199485778808594e-05,0.5656344890594482,0.0017622793093323708,127.25706839561462,1086.0,131328,1763260139.0137925,-0.00668120663613081,0.0002212749677710235
,206.0,206.0,,,1918,,,,128.12076950073242,,132347,1763260139.8774936,,
0.0,,,-0.02306642010807991,0.08239804208278656,1920,-0.00492548942565918,0.5578104257583618,0.0007558520883321762,128.3020613193512,1086.0,132480,1763260140.0587854,0.006813453510403633,0.00022058372269384563
,185.0,185.0,,,1945,,,,129.94352626800537,,134368,1763260141.7002504,,
0.015625,,,0.012812841683626175,134.6324005126953,1959,-7.748603820800781e-06,0.582948625087738,0.0065995873883366585,130.96096849441528,1087.0,135424,1763260142.7176926,0.021303536370396614,0.00021881720749661326
,139.0,139.0,,,1973,,,,131.90758991241455,,136484,1763260143.664314,,
0.0,,,-0.00016896426677703857,132.86111450195312,1985,-1.8835067749023438e-05,0.5039023160934448,0.0005659107118844986,132.6182460784912,1087.0,137216,1763260144.3749702,-0.0016747359186410904,0.00021774193737655878
0.0,,,-0.014269717037677765,15.94901180267334,1991,-1.8835067749023438e-05,0.5321739912033081,0.0011949287727475166,132.95355820655823,1087.0,137600,1763260144.7102823,0.002829662524163723,0.00021751152235083282
0.0,,,0.0105048269033432,33.8211555480957,2002,-3.170967102050781e-05,0.6609926223754883,0.0008325949311256409,133.67821717262268,1087.0,138368,1763260145.4349413,-0.007205236703157425,0.0002170506922993809
0.0,,,-0.0011824816465377808,34.3128547668457,2007,-1.7642974853515625e-05,0.6150679588317871,6.723683327436447e-05,134.01202964782715,1087.0,138752,1763260145.7687538,0.0039030620828270912,0.00021682027727365494
0.0,,,-0.010654982179403305,0.29019975662231445,2016,-2.6941299438476562e-05,0.6339809894561768,0.0009505739435553551,134.61635279655457,1087.0,139392,1763260146.373077,0.012242180295288563,0.00021643625223077834
0.0,,,0.0004131197929382324,0.13777326047420502,2024,-2.5033950805664062e-05,0.570407509803772,0.0002431897446513176,135.16964292526245,1087.0,140032,1763260146.926367,0.002841002307832241,0.00021605222718790174
,50.0,50.0,,,2027,,,,135.3314492702484,,140185,1763260147.0881734,,
,167.0,167.0,,,2034,,,,135.79798984527588,,140727,1763260147.554714,,
,222.0,222.0,,,2045,,,,136.61301445960999,,141607,1763260148.3697386,,
0.015625,,,-0.03703349456191063,1.5037438869476318,2051,4.649162292480469e-06,0.5631442070007324,0.005776560865342617,137.04195976257324,1087.0,142080,1763260148.798684,0.008508308790624142,0.0002148233470506966
,145.0,145.0,,,2052,,,,137.0751302242279,,142174,1763260148.8318543,,
,178.0,178.0,,,2070,,,,138.3578782081604,,143539,1763260150.1146023,,
0.0,,,-0.017870448529720306,0.09306295216083527,2076,-2.6226043701171875e-06,0.5730748176574707,0.0022337716072797775,138.8242793083191,1087.0,144000,1763260150.5810034,-0.010839598253369331,0.0002136712719220668
0.0078125,,,-0.031054168939590454,1.635495901107788,2093,-2.1576881408691406e-05,0.5949398279190063,0.005733447149395943,139.8781440258026,1087.0,145152,1763260151.6348681,0.011987069621682167,0.00021298002684488893
,132.0,132.0,,,2094,,,,139.88571786880493,,145169,1763260151.642442,,
0.001953125,,,-0.00023961812257766724,99.75201416015625,2117,-2.8014183044433594e-05,0.5282230377197266,0.0012029558420181274,141.27344226837158,1087.0,146688,1763260153.0301664,-0.007524112239480019,0.00021205836674198508
,124.0,124.0,,,2146,,,,142.95905375480652,,148508,1763260154.7157779,,
,116.0,116.0,,,2148,,,,143.06647944450378,,148624,1763260154.8232036,,
,125.0,125.0,,,2155,,,,143.43241500854492,,149095,1763260155.1891391,,
0.0,,,0.004431813955307007,11.479310035705566,2172,8.726119995117188e-05,0.5492604374885559,0.00013138819485902786,144.45760440826416,1087.0,150144,1763260156.2143285,0.0005952538922429085,0.00020998464606236666
0.0,,,-0.004972273483872414,1.233724594116211,2185,0.016974449157714844,0.6078438758850098,0.00010090786963701248,145.1786584854126,1087.0,150912,1763260156.9353826,-0.0019901348277926445,0.00020952381601091474
,119.0,119.0,,,2192,,,,145.54665064811707,,151382,1763260157.3033748,,
0.1015625,,,-0.04059365391731262,29.008655548095703,2199,0.1514366865158081,0.5818696618080139,0.01758619025349617,146.01802372932434,1087.0,151808,1763260157.7747478,-0.0047325557097792625,0.0002089861809508875
