global_step,losses/clipfrac,charts/learning_rate,losses/old_approx_kl,losses/approx_kl,_step,charts/episodic_return,_timestamp,losses/policy_loss,charts/episodic_length,losses/entropy,_runtime,charts/SPS,losses/value_loss,losses/explained_variance
157349,,,,,2016,500.0,1763260162.0677488,,500.0,,150.2973177433014,,,
157696,0.001953125,0.00020545315055642277,-0.01088616531342268,0.0021731359884142876,2019,,1763260162.431718,0.021253997460007668,,0.23836374282836914,150.66128706932068,1091.0,0.00046192973968572915,-0.14453303813934326
158208,0.033203125,0.0002051459305221215,0.028531435877084732,0.005565250292420387,2024,,1763260162.876403,-0.03439650312066078,,0.24922648072242737,151.10597205162048,1091.0,0.0004327674978412688,0.7711942195892334
158464,0.0,0.00020499232050497085,-0.007581251673400402,0.000659123994410038,2027,,1763260163.100239,-0.0015027876943349838,,0.20051173865795135,151.32980799674988,1091.0,141.8530731201172,0.001627504825592041
158720,0.11328125,0.0002048387104878202,0.0016059409826993942,0.013352718204259872,2029,,1763260163.3592327,0.00427858904004097,,0.18639785051345825,151.58880162239075,1091.0,0.00022795595577917993,0.32379835844039917
159232,0.005859375,0.00020453149045351893,0.012215624563395977,0.002512008883059025,2034,,1763260163.8053353,-0.020257942378520966,,0.2787735164165497,152.0349042415619,1091.0,0.0003873718960676342,-2.391083002090454
160349,,,,,2045,500.0,1763260164.7663934,,500.0,,152.99596238136292,,,
160896,0.0,0.00020353302534203976,0.0010646693408489227,5.16306608915329e-05,2051,,1763260165.3269954,0.008354291319847107,,0.142673060297966,153.5565643310547,1091.0,0.0442974753677845,0.0009469389915466309
161024,0.1171875,0.00020345622033346444,-0.04237310215830803,0.023811809718608856,2052,,1763260165.4433131,-0.01733328402042389,,0.2243528664112091,153.67288208007812,1091.0,0.007744321599602699,-4.606843948364258
162849,,,,,2070,500.0,1763260167.021325,,500.0,,155.25089406967163,,,
163456,0.0,0.00020199692517053336,0.002482912503182888,9.808037430047989e-05,2076,,1763260167.6097772,0.001516168937087059,,0.2749902009963989,155.83934617042542,1092.0,2.2267367839813232,0.004020869731903076
165248,0.02734375,0.00020092165505047888,0.015341566875576973,0.0058472007513046265,2093,,1763260169.2091005,-0.004529803991317749,,0.21121446788311005,157.4386694431305,1092.0,0.00024966406635940075,0.5858865976333618
165349,,,,,2094,500.0,1763260169.24429,,500.0,,157.47385907173157,,,
167680,0.03515625,0.0001994623598875478,0.03057778999209404,0.004878397099673748,2117,,1763260171.3938532,-0.0130954310297966,,0.2617618441581726,159.6234221458435,1092.0,0.001706038834527135,-1.792708396911621
170624,0.09375,0.00019769585924223065,0.034960608929395676,0.03443478047847748,2146,,1763260174.0305889,0.011923711746931076,,0.259705513715744,162.26015782356262,1093.0,0.00020584517915267497,-0.6247795820236206
170752,0.001953125,0.00019761905423365533,0.009086944162845612,0.001095358282327652,2147,,1763260174.1408598,-0.013047173619270325,,0.24788741767406464,162.37042880058289,1093.0,0.00014974508667364717,-0.8603478670120239
170849,,,,,2148,500.0,1763260174.1755323,,500.0,,162.4051012992859,,,
171520,0.07421875,0.0001971582241822034,0.005537213757634163,0.023324772715568542,2155,,1763260174.8430722,0.02493305504322052,,0.2595786154270172,163.07264113426208,1093.0,0.008650580421090126,-0.7192143201828003
173312,0.130859375,0.00019608295406214893,-0.00734507292509079,0.015902278944849968,2172,,1763260176.4413526,0.007367290556430817,,0.2214118093252182,164.67092156410217,1093.0,0.0003262255631852895,-0.9887639284133911
174592,0.0859375,0.00019531490397639573,0.03035801276564598,0.009839465841650963,2185,,1763260177.5899315,-0.005346039310097694,,0.20009706914424896,165.81950044631958,1093.0,0.011516517959535122,-1.4913733005523682
175349,,,,,2192,500.0,1763260178.2215931,,500.0,,166.45116209983826,,,
175872,0.064453125,0.00019454685389064252,0.013070245273411274,0.005378461442887783,2198,,1763260178.772918,0.0024468153715133667,,0.21214865148067474,167.0024869441986,1093.0,17.40334129333496,0.0005919337272644043
176000,0.068359375,0.0001944700488820672,0.027756012976169586,0.00484126154333353,2199,,1763260178.8882086,-0.042034074664115906,,0.1554565131664276,167.11777758598328,1093.0,0.006890332791954279,-0.5250301361083984
177280,0.02734375,0.000193701998796314,0.004483126103878021,0.0026972629129886627,2211,,1763260180.0401888,-0.00034407898783683777,,0.21672186255455017,168.26975774765015,1093.0,0.0005526628810912371,-0.9499462842941284
177536,0.017578125,0.00019354838877916336,0.005896479822695255,0.0033564353361725807,2214,,1763260180.2654407,-0.004797637462615967,,0.16885706782341003,168.49500966072083,1093.0,0.010532289743423462,-4.037980079650879
178176,0.0078125,0.00019316436373628676,0.008167632855474949,0.0038238288834691048,2220,,1763260180.8477764,-0.003665013238787651,,0.30097439885139465,169.07734537124634,1093.0,0.00032793404534459114,-4.674520492553711
178432,0.0,0.00019301075371913612,-0.000827377662062645,3.512948751449585e-06,2223,,1763260181.077429,-5.318969488143921e-05,,0.15972867608070374,169.30699801445007,1093.0,6.082586765289307,-7.486343383789062e-05
178688,0.015625,0.00019285714370198548,0.013906676322221756,0.003676801919937134,2225,,1763260181.3005533,-0.01126975566148758,,0.1302226036787033,169.53012228012085,1093.0,0.000328575202729553,-0.6508793830871582
178816,0.033203125,0.00019278033869341016,0.017835121601819992,0.01467333734035492,2226,,1763260181.4120715,-0.00010816752910614014,,0.23822209239006042,169.6416404247284,1093.0,0.0003225885157007724,-0.8432356119155884
178849,,,,,2227,500.0,1763260181.4242873,,500.0,,169.65385627746582,,,
179328,0.009765625,0.00019247311865910888,0.007592783309519291,0.0035990439355373383,2231,,1763260181.8860085,0.0019500218331813812,,0.21411053836345673,170.11557745933533,1093.0,0.00013175442290958017,-2.1400034427642822
179712,0.0234375,0.00019224270363338292,-0.01759694702923298,0.004748085513710976,2235,,1763260182.2268927,0.013564804568886757,,0.24512909352779388,170.45646166801453,1093.0,0.0004158027586527169,-4.866920471191406
180349,,,,,2241,500.0,1763260182.7143357,,500.0,,170.9439046382904,,,
180992,0.095703125,0.00019147465354762971,0.042989496141672134,0.02508220262825489,2248,,1763260183.3813097,0.0008122771978378296,,0.35413870215415955,171.6108787059784,1093.0,0.009179157204926014,-1.6926043033599854
181248,0.0,0.00019132104353047907,0.0031416909769177437,0.00012064632028341293,2250,,1763260183.6034856,-0.0010668076574802399,,0.22872719168663025,171.8330545425415,1094.0,0.0002238305314676836,-3.5382275581359863
181504,0.06640625,0.00019116743351332843,0.03866776078939438,0.01586797833442688,2253,,1763260183.8287697,-0.0079378392547369,,0.15374502539634705,172.05833864212036,1094.0,0.009699581190943718,-2.695847272872925
183424,0.0,0.00019001535838469863,-0.004049253650009632,0.000559546984732151,2272,,1763260185.5704293,-0.0014416947960853577,,0.20629826188087463,173.79999828338623,1094.0,23.640499114990234,-0.0012507438659667969
184320,0.0,0.0001894777233246714,0.019307974725961685,0.001998545601963997,2280,,1763260186.3875775,-0.018179329112172127,,0.24080827832221985,174.6171464920044,1094.0,0.00019500995404087007,-0.9759535789489746
185849,,,,,2295,500.0,1763260187.6916454,,500.0,,175.9212143421173,,,
186112,0.076171875,0.0001884024532046169,0.03635099157691002,0.011822469532489777,2298,,1763260187.9833076,-0.022202350199222565,,0.232234925031662,176.21287655830383,1094.0,0.0005263417260721326,-3.3865842819213867
187349,,,,,2310,500.0,1763260189.0492322,,500.0,,177.27880120277405,,,
187520,0.01171875,0.00018755759811028838,0.014259494841098785,0.006614936515688896,2312,,1763260189.2821376,-0.018516235053539276,,0.26933375000953674,177.51170659065247,1094.0,0.005215732846409082,-3.337618827819824
188160,0.01171875,0.00018717357306741178,-0.008012315258383751,0.005707681179046631,2318,,1763260189.8393269,0.005794748663902283,,0.2160959392786026,178.06889581680298,1094.0,0.00025801369338296354,-0.15183210372924805
188544,0.03515625,0.00018694315804168582,0.0022031404078006744,0.004345530644059181,2322,,1763260190.2043726,-0.009188712574541569,,0.20477159321308136,178.4339416027069,1094.0,0.010793502442538738,-0.9450665712356567
188800,0.017578125,0.00018678954802453518,0.026613900437951088,0.003984247334301472,2324,,1763260190.4296436,-0.0238143652677536,,0.10819528251886368,178.65921258926392,1094.0,0.0002869151358027011,-0.3700062036514282
189312,0.052734375,0.0001864823279902339,0.0034676361829042435,0.025960277765989304,2329,,1763260190.8741744,0.03380797803401947,,0.22414721548557281,179.10374331474304,1094.0,0.0003554816939868033,-1.4471065998077393
190336,0.02734375,0.00018586790247354656,0.03238064795732498,0.012020284309983253,2339,,1763260191.8016474,-0.020934876054525375,,0.2596171796321869,180.03121638298035,1094.0,0.00022284002625383437,-4.7448225021362305
190720,0.044921875,0.0001856374874478206,0.00537447165697813,0.009170823730528355,2343,,1763260192.1347451,0.007587127387523651,,0.1980736255645752,180.36431407928467,1094.0,0.00024413593928329647,-2.998624324798584
191232,0.03125,0.00018533026741351932,-0.015009681694209576,0.0012464476749300957,2348,,1763260192.6140003,0.01888975501060486,,0.1260734498500824,180.84356927871704,1094.0,0.00034842605236917734,-4.802249431610107
191849,,,,,2354,500.0,1763260193.095898,,500.0,,181.3254668712616,,,
192768,0.0625,0.00018440860731061548,-0.010170708410441875,0.01963716745376587,2363,,1763260193.9883592,0.02783403918147087,,0.30341196060180664,182.21792817115784,1094.0,0.0003010022919625044,-1.9264295101165771
195349,,,,,2389,500.0,1763260196.3066237,,500.0,,184.53619265556335,,,
199168,0.076171875,0.00018056835688184947,0.004503932781517506,0.01698136515915394,2426,,1763260199.7823663,-0.015298714861273766,,0.24736018478870392,188.01193523406982,1095.0,0.0007243247237056494,-3.851048469543457
199552,0.0859375,0.0001803379418561235,-0.013220902532339096,0.004909966140985489,2430,,1763260200.0996127,0.027376562356948853,,0.1348673701286316,188.32918167114258,1095.0,0.01031913235783577,-0.7468327283859253
201472,0.021484375,0.0001791858667274937,0.016225531697273254,0.0020408006384968758,2449,,1763260201.82531,-0.01880839094519615,,0.25857144594192505,190.05487895011902,1095.0,0.032233402132987976,0.0015916228294372559
203136,0.046875,0.00017818740161601454,0.02204744517803192,0.010637002997100353,2465,,1763260203.3153777,-0.0075141917914152145,,0.25026413798332214,191.54494667053223,1095.0,0.0005601067095994949,-0.05204343795776367
205952,0.0,0.0001764976914273575,0.0008209981024265289,5.5730342864990234e-06,2493,,1763260205.9099753,8.692964911460876e-05,,0.15921352803707123,194.13954424858093,1095.0,23.085783004760742,-0.0009560585021972656
207349,,,,,2506,500.0,1763260207.098073,,500.0,,195.32764196395874,,,
208128,0.0546875,0.00017519200628157705,0.01783772185444832,0.01129351556301117,2514,,1763260207.8703597,0.014386214315891266,,0.25287970900535583,196.09992861747742,1095.0,0.001198920188471675,-3.286898612976074
208256,0.05078125,0.00017511520127300173,0.044599637389183044,0.007178317755460739,2515,,1763260208.041279,-0.03128310292959213,,0.2011309415102005,196.27084803581238,1095.0,0.00041370419785380363,-0.6554989814758301
208768,0.03125,0.00017480798123870045,0.00293735321611166,0.002159467898309231,2520,,1763260208.489911,-0.008234426379203796,,0.17571622133255005,196.7194800376892,1095.0,0.0003760558902285993,0.5464307069778442
210048,0.0,0.00017403994570486248,0.011195369064807892,0.001761334016919136,2533,,1763260209.6425397,-0.0059974826872348785,,0.28171566128730774,197.87210869789124,1095.0,0.0061118328012526035,-0.8836914300918579
210816,0.0,0.00017357911565341055,0.0019484926015138626,0.0002023782581090927,2540,,1763260210.347857,-0.002843393012881279,,0.23607805371284485,198.57742595672607,1095.0,0.0010823237244039774,-0.23818230628967285
211456,0.013671875,0.00017319509061053395,0.01184815913438797,0.0018105506896972656,2547,,1763260210.9050903,0.002102777361869812,,0.1151190772652626,199.13465929031372,1095.0,0.2851829528808594,0.003296792507171631
213849,,,,,2570,500.0,1763260213.013891,,500.0,,201.24345993995667,,,
213888,0.0,0.00017173579544760287,-0.0012656450271606445,0.00027649663388729095,2571,,1763260213.0955007,0.007418479770421982,,0.17564786970615387,201.3250696659088,1095.0,188.09934997558594,0.001366257667541504
214400,0.03125,0.0001714285754133016,0.026793215423822403,0.009771510027348995,2576,,1763260213.5756521,0.004500361159443855,,0.13313259184360504,201.80522108078003,1095.0,138.995361328125,0.00194472074508667
214528,0.01953125,0.00017135177040472627,-0.004279007203876972,0.0011637089774012566,2577,,1763260213.6882482,0.0072108060121536255,,0.14339493215084076,201.9178171157837,1095.0,0.014281898736953735,0.18332523107528687
217728,0.00390625,0.00016943164519034326,0.007050975225865841,0.001605127938091755,2608,,1763260216.5878286,-0.005704723298549652,,0.20636332035064697,204.8173975944519,1096.0,0.00045511688222177327,-1.9765844345092773
217856,0.0625,0.00016935484018176794,0.04149017110466957,0.021550890058279037,2610,,1763260216.7015297,0.008982431143522263,,0.2877298593521118,204.9310986995697,1096.0,17.11353874206543,0.00021249055862426758
219904,0.0,0.00016812596004456282,0.00017772428691387177,3.0938535928726196e-06,2630,,1763260218.5541523,0.00017878785729408264,,0.12912245094776154,206.7837212085724,1096.0,6.001699447631836,0.001186966896057129
220544,0.0,0.00016774193500168622,0.0014164447784423828,0.0013073217123746872,2636,,1763260219.1093278,-0.00010363385081291199,,0.20639082789421082,207.3388967514038,1096.0,0.009334445931017399,0.3915235996246338
221568,0.03125,0.00016712749493308365,0.005881913937628269,0.004946881905198097,2646,,1763260220.0357063,-0.0008057765662670135,,0.14658629894256592,208.26527523994446,1096.0,0.009882672689855099,-2.701047420501709
221696,0.0,0.00016705068992450833,0.010246061719954014,0.0014652302488684654,2647,,1763260220.1467993,-0.015697360038757324,,0.1836620569229126,208.37636828422546,1096.0,0.0002251540427096188,-2.3655917644500732
221824,0.009765625,0.000166973884915933,-0.010530192404985428,0.0017377305775880814,2648,,1763260220.2562032,0.014459282159805298,,0.10169301927089691,208.48577213287354,1096.0,0.0005297500174492598,-1.5020201206207275
223849,,,,,2668,500.0,1763260222.0371819,,500.0,,210.26675081253052,,,
224349,,,,,2673,500.0,1763260222.4784982,,500.0,,210.7080671787262,,,
225349,,,,,2683,500.0,1763260223.4040642,,500.0,,211.63363313674927,,,
225792,0.0,0.00016459292965009809,0.0028886450454592705,0.000710546039044857,2687,,1763260223.8601584,-0.003003835678100586,,0.14136455953121185,212.0897274017334,1096.0,0.0008409840520471334,-2.6495139598846436
225920,0.0,0.00016451612464152277,0.0013447105884552002,0.0010141786187887192,2689,,1763260223.972886,-0.0007690507918596268,,0.14551614224910736,212.20245504379272,1096.0,18.05995750427246,-0.0012683868408203125
226304,0.001953125,0.0001642857096157968,-0.013206996023654938,0.0024408679455518723,2692,,1763260224.305387,0.022586293518543243,,0.2540730834007263,212.53495597839355,1096.0,0.00036542746238410473,-2.130474328994751
230349,,,,,2732,500.0,1763260227.9727683,,500.0,,216.20233726501465,,,
232349,,,,,2752,500.0,1763260229.7807083,,500.0,,218.01027727127075,,,
232849,,,,,2757,500.0,1763260230.2621531,,500.0,,218.4917221069336,,,
234368,0.0,0.00015944700862746686,-0.0010125860571861267,2.633035182952881e-05,2772,,1763260231.6224334,0.0024410951882600784,,0.17609205842018127,219.85200238227844,1096.0,0.04218662157654762,-0.0004831552505493164
235392,0.033203125,0.0001588325685588643,0.012131595984101295,0.0019104070961475372,2782,,1763260232.552299,-0.026608355343341827,,0.13161176443099976,220.78186798095703,1096.0,72.17106628417969,0.0008817315101623535
235520,0.02734375,0.00015875576355028898,0.012968771159648895,0.01132901106029749,2783,,1763260232.6619253,0.0029208576306700706,,0.17540332674980164,220.8914942741394,1096.0,0.013557934202253819,-2.065666437149048
236544,0.025390625,0.0001581413234816864,0.0711079016327858,0.009652412496507168,2793,,1763260233.5907686,-0.056027621030807495,,0.26344749331474304,221.8203375339508,1096.0,0.00992162898182869,-0.5283312797546387
239744,0.0078125,0.0001562211982673034,0.030867107212543488,0.0038464032113552094,2824,,1763260236.482397,-0.03164102882146835,,0.15086866915225983,224.71196603775024,1097.0,0.0004928632988594472,-3.9345412254333496
241664,0.052734375,0.0001550691231386736,0.019041696563363075,0.009959426708519459,2843,,1763260238.2185159,-0.0077331215143203735,,0.27637460827827454,226.4480848312378,1097.0,0.0006614742451347411,-1.4973578453063965
243072,0.0,0.00015422426804434508,0.0005861083045601845,7.630325853824615e-06,2857,,1763260239.490898,-0.0007103830575942993,,0.25463923811912537,227.7204668521881,1097.0,0.009234664961695671,-1.8420414924621582
245632,0.001953125,0.00015268816787283868,0.00105990469455719,0.0004930812865495682,2882,,1763260241.7889438,-0.004456616938114166,,0.16251526772975922,230.01851272583008,1097.0,0.0009832670912146568,-0.33853960037231445
246400,0.037109375,0.00015222733782138675,0.017850656062364578,0.004608741961419582,2890,,1763260242.4950848,-0.022991657257080078,,0.1681780368089676,230.7246537208557,1097.0,55.32093048095703,-0.00045239925384521484
248576,0.0,0.0001509216526756063,-0.013369860127568245,0.0007167700678110123,2911,,1763260244.4586291,0.012374021112918854,,0.2205459028482437,232.6881980895996,1097.0,0.01729859970510006,-1.6000988483428955
252416,0.001953125,0.00014861751697026193,0.00310641061514616,0.0004231715574860573,2949,,1763260247.9498255,-0.002207336947321892,,0.26841041445732117,236.17939448356628,1097.0,0.7428581714630127,0.0001404285430908203
253568,0.0,0.00014792627189308405,0.019248107448220253,0.001641714945435524,2960,,1763260248.9857297,-0.00905008614063263,,0.2235872894525528,237.21529865264893,1097.0,0.012221664190292358,-0.7144654989242554
255104,0.080078125,0.0001470046117901802,0.014769860543310642,0.009254083037376404,2975,,1763260250.355117,-0.003870077431201935,,0.20616887509822845,238.5846860408783,1097.0,0.003402289468795061,-3.4572911262512207
256512,0.044921875,0.00014615975669585168,0.011712955310940742,0.009361805394291878,2989,,1763260251.6206863,-0.0003015771508216858,,0.14156050980091095,239.8502552509308,1097.0,0.011132718995213509,0.3748120069503784
257349,,,,,2997,500.0,1763260252.3799243,,500.0,,240.60949325561523,,,
258816,0.0390625,0.00014477726654149592,0.00900448951870203,0.002160872332751751,3011,,1763260253.7341695,-0.025608427822589874,,0.1633673459291458,241.96373844146729,1097.0,0.000652882969006896,-1.1976659297943115
262849,,,,,3051,500.0,1763260257.4301336,,500.0,,245.65970253944397,,,
263040,0.0,0.00014224270125851035,0.0011026766151189804,8.62516462802887e-05,3053,,1763260257.6314728,-0.00012761354446411133,,0.14832457900047302,245.8610417842865,1097.0,0.009159333072602749,0.07502520084381104
264349,,,,,3066,500.0,1763260258.7946413,,500.0,,247.02421021461487,,,
264832,0.0,0.00014116743113845587,0.0009095910936594009,0.0026212725788354874,3070,,1763260259.2650404,0.0054452866315841675,,0.23628951609134674,247.4946093559265,1097.0,0.0005655614077113569,-2.138005256652832
266112,0.001953125,0.00014039938105270267,-0.004695435985922813,0.0018017236143350601,3083,,1763260260.4168537,-0.0012800246477127075,,0.2837420105934143,248.646422624588,1097.0,0.0023271902464330196,-0.3519275188446045
267648,0.05859375,0.00013947772094979882,0.05228012800216675,0.018918059766292572,3098,,1763260261.7942462,-0.028599336743354797,,0.23367078602313995,250.0238151550293,1097.0,0.000997819472104311,-1.2941761016845703
268160,0.015625,0.00013917050091549754,0.002579539082944393,0.0030178995802998543,3103,,1763260262.2385294,0.0016656946390867233,,0.11496354639530182,250.46809840202332,1097.0,0.001702834153547883,0.07179617881774902
270592,0.015625,0.00013771122030448169,-0.0013948464766144753,0.0020744958892464638,3127,,1763260264.4628062,0.0038388315588235855,,0.23174449801445007,252.69237518310547,1097.0,0.005674385000020266,0.17281043529510498
270848,0.037109375,0.00013755761028733104,-0.03726331889629364,0.0078804362565279,3129,,1763260264.6848152,0.0317654088139534,,0.23594072461128235,252.9143841266632,1097.0,0.00036804817500524223,-1.9159390926361084
272000,0.005859375,0.00013686636521015316,0.025301659479737282,0.002395274117588997,3141,,1763260265.726845,-0.026737414300441742,,0.20186230540275574,253.9564139842987,1097.0,0.0059365504421293736,0.1345958709716797
272256,0.01171875,0.00013671275519300252,-0.011712199077010155,0.002485751174390316,3143,,1763260265.9473464,0.015710944309830666,,0.1239488497376442,254.1769154071808,1097.0,0.0010388289811089635,-0.38140761852264404
272512,0.083984375,0.00013655914517585188,0.00718865729868412,0.0053648315370082855,3146,,1763260266.1715815,-0.0183067936450243,,0.18846970796585083,254.4011504650116,1097.0,0.013533530756831169,0.5168187618255615
274944,0.00390625,0.0001350998500129208,-9.201467037200928e-06,0.000559881329536438,3170,,1763260268.361393,-0.00016542524099349976,,0.21400301158428192,256.590961933136,1097.0,26.08465003967285,0.0003496408462524414
276349,,,,,3183,500.0,1763260269.611999,,500.0,,257.84156799316406,,,
276849,,,,,3188,500.0,1763260270.0695853,,500.0,,258.2991542816162,,,
279808,0.005859375,0.00013218125968705863,0.0022249482572078705,8.674897253513336e-05,3217,,1763260272.8079147,-0.002920880913734436,,0.15433749556541443,261.0374836921692,1097.0,0.0016656883526593447,-2.0666632652282715
280448,0.0,0.00013179723464418203,-0.000348932109773159,5.016941577196121e-05,3224,,1763260273.3695264,0.0009013265371322632,,0.23653650283813477,261.59909534454346,1097.0,0.10613906383514404,-0.0021380186080932617
282849,,,,,3247,500.0,1763260275.4809942,,500.0,,263.7105631828308,,,
283136,0.017578125,0.0001301843294641003,-0.001738009974360466,0.004333877936005592,3250,,1763260275.7826846,0.009696397930383682,,0.24500641226768494,264.0122535228729,1098.0,0.0008610216318629682,-1.7220699787139893
283349,,,,,3252,500.0,1763260275.9600675,,500.0,,264.18963646888733,,,
283648,0.001953125,0.00012987710942979902,-0.012957492843270302,0.001262487843632698,3255,,1763260276.264723,0.02122385799884796,,0.14880388975143433,264.49429202079773,1098.0,0.002004347974434495,-2.599646806716919
284032,0.0,0.00012964669440407306,0.016432052478194237,0.0011221952736377716,3259,,1763260276.6003928,-0.017310358583927155,,0.23308983445167542,264.8299617767334,1098.0,0.008624454960227013,-4.380067825317383
285349,,,,,3272,500.0,1763260277.7752845,,500.0,,266.00485348701477,,,
285696,0.0,0.0001286482292925939,-0.00071004219353199,0.0015919022262096405,3275,,1763260278.1299949,-0.004260566085577011,,0.1884850710630417,266.35956382751465,1098.0,0.0005336860194802284,-1.321833610534668
285824,0.041015625,0.00012857142428401858,-0.005691788159310818,0.004632529802620411,3276,,1763260278.2422097,0.0018502958118915558,,0.206197127699852,266.4717786312103,1098.0,0.0008908076561056077,-4.301774501800537
287849,,,,,3296,500.0,1763260279.9863691,,500.0,,268.2159380912781,,,
288128,0.0,0.0001271889341296628,-0.003656858578324318,0.0004540998488664627,3299,,1763260280.325109,0.004441589117050171,,0.1795603632926941,268.55467796325684,1098.0,0.001728704897686839,-1.0280563831329346
292096,0.0,0.0001248079934157431,0.00015871413052082062,1.0598450899124146e-06,3338,,1763260283.892484,-0.0003010965883731842,,0.19134995341300964,272.1220529079437,1098.0,0.006260886788368225,-0.7265340089797974
293376,0.0,0.0001240399433299899,0.004385323263704777,0.00038856547325849533,3351,,1763260285.0456123,0.0009577702730894089,,0.1931176781654358,273.27518129348755,1098.0,6.1581807136535645,0.00017911195755004883
294016,0.0,0.0001236559182871133,0.001946697011590004,0.0010219179093837738,3357,,1763260285.6444137,-0.0032467544078826904,,0.156540647149086,273.873982667923,1098.0,0.01581360399723053,-0.8692003488540649
294349,,,,,3360,500.0,1763260285.8936403,,500.0,,274.12320923805237,,,
298240,0.0,0.00012112135300412774,0.016323387622833252,0.0015337122604250908,3398,,1763260289.470284,-0.01619994267821312,,0.1664779782295227,277.6998529434204,1098.0,0.0012592243729159236,-1.206247091293335
298496,0.0,0.0001209677429869771,-0.00689899455755949,0.0010189851745963097,3401,,1763260289.699052,0.0032214298844337463,,0.25686317682266235,277.9286210536957,1098.0,0.00990971177816391,-0.6024118661880493
299008,0.0,0.00012066052295267582,-0.0008068559691309929,2.3876316845417023e-05,3406,,1763260290.1450012,0.0021903011947870255,,0.190056711435318,278.3745701313019,1098.0,0.00803654920309782,-0.39554595947265625
299136,0.01171875,0.0001205837179441005,0.012045053765177727,0.003779810853302479,3407,,1763260290.2559974,-0.0178050696849823,,0.1965257227420807,278.48556637763977,1098.0,0.0018778210505843163,-4.228418350219727
300349,,,,,3419,500.0,1763260291.323424,,500.0,,279.5529930591583,,,
301056,0.07421875,0.0001194316428154707,0.06607823818922043,0.019797390326857567,3426,,1763260292.013553,-0.017324496060609818,,0.2048264741897583,280.2431218624115,1098.0,0.011645026504993439,-2.0766725540161133
301312,0.01953125,0.00011927803279832006,-0.009608563967049122,0.0021490538492798805,3428,,1763260292.2353947,0.013993233442306519,,0.15188543498516083,280.4649636745453,1098.0,0.0014175104442983866,-0.4651222229003906
301952,0.0,0.00011889400775544345,-0.0020808549597859383,8.885469287633896e-05,3435,,1763260292.8325195,-0.0017299987375736237,,0.19919399917125702,281.06208848953247,1098.0,6.284003734588623,-0.0007290840148925781
303488,0.04296875,0.00011797234765253961,0.026813695207238197,0.007911392487585545,3450,,1763260294.2118611,-0.03235743194818497,,0.2067277431488037,282.4414300918579,1098.0,0.010872762650251389,-1.016122817993164
303616,0.017578125,0.00011789554264396429,0.029080718755722046,0.003978230059146881,3451,,1763260294.321717,-0.02241697907447815,,0.1160145252943039,282.55128598213196,1098.0,0.0009556818404234946,-1.695570707321167
304768,0.00390625,0.00011720429756678641,0.0034506041556596756,0.002888863906264305,3462,,1763260295.3662407,-0.0036336276680231094,,0.23611772060394287,283.59580969810486,1098.0,0.00167820043861866,-4.871725082397461
306176,0.056640625,0.0001163594497484155,0.02371714822947979,0.006357905454933643,3476,,1763260296.6338754,-0.009578108787536621,,0.173854261636734,284.8634443283081,1098.0,0.001969005214050412,-1.9825961589813232
306432,0.0,0.00011620583973126486,-0.008950329385697842,0.0016120513901114464,3479,,1763260296.8950558,0.010654229670763016,,0.28298452496528625,285.1246247291565,1098.0,23.958518981933594,0.00231325626373291
308352,0.0,0.00011505376460263506,0.000926801934838295,6.57159835100174e-05,3498,,1763260298.669762,0.0003545377403497696,,0.22851118445396423,286.8993308544159,1098.0,6.032559871673584,0.0008987188339233398
308864,0.0,0.00011474654456833377,0.013896707445383072,0.0012010056525468826,3503,,1763260299.1529372,0.0028311070054769516,,0.1994270235300064,287.38250613212585,1098.0,19.1972599029541,0.0005226731300354004
309888,0.01171875,0.00011413210449973121,0.0015064552426338196,0.0020899735391139984,3513,,1763260300.0477798,-0.0014244019985198975,,0.15610313415527344,288.27734875679016,1098.0,2.2226948738098145,0.001824796199798584
311168,0.08203125,0.00011336405441397801,0.057298824191093445,0.022609727457165718,3525,,1763260301.239355,-0.04416796192526817,,0.18783678114414215,289.46892404556274,1098.0,0.002195939654484391,-1.272235631942749
312349,,,,,3537,500.0,1763260302.2926633,,500.0,,290.52223229408264,,,
314112,0.013671875,0.00011159753921674564,-0.003535882569849491,0.0024831751361489296,3554,,1763260303.884156,-0.002887701615691185,,0.1888006031513214,292.1137249469757,1098.0,0.002503444207832217,-0.4879474639892578
314240,0.08203125,0.00011152073420817032,0.04046878218650818,0.009533749893307686,3555,,1763260303.995553,-0.030530065298080444,,0.20074933767318726,292.22512197494507,1098.0,0.0022573962341994047,-2.087610960006714
316349,,,,,3576,500.0,1763260305.8763254,,500.0,,294.1058943271637,,,
316544,0.015625,0.00011013825132977217,0.00644087977707386,0.0038806702941656113,3578,,1763260306.0781214,0.002175651490688324,,0.20724494755268097,294.3076903820038,1098.0,0.00977328047156334,-2.054015874862671
316849,,,,,3581,500.0,1763260306.3160872,,500.0,,294.54565620422363,,,
317696,0.005859375,0.00010944700625259429,0.01624329946935177,0.0021362025290727615,3589,,1763260307.1131907,-0.0323486402630806,,0.15660801529884338,295.3427596092224,1098.0,0.0020122614223510027,-2.038949728012085
320128,0.0,0.00010798771108966321,-0.005857458338141441,0.0011882632970809937,3613,,1763260309.3065412,0.0046055614948272705,,0.1886129230260849,297.536110162735,1098.0,0.0026473074685782194,-3.010986804962158
