charts/learning_rate,charts/episodic_return,charts/SPS,losses/old_approx_kl,_timestamp,losses/value_loss,_step,_runtime,global_step,charts/episodic_length,losses/clipfrac,losses/policy_loss,losses/explained_variance,losses/entropy,losses/approx_kl
,104.0,,,1763260031.7612386,,396,20.07591152191162,13930,104.0,,,,,
0.00029078341322019696,,1007.0,-0.009278486482799053,1763260033.3115158,0.6581873297691345,425,21.6261887550354,15488,,0.0,0.020693451166152954,0.9927210807800293,0.5346145629882812,0.0016773873940110207
,118.0,,,1763260034.177343,,441,22.492015838623047,16391,118.0,,,,,
,126.0,,,1763260034.6772363,,450,22.99190926551819,16916,126.0,,,,,
0.00028917050804011524,,1014.0,0.0017684949561953545,1763260035.8540854,0.6730645895004272,471,24.168758392333984,18176,,0.0,-0.0009307414293289185,0.9694225788116455,0.5112466812133789,6.302911788225174e-05
,76.0,,,1763260036.3189826,,481,24.633655548095703,18705,76.0,,,,,
,106.0,,,1763260036.821912,,490,25.136584997177124,19215,106.0,,,,,
,52.0,,,1763260037.4042206,,504,25.71889352798462,19853,52.0,,,,,
0.0002878648228943348,,1018.0,0.008545557036995888,1763260037.913725,0.860245406627655,515,26.228397846221924,20352,,0.0,-0.019582083448767662,0.28448420763015747,0.555001437664032,0.0014153514057397842
,99.0,,,1763260038.6854732,,530,27.00014615058899,21205,99.0,,,,,
,90.0,,,1763260039.1295257,,539,27.444198608398438,21666,90.0,,,,,
,137.0,,,1763260039.596983,,547,27.91165590286255,22230,137.0,,,,,
0.0002864055277314037,,1024.0,0.06406901776790619,1763260040.180319,0.6300582885742188,555,28.49499201774597,22784,,0.033203125,0.005960829555988312,0.9994620680809021,0.5426709651947021,0.012429763562977314
,173.0,,,1763260040.4106634,,559,28.72533631324768,23050,173.0,,,,,
,109.0,,,1763260040.9359179,,568,29.250590801239014,23664,109.0,,,,,
,134.0,,,1763260042.3472097,,595,30.661882638931274,25199,134.0,,,,,
,41.0,,,1763260043.2915506,,614,31.606223583221436,26192,41.0,,,,,
,120.0,,,1763260044.1317155,,630,32.446388483047485,27123,120.0,,,,,
,108.0,,,1763260044.449479,,636,32.76415205001831,27437,108.0,,,,,
,137.0,,,1763260044.6871474,,640,33.00182032585144,27731,137.0,,,,,
0.00028310291236266494,,1035.0,-0.0059332046657800674,1763260045.2618997,0.24742871522903442,650,33.57657265663147,28288,,0.0,0.0006521791219711304,0.9974841475486755,0.5028079748153687,0.00010202638804912567
0.0002825652773026377,,1036.0,0.07227753847837448,1763260046.0927756,0.18256676197052002,664,34.407448530197144,29184,,0.0859375,-0.0010820403695106506,0.9974485635757446,0.5682883858680725,0.017168790102005005
,118.0,,,1763260047.014244,,684,35.328917026519775,30212,118.0,,,,,
,121.0,,,1763260047.2774732,,689,35.592146158218384,30478,121.0,,,,,
,114.0,,,1763260047.7470968,,698,36.06176972389221,31040,114.0,,,,,
,112.0,,,1763260047.9720871,,702,36.286760091781616,31289,112.0,,,,,
0.0002811059821397066,,1040.0,-0.0048858970403671265,1763260048.319533,0.2568432688713074,707,36.63420605659485,31616,,0.001953125,0.01968829520046711,0.9987831711769104,0.49834731221199036,0.0023751594126224518
,128.0,,,1763260049.559836,,729,37.87450885772705,32933,128.0,,,,,
0.0002791858569253236,,1044.0,0.002459014765918255,1763260051.271724,0.24450737237930298,757,39.58639693260193,34816,,0.0,0.004140820354223251,0.9176889657974243,0.5259073376655579,0.004395865835249424
0.00027895544189959764,,1044.0,0.008958068676292896,1763260051.6400378,0.8500949144363403,762,39.954710721969604,35200,,0.013671875,0.006322093307971954,0.9916198253631592,0.5236244797706604,0.0034323232248425484
0.0002787250268738717,,1045.0,-0.0019366368651390076,1763260051.975803,0.5165578722953796,767,40.290475845336914,35584,,0.0,-0.017639417201280594,-0.006517529487609863,0.5209430456161499,0.0005195457488298416
,180.0,,,1763260052.469113,,775,40.7837860584259,36133,180.0,,,,,
,135.0,,,1763260053.3394458,,788,41.65411877632141,37114,135.0,,,,,
0.00027741934172809124,,1046.0,0.0007461551576852798,1763260054.0121377,21.12578010559082,797,42.32681059837341,37760,,0.001953125,0.003739401698112488,0.20513510704040527,0.5303847193717957,0.0027514714747667313
0.00027703531668521464,,1046.0,0.014352715574204922,1763260054.6253881,24.61940574645996,806,42.94006109237671,38400,,0.01953125,0.012662956491112709,0.20094913244247437,0.5129845142364502,0.004256230778992176
0.0002765744866337627,,1047.0,0.006668156012892723,1763260055.330314,24.081859588623047,815,43.64498686790466,39168,,0.01171875,-0.03556548431515694,0.14897078275680542,0.5365077257156372,0.006202255375683308
0.0002741167554631829,,1045.0,-0.0009406004101037979,1763260059.3178546,0.052011288702487946,863,47.632527589797974,43264,,0.01171875,-0.009897321462631226,0.3765328526496887,0.4919413626194,0.004921111278235912
0.0002735791204031557,,1046.0,0.11793605983257294,1763260060.1373901,0.046948615461587906,872,48.45206308364868,44160,,0.11328125,-0.09009073674678802,0.8683091402053833,0.528999924659729,0.026945810765028
0.0002733487053774297,,1047.0,-0.028098952025175095,1763260060.4696755,0.05226787552237511,876,48.784348487854004,44544,,0.001953125,-0.000560954213142395,0.005023539066314697,0.5594069361686707,0.002298397943377495
0.0002705837250687182,,1052.0,0.00424601137638092,1763260064.641821,40.34781265258789,922,52.956493854522705,49152,,0.0,0.001194186508655548,0.00032150745391845703,0.4428725838661194,7.331930100917816e-05
0.00027004609000869095,,1053.0,0.03531184047460556,1763260065.459018,0.005046224221587181,930,53.773690938949585,50048,,0.04296875,-0.028800517320632935,0.022826671600341797,0.46545422077178955,0.009873042814433575
0.00026958525995723903,,1053.0,-0.00028473976999521255,1763260066.1664815,0.01609649322926998,938,54.481154441833496,50816,,0.0,-0.0016385950148105621,0.17022031545639038,0.49543267488479614,9.701866656541824e-05
,500.0,,,1763260066.3920245,,941,54.70669746398926,51081,500.0,,,,,
0.00026935484493151307,,1054.0,-0.018707692623138428,1763260066.499367,0.03728269413113594,942,54.81403994560242,51200,,0.01953125,0.027429819107055664,-0.0004659891128540039,0.47024598717689514,0.007985729724168777
0.00026897081988863647,,1054.0,0.015232340432703495,1763260067.093673,0.0016428821254521608,948,55.40834593772888,51840,,0.009765625,-0.024727709591388702,-0.042729854583740234,0.47284695506095886,0.004976444877684116
0.00026735791470855474,,1056.0,0.06161027401685715,1763260069.5594592,0.00024501633015461266,974,57.87413215637207,54528,,0.013671875,0.020310692489147186,0.06859934329986572,0.45753222703933716,0.009128010831773281
,500.0,,,1763260070.0228987,,980,58.33757162094116,55081,500.0,,,,,
,500.0,,,1763260070.5037148,,985,58.81838774681091,55581,500.0,,,,,
,500.0,,,1763260071.4296184,,995,59.74429130554199,56581,500.0,,,,,
0.000265975424554199,,1057.0,-2.0119361579418182e-05,1763260071.6499724,0.00806752685457468,997,59.96464538574219,56832,,0.0,0.0022357888519763947,-0.00706028938293457,0.4438938498497009,0.0019487617537379265
0.0002649001544341445,,1059.0,-0.005945982411503792,1763260073.2552037,50.07707214355469,1015,61.5698766708374,58624,,0.0,-0.002316191792488098,0.00032079219818115234,0.46182993054389954,0.00036546215415000916
0.00026390168932266533,,1060.0,-0.010781040415167809,1763260074.7938156,0.005785739980638027,1031,63.1084885597229,60288,,0.005859375,-0.01661033183336258,0.21132206916809082,0.39116787910461426,0.001776173710823059
0.00026274961419403553,,1062.0,0.0014276765286922455,1763260076.5019882,0.001305355690419674,1050,64.81666111946106,62208,,0.0,0.0008406173437833786,-0.00029778480529785156,0.3365739583969116,0.0002748388797044754
,500.0,,,1763260076.8021877,,1053,65.11686062812805,62581,500.0,,,,,
,500.0,,,1763260077.2458777,,1058,65.56055068969727,63081,500.0,,,,,
0.0002607526839710772,,1064.0,0.018746037036180496,1763260079.5146213,0.00013356338604353368,1083,67.82929420471191,65536,,0.017578125,-0.012641485780477524,0.7822400331497192,0.3872707784175873,0.006760554388165474
0.0002602918539196253,,1064.0,0.007323058322072029,1763260080.220038,67.41735076904297,1091,68.53471088409424,66304,,0.01953125,-0.00017887726426124573,0.0002205967903137207,0.34485986828804016,0.003965476527810097
0.00025937019381672144,,1065.0,0.005154633894562721,1763260081.590581,2.129470109939575,1106,69.90525388717651,67840,,0.0,0.008196812123060226,0.002409219741821289,0.3450467884540558,0.0004797447472810745
0.00025860214373096824,,1066.0,0.008999738842248917,1763260082.7327383,0.000581645464990288,1118,71.0474112033844,69120,,0.0078125,0.00016036629676818848,0.9161946177482605,0.3358598053455353,0.002683764323592186
0.00025821811868809164,,1066.0,-0.007052259519696236,1763260083.3256989,17.7200984954834,1125,71.640371799469,69760,,0.0,-0.0023274384438991547,-0.003567934036254883,0.28878137469291687,0.0012184586375951767
0.0002576804836280644,,1067.0,-0.0028539281338453293,1763260084.1384473,0.011227400042116642,1133,72.45312023162842,70656,,0.021484375,0.0014319345355033875,0.9354885816574097,0.33088451623916626,0.004262588918209076
0.0002569892385508865,,1067.0,-0.014553464017808437,1763260085.1854174,146.0161895751953,1145,73.50009036064148,71808,,0.005859375,-0.005373716354370117,-0.013480901718139648,0.2223539650440216,0.0020033614709973335
,500.0,,,1763260086.9055884,,1164,75.22026133537292,73747,500.0,,,,,
0.0002557603584136814,,1068.0,0.010388672351837158,1763260087.0431104,0.8430583477020264,1165,75.35778331756592,73856,,0.0,-3.053247928619385e-05,-0.0005141496658325195,0.3812660574913025,0.0004941225051879883
0.00025529952836222947,,1069.0,0.0155601492151618,1763260087.7214303,0.0004331437812652439,1172,76.03610324859619,74624,,0.005859375,0.007691074162721634,-0.022087931632995605,0.37275922298431396,0.002019869163632393
0.0002547618933022022,,1069.0,0.005628542043268681,1763260088.541376,0.00011296211596345529,1181,76.85604906082153,75520,,0.001953125,0.007630485109984875,0.07676732540130615,0.41068631410598755,0.0025150002911686897
0.00025445467326790094,,1070.0,-0.021108388900756836,1763260088.9876897,0.0002172508102376014,1186,77.30236268043518,76032,,0.078125,-0.010130428709089756,-0.10011720657348633,0.36755266785621643,0.015330939553678036
0.00025376342819072306,,1070.0,-0.002074616961181164,1763260090.0312788,5.451417382573709e-05,1197,78.345951795578,77184,,0.0,0.0006952285766601562,-0.0638355016708374,0.3225093483924866,4.6945177018642426e-05
,500.0,,,1763260091.4523585,,1213,79.76703143119812,78747,500.0,,,,,
0.0002526881580706686,,1071.0,0.025460436940193176,1763260091.6671317,0.005014543887227774,1215,79.9818046092987,78976,,0.005859375,-0.024741850793361664,0.1284375786781311,0.3475865125656128,0.0053111473098397255
0.00025199694209732115,,1071.0,0.020372316241264343,1763260092.7049325,0.0002499664551578462,1226,81.0196053981781,80128,,0.017578125,0.008015282452106476,0.1659831404685974,0.3565808832645416,0.0050725387409329414
0.0002517665270715952,,1071.0,0.0024955663830041885,1763260093.0406237,0.00018050670041702688,1230,81.35529661178589,80512,,0.001953125,-0.00026727281510829926,0.12072736024856567,0.34793204069137573,0.0016484949737787247
0.00025153611204586923,,1071.0,0.010335732251405716,1763260093.4182777,0.0032571498304605484,1234,81.73295068740845,80896,,0.015625,-0.007871130481362343,0.4332703948020935,0.29941651225090027,0.0048081111162900925
0.00025084486696869135,,1072.0,-0.005988572724163532,1763260094.4557433,0.0005136094987392426,1245,82.77041625976562,82048,,0.0,-0.004628082737326622,0.10520750284194946,0.36881062388420105,0.0010420726612210274
0.0002503072319086641,,1072.0,-0.02222229354083538,1763260095.240567,0.0015228923875838518,1254,83.55523991584778,82944,,0.0390625,0.030505798757076263,-0.14197278022766113,0.333556592464447,0.008951111696660519
0.0002492319617886096,,1073.0,-0.004427698440849781,1763260096.8713744,1.6919930203584954e-06,1271,85.18604731559753,84736,,0.013671875,0.028239667415618896,0.017182230949401855,0.3982486128807068,0.002035551704466343
0.0002475422515999526,,1074.0,0.0010140594094991684,1763260099.4117587,0.00033468237961642444,1299,87.72643160820007,87552,,0.0,-0.0005543306469917297,-0.0506284236907959,0.42213401198387146,0.000136474147439003
0.00024508449132554233,,1075.0,-0.011320832185447216,1763260103.1395257,7.065422323648818e-06,1339,91.4541985988617,91648,,0.00390625,-0.004939619451761246,0.06775844097137451,0.36062681674957275,0.001567433588206768
,500.0,,,1763260103.174472,,1340,91.48914504051208,91747,500.0,,,,,
0.00024447005125693977,,1075.0,0.01539675984531641,1763260104.0727065,4.0730850741965696e-05,1349,92.38737940788269,92672,,0.0,-0.0017351247370243073,-0.04648911952972412,0.3867887258529663,0.0003373166546225548
0.00024362519616261125,,1076.0,0.0011858418583869934,1763260105.336509,0.00010346983617637306,1363,93.65118193626404,94080,,0.001953125,-0.004660198464989662,-0.017949938774108887,0.4248501658439636,0.0022303834557533264
,500.0,,,1763260105.4621704,,1365,93.77684330940247,94247,500.0,,,,,
,500.0,,,1763260105.9430766,,1370,94.25774955749512,94747,500.0,,,,,
,500.0,,,1763260106.8604264,,1380,95.17509937286377,95747,500.0,,,,,
0.00024254992604255676,,1076.0,0.0008502984419465065,1763260106.9699247,0.0071252440102398396,1381,95.28459763526917,95872,,0.0,-0.0021688640117645264,-0.00014543533325195312,0.33260154724121094,4.115235060453415e-05
0.00024208909599110484,,1077.0,0.004546004347503185,1763260107.6441047,9.863542072707787e-05,1388,95.95877766609192,96640,,0.0,-0.013980964198708534,0.0100327730178833,0.3308963477611542,0.0010789623484015465
0.00024170507094822824,,1077.0,-0.016269972547888756,1763260108.242783,0.03223445266485214,1395,96.55745601654053,97280,,0.017578125,0.007707379758358002,-0.000148773193359375,0.37165090441703796,0.0038643479347229004
,500.0,,,1763260108.6053376,,1399,96.92001056671143,97747,500.0,,,,,
0.00024109063087962568,,1077.0,0.011115042492747307,1763260109.1749673,0.8465008735656738,1405,97.48964023590088,98304,,0.0,0.0010147299617528915,7.778406143188477e-05,0.33040112257003784,0.0011637546122074127
0.00023940092069096863,,1078.0,0.0007218271493911743,1763260111.7048864,7.930713763926178e-05,1432,100.01955938339233,101120,,0.021484375,0.0026240460574626923,-0.019431114196777344,0.3668871223926544,0.0018514394760131836
,500.0,,,1763260111.7463822,,1433,100.06105518341064,101247,500.0,,,,,
0.00023801843053661287,,1078.0,-0.020807350054383278,1763260113.786708,0.004874500446021557,1455,102.1013810634613,103424,,0.009765625,0.001898614689707756,-0.058736205101013184,0.3466845750808716,0.0022153854370117188
0.00023794162552803755,,1079.0,0.013484690338373184,1763260113.898461,0.00019993577734567225,1456,102.21313405036926,103552,,0.017578125,-0.0033085420727729797,0.06190037727355957,0.3105376064777374,0.0020573586225509644
0.00023786482051946223,,1079.0,0.003680463880300522,1763260114.0101104,2.126887375197839e-05,1457,102.32478332519531,103680,,0.0,-0.018553629517555237,-0.07084798812866211,0.36812689900398254,0.001144329085946083
0.00023440859513357282,,1079.0,-0.0015446757897734642,1763260119.2744586,0.003067600540816784,1514,107.58913159370422,109440,,0.013671875,-0.0039117904379963875,-0.02042067050933838,0.36183804273605347,0.0038085179403424263
0.00023394777963403612,,1080.0,0.014810646884143353,1763260119.9635265,7.447865755239036e-06,1521,108.2781994342804,110208,,0.146484375,-0.027127744629979134,0.09509551525115967,0.26158103346824646,0.012286760844290257
0.00023371736460831016,,1080.0,-0.0010354919359087944,1763260120.297967,0.00010448385000927374,1525,108.61263990402222,110592,,0.001953125,-0.005471542477607727,0.020400702953338623,0.4006474018096924,0.0015773652121424675
,500.0,,,1763260120.4201608,,1527,108.73483371734619,110747,500.0,,,,,
0.0002334869495825842,,1080.0,0.013560332357883453,1763260120.6681812,0.0036758817732334137,1529,108.98285412788391,110976,,0.001953125,-0.00018236041069030762,0.19104856252670288,0.29286885261535645,0.002345925197005272
0.00023317972954828292,,1080.0,0.014745494350790977,1763260121.1151803,0.0028131045401096344,1534,109.42985320091248,111488,,0.052734375,-0.0016465038061141968,0.0967259407043457,0.3836657404899597,0.012640244327485561
0.00023302611953113228,,1080.0,0.0010431800037622452,1763260121.3384116,5.499247708939947e-05,1536,109.65308451652527,111744,,0.001953125,-0.0008236411958932877,-0.006848931312561035,0.2806098759174347,0.0009199194610118866
0.00023264209448825568,,1080.0,-0.0062872422859072685,1763260121.9336824,0.0027812463231384754,1543,110.24835538864136,112384,,0.00390625,-0.00021120533347129822,-0.06547677516937256,0.3034202456474304,0.004514508880674839
0.00023248848447110504,,1080.0,0.02741311490535736,1763260122.1562216,2.79933083220385e-05,1545,110.47089457511902,112640,,0.0234375,0.004304379224777222,-0.01214611530303955,0.3777819871902466,0.008645298890769482
,500.0,,,1763260122.193366,,1546,110.50803899765015,112747,500.0,,,,,
0.00023172043438535184,,1081.0,-0.006988713517785072,1763260123.3143027,0.006060977932065725,1558,111.62897562980652,113920,,0.001953125,-0.0008444525301456451,0.0015352368354797363,0.3441905975341797,0.003249991685152054
0.00023164362937677652,,1081.0,0.03229963034391403,1763260123.4257784,0.0001884806260932237,1559,111.74045133590698,114048,,0.05859375,-0.002325190231204033,-0.05704975128173828,0.3545099198818207,0.008261606097221375
0.00023141321435105056,,1080.0,0.007795014418661594,1763260123.7971318,0.0027192430570721626,1563,112.11180472373962,114432,,0.0078125,-0.006626344285905361,0.05059438943862915,0.3263188600540161,0.00530343409627676
,500.0,,,1763260124.0434496,,1566,112.35812258720398,114747,500.0,,,,,
0.00022987711417954415,,1081.0,-0.008626045659184456,1763260126.103917,0.0017500437097623944,1588,114.41858983039856,116992,,0.001953125,-0.0021040774881839752,0.08055853843688965,0.33724433183670044,0.0004786495119333267
0.00022980030917096883,,1081.0,-0.025550026446580887,1763260126.215394,1.6047601093305275e-05,1589,114.5300669670105,117120,,0.078125,-0.0030198097229003906,-0.01677262783050537,0.27312615513801575,0.004076444543898106
0.0002293394791195169,,1081.0,-0.0029787318781018257,1763260126.9228225,0.003854818642139435,1597,115.23749542236328,117888,,0.0,0.010551109910011292,0.0606158971786499,0.42981666326522827,0.0011699283495545387
0.00022872503905091435,,1081.0,0.02890308015048504,1763260127.8595374,0.002827487653121352,1607,116.1742103099823,118912,,0.046875,0.0017863474786281586,-0.00984501838684082,0.3787984251976013,0.005946391262114048
0.0002285714290337637,,1081.0,0.06392882019281387,1763260128.0821142,0.0001561181852594018,1609,116.39678716659546,119168,,0.06640625,-0.020918801426887512,-0.028885722160339355,0.386924684047699,0.010769836604595184
,500.0,,,1763260128.1093569,,1610,116.42402982711792,119247,500.0,,,,,
0.00022841781901661307,,1082.0,0.022998778149485588,1763260128.3066614,0.0020781129132956266,1612,116.62133431434631,119424,,0.029296875,0.012541636824607849,-0.05953526496887207,0.32964423298835754,0.009457586333155632
0.00022757296392228454,,1082.0,-0.03245632350444794,1763260129.571603,0.020812280476093292,1626,117.88627600669861,120832,,0.0234375,-0.0030556172132492065,-0.00010633468627929688,0.28601792454719543,0.00480231549590826
0.00022680491383653134,,1082.0,0.0051408493891358376,1763260130.7203062,4.540308873401955e-05,1638,119.03497910499573,122112,,0.001953125,-0.004306197166442871,0.24751371145248413,0.29479900002479553,0.001232900656759739
0.00022380951850209385,,1083.0,-0.031556494534015656,1763260135.27426,6.044273322913796e-05,1687,123.58893299102783,127104,,0.0625,0.010521836578845978,0.016063988208770752,0.41848310828208923,0.014381172135472298
0.00022104455274529755,,1083.0,0.027469057589769363,1763260139.4554,6.209905404830351e-05,1732,127.77007293701172,131712,,0.048828125,-0.013593699783086777,0.09890657663345337,0.3383280038833618,0.009592484682798386
0.00022027650265954435,,1084.0,-0.0026574023067951202,1763260140.6116524,0.005923357792198658,1745,128.9263253211975,132992,,0.0,0.001300416886806488,0.07640892267227173,0.266947865486145,0.00022642500698566437
0.00021981567260809243,,1084.0,0.021192992106080055,1763260141.2838538,0.27708494663238525,1753,129.5985267162323,133760,,0.017578125,-0.002313181757926941,-5.0902366638183594e-05,0.20381276309490204,0.003022078424692154
0.0002197388675995171,,1084.0,0.004835749976336956,1763260141.4289863,0.0024073768872767687,1754,129.7436592578888,133888,,0.0,-0.0015058480203151703,0.012573599815368652,0.3484661877155304,0.00010920409113168716
0.00021904762252233922,,1084.0,-0.007450977340340614,1763260142.4714766,0.00018474250100553036,1765,130.78614950180054,135040,,0.0,-0.0005907807499170303,0.09794759750366211,0.3178287744522095,0.0011813901364803314
0.00021889401250518858,,1084.0,0.012925378978252411,1763260142.6965013,50.69073486328125,1768,131.01117420196533,135296,,0.0,-0.009793834760785103,-1.5735626220703125e-05,0.32036882638931274,0.0003402251750230789
,500.0,,,1763260143.535497,,1777,131.85016989707947,136247,500.0,,,,,
0.00021582181216217577,,1085.0,0.017348097637295723,1763260147.316648,0.002869590185582638,1818,135.63132095336914,140416,,0.001953125,-0.0183328315615654,0.08570986986160278,0.34137535095214844,0.0016538780182600021
0.0002155145921278745,,1085.0,-0.024723367765545845,1763260147.7983115,0.0048185065388679504,1823,136.11298441886902,140928,,0.017578125,0.02862376533448696,0.04716777801513672,0.3183860182762146,0.0030914656817913055
,500.0,,,1763260150.3631842,,1851,138.67785716056824,143747,500.0,,,,,
0.00021351766190491617,,1085.0,-0.004276510328054428,1763260150.84222,144.71165466308594,1856,139.15689301490784,144256,,0.041015625,-0.0066017284989356995,2.866983413696289e-05,0.36895444989204407,0.008827006444334984
0.00021274961181916296,,1085.0,-0.00736661721020937,1763260152.004413,0.00017260145978070796,1868,140.31908583641052,145536,,0.037109375,0.014710906893014908,-0.07110095024108887,0.2699647545814514,0.00799900759011507
0.00021244239178486168,,1085.0,0.018470523878932,1763260152.452061,1.4868730431771837e-05,1873,140.7667338848114,146048,,0.025390625,-0.00856443215161562,0.238358736038208,0.2756234407424927,0.007107185199856758
0.00021221197675913572,,1085.0,0.018126461654901505,1763260152.7870424,0.0031336478423327208,1877,141.1017153263092,146432,,0.013671875,0.00012294575572013855,-0.06226170063018799,0.3061665892601013,0.0041759321466088295
0.00021167434169910848,,1085.0,0.0051453085616230965,1763260153.6087573,2.282149314880371,1886,141.92343020439148,147328,,0.015625,0.0028015822172164917,3.039836883544922e-06,0.3134225606918335,0.0028443699702620506
,500.0,,,1763260154.437462,,1895,142.75213503837585,148247,500.0,,,,,
0.000210599071579054,,1085.0,0.0028199832886457443,1763260155.247835,0.00013685654266737401,1903,143.5625078678131,149120,,0.0,0.002129513770341873,-0.007962346076965332,0.3483714163303375,0.00028623268008232117
0.00021044546156190336,,1086.0,-0.0003820294514298439,1763260155.4726586,0.0037003648467361927,1906,143.78733158111572,149376,,0.015625,0.009224705398082733,0.2783600687980652,0.21665272116661072,0.004680975340306759
0.00020967742602806538,,1086.0,-0.002354208379983902,1763260156.6280441,2.460178075125441e-05,1918,144.9427170753479,150656,,0.0,-0.0016237832605838776,0.051487743854522705,0.2746443450450897,8.660182356834412e-05
0.00020960062101949006,,1086.0,-0.0012302547693252563,1763260156.7411623,144.39199829101562,1920,145.0558352470398,150784,,0.013671875,0.0006531141698360443,-5.6743621826171875e-05,0.2566423714160919,0.002676287665963173
0.00020806452084798366,,1086.0,0.004648666828870773,1763260159.0505679,56.90953826904297,1945,147.36524081230164,153344,,0.005859375,-0.004950905218720436,-5.328655242919922e-05,0.36155569553375244,0.002541298046708107
0.00020721966575365514,,1086.0,-0.013945097103714943,1763260160.3484786,168.3958282470703,1959,148.66315150260925,154752,,0.064453125,0.09366671741008759,-0.00029146671295166016,0.2998635172843933,0.012396976351737976
,500.0,,,1763260161.6448884,,1973,149.95956134796143,156247,500.0,,,,,
0.0002056067605735734,,1086.0,0.0062509337440133095,1763260162.8505116,0.003579561598598957,1985,151.16518449783325,157440,,0.0,-0.006989462301135063,0.6226022243499756,0.2795986235141754,0.0013017775490880013
0.0002052227355306968,,1086.0,0.004229633137583733,1763260163.4463162,5.2658819186035544e-05,1991,151.76098918914795,158080,,0.0,-0.004993941634893417,0.463811993598938,0.1766146868467331,0.00026493147015571594
0.00020453149045351893,,1086.0,-0.0005868123844265938,1763260164.4875953,4.6668315917486325e-05,2002,152.80226826667786,159232,,0.064453125,-0.045536503195762634,-0.01793825626373291,0.23086467385292053,0.02099420875310898
0.00020422427041921765,,1086.0,0.006846357136964798,1763260164.9344761,7.763830944895744e-05,2007,153.2491490840912,159744,,0.046875,-0.019190914928913116,0.34800201654434204,0.19991058111190796,0.006026318296790123
