losses/old_approx_kl,_runtime,_step,losses/entropy,losses/clipfrac,losses/value_loss,charts/SPS,charts/learning_rate,global_step,losses/policy_loss,losses/explained_variance,losses/approx_kl,_timestamp,charts/episodic_return,charts/episodic_length
0.029643572866916656,33.54724097251892,568,0.4876275956630707,0.001953125,7.116205215454102,1053.0,0.0002824884722940624,29312,-0.0007074028253555298,0.47204744815826416,0.002823513001203537,1763260045.0962539,,
0.012551440857350826,35.18271541595459,595,0.46656596660614014,0.0,0.4187743365764618,1056.0,0.0002814132021740079,31104,-0.015883583575487137,0.8174206018447876,0.0006938101723790169,1763260046.7317283,,
0.013278045691549778,36.336095094680786,612,0.5231788158416748,0.0234375,0.5922975540161133,1058.0,0.0002806451520882547,32384,-0.021670805290341377,0.7831183075904846,0.004990375600755215,1763260047.885108,,
0.001953655853867531,36.557042837142944,614,0.5319262742996216,0.0,0.17679835855960846,1058.0,0.00028049154207110405,32640,-0.015221109613776207,0.9200384020805359,0.0015574917197227478,1763260048.1060557,,
0.008012530393898487,37.8420729637146,630,0.44097039103507996,0.0,0.5481415390968323,1060.0,0.0002796466869767755,34048,-0.008095063269138336,0.9774905443191528,0.0020526712760329247,1763260049.3910859,,
,38.197391748428345,636,,,,,,34475,,,,1763260049.7464046,184.0,184.0
0.0019028838723897934,38.51521682739258,640,0.46056994795799255,0.0,0.3579866886138916,1062.0,0.0002791858569253236,34816,0.005535617470741272,0.9950984120368958,0.0020829569548368454,1763260050.0642297,,
0.002679489552974701,39.22122764587402,650,0.4329104721546173,0.0,0.10955217480659485,1062.0,0.0002787250268738717,35584,0.0009587332606315613,0.9719982147216797,8.513592183589935e-05,1763260050.7702405,,
-0.0012900670990347862,40.467925786972046,664,0.4685325622558594,0.0,0.13562342524528503,1065.0,0.00027788017177954316,36992,0.005068514496088028,0.9703782796859741,0.0012156413868069649,1763260052.0169387,,
0.010564367286860943,42.465611696243286,684,0.42541512846946716,0.048828125,0.34734097123146057,1062.0,0.00027665129164233804,39040,-0.019828354939818382,0.9722318053245544,0.009049849584698677,1763260054.0146246,,
0.03240494430065155,42.80929183959961,689,0.39211320877075195,0.0078125,10.707113265991211,1063.0,0.0002764208766166121,39424,-0.03945102170109749,0.9785873293876648,0.005203668028116226,1763260054.3583047,,
,43.44450092315674,698,,,,,,40123,,,,1763260054.9935138,172.0,172.0
-0.003110942430794239,43.77837157249451,702,0.42588743567466736,0.0,0.036893200129270554,1063.0,0.00027580646565183997,40448,-0.002021627500653267,0.998627781867981,0.00024480652064085007,1763260055.3273845,,
,44.06510138511658,707,,,,,,40823,,,,1763260055.6141143,175.0,175.0
-0.004231725819408894,45.9121527671814,729,0.47111332416534424,0.0,0.285902738571167,1060.0,0.00027450078050605953,42624,-0.0015116594731807709,0.956462562084198,0.00010961946099996567,1763260057.4611657,,
,48.254393339157104,757,,,,,,45210,,,,1763260059.8034062,125.0,125.0
0.02260332554578781,48.62620568275452,762,0.4391491413116455,0.009765625,1.890106201171875,1062.0,0.00027273426530882716,45568,0.0013000927865505219,0.8799502849578857,0.004192544147372246,1763260060.1752186,,
,48.88524627685547,767,,,,,,45904,,,,1763260060.4342592,152.0,152.0
,49.35371232032776,775,,,,,,46455,,,,1763260060.9027252,144.0,144.0
,50.15999913215637,788,,,,,,47247,,,,1763260061.709012,115.0,115.0
,50.68892049789429,797,,,,,,47848,,,,1763260062.2379334,107.0,107.0
0.0031281616538763046,51.22151279449463,806,0.4459054172039032,0.0,0.07578440010547638,1063.0,0.0002710445551201701,48384,0.0004197359085083008,0.9990788698196411,2.69375741481781e-05,1763260062.7705257,,
,51.73597502708435,815,,,,,,48925,,,,1763260063.284988,126.0,126.0
0.011213473044335842,54.43880271911621,863,0.4144408404827118,0.001953125,6.2871479988098145,1064.0,0.00026897081988863647,51840,-0.023400867357850075,0.9774294495582581,0.0020236270502209663,1763260065.9878156,,
-0.004408811219036579,55.05448389053345,872,0.5128116607666016,0.0,0.117459237575531,1064.0,0.00026858679484575987,52480,-0.01123732328414917,0.9964633584022522,0.0011066505685448647,1763260066.6034968,,
0.0011009322479367256,55.28113317489624,876,0.4819650948047638,0.0,0.700154721736908,1064.0,0.00026843318482860923,52736,0.017730001360177994,0.9974778294563293,0.0021130042150616646,1763260066.830146,,
0.02071843110024929,58.77305507659912,922,0.5382700562477112,0.0,0.06592896580696106,1066.0,0.0002661290345713496,56576,-0.04946717247366905,0.9881428480148315,0.003932496532797813,1763260070.322068,,
-0.0030933935195207596,59.477630853652954,930,0.476604163646698,0.005859375,0.00186267145909369,1067.0,0.0002656682045198977,57344,0.011701229959726334,0.939588725566864,0.002313351258635521,1763260071.0266438,,
0.006906649097800255,60.17119598388672,938,0.5489919185638428,0.017578125,0.7535896897315979,1067.0,0.0002652073744684458,58112,-0.03420146927237511,-0.021851420402526855,0.007264003157615662,1763260071.720209,,
-0.004412086680531502,60.39490795135498,941,0.5765100717544556,0.0,7.344275951385498,1067.0,0.00026505376445129514,58368,-0.0038727112114429474,0.014809608459472656,0.0008042380213737488,1763260071.9439209,,
-0.00032366253435611725,60.50769543647766,942,0.5014257431030273,0.0,5.501469135284424,1067.0,0.0002649769594427198,58496,0.0013206638395786285,-0.004900574684143066,0.00015463866293430328,1763260072.0567083,184.0,184.0
0.027746202424168587,60.97141933441162,948,0.4459628760814667,0.025390625,20.697093963623047,1068.0,0.00026466973940841854,59008,0.02496596798300743,-0.019379496574401855,0.007139997556805611,1763260072.5204322,,
-0.003710714168846607,63.06644821166992,974,0.5242595076560974,0.0,173.57754516601562,1069.0,0.00026328724925406277,61312,-0.0012878179550170898,0.009543836116790771,0.00022121425718069077,1763260074.615461,,
,63.5480899810791,980,,,,,,61896,,,,1763260075.0971029,197.0,197.0
,63.868891954422,985,,,,,,62233,,,,1763260075.4179049,160.0,160.0
0.004890749230980873,64.70206451416016,995,0.49768513441085815,0.0,0.002981758676469326,1070.0,0.0002622119791340083,63104,-0.009528562426567078,0.9201038479804993,0.0009047072380781174,1763260076.2510774,,
,64.84316396713257,997,,,,,,63311,,,,1763260076.3921769,371.0,371.0
-0.005329321138560772,66.23369574546814,1015,0.5043483376502991,0.0,45.843963623046875,1070.0,0.0002612135140225291,64768,0.0021763499826192856,-0.004754900932312012,0.0016908394172787666,1763260077.7827086,,
,66.50063443183899,1020,,,,,,65127,,,,1763260078.0496473,177.0,177.0
,67.42415452003479,1031,,,,,,66121,,,,1763260078.9731674,387.0,387.0
0.0023995889350771904,69.07268500328064,1050,0.5015231370925903,0.0,0.003680451540276408,1073.0,0.0002592933888081461,67968,-0.005524344742298126,0.9063275456428528,0.00045039597898721695,1763260080.621698,,
,69.32856750488281,1053,,,,,,68236,,,,1763260080.8775804,500.0,500.0
-0.008607689291238785,69.88357877731323,1058,0.4398496150970459,0.029296875,0.010434331372380257,1073.0,0.0002587557537481189,68864,0.004705466330051422,0.8685833215713501,0.010607237927615643,1763260081.4325917,,
-0.008747465908527374,72.24062848091125,1083,0.4213482439517975,0.00390625,0.00011065723811043426,1073.0,0.00025721965357661247,71424,0.025116410106420517,0.6660881042480469,0.002459479495882988,1763260083.7896414,,
-0.014027276076376438,72.94719123840332,1091,0.4393822252750397,0.095703125,6.838862464064732e-05,1074.0,0.00025675882352516055,72192,0.03474541753530502,-0.00618290901184082,0.014610985293984413,1763260084.4962041,,
-0.014239311218261719,74.31902813911438,1106,0.46636059880256653,0.052734375,2.9056953280814923e-05,1075.0,0.0002558371634222567,73728,0.015242032706737518,-0.10777759552001953,0.008745844475924969,1763260085.868041,,
,75.36388039588928,1118,,,,,,74926,,,,1763260086.9128933,500.0,500.0
0.017929725348949432,76.05347943305969,1125,0.4672735631465912,0.015625,0.005567662883549929,1075.0,0.0002546850882936269,75648,-0.013051426969468594,0.5102757215499878,0.005708605051040649,1763260087.6024923,,
,76.75623750686646,1133,,,,,,76426,,,,1763260088.3052504,500.0,500.0
0.06125599145889282,77.91251707077026,1145,0.37774863839149475,0.0390625,2.014044366660528e-05,1076.0,0.0002534562081564218,77696,-0.01886976696550846,0.022321462631225586,0.014934874139726162,1763260089.46153,,
0.019623011350631714,79.62518620491028,1164,0.4168127775192261,0.03515625,0.007850770838558674,1077.0,0.000252304133027792,79616,-0.01644814759492874,0.09275126457214355,0.010727113112807274,1763260091.174199,,
0.05640404671430588,79.73562717437744,1165,0.37430620193481445,0.171875,1.224343850481091e-05,1077.0,0.00025222732801921666,79744,-0.039939116686582565,-0.06780540943145752,0.05464314669370651,1763260091.28464,,
,80.34533524513245,1172,,,,,,80426,,,,1763260091.8943481,500.0,500.0
-0.040699996054172516,81.26222968101501,1181,0.38189661502838135,0.103515625,0.00010442084749229252,1077.0,0.00025122889201156795,81408,0.030909128487110138,-0.27339696884155273,0.02675344981253147,1763260092.8112426,,
-0.017437612637877464,81.70747447013855,1186,0.3193369507789612,0.0,0.0001314539258601144,1078.0,0.00025092167197726667,81920,0.007489550858736038,-0.06150555610656738,0.0013429941609501839,1763260093.2564874,,
0.04795967787504196,82.63960409164429,1197,0.3742658793926239,0.0390625,17.72024917602539,1078.0,0.0002503072319086641,82944,0.00960632786154747,-0.000559687614440918,0.00504777766764164,1763260094.188617,,
0.00850796326994896,84.16930294036865,1213,0.27705684304237366,0.041015625,0.005235814489424229,1078.0,0.00024930876679718494,84608,0.006132308393716812,0.6543453931808472,0.005072442814707756,1763260095.7183158,,
0.08338285982608795,84.39025974273682,1215,0.36371049284935,0.140625,0.0001184722495963797,1078.0,0.0002491551567800343,84864,-0.03401266038417816,0.010279238224029541,0.039333172142505646,1763260095.9392726,,
,85.33138751983643,1226,,,,,,85926,,,,1763260096.8804004,500.0,500.0
0.022065408527851105,85.76350808143616,1230,0.3395737111568451,0.0546875,0.00033958026324398816,1079.0,0.00024823349667713046,86400,-0.027966201305389404,0.3322315216064453,0.010200275108218193,1763260097.312521,,
0.00981608871370554,86.12726092338562,1234,0.30386823415756226,0.001953125,4.1614675865275785e-06,1079.0,0.0002480030816514045,86784,-0.012643961235880852,-0.1664668321609497,0.0015281671658158302,1763260097.6762738,,
,87.06859970092773,1245,,,,,,87926,,,,1763260098.6176126,500.0,500.0
0.10630659759044647,87.94211483001709,1254,0.29809001088142395,0.1197916641831398,0.0008687652880325913,1080.0,0.0002467742015141994,88832,-0.014285560697317123,-0.20061326026916504,0.030318841338157654,1763260099.4911277,,
,89.39398789405823,1271,,,,,,90476,,,,1763260100.9430008,500.0,500.0
-0.004899156279861927,91.997074842453,1299,0.3106575608253479,0.0,0.00026529617025516927,1081.0,0.00024408602621406317,93312,0.020602986216545105,0.6268093585968018,0.002003726549446583,1763260103.5460877,,
,95.73727583885193,1339,,,,,,97476,,,,1763260107.2862887,500.0,500.0
0.013327461667358875,95.82676696777344,1340,0.2905751168727875,0.0,0.02166031301021576,1082.0,0.0002415514609310776,97536,-0.0029799100011587143,-7.975101470947266e-05,0.0006969952955842018,1763260107.3757799,,
,96.66167783737183,1349,,,,,,98476,,,,1763260108.2106907,500.0,500.0
0.01688583940267563,98.02533054351807,1363,0.2987942099571228,0.015625,0.00024333567125722766,1083.0,0.00024009216576814651,99968,-0.016054699197411537,0.4829304814338684,0.002799072302877903,1763260109.5743434,,
0.00617397204041481,98.13938331604004,1365,0.18329916894435883,0.015625,149.032470703125,1083.0,0.0002400153607595712,100096,0.01133890450000763,2.0682811737060547e-05,0.0018706154078245163,1763260109.6883962,,
0.019222548231482506,98.61713695526123,1370,0.28912869095802307,0.04296875,0.006547007709741592,1083.0,0.00023970814072526991,100608,-0.024215221405029297,0.7755457162857056,0.019627906382083893,1763260110.1661499,,
0.02195965126156807,99.51909470558167,1380,0.22353963553905487,0.021484375,0.0037501275073736906,1083.0,0.00023909370065666735,101632,-0.031126108020544052,0.9029028415679932,0.005805563181638718,1763260111.0681076,,
0.0033699041232466698,99.65916061401367,1381,0.18869680166244507,0.01953125,2.3136271920520812e-05,1083.0,0.00023901689564809203,101760,-0.0006416663527488708,0.799633800983429,0.0011772168800234795,1763260111.2081735,,
,100.2509412765503,1388,,,,,,102476,,,,1763260111.7999542,500.0,500.0
0.015784207731485367,100.93063712120056,1395,0.26219233870506287,0.0,0.008720980025827885,1083.0,0.0002381720405537635,103168,0.005438573658466339,0.8525173664093018,0.002248292788863182,1763260112.47965,,
0.006534144282341003,101.26892638206482,1399,0.17722289264202118,0.01171875,8.30882740020752,1083.0,0.00023794162552803755,103552,0.0005236715078353882,-3.8743019104003906e-05,0.0015499014407396317,1763260112.8179393,,
0.01267825998365879,101.86890149116516,1405,0.24163033068180084,0.0,0.006165856495499611,1083.0,0.00023755760048516095,104192,-0.00650427769869566,0.5953092575073242,0.0011798776686191559,1763260113.4179144,,
,104.31969428062439,1432,,,,,,106976,,,,1763260115.8687072,500.0,500.0
-0.01296759769320488,104.40044713020325,1433,0.1868741810321808,0.025390625,18.427001953125,1084.0,0.0002358678902965039,107008,0.004965765401721001,0.00019556283950805664,0.0022437814623117447,1763260115.94946,,
0.00686173141002655,106.48292183876038,1455,0.1424136459827423,0.0234375,5.592091474682093e-05,1085.0,0.00023448540014214814,109312,0.0011173766106367111,0.5172349810600281,0.0020423494279384613,1763260118.0319347,,
0.03571849688887596,106.59451460838318,1456,0.1718270182609558,0.041015625,0.0002960084821097553,1085.0,0.00023440859513357282,109440,-0.013737143017351627,0.5274560451507568,0.019135436043143272,1763260118.1435275,,
,106.60778546333313,1457,,,,,,109476,,,,1763260118.1567984,500.0,500.0
0.0777135118842125,111.9960572719574,1514,0.21847984194755554,0.115234375,5.2321047405712306e-05,1086.0,0.000230798774282448,115456,-0.04682433232665062,0.2524319291114807,0.013436559587717056,1763260123.5450702,,
-0.00635174848139286,112.59163355827332,1521,0.1478925198316574,0.021484375,150.4699249267578,1086.0,0.0002304147492395714,116096,-0.005276434123516083,0.0008056759834289551,0.005629945546388626,1763260124.1406465,,
0.0012519536539912224,112.92633390426636,1525,0.20017874240875244,0.0,144.141845703125,1086.0,0.00023018433421384543,116480,-0.00038363970816135406,0.000771641731262207,7.529743015766144e-06,1763260124.4753468,,
0.07085233926773071,113.18692827224731,1527,0.18465623259544373,0.0703125,0.00012253294698894024,1086.0,0.0002300307241966948,116736,-0.03679011017084122,0.3366040587425232,0.019566349685192108,1763260124.7359412,,
,113.3369972705841,1529,,,,,,116976,,,,1763260124.8860102,500.0,500.0
,113.77908897399902,1534,,,,,,117476,,,,1763260125.3281019,500.0,500.0
0.026086468249559402,113.9683940410614,1536,0.23348335921764374,0.029296875,0.002395337913185358,1086.0,0.00022949308913666755,117632,0.002296142280101776,0.9186336994171143,0.00793931819498539,1763260125.517407,,
-0.005118095315992832,114.66837048530579,1543,0.12297381460666656,0.00390625,0.0002551789802964777,1086.0,0.00022903225908521563,118400,0.003709934651851654,0.6419675350189209,0.00012551527470350266,1763260126.2173834,,
-0.011706342920660973,114.78171133995056,1545,0.21790695190429688,0.048828125,2.1452794075012207,1086.0,0.0002289554540766403,118528,-0.001600978896021843,0.000680387020111084,0.006215184926986694,1763260126.3307242,,
0.058997564017772675,114.89203953742981,1546,0.19619597494602203,0.046875,0.006534629035741091,1087.0,0.000228878649068065,118656,-0.023240039125084877,0.8794030547142029,0.01854601316154003,1763260126.4410524,,
-0.01376135740429163,116.0443172454834,1558,0.28198403120040894,0.037109375,8.797948248684406e-05,1087.0,0.00022811059898231179,119936,0.004488278180360794,-0.2271956205368042,0.006748105399310589,1763260127.5933301,,
,116.06056928634644,1559,,,,,,119976,,,,1763260127.6095822,500.0,500.0
0.0007112929597496986,116.58567452430725,1563,0.1563291698694229,0.017578125,8.491655171383172e-05,1086.0,0.0002278033789480105,120448,-0.005578184500336647,0.6931241750717163,0.0003784662112593651,1763260128.1346874,,
0.0051755281165242195,116.81054472923279,1566,0.19609978795051575,0.021484375,0.004643783904612064,1086.0,0.00022764976893085986,120704,-0.0034477077424526215,0.8376244902610779,0.0014479951933026314,1763260128.3595576,,
,118.81267428398132,1588,,,,,,122976,,,,1763260130.3616872,500.0,500.0
-0.011368946172297001,118.89236497879028,1589,0.18809568881988525,0.009765625,55.96548080444336,1087.0,0.0002262672787765041,123008,-0.002513764426112175,4.875659942626953e-05,0.001719520427286625,1763260130.4413779,,
0.006237773224711418,119.70786309242249,1597,0.14391666650772095,0.0,0.0002241455513285473,1087.0,0.00022572964371647686,123904,-0.011047616600990295,0.13247835636138916,0.0010433122515678406,1763260131.256876,,
0.09936721622943878,120.63253688812256,1607,0.17813009023666382,0.0546875,0.0004904910456389189,1087.0,0.0002251152036478743,124928,-0.03917735442519188,-0.2879660129547119,0.025890029966831207,1763260132.1815498,,
0.010098997503519058,120.74796509742737,1609,0.2107948362827301,0.009765625,17.390512466430664,1087.0,0.00022503839863929898,125056,0.0009063277393579483,0.0028415322303771973,0.001482638530433178,1763260132.296978,,
-0.016391661018133163,120.85920333862305,1610,0.17213645577430725,0.056640625,0.004038460087031126,1087.0,0.00022496159363072366,125184,0.006659138947725296,0.8105966448783875,0.015151728875935078,1763260132.4082162,,
0.04318908229470253,121.08286595344543,1612,0.15964791178703308,0.12109375,0.00017623108578845859,1087.0,0.00022480798361357301,125440,-0.019344322383403778,0.05716586112976074,0.021088629961013794,1763260132.6318789,,
0.01521943137049675,122.34596705436707,1626,0.19682322442531586,0.029296875,0.0007318264106288552,1087.0,0.0002239631285192445,126848,-0.027726247906684875,0.14899933338165283,0.006198343820869923,1763260133.89498,,
0.016112549230456352,123.49269413948059,1638,0.14992862939834595,0.05078125,0.0033915124367922544,1088.0,0.0002231950784334913,128128,-0.02180430479347706,0.8875765800476074,0.006494447588920593,1763260135.041707,,
0.016533641144633293,128.04196166992188,1687,0.18283914029598236,0.05078125,0.00106146396137774,1088.0,0.00022019969765096903,133120,-0.01951267570257187,0.9401094913482666,0.0009537087753415108,1763260139.5909746,,
-0.025144385173916817,132.18484663963318,1732,0.18727180361747742,0.041015625,0.0064958566799759865,1089.0,0.0002174347173422575,137728,-0.0014092624187469482,0.47771143913269043,0.007303100079298019,1763260143.7338595,,
-0.0003073494881391525,133.33534359931946,1745,0.13319039344787598,0.005859375,2.202455997467041,1089.0,0.0002166666672565043,139008,-0.0020201094448566437,0.0038163065910339355,0.00022149644792079926,1763260144.8843565,,
0.009575407952070236,134.14822244644165,1753,0.1757759153842926,0.060546875,0.0007309322245419025,1089.0,0.00021612903219647706,139904,0.013885840773582458,0.5790272951126099,0.015477010980248451,1763260145.6972353,,
,134.17759323120117,1754,,,,,,139976,,,,1763260145.7266061,500.0,500.0
0.014261006377637386,135.19500279426575,1765,0.10302510857582092,0.009765625,143.69053649902344,1089.0,0.00021543778711929917,141056,0.001398228108882904,0.009716808795928955,0.0010770047083497047,1763260146.7440157,,
-0.022214652970433235,135.5305950641632,1768,0.22430579364299774,0.05078125,0.0009113957639783621,1089.0,0.0002152073720935732,141440,0.03403770178556442,-2.295750141143799,0.015694191679358482,1763260147.079608,,
-0.01653062365949154,136.3343002796173,1777,0.22806085646152496,0.07421875,0.0010309336939826608,1089.0,0.00021466973703354597,142336,0.0005879029631614685,-0.24687564373016357,0.018242334946990013,1763260147.8833132,,
-0.003068658523261547,140.12133812904358,1818,0.17244991660118103,0.001953125,17.496692657470703,1090.0,0.0002121351717505604,146560,-0.0005667135119438171,0.013392150402069092,0.001275072805583477,1763260151.670351,,
0.004914736375212669,140.6023087501526,1823,0.16894054412841797,0.005859375,49.91854476928711,1090.0,0.00021182795171625912,147072,-0.03511296212673187,0.01846855878829956,0.0014030542224645615,1763260152.1513216,,
,143.1699924468994,1851,,,,,,149976,,,,1763260154.7190053,500.0,500.0
,143.64918327331543,1856,,,,,,150476,,,,1763260155.1981962,500.0,500.0
-0.015138857066631317,144.77426409721375,1868,0.27299538254737854,0.0390625,0.00031959841726347804,1090.0,0.00020906298595946282,151680,-0.022833816707134247,0.9579238295555115,0.013845035806298256,1763260156.323277,,
-0.008684230037033558,145.2237193584442,1873,0.14756573736667633,0.009765625,0.0008198320865631104,1091.0,0.00020875576592516154,152192,0.007026750594377518,0.90561443567276,0.0004540504887700081,1763260156.7727323,,
0.0017892159521579742,145.55939602851868,1877,0.20274224877357483,0.009765625,19.81124496459961,1091.0,0.00020852535089943558,152576,-0.0006593018770217896,0.012319445610046387,0.0007093511521816254,1763260157.108409,,
,146.3761966228485,1886,,,,,,153476,,,,1763260157.9252095,500.0,500.0
,147.22898197174072,1895,,,,,,154476,,,,1763260158.7779949,500.0,500.0
0.006691794842481613,148.00952172279358,1903,0.2360946536064148,0.1015625,0.0008578810375183821,1091.0,0.00020691244571935385,155264,-0.0027724578976631165,0.7587131261825562,0.021868353709578514,1763260159.5585346,,
-0.018715325742959976,148.2341012954712,1906,0.16953228414058685,0.005859375,160.04148864746094,1091.0,0.00020675883570220321,155520,-0.0032490603625774384,0.011139392852783203,0.0026901541277766228,1763260159.7831142,,
0.002760753035545349,149.3821084499359,1918,0.1497827172279358,0.01171875,0.000841705477796495,1091.0,0.00020599078561645,156800,0.00602336972951889,0.6112638711929321,0.0035584066063165665,1763260160.9311213,,
,149.51307821273804,1920,,,,,,156976,,,,1763260161.062091,500.0,500.0
