losses/old_approx_kl,_runtime,_step,losses/entropy,losses/clipfrac,losses/value_loss,charts/SPS,charts/learning_rate,global_step,losses/policy_loss,losses/explained_variance,losses/approx_kl,_timestamp,charts/episodic_return,charts/episodic_length
0.013586687855422497,152.02234292030334,1945,0.16112610697746277,0.041015625,0.003384354757145047,1091.0,0.00020430107542779297,159616,-0.00710345059633255,0.9849451780319214,0.0035673240199685097,1763260163.5713558,,
-0.0036170557141304016,153.29128909111023,1959,0.1748746782541275,0.001953125,1.0033400058746338,1091.0,0.00020345622033346444,161024,-0.000983014702796936,0.010835409164428711,0.0005304384976625443,1763260164.840302,,
,154.56773948669434,1973,,,,,,162476,,,,1763260166.1167524,500.0,500.0
0.034151799976825714,155.70474123954773,1985,0.16007617115974426,0.0078125,0.0011969793122261763,1091.0,0.00020184331515338272,163712,-0.0344032347202301,0.5783721208572388,0.004977554082870483,1763260167.2537541,,
0.012934451922774315,156.30123710632324,1991,0.15817195177078247,0.021484375,0.0009713791077956557,1091.0,0.00020145929011050612,164352,-0.007782019674777985,0.7425814867019653,0.0015381593257188797,1763260167.85025,,
,157.26688146591187,2002,,,,,,165476,,,,1763260168.8158944,500.0,500.0
,157.70995903015137,2007,,,,,,165976,,,,1763260169.258972,500.0,500.0
-0.017233289778232574,158.6047167778015,2016,0.21217435598373413,0.078125,0.0008979648700915277,1091.0,0.0001999231899389997,166912,0.02078760415315628,0.47329503297805786,0.004405789077281952,1763260170.1537297,,
0.00655183382332325,158.82749366760254,2019,0.16541700065135956,0.060546875,0.0019327709451317787,1091.0,0.00019976957992184907,167168,0.004818975925445557,0.9273415207862854,0.01940201409161091,1763260170.3765066,,
-0.018359769135713577,159.3126790523529,2024,0.14040279388427734,0.046875,0.0009195508318953216,1091.0,0.0001994623598875478,167680,0.004407783970236778,0.9795826077461243,0.012596827000379562,1763260170.861692,,
,159.54936146736145,2027,,,,,,167976,,,,1763260171.0983744,500.0,500.0
0.02146415039896965,159.759446144104,2029,0.13309763371944427,0.05859375,0.0011558834230527282,1091.0,0.0001991551398532465,168192,0.0021664630621671677,0.9655007123947144,0.04213530570268631,1763260171.308459,,
0.031743552535772324,160.23751044273376,2034,0.18713544309139252,0.0078125,0.0005549766356125474,1091.0,0.00019884791981894523,168704,-0.017657570540905,0.9339660406112671,0.006962631829082966,1763260171.7865233,,
-0.010806139558553696,161.2782175540924,2045,0.2096903771162033,0.12109375,0.0013363000471144915,1092.0,0.00019815668929368258,169856,-0.027343064546585083,0.8346181511878967,0.0422137975692749,1763260172.8272305,,
,161.76639652252197,2051,,,,,,170476,,,,1763260173.3154094,500.0,500.0
-0.005586848594248295,161.84241557121277,2052,0.18307867646217346,0.00390625,2.188917636871338,1092.0,0.00019777266425080597,170496,-0.0011573471128940582,0.0053517818450927734,0.00047478359192609787,1763260173.3914285,,
-0.018651582300662994,163.64707732200623,2070,0.1106797456741333,0.05859375,0.0005385624244809151,1091.0,0.00019662058912217617,172416,0.019889406859874725,0.8937456607818604,0.002944841980934143,1763260175.1960902,,
,164.11000800132751,2076,,,,,,172976,,,,1763260175.659021,500.0,500.0
0.10119624435901642,165.72657871246338,2093,0.226700097322464,0.107421875,0.0012069164076820016,1092.0,0.0001952380989678204,174720,-0.04055190831422806,0.6535199880599976,0.033924803137779236,1763260177.2755916,,
0.009307293221354485,165.83831691741943,2094,0.167300745844841,0.05859375,0.001078920904546976,1092.0,0.00019516129395924509,174848,-0.011573426425457,0.4518660306930542,0.004911143332719803,1763260177.3873298,,
0.001578308641910553,168.0226936340332,2117,0.13960526883602142,0.0,0.00065416976576671,1092.0,0.000193701998796314,177280,-0.002904992550611496,0.1526622176170349,0.00013589486479759216,1763260179.5717065,,
-0.01790441945195198,170.21747303009033,2141,0.1657593846321106,0.0390625,0.0012159959878772497,1092.0,0.00019224270363338292,179712,-0.0023305825889110565,0.8636220693588257,0.010515673086047173,1763260181.766486,,
0.07229483127593994,170.6625530719757,2146,0.16643351316452026,0.087890625,0.0012375005753710866,1092.0,0.00019193548359908164,180224,-0.027968954294919968,0.8881294131278992,0.027206523343920708,1763260182.211566,,
0.05439872294664383,170.8029375076294,2147,0.1593501716852188,0.1171875,0.0008046840084716678,1092.0,0.00019185867859050632,180352,-0.022234000265598297,0.8552675843238831,0.015116004273295403,1763260182.3519504,,
,170.8503839969635,2148,,,,,,180476,,,,1763260182.399397,500.0,500.0
0.021999506279826164,171.47921419143677,2155,0.11568834632635117,0.041015625,0.0006841569556854665,1092.0,0.0001913978485390544,181120,-0.020656084641814232,0.9801511764526367,0.005125010386109352,1763260183.028227,,
0.0039033424109220505,173.11605215072632,2172,0.1510675996541977,0.013671875,0.0006476486450992525,1092.0,0.0001903225784189999,182912,-0.0005958639085292816,0.8484625816345215,0.005627766251564026,1763260184.665065,,
0.060043320059776306,174.26834630966187,2185,0.19101214408874512,0.041015625,0.0012786831939592957,1092.0,0.0001895545283332467,184192,-0.04071393609046936,0.968539297580719,0.015293490141630173,1763260185.8173592,,
-0.0005559865385293961,174.94974040985107,2192,0.10672160238027573,0.00390625,0.0002507015014998615,1093.0,0.0001890936982817948,184960,-0.00510062649846077,0.9104419946670532,0.0003764349967241287,1763260186.4987533,,
,175.4050076007843,2198,,,,,,185476,,,,1763260186.9540205,500.0,500.0
0.03298507630825043,175.51478624343872,2199,0.13739454746246338,0.015625,0.026207787916064262,1093.0,0.00018870967323891819,185600,-0.037165578454732895,0.009362399578094482,0.00486401841044426,1763260187.0637991,,
0.006855125539004803,176.65061211585999,2211,0.1459086388349533,0.001953125,0.0007858502794988453,1093.0,0.00018794162315316498,186880,0.005053387954831123,0.664116382598877,0.0023454735055565834,1763260188.199625,,
0.01212115678936243,176.87551355361938,2214,0.12764254212379456,0.078125,0.0008577198605053127,1093.0,0.00018778801313601434,187136,-0.011133089661598206,0.9718788266181946,0.023996412754058838,1763260188.4245265,,
0.0887753963470459,177.47242212295532,2220,0.19562381505966187,0.076171875,0.0006055614212527871,1093.0,0.00018740398809313774,187776,0.0234520360827446,0.8355701565742493,0.07193972170352936,1763260189.021435,,
0.0017430204898118973,177.69682383537292,2223,0.18944819271564484,0.0078125,163.9049530029297,1093.0,0.0001872503780759871,188032,-0.001592535525560379,0.009742498397827148,0.0003983546048402786,1763260189.2458367,,
-0.0011684242635965347,177.9172797203064,2225,0.17493948340415955,0.00390625,0.0002399556979071349,1093.0,0.00018709676805883646,188288,0.0016262456774711609,0.4595111012458801,0.0004765074700117111,1763260189.4662926,,
-0.010076245293021202,178.06111645698547,2226,0.22472457587718964,0.009765625,0.0003172520373482257,1093.0,0.00018701996305026114,188416,0.020260842517018318,-1.2660222053527832,0.003803456202149391,1763260189.6101294,,
,178.08487963676453,2227,,,,,,188476,,,,1763260189.6338925,500.0,500.0
0.0011253179982304573,178.51138758659363,2231,0.18321186304092407,0.04296875,0.00023540541587863117,1093.0,0.00018671274301595986,188928,-0.0012977849692106247,0.7987396717071533,0.0018400168046355247,1763260190.0604005,,
0.061189986765384674,178.8469476699829,2235,0.11909180134534836,0.07421875,0.0008306953241117299,1093.0,0.0001864823279902339,189312,-0.02290334925055504,0.7608789205551147,0.013057982549071312,1763260190.3959606,,
0.003758784383535385,179.44160103797913,2241,0.11077313870191574,0.0078125,0.0002930930641014129,1093.0,0.00018609831749927253,189952,-0.003793099895119667,0.7747304439544678,0.00012797676026821136,1763260190.990614,,
0.0038789864629507065,179.99952912330627,2248,0.22754165530204773,0.001953125,2.4907047748565674,1093.0,0.00018571429245639592,190592,0.000532194972038269,0.017319023609161377,0.0013554543256759644,1763260191.548542,,
-0.0033148592337965965,180.24350261688232,2250,0.2251824140548706,0.1041666641831398,0.0006468925857916474,1093.0,0.00018556068243924528,190848,0.0255410298705101,0.7513648271560669,0.03803449124097824,1763260191.7925155,,
0.024001669138669968,180.57894825935364,2253,0.23722977936267853,0.0625,0.000677290721796453,1093.0,0.00018533026741351932,191232,-0.019028373062610626,0.61285400390625,0.009378462098538876,1763260192.1279612,,
0.02043646015226841,182.30987524986267,2272,0.19260838627815247,0.03125,0.0010216376977041364,1093.0,0.00018417819228488952,193152,-0.003110237419605255,0.9571374654769897,0.006846345961093903,1763260193.8588881,,
,182.99935340881348,2280,,,,,,193976,,,,1763260194.5483663,500.0,500.0
,184.39824986457825,2295,,,,,,195476,,,,1763260195.9472628,500.0,500.0
0.004937080666422844,184.7384877204895,2298,0.19737933576107025,0.10546875,0.0006983955972827971,1094.0,0.0001825652871048078,195840,0.0009359344840049744,0.6048789024353027,0.03324637934565544,1763260196.2875006,,
0.06024513021111488,185.78803539276123,2310,0.14625199139118195,0.123046875,193.7716064453125,1094.0,0.0001818740420276299,196992,-0.006711721420288086,0.010185003280639648,0.019211752340197563,1763260197.3370483,,
0.005302358418703079,186.01089096069336,2312,0.22100012004375458,0.083984375,0.0004531670128926635,1094.0,0.00018172043201047927,197248,0.009488321840763092,0.9140448570251465,0.016976438462734222,1763260197.5599039,,
0.07710292935371399,186.60378789901733,2318,0.3017868399620056,0.064453125,0.0004376611905172467,1094.0,0.00018133640696760267,197888,-0.04691861569881439,0.7746856212615967,0.014929680153727531,1763260198.1528008,,
0.02200787514448166,186.93865394592285,2322,0.23629966378211975,0.017578125,0.0006874210084788501,1094.0,0.0001811059919418767,198272,-0.024035045877099037,-0.10503649711608887,0.003984070383012295,1763260198.4876668,,
,187.0779106616974,2324,,,,,,198476,,,,1763260198.6269236,500.0,500.0
,187.55821704864502,2329,,,,,,198976,,,,1763260199.10723,500.0,500.0
,188.46903944015503,2339,,,,,,199976,,,,1763260200.0180523,500.0,500.0
0.039701320230960846,188.9059774875641,2343,0.23506304621696472,0.068359375,0.0004235172818880528,1094.0,0.00017980030679609627,200448,-0.026458345353603363,0.5382323861122131,0.015580931678414345,1763260200.4549904,,
-0.0027282414957880974,189.35368943214417,2348,0.15608295798301697,0.0,0.0004922864609397948,1094.0,0.00017949308676179498,200960,0.0022517144680023193,0.8878872394561768,7.779058068990707e-05,1763260200.9027023,,
,189.84155130386353,2354,,,,,,201476,,,,1763260201.3905642,500.0,500.0
,190.6937816143036,2363,,,,,,202476,,,,1763260202.2427945,500.0,500.0
-0.0032953834161162376,193.10787677764893,2389,0.17676867544651031,0.0,149.5557098388672,1094.0,0.00017703532648738474,205056,-0.0022301822900772095,0.005290389060974121,0.00032807793468236923,1763260204.6568897,,
,196.58753538131714,2426,,,,,,208976,,,,1763260208.1365483,500.0,500.0
-0.00022353138774633408,197.04263639450073,2430,0.2548826038837433,0.0,0.00047893659211695194,1094.0,0.00017442395619582385,209408,0.0005192682147026062,0.47000396251678467,3.677699714899063e-05,1763260208.5916493,,
0.0026746848598122597,198.75061464309692,2449,0.2554260492324829,0.009765625,0.0025290800258517265,1094.0,0.00017327189561910927,211328,-0.0006313994526863098,0.7513313293457031,0.0028709275647997856,1763260210.2996275,,
,200.20005917549133,2465,,,,,,212976,,,,1763260211.749072,500.0,500.0
0.0026839207857847214,202.806049823761,2493,0.14670512080192566,0.12109375,0.0017752023413777351,1095.0,0.00017058372031897306,215808,-0.010133042931556702,0.9465552568435669,0.008757475763559341,1763260214.3550627,,
0.0007480084896087646,203.96252346038818,2506,0.19059793651103973,0.0,0.10090100020170212,1095.0,0.00016981567023321986,217088,-0.0008348524570465088,0.0369640588760376,5.910918116569519e-05,1763260215.5115364,,
,204.7069375514984,2514,,,,,,217976,,,,1763260216.2559505,500.0,500.0
-0.0011823205277323723,204.77847337722778,2515,0.13412392139434814,0.0,0.07114209979772568,1095.0,0.00016927803517319262,217984,0.0015427283942699432,0.005376696586608887,1.12997367978096e-05,1763260216.3274863,,
2.3058615624904633e-05,205.26160049438477,2520,0.2126975804567337,0.052734375,144.29261779785156,1095.0,0.00016897081513889134,218496,-0.00018402747809886932,0.012047231197357178,0.0039019426330924034,1763260216.8106134,,
-0.0058704037219285965,206.5248236656189,2533,0.2586933672428131,0.0234375,0.000379956909455359,1095.0,0.00016812596004456282,219904,0.036698974668979645,0.6066560745239258,0.007797377184033394,1763260218.0738366,,
0.02989594265818596,207.08864283561707,2540,0.23526707291603088,0.025390625,6.2367753982543945,1095.0,0.00016774193500168622,220544,-0.014118373394012451,0.019131958484649658,0.004304638132452965,1763260218.6376557,,
0.0028268015012145042,207.79118824005127,2547,0.16003283858299255,0.07421875,0.0007180882967077196,1095.0,0.0001672811049502343,221312,-0.0008302163332700729,0.6729445457458496,0.031195465475320816,1763260219.3402011,,
0.01987212523818016,210.03858494758606,2570,0.2687733769416809,0.09765625,0.0004226447199471295,1095.0,0.0001658218097873032,223744,-0.030229046940803528,0.5537643432617188,0.011031929403543472,1763260221.5875978,,
0.007359235547482967,210.1498281955719,2571,0.2777886688709259,0.00390625,0.00026193319354206324,1095.0,0.0001657450047787279,223872,-0.005290001630783081,0.6951475739479065,0.0022322451695799828,1763260221.698841,,
-0.005506169982254505,210.63200783729553,2576,0.20294177532196045,0.025390625,0.0003162420180160552,1095.0,0.0001654377847444266,224384,0.008689559996128082,0.9299987554550171,0.0014591896906495094,1763260222.1810207,,
,210.66477060317993,2577,,,,,,224476,,,,1763260222.2137835,500.0,500.0
0.00889718346297741,213.5132462978363,2608,0.1659279316663742,0.044921875,0.25326165556907654,1095.0,0.0001635176595300436,227584,0.0008887462317943573,0.042938232421875,0.006692379713058472,1763260225.0622592,,
0.08113595843315125,213.74353647232056,2610,0.2704748809337616,0.09765625,0.0011769587872549891,1095.0,0.00016336404951289296,227840,-0.024341732263565063,0.6756691932678223,0.030177880078554153,1763260225.2925494,,
-0.0016617048531770706,215.54683375358582,2630,0.20227164030075073,0.0,0.0005761099746450782,1095.0,0.00016213516937568784,229888,0.0015670191496610641,0.7733803391456604,0.0011470522731542587,1763260227.0958467,,
,216.06103992462158,2636,,,,,,230476,,,,1763260227.6100528,500.0,500.0
,216.9788568019867,2646,,,,,,231476,,,,1763260228.5278697,500.0,500.0
-0.007786544971168041,217.07488203048706,2647,0.13708648085594177,0.0,2.146185874938965,1095.0,0.0001611367188161239,231552,-0.0017525255680084229,0.021535217761993408,0.00030505750328302383,1763260228.623895,,
0.042510949075222015,217.18676376342773,2648,0.22163715958595276,0.02734375,0.000777971581555903,1095.0,0.00016105991380754858,231680,-0.037296049296855927,0.7446253299713135,0.008482668548822403,1763260228.7357767,,
0.019440006464719772,219.0409379005432,2668,0.19255214929580688,0.013671875,0.0023344322107732296,1095.0,0.00015983103367034346,233728,-0.018617108464241028,0.8881943225860596,0.002743637189269066,1763260230.5899508,,
0.03836694359779358,219.4885711669922,2673,0.22065165638923645,0.080078125,0.000591475865803659,1095.0,0.00015952381363604218,234240,-0.02444644272327423,0.39444541931152344,0.02881534770131111,1763260231.037584,,
0.0004192003980278969,220.41613364219666,2683,0.16333623230457306,0.00390625,0.0006566152442246675,1095.0,0.00015890937356743962,235264,0.0019306731410324574,0.8911945819854736,0.000832495279610157,1763260231.9651465,,
0.019914081320166588,220.751451253891,2687,0.2182503640651703,0.083984375,0.0006527939112856984,1095.0,0.00015867895854171365,235648,-0.014848968014121056,0.9940292835235596,0.014060238376259804,1763260232.3004642,,
0.00045667868107557297,221.0089979171753,2689,0.25114619731903076,0.0,0.00039879363612271845,1095.0,0.00015852534852456301,235904,-0.0029558278620243073,0.486178457736969,0.00024704355746507645,1763260232.5580108,,
0.035354889929294586,221.23502850532532,2692,0.1770693063735962,0.06640625,0.0005869033047929406,1095.0,0.00015837173850741237,236160,-0.037158772349357605,0.9810142517089844,0.0165563877671957,1763260232.7840414,,
0.09374742209911346,225.0504503250122,2732,0.12319868803024292,0.087890625,0.0006340331165120006,1096.0,0.0001558371732244268,240384,-0.02396078035235405,0.23408520221710205,0.035124070942401886,1763260236.5994632,,
-0.0146403219550848,226.85783863067627,2752,0.16570308804512024,0.1953125,0.00046012792154215276,1096.0,0.00015460829308722168,242432,-0.013568725436925888,-1.5352797508239746,0.058336857706308365,1763260238.4068515,,
0.0017127804458141327,227.34050679206848,2757,0.11539242416620255,0.001953125,0.0003074049891438335,1096.0,0.0001543010730529204,242944,-0.0061962660402059555,0.7349110245704651,0.00017349980771541595,1763260238.8895197,,
,228.624418258667,2772,,,,,,244476,,,,1763260240.1734312,500.0,500.0
,229.54924750328064,2782,,,,,,245476,,,,1763260241.0982604,500.0,500.0
0.005175799131393433,229.628014087677,2783,0.16504836082458496,0.001953125,0.7758788466453552,1096.0,0.000152764972881414,245504,-0.028117800131440163,0.0026554465293884277,0.0025401227176189423,1763260241.177027,,
-0.03138512000441551,230.5549955368042,2793,0.12881648540496826,0.0390625,2.453556537628174,1096.0,0.00015215053281281143,246528,-0.0028911083936691284,0.0024682283401489258,0.009315560571849346,1763260242.1040084,,
0.0009711217135190964,233.44930219650269,2824,0.2320665568113327,0.0,0.002290846314281225,1096.0,0.00015023040759842843,249728,0.0005250498652458191,0.8203222751617432,0.0002671927213668823,1763260244.998315,,
-0.0032297149300575256,235.19448161125183,2843,0.16600263118743896,0.0234375,0.009313478134572506,1096.0,0.00014907834702171385,251648,-0.0024931132793426514,0.926259458065033,0.0020600222051143646,1763260246.7434945,,
0.0003843391314148903,236.49088191986084,2857,0.253853976726532,0.029296875,49.91753387451172,1096.0,0.00014823349192738533,253056,-0.0009780004620552063,0.01167595386505127,0.0032261786982417107,1763260248.0398948,,
-0.050310999155044556,238.90330934524536,2882,0.22765129804611206,0.048828125,0.0007435775478370488,1096.0,0.0001466205867473036,255744,0.046227023005485535,0.6177726984024048,0.019965965300798416,1763260250.4523222,,
0.0005345586687326431,239.63623142242432,2890,0.17050088942050934,0.03125,57.74600601196289,1096.0,0.00014615975669585168,256512,0.000483575277030468,0.01730978488922119,0.0046927835792303085,1763260251.1852443,,
0.02442867122590542,241.6273341178894,2911,0.2184872180223465,0.03515625,0.00079601991456002,1096.0,0.00014485407155007124,258688,-0.009942613542079926,0.984784722328186,0.009146204218268394,1763260253.176347,,
-0.015452156774699688,243.82900190353394,2935,0.20486409962177277,0.0546875,0.0007515194010920823,1096.0,0.00014339477638714015,261120,-0.009678378701210022,0.9954772591590881,0.004502733238041401,1763260255.3780148,,
-0.022393543273210526,245.09052777290344,2949,0.24276776611804962,0.021484375,6.1891398429870605,1096.0,0.00014254992129281163,262528,-0.014516830444335938,0.009026050567626953,0.009954184293746948,1763260256.6395407,,
0.000894445925951004,246.11511826515198,2960,0.1429474800825119,0.0,0.004882358480244875,1096.0,0.00014185867621563375,263680,-0.002532169222831726,0.8891310691833496,0.00017830915749073029,1763260257.6641312,,
0.037236906588077545,247.48815727233887,2975,0.2660701870918274,0.087890625,0.007553366478532553,1097.0,0.0001409370161127299,265216,-0.0009205294772982597,0.7926914691925049,0.01959601417183876,1763260259.0371702,,
0.10969941318035126,248.75317907333374,2989,0.234018936753273,0.08203125,0.008865888230502605,1097.0,0.00014009216101840138,266624,-0.0642440915107727,0.8029378652572632,0.027884064242243767,1763260260.302192,,
,249.47492837905884,2997,,,,,,267476,,,,1763260261.0239413,500.0,500.0
0.0077624451369047165,250.821918964386,3011,0.19345536828041077,0.0,0.00026810000417754054,1097.0,0.00013870967086404562,268928,-0.019893864169716835,0.802995502948761,0.0007312372326850891,1763260262.3709319,,
-0.0010724058374762535,254.57677793502808,3051,0.30600276589393616,0.013671875,190.90560913085938,1097.0,0.0001362519251415506,273024,0.005511153489351273,0.02820664644241333,0.0025437576696276665,1763260266.1257908,,
-0.0023091984912753105,254.80140328407288,3053,0.21588684618473053,0.005859375,0.002055682707577944,1097.0,0.00013609831512439996,273280,0.003942625597119331,0.9404473304748535,0.00077830720692873,1763260266.3504162,,
-0.0015411963686347008,255.9542760848999,3066,0.193022221326828,0.001953125,47.968875885009766,1097.0,0.00013533026503864676,274560,0.00718219019472599,0.05707979202270508,0.0004865778610110283,1763260267.503289,,
,256.3151009082794,3070,,,,,,274976,,,,1763260267.8641138,500.0,500.0
-0.017556820064783096,257.60578656196594,3083,0.2648355960845947,0.087890625,0.0012901241425424814,1097.0,0.00013425499491859227,276352,-0.009599275887012482,0.37133800983428955,0.023052915930747986,1763260269.1547995,,
-0.017753686755895615,258.98051953315735,3098,0.2858468294143677,0.16796875,0.00028075475711375475,1097.0,0.00013333333481568843,277888,0.005968296900391579,0.9326111674308777,0.01485117245465517,1763260270.5295324,,
0.01684945449233055,259.46091628074646,3103,0.17265179753303528,0.037109375,0.00015107437502592802,1097.0,0.00013302611478138715,278400,-0.016928739845752716,0.6721870303153992,0.0041042594239115715,1763260271.0099292,,
0.05158105120062828,261.6534631252289,3127,0.26484838128089905,0.025390625,0.00037094135768711567,1097.0,0.00013156681961845607,280832,-0.0427376925945282,0.9046791195869446,0.009655378758907318,1763260273.202476,,
,261.7712707519531,3129,,,,,,280976,,,,1763260273.3202837,500.0,500.0
0.0235222689807415,262.91435742378235,3141,0.18980076909065247,0.0703125,0.0005830246955156326,1097.0,0.00013072196452412754,282240,-0.03596226125955582,0.36634594202041626,0.037384308874607086,1763260274.4633703,,
,263.0641088485718,3143,,,,,,282476,,,,1763260274.6131217,500.0,500.0
0.00743528176099062,263.3628017902374,3146,0.14340771734714508,0.0234375,0.0002734985901042819,1097.0,0.00013041474448982626,282752,-0.018082376569509506,0.7423811554908752,0.0015915939584374428,1763260274.9118147,,
0.0018008239567279816,265.5647785663605,3170,0.13499586284160614,0.0546875,0.002093589399009943,1097.0,0.00012895544932689518,285184,-0.007804080843925476,0.9375482201576233,0.0017011743038892746,1763260277.1137915,,
,266.75275588035583,3183,,,,,,286476,,,,1763260278.3017688,500.0,500.0
-0.021191097795963287,267.3098785877228,3188,0.266933411359787,0.005859375,0.0013063306687399745,1097.0,0.00012780337419826537,287104,-0.011307857930660248,0.9904764890670776,0.00431031733751297,1763260278.8588915,,
0.008428521454334259,269.9526824951172,3217,0.2579728662967682,0.0,7.087275981903076,1097.0,0.00012603687355294824,290048,-0.0208563432097435,0.004694879055023193,0.0010560005903244019,1763260281.5016954,,
0.012218651361763477,270.62085723876953,3224,0.16418570280075073,0.0,0.0005946824094280601,1097.0,0.00012557604350149632,290816,-0.003172934055328369,0.8328508734703064,0.0015885690227150917,1763260282.1698701,,
-0.00030817557126283646,272.71123123168945,3247,0.24324628710746765,0.0,0.004051337484270334,1097.0,0.00012419355334714055,293120,0.000623844563961029,0.9613593220710754,6.315577775239944e-05,1763260284.2602441,,
,273.0044946670532,3250,,,,,,293476,,,,1763260284.5535076,500.0,500.0
0.07257074117660522,273.1964113712311,3252,0.1628296971321106,0.05859375,0.008605901151895523,1097.0,0.00012388633331283927,293632,-0.038009513169527054,0.9856361746788025,0.015434505417943,1763260284.7454243,,
,273.4492075443268,3255,,,,,,293976,,,,1763260284.9982204,500.0,500.0
0.05901786684989929,273.8653256893158,3259,0.2525178790092468,0.111328125,0.0012850541388615966,1097.0,0.00012342550326138735,294400,-0.01275051012635231,0.9113798141479492,0.030589284375309944,1763260285.4143386,,
0.08077751100063324,275.02370738983154,3272,0.3257373571395874,0.09375,0.010199157521128654,1098.0,0.00012265745317563415,295680,-0.0645751878619194,0.9271909594535828,0.032229870557785034,1763260286.5727203,,
,275.24633026123047,3275,,,,,,295976,,,,1763260286.7953432,500.0,500.0
-0.00938445795327425,275.34497833251953,3276,0.24870143830776215,0.046875,0.04480990394949913,1098.0,0.00012242703814990819,296064,-0.004215173423290253,0.05189502239227295,0.004466353915631771,1763260286.8939912,,
0.002492666244506836,277.2132377624512,3296,0.23829194903373718,0.0,0.0011195087572559714,1098.0,0.00012119815801270306,298112,0.0013274308294057846,0.996880054473877,0.0002822987735271454,1763260288.7622507,,
,277.4712059497833,3299,,,,,,298476,,,,1763260289.0202188,500.0,500.0
0.016028819605708122,281.11868500709534,3338,0.2693426012992859,0.06640625,0.0005371792940422893,1098.0,0.00011858678772114217,302464,-0.007432222366333008,0.8757203817367554,0.017489803954958916,1763260292.667698,,
-0.00621251855045557,282.41477823257446,3351,0.283791720867157,0.01171875,0.00024144130293279886,1098.0,0.00011774193262681365,303872,0.0082198865711689,0.9155154228210449,0.005268029868602753,1763260293.9637911,,
,282.8947241306305,3357,,,,,,304476,,,,1763260294.443737,500.0,500.0
0.057693000882864,283.2001543045044,3360,0.21383623778820038,0.0625,0.0005165459006093442,1098.0,0.00011720429756678641,304768,-0.01970076933503151,0.7667484879493713,0.019892796874046326,1763260294.7491672,,
0.03361661732196808,286.7142984867096,3398,0.1938827633857727,0.01171875,0.0014933221973478794,1098.0,0.00011490015458548442,308608,-0.0009366115555167198,0.9936011433601379,0.003032118082046509,1763260298.2633114,,
,286.9763445854187,3401,,,,,,308976,,,,1763260298.5253575,500.0,500.0
,287.4203248023987,3406,,,,,,309476,,,,1763260298.9693377,500.0,500.0
-0.004399048164486885,287.49968910217285,3407,0.21091614663600922,0.0,49.56492614746094,1098.0,0.00011436251952545717,309504,-0.0008930005133152008,0.019771158695220947,0.000965489074587822,1763260299.048702,,
0.05578331649303436,288.6856138706207,3419,0.2610795497894287,0.083984375,0.0005419065710157156,1098.0,0.00011359446943970397,310784,-0.05161070078611374,0.49813562631607056,0.028117399662733078,1763260300.2346268,,
,289.2515308856964,3426,,,,,,311476,,,,1763260300.8005438,500.0,500.0
-0.001821429468691349,289.4566206932068,3428,0.2537122666835785,0.01953125,0.0011408831924200058,1098.0,0.00011305683437967673,311680,-0.0038827210664749146,0.9928815960884094,0.005771917290985584,1763260301.0056336,,
0.039508186280727386,290.160076379776,3435,0.12115775048732758,0.048828125,0.000717264658305794,1098.0,0.00011259600432822481,312448,-0.017270952463150024,0.04821103811264038,0.010901371948421001,1763260301.7090893,,
,291.4662227630615,3450,,,,,,313976,,,,1763260303.0152357,500.0,500.0
-0.012477991171181202,291.5380713939667,3451,0.24249348044395447,0.0078125,2.1370766162872314,1098.0,0.00011167434422532097,313984,-0.0021493248641490936,0.007737159729003906,0.004190596751868725,1763260303.0870843,,
0.021214528009295464,292.57648730278015,3462,0.10126413404941559,0.052734375,0.004516821354627609,1098.0,0.0001109831064241007,315136,-0.015208803117275238,0.9941434860229492,0.0057618021965026855,1763260304.1255002,,
-0.010339848697185516,293.87617564201355,3476,0.18313637375831604,0.009765625,49.25325012207031,1098.0,0.00011013825132977217,316544,0.014931343495845795,0.06154721975326538,0.0029502883553504944,1763260305.4251885,,
-0.0036476245149970055,294.2093942165375,3479,0.3028068244457245,0.0,0.0002996237017214298,1098.0,0.00010990783630404621,316928,0.013879910111427307,0.858688235282898,0.002163107506930828,1763260305.758407,,
0.010356337763369083,295.95723938941956,3498,0.15529611706733704,0.080078125,0.0008017711224965751,1098.0,0.00010875576117541641,318848,-0.01789766550064087,0.9167805910110474,0.008042383007705212,1763260307.5062523,,
,296.44389486312866,3503,,,,,,319476,,,,1763260307.9929078,500.0,500.0
,297.36829471588135,3513,,,,,,320476,,,,1763260308.9173076,500.0,500.0
-0.02397007867693901,298.48532795906067,3525,0.20030663907527924,0.068359375,0.0012763435952365398,1098.0,0.00010706605098675936,321664,-0.00043948180973529816,0.9879469871520996,0.01478041522204876,1763260310.0343409,,
0.005454692989587784,299.63825130462646,3537,0.22161029279232025,0.0,0.00014043948613107204,1098.0,0.00010629800090100616,322944,-0.0055742040276527405,0.5844817161560059,9.590946137905121e-05,1763260311.1872642,,
0.036366865038871765,301.1828022003174,3554,0.16331614553928375,0.0390625,0.0019178520888090134,1098.0,0.000105299535789527,324608,-0.00682884082198143,0.9931651949882507,0.01913214474916458,1763260312.731815,,
0.004158603027462959,301.32954597473145,3555,0.2180248349905014,0.00390625,0.0006956229917705059,1098.0,0.00010522273078095168,324736,-0.0090582724660635,0.9463147521018982,0.0025404412299394608,1763260312.8785589,,
