losses/approx_kl,losses/clipfrac,charts/SPS,_timestamp,_step,losses/policy_loss,charts/episodic_return,charts/learning_rate,losses/value_loss,losses/old_approx_kl,losses/explained_variance,_runtime,global_step,charts/episodic_length,losses/entropy
0.0009357919916510582,0.01953125,1095.0,1763260154.4310722,1991,0.0013406109064817429,,0.00021006145107094198,142.23040771484375,0.009022717364132404,0.0033255815505981445,142.66745114326477,150016,,0.24467992782592773
0.018920695409178734,0.0703125,1095.0,1763260155.468248,2002,-0.03276800364255905,,0.0002093702059937641,0.0032317102886736393,0.001728629693388939,0.8795875906944275,143.70462679862976,151168,,0.23941314220428467
0.0016549257561564445,0.0078125,1095.0,1763260155.911563,2007,-0.001593213528394699,,0.00020906298595946282,0.003439541906118393,-0.0016299886628985405,0.6266373991966248,144.14794182777405,151680,,0.26912498474121094
0.019784333184361458,0.0234375,1095.0,1763260156.7246392,2016,-0.043447427451610565,,0.00020852535089943558,0.00484122708439827,0.07431381195783615,0.9060909748077393,144.96101808547974,152576,,0.1831001192331314
,,,1763260156.9756365,2019,,500.0,,,,,145.21201539039612,152927,500.0,
,,,1763260157.4993646,2024,,500.0,,,,,145.73574352264404,153427,500.0,
0.005043019540607929,0.017578125,1095.0,1763260157.8135233,2027,-0.006121177226305008,,0.0002078341058222577,0.0003353068314027041,0.011945695616304874,0.14353036880493164,146.04990220069885,153728,,0.1538746953010559
,,,1763260157.9482806,2029,,500.0,,,,,146.18465948104858,153927,500.0,
,,,1763260158.3723612,2034,,500.0,,,,,146.60874009132385,154427,500.0,
0.006570145487785339,0.078125,1095.0,1763260159.389725,2045,-0.03123839944601059,,0.00020675883570220321,75.3107681274414,-0.014026546850800514,0.013162434101104736,147.62610387802124,155520,,0.1485074907541275
0.011305296793580055,0.04296875,1095.0,1763260159.9615977,2051,-0.0294966921210289,,0.0002063748106593266,0.006902470253407955,0.04543829336762428,0.7390187382698059,148.19797658920288,156160,,0.18402805924415588
0.002752547152340412,0.0390625,1095.0,1763260160.07152,2052,-0.03611370176076889,,0.0002062980056507513,0.0013627172447741032,0.03523711860179901,0.6870418787002563,148.3078989982605,156288,,0.19101682305335999
0.002787511795759201,0.0078125,1095.0,1763260161.6922834,2070,-0.018933482468128204,,0.0002052227355306968,0.0014973606448620558,0.02253509871661663,0.9892371892929077,149.92866230010986,158080,,0.13130109012126923
0.005864954553544521,0.02734375,1095.0,1763260162.3304663,2076,-0.017533481121063232,,0.0002048387104878202,0.0006571336416527629,0.010353492572903633,0.9048733115196228,150.56684517860413,158720,,0.14656475186347961
,,,1763260163.8560023,2093,,500.0,,,,,152.09238123893738,160427,500.0,
0.0037479763850569725,0.0234375,1095.0,1763260163.9532819,2094,0.006047770380973816,,0.00020376344036776572,49.65061569213867,0.03839612379670143,0.015173375606536865,152.1896607875824,160512,,0.18504014611244202
,,,1763260166.051882,2117,,500.0,,,,,154.28826093673706,162927,500.0,
0.0005128048360347748,0.00390625,1096.0,1763260168.7508209,2146,0.01141589879989624,,0.00020053763000760227,0.0015659405617043376,-0.011800605803728104,0.9095270037651062,156.9871997833252,165888,,0.17712341248989105
0.0018587112426757812,0.005859375,1096.0,1763260168.8683615,2148,-0.004514904692769051,,0.00020046082499902695,23.334402084350586,-0.004176802933216095,0.0408015251159668,157.10474038124084,166016,,0.24094732105731964
0.0008697090670466423,0.0,1096.0,1763260169.5221632,2155,0.0010010749101638794,,0.00019999999494757503,0.0004433563444763422,-0.004695543088018894,-0.08870208263397217,157.75854206085205,166784,,0.2509627044200897
0.011542589403688908,0.044921875,1096.0,1763260171.014781,2172,-0.0008934475481510162,,0.00019900152983609587,162.65060424804688,-0.015777988359332085,0.00829172134399414,159.25115990638733,168448,,0.27469009160995483
0.006557343527674675,0.0546875,1096.0,1763260172.2769704,2185,-0.013175999745726585,,0.00019815668929368258,0.0024369198363274336,0.020100824534893036,-0.7456604242324829,160.51334929466248,169856,,0.2620318531990051
4.329252988100052e-05,0.0,1097.0,1763260172.836427,2192,-3.454089164733887e-05,,0.00019777266425080597,192.04249572753906,0.0008004838600754738,0.028799235820770264,161.07280588150024,170496,,0.18307046592235565
0.015847215428948402,0.060546875,1097.0,1763260173.4253674,2198,-0.011647887527942657,,0.00019738863920792937,0.0019787047058343887,0.0336439311504364,0.9741307497024536,161.66174626350403,171136,,0.14101606607437134
0.012492813169956207,0.119140625,1097.0,1763260173.5339901,2199,-0.02349153906106949,,0.00019731183419935405,0.0011384462704882026,0.03816419839859009,0.9125140309333801,161.77036905288696,171264,,0.19446085393428802
,,,1763260174.545928,2211,,500.0,,,,,162.78230690956116,172427,500.0,
0.008394015021622181,0.015625,1097.0,1763260174.8747296,2214,0.017212525010108948,,0.0001963901740964502,0.0014172169612720609,-0.009668498300015926,0.8079371452331543,163.11110854148865,172800,,0.14147572219371796
,,,1763260175.3924813,2220,,500.0,,,,,163.62886023521423,173427,500.0,
0.011099554598331451,0.103515625,1097.0,1763260175.6855824,2223,-0.024409912526607513,,0.00019585253903642297,0.00034148956183344126,0.013094192370772362,-0.7975777387619019,163.92196130752563,173696,,0.28283944725990295
,,,1763260175.831188,2225,,500.0,,,,,164.06756687164307,173927,500.0,
0.0026009147986769676,0.021484375,1097.0,1763260175.9092143,2226,-0.027750706300139427,,0.00019569892901927233,68.94168090820312,0.016139227896928787,0.005320072174072266,164.14559316635132,173952,,0.15153484046459198
0.01449582725763321,0.060546875,1097.0,1763260176.0180607,2227,-0.026809724047780037,,0.000195622124010697,0.0028183406684547663,0.07879392057657242,0.9888759851455688,164.25443959236145,174080,,0.1854749172925949
0.0021838564425706863,0.001953125,1097.0,1763260176.3860774,2231,-0.0016784034669399261,,0.00019539170898497105,76.13748168945312,-0.006914960220456123,0.004679858684539795,164.62245631217957,174464,,0.2699316740036011
,,,1763260176.7466056,2235,,500.0,,,,,164.98298454284668,174927,500.0,
0.0006441418081521988,0.0,1097.0,1763260177.308013,2241,-0.0018004365265369415,,0.00019477726891636848,144.58615112304688,-0.009514275938272476,0.006506621837615967,165.54439187049866,175488,,0.18105874955654144
0.013725961558520794,0.04296875,1097.0,1763260177.9760697,2248,0.002485416829586029,,0.00019431643886491656,0.0009307961445301771,-0.01310266088694334,0.7610854506492615,166.21244859695435,176256,,0.17973078787326813
,,,1763260178.1029198,2250,,500.0,,,,,166.33929872512817,176427,500.0,
0.01589801348745823,0.076171875,1097.0,1763260178.4533997,2253,0.039244022220373154,,0.00019400921883061528,0.0009717480279505253,-0.017081143334507942,0.3903777003288269,166.68977856636047,176768,,0.16545702517032623
0.028284180909395218,0.10546875,1098.0,1763260180.1516128,2272,0.03517614305019379,,0.00019285714370198548,0.0009119298774749041,-0.026539040729403496,0.7991563677787781,168.38799166679382,178688,,0.22794564068317413
0.0008937902748584747,0.001953125,1098.0,1763260180.8572166,2280,-0.0006292834877967834,,0.00019239631365053356,194.70266723632812,-0.003302818164229393,0.006438076496124268,169.09359550476074,179456,,0.14162588119506836
2.4918466806411743e-05,0.0,1098.0,1763260182.2041395,2295,-0.00014302879571914673,,0.00019147465354762971,57.4619026184082,-0.0018439274281263351,0.03711777925491333,170.44051837921143,180992,,0.1872110515832901
0.005598951131105423,0.02734375,1098.0,1763260182.559847,2298,0.04029928147792816,,0.00019124423852190375,0.0019033786375075579,-0.026509013026952744,0.9568217992782593,170.79622602462769,181376,,0.17760741710662842
8.266698569059372e-05,0.0,1098.0,1763260183.5998287,2310,-8.432567119598389e-05,,0.00019055299344472587,140.51339721679688,-0.0006606383249163628,0.07681596279144287,171.83620762825012,182528,,0.16235849261283875
0.005819573998451233,0.0234375,1098.0,1763260183.821499,2312,-0.011974908411502838,,0.00019039938342757523,0.0013674807269126177,0.011163990013301373,0.5711065530776978,172.05787801742554,182784,,0.32030171155929565
0.01299215853214264,0.115234375,1098.0,1763260184.3737133,2318,-0.022769376635551453,,0.00019001535838469863,0.00108285469468683,0.043340981006622314,-1.9627947807312012,172.61009216308594,183424,,0.24585740268230438
2.898741513490677e-05,0.009765625,1098.0,1763260184.7441418,2322,-0.0003857407718896866,,0.00018978494335897267,0.0014015317428857088,-0.0007147425785660744,0.3966096043586731,172.98052072525024,183808,,0.13316495716571808
0.00013230182230472565,0.00390625,1098.0,1763260184.856945,2324,0.0003212876617908478,,0.00018970813835039735,148.04515075683594,-6.3087791204452515e-06,0.0025083422660827637,173.09332394599915,183936,,0.12070780992507935
0.0010404400527477264,0.0,1098.0,1763260185.2995663,2329,-0.0006801635026931763,,0.00018940091831609607,8.229355812072754,-0.00820375420153141,0.01811504364013672,173.53594517707825,184448,,0.17939649522304535
0.00011894665658473969,0.0,1098.0,1763260186.2227764,2339,-0.0007276050746440887,,0.0001887864782474935,19.343612670898438,-0.0031098145991563797,0.04077702760696411,174.45915532112122,185472,,0.1005864217877388
,,,1763260186.5765378,2343,,500.0,,,,,174.81291675567627,185927,500.0,
,,,1763260187.0566146,2348,,500.0,,,,,175.29299354553223,186427,500.0,
0.0012330953031778336,0.0,1099.0,1763260187.5908065,2354,0.0003666914999485016,,0.00018786481814458966,141.63174438476562,0.0028819572180509567,0.04831516742706299,175.82718539237976,187008,,0.18461114168167114
,,,1763260188.405022,2363,,500.0,,,,,176.6414008140564,187927,500.0,
0.0018014218658208847,0.052734375,1099.0,1763260190.8067524,2389,-0.01325826533138752,,0.00018571429245639592,0.0001816369767766446,-0.008062781766057014,0.9935874342918396,179.04313135147095,190592,,0.09553775936365128
,,,1763260194.2032652,2426,,500.0,,,,,182.43964409828186,194427,500.0,
0.002676168456673622,0.052734375,1099.0,1763260194.602523,2430,-0.01976967789232731,,0.00018317972717341036,0.0011340422788634896,0.01819537952542305,0.905236005783081,182.83890199661255,194816,,0.20175360143184662
0.0007722582668066025,0.0,1099.0,1763260196.3285184,2449,0.004597121849656105,,0.00018202765204478055,0.0004370574315544218,-0.006964227184653282,0.8744211196899414,184.56489729881287,196736,,0.263368159532547
0.009026609361171722,0.056640625,1099.0,1763260197.8594995,2465,-0.02485939860343933,,0.0001810291869333014,0.0006953164120204747,0.04430011659860611,0.8202843070030212,186.09587836265564,198400,,0.27738115191459656
0.001382327638566494,0.001953125,1099.0,1763260200.4081147,2493,-0.014861352741718292,,0.00017933947674464434,0.0024722854141145945,0.010953224264085293,0.9796703457832336,188.6444935798645,201216,,0.1636936366558075
0.002316197380423546,0.00390625,1099.0,1763260201.55592,2506,-0.004464894533157349,,0.00017857142665889114,22.956554412841797,0.003024378791451454,0.08970332145690918,189.79229879379272,202496,,0.1741182655096054
0.007234229706227779,0.078125,1100.0,1763260202.3302293,2514,0.010068080388009548,,0.0001780337915988639,0.0016713779186829925,-0.015030709095299244,0.7008074522018433,190.5666081905365,203392,,0.2070443034172058
,,,1763260202.3451483,2515,,500.0,,,,,190.58152723312378,203427,500.0,
,,,1763260202.8253326,2520,,500.0,,,,,191.0617115497589,203927,500.0,
0.009141065180301666,0.095703125,1099.0,1763260204.0976741,2533,-0.023506976664066315,,0.0001768817164702341,0.002746997866779566,0.015726566314697266,0.8097931742668152,192.33405303955078,205312,,0.22209015488624573
0.0017435764893889427,0.0078125,1099.0,1763260204.6936617,2540,-0.0033250823616981506,,0.0001764976914273575,1.0347167253494263,0.007667689584195614,0.058659136295318604,192.93004059791565,205952,,0.18027731776237488
0.022383254021406174,0.05859375,1100.0,1763260205.3587806,2547,-0.03851301968097687,,0.00017603686137590557,0.00047728169010952115,0.05620642006397247,0.9876312613487244,193.59515953063965,206720,,0.20579545199871063
0.0002069743350148201,0.0,1100.0,1763260207.4297097,2570,-0.004779687151312828,,0.0001746543712215498,0.7382128238677979,0.004620823077857494,0.0797688364982605,195.6660885810852,209024,,0.22425076365470886
0.00961871724575758,0.0859375,1100.0,1763260207.5394661,2571,-0.006289225071668625,,0.0001745775662129745,0.0005982047296129167,0.008684584870934486,0.9931578636169434,195.77584505081177,209152,,0.16056790947914124
0.03722482547163963,0.103515625,1100.0,1763260208.02151,2576,-0.049762558192014694,,0.0001742703461786732,0.0016858384478837252,0.10475677251815796,0.9941397905349731,196.2578887939453,209664,,0.22614195942878723
0.000212009996175766,0.0,1100.0,1763260208.1321707,2577,-0.005922678858041763,,0.0001741935411700979,0.0017029201844707131,0.004967648535966873,0.842131495475769,196.3685495853424,209792,,0.16822323203086853
,,,1763260210.9243534,2608,,500.0,,,,,199.1607322692871,212927,500.0,
0.02431415393948555,0.072265625,1100.0,1763260211.123286,2610,-0.012935183942317963,,0.0001721966254990548,0.0010080270003527403,0.014583766460418701,0.9956845045089722,199.3596649169922,213120,,0.2119239866733551
0.006076149642467499,0.033203125,1100.0,1763260212.9700708,2630,-0.011436976492404938,,0.00017096774536184967,0.0010408260859549046,0.017623869702219963,0.9956272840499878,201.20644974708557,215168,,0.125748410820961
0.02357025071978569,0.162109375,1100.0,1763260213.5062895,2636,-0.012136749923229218,,0.00017058372031897306,0.0010167330037802458,0.03640872985124588,0.9916984438896179,201.74266839027405,215808,,0.18461263179779053
0.00482594408094883,0.033203125,1100.0,1763260214.4269729,2646,-0.011850550770759583,,0.0001699692802503705,0.0016189019661396742,0.02899874374270439,0.9956738948822021,202.6633517742157,216832,,0.21362780034542084
,,,1763260214.4608452,2647,,500.0,,,,,202.69722414016724,216927,500.0,
0.00048280786722898483,0.0,1100.0,1763260214.5400221,2648,0.006850734353065491,,0.00016989247524179518,43.497215270996094,0.0008013295009732246,0.20543724298477173,202.77640104293823,216960,,0.22576823830604553
0.0015112636610865593,0.005859375,1100.0,1763260216.3728743,2668,-0.0009376853704452515,,0.00016866359510459006,71.99524688720703,0.0035626227036118507,0.10563838481903076,204.60925316810608,219008,,0.2046877145767212
0.00021792016923427582,0.0,1101.0,1763260216.7869735,2673,-0.0054706670343875885,,0.00016835637507028878,0.9901608824729919,-0.001949116587638855,0.07969462871551514,205.02335238456726,219520,,0.25206613540649414
0.0047467174008488655,0.02734375,1101.0,1763260217.7126577,2683,-0.003004893660545349,,0.00016774193500168622,0.0348779670894146,0.014232811518013477,0.07334429025650024,205.94903659820557,220544,,0.14440487325191498
0.0015490110963582993,0.0234375,1101.0,1763260218.06526,2687,2.6909634470939636e-05,,0.00016751151997596025,6.940881729125977,-0.0011721979826688766,0.03615236282348633,206.30163884162903,220928,,0.1578027904033661
0.03313629329204559,0.119140625,1101.0,1763260218.2929187,2689,-0.009225849062204361,,0.00016735790995880961,0.0008618847350589931,-0.01168624684214592,0.9935318827629089,206.52929759025574,221184,,0.2642713487148285
0.00033487193286418915,0.0,1101.0,1763260218.513546,2692,-0.001009032130241394,,0.00016720429994165897,16.523019790649414,-0.0055896323174238205,0.04754149913787842,206.74992489814758,221440,,0.18222592771053314
0.003353722393512726,0.00390625,1101.0,1763260222.1717074,2732,0.00473921000957489,,0.00016474653966724873,6.456138610839844,0.022931616753339767,0.05397999286651611,210.40808629989624,225536,,0.21893246471881866
0.012880785390734673,0.041015625,1101.0,1763260224.0203633,2752,-0.04595819115638733,,0.0001635176595300436,0.0009452892700210214,0.025574229657649994,0.9828554391860962,212.2567422389984,227584,,0.19534359872341156
0.02898779883980751,0.07421875,1101.0,1763260224.5323093,2757,0.028577592223882675,,0.00016321043949574232,6.639239290961996e-05,-0.022812828421592712,0.9857078194618225,212.7686882019043,228096,,0.24106673896312714
0.002049870789051056,0.017578125,1101.0,1763260225.903838,2772,-0.019066689535975456,,0.00016228877939283848,0.0004032835422549397,-0.0026880595833063126,0.9897938370704651,214.14021682739258,229632,,0.1728924661874771
0.00893207173794508,0.05078125,1101.0,1763260226.831753,2782,-0.014431536197662354,,0.00016167435387615114,0.0009184798691421747,0.037327975034713745,0.989610493183136,215.06813192367554,230656,,0.10177235305309296
0.03979162499308586,0.103515625,1101.0,1763260226.941914,2783,0.039084404706954956,,0.00016159754886757582,0.0010002411436289549,0.01258025411516428,0.5661917924880981,215.17829298973083,230784,,0.1956285685300827
0.005811551585793495,0.015625,1101.0,1763260227.865963,2793,-0.012934824451804161,,0.00016098310879897326,0.0011453484185039997,0.02442372776567936,0.7297316789627075,216.10234189033508,231808,,0.17857883870601654
,,,1763260230.630028,2824,,500.0,,,,,218.86640691757202,234927,500.0,
,,,1763260232.359529,2843,,500.0,,,,,220.59590792655945,236927,500.0,
0.007043804042041302,0.013671875,1102.0,1763260233.6613479,2857,-0.0008994080126285553,,0.00015706605336163193,0.002044790657237172,0.011434651911258698,0.9932807683944702,221.8977267742157,238336,,0.30158481001853943
0.010715441778302193,0.0546875,1102.0,1763260235.9925349,2882,-0.02464236319065094,,0.00015552995319012552,0.000728907878510654,0.03694171458482742,0.9745360612869263,224.2289137840271,240896,,0.2219880372285843
0.008177817799150944,0.07421875,1102.0,1763260236.6582131,2890,-0.05104462802410126,,0.0001550691231386736,0.0015845694579184055,0.018064867705106735,0.9923601150512695,224.89459204673767,241664,,0.1772618293762207
0.0021504396572709084,0.0,1102.0,1763260238.595383,2911,-0.011044830083847046,,0.00015376343799289316,0.0012350401375442743,0.0011599967256188393,0.6933774948120117,226.83176183700562,243840,,0.27688872814178467
0.0012807296589016914,0.0,1102.0,1763260242.0616372,2949,-0.008132211863994598,,0.00015145928773563355,0.0008407265995629132,0.0048044295981526375,0.9820051193237305,230.29801607131958,247680,,0.18296325206756592
0.00828010868281126,0.017578125,1102.0,1763260243.0761995,2960,-0.009431630373001099,,0.00015076804265845567,0.0008186334744095802,0.03177036717534065,0.961296558380127,231.31257843971252,248832,,0.20958858728408813
0.014463817700743675,0.0234375,1102.0,1763260244.4488733,2975,-0.009720511734485626,,0.00014984639710746706,0.0008502370328642428,-0.019117984920740128,0.9920536279678345,232.68525218963623,250368,,0.3071504533290863
0.02730407752096653,0.1875,1102.0,1763260245.7905984,2989,-0.06298734247684479,,0.00014900154201313853,0.000607847876381129,0.06472104787826538,0.3870815634727478,234.02697730064392,251776,,0.2743132412433624
0.00014399737119674683,0.0,1102.0,1763260246.4496925,2997,-0.00015289708971977234,,0.0001485407119616866,148.9757843017578,-0.0006170626729726791,0.018893122673034668,234.68607139587402,252544,,0.16362816095352173
0.0038805799558758736,0.013671875,1102.0,1763260247.7068098,3011,-0.0008222982287406921,,0.0001476958568673581,164.0960693359375,-0.00315855722874403,0.014963626861572266,235.94318866729736,253952,,0.18128715455532074
6.9122761487960815e-06,0.0,1103.0,1763260251.3817954,3051,-0.0005921833217144012,,0.00014523809659294784,8.358285903930664,-0.0009796414524316788,0.07943552732467651,239.6181743144989,258048,,0.15789112448692322
0.010214847512543201,0.017578125,1102.0,1763260251.6339517,3053,-0.013734020292758942,,0.0001450844865757972,0.0008127304026857018,0.014636893756687641,0.9884145259857178,239.8703305721283,258304,,0.30706387758255005
0.030075345188379288,0.072265625,1102.0,1763260252.8083208,3066,-0.01332495454698801,,0.000144316436490044,0.0012697108322754502,0.036514028906822205,0.9961231350898743,241.04469966888428,259584,,0.17101161181926727
0.0016203643754124641,0.001953125,1102.0,1763260253.143035,3070,0.0045403167605400085,,0.00014408602146431804,0.03827395290136337,0.012077114544808865,0.03569042682647705,241.3794138431549,259968,,0.22920021414756775
0.05703096464276314,0.154296875,1103.0,1763260254.377803,3083,-0.022414132952690125,,0.00014324116636998951,0.0007551401504315436,0.09930567443370819,0.3742595314979553,242.61418199539185,261376,,0.3047579824924469
0.0271000899374485,0.150390625,1103.0,1763260255.7778168,3098,-0.0096289636567235,,0.00014231950626708567,0.0002892016782425344,0.036545414477586746,0.6410477161407471,244.0141956806183,262912,,0.1299605518579483
0.002864183858036995,0.009765625,1103.0,1763260256.2203605,3103,-0.009418396279215813,,0.0001420122862327844,0.00012654263991862535,0.02250443398952484,0.8128923177719116,244.45673942565918,263424,,0.24078601598739624
0.0013584345579147339,0.0,1103.0,1763260258.4119809,3127,-0.004611942917108536,,0.0001405529910698533,0.0002653650299180299,0.009403515607118607,0.9118361473083496,246.6483597755432,265856,,0.2795165181159973
0.0005935970693826675,0.0,1103.0,1763260258.5244768,3129,-0.0011971164494752884,,0.00014047618606127799,18.08392906188965,-0.005963614210486412,0.005389392375946045,246.76085567474365,265984,,0.18111151456832886
0.037187397480010986,0.166015625,1103.0,1763260259.641504,3141,-0.05991635471582413,,0.00013970813597552478,0.0012642190558835864,0.07365381717681885,0.7307115793228149,247.8778829574585,267264,,0.2583341598510742
,,,1763260259.7665787,3143,,500.0,,,,,248.00295758247375,267427,500.0,
0.0010322704911231995,0.0,1103.0,1763260260.1245837,3146,-4.301592707633972e-05,,0.0001394009159412235,0.0011209109798073769,0.00200764462351799,0.6679965257644653,248.36096262931824,267776,,0.19357779622077942
0.002414337359368801,0.01953125,1103.0,1763260262.2905564,3170,-0.005982430651783943,,0.00013794163533020765,0.0007129112491384149,0.0016168737784028053,0.9470686912536621,250.526935338974,270208,,0.2496601939201355
0.002860885113477707,0.0078125,1103.0,1763260263.4372883,3183,-0.026520714163780212,,0.00013717358524445444,0.753474235534668,-0.006539469584822655,0.03390848636627197,251.6736671924591,271488,,0.17501239478588104
0.00024916697293519974,0.0,1103.0,1763260263.8797548,3188,-0.0016703438013792038,,0.00013686636521015316,16.961347579956055,-0.009399783797562122,0.07392638921737671,252.11613368988037,272000,,0.15031692385673523
0.00022713188081979752,0.0,1103.0,1763260266.5110211,3217,-0.005044869147241116,,0.0001350998500129208,6.2373199462890625,-0.0012298012152314186,0.031812846660614014,254.7474000453949,274944,,0.28507742285728455
0.006811099126935005,0.048828125,1103.0,1763260267.2099302,3224,-0.01877070777118206,,0.00013463901996146888,0.0003865620237775147,-0.007168905809521675,0.9899483323097229,255.44630908966064,275712,,0.2857529819011688
0.00031825900077819824,0.0,1103.0,1763260269.3191957,3247,0.000979829579591751,,0.0001332565298071131,0.34303557872772217,-0.0019004158675670624,0.0646621584892273,257.55557465553284,278016,,0.22747725248336792
0.004321930930018425,0.015625,1103.0,1763260269.6499264,3250,-0.008615732192993164,,0.00013302611478138715,0.0006277150823734701,-0.004668382927775383,0.9287721514701843,257.88630533218384,278400,,0.20771129429340363
0.001050538383424282,0.01953125,1103.0,1763260269.7631452,3252,-0.00117512047290802,,0.00013294930977281183,69.97515869140625,0.0049151526764035225,0.03992372751235962,257.9995241165161,278528,,0.17745047807693481
0.0013465192168951035,0.001953125,1103.0,1763260270.0925958,3255,0.0059467703104019165,,0.00013271889474708587,0.0011641731252893806,-0.003253210335969925,0.24742788076400757,258.3289747238159,278912,,0.24459022283554077
0.005040660500526428,0.02734375,1103.0,1763260270.4627087,3259,-0.021672863513231277,,0.0001324884797213599,0.0009168698452413082,0.0114828422665596,0.8477098345756531,258.6990876197815,279296,,0.23573431372642517
0.020232878625392914,0.056640625,1103.0,1763260271.6105418,3272,-0.041054822504520416,,0.0001317204296356067,0.0007705380558036268,0.08670675754547119,0.9940391182899475,259.8469207286835,280576,,0.18674558401107788
,,,1763260271.864545,3275,,500.0,,,,,260.10092401504517,280927,500.0,
0.0039710113778710365,0.021484375,1103.0,1763260271.9430804,3276,-0.004713267087936401,,0.00013149001460988075,0.0695464164018631,-0.017506655305624008,0.03481334447860718,260.1794593334198,280960,,0.17716264724731445
0.0016907928511500359,0.0078125,1104.0,1763260273.776172,3296,0.002987729385495186,,0.00013026113447267562,0.045906320214271545,0.0001434898003935814,0.06755632162094116,262.01255083084106,283008,,0.2062268704175949
0.0015606265515089035,0.0,1104.0,1763260274.1044123,3299,0.003797430545091629,,0.00013003071944694966,0.0005380404181778431,6.767734885215759e-05,0.9717316627502441,262.34079122543335,283392,,0.2659548819065094
0.004312015138566494,0.02734375,1104.0,1763260277.686734,3338,0.025926731526851654,,0.00012764976418111473,0.0002981909201480448,-0.009328529238700867,0.7471280097961426,265.9231128692627,287360,,0.1867857724428177
0.0021238289773464203,0.0,1104.0,1763260278.836305,3351,-0.007046839222311974,,0.00012688171409536153,0.000962310703471303,0.0043190233409404755,0.9768839478492737,267.07268381118774,288640,,0.21071308851242065
0.004692097194492817,0.03125,1104.0,1763260279.3883789,3357,0.014469355344772339,,0.00012649768905248493,0.000561792345251888,0.0026803435757756233,0.9563502073287964,267.62475776672363,289280,,0.22270157933235168
0.0036042938008904457,0.00390625,1104.0,1763260279.6442285,3360,0.006103139370679855,,0.0001263440790353343,18.086416244506836,0.03440312668681145,0.02290886640548706,267.8806073665619,289536,,0.18267276883125305
,,,1763260283.1088476,3398,,500.0,,,,,271.3452265262604,293427,500.0,
0.02047070860862732,0.0703125,1104.0,1763260283.4214442,3401,-0.028596162796020508,,0.00012380952830426395,0.0005201961612328887,0.05805496498942375,0.9004665613174438,271.6578230857849,293760,,0.20767472684383392
0.015140633098781109,0.05859375,1104.0,1763260283.8965962,3406,-0.016789786517620087,,0.00012350230826996267,0.0008223420009016991,-0.011097876355051994,0.9671395421028137,272.13297510147095,294272,,0.19372262060642242
0.011534661054611206,0.041015625,1104.0,1763260284.0069196,3407,0.01713419333100319,,0.00012342550326138735,0.0005476570222526789,-0.013070933520793915,0.9648709893226624,272.2432985305786,294400,,0.23955440521240234
5.4834410548210144e-05,0.001953125,1104.0,1763260285.0503788,3419,-9.407289326190948e-05,,0.00012273425818420947,137.3340606689453,0.0006065387278795242,0.07174503803253174,273.2867577075958,295552,,0.17555959522724152
0.027244556695222855,0.1328125,1104.0,1763260285.715927,3426,-0.04294312000274658,,0.00012227342813275754,0.0012298434739932418,0.07904158532619476,0.9080658555030823,273.9523057937622,296320,,0.2844175100326538
0.0002782978117465973,0.0078125,1104.0,1763260285.8476086,3428,0.0011765416711568832,,0.00012219662312418222,19.549570083618164,0.007374729961156845,0.008473753929138184,274.0839874744415,296448,,0.2505640983581543
0.019208673387765884,0.0390625,1104.0,1763260286.5300784,3435,-0.005328599363565445,,0.0001217357930727303,0.0007098093628883362,-0.03149406611919403,0.9657297134399414,274.76645731925964,297216,,0.29804107546806335
0.0007327152416110039,0.0,1104.0,1763260287.9845371,3450,-0.013235993683338165,,0.00012081413296982646,0.0007741792360320687,0.01079122256487608,0.9462767839431763,276.22091603279114,298752,,0.15227110683918
0.006408716551959515,0.068359375,1104.0,1763260288.094305,3451,-0.04061971604824066,,0.00012073732796125114,0.0005214705015532672,0.016258057206869125,0.8674994707107544,276.3306839466095,298880,,0.18116523325443268
,,,1763260289.02759,3462,,500.0,,,,,277.26396894454956,299927,500.0,
,,,1763260290.316849,3476,,500.0,,,,,278.55322790145874,301427,500.0,
0.026145223528146744,0.13671875,1104.0,1763260290.6079726,3479,-0.02962315082550049,,0.0001190476177725941,0.0006702476530335844,0.03645218163728714,0.984429657459259,278.8443515300751,301696,,0.20009279251098633
0.0011924179270863533,0.0,1104.0,1763260292.3412948,3498,0.0009569898247718811,,0.00011789554264396429,0.00038167022285051644,-0.013290720991790295,0.9306669235229492,280.57767367362976,303616,,0.284822940826416
0.001109011471271515,0.0,1104.0,1763260292.7858932,3503,0.004297453910112381,,0.00011758832260966301,0.001018421957269311,-0.01341308280825615,0.9624664783477783,281.02227210998535,304128,,0.20036356151103973
0.02768045850098133,0.083984375,1104.0,1763260293.7078075,3513,-0.020508237183094025,,0.00011697388981701806,0.001216067117638886,0.059209294617176056,0.939754843711853,281.9441864490509,305152,,0.2917194962501526
,,,1763260294.781225,3525,,500.0,,,,,283.01760387420654,306427,500.0,
5.760230123996735e-06,0.0,1104.0,1763260295.8818543,3537,-0.0015505589544773102,,0.00011551459465408698,0.0002836794883478433,0.0006370833143591881,0.9856894016265869,284.11823320388794,307584,,0.2257075309753418
9.643100202083588e-05,0.0,1104.0,1763260297.510168,3554,0.0023661404848098755,,0.0001144393245340325,0.0004966561682522297,-0.003886215388774872,0.7459416389465332,285.7465469837189,309376,,0.161676287651062
,,,1763260297.5289092,3555,,500.0,,,,,285.76528811454773,309427,500.0,
