losses/approx_kl,losses/clipfrac,charts/SPS,_timestamp,_step,losses/policy_loss,charts/episodic_return,charts/learning_rate,losses/value_loss,losses/old_approx_kl,losses/explained_variance,_runtime,global_step,charts/episodic_length,losses/entropy
0.002033509314060211,0.0,1000.0,1763260022.4282033,274,-0.005787042900919914,,0.0002970814239233732,2.36332368850708,0.003848358988761902,0.5258932113647461,10.664582252502441,4992,,0.5314653515815735
,,,1763260023.2701256,292,,138.0,,,,,11.506504535675049,5909,138.0,
,,,1763260024.8494818,327,,142.0,,,,,13.08586072921753,7666,142.0,
0.00024726521223783493,0.0,1027.0,1763260025.0348337,330,0.0010462254285812378,,0.0002953917137347162,1.598945140838623,-0.0028505055233836174,0.0887913703918457,13.271212577819824,7808,,0.4696047008037567
,,,1763260025.0780694,332,,83.0,,,,,13.314448356628418,7927,83.0,
,,,1763260025.29836,337,,77.0,,,,,13.534739017486572,8165,77.0,
0.00034480635076761246,0.0,1030.0,1763260025.5118055,340,0.01118769496679306,,0.0002950844937004149,1.358603835105896,-0.007324128411710262,0.896045982837677,13.748184442520142,8320,,0.5299067497253418
0.010487593710422516,0.087890625,1000.0,1763260027.4163153,370,0.05234149843454361,,0.00029408602858893573,0.9246489405632019,-0.005060836672782898,0.9918616414070129,15.65269422531128,9984,,0.4032383859157562
,,,1763260028.9156954,396,,126.0,,,,,17.152074337005615,11374,126.0,
0.0018743397668004036,0.0,996.0,1763260030.671194,425,-0.034267403185367584,,0.0002921659033745527,2.907451868057251,0.00714272353798151,0.4625004529953003,18.907572984695435,13184,,0.46538427472114563
0.0029904088005423546,0.0,1001.0,1763260031.6176763,441,-0.004762277007102966,,0.00029155146330595016,0.661683976650238,0.024349205195903778,0.9940207004547119,19.854055166244507,14208,,0.47576117515563965
0.00012834463268518448,0.0,1002.0,1763260032.1202178,450,0.0004172343760728836,,0.0002912442432716489,1.3800735473632812,-0.0010111397132277489,0.21845084428787231,20.35659670829773,14720,,0.49822139739990234
,,,1763260033.118928,471,,67.0,,,,,21.35530686378479,15847,67.0,
0.002094586379826069,0.0,1010.0,1763260033.6485739,481,-0.02397141605615616,,0.0002902457781601697,2.404860734939575,0.016234640032052994,0.9529663324356079,21.884952783584595,16384,,0.43515437841415405
1.3461336493492126e-05,0.0,1011.0,1763260034.1432543,490,0.000739365816116333,,0.00028993855812586844,0.5382806062698364,-0.0007146131247282028,0.9859430193901062,22.37963318824768,16896,,0.4926355183124542
,,,1763260034.7361872,504,,53.0,,,,,22.9725661277771,17591,53.0,
,,,1763260035.348824,515,,88.0,,,,,23.585202932357788,18226,88.0,
,,,1763260036.0965457,530,,72.0,,,,,24.332924604415894,19049,72.0,
,,,1763260036.549174,539,,124.0,,,,,24.785552978515625,19559,124.0,
,,,1763260036.9777057,547,,153.0,,,,,25.21408462524414,19994,153.0,
,,,1763260037.3713212,555,,67.0,,,,,25.60770010948181,20374,67.0,
,,,1763260037.5045135,559,,35.0,,,,,25.74089241027832,20549,35.0,
0.0023358548060059547,0.0,1023.0,1763260037.8274121,568,0.002207532525062561,,0.0002875576028600335,32.91952896118164,0.0016428148373961449,0.5693750381469727,26.063791036605835,20864,,0.43665552139282227
,,,1763260038.8408208,595,,75.0,,,,,27.077199697494507,21980,75.0,
0.001629459671676159,0.0,1025.0,1763260039.7742026,614,-0.011429183185100555,,0.0002863287227228284,1.5574488639831543,-0.0059168366715312,0.9913748502731323,28.010581493377686,22912,,0.43710801005363464
,,,1763260040.5079527,630,,98.0,,,,,28.74433159828186,23688,98.0,
0.0003797262907028198,0.0,1028.0,1763260040.842826,636,0.009097553789615631,,0.0002856374776456505,0.8373600840568542,0.004726087674498558,0.9906467795372009,29.07920479774475,24064,,0.4505358934402466
,,,1763260040.9805038,640,,97.0,,,,,29.216882705688477,24252,97.0,
0.0014101909473538399,0.001953125,1028.0,1763260041.5743666,650,0.009133882820606232,,0.0002851766475941986,0.6063509583473206,0.012739653699100018,0.9919717907905579,29.81074547767639,24832,,0.5121336579322815
0.010034296661615372,0.0546875,1031.0,1763260042.500614,664,-0.01074497401714325,,0.000284562207525596,1.1544153690338135,-0.010035071521997452,0.9991334080696106,30.736992835998535,25856,,0.5401350259780884
0.0007064882665872574,0.0,1038.0,1763260044.1848564,684,-0.0031481459736824036,,0.0002834101323969662,1.1726800203323364,0.0020942986011505127,0.9594094157218933,32.42123532295227,27776,,0.5395855903625488
0.01770744100213051,0.05859375,1039.0,1763260044.6552293,689,-0.029487624764442444,,0.00028310291236266494,0.34158456325531006,0.022550618276000023,-0.018927693367004395,32.891608238220215,28288,,0.5563543438911438
0.0015205778181552887,0.0,1042.0,1763260045.3172872,698,0.0056417156010866165,,0.000282642082311213,6.537590980529785,0.001485651358962059,-0.007920384407043457,33.55366611480713,29056,,0.596425473690033
2.7434900403022766e-05,0.0,1043.0,1763260046.0057383,707,-0.004266813397407532,,0.0002821812522597611,0.39557746052742004,0.0023071952164173126,-0.005873918533325195,34.242117166519165,29824,,0.5584939122200012
,,,1763260047.4267116,729,,132.0,,,,,35.663090467453,31363,132.0,
,,,1763260048.876564,757,,111.0,,,,,37.112942934036255,32971,111.0,
0.0002621673047542572,0.0,1048.0,1763260049.1863089,762,0.009241975843906403,,0.00028010751702822745,17.328596115112305,0.0016821455210447311,0.2883548140525818,37.42268776893616,33280,,0.4964473843574524
,,,1763260049.4166977,767,,132.0,,,,,37.65307664871216,33549,132.0,
0.0010404465720057487,0.0,1049.0,1763260050.0003607,775,-0.011697612702846527,,0.0002795698819682002,0.2125653326511383,-0.0009297793731093407,0.7540586590766907,38.23673963546753,34176,,0.523098349571228
0.009851635433733463,0.095703125,1051.0,1763260050.91906,788,-0.03358575329184532,,0.00027895544189959764,23.089031219482422,0.027953851968050003,0.057298898696899414,39.1554388999939,35200,,0.48918551206588745
0.0007647480815649033,0.0,1053.0,1763260051.5834622,797,-0.0022651106119155884,,0.0002784946118481457,0.18696074187755585,-0.004518553614616394,0.7932077646255493,39.819841146469116,35968,,0.5771567821502686
0.00010173488408327103,0.0,1053.0,1763260052.302187,806,0.0005850121378898621,,0.0002780337817966938,0.1883005052804947,0.0021437378600239754,-0.020839810371398926,40.53856587409973,36736,,0.4992178678512573
0.0015410920605063438,0.0,1053.0,1763260053.051253,815,-0.008167587220668793,,0.0002775729517452419,2.3612751960754395,0.007544909603893757,0.16891252994537354,41.28763198852539,37504,,0.48097458481788635
0.0017191395163536072,0.0,1053.0,1763260056.431845,863,0.018677297979593277,,0.00027542244060896337,8.532666206359863,0.008606750518083572,0.29408472776412964,44.66822385787964,41088,,0.5453198552131653
,,,1763260056.983223,872,,31.0,,,,,45.21960186958313,41696,31.0,
0.00541273970156908,0.037109375,1053.0,1763260057.3036187,876,-0.03436349332332611,,0.00027488480554893613,23.841503143310547,0.028255021199584007,0.33547407388687134,45.539997577667236,41984,,0.49188232421875
0.010444353334605694,0.03515625,1054.0,1763260059.7832203,922,-0.030098404735326767,,0.0002732719003688544,0.04369470477104187,-0.04005689173936844,0.32828783988952637,48.019599199295044,44672,,0.5580763816833496
,,,1763260060.3139403,930,,176.0,,,,,48.5503191947937,45300,176.0,
0.000722760334610939,0.0,1055.0,1763260060.8370433,938,-0.012209288775920868,,0.0002725806552916765,41.52113342285156,0.00026649050414562225,0.8187987208366394,49.07342219352722,45824,,0.5760184526443481
0.00497856643050909,0.0078125,1056.0,1763260061.0583615,941,0.008547896519303322,,0.0002724270452745259,0.04377548769116402,-0.005820265971124172,0.9972151517868042,49.294740438461304,46080,,0.5858678817749023
,,,1763260061.0647151,942,,184.0,,,,,49.30109405517578,46093,184.0,
0.0030070822685956955,0.001953125,1055.0,1763260061.4422586,948,0.004049409180879593,,0.0002721966302487999,14.211965560913086,0.008670318871736526,0.8626735806465149,49.67863750457764,46464,,0.5193233489990234
0.020642951130867004,0.1171875,1058.0,1763260063.1650622,974,0.008326444774866104,,0.0002710445551201701,0.09479881823062897,0.009433199651539326,0.9822260737419128,51.40144109725952,48384,,0.515033483505249
,,,1763260063.6097355,980,,99.0,,,,,51.84611439704895,48803,99.0,
,,,1763260063.9224372,985,,309.0,,,,,52.15881609916687,49172,309.0,
0.0006147623062133789,0.0,1058.0,1763260064.7356534,995,-0.011645827442407608,,0.00027004609000869095,0.03525642678141594,0.0037184879183769226,0.3260042667388916,52.97203230857849,50048,,0.5725567936897278
0.010658934712409973,0.05859375,1058.0,1763260064.9532197,997,-0.05725279822945595,,0.0002698924799915403,0.019834060221910477,-0.008114255964756012,0.912070631980896,53.18959856033325,50304,,0.5822637677192688
0.000583902932703495,0.0,1060.0,1763260066.3242621,1015,0.004915341734886169,,0.00026897081988863647,13.694650650024414,0.002043521963059902,-0.0012787580490112305,54.560641050338745,51840,,0.5154995322227478
0.008647048845887184,0.0234375,1061.0,1763260067.4755332,1031,-0.020041225478053093,,0.00026820276980288327,0.012592806480824947,0.027802880853414536,0.9436512589454651,55.71191215515137,53120,,0.49481213092803955
0.0035570254549384117,0.0078125,1063.0,1763260069.0895808,1050,-0.014142964966595173,,0.0002671274996828288,74.37031555175781,-0.006221001036465168,0.7748697400093079,57.3259596824646,54912,,0.4884050488471985
0.0013446025550365448,0.0,1063.0,1763260069.3114507,1053,0.0065796151757240295,,0.00026697388966567814,13.964639663696289,0.0027263816446065903,0.27691322565078735,57.54782962799072,55168,,0.4305085241794586
0.00011804886162281036,0.0,1063.0,1763260069.7878976,1058,-0.001294642686843872,,0.00026666666963137686,122.91026306152344,0.007384497672319412,0.007480800151824951,58.02427649497986,55680,,0.5239585638046265
0.003159291110932827,0.0078125,1065.0,1763260071.8627846,1083,-0.03301768749952316,,0.0002652841794770211,0.012380897998809814,0.0173724927008152,0.9332394599914551,60.09916353225708,57984,,0.486044704914093
0.0015584295615553856,0.005859375,1066.0,1763260072.5246801,1091,-0.0031955167651176453,,0.0002648233494255692,0.014789178967475891,0.002684452570974827,0.8126407861709595,60.761059045791626,58752,,0.5371295213699341
0.002074724994599819,0.001953125,1067.0,1763260073.793488,1106,0.00234304741024971,,0.00026397849433124065,15.866209030151367,0.019722310826182365,0.0024420619010925293,62.02986693382263,60160,,0.49301671981811523
0.003971206024289131,0.0078125,1068.0,1763260074.7021904,1118,0.01971226930618286,,0.0002633640542626381,146.43394470214844,0.008935786783695221,-0.0007240772247314453,62.93856930732727,61184,,0.48021966218948364
0.0014073140919208527,0.0,1068.0,1763260075.2953007,1125,-0.003590058535337448,,0.0002629800292197615,147.11265563964844,-0.005232717841863632,-0.0006253719329833984,63.53167963027954,61824,,0.48790550231933594
0.00023829378187656403,0.0,1069.0,1763260076.1033611,1133,0.0010396167635917664,,0.00026244239415973425,0.0006476236740127206,-0.006040569394826889,0.4027096629142761,64.33974003791809,62720,,0.47974103689193726
0.00019188132137060165,0.0,1069.0,1763260077.139074,1145,0.0011339467018842697,,0.00026175114908255637,138.36656188964844,0.005115781910717487,0.0001341700553894043,65.3754529953003,63872,,0.49715545773506165
0.004528626799583435,0.00390625,1071.0,1763260078.8427992,1164,-0.02683306857943535,,0.00026059907395392656,7.94089210103266e-05,0.01206225622445345,0.6829622983932495,67.07917809486389,65792,,0.4499867260456085
0.0004474623128771782,0.005859375,1071.0,1763260078.951457,1165,-0.0007764957845211029,,0.00026052226894535124,0.00029589427867904305,-0.000759870745241642,0.1416391134262085,67.18783593177795,65920,,0.4441737234592438
0.002610146999359131,0.0,1071.0,1763260079.5400612,1172,-0.021288113668560982,,0.00026013824390247464,0.006163203157484531,0.01469084620475769,0.49577105045318604,67.7764401435852,66560,,0.47130051255226135
0.0003467882052063942,0.0,1072.0,1763260080.3490448,1181,-0.005404621362686157,,0.0002596006088424474,16.860612869262695,-0.006423930637538433,-0.00037670135498046875,68.58542370796204,67456,,0.4274776577949524
0.005000272765755653,0.009765625,1072.0,1763260080.793416,1186,0.012952800840139389,,0.0002592933888081461,49.98822021484375,0.039313554763793945,-0.00021755695343017578,69.02979493141174,67968,,0.41706255078315735
0.00048675667494535446,0.001953125,1073.0,1763260081.8181865,1197,0.003479599952697754,,0.00025860214373096824,0.002414342248812318,0.007310175336897373,0.2965119481086731,70.0545654296875,69120,,0.44737204909324646
0.00025954563170671463,0.0,1074.0,1763260083.334744,1213,0.002643004059791565,,0.0002576036786194891,0.000215827050851658,-0.0025638947263360023,0.04914003610610962,71.57112288475037,70784,,0.3709336221218109
,,,1763260083.4531367,1215,,500.0,,,,,71.68951559066772,70927,500.0,
0.0001404574140906334,0.0,1074.0,1763260084.4781327,1226,0.002053177449852228,,0.00025683562853373587,0.006349893752485514,-0.004203419201076031,0.5776945352554321,72.71451163291931,72064,,0.365527868270874
0.000531134195625782,0.0,1075.0,1763260084.8118296,1230,-0.0013079643249511719,,0.0002566052135080099,148.9075927734375,-0.001239200122654438,0.00010150671005249023,73.04820847511292,72448,,0.40048447251319885
,,,1763260085.1741354,1234,,500.0,,,,,73.41051435470581,72927,500.0,
0.000341624952852726,0.0,1076.0,1763260086.1722734,1245,-0.0020447298884391785,,0.00025568355340510607,158.55923461914062,-0.009766117669641972,5.900859832763672e-05,74.40865230560303,73984,,0.37864381074905396
,,,1763260087.004634,1254,,500.0,,,,,75.24101281166077,74927,500.0,
0.0021547749638557434,0.001953125,1077.0,1763260088.6176655,1271,-0.0005393289029598236,,0.00025407064822502434,0.00426998408511281,0.015348758548498154,0.4771745800971985,76.85404443740845,76672,,0.27567023038864136
0.006234277039766312,0.0234375,1078.0,1763260091.1257808,1299,-0.004421152174472809,,0.0002523809380363673,143.44615173339844,0.0005023907870054245,0.00011140108108520508,79.3621597290039,79488,,0.41205456852912903
0.005484635941684246,0.025390625,1080.0,1763260094.8229184,1339,0.012315560132265091,,0.0002499232068657875,0.00427155289798975,0.05466539412736893,0.6764949560165405,83.05929732322693,83584,,0.34753498435020447
0.00018992461264133453,0.0,1080.0,1763260094.9338205,1340,-0.007498189806938171,,0.0002498464018572122,0.00010274768283125013,-2.2003427147865295e-05,0.6949625015258789,83.17019939422607,83712,,0.26368609070777893
0.0005814991891384125,0.0,1080.0,1763260095.742223,1349,-0.003352772444486618,,0.00024930876679718494,0.0012286882847547531,0.008744750171899796,0.5482139587402344,83.97860193252563,84608,,0.3073916435241699
0.002423950470983982,0.0,1081.0,1763260097.004214,1363,-0.0008955895900726318,,0.0002484639117028564,0.2725592255592346,-0.0023492444306612015,2.664327621459961e-05,85.24059295654297,86016,,0.41289055347442627
0.0017007328569889069,0.001953125,1081.0,1763260097.2249777,1365,-0.014645066112279892,,0.0002483103016857058,6.489597581094131e-05,-3.160908818244934e-06,0.774439811706543,85.46135663986206,86272,,0.3026386499404907
0.0002780230715870857,0.00390625,1081.0,1763260097.6702034,1370,-0.0017881840467453003,,0.0002480030816514045,0.00011917782831005752,-0.003400183282792568,0.6265272498130798,85.90658235549927,86784,,0.3002700209617615
0.0075325798243284225,0.015625,1081.0,1763260098.593456,1380,-0.019061919301748276,,0.00024738864158280194,5.7344164815731347e-05,0.01637992262840271,0.7233510613441467,86.82983493804932,87808,,0.3045859634876251
,,,1763260098.6349897,1381,,500.0,,,,,86.8713686466217,87927,500.0,
0.0008861701935529709,0.0,1082.0,1763260099.2990508,1388,-0.0002668611705303192,,0.00024692781153135,0.0011274856515228748,-0.005368512123823166,0.5967733263969421,87.53542971611023,88576,,0.2845754325389862
0.006812448613345623,0.0625,1082.0,1763260099.998658,1395,0.0034950189292430878,,0.0002464669814798981,1.3102253433316946e-06,0.004477483220398426,0.5070855617523193,88.23503684997559,89344,,0.2625144422054291
0.0041381968185305595,0.0078125,1082.0,1763260100.3301394,1399,0.0033736415207386017,,0.00024623656645417213,0.0002281989436596632,0.029620468616485596,0.3664149045944214,88.56651830673218,89728,,0.3049754500389099
0.0006716251373291016,0.0,1082.0,1763260100.9183533,1405,-0.007741950452327728,,0.00024585254141129553,3.2792922866065055e-06,0.004220733419060707,0.08386379480361938,89.15473222732544,90368,,0.3290822207927704
0.003773404285311699,0.0234375,1083.0,1763260103.3262963,1432,0.006083078682422638,,0.0002442396362312138,0.002309185452759266,0.0035443436354398727,0.5104981064796448,91.56267523765564,93056,,0.190052330493927
0.00033751223236322403,0.00390625,1083.0,1763260103.4374182,1433,-0.0012947767972946167,,0.0002441628312226385,0.00022126134717836976,0.0036913705989718437,0.5190153121948242,91.67379713058472,93184,,0.2582268714904785
,,,1763260105.4229298,1455,,500.0,,,,,93.6593086719513,95427,500.0,
3.7420541048049927e-06,0.0,1084.0,1763260105.5129464,1456,0.00012581981718540192,,0.00024278034106828272,6.308084011077881,-0.00046965666115283966,0.0002745985984802246,93.74932527542114,95488,,0.3098822236061096
0.0027310913428664207,0.01171875,1084.0,1763260105.6216388,1457,-0.0011508427560329437,,0.0002427035360597074,0.0060691009275615215,-0.021214764565229416,0.21747082471847534,93.85801768302917,95616,,0.29675012826919556
,,,1763260110.8250852,1514,,500.0,,,,,99.0614640712738,101427,500.0,
0.007701645605266094,0.046875,1085.0,1763260111.511053,1521,-0.025011396035552025,,0.00023878648062236607,0.005429214797914028,0.033540792763233185,0.27114933729171753,99.7474319934845,102144,,0.28864118456840515
0.0007755178958177567,0.0,1086.0,1763260111.8445756,1525,-0.00018207170069217682,,0.0002385560655966401,56.750892639160156,-0.0021120086312294006,0.0002359151840209961,100.08095455169678,102528,,0.258716881275177
0.003137032501399517,0.005859375,1086.0,1763260112.065225,1527,0.00443686917424202,,0.00023840245557948947,0.00020281950128264725,0.008610167540609837,0.4551405906677246,100.3016037940979,102784,,0.2299787402153015
,,,1763260112.1822047,1529,,500.0,,,,,100.4185836315155,102927,500.0,
,,,1763260112.7227855,1534,,500.0,,,,,100.95916438102722,103427,500.0,
0.04278329014778137,0.1328125,1085.0,1763260112.942902,1536,-0.028218675404787064,,0.00023786482051946223,0.0010802948381751776,0.052764829248189926,0.21429497003555298,101.17928099632263,103680,,0.30505871772766113
,,,1763260113.5640256,1543,,500.0,,,,,101.80040454864502,104427,500.0,
0.012604551389813423,0.044921875,1085.0,1763260113.7555652,1545,0.010560791939496994,,0.00023732718545943499,0.004663598723709583,0.011002257466316223,0.6834723353385925,101.99194407463074,104576,,0.2655506134033203
0.021386191248893738,0.0703125,1085.0,1763260113.865248,1546,-0.014201350510120392,,0.00023725038045085967,2.9786817322019488e-05,0.010181210935115814,0.7530516386032104,102.10162687301636,104704,,0.27323487401008606
,,,1763260114.9253337,1558,,500.0,,,,,103.16171264648438,105927,500.0,
0.0005670255050063133,0.0,1086.0,1763260115.011657,1559,-0.0008944869041442871,,0.00023648233036510646,50.631080627441406,0.0007273061200976372,-1.4901161193847656e-05,103.24803590774536,105984,,0.25559499859809875
,,,1763260115.3643198,1563,,500.0,,,,,103.60069870948792,106427,500.0,
0.0017379410564899445,0.048828125,1086.0,1763260115.715235,1566,0.011385556310415268,,0.00023602150031365454,0.00016563940152991563,0.009140478447079659,0.09948205947875977,103.95161390304565,106752,,0.15125396847724915
0.0001774802803993225,0.0,1087.0,1763260117.6333585,1588,9.746477007865906e-05,,0.0002347158151678741,0.05048969388008118,-0.0025217104703187943,3.552436828613281e-05,105.86973738670349,108928,,0.2296110838651657
0.0043162694200873375,0.009765625,1086.0,1763260117.7765996,1589,-0.012828201055526733,,0.00023463901015929878,0.0027716124895960093,0.0015434874221682549,0.40732067823410034,106.01297855377197,109056,,0.3149331212043762
,,,1763260118.4789307,1597,,500.0,,,,,106.71530961990356,109927,500.0,
,,,1763260119.3936899,1607,,500.0,,,,,107.6300687789917,110927,500.0,
0.007937995716929436,0.05078125,1087.0,1763260119.5890605,1609,-0.031097546219825745,,0.00023341014457400888,0.005716889631003141,0.01985105685889721,0.7723713517189026,107.825439453125,111104,,0.16205406188964844
0.00913967378437519,0.064453125,1087.0,1763260119.6991336,1610,-0.0344613716006279,,0.00023333333956543356,0.00031340221175923944,0.04050138592720032,0.5354601144790649,107.93551254272461,111232,,0.22272028028964996
,,,1763260119.8651426,1612,,500.0,,,,,108.1015214920044,111427,500.0,
0.010203488171100616,0.01953125,1087.0,1763260121.2083788,1626,8.255243301391602e-06,,0.0002323348744539544,1.685494680714328e-05,0.03419880196452141,0.5603296756744385,109.44475769996643,112896,,0.25709137320518494
0.0007627690210938454,0.0,1088.0,1763260122.2373226,1638,0.005139517597854137,,0.00023164362937677652,70.24502563476562,-0.000604783184826374,0.00037783384323120117,110.47370147705078,114048,,0.25711584091186523
0.002036924473941326,0.001953125,1089.0,1763260126.7011023,1687,-0.007764698937535286,,0.00022864823404233903,51.55537414550781,0.020935118198394775,-0.00016260147094726562,114.93748116493225,119040,,0.2101966142654419
0.006154707632958889,0.01953125,1090.0,1763260130.8347533,1732,0.003010472282767296,,0.0002258832537336275,0.0030901848804205656,0.012420267798006535,-0.008223295211791992,119.07113218307495,123648,,0.17603284120559692
0.015963613986968994,0.041015625,1090.0,1763260131.9717577,1745,-0.023568768054246902,,0.0002251152036478743,71.50724029541016,0.03601788356900215,3.0934810638427734e-05,120.20813655853271,124928,,0.3053109645843506
0.01043633185327053,0.099609375,1090.0,1763260132.7822912,1753,-0.013690628111362457,,0.00022457756858784705,2.185193807235919e-06,0.00014385581016540527,0.7345174551010132,121.01867008209229,125824,,0.22715669870376587
,,,1763260132.8181481,1754,,500.0,,,,,121.05452704429626,125927,500.0,
0.00350384134799242,0.01953125,1091.0,1763260133.8157647,1765,-7.98497349023819e-05,,0.00022388632351066917,144.19546508789062,3.435928374528885e-05,0.00014334917068481445,122.05214357376099,126976,,0.1818159967660904
0.007009073160588741,0.017578125,1091.0,1763260134.1448488,1768,-0.013211358338594437,,0.0002236559084849432,3.525975625962019e-05,0.003097343258559704,0.13634896278381348,122.38122773170471,127360,,0.28772667050361633
0.0017091268673539162,0.0,1091.0,1763260134.954873,1777,-0.0034552370198071003,,0.00022311827342491597,0.0001829008397180587,-0.002293500117957592,0.6218788027763367,123.19125199317932,128256,,0.24578803777694702
,,,1763260138.6687093,1818,,500.0,,,,,126.90508818626404,132427,500.0,
,,,1763260139.1042264,1823,,500.0,,,,,127.34060525894165,132927,500.0,
0.0022498397156596184,0.015625,1092.0,1763260141.7344568,1851,-0.00422079861164093,,0.0002185867924708873,0.0001822166086640209,-0.01146989781409502,0.48714113235473633,129.97083568572998,135808,,0.1766335815191269
0.00048262160271406174,0.0,1092.0,1763260142.1830559,1856,-0.001054033637046814,,0.00021827957243658602,5.975648309686221e-05,-0.010177298448979855,0.19429737329483032,130.4194347858429,136320,,0.22643843293190002
0.00047470442950725555,0.0,1092.0,1763260143.221708,1868,0.013483688235282898,,0.00021758832735940814,9.150038719177246,-0.0055218655616045,6.783008575439453e-05,131.45808696746826,137472,,0.16777126491069794
2.0893290638923645e-05,0.0,1093.0,1763260143.6638086,1873,-0.00025839172303676605,,0.00021728110732510686,17.76793098449707,-0.0017809215933084488,0.00034630298614501953,131.9001874923706,137984,,0.13541050255298615
,,,1763260144.0526867,1877,,500.0,,,,,132.28906559944153,138427,500.0,
0.007456543855369091,0.044921875,1093.0,1763260144.954264,1886,-0.019834991544485092,,0.00021643625223077834,6.8672243287437595e-06,0.01592298224568367,0.3370974659919739,133.19064283370972,139392,,0.21969923377037048
0.004674585536122322,0.015625,1093.0,1763260145.7337573,1895,0.0005050748586654663,,0.0002158986171707511,2.8289725378272124e-05,0.0008526518940925598,-0.005760550498962402,133.9701361656189,140288,,0.2603139281272888
0.00527220219373703,0.021484375,1093.0,1763260146.4388697,1903,-0.018833909183740616,,0.00021543778711929917,0.006543675437569618,0.021246952936053276,0.7443064451217651,134.6752486228943,141056,,0.19103805720806122
,,,1763260146.6999795,1906,,500.0,,,,,134.93635845184326,141427,500.0,
0.0006009330973029137,0.0,1094.0,1763260147.7465296,1918,-0.01001632958650589,,0.00021451612701639533,0.0058591654524207115,-0.002079932950437069,0.9016279578208923,135.98290848731995,142592,,0.16269618272781372
0.021039284765720367,0.060546875,1094.0,1763260147.9922276,1920,-0.005962297320365906,,0.0002143625169992447,9.38338489504531e-05,0.03937961161136627,0.4333781599998474,136.22860646247864,142848,,0.21780157089233398
0.0020083552226424217,0.0078125,1094.0,1763260150.2839174,1945,-0.019383154809474945,,0.00021282641682773829,0.00012372741184663028,0.011553737334907055,0.5823590755462646,138.52029633522034,145408,,0.14903011918067932
0.0075394157320261,0.048828125,1094.0,1763260151.5407991,1959,-0.011159298941493034,,0.00021198156173340976,0.00011086856102338061,0.012063668109476566,-5.396012306213379,139.77717804908752,146816,,0.2778041660785675
0.00022830069065093994,0.0,1094.0,1763260152.8051226,1973,-0.00025552883744239807,,0.00021113670663908124,0.00020193269301671535,-0.0004984866827726364,0.8351786136627197,141.0415015220642,148224,,0.11006096750497818
,,,1763260153.8558,1985,,500.0,,,,,142.09217882156372,149427,500.0,
