_step,_runtime,global_step,_timestamp,charts/episodic_length,charts/episodic_return,losses/approx_kl,losses/explained_variance,losses/old_approx_kl,losses/clipfrac,losses/policy_loss,losses/entropy,charts/learning_rate,charts/SPS,losses/value_loss
0,5.353951930999756,0,1763260017.068692,,,,,,,,,,,
7,6.285568952560425,172,1763260018.000309,81.0,81.0,,,,,,,,,
33,6.784166574478149,640,1763260018.4989066,,,0.0006430540233850479,0.05490940809249878,0.006592987105250359,0.0,-0.017484422773122787,0.6891324520111084,0.0002996927942149341,996.0,2.487551689147949
41,6.941929578781128,858,1763260018.6566696,13.0,13.0,,,,,,,,,
47,7.16191840171814,1068,1763260018.8766584,97.0,97.0,,,,,,,,,
64,7.525415658950806,1440,1763260019.2401557,27.0,27.0,,,,,,,,,
74,7.816055536270142,1773,1763260019.5307956,34.0,34.0,,,,,,,,,
77,7.904349088668823,1812,1763260019.6190891,13.0,13.0,,,,,,,,,
88,8.153512716293335,2092,1763260019.8682528,17.0,17.0,,,,,,,,,
102,8.643747329711914,2686,1763260020.3584874,68.0,68.0,,,,,,,,,
104,8.751302003860474,2713,1763260020.466042,27.0,27.0,,,,,,,,,
133,9.850305557250977,3958,1763260021.5650456,57.0,57.0,,,,,,,,,
147,10.516438484191895,4639,1763260022.2311785,51.0,51.0,,,,,,,,,
149,10.617672681808472,4736,1763260022.3324127,,,1.9461847841739655e-05,0.3948959708213806,-8.751638233661652e-06,0.0,0.000353984534740448,0.5458717346191406,0.00029723503394052386,1058.0,1.7492098808288574
150,10.625973463058472,4752,1763260022.3407135,52.0,52.0,,,,,,,,,
155,10.87788200378418,5013,1763260022.592622,69.0,69.0,,,,,,,,,
157,10.983184099197388,5120,1763260022.6979241,,,0.00044048577547073364,0.34189116954803467,-0.0003671720623970032,0.0,-0.008780421689152718,0.5407989025115967,0.0002970046189147979,1057.0,1.7827887535095215
172,11.667206764221191,5888,1763260023.3819468,,,0.0006753178313374519,0.7235291004180908,-0.0038221171125769615,0.0,-0.00417613610625267,0.45569178462028503,0.000296543788863346,1065.0,1.6949129104614258
195,13.065317869186401,7424,1763260024.780058,,,0.00022359751164913177,-0.005878448486328125,-0.006115024909377098,0.0,-0.002602808177471161,0.5298364162445068,0.00029562212876044214,1072.0,7.504892349243164
203,13.517330646514893,7936,1763260025.2320707,,,0.00013678893446922302,0.040024757385253906,-0.002539144828915596,0.0,5.7674944400787354e-05,0.4499552845954895,0.00029531490872614086,1075.0,1.584879994392395
213,14.103195667266846,8576,1763260025.8179357,,,0.001117105595767498,0.2325422167778015,0.005091809667646885,0.0,-0.01287713274359703,0.5244778394699097,0.00029493088368326426,1077.0,3.2016854286193848
217,14.329633712768555,8832,1763260026.0443738,,,0.00010282080620527267,0.0690237283706665,0.0012368755415081978,0.0,-0.003995828330516815,0.5256654620170593,0.0002947772736661136,1078.0,1.4110767841339111
228,14.993169784545898,9525,1763260026.7079098,138.0,138.0,,,,,,,,,
233,15.313660860061646,9856,1763260027.028401,,,0.0009893625974655151,0.31712043285369873,-0.005753370001912117,0.0,0.014347519725561142,0.5151767134666443,0.00029416283359751105,1074.0,8.752948760986328
251,16.742369890213013,10880,1763260028.45711,,,0.003157290630042553,0.5918058156967163,0.010752699337899685,0.001953125,-0.0329667329788208,0.5217297077178955,0.0002935483935289085,1026.0,1.5968512296676636
259,17.245086193084717,11392,1763260028.9598262,,,0.0014228979125618935,0.674224853515625,0.008233360014855862,0.0,-0.003009859472513199,0.506700873374939,0.0002932411734946072,1026.0,1.3677947521209717
265,17.504592657089233,11708,1763260029.2193327,63.0,63.0,,,,,,,,,
273,17.960614919662476,12193,1763260029.675355,107.0,107.0,,,,,,,,,
274,18.095343589782715,12288,1763260029.8100836,,,0.00019375327974557877,0.4395296573638916,-0.005038631148636341,0.0,0.008874237537384033,0.5539419651031494,0.00029270353843457997,1027.0,3.493730068206787
292,18.934568881988525,13258,1763260030.649309,123.0,123.0,,,,,,,,,
327,21.05306839942932,15505,1763260032.7678084,154.0,154.0,,,,,,,,,
330,21.31379199028015,15744,1763260033.028532,,,0.003847481682896614,0.9079195857048035,0.0017741434276103973,0.013671875,-0.015836313366889954,0.47023624181747437,0.0002906298032030463,1037.0,1.8777364492416382
332,21.427298069000244,15872,1763260033.142038,,,2.0613893866539e-05,0.6468473672866821,-0.00011498108506202698,0.0,0.0019659027457237244,0.45204034447669983,0.000290552998194471,1038.0,0.8268862962722778
337,21.653136253356934,16128,1763260033.3678763,,,0.0004370827227830887,0.6811718344688416,-0.004407433792948723,0.00390625,-0.004105407744646072,0.38995927572250366,0.00029039938817732036,1039.0,17.018054962158203
340,21.7865731716156,16300,1763260033.5013132,95.0,95.0,,,,,,,,,
370,23.665059566497803,18304,1763260035.3797996,,,0.0004938673228025436,0.22300726175308228,0.005852259695529938,0.0,-0.015440374612808228,0.4327760338783264,0.0002890937030315399,1044.0,1.60723876953125
