_step,losses/clipfrac,charts/SPS,losses/old_approx_kl,_timestamp,global_step,losses/value_loss,losses/approx_kl,charts/episodic_length,_runtime,losses/entropy,charts/episodic_return,losses/explained_variance,losses/policy_loss,charts/learning_rate
3407,0.0,795.0,0.003219436854124069,1763260492.0065935,324864,0.0021388018503785133,0.0008278694003820419,,435.8295633792877,0.5302650332450867,,-0.052550554275512695,-0.008541978895664215,0.00010514592577237636
3419,0.0,796.0,-0.007370201870799065,1763260493.150464,326144,0.0071233119815588,0.0004963688552379608,,436.97343397140503,0.5091440081596375,,0.1557977795600891,-0.00730229914188385,0.00010437788296258077
3426,0.0,796.0,-0.0011738361790776253,1763260493.847392,326912,0.0028609083965420723,0.0005582338199019432,,437.670361995697,0.39517199993133545,,-0.7419652938842773,-0.006280489265918732,0.00010391705291112885
3428,0.0,797.0,-0.003800109028816223,1763260493.959831,327040,357.7923583984375,0.0005685500800609589,,437.78280091285706,0.47022745013237,,0.003458261489868164,-0.007282555103302002,0.00010384024790255353
3435,0.0,797.0,-0.008387220092117786,1763260494.5182467,327680,604.5860595703125,0.00044902507215738297,,438.34121656417847,0.3288084864616394,,0.008306443691253662,0.007582837715744972,0.00010345622285967693
3450,0.0,798.0,-0.008097431622445583,1763260495.92175,329216,403.4762878417969,0.0007131034508347511,,439.7447199821472,0.4551129639148712,,0.0032073259353637695,0.004965797066688538,0.00010253456275677308
3451,0.0,798.0,-0.0007139081135392189,1763260496.031873,329344,0.00449837651103735,0.00017871800810098648,,439.85484290122986,0.5170658230781555,,0.6903176307678223,-0.0015272274613380432,0.00010245775774819776
3462,0.0,799.0,0.0008891802281141281,1763260497.0612786,330496,0.0016315046232193708,3.3389776945114136e-05,,440.88424849510193,0.5238744020462036,,0.11994510889053345,-0.0018703415989875793,0.00010176651267101988
3476,0.0,800.0,0.004690009169280529,1763260498.3200345,331904,0.00735772168263793,0.0005064075812697411,,442.14300441741943,0.5321444272994995,,0.4531015157699585,-0.011328041553497314,0.00010092165757669136
3479,,,,1763260498.54679,332173,,,500.0,442.3697597980499,,500.0,,,
3498,,,,1763260500.3102102,334173,,,500.0,444.133180141449,,500.0,,,
3503,,,,1763260500.750312,334673,,,500.0,444.5732820034027,,500.0,,,
3513,,,,1763260501.6656375,335673,,,500.0,445.4886074066162,,500.0,,,
3525,0.0,803.0,0.0013571539893746376,1763260502.803009,336896,0.00882311724126339,0.00029776711016893387,,446.6259789466858,0.5287392139434814,,-0.22121262550354004,-0.0014383792877197266,9.792626951821148e-05
3537,,,,1763260503.8867788,338173,,,500.0,447.7097487449646,,500.0,,,
3554,0.0,805.0,0.004395042546093464,1763260505.479688,339840,0.007515631150454283,0.0005513234063982964,,449.3026578426361,0.4837876558303833,,-1.9211299419403076,-0.0007365159690380096,9.615975432097912e-05
3555,0.0,805.0,0.0007846653461456299,1763260505.5905516,339968,0.0012815507361665368,0.0003310665488243103,,449.413521528244,0.4721130132675171,,-0.41511714458465576,-0.001568315550684929,9.60829493124038e-05
3576,0.0,807.0,0.001943228766322136,1763260507.5574703,342144,0.0017855348996818066,0.0014670807868242264,,451.38044023513794,0.4221944808959961,,0.14110219478607178,0.009877678006887436,9.477726416662335e-05
3578,0.0,807.0,0.0004576984792947769,1763260507.6710775,342272,480.8992004394531,7.095932960510254e-05,,451.49404740333557,0.42701810598373413,,0.0040961503982543945,-0.0017983708530664444,9.470045915804803e-05
3581,0.0,807.0,0.004865124821662903,1763260508.0009212,342656,0.0010232978966087103,0.0003791358321905136,,451.8238911628723,0.4514033794403076,,-4.241878986358643,0.008363202214241028,9.447004413232207e-05
3589,0.0,807.0,0.006560173816978931,1763260508.7035077,343424,0.005988785065710545,0.0002912590280175209,,452.5264775753021,0.45465973019599915,,-1.5193426609039307,-0.010972682386636734,9.400921408087015e-05
3613,0.0,809.0,-0.007722317241132259,1763260510.8811123,345856,0.0052076904103159904,0.000700448639690876,,454.7040822505951,0.45027023553848267,,0.41689831018447876,0.00017184391617774963,9.254992619389668e-05
3622,0.0,810.0,0.001872250810265541,1763260511.6909204,346752,743.6207885742188,0.00013657286763191223,,455.51389026641846,0.38858136534690857,,0.0037397146224975586,-0.0004430767148733139,9.201229113386944e-05
3640,0.0,811.0,0.0007625110447406769,1763260513.4228714,348672,0.0016909121768549085,0.001017943024635315,,457.24584126472473,0.43226662278175354,,-1.0692715644836426,0.011286098510026932,9.086021600523964e-05
3656,0.0,812.0,0.004856345243752003,1763260514.7989182,350208,890.17041015625,0.0005265111103653908,,458.62188816070557,0.48733365535736084,,0.0022046566009521484,0.004242904484272003,8.993855590233579e-05
3669,0.0,813.0,-0.0006894813850522041,1763260516.0482805,351616,0.0009069278603419662,6.802845746278763e-05,,459.87125039100647,0.46182188391685486,,-7.040980339050293,-0.0045685358345508575,8.909370080800727e-05
3679,0.0,813.0,0.0017010550945997238,1763260516.9727247,352640,0.0011518335668370128,0.001524459570646286,,460.79569458961487,0.4448241591453552,,-2.6843109130859375,-0.0006624013185501099,8.847926073940471e-05
3683,0.0,814.0,-0.0029121944680809975,1763260517.3080566,353024,0.0015421613352373242,7.198657840490341e-05,,461.13102650642395,0.37284529209136963,,-1.396019458770752,-0.001186838373541832,8.824884571367875e-05
3684,0.0,814.0,0.011294350028038025,1763260517.4171062,353152,0.0010695410892367363,0.0008408818393945694,,461.2400760650635,0.41250017285346985,,-1.2762603759765625,-0.010268650949001312,8.817204070510343e-05
3711,0.0,815.0,-0.0005081705749034882,1763260519.8520021,355840,0.009772228077054024,1.4496967196464539e-05,,463.67497205734253,0.44020429253578186,,-5.597525119781494,-0.0005864426493644714,8.655914280097932e-05
3713,0.0,815.0,0.005791086703538895,1763260520.0714738,356096,0.0006773336790502071,0.0009301304817199707,,463.89444375038147,0.5011831521987915,,-0.056195616722106934,0.00019502267241477966,8.640553278382868e-05
3715,0.0,816.0,0.003936809487640858,1763260520.1843927,356224,1010.2344360351562,7.425155490636826e-05,,464.00736260414124,0.4992334842681885,,0.0010827183723449707,0.00111408531665802,8.632872777525336e-05
3731,0.0,817.0,-0.0068486537784338,1763260521.6945004,357888,0.0045608580112457275,0.00034404732286930084,,465.51747035980225,0.5191808938980103,,0.3561420440673828,-0.005012014880776405,8.533026266377419e-05
3734,,,,1763260521.9356327,358173,,,500.0,465.75860261917114,,500.0,,,
3755,0.0,818.0,0.0004478553310036659,1763260523.8847997,360320,0.00567311467602849,0.00038062315434217453,,467.7077696323395,0.5486317276954651,,0.3996974229812622,-0.0006766766309738159,8.387096750084311e-05
3775,0.0,819.0,-0.0013663507997989655,1763260525.7031133,362368,0.0042763808742165565,6.497278809547424e-05,,469.5260832309723,0.5407909750938416,,0.036138951778411865,0.0003032684326171875,8.264208736363798e-05
3779,0.0,819.0,-0.00622944813221693,1763260526.0728998,362752,584.4052734375,5.3989700973033905e-05,,469.8958697319031,0.3746419847011566,,0.00029391050338745117,0.0006293542683124542,8.241167233791202e-05
3804,0.0,821.0,0.001462855376303196,1763260528.422427,365312,0.0022370496299117804,0.0002638334408402443,,472.2453968524933,0.4597771167755127,,0.5980366468429565,-0.00413919985294342,8.087557944236323e-05
3807,,,,1763260528.69577,365673,,,500.0,472.51873993873596,,500.0,,,
3847,,,,1763260532.3660932,369673,,,500.0,476.1890630722046,,500.0,,,
3879,0.0,825.0,-0.0019494397565722466,1763260535.356231,372992,0.0026494436897337437,7.23591074347496e-05,,479.17920088768005,0.3828638792037964,,0.4097820520401001,-0.0020362697541713715,7.626727892784402e-05
3883,0.0,825.0,0.003160739317536354,1763260535.7274227,373376,0.005989658646285534,9.053945541381836e-05,,479.55039262771606,0.473554402589798,,-0.2354804277420044,0.002002730965614319,7.603686390211806e-05
3884,0.0,826.0,0.0024977196007966995,1763260535.8360007,373504,0.0021721753291785717,7.410161197185516e-05,,479.6589705944061,0.47217249870300293,,-0.5868291854858398,-0.0025025345385074615,7.596005889354274e-05
3887,0.0,826.0,-0.0019371286034584045,1763260536.0581198,373760,354.9922180175781,0.00016375631093978882,,479.8810896873474,0.5386122465133667,,0.001455068588256836,-0.0024811383336782455,7.58064488763921e-05
3891,,,,1763260536.4007082,374173,,,500.0,480.22367811203003,,500.0,,,
3898,0.0,826.0,0.0007706824690103531,1763260537.0971477,374912,0.005356087349355221,0.00016641244292259216,,480.92011761665344,0.4904576241970062,,-0.7013329267501831,-0.00019768159836530685,7.511520379921421e-05
3912,0.0,827.0,0.004077160730957985,1763260538.3509288,376320,0.0033662887290120125,0.0004585757851600647,,482.1738986968994,0.4929247796535492,,0.6621519327163696,0.007016319781541824,7.42703559808433e-05
3915,,,,1763260538.6424553,376673,,,500.0,482.46542525291443,,500.0,,,
3928,0.0,828.0,-0.0011680731549859047,1763260539.86851,377984,0.0013860197504982352,0.00010067503899335861,,483.69147992134094,0.48813313245773315,,-0.4652036428451538,0.0010269582271575928,7.327189086936414e-05
3944,0.0,829.0,0.00046400539577007294,1763260541.3482091,379648,0.0004449968400876969,8.166767656803131e-05,,485.1711790561676,0.4183858633041382,,0.4645082950592041,-0.0025398917496204376,7.227342575788498e-05
3945,,,,1763260541.3606098,379673,,,500.0,485.18357968330383,,500.0,,,
3946,0.0,829.0,-0.002058960497379303,1763260541.462871,379776,739.6554565429688,4.2650848627090454e-05,,485.2858409881592,0.43289533257484436,,-0.0004469156265258789,-0.0018814615905284882,7.219662074930966e-05
3954,0.0,830.0,-0.00727458018809557,1763260542.2772036,380672,0.0006877625128254294,0.0004548029974102974,,486.10017347335815,0.35466209053993225,,0.4273548722267151,-0.009049734100699425,7.165898568928242e-05
3963,0.0,830.0,-0.0005150754004716873,1763260543.0900402,381568,0.0009701115195639431,9.525567293167114e-06,,486.91301012039185,0.3775385320186615,,-0.528884768486023,0.0006775464862585068,7.112135062925518e-05
3969,,,,1763260543.5687604,382173,,,500.0,487.3917303085327,,500.0,,,
3981,0.0,831.0,0.0003340160474181175,1763260544.6844227,383360,0.004432148765772581,8.887611329555511e-06,,488.5073926448822,0.4036012887954712,,-0.15182507038116455,-0.0008456110954284668,7.004608050920069e-05
3983,0.0,831.0,0.0003449758514761925,1763260544.9364161,383616,0.0007227160967886448,3.31709161400795e-05,,488.75938606262207,0.48481398820877075,,-0.185752272605896,-0.002420315518975258,6.989247049205005e-05
3997,0.0,832.0,-0.004147700034081936,1763260546.1847582,385024,0.0010275511303916574,8.252914994955063e-05,,490.007728099823,0.4311590790748596,,-0.010879993438720703,-0.0007957182824611664,6.904762267367914e-05
4020,0.0,833.0,0.017171207815408707,1763260548.260143,387328,0.004505094140768051,0.0006454624235630035,,492.0831129550934,0.45476678013801575,,0.6752497553825378,-0.014904309064149857,6.766513251932338e-05
4059,0.0,835.0,-0.00012513063848018646,1763260551.8158162,391296,137.7488555908203,8.30627977848053e-05,,495.6387860774994,0.42749226093292236,,0.001011967658996582,0.0034207701683044434,6.528417725348845e-05
4087,,,,1763260554.3829062,394173,,,500.0,498.20587611198425,,500.0,,,
4091,0.0,837.0,0.008840282447636127,1763260554.8018153,394624,0.0016751782968640327,0.0008095754310488701,,498.62478518486023,0.49693530797958374,,-0.36772990226745605,-0.007575966417789459,6.328724703053012e-05
4105,0.0,838.0,0.00367053784430027,1763260556.053883,396032,0.0014038735534995794,0.0004477277398109436,,499.8768529891968,0.4449642598628998,,-0.901159405708313,-0.007655564695596695,6.244239921215922e-05
4109,0.0,838.0,0.003483479842543602,1763260556.4203234,396416,0.005200293846428394,0.00017747469246387482,,500.2432932853699,0.5151726603507996,,-0.10204756259918213,-0.006097748875617981,6.221198418643326e-05
4115,0.0,838.0,-0.007722961716353893,1763260556.973518,397056,0.0009746544528752565,0.0007266001775860786,,500.79648780822754,0.4719160199165344,,-0.6417895555496216,-0.011758267879486084,6.182795914355665e-05
4119,0.0,839.0,-0.001459028571844101,1763260557.3371215,397440,0.0010722132865339518,0.00012768246233463287,,501.1600914001465,0.500930905342102,,-0.49607086181640625,-0.0012844540178775787,6.15975441178307e-05
4144,0.0,840.0,0.004826746881008148,1763260559.6337922,400000,0.002108598593622446,7.962249219417572e-05,,503.4567620754242,0.5649077296257019,,0.018512964248657227,-0.0021843649446964264,6.006144394632429e-05
4150,0.0,840.0,-0.00020308606326580048,1763260560.1854563,400640,0.0016649042954668403,2.6848167181015015e-05,,504.0084261894226,0.4478840231895447,,-1.4141359329223633,-0.0011060573160648346,5.967741890344769e-05
4168,0.0,841.0,-0.0011132089421153069,1763260561.811819,402432,0.0018649088451638818,5.86463138461113e-05,,505.63478899002075,0.5002846121788025,,0.4518941640853882,-0.0045038871467113495,5.8602148783393204e-05
4184,0.0,842.0,0.000429641455411911,1763260563.2944496,404096,0.0012025829637423158,0.0004139859229326248,,507.11741948127747,0.47356271743774414,,-0.15133774280548096,-0.008836038410663605,5.760368730989285e-05
4194,0.0,843.0,0.004164458252489567,1763260564.2203143,405120,0.0005360362119972706,0.0005398979410529137,,508.04328417778015,0.5404735207557678,,0.7613418102264404,0.0026085712015628815,5.6989247241290286e-05
4199,0.0,843.0,0.0003816727548837662,1763260564.697693,405632,0.0017124982550740242,0.00025375932455062866,,508.520663022995,0.45495864748954773,,-0.9872311353683472,-0.008655037730932236,5.6682027206989005e-05
4224,,,,1763260566.9149237,408173,,,500.0,510.7378935813904,,500.0,,,
4229,,,,1763260567.3548944,408673,,,500.0,511.1778643131256,,500.0,,,
4243,0.0,845.0,0.0028603505343198776,1763260568.6837735,410112,0.0015473089879378676,0.00025122426450252533,,512.5067434310913,0.4845605194568634,,-0.230269193649292,0.0015312805771827698,5.3993855544831604e-05
4246,0.0,845.0,0.0020669419318437576,1763260568.9436953,410368,0.004581911489367485,0.0001401752233505249,,512.7666652202606,0.5162391662597656,,0.28699344396591187,-0.0027839243412017822,5.384024552768096e-05
4252,0.0,845.0,-0.003960959613323212,1763260569.4988472,411008,0.002259714063256979,0.00011780671775341034,,513.3218171596527,0.5051829218864441,,-0.4358710050582886,-0.004285745322704315,5.345622048480436e-05
4254,,,,1763260569.6253252,411173,,,500.0,513.4482951164246,,500.0,,,
4255,0.0,846.0,0.0011601755395531654,1763260569.722566,411264,623.3644409179688,9.21906903386116e-05,,513.5455358028412,0.40390270948410034,,0.0009973645210266113,0.0031691715121269226,5.330261046765372e-05
4273,,,,1763260571.3875473,413173,,,500.0,515.210517168045,,500.0,,,
4276,0.0,847.0,-0.0033839456737041473,1763260571.6802475,413440,0.0008492397028021514,0.00018817931413650513,,515.503217458725,0.48254087567329407,,-0.1315704584121704,-0.006806857883930206,5.1996928959852085e-05
4277,0.0,847.0,-0.0012517711147665977,1763260571.7900286,413568,0.0010242694988846779,4.9457885324954987e-05,,515.6129984855652,0.5293903350830078,,0.35350072383880615,-0.0005179345607757568,5.1920123951276764e-05
4278,,,,1763260571.8265386,413673,,,500.0,515.6495084762573,,500.0,,,
4288,,,,1763260572.7933245,414673,,,500.0,516.6162943840027,,500.0,,,
4290,0.0,847.0,0.0014000097289681435,1763260572.9856873,414848,0.0024138200096786022,3.531854599714279e-05,,516.808657169342,0.42835599184036255,,0.48891758918762207,-0.002059478312730789,5.115207386552356e-05
4292,0.0,847.0,-0.004118991084396839,1763260573.2429984,415104,0.0013697812100872397,0.0003787511959671974,,517.0659682750702,0.4761478304862976,,-0.5836406946182251,-0.006960652768611908,5.099846384837292e-05
4314,0.0,848.0,0.00039651617407798767,1763260575.1948252,417280,187.8843536376953,2.6278197765350342e-05,,519.017795085907,0.39900076389312744,,-0.0007418394088745117,0.0005745328962802887,4.969277870259248e-05
4318,,,,1763260575.5340607,417673,,,500.0,519.3570306301117,,500.0,,,
4346,0.0,850.0,0.00021198950707912445,1763260578.1410618,420608,0.0009202188230119646,4.600733518600464e-06,,521.9640316963196,0.5435960292816162,,0.10611426830291748,-7.375329732894897e-05,4.769585211761296e-05
4366,0.0,851.0,-1.0263174772262573e-06,1763260579.982678,422656,0.0012545076897367835,1.0443851351737976e-05,,523.8056478500366,0.4737171232700348,,-0.5243818759918213,-0.0008696615695953369,4.646697561838664e-05
4372,,,,1763260580.4643981,423173,,,500.0,524.2873680591583,,500.0,,,
4377,0.0,852.0,0.000258835032582283,1763260580.9067757,423680,896.5564575195312,6.563961505889893e-06,,524.7297456264496,0.49965226650238037,,0.0002498626708984375,0.00025969743728637695,4.585253554978408e-05
4378,0.0,852.0,0.00020385067909955978,1763260581.0154862,423808,0.00216100481338799,9.524635970592499e-06,,524.8384561538696,0.4421813488006592,,0.7560347318649292,0.0014337040483951569,4.577573054120876e-05
4387,0.0,852.0,-0.001479598693549633,1763260581.8341315,424704,819.9179077148438,0.0001683821901679039,,525.657101392746,0.44077572226524353,,-0.0018601417541503906,0.0014805793762207031,4.523809548118152e-05
4396,,,,1763260582.6724617,425673,,,500.0,526.4954316616058,,500.0,,,
4413,0.0,853.0,0.003096502274274826,1763260584.2327576,427392,0.003942752256989479,0.00021958164870738983,,528.055727481842,0.4415741264820099,,-0.23844873905181885,-0.008479297161102295,4.362519030109979e-05
4415,0.0,853.0,-0.002202564850449562,1763260584.4545462,427648,0.0009700834052637219,4.348158836364746e-05,,528.2775161266327,0.5079288482666016,,-0.3046584129333496,0.001312296837568283,4.347158392192796e-05
4456,0.0,855.0,0.00040480587631464005,1763260588.1411424,431744,562.0419311523438,1.62515789270401e-06,,531.9641122817993,0.5639764666557312,,-0.0006262063980102539,-5.692988634109497e-05,4.101382364751771e-05
4470,,,,1763260589.418834,433173,,,500.0,533.2418038845062,,500.0,,,
4478,0.0,856.0,0.0016038846224546432,1763260590.2192428,434048,0.0029497540090233088,6.118044257164001e-05,,534.0422127246857,0.452520489692688,,-0.5849528312683105,-0.004116944968700409,3.9631337131140754e-05
4480,0.0,856.0,-0.0007609259337186813,1763260590.3304794,434176,1158.876220703125,5.002133548259735e-05,,534.1534492969513,0.46477168798446655,,-0.0003292560577392578,-7.769279181957245e-05,3.955453212256543e-05
4492,0.0,857.0,0.0003117825835943222,1763260591.474094,435456,0.002525384770706296,5.997717380523682e-07,,535.2970638275146,0.45061200857162476,,-0.06681680679321289,-5.046464502811432e-05,3.878648203681223e-05
4496,0.0,857.0,0.003317100927233696,1763260591.8410606,435840,0.0031729796901345253,9.457767009735107e-05,,535.6640305519104,0.42291614413261414,,0.7769345045089722,0.00019544921815395355,3.855606701108627e-05
4498,0.0,857.0,0.0030394326895475388,1763260592.0611606,436096,0.0019323991145938635,7.71842896938324e-05,,535.8841304779053,0.4607793688774109,,-0.7518987655639648,-0.003406883217394352,3.840245699393563e-05
4520,0.0,858.0,0.0008069584146142006,1763260594.0143535,438272,316.0328369140625,9.947456419467926e-06,,537.8373234272003,0.518638551235199,,-0.00031960010528564453,0.00015452876687049866,3.709677548613399e-05
4522,0.0,858.0,-7.196702063083649e-05,1763260594.2338848,438528,0.0017471059691160917,4.4850632548332214e-05,,538.056854724884,0.4729020297527313,,-0.12098419666290283,0.001504652202129364,3.694316546898335e-05
4524,,,,1763260594.352111,438673,,,500.0,538.1750810146332,,500.0,,,
4525,0.0,859.0,-0.0013264762237668037,1763260594.4564111,438784,300.58856201171875,1.5546567738056183e-05,,538.2793810367584,0.4948682188987732,,-0.0003145933151245117,0.0008040070533752441,3.678955545183271e-05
4527,0.0,859.0,-0.0032680509611964226,1763260594.6785405,439040,0.00231140642426908,0.0002478780224919319,,538.5015103816986,0.42575713992118835,,-0.05993938446044922,-0.0025634728372097015,3.663594543468207e-05
4531,0.0,859.0,-2.8870999813079834e-07,1763260595.046763,439424,0.0021288697607815266,3.630109131336212e-05,,538.8697328567505,0.45811721682548523,,0.08973383903503418,0.0026921574026346207,3.640553040895611e-05
4533,,,,1763260595.1988225,439673,,,500.0,539.0217924118042,,500.0,,,
4534,0.0,859.0,0.001481255516409874,1763260595.2693286,439680,603.6903686523438,7.050856947898865e-05,,539.0922985076904,0.49499279260635376,,0.0007840394973754883,0.0018814271315932274,3.625192039180547e-05
4543,,,,1763260596.114426,440673,,,500.0,539.9373958110809,,500.0,,,
4555,0.0,860.0,0.0003276057541370392,1763260597.2227879,441856,0.0043728649616241455,2.2722408175468445e-05,,541.0457577705383,0.4911961257457733,,-1.722109079360962,-0.001230388879776001,3.4946235246025026e-05
4557,0.0,860.0,-0.0007646409794688225,1763260597.4426072,442112,0.001647920347750187,7.73649662733078e-06,,541.2655770778656,0.44780609011650085,,0.43902814388275146,-0.00013472512364387512,3.4792625228874385e-05
4562,0.0,860.0,0.0003708936274051666,1763260597.886376,442624,0.0014075783547013998,3.5874545574188232e-06,,541.7093458175659,0.5192087888717651,,0.29914581775665283,0.0002688877284526825,3.448540883255191e-05
4576,0.0,861.0,0.003228571265935898,1763260599.1731613,444032,0.002344322158023715,6.55241310596466e-05,,542.9961311817169,0.4899747967720032,,-0.7934082746505737,-0.004204660654067993,3.364055373822339e-05
4604,0.0,862.0,-0.0017312336713075638,1763260601.6789503,446848,0.003169418778270483,0.00011992454528808594,,545.5019202232361,0.5131729245185852,,-0.5146617889404297,-0.0032642409205436707,3.1950843549566343e-05
4613,0.0,862.0,0.0011602556332945824,1763260602.486286,447744,928.1158447265625,5.344860255718231e-06,,546.3092558383942,0.48732179403305054,,0.00013369321823120117,-0.0007490217685699463,3.141321212751791e-05
4626,0.0,863.0,0.00041298847645521164,1763260603.739644,449152,0.0013820896856486797,4.409812390804291e-06,,547.5626139640808,0.542901873588562,,-0.07610249519348145,0.00013405829668045044,3.0568357033189386e-05
4635,0.0,863.0,0.0010597379878163338,1763260604.5545642,450048,0.002079425612464547,4.1359104216098785e-05,,548.3775341510773,0.5207334160804749,,-0.25155317783355713,0.0014939196407794952,3.0030721973162144e-05
4641,,,,1763260605.040711,450673,,,500.0,548.8636808395386,,500.0,,,
4644,0.0,864.0,-0.001465415582060814,1763260605.3751054,450944,0.00169856334105134,0.00023251771926879883,,549.1980752944946,0.5018603205680847,,0.25566691160202026,-0.0014787539839744568,2.9493086913134903e-05
4661,,,,1763260606.8834808,452673,,,500.0,550.7064507007599,,500.0,,,
4675,0.0,865.0,0.0008719554170966148,1763260608.2282224,454144,0.0012463959865272045,4.573725163936615e-06,,552.0511922836304,0.4187389612197876,,0.024113893508911133,-9.967386722564697e-05,2.7572965336730704e-05
4691,0.0,866.0,0.00031737517565488815,1763260609.6313262,455680,1154.518310546875,3.821216523647308e-06,,553.4542961120605,0.4800052046775818,,-0.00013518333435058594,-0.0007209032773971558,2.665130523382686e-05
4709,0.0,867.0,-5.669146776199341e-05,1763260611.3271322,457600,0.0018347445875406265,4.641711711883545e-05,,555.1501021385193,0.5228070020675659,,-0.6506659984588623,-0.0027733221650123596,2.549923192418646e-05
4713,0.0,867.0,0.00024276133626699448,1763260611.6952822,457984,0.0018966324860230088,1.4258548617362976e-06,,555.5182521343231,0.5417531132698059,,-0.4320976734161377,0.00024103187024593353,2.52688168984605e-05
4738,0.0,868.0,0.006843416020274162,1763260613.9817545,460544,0.0019037156598642468,7.351674139499664e-05,,557.8047244548798,0.4922436773777008,,-0.1997513771057129,-0.0010439157485961914,2.37327185459435e-05
4739,0.0,868.0,0.001294420100748539,1763260614.0925837,460672,0.0017940833931788802,0.00011091399937868118,,557.9155535697937,0.5138645172119141,,-1.353349208831787,-0.003977576270699501,2.365591353736818e-05
4741,0.0,868.0,0.0008221035823225975,1763260614.2034695,460800,0.0015398942632600665,7.934588938951492e-05,,558.0264394283295,0.5249871611595154,,-0.0001531839370727539,-0.0032802876085042953,2.3579108528792858e-05
4743,0.0,868.0,0.001385512761771679,1763260614.423043,461056,0.0011193654499948025,5.944725126028061e-05,,558.2460129261017,0.5131962299346924,,0.39321863651275635,-0.0035611912608146667,2.3425498511642218e-05
4754,,,,1763260615.3765547,462173,,,500.0,559.199524641037,,500.0,,,
4755,0.0,869.0,-2.5937333703041077e-05,1763260615.4567049,462208,1058.06640625,1.0542571544647217e-06,,559.2796747684479,0.5643696188926697,,-0.0003848075866699219,-0.00023413659073412418,2.273425525345374e-05
4772,0.0,869.0,0.0003827167674899101,1763260617.0697758,464000,0.0017444435507059097,5.2442774176597595e-06,,560.8927457332611,0.4672824740409851,,0.06248879432678223,-0.0006305333226919174,2.165898695238866e-05
4786,0.0,870.0,0.0008740443736314774,1763260618.321384,465408,0.0032514012418687344,1.6948208212852478e-05,,562.1443538665771,0.4828666150569916,,-1.0260508060455322,0.00042201578617095947,2.0814131858060136e-05
4787,0.0,870.0,0.00026700273156166077,1763260618.431332,465536,0.0017087575979530811,1.9203871488571167e-05,,562.2543020248413,0.46665701270103455,,0.00012320280075073242,-0.0009376555681228638,2.0737326849484816e-05
4788,0.0,870.0,0.0013225134462118149,1763260618.5433555,465664,0.00185020815115422,1.6635283827781677e-05,,562.366325378418,0.5118734836578369,,-0.3591015338897705,-0.0018947944045066833,2.0660521840909496e-05
4796,0.0,870.0,5.297362804412842e-06,1763260619.2446344,466432,0.0018908991478383541,1.5832483768463135e-06,,563.06760430336,0.4920920729637146,,0.16500109434127808,-0.00016465410590171814,2.0199693608446978e-05
4799,0.0,870.0,0.0012320596724748611,1763260619.4655888,466688,700.6285400390625,3.930181264877319e-06,,563.2885587215424,0.44695547223091125,,-3.814697265625e-06,0.0006753727793693542,2.0046083591296338e-05
4806,0.0,871.0,-4.921481013298035e-05,1763260620.1614687,467456,0.0016186877619475126,2.251937985420227e-06,,563.9844386577606,0.46353015303611755,,-0.01845085620880127,0.00021607056260108948,1.9585253539844416e-05
4809,0.0,871.0,0.001402057707309723,1763260620.3832726,467712,503.1152648925781,3.939308226108551e-05,,564.2062425613403,0.492195725440979,,-0.0002682209014892578,-0.00037847645580768585,1.9431643522693776e-05
4813,,,,1763260620.7444527,468173,,,500.0,564.5674226284027,,500.0,,,
4851,0.0,873.0,-6.265100091695786e-05,1763260624.3449428,472064,0.002596962498500943,1.079309731721878e-05,,568.1679127216339,0.46645742654800415,,-0.451763391494751,-0.0004301629960536957,1.6820276869111694e-05
4852,,,,1763260624.3820074,472173,,,500.0,568.204977273941,,500.0,,,
4859,0.0,873.0,6.551854312419891e-06,1763260625.0142264,472832,0.0029751856345683336,6.174668669700623e-07,,568.8371963500977,0.5394195914268494,,0.20427840948104858,-0.00014644116163253784,1.6359446817659773e-05
4867,,,,1763260625.7436607,473673,,,500.0,569.5666306018829,,500.0,,,
4868,0.0,873.0,5.16967847943306e-05,1763260625.8289883,473728,780.9713745117188,4.100613296031952e-06,,569.6519582271576,0.4635154604911804,,-0.000841975212097168,-0.00017750635743141174,1.582181175763253e-05
4874,0.0,873.0,-0.0002980511635541916,1763260626.4159255,474368,0.003678523702546954,3.956258296966553e-06,,570.2388954162598,0.4609626233577728,,-1.2401556968688965,-0.0006915554404258728,1.5437788533745334e-05
4878,0.0,874.0,-8.843652904033661e-05,1763260626.7528942,474752,387.55987548828125,1.4901161193847656e-06,,570.5758640766144,0.5005731582641602,,-9.5367431640625e-07,-0.0002310667186975479,1.5207373508019373e-05
4882,,,,1763260627.0980575,475173,,,500.0,570.9210274219513,,500.0,,,
4915,0.0,875.0,-0.0011624684557318687,1763260630.1867049,478592,0.002709818771108985,2.2077001631259918e-05,,574.0096747875214,0.47398871183395386,,-1.3142974376678467,-0.0020547248423099518,1.290322597924387e-05
4920,0.0,875.0,-0.0019239652901887894,1763260630.667216,479104,0.002515813335776329,5.04273921251297e-05,,574.4901859760284,0.47661125659942627,,-0.48102009296417236,-0.0025041699409484863,1.259600594494259e-05
4932,0.0,876.0,0.00015651993453502655,1763260631.7090437,480256,608.7356567382812,1.2349337339401245e-06,,575.5320136547089,0.43980157375335693,,-0.0004309415817260742,-6.740912795066833e-05,1.190476177725941e-05
4933,0.0,876.0,6.458628922700882e-05,1763260631.8200843,480384,0.002979990793392062,4.2887404561042786e-06,,575.6430542469025,0.5140371322631836,,-0.17546987533569336,-0.0005757026374340057,1.182795676868409e-05
