global_step,losses/approx_kl,charts/episodic_return,_step,losses/old_approx_kl,charts/episodic_length,_timestamp,charts/SPS,losses/value_loss,losses/entropy,charts/learning_rate,losses/clipfrac,_runtime,losses/explained_variance,losses/policy_loss
32000,0.0007781684398651123,,490,0.00016952119767665863,,1763260136.2188196,608.0,39.26167297363281,0.5958518981933594,0.00028087556711398065,0.0,80.19220852851868,0.45258408784866333,0.01565060019493103
33280,8.014775812625885e-05,,504,-0.0016841143369674683,,1763260138.2378907,609.0,64.91748046875,0.5640887022018433,0.00028010751702822745,0.0,82.21127963066101,-0.21107637882232666,-0.0031651947647333145
34304,0.01350132655352354,,515,0.016347181051969528,,1763260139.8412464,610.0,45.250152587890625,0.5637228488922119,0.0002794930769596249,0.044921875,83.81463527679443,0.6688522100448608,-0.019863061606884003
35438,,107.0,530,,107.0,1763260141.5694015,,,,,,85.54279041290283,,
36047,,223.0,539,,223.0,1763260142.5926597,,,,,,86.56604862213135,,
36692,,194.0,547,,194.0,1763260143.5976043,,,,,,87.57099318504333,,
37248,4.464760422706604e-06,,555,-0.0006466973572969437,,1763260144.596172,611.0,90.19428253173828,0.5602403283119202,0.0002777265617623925,0.0,88.56956100463867,0.6116307377815247,-0.00028727948665618896
37556,,187.0,559,,187.0,1763260145.0391107,,,,,,89.01249957084656,,
38272,1.7348676919937134e-05,,568,0.0002276059240102768,,1763260146.2031038,611.0,101.81053161621094,0.5123074650764465,0.00027711212169378996,0.0,90.17649269104004,0.39371418952941895,-0.0018624402582645416
40245,,176.0,595,,176.0,1763260149.3741627,,,,,,93.34755158424377,,
41472,0.0011340407654643059,,612,0.0035828808322548866,,1763260151.438158,611.0,24.52519989013672,0.565910279750824,0.0002751920255832374,0.0,95.4115469455719,0.9143775701522827,-0.013762548565864563
41632,,212.0,614,,212.0,1763260151.6397066,,,,,,95.61309552192688,,
43256,,500.0,630,,500.0,1763260153.9211233,,,,,,97.89451217651367,,
43776,0.00015378184616565704,,636,-0.0011944491416215897,,1763260154.879911,614.0,189.7960205078125,0.5563148856163025,0.00027380953542888165,0.0,98.85329985618591,0.015125870704650879,0.0012418339028954506
44160,7.599592208862305e-06,,640,0.00026695616543293,,1763260155.4692519,614.0,21.7667236328125,0.5540348887443542,0.0002735791204031557,0.0,99.44264078140259,0.03502613306045532,-0.00016930699348449707
45075,,265.0,650,,265.0,1763260156.8160574,,,,,,100.78944635391235,,
46336,5.094613879919052e-05,,664,0.0003000320866703987,,1763260158.7477632,617.0,27.232370376586914,0.5456427931785583,0.00027227343525737524,0.0,102.72115206718445,-1.1560583114624023,0.00032166391611099243
48256,0.00045572593808174133,,684,0.0033742357045412064,,1763260161.57879,619.0,16.97957420349121,0.6023918390274048,0.00027112136012874544,0.0,105.5521788597107,-0.059454917907714844,0.00146804703399539
48683,,418.0,689,,418.0,1763260162.2101517,,,,,,106.18354058265686,,
49662,,479.0,698,,479.0,1763260163.521289,,,,,,107.4946780204773,,
50048,0.006810794584453106,,702,0.02265789546072483,,1763260164.221673,621.0,9.267827987670898,0.5622984766960144,0.00027004609000869095,0.013671875,108.19506192207336,0.7375190258026123,0.04180142283439636
50560,0.01104933861643076,,707,-0.01333182118833065,,1763260164.9659622,621.0,58.39910888671875,0.6011732220649719,0.00026973886997438967,0.111328125,108.93935108184814,-27.802753448486328,-0.018710635602474213
52736,0.00010182801634073257,,729,-0.0006498014554381371,,1763260168.187598,623.0,8.245035171508789,0.5337039828300476,0.00026843318482860923,0.0,112.16098690032959,0.16606128215789795,-0.00022548437118530273
55424,9.059906005859375e-06,,757,-0.0015542730689048767,,1763260172.3681395,624.0,4.548949241638184,0.49752575159072876,0.0002668202796485275,0.0,116.34152841567993,-0.0016444921493530273,0.0007003024220466614
55936,0.0003059990704059601,,762,0.010999022051692009,,1763260173.1028788,625.0,3.339735984802246,0.5537128448486328,0.0002665130596142262,0.0,117.0762677192688,0.07959991693496704,0.001981601119041443
56448,5.846936255693436e-05,,767,0.001768515445291996,,1763260173.8141804,626.0,3.916367769241333,0.5257835984230042,0.00026620583957992494,0.0,117.78756928443909,0.20460283756256104,0.00018535181879997253
57220,,500.0,775,,500.0,1763260174.9617248,,,,,,118.93511366844177,,
58624,0.0006257090717554092,,788,0.004585159942507744,,1763260176.975633,628.0,1.9272632598876953,0.5099760890007019,0.0002649001544341445,0.0,120.94902181625366,0.0381433367729187,-0.002318181097507477
59520,0.00031837914139032364,,797,-0.0034015243873000145,,1763260178.279325,628.0,1.0824432373046875,0.5599846839904785,0.00026436251937411726,0.0,122.25271391868591,0.05239546298980713,-0.002861296758055687
60416,1.2695789337158203e-05,,806,-0.0005268249660730362,,1763260179.6221957,629.0,1.0124821662902832,0.5640867948532104,0.00026382488431409,0.0,123.59558463096619,-0.0042580366134643555,0.0002441946417093277
61312,0.0010244250297546387,,815,-0.008050629869103432,,1763260180.914439,630.0,693.779296875,0.5303523540496826,0.00026328724925406277,0.001953125,124.88782787322998,0.009394824504852295,-0.0001266375184059143
66263,,500.0,863,,500.0,1763260187.8349934,,,,,,131.80838227272034,,
67200,0.00354949664324522,,872,0.0018878495320677757,,1763260189.200559,636.0,0.0007739478605799377,0.43051302433013916,0.00025975421885959804,0.005859375,133.1739478111267,-2.607386589050293,-0.004930868744850159
67492,,257.0,876,,257.0,1763260189.6086183,,,,,,133.5820071697235,,
72064,8.496735244989395e-05,,922,-0.0012719901278614998,,1763260195.9532232,641.0,396.3963317871094,0.4561254382133484,0.00025683562853373587,0.0,139.92661213874817,0.0006434917449951172,-0.0020696185529232025
72832,0.0013439832255244255,,930,-0.0007979189977049828,,1763260197.0301185,642.0,1024.7852783203125,0.3796326816082001,0.00025637479848228395,0.0,141.00350737571716,0.008058249950408936,0.013364534825086594
73728,0.0014244234189391136,,938,-0.02096305787563324,,1763260198.2182589,643.0,0.0019887518137693405,0.4136343002319336,0.0002558371634222567,0.0,142.19164776802063,0.5814561247825623,0.004590250551700592
73984,0.0002459948882460594,,941,0.0005185948684811592,,1763260198.5862718,643.0,0.00941545981913805,0.4082335829734802,0.00025568355340510607,0.0,142.55966067314148,-1.5953617095947266,0.0007556229829788208
74112,0.0002314988523721695,,942,0.0013870708644390106,,1763260198.768639,643.0,0.004266711883246899,0.37406474351882935,0.00025560674839653075,0.0,142.74202799797058,0.11327701807022095,-0.0023942214902490377
74752,0.0077385129407048225,,948,0.04629937559366226,,1763260199.6317759,644.0,0.11747299879789352,0.33405280113220215,0.00025522272335365415,0.052734375,143.60516476631165,-12.75528335571289,-0.018528208136558533
77015,,147.0,974,,147.0,1763260202.738288,,,,,,146.7116768360138,,
77440,5.8737583458423615e-05,,980,0.0002276664599776268,,1763260203.453626,646.0,358.1741027832031,0.4350360631942749,0.0002536098181735724,0.0,147.42701482772827,0.10165262222290039,0.0002624392509460449
77877,,226.0,985,,226.0,1763260204.000879,,,,,,147.97426795959473,,
78720,2.750195562839508e-06,,995,0.0005653845146298409,,1763260205.2431586,647.0,315.6273193359375,0.3630080819129944,0.0002528417680878192,0.0,149.21654748916626,0.3195804953575134,2.92360782623291e-05
78976,7.153674960136414e-05,,997,0.0018031932413578033,,1763260205.558861,647.0,0.5130525827407837,0.4076046645641327,0.0002526881580706686,0.0,149.53224992752075,-11.159627914428711,-0.0035711824893951416
80640,0.00043448805809020996,,1015,-0.0018139388412237167,,1763260207.87831,649.0,124.7890625,0.3472360372543335,0.00025168972206301987,0.0,151.85169887542725,0.14881473779678345,-0.001431228592991829
81152,0.0004670731723308563,,1020,0.004354342818260193,,1763260208.5913482,649.0,10.473254203796387,0.3342989981174469,0.0002513825020287186,0.0,152.5647370815277,0.10639101266860962,0.0036021359264850616
82176,0.0006000269204378128,,1031,0.012639505788683891,,1763260209.9934912,650.0,556.8613891601562,0.32963332533836365,0.00025076806196011603,0.0,153.9668800830841,0.16241455078125,-0.008725959807634354
84096,0.00016918405890464783,,1050,0.0005673039704561234,,1763260212.5090902,652.0,917.5911254882812,0.4690764844417572,0.0002496159868314862,0.0,156.48247909545898,8.249282836914062e-05,0.0013586729764938354
84480,0.0007519703358411789,,1053,0.0026847366243600845,,1763260213.009219,653.0,0.08895522356033325,0.4472641944885254,0.00024938557180576026,0.0,156.9826078414917,-20.86931037902832,0.0053062401711940765
84992,0.0022428203374147415,,1058,-0.011735953390598297,,1763260213.6713953,653.0,0.049213387072086334,0.38753223419189453,0.000249078351771459,0.005859375,157.64478421211243,-6.014431953430176,0.003204047679901123
87552,0.0015297923237085342,,1083,-0.0009272154420614243,,1763260216.9717755,656.0,0.0004640742263291031,0.3949775695800781,0.0002475422515999526,0.0,160.94516444206238,-1.7533023357391357,-0.00013258680701255798
88448,0.0029671685770154,,1091,0.010830062441527843,,1763260218.1837962,657.0,0.00053445715457201,0.3746113181114197,0.00024700461653992534,0.00390625,162.15718507766724,-0.20536375045776367,-0.020632117986679077
89984,0.007350536994636059,,1106,-0.0014719264581799507,,1763260220.1615381,659.0,0.0011381803778931499,0.4687601625919342,0.0002460829564370215,0.009765625,164.13492703437805,0.4791179895401001,-0.010196208953857422
91136,0.00022092368453741074,,1118,-0.00047750119119882584,,1763260221.6791754,660.0,744.2996215820312,0.5195282697677612,0.0002453917113598436,0.0,165.65256428718567,-0.00014150142669677734,0.010462947189807892
91904,0.000257052481174469,,1125,0.004609540104866028,,1763260222.6779428,661.0,0.0014503729762509465,0.5254791975021362,0.0002449308813083917,0.0,166.6513316631317,-0.6169397830963135,0.002529546618461609
92672,0.0002709571272134781,,1133,0.0056989602744579315,,1763260223.7134578,661.0,435.8890075683594,0.553431510925293,0.00024447005125693977,0.0,167.68684673309326,0.0005562901496887207,-0.006505295634269714
93952,0.0038660233840346336,,1145,0.016933884471654892,,1763260225.342911,663.0,0.0011937369126826525,0.484561026096344,0.00024370200117118657,0.013671875,169.31629991531372,-2.8445959091186523,-0.030346278101205826
95872,0.003640545532107353,,1164,-0.0038704369217157364,,1763260227.7541316,665.0,0.0011407975107431412,0.4971327483654022,0.00024254992604255676,0.00390625,171.72752046585083,0.031097769737243652,-0.013313159346580505
96000,0.010226543061435223,,1165,-0.022391414269804955,,1763260227.9111867,665.0,0.0004640267579816282,0.4767517149448395,0.00024247312103398144,0.03125,171.88457560539246,-0.4589766263961792,0.01717536896467209
96640,0.00040110666304826736,,1172,-0.0025376183912158012,,1763260228.8090262,665.0,681.1109008789062,0.514318585395813,0.00024208909599110484,0.0,172.78241515159607,0.004174172878265381,0.0006689708679914474
97564,,500.0,1181,,500.0,1763260229.9907296,,,,,,173.96411848068237,,
98064,,500.0,1186,,500.0,1763260230.663387,,,,,,174.63677597045898,,
99200,0.00029282551258802414,,1197,-0.0007401024922728539,,1763260232.606473,665.0,0.005636192858219147,0.49237966537475586,0.00024055299581959844,0.0,176.57986187934875,-0.012767434120178223,0.003637358546257019
100864,0.0015312926843762398,,1213,-0.009281047619879246,,1763260234.753424,667.0,0.00107842858415097,0.5299241542816162,0.00023955453070811927,0.001953125,178.72681283950806,0.0001894235610961914,-0.006362135522067547
101064,,500.0,1215,,500.0,1763260234.9468322,,,,,,178.92022109031677,,
102144,0.001884077675640583,,1226,-0.00863387156277895,,1763260236.4052007,668.0,747.440185546875,0.47132861614227295,0.00023878648062236607,0.001953125,180.37858963012695,0.0017470121383666992,-0.002292633056640625
102564,,500.0,1230,,500.0,1763260236.9227805,,,,,,180.896169424057,,
103040,0.0026575420051813126,,1234,0.013153187930583954,,1763260237.5454202,669.0,0.0005209877854213119,0.5427619218826294,0.00023824884556233883,0.0078125,181.5188090801239,-0.26883602142333984,-0.008744508028030396
104192,0.0013335468247532845,,1245,0.009082957170903683,,1763260239.0612502,670.0,0.011885266751050949,0.5237657427787781,0.00023755760048516095,0.001953125,183.03463912010193,-1.3838284015655518,-0.008472822606563568
105088,0.00012771785259246826,,1254,-0.005102990195155144,,1763260240.2259853,671.0,759.7601318359375,0.5325835943222046,0.0002370199654251337,0.0,184.19937419891357,-0.00014650821685791016,0.0006380677223205566
106880,0.0009068101644515991,,1271,0.00441359356045723,,1763260242.5180066,672.0,0.0009294607443735003,0.44709351658821106,0.00023594469530507922,0.0,186.49139547348022,0.1699787974357605,0.007425229996442795
109696,0.001482502557337284,,1299,0.012435601092875004,,1763260246.5608268,673.0,0.005883502308279276,0.4430636167526245,0.00023425498511642218,0.0,190.53421568870544,0.11022001504898071,-0.008319862186908722
113792,0.000323982909321785,,1339,0.012251479551196098,,1763260252.0068378,675.0,0.008509169332683086,0.41588908433914185,0.00023179723939392716,0.0,195.9802267551422,-0.012694120407104492,0.007050566375255585
113920,0.0021043866872787476,,1340,-0.009791595861315727,,1763260252.179359,675.0,0.0009191188728436828,0.36965930461883545,0.00023172043438535184,0.00390625,196.15274786949158,-2.6692073345184326,-0.003483947366476059
114816,0.005514437332749367,,1349,0.010772033594548702,,1763260253.3720198,676.0,0.0033393334597349167,0.4864994287490845,0.0002311827993253246,0.001953125,197.3454086780548,0.03172034025192261,-0.011553764343261719
116224,0.0002999817952513695,,1363,0.0027898354455828667,,1763260255.221517,677.0,0.008554685860872269,0.37974247336387634,0.00023033794423099607,0.0,199.19490599632263,0.8898745179176331,0.007289551198482513
116480,0.0009367438033223152,,1365,-0.0006417511031031609,,1763260255.5123634,677.0,0.0006643704255111516,0.37563058733940125,0.00023018433421384543,0.0,199.48575234413147,-1.4003338813781738,0.00100051611661911
116992,0.0020371554419398308,,1370,0.009190061129629612,,1763260256.1653917,678.0,0.0004467059625312686,0.34490352869033813,0.00022987711417954415,0.0,200.13878059387207,-0.6717081069946289,0.0026661772280931473
118016,0.00446061696857214,,1380,-0.03398916497826576,,1763260257.4046154,679.0,0.00032344425562769175,0.38209134340286255,0.0002292626741109416,0.021484375,201.37800431251526,-0.8304523229598999,-0.023783087730407715
118064,,500.0,1381,,500.0,1763260257.4394815,,,,,,201.4128704071045,,
118784,0.001597462221980095,,1388,-0.011256275698542595,,1763260258.33467,680.0,0.004381310660392046,0.3272140920162201,0.00022880184405948967,0.0,202.30805897712708,0.012670457363128662,-0.0031906217336654663
119552,0.0004999032244086266,,1395,0.003102310933172703,,1763260259.2443175,680.0,0.0003509950765874237,0.3447286784648895,0.00022834101400803775,0.0,203.21770644187927,0.001498103141784668,0.0077756717801094055
119936,0.0002165110781788826,,1399,-0.004752839915454388,,1763260259.700684,681.0,0.0014820494689047337,0.24090294539928436,0.00022811059898231179,0.0,203.67407298088074,-0.31660008430480957,-0.0018856525421142578
120576,0.000507846474647522,,1405,-0.009757362306118011,,1763260260.3641102,682.0,585.6322021484375,0.3347441554069519,0.00022772657393943518,0.0,204.33749914169312,0.0007461309432983398,-0.004426673054695129
123392,0.002261396497488022,,1432,-0.005846716463565826,,1763260262.8968046,688.0,0.00047556517529301345,0.33503201603889465,0.00022603686375077814,0.001953125,206.8701934814453,-0.512252926826477,-0.009416009299457073
123520,0.0004454059526324272,,1433,0.0013144230470061302,,1763260263.0426185,688.0,0.000507493270561099,0.3510592579841614,0.00022596005874220282,0.00390625,207.01600742340088,-0.7129013538360596,0.0001072026789188385
125696,6.940588355064392e-05,,1455,-0.0007543116807937622,,1763260265.558291,690.0,0.010041878558695316,0.34210097789764404,0.00022465437359642237,0.0,209.53167986869812,-0.4188261032104492,-0.0024909228086471558
125824,0.001294766552746296,,1456,-0.007676188834011555,,1763260265.6978762,691.0,0.0010032019345089793,0.3269230127334595,0.00022457756858784705,0.00390625,209.67126512527466,-0.31950318813323975,-0.007236003875732422
125952,0.00045099668204784393,,1457,0.001587744802236557,,1763260265.8330326,691.0,0.0005819748621433973,0.2625315487384796,0.00022450076357927173,0.0,209.8064215183258,-0.2683206796646118,0.0009977295994758606
131712,0.0004476085305213928,,1514,0.0017388537526130676,,1763260272.172189,698.0,0.006258697248995304,0.3233914077281952,0.00022104455274529755,0.0,216.14557790756226,-0.271337628364563,-0.007865868508815765
132480,0.0002482514828443527,,1521,-0.002803293988108635,,1763260272.843644,700.0,0.0003796707605943084,0.26903897523880005,0.00022058372269384563,0.0,216.81703281402588,-0.008417963981628418,0.0005213972181081772
132864,0.0018642805516719818,,1525,-0.01601933315396309,,1763260273.2196746,700.0,0.0007835663855075836,0.25735652446746826,0.00022035330766811967,0.013671875,217.19306349754333,-0.5732959508895874,-0.01501455344259739
133064,,500.0,1527,,500.0,1763260273.358383,,,,,,217.33177185058594,,
133248,0.00032895151525735855,,1529,0.005787086673080921,,1763260273.5568671,701.0,0.006408065557479858,0.32514122128486633,0.0002201228926423937,0.0,217.53025603294373,-0.2110002040863037,-0.005841843783855438
133760,5.292147397994995e-05,,1534,-0.0026969239115715027,,1763260274.015786,702.0,0.008257592096924782,0.3018680512905121,0.00021981567260809243,0.0,217.98917484283447,0.1932653784751892,-0.002489842474460602
134016,0.001681818626821041,,1536,0.010504270903766155,,1763260274.2687867,703.0,0.0006017750129103661,0.3454195559024811,0.0002196620625909418,0.0,218.24217557907104,-0.8134033679962158,-0.0016960278153419495
134656,8.693244308233261e-05,,1543,-7.80625268816948e-05,,1763260274.9910607,703.0,776.60888671875,0.2832021117210388,0.00021927803754806519,0.0,218.96444964408875,-0.0008823871612548828,0.0018710531294345856
134912,0.0012117354199290276,,1545,0.007413403131067753,,1763260275.294589,703.0,0.0002967205655295402,0.26524239778518677,0.00021912442753091455,0.001953125,219.26797795295715,-0.3177095651626587,-0.011704269796609879
135040,9.733065962791443e-05,,1546,0.0023163538426160812,,1763260275.4453566,704.0,0.00018543364421930164,0.31431418657302856,0.00021904762252233922,0.0,219.4187455177307,-0.01529848575592041,0.0015366338193416595
136320,0.002842092886567116,,1558,-0.024720817804336548,,1763260276.9638855,705.0,0.0011002199025824666,0.29218509793281555,0.00021827957243658602,0.005859375,220.93727445602417,-0.10811316967010498,-0.023405201733112335
136448,0.0008796351030468941,,1559,0.006347629241645336,,1763260277.0965955,705.0,0.00039131188532337546,0.28409335017204285,0.0002182027674280107,0.0,221.06998443603516,0.45723867416381836,-0.011853769421577454
136832,0.0010341666638851166,,1563,-0.0025043729692697525,,1763260277.561646,705.0,0.0009124585194513202,0.2854325771331787,0.00021797235240228474,0.0,221.53503489494324,-0.013936519622802734,-0.0014682747423648834
137088,0.00010404083877801895,,1566,0.0033072540536522865,,1763260277.8931284,705.0,721.418701171875,0.23467937111854553,0.0002178187423851341,0.0,221.86651730537415,-0.00016510486602783203,0.003738533705472946
139392,0.0005730548873543739,,1588,0.009306461550295353,,1763260280.5651095,707.0,0.0005228524096310139,0.31700119376182556,0.00021643625223077834,0.0,224.53849840164185,-0.07988524436950684,0.0006717890501022339
139520,0.00018937885761260986,,1589,-0.0019408371299505234,,1763260280.6925464,708.0,0.0002001217071665451,0.32480528950691223,0.00021635944722220302,0.0,224.66593527793884,0.17622125148773193,0.0006734449416399002
140288,1.621246337890625e-05,,1597,-0.001763664186000824,,1763260281.5627477,708.0,0.004938300233334303,0.32377806305885315,0.0002158986171707511,0.0,225.53613662719727,0.3816363215446472,0.001580122858285904
141312,0.0009985864162445068,,1607,-0.002259809523820877,,1763260282.7586007,709.0,0.008388504385948181,0.2761092483997345,0.00021528417710214853,0.0,226.7319896221161,-2.810398578643799,-0.007176155690103769
141564,,500.0,1609,,500.0,1763260282.9536273,,,,,,226.92701625823975,,
141568,0.00017907656729221344,,1610,-0.0031550079584121704,,1763260283.0377781,710.0,888.9864501953125,0.23552460968494415,0.0002151305670849979,0.0,227.01116704940796,-0.00020992755889892578,0.00873076543211937
141824,0.0013752374798059464,,1612,-0.0018387865275144577,,1763260283.3089206,710.0,0.0007616225630044937,0.30315160751342773,0.00021497695706784725,0.0,227.28230953216553,-0.07938921451568604,-0.006501620635390282
143232,0.0020432155579328537,,1626,-0.000727115198969841,,1763260284.631579,712.0,0.0075147454626858234,0.32193320989608765,0.00021413210197351873,0.00390625,228.6049678325653,0.0926397442817688,0.011056870222091675
144512,0.0013024155050516129,,1638,0.008240628987550735,,1763260285.8144145,714.0,0.0001910209539346397,0.3444330394268036,0.00021336405188776553,0.0,229.78780341148376,0.021451115608215332,0.0022700801491737366
149504,0.0019728345796465874,,1687,-0.006980204023420811,,1763260290.360712,723.0,0.00031731196213513613,0.37929975986480713,0.00021036865655332804,0.0,234.33410096168518,0.021959364414215088,0.004547335207462311
154112,0.0002933163195848465,,1732,0.002882339060306549,,1763260295.764744,726.0,649.8738403320312,0.3277324438095093,0.00020760369079653174,0.0,239.7381329536438,-0.0002518892288208008,-0.0034955106675624847
155520,7.236376404762268e-06,,1745,-0.0017306860536336899,,1763260297.3397439,727.0,0.0002762034418992698,0.30983301997184753,0.00020675883570220321,0.0,241.31313276290894,-0.0079193115234375,0.0003690086305141449
156288,0.00016914121806621552,,1753,0.00012027844786643982,,1763260298.2321095,728.0,0.004145326092839241,0.403261661529541,0.0002062980056507513,0.0,242.20549845695496,-0.04721426963806152,-0.0029270555824041367
156416,7.548555731773376e-05,,1754,0.0011142846196889877,,1763260298.36709,728.0,0.0005516927922144532,0.4102277457714081,0.00020622120064217597,0.0,242.34047889709473,0.02908545732498169,-0.0017617493867874146
157564,,500.0,1765,,500.0,1763260299.622785,,,,,,243.59617400169373,,
157824,0.0017564371228218079,,1768,-0.006392117589712143,,1763260300.0063646,729.0,0.0006279523367993534,0.36141422390937805,0.00020537634554784745,0.0,243.9797534942627,-0.06615722179412842,-0.009062185883522034
