global_step,losses/entropy,losses/clipfrac,_timestamp,losses/approx_kl,losses/policy_loss,_runtime,charts/SPS,_step,losses/value_loss,losses/explained_variance,losses/old_approx_kl,charts/episodic_return,charts/learning_rate,charts/episodic_length
161920,0.5793348550796509,0.0,1763260311.6601553,0.000495346263051033,0.0014736615121364594,255.40223121643066,710.0,1818,938.2669067382812,4.8279762268066406e-05,-0.004827050492167473,,0.0002029185852734372,
162432,0.4977857768535614,0.0,1763260312.1350892,0.0012065647169947624,-0.014294736087322235,255.87716507911682,710.0,1823,1020.2488403320312,-4.410743713378906e-06,0.0013228869065642357,,0.00020261136523913592,
165376,0.5330926179885864,0.0,1763260314.7638197,0.0005931705236434937,0.005538038909435272,258.505895614624,715.0,1851,0.0003265939012635499,-0.021346092224121094,0.0014841463416814804,,0.00020084485004190356,
165888,0.5942957997322083,0.0,1763260315.2380095,0.0017350651323795319,-0.0025368942879140377,258.9800853729248,716.0,1856,0.0004300020809751004,-0.23955059051513672,0.0014289822429418564,,0.00020053763000760227,
166912,0.5263542532920837,0.0,1763260316.1673532,0.0015030791983008385,-0.01878681220114231,259.90942907333374,717.0,1868,0.0006754749338142574,0.14422917366027832,0.010863793082535267,,0.0001999231899389997,
167424,0.5678296685218811,0.0,1763260316.612632,0.00043790973722934723,3.8504600524902344e-05,260.3547079563141,718.0,1873,0.0003664299729280174,-0.02827310562133789,0.004114340990781784,,0.00019961596990469843,
167808,0.5709582567214966,0.01953125,1763260317.028686,0.009785409085452557,0.003080107271671295,260.7707619667053,719.0,1877,0.0008304576040245593,0.08299648761749268,-0.025751523673534393,,0.00019938555487897247,
168704,0.5332278609275818,0.001953125,1763260318.1158226,0.0018063690513372421,0.006751306354999542,261.8578984737396,719.0,1886,0.0006372332572937012,-1.4968113899230957,0.008920667693018913,,0.00019884791981894523,
169600,0.5631831884384155,0.0,1763260319.1823497,9.883102029561996e-05,-0.0006943494081497192,262.92442560195923,720.0,1895,0.0010636659571900964,-0.5021721124649048,0.002572651021182537,,0.000198310284758918,
170368,0.5803762078285217,0.0,1763260320.0999718,4.471372812986374e-05,0.0011553876101970673,263.8420476913452,720.0,1903,1084.927001953125,-0.0005261898040771484,0.0009098509326577187,,0.0001978494692593813,
170752,0.5662351250648499,0.0,1763260320.5472043,4.028715193271637e-05,0.0017466694116592407,264.2892801761627,720.0,1906,0.00035734643461182714,-0.12025392055511475,0.00039207376539707184,,0.00019761905423365533,
171904,0.5122451186180115,0.0,1763260321.6907995,0.0009496919810771942,0.009267151355743408,265.43287539482117,722.0,1918,570.2489624023438,0.0001156926155090332,0.0012379288673400879,,0.00019692780915647745,
172160,0.49238792061805725,0.0,1763260321.9944594,0.0022422680631279945,-0.02255146950483322,265.73653531074524,722.0,1920,0.0009908444480970502,-0.2145601511001587,-0.0011796234175562859,,0.0001967741991393268,
174720,0.48868101835250854,0.005859375,1763260325.0979362,0.0041529713198542595,-0.01646149344742298,268.84001207351685,723.0,1945,0.0003631257568486035,-0.5710686445236206,-0.01504540629684925,,0.0001952380989678204,
176128,0.5442296862602234,0.0,1763260326.7350442,0.0013610459864139557,-0.014818164519965649,270.4771201610565,724.0,1959,0.0005601127631962299,-0.24632036685943604,-0.002189474180340767,,0.00019439324387349188,
177536,0.48758602142333984,0.0,1763260328.0488253,0.0003727935254573822,-0.001956745982170105,271.79090118408203,726.0,1973,0.007169692777097225,0.07531851530075073,0.009483842179179192,,0.00019354838877916336,
178816,0.44203829765319824,0.0,1763260329.4763646,0.0001391097903251648,-1.5676021575927734e-05,273.2184405326843,727.0,1985,0.00021305566770024598,-0.1088418960571289,-0.0034657344222068787,,0.00019278033869341016,
179328,0.49085089564323425,0.0,1763260330.0697298,5.211867392063141e-05,0.0013852789998054504,273.81180572509766,727.0,1991,872.0560913085938,-4.398822784423828e-05,0.0005169771611690521,,0.00019247311865910888,
180480,0.549201488494873,0.0,1763260331.3513222,0.0012072212994098663,-0.010003000497817993,275.09339809417725,728.0,2002,0.0056667872704565525,0.02979224920272827,-0.011960132047533989,,0.000191781873581931,
180992,0.5176582336425781,0.0,1763260331.9219153,0.0011717947199940681,-0.015460893511772156,275.66399121284485,729.0,2007,0.005559579934924841,-0.09723973274230957,-0.003693339414894581,,0.00019147465354762971,
181888,0.5064541697502136,0.0,1763260332.8620827,0.00044824089854955673,0.00737597793340683,276.60415863990784,729.0,2016,372.7240905761719,3.910064697265625e-05,-0.004301813431084156,,0.00019093701848760247,
182272,0.49360623955726624,0.0,1763260333.2297988,0.002426507882773876,-0.0034632608294487,276.9718747138977,730.0,2019,0.00033828866435214877,-0.2199993133544922,0.003148379735648632,,0.0001907066034618765,
182784,0.6181183457374573,0.0,1763260333.6732848,0.00039725005626678467,-0.002643223851919174,277.4153606891632,731.0,2024,0.0001978159707505256,0.15069353580474854,0.01580026000738144,,0.00019039938342757523,
183040,0.5479099750518799,0.0,1763260333.8986776,0.0006103971973061562,-0.005470804870128632,277.64075350761414,731.0,2027,0.006929631344974041,-0.044800639152526855,0.008174157701432705,,0.0001902457734104246,
183296,0.5149691104888916,0.0,1763260334.118887,0.0010653678327798843,0.001136203296482563,277.8609628677368,731.0,2029,0.00024128836230374873,0.03695273399353027,0.0122138112783432,,0.00019009216339327395,
183808,0.5668427348136902,0.0,1763260334.5991418,0.0014399942010641098,0.007947488687932491,278.34121775627136,732.0,2034,0.0002148015919374302,-0.026662111282348633,0.0017796158790588379,,0.00018978494335897267,
184832,0.5028724670410156,0.0,1763260335.5269153,6.44046813249588e-05,0.0011118706315755844,279.26899123191833,733.0,2045,480.3348388671875,8.350610733032227e-05,-0.0018243640661239624,,0.0001891705032903701,
185472,0.5335286855697632,0.0,1763260336.0815814,0.0008455934002995491,-0.014201521873474121,279.8236572742462,734.0,2051,0.006396342068910599,-0.30885744094848633,-0.007852562703192234,,0.0001887864782474935,
185600,0.5202912092208862,0.0,1763260336.1920605,0.0006210291758179665,-0.007945718243718147,279.93413639068604,734.0,2052,0.0004404202336445451,-0.010095477104187012,-0.0024110348895192146,,0.00018870967323891819,
187392,0.5565180778503418,0.0,1763260337.8246047,0.00015116948634386063,0.0005761794745922089,281.56668066978455,737.0,2070,627.9600830078125,-9.965896606445312e-05,0.003138708882033825,,0.0001876344031188637,
188032,0.6264700889587402,0.0,1763260338.4111707,7.539987564086914e-06,-0.0011347252875566483,282.15324664115906,738.0,2076,0.006214930675923824,-0.05645883083343506,0.0017215125262737274,,0.0001872503780759871,
189696,0.5143604278564453,0.0,1763260340.0353239,0.000868573784828186,-0.005651475861668587,283.7773997783661,739.0,2093,0.0008615867700427771,0.023836374282836914,0.0027867499738931656,,0.00018625191296450794,
189824,0.5457769632339478,0.0,1763260340.1780822,0.00016955193132162094,-0.005928808823227882,283.9201581478119,739.0,2094,0.000941996811889112,-1.057250738143921,-0.0049016522243618965,,0.00018617510795593262,
192128,0.5245227813720703,0.0,1763260342.821975,0.0014234846457839012,-0.007318280637264252,286.56405091285706,741.0,2117,0.0006971824914216995,0.019840121269226074,0.015567557886242867,,0.00018479263235349208,
194560,0.5626813769340515,0.0,1763260345.693491,0.0001300480216741562,-0.002728288061916828,289.43556690216064,742.0,2141,0.003829637775197625,0.05716907978057861,0.00045896321535110474,,0.000183333337190561,
195072,0.5152802467346191,0.0,1763260346.3419914,0.001612488180398941,-0.02410058304667473,290.0840673446655,742.0,2146,0.006118066143244505,0.13975733518600464,-0.01151580736041069,,0.00018302611715625972,
195200,0.5657951831817627,0.0,1763260346.4859266,0.001925886608660221,-0.004561248235404491,290.2280025482178,742.0,2147,0.0007490291027352214,-0.3165442943572998,0.0014655506238341331,,0.0001829493121476844,
195328,0.46350765228271484,0.015625,1763260346.627604,0.004852471873164177,0.0017063841223716736,290.3696799278259,742.0,2148,0.00028407067293301225,-0.4242229461669922,0.021368419751524925,,0.00018287250713910908,
195968,0.5480252504348755,0.0,1763260347.3241472,0.00025126151740550995,0.0024418793618679047,291.06622314453125,743.0,2155,145.11962890625,-9.703636169433594e-05,0.001932019367814064,,0.00018248848209623247,
197760,0.5387232303619385,0.0,1763260348.9183526,0.00013590417802333832,-0.0007339045405387878,292.66042852401733,745.0,2172,0.0001643780415179208,0.022755980491638184,-0.0038929395377635956,,0.000181413211976178,
199040,0.5505911707878113,0.0,1763260350.110704,5.004275590181351e-05,0.000962182879447937,293.8527798652649,746.0,2185,0.003980516921728849,0.21222758293151855,0.0020406534895300865,,0.0001806451618904248,
199808,0.5063174962997437,0.001953125,1763260350.789973,0.0022675171494483948,-0.0036380309611558914,294.53204894065857,747.0,2192,0.00019875341968145221,-0.006322145462036133,0.01408240757882595,,0.00018018433183897287,
200320,0.4370023310184479,0.0,1763260351.2747164,0.0003322754055261612,0.0018943548202514648,295.0167922973633,748.0,2198,564.8375854492188,9.274482727050781e-05,0.005743170157074928,,0.00017987711180467159,
200448,0.5164940357208252,0.0,1763260351.4089162,0.00018084142357110977,-0.0009960662573575974,295.1509921550751,748.0,2199,0.006213887594640255,-0.07396268844604492,-0.0007424643263220787,,0.00017980030679609627,
201728,0.488322377204895,0.0,1763260353.0094018,0.0011309105902910233,-0.013953953981399536,296.75147771835327,748.0,2211,0.00023218119167722762,-0.3598238229751587,-0.002824520692229271,,0.00017903225671034306,
201984,0.5257160663604736,0.0,1763260353.3572733,0.00034570228308439255,-0.001989409327507019,297.0993492603302,748.0,2214,0.005019639618694782,-0.05149078369140625,-0.00235022883862257,,0.00017887864669319242,
202624,0.47948122024536133,0.0,1763260354.10669,3.085285425186157e-05,0.00023450469598174095,297.84876585006714,749.0,2220,0.00025476282462477684,-0.31880033016204834,-0.0006830878555774689,,0.00017849462165031582,
202880,0.5398736596107483,0.0,1763260354.431451,0.0002691773697733879,-0.0064841583371162415,298.1735270023346,749.0,2223,398.9075622558594,0.0001061558723449707,0.0008314093574881554,,0.00017834101163316518,
203136,0.5036752223968506,0.0,1763260354.7295742,0.00022823363542556763,0.001444067806005478,298.4716501235962,749.0,2225,0.000590203795582056,0.015557169914245605,0.0013845302164554596,,0.00017818740161601454,
203264,0.5139097571372986,0.0,1763260354.8767757,0.0004994906485080719,-0.005757361650466919,298.61885166168213,749.0,2226,0.0001645703159738332,-0.07364249229431152,0.0038840770721435547,,0.00017811059660743922,
203277,,,1763260354.9067283,,,298.64880418777466,,2227,,,,500.0,,500.0
203776,0.5079063177108765,0.0,1763260355.4995422,0.0008635977283120155,-0.002312157303094864,299.2416181564331,749.0,2231,0.00016817791038192809,0.0885155200958252,-0.007743041031062603,,0.00017780337657313794,
204160,0.4721299707889557,0.0,1763260355.9519858,0.001100083813071251,-0.012301668524742126,299.69406175613403,749.0,2235,5.539652920560911e-05,-0.010766029357910156,0.0014701690524816513,,0.00017757296154741198,
204777,,,1763260356.6151059,,,300.35718178749084,,2241,,,,500.0,,500.0
205440,0.5218296647071838,0.0,1763260357.2905352,0.00020340830087661743,-0.0009528789669275284,301.0326111316681,750.0,2248,0.0051618837751448154,0.03177332878112793,-0.002891119569540024,,0.00017680491146165878,
205696,0.5617290139198303,0.0,1763260357.5498018,0.0012320345267653465,-0.013566559180617332,301.29187774658203,750.0,2250,0.00023895985214039683,0.024113357067108154,-0.02399805560708046,,0.00017665130144450814,
205952,0.4637371003627777,0.0,1763260357.7729328,4.696007817983627e-05,0.001530991867184639,301.515008687973,751.0,2253,0.003092586761340499,0.01490241289138794,-0.0020744381472468376,,0.0001764976914273575,
207872,0.48470351099967957,0.0,1763260359.47479,0.00010593142360448837,-0.0019764453172683716,303.21686601638794,753.0,2272,744.79150390625,3.3736228942871094e-05,-0.003462829627096653,,0.0001753456162987277,
208768,0.5061133503913879,0.0,1763260360.28456,0.0004100855439901352,-0.005530193448066711,304.02663588523865,754.0,2280,0.0001959142100531608,0.10161739587783813,-0.00418202206492424,,0.00017480798123870045,
210277,,,1763260361.573246,,,305.31532192230225,,2295,,,,500.0,,500.0
210560,0.5555800199508667,0.0,1763260361.9090729,0.00010595656931400299,-0.00016332603991031647,305.65114879608154,756.0,2298,0.00039264795486815274,0.0041228532791137695,0.0004296954721212387,,0.0001737327256705612,
211777,,,1763260362.9617348,,,306.7038106918335,,2310,,,,500.0,,500.0
211968,0.5415800213813782,0.0,1763260363.1601973,0.00023638363927602768,-0.00019668042659759521,306.9022731781006,758.0,2312,0.00392805365845561,-0.028023600578308105,0.0011481279507279396,,0.00017288787057623267,
212608,0.5086032748222351,0.001953125,1763260363.7471495,0.003192977048456669,-0.0039007626473903656,307.48922538757324,759.0,2318,0.00036603290936909616,-0.1425478458404541,-0.011281677521765232,,0.00017250384553335607,
212988,,,1763260364.0121548,,,307.75423073768616,,2322,,,,211.0,,211.0
213120,0.570201575756073,0.0,1763260364.1926153,0.0011655716225504875,-0.022962123155593872,307.9346911907196,759.0,2324,0.011063127778470516,0.018569350242614746,0.02083086594939232,,0.0001721966254990548,
213632,0.5395767688751221,0.0,1763260364.6352663,0.00035560131072998047,-0.006295289844274521,308.3773422241211,760.0,2329,0.006435748655349016,-0.024300456047058105,-0.0005900897085666656,,0.0001718894054647535,
214656,0.5889959931373596,0.0,1763260365.6832206,0.0001554945483803749,0.0012822747230529785,309.4252965450287,761.0,2339,0.004415776580572128,-0.2195422649383545,0.0017878515645861626,,0.00017127496539615095,
215040,0.5893523097038269,0.0,1763260366.1511607,8.524861186742783e-05,0.00046135857701301575,309.8932366371155,761.0,2343,648.9260864257812,1.8477439880371094e-05,0.001121259294450283,,0.00017104455037042499,
215552,0.5797020792961121,0.0,1763260366.711368,0.0004785824567079544,0.006847977638244629,310.45344400405884,761.0,2348,826.62255859375,-7.534027099609375e-05,-0.008161129429936409,,0.0001707373303361237,
216192,0.5775653123855591,0.0,1763260367.5009303,0.0007372135296463966,-0.011340495198965073,311.24300622940063,761.0,2354,0.004175528418272734,0.12251770496368408,0.01245362963527441,,0.0001703533052932471,
217088,0.5755403637886047,0.0,1763260368.3913941,8.593779057264328e-05,-0.0028035826981067657,312.13347005844116,762.0,2363,611.231689453125,-6.16312026977539e-05,0.0005138320848345757,,0.00016981567023321986,
219776,0.5850692391395569,0.0,1763260370.9305,0.0006897598505020142,-0.0064160823822021484,314.67257595062256,765.0,2389,0.000326137786032632,0.10373502969741821,0.0015248153358697891,,0.00016820276505313814,
220288,0.5845900774002075,0.0,1763260371.4127426,5.9031881392002106e-05,-0.0006990283727645874,315.1548185348511,765.0,2394,0.00038516108179464936,-0.013832926750183105,0.0017234543338418007,,0.00016789554501883686,
223151,,,1763260375.0605125,,,318.8025884628296,,2426,,,,57.0,,57.0
223616,0.6028563380241394,0.0,1763260375.6373131,0.0002443827688694,0.0025505535304546356,319.3793890476227,765.0,2430,0.0018169563263654709,-0.04358530044555664,0.002314535900950432,,0.00016589861479587853,
225536,0.5239930152893066,0.0,1763260377.8832967,0.0010208655148744583,-0.0018467977643013,321.62537264823914,766.0,2449,0.0002032253541983664,-0.029914259910583496,-0.005637824535369873,,0.00016474653966724873,
227072,0.519802451133728,0.013671875,1763260379.481853,0.004935208708047867,0.013695649802684784,323.22392892837524,767.0,2465,0.001803280203603208,-0.05238831043243408,0.0073913391679525375,,0.00016382487956434488,
229745,,,1763260381.853415,,,325.5954909324646,,2491,,,,500.0,,500.0
229888,0.5955079793930054,0.0,1763260382.0447466,0.0007394244894385338,0.005263024941086769,325.78682255744934,770.0,2493,0.0037872116081416607,-0.1281367540359497,0.014217115007340908,,0.00016213516937568784,
231168,0.5904697775840759,0.0,1763260383.530957,7.928721606731415e-05,-0.0024499548599123955,327.27303290367126,770.0,2506,0.0032212496735155582,0.021594762802124023,0.0062432605773210526,,0.00016136713384184986,
231977,,,1763260384.421783,,,328.16385889053345,,2514,,,,500.0,,500.0
232064,0.6132285594940186,0.0,1763260384.5591903,0.00019732117652893066,0.0015100827440619469,328.3012661933899,771.0,2515,435.775390625,-5.9604644775390625e-06,0.0015974920243024826,,0.00016082949878182262,
232576,0.5786271691322327,0.0,1763260385.1651468,7.653608918190002e-05,-0.00029804185032844543,328.90722274780273,771.0,2520,1048.155517578125,-1.7642974853515625e-05,-0.0006468910723924637,,0.00016052227874752134,
233919,,,1763260386.3417811,,,330.08385705947876,,2533,,,,500.0,,500.0
234624,0.5991575121879578,0.0,1763260386.9892147,6.737187504768372e-05,-0.0003582388162612915,330.73129057884216,773.0,2540,0.0029492899775505066,-0.19182419776916504,0.000948883593082428,,0.00015929339861031622,
235392,0.608305811882019,0.0,1763260387.6942658,2.515409141778946e-05,-0.0017368756234645844,331.4363417625427,774.0,2547,0.00010172085603699088,-0.007124423980712891,-0.0018378840759396553,,0.0001588325685588643,
237568,0.6123512387275696,0.0,1763260389.66011,0.0009691417217254639,-0.012546163983643055,333.40218591690063,776.0,2570,0.00040899679879657924,-0.07803380489349365,-0.006940416991710663,,0.00015752688341308385,
237696,0.582143247127533,0.0078125,1763260389.7715085,0.004385988228023052,-0.03270846605300903,333.51358437538147,776.0,2571,0.0001988899166462943,-0.12456679344177246,-0.007058365270495415,,0.00015745007840450853,
238049,,,1763260390.032239,,,333.7743148803711,,2576,,,,170.0,,170.0
238080,0.5460230708122253,0.0,1763260390.110343,7.817242294549942e-05,0.00596237275749445,333.85241889953613,776.0,2577,848.8386840820312,3.719329833984375e-05,-0.0014978041872382164,,0.00015721966337878257,
240896,0.5892362594604492,0.0,1763260392.6796186,0.00039524026215076447,-0.011120311915874481,336.4216945171356,779.0,2608,0.008465630002319813,0.07047593593597412,0.0040968842804431915,,0.00015552995319012552,
241024,0.5679483413696289,0.0,1763260392.791831,0.0004394007846713066,-0.007795713841915131,336.5339069366455,779.0,2610,547.417724609375,0.0009813308715820312,0.006985143758356571,,0.0001554531481815502,
242574,,,1763260394.18192,,,337.9239959716797,,2630,,,,500.0,,500.0
243200,0.5741358399391174,0.0,1763260394.7734814,0.00011630821973085403,0.0044792406260967255,338.51555728912354,781.0,2636,0.009052539244294167,-0.6698334217071533,0.0018361760303378105,,0.00015414746303576976,
244217,,,1763260395.704986,,,339.44706201553345,,2646,,,,500.0,,500.0
244224,0.5901660919189453,0.0,1763260395.84532,0.0002374490723013878,0.0007717981934547424,339.58739590644836,782.0,2647,970.1607666015625,-0.0008549690246582031,-0.003613627515733242,,0.0001535330229671672,
244352,0.5765010714530945,0.0,1763260395.9861598,0.000668245367705822,0.0027624107897281647,339.72823572158813,782.0,2648,0.005471056327223778,-0.10737252235412598,-0.001847785897552967,,0.00015345621795859188,
246400,0.5341846346855164,0.0,1763260398.535114,0.0005391230806708336,0.0030964110046625137,342.2771899700165,782.0,2668,0.003843160578981042,-0.01708686351776123,-0.0022120224311947823,,0.00015222733782138675,
246912,0.5005179643630981,0.0,1763260399.1984382,0.001106560230255127,-0.0040129125118255615,342.940514087677,782.0,2673,0.003942262846976519,-0.20339155197143555,0.006607275456190109,,0.00015192011778708547,
247936,0.4918070137500763,0.0,1763260400.5073159,0.0003848755732178688,-0.011257544159889221,344.2493917942047,782.0,2683,0.004231666214764118,-0.6482952833175659,0.0018283603712916374,,0.0001513056777184829,
248320,0.5634023547172546,0.0,1763260400.9955523,0.00010621733963489532,0.0004427507519721985,344.73762822151184,782.0,2687,366.4308166503906,-4.696846008300781e-05,-0.00010869093239307404,,0.00015107526269275695,
248576,0.535442054271698,0.0,1763260401.313934,0.0005823792889714241,-0.011351197957992554,345.0560100078583,782.0,2689,0.00041080129449255764,-0.2622838020324707,0.002397005446255207,,0.0001509216526756063,
248832,0.5935945510864258,0.0,1763260401.652448,0.00026398152112960815,0.00036340393126010895,345.39452385902405,782.0,2692,83.25572967529297,3.540515899658203e-05,-0.00439315102994442,,0.00015076804265845567,
252928,0.5834877490997314,0.0,1763260406.6302264,1.4413148164749146e-05,-4.609394818544388e-05,350.37230229377747,783.0,2732,0.003090019803494215,-0.13110756874084473,0.0035102013498544693,,0.00014831029693596065,
254976,0.5302058458328247,0.0,1763260408.5345147,5.637854337692261e-05,0.0013954229652881622,352.2765905857086,784.0,2752,0.00036096983239986,-0.1204683780670166,-0.0017720628529787064,,0.00014708141679875553,
255488,0.545211911201477,0.0,1763260408.9781463,0.0004050619900226593,0.001689072698354721,352.72022223472595,785.0,2757,0.00019780886941589415,0.29242920875549316,-0.0059816353023052216,,0.00014677419676445425,
257024,0.5278006196022034,0.001953125,1763260410.3483343,0.0010893847793340683,-0.013983957469463348,354.09041023254395,786.0,2772,0.00036378021468408406,0.0660470724105835,0.00025768205523490906,,0.0001458525366615504,
258048,0.5514276623725891,0.0,1763260411.2890923,6.203260272741318e-05,-0.00020223110914230347,355.03116822242737,787.0,2782,0.00037612690357491374,-0.24369001388549805,0.0015114909037947655,,0.00014523809659294784,
258176,0.5585442185401917,0.0,1763260411.399685,4.788301885128021e-05,-0.0016649961471557617,355.14176082611084,787.0,2783,0.00015474743850063533,-0.019853591918945312,0.002446036785840988,,0.00014516129158437252,
259200,0.575857937335968,0.0,1763260412.7939205,0.0007803700864315033,-0.014382243156433105,356.53599643707275,787.0,2793,0.00017916804063133895,-0.15346252918243408,-0.009929180145263672,,0.00014454685151576996,
262272,0.5681111812591553,0.0,1763260416.8403535,8.608773350715637e-05,-0.004797421395778656,360.5824294090271,787.0,2824,620.9027099609375,-1.7762184143066406e-05,0.0036683138459920883,,0.00014270353130996227,
264217,,,1763260419.3146844,,,363.0567603111267,,2843,,,,500.0,,500.0
265717,,,1763260421.2892106,,,365.0312864780426,,2857,,,,500.0,,500.0
268217,,,1763260424.779217,,,368.521292924881,,2882,,,,500.0,,500.0
269056,0.48737484216690063,0.0,1763260425.9508264,0.001171765848994255,-0.010097125545144081,369.69290232658386,786.0,2890,0.0003224675601813942,0.014347851276397705,0.011855972930788994,,0.0001386328658554703,
271217,,,1763260428.7530239,,,372.4950997829437,,2911,,,,500.0,,500.0
273664,0.5182132720947266,0.0,1763260431.2987218,0.0005772365257143974,-0.002116590738296509,375.0407977104187,787.0,2935,0.00017765338998287916,-0.021097779273986816,0.0021165357902646065,,0.000135867900098674,
275072,0.5230380892753601,0.0,1763260432.5564609,0.0003599841147661209,-0.008461005985736847,376.29853677749634,788.0,2949,0.0002442154218442738,0.19221162796020508,0.005066026002168655,,0.00013502304500434548,
276217,,,1763260433.5238502,,,377.2659261226654,,2960,,,,500.0,,500.0
277717,,,1763260434.8847592,,,378.62683510780334,,2975,,,,500.0,,500.0
279168,0.526705801486969,0.0,1763260436.2253582,0.00028830114752054214,-0.0022346265614032745,379.96743416786194,791.0,2989,0.00034667568979784846,-0.1865617036819458,-0.0015378789976239204,,0.00013256528472993523,
279936,0.540895402431488,0.0,1763260436.932961,0.0003517540171742439,-0.0009690821170806885,380.67503690719604,792.0,2997,0.0035621128045022488,-0.0185166597366333,0.008032144047319889,,0.0001321044546784833,
281344,0.5271096229553223,0.0,1763260438.1890671,3.803800791501999e-05,-0.0014908425509929657,381.9311430454254,793.0,3011,0.0006261466769501567,-2.110004425048828e-05,0.0009585423395037651,,0.00013125959958415478,
285304,,,1763260441.7067423,,,385.4488182067871,,3051,,,,22.0,,22.0
285440,0.5570412278175354,0.0,1763260441.888392,0.00027650874108076096,-0.0020062588155269623,385.6304678916931,796.0,3053,0.004221649840474129,-0.04825699329376221,0.002610539086163044,,0.00012880183930974454,
286492,,,1763260442.835743,,,386.57781887054443,,3066,,,,13.0,,13.0
286976,0.586089015007019,0.001953125,1763260443.269363,0.0015840576961636543,-0.010098688304424286,387.01143884658813,798.0,3070,0.0002173057582695037,0.060627520084381104,0.00935403537005186,,0.0001278801792068407,
288256,0.5415651202201843,0.0,1763260444.4163382,0.0011201640591025352,-0.00882028415799141,388.1584141254425,799.0,3083,0.0003918834263458848,-0.05942213535308838,-0.0008889371529221535,,0.0001271121291210875,
289792,0.5953946113586426,0.0,1763260445.8209999,0.0002657407894730568,0.00212058424949646,389.56307578086853,800.0,3098,0.0002624993212521076,0.011388838291168213,-0.002312283031642437,,0.00012619046901818365,
290304,0.6040359735488892,0.0,1763260446.2648814,0.0002390751615166664,-0.004817072302103043,390.00695729255676,800.0,3103,0.0002783355594146997,-0.08024358749389648,-0.0035083359107375145,,0.0001258832635357976,
292736,0.577255129814148,0.0,1763260448.4562297,7.797963917255402e-05,0.0008204057812690735,392.19830560684204,802.0,3127,0.0003098369634244591,0.0033788084983825684,6.109289824962616e-05,,0.0001244239683728665,
292907,,,1763260448.5862353,,,392.3283112049103,,3129,,,,500.0,,500.0
294144,0.5879915952682495,0.0,1763260449.7176628,0.0003210166469216347,-0.009481683373451233,393.4597387313843,803.0,3141,0.0032509062439203262,-0.3016718626022339,0.0019013294950127602,,0.000123579113278538,
294400,0.5945975184440613,0.0,1763260449.9763322,0.0012517739087343216,-0.010976091027259827,393.71840810775757,803.0,3143,0.00015076500130817294,0.27487629652023315,0.0027942266315221786,,0.00012342550326138735,
294656,0.5461130142211914,0.0,1763260450.1984365,0.000399785116314888,-0.005291774868965149,393.94051241874695,803.0,3146,0.0002539489069022238,-0.0007249116897583008,0.0017423052340745926,,0.0001232718932442367,
297088,0.5535008907318115,0.0,1763260452.3867354,0.00030531082302331924,0.001484449952840805,396.1288113594055,805.0,3170,0.003832939313724637,-0.018953800201416016,0.006508237682282925,,0.00012181259808130562,
298401,,,1763260453.5463014,,,397.28837728500366,,3183,,,,500.0,,500.0
298901,,,1763260453.9876778,,,397.7297537326813,,3188,,,,500.0,,500.0
301696,0.5875396132469177,0.0,1763260456.6361196,0.0012297667562961578,-0.0001939963549375534,400.3781955242157,808.0,3217,0.00028087772079743445,-0.20289254188537598,-0.013940364122390747,,0.0001190476177725941,
302441,,,1763260457.260219,,,401.00229501724243,,3224,,,,500.0,,500.0
304594,,,1763260459.1888843,,,402.93096017837524,,3247,,,,500.0,,500.0
304768,0.5500984787940979,0.0,1763260459.4250267,0.00030316971242427826,-0.0006185993552207947,403.1671025753021,811.0,3250,0.004085266496986151,-0.7608721256256104,-0.0031197145581245422,,0.00011720429756678641,
305024,0.5165512561798096,0.0,1763260459.6446579,4.9627386033535004e-05,0.0011427998542785645,403.3867337703705,811.0,3252,0.0010786589700728655,0.2209312915802002,0.000712118111550808,,0.00011705069482559338,
305280,0.49322232604026794,0.0,1763260459.8681448,0.0007987311109900475,-0.00746704638004303,403.6102206707001,811.0,3255,0.0036915510427206755,0.12366074323654175,0.0038580046966671944,,0.00011689708480844274,
305664,0.5669083595275879,0.0,1763260460.202897,3.662426024675369e-05,0.0008760131895542145,403.94497299194336,811.0,3259,249.50244140625,-0.00014066696166992188,-0.002161785028874874,,0.00011666666978271678,
307044,,,1763260461.5537024,,,405.29577827453613,,3272,,,,500.0,,500.0
307328,0.5550267696380615,0.0,1763260461.9789174,9.581074118614197e-05,0.002481255680322647,405.72099328041077,812.0,3275,0.0005236647557467222,0.0031711459159851074,0.005131855607032776,,0.00011566820467123762,
307456,0.5695960521697998,0.0,1763260462.1273973,0.0002244226634502411,0.0013822242617607117,405.86947321891785,812.0,3276,0.00020757906895596534,0.04107922315597534,0.0004736240953207016,,0.0001155913996626623,
309504,0.5777665376663208,0.0,1763260464.4136796,0.00021374505013227463,0.00011442601680755615,408.15575551986694,812.0,3296,0.000233582773944363,-0.08229279518127441,0.0016957828775048256,,0.00011436251952545717,
309760,0.5442610383033752,0.0,1763260464.673971,0.0007158983498811722,-0.005871584638953209,408.41604685783386,812.0,3299,0.00377947767265141,0.018313467502593994,-0.007463023066520691,,0.00011420890950830653,
313728,0.5125869512557983,0.0,1763260469.2353525,0.0004326207563281059,-0.0005463603883981705,412.9774284362793,813.0,3338,0.004120690282434225,-0.7807391881942749,0.006858437322080135,,0.0001118279542424716,
315044,,,1763260470.501823,,,414.2438988685608,,3351,,,,500.0,,500.0
