losses/clipfrac,losses/approx_kl,losses/policy_loss,losses/old_approx_kl,charts/episodic_return,charts/SPS,_step,losses/explained_variance,charts/learning_rate,losses/value_loss,_timestamp,global_step,_runtime,charts/episodic_length,losses/entropy
0.0,0.0015852032229304314,-0.013996735215187073,0.02425427921116352,,512.0,698,0.7280800342559814,0.0002714285801630467,8.423806190490723,1763260176.764953,47744,120.58858585357666,,0.5319499969482422
,,,,199.0,,702,,,,1763260177.2869058,48016,121.1105387210846,199.0,
0.0,0.0003767292946577072,0.005356747657060623,0.002579251304268837,,513.0,707,0.34748709201812744,0.0002709677501115948,10.006143569946289,1763260178.1917186,48512,122.01535153388977,,0.5210124254226685
,,,,500.0,,729,,,,1763260182.0179691,50725,125.84160208702087,500.0,
0.0,7.053837180137634e-06,0.000446908175945282,0.0003241468220949173,,517.0,757,-2.710918426513672,0.00026812596479430795,15.251556396484375,1763260186.5837684,53248,130.40740132331848,,0.5603309869766235
0.0,5.0514936447143555e-06,0.0004248097538948059,1.0846182703971863e-05,,517.0,762,-0.0013310909271240234,0.00026781874476000667,7.2511210441589355,1763260187.4428604,53760,131.2664933204651,,0.5503926873207092
0.0,5.969777703285217e-06,0.0006352588534355164,4.03672456741333e-05,,518.0,767,-0.012840747833251953,0.0002675115247257054,8.500639915466309,1763260188.3501763,54272,132.17380928993225,,0.5549177527427673
,,,,500.0,,775,,,,1763260189.6982362,55114,133.52186918258667,500.0,
0.0,0.00043886248022317886,0.0009635835886001587,-0.0012235818430781364,,521.0,788,0.05198401212692261,0.00026620583957992494,3.6106462478637695,1763260191.9052494,56448,135.72888231277466,,0.5621492862701416
,,,,239.0,,797,,,,1763260192.9980497,57109,136.8216826915741,239.0,
,,,,500.0,,806,,,,1763260194.451213,58109,138.27484583854675,500.0,
0.0,7.52229243516922e-05,-0.0009370744228363037,0.0001797303557395935,,525.0,815,-0.36349260807037354,0.00026466973940841854,2.986701011657715,1763260195.9810603,59008,139.8046932220459,,0.5401276350021362
0.0,0.0007840096950531006,-0.01787085086107254,-0.005692310631275177,,532.0,863,-0.789124608039856,0.0002618279540911317,0.6662937998771667,1763260203.3936794,63744,147.21731233596802,,0.5062492489814758
0.0,0.00014162156730890274,0.0007864981889724731,-0.001652800478041172,,533.0,872,-0.1131439208984375,0.00026129031903110445,0.3282776474952698,1763260204.7494843,64640,148.57311725616455,,0.5328937768936157
0.0,0.00024780258536338806,0.0016185790300369263,0.0016189683228731155,,534.0,876,0.04146093130111694,0.0002610599040053785,0.30505701899528503,1763260205.3647046,65024,149.18833756446838,,0.4869740605354309
0.0,6.43562525510788e-05,-0.00042430125176906586,-0.0021215006709098816,,539.0,922,-0.5923845767974854,0.0002585253387223929,0.0532001256942749,1763260212.0412138,69248,155.86484670639038,,0.48965808749198914
0.0,6.998330354690552e-05,0.0010132566094398499,-0.002104777842760086,,540.0,930,0.00660473108291626,0.000258064508670941,57.94269943237305,1763260213.2297306,70016,157.05336356163025,,0.4840831756591797
,,,,500.0,,938,,,,1763260214.4561343,70908,158.27976727485657,500.0,
0.0,0.00020415149629116058,-0.0039683738723397255,0.0030157025903463364,,541.0,941,0.1801912784576416,0.0002573732635937631,0.0006421641446650028,1763260214.9781692,71168,158.8018021583557,,0.5082889795303345
0.0,0.0031186630949378014,0.007152719423174858,0.018522463738918304,,542.0,942,-0.4497030973434448,0.0002572964585851878,0.0006117859738878906,1763260215.150652,71296,158.97428488731384,,0.4662233591079712
,,,,500.0,,948,,,,1763260215.998872,71908,159.82250499725342,500.0,
0.0,0.0008036056533455849,-0.0018147993832826614,0.0004123849794268608,,546.0,974,0.0002353191375732422,0.0002553763333708048,680.4373168945312,1763260220.0594437,74496,163.88307666778564,,0.4373747706413269
0.0,0.0010984484106302261,-0.012565942481160164,0.001632988452911377,,546.0,980,-23.477787017822266,0.0002549923083279282,0.011922279372811317,1763260221.013426,75136,164.8370590209961,,0.40206900238990784
0.0,0.0017587514594197273,-0.012052057310938835,-0.0007892930880188942,,547.0,985,-0.21098101139068604,0.0002546850882936269,0.003799653146415949,1763260221.7849836,75648,165.60861659049988,,0.4907740354537964
0.0,0.0021387506276369095,0.00341704860329628,0.021727871149778366,,548.0,995,0.055865347385406494,0.00025407064822502434,0.0007208426832221448,1763260223.3602345,76672,167.1838674545288,,0.45393091440200806
,,,,500.0,,997,,,,1763260223.595609,76908,167.4192419052124,500.0,
0.0,0.0017704535275697708,0.0008498523384332657,0.013481225818395615,,550.0,1015,-3.0764365196228027,0.0002528417680878192,0.0010560749797150493,1763260226.5329795,78720,170.35661244392395,,0.4501219689846039
0.0,0.00047878269106149673,-0.004478231072425842,0.004336697049438953,,551.0,1020,-0.1895458698272705,0.00025253454805351794,0.00046819186536595225,1763260227.3035433,79232,171.12717628479004,,0.4370848536491394
0.0,9.553879499435425e-05,-0.0027142446488142014,-0.0025774631649255753,,552.0,1031,-0.7941511869430542,0.0002518433320801705,0.0003479044826235622,1763260229.0312107,80384,172.8548436164856,,0.4444151520729065
,,,,500.0,,1050,,,,1763260232.3769348,82408,176.20056772232056,500.0,
0.0,0.00031820405274629593,-0.005144551396369934,-0.0018184306100010872,,553.0,1053,-0.13870763778686523,0.00025046084192581475,0.0010969988070428371,1763260232.9151094,82688,176.73874235153198,,0.4497351348400116
0.0,0.0021440330892801285,0.004359576851129532,-0.01761096715927124,,554.0,1058,-0.06920897960662842,0.00025015362189151347,0.0010090416762977839,1763260233.6882083,83200,177.51184129714966,,0.47946447134017944
0.001953125,0.002681809477508068,-0.017003074288368225,-0.007527000270783901,,557.0,1083,-0.3818187713623047,0.00024861752172000706,0.0009963035117834806,1763260237.5193117,85760,181.3429446220398,,0.530666172504425
0.0,7.0987269282341e-05,-0.0008128881454467773,-0.0065118856728076935,,558.0,1091,3.88026237487793e-05,0.00024815669166855514,144.78695678710938,1763260238.6462736,86528,182.46990656852722,,0.44609132409095764
0.0,0.0001229792833328247,-0.0009610354900360107,-0.00264681875705719,,560.0,1106,0.008506357669830322,0.0002472350315656513,0.005208848975598812,1763260240.8906114,88064,184.71424436569214,,0.38402751088142395
0.0078125,0.0038244742900133133,-0.01580130308866501,-0.012209132313728333,,561.0,1118,-1.4251396656036377,0.0002464669814798981,0.0006907207425683737,1763260242.7684765,89344,186.5921094417572,,0.46282830834388733
0.0,0.0006845621392130852,0.0017922744154930115,0.005137274973094463,,560.0,1125,0.00013113021850585938,0.0002460829564370215,754.572509765625,1763260244.1075084,89984,187.93114137649536,,0.4567796289920807
0.0078125,0.0036172326654195786,-0.007734328508377075,-0.0052782949060201645,,561.0,1133,-0.7114236354827881,0.00024554532137699425,0.000408752093790099,1763260245.3972623,90880,189.22089529037476,,0.4332467317581177
0.0,2.0359642803668976e-05,-0.00022086873650550842,-0.000994672067463398,,562.0,1145,0.0008077025413513184,0.00024485407629981637,0.008255697786808014,1763260247.1269376,92032,190.9505705833435,,0.5154849886894226
0.0,8.889380842447281e-05,0.00011225789785385132,0.006181349046528339,,564.0,1164,0.2612857222557068,0.00024370200117118657,0.006696090567857027,1763260250.0245883,93952,193.84822130203247,,0.47257372736930847
0.0,0.003008485771715641,-0.035485826432704926,0.014518613927066326,,564.0,1165,-0.05943191051483154,0.00024362519616261125,0.0017293428536504507,1763260250.1818862,94080,194.00551915168762,,0.5379848480224609
,,,,500.0,,1172,,,,1763260251.1942773,94777,195.0179102420807,500.0,
0.017578125,0.0031522074714303017,-0.006700087338685989,-0.007019140757620335,,566.0,1181,-0.134660005569458,0.00024262673105113208,0.0005108727491460741,1763260252.681085,95744,196.50471806526184,,0.5064611434936523
0.015625,0.003035026602447033,-0.013316571712493896,-0.002818574197590351,,566.0,1186,-0.1578463315963745,0.0002423195110168308,0.00017334443691652268,1763260253.4487631,96256,197.27239608764648,,0.42439836263656616
0.0,0.0004184851422905922,0.00426892563700676,-0.0005087601020932198,,567.0,1197,-0.0002065896987915039,0.00024170507094822824,601.7735595703125,1763260254.977725,97280,198.80135798454285,,0.4538341164588928
0.0,0.0013691401109099388,-0.0043142251670360565,-0.015324781648814678,,569.0,1213,0.36909639835357666,0.00024070660583674908,0.006895858328789473,1763260257.411287,98944,201.23492002487183,,0.5341094136238098
0.0,0.0012400122359395027,-0.0001595914363861084,-0.016928814351558685,,569.0,1215,-0.27192366123199463,0.00024055299581959844,0.00048448058078065515,1763260257.757036,99200,201.580668926239,,0.5600798726081848
,,,,500.0,,1226,,,,1763260259.2197354,100277,203.04336833953857,500.0,
0.0,0.0002142433077096939,0.0018778294324874878,0.0027818046510219574,,571.0,1230,-0.14270508289337158,0.0002396313357166946,0.00017279897292610258,1763260259.8535588,100736,203.67719173431396,,0.4876391589641571
0.001953125,0.0026490045711398125,0.014555023983120918,-0.012495792470872402,,572.0,1234,0.20729273557662964,0.00023940092069096863,0.000673753849696368,1763260260.2424152,101120,204.0660481452942,,0.5022594332695007
0.01171875,0.002620532177388668,0.005355287343263626,0.006926852278411388,,575.0,1245,0.04090327024459839,0.00023870967561379075,0.00025967150577344,1763260261.2800856,102272,205.10371851921082,,0.47653934359550476
0.0,0.0007251882925629616,-0.011355720460414886,0.004330112598836422,,578.0,1254,-0.13317155838012695,0.0002381720405537635,0.0002870812313631177,1763260262.0994089,103168,205.92304182052612,,0.49126866459846497
0.0,0.001232360489666462,-0.0007697418332099915,-0.006675844080746174,,581.0,1271,0.0005350708961486816,0.00023717357544228435,713.2260131835938,1763260263.9589233,104832,207.7825562953949,,0.5121707916259766
0.00390625,0.002499660477042198,0.0020064711570739746,0.003411669284105301,,585.0,1299,0.0006362795829772949,0.00023540706024505198,0.00014331589045468718,1763260267.7819042,107776,211.6055371761322,,0.4661964774131775
,,,,500.0,,1339,,,,1763260272.4805117,111777,216.30414462089539,500.0,
0.0,1.6735866665840149e-06,-0.00016764551401138306,0.0001310957595705986,,592.0,1340,-5.269050598144531e-05,0.00023294931452255696,496.0989990234375,1763260272.580459,111872,216.40409207344055,,0.42962849140167236
,,,,500.0,,1349,,,,1763260273.4012914,112777,217.224924325943,500.0,
,,,,500.0,,1363,,,,1763260274.8344638,114277,218.65809679031372,500.0,
0.0,0.00031622685492038727,-0.0018101558089256287,0.008963396772742271,,597.0,1365,0.027316510677337646,0.00023141321435105056,0.00548180565237999,1763260275.1417165,114432,218.96534943580627,,0.6074780225753784
0.001953125,0.0011060023680329323,0.00031768903136253357,0.005859819240868092,,597.0,1370,-0.04888260364532471,0.00023110599431674927,0.00772853521630168,1763260275.8941627,114944,219.71779561042786,,0.476757287979126
0.0,0.00022624433040618896,-0.003909409046173096,-0.002767518162727356,,598.0,1380,-0.29796361923217773,0.0002304915542481467,0.008138028904795647,1763260277.335198,115968,221.15883088111877,,0.5054863691329956
0.0,0.00011217780411243439,0.0004948638379573822,0.000342661514878273,,598.0,1381,-0.07156515121459961,0.0002304147492395714,0.0011241765459999442,1763260277.5030174,116096,221.32665038108826,,0.5432199239730835
,,,,500.0,,1388,,,,1763260278.3708498,116777,222.19448280334473,500.0,
0.0,0.0006360998377203941,0.004290390759706497,-0.006882225163280964,,600.0,1395,-0.43647027015686035,0.00022956989414524287,0.007900719530880451,1763260279.3705158,117504,223.1941487789154,,0.4872129261493683
0.0,7.414538413286209e-05,-0.0017329435795545578,0.0005917837843298912,,600.0,1399,0.00010782480239868164,0.0002293394791195169,152.14431762695312,1763260279.8698688,117888,223.69350171089172,,0.47154873609542847
0.0,0.002574359066784382,-0.006829813122749329,0.0016252817586064339,,601.0,1405,0.28996098041534424,0.0002289554540766403,0.003445384558290243,1763260280.6958601,118528,224.51949310302734,,0.5169229507446289
,,,,500.0,,1432,,,,1763260283.9184675,121277,227.74210047721863,500.0,
0.0,0.00019220169633626938,-0.0012244004756212234,0.001971638761460781,,605.0,1433,0.0015502572059631348,0.00022726574388798326,458.1986999511719,1763260284.0105405,121344,227.83417344093323,,0.5687913298606873
0.0078125,0.0038312003016471863,0.0036422908306121826,0.010542754083871841,,610.0,1455,0.2016223669052124,0.0002258832537336275,0.0012889002682641149,1763260286.1004734,123648,229.9241063594818,,0.46432259678840637
0.005859375,0.002347703091800213,0.004450232721865177,0.005268511362373829,,611.0,1456,-0.1859670877456665,0.00022580644872505218,0.00017513973580207676,1763260286.2203314,123776,230.04396438598633,,0.464137464761734
,,,,500.0,,1457,,,,1763260286.221707,123777,230.04534006118774,500.0,
0.0,0.0006654597818851471,0.0013088509440422058,0.0038665924221277237,,621.0,1514,-0.26042187213897705,0.00022227341833058745,0.0006844839081168175,1763260292.1543105,129664,235.97794342041016,,0.5157363414764404
0.0,0.00016132276505231857,-0.0034695230424404144,0.002469410188496113,,622.0,1521,-1.9788742065429688e-05,0.00022188940783962607,900.2371215820312,1763260293.081649,130304,236.90528202056885,,0.5710339546203613
,,,,500.0,,1525,,,,1763260293.6126058,130777,237.43623876571655,500.0,
0.005859375,0.0010537933558225632,0.0049817729741334915,0.0009673628956079483,,622.0,1527,-0.08887386322021484,0.00022150538279674947,0.00784922856837511,1763260293.9243844,130944,237.7480173110962,,0.4955255091190338
0.0,0.0018221940845251083,-0.015124041587114334,-0.015339449048042297,,622.0,1529,0.10450708866119385,0.00022135177277959883,0.00021721620578318834,1763260294.2487257,131200,238.07235860824585,,0.5480775833129883
0.009765625,0.0017655612900853157,-0.0007747579365968704,-0.014179536141455173,,623.0,1534,-0.09511983394622803,0.00022104455274529755,0.0002505086304154247,1763260294.9191496,131712,238.74278259277344,,0.4779583215713501
0.0,0.0002001207321882248,0.0006016306579113007,0.001193806529045105,,623.0,1536,-6.270408630371094e-05,0.00022096774773672223,808.9652099609375,1763260295.1357965,131840,238.95942950248718,,0.5125698447227478
0.0,0.00029843952506780624,3.8605183362960815e-05,-0.0032678255811333656,,624.0,1543,-0.07031822204589844,0.0002205069176852703,0.0008442187099717557,1763260296.121578,132608,239.9452109336853,,0.47260281443595886
,,,,500.0,,1545,,,,1763260296.3089614,132777,240.13259434700012,500.0,
0.0,0.00015145353972911835,-0.0009379666298627853,0.004447445273399353,,624.0,1546,-5.328655242919922e-05,0.00022035330766811967,666.4388427734375,1763260296.4670668,132864,240.2906997203827,,0.5303301811218262
0.0,2.0262785255908966e-05,-0.002226032316684723,0.001019141636788845,,625.0,1558,-0.05063176155090332,0.00021958525758236647,0.0009474919061176479,1763260298.1379268,134144,241.96155977249146,,0.4885105490684509
0.0,0.0010498473420739174,-0.011425182223320007,-0.017757922410964966,,625.0,1559,0.0773206353187561,0.00021950845257379115,0.0001815392606658861,1763260298.296094,134272,242.119726896286,,0.4940844178199768
0.0,0.0014983946457505226,0.007535707205533981,-0.0033761346712708473,,625.0,1563,-0.06306648254394531,0.00021927803754806519,0.0008134117815643549,1763260298.7939143,134656,242.61754727363586,,0.5181441307067871
0.0,0.0011707060039043427,-0.014483243227005005,0.007994718849658966,,626.0,1566,0.025665104389190674,0.00021912442753091455,0.006480194162577391,1763260299.158365,134912,242.98199796676636,,0.5482494235038757
0.0,0.002324349246919155,-0.03562578931450844,0.013819056563079357,,627.0,1588,0.16105681657791138,0.00021774193737655878,0.00019628820882644504,1763260302.1704478,137216,245.99408078193665,,0.5057719945907593
,,,,500.0,,1589,,,,1763260302.2090576,137277,246.03269052505493,500.0,
0.0,0.002276885323226452,-0.014541324228048325,-0.008138231001794338,,629.0,1597,-0.21230816841125488,0.00021720430231653154,0.0003885222249664366,1763260303.0368657,138112,246.8604986667633,,0.5622127056121826
,,,,500.0,,1607,,,,1763260303.8957248,139118,247.71935772895813,500.0,
0.0,4.051998257637024e-05,-0.001015612855553627,-0.0016481149941682816,,631.0,1609,0.05016094446182251,0.00021651305723935366,0.006812514271587133,1763260304.0836809,139264,247.90731382369995,,0.5117140412330627
0.0,0.00042715203016996384,0.004655919969081879,-0.0015869317576289177,,631.0,1610,-0.020996451377868652,0.00021643625223077834,0.0009233349119313061,1763260304.23122,139392,248.0548529624939,,0.5113794207572937
,,,,500.0,,1612,,,,1763260304.3795178,139618,248.20315074920654,500.0,
0.0,0.0009533995762467384,-0.013389397412538528,0.0004936149343848228,,635.0,1626,-0.003715038299560547,0.00021543778711929917,0.0003335210494697094,1763260305.727715,141056,249.55134797096252,,0.5251159071922302
0.0,0.0008115321397781372,-0.00020262598991394043,0.0003754645586013794,,637.0,1638,-8.881092071533203e-05,0.0002147465420421213,522.9908447265625,1763260306.777048,142208,250.60068106651306,,0.48911041021347046
0.0,0.00017926283180713654,0.004124179482460022,-3.347732126712799e-05,,646.0,1687,0.001380622386932373,0.0002117511467076838,0.000766205950640142,1763260311.3017418,147200,255.12537479400635,,0.5528753995895386
0.0,0.00038668327033519745,0.004557177424430847,0.010602246969938278,,654.0,1732,0.0009703636169433594,0.00020906298595946282,82.694580078125,1763260315.376031,151680,259.1996638774872,,0.4879613518714905
,,,,500.0,,1745,,,,1763260316.5673575,153065,260.39099049568176,500.0,
0.0,0.0012484025210142136,-0.01084347814321518,-7.163174450397491e-05,,657.0,1753,-0.05585062503814697,0.00020775730081368238,0.000893433578312397,1763260317.6377137,153856,261.46134662628174,,0.5704597234725952
0.0,0.0005275998264551163,-0.00466078519821167,-0.003653222694993019,,657.0,1754,-0.18473458290100098,0.00020768049580510706,0.00034542512730695307,1763260317.7801313,153984,261.603764295578,,0.5977361798286438
,,,,500.0,,1765,,,,1763260319.1374688,155065,262.961101770401,500.0,
0.0,1.0686926543712616e-05,-0.0008643488399684429,0.0009686565026640892,,658.0,1768,-0.08961308002471924,0.00020683564071077853,0.001161720952950418,1763260319.6165109,155392,263.44014382362366,,0.5744593739509583
0.0,0.0002778246998786926,-0.0028038695454597473,0.001438196748495102,,659.0,1777,0.08612096309661865,0.0002062980056507513,0.005064545199275017,1763260320.8025725,156288,264.62620544433594,,0.5413577556610107
0.021484375,0.0024302126839756966,-0.004153117537498474,-0.01613691821694374,,662.0,1818,-2.1434073448181152,0.00020376344036776572,0.000652735703624785,1763260326.01947,160512,269.8431029319763,,0.43060147762298584
0.013671875,0.0035731634125113487,-0.025621041655540466,-0.02495703473687172,,662.0,1823,-0.08226585388183594,0.00020345622033346444,0.00022790706134401262,1763260326.6052926,161024,270.4289255142212,,0.5040323734283447
0.001953125,0.0006379587575793266,0.0003163963556289673,-0.003383125178515911,,666.0,1851,0.008544862270355225,0.0002017665101448074,0.0011515243677422404,1763260329.5746188,163840,273.3982517719269,,0.48552048206329346
0.0,0.00027863215655088425,0.0035725589841604233,-0.006193815730512142,,666.0,1856,0.015012919902801514,0.00020145929011050612,0.0005537513643503189,1763260330.2018764,164352,274.0255093574524,,0.47708529233932495
,,,,500.0,,1868,,,,1763260331.6169949,165565,275.44062781333923,500.0,
,,,,500.0,,1873,,,,1763260332.2342393,166065,276.05787229537964,500.0,
0.001953125,0.002587035298347473,-0.018537072464823723,-0.014195104129612446,,668.0,1877,0.13636040687561035,0.00020015360496472567,0.00025189074221998453,1763260332.7542274,166528,276.5778603553772,,0.5030368566513062
0.0,0.00022355839610099792,0.0008393749594688416,0.00802241638302803,,669.0,1886,-0.021714448928833008,0.00019961596990469843,0.0007228551548905671,1763260333.5768273,167424,277.4004602432251,,0.538577675819397
