losses/approx_kl,losses/value_loss,losses/entropy,losses/clipfrac,losses/policy_loss,charts/learning_rate,global_step,losses/old_approx_kl,charts/episodic_length,losses/explained_variance,charts/SPS,_timestamp,charts/episodic_return,_step,_runtime
0.00022996682673692703,750.6116333007812,0.4988357424736023,0.0,0.0007923231460154057,0.0002055299555649981,157568,-0.004440483637154102,,-0.00022161006927490234,686.0,1763260313.3049958,,1753,257.0445628166199
0.0004300866276025772,0.005440784152597189,0.5003064870834351,0.0,-0.004084840416908264,0.00020545315055642277,157696,-0.0029291268438100815,,-0.3681161403656006,686.0,1763260313.4500332,,1754,257.1896002292633
2.4602748453617096e-05,0.0004849315155297518,0.5269886255264282,0.0,-0.0005668550729751587,0.0002047619054792449,158848,0.0008874358609318733,,0.15162569284439087,688.0,1763260314.4935186,,1765,258.2330856323242
0.00010927766561508179,211.45411682128906,0.4503817856311798,0.0,0.0054056718945503235,0.00020460829546209425,159104,0.001910945400595665,,-0.00043773651123046875,688.0,1763260314.7178333,,1768,258.45740032196045
,,,,,,160003,,500.0,,,1763260315.535019,500.0,1777,259.27458596229553
0.0008097346872091293,0.0043647498823702335,0.5215112566947937,0.0,-0.006717197597026825,0.00020153609511908144,164224,0.00801309384405613,,-0.04726600646972656,693.0,1763260320.6782799,,1818,264.4178469181061
0.0003435276448726654,0.00459526851773262,0.48579519987106323,0.0,-0.004928335547447205,0.00020122887508478016,164736,-0.005340546369552612,,-0.01371920108795166,693.0,1763260321.241229,,1823,264.9807960987091
0.0003131125122308731,650.8659057617188,0.40152642130851746,0.0,-0.00039602816104888916,0.0001995391648961231,167552,0.005020353943109512,,-0.00044548511505126953,694.0,1763260325.0345619,,1851,268.7741289138794
0.0003581251949071884,719.6969604492188,0.4921605587005615,0.0,-0.0032660281285643578,0.00019923194486182183,168064,-0.0030356217175722122,,-7.319450378417969e-05,694.0,1763260325.7539535,,1856,269.49352049827576
0.00041918735951185226,0.0006243935786187649,0.507310688495636,0.0,0.001254078932106495,0.00019846389477606863,169344,0.008911130018532276,,-0.032381534576416016,695.0,1763260327.2233086,,1868,270.9628756046295
0.0002465825527906418,0.0008484623394906521,0.5267863869667053,0.0,-0.005371756851673126,0.00019815668929368258,169856,0.005956724286079407,,0.0379597544670105,696.0,1763260327.6750088,,1873,271.4145758152008
0.0003236765041947365,0.003954724874347448,0.543157696723938,0.0,-0.0029457956552505493,0.00019792627426795661,170240,0.002075384370982647,,0.025985538959503174,696.0,1763260328.0131495,,1877,271.7527165412903
0.0019569313153624535,0.00895323883742094,0.4236101508140564,0.00390625,-0.021844998002052307,0.00019738863920792937,171136,0.004149273969233036,,-0.4778444766998291,697.0,1763260329.115802,,1886,272.85536909103394
0.0005906186997890472,621.64404296875,0.4711471199989319,0.0,0.002587348222732544,0.00019685100414790213,172032,-0.0014127586036920547,,-0.0001811981201171875,697.0,1763260330.3257246,,1895,274.0652916431427
0.0003708377480506897,0.00015292207535821944,0.41334348917007446,0.0,0.0021828263998031616,0.0001963133690878749,172928,0.0028555206954479218,,-0.006305217742919922,698.0,1763260331.4430907,,1903,275.18265771865845
0.0015959925949573517,0.004379651043564081,0.4837498962879181,0.0078125,-0.012426167726516724,0.00019615975907072425,173184,-0.008026793599128723,,-0.3410688638687134,698.0,1763260331.8093164,,1906,275.54888343811035
0.002346249297261238,0.00030629802495241165,0.43352240324020386,0.0,0.02013527601957321,0.00019539170898497105,174464,0.028776995837688446,,-0.05968344211578369,699.0,1763260333.155321,,1918,276.89488792419434
5.320180207490921e-05,382.2357177734375,0.5433664321899414,0.0,-0.0010464191436767578,0.00019531490397639573,174592,0.0009839581325650215,,-0.00018322467803955078,699.0,1763260333.2690353,,1920,277.00860238075256
0.00228755921125412,0.0060767484828829765,0.41844484210014343,0.001953125,0.0022866129875183105,0.00019377880380488932,177152,0.010912228375673294,,-0.07897233963012695,703.0,1763260335.5795639,,1945,279.319130897522
4.1682273149490356e-05,929.3170166015625,0.45438241958618164,0.0,0.0004759654402732849,0.0001929339487105608,178560,0.0010498017072677612,,-0.00026798248291015625,705.0,1763260336.8803132,,1959,280.6198801994324
,,,,,,180003,,500.0,,,1763260338.1587272,500.0,1973,281.89829421043396
0.00012620072811841965,0.0058250343427062035,0.39595693349838257,0.0,0.0015524551272392273,0.00019132104353047907,181248,-0.0023440876975655556,,-1.549976110458374,709.0,1763260339.2903078,,1985,283.02987480163574
0.0035692667588591576,0.0002870217140298337,0.424746572971344,0.0078125,-0.0230085588991642,0.00019093701848760247,181888,-0.0019597476348280907,,0.24482333660125732,709.0,1763260340.052237,,1991,283.7918040752411
,,,,,,183003,,500.0,,,1763260341.3228545,500.0,2002,285.0624215602875
,,,,,,183503,,500.0,,,1763260341.8980823,500.0,2007,285.63764929771423
0.0049154553562402725,0.00015058909775689244,0.4553433656692505,0.001953125,-0.028191760182380676,0.00018940091831609607,184448,-0.02002810500562191,,-0.17834126949310303,711.0,1763260343.147995,,2016,286.8875620365143
0.0029008565470576286,0.006039334461092949,0.5225858092308044,0.0,-0.003942407667636871,0.00018924730829894543,184704,0.03336230665445328,,-0.03501331806182861,711.0,1763260343.4569755,,2019,287.1965425014496
0.003467150963842869,0.005886283237487078,0.48685088753700256,0.001953125,-0.03078138828277588,0.00018894008826464415,185216,0.011138501577079296,,-0.010259628295898438,711.0,1763260344.0505426,,2024,287.7901096343994
,,,,,,185503,,500.0,,,1763260344.405526,500.0,2027,288.14509296417236
0.005906498990952969,0.007488361559808254,0.5222960114479065,0.0078125,-0.003900691866874695,0.00018863286823034286,185728,-0.02773888036608696,,-0.023584723472595215,711.0,1763260344.6907666,,2029,288.43033361434937
0.0016574691981077194,0.006565472576767206,0.5275222063064575,0.0,-0.011575378477573395,0.00018832564819604158,186240,-0.008100902661681175,,-0.07332956790924072,711.0,1763260345.363113,,2034,289.10267996788025
0.0038097361102700233,0.0002147514751413837,0.5355269908905029,0.0,-0.013139789924025536,0.0001876344031188637,187392,0.00819092895835638,,0.029297709465026855,712.0,1763260346.7928371,,2045,290.53240418434143
,,,,,,188003,,500.0,,,1763260347.4148433,500.0,2051,291.15441036224365
0.0012118341401219368,909.3516845703125,0.4990811347961426,0.0,0.014431431889533997,0.0001872503780759871,188032,-0.0077933864668011665,,-3.7550926208496094e-05,712.0,1763260347.4968724,,2052,291.23643946647644
,,,,,,189835,,267.0,,,1763260349.1211379,267.0,2070,292.86070489883423
0.00036795344203710556,0.0072292122058570385,0.5501734018325806,0.0,0.004555083811283112,0.00018579109746497124,190464,-0.001919376663863659,,0.4114079475402832,716.0,1763260349.7185073,,2076,293.45807433128357
0.0016124136745929718,0.0004310506337787956,0.5298880338668823,0.005859375,-0.0061330124735832214,0.00018471582734491676,192256,0.0023263320326805115,,-0.7176061868667603,718.0,1763260351.3247237,,2093,295.06429076194763
,,,,,,192335,,500.0,,,1763260351.3520367,500.0,2094,295.0916037559509
0.0002752253785729408,0.00046194883179850876,0.5564399361610413,0.0,-0.00742749311029911,0.00018325653218198568,194688,0.004618487320840359,,0.04034388065338135,718.0,1763260354.5228782,,2117,298.2624452114105
0.0016914475709199905,0.0014558460097759962,0.5598509311676025,0.001953125,-0.016146689653396606,0.0001817972370190546,197120,-0.004725228995084763,,-0.3521014451980591,720.0,1763260357.3534288,,2141,301.0929958820343
0.0004794187843799591,0.006146213039755821,0.5722616910934448,0.0,-0.001930341124534607,0.00018156682199332863,197504,-0.0007094535976648331,,-0.06425142288208008,720.0,1763260357.6944163,,2146,301.43398332595825
0.001007402315735817,0.000768596597481519,0.5328456163406372,0.005859375,-0.001701822504401207,0.0001814900169847533,197632,-0.011282866820693016,,0.018985629081726074,721.0,1763260357.8075185,,2147,301.54708552360535
0.006122271530330181,0.0004228506877552718,0.5576555132865906,0.01171875,-0.010251281782984734,0.000181413211976178,197760,-0.001997084356844425,,-0.10816168785095215,721.0,1763260357.9169738,,2148,301.6565408706665
0.0005995016545057297,282.97674560546875,0.5966205596923828,0.0,-0.010450389236211777,0.0001810291869333014,198400,-0.0014497153460979462,,-0.00013720989227294922,722.0,1763260358.514033,,2155,302.25360012054443
,,,,,,199946,,500.0,,,1763260359.9062521,500.0,2172,303.6458191871643
0.0002494165673851967,0.00031289178878068924,0.6254855990409851,0.0,-0.0021844878792762756,0.00017926267173606902,201344,-0.001209433190524578,,0.051423490047454834,725.0,1763260361.2403457,,2185,304.97991275787354
0.0005923593416810036,773.34033203125,0.5833771824836731,0.0,-0.01233675330877304,0.00017887864669319242,201984,-0.014486056752502918,,-6.330013275146484e-05,726.0,1763260361.8082368,,2192,305.5478038787842
0.0033184606581926346,0.005336887203156948,0.5219974517822266,0.00390625,-0.0023801177740097046,0.00017849462165031582,202624,0.015532849356532097,,0.27795177698135376,727.0,1763260362.4011917,,2198,306.1407587528229
0.003179567866027355,0.00047533336328342557,0.4796314835548401,0.00390625,-0.02341301739215851,0.0001784178166417405,202752,0.012351847253739834,,-0.050226449966430664,727.0,1763260362.5110784,,2199,306.2506453990936
0.0017633652314543724,0.0004273157683201134,0.3964274823665619,0.0,-0.014674663543701172,0.00017772657156456262,203904,0.011864705942571163,,-0.25189006328582764,728.0,1763260363.555081,,2211,307.2946479320526
0.0006395000964403152,0.0046111810952425,0.597381591796875,0.0,-0.004578307271003723,0.00017757296154741198,204160,0.0046003591269254684,,-0.01921069622039795,729.0,1763260363.7789924,,2214,307.5185594558716
0.007021605968475342,0.00029516409267671406,0.49943721294403076,0.01953125,-0.013945668935775757,0.00017718893650453538,204800,0.05188947916030884,,0.0013080239295959473,729.0,1763260364.368751,,2220,308.10831809043884
0.0009944895282387733,0.005887977778911591,0.579011082649231,0.0,-0.009687524288892746,0.00017703532648738474,205056,0.002802654169499874,,-0.06539535522460938,730.0,1763260364.594397,,2223,308.3339641094208
0.0013245698064565659,0.0002898735401686281,0.6150711178779602,0.001953125,-0.002311311662197113,0.0001768817164702341,205312,-0.012821003794670105,,-0.008463501930236816,730.0,1763260364.8179238,,2225,308.5574908256531
,,,,,,205414,,500.0,,,1763260364.8534846,500.0,2226,308.5930516719818
0.0002720169723033905,878.9279174804688,0.5199967622756958,0.0,-0.0016081668436527252,0.00017680491146165878,205440,-0.006618214771151543,,-0.00014853477478027344,730.0,1763260364.931944,,2227,308.6715109348297
,,,,,,205914,,500.0,,,1763260365.314019,500.0,2231,309.05358600616455
5.962420254945755e-05,0.005984661169350147,0.5732064247131348,0.0,0.0016086995601654053,0.00017634408141020685,206208,-0.000606154091656208,,-0.013591885566711426,730.0,1763260365.848251,,2235,309.58781814575195
0.00040691252797842026,0.0007777721039019525,0.5727931261062622,0.0,-0.0014456622302532196,0.00017596005636733025,206848,-0.0016091475263237953,,-0.1331390142440796,731.0,1763260366.6056192,,2241,310.3451862335205
,,,,,,207499,,500.0,,,1763260367.4810722,500.0,2248,311.2206392288208
0.0004188576713204384,0.005576124414801598,0.6115870475769043,0.0,-0.0007722154259681702,0.000175422421307303,207744,0.00011930335313081741,,-0.11082696914672852,731.0,1763260367.7915776,,2250,311.53114461898804
0.00022399984300136566,588.3065795898438,0.6083074808120728,0.0,-0.0013150274753570557,0.00017526881129015237,208000,-0.003274098038673401,,2.0742416381835938e-05,731.0,1763260368.0547848,,2253,311.79435181617737
0.0031404756009578705,0.00854553747922182,0.5435272455215454,0.005859375,-0.02774430438876152,0.0001742703461786732,209664,0.0018462054431438446,,0.06243622303009033,733.0,1763260369.7710385,,2272,313.5106055736542
7.660780102014542e-05,1192.2216796875,0.5400860905647278,0.0,-0.0009290054440498352,0.00017380953067913651,210432,-0.001463138498365879,,-0.0002974271774291992,733.0,1763260370.4415867,,2280,314.1811537742615
,,,,,,211902,,500.0,,,1763260371.9742277,500.0,2295,315.71379470825195
0.002853626385331154,0.0006165611557662487,0.5838550329208374,0.001953125,-0.007801909931004047,0.00017273426055908203,212224,-0.0011853370815515518,,-0.17723894119262695,735.0,1763260372.4636571,,2298,316.2032241821289
,,,,,,213402,,500.0,,,1763260374.0518906,500.0,2310,317.79145765304565
1.3742595911026001e-05,0.00426294794306159,0.5773047208786011,0.0,-0.0019504018127918243,0.0001718894054647535,213632,-0.0005085039883852005,,-0.020843029022216797,735.0,1763260374.3378086,,2312,318.0773756504059
0.0020214365795254707,0.0006381083512678742,0.4876348078250885,0.001953125,-0.015037234872579575,0.0001715053804218769,214272,0.010238952934741974,,-0.023774147033691406,735.0,1763260375.1694605,,2318,318.90902757644653
0.0039266496896743774,0.00036325582186691463,0.5235092639923096,0.0,-0.0026484280824661255,0.00017127496539615095,214656,-0.011543290689587593,,-0.0681908130645752,735.0,1763260375.6376011,,2322,319.37716817855835
,,,,,,214902,,500.0,,,1763260375.8413038,500.0,2324,319.5808708667755
,,,,,,215402,,500.0,,,1763260376.4827464,500.0,2329,320.22231340408325
,,,,,,216402,,500.0,,,1763260377.7173035,500.0,2339,321.4568705558777
0.000336281955242157,0.00027926251641474664,0.5513643622398376,0.0,-0.0034385882318019867,0.0001699692802503705,216832,0.0016172043979167938,,0.013420522212982178,736.0,1763260378.2978082,,2343,322.0373752117157
0.00155557319521904,0.00019640829123090953,0.5724952816963196,0.0,-0.011823449283838272,0.00016966206021606922,217344,-0.005959542468190193,,0.07951265573501587,736.0,1763260378.8847845,,2348,322.62435150146484
,,,,,,217902,,500.0,,,1763260379.3864524,500.0,2354,323.12601947784424
0.0023586153984069824,0.00018643023213371634,0.5981040000915527,0.0,-0.02217085286974907,0.00016874040011316538,218880,0.0003306809812784195,,0.0977402925491333,738.0,1763260380.2945864,,2363,324.0341534614563
6.892159581184387e-05,978.377685546875,0.6171939969062805,0.0,0.0019010230898857117,0.00016720429994165897,221440,-0.003298470750451088,,-5.626678466796875e-05,740.0,1763260382.6707168,,2389,326.4102838039398
7.459335029125214e-05,940.9186401367188,0.5441935062408447,0.0,0.000785529613494873,0.0001668970799073577,221952,-0.0001629795879125595,,-9.632110595703125e-05,740.0,1763260383.381742,,2394,327.12130904197693
0.00022432953119277954,0.00023725746723357588,0.5166850090026855,0.0,0.0016651749610900879,0.00016490014968439937,225280,-0.0012709926813840866,,-0.007552623748779297,743.0,1763260386.836212,,2426,330.57577896118164
0.0001027323305606842,0.0003210317518096417,0.503719687461853,0.0,-0.0022857114672660828,0.0001646697346586734,225664,-0.0004969891160726547,,-0.03405869007110596,743.0,1763260387.1739943,,2430,330.91356134414673
0.0005122339352965355,0.0044691734947264194,0.5555006265640259,0.0,0.00023675709962844849,0.0001635176595300436,227584,-0.0027307486161589622,,-0.4833104610443115,745.0,1763260388.9260037,,2449,332.6655707359314
0.0019227424636483192,0.000414831010857597,0.5033013820648193,0.0,-0.017221719026565552,0.00016251919441856444,229248,0.008575164712965488,,0.014371335506439209,747.0,1763260390.4117568,,2465,334.1513237953186
,,,,,,231902,,500.0,,,1763260392.7501068,500.0,2491,336.48967385292053
4.90313395857811e-05,0.004746348597109318,0.5554913878440857,0.0,0.002120865508913994,0.00016082949878182262,232064,0.0014624977484345436,,-0.07789301872253418,750.0,1763260392.9744477,,2493,336.71401476860046
,,,,,,233402,,500.0,,,1763260394.153546,500.0,2506,337.8931131362915
0.0006255051121115685,0.0003040857263840735,0.5631335377693176,0.0,-0.0024819541722536087,0.00015952381363604218,234240,0.012705636210739613,,0.08630168437957764,752.0,1763260394.9123566,,2514,338.6519236564636
0.00018963776528835297,0.00021407085296232253,0.5450607538223267,0.0,-0.002983957529067993,0.00015944700862746686,234368,0.0014957413077354431,,0.006945192813873291,752.0,1763260395.0535693,,2515,338.7931363582611
5.757063627243042e-05,0.00013042057980783284,0.5472975969314575,0.0,0.0006264131516218185,0.00015913978859316558,234880,0.004040244966745377,,0.02173084020614624,753.0,1763260395.5470648,,2520,339.28663182258606
0.00012733787298202515,0.0004946824046783149,0.5254712104797363,0.0,-0.0003809090703725815,0.00015837173850741237,236160,0.0021831877529621124,,0.0018060803413391113,753.0,1763260397.2961047,,2533,341.035671710968
,,,,,,236902,,500.0,,,1763260398.19228,500.0,2540,341.9318470954895
0.00039895717054605484,0.004629818256944418,0.515418291091919,0.0,0.00040823034942150116,0.00015752688341308385,237568,0.0028693052008748055,,0.040011048316955566,753.0,1763260399.1764414,,2547,342.9160084724426
,,,,,,239902,,500.0,,,1763260402.3213704,500.0,2570,346.06093740463257
5.217548459768295e-05,491.07818603515625,0.4882359206676483,0.0,-0.0004417933523654938,0.00015606758825015277,240000,0.0018511554226279259,,-8.392333984375e-05,753.0,1763260402.4602857,,2571,346.19985270500183
0.0001540025696158409,651.2116088867188,0.5715919137001038,0.0,-0.0011364668607711792,0.00015576036821585149,240512,-0.0009025214239954948,,-4.494190216064453e-05,752.0,1763260403.1480556,,2576,346.8876225948334
0.00014726538211107254,0.003483039094135165,0.5222465395927429,0.0,-0.005936127156019211,0.00015568356320727617,240640,-0.003438289277255535,,0.012935340404510498,752.0,1763260403.3386948,,2577,347.0782618522644
0.00020502042025327682,0.00015768976300023496,0.5588160753250122,0.0,-0.0012412108480930328,0.00015376343799289316,243840,0.007767722941935062,,0.018269479274749756,754.0,1763260407.0747178,,2608,350.81428480148315
0.00015841517597436905,560.2077026367188,0.5111174583435059,0.0,-0.0021746382117271423,0.00015368663298431784,243968,-0.0015617413446307182,,-4.410743713378906e-05,754.0,1763260407.1874008,,2610,350.9269678592682
0.00019984785467386246,124.57393646240234,0.5414656400680542,0.0,-0.006952954456210136,0.00015245775284711272,246016,3.148335963487625e-05,,-1.8477439880371094e-05,756.0,1763260409.0666265,,2630,352.8061935901642
9.558163583278656e-06,0.00041605427395552397,0.5850105285644531,0.0,-0.0012897271662950516,0.00015207372780423611,246656,-9.518582373857498e-05,,0.06125295162200928,756.0,1763260409.6201975,,2636,353.35976457595825
0.00037815608084201813,0.0004103249520994723,0.5488219261169434,0.0,-0.005303345620632172,0.00015145928773563355,247680,0.0018336959183216095,,-0.004911303520202637,757.0,1763260410.5497873,,2646,354.2893543243408
0.0003648698329925537,0.00013791439414490014,0.5330479741096497,0.0,-0.006522864103317261,0.00015138248272705823,247808,-0.0021337270736694336,,-0.005384922027587891,758.0,1763260410.6607678,,2647,354.4003348350525
,,,,,,247902,,500.0,,,1763260410.6943107,500.0,2648,354.4338777065277
,,,,,,249902,,500.0,,,1763260413.1902356,500.0,2668,356.9298026561737
,,,,,,250402,,500.0,,,1763260413.9071863,500.0,2673,357.6467533111572
,,,,,,251402,,500.0,,,1763260415.2172084,500.0,2683,358.9567754268646
,,,,,,251902,,500.0,,,1763260415.8039396,500.0,2687,359.54350662231445
0.0006981063634157181,0.004439916927367449,0.5358724594116211,0.0,-0.005988806486129761,0.0001488479319959879,252032,0.0010661724954843521,,-0.12851083278656006,758.0,1763260416.1225657,,2689,359.86213278770447
,,,,,,252402,,500.0,,,1763260416.511098,500.0,2692,360.2506649494171
,,,,,,255091,,46.0,,,1763260420.8025048,46.0,2732,364.5420718193054
0.00046897120773792267,0.18221986293792725,0.5508151054382324,0.0,0.016595669090747833,0.00014646697673015296,256000,0.009525341913104057,,-1.3427636623382568,755.0,1763260422.7804117,,2752,366.519978761673
2.7150847017765045e-05,0.38611841201782227,0.6381402611732483,0.0,-0.003754816949367523,0.00014631336671300232,256256,-0.0003038691356778145,,0.007999062538146973,754.0,1763260423.2038665,,2757,366.9434335231781
0.00010049249976873398,0.08539879322052002,0.5379780530929565,0.0,0.0023715123534202576,0.00014539170661009848,257792,0.0003054095432162285,,-1.517307996749878,754.0,1763260425.3263733,,2772,369.06594038009644
0.00011718831956386566,0.027736850082874298,0.5830323696136475,0.0,-0.002882443368434906,0.00014477726654149592,258816,-0.0007982347160577774,,-11.341507911682129,754.0,1763260426.8263438,,2782,370.5659108161926
0.00045469123870134354,0.0033143749460577965,0.5181013345718384,0.0,-0.006100326776504517,0.0001447004615329206,258944,0.0036690188571810722,,-0.06248056888580322,754.0,1763260426.998923,,2783,370.7384901046753
0.00047901272773742676,0.001202833722345531,0.5854560732841492,0.0,-0.00013583526015281677,0.00014408602146431804,259968,-0.00040478818118572235,,-0.5889444351196289,754.0,1763260428.4775028,,2793,372.21706986427307
,,,,,,263066,,500.0,,,1763260431.6654863,500.0,2824,375.4050533771515
,,,,,,265066,,500.0,,,1763260433.3978384,500.0,2843,377.1374053955078
0.000293780118227005,0.0001415061269653961,0.5003805160522461,0.0,-0.010199639946222305,0.0001401689660269767,266496,0.0026003215461969376,,-0.03250229358673096,759.0,1763260434.7678685,,2857,378.50743556022644
0.00032076984643936157,0.00021463734447024763,0.512274980545044,0.0,-0.00792381539940834,0.0001386328658554703,269056,-0.0003559160977602005,,-0.04814779758453369,761.0,1763260437.082992,,2882,380.8225591182709
0.0003081904724240303,0.00041124169365502894,0.52689528465271,0.0,-0.00961054116487503,0.00013817203580401838,269824,0.00648928340524435,,-0.21767687797546387,762.0,1763260437.789933,,2890,381.5295000076294
5.620531737804413e-05,0.00017010391457006335,0.51045161485672,0.0,0.0015252083539962769,0.00013686636521015316,272000,-0.004567308351397514,,-0.029474377632141113,764.0,1763260439.7199597,,2911,383.45952677726746
3.9303675293922424e-05,0.0003388669865671545,0.5335735082626343,0.0,0.0012752488255500793,0.00013540707004722208,274432,0.0016106758266687393,,0.04408377408981323,766.0,1763260441.9449692,,2935,385.6845362186432
0.0003172578290104866,0.001152236945927143,0.4592662751674652,0.0,0.0011518411338329315,0.00013456221495289356,275840,-0.0036356085911393166,,-2.077263355255127,767.0,1763260443.2111008,,2949,386.9506678581238
0.0026302309706807137,0.00020915539062116295,0.46683308482170105,0.001953125,0.007846839725971222,0.00013387096987571567,276992,-0.014939832501113415,,0.1171194314956665,768.0,1763260444.2469969,,2960,387.98656392097473
8.956901729106903e-05,0.0002429899905109778,0.4750271439552307,0.0,-0.0030061379075050354,0.00013294930977281183,278528,0.0016346946358680725,,0.02179938554763794,769.0,1763260445.6237714,,2975,389.363338470459
0.0025787390768527985,0.0005140425055287778,0.46911826729774475,0.0,-0.007961388677358627,0.0001321044546784833,279936,0.012714749202132225,,-0.0017448663711547852,770.0,1763260446.8832517,,2989,390.6228187084198
0.0015203021466732025,0.004760107025504112,0.4680773913860321,0.0,-0.010464169085025787,0.00013164362462703139,280704,0.02581871673464775,,-1.4666059017181396,771.0,1763260447.5873208,,2997,391.32688784599304
0.0001287497580051422,694.2952880859375,0.4771959185600281,0.0,-0.000523831695318222,0.00013079876953270286,282112,-0.00040413998067379,,-0.0006407499313354492,772.0,1763260448.8470192,,3011,392.58658623695374
0.004422848112881184,0.005132368300110102,0.5183402895927429,0.013671875,0.0020186305046081543,0.00012834100925829262,286208,0.003538834862411022,,0.1321391463279724,776.0,1763260452.5595403,,3051,396.2991073131561
0.0014838622882962227,0.08243187516927719,0.5262728929519653,0.0,-0.019230499863624573,0.00012818739924114197,286464,-0.0026752958074212074,,-22.00615882873535,776.0,1763260452.7801113,,3053,396.5196783542633
0.003751159645617008,0.005530401133000851,0.48509132862091064,0.001953125,-0.0012987013906240463,0.00012741934915538877,287744,0.004532107152044773,,-0.14715659618377686,777.0,1763260453.9407542,,3066,397.68032121658325
0.000516209751367569,476.7810363769531,0.5247786045074463,0.0,-0.006566200405359268,0.0001271889341296628,288128,0.0011610295623540878,,-0.0002492666244506836,777.0,1763260454.2773404,,3070,398.016907453537
0.005735807120800018,0.0003380809794180095,0.4562017023563385,0.021484375,0.006371267139911652,0.0001263440790353343,289536,-0.0038176272064447403,,-0.004017233848571777,778.0,1763260455.612833,,3083,399.3524000644684
,,,,,,291066,,500.0,,,1763260456.953597,500.0,3098,400.6931641101837
,,,,,,291566,,500.0,,,1763260457.3986998,500.0,3103,401.1382668018341
,,,,,,293652,,500.0,,,1763260459.3569295,500.0,3127,403.09649658203125
0.0027960799634456635,0.010932582430541515,0.4397853910923004,0.0,-0.009765777736902237,0.00012373272329568863,293888,0.00020087696611881256,,-0.02874588966369629,781.0,1763260459.5738552,,3129,403.31342220306396
,,,,,,295079,,500.0,,,1763260460.6369767,500.0,3141,404.3765437602997
0.0016648760065436363,0.004953560885041952,0.5469921827316284,0.0,-0.013813979923725128,0.0001228878682013601,295296,-0.008646315895020962,,-0.16570115089416504,782.0,1763260460.8872502,,3143,404.6268172264099
,,,,,,295579,,500.0,,,1763260461.1564467,500.0,3146,404.89601373672485
0.0007092040032148361,0.04221182316541672,0.5302459597587585,0.0,0.010676831007003784,0.00012127496302127838,297984,0.001878557726740837,,-1.7001972198486328,783.0,1763260464.2140784,,3170,407.9536454677582
,,,,,,299009,,169.0,,,1763260465.158551,169.0,3183,408.898118019104
0.0005359845235943794,0.4776298403739929,0.4440455436706543,0.0,-0.005886465311050415,0.00012043010792694986,299392,-0.0014052828773856163,,-16.000951766967773,784.0,1763260465.497313,,3188,409.2368800640106
0.0010831542313098907,788.2852172851562,0.5235148072242737,0.0,0.005074966698884964,0.00011912442278116941,301568,-0.0029474664479494095,,0.029112637042999268,783.0,1763260468.560349,,3217,412.29991602897644
0.00014733150601387024,1.333653450012207,0.5016584396362305,0.0,0.0019022226333618164,0.00011881720274686813,302080,-0.0006367303431034088,,0.7367846965789795,783.0,1763260469.3130047,,3224,413.05257177352905
,,,,,,303990,,275.0,,,1763260471.0945845,275.0,3247,414.83415150642395
,,,,,,304142,,152.0,,,1763260471.3277404,152.0,3250,415.067307472229
0.0006442805752158165,3.642751455307007,0.483797550201416,0.0,-0.0027053244411945343,0.00011743471259251237,304384,0.0028521912172436714,,-26.543317794799805,784.0,1763260471.5435355,,3252,415.2831025123596
,,,,,,304642,,500.0,,,1763260471.7688408,500.0,3255,415.508407831192
,,,,,,304905,,132.0,,,1763260471.999647,132.0,3259,415.73921394348145
0.000216546468436718,0.21169158816337585,0.4866355061531067,0.0,0.001550912857055664,0.00011628264473984018,306304,0.0032015712931752205,,-0.01882755756378174,786.0,1763260473.2634573,,3272,417.0030243396759
5.355570465326309e-05,0.43540605902671814,0.4581459164619446,0.0,-0.0020488686859607697,0.00011612903472268954,306560,0.00291349645704031,,-9.24238395690918,786.0,1763260473.5269625,,3275,417.2665295600891
0.00017654895782470703,0.19095352292060852,0.4922063946723938,0.0,-0.002483755350112915,0.00011605222971411422,306688,0.0018702484667301178,,-0.008236289024353027,786.0,1763260473.6382644,,3276,417.3778314590454
0.000515270046889782,0.03751087188720703,0.43094322085380554,0.0,-0.0017500519752502441,0.0001148233495769091,308736,-0.005627497099339962,,0.05602908134460449,788.0,1763260475.5050538,,3296,419.2446208000183
5.1050446927547455e-05,633.822021484375,0.4347617030143738,0.0,0.0015889108180999756,0.00011466973955975845,308992,0.0005249539390206337,,-0.0024787187576293945,788.0,1763260475.7313912,,3299,419.47095823287964
0.00015716999769210815,923.6322021484375,0.5353655815124512,0.0,-0.0025886595249176025,0.00011228878429392353,312960,0.0008291862905025482,,-0.00022721290588378906,791.0,1763260479.313656,,3338,423.05322313308716
0.0008924286812543869,0.00035565337748266757,0.4612540304660797,0.0,0.0018861033022403717,0.000111443929199595,314368,-0.015293553471565247,,0.019851326942443848,792.0,1763260480.5756278,,3351,424.3151948451996
,,,,,,314905,,500.0,,,1763260481.0732985,500.0,3357,424.81286549568176
0.0003534536808729172,0.0006133505958132446,0.5029123425483704,0.0,-0.004621664993464947,0.00011090630141552538,315264,0.0024017486721277237,,-0.1742779016494751,792.0,1763260481.3977025,,3360,425.1372694969177
9.851530194282532e-06,0.002710265340283513,0.4434478282928467,0.0,-0.00043097883462905884,0.00010860215115826577,319104,-0.0008746292442083359,,0.18283623456954956,795.0,1763260484.8977468,,3398,428.63731384277344
,,,,,,319405,,500.0,,,1763260485.1374679,500.0,3401,428.87703490257263
,,,,,,319905,,500.0,,,1763260485.5781643,500.0,3406,429.31773138046265
