charts/learning_rate,_runtime,losses/old_approx_kl,charts/episodic_return,global_step,losses/clipfrac,losses/explained_variance,losses/entropy,losses/approx_kl,_timestamp,charts/SPS,charts/episodic_length,_step,losses/value_loss,losses/policy_loss
0.0002821044472511858,82.902423620224,0.000166257843375206,,29952,0.0,-0.02212846279144287,0.5395448207855225,1.551210880279541e-05,1763260139.1499786,539.0,,504,95.54568481445312,0.0006334632635116577
,84.4912440776825,,430.0,30963,,,,,1763260140.738799,,430.0,515,,
0.0002806451520882547,86.9570939540863,-0.0011570220813155174,,32384,0.0,0.04516410827636719,0.6144388318061829,0.00017981324344873428,1763260143.204649,543.0,,530,79.83995056152344,-0.0013368185609579086
0.00028010751702822745,88.4135160446167,-0.0005373004823923111,,33280,0.0,0.0037428736686706543,0.5320670008659363,1.2740492820739746e-06,1763260144.661071,545.0,,539,89.22086334228516,0.00017205625772476196
,89.47670435905457,,317.0,34035,,,,,1763260145.7242594,,317.0,547,,
0.0002792626619338989,90.69892358779907,-0.002414340153336525,,34688,0.0,0.04460573196411133,0.5834115743637085,0.00023548491299152374,1763260146.9464786,548.0,,555,61.681705474853516,-0.0003341585397720337
0.00027903224690817297,91.32136273384094,-0.027971146628260612,,35072,0.009765625,-0.00043320655822753906,0.5219656229019165,0.0042872317135334015,1763260147.5689178,548.0,,559,213.37387084960938,-0.024705730378627777
0.00027857141685672104,92.58322048187256,0.0017289435490965843,,35840,0.0,0.0036493539810180664,0.47712451219558716,2.596992999315262e-05,1763260148.8307755,549.0,,568,288.9351501464844,-0.0024492405354976654
,96.66820740699768,,293.0,38404,,,,,1763260152.9157624,,293.0,595,,
0.00027619049069471657,99.09982633590698,-0.0006642555817961693,,39808,0.0,0.765062153339386,0.5868306756019592,0.0002621198073029518,1763260155.3473814,555.0,,612,42.620906829833984,-0.0006327927112579346
,99.3611330986023,,500.0,40053,,,,,1763260155.608688,,500.0,614,,
,101.39411282539368,,119.0,41175,,,,,1763260157.6416678,,119.0,630,,
,102.09518527984619,,143.0,41582,,,,,1763260158.3427403,,143.0,636,,
0.00027496161055751145,102.71609807014465,-0.0006482545286417007,,41856,0.0,0.6498706936836243,0.6187108159065247,0.00018830597400665283,1763260158.963653,555.0,,640,112.965576171875,0.0015180259943008423
0.0002744239754974842,104.20531845092773,0.0024138223379850388,,42752,0.0,0.08099663257598877,0.5919764637947083,0.00016258284449577332,1763260160.4528735,556.0,,650,48.7717170715332,-0.00017218291759490967
,105.76178073883057,,78.0,43637,,,,,1763260162.0093358,,78.0,664,,
,107.98323154449463,,69.0,44761,,,,,1763260164.2307866,,69.0,684,,
,108.52423310279846,,112.0,45037,,,,,1763260164.7717881,,112.0,689,,
,109.53549194335938,,115.0,45484,,,,,1763260165.783047,,115.0,698,,
0.00027265746030025184,110.01517653465271,-0.0008293436840176582,,45696,0.0,0.5527911186218262,0.5825138092041016,2.984609454870224e-05,1763260166.2627316,553.0,,702,146.09251403808594,0.0001968592405319214
,110.5465440750122,,112.0,45960,,,,,1763260166.794099,,112.0,707,,
0.000271735800197348,113.01352095603943,-0.0008159205317497253,,47232,0.0,0.7532998919487,0.5472047924995422,5.875714123249054e-05,1763260169.261076,551.0,,729,107.14079284667969,0.0015763044357299805
0.0002706605300772935,116.48214936256409,-0.00010051485151052475,,49024,0.0,0.4719119668006897,0.5183759927749634,0.0004955260083079338,1763260172.7297044,550.0,,757,165.25802612304688,-0.0068459585309028625
,116.97925114631653,,127.0,49338,,,,,1763260173.2268062,,127.0,762,,
0.0002701997000258416,117.78141927719116,0.011152566410601139,,49792,0.0,0.8057693243026733,0.5743049383163452,0.001871262677013874,1763260174.0289743,550.0,,767,35.41301727294922,-0.01897425949573517
0.0002698924799915403,118.75088381767273,0.0026709269732236862,,50304,0.0,0.9285398721694946,0.6003676056861877,8.995458483695984e-05,1763260174.9984388,550.0,,775,16.33203125,-0.002000543288886547
0.00026935484493151307,120.38471531867981,-0.0006485003978013992,,51200,0.0,0.9712481498718262,0.602690577507019,0.00012938864529132843,1763260176.6322703,550.0,,788,4.824851036071777,0.002506926655769348
,121.40876889228821,,291.0,51818,,,,,1763260177.656324,,291.0,797,,
0.00026850998983718455,122.83014869689941,-0.008098325692117214,,52608,0.0,-12.878419876098633,0.6280921697616577,0.0026462050154805183,1763260179.0777037,551.0,,806,138.16712951660156,-0.006003767251968384
,123.95404648780823,,82.0,53286,,,,,1763260180.2016015,,82.0,815,,
0.000265975424554199,130.06000232696533,0.0063550593331456184,,56832,0.0,0.35464805364608765,0.5916016697883606,0.0010589538142085075,1763260186.3075573,553.0,,863,126.6277084350586,-0.007971394807100296
0.00026551459450274706,131.3068447113037,0.018463853746652603,,57600,0.0,-1.0609626770019531e-05,0.6109183430671692,0.0015658074989914894,1763260187.5543997,554.0,,872,161.78321838378906,-0.020989470183849335
0.0002653609844855964,131.76766777038574,-6.793439388275146e-05,,57856,0.0,0.16534322500228882,0.5976616740226746,6.221234798431396e-07,1763260188.0152228,554.0,,876,424.81591796875,-0.000203816220164299
,138.15231323242188,,500.0,61856,,,,,1763260194.3998682,,500.0,922,,
0.00026244239415973425,139.44799780845642,0.00047113094478845596,,62720,0.0,-0.15081465244293213,0.5856111645698547,0.0003807349130511284,1763260195.6955528,559.0,,930,21.372783660888672,-0.0013738945126533508
0.00026198156410828233,140.62501978874207,0.0011521084234118462,,63488,0.0,-0.291790246963501,0.6145842671394348,6.991345435380936e-05,1763260196.8725748,560.0,,938,19.503219604492188,-0.00036356598138809204
0.0002618279540911317,141.02867460250854,0.0034207478165626526,,63744,0.0,-0.0033921003341674805,0.5835124850273132,0.0018197465687990189,1763260197.2762296,561.0,,941,285.63604736328125,-0.0025768689811229706
,141.07884883880615,,157.0,63842,,,,,1763260197.3264039,,157.0,942,,
,141.86704206466675,,162.0,64281,,,,,1763260198.114597,,162.0,948,,
,145.43072652816772,,500.0,66634,,,,,1763260201.6782815,,500.0,974,,
0.00025975421885959804,146.38042306900024,-0.00314492080360651,,67200,0.0,0.0075026750564575195,0.5999817848205566,0.00016565527766942978,1763260202.627978,564.0,,980,298.8728942871094,-0.0017858818173408508
0.0002595238038338721,147.010822057724,-0.00026570819318294525,,67584,0.0,-0.9220061302185059,0.549371600151062,6.385147571563721e-06,1763260203.258377,565.0,,985,23.87017059326172,0.0003137551248073578
0.00025898616877384484,148.37531852722168,0.015391627326607704,,68480,0.0703125,0.2634533643722534,0.5597887635231018,0.005308765918016434,1763260204.6228735,566.0,,995,274.8621520996094,-0.013230137526988983
0.0002588325587566942,148.72650909423828,-0.0027831941843032837,,68736,0.0,0.027678191661834717,0.622296154499054,0.000244898721575737,1763260204.974064,566.0,,997,13.115499496459961,-0.0017598960548639297
0.0002577572886366397,151.3872947692871,0.00942289363592863,,70528,0.0,0.014151036739349365,0.5588204264640808,0.0007289135828614235,1763260207.6348498,568.0,,1015,271.1620178222656,-0.01261066272854805
0.00025745006860233843,152.14129757881165,-0.0011802120134234428,,71040,0.0,-0.3401036262512207,0.5959643721580505,0.00013270508497953415,1763260208.3888526,569.0,,1020,10.053194046020508,-0.0011150091886520386
,153.68805575370789,,500.0,72184,,,,,1763260209.9356108,,500.0,1031,,
0.00025568355340510607,156.46096277236938,0.001225433312356472,,73984,0.0,-0.0023766756057739258,0.5840110778808594,0.00026010069996118546,1763260212.7085178,573.0,,1050,639.7828369140625,-0.002208191901445389
0.0002554531383793801,157.00288343429565,0.0006096428260207176,,74368,0.0,0.006040215492248535,0.6366918087005615,0.0006651142612099648,1763260213.2504385,573.0,,1053,6.642324924468994,0.005649961531162262
,157.48762321472168,,27.0,74699,,,,,1763260213.7351782,,27.0,1058,,
0.0002538402331992984,161.0229423046112,-0.006623205728828907,,77056,0.0,-0.6943904161453247,0.6085237860679626,0.00017231423407793045,1763260217.2704973,576.0,,1083,3.7498559951782227,-0.00453219935297966
0.00025337940314784646,162.1863672733307,0.0005929451435804367,,77824,0.0,-0.021048426628112793,0.5451037883758545,0.00023383088409900665,1763260218.4339223,577.0,,1091,3.962533950805664,0.0013959184288978577
,164.1437909603119,,323.0,79165,,,,,1763260220.391346,,323.0,1106,,
,165.73132991790771,,500.0,80182,,,,,1763260221.978885,,500.0,1118,,
0.00025161291705444455,166.71491837501526,0.003072073683142662,,80768,0.0,-9.071826934814453e-05,0.5786495208740234,0.00022046081721782684,1763260222.9624734,579.0,,1125,535.4209594726562,-0.007505234330892563
,167.8323049545288,,500.0,81540,,,,,1763260224.07986,,500.0,1133,,
0.00025038403691723943,169.7064061164856,-0.000783008523285389,,82816,0.0,-1.1282258033752441,0.6059161424636841,6.543006747961044e-05,1763260225.9539611,581.0,,1145,1.7523330450057983,-0.004035651683807373
0.00024930876679718494,172.34686398506165,0.00383024662733078,,84608,0.0,-0.00016558170318603516,0.6055974960327148,0.0003757234662771225,1763260228.594419,583.0,,1164,811.4197387695312,0.00011827424168586731
0.0002492319617886096,172.52158570289612,0.001202169805765152,,84736,0.0,0.03338366746902466,0.5601829290390015,4.369206726551056e-05,1763260228.7691407,583.0,,1165,0.8559231758117676,-0.0015282202512025833
0.0002487711317371577,173.62001752853394,0.011826503090560436,,85504,0.00390625,0.1303720474243164,0.5163000226020813,0.002935725264251232,1763260229.8675725,584.0,,1172,0.33127933740615845,-0.02824973315000534
0.00024823349667713046,175.0987572669983,0.0010668020695447922,,86400,0.0,-0.05692577362060547,0.5537045001983643,0.00010015629231929779,1763260231.3463123,584.0,,1181,0.20844176411628723,-0.0005034282803535461
0.0002479262766428292,176.019615650177,-0.009544421918690205,,86912,0.0,0.03137701749801636,0.5280898809432983,0.00044026877731084824,1763260232.2671707,584.0,,1186,0.14710381627082825,-0.0029473677277565002
,177.53523516654968,,500.0,88053,,,,,1763260233.7827902,,500.0,1197,,
0.00024631337146274745,179.81290078163147,-0.0005041826516389847,,89600,0.0,-0.00039887428283691406,0.51783287525177,0.00043202750384807587,1763260236.0604558,587.0,,1213,979.7477416992188,-0.0021284297108650208
0.0002461597614455968,180.14916682243347,0.01828775182366371,,89856,0.029296875,-15.885913848876953,0.5407357215881348,0.006873101927340031,1763260236.3967218,588.0,,1215,0.674687922000885,-0.005978450179100037
0.00024546851636841893,181.7508716583252,-0.015057004056870937,,91008,0.025390625,-1.181574821472168,0.4746682047843933,0.007009074091911316,1763260237.9984267,589.0,,1226,0.00041655852692201734,-0.02149263769388199
0.00024523810134269297,182.30106687545776,0.027199162170290947,,91392,0.01171875,0.11029553413391113,0.5737621784210205,0.0022238772362470627,1763260238.548622,590.0,,1230,0.0004103597020730376,-0.001615891233086586
0.000245007686316967,182.86026859283447,-0.005147905088961124,,91776,0.0,-0.15538322925567627,0.5974237322807312,0.0004106638953089714,1763260239.1078236,590.0,,1234,0.003953180275857449,-0.002171475440263748
,184.33228874206543,,500.0,92874,,,,,1763260240.5798438,,500.0,1245,,
,185.6150860786438,,346.0,93720,,,,,1763260241.862641,,346.0,1254,,
,188.59027409553528,,284.0,95504,,,,,1763260244.837829,,284.0,1271,,
0.00024132104590535164,192.18381595611572,-0.004580974578857422,,97920,0.0,-0.00623321533203125,0.4995225667953491,0.0006489511579275131,1763260248.431371,594.0,,1299,716.524169921875,3.972649574279785e-05
0.0002388632856309414,198.08356285095215,0.007855058647692204,,102016,0.0,-5.5909156799316406e-05,0.5357353687286377,0.0007841950282454491,1763260254.3311179,597.0,,1339,558.2005004882812,-5.21540641784668e-08
0.00023878648062236607,198.24488806724548,0.004636943340301514,,102144,0.0,-0.043552398681640625,0.525638997554779,0.00183158740401268,1763260254.492443,597.0,,1340,0.004212097264826298,-0.016897916793823242
0.00023824884556233883,199.509033203125,-0.002726532518863678,,103040,0.0,0.07494384050369263,0.5026174187660217,0.0006356202065944672,1763260255.7565882,598.0,,1349,0.004250045400112867,-0.004910804331302643
0.0002374039904680103,201.5016028881073,0.002063065767288208,,104448,0.0,-7.975101470947266e-05,0.561523973941803,0.0001501757651567459,1763260257.749158,599.0,,1363,621.3977661132812,0.00031654536724090576
0.00023725038045085967,201.8115997314453,0.0020546410232782364,,104704,0.0,0.3876689076423645,0.5156762003898621,0.00046844594180583954,1763260258.0591547,600.0,,1365,0.0005517901154235005,-0.006604399532079697
0.00023694316041655838,202.52180886268616,0.013591024093329906,,105216,0.0,-0.07007777690887451,0.5474495887756348,0.0016981260851025581,1763260258.7693639,600.0,,1370,0.001062294701114297,0.002428792417049408
0.00023632872034795582,203.8089907169342,0.007450779899954796,,106240,0.0,-0.11577463150024414,0.48663610219955444,0.0008490495383739471,1763260260.0565457,602.0,,1380,0.0007620337419211864,0.0026374831795692444
0.0002362519153393805,203.92308115959167,0.0037856334820389748,,106368,0.0,-0.34623193740844727,0.49889132380485535,0.0003429977223277092,1763260260.1706362,602.0,,1381,0.0003793573414441198,-0.004024520516395569
0.0002358678902965039,204.51619720458984,0.00234850961714983,,107008,0.0,-7.236003875732422e-05,0.5277800559997559,0.00024890247732400894,1763260260.7637522,604.0,,1388,523.6773071289062,0.005856990814208984
0.00023540706024505198,205.18292236328125,0.007335323840379715,,107776,0.0,0.046990036964416504,0.5233104825019836,0.001783754676580429,1763260261.4304774,606.0,,1395,0.0004072326119057834,-0.013607744127511978
0.00023517664521932602,205.55499839782715,-0.00041151978075504303,,108160,0.0,0.060714662075042725,0.5236108899116516,6.667710840702057e-05,1763260261.8025534,607.0,,1399,0.001059033558703959,0.0006740763783454895
0.00023479262017644942,206.11857748031616,-0.0003620237112045288,,108800,0.0,0.37280601263046265,0.4880771338939667,4.84958291053772e-05,1763260262.3661325,608.0,,1405,0.000215099222259596,0.0022954531013965607
0.00023317972954828292,209.3912537097931,0.0023384494706988335,,111488,0.0,0.00014537572860717773,0.4768623113632202,0.002612057141959667,1763260265.6388087,612.0,,1432,866.8684692382812,0.02716253697872162
0.0002331029245397076,209.5430703163147,-0.0021194107830524445,,111616,0.0,-0.0015864372253417969,0.3941946029663086,0.0008022654801607132,1763260265.7906253,612.0,,1433,0.006415282376110554,-0.008878454566001892
,212.34534788131714,,500.0,113903,,,,,1763260268.592903,,500.0,1455,,
0.00023172043438535184,212.48446679115295,0.004634907469153404,,113920,0.0,-5.4836273193359375e-05,0.4706290066242218,0.00027611851692199707,1763260268.7320218,615.0,,1456,822.134521484375,-0.0031399279832839966
0.00023164362937677652,212.63088631629944,-0.022306980565190315,,114048,0.00390625,0.15997475385665894,0.4393899738788605,0.0032329820096492767,1763260268.8784413,615.0,,1457,0.005015605594962835,-0.009936388581991196
,218.5516393184662,,500.0,119903,,,,,1763260274.7991943,,500.0,1514,,
0.00022772657393943518,219.52890300750732,-0.0017127105966210365,,120576,0.0,-0.09645390510559082,0.5096520185470581,4.342477768659592e-05,1763260275.776458,627.0,,1521,0.004795066546648741,0.0012595653533935547
0.00022749615891370922,220.06042885780334,0.0035026585683226585,,120960,0.0,-0.00011742115020751953,0.4199677109718323,0.0006421757861971855,1763260276.3079839,627.0,,1525,933.5120849609375,0.0013307183980941772
0.00022734254889655858,220.35952997207642,-0.004135166294872761,,121216,0.0,-0.14233267307281494,0.5292797088623047,0.00040099676698446274,1763260276.607085,628.0,,1527,0.0009365950827486813,-0.00016701966524124146
,220.5612814426422,,500.0,121403,,,,,1763260276.8088365,,500.0,1529,,
,221.24197483062744,,500.0,121903,,,,,1763260277.4895298,,500.0,1534,,
0.00022680491383653134,221.54553270339966,0.0005874205380678177,,122112,0.0,-0.05677604675292969,0.5160674452781677,5.828775465488434e-05,1763260277.7930877,628.0,,1536,0.004285004921257496,0.0008190535008907318
0.00022634408378507942,222.49233984947205,-0.007723848335444927,,122880,0.0,-0.2870272397994995,0.4517964720726013,0.0002724966034293175,1763260278.7398949,629.0,,1543,0.00021819333778694272,0.0020300373435020447
0.0002262672787765041,222.68094873428345,-0.0008835121989250183,,123008,0.0,1.6987323760986328e-05,0.4817817211151123,0.00035609491169452667,1763260278.9285038,629.0,,1545,893.2980346679688,-0.006523141637444496
0.00022619047376792878,222.8438732624054,0.011300070211291313,,123136,0.001953125,-0.0817800760269165,0.46808356046676636,0.0022196825593709946,1763260279.0914283,630.0,,1546,0.007420571055263281,-0.0026503652334213257
,224.35026383399963,,500.0,124403,,,,,1763260280.5978189,,500.0,1558,,
0.00022542242368217558,224.4782907962799,0.0010733865201473236,,124416,0.0,-4.291534423828125e-05,0.4822728633880615,0.00011217035353183746,1763260280.7258458,631.0,,1559,1021.4832153320312,-0.004762992262840271
,224.97305536270142,,500.0,124903,,,,,1763260281.2206104,,500.0,1563,,
0.00022496159363072366,225.41016674041748,0.014953555539250374,,125184,0.0,-0.2285982370376587,0.401867151260376,0.0010390616953372955,1763260281.6577218,632.0,,1566,0.0008711367263458669,-0.003044821321964264
,227.85706281661987,,500.0,127403,,,,,1763260284.1046178,,500.0,1588,,
0.0002235791034763679,227.98997950553894,0.00030009448528289795,,127488,0.0,-8.571147918701172e-05,0.5177051424980164,0.0003244169056415558,1763260284.2375345,635.0,,1589,859.2191162109375,0.0018065720796585083
0.00022304146841634065,228.77271008491516,0.005282473750412464,,128384,0.001953125,0.07741206884384155,0.5387459993362427,0.0011371159926056862,1763260285.020265,637.0,,1597,0.0003096038708463311,0.0005666688084602356
,229.6311230659485,,500.0,129403,,,,,1763260285.878678,,500.0,1607,,
0.00022235022333916277,229.81556916236877,-0.003089694306254387,,129536,0.0,-0.034784555435180664,0.4354459345340729,0.00038376636803150177,1763260286.0631242,639.0,,1609,0.005696093663573265,-0.002914959564805031
0.00022227341833058745,229.92812752723694,0.015765303745865822,,129664,0.0,0.15586376190185547,0.49822455644607544,0.0009378716349601746,1763260286.1756825,640.0,,1610,0.0006436133407987654,-0.015125729143619537
,230.11517095565796,,500.0,129903,,,,,1763260286.362726,,500.0,1612,,
0.0002212749677710235,231.46228289604187,-0.009015969932079315,,131328,0.0,-1.2856824398040771,0.525200605392456,0.00031878985464572906,1763260287.709838,643.0,,1626,0.0002992589143104851,-0.006230354309082031
0.00022058372269384563,232.5766520500183,-0.014103945344686508,,132480,0.0,0.0009586215019226074,0.5323006510734558,0.000775190070271492,1763260288.824207,645.0,,1638,547.6533203125,0.0037780478596687317
0.00021758832735940814,238.42057538032532,0.010182577185332775,,137472,0.0,-0.00015270709991455078,0.5691234469413757,0.00012808386236429214,1763260294.6681304,651.0,,1687,584.689453125,0.0019648587331175804
0.0002148233470506966,244.32653880119324,-0.0011595003306865692,,142080,0.0,0.1309220790863037,0.5552181005477905,2.298504114151001e-05,1763260300.5740938,654.0,,1732,0.005326964892446995,0.0010139867663383484
,245.91710829734802,,500.0,143403,,,,,1763260302.1646633,,500.0,1745,,
0.00021351766190491617,246.74249076843262,-0.019150033593177795,,144256,0.00390625,-0.16506385803222656,0.5441353917121887,0.00112196896225214,1763260302.9900458,657.0,,1753,0.0006342235137708485,0.0006315931677818298
0.00021344085689634085,246.85333847999573,0.01003431249409914,,144384,0.001953125,-0.01724255084991455,0.6048228740692139,0.002008202485740185,1763260303.1008935,657.0,,1754,0.00020771712297573686,0.006436191499233246
0.00021282641682773829,247.78748059272766,0.0009548747912049294,,145408,0.0,-0.00010514259338378906,0.6027526259422302,5.810614675283432e-05,1763260304.0350356,659.0,,1765,804.3440551757812,0.002104051411151886
0.00021259600180201232,248.1556191444397,0.004672294482588768,,145792,0.001953125,-0.12275266647338867,0.6168882846832275,0.0008325036615133286,1763260304.4031742,660.0,,1768,0.00030742655508220196,0.0017440393567085266
0.00021205836674198508,248.94452047348022,-0.015530500560998917,,146688,0.001953125,-0.1432863473892212,0.547383189201355,0.0014082379639148712,1763260305.1920755,662.0,,1777,0.00034514081198722124,-0.012035824358463287
0.00020960062101949006,252.67398309707642,-0.008817693218588829,,150784,0.0,-9.763240814208984e-05,0.5609970688819885,0.00020355917513370514,1763260308.921538,669.0,,1818,658.2012329101562,-0.0024372339248657227
0.00020929340098518878,253.12016987800598,0.003437180072069168,,151296,0.0,-0.00016832351684570312,0.5592992305755615,0.001031314954161644,1763260309.367725,670.0,,1823,662.0872802734375,-0.005132600665092468
0.00020752688578795642,255.79876971244812,-0.004989522509276867,,154240,0.001953125,-0.05456137657165527,0.5270586013793945,0.0007425034418702126,1763260312.0463247,675.0,,1851,0.00018461261061020195,-0.0014758557081222534
0.00020721966575365514,256.2477729320526,0.0014248369261622429,,154752,0.0,-0.05187118053436279,0.5858407616615295,3.699120134115219e-05,1763260312.495328,676.0,,1856,0.00014223465404938906,0.003417864441871643
0.00020645161566790193,257.40028619766235,-0.00653453916311264,,156032,0.0,-1.9705402851104736,0.522118866443634,0.0015517137944698334,1763260313.6478412,678.0,,1868,0.0009769354946911335,0.0018832981586456299
0.00020614439563360065,257.8799555301666,0.0025516124442219734,,156544,0.0,-0.03335607051849365,0.5183935165405273,1.3046897947788239e-05,1763260314.1275105,679.0,,1873,0.0007216506055556238,0.0015282519161701202
0.0002059139806078747,258.21780228614807,-0.008101273328065872,,156928,0.0,0.3208956718444824,0.5163120627403259,0.0009828750044107437,1763260314.4653573,679.0,,1877,0.004093814641237259,-0.02243060991168022
0.00020537634554784745,259.0389437675476,0.00039044488221406937,,157824,0.0,-2.4557113647460938e-05,0.5247948169708252,7.43987038731575e-05,1763260315.2864988,681.0,,1886,608.9146728515625,0.0012361407279968262
,259.872225522995,,500.0,158764,,,,,1763260316.1197805,,500.0,1895,,
0.00020430107542779297,260.73136830329895,0.0062840040773153305,,159616,0.0,0.010442733764648438,0.5160484910011292,0.00039482302963733673,1763260316.9789233,684.0,,1903,0.0008649385999888182,0.0042618438601493835
0.00020414746541064233,261.08215832710266,-0.009743616916239262,,159872,0.0,0.00018829107284545898,0.5324822068214417,0.0012366855517029762,1763260317.3297133,684.0,,1906,397.2276611328125,-0.013219580054283142
0.00020337941532488912,262.6587748527527,0.012173857539892197,,161152,0.005859375,0.13998031616210938,0.5050513744354248,0.0006855018436908722,1763260318.9063299,685.0,,1918,0.0002926407614722848,-0.005838986486196518
0.0002033026103163138,262.8448326587677,-0.002953706309199333,,161280,0.0,-0.000601649284362793,0.5456061363220215,0.00036915019154548645,1763260319.0923877,685.0,,1920,660.4444580078125,-0.0033250413835048676
