losses/value_loss,losses/old_approx_kl,global_step,charts/episodic_return,losses/clipfrac,_timestamp,losses/explained_variance,losses/policy_loss,_step,charts/SPS,charts/learning_rate,charts/episodic_length,losses/entropy,_runtime,losses/approx_kl
0.0002257175074191764,0.006342902779579163,325504,,0.0,1763260486.942338,0.2041361927986145,0.002650860697031021,3476,807.0,0.00010476190800545737,,0.5266743898391724,430.7652630805969,0.001126723363995552
0.0036903966683894396,0.0010309461504220963,325760,,0.0,1763260487.168105,-0.12221407890319824,-0.000522218644618988,3479,807.0,0.00010460829798830673,,0.5484806299209595,430.99102997779846,9.01632010936737e-05
152.7596435546875,0.004661460407078266,327680,,0.0,1763260488.9216511,-7.021427154541016e-05,0.001383153721690178,3498,808.0,0.00010345622285967693,,0.5435437560081482,432.744576215744,0.0001020645722746849
0.0028402928728610277,-0.0002929307520389557,328192,,0.0,1763260489.3703458,0.01641470193862915,-0.00041881948709487915,3503,808.0,0.00010314900282537565,,0.5078689455986023,433.19327092170715,2.820044755935669e-06
0.0035595716908574104,-0.006135827861726284,329216,,0.0,1763260490.3052993,0.07569199800491333,-0.003701537847518921,3513,809.0,0.00010253456275677308,,0.5633979439735413,434.12822437286377,0.00023882556706666946
0.000381552817998454,1.1088326573371887e-05,330496,,0.0,1763260491.4587407,-0.854973316192627,-0.00022442452609539032,3525,810.0,0.00010176651267101988,,0.5979650020599365,435.28166580200195,6.91637396812439e-05
343.6800842285156,0.00031958241015672684,331648,,0.0,1763260492.5025988,2.5093555450439453e-05,-0.001051880419254303,3537,811.0,0.000101075267593842,,0.6000363230705261,436.325523853302,4.700664430856705e-05
0.00026158004766330123,-0.001953692175447941,333440,,0.0,1763260494.1372108,-0.004962563514709473,0.003006882965564728,3554,812.0,9.999999747378752e-05,,0.5574907064437866,437.96013593673706,0.00011373031884431839
,,333553,500.0,,1763260494.1769416,,,3555,,,500.0,,437.9998667240143,
931.78173828125,-0.0002415888011455536,335616,,0.0,1763260496.1143997,0.00017887353897094727,-0.0008948370814323425,3576,813.0,9.869431960396469e-05,,0.6076898574829102,439.93732476234436,2.4305656552314758e-05
0.0004497300833463669,0.00022981222718954086,335872,,0.0,1763260496.3372426,-0.022930264472961426,-0.0071592070162296295,3578,813.0,9.854070958681405e-05,,0.5851866006851196,440.1601676940918,0.0003184685483574867
586.6048583984375,-0.001999947242438793,336128,,0.0,1763260496.5631049,0.0002688765525817871,0.005424169823527336,3581,814.0,9.83870995696634e-05,,0.5502884387969971,440.386029958725,0.00033445749431848526
0.00026358370087109506,0.00046630389988422394,337024,,0.0,1763260497.3776026,-0.007711887359619141,-0.0028071776032447815,3589,814.0,9.784946450963616e-05,,0.5504109263420105,441.20052766799927,5.124695599079132e-05
0.0003670137084554881,0.0026167873293161392,339456,,0.0,1763260499.5730588,-0.5078942775726318,-0.009178176522254944,3613,816.0,9.639016934670508e-05,,0.5005624294281006,443.39598393440247,0.0003400426357984543
0.0007241829880513251,0.0038835881277918816,340352,,0.0,1763260500.3960643,-0.3183553218841553,-0.000529363751411438,3622,816.0,9.585253428667784e-05,,0.5364664196968079,444.2189893722534,0.00022849347442388535
636.385009765625,7.017143070697784e-05,342144,,0.0,1763260502.0076056,5.447864532470703e-05,0.0007062405347824097,3640,817.0,9.477726416662335e-05,,0.4695170521736145,445.83053064346313,0.0002116616815328598
0.0003869755892083049,0.002624296583235264,343808,,0.0,1763260503.5425804,-0.2585068941116333,-0.0005749762058258057,3656,818.0,9.377879905514419e-05,,0.5749313831329346,447.36550545692444,9.952392429113388e-05
859.5693359375,0.0029719071462750435,345088,,0.0,1763260504.704936,-2.086162567138672e-05,-0.0007455553859472275,3669,819.0,9.30107562453486e-05,,0.501479983329773,448.52786111831665,4.144478589296341e-05
574.9005737304688,0.000486249104142189,346112,,0.0,1763260505.6378129,0.00021135807037353516,0.002478543668985367,3679,820.0,9.239631617674604e-05,,0.5163522958755493,449.4607379436493,3.5701319575309753e-05
,,346553,500.0,,1763260505.9939797,,,3683,,,500.0,,449.8169047832489,
787.1139526367188,0.00015709269791841507,346624,,0.0,1763260506.0873625,-4.863739013671875e-05,0.0008043646812438965,3684,820.0,9.208909614244476e-05,,0.4895608425140381,449.9102876186371,6.996002048254013e-05
0.0003859244752675295,0.0014693019911646843,349440,,0.0,1763260508.6628783,0.11998069286346436,-4.089623689651489e-05,3711,822.0,9.039938595378771e-05,,0.527642011642456,452.4858033657074,5.335640162229538e-05
615.093505859375,-0.0013351570814847946,349568,,0.0,1763260508.777623,-9.012222290039062e-05,0.0006124116480350494,3713,822.0,9.03225809452124e-05,,0.5079111456871033,452.6005480289459,7.152929902076721e-05
0.0006715196650475264,0.0009778523817658424,349824,,0.0,1763260509.0017223,-0.25061118602752686,-0.0018056109547615051,3715,822.0,9.016897092806175e-05,,0.5377753376960754,452.8246474266052,1.8688850104808807e-05
0.0005020654643885791,0.01758776232600212,351488,,0.0,1763260510.496332,-0.45763182640075684,-0.021129965782165527,3731,823.0,8.917050581658259e-05,,0.5257773995399475,454.3192570209503,0.0014072079211473465
0.0036724391393363476,0.004933244548738003,351744,,0.0,1763260510.7599547,0.013785004615783691,-0.0034458190202713013,3734,823.0,8.901689579943195e-05,,0.5095731616020203,454.582879781723,0.0002815844491124153
0.2566295266151428,0.011338331736624241,353920,,0.0,1763260512.7052834,0.599773108959198,-0.0078234001994133,3755,824.0,8.77112106536515e-05,,0.4859049320220947,456.5282084941864,0.0007839677855372429
0.00034655758645385504,0.0014196708798408508,355968,,0.0,1763260514.576747,-0.3779008388519287,-0.001147530972957611,3775,826.0,8.6482337792404e-05,,0.45654505491256714,458.3996720314026,3.2885000109672546e-05
0.0005312308785505593,-0.0008383132517337799,356352,,0.0,1763260514.9519186,-0.030579328536987305,-0.0019851066172122955,3779,826.0,8.625192276667804e-05,,0.4450812339782715,458.77484369277954,7.051043212413788e-05
0.0005052955821156502,-0.001858305186033249,358912,,0.0,1763260517.2920563,0.49232590198516846,-0.007210060954093933,3804,827.0,8.471582259517163e-05,,0.48074665665626526,461.1149814128876,0.0003748461604118347
560.7874145507812,0.00014457851648330688,359168,,0.0,1763260517.5170977,-0.00017142295837402344,0.0008425302803516388,3807,827.0,8.456221257802099e-05,,0.5184285044670105,461.3400228023529,4.5962631702423096e-05
0.003840054851025343,0.0012998152524232864,363264,,0.0,1763260521.3049824,-0.03465127944946289,0.00918380543589592,3847,830.0,8.210445230361074e-05,,0.5661414861679077,465.12790751457214,0.0003652367740869522
,,366553,500.0,,1763260524.2027736,,,3879,,,500.0,,468.0256986618042,
0.0003076891298405826,-0.0025059394538402557,366976,,0.0,1763260524.6561725,-0.10731625556945801,0.00014570355415344238,3883,832.0,7.987711433088407e-05,,0.5016113519668579,468.4790976047516,3.4768134355545044e-05
,,367053,500.0,,1763260524.6856291,,,3884,,,500.0,,468.5085542201996,
0.0005572510417550802,0.0007395865395665169,367360,,0.0,1763260524.9924521,-0.1466914415359497,-0.0017136596143245697,3887,832.0,7.964669930515811e-05,,0.5510894060134888,468.8153772354126,0.00046791229397058487
0.00273438123986125,0.006563805975019932,367744,,0.0,1763260525.3273978,0.3171094059944153,-0.0038165822625160217,3891,832.0,7.941628427943215e-05,,0.47395944595336914,469.15032291412354,0.00038425717502832413
0.0003690660232678056,0.01168819796293974,368512,,0.0,1763260526.0313668,-0.44460606575012207,-0.003232203423976898,3898,833.0,7.895545422798023e-05,,0.5208766460418701,469.85429191589355,0.001835159957408905
0.00044201232958585024,0.002129754051566124,369920,,0.0,1763260527.2953765,0.009415686130523682,3.816187381744385e-05,3912,833.0,7.81105991336517e-05,,0.5262081623077393,471.11830163002014,5.717948079109192e-05
269.759521484375,0.0008857641369104385,370176,,0.0,1763260527.5565538,-7.426738739013672e-05,-0.001583009958267212,3915,833.0,7.795698911650106e-05,,0.5351006984710693,471.379478931427,1.9550323486328125e-05
,,371553,500.0,,1763260528.7443728,,,3928,,,500.0,,472.56729793548584,
672.2161254882812,-0.0020039239898324013,373120,,0.0,1763260530.2146876,0.00011605024337768555,0.002640858292579651,3944,835.0,7.61904739192687e-05,,0.4936278760433197,474.0376126766205,0.0003817053511738777
0.0030575674027204514,-0.0047410596162080765,373248,,0.0,1763260530.3265076,0.08337879180908203,-0.005110807716846466,3945,835.0,7.611366891069338e-05,,0.46761447191238403,474.14943265914917,0.0005712155252695084
0.0009325111168436706,-0.0064386725425720215,373376,,0.0,1763260530.4383767,-0.4293445348739624,-0.007966265082359314,3946,835.0,7.603686390211806e-05,,0.5597366094589233,474.26130175590515,0.0007449481636285782
545.2086791992188,0.0011647418141365051,374144,,0.0,1763260531.148349,0.0002478957176208496,-0.002797534689307213,3954,836.0,7.557603385066614e-05,,0.5069102048873901,474.97127413749695,3.2452866435050964e-05
,,375053,500.0,,1763260531.9677722,,,3963,,,500.0,,475.7906973361969,
0.000634028110653162,-0.0019213268533349037,375680,,0.0,1763260532.5248876,3.832578659057617e-05,0.002091856673359871,3969,836.0,7.465438102371991e-05,,0.40477558970451355,476.3478126525879,0.00010474305599927902
0.0003556853625923395,0.003951826132833958,376960,,0.0,1763260533.6804254,0.03584730625152588,-0.0020512081682682037,3981,837.0,7.38863309379667e-05,,0.5377552509307861,477.5033504962921,0.000824841670691967
851.752197265625,5.3171999752521515e-05,377088,,0.0,1763260533.8289983,0.00020426511764526367,-0.0033974722027778625,3983,837.0,7.380952592939138e-05,,0.5256974101066589,477.65192341804504,8.233543485403061e-05
,,378553,500.0,,1763260535.1187303,,,3997,,,500.0,,478.94165539741516,
0.0006725274142809212,-0.011743027716875076,380928,,0.0,1763260537.2925067,-0.027493953704833984,0.0036851689219474792,4020,839.0,7.150537567213178e-05,,0.5238905549049377,481.1154317855835,0.0008688028901815414
0.0009931932436302304,-0.010344736278057098,384896,,0.0,1763260540.8808336,-0.01874840259552002,0.007224513683468103,4059,841.0,6.912442040629685e-05,,0.5181443095207214,484.70375871658325,0.0008086320012807846
0.0028586050029844046,0.004540201276540756,387712,,0.0,1763260543.4596255,0.3900608420372009,0.00046421587467193604,4087,843.0,6.743471749359742e-05,,0.5369014739990234,487.282550573349,0.00022584199905395508
894.848388671875,-0.0022384198382496834,388096,,0.0,1763260543.7954137,8.70823860168457e-05,0.002061612904071808,4091,843.0,6.720430246787146e-05,,0.5521766543388367,487.6183388233185,0.0002146577462553978
,,389553,500.0,,1763260545.0861254,,,4105,,,500.0,,488.9090504646301,
0.0006428356282413006,-0.0008499603718519211,390016,,0.0,1763260545.5535312,-0.13079416751861572,-0.0010233297944068909,4109,844.0,6.605222733924165e-05,,0.5645583868026733,489.37645626068115,3.14563512802124e-05
,,390553,500.0,,1763260546.0115514,,,4115,,,500.0,,489.83447647094727,
0.0006574570434167981,0.0013282867148518562,391040,,0.0,1763260546.4871836,-0.1461244821548462,0.0009483471512794495,4119,844.0,6.543778727063909e-05,,0.5267347693443298,490.3101086616516,0.00010759849101305008
,,393553,500.0,,1763260548.7216957,,,4144,,,500.0,,492.5446207523346,
938.5217895507812,-0.0006953403353691101,394112,,0.0,1763260549.2531161,0.0006756186485290527,-0.00010596215724945068,4150,846.0,6.35944670648314e-05,,0.5850871801376343,493.07604122161865,7.644295692443848e-06
0.00048060365952551365,0.001583450473845005,396032,,0.0,1763260551.0029807,0.5662329792976379,0.0005874298512935638,4168,847.0,6.244239921215922e-05,,0.58716881275177,494.8259057998657,2.6007182896137238e-05
1013.621826171875,0.00019287969917058945,397568,,0.0,1763260552.3890104,0.0002257823944091797,-0.0001512393355369568,4184,848.0,6.152073910925537e-05,,0.5359596014022827,496.2119355201721,1.789350062608719e-05
808.60009765625,-0.0003449246287345886,398592,,0.0,1763260553.3217845,0.003451228141784668,0.0019549205899238586,4194,848.0,6.090629904065281e-05,,0.5338166356086731,497.14470958709717,4.087574779987335e-05
974.4833984375,0.000614105723798275,399104,,0.0,1763260553.8054903,0.0034245848655700684,-0.0014388449490070343,4199,848.0,6.059907900635153e-05,,0.5236749053001404,497.62841534614563,0.00015936512500047684
144.94882202148438,0.00018390268087387085,401664,,0.0,1763260556.1171505,0.0009429454803466797,-0.0010940562933683395,4224,850.0,5.9062978834845126e-05,,0.561648964881897,499.94007563591003,1.3561919331550598e-05
145.034423828125,-0.0050518447533249855,402176,,0.0,1763260556.5639215,0.000589907169342041,0.0007951203733682632,4229,850.0,5.8755758800543845e-05,,0.5394545197486877,500.3868465423584,0.00012231338769197464
717.8517456054688,0.0020638881251215935,403584,,0.0,1763260557.865691,0.00013971328735351562,-0.005283510312438011,4243,851.0,5.791090734419413e-05,,0.5483202338218689,501.6886160373688,0.00020218733698129654
0.0007310171495191753,-0.0004758872091770172,403968,,0.0,1763260558.198686,-0.8004422187805176,3.1031668186187744e-05,4246,851.0,5.768049231846817e-05,,0.5754382610321045,502.0216109752655,1.817941665649414e-06
,,404553,500.0,,1763260558.6742601,,,4252,,,500.0,,502.4971852302551,
0.002430899767205119,0.0016353083774447441,404736,,0.0,1763260558.9100482,0.39921581745147705,-0.0007882341742515564,4254,851.0,5.721966226701625e-05,,0.5552107095718384,502.73297333717346,0.0002895789220929146
0.0014524024445563555,-0.0007627066224813461,404864,,0.0,1763260559.0218534,-1.594050407409668,0.0005867183208465576,4255,851.0,5.714285725844093e-05,,0.562226414680481,502.84477853775024,0.00035720691084861755
457.4172058105469,-0.0026403330266475677,406656,,0.0,1763260560.6208143,4.100799560546875e-05,0.000707525759935379,4273,852.0,5.606758713838644e-05,,0.5491340160369873,504.4437394142151,6.148219108581543e-05
0.00046611568541266024,-0.0009555192664265633,407040,,0.0,1763260560.9917908,-0.058782100677490234,-0.0006497427821159363,4276,852.0,5.583717211266048e-05,,0.5564641356468201,504.81471586227417,2.1194107830524445e-05
,,407053,500.0,,1763260560.9993453,,,4277,,,500.0,,504.8222703933716,
348.0523376464844,-0.0006786054000258446,407168,,0.0,1763260561.1054628,5.894899368286133e-05,-0.001192823052406311,4278,852.0,5.576036710408516e-05,,0.4976555109024048,504.9283878803253,1.3533048331737518e-05
0.002150174928829074,0.0006760628893971443,408192,,0.0,1763260562.0364475,0.1557779312133789,-0.00048587843775749207,4288,853.0,5.514593067346141e-05,,0.5498562455177307,505.8593726158142,2.118479460477829e-05
0.00043193192686885595,0.0044997623190283775,408448,,0.0,1763260562.2603135,0.08743494749069214,-0.003085864707827568,4290,853.0,5.499232065631077e-05,,0.55562824010849,506.08323860168457,0.0002463599666953087
715.8739013671875,-7.40373507142067e-05,408576,,0.0,1763260562.3770096,-3.421306610107422e-05,-0.0001356378197669983,4292,853.0,5.491551564773545e-05,,0.5894148349761963,506.19993472099304,2.2999010980129242e-05
0.0006435223622247577,0.003858843818306923,410880,,0.0,1763260564.4635124,0.04363560676574707,-0.005275525152683258,4314,854.0,5.353302549337968e-05,,0.580333411693573,508.2864375114441,0.00018277019262313843
0.002418536925688386,-0.0013978807255625725,411264,,0.0,1763260564.80176,-0.11421871185302734,-0.000792190432548523,4318,854.0,5.330261046765372e-05,,0.5250884890556335,508.624685049057,1.4073215425014496e-05
547.5452270507812,-0.00028115976601839066,414080,,0.0,1763260567.3761683,-4.649162292480469e-06,-0.0002052783966064453,4346,856.0,5.161290391697548e-05,,0.6063017249107361,511.1990933418274,4.176981747150421e-06
457.8448791503906,0.0033608973026275635,416128,,0.0,1763260569.2043154,1.6987323760986328e-05,-0.0005064308643341064,4366,857.0,5.038402377977036e-05,,0.6109147667884827,513.0272405147552,4.961155354976654e-05
0.0024628392420709133,0.00033892225474119186,416768,,0.0,1763260569.797546,-0.06819689273834229,-0.006492286920547485,4372,857.0,4.999999873689376e-05,,0.534857451915741,513.6204710006714,0.0002469262108206749
0.0019490234553813934,5.1913782954216003e-05,417280,,0.0,1763260570.2436774,0.02131885290145874,-0.001399397850036621,4377,857.0,4.969277870259248e-05,,0.5754822492599487,514.0666024684906,0.00014506839215755463
0.0007948694401420653,-0.006595322862267494,417408,,0.0,1763260570.393454,0.011201620101928711,0.0026760101318359375,4378,857.0,4.961597369401716e-05,,0.5577524304389954,514.2163791656494,0.0003578346222639084
0.001298571121878922,-0.0016133682802319527,418304,,0.0,1763260571.1765914,0.09714251756668091,-0.0020960532128810883,4387,858.0,4.907834227196872e-05,,0.5952602624893188,514.9995164871216,3.1025148928165436e-05
0.0018652594881132245,0.0004788516089320183,419200,,0.0,1763260571.9952996,0.08448189496994019,-0.0020507946610450745,4396,858.0,4.854070721194148e-05,,0.5575901865959167,515.8182246685028,0.00011191237717866898
0.0006032186793163419,-0.001201823353767395,420992,,0.0,1763260573.6888397,-0.04804980754852295,0.0017801672220230103,4413,859.0,4.7465437091887e-05,,0.6082742214202881,517.5117647647858,4.741735756397247e-05
479.382080078125,-0.00013994518667459488,421120,,0.0,1763260573.8027527,1.704692840576172e-05,-0.00024306029081344604,4415,859.0,4.738863208331168e-05,,0.5490570664405823,517.6256778240204,5.365349352359772e-06
0.0007454704609699547,0.0018008127808570862,425344,,0.0,1763260577.597692,0.024641990661621094,-0.0034850873053073883,4456,861.0,4.4854070438304916e-05,,0.5401943922042847,521.4206171035767,0.00013584457337856293
0.0023426017723977566,0.00129759032279253,426752,,0.0,1763260578.8947403,0.10788083076477051,-0.0008125081658363342,4470,861.0,4.400921534397639e-05,,0.5617824792861938,522.7176654338837,8.930452167987823e-06
,,427553,500.0,,1763260579.5767705,,,4478,,,500.0,,523.3996956348419,
0.0021565034985542297,-0.0039704423397779465,427776,,0.0,1763260579.822367,0.21880745887756348,-5.653500556945801e-05,4480,862.0,4.339477891335264e-05,,0.5345093011856079,523.6452920436859,4.246644675731659e-05
,,429053,500.0,,1763260580.9032128,,,4492,,,500.0,,524.7261378765106,
0.0007101761875674129,-0.0009261937811970711,429440,,0.0,1763260581.3079152,-0.03987479209899902,-2.8954818844795227e-05,4496,862.0,4.2396313801873475e-05,,0.5778737664222717,525.1308403015137,1.540686935186386e-05
755.3128051757812,0.0006819842383265495,429568,,0.0,1763260581.4222105,1.4066696166992188e-05,-0.0011385902762413025,4498,862.0,4.2319508793298155e-05,,0.571825385093689,525.2451355457306,1.8372200429439545e-05
0.0008136202814057469,-0.0006012227386236191,431872,,0.0,1763260583.5088427,0.06037318706512451,4.982948303222656e-05,4520,863.0,4.093701863894239e-05,,0.5645455718040466,527.3317677974701,1.5020370483398438e-05
,,432053,500.0,,1763260583.6408713,,,4522,,,500.0,,527.463796377182,
0.0019359142752364278,-0.0003575468435883522,432256,,0.0,1763260583.8440497,0.026670217514038086,0.00013812631368637085,4524,864.0,4.070660361321643e-05,,0.5855616927146912,527.6669747829437,5.522742867469788e-07
0.0008497873204760253,0.0008209105581045151,432384,,0.0,1763260583.9858696,-0.055552005767822266,0.0008577406406402588,4525,864.0,4.062979860464111e-05,,0.5623465776443481,527.8087947368622,2.9550865292549133e-05
,,432553,500.0,,1763260584.1151488,,,4527,,,500.0,,527.9380738735199,
0.0005006638239137828,-0.001482982188463211,433024,,0.0,1763260584.54575,-0.18722927570343018,-0.0011896416544914246,4531,864.0,4.0245777199743316e-05,,0.5415682792663574,528.368674993515,7.869675755500793e-06
529.9108276367188,0.00040510762482881546,433152,,0.0,1763260584.65823,2.6106834411621094e-05,-0.00025041960179805756,4533,864.0,4.0168972191167995e-05,,0.5529110431671143,528.4811551570892,6.862916052341461e-06
0.0020269101951271296,-2.682209014892578e-06,433280,,0.0,1763260584.770182,0.36247551441192627,-0.00043325312435626984,4534,864.0,4.0092167182592675e-05,,0.4835207164287567,528.5931069850922,7.621943950653076e-06
0.000557221588678658,0.004304014146327972,435456,,0.0,1763260586.7441456,0.1651245355606079,-0.005085945129394531,4555,865.0,3.878648203681223e-05,,0.4832358956336975,530.56707072258,0.0001964624971151352
772.2628173828125,-0.0009813597425818443,435584,,0.0,1763260586.8567882,0.00017774105072021484,-2.3597851395606995e-05,4557,865.0,3.870967702823691e-05,,0.47242939472198486,530.6797132492065,2.7156434953212738e-05
918.4830932617188,-0.0003039436414837837,436096,,0.0,1763260587.3420608,3.9696693420410156e-05,0.0014327168464660645,4562,865.0,3.840245699393563e-05,,0.5628643035888672,531.1649858951569,8.410774171352386e-06
,,437553,500.0,,1763260588.6285746,,,4576,,,500.0,,532.4514997005463,
0.0008257752051576972,-4.77861613035202e-05,441344,,0.0,1763260592.0837536,-0.11335611343383789,-0.0015799999237060547,4613,868.0,3.525345528032631e-05,,0.5418382287025452,535.9066786766052,3.8040801882743835e-05
465.06201171875,0.001004127785563469,442624,,0.0,1763260593.2453876,7.259845733642578e-05,0.00037394650280475616,4626,868.0,3.448540883255191e-05,,0.5457051396369934,537.0683126449585,1.846812665462494e-05
,,443553,500.0,,1763260594.0741627,,,4635,,,500.0,,537.8970878124237,
531.3455810546875,-0.00020356569439172745,444160,,0.0,1763260594.6559196,-4.410743713378906e-06,4.3373554944992065e-05,4641,869.0,3.356374872964807e-05,,0.5348505973815918,538.4788446426392,1.3043172657489777e-05
0.0007694632513448596,-0.000602060928940773,444544,,0.0,1763260594.987206,-0.39676201343536377,0.00018859654664993286,4644,869.0,3.333333370392211e-05,,0.49630841612815857,538.810131072998,1.613423228263855e-05
0.0021716472692787647,0.0027341442182660103,446208,,0.0,1763260596.5143816,0.0001628398895263672,-0.0037920214235782623,4661,870.0,3.2334868592442945e-05,,0.5706000924110413,540.3373067378998,7.405783981084824e-05
996.9315795898438,0.0023845424875617027,447616,,0.0,1763260597.7825847,1.8775463104248047e-05,-0.00026569142937660217,4675,870.0,3.149001713609323e-05,,0.5821068286895752,541.6055097579956,2.1879561245441437e-05
0.0024094523396342993,0.0005665970966219902,449280,,0.0,1763260599.275406,-0.4427114725112915,-0.0008109398186206818,4691,871.0,3.0491552024614066e-05,,0.566034734249115,543.0983309745789,1.3194046914577484e-05
773.286376953125,0.000497620552778244,451072,,0.0,1763260600.915308,-5.0067901611328125e-06,-0.00041830167174339294,4709,872.0,2.9416281904559582e-05,,0.6088998317718506,544.738233089447,3.1087547540664673e-06
,,451553,500.0,,1763260601.2851017,,,4713,,,500.0,,545.1080267429352,
,,454053,500.0,,1763260603.5777414,,,4738,,,500.0,,547.400666475296,
908.0159301757812,0.0001606261357665062,454144,,0.0,1763260603.6748483,1.0192394256591797e-05,0.0003455504775047302,4739,873.0,2.7572965336730704e-05,,0.6105653643608093,547.4977734088898,1.2973323464393616e-06
0.00087840756168589,-7.329322397708893e-05,454400,,0.0,1763260603.9311383,-0.048430800437927246,-0.00035330280661582947,4741,873.0,2.7419355319580063e-05,,0.5813900232315063,547.7540633678436,1.8402934074401855e-06
,,454553,500.0,,1763260604.0540025,,,4743,,,500.0,,547.876927614212,
152.66940307617188,0.0002046693116426468,455680,,0.0,1763260605.087587,-1.9073486328125e-06,-0.0014707297086715698,4754,873.0,2.665130523382686e-05,,0.5808770060539246,548.9105122089386,2.368353307247162e-05
,,457553,500.0,,1763260606.718153,,,4772,,,500.0,,550.5410780906677,
0.0008923199493438005,6.216578185558319e-06,459008,,0.0,1763260608.1011188,-0.19982397556304932,-0.00016863830387592316,4786,875.0,2.465437864884734e-05,,0.5834553837776184,551.9240438938141,1.1371448636054993e-06
,,459053,500.0,,1763260608.118938,,,4787,,,500.0,,551.9418630599976,
625.2034912109375,-0.0002579176798462868,459136,,0.0,1763260608.2159853,-1.9788742065429688e-05,-7.725134491920471e-05,4788,875.0,2.457757364027202e-05,,0.5316106677055359,552.0389103889465,6.26780092716217e-07
0.0007051063003018498,0.0014926828444004059,460032,,0.0,1763260609.0373368,-0.01831972599029541,-0.00048438459634780884,4796,875.0,2.403993858024478e-05,,0.5682138204574585,552.8602619171143,1.903250813484192e-05
0.0019332414958626032,0.0011673085391521454,460288,,0.0,1763260609.262885,-1.1084883213043213,-0.001922518014907837,4799,875.0,2.388632856309414e-05,,0.5735561847686768,553.0858101844788,3.172457218170166e-05
,,461053,500.0,,1763260609.863336,,,4806,,,500.0,,553.686261177063,
0.0011666754726320505,0.00045759417116642,461312,,0.0,1763260610.1958942,-0.2834291458129883,0.00031880661845207214,4809,876.0,2.3271888494491577e-05,,0.5459445118904114,554.0188193321228,8.376315236091614e-06
0.001437039696611464,0.00016893353313207626,461696,,0.0,1763260610.5336597,0.16162991523742676,-0.0005912259221076965,4813,876.0,2.304147528775502e-05,,0.5582855343818665,554.3565847873688,6.145797669887543e-06
,,465553,500.0,,1763260614.0157516,,,4851,,,500.0,,557.8386766910553,
649.2838745117188,-0.00014609284698963165,465664,,0.0,1763260614.1214077,0.00044596195220947266,0.0016197636723518372,4852,877.0,2.0660521840909496e-05,,0.5433565378189087,557.9443328380585,2.0023435354232788e-05
0.0010577349457889795,-0.0009629102423787117,466432,,0.0,1763260614.8292565,0.09720003604888916,0.0007986277341842651,4859,878.0,2.0199693608446978e-05,,0.5653961300849915,558.6521816253662,9.00309532880783e-06
0.001102189184166491,0.00013181660324335098,467328,,0.0,1763260615.6487749,-0.003860950469970703,0.0007654763758182526,4868,878.0,1.9662058548419736e-05,,0.603900134563446,559.4716999530792,1.9455328583717346e-06
0.0008629877702333033,0.00023344624787569046,467968,,0.0,1763260616.208534,0.03572654724121094,-5.6426040828228e-05,4874,878.0,1.9278033505543135e-05,,0.5594965815544128,560.0314590930939,1.5711411833763123e-06
0.0011828896822407842,9.052455425262451e-07,468352,,0.0,1763260616.5809784,0.031228840351104736,-2.043694257736206e-05,4878,878.0,1.9047618479817174e-05,,0.6047245860099792,560.4039034843445,2.682209014892578e-07
0.0016689073527231812,0.000529702752828598,468736,,0.0,1763260616.916804,0.03398019075393677,0.00048809126019477844,4882,878.0,1.8817203454091214e-05,,0.5261496305465698,560.7397291660309,2.034008502960205e-06
735.1259155273438,5.506444722414017e-05,472064,,0.0,1763260619.9373946,2.682209014892578e-06,-0.00014473497867584229,4915,880.0,1.6820276869111694e-05,,0.5848523378372192,563.7603197097778,3.5297125577926636e-07
750.9612426757812,-0.00013516750186681747,472576,,0.0,1763260620.386189,1.4543533325195312e-05,-4.445761442184448e-05,4920,880.0,1.6513056834810413e-05,,0.5348058342933655,564.209114074707,2.915039658546448e-07
0.0009542264742776752,-0.00010788533836603165,473856,,0.0,1763260621.5804672,0.10577178001403809,-8.673965930938721e-05,4932,880.0,1.5745008568046615e-05,,0.5763118267059326,565.4033923149109,4.1443854570388794e-07
0.0009634664747864008,-4.744715988636017e-05,473984,,0.0,1763260621.6908302,-0.05326485633850098,3.7632882595062256e-05,4933,880.0,1.5668203559471294e-05,,0.5414512753486633,565.5137553215027,4.600733518600464e-07
,,474553,500.0,,1763260622.1612425,,,4939,,,500.0,,565.9841675758362,
0.0014939192915335298,-3.78340482711792e-05,475264,,0.0,1763260622.852077,-0.19009530544281006,-0.00019370578229427338,4946,881.0,1.4900153473718092e-05,,0.5296149849891663,566.6750020980835,5.979090929031372e-07
0.0009130643447861075,-0.0002116980031132698,476032,,0.0,1763260623.5234542,-0.030329227447509766,0.0005787871778011322,4953,881.0,1.4439324331760872e-05,,0.5835710763931274,567.3463792800903,5.210749804973602e-06
0.0008999875863082707,-0.00012009125202894211,476544,,0.0,1763260624.0047832,0.06542420387268066,-0.00021995976567268372,4958,881.0,1.4132104297459591e-05,,0.5610530376434326,567.8277082443237,7.869675755500793e-07
,,477053,500.0,,1763260624.3855977,,,4963,,,500.0,,568.2085227966309,
0.0011930211912840605,-0.00023765582591295242,477824,,0.0,1763260625.167054,-0.013893485069274902,0.00022416561841964722,4971,882.0,1.336405512120109e-05,,0.5571194887161255,568.9899790287018,3.845430910587311e-06
0.0010761101730167866,-0.0005578054115176201,477952,,0.0,1763260625.2797112,0.0478748083114624,-4.4366344809532166e-05,4972,882.0,1.328725011262577e-05,,0.5665549039840698,569.1026363372803,9.872950613498688e-06
,,478553,500.0,,1763260625.7974224,,,4978,,,500.0,,569.6203474998474,
