charts/episodic_return,_step,charts/SPS,losses/old_approx_kl,losses/approx_kl,losses/policy_loss,_timestamp,global_step,losses/value_loss,charts/learning_rate,_runtime,losses/entropy,charts/episodic_length,losses/explained_variance,losses/clipfrac
,3451,813.0,-0.0020631076768040657,0.00022134464234113693,0.0013980939984321594,1763260482.912786,324864,0.004383899737149477,0.00010514592577237636,426.6592059135437,0.5243991613388062,,-0.0008977651596069336,0.0
,3462,814.0,-0.0007991455495357513,4.007108509540558e-05,-0.002429269254207611,1763260483.9498663,326016,0.00030804844573140144,0.00010445468797115609,427.69628620147705,0.5537241697311401,,0.13387393951416016,0.0
,3476,815.0,0.0018580183386802673,1.0171905159950256e-05,-2.9889866709709167e-05,1763260485.2173278,327424,0.004450125619769096,0.00010360983287682757,428.96374773979187,0.5456571578979492,,-0.15660500526428223,0.0
500.0,3479,,,,,1763260485.4543912,327722,,,429.2008111476898,,500.0,,
500.0,3498,,,,,1763260487.241121,329722,,,430.9875409603119,,500.0,,
500.0,3503,,,,,1763260487.6828673,330222,,,431.4292871952057,,500.0,,
500.0,3513,,,,,1763260488.602703,331222,,,432.34912300109863,,500.0,,
,3525,818.0,0.001087467186152935,1.8506310880184174e-05,-0.0009328126907348633,1763260489.7223825,332416,0.004333110526204109,0.00010061443754239008,433.4688024520874,0.5743565559387207,,-0.15377545356750488,0.0
,3537,819.0,0.008911092765629292,0.0005372138693928719,0.0077509284019470215,1763260490.8708673,333696,0.00034037046134471893,9.984638745663688e-05,434.61728715896606,0.5845483541488647,,-0.13010120391845703,0.0
,3554,820.0,0.0017321687191724777,0.00025219283998012543,0.0012001413851976395,1763260492.3919926,335360,0.0028921363409608603,9.884792962111533e-05,436.13841247558594,0.5979300141334534,,-0.16482758522033691,0.0
,3555,820.0,0.0014430684968829155,0.00031026359647512436,-0.0007095802575349808,1763260492.502506,335488,0.0005198178696446121,9.877112461254e-05,436.24892592430115,0.6004111766815186,,0.0441746711730957,0.0
,3576,821.0,-0.006847796030342579,0.0005918582901358604,-0.0008994638919830322,1763260494.464931,337664,0.0003360906266607344,9.746543946675956e-05,438.21135091781616,0.5682224035263062,,0.06810647249221802,0.0
14.0,3578,,,,,1763260494.4935443,337736,,,438.2399642467499,,14.0,,
,3581,822.0,0.003999224863946438,0.0009916117414832115,-0.01301230862736702,1763260494.8018541,338048,0.0006497420836240053,9.72350244410336e-05,438.54827404022217,0.5275728106498718,,-0.012957215309143066,0.0
,3589,822.0,0.00020710378885269165,5.189329385757446e-06,0.0006420575082302094,1763260495.5069342,338816,870.6876831054688,9.677419438958168e-05,439.2533540725708,0.6060577630996704,,-3.600120544433594e-05,0.0
,3613,824.0,-0.000872170552611351,6.981194019317627e-05,0.0006319358944892883,1763260497.7041664,341248,0.0011456310749053955,9.53148992266506e-05,441.4505863189697,0.6056532859802246,,-0.08968186378479004,0.0
,3622,824.0,-0.0038607632741332054,0.00016373489052057266,0.0028276219964027405,1763260498.5218785,342144,0.003906752448529005,9.477726416662335e-05,442.26829838752747,0.5969860553741455,,-0.06314647197723389,0.0
,3640,825.0,-0.000834878534078598,5.37186861038208e-05,-0.0005256496369838715,1763260500.1289408,343936,937.4102783203125,9.370199404656887e-05,443.8753607273102,0.6023121476173401,,1.3709068298339844e-06,0.0
98.0,3656,,,,,1763260501.5189638,345499,,,445.26538372039795,,98.0,,
,3669,827.0,0.0018170420080423355,8.027628064155579e-05,-0.0012054294347763062,1763260502.7080343,346752,0.008985642343759537,9.201229113386944e-05,446.4544541835785,0.5864180326461792,,5.5730342864990234e-05,0.0
,3679,828.0,0.004734281450510025,0.0002060532569885254,-0.0013487767428159714,1763260503.609269,347776,0.004851978272199631,9.139785106526688e-05,447.3556888103485,0.5899994373321533,,0.024529457092285156,0.0
,3683,828.0,2.8638169169425964e-06,7.303338497877121e-05,-0.0036548543721437454,1763260503.9788232,348160,144.93698120117188,9.116743603954092e-05,447.72524309158325,0.590530514717102,,-1.5974044799804688e-05,0.0
,3684,828.0,-0.004026612266898155,0.00018543191254138947,0.00014761090278625488,1763260504.0909858,348288,0.003662555478513241,9.10906310309656e-05,447.8374056816101,0.5314966440200806,,-0.23219239711761475,0.0
500.0,3711,,,,,1763260506.5340981,351043,,,450.28051805496216,,500.0,,
,3713,830.0,-0.004874459467828274,0.00019361358135938644,-0.0033837631344795227,1763260506.737748,351232,0.004070483148097992,8.932411583373323e-05,450.48416781425476,0.5963277220726013,,0.06818157434463501,0.0
,3715,830.0,-0.0015226490795612335,0.000418221578001976,-0.006192471832036972,1763260506.994483,351488,0.0005212483229115605,8.917050581658259e-05,450.7409029006958,0.49465808272361755,,-0.302240252494812,0.0
500.0,3731,,,,,1763260508.377638,353043,,,452.12405800819397,,500.0,,
,3734,831.0,-0.006198392249643803,0.00040630344301462173,0.005665842443704605,1763260508.7039974,353408,0.0008212842512875795,8.801843068795279e-05,452.45041728019714,0.5715437531471252,,-0.016499638557434082,0.0
500.0,3755,,,,,1763260510.595491,355543,,,454.3419108390808,,500.0,,
500.0,3775,,,,,1763260512.5012937,357543,,,456.2477135658264,,500.0,,
,3779,833.0,-9.052082896232605e-05,0.000306861475110054,-0.004746908321976662,1763260512.9343858,358016,0.00038962962571531534,8.525345765519887e-05,456.680805683136,0.5787159204483032,,-0.18230187892913818,0.0
500.0,3804,,,,,1763260515.1625125,360543,,,458.9089324474335,,500.0,,
,3807,835.0,-0.0016293954104185104,0.0005619172006845474,-0.0024345628917217255,1763260515.4963317,360832,0.0005952201900072396,8.356374746654183e-05,459.24275159835815,0.517825722694397,,-0.26091253757476807,0.0
,3847,837.0,0.0022414857521653175,0.00019396934658288956,-0.005264487117528915,1763260519.1734333,364928,0.0007343856268562376,8.110598719213158e-05,462.9198532104492,0.49916091561317444,,0.10293841361999512,0.0
,3879,839.0,-0.0018570777028799057,0.00036200135946273804,0.0023001357913017273,1763260522.068844,368128,559.2899169921875,7.918586925370619e-05,465.8152639865875,0.5804485082626343,,0.0003001689910888672,0.0
500.0,3883,,,,,1763260522.4160185,368543,,,466.16243839263916,,500.0,,
,3884,839.0,-0.0026912176981568336,4.430394619703293e-05,-0.002505561336874962,1763260522.516726,368640,721.1207275390625,7.88786492194049e-05,466.2631459236145,0.5895030498504639,,0.00017660856246948242,0.0
,3887,840.0,0.005701345391571522,0.00017030071467161179,-0.004032932221889496,1763260522.8842175,369024,0.0003712675825227052,7.864823419367895e-05,466.63063740730286,0.6092922687530518,,-0.11760222911834717,0.0
,3891,840.0,-0.001171676442027092,9.062886238098145e-05,-4.3626874685287476e-05,1763260523.220883,369408,0.0006770105683244765,7.841781916795298e-05,466.96730279922485,0.6140354871749878,,-0.2530975341796875,0.0
,3898,840.0,-0.000698375515639782,5.337409675121307e-06,0.0010550841689109802,1763260523.8143678,370048,1048.763671875,7.803379412507638e-05,467.5607876777649,0.5456289052963257,,-5.8531761169433594e-05,0.0
500.0,3912,,,,,1763260525.1134844,371543,,,468.8599042892456,,500.0,,
,3915,841.0,0.010485068894922733,0.00038545113056898117,-0.009217426180839539,1763260525.4162092,371840,0.0008667148649692535,7.69585240050219e-05,469.16262912750244,0.5145386457443237,,-0.02934122085571289,0.0
,3928,842.0,-0.0031331637874245644,0.00011849869042634964,0.0038270875811576843,1763260526.574354,373120,885.7357177734375,7.61904739192687e-05,470.32077383995056,0.5542126893997192,,6.288290023803711e-05,0.0
,3944,843.0,0.004334467463195324,0.00014995131641626358,-0.0012635234743356705,1763260528.0992424,374784,0.0032304003834724426,7.519200880778953e-05,471.845662355423,0.5400236248970032,,-0.031670451164245605,0.0
,3945,843.0,0.0009870249778032303,2.313964068889618e-05,-0.0013930201530456543,1763260528.211214,374912,0.0005411001620814204,7.511520379921421e-05,471.95763397216797,0.5218925476074219,,-0.22255361080169678,0.0
,3946,843.0,0.0015234146267175674,0.00013769790530204773,0.0004486888647079468,1763260528.321713,375040,0.0004186856094747782,7.503840606659651e-05,472.06813287734985,0.5823436379432678,,0.0031232237815856934,0.0
,3954,843.0,0.0003459751605987549,4.9404799938201904e-05,-0.0009221732616424561,1763260529.0307596,375808,0.0007417132728733122,7.457757601514459e-05,472.777179479599,0.5089545249938965,,-0.03956925868988037,0.0
,3963,844.0,0.002591080963611603,0.00022517703473567963,0.0046401359140872955,1763260529.8131433,376704,0.0028178254142403603,7.403994095511734e-05,473.5595631599426,0.5091584324836731,,0.09784430265426636,0.0
,3969,844.0,0.0008881790563464165,4.37786802649498e-05,0.00016968697309494019,1763260530.4239204,377344,0.0007135533378459513,7.365591591224074e-05,474.1703402996063,0.5392199754714966,,-0.054573774337768555,0.0
500.0,3981,,,,,1763260531.4776254,378543,,,475.22404527664185,,500.0,,
,3983,845.0,0.0011266032233834267,7.922761142253876e-06,0.0009882226586341858,1763260531.6833534,378752,0.0027766707353293896,7.281106081791222e-05,475.4297733306885,0.5840948224067688,,-0.09933590888977051,0.0
,3997,846.0,-0.0023405002430081367,0.00011986028403043747,-0.007202811539173126,1763260532.948933,380160,390.7698059082031,7.19662057235837e-05,476.69535279273987,0.5712953805923462,,2.765655517578125e-05,0.0
500.0,4020,,,,,1763260535.057773,382543,,,478.80419301986694,,500.0,,
,4059,849.0,-0.0008734660223126411,3.150571137666702e-05,-0.0010532811284065247,1763260538.6468384,386432,0.003950913902372122,6.820276757935062e-05,482.3932583332062,0.5950251221656799,,0.04212707281112671,0.0
500.0,4087,,,,,1763260541.1774757,389265,,,484.9238955974579,,500.0,,
,4091,851.0,7.904227823019028e-05,2.8405338525772095e-07,-0.00026556849479675293,1763260541.6488438,389760,0.0005461766268126667,6.62058373563923e-05,485.395263671875,0.5392753481864929,,-0.3673970699310303,0.0
,4105,851.0,0.0013069305568933487,0.0001061316579580307,-0.0024948976933956146,1763260542.9134758,391168,0.000513500242959708,6.536098226206377e-05,486.65989565849304,0.41919541358947754,,-1.2631657123565674,0.0
,4109,851.0,0.0008270619437098503,7.354188710451126e-05,-0.00027055665850639343,1763260543.248809,391552,0.0010141244856640697,6.513056723633781e-05,486.9952290058136,0.5551190376281738,,-0.2744283676147461,0.0
,4115,852.0,0.0001193508505821228,2.315826714038849e-05,0.0025249049067497253,1763260543.8364463,392192,0.0004152151523157954,6.474654219346121e-05,487.582866191864,0.6201791167259216,,-0.04206645488739014,0.0
,4119,852.0,0.0011464376002550125,0.00011335313320159912,-0.0028901398181915283,1763260544.1712716,392576,0.0006044649053364992,6.451612716773525e-05,487.9176914691925,0.5672621726989746,,0.10609692335128784,0.0
500.0,4144,,,,,1763260546.5053194,395240,,,490.25173926353455,,500.0,,
,4150,854.0,-0.001286270096898079,4.651956260204315e-05,1.3187527656555176e-05,1763260547.0617557,395776,660.294189453125,6.259600922930986e-05,490.80817556381226,0.5205402374267578,,1.0311603546142578e-05,0.0
,4168,854.0,-0.00018242653459310532,1.0271556675434113e-05,-9.847432374954224e-05,1763260548.5519392,397440,358.0168151855469,6.15975441178307e-05,492.2983591556549,0.4975098967552185,,-0.00019919872283935547,0.0
,4184,855.0,-0.0019879695028066635,5.1159411668777466e-05,0.00036712363362312317,1763260550.0666673,399104,0.0009179629851132631,6.059907900635153e-05,493.8130872249603,0.561924159526825,,-0.04552793502807617,0.0
,4194,856.0,0.0035047130659222603,0.00048237573355436325,-0.005699271336197853,1763260550.9889088,400128,0.0007041809149086475,5.998463893774897e-05,494.7353286743164,0.5383563041687012,,0.04795008897781372,0.0
,4199,856.0,-0.003132524900138378,9.83336940407753e-05,-0.0017066560685634613,1763260551.4304805,400640,0.0008932458003982902,5.967741890344769e-05,495.1769003868103,0.5802398920059204,,-0.07634508609771729,0.0
,4224,857.0,0.01179750356823206,0.00019624736160039902,-0.0006141234189271927,1763260553.7291331,403200,0.0009517633588984609,5.814132236992009e-05,497.4755530357361,0.5797331929206848,,-0.020323514938354492,0.0
,4229,857.0,-0.0002566268667578697,0.00017899367958307266,-0.0054184794425964355,1763260554.208508,403712,0.0010458299657329917,5.783410233561881e-05,497.95492792129517,0.5625417828559875,,-0.14888012409210205,0.0
,4243,858.0,-0.0007281238213181496,6.859190762042999e-06,-1.1526048183441162e-05,1763260555.4690855,405120,0.0006840872811153531,5.6989247241290286e-05,499.215505361557,0.6118835210800171,,0.044863343238830566,0.0
,4246,858.0,-0.0014589065685868263,3.015715628862381e-05,-0.0010306350886821747,1763260555.6920753,405376,791.1220703125,5.6835637224139646e-05,499.43849515914917,0.5372636914253235,,-6.365776062011719e-05,0.0
,4252,858.0,-0.0003108922392129898,1.6856938600540161e-06,0.0002450421452522278,1763260556.314999,406016,0.002909955568611622,5.6451612181263044e-05,500.06141901016235,0.5645871162414551,,-0.0033043622970581055,0.0
,4254,859.0,0.0004397295415401459,2.648681402206421e-06,-0.0001343861222267151,1763260556.5351942,406272,0.0006464427569881082,5.6298002164112404e-05,500.2816140651703,0.6342293620109558,,-0.050691843032836914,0.0
500.0,4255,,,,,1763260556.5603476,406338,,,500.3067674636841,,500.0,,
,4273,860.0,-0.0012858165428042412,0.00014946702867746353,-0.0010941065847873688,1763260558.2778363,408192,0.001122725079767406,5.514593067346141e-05,502.02425622940063,0.5689704418182373,,-0.045929908752441406,0.0
,4276,860.0,0.0009410018101334572,4.609767347574234e-05,0.0006668716669082642,1763260558.5021167,408448,620.4165649414062,5.499232065631077e-05,502.2485365867615,0.5991559624671936,,-2.7060508728027344e-05,0.0
,4277,860.0,0.0006680730730295181,1.5171244740486145e-05,0.00027444027364254,1763260558.613152,408576,0.0025341424625366926,5.491551564773545e-05,502.35957193374634,0.6096681356430054,,0.08251410722732544,0.0
,4278,860.0,0.002862846478819847,0.0004497841000556946,-0.001839417964220047,1763260558.7251976,408704,0.0007193691562861204,5.4838710639160126e-05,502.47161746025085,0.5622098445892334,,0.20617830753326416,0.0
,4288,860.0,-0.005809279158711433,0.0001284126192331314,0.00023557990789413452,1763260559.6516147,409728,0.0007006974192336202,5.4224270570557564e-05,503.3980345726013,0.5226672291755676,,0.15027254819869995,0.0
,4290,860.0,-0.0012908391654491425,1.13658607006073e-05,-0.0004201233386993408,1763260559.7642124,409856,1046.8778076171875,5.4147465561982244e-05,503.51063227653503,0.5267454981803894,,-5.340576171875e-05,0.0
,4292,860.0,-0.000708363950252533,3.473833203315735e-05,-0.0007753223180770874,1763260559.9870195,410112,0.0010181991383433342,5.3993855544831604e-05,503.7334394454956,0.5721672177314758,,0.036785125732421875,0.0
500.0,4314,,,,,1763260561.9758627,412338,,,505.72228264808655,,500.0,,
,4318,862.0,0.0003671180456876755,0.00032964348793029785,-0.001549743115901947,1763260562.432145,412800,0.0005866821156814694,5.2380954002728686e-05,506.1785650253296,0.5869198441505432,,-0.029599785804748535,0.0
,4346,863.0,0.004743455909192562,0.00013164710253477097,-0.004630476236343384,1763260564.9565678,415616,0.00047152990009635687,5.069124381407164e-05,508.70298767089844,0.501947820186615,,-0.09456264972686768,0.0
500.0,4366,,,,,1763260566.770051,417623,,,510.51647090911865,,500.0,,
,4372,864.0,0.0007683606818318367,3.5865232348442078e-06,-4.9680471420288086e-05,1763260567.2982726,418176,424.53515625,4.915514728054404e-05,511.0446925163269,0.5565202832221985,,6.824731826782227e-05,0.0
,4377,864.0,0.0001719202846288681,5.6568533182144165e-06,-0.0002361871302127838,1763260567.7764285,418688,737.4566040039062,4.884792724624276e-05,511.52284836769104,0.5415564179420471,,0.00011527538299560547,0.0
,4378,864.0,-0.0007359962910413742,2.2191554307937622e-05,0.0013674013316631317,1763260567.8859138,418816,0.0025664959102869034,4.877112223766744e-05,511.63233375549316,0.5787076950073242,,0.023451566696166992,0.0
,4387,865.0,0.0003646090626716614,2.489238977432251e-05,0.0010705366730690002,1763260568.703561,419712,664.2559204101562,4.82334871776402e-05,512.4499809741974,0.5567309856414795,,-3.1828880310058594e-05,0.0
500.0,4396,,,,,1763260569.4856796,420623,,,513.232099533081,,500.0,,
500.0,4413,,,,,1763260571.016211,422327,,,514.7626309394836,,500.0,,
,4415,866.0,0.00043988507241010666,0.00010937172919511795,-0.0033238977193832397,1763260571.2170424,422528,0.003023989498615265,4.6543776988983154e-05,514.9634623527527,0.5855885744094849,,-0.05773746967315674,0.0
,4456,868.0,-0.0010045962408185005,3.9585866034030914e-05,-0.0005423016846179962,1763260575.019774,426752,0.0008121987921185791,4.400921534397639e-05,518.7661938667297,0.5659472346305847,,-0.08722472190856934,0.0
,4470,869.0,1.943204551935196e-05,2.083275467157364e-05,-0.0006958432495594025,1763260576.2787437,428160,0.000982778612524271,4.316436388762668e-05,520.0251636505127,0.5572864413261414,,0.14793574810028076,0.0
,4478,869.0,-0.0004202788695693016,1.2279488146305084e-05,0.00015638023614883423,1763260576.9484704,428928,635.896240234375,4.2703533836174756e-05,520.6948902606964,0.5394917726516724,,-1.2278556823730469e-05,0.0
,4480,869.0,-0.0031821327283978462,9.828899055719376e-05,-0.005567368119955063,1763260577.2093139,429184,0.001133789075538516,4.2549923819024116e-05,520.9557337760925,0.5755034685134888,,-0.1316601037979126,0.0
,4492,870.0,0.0003763902932405472,2.775341272354126e-06,-0.0003332197666168213,1763260578.2460864,430336,731.3917236328125,4.1858678741846234e-05,521.9925062656403,0.5351184606552124,,7.37309455871582e-05,0.0
500.0,4496,,,,,1763260578.6146612,430827,,,522.361081123352,,500.0,,
,4498,870.0,0.000879005528986454,1.9834376871585846e-05,-0.0017852745950222015,1763260578.8000765,430976,0.002164271427318454,4.147465369896963e-05,522.5464963912964,0.543815016746521,,-0.042429208755493164,0.0
,4520,871.0,-8.328445255756378e-05,5.384907126426697e-06,-0.0003178119659423828,1763260580.876749,433280,0.0007298208074644208,4.0092167182592675e-05,524.6231689453125,0.6034519672393799,,0.04826837778091431,0.0
,4522,871.0,0.00027378182858228683,2.75392085313797e-06,-0.000871516764163971,1763260580.9910405,433408,417.9693298339844,4.0015362174017355e-05,524.7374603748322,0.554771363735199,,2.0682811737060547e-05,0.0
,4524,871.0,0.00010054092854261398,0.00013578590005636215,-0.0012952685356140137,1763260581.2462308,433664,0.0007857268792577088,3.9861752156866714e-05,524.9926507472992,0.5680142641067505,,0.19429254531860352,0.0
,4525,871.0,0.0012152297422289848,1.6656704246997833e-05,-0.0004974827170372009,1763260581.35775,433792,0.0007065038080327213,3.9784947148291394e-05,525.104169845581,0.5711408257484436,,-0.06681835651397705,0.0
,4527,871.0,0.001576869748532772,1.4250166714191437e-05,0.0005053132772445679,1763260581.4707341,433920,771.9359130859375,3.9708142139716074e-05,525.2171540260315,0.5755858421325684,,1.430511474609375e-06,0.0
500.0,4531,,,,,1763260581.8119206,434327,,,525.558340549469,,500.0,,
,4533,871.0,-0.0006213579326868057,1.5040859580039978e-05,0.0009075142443180084,1763260582.0263863,434560,0.002278903964906931,3.932411709683947e-05,525.7728061676025,0.5690317749977112,,-0.00569307804107666,0.0
,4534,872.0,-0.000994979403913021,2.5612302124500275e-05,-0.0003969445824623108,1763260582.1387582,434688,0.0009345435537397861,3.924731208826415e-05,525.8851780891418,0.5813676714897156,,-0.10334360599517822,0.0
500.0,4555,,,,,1763260584.0208287,436827,,,527.7672486305237,,500.0,,
,4557,873.0,-0.0005996664986014366,1.0677613317966461e-05,-0.0013277232646942139,1763260584.213291,436992,0.0024480572901666164,3.786482193390839e-05,527.9597108364105,0.5906516313552856,,-0.08276963233947754,0.0
,4562,873.0,-0.0014737825840711594,4.233792424201965e-05,-0.001484803855419159,1763260584.6913266,437504,0.002419177209958434,3.755760189960711e-05,528.4377465248108,0.5768477916717529,,0.378432035446167,0.0
,4576,873.0,-0.0004315013065934181,2.5122426450252533e-05,0.00042890384793281555,1763260585.9509408,438912,689.53515625,3.671275044325739e-05,529.6973607540131,0.635338544845581,,0.00018554925918579102,0.0
,4613,875.0,-6.233807653188705e-05,2.0743347704410553e-05,-0.00034211669117212296,1763260589.400001,442752,0.0007946757832542062,3.440860382397659e-05,533.146420955658,0.571837842464447,,-0.03349566459655762,0.0
,4626,875.0,0.00018442142754793167,2.2846274077892303e-05,-0.001170143485069275,1763260590.5999322,444032,0.002675058785825968,3.364055373822339e-05,534.3463521003723,0.5346994996070862,,0.04667574167251587,0.0
,4635,876.0,-0.0005424823611974716,1.0993331670761108e-05,0.0010698400437831879,1763260591.383943,444928,0.0015017479890957475,3.310291867819615e-05,535.1303629875183,0.5314412713050842,,-0.23837721347808838,0.0
,4641,876.0,-0.0004264442250132561,3.355555236339569e-06,2.9670074582099915e-05,1763260592.0050344,445568,0.0012362032430246472,3.2718893635319546e-05,535.7514543533325,0.5459878444671631,,-0.13478624820709229,0.0
,4644,876.0,-0.0004829932004213333,3.986060619354248e-06,-2.103671431541443e-05,1763260592.2299492,445824,0.0023624449968338013,3.2565283618168905e-05,535.9763691425323,0.5294536352157593,,0.09331321716308594,0.0
,4661,877.0,-0.0019328845664858818,3.3586286008358e-05,-0.002068161964416504,1763260593.8713403,447616,0.0010015026200562716,3.149001713609323e-05,537.617760181427,0.5897387862205505,,0.0017638206481933594,0.0
,4675,877.0,0.0016195308417081833,3.631971776485443e-05,-0.0017375126481056213,1763260595.1378696,449024,0.0006226930418051779,3.0645162041764706e-05,538.8842895030975,0.529267430305481,,0.11280888319015503,0.0
500.0,4691,,,,,1763260596.5468824,450641,,,540.2933022975922,,500.0,,
,4709,879.0,0.0001685572788119316,4.793517291545868e-06,0.0005180761218070984,1763260598.162377,452352,0.0019910007249563932,2.8648233637795784e-05,541.9087970256805,0.588391900062561,,-0.004461050033569336,0.0
,4713,879.0,-0.0006378544494509697,4.58303838968277e-06,3.6656856536865234e-05,1763260598.4974089,452736,0.0029119974933564663,2.8417818612069823e-05,542.2438287734985,0.5573106408119202,,-0.06916296482086182,0.0
,4738,880.0,-0.00010053906589746475,0.00020932313054800034,-0.012295939028263092,1763260600.8042405,455296,0.002641360042616725,2.688172025955282e-05,544.5506603717804,0.5067630410194397,,0.1409614086151123,0.0
218.0,4739,,,,,1763260600.8078613,455299,,,544.5542812347412,,218.0,,
,4741,880.0,4.024431109428406e-05,2.6458874344825745e-05,0.0007021911442279816,1763260601.0673497,455552,0.002356118755415082,2.672811024240218e-05,544.8137695789337,0.5851587653160095,,0.04362887144088745,0.0
500.0,4743,,,,,1763260601.2186964,455799,,,544.9651162624359,,500.0,,
,4754,880.0,0.00018784590065479279,1.3355165719985962e-06,0.00018176063895225525,1763260602.218944,456832,992.7005004882812,2.5960061975638382e-05,545.9653639793396,0.6090974807739258,,1.329183578491211e-05,0.0
,4772,881.0,0.0038275839760899544,0.00012849550694227219,-0.003950618207454681,1763260603.9270911,458752,0.0011410164879634976,2.480798684700858e-05,547.6735110282898,0.5639400482177734,,0.0006136894226074219,0.0
,4786,882.0,-0.00043195392936468124,7.723458111286163e-06,0.00033699721097946167,1763260605.235022,460160,0.0014124501030892134,2.396313357166946e-05,548.9814419746399,0.5868579745292664,,-0.1763303279876709,0.0
,4787,882.0,0.0007802220061421394,1.664925366640091e-05,-8.78162682056427e-05,1763260605.346057,460288,0.0010977216297760606,2.388632856309414e-05,549.0924768447876,0.536973237991333,,0.09845942258834839,0.0
500.0,4788,,,,,1763260605.3515894,460299,,,549.0980093479156,,500.0,,
,4796,882.0,0.0013934820890426636,2.331845462322235e-05,0.0003711394965648651,1763260606.1252372,461184,0.0014225675258785486,2.3348693503066897e-05,549.8716571331024,0.5903558731079102,,-0.006838202476501465,0.0
,4799,882.0,-0.0004930431023240089,3.5976991057395935e-06,-9.041652083396912e-05,1763260606.3872766,461440,0.002079753205180168,2.319508530490566e-05,550.1336965560913,0.6082645058631897,,0.06058835983276367,0.0
,4806,883.0,-0.0012129759415984154,1.2186355888843536e-05,-0.000909632071852684,1763260607.054069,462208,0.0011126750614494085,2.273425525345374e-05,550.800488948822,0.5868443846702576,,0.004816174507141113,0.0
,4809,883.0,6.60652294754982e-05,8.093193173408508e-07,-0.00012354832142591476,1763260607.3162594,462464,0.0021293871104717255,2.25806452363031e-05,551.0626792907715,0.5936402082443237,,-0.07016491889953613,0.0
,4813,883.0,-0.0011038677766919136,9.707175195217133e-06,-0.001782778650522232,1763260607.6509326,462848,843.1803588867188,2.2350230210577138e-05,551.3973524570465,0.5319669842720032,,-7.748603820800781e-06,0.0
500.0,4851,,,,,1763260611.1451268,466799,,,554.8915467262268,,500.0,,
,4852,884.0,-0.0005667787045240402,3.645196557044983e-06,0.0007940828800201416,1763260611.2197797,466816,885.655029296875,1.9969278582721017e-05,554.9661996364594,0.5891414284706116,,3.981590270996094e-05,0.0
,4859,885.0,-0.00039549171924591064,8.782371878623962e-06,-0.0009334832429885864,1763260611.9660027,467584,0.0014204992912709713,1.9508448531269096e-05,555.7124226093292,0.573638916015625,,0.006496846675872803,0.0
,4868,885.0,0.000706714577972889,2.0262785255908966e-05,-0.001697823405265808,1763260612.7826366,468480,0.0020264016930013895,1.8970813471241854e-05,556.5290565490723,0.5732159614562988,,-0.83656907081604,0.0
,4874,885.0,0.0001263720914721489,1.3413839042186737e-05,-0.0001370515674352646,1763260613.3421035,469120,0.0013029413530603051,1.8586790247354656e-05,557.0885233879089,0.5920719504356384,,-0.064705491065979,0.0
,4878,885.0,0.0008267480880022049,9.851530194282532e-06,-0.0018355995416641235,1763260613.7127278,469504,0.0019928207620978355,1.8356375221628696e-05,557.4591476917267,0.5245552062988281,,-0.010344862937927246,0.0
,4882,885.0,0.0002636658027768135,1.9865110516548157e-06,-0.0003094300627708435,1763260614.0464432,469888,775.229736328125,1.8125960195902735e-05,557.7928631305695,0.580385684967041,,5.40614128112793e-05,0.0
500.0,4915,,,,,1763260617.074645,473299,,,560.8210649490356,,500.0,,
500.0,4920,,,,,1763260617.5166404,473799,,,561.2630603313446,,500.0,,
,4932,887.0,-0.0008705053478479385,8.01868736743927e-06,-0.0005591660737991333,1763260618.6453388,475008,0.0019162272801622748,1.5053763490868732e-05,562.3917586803436,0.5333184599876404,,-0.018177032470703125,0.0
,4933,887.0,0.00015881378203630447,3.1013041734695435e-07,-0.00015091896057128906,1763260618.7864213,475136,0.0014640262816101313,1.4976958482293412e-05,562.5328412055969,0.5390474200248718,,0.07197940349578857,0.0
,4939,888.0,0.0013324189931154251,1.7354264855384827e-05,0.00017182528972625732,1763260619.346892,475776,0.0012069146614521742,1.4592934348911513e-05,563.0933120250702,0.5618647336959839,,0.053635478019714355,0.0
,4946,888.0,0.00018554925918579102,8.288770914077759e-07,0.00010171905159950256,1763260619.9407997,476416,435.56353759765625,1.4208909306034911e-05,563.687219619751,0.5773469805717468,,-1.2516975402832031e-05,0.0
,4953,888.0,-0.00020970311015844345,7.813796401023865e-07,7.783621549606323e-05,1763260620.6094944,477184,0.0012646627146750689,1.3748080164077692e-05,564.3559143543243,0.6114790439605713,,-0.028355956077575684,0.0
,4958,888.0,-0.00011640321463346481,3.2316893339157104e-07,0.00012004002928733826,1763260621.0879877,477696,0.0011390541912987828,1.344086012977641e-05,564.8344075679779,0.60398930311203,,-0.020024895668029785,0.0
,4963,889.0,-1.99098140001297e-05,9.5367431640625e-07,-0.00031188130378723145,1763260621.5333214,478208,0.0014642981113865972,1.3133641004969832e-05,565.2797412872314,0.5490632057189941,,-0.1520634889602661,0.0
,4971,889.0,-0.000661185011267662,2.7082860469818115e-06,-0.00020506791770458221,1763260622.242138,478976,0.0017770533449947834,1.267281095351791e-05,565.9885578155518,0.5874009728431702,,0.0782308578491211,0.0
,4972,889.0,2.771615982055664e-06,4.675239324569702e-07,-0.00012595020234584808,1763260622.3524132,479104,0.0014479956589639187,1.259600594494259e-05,566.0988330841064,0.545841634273529,,-0.08676695823669434,0.0
,4978,889.0,0.0013583973050117493,1.054815948009491e-05,-0.0017196275293827057,1763260622.9421258,479744,0.001349023194052279,1.221198181156069e-05,566.6885457038879,0.5608375668525696,,0.0937577486038208,0.0
