_timestamp,losses/clipfrac,_runtime,losses/old_approx_kl,losses/value_loss,charts/SPS,charts/episodic_return,charts/episodic_length,losses/approx_kl,losses/explained_variance,global_step,_step,losses/entropy,losses/policy_loss,charts/learning_rate
1763260201.6703684,0.0,145.43114042282104,-0.0018775463104248047,0.00039663902134634554,583.0,,,0.000223575159907341,-4.317672252655029,68864,922,0.5401924252510071,-0.004584517329931259,0.0002587557537481189
1763260202.8259726,0.0,146.58674454689026,0.002783532254397869,0.002881081774830818,584.0,,,4.7682784497737885e-05,-0.9421510696411133,69632,930,0.554811418056488,-0.003070240840315819,0.00025829492369666696
1763260203.9671452,,147.72791719436646,,,,500.0,500.0,,,70433,938,,,
1763260204.5083945,0.0,148.26916646957397,-0.0015483023598790169,0.0006870389333926141,585.0,,,0.00024706777185201645,-0.019120097160339355,70784,941,0.4937274158000946,-0.0003111809492111206,0.0002576036786194891
1763260204.6822138,0.0,148.44298577308655,0.0024964669719338417,5.6592325563542545e-05,585.0,,,0.0038264328613877296,-0.1852360963821411,70912,942,0.4501804709434509,0.009110521525144577,0.00025752687361091375
1763260205.4650629,,149.22583484649658,,,,500.0,500.0,,,71433,948,,,
1763260209.4171975,0.0,153.177969455719,0.00426770094782114,0.001044649281539023,589.0,,,0.0012723030522465706,0.12709540128707886,74112,974,0.4810353219509125,0.003368593752384186,0.00025560674839653075
1763260210.3481886,0.0,154.10896062850952,0.01847516931593418,0.00015219830675050616,590.0,,,0.00279424712061882,-0.1136101484298706,74752,980,0.5161056518554688,-0.011238091625273228,0.00025522272335365415
1763260211.0877583,0.0,154.848530292511,-9.838677942752838e-05,0.0005545165040530264,590.0,,,0.001245785504579544,-2.861346483230591,75264,985,0.47049880027770996,-0.0025361385196447372,0.00025491550331935287
1763260212.584682,0.0234375,156.34545397758484,0.03412577882409096,0.0006163162179291248,591.0,,,0.00673310924321413,-3.4463343620300293,76288,995,0.4498675465583801,-0.006865255534648895,0.0002543010632507503
1763260212.7850707,0.0,156.5458426475525,0.00537086371332407,0.005898593924939632,591.0,,,0.00010704714804887772,0.0003243684768676758,76416,997,0.4474180340766907,-0.0028753820806741714,0.000254224258242175
1763260215.3612556,,159.12202763557434,,,,500.0,500.0,,,78292,1015,,,
1763260216.1044583,,159.86523032188416,,,,500.0,500.0,,,78792,1020,,,
1763260217.7954686,0.0,161.55624055862427,-0.0008900957182049751,708.6686401367188,595.0,,,3.329198807477951e-05,1.6987323760986328e-05,79872,1031,0.6146916747093201,-0.0007542110979557037,0.0002521505521144718
1763260220.0816483,,163.84242033958435,,,,33.0,33.0,,,81377,1050,,,
1763260220.3333268,,164.09409880638123,,,,33.0,33.0,,,81439,1053,,,
1763260220.813668,0.0,164.5744400024414,-0.0071149179711937904,1279.688720703125,595.0,,,0.0008987067267298698,0.0325164794921875,81664,1058,0.5058044195175171,-0.001246599480509758,0.0002510752819944173
1763260224.021092,0.005859375,167.7818639278412,-0.007763156667351723,0.3264576494693756,596.0,,,0.0011519957333803177,-10.24941635131836,83712,1083,0.5556129217147827,-0.0031424779444932938,0.0002498464018572122
1763260225.1721237,0.0,168.9328956604004,-0.003598242998123169,0.06637423485517502,596.0,,,0.0002706199884414673,-0.05560767650604248,84480,1091,0.589611828327179,-0.004593461751937866,0.00024938557180576026
1763260227.3938434,0.0,171.15461540222168,0.0012887585908174515,0.006205650977790356,598.0,,,0.0010803844779729843,0.28669339418411255,86016,1106,0.5283333659172058,-0.009897077456116676,0.0002484639117028564
1763260229.072533,,172.83330488204956,,,,500.0,500.0,,,87289,1118,,,
1763260230.1322262,0.0,173.89299821853638,-0.00045132357627153397,0.002685684012249112,600.0,,,0.00011108163744211197,0.28210169076919556,87936,1125,0.5529121160507202,-0.001326095312833786,0.0002473118365742266
1763260231.4761305,,175.23690247535706,,,,500.0,500.0,,,88789,1133,,,
1763260233.4193203,0.0,177.18009233474731,0.0015530548989772797,0.0024331414606422186,600.0,,,0.00026016682386398315,0.5487776398658752,89984,1145,0.5334233045578003,-0.003087567165493965,0.0002460829564370215
