_timestamp,losses/clipfrac,_runtime,losses/old_approx_kl,losses/value_loss,charts/SPS,charts/episodic_return,charts/episodic_length,losses/approx_kl,losses/explained_variance,global_step,_step,losses/entropy,losses/policy_loss,charts/learning_rate
1763260105.0417497,,48.80252170562744,,,,21.0,21.0,,,11374,251,,,
1763260105.9954684,,49.756240367889404,,,,149.0,149.0,,,11896,259,,,
1763260106.840065,0.0,50.600836992263794,0.00041704345494508743,229.97129821777344,529.0,,,8.232053369283676e-05,0.5820889472961426,12288,265,0.6188728213310242,-0.0032388297840952873,0.00029270353843457997
1763260107.6338053,0.0,51.39457726478577,0.002484372816979885,156.61700439453125,528.0,,,3.221910446882248e-05,0.06056088209152222,12672,273,0.6159315705299377,-0.002625301480293274,0.000292473123408854
1763260107.6926277,,51.453399658203125,,,,149.0,149.0,,,12728,274,,,
1763260109.8594635,,53.620235443115234,,,,80.0,80.0,,,13901,292,,,
1763260113.562798,0.0,57.323570013046265,-0.0020869579166173935,166.64138793945312,534.0,,,6.139278411865234e-05,-0.00436091423034668,16000,321,0.6219075918197632,0.00017856713384389877,0.0002904761931858957
1763260114.2724116,0.0,58.033183574676514,0.004280976951122284,144.36785888671875,535.0,,,0.00031209178268909454,0.0076056718826293945,16384,327,0.5359508991241455,-0.0071317777037620544,0.0002902457781601697
1763260114.5343502,,58.295122146606445,,,,109.0,109.0,,,16533,330,,,
1763260114.7720647,0.0,58.53283667564392,-0.0005109366029500961,111.53398132324219,534.0,,,5.6292861700057983e-05,0.03213691711425781,16640,332,0.5391064286231995,-0.0037442222237586975,0.0002900921681430191
1763260115.5018613,,59.262633323669434,,,,309.0,309.0,,,17140,337,,,
1763260115.9058743,0.0,59.666646242141724,0.00013038329780101776,203.03955078125,535.0,,,1.8272548913955688e-06,-0.0016150474548339844,17280,340,0.5912696123123169,0.0012757405638694763,0.0002897081431001425
1763260119.9422538,0.0,63.703025817871094,0.018512997776269913,132.06658935546875,536.0,,,0.002246192656457424,0.17902475595474243,19456,370,0.5962392091751099,-0.005303874611854553,0.00028840245795436203
1763260120.4306407,0.0,64.19141268730164,0.0014156065881252289,47.9030876159668,535.0,,,0.00023373402655124664,0.7440183758735657,19712,375,0.6335863471031189,0.003695109859108925,0.0002882488479372114
1763260122.9880686,0.0,66.74884057044983,0.003542505204677582,37.36317825317383,536.0,,,0.0003792550414800644,0.8206567168235779,21120,396,0.6234554052352905,0.002724376507103443,0.00028740399284288287
1763260126.3610048,0.0078125,70.12177681922913,-0.005644003860652447,92.31756591796875,542.0,,,0.0014079948887228966,0.1785849928855896,23168,425,0.5856693387031555,0.006290808320045471,0.00028617511270567775
1763260128.5004456,0.0,72.26121759414673,0.007307615131139755,92.27056121826172,545.0,,,0.0008881315588951111,0.548909604549408,24448,441,0.561998724937439,-0.006341073662042618,0.00028540706261992455
1763260129.686874,0.0,73.44764590263367,-0.00097687728703022,47.71438980102539,544.0,,,5.8729201555252075e-06,0.7773088812828064,25088,450,0.6010290384292603,-0.0004934389144182205,0.00028502303757704794
1763260133.1009843,0.0,76.86175632476807,0.0007459362968802452,70.86033630371094,546.0,,,6.441958248615265e-06,0.26875215768814087,27008,471,0.566484272480011,0.0004912763833999634,0.00028387096244841814
1763260134.763474,,78.52424597740173,,,,257.0,257.0,,,27830,481,,,
1763260136.520953,0.0,80.28172492980957,-0.0002129795029759407,84.03356170654297,542.0,,,2.537854015827179e-06,0.005327939987182617,28672,490,0.592403769493103,0.00018261373043060303,0.000282872497336939
1763260138.8808496,0.0,82.64162158966064,-0.002718985080718994,79.1829605102539,544.0,,,0.0010226257145404816,-0.008062362670898438,30080,504,0.5642598867416382,0.00191410630941391,0.00028202764224261045
1763260140.4566076,0.0,84.21737957000732,0.0010716207325458527,233.84719848632812,545.0,,,8.372589945793152e-06,0.0013875365257263184,30976,515,0.5638912320137024,-0.0012520495802164078,0.0002814900071825832
1763260142.76477,0.0,86.52554202079773,0.000845830887556076,82.03533935546875,547.0,,,5.280598998069763e-06,0.007804989814758301,32384,530,0.6055076718330383,6.821658462285995e-05,0.0002806451520882547
1763260144.2257428,0.0,87.98651480674744,-0.0016316426917910576,196.3973388671875,549.0,,,0.0002553751692175865,-0.00048148632049560547,33280,539,0.5689600706100464,0.004328027367591858,0.00028010751702822745
1763260145.459442,0.0,89.22021389007568,0.0031998176127672195,104.41686248779297,550.0,,,0.0001426655799150467,0.24552714824676514,34048,547,0.5809886455535889,0.002443648874759674,0.0002796466869767755
1763260146.698571,0.0,90.45934295654297,0.01487640105187893,56.6844367980957,552.0,,,0.0003500860184431076,0.20252293348312378,34816,555,0.6049616932868958,0.004060814157128334,0.0002791858569253236
1763260147.1593132,,90.92008519172668,,,,217.0,217.0,,,35133,559,,,
1763260148.4274306,0.0,92.18820261955261,0.004846898838877678,118.38633728027344,553.0,,,0.0006107054650783539,0.4262504577636719,35840,568,0.5762978792190552,-0.005208522081375122,0.00027857141685672104
1763260152.401294,0.0,96.1620659828186,-0.00032451748847961426,51.6420783996582,556.0,,,0.00010560452938079834,0.0025916099548339844,38272,595,0.5737934112548828,0.0003681257367134094,0.00027711212169378996
1763260154.949901,0.0,98.71067309379578,-0.0013669319450855255,177.37319946289062,558.0,,,0.00029173679649829865,0.12167423963546753,39808,612,0.5302920937538147,-0.0064354948699474335,0.00027619049069471657
1763260155.1897802,0.0,98.95055222511292,-0.004319463856518269,116.79235076904297,558.0,,,9.282957762479782e-05,0.5906621217727661,39936,614,0.5537868738174438,-0.0006697326898574829,0.00027611368568614125
1763260157.4026232,,101.1633951663971,,,,266.0,266.0,,,41321,630,,,
1763260158.218461,,101.97923302650452,,,,259.0,259.0,,,41788,636,,,
1763260158.8464499,0.0,102.60722184181213,0.019305314868688583,78.94497680664062,560.0,,,0.003491711802780628,0.7852674722671509,42112,640,0.5732889175415039,0.003751929849386215,0.0002748080005403608
1763260160.1609492,0.0,103.92172122001648,-0.0001503247767686844,38.27103805541992,560.0,,,0.00017748959362506866,0.8295668363571167,42880,650,0.5904161930084229,-0.0038342326879501343,0.0002743471704889089
1763260162.1532283,0.0,105.91400027275085,-0.0006057443097233772,116.67176818847656,560.0,,,0.00020841974765062332,0.6371380686759949,44032,664,0.5161339044570923,0.0022259503602981567,0.000273655925411731
1763260164.9816327,0.0,108.74240469932556,-0.00137320626527071,28.020668029785156,561.0,,,1.1787749826908112e-05,0.8571587800979614,45696,684,0.5020400881767273,0.00043699517846107483,0.00027265746030025184
1763260165.8341455,0.0,109.59491753578186,0.010975142009556293,7.981638431549072,562.0,,,0.0008804900571703911,0.927391767501831,46208,689,0.512812614440918,0.005790478549897671,0.00027235024026595056
1763260167.127637,0.0,110.88840889930725,-0.00020320527255535126,14.404733657836914,562.0,,,1.516006886959076e-05,0.8900972604751587,46976,698,0.5089700222015381,-0.0006190165877342224,0.00027188941021449864
1763260167.6277685,0.0,111.38854050636292,0.006560532376170158,30.807727813720703,562.0,,,0.0002841781824827194,0.888792872428894,47232,702,0.5202467441558838,4.5085325837135315e-05,0.000271735800197348
1763260168.4351044,0.0,112.19587635993958,0.00033054687082767487,16.296415328979492,563.0,,,1.2587755918502808e-05,-0.011312127113342285,47744,707,0.5464328527450562,-0.0012755170464515686,0.0002714285801630467
1763260171.941827,0.0,115.7025990486145,-0.0014104442670941353,13.291254043579102,563.0,,,0.0002628425136208534,0.34362637996673584,49792,729,0.5208187699317932,0.00585547462105751,0.0002701997000258416
1763260176.398619,,120.15939092636108,,,,461.0,461.0,,,52531,757,,,
1763260177.242066,,121.00283789634705,,,,489.0,489.0,,,53020,762,,,
1763260178.065141,0.0,121.8259129524231,-0.0005199303850531578,2.096132516860962,566.0,,,0.000316801480948925,0.854929506778717,53504,767,0.5283589363098145,-0.007162971422076225,0.0002679723547771573
1763260179.3035042,0.0,123.0642762184143,0.004678709432482719,4.917348861694336,567.0,,,0.0002746153622865677,-0.13282263278961182,54272,775,0.5304045081138611,-0.000500991940498352,0.0002675115247257054
1763260181.325278,0.0,125.08605003356934,0.00020674709230661392,3.2628259658813477,568.0,,,4.169531166553497e-06,-0.3507194519042969,55552,788,0.5559802651405334,-0.0001470409333705902,0.0002667434746399522
1763260182.70486,0.025390625,126.46563196182251,-0.04131244122982025,2.3562896251678467,569.0,,,0.009565891698002815,0.8140577673912048,56448,797,0.5065845847129822,0.0060297641903162,0.00026620583957992494
1763260184.1014516,0.0078125,127.8622236251831,0.00860618706792593,1.6575086116790771,570.0,,,0.003300975076854229,0.28083187341690063,57344,806,0.5305958390235901,0.013861723244190216,0.0002656682045198977
1763260185.353758,,129.11453008651733,,,,269.0,269.0,,,58164,815,,,
1763260192.7187939,0.0,136.47956585884094,0.013653861358761787,0.04726431146264076,576.0,,,0.0024591227993369102,-0.018549203872680664,62848,863,0.5476901531219482,0.0030144788324832916,0.00026236558915115893
1763260194.0540755,0.0,137.81484746932983,0.021139834076166153,0.02537517249584198,577.0,,,0.0025046002119779587,0.778896689414978,63744,872,0.5858681201934814,-0.030882306396961212,0.0002618279540911317
1763260194.640322,0.0,138.40109395980835,-0.005018220283091068,0.018872341141104698,577.0,,,0.0008533289656043053,0.06012052297592163,64128,876,0.5048255920410156,-0.005280058830976486,0.0002615975390654057
