losses/explained_variance,losses/entropy,losses/approx_kl,charts/episodic_length,_timestamp,charts/SPS,charts/learning_rate,_runtime,charts/episodic_return,global_step,losses/clipfrac,_step,losses/value_loss,losses/old_approx_kl,losses/policy_loss
-0.001661062240600586,0.3565845787525177,0.0035392390564084053,,1763260347.1629975,685.0,0.00019170506857335567,290.91160559654236,,180608,0.01171875,2007,0.00036377046490088105,0.018272023648023605,-0.03635156899690628
-0.04019904136657715,0.49072545766830444,0.001979660242795944,,1763260347.9596527,686.0,0.00019116743351332843,291.7082607746124,,181504,0.005859375,2016,0.0003426700131967664,0.0044673141092062,-0.02673324942588806
-0.00011646747589111328,0.4181686341762543,0.0011098096147179604,,1763260348.2411542,686.0,0.0001910138234961778,291.9897623062134,,181760,0.0,2019,571.5205688476562,0.0017379513010382652,0.005993753671646118
-0.00013911724090576172,0.44385892152786255,0.00013662409037351608,,1763260348.693154,687.0,0.0001907066034618765,292.4417622089386,,182272,0.0,2024,769.1679077148438,0.0027084099128842354,-0.0010120794177055359
-0.0216522216796875,0.4826816916465759,0.0005342010408639908,,1763260349.0415862,688.0,0.00019047618843615055,292.790194272995,,182656,0.0,2027,0.00019932437862735242,0.003730686381459236,0.006086558103561401
-5.459785461425781e-05,0.4973508417606354,0.0006155883893370628,,1763260349.1800532,688.0,0.00019039938342757523,292.92866134643555,,182784,0.0,2029,452.3303527832031,-0.003360244445502758,-0.010243993252515793
-3.552436828613281e-05,0.46099790930747986,5.054008215665817e-05,,1763260349.630616,689.0,0.00019009216339327395,293.37922406196594,,183296,0.0,2034,124.5614013671875,-0.0020522484555840492,0.0026092082262039185
-0.06470990180969238,0.44869622588157654,0.000432661734521389,,1763260350.6826413,690.0,0.00018940091831609607,294.4312493801117,,184448,0.0,2045,0.0008394756005145609,-0.004015444777905941,-0.010068504139780998
-0.03179144859313965,0.42344698309898376,0.006055762059986591,,1763260351.2822654,691.0,0.00018901689327321947,295.0308735370636,,185088,0.0078125,2051,0.0003939960733987391,0.025025561451911926,-0.042642202228307724
,,,500.0,1763260351.312712,,,295.061320066452,500.0,185173,,2052,,,
-0.3828251361846924,0.44718560576438904,0.009759661741554737,,1763260353.7575688,692.0,0.00018786481814458966,297.50617694854736,,187008,0.048828125,2070,0.0009228856069967151,-0.03086037188768387,-0.01091560535132885
-0.002715587615966797,0.48476165533065796,0.0016862619668245316,,1763260354.5300941,692.0,0.00018748079310171306,298.2787022590637,,187648,0.005859375,2076,0.0002702009223867208,-0.014704450964927673,0.01032818853855133
0.038930296897888184,0.549610435962677,0.0007640831172466278,,1763260356.6477652,693.0,0.0001864823279902339,300.39637327194214,,189312,0.0,2093,0.0035006788093596697,-0.0074983034282922745,0.0037200115621089935
-0.019843220710754395,0.49860092997550964,1.556985080242157e-05,,1763260356.771493,693.0,0.00018640552298165858,300.52010107040405,,189440,0.0,2094,0.0005338576156646013,0.0007603075355291367,0.0007191356271505356
4.744529724121094e-05,0.5008763074874878,0.00018585007637739182,,1763260358.8740246,696.0,0.00018502304737921804,302.6226327419281,,191744,0.0,2117,532.4544677734375,-0.0027441801503300667,0.0034733805805444717
-1.3828277587890625e-05,0.5804994702339172,0.00032363366335630417,,1763260361.0863376,699.0,0.00018356375221628696,304.83494567871094,,194176,0.0,2141,834.180419921875,0.003030671738088131,-0.0036537032574415207
-5.0902366638183594e-05,0.5284151434898376,0.0004350505769252777,,1763260361.5362203,700.0,0.00018325653218198568,305.28482842445374,,194688,0.0,2146,701.8519287109375,0.002634327858686447,0.0010136961936950684
0.015076756477355957,0.5492405295372009,0.0003387751057744026,,1763260361.6473858,700.0,0.00018317972717341036,305.3959939479828,,194816,0.0,2147,0.007009000517427921,-0.012347185052931309,-0.00332525372505188
-0.003687143325805664,0.4563245177268982,0.0018930016085505486,,1763260361.7969925,700.0,0.00018310292216483504,305.5456006526947,,194944,0.001953125,2148,0.0005358869675546885,-0.0013034110888838768,-0.005673045292496681
,,,500.0,1763260362.389613,,,306.1382210254669,500.0,195663,,2155,,,
-0.029135823249816895,0.5216755867004395,8.013099431991577e-05,,1763260364.014632,704.0,0.00018164362700190395,307.76324009895325,,197376,0.0,2172,0.004544408991932869,-0.0015676580369472504,-0.00042079389095306396
,,,500.0,1763260365.1782596,,,308.92686772346497,500.0,198663,,2185,,,
-0.028920531272888184,0.5334347486495972,0.0006724828854203224,,1763260366.1476355,705.0,0.00018041474686469883,309.8962435722351,,199424,0.0,2192,0.0005650825332850218,-0.0013400660827755928,-0.0017237961292266846
-0.32364940643310547,0.529455304145813,0.000486522912979126,,1763260366.8843133,706.0,0.00018003072182182223,310.63292145729065,,200064,0.0,2198,0.00021204858785495162,-0.0015405602753162384,-0.00959094613790512
,,,500.0,1763260366.9419148,,,310.69052290916443,500.0,200163,,2199,,,
-0.02679598331451416,0.5307764410972595,7.172394543886185e-05,,1763260368.3787158,707.0,0.00017926267173606902,312.1273238658905,,201344,0.0,2211,0.0049399640411138535,-0.0004478050395846367,-0.0025087278336286545
,,,500.0,1763260368.626949,,,312.37555718421936,500.0,201663,,2214,,,
1.1920928955078125e-07,0.49418848752975464,0.00011529307812452316,,1763260369.3799212,707.0,0.00017872503667604178,313.12852931022644,,202240,0.0,2220,1016.5660400390625,0.006042479537427425,-0.002961486577987671
-0.11259698867797852,0.46195417642593384,0.00197765976190567,,1763260369.7180996,708.0,0.00017849462165031582,313.4667077064514,,202624,0.0,2223,0.00020378155750222504,-0.00719059631228447,-0.017363693565130234
-2.7894973754882812e-05,0.4261424243450165,0.00039171427488327026,,1763260369.8318744,708.0,0.0001784178166417405,313.58048248291016,,202752,0.0,2225,790.8181762695312,1.6748905181884766e-05,-0.0031481310725212097
-0.14626801013946533,0.47470712661743164,0.00020526349544525146,,1763260369.9425592,708.0,0.00017834101163316518,313.69116735458374,,202880,0.0,2226,0.004443577025085688,0.0078883096575737,7.798336446285248e-05
-0.04294860363006592,0.4360382854938507,0.002242591232061386,,1763260370.0547774,708.0,0.00017826420662458986,313.8033854961395,,203008,0.0,2227,0.000642145227175206,-0.00047798454761505127,-0.02397887036204338
0.029230117797851562,0.5187844634056091,0.00042403582483530045,,1763260370.4340825,709.0,0.0001780337915988639,314.18269062042236,,203392,0.0,2231,0.005387520883232355,0.009564838372170925,0.005795171484351158
-3.4570693969726562e-06,0.436129093170166,0.0002494044601917267,,1763260370.7698705,709.0,0.00017780337657313794,314.51847863197327,,203776,0.0,2235,378.62200927734375,-0.0033936388790607452,0.005953498184680939
0.03198647499084473,0.4543967843055725,0.0007141111418604851,,1763260371.3674643,710.0,0.00017741935153026134,315.11607241630554,,204416,0.0,2241,0.0018123914487659931,0.007326771505177021,-0.0025018155574798584
,,,500.0,1763260372.2526433,,,316.0012514591217,500.0,205163,,2248,,,
0.023058652877807617,0.5209521055221558,1.459755003452301e-05,,1763260372.582686,710.0,0.0001768817164702341,316.3312940597534,,205312,0.0,2250,0.005254296585917473,0.0010242033749818802,0.0006917715072631836
,,,500.0,1763260372.9833224,,,316.7319304943085,500.0,205663,,2253,,,
0.11275899410247803,0.4714256823062897,9.233318269252777e-05,,1763260375.6113043,711.0,0.00017549922631587833,319.3599123954773,,207616,0.0,2272,0.0001424035435775295,-0.0011911112815141678,-0.0017603393644094467
0.032056450843811035,0.46321114897727966,0.0013373186811804771,,1763260376.6232014,711.0,0.0001750383962644264,320.37180948257446,,208384,0.0,2280,0.005453225690871477,0.013069230131804943,0.0025279559195041656
0.01958245038986206,0.43027031421661377,0.0016427477821707726,,1763260378.4808085,712.0,0.0001741167507134378,322.2294166088104,,209920,0.0,2295,0.0006556256557814777,-0.006329295225441456,-0.011529937386512756
-0.00010502338409423828,0.4660662114620209,1.677870750427246e-05,,1763260378.7912898,712.0,0.00017396314069628716,322.5398979187012,,210176,0.0,2298,1009.9925537109375,0.0007751584053039551,0.0015006773173809052
-0.11231255531311035,0.42871224880218506,0.002102063037455082,,1763260379.9663181,713.0,0.00017319509061053395,323.71492624282837,,211456,0.0,2310,0.0007095378823578358,0.01220016274601221,0.0016266703605651855
,,,500.0,1763260380.1072114,,,323.85581946372986,500.0,211663,,2312,,,
-2.586841583251953e-05,0.5299066305160522,6.084423512220383e-05,,1763260380.6436746,714.0,0.00017273426055908203,324.3922827243805,,212224,0.0,2318,1140.883544921875,-0.0021108435466885567,-0.0024769678711891174
,,,500.0,1763260381.0413756,,,324.78998374938965,500.0,212663,,2322,,,
-0.0036202669143676758,0.5200584530830383,0.0005475124344229698,,1763260381.2457743,715.0,0.00017235023551620543,324.9943823814392,,212864,0.0,2324,0.004837765358388424,-0.005694570951163769,-0.010403376072645187
0.2102644443511963,0.517159640789032,0.0001653553918004036,,1763260381.695665,715.0,0.00017204301548190415,325.4442729949951,,213376,0.0,2329,0.005995572544634342,-0.004056884907186031,-0.0021869949996471405
-0.18658137321472168,0.5345533490180969,0.0003167232498526573,,1763260382.7311485,716.0,0.0001714285754133016,326.4797565937042,,214400,0.0,2339,0.007143686525523663,-0.00579484086483717,-0.0027552172541618347
-2.7894973754882812e-05,0.5350322723388672,0.0008032824844121933,,1763260383.2835438,716.0,0.00017119816038757563,327.03215193748474,,214784,0.0,2343,270.6938781738281,0.017692692577838898,-0.002678263932466507
-0.0007785558700561523,0.5489519834518433,3.234483301639557e-06,,1763260383.9113479,717.0,0.00017089094035327435,327.65995597839355,,215296,0.0,2348,0.007117806002497673,1.5628524124622345e-05,-4.4189393520355225e-05
2.3603439331054688e-05,0.5893549919128418,0.00012915302067995071,,1763260384.6521237,717.0,0.00017050691531039774,328.4007318019867,,215936,0.0,2354,0.0006015343242324889,-0.003696565516293049,-0.00028911978006362915
0.056125104427337646,0.5415803790092468,0.0017622727900743484,,1763260385.5969865,718.0,0.0001699692802503705,329.3455946445465,,216832,0.0,2363,0.006112570408731699,2.3612752556800842e-05,-0.002683393657207489
,,,315.0,1763260387.960716,,,331.7093241214752,315.0,219478,,2389,,,
0.0024893879890441895,0.5607103705406189,5.8659352362155914e-05,,1763260388.2979178,721.0,0.00016820276505313814,332.0465259552002,,219776,0.0,2394,865.86962890625,0.002280307002365589,-0.001982070505619049
-0.16452741622924805,0.6042659282684326,0.00208355113863945,,1763260389.6936646,723.0,0.0001672811049502343,333.44227266311646,,221312,0.0,2409,0.0009077900322154164,0.004145944491028786,-0.022017791867256165
0.00023484230041503906,0.5021388530731201,0.00041871052235364914,,1763260391.1981983,725.0,0.00016628263983875513,334.94680643081665,,222976,0.0,2426,718.3963012695312,-0.004673353396356106,0.0006905645132064819
,,,500.0,1763260391.598306,,,335.34691405296326,500.0,223425,,2430,,,
-0.1970052719116211,0.5664049386978149,0.00017650052905082703,,1763260393.4125454,727.0,0.00016482334467582405,337.1611535549164,,225408,0.0,2449,0.00013503873196896166,-0.0009623225778341293,-0.001988074742257595
-7.390975952148438e-05,0.5497633218765259,0.0001201210543513298,,1763260394.839881,729.0,0.0001639016845729202,338.58848905563354,,226944,0.0,2465,625.392822265625,0.0018602581694722176,-0.0035100001841783524
-0.3399815559387207,0.5548080205917358,0.000912003219127655,,1763260398.1890264,730.0,0.00016228877939283848,341.9376344680786,,229632,0.0,2491,0.0061563765630126,-0.004891926422715187,-0.007716640830039978
-0.3347257375717163,0.5434551239013672,0.0010829707607626915,,1763260398.4976583,730.0,0.00016213516937568784,342.24626636505127,,229888,0.0,2493,0.00030393697670660913,0.005231411196291447,-0.009136185050010681
-0.29003679752349854,0.5648336410522461,0.00026672985404729843,,1763260400.2900226,730.0,0.00016136713384184986,344.03863072395325,,231168,0.0,2506,0.003899970790371299,-0.01020233053714037,-0.007946167141199112
-1.704692840576172e-05,0.5737382769584656,6.204098463058472e-05,,1763260401.3610554,730.0,0.00016090630379039794,345.1096634864807,,231936,0.0,2514,878.8492431640625,0.0005182251334190369,-0.003882959485054016
0.09978502988815308,0.5065820217132568,4.518777132034302e-05,,1763260401.5313308,730.0,0.00016082949878182262,345.2799389362335,,232064,0.0,2515,0.0035292604006826878,0.00041050277650356293,0.0014113262295722961
-0.5295068025588989,0.49407145380973816,0.0004502320662140846,,1763260402.2156281,730.0,0.00016052227874752134,345.96423625946045,,232576,0.0,2520,0.006188133731484413,-0.003695840947329998,0.0019706860184669495
,,,500.0,1763260404.0016813,,,347.75028944015503,500.0,233925,,2533,,,
0.007823526859283447,0.5655149817466736,0.00010550674051046371,,1763260405.0821366,729.0,0.00015929339861031622,348.83074474334717,,234624,0.0,2540,0.00405229814350605,0.0058593591675162315,-4.4833868741989136e-05
-0.6646161079406738,0.5460302829742432,0.0016702916473150253,,1763260406.0424082,730.0,0.0001588325685588643,349.79101634025574,,235392,0.0,2547,0.0003200665523763746,0.0036735031753778458,-0.011667713522911072
-0.06419980525970459,0.605959415435791,0.0020856577903032303,,1763260408.1504917,732.0,0.00015745007840450853,351.89909982681274,,237696,0.00390625,2570,0.0005422481917776167,-0.0005225334316492081,-0.016854824498295784
0.019595444202423096,0.560330867767334,0.00026352889835834503,,1763260408.2753365,732.0,0.0001573732733959332,352.02394461631775,,237824,0.0,2571,0.00024089090584311634,0.0026045646518468857,-0.0014516059309244156
0.20075565576553345,0.538607120513916,0.000866875983774662,,1763260408.7686963,733.0,0.00015706605336163193,352.5173044204712,,238336,0.0,2576,0.00028044322971254587,-0.0006147539243102074,-0.00874127447605133
,,,500.0,1763260408.8010402,,,352.5496482849121,500.0,238425,,2577,,,
-5.626678466796875e-05,0.5553663969039917,0.00016300659626722336,,1763260411.8010294,736.0,0.00015514592814724892,355.54963755607605,,241536,0.0,2608,442.66510009765625,0.002122652716934681,0.000704839825630188
-0.04683077335357666,0.47314828634262085,0.0006237020716071129,,1763260412.1772013,735.0,0.00015499231813009828,355.92580938339233,,241792,0.0,2610,0.0005293397698551416,-0.004578753374516964,-0.003629338927567005
-0.1809307336807251,0.5165756940841675,0.0001236889511346817,,1763260414.9526951,736.0,0.00015376343799289316,358.7013032436371,,243840,0.0,2630,0.0002655008574947715,-0.0035367291420698166,-0.002391405403614044
,,,500.0,1763260415.6952403,,,359.44384837150574,500.0,244425,,2636,,,
,,,500.0,1763260417.0788558,,,360.82746386528015,500.0,245425,,2646,,,
-3.445148468017578e-05,0.5067918300628662,0.00036967918276786804,,1763260417.2693217,735.0,0.000152764972881414,361.0179297924042,,245504,0.0,2647,1063.81103515625,0.0038983114063739777,0.00032909587025642395
0.019501864910125732,0.537222146987915,4.229322075843811e-05,,1763260417.4539309,735.0,0.00015268816787283868,361.20253896713257,,245632,0.0,2648,0.005802877247333527,-0.00032853521406650543,-0.0006270483136177063
