losses/explained_variance,losses/entropy,losses/approx_kl,charts/episodic_length,_timestamp,charts/SPS,charts/learning_rate,_runtime,charts/episodic_return,global_step,losses/clipfrac,_step,losses/value_loss,losses/old_approx_kl,losses/policy_loss
0.0692359209060669,0.6146883368492126,1.7372891306877136e-05,,1763260106.1740313,477.0,0.0002936251985374838,49.9226393699646,,10752,0.0,251,134.52793884277344,-0.0018291212618350983,0.0006387904286384583
-0.07081937789916992,0.5952244400978088,1.7488375306129456e-05,,1763260107.218748,477.0,0.00029331797850318253,50.96735620498657,,11264,0.0,259,126.94296264648438,0.0002365056425333023,-0.0009220726788043976
,,,84.0,1763260107.8297057,,,51.57831382751465,84.0,11570,,265,,,
-0.02490401268005371,0.6031074523925781,8.888356387615204e-05,,1763260109.0350852,479.0,0.0002927803434431553,52.78369331359863,,12160,0.0,273,214.44573974609375,-0.000379437580704689,-0.0019397065043449402
0.07711619138717651,0.6312201023101807,4.8138201236724854e-05,,1763260109.2580917,479.0,0.00029270353843457997,53.00669980049133,,12288,0.0,274,226.2150115966797,0.00323362834751606,-0.00017322972416877747
-0.03781437873840332,0.5632745623588562,1.0427087545394897e-05,,1763260111.8112502,481.0,0.00029193548834882677,55.559858322143555,,13568,0.0,292,75.60604095458984,0.00017059780657291412,-0.0012108944356441498
,,,147.0,1763260116.064279,,,59.81288719177246,147.0,15851,,321,,,
0.0030993223190307617,0.5886319279670715,0.00019019655883312225,,1763260117.245078,487.0,0.0002902457781601697,60.99368619918823,,16384,0.0,327,208.6080780029297,0.00488741509616375,-0.0032865777611732483
,,,85.0,1763260117.5805748,,,61.329182863235474,85.0,16531,,330,,,
0.05319291353225708,0.569002091884613,6.509013473987579e-06,,1763260118.0361996,487.0,0.00029001536313444376,61.78480768203735,,16768,0.0,332,174.38638305664062,0.00044016819447278976,0.00014721602201461792
-0.006212711334228516,0.5450360178947449,7.344689220190048e-05,,1763260118.7490695,488.0,0.0002897849481087178,62.49767756462097,,17152,0.0,337,125.79684448242188,0.0008447682484984398,-0.002692893147468567
0.01027458906173706,0.5394500494003296,0.00017479714006185532,,1763260119.2346113,489.0,0.00028963133809156716,62.983219385147095,,17408,0.0,340,141.25315856933594,0.0012373654171824455,-0.001630871556699276
0.01167207956314087,0.5222448706626892,0.0007222332060337067,,1763260123.9831533,498.0,0.00028801843291148543,67.73176145553589,,20096,0.0,370,84.03585815429688,0.002640584483742714,-0.012651115655899048
-0.00922846794128418,0.5751605033874512,4.065968096256256e-05,,1763260124.7834573,501.0,0.00028771121287718415,68.53206539154053,,20608,0.0,375,132.89772033691406,0.0008065048605203629,0.0025281161069869995
0.09471935033798218,0.5929363369941711,1.4590099453926086e-05,,1763260127.5822692,504.0,0.0002867895527742803,71.33087730407715,,22144,0.0,396,141.5918426513672,-0.000772649422287941,-0.00046753138303756714
,,,122.0,1763260131.9280262,,,75.67663431167603,122.0,24341,,425,,,
0.4897856116294861,0.5649289488792419,0.00022248830646276474,,1763260134.841374,500.0,0.00028471581754274666,78.58998203277588,,25600,0.0,441,90.20191955566406,0.000855552963912487,0.0006947359070181847
,,,152.0,1763260136.346234,,,80.09484219551086,152.0,26344,,450,,,
0.051300883293151855,0.571036696434021,0.00024042371660470963,,1763260139.2286708,497.0,0.00028348693740554154,82.9772789478302,,27648,0.0,471,319.72088623046875,-0.007483917288482189,0.0037939846515655518
0.9602505564689636,0.6062175035476685,0.0016303714364767075,,1763260140.7366943,497.0,0.0002830261073540896,84.4853024482727,,28416,0.001953125,481,37.95281982421875,0.006404886022210121,0.004256382584571838
0.8907575607299805,0.5937093496322632,0.0006147213280200958,,1763260142.1699116,498.0,0.0002825652773026377,85.9185197353363,,29184,0.0,490,58.650726318359375,0.005598139017820358,0.0006165169179439545
0.3142772912979126,0.577427089214325,1.5192665159702301e-05,,1763260144.352802,499.0,0.0002818740322254598,88.10141015052795,,30336,0.0,504,50.916107177734375,0.00027557555586099625,-7.822364568710327e-05
0.03534764051437378,0.5702245235443115,1.3752840459346771e-05,,1763260146.1843324,501.0,0.00028125959215685725,89.93294048309326,,31360,0.0,515,176.8310546875,0.00021413248032331467,-0.002028852701187134
0.04146987199783325,0.6203405857086182,4.680454730987549e-05,,1763260148.6700757,503.0,0.00028041473706252873,92.41868376731873,,32768,0.0,530,65.6288070678711,0.0024122707545757294,-0.002022571861743927
0.5644845962524414,0.5229088068008423,0.0037818849086761475,,1763260150.273149,505.0,0.0002798771020025015,94.02175712585449,,33664,0.0,539,100.61910247802734,-0.0006416533142328262,-0.0063241273164749146
0.804026186466217,0.5506331920623779,0.004728500731289387,,1763260151.6305747,506.0,0.00027941627195104957,95.37918281555176,,34432,0.017578125,547,55.419837951660156,0.023123271763324738,-0.010000903159379959
-0.0372166633605957,0.545240044593811,0.00014879833906888962,,1763260153.1397583,508.0,0.0002788786368910223,96.88836646080017,,35328,0.0,555,53.255531311035156,0.004510887898504734,0.0026217326521873474
0.03836172819137573,0.5706349611282349,7.244851440191269e-05,,1763260153.8148866,508.0,0.00027864822186529636,97.56349468231201,,35712,0.0,559,41.40263366699219,-0.0011990545317530632,0.001468367874622345
-0.16079628467559814,0.5527336597442627,7.315631955862045e-05,,1763260155.454248,509.0,0.0002781105868052691,99.20285606384277,,36608,0.0,568,59.59939956665039,0.0015349620953202248,-0.00205235555768013
0.5459309816360474,0.5801703333854675,0.0011991318315267563,,1763260159.8422194,512.0,0.00027665129164233804,103.59082746505737,,39040,0.0,595,35.628692626953125,-0.00044701434671878815,0.009538009762763977
-0.018813252449035645,0.5966099500656128,2.0993873476982117e-05,,1763260162.7874253,514.0,0.00027565285563468933,106.53603339195251,,40704,0.0,612,32.692832946777344,0.00036985427141189575,-0.0015241503715515137
-0.029733896255493164,0.5440095663070679,0.0014721807092428207,,1763260163.1809502,515.0,0.0002754992456175387,106.92955827713013,,40960,0.0,614,31.79009246826172,0.016562774777412415,-0.002312498167157173
0.0019242167472839355,0.5163645148277283,9.284820407629013e-05,,1763260165.7256832,516.0,0.00027465439052321017,109.47429132461548,,42368,0.0,630,315.9109191894531,0.0038750050589442253,-0.003374566324055195
-0.0914926528930664,0.5694859027862549,0.001205500215291977,,1763260166.8379822,517.0,0.00027427036548033357,110.58659029006958,,43008,0.0,636,31.116857528686523,0.00460251048207283,0.003512077033519745
-0.03616178035736084,0.5839115381240845,2.3456290364265442e-05,,1763260167.5416853,517.0,0.0002740399504546076,111.2902934551239,,43392,0.0,640,26.25812339782715,-0.0015287138521671295,0.0005799159407615662
0.06175839900970459,0.6001393795013428,4.415307193994522e-05,,1763260169.3263729,518.0,0.00027342551038600504,113.07498097419739,,44416,0.0,650,22.846633911132812,0.00043321307748556137,0.0013028085231781006
0.5203406810760498,0.5474501252174377,3.0063092708587646e-06,,1763260171.8930383,519.0,0.0002725806552916765,115.64164638519287,,45824,0.0,664,11.89636516571045,0.00045618414878845215,-0.0005235150456428528
0.13323450088500977,0.5865538716316223,2.5860965251922607e-05,,1763260175.5557818,520.0,0.0002713517751544714,119.30438995361328,,47872,0.0,684,14.231156349182129,0.0010480955243110657,-0.0018932782113552094
0.06996762752532959,0.588775098323822,0.00012689363211393356,,1763260176.4722233,521.0,0.0002710445551201701,120.22083139419556,,48384,0.0,689,13.834436416625977,-0.00201254989951849,0.004020530730485916
0.21653836965560913,0.5910056233406067,9.994953870773315e-06,,1763260177.9033668,521.0,0.0002705837250687182,121.65197491645813,,49152,0.0,698,12.495741844177246,-0.0003649294376373291,0.00021904334425926208
0.5907697677612305,0.5592382550239563,0.00019077118486166,,1763260178.5833974,521.0,0.00027035331004299223,122.33200550079346,,49536,0.0,702,6.8628668785095215,0.003706349991261959,-0.0008531361818313599
0.47847360372543335,0.5832441449165344,0.0032470589503645897,,1763260179.3331637,521.0,0.0002701228950172663,123.08177185058594,,49920,0.0,707,273.1494140625,-0.005477347411215305,0.0005963556468486786
0.6306458711624146,0.5785301923751831,0.00018228497356176376,,1763260182.7773056,522.0,0.00026897081988863647,126.52591371536255,,51840,0.0,729,138.94686889648438,0.0033257929608225822,-0.009163452312350273
,,,364.0,1763260187.3386657,,,131.08727383613586,364.0,54437,,757,,,
,,,500.0,1763260188.2281156,,,131.97672367095947,500.0,54937,,762,,,
0.002231597900390625,0.6155051589012146,0.0002005007117986679,,1763260189.1140373,525.0,0.0002668202796485275,132.86264538764954,,55424,0.0,767,176.06460571289062,0.00399591401219368,-0.00453837588429451
,,,406.0,1763260190.3971581,,,134.14576625823975,406.0,56215,,775,,,
0.9171115756034851,0.6415429711341858,0.00012387987226247787,,1763260192.4108217,528.0,0.0002655913995113224,136.15942978858948,,57472,0.0,788,53.370025634765625,0.0010778745636343956,-0.002643507905304432
0.9072257876396179,0.516679584980011,0.002861225977540016,,1763260193.6914973,529.0,0.00026513056945987046,137.44010543823242,,58240,0.01953125,797,12.7506103515625,-0.007213169708848,-0.0036192238330841064
0.5287946462631226,0.5454652905464172,0.0032551493495702744,,1763260194.9144282,530.0,0.00026466973940841854,138.66303634643555,,59008,0.0,806,1.6715235710144043,-0.019451744854450226,-0.007881224155426025
0.9409490823745728,0.5856696367263794,1.9443221390247345e-05,,1763260196.1652975,531.0,0.0002642089093569666,139.91390562057495,,59776,0.0,815,24.291337966918945,-0.00043715815991163254,0.0021816082298755646
,,,500.0,1763260203.5681827,,,147.3167908191681,500.0,64599,,863,,,
-0.6979018449783325,0.4861902892589569,0.0008187722414731979,,1763260205.0774567,539.0,0.0002607526839710772,148.82606482505798,,65536,0.0,872,0.03382895514369011,0.007979333400726318,-0.005694635212421417
-0.36141037940979004,0.5380350947380066,0.002721630036830902,,1763260205.6931431,540.0,0.00026052226894535124,149.44175124168396,,65920,0.009765625,876,0.015362691134214401,-0.0009074918925762177,0.0006230883300304413
,,,500.0,1763260212.7450376,,,156.49364566802979,500.0,70599,,922,,,
-0.28089213371276855,0.4212961792945862,0.001964990049600601,,1763260214.0421891,547.0,0.00025721965357661247,157.79079723358154,,71424,0.00390625,930,0.0005326137761585414,0.0013697333633899689,-0.009452848695218563
0.0002053380012512207,0.41766729950904846,0.00031973328441381454,,1763260215.2149282,548.0,0.00025675882352516055,158.9635362625122,,72192,0.0,938,608.0667724609375,0.006541666574776173,0.008310485631227493
0.6167764067649841,0.4257955253124237,0.002491903491318226,,1763260215.7650125,549.0,0.0002565284084994346,159.5136206150055,,72576,0.001953125,941,0.0025922416243702173,0.015423508360981941,-0.02488347515463829
,,,500.0,1763260215.8051605,,,159.55376863479614,500.0,72599,,942,,,
0.004427850246429443,0.4347798526287079,5.210656672716141e-05,,1763260216.7786143,549.0,0.000256144383456558,160.52722239494324,,73216,0.0,948,411.5548095703125,-0.0001605721190571785,-0.0007786750793457031
-1.151350498199463,0.402541846036911,0.008655418641865253,,1763260220.8481514,553.0,0.00025453147827647626,164.596759557724,,75904,0.064453125,974,0.003949383739382029,0.027879508212208748,-0.006556227803230286
0.4779859781265259,0.44970273971557617,0.016901638358831406,,1763260221.8219967,553.0,0.00025414745323359966,165.57060480117798,,76544,0.01953125,980,0.0003844545572064817,0.004826674237847328,-0.006616763770580292
-0.07703888416290283,0.41240549087524414,0.0023867040872573853,,1763260222.6103532,554.0,0.0002538402331992984,166.35896134376526,,77056,0.001953125,985,0.00012021962902508676,0.006145566701889038,0.017170356586575508
-1.2641541957855225,0.34641796350479126,0.0016853399574756622,,1763260224.1693966,555.0,0.0002532257931306958,167.91800475120544,,78080,0.00390625,995,0.00039792965981177986,-0.01445031352341175,-0.005577746778726578
0.0004895329475402832,0.439967542886734,0.00013066362589597702,,1763260224.3958597,555.0,0.0002531489881221205,168.14446783065796,,78208,0.0,997,124.3469009399414,-0.0017901407554745674,0.0022711846977472305
,,,500.0,1763260227.1854138,,,170.93402194976807,500.0,80099,,1015,,,
,,,500.0,1763260227.9555156,,,171.70412373542786,500.0,80599,,1020,,,
3.5822391510009766e-05,0.4524109661579132,3.664754331111908e-06,,1763260229.7083042,559.0,0.0002510752819944173,173.45691227912903,,81664,0.0,1031,548.7879028320312,-0.00033988337963819504,-0.0004497915506362915
,,,500.0,1763260232.9755046,,,176.72411274909973,500.0,83599,,1050,,,
-0.13612067699432373,0.4253886938095093,0.009864849969744682,,1763260233.5453444,560.0,0.00024969279184006155,177.29395246505737,,83968,0.07421875,1053,0.0023648394271731377,-0.009359700605273247,0.00015934184193611145
0.36142581701278687,0.5124006867408752,0.001542314887046814,,1763260234.311641,560.0,0.00024938557180576026,178.0602490901947,,84480,0.00390625,1058,0.0004707082698587328,0.006700802594423294,-0.00786399282515049
-0.4868580102920532,0.47331541776657104,0.005310126580297947,,1763260238.0824537,563.0,0.00024784947163425386,181.83106184005737,,87040,0.01953125,1083,0.00020932662300765514,0.011307771317660809,-0.007830152288079262
0.07291203737258911,0.45043760538101196,0.0017380369827151299,,1763260239.2299266,564.0,0.00024738864158280194,182.97853469848633,,87808,0.001953125,1091,0.005447460804134607,0.005410085432231426,-0.01985767111182213
0.07119148969650269,0.433525025844574,0.00012718047946691513,,1763260241.444843,566.0,0.0002464669814798981,185.19345116615295,,89344,0.0,1106,0.006525704171508551,-0.006981362588703632,0.003990016877651215
,,,500.0,1763260243.2012897,,,186.94989776611328,500.0,90599,,1118,,,
-0.08099508285522461,0.40104007720947266,0.0016202963888645172,,1763260244.6945534,566.0,0.0002453149063512683,188.44316148757935,,91264,0.0,1125,0.008710305206477642,0.014008779078722,-0.016800932586193085
,,,500.0,1763260245.776381,,,189.5249891281128,500.0,92099,,1133,,,
-0.08736693859100342,0.4520949125289917,0.00226668082177639,,1763260247.6522639,568.0,0.00024408602621406317,191.4008719921112,,93312,0.0,1145,0.010697493329644203,0.007453996688127518,-0.010899994522333145
0.08167701959609985,0.43250414729118347,0.004425638355314732,,1763260250.563894,570.0,0.00024293395108543336,194.3125021457672,,95232,0.017578125,1164,0.010947736911475658,0.016281399875879288,-0.030294526368379593
-0.47706174850463867,0.5018489360809326,0.0006233304738998413,,1763260250.746626,570.0,0.00024285714607685804,194.49523401260376,,95360,0.0,1165,0.0016064044320955873,-0.0015116650611162186,-0.004230953752994537
,,,500.0,1763260251.7349818,,,195.48358988761902,500.0,96099,,1172,,,
0.00020462274551391602,0.4305400252342224,0.0032693427056074142,,1763260253.1954083,572.0,0.00024185868096537888,196.944016456604,,97024,0.00390625,1181,0.00028413653490133584,0.012393292970955372,-0.01718064583837986
-0.2029123306274414,0.46404021978378296,0.003450836054980755,,1763260253.9679763,572.0,0.0002415514609310776,197.71658444404602,,97536,0.005859375,1186,0.0003204797685611993,-0.013518080115318298,-0.009043604135513306
,,,500.0,1763260255.5054674,,,199.25407552719116,500.0,98599,,1197,,,
8.088350296020508e-05,0.5781922340393066,0.0010975394397974014,,1763260257.9094143,575.0,0.00023993855575099587,201.65802240371704,,100224,0.0,1213,137.7368621826172,0.011968819424510002,0.006073802709579468
-0.06365907192230225,0.5906707048416138,0.006107545457780361,,1763260258.2610385,575.0,0.00023978494573384523,202.00964665412903,,100480,0.01171875,1215,0.0001372247643303126,-0.0012552877888083458,0.006977096199989319
7.581710815429688e-05,0.5593999028205872,0.0004268623888492584,,1763260259.6065273,576.0,0.000239247310673818,203.35513544082642,,101376,0.0,1226,1019.3275756835938,-0.0004258789122104645,0.003554701805114746
,,,500.0,1763260260.0823045,,,203.83091259002686,500.0,101854,,1230,,,
-0.2650425434112549,0.540934681892395,0.0009742714464664459,,1763260260.5027537,578.0,0.00023870967561379075,204.25136184692383,,102272,0.0,1234,0.0007969089783728123,-0.005536263808608055,-0.006085643544793129
,,,500.0,1763260261.4616494,,,205.2102575302124,500.0,103354,,1245,,,
0.056482136249542236,0.48515385389328003,0.001468602567911148,,1763260262.3771057,583.0,0.00023748079547658563,206.12571382522583,,104320,0.0,1254,0.0007080455543473363,0.0010740701109170914,-0.01433943584561348
0.20006495714187622,0.5313120484352112,0.0012965919449925423,,1763260264.4230976,586.0,0.00023648233036510646,208.17170572280884,,105984,0.0,1271,0.010937913320958614,0.012288735248148441,-0.007422987371683121
,,,500.0,1763260268.106556,,,211.8551640510559,500.0,108854,,1299,,,
3.9458274841308594e-05,0.44123193621635437,0.00026844535022974014,,1763260272.750838,597.0,0.0002323348744539544,216.49944615364075,,112896,0.0,1339,729.638427734375,-0.013064547441899776,-0.0014259293675422668
0.058589816093444824,0.4785490036010742,0.003856000490486622,,1763260272.861957,597.0,0.00023225806944537908,216.61056518554688,,113024,0.0,1340,0.008805286139249802,0.006917501799762249,-0.01169516146183014
0.00011849403381347656,0.504321277141571,0.0008706320077180862,,1763260273.690859,599.0,0.00023172043438535184,217.43946719169617,,113920,0.0,1349,808.6497192382812,-0.0030442867428064346,-0.0070327892899513245
,,,500.0,1763260275.2831576,,,219.0317656993866,500.0,115354,,1363,,,
0.13674557209014893,0.4907738268375397,0.0005871867761015892,,1763260275.6200178,602.0,0.00023072196927387267,219.36862587928772,,115584,0.0,1365,0.009905747137963772,-0.002586391754448414,-0.009088993072509766
-0.035838961601257324,0.4581523835659027,0.00010164082050323486,,1763260276.3306353,602.0,0.0002304147492395714,220.07924342155457,,116096,0.0,1370,0.010644098743796349,-0.0002764705568552017,0.001178886741399765
0.02665811777114868,0.5670883059501648,0.002002269960939884,,1763260277.7433596,603.0,0.00022980030917096883,221.49196767807007,,117120,0.00390625,1380,0.0007076809997670352,-0.01303727924823761,0.01105434074997902
-0.2463231086730957,0.49967795610427856,0.005526091903448105,,1763260277.9173996,603.0,0.0002297235041623935,221.6660077571869,,117248,0.05859375,1381,0.00042528024641796947,0.03585832566022873,-0.012005787342786789
7.355213165283203e-05,0.45449525117874146,0.0004704520106315613,,1763260278.7558868,604.0,0.0002293394791195169,222.5044949054718,,117888,0.0,1388,597.3721923828125,0.0007193777710199356,0.010445833206176758
-0.16231763362884521,0.5524764060974121,0.009122482500970364,,1763260279.7273772,605.0,0.000228878649068065,223.47598528862,,118656,0.017578125,1395,0.0011534140212461352,0.013980071991682053,-0.024041254073381424
0.00112229585647583,0.4169180989265442,0.000749906525015831,,1763260280.1010423,605.0,0.00022872503905091435,223.8496503829956,,118912,0.0,1399,744.0327758789062,-0.0002815704792737961,-0.00031028687953948975
0.003088712692260742,0.4385773539543152,0.0011196574196219444,,1763260280.8133297,605.0,0.00022841781901661307,224.56193780899048,,119424,0.005859375,1405,1371.4168701171875,-0.00868570152670145,0.009639479219913483
-0.7173582315444946,0.4835970401763916,0.00190636795014143,,1763260283.782869,608.0,0.0002270353288622573,227.53147721290588,,121728,0.0,1432,0.015277357771992683,0.009234822355210781,-0.0037151090800762177
-0.42823803424835205,0.5065396428108215,0.0013694968074560165,,1763260283.893199,608.0,0.00022695852385368198,227.64180707931519,,121856,0.00390625,1433,0.0015206127427518368,-0.0061865076422691345,0.012322604656219482
-1.1280827522277832,0.4295161962509155,0.0038698166608810425,,1763260285.8908343,613.0,0.00022565283870790154,229.63944244384766,,124032,0.0,1455,0.012798046693205833,0.0026505514979362488,-0.005936305969953537
-0.5140290260314941,0.45706647634506226,0.01212462130934,,1763260286.0034142,613.0,0.00022557603369932622,229.75202226638794,,124160,0.044921875,1456,0.0009600651101209223,-0.0012898407876491547,-0.021205253899097443
,,,500.0,1763260286.0459595,,,229.79456758499146,500.0,124284,,1457,,,
0.007850825786590576,0.44059252738952637,0.007810031063854694,,1763260291.8721526,624.0,0.00022204301785677671,235.620760679245,,130048,0.017578125,1514,0.0008121436112560332,0.008395365439355373,0.004737354815006256
,,,500.0,1763260292.7923708,,,236.54097890853882,500.0,130784,,1521,,,
-0.0982825756072998,0.46383267641067505,0.0017810836434364319,,1763260293.4584377,625.0,0.00022135177277959883,237.20704579353333,,131200,0.001953125,1525,0.0002563747693784535,-0.009720461443066597,0.011090219020843506
-0.0003390312194824219,0.49810677766799927,0.000490184873342514,,1763260293.646251,625.0,0.0002212749677710235,237.39485907554626,,131328,0.0,1527,1108.9886474609375,0.002905774861574173,-0.0016616731882095337
0.016145765781402588,0.46063050627708435,0.00013119634240865707,,1763260293.9602745,625.0,0.00022112135775387287,237.70888257026672,,131584,0.0,1529,0.0010159326484426856,0.00036886613816022873,0.0009322501718997955
-0.14961028099060059,0.45118340849876404,0.0063297925516963005,,1763260294.6204295,626.0,0.0002208141377195716,238.36903762817383,,132096,0.03515625,1534,0.0010443197097629309,0.05117642506957054,0.003543674945831299
,,,500.0,1763260294.8172724,,,238.56588053703308,500.0,132284,,1536,,,
-0.2714332342147827,0.4910954535007477,0.0008270042017102242,,1763260295.8045936,626.0,0.00022027650265954435,239.55320167541504,,132992,0.0,1543,0.00810388196259737,-0.012889259494841099,-0.006646431982517242
-0.4120042324066162,0.4975041449069977,0.00032342877238988876,,1763260296.12975,627.0,0.0002201228926423937,239.87835812568665,,133248,0.0,1545,0.0004358905425760895,0.009819862432777882,0.002996005117893219
,,,500.0,1763260296.1689346,,,239.91754269599915,500.0,133284,,1546,,,
0.044846177101135254,0.45594093203544617,0.001255531795322895,,1763260297.863912,628.0,0.0002193548425566405,241.6125202178955,,134528,0.0,1558,0.009645459242165089,0.009025448001921177,0.0026997867971658707
-0.1138906478881836,0.4206353425979614,0.0005450164899230003,,1763260298.0150523,628.0,0.00021927803754806519,241.7636604309082,,134656,0.0,1559,0.0013161971000954509,0.001636977307498455,-0.001178644597530365
-0.22458338737487793,0.5284597873687744,0.0016364604234695435,,1763260298.6816502,628.0,0.0002189708175137639,242.43025827407837,,135168,0.001953125,1563,0.0006317521911114454,-0.014391707256436348,-0.004638418555259705
-0.24917888641357422,0.4822370409965515,0.001954689621925354,,1763260299.0255947,628.0,0.00021881720749661326,242.77420282363892,,135424,0.0,1566,0.01041559036821127,0.009746996685862541,-0.0029023587703704834
-0.15507984161376953,0.5080625414848328,0.0007634880021214485,,1763260301.9943764,630.0,0.0002174347173422575,245.74298453330994,,137728,0.0,1588,0.00046295762876980007,0.0018269242718815804,-0.006695505231618881
,,,500.0,1763260302.030467,,,245.77907514572144,500.0,137784,,1589,,,
-0.06752979755401611,0.4701140522956848,0.00017349142581224442,,1763260302.9361641,632.0,0.00021689708228223026,246.6847722530365,,138624,0.0,1597,0.0008234132546931505,0.0041354624554514885,-0.0014221817255020142
-0.24592018127441406,0.5083667039871216,0.000644288957118988,,1763260303.874007,634.0,0.0002162826422136277,247.62261509895325,,139648,0.0,1607,0.00041939158109016716,0.005015917122364044,-0.009645145386457443
,,,500.0,1763260303.990881,,,247.73948907852173,500.0,139784,,1609,,,
-1.5616416931152344e-05,0.47797486186027527,0.0008654696866869926,,1763260304.099973,634.0,0.00021612903219647706,247.84858107566833,,139904,0.0,1610,404.0155029296875,-0.0028598355129361153,-0.000744648277759552
-0.15008282661437988,0.4193114936351776,0.0009435936808586121,,1763260304.323095,635.0,0.00021597542217932642,248.0717031955719,,140160,0.00390625,1612,0.0007004078943282366,-0.002044783905148506,-0.0040113795548677444
-0.023438096046447754,0.5187301635742188,0.0007834509015083313,,1763260305.6389463,637.0,0.0002151305670849979,249.38755440711975,,141568,0.0,1626,0.00023651223455090076,0.002437213435769081,-0.01029161736369133
,,,500.0,1763260306.7108314,,,250.4594395160675,500.0,142784,,1638,,,
,,,500.0,1763260311.2611623,,,255.00977039337158,500.0,147784,,1687,,,
0.006846308708190918,0.4121388792991638,0.0009318115189671516,,1763260315.5922933,657.0,0.0002086021559080109,259.3409013748169,,152448,0.0,1732,0.00911782868206501,-0.0001491522416472435,-0.007285606116056442
,,,500.0,1763260316.8007615,,,260.54936957359314,500.0,153784,,1745,,,
0.08755505084991455,0.4452306926250458,4.191603511571884e-05,,1763260317.9102812,660.0,0.00020729647076223046,261.65888929367065,,154624,0.0,1753,0.0006858361302874982,-0.0053026629611849785,0.0012327972799539566
-0.03547346591949463,0.4478238821029663,4.7548674046993256e-05,,1763260318.0502057,660.0,0.00020721966575365514,261.79881381988525,,154752,0.0,1754,0.00018079274741467088,-0.0036732247099280357,-0.0012702159583568573
,,,500.0,1763260319.4320555,,,263.18066358566284,500.0,155784,,1765,,,
-0.08765625953674316,0.477872759103775,0.005948573350906372,,1763260319.9169428,660.0,0.0002063748106593266,263.66555094718933,,156160,0.00390625,1768,0.0006826664903201163,-0.029332060366868973,0.019766531884670258
-0.29104745388031006,0.47844937443733215,0.0011827806010842323,,1763260321.027155,661.0,0.00020583717559929937,264.77576303482056,,157056,0.0,1777,0.0006891396478749812,-0.0012403381988406181,-0.009782258421182632
-0.08297538757324219,0.3383291959762573,3.094784915447235e-06,,1763260326.322312,664.0,0.0002033026103163138,270.07092022895813,,161280,0.0,1818,0.00019722535216715187,-0.00019970815628767014,-0.0002286657691001892
,,,500.0,1763260326.8247077,,,270.57331585884094,500.0,161784,,1823,,,
0.004637300968170166,0.3527986407279968,0.0031502684578299522,,1763260329.8902786,668.0,0.00020130568009335548,273.63888669013977,,164608,0.001953125,1851,0.0006094019045121968,0.006856977008283138,-0.004096962511539459
0.00030881166458129883,0.38852643966674805,0.0006219455972313881,,1763260330.5225105,668.0,0.0002009984600590542,274.27111864089966,,165120,0.00390625,1856,0.0006995113217271864,-0.0025752773508429527,0.00022325105965137482
,,,500.0,1763260331.9138699,,,275.6624779701233,500.0,166284,,1868,,,
-0.000876307487487793,0.35624098777770996,2.7599744498729706e-05,,1763260332.6437285,670.0,0.0001999231899389997,276.39233660697937,,166912,0.0,1873,0.007297378499060869,-0.0023227939382195473,7.337331771850586e-05
-0.00017249584197998047,0.3409111499786377,0.0005191359668970108,,1763260332.9812167,670.0,0.00019969277491327375,276.72982478141785,,167296,0.0,1877,828.8148193359375,0.002766357734799385,-0.015024084597826004
,,,500.0,1763260333.8313699,,,277.5799779891968,500.0,168284,,1886,,,
-0.16724205017089844,0.2824144959449768,0.0006505697965621948,,1763260334.736945,673.0,0.00019854069978464395,278.48555302619934,,169216,0.0,1895,0.0001697044790489599,-0.009798161685466766,-0.002549685537815094
-0.026091814041137695,0.30927765369415283,3.503821790218353e-05,,1763260335.4481075,675.0,0.00019807988428510725,279.196715593338,,169984,0.0,1903,0.005566932260990143,0.0010383687913417816,0.00015538185834884644
,,,500.0,1763260335.6879504,,,279.4365584850311,500.0,170284,,1906,,,
0.04685831069946289,0.27075445652008057,0.00028556399047374725,,1763260336.8317125,677.0,0.0001971582241822034,280.58032059669495,,171520,0.0,1918,0.006329750642180443,0.00782872922718525,-0.005555599927902222
-0.06134772300720215,0.3738918602466583,0.00020761508494615555,,1763260337.0541804,677.0,0.00019700461416505277,280.80278849601746,,171776,0.0,1920,0.00029201144934631884,0.00024378765374422073,-0.0018547438085079193
,,,500.0,1763260339.28965,,,283.0382580757141,500.0,174284,,1945,,,
0.2023831009864807,0.3658464550971985,0.00020662415772676468,,1763260341.1135285,682.0,0.00019462365889921784,284.86213660240173,,175744,0.0,1959,0.00024432758800685406,-0.005718161351978779,0.0026891790330410004
0.013479828834533691,0.4552697241306305,0.0001949341967701912,,1763260342.8749425,683.0,0.00019377880380488932,286.62355065345764,,177152,0.0,1973,0.0002637995930854231,-0.0004971818998456001,-0.0008424874395132065
-0.1733769178390503,0.3499756157398224,0.0011364975944161415,,1763260344.3133683,684.0,0.00019308755872771144,288.0619764328003,,178304,0.0,1985,0.00885503925383091,-0.012185818515717983,-0.008192978799343109
0.029555201530456543,0.38096433877944946,0.0012814337387681007,,1763260345.1062288,684.0,0.00019270353368483484,288.8548369407654,,178944,0.0,1991,0.0006226375699043274,0.02304304577410221,-0.010804958641529083
0.013749420642852783,0.4649272561073303,0.0009858077391982079,,1763260346.5750089,684.0,0.00019201228860765696,290.32361698150635,,180096,0.0,2002,0.00027185920043848455,-0.01265192311257124,-0.0023768115788698196
