losses/policy_loss,charts/learning_rate,losses/approx_kl,losses/entropy,losses/value_loss,losses/old_approx_kl,losses/clipfrac,_step,_timestamp,charts/SPS,charts/episodic_length,_runtime,global_step,charts/episodic_return,losses/explained_variance
0.00034527480602264404,0.00010430107795400545,0.0004256926476955414,0.2134118676185608,151.82528686523438,0.007642408832907677,0.0,4252,1763260313.490291,1088.0,,302.5482060909271,326272,,-0.0033017396926879883
0.0522843599319458,0.00010414746793685481,0.00699611846357584,0.12468168139457703,0.0001609221799299121,-0.03433294594287872,0.044921875,4254,1763260313.7111158,1088.0,,302.76903080940247,326528,,0.9677284359931946
-0.03409001976251602,0.000102995392808225,0.01719668135046959,0.19514590501785278,0.0034383973106741905,0.019079051911830902,0.060546875,4273,1763260315.5063689,1088.0,,304.56428384780884,328448,,0.9488996267318726
,,,,,,,4276,1763260315.7409978,,500.0,304.7989127635956,328739,500.0,
0.0003782268613576889,0.00010276497778249905,0.00011323858052492142,0.3022758662700653,0.01148369163274765,-0.0013885973021388054,0.0,4277,1763260315.8404002,1088.0,,304.8983151912689,328832,,0.09926307201385498
-0.003905724734067917,0.00010268817277392372,0.002586333081126213,0.22535263001918793,0.00024749067961238325,0.0038278717547655106,0.00390625,4278,1763260315.9524894,1088.0,,305.0104043483734,328960,,0.9940105080604553
,,,,,,,4290,1763260317.0323718,,500.0,306.09028673171997,330239,500.0,
-0.022776827216148376,0.0001018433176795952,0.0184924378991127,0.228948712348938,0.0010492608416825533,-0.014520974829792976,0.064453125,4292,1763260317.2511632,1088.0,,306.30907821655273,330368,,0.07264626026153564
-0.04556676000356674,0.00010046082752523944,0.004179603420197964,0.14960730075836182,0.0032346919178962708,0.029049010947346687,0.01953125,4314,1763260319.3207796,1088.0,,308.37869453430176,332672,,0.9995774626731873
-0.063051238656044,0.00010023041249951348,0.032605282962322235,0.18006373941898346,0.0019402422476559877,0.026127872988581657,0.1380208283662796,4318,1763260319.6407447,1088.0,,308.698659658432,333056,,0.9976909160614014
-0.05407110974192619,9.854070958681405e-05,0.016329973936080933,0.25846680998802185,0.0007445994415320456,0.07489772886037827,0.060546875,4346,1763260322.1181803,1089.0,,311.1760952472687,335872,,0.9633179903030396
0.004272304475307465,9.731182944960892e-05,0.008092505857348442,0.24527348577976227,0.0011773307342082262,0.00196043960750103,0.037109375,4366,1763260323.9551573,1089.0,,313.01307225227356,337920,,0.9880884289741516
0.00046820566058158875,9.692780440673232e-05,1.3364478945732117e-05,0.13243144750595093,9.634743037167937e-05,-0.0018063336610794067,0.0,4372,1763260324.5482514,1089.0,,313.60616636276245,338560,,0.993602991104126
-0.004440553020685911,9.654377936385572e-05,0.005005829967558384,0.18053729832172394,2.524342926335521e-05,-0.005200916901230812,0.076171875,4378,1763260325.1049516,1089.0,,314.1628665924072,339200,,0.9945306181907654
-0.027752123773097992,9.600614430382848e-05,0.011663045734167099,0.24262142181396484,1.1581530088733416e-05,0.02136143296957016,0.060546875,4387,1763260325.918595,1089.0,,314.9765100479126,340096,,0.9932559132575989
-0.022367484867572784,9.546850924380124e-05,0.0025180941447615623,0.10959100723266602,0.0006736734067089856,0.015490375459194183,0.037109375,4396,1763260326.7377467,1089.0,,315.79566168785095,340992,,0.995182991027832
0.012204691767692566,9.431643411517143e-05,0.014773586764931679,0.1678384393453598,0.0007275233510881662,0.01909373514354229,0.056640625,4415,1763260328.4434452,1089.0,,317.5013601779938,342912,,0.9904944896697998
0.02175343967974186,9.178187610814348e-05,0.005867639556527138,0.1862623393535614,7.135448686312884e-05,-0.000937911681830883,0.03515625,4456,1763260332.2464006,1089.0,,321.3043155670166,347136,,0.9913632273674011
-0.0008531901985406876,9.047619096236303e-05,0.00025639310479164124,0.24321825802326202,0.014908967539668083,-0.005596516653895378,0.0,4478,1763260334.2066443,1090.0,,323.2645592689514,349312,,-0.004330039024353027
-0.03096621111035347,9.03225809452124e-05,0.003946573473513126,0.2409694790840149,8.59453430166468e-05,0.0018451055511832237,0.0078125,4480,1763260334.427164,1090.0,,323.4850790500641,349568,,0.9809939861297607
,,,,,,,4492,1763260335.490092,,500.0,324.5480070114136,350739,500.0,
-0.005701407790184021,8.924731082515791e-05,0.001783166080713272,0.32184427976608276,0.004103369545191526,0.0003265663981437683,0.001953125,4498,1763260336.0731454,1090.0,,325.1310603618622,351360,,-0.014632105827331543
-0.049537546932697296,8.786482067080215e-05,0.030247507616877556,0.18472139537334442,0.0003190719580743462,0.0568227618932724,0.126953125,4520,1763260338.1486862,1090.0,,327.2066011428833,353664,,0.9566433429718018
-0.020888768136501312,8.778801566222683e-05,0.006170901469886303,0.190448597073555,0.0038670022040605545,0.008545206859707832,0.03515625,4522,1763260338.266352,1090.0,,327.324266910553,353792,,-0.00743412971496582
-0.013722807168960571,8.763440564507619e-05,0.0064685046672821045,0.25257638096809387,0.0002514754014555365,0.010731320828199387,0.015625,4524,1763260338.4957244,1090.0,,327.55363941192627,354048,,0.9895300269126892
-0.046450547873973846,8.755760063650087e-05,0.005039498209953308,0.17858180403709412,0.00012749429151881486,0.040136560797691345,0.017578125,4525,1763260338.606341,1090.0,,327.66425585746765,354176,,0.9893584251403809
-0.035619426518678665,8.748079562792554e-05,0.005932733416557312,0.33666718006134033,1.4118738174438477,0.0037371013313531876,0.01953125,4527,1763260338.7181606,1090.0,,327.77607560157776,354304,,-0.004450559616088867
,,,,,,,4531,1763260339.1061428,,500.0,328.1640577316284,354739,500.0,
-0.048382364213466644,8.709677058504894e-05,0.007191581651568413,0.15739960968494415,0.001345409662462771,0.04927808418869972,0.037109375,4533,1763260339.3106153,1090.0,,328.3685302734375,354944,,0.9852128624916077
0.011968553066253662,8.701997285243124e-05,0.0026710741221904755,0.18029536306858063,0.0002247764787171036,-0.006032910197973251,0.01171875,4534,1763260339.4192455,1090.0,,328.4771604537964,355072,,0.9830169677734375
,,,,,,,4555,1763260341.3667567,,500.0,330.42467164993286,357239,500.0,
-0.0006972122937440872,8.533026266377419e-05,1.7680227756500244e-05,0.15415522456169128,0.0017371821450069547,0.0005490574985742569,0.0,4562,1763260341.9941719,1090.0,,331.05208683013916,357888,,0.993145227432251
-0.004352206364274025,8.448540756944567e-05,0.0002974327653646469,0.19126485288143158,144.7505645751953,0.007356699556112289,0.0,4576,1763260343.2595346,1090.0,,332.31744956970215,359296,,-0.005231261253356934
0.010302580893039703,8.218125731218606e-05,0.0011301003396511078,0.1386004388332367,0.0003022429591510445,-0.009620005264878273,0.00390625,4613,1763260346.7385812,1090.0,,335.7964961528778,363136,,0.9885808229446411
0.006751812994480133,8.141320722643286e-05,0.00021256320178508759,0.1282535046339035,0.0013445846270769835,-0.0033628325909376144,0.0,4626,1763260347.8840778,1090.0,,336.9419927597046,364416,,0.9955763816833496
-0.035163119435310364,8.087557944236323e-05,0.008598828688263893,0.21267004311084747,1.3920730352401733,-0.006440884433686733,0.05078125,4635,1763260348.7016163,1090.0,,337.75953125953674,365312,,-0.004664897918701172
-0.015081353485584259,8.049155439948663e-05,0.00037399772554636,0.16630229353904724,0.0011036336654797196,0.01070257369428873,0.0,4641,1763260349.25737,1090.0,,338.3152849674225,365952,,0.9899309873580933
,,,,,,,4644,1763260349.4902308,,500.0,338.5481457710266,366239,500.0,
-0.026025528088212013,7.926267426228151e-05,0.001788504421710968,0.12100093066692352,0.0002740485651884228,0.012057017534971237,0.025390625,4661,1763260351.1057894,1090.0,,340.1637043952942,368000,,0.9888231158256531
-0.03164113685488701,7.841781916795298e-05,0.0036832066252827644,0.26879119873046875,0.0009934495901688933,0.02879856713116169,0.00390625,4675,1763260352.3603213,1090.0,,341.41823625564575,369408,,0.9931104779243469
-0.020955169573426247,7.741935405647382e-05,0.0009934473782777786,0.11403456330299377,0.0001225555461132899,0.013118769973516464,0.0,4691,1763260353.8758225,1091.0,,342.9337375164032,371072,,0.9901041388511658
0.002964552491903305,7.634408393641934e-05,0.0019982531666755676,0.1563757061958313,1.3795018196105957,0.018424225971102715,0.0,4709,1763260355.4681072,1091.0,,344.52602219581604,372864,,-0.004264473915100098
-0.0007573459297418594,7.611366891069338e-05,0.0002365773543715477,0.17892859876155853,1.378531575202942,-0.0021439725533127785,0.0,4713,1763260355.8127055,1091.0,,344.8706204891205,373248,,-0.000699162483215332
-0.0011776480823755264,7.457757601514459e-05,0.0005491804331541061,0.14660920202732086,0.013668463565409184,-0.00696222297847271,0.0,4738,1763260358.1384118,1091.0,,347.1963267326355,375808,,-0.0017584562301635742
-0.004956096410751343,7.450077100656927e-05,0.00017405766993761063,0.11322589963674545,0.0012567859375849366,0.0039487844333052635,0.0,4739,1763260358.2475674,1091.0,,347.3054823875427,375936,,0.9914178252220154
-6.020069122314453e-05,7.434716098941863e-05,0.00039896368980407715,0.135081946849823,0.0003811847127508372,-0.004471009597182274,0.0,4741,1763260358.4687254,1091.0,,347.52664041519165,376192,,0.9851900339126587
0.002213621512055397,7.42703559808433e-05,0.00193046685308218,0.12634563446044922,142.2321319580078,0.017657246440649033,0.0078125,4743,1763260358.5825331,1091.0,,347.6404480934143,376320,,-0.004018068313598633
-0.0019855331629514694,7.250384078361094e-05,0.00010028015822172165,0.19127345085144043,1.3767023086547852,-0.00209809560328722,0.0,4772,1763260361.2414262,1091.0,,350.2993412017822,379264,,-0.0012154579162597656
,,,,,,,4786,1763260362.5195289,,500.0,351.5774438381195,380739,500.0,
0.05148942023515701,7.15821806807071e-05,0.003668404184281826,0.2550155222415924,0.002353315008804202,-0.006675827316939831,0.005859375,4787,1763260362.6079798,1091.0,,351.6658947467804,380800,,-0.0019110441207885742
-0.0005510176997631788,7.150537567213178e-05,4.523247480392456e-05,0.17560431361198425,0.0013715067179873586,5.2619725465774536e-05,0.0,4788,1763260362.7164447,1091.0,,351.77435970306396,380928,,0.9941348433494568
,,,,,,,4796,1763260363.4336152,,500.0,352.4915301799774,381739,500.0,
0.0027492567896842957,7.08141305949539e-05,0.0008499128744006157,0.154494047164917,0.00042059062980115414,-0.002849704585969448,0.00390625,4799,1763260363.7507095,1091.0,,352.8086245059967,382080,,0.9856672883033752
-0.018785245716571808,7.019969052635133e-05,0.0034606456756591797,0.24416705965995789,0.0004843074129894376,0.016900669783353806,0.009765625,4809,1763260364.673155,1091.0,,353.7310700416565,383104,,0.986095130443573
-0.0037395525723695755,6.996927550062537e-05,0.0012413766235113144,0.18190011382102966,0.0011561114806681871,0.009569259360432625,0.0,4813,1763260365.0077605,1091.0,,354.06567549705505,383488,,0.9893843531608582
-0.0022221729159355164,6.766513251932338e-05,0.0008115172386169434,0.1326839029788971,1.3677167892456055,0.003836721181869507,0.001953125,4851,1763260368.488843,1091.0,,357.54675793647766,387328,,-0.001538395881652832
,,,,,,,4874,1763260370.598558,,500.0,359.65647292137146,389739,500.0,
0.02007357031106949,6.597542233066633e-05,0.0039058271795511246,0.2560626268386841,0.00044931177399121225,-0.011662987060844898,0.01953125,4878,1763260371.0051334,1092.0,,360.06304836273193,390144,,0.9671013951301575
-0.010261170566082,6.574500730494037e-05,0.0023999400436878204,0.14179043471813202,0.0004022390057798475,0.008358845487236977,0.005859375,4882,1763260371.337994,1092.0,,360.3959090709686,390528,,0.9878575801849365
-0.020053140819072723,6.344085704768077e-05,0.004573040641844273,0.1644151508808136,0.0017234387341886759,0.01855546236038208,0.046875,4920,1763260374.8337476,1092.0,,363.89166259765625,394368,,0.9899582862854004
-0.028143681585788727,6.267281423788518e-05,0.001884504221379757,0.20539674162864685,0.0005286813830025494,0.024118749424815178,0.00390625,4932,1763260375.9876966,1092.0,,365.04561161994934,395648,,0.9719693064689636
,,,,,,,4933,1763260376.0203736,,500.0,365.07828855514526,395739,500.0,
-0.0005882289260625839,6.228878919500858e-05,0.0031722821295261383,0.14268141984939575,0.01354365423321724,0.0028080176562070847,0.013671875,4939,1763260376.5495908,1092.0,,365.60750579833984,396288,,-0.0011707544326782227
-0.004280500579625368,6.182795914355665e-05,0.0014720577746629715,0.20487363636493683,0.0005872667534276843,0.004609977826476097,0.0,4946,1763260377.2465725,1092.0,,366.30448746681213,397056,,0.9866243600845337
,,,,,,,4953,1763260377.859727,,500.0,366.91764187812805,397739,500.0,
,,,,,,,4958,1763260378.3022118,,500.0,367.3601267337799,398239,500.0,
,,,,,,,4963,1763260378.7552176,,500.0,367.81313252449036,398739,500.0,
-0.005362953990697861,6.029185897205025e-05,0.0007538339123129845,0.20080184936523438,0.00041612220229581,0.008895563893020153,0.0,4971,1763260379.5483828,1092.0,,368.60629773139954,399616,,0.9807254076004028
,,,,,,,4972,1763260379.5901365,,500.0,368.64805150032043,399739,500.0,
0.00040853023529052734,5.990783392917365e-05,0.00031109899282455444,0.21639002859592438,140.94068908691406,0.0031295418739318848,0.0,4978,1763260380.1504,1092.0,,369.2083148956299,400256,,-0.0002855062484741211
-0.026326559484004974,5.967741890344769e-05,0.0052602896466851234,0.2115175575017929,0.0005629368824884295,0.025200236588716507,0.0234375,4981,1763260380.4829853,1092.0,,369.5409002304077,400640,,0.9733982682228088
-0.01497705839574337,5.9216588851995766e-05,0.007722078822553158,0.21551741659641266,0.0016257734969258308,0.029734604060649872,0.037109375,4989,1763260381.1866684,1092.0,,370.2445833683014,401408,,0.9835606217384338
-0.026082243770360947,5.8909368817694485e-05,0.0012977831065654755,0.16496172547340393,0.0012239147908985615,0.023395735770463943,0.0,4994,1763260381.6293519,1092.0,,370.68726682662964,401920,,0.9848963022232056
0.00025526806712150574,5.806451736134477e-05,0.0004790984094142914,0.15139392018318176,142.2892303466797,0.0012997109442949295,0.0,5008,1763260382.8923104,1092.0,,371.95022535324097,403328,,-0.0011091232299804688
-0.00019269809126853943,5.775729732704349e-05,0.0002929922193288803,0.1470498889684677,0.013823109678924084,-0.0010929517447948456,0.0,5013,1763260383.3697712,1092.0,,372.427686214447,403840,,-0.0004017353057861328
0.013246696442365646,5.760368730989285e-05,0.000528343953192234,0.1241401806473732,0.0004640085098799318,-0.010817172937095165,0.005859375,5015,1763260383.5893483,1092.0,,372.6472632884979,404096,,0.9311988353729248
0.0014099730178713799,5.6144392146961764e-05,0.0012256056070327759,0.20004385709762573,0.0006293782498687506,-0.008225349709391594,0.001953125,5039,1763260385.7728817,1092.0,,374.8307967185974,406528,,0.9675217866897583
,,,,,,,5071,1763260388.689213,,500.0,377.74712800979614,409739,500.0,
-0.0002960413694381714,5.138248889124952e-05,0.00017743930220603943,0.11120682954788208,0.0009881644509732723,0.00284656323492527,0.0,5117,1763260392.9863534,1092.0,,382.0442683696747,414464,,0.9741727113723755
-0.008470118045806885,5.107526885694824e-05,0.002313343808054924,0.14240919053554535,0.0019097001058980823,0.015865981578826904,0.00390625,5122,1763260393.4293256,1092.0,,382.4872405529022,414976,,0.9758511185646057
-0.000895816832780838,5.076804882264696e-05,4.627741873264313e-06,0.1784246563911438,0.0012180795893073082,0.0005659786984324455,0.0,5127,1763260393.9067278,1092.0,,382.9646427631378,415488,,0.9410784244537354
-0.010546974837779999,5.069124381407164e-05,0.0016636466607451439,0.12044657766819,0.0005854991031810641,0.0032600490376353264,0.00390625,5128,1763260394.0155375,1092.0,,383.07345247268677,415616,,0.8694109916687012
0.00035407207906246185,4.999999873689376e-05,8.01030546426773e-06,0.15023984014987946,140.75230407714844,0.0006508892402052879,0.0,5140,1763260395.0581725,1093.0,,384.116087436676,416768,,-0.0003789663314819336
-0.01590714603662491,4.961597369401716e-05,0.0013177040964365005,0.02413792908191681,0.0015850209165364504,0.008548509329557419,0.005859375,5146,1763260395.6439667,1093.0,,384.70188164711,417408,,0.9887779355049133
-7.636472582817078e-05,4.938556230627e-05,1.2792646884918213e-05,0.10609696805477142,140.77467346191406,-0.00039618462324142456,0.0,5150,1763260395.98003,1093.0,,385.03794503211975,417792,,-0.0003795623779296875
0.0034240689128637314,4.930875729769468e-05,9.984523057937622e-05,0.05285236984491348,0.0012137898011133075,-0.0017461739480495453,0.0,5151,1763260396.0920594,1093.0,,385.1499743461609,417920,,0.9890011548995972
-0.010653309524059296,4.854070721194148e-05,0.0005801711231470108,0.11330868303775787,0.0005234134150668979,0.007130688056349754,0.0,5163,1763260397.2380688,1093.0,,386.2959837913513,419200,,0.801964521408081
-0.0010631382465362549,4.846390220336616e-05,0.00043932534754276276,0.17341715097427368,0.0015831993659958243,0.006178645417094231,0.0,5165,1763260397.351203,1093.0,,386.409117937088,419328,,-0.00020039081573486328
-0.008128702640533447,4.6543776988983154e-05,0.0018326658755540848,0.22553834319114685,0.0008319385815411806,0.007106661796569824,0.001953125,5196,1763260400.2346253,1093.0,,389.29254031181335,422528,,0.7935429215431213
0.005406126379966736,4.646697561838664e-05,0.00389238353818655,0.23911024630069733,0.0005095594679005444,-0.023545466363430023,0.01953125,5197,1763260400.3451967,1093.0,,389.4031116962433,422656,,0.43939948081970215
0.0006467364728450775,4.400921534397639e-05,0.007227220572531223,0.18158598244190216,142.3162384033203,0.03142288327217102,0.0234375,5238,1763260404.0481625,1093.0,,393.10607743263245,426752,,-9.799003601074219e-05
-0.012185707688331604,4.393241033540107e-05,0.0004871245473623276,0.17014147341251373,0.0012258912902325392,0.011257994920015335,0.0,5239,1763260404.160637,1093.0,,393.21855187416077,426880,,0.9854776859283447
-0.01877686008810997,4.362519030109979e-05,0.0030277036130428314,0.08956895768642426,0.0012213470181450248,0.013512687757611275,0.0078125,5244,1763260404.6059353,1093.0,,393.6638503074646,427392,,0.9566363096237183
0.0001898929476737976,4.316436388762668e-05,9.657815098762512e-06,0.11357618868350983,0.0005324925878085196,-0.0008043199777603149,0.0,5251,1763260405.3069081,1093.0,,394.36482310295105,428160,,0.22575968503952026
0.0008017122745513916,4.2780338844750077e-05,0.0021256329491734505,0.11266013234853745,141.05108642578125,0.002559722401201725,0.015625,5258,1763260405.863896,1093.0,,394.9218108654022,428800,,-0.00014162063598632812
,,,,,,,5267,1763260406.6919208,,500.0,395.749835729599,429739,500.0,
-0.009324759244918823,4.132104368181899e-05,0.0002237018197774887,0.13994786143302917,0.00056461151689291,0.005446847528219223,0.0,5281,1763260408.056552,1093.0,,397.1144669055939,431232,,0.20261985063552856
0.021443352103233337,4.0168972191167995e-05,0.0012911148369312286,0.3031015396118164,0.0006502000615000725,-0.010898508131504059,0.0,5300,1763260409.7810934,1093.0,,398.8390083312988,433152,,0.4330567717552185
2.3694708943367004e-05,3.886328704538755e-05,7.355213165283203e-05,0.1767711043357849,141.0419158935547,0.0002253018319606781,0.0,5322,1763260411.7486262,1093.0,,400.8065412044525,435328,,-0.00028121471405029297
0.005882343277335167,3.847926200251095e-05,0.00048096757382154465,0.23328998684883118,0.0009440774447284639,-0.006049026735126972,0.0,5328,1763260412.3381634,1093.0,,401.3960783481598,435968,,0.9270697832107544
,,,,,,,5360,1763260415.208897,,500.0,404.26681208610535,439239,500.0,
0.0011025350540876389,3.640553040895611e-05,3.431737422943115e-05,0.16077278554439545,0.001026612357236445,-0.002877514809370041,0.0,5362,1763260415.4416661,1093.0,,404.4995810985565,439424,,0.7467656135559082
,,,,,,,5389,1763260417.8931055,,500.0,406.95102047920227,442239,500.0,
-0.004868080839514732,3.2258063583867624e-05,0.0018942058086395264,0.20653970539569855,142.73094177246094,-0.023741796612739563,0.005859375,5430,1763260421.6551042,1094.0,,410.71301913261414,446336,,-0.0001474618911743164
0.0016348566859960556,3.164362351526506e-05,0.00014817621558904648,0.16532036662101746,0.0015289788134396076,-0.001077885739505291,0.0,5440,1763260422.5483055,1094.0,,411.6062204837799,447360,,-0.00024509429931640625
-0.016321050003170967,3.156681850668974e-05,0.001092502847313881,0.24771952629089355,0.0011625605402514338,0.01712973788380623,0.0,5441,1763260422.6919217,1094.0,,411.7498366832733,447488,,0.871755063533783
0.0033494196832180023,3.149001713609323e-05,0.00022527668625116348,0.16649645566940308,0.0006680524093098938,-0.0021055852994322777,0.0,5442,1763260422.806681,1094.0,,411.86459589004517,447616,,0.6755595803260803
,,,,,,,5443,1763260422.8475251,,500.0,411.9054400920868,447739,500.0,
,,,,,,,5453,1763260423.763454,,500.0,412.821368932724,448739,500.0,
-0.0016333609819412231,3.079877205891535e-05,0.0007630251348018646,0.175679013133049,0.0018171819392591715,0.004866337403655052,0.0,5454,1763260423.842652,1094.0,,412.90056705474854,448768,,-3.6597251892089844e-05
0.0017222315073013306,2.9800306947436184e-05,0.00037634000182151794,0.20286311209201813,0.0011096540838479996,3.969110548496246e-05,0.0,5470,1763260425.3248603,1094.0,,414.38277530670166,450432,,0.848386287689209
-0.001555807888507843,2.8341013603494503e-05,0.0002905912697315216,0.15606176853179932,141.47532653808594,-0.008501429110765457,0.0,5494,1763260427.503426,1094.0,,416.561341047287,452864,,-0.00017559528350830078
-0.0032644160091876984,2.7419355319580063e-05,0.0001470157876610756,0.2130797803401947,0.0012126161018386483,0.003957577981054783,0.0,5509,1763260428.9115016,1094.0,,417.96941661834717,454400,,0.7769321799278259
-0.016583148390054703,2.688172025955282e-05,0.0018881773576140404,0.27331772446632385,0.001328237121924758,0.010140390135347843,0.0,5518,1763260429.6913393,1094.0,,418.74925422668457,455296,,-7.224082946777344e-05
0.0002934616059064865,2.6267282009939663e-05,2.3861415684223175e-05,0.20367807149887085,1.3735750913619995,0.0016115577891469002,0.0,5528,1763260430.6173818,1094.0,,419.67529678344727,456320,,-0.00010037422180175781
-0.01134569849818945,2.6190477001364343e-05,0.00051090307533741,0.19283011555671692,0.001170449424535036,0.009643318131566048,0.0,5529,1763260430.7260005,1094.0,,419.78391551971436,456448,,0.7927185297012329
-0.0020341798663139343,2.6036866984213702e-05,0.0005255620926618576,0.23976710438728333,0.0005895820213481784,-0.0027838461101055145,0.0,5531,1763260430.9817173,1094.0,,420.03963232040405,456704,,0.06179499626159668
0.0065468065440654755,2.442396362312138e-05,0.00031879451125860214,0.21087239682674408,0.0010026012314483523,0.005128803662955761,0.0,5558,1763260433.393424,1094.0,,422.45133900642395,459392,,0.806450366973877
,,,,,,,5561,1763260433.647222,,500.0,422.70513701438904,459739,500.0,
,,,,,,,5571,1763260434.5641778,,500.0,423.62209272384644,460739,500.0,
6.681308150291443e-06,2.29646702791797e-05,5.4193660616874695e-05,0.2631196677684784,0.0013944560196250677,-0.0005568433552980423,0.0,5582,1763260435.589261,1094.0,,424.647176027298,461824,,-0.00013744831085205078
0.0017700772732496262,2.265745024487842e-05,0.0001925285905599594,0.15108196437358856,1.3742585182189941,0.007210869342088699,0.0,5587,1763260436.0318663,1094.0,,425.0897812843323,462336,,-0.0001474618911743164
,,,,,,,5591,1763260436.4104009,,500.0,425.46831583976746,462739,500.0,
,,,,,,,5600,1763260437.2934477,,500.0,426.3513627052307,463739,500.0,
-6.84298574924469e-05,2.0199693608446978e-05,6.426125764846802e-08,0.1541384756565094,0.0009422353468835354,7.691513746976852e-05,0.0,5627,1763260439.7741358,1094.0,,428.8320508003235,466432,,0.9115856885910034
0.0006941631436347961,2.0046083591296338e-05,0.00034444965422153473,0.2179819643497467,0.0006283512338995934,0.0003490876406431198,0.0,5629,1763260439.9939477,1094.0,,429.0518627166748,466688,,0.42165428400039673
-0.0036711758002638817,1.9278033505543135e-05,0.0003010369837284088,0.23000198602676392,0.0009849675698205829,0.006515258923172951,0.0,5642,1763260441.1343014,1094.0,,430.1922163963318,467968,,0.532710075378418
-0.010662414133548737,1.8663595255929977e-05,0.00047276169061660767,0.20666998624801636,0.0009592220303602517,0.006566610187292099,0.0,5652,1763260442.0529602,1095.0,,431.1108751296997,468992,,0.38343799114227295
0.0005321167409420013,1.7281105101574212e-05,1.4375895261764526e-05,0.22907273471355438,0.0010472893482074142,0.0016205906867980957,0.0,5675,1763260444.121225,1095.0,,433.1791400909424,471296,,-3.552436828613281e-05
,,,,,,,5684,1763260444.9512124,,500.0,434.00912737846375,472239,500.0,
-0.0010634958744049072,1.6359446817659773e-05,0.00012411735951900482,0.1830979436635971,0.0010774255497381091,-0.005078669637441635,0.0,5690,1763260445.4866436,1095.0,,434.54455852508545,472832,,-6.23464584350586e-05
-9.8399817943573e-05,1.5360983525170013e-05,1.6391277313232422e-05,0.13675358891487122,0.0006420527352020144,-0.000979047268629074,0.0,5706,1763260446.9955678,1095.0,,436.0534827709198,474496,,0.6339759826660156
-0.0006659291684627533,1.213517680298537e-05,4.08664345741272e-05,0.10777876526117325,0.0008898138767108321,0.0010253451764583588,0.0,5759,1763260451.774907,1095.0,,440.8328220844269,479872,,0.7766781449317932
-0.0008558034896850586,1.1751151760108769e-05,0.0001365281641483307,0.24763870239257812,0.0007966361590661108,0.002807110548019409,0.0,5765,1763260452.36986,1095.0,,441.42777490615845,480512,,0.4036877751350403
,,,,,,,5772,1763260452.9836614,,500.0,442.04157638549805,481239,500.0,
-0.00012001395225524902,1.0061444299935829e-05,1.7508864402770996e-07,0.1333005428314209,0.0009709760779514909,1.9293278455734253e-05,0.0,5793,1763260454.880879,1095.0,,443.9387938976288,483328,,-7.37905502319336e-05
0.00012373365461826324,9.754224265634548e-06,5.132518708705902e-06,0.1798231601715088,141.85865783691406,0.0006957342848181725,0.0,5798,1763260455.356342,1095.0,,444.41425704956055,483840,,-4.017353057861328e-05
-0.0034496672451496124,9.600614248483907e-06,0.00030323490500450134,0.24194416403770447,0.0007709327037446201,0.004037406295537949,0.0,5800,1763260455.5759711,1095.0,,444.6338860988617,484096,,0.01712745428085327
-0.00947519764304161,8.755760063650087e-06,0.0005604494363069534,0.14358533918857574,0.0007969500729814172,0.007473081350326538,0.0,5814,1763260456.825553,1095.0,,445.88346791267395,485504,,0.3771519064903259
,,,,,,,5816,1763260456.9721892,,500.0,446.03010416030884,485739,500.0,
5.755387246608734e-05,8.602150955994148e-06,7.458031177520752e-06,0.18637436628341675,143.23399353027344,0.00027862749993801117,0.0,5817,1763260457.0476587,1095.0,,446.1055736541748,485760,,-1.2516975402832031e-05
2.2172927856445312e-05,7.910905878816266e-06,5.606561899185181e-07,0.1781933754682541,0.0008988556219264865,2.2299587726593018e-05,0.0,5828,1763260458.0800574,1095.0,,447.1379723548889,486912,,0.5104256272315979
0.0011947154998779297,7.680491762585007e-06,5.389563739299774e-06,0.20544405281543732,1.3801448345184326,0.0012499308213591576,0.0,5832,1763260458.452091,1095.0,,447.51000595092773,487296,,-3.6597251892089844e-05
-6.839632987976074e-06,7.450076736859046e-06,4.353374242782593e-05,0.15624955296516418,0.000741873518563807,-4.9544498324394226e-05,0.0,5835,1763260458.7817893,1095.0,,447.8397042751312,487680,,-0.0024400949478149414
-7.866695523262024e-05,5.683563813363435e-06,1.2889504432678223e-06,0.1013236939907074,0.0007467477116733789,-0.0005615800619125366,0.0,5864,1763260461.4422145,1095.0,,450.50012946128845,490624,,0.1334635615348816
-0.00018395856022834778,4.685100066126324e-06,5.426816642284393e-06,0.09291449189186096,143.30966186523438,-0.0006389403715729713,0.0,5881,1763260462.924897,1096.0,,451.9828119277954,492288,,-2.849102020263672e-05
9.751692414283752e-05,3.686635864141863e-06,9.126961231231689e-07,0.10975378751754761,0.0008453708724118769,-0.00013360381126403809,0.0,5897,1763260464.4033377,1096.0,,453.4612526893616,493952,,0.4446914792060852
-0.0001566316932439804,3.3794162845879328e-06,1.5702098608016968e-06,0.09415116161108017,0.0008429511799477041,9.090453386306763e-05,0.0,5902,1763260464.879989,1096.0,,453.937903881073,494464,,0.27852559089660645
-0.00012645870447158813,2.2273425202001818e-06,6.109476089477539e-07,0.10969895124435425,0.0008354716119356453,0.0003206077963113785,0.0,5921,1763260466.6130898,1096.0,,455.6710047721863,496384,,0.5566643476486206
