_step,_runtime,global_step,_timestamp,losses/approx_kl,losses/explained_variance,losses/old_approx_kl,losses/clipfrac,losses/policy_loss,losses/entropy,charts/learning_rate,charts/SPS,losses/value_loss,charts/episodic_length,charts/episodic_return
0,1.2974412441253662,0,1763260043.3679311,,,,,,,,,,,
7,2.4469006061553955,128,1763260044.5173905,9.170733392238617e-05,0.7160842418670654,0.0030040163546800613,0.0,-0.007502011954784393,0.6930424571037292,0.0003000000142492354,984.0,0.5131430625915527,,
33,2.9676551818847656,640,1763260045.038145,0.00012769736349582672,0.7670917510986328,0.0034040194004774094,0.0,-0.0073508769273757935,0.69273442029953,0.0002996927942149341,983.0,0.45983248949050903,,
41,3.1051430702209473,794,1763260045.175633,,,,,,,,,,43.0,43.0
47,3.2336881160736084,937,1763260045.304178,,,,,,,,,,16.0,16.0
64,3.722334861755371,1408,1763260045.7928247,0.003690742887556553,0.680118203163147,-0.005935274995863438,0.0,-0.00833873637020588,0.6290900111198425,0.0002992319641634822,1001.0,0.4071606695652008,,
74,3.8838388919830322,1621,1763260045.9543288,,,,,,,,,,27.0,27.0
77,3.9848902225494385,1704,1763260046.05538,,,,,,,,,,25.0,25.0
88,4.213362216949463,1920,1763260046.283852,0.001184060238301754,0.20464414358139038,-0.003287442959845066,0.0,0.007773071527481079,0.6221792101860046,0.0002989247441291809,1012.0,0.4044981598854065,,
102,4.494569301605225,2176,1763260046.5650592,0.00029894430190324783,0.29819798469543457,0.004664876498281956,0.0,0.0019117407500743866,0.6105451583862305,0.00029877113411203027,999.0,0.6031085252761841,,
104,4.512660980224609,2211,1763260046.5831509,,,,,,,,,,18.0,18.0
133,5.061052322387695,2722,1763260047.1315422,,,,,,,,,,15.0,15.0
147,5.311906337738037,2974,1763260047.3823962,,,,,,,,,,16.0,16.0
149,5.325731515884399,3005,1763260047.3962214,,,,,,,,,,13.0,13.0
150,5.331140518188477,3017,1763260047.4016304,,,,,,,,,,12.0,12.0
155,5.434136629104614,3086,1763260047.5046265,,,,,,,,,,21.0,21.0
157,5.451918363571167,3125,1763260047.5224082,,,,,,,,,,18.0,18.0
195,6.133838891983032,3790,1763260048.2043288,,,,,,,,,,19.0,19.0
203,6.27085280418396,3953,1763260048.3413427,,,,,,,,,,22.0,22.0
213,6.513699054718018,4193,1763260048.584189,,,,,,,,,,36.0,36.0
217,6.613152027130127,4262,1763260048.683642,,,,,,,,,,27.0,27.0
228,7.022511005401611,4708,1763260049.093001,,,,,,,,,,84.0,84.0
233,7.328409433364868,4992,1763260049.3988993,0.010538646019995213,0.5424081683158875,-0.016613950952887535,0.041015625,-0.08323784917593002,0.5248399972915649,0.0002970814239233732,996.0,0.28026553988456726,,
251,7.989447593688965,5734,1763260050.0599375,,,,,,,,,,32.0,32.0
259,8.227974891662598,5964,1763260050.2984648,,,,,,,,,,30.0,30.0
265,8.372221231460571,6137,1763260050.442711,,,,,,,,,,35.0,35.0
273,8.59888768196106,6332,1763260050.6693776,,,,,,,,,,35.0,35.0
274,8.614196538925171,6372,1763260050.6846864,,,,,,,,,,40.0,40.0
292,9.019272327423096,6783,1763260051.0897622,,,,,,,,,,20.0,20.0
327,9.74176287651062,7493,1763260051.8122528,,,,,,,,,,21.0,21.0
330,9.83339548110962,7552,1763260051.9038854,0.001712476834654808,-0.02531135082244873,0.0037405304610729218,0.0,0.00758340023458004,0.4588607847690582,0.0002955453237518668,1004.0,4.479318618774414,,
332,9.846071004867554,7576,1763260051.916561,,,,,,,,,,22.0,22.0
337,9.964208126068115,7690,1763260052.034698,,,,,,,,,,32.0,32.0
340,10.01372241973877,7750,1763260052.0842123,,,,,,,,,,21.0,21.0
370,10.714844942092896,8399,1763260052.7853348,,,,,,,,,,18.0,18.0
396,11.255355834960938,8931,1763260053.3258457,,,,,,,,,,22.0,22.0
425,12.240976810455322,9543,1763260054.3114667,,,,,,,,,,24.0,24.0
441,12.734905242919922,9960,1763260054.8053951,,,,,,,,,,40.0,40.0
450,13.092170476913452,10240,1763260055.1626604,0.0030134292319417,0.1350281834602356,0.0197046659886837,0.0,0.002266928553581238,0.39856207370758057,0.0002939324185717851,950.0,4.298087120056152,,
471,13.830097675323486,10980,1763260055.9005876,,,,,,,,,,41.0,41.0
481,14.370468616485596,11499,1763260056.4409585,,,,,,,,,,121.0,121.0
