losses/explained_variance,losses/old_approx_kl,losses/clipfrac,losses/value_loss,losses/policy_loss,_timestamp,losses/entropy,_runtime,charts/episodic_return,losses/approx_kl,charts/learning_rate,_step,global_step,charts/SPS,charts/episodic_length
-1.8628535270690918,-0.0053033288568258286,0.001953125,0.0007121952367015183,0.00617331825196743,1763260225.840484,0.31762954592704773,183.69630193710327,,0.0038081947714090347,0.00022058372269384563,2312,132480,730.0,
-1.4615938663482666,0.049329742789268494,0.037109375,3.670040678116493e-05,-0.03557465225458145,1763260227.1162503,0.14798611402511597,184.97206830978394,,0.0158037468791008,0.00022019969765096903,2318,133120,728.0,
-2.2287638187408447,0.010214369744062424,0.01953125,0.000669818720780313,0.0056743323802948,1763260227.9067042,0.19508862495422363,185.76252222061157,,0.0046171825379133224,0.00021996928262524307,2322,133504,727.0,
-2.7370095252990723,0.0029427343979477882,0.0390625,0.00010572948667686433,-0.010968245565891266,1763260228.4068718,0.21998684108257294,186.26268982887268,,0.0039089759811758995,0.00021981567260809243,2324,133760,726.0,
,,,,,1763260229.2886891,,187.1445071697235,500.0,,,2329,134270,,500.0
,,,,,1763260231.333906,,189.18972396850586,500.0,,,2339,135270,,500.0
-2.344688653945923,0.0015826895833015442,0.0,7.143417315091938e-05,-0.0013527348637580872,1763260233.298409,0.24524950981140137,191.15422701835632,,0.00010780990123748779,0.00021835637744516134,2348,136192,720.0,
,,,,,1763260234.390628,,192.2464461326599,500.0,,,2354,136770,,500.0
-2.7753350734710693,-0.000979328528046608,0.0,6.259425572352484e-05,-0.00043265148997306824,1763260236.449089,0.3369687795639038,194.30490708351135,,0.00013368390500545502,0.0002174347173422575,2363,137728,717.0,
8.356571197509766e-05,0.002298027276992798,0.0078125,142.14881896972656,-7.359683513641357e-05,1763260241.7133803,0.2273072749376297,199.56919836997986,,0.002715643495321274,0.0002158986171707511,2389,140288,710.0,
-1.54776930809021,0.009069789201021194,0.0625,3.813950388575904e-05,-0.00283639132976532,1763260249.2844105,0.19773635268211365,207.14022850990295,,0.012774915434420109,0.0002135944669134915,2426,144128,703.0,
-1.6256914138793945,0.019934557378292084,0.048828125,0.00038577363011427224,-0.018215691670775414,1763260250.0508692,0.23803767561912537,207.90668725967407,,0.007494413293898106,0.00021336405188776553,2430,144512,702.0,
-3.017685890197754,-0.013568832539021969,0.037109375,0.0013282279251143336,0.019380465149879456,1763260253.933432,0.28774499893188477,211.78925013542175,,0.007184426300227642,0.00021221197675913572,2449,146432,698.0,
-1.5294456481933594,0.009823769330978394,0.0,9.254992619389668e-05,-0.014712455682456493,1763260257.2825332,0.1580369919538498,215.1383512020111,,0.0006067752838134766,0.00021121351164765656,2465,148096,695.0,
-0.7948083877563477,0.006014796905219555,0.001953125,0.001022135722450912,-0.007812274619936943,1763260262.9776542,0.18102724850177765,220.8334722518921,,0.0005460167303681374,0.00020952381601091474,2493,150912,690.0,
,,,,,1763260265.5562818,,223.41209983825684,500.0,,,2506,152270,,500.0
0.005786299705505371,0.004019329324364662,0.015625,1.0461889360158239e-05,-0.012009255588054657,1763260267.282143,0.14420835673809052,225.1379611492157,,0.0009814668446779251,0.0002082181308651343,2514,153088,686.0,
-2.264084815979004,1.4546327292919159e-05,0.0,1.3759767170995474e-05,-8.519738912582397e-06,1763260267.5312624,0.1304461658000946,225.3870804309845,,2.3748725652694702e-07,0.00020814132585655898,2515,153216,686.0,
-3.1883063316345215,-0.003034706227481365,0.00390625,6.222642696229741e-06,-0.003821302205324173,1763260268.595393,0.2448524832725525,226.45121097564697,,0.0021644486114382744,0.0002078341058222577,2520,153728,685.0,
-2.4071967601776123,0.031375885009765625,0.052734375,0.000656237592920661,-0.03491261601448059,1763260271.2080762,0.29332947731018066,229.0638942718506,,0.00635424442589283,0.0002070660557365045,2533,155008,683.0,
,,,,,1763260272.5139587,,230.36977672576904,500.0,,,2540,155770,,500.0
0.09749293327331543,-0.0022806087508797646,0.001953125,0.0014120062114670873,0.004041954874992371,1763260273.9565039,0.1136370599269867,231.8123219013214,,0.00029118452221155167,0.00020622120064217597,2547,156416,681.0,
,,,,,1763260278.504286,,236.3601040840149,500.0,,,2570,158770,,500.0
-0.00025856494903564453,0.001441633328795433,0.0,143.37464904785156,0.00025827065110206604,1763260278.7418427,0.13052332401275635,236.597660779953,,0.00014556385576725006,0.0002047619054792449,2571,158848,677.0,
-1.9974994659423828,0.0013444870710372925,0.0546875,0.0002896036021411419,-0.004832074046134949,1763260279.956667,0.126700758934021,237.81248497962952,,0.003104608505964279,0.0002043778804363683,2577,159488,677.0,
3.0934810638427734e-05,0.03916381299495697,0.056640625,0.005858443211764097,-0.019398661330342293,1763260286.5943117,0.20256999135017395,244.45012974739075,,0.018157735466957092,0.00020238095021340996,2610,162816,672.0,
-6.651878356933594e-05,0.014096611179411411,0.0078125,0.005488840863108635,-0.01020304299890995,1763260290.6108105,0.14547333121299744,248.46662855148315,,0.002398754470050335,0.00020115207007620484,2630,164864,669.0,
-1.5254993438720703,0.002701772376894951,0.001953125,0.0020088900346308947,-0.004887808114290237,1763260291.815933,0.058672480285167694,249.67175102233887,,0.00010666251182556152,0.00020076804503332824,2636,165504,668.0,
-2.108898401260376,0.018210692331194878,0.0234375,1.9738979972316884e-05,-0.007444567978382111,1763260293.711598,0.17780669033527374,251.5674159526825,,0.01091025397181511,0.00020015360496472567,2646,166528,667.0,
-0.40501701831817627,0.020463701337575912,0.033203125,4.2837706132559106e-05,-0.016997382044792175,1763260293.8812668,0.15650440752506256,251.73708486557007,,0.0046303169801831245,0.00020007679995615035,2647,166656,667.0,
,,,,,1763260293.9573772,,251.81319522857666,500.0,,,2648,166770,,500.0
,,,,,1763260296.4606779,,254.31649589538574,500.0,,,2668,168770,,500.0
,,,,,1763260297.0835397,,254.93935775756836,500.0,,,2673,169270,,500.0
,,,,,1763260298.9757113,,256.831529378891,500.0,,,2683,170270,,500.0
-2.874364137649536,0.0170159712433815,0.048828125,2.523658622521907e-06,-8.64863395690918e-05,1763260299.8302271,0.24676410853862762,257.6860451698303,,0.006403801031410694,0.00019761905423365533,2687,170752,668.0,
-0.00012958049774169922,0.03751756250858307,0.046875,0.017993155866861343,0.005688276141881943,1763260300.1079125,0.18704915046691895,257.9637305736542,,0.006565529853105545,0.00019754224922508,2689,170880,668.0,
-1.3430938720703125,0.003638334572315216,0.0,3.435313374211546e-06,-0.0045430418103933334,1763260300.7285647,0.14297592639923096,258.5843827724457,,0.0002729389816522598,0.00019731183419935405,2692,171264,668.0,
,,,,,1763260306.9993634,,264.8551814556122,500.0,,,2732,175270,,500.0
3.2186508178710938e-06,-0.0025892090052366257,0.0,0.004125379957258701,0.005191687494516373,1763260309.8917751,0.26236802339553833,267.74759316444397,,0.00017193332314491272,0.000193701998796314,2752,177280,667.0,
-1.7523765563964844e-05,0.03831925243139267,0.017578125,1.3787245750427246,-0.03040156327188015,1763260310.844431,0.17759865522384644,268.7002489566803,,0.008166015148162842,0.00019339477876201272,2757,177792,667.0,
-4.1365623474121094e-05,0.05280591920018196,0.099609375,142.47784423828125,0.007922982797026634,1763260313.6977148,0.34978777170181274,271.5535328388214,,0.0181577205657959,0.00019247311865910888,2772,179328,665.0,
-0.00010120868682861328,0.003084140829741955,0.00390625,143.8408203125,-0.009842722676694393,1763260315.4097605,0.1538810282945633,273.2655785083771,,0.0002512829378247261,0.00019185867859050632,2782,180352,665.0,
-0.30525243282318115,0.014288024976849556,0.005859375,0.0008698086603544652,-0.018142223358154297,1763260317.2487547,0.12283563613891602,275.10457277297974,,0.0022863727062940598,0.00019116743351332843,2793,181504,665.0,
-1.5556640625,0.001888347789645195,0.046875,2.815761399688199e-05,-0.005003584548830986,1763260321.2500367,0.2252214252948761,279.10585474967957,,0.008522543124854565,0.00018924730829894543,2824,184704,667.0,
-2.7681233882904053,-0.004018216393887997,0.025390625,3.4011391107924283e-06,0.025156691670417786,1763260323.4814177,0.23529189825057983,281.3372356891632,,0.010764096863567829,0.00018809523317031562,2843,186624,668.0,
-0.40095531940460205,0.0029169805347919464,0.029296875,2.5902745619532652e-06,-0.004720650613307953,1763260325.4000988,0.23229223489761353,283.25591683387756,,0.006280260160565376,0.0001872503780759871,2857,188032,669.0,
-2.1227803230285645,0.019989389926195145,0.046875,6.66433697915636e-05,-0.005990695208311081,1763260330.0567086,0.2667243778705597,287.9125266075134,,0.006905214861035347,0.00018571429245639592,2882,190592,667.0,
-5.8770179748535156e-05,0.007853195071220398,0.04296875,0.015288325026631355,0.0016918256878852844,1763260331.3878915,0.182921901345253,289.243709564209,,0.008669009432196617,0.000185253462404944,2890,191360,666.0,
-4.2319297790527344e-05,-0.01210278831422329,0.01953125,142.49307250976562,-0.0018272846937179565,1763260340.2257767,0.10215818136930466,298.08159470558167,,0.0020811185240745544,0.00018164362700190395,2949,197376,667.0,
-2.2088592052459717,-0.019698798656463623,0.025390625,1.3461374692269601e-05,0.03813820332288742,1763260341.6294653,0.20665036141872406,299.4852833747864,,0.006038599647581577,0.00018095238192472607,2960,198528,667.0,
-2.2037391662597656,0.0006152000278234482,0.0,1.9739061826840043e-05,0.0013769716024398804,1763260343.4174054,0.2727643847465515,301.27322340011597,,0.0023185722529888153,0.00018003072182182223,2975,200064,669.0,
,,,,,1763260346.111009,,303.96682691574097,500.0,,,2997,202270,,500.0
,,,,,1763260347.7205596,,305.57637763023376,500.0,,,3011,203770,,500.0
,,,,,1763260353.0465684,,310.90238642692566,500.0,,,3051,207770,,500.0
-1.4625329971313477,0.009259303100407124,0.044921875,0.001138393534347415,-0.008426342159509659,1763260353.4645035,0.19468514621257782,311.320321559906,,0.002053133212029934,0.00017526881129015237,3053,208000,672.0,
7.152557373046875e-06,-0.00013323500752449036,0.0,0.0033603901974856853,9.830296039581299e-05,1763260355.623338,0.20385685563087463,313.47915601730347,,2.0209699869155884e-06,0.00017450076120439917,3066,209280,672.0,
,,,,,1763260356.3234444,,314.17926239967346,500.0,,,3070,209770,,500.0
-2.1901321411132812,0.01724403351545334,0.01953125,1.8167327652918175e-05,-0.009888654574751854,1763260358.71715,0.26514118909835815,316.57296800613403,,0.006076078861951828,0.0001734255056362599,3083,211072,671.0,
-1.5669610500335693,0.00015506986528635025,0.00390625,2.7829046302940696e-06,-0.004224240779876709,1763260361.1995566,0.2794538140296936,319.05537462234497,,0.0026679085567593575,0.00017250384553335607,3098,212608,671.0,
-1.4670891761779785,-0.017001833766698837,0.046875,1.0348712748964317e-06,0.02409985661506653,1763260365.624762,0.11942224204540253,323.48058009147644,,0.003444366157054901,0.0001707373303361237,3127,215552,670.0,
,,,,,1763260365.8787043,,323.7345223426819,500.0,,,3129,215770,,500.0
-1.8587002754211426,-0.002349470742046833,0.0,0.0006802540156058967,0.003247469663619995,1763260367.5726733,0.16369247436523438,325.42849135398865,,3.2306648790836334e-05,0.00016989247524179518,3141,216960,671.0,
-1.7666218280792236,-0.0004569627344608307,0.0,0.001046454068273306,0.000539017841219902,1763260368.1902401,0.21087807416915894,326.046058177948,,1.8598511815071106e-05,0.0001695852552074939,3146,217472,671.0,
-0.42880702018737793,0.0180527176707983,0.01171875,0.0014434193726629019,-0.014935281127691269,1763260370.9448063,0.0853770449757576,328.80062437057495,,0.0025138016790151596,0.00016812596004456282,3170,219904,673.0,
,,,,,1763260372.3778281,,330.2336461544037,500.0,,,3183,221270,,500.0
,,,,,1763260372.908199,,330.76401710510254,500.0,,,3188,221770,,500.0
-1.6012847423553467,-0.010888492688536644,0.021484375,3.118814856861718e-05,0.00791415385901928,1763260377.7226894,0.1586032509803772,335.5785074234009,,0.001533597707748413,0.00016520736971870065,3217,224768,674.0,
-0.8061790466308594,0.01052816677838564,0.0078125,0.0004592452896758914,-0.016323991119861603,1763260378.8558295,0.1770390123128891,336.71164751052856,,0.0017809392884373665,0.00016482334467582405,3224,225408,673.0,
,,,,,1763260382.3144825,,340.1703004837036,500.0,,,3247,227770,,500.0
-0.9156060218811035,0.00023088417947292328,0.0078125,2.6019508368335664e-05,-0.0056103430688381195,1763260382.7341447,0.1035691425204277,340.589962720871,,0.0015143100172281265,0.00016321043949574232,3250,228096,674.0,
-1.9858601093292236,0.028097424656152725,0.015625,3.7391664591268636e-06,-0.03041648119688034,1763260383.3255994,0.16942912340164185,341.18141746520996,,0.004560347646474838,0.00016290321946144104,3255,228608,674.0,
-1.7498176097869873,0.05416141450405121,0.041015625,0.0014432527823373675,-0.035846978425979614,1763260383.7674608,0.27793097496032715,341.62327885627747,,0.009652848355472088,0.00016267280443571508,3259,228992,674.0,
7.450580596923828e-06,0.0042432984337210655,0.0,0.005017238203436136,-0.005494505167007446,1763260385.2043166,0.22897587716579437,343.06013464927673,,0.0004086894914507866,0.0001619047689018771,3272,230272,675.0,
-1.8174498081207275,0.01115743163973093,0.0,3.0166578653734177e-05,-0.018115878105163574,1763260385.7234364,0.25740426778793335,343.5792543888092,,0.0023822886869311333,0.00016167435387615114,3275,230656,675.0,
,,,,,1763260385.7815795,,343.6373975276947,500.0,,,3276,230770,,500.0
,,,,,1763260389.376776,,347.2325940132141,500.0,,,3296,232770,,500.0
-1.167527198791504,0.0049585821107029915,0.046875,2.4065138859441504e-07,-0.0065083131194114685,1763260394.721052,0.12820491194725037,352.5768699645996,,0.004178459756076336,0.00015783410344738513,3338,237056,676.0,
3.0994415283203125e-06,0.010121455416083336,0.0,0.004346687346696854,-0.001852475106716156,1763260396.160417,0.14436209201812744,354.0162351131439,,0.0009595770388841629,0.00015706605336163193,3351,238336,677.0,
-1.6679720878601074,-0.007637263275682926,0.001953125,0.00033533142413944006,0.02060479298233986,1763260396.8661742,0.16498085856437683,354.7219922542572,,0.0027672545984387398,0.00015668202831875533,3357,238976,677.0,
,,,,,1763260397.169661,,355.02547907829285,500.0,,,3360,239270,,500.0
-1.449047565460205,0.03131648153066635,0.109375,4.1771578253246844e-05,-0.010296083986759186,1763260402.479447,0.23828160762786865,360.33526492118835,,0.00888371467590332,0.00015414746303576976,3398,243200,679.0,
-2.0350000858306885,0.03319378197193146,0.0546875,0.000595178222283721,-0.027168750762939453,1763260402.8065052,0.32072216272354126,360.66232323646545,,0.011061928234994411,0.00015399385301861912,3401,243456,679.0,
-2.0344014167785645,0.0004770243540406227,0.0,0.001552076544612646,-0.0008805990219116211,1763260403.6365232,0.12557198107242584,361.4923412799835,,8.733011782169342e-06,0.00015368663298431784,3406,243968,679.0,
,,,,,1763260405.113184,,362.9690020084381,500.0,,,3419,245270,,500.0
-1.6184818744659424,0.006655028089880943,0.013671875,0.0016261839773505926,-0.012582153081893921,1763260406.1974561,0.14693690836429596,364.0532741546631,,0.00042695365846157074,0.00015245775284711272,3426,246016,679.0,
,,,,,1763260406.4821224,,364.33794045448303,500.0,,,3428,246270,,500.0
-0.8510609865188599,-0.003826634958386421,0.0,0.0010061338543891907,0.0030289888381958008,1763260407.856566,0.13791067898273468,365.7123839855194,,0.0002403687685728073,0.00015192011778708547,3435,246912,679.0,
-1.5313451290130615,0.03045547753572464,0.052734375,0.0005975458770990372,-0.0025441721081733704,1763260410.4611995,0.13306169211864471,368.3170175552368,,0.012982882559299469,0.00015099845768418163,3450,248448,678.0,
-1.8762693405151367,0.0053671011701226234,0.015625,8.759307092987001e-07,-0.0014262907207012177,1763260410.6576004,0.11377272754907608,368.5134184360504,,0.0034912535920739174,0.0001509216526756063,3451,248576,678.0,
-2.290222644805908,0.015659868717193604,0.03125,3.6626124710892327e-06,-0.012613562867045403,1763260412.4748423,0.17829561233520508,370.33066034317017,,0.0031144842505455017,0.00015023040759842843,3462,249728,678.0,
-2.1095166206359863,0.004008597694337368,0.0,2.733687506406568e-05,-0.004077346995472908,1763260414.279511,0.2782540023326874,372.1353290081024,,0.0006998786702752113,0.00014938556705601513,3476,251136,678.0,
-4.410743713378906e-06,0.005019083619117737,0.0,1.3833500146865845,0.0071484968066215515,1763260414.5835721,0.13941246271133423,372.4393901824951,,0.00042617321014404297,0.0001492319570388645,3479,251392,679.0,
6.794929504394531e-06,-0.016711128875613213,0.056640625,142.83444213867188,-0.0008901804685592651,1763260416.932299,0.11812875419855118,374.7881169319153,,0.007617654278874397,0.0001480798819102347,3498,253312,679.0,
5.424022674560547e-06,0.03242001682519913,0.021484375,0.015117556788027287,0.004807816818356514,1763260417.8204775,0.21409593522548676,375.6762955188751,,0.007517671212553978,0.0001477726618759334,3503,253824,679.0,
-1.430511474609375e-06,-0.014636678621172905,0.005859375,0.005210637114942074,0.005602240562438965,1763260419.440035,0.13803422451019287,377.29585313796997,,0.0019772984087467194,0.00014715822180733085,3513,254848,679.0,
-1.3826866149902344,-0.00043247174471616745,0.00390625,1.0540563380345702e-05,-0.0005925372242927551,1763260420.8519847,0.17046551406383514,378.707802772522,,0.0007924465462565422,0.00014639017172157764,3525,256128,680.0,
1.5616416931152344e-05,0.03382706269621849,0.06640625,0.003918689675629139,-0.011299101635813713,1763260422.165647,0.2272116094827652,380.0214650630951,,0.009968818165361881,0.00014569892664439976,3537,257280,681.0,
-2.620269298553467,0.059410810470581055,0.083984375,1.3221673725638539e-05,-0.05075828731060028,1763260424.1055737,0.11554565280675888,381.9613916873932,,0.010066810995340347,0.00014462365652434528,3554,259072,682.0,
-2.314432382583618,0.0050690872594714165,0.0,4.5699467591475695e-05,-0.006663873791694641,1763260424.2250257,0.2237679809331894,382.0808436870575,,0.00022922735661268234,0.00014454685151576996,3555,259200,682.0,
,,,,,1763260426.5589397,,384.41475772857666,500.0,,,3576,261270,,500.0
-2.6762919425964355,0.0017060153186321259,0.0,0.0004258526023477316,-0.0019790232181549072,1763260426.8188555,0.2567310631275177,384.6746735572815,,0.0014339648187160492,0.0001431643613614142,3578,261504,683.0,
,,,,,1763260427.1065009,,384.9623188972473,500.0,,,3581,261770,,500.0
-2.7688333988189697,0.010036136955022812,0.0,4.047750189783983e-05,-0.00402461364865303,1763260428.0619612,0.3434002101421356,385.9177792072296,,0.001028386875987053,0.0001424731162842363,3589,262656,684.0,
-2.728084087371826,-0.008775376714766026,0.0,3.2186235330300406e-06,0.008410826325416565,1763260431.4569974,0.25690916180610657,389.31281542778015,,0.0010174429044127464,0.00014101382112130523,3613,265088,684.0,
-2.4919495582580566,-0.037492211908102036,0.07421875,0.0013768068747594953,0.05661456659436226,1763260432.932973,0.24831269681453705,390.7887909412384,,0.019138667732477188,0.00014047618606127799,3622,265984,684.0,
4.172325134277344e-06,0.0026213694363832474,0.033203125,0.015447433106601238,0.0003102496266365051,1763260436.0897005,0.21239374577999115,393.94551849365234,,0.005063790827989578,0.0001394009159412235,3640,267776,683.0,
-2.587800979614258,0.012269986793398857,0.03125,0.0014181439764797688,-0.0047466810792684555,1763260439.001666,0.1475832760334015,396.85748410224915,,0.0042135268449783325,0.00013840245082974434,3656,269440,682.0,
,,,,,1763260440.8928304,,398.7486484050751,500.0,,,3669,270770,,500.0
,,,,,1763260442.1131377,,399.96895575523376,500.0,,,3679,271770,,500.0
-3.0352225303649902,0.010481471195816994,0.033203125,2.41008929151576e-05,0.006889957934617996,1763260442.667463,0.25267866253852844,400.5232810974121,,0.00725909136235714,0.00013671275519300252,3683,272256,683.0,
,,,,,1763260442.699882,,400.55570006370544,500.0,,,3684,272270,,500.0
-2.863187074661255,0.010441670194268227,0.00390625,6.069327355362475e-05,-0.011721601709723473,1763260446.1939752,0.10968870669603348,404.0497932434082,,0.0004162583500146866,0.00013502304500434548,3711,275072,684.0,
,,,,,1763260446.4768016,,404.3326196670532,500.0,,,3713,275270,,500.0
-2.3499755859375,-0.0014162873849272728,0.0,0.0005811310838907957,0.001625480130314827,1763260446.9272494,0.06844333559274673,404.7830674648285,,7.501523941755295e-05,0.00013479262997861952,3715,275456,684.0,
-3.206376552581787,0.0012080995365977287,0.0,0.00010727180779213086,-0.0024654679000377655,1763260449.838794,0.2547535002231598,407.6946120262146,,5.1929615437984467e-05,0.00013379416486714035,3731,277120,683.0,
1.1742115020751953e-05,0.004713006317615509,0.0,142.762451171875,0.0008071605116128922,1763260450.3327243,0.07466250658035278,408.18854236602783,,0.00014626048505306244,0.0001336405548499897,3734,277376,683.0,
-2.739107608795166,0.02119217999279499,0.015625,0.00010282057337462902,-0.01874450594186783,1763260454.2264616,0.22874483466148376,412.0822796821594,,0.0065139420330524445,0.00013233486970420927,3755,279552,682.0,
-2.882929563522339,0.04323001205921173,0.041015625,0.0001627016463316977,-0.008027039468288422,1763260458.2447956,0.14974811673164368,416.1006135940552,,0.01623765006661415,0.00013110598956700414,3775,281600,680.0,
-3.2473769187927246,0.001762491650879383,0.0,0.0010606901487335563,-0.002037692815065384,1763260459.0271735,0.24349728226661682,416.8829915523529,,3.143679350614548e-05,0.00013087557454127818,3779,281984,680.0,
-2.880828380584717,0.0020892834290862083,0.01171875,5.562143087445293e-06,0.004176780581474304,1763260463.9130619,0.21174836158752441,421.7688798904419,,0.004000336863100529,0.00012933947436977178,3804,284544,678.0,
6.616115570068359e-06,0.012220600619912148,0.00390625,1.3836781978607178,0.001583784818649292,1763260464.267807,0.1594088077545166,422.1236250400543,,0.0012304726988077164,0.00012918586435262114,3807,284800,678.0,
-4.172325134277344e-06,-0.014848807826638222,0.017578125,0.004432315938174725,0.02556852251291275,1763260468.8629355,0.07761862874031067,426.7187535762787,,0.0011679846793413162,0.0001267281040782109,3847,288896,680.0,
-3.2717127799987793,0.02427728660404682,0.08203125,7.265264866873622e-05,-0.004697030410170555,1763260472.5299742,0.25226059556007385,430.3857922554016,,0.006981740705668926,0.0001247311884071678,3879,292224,682.0,
-2.99153470993042,0.0039336830377578735,0.001953125,0.00012310261081438512,-0.0005095191299915314,1763260472.955463,0.2673278748989105,430.81128096580505,,0.001339128240942955,0.00012450077338144183,3883,292608,682.0,
-2.9449148178100586,0.007054246962070465,0.0,6.945544737391174e-05,-0.007815182209014893,1763260473.0929244,0.24182790517807007,430.94874238967896,,0.0003973469138145447,0.0001244239683728665,3884,292736,682.0,
-2.382997512817383,-0.0001687910407781601,0.0,0.0013245964655652642,0.00012445449829101562,1763260473.4100626,0.1514870971441269,431.2658805847168,,1.1507421731948853e-05,0.00012427035835571587,3887,292992,682.0,
2.7894973754882812e-05,-0.0023441966623067856,0.0,0.014439476653933525,-0.00039537250995635986,1763260473.833434,0.10677998512983322,431.6892521381378,,3.59509140253067e-05,0.0001240399433299899,3891,293376,683.0,
-2.681823968887329,-0.0038087861612439156,0.0,3.0501656510750763e-05,0.00719582661986351,1763260474.659431,0.14336036145687103,432.51524901390076,,0.000657559372484684,0.000123579113278538,3898,294144,683.0,
-2.5818612575531006,0.021172283217310905,0.001953125,8.549777703592554e-05,-0.03443009406328201,1763260476.2462077,0.19097594916820526,434.1020257472992,,0.003346862271428108,0.00012273425818420947,3912,295552,684.0,
8.165836334228516e-06,-0.00022064242511987686,0.0,0.0025272464845329523,0.00023241713643074036,1763260476.5488582,0.1350204348564148,434.40467619895935,,5.131587386131287e-07,0.00012258064816705883,3915,295808,684.0,
-2.3690078258514404,0.06416835635900497,0.046875,5.9246725868433714e-05,-0.04759792238473892,1763260478.1000526,0.1317158192396164,435.95587062835693,,0.013026699423789978,0.0001217357930727303,3928,297216,685.0,
,,,,,1763260479.8248563,,437.6806743144989,500.0,,,3944,298770,,500.0
-2.9748799800872803,0.017446385696530342,0.0,0.001000154297798872,-0.01963704824447632,1763260480.0881388,0.21004022657871246,437.94395685195923,,0.0028814002871513367,0.00012066052295267582,3946,299008,686.0,
2.2172927856445312e-05,0.006068192422389984,0.001953125,0.0029639429412782192,-0.005836578086018562,1763260480.937532,0.22362792491912842,438.793349981308,,0.003053387627005577,0.0001201996929012239,3954,299776,686.0,
,,,,,1763260481.9398263,,439.7956442832947,500.0,,,3963,300770,,500.0
1.1026859283447266e-05,0.006636924110352993,0.001953125,0.014989770948886871,0.0008404199033975601,1763260482.632871,0.112469881772995,440.48868894577026,,0.0014750165864825249,0.00011927803279832006,3969,301312,687.0,
-3.046260356903076,0.012809118255972862,0.0,0.00010463084618095309,-0.013684799894690514,1763260484.0400405,0.19167105853557587,441.89585852622986,,0.0025279149413108826,0.00011850998271256685,3981,302592,688.0,
,,,,,1763260484.2008944,,442.0567123889923,500.0,,,3983,302770,,500.0
-3.209836483001709,0.023850154131650925,0.0,0.0001297034468734637,-0.01681014522910118,1763260485.8695464,0.2584982216358185,443.72536444664,,0.0013861935585737228,0.00011751151760108769,3997,304256,689.0,
-3.557408332824707,0.012881942093372345,0.001953125,0.0002799979120027274,-0.016497790813446045,1763260493.1380053,0.2067454755306244,450.9938232898712,,0.002788514830172062,0.00011374807945685461,4059,310528,691.0,
-9.775161743164062e-06,0.001490999013185501,0.0,142.4390411376953,0.00024008192121982574,1763260496.9508286,0.22683560848236084,454.8066465854645,,0.00014481320977210999,0.00011205836926819757,4087,313344,692.0,
,,,,,1763260497.6538436,,455.5096616744995,500.0,,,4091,313770,,500.0
-3.5392165184020996,0.016233861446380615,0.0,0.00023236261040437967,-0.01762227527797222,1763260499.5593402,0.20223714411258698,457.41515827178955,,0.0026977630332112312,0.00011090630141552538,4105,315264,692.0,
-2.8397698402404785,0.013117778114974499,0.041015625,0.00016491299902554601,-0.018706299364566803,1763260500.2696967,0.0991392582654953,458.1255147457123,,0.002193775959312916,0.00011067588638979942,4109,315648,692.0,
,,,,,1763260501.2785861,,459.1344041824341,500.0,,,4115,316270,,500.0
-3.542428970336914,0.004702124744653702,0.0,0.00011466444266261533,-0.003555901348590851,1763260502.0755808,0.2361760437488556,459.9313988685608,,0.0013411175459623337,0.00011006144632119685,4119,316672,691.0,
,,,,,1763260506.1468256,,464.0026435852051,500.0,,,4150,319770,,500.0
-3.4655723571777344,0.0026221750304102898,0.0,0.00010838734306162223,0.00012470781803131104,1763260508.2708588,0.2120630145072937,466.1266767978668,,0.0005520274862647057,0.00010706605098675936,4168,321664,693.0,
,,,,,1763260509.9753249,,467.83114290237427,500.0,,,4184,323270,,500.0
,,,,,1763260511.0767353,,468.9325532913208,500.0,,,4194,324270,,500.0
,,,,,1763260511.618069,,469.4738869667053,500.0,,,4199,324770,,500.0
-2.86102294921875e-06,-0.009466337040066719,0.005859375,1.3824105262756348,-0.0019761472940444946,1763260514.3425272,0.28168565034866333,472.1983451843262,,0.004123019054532051,0.00010368663788540289,4224,327296,696.0,
3.6597251892089844e-05,-4.043802618980408e-05,0.0,0.0019512458238750696,0.001196548342704773,1763260514.8908708,0.21899130940437317,472.74668884277344,,0.00023623183369636536,0.00010337941785110161,4229,327808,696.0,
,,,,,1763260516.3651462,,474.2209641933441,500.0,,,4243,329270,,500.0
-3.108553409576416,-0.009783865883946419,0.001953125,0.00023339336621575058,0.011091331019997597,1763260516.7457998,0.15318632125854492,474.60161781311035,,0.0014496240764856339,0.00010230414773104712,4246,329600,697.0,
-3.589761734008789,0.0240393728017807,0.056640625,0.00020371621940284967,0.011756643652915955,1763260517.4153252,0.2850956320762634,475.2711431980133,,0.021776165813207626,0.00010192012268817052,4252,330240,698.0,
3.0219554901123047e-05,0.022461114451289177,0.013671875,0.014117687940597534,0.0033325403928756714,1763260517.5373843,0.17585906386375427,475.3932023048401,,0.004432558082044125,0.0001018433176795952,4254,330368,698.0,
2.5093555450439453e-05,-0.0005086520686745644,0.0,0.0020850631408393383,-0.00036333687603473663,1763260519.6564777,0.16128811240196228,477.5122957229614,,1.3562850654125214e-05,0.0001006912425509654,4273,332288,699.0,
-3.3065266609191895,0.02289208211004734,0.041015625,0.00012367528688628227,-0.024021919816732407,1763260520.1047106,0.21336831152439117,477.96052861213684,,0.0033340342342853546,0.00010046082752523944,4276,332672,699.0,
,,,,,1763260520.149449,,478.0052671432495,500.0,,,4277,332770,,500.0
