losses/clipfrac,_step,charts/learning_rate,losses/entropy,losses/policy_loss,_timestamp,_runtime,losses/value_loss,losses/explained_variance,losses/old_approx_kl,global_step,losses/approx_kl,charts/episodic_return,charts/episodic_length,charts/SPS
0.021484375,4480,9.03225809452124e-05,0.19402821362018585,-0.02611318975687027,1763260559.8232424,517.694004535675,0.00026778163737617433,-0.41975605487823486,0.025026466697454453,349568,0.0059343306347727776,,,678.0
,4492,,,,1763260561.105181,518.9759430885315,,,,350745,,500.0,500.0,
0.0,4498,8.924731082515791e-05,0.14828675985336304,-0.0003112051635980606,1763260561.8124523,519.6832144260406,0.015139476396143436,-0.0006405115127563477,0.0032974611967802048,351360,0.0013322178274393082,,,679.0
0.0,4520,8.786482067080215e-05,0.18066680431365967,-0.002995166927576065,1763260564.3684273,522.2391893863678,0.00032287038629874587,0.19754290580749512,0.002318127080798149,353664,4.2868778109550476e-05,,,680.0
0.0,4522,8.778801566222683e-05,0.2890540063381195,-2.0582228899002075e-07,1763260564.531704,522.4024660587311,0.01379359606653452,0.002605617046356201,0.001575247384607792,353792,6.381887942552567e-05,,,680.0
0.0,4524,8.763440564507619e-05,0.1543339043855667,-0.00037635862827301025,1763260564.8009942,522.6717562675476,0.00021133078553248197,-1.1453092098236084,-0.0021022725850343704,354048,0.0004961248487234116,,,680.0
0.041015625,4525,8.755760063650087e-05,0.2510071396827698,0.0027794893831014633,1763260564.9288406,522.7996027469635,0.0003461882006376982,-2.6278889179229736,-0.002385013736784458,354176,0.007833831943571568,,,680.0
0.0,4527,8.748079562792554e-05,0.1189766675233841,-0.01974244974553585,1763260565.092146,522.9629080295563,0.0034128131810575724,-0.0004572868347167969,0.012357759289443493,354304,0.001660970039665699,,,681.0
,4531,,,,1763260565.54127,523.4120321273804,,,,354745,,500.0,500.0,
0.0,4533,8.709677058504894e-05,0.1727052479982376,-0.0013308953493833542,1763260565.7962093,523.6669714450836,0.0009996274020522833,0.6077940464019775,0.00042766891419887543,354944,0.0001547597348690033,,,681.0
0.0,4534,8.701997285243124e-05,0.2658107578754425,-0.019684337079524994,1763260565.9304965,523.8012585639954,0.00034255272476002574,0.6440478563308716,0.02594558708369732,355072,0.0028798822313547134,,,681.0
,4555,,,,1763260568.3220077,526.1927697658539,,,,357245,,500.0,500.0,
0.001953125,4562,8.533026266377419e-05,0.10830945521593094,-0.0020263344049453735,1763260569.0986094,526.9693715572357,0.0012251464650034904,0.9536343812942505,-0.0028669610619544983,357888,0.0019228383898735046,,,682.0
0.029296875,4576,8.448540756944567e-05,0.16406022012233734,-0.0037566348910331726,1763260570.6460104,528.5167725086212,0.013550943695008755,0.0011590123176574707,0.03254217654466629,359296,0.0038376403972506523,,,683.0
0.0,4613,8.218125731218606e-05,0.23871487379074097,-0.007135868072509766,1763260574.8053446,532.6761066913605,0.00039856150397099555,-0.11048221588134766,0.0029066987335681915,363136,0.0009701363742351532,,,685.0
0.0,4626,8.141320722643286e-05,0.3030095100402832,0.0010545700788497925,1763260576.1384993,534.0092613697052,0.0002480953698977828,0.9660810828208923,0.006045771762728691,364416,0.0002635214477777481,,,685.0
0.044921875,4635,8.087557944236323e-05,0.25881484150886536,-0.006176404654979706,1763260577.0814114,534.9521734714508,0.01794024556875229,0.025861620903015137,0.007163064554333687,365312,0.01328438799828291,,,686.0
0.0625,4641,8.049155439948663e-05,0.22707456350326538,-0.03963888809084892,1763260577.7612507,535.6320128440857,0.0020890673622488976,0.5085657238960266,0.023023921996355057,365952,0.010224985890090466,,,686.0
,4644,,,,1763260578.0500526,535.9208147525787,,,,366245,,500.0,500.0,
0.0,4661,7.926267426228151e-05,0.24532054364681244,-0.0010189451277256012,1763260580.1794477,538.0502097606659,0.0007349922088906169,-2.4516491889953613,8.032284677028656e-05,368000,0.0004610493779182434,,,687.0
0.025390625,4675,7.841781916795298e-05,0.2704926133155823,0.008218567818403244,1763260582.2720068,540.1427688598633,0.000879454193636775,-0.30856430530548096,0.008589249104261398,369408,0.0069023482501506805,,,687.0
0.0,4691,7.741935405647382e-05,0.2470066100358963,-0.025421172380447388,1763260584.6596024,542.5303645133972,0.00041673515806905925,-2.724810838699341,0.019726205617189407,371072,0.001171535812318325,,,687.0
0.0,4709,7.634408393641934e-05,0.08261695504188538,-0.0029997192323207855,1763260587.1992104,545.0699725151062,0.00457255681976676,0.002136826515197754,0.0010017817839980125,372864,0.00011215638369321823,,,687.0
0.0,4713,7.611366891069338e-05,0.15913055837154388,0.0013754814863204956,1763260587.7525542,545.6233162879944,1.3832731246948242,0.0016419291496276855,0.009888151660561562,373248,0.0014256741851568222,,,687.0
0.0,4738,7.457757601514459e-05,0.17182223498821259,-0.004954574629664421,1763260591.5216413,549.3924033641815,0.0026862528175115585,0.0013273954391479492,0.00401786994189024,375808,0.00023997854441404343,,,687.0
0.0,4739,7.450077100656927e-05,0.24187909066677094,-0.0035974308848381042,1763260591.6990607,549.5698227882385,0.000945482577662915,0.2587692141532898,-0.002094792202115059,375936,0.0012385714799165726,,,687.0
0.0,4741,7.434716098941863e-05,0.14941644668579102,-0.0016195476055145264,1763260592.1014025,549.9721646308899,0.00038120473618619144,-0.03668081760406494,0.0017879372462630272,376192,7.196608930826187e-05,,,687.0
0.0,4743,7.42703559808433e-05,0.15607774257659912,-0.0041643716394901276,1763260592.3023508,550.1731128692627,0.005978869274258614,0.003924667835235596,0.0015896959230303764,376320,0.00010182242840528488,,,687.0
0.00390625,4772,7.250384078361094e-05,0.17475929856300354,-0.0029902178794145584,1763260597.09131,554.962072134018,1.3866819143295288,0.00014984607696533203,-0.003321530297398567,379264,0.0019670743495225906,,,686.0
,4786,,,,1763260599.6305249,557.50128698349,,,,380745,,500.0,500.0,
0.0,4787,7.15821806807071e-05,0.1638898253440857,0.0003105849027633667,1763260599.7499878,557.6207499504089,1.3890868425369263,-0.0002573728561401367,0.001955779269337654,380800,3.346987068653107e-05,,,686.0
0.00390625,4788,7.150537567213178e-05,0.2185344398021698,-0.016904771327972412,1763260599.8671143,557.7378764152527,0.0030825205612927675,0.6308066248893738,0.014012455940246582,380928,0.0030866414308547974,,,686.0
,4796,,,,1763260600.698788,558.569550037384,,,,381745,,500.0,500.0,
0.033203125,4799,7.08141305949539e-05,0.24539288878440857,-0.03193541616201401,1763260601.0600123,558.9307744503021,0.0009954196866601706,-1.7189526557922363,0.018247053027153015,382080,0.007708442397415638,,,686.0
0.0,4809,7.019969052635133e-05,0.12051182240247726,0.00011597760021686554,1763260602.1516478,560.0224099159241,0.000719729287084192,0.7935709953308105,8.829869329929352e-06,383104,3.8440339267253876e-05,,,687.0
0.0,4813,6.996927550062537e-05,0.1306912750005722,0.004120258614420891,1763260602.57339,560.4441521167755,0.0015888777561485767,-0.9900815486907959,-0.0010823635384440422,383488,0.000521496869623661,,,687.0
0.037109375,4851,6.766513251932338e-05,0.17108161747455597,-0.030586495995521545,1763260606.5174372,564.3881993293762,0.0032586571760475636,0.008328437805175781,-0.0009485520422458649,387328,0.0099966274574399,,,689.0
,4874,,,,1763260608.916735,566.7874970436096,,,,389745,,500.0,500.0,
0.078125,4878,6.597542233066633e-05,0.12186389416456223,0.010031566023826599,1763260609.4020133,567.2727754116058,0.0006693339673802257,0.8729515075683594,-0.027430983260273933,390144,0.015581978484988213,,,691.0
0.09765625,4882,6.574500730494037e-05,0.30736538767814636,-0.0729815661907196,1763260609.7967775,567.6675395965576,0.0014921989059075713,0.9000240564346313,0.028748644515872,390528,0.02376917563378811,,,691.0
0.0,4920,6.344085704768077e-05,0.26636624336242676,-9.964406490325928e-05,1763260613.8746521,571.7454142570496,142.28636169433594,0.0004318356513977051,0.0002938881516456604,394368,0.0009067170321941376,,,693.0
0.0,4932,6.267281423788518e-05,0.16898655891418457,-0.0026100575923919678,1763260615.2129471,573.0837092399597,0.0008122878498397768,-0.42285215854644775,0.0014728493988513947,395648,2.0429491996765137e-05,,,693.0
,4933,,,,1763260615.2577477,573.128509759903,,,,395745,,500.0,500.0,
0.015625,4939,6.228878919500858e-05,0.2113979160785675,-0.0074690720066428185,1763260615.918403,573.789165019989,0.0029717902652919292,0.0006209611892700195,0.0005850736051797867,396288,0.003632122650742531,,,693.0
0.029296875,4946,6.182795914355665e-05,0.14178366959095,-0.046546872705221176,1763260616.7225304,574.5932924747467,0.0005914023495279253,0.09168058633804321,0.037886880338191986,397056,0.004240197129547596,,,694.0
,4953,,,,1763260617.4080887,575.2788507938385,,,,397745,,500.0,500.0,
,4958,,,,1763260617.9543588,575.8251209259033,,,,398245,,500.0,500.0,
,4963,,,,1763260618.486516,576.3572781085968,,,,398745,,500.0,500.0,
0.0,4971,6.029185897205025e-05,0.17177645862102509,0.006515622138977051,1763260619.3689408,577.2397029399872,0.0007836979348212481,-1.8078374862670898,-0.0044774254783988,399616,0.0007812930271029472,,,695.0
0.0,4972,6.021505396347493e-05,0.2641333341598511,8.926540613174438e-05,1763260619.4934707,577.3642327785492,0.0006762260454706848,-1.5174541473388672,-4.9132853746414185e-05,399744,3.427267074584961e-07,,,695.0
0.0,4978,5.990783392917365e-05,0.17161059379577637,-0.004336683079600334,1763260620.033604,577.9043660163879,1.3894131183624268,0.00021708011627197266,-0.0020834673196077347,400256,0.0011198781430721283,,,695.0
0.015625,4981,5.967741890344769e-05,0.22534218430519104,-0.021069660782814026,1763260620.3829672,578.2537293434143,0.0006849708152003586,-0.734859824180603,0.02085014432668686,400640,0.005983556620776653,,,696.0
0.0,4989,5.9216588851995766e-05,0.18089354038238525,-0.0009300224483013153,1763260621.1805663,579.051328420639,0.001472699223086238,0.5972157120704651,0.0005398411303758621,401408,4.334375262260437e-06,,,696.0
0.009765625,4994,5.8909368817694485e-05,0.32076558470726013,0.0005733557045459747,1763260621.7147498,579.5855119228363,0.0010618246160447598,-0.7881183624267578,-0.009046174585819244,401920,0.004067864269018173,,,696.0
0.0,5008,5.806451736134477e-05,0.06213189288973808,0.0001271180808544159,1763260623.182886,581.0536479949951,0.004819651134312153,0.0013565421104431152,-7.98497349023819e-05,403328,1.695007085800171e-07,,,697.0
0.0,5013,5.775729732704349e-05,0.1347690224647522,0.006181783974170685,1763260623.7023337,581.5730957984924,0.004077431745827198,0.0020021796226501465,-0.004177860915660858,403840,0.00023142993450164795,,,697.0
0.0234375,5015,5.760368730989285e-05,0.22793947160243988,-0.006529428064823151,1763260623.9721477,581.8429098129272,0.0006829792400822043,-1.202958345413208,0.019832924008369446,404096,0.006488075479865074,,,697.0
0.0078125,5039,5.6144392146961764e-05,0.12265130877494812,-0.0021969471126794815,1763260626.4994488,584.3702108860016,0.0005574667593464255,0.3097459673881531,-0.002467140555381775,406528,0.0018905065953731537,,,698.0
,5071,,,,1763260629.8406973,587.7114593982697,,,,409745,,500.0,500.0,
0.0,5117,5.138248889124952e-05,0.21953649818897247,-0.01483919471502304,1763260634.8012042,592.6719663143158,0.001247947569936514,-2.3214354515075684,0.006507201120257378,414464,0.0012466013431549072,,,702.0
0.009765625,5122,5.107526885694824e-05,0.25337764620780945,-0.028963111340999603,1763260635.2910876,593.1618497371674,0.0020815394818782806,0.3228060007095337,0.005343002267181873,414976,0.0039815837517380714,,,702.0
0.03515625,5127,5.076804882264696e-05,0.16079963743686676,-0.031805865466594696,1763260635.7671673,593.6379294395447,0.0019460621988400817,0.2860448956489563,0.018889719620347023,415488,0.007048711180686951,,,703.0
0.005859375,5128,5.069124381407164e-05,0.22310496866703033,-0.04457532614469528,1763260635.8868055,593.7575676441193,0.0011884438572451472,0.15857231616973877,0.02556963451206684,415616,0.0037033511325716972,,,703.0
0.0,5140,4.999999873689376e-05,0.2439785748720169,-0.008780933916568756,1763260636.949114,594.8198761940002,0.007834798656404018,0.004071414470672607,0.005897488445043564,416768,0.0004883334040641785,,,703.0
0.0,5146,4.961597369401716e-05,0.24833907186985016,0.011729935184121132,1763260637.5706484,595.4414105415344,0.0010132589377462864,0.796700656414032,-0.013978667557239532,417408,0.0014684200286865234,,,704.0
0.001953125,5150,4.938556230627e-05,0.2685430645942688,-0.01566275954246521,1763260638.008651,595.8794131278992,0.0023563909344375134,0.0047484636306762695,0.00499865785241127,417792,0.0016316138207912445,,,704.0
0.0,5151,4.930875729769468e-05,0.2048054188489914,-0.0018439553678035736,1763260638.138185,596.008947134018,0.0014087865129113197,0.7744655609130859,0.0006380323320627213,417920,0.000607931986451149,,,704.0
0.0,5163,4.854070721194148e-05,0.2799654006958008,-0.005067158490419388,1763260639.4592412,597.3300032615662,0.0007134601473808289,-0.9739360809326172,0.0007672067731618881,419200,0.0022087078541517258,,,704.0
0.0,5165,4.846390220336616e-05,0.2135075479745865,-0.000616118311882019,1763260639.6081247,597.4788868427277,0.013016674667596817,0.0010463595390319824,0.00416143611073494,419328,0.0006271973252296448,,,705.0
0.009765625,5196,4.6543776988983154e-05,0.142889142036438,-0.02572910487651825,1763260642.9932435,600.8640055656433,0.0006243977695703506,-1.010998249053955,0.0155673548579216,422528,0.0030446117743849754,,,706.0
0.017578125,5197,4.646697561838664e-05,0.15567654371261597,-0.009056550450623035,1763260643.1190293,600.98979139328,0.0007474091835319996,-0.5416512489318848,0.005528912879526615,422656,0.0027463240548968315,,,706.0
0.0,5238,4.400921534397639e-05,0.2238503098487854,-0.0002578003332018852,1763260647.4747431,605.3455052375793,0.01313301082700491,-0.0003076791763305664,-0.0006347987800836563,426752,0.000285174697637558,,,708.0
0.0,5239,4.393241033540107e-05,0.16611169278621674,-0.0024333447217941284,1763260647.6072574,605.4780194759369,0.0013598480727523565,0.8467831015586853,0.0007953839376568794,426880,0.0001614512875676155,,,708.0
0.0,5244,4.362519030109979e-05,0.21219074726104736,-0.01591898500919342,1763260648.166262,606.0370240211487,0.0017271711258217692,0.2608824372291565,0.005217854864895344,427392,0.0011788895353674889,,,708.0
0.0,5251,4.316436388762668e-05,0.16929201781749725,-0.00036626681685447693,1763260648.9870012,606.8577632904053,0.0005268630338832736,0.2646403908729553,0.0001812335103750229,428160,7.506459951400757e-07,,,708.0
0.0,5258,4.2780338844750077e-05,0.10735118389129639,-9.718164801597595e-05,1763260649.702251,607.5730130672455,142.33091735839844,-0.003065824508666992,-0.0005066115409135818,428800,4.8238784074783325e-05,,,708.0
,5267,,,,1763260650.671427,608.5421891212463,,,,429745,,500.0,500.0,
0.005859375,5281,4.132104368181899e-05,0.13840332627296448,-0.010206971317529678,1763260652.235614,610.1063761711121,0.00082287477562204,-2.89790415763855,0.009194443933665752,431232,0.0018419818952679634,,,709.0
0.0,5300,4.0168972191167995e-05,0.1945686936378479,0.004653634503483772,1763260654.2462313,612.1169934272766,0.0009560106554999948,-1.3616957664489746,-0.005731541663408279,433152,0.0009659472852945328,,,710.0
0.0,5322,3.886328704538755e-05,0.26495909690856934,2.3078173398971558e-05,1763260656.5418143,614.4125764369965,142.09677124023438,-0.0029451847076416016,0.00015168264508247375,435328,7.497146725654602e-06,,,711.0
0.0,5328,3.847926200251095e-05,0.24322420358657837,-0.007190575823187828,1763260657.276333,615.1470952033997,0.001360062975436449,-1.160231590270996,0.006965703330934048,435968,0.00013019610196352005,,,711.0
,5360,,,,1763260661.0277567,618.8985188007355,,,,439245,,500.0,500.0,
0.0,5362,3.640553040895611e-05,0.19407083094120026,-0.010760283097624779,1763260661.2725818,619.1433439254761,0.0017004592809826136,0.6322540044784546,0.009031200781464577,439424,0.0014866013079881668,,,712.0
0.0,5389,3.4715820220299065e-05,0.2781013250350952,-0.0006972178816795349,1763260664.244783,622.1155450344086,0.0009362897835671902,-1.7805864810943604,0.0005984669551253319,442240,2.3087486624717712e-06,,,713.0
0.001953125,5430,3.2258063583867624e-05,0.18737316131591797,-0.0019233711063861847,1763260668.5523756,626.4231376647949,141.4375762939453,0.0020908117294311523,-0.009529085829854012,446336,0.0021931175142526627,,,715.0
0.0,5440,3.164362351526506e-05,0.23269380629062653,-0.0012005530297756195,1763260669.6091218,627.4798839092255,0.012949161231517792,-9.071826934814453e-05,-0.006450003013014793,447360,0.0012639276683330536,,,716.0
0.0,5441,3.156681850668974e-05,0.2511288523674011,-0.02041611075401306,1763260669.7352207,627.6059827804565,0.0012301993556320667,-1.525221586227417,0.01704670861363411,447488,0.0015946077182888985,,,716.0
0.0,5442,3.149001713609323e-05,0.19694635272026062,0.0017437338829040527,1763260669.8592515,627.7300136089325,0.0006392252398654819,-0.8360865116119385,-0.0010594502091407776,447616,0.00012891553342342377,,,716.0
0.0,5443,3.141321212751791e-05,0.20722933113574982,-0.01089966669678688,1763260669.9819355,627.8526976108551,0.0008788289269432425,-1.50244140625,0.004782716743648052,447744,0.0014057280495762825,,,716.0
,5453,,,,1763260670.9583054,628.8290674686432,,,,448745,,500.0,500.0,
0.0,5454,3.079877205891535e-05,0.1476699709892273,0.00020759552717208862,1763260671.0577366,628.9284987449646,1.3810205459594727,3.254413604736328e-05,0.00042698346078395844,448768,5.599111318588257e-06,,,716.0
0.0,5470,2.9800306947436184e-05,0.11162203550338745,-7.183849811553955e-05,1763260672.7118773,630.5826394557953,0.001303681987337768,-0.08957839012145996,1.7593614757061005e-05,450432,3.073364496231079e-08,,,717.0
0.0,5494,2.8341013603494503e-05,0.28369390964508057,-7.295235991477966e-05,1763260675.1199732,632.9907352924347,0.012742088176310062,-0.002995729446411133,0.0002330997958779335,452864,5.451031029224396e-06,,,718.0
0.0,5509,2.7419355319580063e-05,0.14093351364135742,-0.001690305769443512,1763260676.6507487,634.5215108394623,0.0015272005693987012,0.45408016443252563,0.0010326225310564041,454400,1.11311674118042e-05,,,719.0
0.0,5518,2.688172025955282e-05,0.20259255170822144,0.0008168667554855347,1763260677.5690262,635.4397883415222,142.01141357421875,-0.00014090538024902344,0.004801562055945396,455296,0.00011163949966430664,,,719.0
0.0,5528,2.6267282009939663e-05,0.14616267383098602,-0.0014439821243286133,1763260678.6042328,636.4749948978424,0.0020887162536382675,-0.001545548439025879,0.0009886249899864197,456320,3.835558891296387e-05,,,720.0
0.0,5529,2.6190477001364343e-05,0.20159806311130524,-0.004134325310587883,1763260678.7269297,636.5976917743683,0.0010271579958498478,-1.7776925563812256,0.002611069940030575,456448,0.00046717096120119095,,,720.0
0.0,5531,2.6036866984213702e-05,0.13990958034992218,0.00043304264545440674,1763260678.9583666,636.829128742218,0.0010299282148480415,-1.664290428161621,-0.00014370307326316833,456704,8.13603401184082e-06,,,720.0
0.0,5558,2.442396362312138e-05,0.23977218568325043,0.0052066370844841,1763260681.6596882,639.5304503440857,0.001015018206089735,0.47177088260650635,-0.005637144669890404,459392,8.45976173877716e-05,,,721.0
,5561,,,,1763260681.9529495,639.8237116336823,,,,459745,,500.0,500.0,
,5571,,,,1763260682.9838643,640.85462641716,,,,460745,,500.0,500.0,
0.0,5582,2.29646702791797e-05,0.2365204244852066,0.000686105340719223,1763260684.0440176,641.9147796630859,141.89683532714844,0.00020807981491088867,0.004115297459065914,461824,0.00018549803644418716,,,722.0
0.0,5587,2.265745024487842e-05,0.306478351354599,-0.002082817256450653,1763260684.4986947,642.3694567680359,0.0019399977754801512,-0.0003790855407714844,0.0024680402129888535,462336,3.6519020795822144e-05,,,722.0
,5591,,,,1763260684.866796,642.7375581264496,,,,462745,,500.0,500.0,
0.0,5600,2.1812595150549896e-05,0.23489220440387726,-0.027964485809206963,1763260685.8074923,643.678254365921,0.000848648720420897,-1.3686258792877197,0.020475363358855247,463744,0.0011111889034509659,,,723.0
0.0,5627,2.0199693608446978e-05,0.15818221867084503,-0.0025835931301116943,1763260688.423705,646.2944672107697,0.0013036597520112991,-0.0514911413192749,0.0035748956725001335,466432,0.00030194874852895737,,,724.0
0.0,5629,2.0046083591296338e-05,0.20671162009239197,0.0001253560185432434,1763260688.6591437,646.529905796051,0.0010380998719483614,-1.799164056777954,-5.734246224164963e-05,466688,3.4552067518234253e-07,,,724.0
0.0,5642,1.9278033505543135e-05,0.1697346270084381,-0.0003123469650745392,1763260689.913557,647.7843191623688,0.0018650805577635765,-1.4201467037200928,-0.0020957188680768013,467968,0.00022611673921346664,,,725.0
0.0,5652,1.8663595255929977e-05,0.22952136397361755,0.0022751670330762863,1763260690.889749,648.7605111598969,0.0016826629871502519,-2.014143466949463,-0.00295362900942564,468992,0.00025407876819372177,,,725.0
0.0,5675,1.7281105101574212e-05,0.06545758247375488,-9.24672931432724e-05,1763260693.0684147,650.9391767978668,141.69789123535156,-0.0010319948196411133,-0.0005250293761491776,471296,3.5837292671203613e-06,,,727.0
,5684,,,,1763260693.936075,651.8068370819092,,,,472245,,500.0,500.0,
0.0,5690,1.6359446817659773e-05,0.12294936180114746,4.403851926326752e-05,1763260694.530736,652.4014980792999,0.014690745621919632,7.867813110351562e-06,-0.0003871247172355652,472832,2.339482307434082e-06,,,727.0
0.0,5706,1.5360983525170013e-05,0.25329887866973877,-0.0009144209325313568,1763260696.0967586,653.9675207138062,0.0012427972396835685,-0.9958488941192627,-0.0001358306035399437,474496,0.00010343547910451889,,,728.0
0.0,5759,1.213517680298537e-05,0.19648303091526031,-0.0009941384196281433,1763260701.056395,658.92715716362,0.0010393535485491157,0.002216041088104248,-1.9439496099948883e-05,479872,0.00010772887617349625,,,731.0
0.0,5765,1.1751151760108769e-05,0.10500930994749069,-0.005083709955215454,1763260701.6652367,659.5359988212585,0.0014644471229985356,-0.6283231973648071,0.0027789296582341194,480512,0.00020416360348463058,,,731.0
,5772,,,,1763260702.3024688,660.1732308864594,,,,481245,,500.0,500.0,
0.0,5793,1.0061444299935829e-05,0.18687909841537476,-0.0006848610937595367,1763260704.2732341,662.1439962387085,0.0015454043168574572,-0.0012842416763305664,0.0007353108376264572,483328,9.300187230110168e-06,,,732.0
0.0,5798,9.754224265634548e-06,0.16654521226882935,0.0003146342933177948,1763260704.7299616,662.6007237434387,0.0017059188103303313,0.00033342838287353516,-0.0004612905904650688,483840,1.594889909029007e-05,,,733.0
0.0,5800,9.600614248483907e-06,0.19001054763793945,-0.0002484843134880066,1763260704.9565184,662.8272805213928,0.001013518893159926,-0.5843679904937744,0.0001010112464427948,484096,1.6110017895698547e-05,,,733.0
0.0,5814,8.755760063650087e-06,0.21088209748268127,0.0008391197770833969,1763260706.2323325,664.1030945777893,0.0010742052691057324,-2.566401481628418,-0.0009153671562671661,485504,2.0796433091163635e-05,,,734.0
,5816,,,,1763260706.4203937,664.2911558151245,,,,485745,,500.0,500.0,
0.0,5817,8.602150955994148e-06,0.11623609811067581,0.0002498198300600052,1763260706.4954455,664.3662075996399,0.012756663374602795,0.0005431175231933594,-0.002639506012201309,485760,3.677047789096832e-05,,,734.0
0.0,5828,7.910905878816266e-06,0.23660345375537872,-0.0031633544713258743,1763260707.5494244,665.4201865196228,0.0016475775046274066,-2.6051180362701416,0.0022445637732744217,486912,2.9789283871650696e-05,,,734.0
0.0,5832,7.680491762585007e-06,0.14119723439216614,-6.642192602157593e-05,1763260707.8893373,665.7600994110107,0.013242073357105255,-0.00017714500427246094,-3.642681986093521e-05,487296,4.473142325878143e-06,,,734.0
0.0,5835,7.450076736859046e-06,0.1860537827014923,0.0004725418984889984,1763260708.2259636,666.0967257022858,0.0012191891437396407,-0.5981626510620117,-0.0004053674638271332,487680,2.4655833840370178e-05,,,735.0
0.0,5864,5.683563813363435e-06,0.3703967332839966,-5.745142698287964e-05,1763260710.9380555,668.8088176250458,0.0008509817416779697,-2.137387990951538,3.354810178279877e-05,490624,1.4901161193847656e-07,,,736.0
0.0,5881,4.685100066126324e-06,0.21316760778427124,-0.0009452924132347107,1763260712.434932,670.305694103241,0.0015257546911016107,-4.6133995056152344e-05,0.0005177399143576622,492288,1.2534670531749725e-05,,,737.0
0.0,5897,3.686635864141863e-06,0.14972776174545288,-0.00016990303993225098,1763260713.9441192,671.8148813247681,0.0013200651155784726,-0.4312375783920288,0.00012650899589061737,493952,2.2426247596740723e-06,,,738.0
0.0,5902,3.3794162845879328e-06,0.1610085815191269,0.00010465458035469055,1763260714.3905046,672.261266708374,0.001326130935922265,0.643101155757904,0.0001186765730381012,494464,2.5760382413864136e-06,,,738.0
0.0,5921,2.2273425202001818e-06,0.17794503271579742,-0.00013720989227294922,1763260716.1240592,673.9948213100433,0.0013198277447372675,0.5566412210464478,6.720796227455139e-05,496384,8.940696716308594e-08,,,739.0
