losses/old_approx_kl,losses/explained_variance,losses/value_loss,losses/policy_loss,_timestamp,charts/SPS,losses/clipfrac,losses/entropy,charts/episodic_length,_runtime,global_step,charts/episodic_return,charts/learning_rate,_step,losses/approx_kl
-0.0005859341472387314,0.8870787620544434,38.563812255859375,-3.090500831604004e-05,1763260081.6794252,959.0,0.0,0.26811009645462036,,39.605759143829346,35840,,0.00027857141685672104,1164,0.0010071322321891785
,,,,1763260081.9450657,,,,56.0,39.87139964103699,36149,56.0,,1172,
,,,,1763260082.2872355,,,,67.0,40.2135694026947,36478,67.0,,1181,
-0.0010268399491906166,-0.002162456512451172,0.16011975705623627,-0.005217120051383972,1763260082.554757,957.0,0.0,0.2643377482891083,,40.481091022491455,36608,,0.0002781105868052691,1186,0.0006468193605542183
-0.003468053415417671,-0.0033074617385864258,0.16664712131023407,-0.002925695851445198,1763260082.940744,957.0,0.013671875,0.21590068936347961,,40.86707782745361,36992,,0.00027788017177954316,1197,0.0030625145882368088
,,,,1763260083.5270174,,,,57.0,41.45335125923157,37587,57.0,,1213,
,,,,1763260083.6216486,,,,52.0,41.54798245429993,37639,52.0,,1215,
0.011586244218051434,-0.0010315179824829102,0.10318165272474289,-0.04950868710875511,1763260084.2275333,958.0,0.0234375,0.2539515197277069,,42.15386724472046,38272,,0.00027711212169378996,1226,0.007394152693450451
0.0027306564152240753,-0.0018156766891479492,0.41462773084640503,-0.022497832775115967,1763260084.486981,958.0,0.0,0.2368788719177246,,42.41331481933594,38528,,0.0002769585116766393,1230,0.0003589782863855362
-0.01683499850332737,0.9969744682312012,0.5171032547950745,0.008651763200759888,1763260084.7414813,959.0,0.0078125,0.24847106635570526,,42.66781520843506,38784,,0.0002768049016594887,1234,0.003943831659853458
,,,,1763260085.2429926,,,,168.0,43.16932654380798,39338,168.0,,1245,
0.01057374756783247,0.9990217089653015,0.1541551947593689,0.0045239366590976715,1763260086.6256804,961.0,0.009765625,0.29499784111976624,,44.55201435089111,40704,,0.00027565285563468933,1271,0.0022141672670841217
,,,,1763260088.1239107,,,,84.0,46.05024456977844,42259,84.0,,1299,
0.011587788350880146,-0.0018631219863891602,95.19195556640625,-0.04746345803141594,1763260090.0624633,965.0,0.00390625,0.3076381981372833,,47.988797187805176,44160,,0.0002735791204031557,1339,0.0026939446106553078
,,,,1763260090.0756617,,,,52.0,48.00199556350708,44190,52.0,,1340,
,,,,1763260091.083797,,,,72.0,49.010130882263184,45108,72.0,,1363,
-0.0012448793277144432,-0.000498652458190918,0.09782180935144424,0.00034692324697971344,1763260091.2001398,963.0,0.095703125,0.2799060344696045,,49.12647366523743,45184,,0.0002729646803345531,1365,0.022309619933366776
0.014127342030405998,-0.0001214742660522461,48.55336380004883,-0.003288665786385536,1763260091.4802296,963.0,0.03125,0.23980899155139923,,49.40656352043152,45440,,0.0002728110703174025,1370,0.009246287867426872
0.0429161936044693,-0.00024366378784179688,0.05823047086596489,0.021321766078472137,1763260092.2107394,962.0,0.150390625,0.22405213117599487,,50.137073278427124,46080,,0.0002724270452745259,1380,0.031979888677597046
,,,,1763260092.226851,,,,119.0,50.15318489074707,46108,119.0,,1381,
0.020171403884887695,-0.00048613548278808594,50.080230712890625,0.012792117893695831,1763260092.7658885,961.0,0.013671875,0.3550622761249542,,50.692222356796265,46592,,0.0002721198252402246,1388,0.0035061249509453773
,,,,1763260093.2321877,,,,99.0,51.15852165222168,47041,99.0,,1395,
,,,,1763260093.5243242,,,,120.0,51.450658082962036,47327,120.0,,1399,
,,,,1763260095.5148923,,,,107.0,53.44122624397278,49390,107.0,,1432,
-0.003972264006733894,-0.0006990432739257812,112.4254150390625,-0.0011841654777526855,1763260095.5924904,963.0,0.0,0.32593387365341187,,53.518824338912964,49408,,0.00027043011505156755,1433,0.00046345219016075134
,,,,1763260096.7223995,,,,94.0,54.648733377456665,50578,94.0,,1455,
,,,,1763260096.7538393,,,,83.0,54.68017315864563,50661,83.0,,1456,
0.016786854714155197,-0.00034248828887939453,0.5653159022331238,-0.03416712209582329,1763260096.8335996,965.0,0.154296875,0.41204530000686646,,54.75993347167969,50688,,0.00026966206496581435,1457,0.03248484432697296
-0.008498373441398144,-0.0002034902572631836,59.40843963623047,0.005171103402972221,1763260099.6057408,965.0,0.037109375,0.4381091296672821,,57.53207468986511,53376,,0.0002680491597857326,1514,0.013368397019803524
,,,,1763260099.864093,,,,26.0,57.7904269695282,53673,26.0,,1521,
,,,,1763260100.1127255,,,,81.0,58.03905940055847,53947,81.0,,1527,
0.05831165611743927,0.9599325656890869,4.652992248535156,-0.09847044944763184,1763260100.3208272,966.0,0.1640625,0.3810431957244873,,58.24716114997864,54144,,0.0002675883297342807,1529,0.051511213183403015
,,,,1763260100.7191403,,,,200.0,58.64547419548035,54554,200.0,,1534,
0.004921000450849533,-0.0002676248550415039,0.06640581786632538,-0.028580158948898315,1763260100.826889,967.0,0.083984375,0.4801342487335205,,58.753222942352295,54656,,0.0002672811096999794,1536,0.007800020277500153
,,,,1763260101.0969534,,,,15.0,59.023287296295166,54988,15.0,,1543,
,,,,1763260101.2109277,,,,112.0,59.137261629104614,55100,112.0,,1545,
,,,,1763260101.2200005,,,,21.0,59.146334409713745,55121,21.0,,1546,
,,,,1763260101.966495,,,,131.0,59.892828941345215,55864,131.0,,1558,
-0.0015394771471619606,-0.0002110004425048828,61.049434661865234,-0.00866234302520752,1763260102.061099,968.0,0.0,0.5172165036201477,,59.98743295669556,55936,,0.0002665130596142262,1559,0.0007665371522307396
0.061312947422266006,-0.00012004375457763672,61.486331939697266,-0.025366198271512985,1763260102.298598,969.0,0.048828125,0.5204060077667236,,60.224931955337524,56192,,0.0002663594495970756,1563,0.018143456429243088
,,,,1763260102.4557195,,,,146.0,60.38205337524414,56425,146.0,,1566,
,,,,1763260103.8272283,,,,116.0,61.753562211990356,57752,116.0,,1589,
,,,,1763260104.2897987,,,,131.0,62.21613264083862,58242,131.0,,1597,
0.10349354147911072,0.018411338329315186,0.07010084390640259,-0.07509071379899979,1763260104.9264407,971.0,0.119140625,0.4659940004348755,,62.85277462005615,58880,,0.00026474654441699386,1607,0.029920367524027824
,,,,1763260105.0440428,,,,169.0,62.97037672996521,59046,169.0,,1609,
0.03172249346971512,0.005731403827667236,65.46807861328125,0.00815609097480774,1763260105.1454353,972.0,0.169921875,0.5268966555595398,,63.07176923751831,59136,,0.0002645929343998432,1610,0.018517114222049713
-0.02265312150120735,0.002137899398803711,72.2530746459961,0.04563991352915764,1763260107.56333,977.0,0.033203125,0.5140738487243652,,65.48966383934021,61824,,0.0002629800292197615,1638,0.006260287947952747
0.036555495113134384,0.016269981861114502,0.7819625735282898,-0.030527934432029724,1763260112.2159686,983.0,0.0963541641831398,0.39459407329559326,,70.14230251312256,66816,,0.000259984633885324,1687,0.04188774526119232
0.015766490250825882,0.062296390533447266,0.01598908007144928,-0.006269626319408417,1763260115.9144804,992.0,0.134765625,0.357642263174057,,73.84081435203552,71040,,0.00025745006860233843,1732,0.011971477419137955
-0.007413111627101898,0.9981256127357483,0.019789891317486763,-0.09249785542488098,1763260116.697585,995.0,0.12109375,0.4325304627418518,,74.62391901016235,72064,,0.00025683562853373587,1745,0.047565266489982605
0.09147238731384277,0.10366940498352051,0.038714390248060226,-0.055552929639816284,1763260117.0553622,997.0,0.15234375,0.34512364864349365,,74.98169612884521,72576,,0.0002565284084994346,1753,0.04899933189153671
,,,,1763260117.092664,,,,145.0,75.01899790763855,72671,145.0,,1754,
,,,,1763260117.7938983,,,,109.0,75.72023224830627,73494,109.0,,1768,
,,,,1763260118.234339,,,,94.0,76.16067290306091,73997,94.0,,1777,
,,,,1763260120.4924939,,,,128.0,78.4188277721405,76297,128.0,,1818,
,,,,1763260120.8396995,,,,103.0,78.766033411026,76638,103.0,,1823,
-0.06103229522705078,0.6364235281944275,59.894229888916016,0.003985749091953039,1763260123.126534,993.0,0.140625,0.4218446910381317,,81.0528678894043,78336,,0.0002530721831135452,1851,0.022580523043870926
,,,,1763260124.4740834,,,,139.0,82.40041732788086,79348,139.0,,1868,
,,,,1763260124.9708838,,,,148.0,82.89721775054932,79637,148.0,,1873,
,,,,1763260125.3691797,,,,150.0,83.29551362991333,79943,150.0,,1877,
,,,,1763260126.4383354,,,,159.0,84.36466932296753,80564,159.0,,1886,
-0.0073494212701916695,0.6450905799865723,63.315513610839844,-0.0001323651522397995,1763260129.1760888,963.0,0.0,0.4483201205730438,,87.1024227142334,81792,,0.000250998476985842,1903,0.000280783511698246
0.018981756642460823,0.663663387298584,63.949153900146484,0.009555578231811523,1763260129.76108,960.0,0.044921875,0.4142143726348877,,87.68741393089294,82048,,0.00025084486696869135,1906,0.003716586157679558
,,,,1763260132.3324165,,,,199.0,90.25875043869019,82978,199.0,,1918,
,,,,1763260132.729623,,,,201.0,90.65595698356628,83179,201.0,,1920,
,,,,1763260137.3942637,,,,249.0,95.3205976486206,85132,249.0,,1945,
,,,,1763260140.0089011,,,,301.0,97.93523502349854,86445,301.0,,1959,
,,,,1763260142.5150704,,,,305.0,100.44140434265137,87702,305.0,,1973,
,,,,1763260144.771517,,,,424.0,102.6978509426117,88833,424.0,,1985,
0.0368204228579998,0.9969369769096375,0.00011845190601889044,-0.008388042449951172,1763260146.0074558,879.0,0.162109375,0.2927040159702301,,103.93378973007202,89472,,0.0002463901764713228,1991,0.05326962098479271
-0.0006830822676420212,0.9994543194770813,0.0034343672450631857,0.001625235192477703,1763260148.2378542,871.0,0.044921875,0.36165598034858704,,106.16418814659119,90624,,0.0002456989313941449,2002,0.006204025819897652
0.017237333580851555,0.9988738894462585,0.013750670477747917,-0.008291497826576233,1763260149.2154205,868.0,0.01953125,0.3531261086463928,,107.1417543888092,91136,,0.0002453917113598436,2007,0.0013120006769895554
0.0526503324508667,0.99638831615448,0.0026660659350454807,-0.04309961199760437,1763260150.8534887,863.0,0.19140625,0.3102104067802429,,108.77982258796692,92032,,0.00024485407629981637,2016,0.013738911598920822
0.021116241812705994,0.9960873126983643,7.488713163184002e-05,-0.014189030975103378,1763260152.3379192,859.0,0.060546875,0.23221735656261444,,110.26425313949585,92800,,0.00024439324624836445,2024,0.023037021979689598
,,,,1763260152.828503,,,,500.0,110.75483679771423,93146,500.0,,2027,
0.028548290953040123,0.9965537786483765,1.9502234863466583e-05,-0.0063655078411102295,1763260154.1047854,854.0,0.02734375,0.25460678339004517,,112.03111934661865,93824,,0.0002437788061797619,2034,0.01095038466155529
-0.0014818757772445679,0.9953293204307556,0.000136653907247819,-0.0034464076161384583,1763260156.0448558,850.0,0.041015625,0.28533804416656494,,113.97118973731995,94976,,0.000243087561102584,2045,0.0008089374750852585
0.05384860560297966,0.9980215430259705,0.0014206739142537117,-0.035868652164936066,1763260157.1630778,847.0,0.029296875,0.30358096957206726,,115.08941173553467,95616,,0.0002427035360597074,2051,0.008195774629712105
,,,,1763260157.2064207,,,,500.0,115.13275456428528,95646,500.0,,2052,
-0.008035660721361637,0.9962276220321655,0.00021182950877118856,0.011178098618984222,1763260160.3447137,840.0,0.09765625,0.36617428064346313,,118.27104759216309,97536,,0.0002415514609310776,2070,0.019220948219299316
,,,,1763260161.2405343,,,,500.0,119.16686820983887,98146,500.0,,2076,
0.04001513123512268,0.9969005584716797,0.000163712291396223,-0.02540621906518936,1763260164.7733097,828.0,0.021484375,0.3038543462753296,,122.69964361190796,99840,,0.00024016897077672184,2093,0.00612710602581501
0.055647414177656174,0.9980440139770508,0.0002410232846159488,-0.03527013957500458,1763260164.9868474,828.0,0.130859375,0.25459906458854675,,122.91318130493164,99968,,0.00024009216576814651,2094,0.024777105078101158
0.0013486538082361221,0.2487902045249939,8.6314081272576e-05,-0.01575166918337345,1763260169.4357338,817.0,0.017578125,0.12948763370513916,,127.36206769943237,102272,,0.00023870967561379075,2117,0.0012646280229091644
-0.0018504634499549866,0.892716109752655,0.5980104207992554,0.0005930159240961075,1763260175.7143166,800.0,0.021484375,0.2503564953804016,,133.64065051078796,105216,,0.00023694316041655838,2146,0.00016644969582557678
0.017041433602571487,0.998677670955658,8.077031816355884e-05,-0.03395049273967743,1763260176.137046,800.0,0.0546875,0.17861689627170563,,134.06338000297546,105472,,0.00023678955039940774,2148,0.003887777216732502
,,,,1763260177.3570218,,,,500.0,135.28335571289062,106146,500.0,,2155,
0.04264530539512634,0.9979269504547119,7.184009882621467e-05,-0.042274996638298035,1763260180.609551,791.0,0.125,0.2156708985567093,,138.53588485717773,107904,,0.00023533025523647666,2172,0.01170925609767437
0.01268472895026207,0.1947077512741089,0.011243938468396664,-0.005123618990182877,1763260182.9741964,787.0,0.017578125,0.21471376717090607,,140.90053033828735,109184,,0.00023456220515072346,2185,0.00322825089097023
-0.00017098244279623032,0.9990900754928589,0.00011884664127137512,0.0011701546609401703,1763260184.4067175,784.0,0.0,0.2223493754863739,,142.33305144309998,109952,,0.00023410138965118676,2192,0.00036294106394052505
,,,,1763260185.6326294,,,,500.0,143.5589632987976,110619,500.0,,2199,
0.05762355774641037,0.9969490170478821,8.057158993324265e-06,-0.055963918566703796,1763260188.0212073,778.0,0.0859375,0.1808461844921112,,145.94754123687744,111872,,0.00023294931452255696,2211,0.03143361955881119
0.0813981145620346,0.2890927791595459,111.32158660888672,-0.023622985929250717,1763260188.5304823,777.0,0.203125,0.2779445946216583,,146.45681619644165,112128,,0.00023279570450540632,2214,0.03473006188869476
0.011398833245038986,0.9987280964851379,4.1891798900905997e-05,-0.0011215060949325562,1763260189.6912615,775.0,0.0234375,0.23125940561294556,,147.61759543418884,112768,,0.00023241167946252972,2220,0.004888506606221199
,,,,1763260190.2033486,,,,500.0,148.12968254089355,113119,500.0,,2223,
0.06145364046096802,0.9983082413673401,3.534247662173584e-05,-0.020895756781101227,1763260190.624187,774.0,0.126953125,0.2585218846797943,,148.55052089691162,113280,,0.00023210445942822844,2225,0.0215142909437418
0.011581175960600376,0.9990409016609192,4.03966405428946e-05,-0.01475454866886139,1763260190.8519893,773.0,0.048828125,0.26686710119247437,,148.77832317352295,113408,,0.00023202765441965312,2226,0.003258037380874157
0.004938852041959763,0.9997995495796204,0.000658941688016057,0.013301432132720947,1763260191.0872128,773.0,0.087890625,0.18558025360107422,,149.01354670524597,113536,,0.0002319508494110778,2227,0.021265052258968353
0.03226287662982941,0.9977389574050903,2.5130249923677184e-05,-0.029374532401561737,1763260192.513471,771.0,0.05078125,0.1387452632188797,,150.43980479240417,114304,,0.00023149001935962588,2235,0.008795617148280144
-0.0009456789121031761,0.9995534420013428,0.00017961265984922647,-0.01738550327718258,1763260193.7065544,769.0,0.033203125,0.26526880264282227,,151.63288831710815,114944,,0.00023110599431674927,2241,0.0013915905728936195
,,,,1763260194.9234593,,,,500.0,152.8497931957245,115619,500.0,,2248,
0.1193019300699234,0.9981862306594849,3.4932501876028255e-05,-0.0777951329946518,1763260195.3456564,766.0,0.111328125,0.2492312788963318,,153.27199029922485,115840,,0.00023056835925672203,2250,0.07530912756919861
,,,,1763260195.865997,,,,500.0,153.7923309803009,116119,500.0,,2253,
,,,,1763260199.422115,,,,500.0,157.3484489917755,118119,500.0,,2272,
0.06913335621356964,0.9949305653572083,5.761189095210284e-05,-0.04065476357936859,1763260201.0291986,758.0,0.193359375,0.1822507381439209,,158.95553255081177,118912,,0.00022872503905091435,2280,0.1362861692905426
-0.0030507054179906845,0.9954357743263245,9.214663805323653e-06,0.019899442791938782,1763260203.919604,754.0,0.064453125,0.16623662412166595,,161.84593796730042,120448,,0.0002278033789480105,2295,0.006895668804645538
-0.0003719506785273552,0.021792471408843994,0.012445653788745403,0.008064523339271545,1763260204.4482055,753.0,0.021484375,0.19937705993652344,,162.37453937530518,120704,,0.00022764976893085986,2298,0.002034044824540615
0.015315935015678406,0.9955523610115051,0.00029375290614552796,-0.04981174319982529,1763260206.8017724,750.0,0.0494791679084301,0.24176058173179626,,164.72810626029968,121984,,0.00022688171884510666,2310,0.035791680216789246
,,,,1763260207.0746486,,,,500.0,165.00098252296448,122119,500.0,,2312,
0.006363783963024616,0.9915174245834351,9.997067536460236e-06,-0.009628061205148697,1763260208.2602081,748.0,0.0,0.30364009737968445,,166.18654203414917,122752,,0.00022642088879365474,2318,0.0010219169780611992
0.13179156184196472,0.9982537627220154,2.8211736207595095e-05,-0.049889154732227325,1763260209.4373946,747.0,0.1015625,0.23122075200080872,,167.3637285232544,123392,,0.00022603686375077814,2324,0.04647624492645264
0.047813110053539276,0.9996231198310852,5.63222638447769e-05,-0.026153182610869408,1763260210.380655,746.0,0.13671875,0.2148762345314026,,168.30698895454407,123904,,0.00022572964371647686,2329,0.015945065766572952
0.022929929196834564,0.9983294606208801,2.164186298614368e-05,-0.03754909709095955,1763260212.280788,743.0,0.083984375,0.3002961575984955,,170.20712184906006,124928,,0.0002251152036478743,2339,0.003499896265566349
0.024618010967969894,0.9981577396392822,1.551620152895339e-05,0.0057623907923698425,1763260214.0046449,741.0,0.072265625,0.3233621418476105,,171.9309787750244,125824,,0.00022457756858784705,2348,0.01608019694685936
0.026415036991238594,0.9971534013748169,0.00021892883523833007,-0.03322499990463257,1763260215.189622,740.0,0.0859375,0.12823501229286194,,173.11595582962036,126464,,0.00022419354354497045,2354,0.04160384088754654
0.0077333468943834305,0.9989507794380188,4.643213287636172e-06,-0.014516431838274002,1763260216.839639,738.0,0.01171875,0.10964775085449219,,174.7659728527069,127360,,0.0002236559084849432,2363,0.001276858150959015
-0.0583527535200119,0.9988037943840027,0.0007236473611555994,-0.0691709965467453,1763260221.7864497,732.0,0.140625,0.2770284414291382,,179.71278357505798,130048,,0.00022204301785677671,2389,0.08714394271373749
-0.00023100990802049637,0.9971247911453247,1.6938747648964636e-06,-0.0001715347170829773,1763260228.8702216,724.0,0.01171875,0.23382830619812012,,186.796555519104,133760,,0.00021981567260809243,2426,0.0009671198204159737
-0.01260608434677124,0.5989904999732971,0.001176301739178598,-0.012413419783115387,1763260229.6159258,723.0,0.091796875,0.14522384107112885,,187.54225969314575,134144,,0.00021958525758236647,2430,0.003658939152956009
,,,,1763260233.3295312,,,,500.0,191.2558650970459,136119,500.0,,2449,
0.02088244818150997,0.5451186895370483,100.2829818725586,0.04251517355442047,1763260236.4910524,716.0,0.009765625,0.21271753311157227,,194.41738629341125,137728,,0.0002174347173422575,2465,0.00489400140941143
,,,,1763260241.8614447,,,,500.0,199.78777861595154,140619,500.0,,2493,
0.0008252179250121117,0.9991043210029602,8.167621126631275e-05,0.020187824964523315,1763260244.474257,709.0,0.01953125,0.2031000405550003,,202.40059089660645,141952,,0.00021490015205927193,2506,0.0029744869098067284
0.008066962473094463,0.0383225679397583,0.0014453611802309752,0.0030500665307044983,1763260246.0017095,707.0,0.021484375,0.2574434280395508,,203.92804336547852,142720,,0.00021443932200782,2514,0.004844724200665951
0.032076675444841385,0.9847716689109802,0.000976836308836937,-0.042547158896923065,1763260246.2290742,707.0,0.12109375,0.31394749879837036,,204.1554081439972,142848,,0.0002143625169992447,2515,0.062186479568481445
-0.019007332623004913,0.9949644804000854,7.599156379001215e-05,0.0038763433694839478,1763260247.1815143,706.0,0.083984375,0.21176530420780182,,205.10784816741943,143360,,0.0002140552969649434,2520,0.010485303588211536
0.036084651947021484,0.050373852252960205,141.27456665039062,0.01990353688597679,1763260249.5453284,704.0,0.09375,0.1906537413597107,,207.47166228294373,144640,,0.0002132872468791902,2533,0.005904658697545528
-0.003934959881007671,0.9952796101570129,0.00019092296133749187,0.017847895622253418,1763260250.9665012,703.0,0.12109375,0.234603613615036,,208.89283514022827,145408,,0.00021282641682773829,2540,0.021717475727200508
,,,,1763260252.189992,,,,500.0,210.11632585525513,146119,500.0,,2547,
0.03761124238371849,0.998469352722168,0.0002504515287000686,-0.03153043985366821,1763260256.7177675,699.0,0.177734375,0.2738005220890045,,214.64410138130188,148480,,0.0002109830966219306,2570,0.056734099984169006
0.03536534681916237,0.9997818470001221,0.0012032826198264956,-0.047177694737911224,1763260256.9569712,698.0,0.107421875,0.22356651723384857,,214.88330507278442,148608,,0.00021090629161335528,2571,0.0059480806812644005
0.0019610123708844185,0.5790128707885742,78.22662353515625,0.02783537656068802,1763260257.9765532,697.0,0.017578125,0.24387836456298828,,215.90288710594177,149120,,0.000210599071579054,2577,0.005583728663623333
-0.00914672203361988,0.998333215713501,0.00015608480316586792,0.015876663848757744,1763260264.5978317,692.0,0.005859375,0.2537190318107605,,222.52416563034058,152576,,0.00020852535089943558,2610,0.0031323861330747604
,,,,1763260268.756289,,,,500.0,226.6826229095459,154619,500.0,,2630,
-0.011016986332833767,0.6805168986320496,77.97156524658203,-0.037878453731536865,1763260270.09524,687.0,0.052734375,0.30307868123054504,,228.02157402038574,155136,,0.00020698925072792917,2636,0.0040750326588749886
0.007031874731183052,0.7536455392837524,0.017875967547297478,-0.04041997715830803,1763260272.2616947,685.0,0.02734375,0.2746265232563019,,230.18802857398987,156160,,0.0002063748106593266,2646,0.0017549488693475723
0.004874963313341141,0.9976714849472046,2.959057383122854e-06,-0.007057776674628258,1763260272.529851,684.0,0.06640625,0.15567535161972046,,230.4561848640442,156288,,0.0002062980056507513,2647,0.0045044273138046265
-0.0077470336109399796,0.9992233514785767,4.234400694258511e-05,-0.00043997541069984436,1763260272.7942102,684.0,0.041015625,0.21473988890647888,,230.72054409980774,156416,,0.00020622120064217597,2648,0.00036851130425930023
0.14560569822788239,0.9989182949066162,0.002857482060790062,-0.07959951460361481,1763260277.1630266,680.0,0.1171875,0.2642171084880829,,235.08936047554016,158464,,0.00020499232050497085,2668,0.03646489977836609
0.07899503409862518,0.9997332096099854,0.0005576906842179596,-0.073776476085186,1763260280.4042196,677.0,0.1875,0.2236645221710205,,238.33055353164673,160000,,0.000204070660402067,2683,0.05123762786388397
0.009624026715755463,0.9994091987609863,5.9553894971031696e-05,0.015078812837600708,1763260281.248969,676.0,0.166015625,0.2284998744726181,,239.17530298233032,160384,,0.00020384024537634104,2687,0.017528988420963287
,,,,1763260281.587238,,,,500.0,239.51357197761536,160619,500.0,,2689,
0.010894596576690674,0.9988241791725159,0.00014101239503361285,-0.03540954366326332,1763260282.373986,675.0,0.076171875,0.18846140801906586,,240.30031991004944,160896,,0.00020353302534203976,2692,0.0167502760887146
0.008035242557525635,0.9991455674171448,0.0003300434909760952,-0.04531070217490196,1763260291.2378206,668.0,0.06640625,0.11192247271537781,,249.16415452957153,164992,,0.00020107526506762952,2732,0.081468865275383
-0.004302915185689926,0.9997137784957886,7.112450111890212e-05,0.014110466465353966,1763260294.9395118,666.0,0.017578125,0.15618738532066345,,252.86584568023682,167040,,0.0001998463849304244,2752,0.00023624300956726074
-0.0027597825974226,0.9995107650756836,0.0009661461226642132,-0.06619469821453094,1763260295.5824306,666.0,0.1067708358168602,0.21568341553211212,,253.50876450538635,167552,,0.0001995391648961231,2757,0.03164106607437134
0.036968544125556946,0.9999054670333862,0.0012812474742531776,-0.033401720225811005,1763260297.8688066,666.0,0.111328125,0.14066395163536072,,255.79514050483704,169088,,0.00019861750479321927,2772,0.00998910516500473
0.024550747126340866,0.9999440312385559,0.0008674390846863389,-0.009605418890714645,1763260299.8370728,665.0,0.04296875,0.2762755751609802,,257.76340675354004,170112,,0.00019800307927653193,2782,0.0049806274473667145
-0.0026400648057460785,0.9741150140762329,0.011009366251528263,-0.012156225740909576,1763260301.9055429,664.0,0.01171875,0.23490072786808014,,259.83187675476074,171136,,0.00019738863920792937,2793,0.001126851886510849
0.11448252946138382,0.9958297610282898,3.44431318808347e-05,-0.06342848390340805,1763260307.1846762,663.0,0.14453125,0.19499698281288147,,265.1110100746155,174336,,0.00019546851399354637,2824,0.04164717346429825
0.035783227533102036,0.9904951453208923,4.389971581986174e-05,-0.08080598711967468,1763260310.2617865,662.0,0.109375,0.29472798109054565,,268.1881203651428,176256,,0.00019431643886491656,2843,0.02122456580400467
0.05954992398619652,0.19551783800125122,127.14605712890625,0.0078095681965351105,1763260313.0863948,661.0,0.14453125,0.252661794424057,,271.0127286911011,177664,,0.00019347158377058804,2857,0.03165288269519806
,,,,1763260318.744365,,,,500.0,276.6706988811493,181119,500.0,,2890,
,,,,1763260327.3082705,,,,500.0,285.2346043586731,187119,500.0,,2949,
0.01527109183371067,0.31434178352355957,0.008355602622032166,-0.00018832087516784668,1763260329.5371757,659.0,0.01171875,0.19095654785633087,,287.46350955963135,188160,,0.00018717357306741178,2960,0.0015677399933338165
-0.001724526286125183,0.8082377910614014,76.37298583984375,-0.0002966485917568207,1763260332.4779794,658.0,0.0,0.17454035580158234,,290.40431332588196,189696,,0.00018625191296450794,2975,5.126558244228363e-05
0.10915382951498032,0.9978396892547607,0.0004048018017783761,-0.06175520271062851,1763260336.8031976,656.0,0.0885416641831398,0.2264460027217865,,294.72953152656555,192000,,0.0001848694373620674,2997,0.043899055570364
0.03760829567909241,0.9992963671684265,0.0003885433543473482,-0.027919886633753777,1763260338.5912213,657.0,0.056640625,0.1247502863407135,,296.5175552368164,193408,,0.00018402458226773888,3011,0.0069557614624500275
0.14438089728355408,0.9997634887695312,0.001454130164347589,-0.033547330647706985,1763260343.932908,659.0,0.2161458283662796,0.22431549429893494,,301.85924196243286,197504,,0.00018156682199332863,3051,0.08930814266204834
0.00033330731093883514,0.9998100996017456,4.407868254929781e-05,0.00833431538194418,1763260346.0083873,659.0,0.029296875,0.1586577296257019,,303.93472123146057,199040,,0.0001806451618904248,3066,0.0006227791309356689
0.012449909001588821,0.999324381351471,5.3438539907801896e-05,-0.038371577858924866,1763260346.5070047,659.0,0.0390625,0.15550273656845093,,304.43333864212036,199424,,0.00018041474686469883,3070,0.0022324267774820328
2.3264437913894653e-06,0.4190497398376465,0.0011159194400534034,0.004050564020872116,1763260348.0672371,660.0,0.0,0.1773970127105713,,305.9935710430145,200704,,0.00017964669677894562,3083,0.0007751304656267166
0.025465507060289383,0.2929700016975403,0.007413509301841259,-0.0245816670358181,1763260349.8919654,661.0,0.01171875,0.15080569684505463,,307.81829929351807,202240,,0.00017872503667604178,3098,0.003933411091566086
0.0013063140213489532,0.08937805891036987,1.3248679637908936,-0.0004008561372756958,1763260354.8793066,660.0,0.009765625,0.08538448810577393,,312.80564045906067,205184,,0.00017695852147880942,3127,0.00012102723121643066
0.07928000390529633,0.9988250732421875,4.62825846625492e-05,-0.0600966215133667,1763260355.3374875,660.0,0.0677083358168602,0.2114776223897934,,313.2638213634491,205440,,0.00017680491146165878,3129,0.034974317997694016
,,,,1763260357.5442884,,,,500.0,315.4706223011017,206619,500.0,,3141,
,,,,1763260358.5559943,,,,500.0,316.4823281764984,207119,500.0,,3146,
,,,,1763260362.4045627,,,,500.0,320.33089661598206,209619,500.0,,3170,
0.1603180468082428,0.9998993277549744,0.0002801310329232365,-0.026460669934749603,1763260364.9205003,657.0,0.13671875,0.257771760225296,,322.84683418273926,210944,,0.00017350231064483523,3183,0.03549296036362648
0.05417713522911072,0.9997044801712036,0.00025357992853969336,-0.08119028806686401,1763260365.8091114,657.0,0.103515625,0.19631460309028625,,323.7354452610016,211456,,0.00017319509061053395,3188,0.10062552988529205
0.13343214988708496,0.9925730228424072,0.000884926994331181,-0.050555020570755005,1763260369.7300963,658.0,0.1197916641831398,0.16829420626163483,,327.6564302444458,214400,,0.0001714285754133016,3217,0.054260771721601486
,,,,1763260370.5558894,,,,500.0,328.4822232723236,215119,500.0,,3224,
0.027202092111110687,0.9985701441764832,0.00015867751790210605,-0.048234034329652786,1763260373.3485785,660.0,0.083984375,0.14206741750240326,,331.2749123573303,217472,,0.0001695852552074939,3247,0.01928897015750408
-0.00843486376106739,0.14057374000549316,0.008987201377749443,0.00956551544368267,1763260373.79655,660.0,0.005859375,0.23294812440872192,,331.72288393974304,217728,,0.00016943164519034326,3250,0.0011558979749679565
