losses/policy_loss,losses/approx_kl,losses/value_loss,global_step,losses/explained_variance,losses/clipfrac,_runtime,_step,charts/learning_rate,charts/episodic_length,_timestamp,losses/entropy,losses/old_approx_kl,charts/episodic_return,charts/SPS
,,,0,,,25.20114755630493,0,,,1763260080.3708386,,,,
,,,216,,,26.15312933921814,7,,19.0,1763260081.3228204,,,19.0,
,,,765,,,26.667577505111694,33,,14.0,1763260081.8372686,,,14.0,
,,,982,,,26.890748739242554,41,,14.0,1763260082.0604398,,,14.0,
0.005206838250160217,0.0005683908239006996,163.9093475341797,1152,-0.005866527557373047,0.0,27.096299171447754,47,0.00029938557418063283,,1763260082.2659903,0.6544305682182312,-0.0064985183998942375,,1049.0
,,,1672,,,27.600944757461548,64,,36.0,1763260082.7706358,,,36.0,
,,,2229,,,28.069393157958984,74,,46.0,1763260083.2390842,,,46.0,
,,,2369,,,28.188470602035522,77,,98.0,1763260083.3581617,,,98.0,
,,,2880,,,28.664596557617188,88,,69.0,1763260083.8342876,,,69.0,
-0.008427998051047325,0.0007227649912238121,254.11769104003906,3584,0.008128046989440918,0.0,29.326126098632812,102,0.00029792627901770175,,1763260084.4958172,0.5266475677490234,0.0012383563444018364,,1077.0
,,,3681,,,29.363396406173706,104,,65.0,1763260084.5330875,,,65.0,
0.003476954996585846,4.5690685510635376e-05,242.20382690429688,5120,0.04971438646316528,0.0,30.745450258255005,133,0.0002970046189147979,,1763260085.9151413,0.5683517456054688,-0.0012624282389879227,,1078.0
,,,5810,,,31.33604383468628,147,,74.0,1763260086.505735,,,74.0,
-0.0020553991198539734,2.8626061975955963e-05,100.6418685913086,5888,0.05606341361999512,0.0,31.432478189468384,149,0.000296543788863346,,1763260086.6021693,0.57611083984375,-0.00018208380788564682,,1083.0
,,,5984,,,31.46475386619568,150,,111.0,1763260086.634445,,,111.0,
,,,6238,,,31.71497368812561,155,,85.0,1763260086.8846648,,,85.0,
,,,6345,,,31.82083821296692,157,,107.0,1763260086.9905293,,,107.0,
,,,7260,,,32.619789838790894,172,,79.0,1763260087.789481,,,79.0,
,,,8474,,,33.779415130615234,195,,179.0,1763260088.9491062,,,179.0,
-0.0009172707796096802,1.1129304766654968e-05,357.5749816894531,8960,-0.0025627613067626953,0.0,34.22360825538635,203,0.0002947004686575383,,1763260089.3932993,0.501848042011261,-0.00027206726372241974,,1089.0
-0.01915837451815605,0.010957920923829079,205.1904754638672,9472,0.5901486873626709,0.01171875,34.679083585739136,213,0.000294393248623237,,1763260089.8487747,0.5806573629379272,0.043047886341810226,,1091.0
-0.005200061947107315,9.346194565296173e-05,466.03692626953125,9728,0.00043964385986328125,0.0,34.99082136154175,217,0.0002942396386060864,,1763260090.1605124,0.535662829875946,0.0019082874059677124,,1081.0
