losses/value_loss,_runtime,charts/episodic_return,_step,charts/SPS,losses/clipfrac,losses/old_approx_kl,_timestamp,charts/learning_rate,losses/entropy,losses/approx_kl,charts/episodic_length,losses/explained_variance,global_step,losses/policy_loss
0.0006825633463449776,180.22412157058716,,1856,1054.0,0.0,-0.0036017494276165962,1763260235.2190146,0.000202150535187684,0.5699809789657593,0.00144162867218256,,0.016992926597595215,163200,-0.013116858899593353
1341.147705078125,181.29445219039917,,1868,1054.0,0.0,-0.001287311315536499,1763260236.2893453,0.00020145929011050612,0.6027576923370361,0.00016703829169273376,,-0.0001188516616821289,164352,-0.0036356672644615173
1108.9710693359375,181.78563380241394,,1873,1054.0,0.0,-0.011862572282552719,1763260236.7805269,0.00020115207007620484,0.5579288601875305,0.0006571169942617416,,3.218650817871094e-05,164864,-0.00027041882276535034
,182.16292142868042,500.0,1877,,,,1763260237.1578145,,,,500.0,,165341,
0.00037234113551676273,183.08122611045837,,1886,1055.0,0.0,0.004227841272950172,1763260238.0761192,0.00020030721498187631,0.5596197247505188,0.0008816570043563843,,-0.02112269401550293,166272,0.0017715506255626678
0.0006199610070325434,183.9178183078766,,1895,1055.0,0.0,-0.008343438617885113,1763260238.9127114,0.00019976957992184907,0.5698472261428833,0.00041466671973466873,,-0.008309006690979004,167168,-0.0020347237586975098
680.1558837890625,184.6369812488556,,1903,1055.0,0.0,0.0035687051713466644,1763260239.6318743,0.00019930874987039715,0.5746082067489624,0.00022377073764801025,,-1.6689300537109375e-05,167936,-0.004614267498254776
0.00021928611386101693,184.97987508773804,,1906,1055.0,0.0,0.0025343969464302063,1763260239.9747682,0.0001990783348446712,0.5514904856681824,0.0005678925663232803,,0.03000330924987793,168320,0.0004964955151081085
0.007896235212683678,186.0514738559723,,1918,1055.0,0.0,-0.003955913707613945,1763260241.046367,0.0001983870897674933,0.4636893570423126,0.0002529267221689224,,-0.01780867576599121,169472,-0.0007664486765861511
0.00032351145637221634,186.2789433002472,,1920,1055.0,0.005859375,0.017102748155593872,1763260241.2738364,0.00019823347975034267,0.5226204991340637,0.0007253214716911316,,-0.01898372173309326,169728,-0.002170935273170471
0.0004065216053277254,188.67073845863342,,1945,1055.0,0.0,-0.007105921395123005,1763260243.6656315,0.0001966973941307515,0.5931483507156372,0.0012441063299775124,,-0.0653451681137085,172288,-0.0047700293362140656
,189.86709928512573,492.0,1959,,,,1763260244.8619924,,,,492.0,,173573,
,191.19963359832764,500.0,1973,,,,1763260246.1945267,,,,500.0,,175073,
0.006353132426738739,192.34616589546204,,1985,1056.0,0.00390625,0.021980203688144684,1763260247.341059,0.00019431643886491656,0.48023518919944763,0.0020285164937376976,,-0.11845088005065918,176256,-0.004613898694515228
0.000696598319336772,192.95548391342163,,1991,1056.0,0.0078125,0.024392936378717422,1763260247.950377,0.00019393241382203996,0.5294098258018494,0.0044669825583696365,,0.045781493186950684,176896,-0.020650221034884453
0.00040765374433249235,194.02178621292114,,2002,1056.0,0.0,-0.0016658101230859756,1763260249.0166793,0.00019324116874486208,0.4522685408592224,0.00034148991107940674,,-0.6972848176956177,178048,0.010506726801395416
,194.40913200378418,500.0,2007,,,,1763260249.404025,,,,500.0,,178550,
0.000373090646462515,195.32215094566345,,2016,1056.0,0.0,-0.010349147021770477,1763260250.317044,0.00019239631365053356,0.47797754406929016,0.0011478839442133904,,-0.35548996925354004,179456,-0.01329844444990158
0.007345649413764477,195.5521104335785,,2019,1056.0,0.0,0.0023610899224877357,1763260250.5470035,0.00019224270363338292,0.4230842590332031,0.00025232601910829544,,0.006793558597564697,179712,-0.000771738588809967
0.001183792483061552,196.03888511657715,,2024,1056.0,0.0,0.002349468879401684,1763260251.0337782,0.00019193548359908164,0.3890313506126404,7.381383329629898e-05,,-0.2880723476409912,180224,0.0006128139793872833
844.3650512695312,196.27524638175964,,2027,1056.0,0.0,-0.0005734451115131378,1763260251.2701395,0.000191781873581931,0.4870787262916565,6.98193907737732e-05,,0.0002905130386352539,180480,-0.0012172795832157135
0.002048035152256489,196.50199270248413,,2029,1056.0,0.0,-8.34483653306961e-05,1763260251.4968858,0.00019162826356478035,0.44788098335266113,0.00034492649137973785,,-2.8699333667755127,180736,0.0007262565195560455
0.0006767557351849973,196.9621570110321,,2034,1057.0,0.0,0.0048871757462620735,1763260251.95705,0.00019132104353047907,0.49191880226135254,0.0008221184834837914,,-0.4081639051437378,181248,0.0017697401344776154
1222.2830810546875,197.91444873809814,,2045,1057.0,0.0,0.001081293448805809,1763260252.9093418,0.0001907066034618765,0.5032049417495728,0.0005279183387756348,,-0.00018203258514404297,182272,-0.015861719846725464
0.006116884294897318,198.52310156822205,,2051,1057.0,0.0,0.0024796929210424423,1763260253.5179946,0.0001903225784189999,0.5559061765670776,0.0001110471785068512,,0.22017377614974976,182912,-0.0011587440967559814
0.0008319505723193288,198.6355264186859,,2052,1057.0,0.0,0.002863805741071701,1763260253.6304195,0.0001902457734104246,0.47906672954559326,0.0010246410965919495,,0.012606561183929443,183040,0.0056825000792741776
0.005025614518672228,200.31023263931274,,2070,1057.0,0.0,0.010332575999200344,1763260255.3051257,0.0001891705032903701,0.47909876704216003,0.0005245683714747429,,0.04820585250854492,184832,-0.007885254919528961
0.001105344737879932,200.88532519340515,,2076,1057.0,0.0,-0.011378049850463867,1763260255.8802183,0.0001887864782474935,0.48028290271759033,0.00045355595648288727,,-0.13808345794677734,185472,-0.003538142889738083
,202.45702457427979,500.0,2093,,,,1763260257.4519176,,,,500.0,,187175,
901.39599609375,202.558513879776,,2094,1057.0,0.0,-0.0010364940389990807,1763260257.553407,0.00018771120812743902,0.42619311809539795,8.527841418981552e-05,,-1.5616416931152344e-05,187264,-0.0004506576806306839
,204.7338342666626,500.0,2117,,,,1763260259.7287273,,,,500.0,,189675,
0.000316376710543409,207.04772901535034,,2141,1058.0,0.0,-0.0012699281796813011,1763260262.042622,0.00018479263235349208,0.46306806802749634,0.00020069722086191177,,-0.11191558837890625,192128,-0.004235889762639999
0.00043663562973961234,207.54018712043762,,2146,1058.0,0.0,-0.010293749161064625,1763260262.5350802,0.0001844854123191908,0.4545042812824249,0.0007710298523306847,,-0.21156251430511475,192640,-0.011345960199832916
,207.5564956665039,500.0,2147,,,,1763260262.5513887,,,,500.0,,192675,
692.45458984375,207.6560080051422,,2148,1058.0,0.0,-0.002782130613923073,1763260262.650901,0.00018440860731061548,0.5257256031036377,0.0004042685031890869,,-8.52346420288086e-05,192768,0.007472530007362366
0.0008114470401778817,208.34162616729736,,2155,1058.0,0.0,0.011996443383395672,1763260263.3365192,0.00018394777725916356,0.4732655882835388,0.000618581660091877,,-0.07457494735717773,193536,0.0029565319418907166
1186.0137939453125,209.90905141830444,,2172,1058.0,0.0,0.0013562655076384544,1763260264.9039445,0.0001829493121476844,0.5307473540306091,0.00030724797397851944,,6.961822509765625e-05,195200,-0.0012106075882911682
0.00038256944390013814,211.20577788352966,,2185,1058.0,0.00390625,-0.008346867747604847,1763260266.200671,0.00018210445705335587,0.566226065158844,0.002065337263047695,,-0.14889061450958252,196608,-0.003674924373626709
1315.4371337890625,211.8118314743042,,2192,1058.0,0.0,0.0004776781424880028,1763260266.8067245,0.00018172043201047927,0.5412063598632812,4.1416846215724945e-05,,-0.00010204315185546875,197248,0.002573516219854355
0.006418401841074228,212.38560581207275,,2198,1058.0,0.0,-0.026913488283753395,1763260267.380499,0.00018133640696760267,0.572834849357605,0.0017873896285891533,,-0.15019309520721436,197888,-0.024470850825309753
0.0010396281722933054,212.49802589416504,,2199,1058.0,0.0,0.0038209110498428345,1763260267.492919,0.00018125960195902735,0.5554274320602417,0.00020204298198223114,,-0.04593217372894287,198016,-0.004376297816634178
,213.55963611602783,500.0,2211,,,,1763260268.5545292,,,,500.0,,199175,
0.000488436664454639,213.92590498924255,,2214,1059.0,0.005859375,-0.007631177082657814,1763260268.920798,0.0001803379418561235,0.5001039505004883,0.0032519586384296417,,-0.017199397087097168,199552,-0.009423375129699707
,214.41448402404785,500.0,2220,,,,1763260269.409377,,,,500.0,,200175,
0.0006172169814817607,214.71456694602966,,2223,1059.0,0.0,-0.005533589981496334,1763260269.70946,0.00017980030679609627,0.514583170413971,0.0007573207840323448,,0.0005035996437072754,200448,0.003925113007426262
,214.89356517791748,500.0,2225,,,,1763260269.8884583,,,,500.0,,200675,
1135.10546875,214.97296333312988,,2226,1059.0,0.0,-0.0036139125004410744,1763260269.9678564,0.00017964669677894562,0.5455349683761597,0.00026640016585588455,,-0.00010645389556884766,200704,-0.001528024673461914
0.008029849268496037,215.08534216880798,,2227,1059.0,0.0,-0.005121350288391113,1763260270.0802352,0.0001795698917703703,0.5389401912689209,0.00020176731050014496,,-0.0916585922241211,200832,-0.004146631807088852
1044.3428955078125,215.42281031608582,,2231,1059.0,0.0,0.0013786423951387405,1763260270.4177034,0.00017933947674464434,0.544528603553772,0.000409713014960289,,2.092123031616211e-05,201216,0.0011458173394203186
,215.7843840122223,500.0,2235,,,,1763260270.779277,,,,500.0,,201675,
923.7321166992188,216.35877633094788,,2241,1059.0,0.0,0.0008792905136942863,1763260271.3536694,0.00017872503667604178,0.4472522735595703,0.0001108786091208458,,4.2378902435302734e-05,202240,0.0030470341444015503
0.0014363001100718975,217.06261038780212,,2248,1059.0,0.029296875,-0.002327992580831051,1763260272.0575035,0.00017826420662458986,0.5052201151847839,0.006173658184707165,,-0.251034140586853,203008,0.008649349212646484
,217.1912624835968,500.0,2250,,,,1763260272.1861556,,,,500.0,,203175,
0.0009474423131905496,217.51141047477722,,2253,1059.0,0.0,0.0014092959463596344,1763260272.5063035,0.00017795698659028858,0.4970450699329376,0.00021629221737384796,,0.034306883811950684,203520,-0.0014760755002498627
0.0006816710811108351,219.30677270889282,,2272,1059.0,0.0,-0.014554817229509354,1763260274.3016658,0.00017680491146165878,0.5555667877197266,0.001027766615152359,,0.010417699813842773,205440,-0.0046119727194309235
776.3240356445312,219.98077750205994,,2280,1060.0,0.0,0.0031453995034098625,1763260274.9756706,0.00017634408141020685,0.5528938174247742,4.1670165956020355e-05,,8.374452590942383e-05,206208,1.6167759895324707e-06
0.006382845342159271,221.39228916168213,,2295,1060.0,0.0,0.001732940785586834,1763260276.3871822,0.000175422421307303,0.5776214599609375,0.0001773359254002571,,-0.053128719329833984,207744,-0.004015542566776276
,221.6489851474762,500.0,2298,,,,1763260276.6438782,,,,500.0,,208099,
0.009559907019138336,222.77559161186218,,2310,1060.0,0.0,-0.005935776978731155,1763260277.7704847,0.00017450076120439917,0.5868738889694214,0.0004685651510953903,,-0.008749246597290039,209280,-0.001219182275235653
0.0005009598098695278,222.99931502342224,,2312,1060.0,0.060546875,-0.012206001207232475,1763260277.994208,0.00017434715118724853,0.44558948278427124,0.011186780408024788,,-0.2087646722793579,209536,-0.017530858516693115
,223.50244235992432,500.0,2318,,,,1763260278.4973354,,,,500.0,,210099,
0.018425894901156425,223.82289910316467,,2322,1061.0,0.0,-0.005940510891377926,1763260278.8177922,0.00017380953067913651,0.5180128216743469,0.0008706571534276009,,0.0029987096786499023,210432,0.00498536229133606
0.0015206659445539117,224.0455048084259,,2324,1061.0,0.0,0.0007178876549005508,1763260279.040398,0.00017365592066198587,0.6139259338378906,0.00025283731520175934,,0.01327437162399292,210688,-0.003289446234703064
0.0005473828641697764,224.5328061580658,,2329,1061.0,0.001953125,0.003117016516625881,1763260279.5276992,0.0001733487006276846,0.5442725419998169,0.0022862134501338005,,0.06072264909744263,211200,-0.0022097276523709297
0.0003832594957202673,225.47042655944824,,2339,1061.0,0.01953125,-0.01126845832914114,1763260280.4653196,0.00017273426055908203,0.5547212958335876,0.007331421598792076,,-0.009058713912963867,212224,-0.054395757615566254
0.0011756386375054717,225.81051588058472,,2343,1061.0,0.001953125,0.000177689827978611,1763260280.805409,0.00017250384553335607,0.5350779294967651,0.0008576409891247749,,-0.011002182960510254,212608,-0.002837870270013809
0.0006237266352400184,226.2673568725586,,2348,1061.0,0.0,0.002124941907823086,1763260281.26225,0.0001721966254990548,0.543198823928833,0.00015178043395280838,,0.03570336103439331,213120,-0.0016829147934913635
,226.80295753479004,500.0,2354,,,,1763260281.7978506,,,,500.0,,213753,
0.016991902142763138,227.60339045524597,,2363,1061.0,0.0,-0.0006821602582931519,1763260282.5982835,0.00017135177040472627,0.5761542320251465,0.0005350019782781601,,-0.03979194164276123,214528,0.0006913766264915466
1327.463134765625,229.38676834106445,,2389,1061.0,0.0,-0.010130361653864384,1763260284.3816614,0.00017019969527609646,0.5477393865585327,0.0003109751269221306,,-0.0005010366439819336,216448,-0.004077814519405365
,229.7814691066742,82.0,2394,,,,1763260284.7763622,,,,82.0,,216859,
0.0010853816056624055,232.83633971214294,,2426,1061.0,0.0,-0.0026530204340815544,1763260287.8312328,0.00016797235002741218,0.5480185747146606,0.0009863199666142464,,-0.044686198234558105,220160,-0.0031031817197799683
0.005272625479847193,233.17966866493225,,2430,1061.0,0.0,-0.002518199384212494,1763260288.1745617,0.00016774193500168622,0.5368295907974243,0.00023626536130905151,,-0.006046772003173828,220544,-0.009057745337486267
669.0693359375,234.95942330360413,,2449,1062.0,0.0,0.008675938472151756,1763260289.9543164,0.0001665898598730564,0.5115876793861389,0.0005823075771331787,,4.112720489501953e-05,222464,-0.009934060275554657
0.0007394324638880789,236.47950553894043,,2465,1062.0,0.0,0.003743399865925312,1763260291.4743986,0.00016559139476157725,0.4177400767803192,0.001147557981312275,,0.17057812213897705,224128,-0.010231424123048782
0.00033766086562536657,238.98606514930725,,2491,1062.0,0.0,-0.0009822770953178406,1763260293.9809582,0.00016397848958149552,0.504368007183075,0.0013529378920793533,,-0.014835953712463379,226816,-0.007193056866526604
1038.37353515625,239.1018979549408,,2493,1062.0,0.0,-0.0044187987223267555,1763260294.096791,0.0001639016845729202,0.4534747302532196,0.0005276715382933617,,6.258487701416016e-05,226944,-0.005005627870559692
0.00040184686076827347,240.3934645652771,,2506,1062.0,0.005859375,0.01263927947729826,1763260295.3883576,0.00016305682947859168,0.446319580078125,0.003825782798230648,,-0.02537226676940918,228352,-0.02368621528148651
0.0007351837120950222,241.11472082138062,,2514,1062.0,0.0,-0.0010251915082335472,1763260296.109614,0.00016259599942713976,0.5031499266624451,0.00016044918447732925,,0.154563307762146,229120,-0.0005965530872344971
0.0005937154637649655,241.23047542572021,,2515,1062.0,0.0,-0.002073093317449093,1763260296.2253685,0.00016251919441856444,0.5376309156417847,0.00017590727657079697,,-0.40215468406677246,229248,-0.0029153935611248016
0.00044017043546773493,241.6871519088745,,2520,1062.0,0.0,-0.01127276849001646,1763260296.682045,0.00016221197438426316,0.5262481570243835,0.0019686995074152946,,-0.08906877040863037,229760,0.0072990283370018005
0.006903924513608217,242.8709397315979,,2533,1062.0,0.0,0.002158082090318203,1763260297.8658328,0.00016144393885042518,0.4923994839191437,9.35206189751625e-05,,-0.9058119058609009,231040,0.001288577914237976
0.00024058703274931759,243.5939483642578,,2540,1062.0,0.001953125,0.0036368295550346375,1763260298.5888414,0.00016098310879897326,0.5206623077392578,0.0018418319523334503,,0.0035014748573303223,231808,-0.028961054980754852
1278.3463134765625,244.2015564441681,,2547,1062.0,0.0,-0.004064864479005337,1763260299.1964495,0.00016059908375609666,0.5241724848747253,7.141474634408951e-05,,-0.00031638145446777344,232448,-0.002619713544845581
,246.36579060554504,500.0,2570,,,,1763260301.3606837,,,,500.0,,234859,
1479.0751953125,246.44353914260864,,2571,1063.0,0.0,0.004381241276860237,1763260301.4384322,0.00015913978859316558,0.4706518352031708,0.0008604303002357483,,2.8192996978759766e-05,234880,-0.00637466087937355
1048.5418701171875,246.90297102928162,,2576,1063.0,0.0,0.0004491414874792099,1763260301.897864,0.0001588325685588643,0.47375035285949707,3.7223100662231445e-05,,-4.4226646423339844e-05,235392,-0.002506449818611145
0.005520072299987078,247.01675868034363,,2577,1063.0,0.0,0.004275482147932053,1763260302.0116518,0.00015875576355028898,0.4433230757713318,0.00010238587856292725,,-0.7576085329055786,235520,-0.001492522656917572
0.0006954452255740762,249.96966123580933,,2608,1063.0,0.0,0.0008701654151082039,1763260304.9645543,0.00015683563833590597,0.531342625617981,0.0009260354563593864,,0.0122298002243042,238720,0.0067780837416648865
,250.08759999275208,500.0,2610,,,,1763260305.082493,,,,500.0,,238859,
1075.6796875,251.971426486969,,2630,1063.0,0.0,0.0006006816402077675,1763260306.9663196,0.00015552995319012552,0.5448247790336609,4.219822585582733e-06,,0.0001367330551147461,240896,7.886812090873718e-05
0.0055614048615098,252.57557368278503,,2636,1063.0,0.0,-0.007303844206035137,1763260307.5704668,0.00015514592814724892,0.48700398206710815,0.0013402057811617851,,0.03377646207809448,241536,-0.021898776292800903
0.004070253111422062,253.52497577667236,,2646,1063.0,0.0,0.003076838329434395,1763260308.5198689,0.00015453148807864636,0.5567704439163208,0.0005483254790306091,,-0.15375173091888428,242560,-0.0027395375072956085
0.0004912891890853643,253.63677763938904,,2647,1063.0,0.0,-0.005143599584698677,1763260308.6316707,0.00015445468307007104,0.5095497369766235,0.0003220755606889725,,0.036626577377319336,242688,-0.005327645689249039
0.00027225431404076517,253.7504861354828,,2648,1063.0,0.0,-0.009296574629843235,1763260308.7453792,0.00015437787806149572,0.5301821231842041,0.000489712692797184,,0.03064185380935669,242816,0.00012229755520820618
,255.56977820396423,500.0,2668,,,,1763260310.5646713,,,,500.0,,244859,
,256.0196602344513,500.0,2673,,,,1763260311.0145533,,,,500.0,,245359,
,256.96150851249695,500.0,2683,,,,1763260311.9564016,,,,500.0,,246359,
0.00029397616162896156,257.3844780921936,,2687,1064.0,0.005859375,-0.00497934315353632,1763260312.3793712,0.0001519969227956608,0.49787840247154236,0.0027495743706822395,,-0.1922532320022583,246784,-0.012148335576057434
1535.31884765625,257.5278494358063,,2689,1064.0,0.0,0.002755594439804554,1763260312.5227425,0.00015192011778708547,0.4794897437095642,0.00015921052545309067,,-1.704692840576172e-05,246912,0.007366891950368881
0.00024250768183264881,257.8684618473053,,2692,1064.0,0.0,0.0076456740498542786,1763260312.863355,0.0001516897027613595,0.5240086913108826,0.0005064103752374649,,-0.02265036106109619,247296,0.0008554458618164062
,261.52797508239746,500.0,2732,,,,1763260316.5228682,,,,500.0,,251359,
,263.46639251708984,500.0,2752,,,,1763260318.4612856,,,,500.0,,253359,
,263.95136308670044,500.0,2757,,,,1763260318.9462562,,,,500.0,,253859,
1101.6390380859375,265.3478157520294,,2772,1064.0,0.0,-0.0022316565737128258,1763260320.3427088,0.00014685100177302957,0.5176627039909363,0.0002731597051024437,,-1.239776611328125e-05,255360,-8.72984528541565e-05
1540.49755859375,266.2954225540161,,2782,1064.0,0.0,0.0008325064554810524,1763260321.2903156,0.000146236561704427,0.49932676553726196,7.260125130414963e-05,,3.62396240234375e-05,256384,-0.00016009807586669922
0.005764603149145842,266.40892481803894,,2783,1064.0,0.0,-0.003238956443965435,1763260321.403818,0.00014615975669585168,0.5686823725700378,0.00047792401164770126,,0.03948849439620972,256512,0.001703105866909027
0.005719482433050871,267.35813331604004,,2793,1064.0,0.0,-0.004537820816040039,1763260322.3530264,0.00014554531662724912,0.6050628423690796,0.0006364732980728149,,-0.09557878971099854,257536,-0.0036800680682063103
0.002884730463847518,270.31046199798584,,2824,1065.0,0.0,0.00017737876623868942,1763260325.305355,0.00014362519141286612,0.5119637250900269,0.0024837246164679527,,0.053054094314575195,260736,-0.008273834362626076
0.006374445278197527,271.9487578868866,,2843,1065.0,0.005859375,0.0052324458956718445,1763260326.943651,0.00014254992129281163,0.45487716794013977,0.004995071329176426,,-0.24180114269256592,262528,0.004184596240520477
0.0012140722246840596,273.2751362323761,,2857,1065.0,0.0,0.0023006033152341843,1763260328.2700293,0.0001417050661984831,0.5213503837585449,0.0001593455672264099,,-0.02534186840057373,263936,0.003290187567472458
0.00040705586434341967,275.6342418193817,,2882,1065.0,0.0,-0.00678577646613121,1763260330.629135,0.0001401689660269767,0.5700192451477051,0.001181814819574356,,-0.16641557216644287,266496,0.0016944706439971924
0.005270570982247591,276.3584494590759,,2890,1065.0,0.0,0.011609732173383236,1763260331.3533425,0.00013970813597552478,0.41750583052635193,0.0016759419813752174,,0.4488679766654968,267264,-0.012735500931739807
,278.24710273742676,500.0,2911,,,,1763260333.2419958,,,,500.0,,269410,
0.004008394666016102,280.5905487537384,,2935,1065.0,0.0,-0.0034801363945007324,1763260335.5854418,0.00013694317021872848,0.43973448872566223,0.0012341849505901337,,-1.2953612804412842,271872,0.004967616870999336
0.0007069165003485978,281.8777678012848,,2949,1065.0,0.0,0.0026784511283040047,1763260336.8726609,0.00013609831512439996,0.41371476650238037,0.00040337909013032913,,0.2147853970527649,273280,-0.014148250222206116
,282.86606550216675,500.0,2960,,,,1763260337.8609586,,,,500.0,,274410,
,284.2588813304901,500.0,2975,,,,1763260339.2537744,,,,500.0,,275910,
0.00020370290440041572,285.67596983909607,,2989,1066.0,0.0,0.010392778553068638,1763260340.670863,0.0001336405548499897,0.4683406949043274,0.0006490563973784447,,-0.023343920707702637,277376,-0.004579551517963409
0.004932456184178591,286.36529755592346,,2997,1066.0,0.0,-0.0033312439918518066,1763260341.3601906,0.0001331797247985378,0.46537506580352783,0.0010678749531507492,,0.023062825202941895,278144,-0.014010515064001083
0.006041969172656536,287.67838644981384,,3011,1066.0,0.0,0.0014130733907222748,1763260342.6732795,0.00013233486970420927,0.44682708382606506,4.695914685726166e-05,,-0.07271814346313477,279552,8.397921919822693e-05
0.004648874513804913,291.4840030670166,,3051,1066.0,0.0,0.0022136876359581947,1763260346.4788961,0.00012987710942979902,0.6077300906181335,6.301794201135635e-05,,0.0952792763710022,283648,0.000627957284450531
0.0002350930735701695,291.7111542224884,,3053,1066.0,0.0,0.0027809729799628258,1763260346.7060473,0.00012972349941264838,0.5326327085494995,0.000635993666946888,,0.048898160457611084,283904,0.0006389077752828598
0.0008464226848445833,292.9187889099121,,3066,1066.0,0.0,0.005249339155852795,1763260347.913682,0.00012895544932689518,0.5078562498092651,0.0001204879954457283,,-0.1128685474395752,285184,-0.0012092739343643188
0.006598064210265875,293.26323914527893,,3070,1066.0,0.0,-0.0025285985320806503,1763260348.2581322,0.00012872503430116922,0.47196266055107117,6.263889372348785e-05,,-0.10925614833831787,285568,-0.0017566904425621033
,294.46342515945435,500.0,3083,,,,1763260349.4583182,,,,500.0,,286910,
,295.8598461151123,500.0,3098,,,,1763260350.8547392,,,,500.0,,288410,
,296.34630966186523,500.0,3103,,,,1763260351.3412027,,,,500.0,,288910,
,298.60994601249695,500.0,3127,,,,1763260353.604839,,,,500.0,,291410,
0.004796730354428291,298.81250500679016,,3129,1066.0,0.0,0.009965666569769382,1763260353.807398,0.0001251152134500444,0.6138355135917664,0.000822688452899456,,-0.04110276699066162,291584,-0.008347265422344208
0.00030247418908402324,299.9902038574219,,3141,1066.0,0.0,0.002856205217540264,1763260354.985097,0.0001243471633642912,0.5912830233573914,0.0002438696101307869,,-0.07899928092956543,292864,-0.0013872496783733368
569.905029296875,300.10562896728516,,3143,1066.0,0.0,-0.0011786092072725296,1763260355.100522,0.00012427035835571587,0.5400823950767517,0.00018724612891674042,,-1.7762184143066406e-05,292992,0.0003592967987060547
0.0004227753961458802,300.4824552536011,,3146,1066.0,0.0,0.017521580681204796,1763260355.4773483,0.0001240399433299899,0.5661046504974365,0.0017599817365407944,,0.015451133251190186,293376,0.0025567524135112762
0.0003909982042387128,302.7293019294739,,3170,1066.0,0.0,0.010969093069434166,1763260357.724195,0.00012258064816705883,0.5229384303092957,0.0009568259119987488,,-0.03164482116699219,295808,0.005932264029979706
0.003132694400846958,303.9050204753876,,3183,1067.0,0.0,0.0030166925862431526,1763260358.8999135,0.00012181259808130562,0.588636577129364,6.583239883184433e-05,,-0.02185845375061035,297088,0.0009835809469223022
0.004532269202172756,304.3892662525177,,3188,1067.0,0.0,-0.001496853306889534,1763260359.3841593,0.00012150537804700434,0.5769093036651611,6.662122905254364e-05,,-0.004839777946472168,297600,0.00033020973205566406
0.005377303343266249,307.0818147659302,,3217,1067.0,0.0,-0.005298254080116749,1763260362.0767078,0.00011973886284977198,0.5517295598983765,0.00066420529037714,,-0.12419271469116211,300544,-0.004573017358779907
0.0002468276070430875,307.79715180397034,,3224,1067.0,0.0,0.009113523177802563,1763260362.7920449,0.00011927803279832006,0.5048496127128601,0.0005853371694684029,,0.00686269998550415,301312,-0.0001919195055961609
0.003086261684074998,309.91918110847473,,3247,1067.0,0.0,-0.0001206565648317337,1763260364.9140742,0.00011789554264396429,0.5688213109970093,6.644055247306824e-05,,-0.11482632160186768,303616,-0.002180498093366623
,310.1599669456482,500.0,3250,,,,1763260365.15486,,,,500.0,,303910,
0.004340628162026405,310.37461972236633,,3252,1067.0,0.0,-0.0013629253953695297,1763260365.3695128,0.00011758832260966301,0.5567259788513184,0.00022851303219795227,,0.013758361339569092,304128,-0.0031551942229270935
,310.64590406417847,500.0,3255,,,,1763260365.6407971,,,,500.0,,304410,
0.00028643221594393253,311.1487989425659,,3259,1067.0,0.0,0.001712988130748272,1763260366.143692,0.00011712749255821109,0.5661247372627258,0.00047267694026231766,,-0.043729424476623535,304896,-0.014017773792147636
0.0006984149804338813,312.33147072792053,,3272,1067.0,0.0,0.003042539581656456,1763260367.3263638,0.0001163594497484155,0.47301357984542847,0.0008489023894071579,,-0.09711480140686035,306176,-0.0003872215747833252
1525.03173828125,312.56150341033936,,3275,1067.0,0.0,0.0012715831398963928,1763260367.5563965,0.00011620583973126486,0.5627049207687378,1.6149133443832397e-05,,-8.428096771240234e-05,306432,0.0014461278915405273
0.004486416466534138,312.67610454559326,,3276,1067.0,0.0,-0.00011071283370256424,1763260367.6709976,0.00011612903472268954,0.5741279721260071,0.00015833880752325058,,-0.07863438129425049,306560,0.00199764221906662
1118.1318359375,314.45695424079895,,3296,1067.0,0.0,0.004544018767774105,1763260369.4518473,0.00011497695959405974,0.5690399408340454,0.0003775032237172127,,-0.00011348724365234375,308480,0.0008945763111114502
0.0003440981381572783,314.7967109680176,,3299,1067.0,0.0,0.004189983010292053,1763260369.791604,0.00011474654456833377,0.5960080027580261,0.0011891629546880722,,0.0919257402420044,308864,0.004108890891075134
0.0005173140671104193,318.4825406074524,,3338,1067.0,0.0,-0.0049489568918943405,1763260373.4774337,0.00011236558930249885,0.5549598336219788,0.000639893114566803,,0.1888386607170105,312832,0.00353409256786108
0.0006119133904576302,319.6671645641327,,3351,1067.0,0.0,0.0027371328324079514,1763260374.6620576,0.00011159753921674564,0.5630084276199341,0.00015630200505256653,,-0.1508098840713501,314112,0.0007079727947711945
0.00031350477365776896,320.27660393714905,,3357,1067.0,0.0,0.00046036485582590103,1763260375.271497,0.00011121351417386904,0.500749945640564,0.0001891041174530983,,0.15826070308685303,314752,-0.0024887099862098694
0.007416149601340294,320.50611567497253,,3360,1067.0,0.0,-0.017890721559524536,1763260375.5010087,0.00011105991143267602,0.5403009653091431,0.0019864868372678757,,-1.491051435470581,315008,-0.00885707139968872
0.13875526189804077,323.72774028778076,,3398,1067.0,0.001953125,-0.0035284431651234627,1763260378.7226334,0.00010898617620114237,0.4715830087661743,0.001280040480196476,,-15.681537628173828,318464,-0.011855222284793854
1083.069091796875,323.9582326412201,,3401,1067.0,0.0,-0.0012722425162792206,1763260378.9531257,0.00010883256618399173,0.4536369740962982,2.6142224669456482e-05,,0.05681264400482178,318720,-0.000338016077876091
1257.0526123046875,324.4471824169159,,3406,1067.0,0.0,0.001936410553753376,1763260379.4420755,0.00010852534614969045,0.529888927936554,0.0004973625764250755,,0.04456120729446411,319232,0.0036406293511390686
0.01963418535888195,324.56197142601013,,3407,1067.0,0.0,0.0003500990569591522,1763260379.5568645,0.00010844854114111513,0.5188366174697876,3.866851329803467e-06,,-0.4686044454574585,319360,-0.00035643577575683594
