losses/value_loss,_runtime,charts/episodic_return,_step,charts/SPS,losses/clipfrac,losses/old_approx_kl,_timestamp,charts/learning_rate,losses/entropy,losses/approx_kl,charts/episodic_length,losses/explained_variance,global_step,losses/policy_loss
,57.732755184173584,159.0,515,,,,1763260112.7276483,,,,159.0,,31906,
329.46832275390625,58.95623469352722,,530,990.0,0.0,0.0004033651202917099,1763260113.9511278,0.00028018432203680277,0.5796037912368774,7.450580596923828e-06,,0.017733097076416016,33152,-0.001895129680633545
,59.56119751930237,327.0,539,,,,1763260114.5560906,,,,327.0,,33882,
272.46051025390625,60.03588604927063,,547,993.0,0.0,0.0012290189042687416,1763260115.0307791,0.0002794930769596249,0.6073538064956665,1.4011748135089874e-05,,0.021564781665802002,34304,-6.321817636489868e-06
,60.51399636268616,87.0,555,,,,1763260115.5088894,,,,87.0,,34851,
,60.74505400657654,90.0,559,,,,1763260115.739947,,,,90.0,,35093,
365.2225646972656,61.471654653549194,,568,996.0,0.0,0.00045353081077337265,1763260116.4665477,0.00027857141685672104,0.5765044093132019,4.827044904232025e-06,,0.017231643199920654,35840,-0.00022293627262115479
,63.28263783454895,280.0,595,,,,1763260118.277531,,,,280.0,,37767,
258.47576904296875,64.58540344238281,,612,1001.0,0.0078125,-0.015046445652842522,1763260119.5802965,0.0002765744866337627,0.5237039923667908,0.002130085602402687,,0.206579327583313,39168,0.013176918029785156
56.35173797607422,64.81470584869385,,614,1002.0,0.013671875,0.01816338486969471,1763260119.809599,0.0002764208766166121,0.5273926258087158,0.010816606692969799,,0.9014149904251099,39424,-0.00034464895725250244
100.27527618408203,66.25428509712219,,630,1004.0,0.0,0.001475743018090725,1763260121.2491782,0.0002754992456175387,0.4999338984489441,1.9303523004055023e-05,,0.20580673217773438,40960,-0.001499030739068985
37.065216064453125,66.71338272094727,,636,1006.0,0.0,0.001196197234094143,1763260121.7082758,0.0002751920255832374,0.512942373752594,0.0001506330445408821,,0.9599059820175171,41472,0.0003663748502731323
80.5396728515625,67.05470323562622,,640,1007.0,0.0,0.0032369792461395264,1763260122.0495963,0.00027496161055751145,0.593505859375,0.004218649119138718,,0.953965961933136,41856,-0.043975576758384705
76.1040267944336,67.88723945617676,,650,1008.0,0.0,0.0015730801969766617,1763260122.8821325,0.0002744239754974842,0.5553610324859619,9.470991790294647e-05,,0.07300758361816406,42752,-0.0039209360256791115
92.66131591796875,69.1735520362854,,664,1010.0,0.001953125,-0.02680802159011364,1763260124.168445,0.0002735791204031557,0.5460227131843567,0.0031439345329999924,,-0.32131922245025635,44160,-0.010998513549566269
443.6822814941406,70.93947887420654,,684,1013.0,0.07421875,0.04011203348636627,1763260125.934372,0.0002724270452745259,0.554317831993103,0.013317087665200233,,-1.7635481357574463,46080,0.010162878781557083
4.3915205001831055,71.28402256965637,,689,1014.0,0.0,0.011256497353315353,1763260126.2789156,0.0002721966302487999,0.5730554461479187,0.0030626896768808365,,0.9809260368347168,46464,0.006714828312397003
46.05257797241211,72.11460709571838,,698,1015.0,0.0,-0.003518804907798767,1763260127.1095002,0.0002716589951887727,0.573099672794342,0.0002536531537771225,,0.06484007835388184,47360,-0.0008245892822742462
83.9326171875,72.53961491584778,,702,1014.0,0.0,-0.001790008507668972,1763260127.534508,0.0002714285801630467,0.5323214530944824,0.0013861628249287605,,0.8504059314727783,47744,-0.022757798433303833
,72.89253163337708,394.0,707,,,,1763260127.8874247,,,,394.0,,48148,
45.49958038330078,74.87398147583008,,729,1018.0,0.0,0.0009370548650622368,1763260129.8688745,0.0002698924799915403,0.5790775418281555,0.00014441926032304764,,-0.15034937858581543,50304,-0.00090743787586689
42.852821350097656,77.8321385383606,,757,1012.0,0.0,-0.0016700169071555138,1763260132.8270316,0.0002682795748114586,0.5453857779502869,3.066752105951309e-05,,-0.5667273998260498,52992,0.0006059110164642334
27.907241821289062,78.37295937538147,,762,1011.0,0.0,-6.264820694923401e-05,1763260133.3678524,0.0002679723547771573,0.5486228466033936,1.1900439858436584e-05,,0.005206763744354248,53504,-0.0004443749785423279
22.143522262573242,78.85409998893738,,767,1012.0,0.0,0.0014924267306923866,1763260133.848993,0.000267665134742856,0.5853329300880432,3.0032359063625336e-05,,0.48377037048339844,54016,-0.00021439045667648315
800.5682983398438,79.55578279495239,,775,1013.0,0.0,-0.0035593630746006966,1763260134.5506759,0.0002672043046914041,0.5522560477256775,0.00020473357290029526,,0.0015134215354919434,54784,0.007312413305044174
,80.75885510444641,407.0,788,,,,1763260135.7537482,,,,407.0,,56136,
494.2000427246094,81.46396827697754,,797,1015.0,0.0,9.667593985795975e-05,1763260136.4588614,0.000265975424554199,0.5179736614227295,9.789131581783295e-06,,-0.00366973876953125,56832,-0.0004084557294845581
,82.20212316513062,340.0,806,,,,1763260137.1970162,,,,340.0,,57623,
,82.91583180427551,111.0,815,,,,1763260137.9107249,,,,111.0,,58462,
251.6101837158203,87.05142331123352,,863,1020.0,0.0,0.0019024955108761787,1763260142.0463164,0.00026236558915115893,0.537411093711853,0.00047800224274396896,,0.5770466923713684,62848,0.0019910037517547607
10.056570053100586,87.88982248306274,,872,1021.0,0.0,0.004004034213721752,1763260142.8847156,0.0002618279540911317,0.4958108365535736,0.0005117813125252724,,-0.04787337779998779,63744,-0.011282358318567276
9.139339447021484,88.24836659431458,,876,1021.0,0.0,-0.0016105296090245247,1763260143.2432597,0.0002615975390654057,0.5609390735626221,1.7966143786907196e-05,,-0.002541184425354004,64128,-0.0004980023950338364
2.666389226913452,92.5395770072937,,922,1025.0,0.0,0.001670639030635357,1763260147.53447,0.0002588325587566942,0.5207690596580505,0.0001630270853638649,,-0.4659610986709595,68736,0.001378001645207405
2.135857343673706,93.22890639305115,,930,1026.0,0.0,0.003818434663116932,1763260148.2237995,0.0002583717287052423,0.5472919940948486,0.0009690308943390846,,-0.3426480293273926,69504,0.00523926317691803
1150.179443359375,93.8446753025055,,938,1026.0,0.0,0.0021842457354068756,1763260148.8395684,0.0002579877036623657,0.5240898132324219,2.6967376470565796e-05,,-0.0026246309280395508,70144,-0.00048004090785980225
2.0773212909698486,94.18317556381226,,941,1026.0,0.001953125,-0.0013544652611017227,1763260149.1780686,0.0002577572886366397,0.5440452098846436,0.003440471366047859,,-0.5316051244735718,70528,-0.006087593734264374
,94.21303534507751,500.0,942,,,,1763260149.2079284,,,,500.0,,70608,
813.0969848632812,94.79520511627197,,948,1026.0,0.0,-0.0026374487206339836,1763260149.7900982,0.0002573732635937631,0.5096156001091003,0.000290638767182827,,0.0007008910179138184,71168,-0.0013891905546188354
,96.93669939041138,400.0,974,,,,1763260151.9315925,,,,400.0,,73473,
720.427490234375,97.39645004272461,,980,1028.0,0.0,0.0004519158974289894,1763260152.391343,0.00025568355340510607,0.4621635675430298,4.041474312543869e-05,,0.08772647380828857,73984,-0.0015901625156402588
0.5337221622467041,97.89426398277283,,985,1028.0,0.0,0.0017629973590373993,1763260152.889157,0.0002553763333708048,0.538455069065094,0.0010926872491836548,,-0.9899641275405884,74496,-0.006943218410015106
1397.2501220703125,98.72417736053467,,995,1029.0,0.0,-0.008591878227889538,1763260153.7190704,0.00025483869831077754,0.5357153415679932,0.0002801520749926567,,0.005761861801147461,75392,-0.0002656877040863037
0.5558789372444153,98.9663553237915,,997,1029.0,0.001953125,-0.004487358033657074,1763260153.9612484,0.0002546850882936269,0.499445378780365,0.0006125010550022125,,-0.586591362953186,75648,-0.014661118388175964
538.4136352539062,100.59684085845947,,1015,1031.0,0.0,0.005501524545252323,1763260155.591734,0.0002536098181735724,0.478937566280365,0.0007143942639231682,,2.4616718292236328e-05,77440,0.00213826447725296
595.244140625,101.08917307853699,,1020,1031.0,0.0,-0.00037337373942136765,1763260156.0840662,0.00025330259813927114,0.4904475808143616,4.455354064702988e-05,,0.00025326013565063477,77952,-0.0030956342816352844
0.0006991453701630235,102.14916586875916,,1031,1031.0,0.0234375,-0.011180952191352844,1763260157.144059,0.00025261135306209326,0.47315725684165955,0.007670233026146889,,0.03225743770599365,79104,-0.005411040037870407
0.009031028486788273,103.92306590080261,,1050,1033.0,0.0,0.023327793926000595,1763260158.917959,0.0002514593070372939,0.35023409128189087,0.0033996067941188812,,-1.643817663192749,81024,-0.011092223227024078
,104.19275093078613,500.0,1053,,,,1763260159.187644,,,,500.0,,81341,
,104.64784979820251,500.0,1058,,,,1763260159.6427429,,,,500.0,,81841,
1617.7052001953125,106.99022722244263,,1083,1035.0,0.0,-0.0013952581211924553,1763260161.9851203,0.0002494623768143356,0.2639593780040741,7.844530045986176e-06,,3.421306610107422e-05,84352,-0.0005615353584289551
0.0004465047095436603,107.82885193824768,,1091,1035.0,0.0,0.0020855972543358803,1763260162.823745,0.00024892474175430834,0.33748847246170044,0.0005342988297343254,,-3.4036593437194824,85248,-0.0019493401050567627
0.0004763095930684358,109.28848910331726,,1106,1035.0,0.0,-0.005909421481192112,1763260164.2833822,0.0002480030816514045,0.33388835191726685,0.0003873957321047783,,-0.5189666748046875,86784,-0.0006753206253051758
604.0537719726562,110.3516457080841,,1118,1036.0,0.0,-0.003866700455546379,1763260165.3465388,0.0002473118365742266,0.26858049631118774,7.019937038421631e-05,,-0.0006134510040283203,87936,-0.0023897644132375717
0.0029500178061425686,111.03931999206543,,1125,1036.0,0.0,-0.0033543650060892105,1763260166.034213,0.0002468510065227747,0.30489981174468994,0.001042339950799942,,-0.11683785915374756,88704,-0.0045074522495269775
0.00866370927542448,111.76846528053284,,1133,1037.0,0.0,7.068924605846405e-05,1763260166.7633584,0.0002463901764713228,0.3544650673866272,0.00027272477746009827,,0.21384942531585693,89472,0.00644882395863533
5.337804395821877e-05,112.94589495658875,,1145,1037.0,0.0,-0.001011427491903305,1763260167.940788,0.00024562212638556957,0.40911492705345154,0.00038174912333488464,,0.7544018030166626,90752,-0.006973087787628174
0.0013317940756678581,114.73955202102661,,1164,1038.0,0.0,0.0067449938505887985,1763260169.734445,0.00024447005125693977,0.3769422471523285,0.0005684532225131989,,-0.30001306533813477,92672,0.007001666352152824
0.000939352554269135,114.85319352149963,,1165,1038.0,0.0,-0.00041240453720092773,1763260169.8480866,0.00024439324624836445,0.35376137495040894,0.00012277811765670776,,-3.2913074493408203,92800,-0.004015117883682251
718.0496826171875,115.46805095672607,,1172,1038.0,0.0,4.24971804022789e-05,1763260170.462944,0.00024400922120548785,0.3758305013179779,0.0002008425071835518,,0.0009802579879760742,93440,-0.0001413598656654358
,116.31824803352356,500.0,1181,,,,1763260171.313141,,,,500.0,,94341,
1175.6754150390625,116.80940985679626,,1186,1038.0,0.0,0.002555403858423233,1763260171.804303,0.00024316436611115932,0.41880834102630615,8.449144661426544e-05,,0.005963623523712158,94848,-0.0006540268659591675
0.004167850129306316,117.87496376037598,,1197,1039.0,0.0,-0.0005978811532258987,1763260172.8698568,0.00024247312103398144,0.47414106130599976,0.00022612884640693665,,-0.5391478538513184,96000,0.0007515102624893188
0.0032944418489933014,119.39932680130005,,1213,1040.0,0.0,0.010078114457428455,1763260174.3942199,0.00024147465592250228,0.3490653336048126,0.0003262897953391075,,-3.321138381958008,97664,-6.665289402008057e-05
,119.53275322914124,500.0,1215,,,,1763260174.5276463,,,,500.0,,97841,
620.1720581054688,120.57703495025635,,1226,1040.0,0.0,0.000853266566991806,1763260175.571928,0.00024070660583674908,0.35037147998809814,2.3990869522094727e-05,,-0.00016391277313232422,98944,-0.0006886124610900879
,120.96462440490723,500.0,1230,,,,1763260175.9595175,,,,500.0,,99341,
0.00018311850726604462,121.41455698013306,,1234,1040.0,0.0,0.001886814832687378,1763260176.40945,0.00024016897077672184,0.3335552215576172,0.0007739681750535965,,0.36802124977111816,99840,0.007724195718765259
933.1795043945312,122.36547493934631,,1245,1041.0,0.0,0.0035395342856645584,1763260177.360368,0.00023955453070811927,0.3031761646270752,0.0006740149110555649,,0.00034803152084350586,100864,0.0014979392290115356
,123.23594427108765,500.0,1254,,,,1763260178.2308373,,,,500.0,,101841,
0.007071116007864475,124.84351682662964,,1271,1042.0,0.0,0.0003279000520706177,1763260179.83841,0.00023794162552803755,0.2941800355911255,1.2733042240142822e-05,,-0.0005879402160644531,103552,-0.001894286833703518
1067.82861328125,127.47284364700317,,1299,1043.0,0.0,-0.0037333695217967033,1763260182.4677367,0.0002362519153393805,0.29058822989463806,0.000325850211083889,,0.0004088878631591797,106368,0.0005036666989326477
291.3590393066406,131.2916543483734,,1339,1044.0,0.0,0.006279426626861095,1763260186.2865474,0.00023379416961688548,0.3379620611667633,0.0011002207174897194,,0.0002868771553039551,110464,0.008403409272432327
0.003153157653287053,131.40793633460999,,1340,1044.0,0.0,0.0015691760927438736,1763260186.4028294,0.00023371736460831016,0.33370935916900635,0.0008430108428001404,,-0.07018148899078369,110592,0.0029121190309524536
0.009017473086714745,132.21067595481873,,1349,1044.0,0.0,-0.0006293980404734612,1763260187.205569,0.00023317972954828292,0.3284395635128021,5.9711746871471405e-05,,-0.023479223251342773,111488,-0.0027996785938739777
1077.51611328125,133.54202818870544,,1363,1044.0,0.0,-0.0009176004678010941,1763260188.5369213,0.0002323348744539544,0.3841426968574524,0.0006094928830862045,,0.00010460615158081055,112896,-0.0014289021492004395
0.0005470144096761942,133.76962995529175,,1365,1045.0,0.001953125,-0.00689848605543375,1763260188.764523,0.00023218126443680376,0.39926642179489136,0.0006581684574484825,,-0.3012958765029907,113152,-0.0005499441176652908
0.0010337427956983447,134.22658467292786,,1370,1045.0,0.0,-2.8032809495925903e-06,1763260189.2214777,0.00023187404440250248,0.3746548295021057,0.00014860555529594421,,-0.04776179790496826,113664,0.0004770606756210327
0.0016398524167016149,135.17950320243835,,1380,1045.0,0.013671875,-0.025034485384821892,1763260190.1743963,0.00023125960433389992,0.37308770418167114,0.004170972853899002,,-0.05931448936462402,114688,-0.005017371848225594
0.00024808745365589857,135.29405283927917,,1381,1045.0,0.0,-0.006880111061036587,1763260190.288946,0.0002311827993253246,0.3571283221244812,0.002161717973649502,,0.17158466577529907,114816,-0.008211394771933556
518.5198364257812,135.90545177459717,,1388,1045.0,0.0,-0.0018227333202958107,1763260190.9003448,0.000230798774282448,0.3705294728279114,0.0012680431827902794,,-0.00012445449829101562,115456,0.0035529695451259613
0.00020311753905843943,136.6255280971527,,1395,1045.0,0.001953125,-0.014960702508687973,1763260191.6204212,0.00023033794423099607,0.31660890579223633,0.001312457025051117,,-0.9445412158966064,116224,0.0228654146194458
0.000784165458753705,136.97066617012024,,1399,1046.0,0.001953125,0.011307439766824245,1763260191.9655592,0.0002301075292052701,0.38628846406936646,0.001139678992331028,,0.001362442970275879,116608,-0.002172136679291725
0.00025909108808264136,137.57846236228943,,1405,1046.0,0.009765625,0.0023095067590475082,1763260192.5733554,0.0002297235041623935,0.3558458387851715,0.0017421022057533264,,0.0017667412757873535,117248,-0.012268193066120148
570.3766479492188,140.05603218078613,,1432,1046.0,0.0,-0.002744920551776886,1763260195.0509253,0.00022811059898231179,0.4280551075935364,0.0003085695207118988,,4.011392593383789e-05,119936,-0.005742207169532776
0.007001800462603569,140.16969084739685,,1433,1046.0,0.0,0.005120392888784409,1763260195.164584,0.00022803379397373646,0.3021914064884186,0.0005373358726501465,,0.08690148591995239,120064,-0.0006772773340344429
,142.2224555015564,500.0,1455,,,,1763260197.2173486,,,,500.0,,122341,
935.3085327148438,142.3023600578308,,1456,1047.0,0.0,0.006697892211377621,1763260197.2972531,0.0002266513038193807,0.44328761100769043,0.00020602624863386154,,-5.543231964111328e-05,122368,-0.0002527274191379547
0.0057822116650640965,142.41604590415955,,1457,1047.0,0.0,0.0002926485612988472,1763260197.410939,0.00022657449881080538,0.4139999747276306,0.00018428917974233627,,-0.13601160049438477,122496,-0.001224428415298462
,147.79408836364746,500.0,1514,,,,1763260202.7889814,,,,500.0,,128341,
0.006592102348804474,148.4885642528534,,1521,1049.0,0.0,-0.0005277758464217186,1763260203.4834573,0.00022265744337346405,0.49718794226646423,2.7009285986423492e-05,,0.04159426689147949,129024,-3.0115246772766113e-05
976.822509765625,148.8335633277893,,1525,1049.0,0.0,-0.001866091974079609,1763260203.8284564,0.0002224270283477381,0.4318629801273346,0.0004217950627207756,,0.000209808349609375,129408,-0.007412884384393692
0.000979993143118918,149.09704422950745,,1527,1049.0,0.0,0.0006004543974995613,1763260204.0919373,0.00022227341833058745,0.5297536849975586,0.0002278769388794899,,0.0648566484451294,129664,-0.003254946321249008
,149.23038291931152,500.0,1529,,,,1763260204.225276,,,,500.0,,129841,
,149.68425846099854,500.0,1534,,,,1763260204.6791515,,,,500.0,,130341,
0.006897307001054287,149.89971685409546,,1536,1049.0,0.0,0.0010252613574266434,1763260204.89461,0.00022173579782247543,0.5391367077827454,0.00020986981689929962,,0.1456049680709839,130560,0.0008524730801582336
0.00024150258104782552,150.62125754356384,,1543,1049.0,0.001953125,0.004156341776251793,1763260205.6161506,0.0002212749677710235,0.45519688725471497,0.0023856014013290405,,0.22886741161346436,131328,-0.00042862072587013245
287.4609680175781,150.74058985710144,,1545,1049.0,0.0,-0.003617197275161743,1763260205.735483,0.0002211981627624482,0.513005793094635,0.0004234239459037781,,2.0325183868408203e-05,131456,0.0029946118593215942
0.007740965113043785,150.85489225387573,,1546,1049.0,0.0,0.004527711309492588,1763260205.8497853,0.00022112135775387287,0.5052485466003418,0.0016086725518107414,,-0.1682577133178711,131584,-0.0052260588854551315
,151.95722007751465,500.0,1558,,,,1763260206.9521132,,,,500.0,,132841,
1249.671630859375,152.0354106426239,,1559,1049.0,0.0,0.004564803093671799,1763260207.0303037,0.00022035330766811967,0.3690762519836426,0.00027831271290779114,,0.00010138750076293945,132864,-0.006321076303720474
,152.45423221588135,500.0,1563,,,,1763260207.4491253,,,,500.0,,133341,
0.0010328679345548153,152.76753401756287,,1566,1049.0,0.0,-0.0003186604008078575,1763260207.762427,0.00021989247761666775,0.3778172433376312,0.00014592986553907394,,-0.04455876350402832,133632,0.004382334649562836
,154.8004081249237,500.0,1588,,,,1763260209.7953012,,,,500.0,,135841,
519.5513305664062,154.90494060516357,,1589,1050.0,0.0,0.005884282290935516,1763260209.8998337,0.00021850998746231198,0.4117799997329712,0.001654893159866333,,-0.00020551681518554688,135936,0.012151449918746948
0.00047616977826692164,155.74077606201172,,1597,1050.0,0.0,0.00016293954104185104,1763260210.7356691,0.00021797235240228474,0.39579224586486816,0.00014278758317232132,,-0.0659170150756836,136832,0.0024359412491321564
,156.6177372932434,500.0,1607,,,,1763260211.6126304,,,,500.0,,137841,
0.0076981643214821815,156.8098804950714,,1609,1050.0,0.0,0.0014833901077508926,1763260211.8047736,0.00021728110732510686,0.41137486696243286,0.00014652498066425323,,-0.14004528522491455,137984,-0.0005844086408615112
0.0013989830622449517,156.9231140613556,,1610,1050.0,0.005859375,0.019716158509254456,1763260211.9180071,0.00021720430231653154,0.423805296421051,0.004235150292515755,,-0.2722508907318115,138112,-0.012718472629785538
,157.0723991394043,500.0,1612,,,,1763260212.0672922,,,,500.0,,138341,
0.00010775367263704538,158.4794099330902,,1626,1051.0,0.013671875,-0.028818631544709206,1763260213.474303,0.00021620583720505238,0.42858365178108215,0.005283915437757969,,0.5759544372558594,139776,-0.017243973910808563
449.5468444824219,159.54894089698792,,1638,1051.0,0.0,-0.00036469846963882446,1763260214.543834,0.0002155145921278745,0.36289241909980774,0.0005572549998760223,,2.4139881134033203e-05,140928,0.0003948640078306198
1094.438232421875,164.21665787696838,,1687,1051.0,0.0,-0.0003737257793545723,1763260219.211551,0.000212519196793437,0.41505110263824463,0.000326317735016346,,-0.00019407272338867188,145920,0.006614770740270615
0.0077953096479177475,168.4922821521759,,1732,1052.0,0.0,-0.015080934390425682,1763260223.4871752,0.0002097542310366407,0.41171976923942566,0.0015177046880126,,0.1364070177078247,150528,0.008205395191907883
,169.68212699890137,500.0,1745,,,,1763260224.67702,,,,500.0,,151841,
0.0007387935183942318,170.5037715435028,,1753,1053.0,0.005859375,0.011419473215937614,1763260225.4986646,0.00020844854589086026,0.375957190990448,0.0015728436410427094,,0.019064128398895264,152704,-0.00667957216501236
0.0003132239216938615,170.61773872375488,,1754,1053.0,0.00390625,-0.008262168616056442,1763260225.6126318,0.00020837174088228494,0.46614354848861694,0.0025801882147789,,-0.11584460735321045,152832,-2.1979212760925293e-07
1395.60888671875,171.5750699043274,,1765,1053.0,0.0,0.0033760443329811096,1763260226.569963,0.00020775730081368238,0.47191962599754333,5.355849862098694e-05,,-0.00015306472778320312,153856,-0.001004895195364952
0.0004914774326607585,171.9161732196808,,1768,1053.0,0.001953125,-0.00229810643941164,1763260226.9110663,0.00020752688578795642,0.543048083782196,0.0006976323202252388,,-0.04078781604766846,154240,0.00048428773880004883
0.0007068142294883728,172.75939631462097,,1777,1053.0,0.0,0.008876819163560867,1763260227.7542894,0.00020698925072792917,0.53056800365448,0.0006757974624633789,,-0.029087543487548828,155136,-0.011911891400814056
,176.5963580608368,500.0,1818,,,,1763260231.5912511,,,,500.0,,159341,
,177.05314207077026,500.0,1823,,,,1763260232.0480351,,,,500.0,,159841,
0.0014960953267291188,179.76495909690857,,1851,1054.0,0.0078125,0.01334880106151104,1763260234.7598522,0.00020245775522198528,0.5622974634170532,0.002041911706328392,,-0.09473693370819092,162688,-0.012473329901695251
