charts/SPS,losses/clipfrac,_runtime,charts/episodic_return,_step,charts/learning_rate,_timestamp,losses/policy_loss,losses/old_approx_kl,losses/explained_variance,losses/entropy,losses/approx_kl,global_step,charts/episodic_length,losses/value_loss
1082.0,0.0,170.41134595870972,,1765,0.00020622120064217597,1763260225.57763,0.0016687046736478806,0.0030392445623874664,0.6287899017333984,0.4726943075656891,0.00021081045269966125,156416,,0.0022610046435147524
1082.0,0.0,170.63864517211914,,1768,0.00020606759062502533,1763260225.8049293,0.0024156756699085236,-0.0018785502761602402,0.4061964154243469,0.43756866455078125,0.00040159188210964203,156672,,0.0009364086436107755
1082.0,0.0,171.45852708816528,,1777,0.0002055299555649981,1763260226.6248112,0.0005779750645160675,-0.002562682144343853,0.0008420348167419434,0.48773786425590515,0.0006751054897904396,157568,,943.0794677734375
1083.0,0.0,175.27892446517944,,1818,0.00020299539028201252,1763260230.4452085,0.003148343414068222,0.0065012406557798386,0.3243207335472107,0.43150436878204346,0.00025301985442638397,161792,,0.000766637793276459
1082.0,0.0,175.76514196395874,,1823,0.00020268817024771124,1763260230.931426,-0.023819182068109512,-0.002765634097158909,-0.027199149131774902,0.46853455901145935,0.0020056096836924553,162304,,0.001077241380698979
1083.0,0.0,178.32219123840332,,1851,0.0002009984600590542,1763260233.4884753,0.00292070209980011,0.000638042576611042,0.000253140926361084,0.3748013377189636,0.00033482257276773453,165120,,346.6528015136719
1083.0,0.0,178.80184149742126,,1856,0.00020069124002475291,1763260233.9681256,0.004560932517051697,-0.003328121267259121,1.6868114471435547e-05,0.3927929997444153,0.000305776484310627,165632,,630.343994140625
1083.0,0.0,179.9609169960022,,1868,0.0001999231899389997,1763260235.127201,-0.0017147157341241837,0.0004838155582547188,0.07951909303665161,0.4258609414100647,0.00019552279263734818,166912,,0.0004413967835716903
1083.0,0.0,180.4086766242981,,1873,0.00019961596990469843,1763260235.5749607,-0.010292761027812958,-0.009608405642211437,-0.23678290843963623,0.4362573027610779,0.001248232088983059,167424,,0.00016660871915519238
1083.0,0.0,180.77173018455505,,1877,0.00019938555487897247,1763260235.9380143,0.0028532687574625015,-0.002430255524814129,-0.02257847785949707,0.36341938376426697,0.00010743085294961929,167808,,0.0009753089398145676
1083.0,0.0,181.5852665901184,,1886,0.00019884791981894523,1763260236.7515507,0.0010657161474227905,0.0036778217181563377,-0.153303861618042,0.4150571823120117,0.00010359566658735275,168704,,0.0053596505895257
1083.0,0.0,182.40211725234985,,1895,0.000198310284758918,1763260237.5684013,0.00030870549380779266,-0.0011456180363893509,0.0001252293586730957,0.3513462245464325,0.0003498401492834091,169600,,1143.10986328125
1083.0,0.015625,183.22258520126343,,1903,0.00019777266425080597,1763260238.3888693,0.010910473763942719,-0.014240552671253681,-0.06254160404205322,0.4049761891365051,0.0036800941452383995,170496,,0.0001251466164831072
1083.0,0.0,183.4475657939911,,1906,0.00019761905423365533,1763260238.6138499,-0.007675245404243469,0.0016906112432479858,-0.015187859535217285,0.4243791997432709,0.0005511399358510971,170752,,0.005843911319971085
,,184.53330302238464,500.0,1918,,1763260239.699587,,,,,,172025,500.0,
1083.0,0.0,184.7147707939148,,1920,0.0001967741991393268,1763260239.8810549,0.0003414824604988098,0.006774085573852062,0.19053441286087036,0.41508638858795166,0.00029494892805814743,172160,,0.005763779394328594
1084.0,0.0,187.0658814907074,,1945,0.0001952380989678204,1763260242.2321656,-0.0027821101248264313,0.0022690799087285995,-0.010622859001159668,0.4240443706512451,0.00023887865245342255,174720,,0.00509243831038475
1084.0,0.0,188.33150815963745,,1959,0.00019439324387349188,1763260243.4977922,0.0009803995490074158,-0.00038225390017032623,3.2842159271240234e-05,0.3919832408428192,0.00010017119348049164,176128,,445.40020751953125
1084.0,0.0,189.59927535057068,,1973,0.00019354838877916336,1763260244.7655594,-0.008685547858476639,0.009274139069020748,-0.00040161609649658203,0.33437585830688477,0.0005334289744496346,177536,,1204.520263671875
1084.0,0.0,190.7533528804779,,1985,0.00019278033869341016,1763260245.919637,0.005390442907810211,-0.0007062293589115143,0.13563430309295654,0.40927746891975403,0.0003233831375837326,178816,,0.0007720838766545057
1084.0,0.0,191.34989595413208,,1991,0.00019239631365053356,1763260246.51618,-0.0007063029333949089,0.0026093507185578346,0.14392858743667603,0.34601736068725586,0.00038192514330148697,179456,,0.00020912618492729962
,,192.29724097251892,500.0,2002,,1763260247.463525,,,,,,180525,500.0,
,,192.74162793159485,500.0,2007,,1763260247.907912,,,,,,181025,500.0,
1084.0,0.0,193.66183257102966,,2016,0.00019086021347902715,1763260248.8281167,0.004700127989053726,0.000540577806532383,-0.12697148323059082,0.4956887364387512,0.0006827795878052711,182016,,0.00035005234531126916
1084.0,0.0,193.88629364967346,,2019,0.0001907066034618765,1763260249.0525777,-0.019776880741119385,0.005538903176784515,-0.14188754558563232,0.37456199526786804,0.0006448253989219666,182272,,0.0025829379446804523
1084.0,0.0,194.3678741455078,,2024,0.00019039938342757523,1763260249.5341582,0.0015976876020431519,-0.0004614954814314842,0.023843586444854736,0.5183707475662231,0.00023862998932600021,182784,,0.0010431729024276137
1084.0,0.0,194.59253478050232,,2027,0.0001902457734104246,1763260249.7588189,0.004257962107658386,-0.00810285285115242,-1.1920928955078125e-07,0.45194920897483826,0.00038604438304901123,183040,,1632.708984375
1085.0,0.0,194.81619262695312,,2029,0.00019009216339327395,1763260249.9824767,-0.0018020644783973694,-0.0007328130304813385,-0.02697765827178955,0.43572261929512024,2.2241845726966858e-05,183296,,0.0009028407512232661
1085.0,0.0,195.26719737052917,,2034,0.00018978494335897267,1763260250.4334815,-0.018538814038038254,0.011662725359201431,0.138441264629364,0.44732406735420227,0.0021922700107097626,183808,,0.0007735243998467922
1085.0,0.0,196.31066751480103,,2045,0.0001890936982817948,1763260251.4769516,-0.0058760978281497955,-0.005403464660048485,0.07238686084747314,0.4512166976928711,0.0006528664380311966,184960,,0.0001483074447605759
,,196.81619834899902,500.0,2051,,1763260251.9824824,,,,,,185525,500.0,
1085.0,0.0,196.90908813476562,,2052,0.00018870967323891819,1763260252.0753722,-0.0006685927510261536,0.0035019023343920708,4.565715789794922e-05,0.5176677703857422,0.00013537798076868057,185600,,846.6275024414062
1085.0,0.0,198.66110563278198,,2070,0.00018755759811028838,1763260253.8273897,-0.00356944277882576,-0.0005691330879926682,-0.02739083766937256,0.5737929940223694,0.00019455328583717346,187520,,0.00016032128769438714
1085.0,0.0,199.11383962631226,,2076,0.0001872503780759871,1763260254.2801237,0.0021735522896051407,0.002103096805512905,3.874301910400391e-06,0.5300537347793579,0.00011067371815443039,188032,,954.3131103515625
1085.0,0.00390625,200.757071018219,,2093,0.00018617510795593262,1763260255.923355,-0.01979701593518257,0.006136502139270306,-0.12215948104858398,0.5701345801353455,0.0016817627474665642,189824,,0.0006006961339153349
1085.0,0.0,200.86932063102722,,2094,0.00018609831749927253,1763260256.0356047,0.0016229934990406036,-0.001962968148291111,0.06365931034088135,0.5043486952781677,0.00038140174001455307,189952,,0.00017099195974878967
1085.0,0.0,202.95982217788696,,2117,0.00018471582734491676,1763260258.1261063,-0.0020292960107326508,-0.00015619304031133652,0.22765403985977173,0.546257734298706,0.00014449935406446457,192256,,0.0036666153464466333
1085.0,0.001953125,205.16237998008728,,2141,0.00018325653218198568,1763260260.328664,-0.010108515620231628,-0.0028869984671473503,0.10853171348571777,0.5393173098564148,0.0022604307159781456,194688,,0.00031718850368633866
1086.0,0.0,205.60743689537048,,2146,0.0001829493121476844,1763260260.773721,0.01007402129471302,0.005715223960578442,-1.5727064609527588,0.557363748550415,0.000653817318379879,195200,,0.0005700761103071272
,,205.62716150283813,500.0,2147,,1763260260.7934456,,,,,,195247,500.0,
1086.0,0.0,205.7199420928955,,2148,0.00018287250713910908,1763260260.8862262,0.0005235224962234497,0.0020831217989325523,-1.5616416931152344e-05,0.6313722729682922,5.097966641187668e-05,195328,,822.8181762695312
1086.0,0.0,206.42598009109497,,2155,0.00018241167708765715,1763260261.5922642,0.00019724294543266296,-0.001992393285036087,0.03686249256134033,0.5806030631065369,0.00012837722897529602,196096,,0.0008862644899636507
1086.0,0.0,207.94811487197876,,2172,0.000181413211976178,1763260263.114399,0.004713930189609528,-0.0022423826158046722,0.0002738833427429199,0.534539520740509,0.0002356991171836853,197760,,1137.2325439453125
1086.0,0.0,209.10918736457825,,2185,0.0001806451618904248,1763260264.2754714,0.00022421590983867645,-0.0003300923854112625,0.027017593383789062,0.5610811114311218,1.0710209608078003e-06,199040,,0.003966395743191242
1086.0,0.0,209.78103637695312,,2192,0.00018018433183897287,1763260264.9473205,-0.0003509633243083954,0.007041646167635918,0.09674543142318726,0.560594916343689,0.0001427978277206421,199808,,0.00020044318807777017
,,210.26651406288147,500.0,2198,,1763260265.4327981,,,,,,200324,500.0,
1086.0,0.0,210.37663221359253,,2199,0.00017980030679609627,1763260265.5429163,-4.771724343299866e-05,0.0009586066007614136,-6.818771362304688e-05,0.515291690826416,1.3375654816627502e-05,200448,,0.009160269983112812
1086.0,0.0,211.52917504310608,,2211,0.00017903225671034306,1763260266.6954591,0.005963511765003204,-0.007352951914072037,-0.24004113674163818,0.5376390814781189,0.0003317296504974365,201728,,0.00015553637058474123
1086.0,0.0,211.75438570976257,,2214,0.00017887864669319242,1763260266.9206698,-0.0032351315021514893,0.001617557369172573,-0.026363730430603027,0.48708829283714294,0.0003367168828845024,201984,,0.004044155590236187
1086.0,0.0,212.35061049461365,,2220,0.00017849462165031582,1763260267.5168946,-0.003262680023908615,0.0028885547071695328,0.04464232921600342,0.49542397260665894,0.00018310360610485077,202624,,0.0006594422738999128
1086.0,0.0,212.57764434814453,,2223,0.00017834101163316518,1763260267.7439284,0.001853853464126587,-0.0043409038335084915,5.40614128112793e-05,0.5349380373954773,3.888644278049469e-05,202880,,1342.0108642578125
1086.0,0.0,212.80001735687256,,2225,0.00017818740161601454,1763260267.9663014,0.0018531382083892822,-0.0017260275781154633,-0.007664084434509277,0.5349663496017456,0.00010225176811218262,203136,,0.0004666260501835495
1086.0,0.0,212.9102442264557,,2226,0.00017811059660743922,1763260268.0765283,-0.002667456865310669,0.003657394088804722,0.05401289463043213,0.5213173627853394,0.00035677384585142136,203264,,0.00016291363863274455
,,212.93302035331726,500.0,2227,,1763260268.0993044,,,,,,203324,500.0,
1086.0,0.0,213.44649577140808,,2231,0.00017780337657313794,1763260268.6127799,-0.005682321265339851,0.011203092522919178,-0.2069399356842041,0.49334511160850525,0.000950436107814312,203776,,0.00022896166774444282
1086.0,0.0,213.7845618724823,,2235,0.00017757296154741198,1763260268.950846,-0.002840939909219742,0.0011181626468896866,-0.03688085079193115,0.49881523847579956,9.738467633724213e-05,204160,,0.0006042156019248068
1086.0,0.0,214.38073015213013,,2241,0.00017718893650453538,1763260269.5470142,-0.004350185394287109,0.005938083864748478,0.010083019733428955,0.47816964983940125,0.00029079150408506393,204800,,0.00017909683811012655
1086.0,0.0,214.94292187690735,,2248,0.00017680491146165878,1763260270.109206,-0.0016038138419389725,0.0030178306624293327,-0.0001653432846069336,0.4797143340110779,0.00024456437677145004,205440,,123.51756286621094
1086.0,0.0,215.1673231124878,,2250,0.00017665130144450814,1763260270.3336072,0.002240702509880066,-0.0031719477847218513,-0.2094416618347168,0.46525850892066956,0.000233539380133152,205696,,0.0006688669673167169
1086.0,0.0,215.53926825523376,,2253,0.00017642088641878217,1763260270.7055523,-0.006592953577637672,-0.004109841771423817,-0.16762089729309082,0.4984216094017029,0.0002907188609242439,206080,,0.0011067120358347893
1086.0,0.0,217.24848532676697,,2272,0.00017526881129015237,1763260272.4147694,-0.003057703375816345,-0.0006636949256062508,-0.0042231082916259766,0.5295977592468262,5.670171231031418e-05,208000,,0.00339701771736145
,,217.97610473632812,500.0,2280,,1763260273.1423888,,,,,,208824,500.0,
,,219.33499598503113,500.0,2295,,1763260274.50128,,,,,,210324,500.0,
1087.0,0.0,219.70167088508606,,2298,0.00017365592066198587,1763260274.867955,0.0020487532019615173,0.004367852583527565,-0.03511691093444824,0.4997187554836273,0.00036651454865932465,210688,,0.0007714445819146931
1087.0,0.0,220.7472219467163,,2310,0.000172964675584808,1763260275.913506,0.0017541758716106415,-0.001972752623260021,-3.254413604736328e-05,0.5006954669952393,2.3844651877880096e-05,211840,,1235.44921875
1087.0,0.0,220.9691481590271,,2312,0.00017281106556765735,1763260276.1354322,0.002635970711708069,0.0014320751652121544,0.1322994828224182,0.510531485080719,0.00024276133626699448,212096,,0.0005748426192440093
1087.0,0.0,221.530668258667,,2318,0.00017242704052478075,1763260276.6969523,-0.010246988385915756,0.014683105982840061,-0.7797232866287231,0.4991171956062317,0.0006349692121148109,212736,,0.0003019919968210161
1087.0,0.0,221.90918469429016,,2322,0.0001721966254990548,1763260277.0754688,-0.0033177360892295837,0.017437323927879333,-0.016322970390319824,0.5031958818435669,0.0024231383576989174,213120,,0.0008473671623505652
,,222.05206656455994,500.0,2324,,1763260277.2183506,,,,,,213324,500.0,
,,222.4979727268219,500.0,2329,,1763260277.6642568,,,,,,213824,500.0,
,,223.42619061470032,500.0,2339,,1763260278.5924747,,,,,,214824,500.0,
1087.0,0.0,223.89667129516602,,2343,0.00017089094035327435,1763260279.0629554,-0.01201833039522171,-0.002659154124557972,0.05787360668182373,0.5192381739616394,0.0010989168658852577,215296,,0.0001333489635726437
1087.0,0.0,224.34337496757507,,2348,0.00017058372031897306,1763260279.509659,-0.0035425834357738495,-0.0005110045894980431,-0.1289825439453125,0.5570887327194214,0.0003039715811610222,215808,,0.00017912135808728635
,,224.8320381641388,500.0,2354,,1763260279.9983222,,,,,,216324,500.0,
,,225.653795003891,500.0,2363,,1763260280.820079,,,,,,217324,500.0,
1087.0,0.0,228.0962302684784,,2389,0.00016812596004456282,1763260283.2625144,-0.003976538777351379,-0.005468565039336681,-0.06219625473022461,0.5775201916694641,0.0003298567607998848,219904,,0.00013717819820158184
1087.0,0.0,228.54644560813904,,2394,0.00016781874001026154,1763260283.7127297,-0.0015553832054138184,3.333482891321182e-05,-0.060723185539245605,0.5599303245544434,0.0011044805869460106,220416,,0.0002232771075796336
1087.0,0.0,231.01584887504578,,2426,0.0001662058348301798,1763260286.182133,-0.0004938393831253052,0.00024063512682914734,0.00014466047286987305,0.6032020449638367,5.241483449935913e-06,223104,,1294.29248046875
1087.0,0.0,231.24617290496826,,2430,0.00016605222481302917,1763260286.412457,-0.0009824484586715698,0.0011323075741529465,-2.8133392333984375e-05,0.5800045132637024,4.290230572223663e-05,223360,,1663.837890625
,,232.95193576812744,500.0,2449,,1763260288.1182199,,,,,,225290,500.0,
,,234.40281867980957,500.0,2465,,1763260289.5691028,,,,,,226859,500.0,
1088.0,0.0,236.8130829334259,,2491,0.0001623655844014138,1763260291.979367,-0.00033602118492126465,-0.000669507309794426,-0.0729440450668335,0.5126850008964539,2.0716339349746704e-05,229504,,0.00404446292668581
1088.0,0.0,237.03643584251404,,2493,0.00016221197438426316,1763260292.20272,0.0015456564724445343,0.0014921268448233604,-0.3806145191192627,0.6016525030136108,2.3686327040195465e-05,229760,,0.00022599684598390013
1088.0,0.0,238.1962411403656,,2506,0.00016144393885042518,1763260293.3625252,0.0006525889039039612,-0.0011312644928693771,0.19227534532546997,0.6148852705955505,0.0005753934383392334,231040,,0.004123200662434101
,,238.92238807678223,500.0,2514,,1763260294.0886722,,,,,,231859,500.0,
1088.0,0.0,239.01591420173645,,2515,0.00016090630379039794,1763260294.1821983,-0.0004935823380947113,-0.0007180310785770416,-0.0002783536911010742,0.5355327725410461,0.00024575553834438324,231936,,729.603515625
1088.0,0.0,239.5032184123993,,2520,0.00016059908375609666,1763260294.6695025,0.0026914402842521667,-0.0007410347461700439,0.00010836124420166016,0.5692279934883118,4.2576342821121216e-05,232448,,811.3671875
1088.0,0.0,240.7762589454651,,2533,0.00015975422866176814,1763260295.942543,-0.006740869954228401,4.858244210481644e-05,0.007455766201019287,0.6176904439926147,0.0006842156872153282,233856,,0.00013692387437913567
1088.0,0.0,241.33933448791504,,2540,0.00015937020361889154,1763260296.5056186,-0.004052359610795975,0.0063574183732271194,-0.08551692962646484,0.5529547333717346,0.00037778913974761963,234496,,0.003551425412297249
1088.0,0.0,242.04610323905945,,2547,0.00015890937356743962,1763260297.2123873,0.005626112222671509,-0.0023700445890426636,-0.3355519771575928,0.5706034898757935,0.0006063487380743027,235264,,0.0001773158146534115
1088.0,0.0,244.14087653160095,,2570,0.00015752688341308385,1763260299.3071606,-0.00043981149792671204,0.0008191661909222603,-0.061229825019836426,0.5012462735176086,1.0899268090724945e-05,237568,,0.00486424844712019
1088.0,0.0,244.25270771980286,,2571,0.00015745007840450853,1763260299.4189918,-0.008331287652254105,-0.0047536930069327354,0.026706993579864502,0.5349622964859009,0.0005151750519871712,237696,,0.0005018428200855851
1088.0,0.0,244.74077820777893,,2576,0.00015714285837020725,1763260299.9070623,-5.0885602831840515e-05,0.001394147053360939,-0.017302751541137695,0.48731833696365356,0.00045717135071754456,238208,,0.0005440464010462165
1088.0,0.0,244.85298085212708,,2577,0.00015706605336163193,1763260300.019265,-0.0010811388492584229,0.002166448161005974,-0.05866110324859619,0.5725719928741455,2.6881694793701172e-05,238336,,0.00016219750978052616
1088.0,0.0,247.51303577423096,,2608,0.00015529953816439956,1763260302.6793199,-0.0007745102047920227,0.004032931290566921,0.0001118779182434082,0.5306695699691772,6.142724305391312e-05,241280,,923.15869140625
1088.0,0.0,247.77322363853455,,2610,0.00015514592814724892,1763260302.9395077,-0.0044859349727630615,-0.0045655108988285065,-0.003250598907470703,0.5437512397766113,0.000574938952922821,241536,,0.0007587442523799837
1088.0,0.0,249.60273337364197,,2630,0.0001539170480100438,1763260304.7690175,0.005240775644779205,-0.0009769247844815254,-0.21679019927978516,0.5996667146682739,0.0006011324003338814,243584,,0.0002955061208922416
1088.0,0.0,250.0864555835724,,2636,0.00015360982797574252,1763260305.2527397,-0.00021881982684135437,0.0029945243149995804,-8.821487426757812e-05,0.5210460424423218,3.9480626583099365e-05,244096,,1412.2694091796875
1088.0,0.0,251.01589274406433,,2646,0.00015299538790713996,1763260306.1821768,-0.011552320793271065,0.014626928605139256,-0.048502445220947266,0.5200424790382385,0.0013919444754719734,245120,,0.0009222026565112174
,,251.04319858551025,500.0,2647,,1763260306.2094827,,,,,,245191,500.0,
1088.0,0.0,251.1305649280548,,2648,0.00015291858289856464,1763260306.296849,0.00424765981733799,0.001937837339937687,-0.0003514289855957031,0.48918384313583374,0.00043850671499967575,245248,,1388.691162109375
1088.0,0.0,252.98800778388977,,2668,0.0001516897027613595,1763260308.1542919,-0.0005582999438047409,-0.0008869655430316925,-0.00014197826385498047,0.5649794936180115,2.6181340217590332e-05,247296,,820.8718872070312
1089.0,0.0,253.43383288383484,,2673,0.00015138248272705823,1763260308.600117,-0.001430794596672058,-0.0071156881749629974,-8.893013000488281e-05,0.5396179556846619,0.0004298631101846695,247808,,551.0126342773438
1089.0,0.0,254.36331391334534,,2683,0.00015076804265845567,1763260309.529598,-0.0039433687925338745,0.0005097668617963791,-0.17962145805358887,0.5085064768791199,0.00028937868773937225,248832,,0.004214711021631956
1089.0,0.0,254.69719433784485,,2687,0.0001505376276327297,1763260309.8634784,0.004882950335741043,-0.0015296442434191704,0.00029790401458740234,0.5163841843605042,0.00016431976109743118,249216,,1475.976318359375
1089.0,0.0,254.9195854663849,,2689,0.00015038401761557907,1763260310.0858696,-0.013259634375572205,-0.00598813034594059,-0.6172471046447754,0.5213631987571716,0.0004500672221183777,249472,,0.0006121741025708616
1089.0,0.0,255.17716574668884,,2692,0.00015023040759842843,1763260310.3434498,0.0051895491778850555,0.010166308842599392,-0.00028526782989501953,0.5016973614692688,0.0008568698540329933,249728,,989.7351684570312
1089.0,0.0,258.9497706890106,,2732,0.0001477726618759334,1763260314.1160548,-0.0019819065928459167,0.0015724888071417809,-0.23633968830108643,0.5543419122695923,3.804545849561691e-05,253824,,0.005875317845493555
1089.0,0.0,260.80543088912964,,2752,0.00014654378173872828,1763260315.971715,-0.001942746341228485,0.006808578036725521,0.12237817049026489,0.46466347575187683,0.000560239888727665,255872,,0.003872216446325183
1089.0,0.0,261.280152797699,,2757,0.000146236561704427,1763260316.446437,0.0013034753501415253,0.001829175278544426,0.09057837724685669,0.5308247208595276,4.587322473526001e-05,256384,,0.0035442057996988297
1089.0,0.0,262.721538066864,,2772,0.00014531490160152316,1763260317.8878222,-0.0007298528216779232,0.00028351880609989166,0.007492423057556152,0.5097447037696838,6.3925981521606445e-06,257920,,0.004668438341468573
1089.0,0.0,263.6588399410248,,2782,0.0001447004615329206,1763260318.825124,0.0008943527936935425,0.0012704143300652504,-0.004488587379455566,0.49207592010498047,7.160846143960953e-05,258944,,0.001073255087248981
1089.0,0.0,263.76925706863403,,2783,0.00014462365652434528,1763260318.9355412,-0.00369361974298954,0.0017863325774669647,0.07547426223754883,0.5279800891876221,0.0001830868422985077,259072,,0.00016461800260003656
1089.0,0.0,264.70213079452515,,2793,0.00014400921645574272,1763260319.8684149,-0.003365691751241684,0.004065598361194134,-0.07645618915557861,0.5138654708862305,0.00017001759260892868,260096,,0.0001731779775582254
,,267.4825084209442,500.0,2824,,1763260322.6487925,,,,,,263191,500.0,
1089.0,0.0,269.23048663139343,,2843,0.00014101382112130523,1763260324.3967707,0.005855696275830269,-0.004550917074084282,-1.2755393981933594e-05,0.4432363212108612,0.00017531029880046844,265088,,857.0617065429688
1089.0,0.0,270.5447859764099,,2857,0.0001401689660269767,1763260325.71107,0.003933127969503403,-0.0047890543937683105,0.10776984691619873,0.4874427914619446,6.880238652229309e-05,266496,,0.0007280456484295428
1089.0,0.0,272.5329794883728,,2882,0.00013886328088119626,1763260327.6992636,0.0002495497465133667,2.9165297746658325e-05,0.09606903791427612,0.5336158275604248,2.6853755116462708e-05,268672,,0.016653327271342278
,,273.2419581413269,500.0,2890,,1763260328.4082422,,,,,,269442,500.0,
,,275.1453092098236,407.0,2911,,1763260330.3115933,,,,,,271602,407.0,
,,277.3466534614563,500.0,2935,,1763260332.5129375,,,,,,274038,500.0,
1089.0,0.0,278.67324447631836,,2949,0.00013479262997861952,1763260333.8395286,0.002766557037830353,-0.0024570953100919724,-9.81113052368164,0.5114144682884216,0.0005569793283939362,275456,,0.0009678918868303299
,,279.62535572052,500.0,2960,,1763260334.7916398,,,,,,276538,500.0,
,,280.98316836357117,500.0,2975,,1763260336.1494524,,,,,,278038,500.0,
,,282.3061842918396,500.0,2989,,1763260337.4724684,,,,,,279538,500.0,
1090.0,0.0,283.0463638305664,,2997,0.00013187403965275735,1763260338.212648,-0.0021976418793201447,-0.0001826668158173561,-1.9915013313293457,0.5018820762634277,0.0001799827441573143,280320,,0.0022263056598603725
1090.0,0.0,284.33320212364197,,3011,0.00013102918455842882,1763260339.4994862,-0.014730345457792282,0.009727655909955502,-0.5189359188079834,0.5182327032089233,0.0012047113850712776,281728,,0.0066634840331971645
1090.0,0.0,288.0659010410309,,3051,0.00012857142428401858,1763260343.2321851,-0.003793381154537201,-0.005282425321638584,0.09141427278518677,0.5829436182975769,0.00014146696776151657,285824,,0.0003830805653706193
,,288.20867443084717,500.0,3053,,1763260343.3749585,,,,,,286038,500.0,
1090.0,0.0,289.4502148628235,,3066,0.00012764976418111473,1763260344.616499,0.0013194605708122253,-0.006213848479092121,0.2248249053955078,0.5348842144012451,0.00033280719071626663,287360,,0.000416712136939168
1090.0,0.0,289.8246669769287,,3070,0.00012741934915538877,1763260344.990951,0.00037178583443164825,-0.0001569502055644989,0.18551379442214966,0.5071913599967957,4.361569881439209e-05,287744,,0.0035382206551730633
,,290.98868346214294,500.0,3083,,1763260346.1549675,,,,,,289038,500.0,
1090.0,0.0,292.35879492759705,,3098,0.00012572965351864696,1763260347.525079,0.0026871562004089355,-0.0024088025093078613,7.486343383789062e-05,0.5636141300201416,9.74070280790329e-05,290560,,1170.1922607421875
1090.0,0.0,292.8439803123474,,3103,0.00012542243348434567,1763260348.0102644,-0.003595396876335144,-0.0009732609614729881,-3.9458274841308594e-05,0.49804773926734924,0.00011930335313081741,291072,,1116.1693115234375
,,295.04004430770874,500.0,3127,,1763260350.2063284,,,,,,293538,500.0,
1090.0,0.0,295.24951171875,,3129,0.00012380952830426395,1763260350.4157958,-0.0017046183347702026,-0.002138606272637844,0.046562135219573975,0.515114426612854,0.00021806079894304276,293760,,0.0031726108863949776
,,296.3285667896271,500.0,3141,,1763260351.4948509,,,,,,295038,500.0,
1090.0,0.0,296.5098795890808,,3143,0.00012296467320993543,1763260351.6761637,0.0007897373288869858,0.002448025159537792,-0.11094474792480469,0.49992382526397705,4.035886377096176e-05,295168,,0.0036910756025463343
,,296.7727282047272,500.0,3146,,1763260351.9390123,,,,,,295538,500.0,
1090.0,0.0,299.09282755851746,,3170,0.00012127496302127838,1763260354.2591116,0.003937035799026489,-0.003231641836464405,-2.0452795028686523,0.5079623460769653,0.0001225220039486885,297984,,0.0007727989577688277
1090.0,0.0,300.25025701522827,,3183,0.00012050691293552518,1763260355.416541,-0.0013824999332427979,0.005078781396150589,-0.04715931415557861,0.5086758732795715,0.00020368024706840515,299264,,0.0032477162312716246
1090.0,0.0,300.69599628448486,,3188,0.0001201996929012239,1763260355.8622804,-0.0056022703647613525,-0.0015733083710074425,-0.6948302984237671,0.4465329647064209,0.00012644287198781967,299776,,0.005549706984311342
1090.0,0.0,303.375616312027,,3217,0.00011843317770399153,1763260358.5419004,-0.0017656832933425903,0.0033767763525247574,-0.04992961883544922,0.505256712436676,4.323013126850128e-05,302720,,0.0036908816546201706
1091.0,0.00390625,304.0406951904297,,3224,0.00011797234765253961,1763260359.2069793,0.002617809921503067,0.014634033665060997,-19.58917808532715,0.5026564598083496,0.0010097753256559372,303488,,0.0034142518416047096
1091.0,0.0,306.11505579948425,,3247,0.00011658986477414146,1763260361.28134,-0.0017947033047676086,-0.0006843367591500282,0.18425089120864868,0.5161709785461426,0.00014161039143800735,305792,,0.0004277759580872953
1091.0,0.0,306.3745069503784,,3250,0.00011643625475699082,1763260361.540791,7.621198892593384e-05,0.0034225834533572197,0.00023728609085083008,0.5427998900413513,6.353575736284256e-05,306048,,1435.790283203125
1091.0,0.0,306.59480714797974,,3252,0.00011628264473984018,1763260361.7610912,0.0031821802258491516,-0.0014048870652914047,-0.16587376594543457,0.5495071411132812,0.0005463194102048874,306304,,0.0003649620048236102
1091.0,0.0,306.8194246292114,,3255,0.00011612903472268954,1763260361.9857087,-0.0003976058214902878,0.0007786499336361885,0.0001450181007385254,0.5826184749603271,1.639965921640396e-05,306560,,1109.572021484375
,,307.18403577804565,500.0,3259,,1763260362.3503199,,,,,,307038,500.0,
1091.0,0.0,308.44568610191345,,3272,0.00011505376460263506,1763260363.6119702,-0.01914869248867035,0.010971300303936005,0.03252065181732178,0.5449331998825073,0.002459786832332611,308352,,0.000607330643106252
1091.0,0.0,308.66733503341675,,3275,0.00011490015458548442,1763260363.833619,-0.0010089874267578125,-0.00030133873224258423,2.3424625396728516e-05,0.5738458633422852,2.6920810341835022e-05,308608,,1073.8619384765625
1091.0,0.0,308.7779667377472,,3276,0.0001148233495769091,1763260363.9442508,-0.0017149001359939575,-0.001139722764492035,3.2186508178710938e-06,0.5629112720489502,1.111440360546112e-05,308736,,0.003068122547119856
1091.0,0.001953125,310.68840432167053,,3296,0.00011359446943970397,1763260365.8546884,-0.010716855525970459,0.007122049108147621,0.030485153198242188,0.5037553310394287,0.0013427063822746277,310784,,0.0021475094836205244
1091.0,0.0,310.9129557609558,,3299,0.00011344085942255333,1763260366.0792398,0.0007469076663255692,-0.0010378547012805939,-3.147125244140625e-05,0.5494352579116821,0.00022473745048046112,311040,,1097.616455078125
,,314.49936056137085,500.0,3338,,1763260369.6656446,,,,,,315038,500.0,
