charts/SPS,losses/clipfrac,_runtime,charts/episodic_return,_step,charts/learning_rate,_timestamp,losses/policy_loss,losses/old_approx_kl,losses/explained_variance,losses/entropy,losses/approx_kl,global_step,charts/episodic_length,losses/value_loss
1091.0,0.0,315.7746319770813,,3351,0.0001102150563383475,1763260370.940916,0.0012337751686573029,0.002108057029545307,-0.03393590450286865,0.5812667012214661,0.00012932810932397842,316416,,0.00024251060676760972
,,316.2671263217926,500.0,3357,,1763260371.4334104,,,,,,317038,500.0,
1091.0,0.0,316.5653831958771,,3360,0.00010967742127832025,1763260371.7316673,-0.008321493864059448,-0.0016318382695317268,0.0070615410804748535,0.5370899438858032,0.0014851493760943413,317312,,0.000464476237539202
1091.0,0.0,319.9654686450958,,3398,0.00010745007602963597,1763260375.1317527,0.007944236509501934,-0.0013978444039821625,-0.196793794631958,0.5283317565917969,0.00017747282981872559,321024,,0.001419757609255612
1091.0,0.0,320.19433546066284,,3401,0.00010729646601248533,1763260375.3606195,-0.0005508642643690109,-0.0012578917667269707,1.7464160919189453e-05,0.558073103427887,0.000291372649371624,321280,,1356.1690673828125
1091.0,0.0,320.641099691391,,3406,0.00010698924597818404,1763260375.8073838,0.0006693974137306213,0.00041609909385442734,-9.262561798095703e-05,0.5861636400222778,6.324891000986099e-05,321792,,1240.77392578125
1091.0,0.0,320.75159907341003,,3407,0.00010691244096960872,1763260375.9178832,-0.009615510702133179,0.008801537565886974,0.12951302528381348,0.5267841815948486,0.0005652187392115593,321920,,0.003294482594355941
1091.0,0.0,321.91382002830505,,3419,0.00010614439088385552,1763260377.080104,0.0003908798098564148,0.00045042019337415695,0.029316604137420654,0.559283435344696,4.237797111272812e-05,323200,,0.00018946082855109125
1091.0,0.0,322.51362919807434,,3426,0.00010576036584097892,1763260377.6799133,0.0006093531847000122,-0.00017827749252319336,-2.0384788513183594e-05,0.5743023157119751,3.907643258571625e-05,323840,,1431.7989501953125
1091.0,0.0,322.73514556884766,,3428,0.00010560675582382828,1763260377.9014297,-0.0017169956117868423,-0.0029880302026867867,0.008327007293701172,0.5859121084213257,0.00010248366743326187,324096,,0.0005478268139995635
,,323.34111070632935,500.0,3435,,1763260378.5073948,,,,,,324765,500.0,
1091.0,0.0,324.700391292572,,3450,0.00010430107795400545,1763260379.8666754,-0.0011112354695796967,9.831506758928299e-05,-6.639957427978516e-05,0.5442969799041748,3.822799772024155e-05,326272,,1354.2738037109375
1091.0,0.0,324.8120262622833,,3451,0.00010422427294543013,1763260379.9783103,-4.926323890686035e-05,0.0010876981541514397,0.0845479965209961,0.5804293155670166,9.61674377322197e-05,326400,,0.003602206241339445
1091.0,0.0,325.8570556640625,,3462,0.00010353302786825225,1763260381.0233397,0.00018228590488433838,0.0004817359149456024,0.05038630962371826,0.6341233849525452,3.889203071594238e-06,327552,,0.00043225527042523026
,,327.0194296836853,95.0,3476,,1763260382.1857138,,,,,,328860,95.0,
1091.0,0.0,327.3839886188507,,3479,0.00010253456275677308,1763260382.5502727,-0.009694226086139679,0.0066114263609051704,-0.04365205764770508,0.5828675627708435,0.000550505705177784,329216,,0.0024047817569226027
,,329.01721477508545,500.0,3498,,1763260384.1834989,,,,,,331089,500.0,
1092.0,0.0,329.3515079021454,,3503,0.00010122887761099264,1763260384.517792,-0.0013076923787593842,0.0010251570492982864,0.001639723777770996,0.5376895666122437,2.2042542695999146e-05,331392,,1299.736572265625
1092.0,0.0,330.2625150680542,,3513,0.00010061443754239008,1763260385.4287992,-0.009491808712482452,-0.007604941725730896,-0.013247013092041016,0.5519145131111145,0.0003584139049053192,332416,,0.001921667018905282
1092.0,0.0,331.3007616996765,,3525,9.99231924652122e-05,1763260386.4670458,0.0009376779198646545,0.004365081898868084,-0.2982558012008667,0.5395525693893433,0.00016677845269441605,333568,,0.0011001734528690577
1092.0,0.0,332.23360872268677,,3537,9.930875239660963e-05,1763260387.3998928,-0.0023172348737716675,0.0020263036713004112,0.00011998414993286133,0.6122070550918579,5.253497511148453e-05,334592,,940.1443481445312
1092.0,0.0,333.7719929218292,,3554,9.831029456108809e-05,1763260388.938277,-7.3481351137161255e-06,-0.0005643554031848907,0.0025401711463928223,0.5272900462150574,6.0461461544036865e-06,336256,,151.665771484375
1092.0,0.0,333.88177251815796,,3555,9.823348955251276e-05,1763260389.0480566,-0.0020523658022284508,-0.002301492728292942,-0.06684720516204834,0.6128314733505249,8.50902870297432e-05,336384,,0.0034475475549697876
1092.0,0.0,335.73440623283386,,3576,9.700460941530764e-05,1763260390.9006903,0.0006612353026866913,-0.0007791826501488686,-0.07243788242340088,0.5657731890678406,0.00010467786341905594,338432,,0.0007636441150680184
,,335.8792476654053,500.0,3578,,1763260391.0455317,,,,,,338657,500.0,
1092.0,0.0,336.17892813682556,,3581,9.669738938100636e-05,1763260391.3452122,0.010359609499573708,0.0012349896132946014,-0.4403632879257202,0.5625162124633789,0.0011776890605688095,338944,,0.0008370582945644855
1092.0,0.0,336.88201999664307,,3589,9.623655932955444e-05,1763260392.048304,0.00025353021919727325,-0.0017358353361487389,0.0001087188720703125,0.5409919023513794,1.2184493243694305e-05,339712,,1312.486083984375
,,339.06833481788635,500.0,3613,,1763260394.234619,,,,,,342157,500.0,
,,339.9142470359802,500.0,3622,,1763260395.0805311,,,,,,343157,500.0,
1092.0,0.0,341.59118008613586,,3640,9.308755397796631e-05,1763260396.7574642,0.00035537034273147583,-0.00022400636225938797,-0.08754241466522217,0.5728831887245178,6.82855024933815e-05,344960,,0.0007541727391071618
1092.0,0.0,343.1143853664398,,3656,9.208909614244476e-05,1763260398.2806695,-0.0025307759642601013,0.0036697974428534508,-0.02289438247680664,0.5496863126754761,3.903079777956009e-05,346624,,0.00025617959909141064
1092.0,0.0,344.26730012893677,,3669,9.132104605669156e-05,1763260399.4335842,0.00021697767078876495,-0.0007255980744957924,0.18891054391860962,0.5724498629570007,5.488283932209015e-06,347904,,0.002262572757899761
1092.0,0.0,345.19974184036255,,3679,9.0706605988089e-05,1763260400.366026,-0.004541708156466484,-0.00302004162222147,-0.11426961421966553,0.5613401532173157,0.000453888438642025,348928,,0.0007422277121804655
1092.0,0.0,345.5363562107086,,3683,9.047619096236303e-05,1763260400.7026403,-0.00018817931413650513,-0.00020479410886764526,-0.4675174951553345,0.5726544260978699,0.00016131438314914703,349312,,0.003424044931307435
1092.0,0.0,345.6534073352814,,3684,9.039938595378771e-05,1763260400.8196914,-0.0009827278554439545,0.0007750121876597404,-0.045380592346191406,0.6059485077857971,0.00018584635108709335,349440,,0.0005563920713029802
,,348.1406772136688,500.0,3711,,1763260403.3069613,,,,,,352157,500.0,
1092.0,0.0,348.36085534095764,,3713,8.863287075655535e-05,1763260403.5271394,0.0009003281593322754,0.0006712516769766808,0.026413321495056152,0.5652281045913696,0.00010886136442422867,352384,,0.0029025510884821415
1092.0,0.0,348.58204913139343,,3715,8.847926073940471e-05,1763260403.7483332,-0.003466002643108368,-0.003930835053324699,-0.9236106872558594,0.551735520362854,0.0002897437661886215,352640,,0.00045234215212985873
1092.0,0.0,349.971257686615,,3731,8.755760063650087e-05,1763260405.1375418,-0.005803309381008148,0.004445549100637436,7.569789886474609e-06,0.5259109735488892,0.00020876526832580566,354176,,1499.61962890625
1092.0,0.0,350.3416414260864,,3734,8.73271856107749e-05,1763260405.5079255,-0.0005211383104324341,-0.0026518767699599266,0.185435950756073,0.5834423303604126,0.00013356748968362808,354560,,0.00019455267465673387
1092.0,0.0,352.1638970375061,,3755,8.60983127495274e-05,1763260407.3301811,-0.006763080134987831,-0.0012399554252624512,-0.09012508392333984,0.5861992239952087,0.00021759606897830963,356608,,0.0017633696552366018
,,353.9488568305969,500.0,3775,,1763260409.115141,,,,,,358639,500.0,
1092.0,0.0,354.3898375034332,,3779,8.463901758659631e-05,1763260409.5561216,-0.0010290518403053284,0.0014089131727814674,0.007343709468841553,0.6129003167152405,0.0002900445833802223,359040,,0.0003070707607548684
1092.0,0.0,356.6572234630585,,3804,8.317972242366523e-05,1763260411.8235075,-0.00203811377286911,-0.0002164142206311226,0.043829143047332764,0.6151266098022461,1.9331462681293488e-05,361472,,0.006467803847044706
,,356.9080355167389,500.0,3807,,1763260412.0743196,,,,,,361808,500.0,
1093.0,0.0,360.57678985595703,,3847,8.056835940806195e-05,1763260415.743074,8.760951459407806e-06,0.0013450132682919502,-7.271766662597656e-06,0.532145619392395,2.4707987904548645e-06,365824,,944.8367919921875
1093.0,0.0,363.4903562068939,,3879,7.864823419367895e-05,1763260418.6566403,-0.001979321241378784,-0.0015520276501774788,2.664327621459961e-05,0.599056601524353,3.364216536283493e-05,369024,,1286.5830078125
,,363.8995563983917,500.0,3883,,1763260419.0658405,,,,,,369521,500.0,
1093.0,0.0,363.97378301620483,,3884,7.834101415937766e-05,1763260419.140067,0.0010661371052265167,-0.003003828227519989,-0.0006036758422851562,0.5671820640563965,0.00014596804976463318,369536,,1411.2509765625
1093.0,0.0,364.308114528656,,3887,7.81105991336517e-05,1763260419.4743986,-0.0006237905472517014,-0.00341947004199028,-0.010881185531616211,0.5500227212905884,0.00011397898197174072,369920,,0.0002951952046714723
1093.0,0.0,364.64601731300354,,3891,7.788018410792574e-05,1763260419.8123014,0.0016506202518939972,0.0009204139932990074,-0.04105937480926514,0.5839458107948303,8.48984345793724e-05,370304,,0.0005375633481889963
,,365.2634048461914,463.0,3898,,1763260420.429689,,,,,,370984,463.0,
1093.0,0.0,366.5245442390442,,3912,7.665130397072062e-05,1763260421.6908283,-0.005313809961080551,0.0007142834365367889,0.08349311351776123,0.6168159246444702,0.0006299000233411789,372352,,0.000742205185815692
1093.0,0.0,366.74976420402527,,3915,7.649769395356998e-05,1763260421.9160483,-0.008591650985181332,0.0011456580832600594,-0.20438241958618164,0.5846618413925171,0.000183803029358387,372608,,0.0020513818599283695
1093.0,0.0,367.91302847862244,,3928,7.572964386781678e-05,1763260423.0793126,-0.0019073151051998138,-0.0015529431402683258,-0.00026047229766845703,0.6127298474311829,0.00013938173651695251,373888,,1246.9931640625
1093.0,0.0,369.4398727416992,,3944,7.473118603229523e-05,1763260424.6061568,-0.0006088614463806152,-9.744521230459213e-05,-0.28051555156707764,0.5729690194129944,2.0838342607021332e-05,375552,,0.002578841056674719
1093.0,0.0,369.549702167511,,3945,7.465438102371991e-05,1763260424.7159863,-0.001321263611316681,-0.0010974835604429245,0.08528774976730347,0.5796921849250793,6.08004629611969e-05,375680,,0.0005850305315107107
1093.0,0.0,369.66309094429016,,3946,7.457757601514459e-05,1763260424.829375,-0.002748526632785797,-6.674043834209442e-05,-0.529424786567688,0.6251292824745178,0.00010933727025985718,375808,,0.0006455384427681565
1093.0,0.0,370.3745787143707,,3954,7.411674596369267e-05,1763260425.5408628,7.295235991477966e-05,0.0019244300201535225,-0.425447940826416,0.59028160572052,5.181785672903061e-05,376576,,0.00290011428296566
,,371.0775451660156,500.0,3963,,1763260426.2438293,,,,,,377429,500.0,
,,371.57559967041016,500.0,3969,,1763260426.7418838,,,,,,377967,500.0,
1093.0,0.0,372.7007601261139,,3981,7.258064579218626e-05,1763260427.8670442,-0.0005597136914730072,0.00022016745060682297,-0.03479266166687012,0.5496935248374939,5.993060767650604e-06,379136,,0.002937018871307373
1093.0,0.0,372.9240155220032,,3983,7.242703577503562e-05,1763260428.0902996,-0.00690713245421648,0.001932668499648571,0.006269991397857666,0.6282755136489868,9.635370224714279e-05,379392,,0.0002774121530819684
1093.0,0.0,374.1954560279846,,3997,7.15821806807071e-05,1763260429.36174,0.0037163160741329193,0.0033675888553261757,-2.4396212100982666,0.5134211182594299,5.238410085439682e-05,380800,,0.001792305731214583
1093.0,0.0,376.20173597335815,,4020,7.027649553492665e-05,1763260431.36802,0.00019031763076782227,5.083344876766205e-05,-0.24616026878356934,0.5724509954452515,5.992129445075989e-06,382976,,0.005170449148863554
,,379.71317505836487,500.0,4059,,1763260434.8794591,,,,,,386859,500.0,
1093.0,0.0,382.1130304336548,,4087,6.635944737354293e-05,1763260437.2793145,0.00239713117480278,-0.001347048208117485,-0.00010955333709716797,0.579879641532898,3.361329436302185e-05,389504,,1746.321533203125
,,382.48186898231506,500.0,4091,,1763260437.648153,,,,,,389995,500.0,
1093.0,0.0,383.85620188713074,,4105,6.520737224491313e-05,1763260439.022486,0.0006709396839141846,-0.0006178272888064384,-0.3511207103729248,0.5937244296073914,7.046852260828018e-05,391424,,0.00037178336060605943
1093.0,0.0,384.1894962787628,,4109,6.497695721918717e-05,1763260439.3557804,0.0015202723443508148,-0.0013317475095391273,0.13554894924163818,0.48853132128715515,6.779935210943222e-05,391808,,0.0005575859686359763
1093.0,0.0,384.79313468933105,,4115,6.459293217631057e-05,1763260439.9594188,0.003053329885005951,0.0014553572982549667,-0.06815743446350098,0.5787370800971985,0.0002903193235397339,392448,,0.0002711862907744944
1093.0,0.0,385.1313679218292,,4119,6.436251715058461e-05,1763260440.297652,-0.000677548348903656,-0.0007605589926242828,-0.9952455759048462,0.5435192584991455,3.063865005970001e-05,392832,,0.0013074930757284164
1093.0,0.0,387.4253876209259,,4144,6.282642425503582e-05,1763260442.5916717,-0.0019069015979766846,-0.004219634458422661,-0.1830233335494995,0.5776180028915405,0.0001308489590883255,395392,,0.0003966508957091719
,,387.9394905567169,500.0,4150,,1763260443.1057746,,,,,,395995,500.0,
1093.0,0.0,389.61877393722534,,4168,6.136712909210473e-05,1763260444.785058,-0.0050553567707538605,-0.0005579385906457901,-0.052036285400390625,0.5973452925682068,0.00021690316498279572,397824,,0.0006820547860115767
1093.0,0.0,391.03448033332825,,4184,6.044546898920089e-05,1763260446.2007644,-0.00046443939208984375,0.0005367035046219826,-0.00010859966278076172,0.559350311756134,2.588145434856415e-06,399360,,1221.38525390625
1093.0,0.0,391.92880964279175,,4194,5.983102892059833e-05,1763260447.0950937,4.038214683532715e-05,0.0009934473782777786,3.123283386230469e-05,0.5935019254684448,3.262609243392944e-05,400384,,702.5828857421875
,,392.3210287094116,14.0,4199,,1763260447.4873128,,,,,,400823,14.0,
1093.0,0.0,394.6024205684662,,4224,5.806451736134477e-05,1763260449.7687047,0.0003992728888988495,0.0002588806673884392,-0.0510174036026001,0.5790637731552124,1.3345852494239807e-06,403328,,0.0013301137369126081
1093.0,0.0,395.04908871650696,,4229,5.775729732704349e-05,1763260450.2153728,0.00032629817724227905,0.0006231404840946198,-0.07758140563964844,0.5480146408081055,1.4351680874824524e-05,403840,,0.0010107519337907434
1093.0,0.0,396.25128650665283,,4243,5.6989247241290286e-05,1763260451.4175706,0.0030837468802928925,0.0020308205857872963,-0.0001468658447265625,0.5815912485122681,0.0001304643228650093,405120,,1518.465087890625
1093.0,0.0,396.58280968666077,,4246,5.6758832215564325e-05,1763260451.7490938,0.00046978145837783813,0.0006235456094145775,-0.005232334136962891,0.5990185737609863,5.3660012781620026e-05,405504,,0.00038278254214674234
,,397.0515203475952,500.0,4252,,1763260452.2178044,,,,,,406075,500.0,
1093.0,0.0,397.29386019706726,,4254,5.6298002164112404e-05,1763260452.4601443,-1.650303602218628e-05,0.0002011256292462349,-0.0006051063537597656,0.6193988919258118,4.5727938413619995e-07,406272,,0.0020425005350261927
1093.0,0.0,397.4035015106201,,4255,5.6221197155537084e-05,1763260452.5697856,-0.00026397034525871277,-4.839897155761719e-05,0.042154788970947266,0.5585960149765015,2.0992010831832886e-06,406400,,0.0005288781831040978
,,398.9246153831482,500.0,4273,,1763260454.0908995,,,,,,408151,500.0,
1094.0,0.0,399.2293770313263,,4276,5.499232065631077e-05,1763260454.395661,0.002541646361351013,0.0004757316783070564,0.007148265838623047,0.606844425201416,0.00012067053467035294,408448,,0.0010891701094806194
1093.0,0.0,399.3794379234314,,4277,5.491551564773545e-05,1763260454.545722,-0.00039123743772506714,0.001382037065923214,-0.011137008666992188,0.5764514207839966,2.8937123715877533e-05,408576,,0.0005960920825600624
,,399.4076290130615,500.0,4278,,1763260454.573913,,,,,,408651,500.0,
1094.0,0.0,400.2766170501709,,4288,5.4301075579132885e-05,1763260455.4429011,-0.004333412274718285,-0.0006907591596245766,-0.24101591110229492,0.5701999068260193,0.00037406105548143387,409600,,0.0004948510322719812
1093.0,0.0,400.4297254085541,,4290,5.4224270570557564e-05,1763260455.5960095,0.0007520206272602081,0.002080959267914295,-6.389617919921875e-05,0.5639181137084961,2.926122397184372e-05,409728,,1179.2144775390625
1093.0,0.0,400.6510977745056,,4292,5.4070660553406924e-05,1763260455.8173819,-0.0031356532126665115,-0.0008503403514623642,0.07686734199523926,0.5574431419372559,5.3431838750839233e-05,409984,,0.0006306379800662398
1093.0,0.0,402.56390404701233,,4314,5.28417804162018e-05,1763260457.7301881,0.0003372803330421448,0.0010156845673918724,-0.12243330478668213,0.5581445693969727,1.595262438058853e-05,412032,,0.00235158484429121
1093.0,0.0,402.898722410202,,4318,5.261136539047584e-05,1763260458.0650065,-0.001679055392742157,0.000592382624745369,-1.1095869541168213,0.6142182946205139,2.236291766166687e-05,412416,,0.004016793332993984
1094.0,0.0,405.42900824546814,,4346,5.09216588397976e-05,1763260460.5952923,-0.0013637058436870575,-0.0008738590404391289,0.07324498891830444,0.5842058062553406,0.00011844653636217117,415232,,0.000941923470236361
1094.0,0.0,407.31190037727356,,4366,4.969277870259248e-05,1763260462.4781845,0.00016727671027183533,-0.000206824392080307,0.10378211736679077,0.5687626600265503,8.772872388362885e-05,417280,,0.00042032054625451565
,,407.8229730129242,500.0,4372,,1763260462.989257,,,,,,417859,500.0,
,,408.2673397064209,500.0,4377,,1763260463.4336238,,,,,,418359,500.0,
1094.0,0.0,408.36189126968384,,4378,4.90015372633934e-05,1763260463.5281754,-0.00044397637248039246,-0.0005000922828912735,-5.364418029785156e-05,0.6052954792976379,4.207529127597809e-05,418432,,1644.7281494140625
,,409.1945972442627,500.0,4387,,1763260464.3608813,,,,,,419359,500.0,
1094.0,0.0,410.10314321517944,,4396,4.78494621347636e-05,1763260465.2694273,-0.00477969367057085,-0.0031121661886572838,-0.12288105487823486,0.6037076115608215,0.00013221334666013718,420352,,0.0007900606724433601
1094.0,0.0,411.5990402698517,,4413,4.6850997023284435e-05,1763260466.7653244,-0.0005201175808906555,0.0009490344673395157,-0.24818718433380127,0.5794541835784912,1.9865110516548157e-05,422016,,0.0017942998092621565
1094.0,0.0,411.8228645324707,,4415,4.6697387006133795e-05,1763260466.9891486,-0.001995295286178589,-0.0014117835089564323,0.21607261896133423,0.5528591275215149,2.0802952349185944e-05,422272,,0.0005132887163199484
1094.0,0.0,415.5433974266052,,4456,4.4239630369702354e-05,1763260470.7096815,0.0002302899956703186,0.0002067331224679947,-0.0001361370086669922,0.5352053642272949,6.040558218955994e-06,426368,,1229.2142333984375
,,416.8305993080139,500.0,4470,,1763260471.9968834,,,,,,427859,500.0,
1094.0,0.0,417.61590027809143,,4478,4.28571438533254e-05,1763260472.7821844,-0.004793860018253326,-0.0028928015381097794,-0.0360257625579834,0.5936203598976135,0.00014921091496944427,428672,,0.000686196843162179
,,417.74985694885254,500.0,4480,,1763260472.916141,,,,,,428859,500.0,
1094.0,0.0,418.8751931190491,,4492,4.2012288758996874e-05,1763260474.0414772,-0.0004956088960170746,0.0006946399807929993,-2.2953684329986572,0.5280583500862122,5.1291659474372864e-05,430080,,0.0026953958440572023
1094.0,0.0,419.25068974494934,,4496,4.178187373327091e-05,1763260474.4169738,0.0006989128887653351,-0.00032827071845531464,-0.00021660327911376953,0.5581628084182739,7.100403308868408e-06,430464,,626.7813110351562
1094.0,0.0,419.4741847515106,,4498,4.162826371612027e-05,1763260474.6404688,-0.0011325366795063019,0.001118718646466732,0.4303804636001587,0.5377346873283386,1.0614283382892609e-05,430720,,0.0007029705448076129
1094.0,0.0,421.43952918052673,,4520,4.0322582208318636e-05,1763260476.6058133,0.00019505620002746582,-0.0024737268686294556,-7.295608520507812e-05,0.5552873611450195,2.1517276763916016e-05,432896,,1396.44921875
1094.0,0.0,421.66138911247253,,4522,4.0168972191167995e-05,1763260476.8276732,-0.00287005677819252,0.003079911693930626,0.13230043649673462,0.5566825866699219,5.026906728744507e-05,433152,,0.0010781186865642667
,,421.8001596927643,500.0,4524,,1763260476.9664438,,,,,,433359,500.0,
1094.0,0.0,421.8831841945648,,4525,4.0015362174017355e-05,1763260477.0494683,0.00013447552919387817,0.0002845674753189087,1.1682510375976562e-05,0.5272334814071655,3.516674041748047e-06,433408,,1149.73486328125
1094.0,0.0,422.1046121120453,,4527,3.9861752156866714e-05,1763260477.2708962,0.00034514814615249634,-0.0008827093988656998,-0.10551011562347412,0.5433356761932373,5.1371753215789795e-06,433664,,0.0009875784162431955
1094.0,0.0,422.4757740497589,,4531,3.9631337131140754e-05,1763260477.6420581,-0.0006191935390233994,0.004072538577020168,0.29787880182266235,0.514524519443512,7.53616914153099e-05,434048,,0.0018336896318942308
1094.0,0.0,422.6955678462982,,4533,3.947772711399011e-05,1763260477.861852,-0.0005790814757347107,-0.00044709350913763046,-0.3328295946121216,0.5279083251953125,2.355314791202545e-06,434304,,0.0007689027697779238
,,422.71822452545166,500.0,4534,,1763260477.8845086,,,,,,434359,500.0,
1094.0,0.0,424.65947699546814,,4555,3.817204196820967e-05,1763260479.825761,-9.3899667263031e-05,-0.0012867199257016182,1.0073184967041016e-05,0.4882645606994629,9.735114872455597e-06,436480,,139.50755310058594
1094.0,0.0,424.88025856018066,,4557,3.801843195105903e-05,1763260480.0465426,-1.2580305337905884e-05,0.0006599454209208488,-0.32670605182647705,0.5355358719825745,3.0576251447200775e-05,436736,,0.0008992603397928178
1094.0,0.0,425.32838702201843,,4562,3.771121191675775e-05,1763260480.494671,-0.0007738396525382996,0.0011738510802388191,0.08960413932800293,0.5770238637924194,5.121808499097824e-05,437248,,0.0006060380255803466
1094.0,0.0,426.63086581230164,,4576,3.686636046040803e-05,1763260481.79715,-0.0032103024423122406,0.0010911477729678154,-0.11360621452331543,0.5462402105331421,2.274196594953537e-05,438656,,0.0009048208594322205
1094.0,0.0,430.0333824157715,,4613,3.4639015211723745e-05,1763260485.1996665,-0.000851040706038475,0.001356072723865509,-0.0002168416976928711,0.5283670425415039,2.1925196051597595e-05,442368,,1336.2733154296875
1094.0,0.0,431.2958390712738,,4626,3.379416375537403e-05,1763260486.4621232,-0.0007666386663913727,-0.0004259208217263222,-0.03442263603210449,0.6070393323898315,1.487787812948227e-05,443776,,0.0005903586279600859
1094.0,0.0,432.10952258110046,,4635,3.325652869534679e-05,1763260487.2758067,7.700547575950623e-05,0.0005511250346899033,0.017837822437286377,0.5484597086906433,2.820044755935669e-06,444672,,0.0010706549510359764
1094.0,0.0,432.6647253036499,,4641,3.2872503652470186e-05,1763260487.8310094,-0.002361983060836792,0.0007780212908983231,-0.30779004096984863,0.554328203201294,7.244199514389038e-05,445312,,0.0009440617868676782
1094.0,0.0,432.9256932735443,,4644,3.2718893635319546e-05,1763260488.0919774,4.366040229797363e-05,0.000165487639605999,0.10018706321716309,0.5408161878585815,5.671754479408264e-07,445568,,0.0019335494143888354
,,434.45046377182007,500.0,4661,,1763260489.6167479,,,,,,447359,500.0,
1094.0,0.0,435.7848014831543,,4675,3.079877205891535e-05,1763260490.9510856,0.0013120975345373154,0.002492719329893589,-0.015125632286071777,0.550221860408783,4.064757376909256e-05,448768,,0.0008979715639725327
,,437.22080063819885,500.0,4691,,1763260492.3870847,,,,,,450359,500.0,
1094.0,0.0,438.90200877189636,,4709,2.8725038646371104e-05,1763260494.0682929,-0.0006901472806930542,-0.0005898084491491318,0.009140968322753906,0.5401334166526794,6.254762411117554e-06,452224,,0.0009298790246248245
1094.0,0.0,439.2725899219513,,4713,2.8494623620645143e-05,1763260494.438874,-0.0020906254649162292,0.0003202781081199646,0.1808561086654663,0.545412540435791,1.3401731848716736e-05,452608,,0.0011393118184059858
1095.0,0.0,441.5612905025482,,4738,2.6958525268128142e-05,1763260496.7275746,-0.0004550330340862274,-0.0008607553318142891,-0.017200827598571777,0.5736970901489258,1.4117918908596039e-05,455168,,0.001131226192228496
1095.0,0.0,441.6717448234558,,4739,2.688172025955282e-05,1763260496.838029,-0.0008630827069282532,0.0005658324807882309,0.04450923204421997,0.5869972109794617,1.720711588859558e-05,455296,,0.0008455122006125748
1095.0,0.0,441.7851758003235,,4741,2.68049152509775e-05,1763260496.95146,0.00015236437320709229,-0.0010721990838646889,-0.0001049041748046875,0.5828829407691956,6.209127604961395e-06,455424,,1175.8916015625
1095.0,0.0,442.00709080696106,,4743,2.665130523382686e-05,1763260497.173375,0.00019322708249092102,-0.0001263003796339035,-0.05906367301940918,0.574442446231842,6.332993507385254e-07,455680,,0.001277959905564785
1095.0,0.0,443.03848218917847,,4754,2.5960061975638382e-05,1763260498.2047663,-0.004066379740834236,0.0011984044685959816,0.06153738498687744,0.5322032570838928,7.19679519534111e-05,456832,,0.0006833795923739672
1095.0,0.0,444.671071767807,,4772,2.48847918555839e-05,1763260499.8373559,-0.0007824227213859558,-0.0006227046251296997,-0.028702735900878906,0.5782604217529297,4.71062958240509e-06,458624,,0.0010829417733475566
1095.0,0.0,445.9376723766327,,4786,2.403993858024478e-05,1763260501.1039565,-0.000543452799320221,0.0005500409752130508,-0.10457158088684082,0.5709928870201111,5.628913640975952e-06,460032,,0.0021895577665418386
1095.0,0.0,446.04778385162354,,4787,2.396313357166946e-05,1763260501.214068,-0.00010130368173122406,0.0007349038496613503,-0.05630898475646973,0.5811889171600342,7.140450179576874e-06,460160,,0.0009845896856859326
1095.0,0.0,446.1612899303436,,4788,2.388632856309414e-05,1763260501.327574,-8.83340835571289e-05,-0.001037820242345333,-0.007231950759887695,0.5780264139175415,2.5111250579357147e-05,460288,,0.0008167799096554518
1095.0,0.0,446.87625217437744,,4796,2.3425498511642218e-05,1763260502.0425363,-0.003531999886035919,-0.00014773104339838028,-0.11737167835235596,0.5745881199836731,3.161560744047165e-05,461056,,0.00195025815628469
,,447.11628699302673,500.0,4799,,1763260502.282571,,,,,,461359,500.0,
1095.0,0.0,447.8490424156189,,4806,2.281106026202906e-05,1763260503.0153265,0.0014119520783424377,0.00017660018056631088,-0.020203471183776855,0.5930150747299194,9.777955710887909e-06,462080,,0.0019627998117357492
,,448.08113718032837,500.0,4809,,1763260503.2474213,,,,,,462359,500.0,
1095.0,0.0,448.5473897457123,,4813,2.2350230210577138e-05,1763260503.7136738,-6.861798465251923e-05,0.00016122404485940933,-0.046347618103027344,0.5645934343338013,8.03731381893158e-07,462848,,0.0010511246509850025
1095.0,0.0,452.002272605896,,4851,2.0046083591296338e-05,1763260507.1685567,2.971664071083069e-05,8.877087384462357e-05,-0.05144369602203369,0.5691914558410645,1.778826117515564e-07,466688,,0.0012932789977639914
1095.0,0.0,452.1134440898895,,4852,1.9969278582721017e-05,1763260507.2797282,-0.0003014802932739258,5.947798490524292e-05,-0.03349769115447998,0.5713982582092285,2.1923333406448364e-06,466816,,0.0008436096250079572
1095.0,0.0,452.7068521976471,,4859,1.9585253539844416e-05,1763260507.8731363,0.0005129054188728333,-0.0001790318638086319,9.953975677490234e-06,0.5711938142776489,3.3248215913772583e-06,467456,,197.2716522216797
,,453.4905548095703,500.0,4868,,1763260508.656839,,,,,,468359,500.0,
1095.0,0.0,454.0750813484192,,4874,1.8663595255929977e-05,1763260509.2413654,-0.00015982240438461304,0.0007233265787363052,-0.14174997806549072,0.5439738631248474,1.3541430234909058e-06,468992,,0.0016147613059729338
1095.0,0.0,454.4089288711548,,4878,1.8433180230204016e-05,1763260509.575213,0.00020197033882141113,-0.00023443624377250671,-1.6927719116210938e-05,0.5469697713851929,8.381903171539307e-07,469376,,1590.5860595703125
,,454.80997467041016,500.0,4882,,1763260509.9762588,,,,,,469859,500.0,
