losses/clipfrac,_runtime,charts/learning_rate,_timestamp,losses/policy_loss,losses/approx_kl,global_step,charts/episodic_length,losses/value_loss,losses/explained_variance,charts/SPS,losses/entropy,losses/old_approx_kl,charts/episodic_return,_step
0.0,278.6349709033966,0.00021720430231653154,1763260336.966059,-0.0057426393032073975,0.0008331788703799248,138112,,0.00032626005122438073,-0.01724863052368164,547.0,0.4596049189567566,0.005280415527522564,,1610
0.0,278.7865238189697,0.00021712749730795622,1763260337.117612,0.0003438033163547516,0.00047522131353616714,138240,,154.00210571289062,-0.00044739246368408203,547.0,0.3877379596233368,0.00045002903789281845,,1612
,280.3006315231323,,1763260338.6317196,,,139718,500.0,,,,,,500.0,1626
0.001953125,282.2577953338623,0.0002155145921278745,1763260340.5888834,-0.028457259759306908,0.004870752803981304,140928,,0.015047406777739525,-0.16830575466156006,550.0,0.40821999311447144,0.01936248131096363,,1638
0.001953125,290.0029966831207,0.000212519196793437,1763260348.3340847,-0.006752572953701019,0.0007570218294858932,145920,,0.008040308021008968,0.015621423721313477,553.0,0.3744516670703888,0.006230313330888748,,1687
0.025390625,296.3970856666565,0.0002097542310366407,1763260354.7281737,-0.021761950105428696,0.005292275920510292,150528,,0.00043869734508916736,-0.16375231742858887,557.0,0.5357142090797424,0.014985485933721066,,1732
0.00390625,298.16814661026,0.00020913979096803814,1763260356.4992347,0.004510067403316498,0.0015376005321741104,151552,,0.0018895992543548346,-0.1016923189163208,557.0,0.5464768409729004,0.012372156605124474,,1745
0.0,298.98290371894836,0.00020867896091658622,1763260357.3139918,-0.0016661370173096657,0.0007448457181453705,152320,,260.11505126953125,-0.0004905462265014648,558.0,0.5389882326126099,0.005030037835240364,,1753
0.0,299.1162667274475,0.0002086021559080109,1763260357.4473548,-0.013305818662047386,0.0022101961076259613,152448,,0.0162653885781765,0.08357018232345581,559.0,0.5450882911682129,-0.007664622738957405,,1754
0.00390625,300.3989460468292,0.00020791091083083302,1763260358.730034,-0.0011228695511817932,0.004656784236431122,153600,,0.0011838682694360614,-1.2931506633758545,560.0,0.518061101436615,0.018393173813819885,,1765
0.00390625,300.6859769821167,0.00020775730081368238,1763260359.017065,0.009324625134468079,0.0019015753641724586,153856,,0.012474987655878067,-1.2628228664398193,561.0,0.5243844985961914,0.00853141862899065,,1768
0.0,301.706267118454,0.00020721966575365514,1763260360.0373552,0.00033267587423324585,0.00011425837874412537,154752,,406.55035400390625,-0.00036025047302246094,562.0,0.5166645050048828,0.0017725396901369095,,1777
0.02734375,306.2657642364502,0.00020468510047066957,1763260364.5968523,-0.028043583035469055,0.005659027025103569,158976,,0.00028686673613265157,-0.23544704914093018,568.0,0.5448205471038818,0.019004089757800102,,1818
0.029296875,306.9075939655304,0.0002043778804363683,1763260365.238682,-0.004863070324063301,0.0038887904956936836,159488,,0.0005562807200476527,-0.46585917472839355,568.0,0.46985357999801636,-0.002431103028357029,,1823
0.0,311.1908779144287,0.00020268817024771124,1763260369.521966,-0.0029764287173748016,0.00039487890899181366,162304,,132.0028533935547,-0.00025641918182373047,570.0,0.5054718255996704,-0.011936469003558159,,1851
0.00390625,311.72778844833374,0.00020238095021340996,1763260370.0588765,0.01369085069745779,0.0019370950758457184,162816,,210.99371337890625,7.867813110351562e-05,570.0,0.46100127696990967,0.00678899884223938,,1856
0.013671875,313.29935574531555,0.00020161290012765676,1763260371.6304438,-0.023761587217450142,0.004601006396114826,164096,,0.00011263906344538555,-0.35605645179748535,572.0,0.4588513970375061,-0.024028580635786057,,1868
0.0,314.26044821739197,0.00020130568009335548,1763260372.5915363,0.0057702213525772095,0.0015721088275313377,164608,,6.24351596343331e-05,0.13500511646270752,571.0,0.5178357362747192,-0.0010359259322285652,,1873
0.0,314.95242381095886,0.00020107526506762952,1763260373.2835119,0.006112456321716309,0.00047970376908779144,164992,,0.00016558256174903363,-0.09368896484375,571.0,0.4860423803329468,0.008282622322440147,,1877
0.0,316.458402633667,0.00020053763000760227,1763260374.7894907,-0.0127719696611166,0.0030648941174149513,165888,,0.008174012415111065,-0.04893922805786133,572.0,0.46035176515579224,-0.014299341477453709,,1886
0.00390625,317.9617953300476,0.00019999999494757503,1763260376.2928834,-0.0021785199642181396,0.001040855422616005,166784,,272.7450866699219,0.00020229816436767578,572.0,0.5266485810279846,0.007848786190152168,,1895
0.0,319.3588955402374,0.0001994623598875478,1763260377.6899836,-4.332885146141052e-05,4.156865179538727e-05,167680,,0.00024307132116518915,-0.04396343231201172,572.0,0.4525151252746582,0.0006784610450267792,,1903
0.0,319.7747485637665,0.00019930874987039715,1763260378.1058366,-0.004181345924735069,0.0006237160414457321,167936,,0.005573292262852192,-0.2033323049545288,572.0,0.5111303925514221,-0.002593092620372772,,1906
,321.357923746109,,1763260379.6890118,,,169213,500.0,,,,,,500.0,1918
0.037109375,321.60646295547485,0.00019846389477606863,1763260379.937551,0.008388431742787361,0.0041794488206505775,169344,,0.014266413636505604,-3.4247231483459473,573.0,0.46087324619293213,0.02653234265744686,,1920
0.0,324.1198410987854,0.00019731183419935405,1763260382.4509292,-0.007262848317623138,0.0010054158046841621,171264,,270.8514404296875,3.170967102050781e-05,575.0,0.4799710512161255,-0.003264668397605419,,1945
0.0,326.4897186756134,0.00019646697910502553,1763260384.8208067,0.001833215355873108,0.00011669937521219254,172672,,430.087890625,-0.0003126859664916992,575.0,0.45962679386138916,-0.00014538224786520004,,1959
,328.1654534339905,,1763260386.4965415,,,174170,500.0,,,,,,500.0,1973
0.0,329.54979038238525,0.0001948540739249438,1763260387.8808784,0.0005998946726322174,0.00041493214666843414,175360,,0.007909048348665237,-0.43006742000579834,578.0,0.5496876835823059,0.006622316315770149,,1985
0.0,330.2677254676819,0.0001944700488820672,1763260388.5988135,-0.0019195377826690674,0.0007612351328134537,176000,,0.0007571162423118949,-0.14558720588684082,579.0,0.5096379518508911,0.007475301623344421,,1991
0.001953125,331.5342469215393,0.00019377880380488932,1763260389.865335,-0.013856470584869385,0.0022114310413599014,177152,,0.0002851843601092696,0.07387477159500122,580.0,0.47257065773010254,0.009894520044326782,,2002
0.0,332.0804657936096,0.00019347158377058804,1763260390.4115539,0.005892802029848099,0.0010859780013561249,177664,,0.0001992173056351021,-0.05835747718811035,581.0,0.472059965133667,0.006311735138297081,,2007
0.0078125,333.03548407554626,0.0001929339487105608,1763260391.3665721,-0.0290024783462286,0.004916030913591385,178560,,0.0002697014424484223,-0.11230885982513428,582.0,0.4212478995323181,0.0075364671647548676,,2016
0.0,333.3270037174225,0.00019278033869341016,1763260391.6580918,-0.003524504601955414,0.0006791176274418831,178816,,0.00836276262998581,-0.15055334568023682,582.0,0.40679842233657837,0.0061995843425393105,,2019
0.0,333.89049553871155,0.00019247311865910888,1763260392.2215836,0.0017889440059661865,0.0005360376089811325,179328,,0.00622862484306097,0.10863393545150757,583.0,0.4587886333465576,0.002107415348291397,,2024
,334.18691325187683,,1763260392.5180013,,,179670,500.0,,,,,,500.0,2027
0.0,334.4199540615082,0.0001921658986248076,1763260392.7510421,-0.006378026679158211,0.000676407478749752,179840,,0.005023295525461435,-0.17152929306030273,583.0,0.3921070694923401,0.002139047719538212,,2029
0.0,334.97396969795227,0.00019185867859050632,1763260393.3050578,0.0032254643738269806,0.00016188714653253555,180352,,0.005458805710077286,-0.04007720947265625,584.0,0.49871793389320374,0.007998374290764332,,2034
0.0,336.2101445198059,0.00019116743351332843,1763260394.5412326,-0.0014108270406723022,0.00010129343718290329,181504,,0.0003070155798923224,-0.032536864280700684,585.0,0.5067632794380188,0.0002639712765812874,,2045
0.0,336.9971675872803,0.00019078340847045183,1763260395.3282557,-0.017493030056357384,0.002208307385444641,182144,,0.0001863064244389534,0.06797444820404053,586.0,0.5049005746841431,0.004326308146119118,,2051
,337.0455958843231,,1763260395.376684,,,182170,500.0,,,,,,500.0,2052
0.0,340.18072414398193,0.00018963133334182203,1763260398.5118122,0.0013153329491615295,4.7759152948856354e-05,184064,,0.00021179881878197193,0.024495065212249756,586.0,0.4406508207321167,0.0010285703465342522,,2070
,341.09170389175415,,1763260399.422792,,,184670,500.0,,,,,,500.0,2076
0.0,344.04413318634033,0.00018824884318746626,1763260402.3752213,-0.024009861052036285,0.0013662297278642654,186368,,0.007236480712890625,-0.08225440979003906,586.0,0.41498303413391113,0.007027486339211464,,2093
0.0,344.21215867996216,0.00018817203817889094,1763260402.5432467,0.007174335420131683,0.00023443624377250671,186496,,9.57340162131004e-05,0.2506183385848999,586.0,0.4055789113044739,-0.0044239964336156845,,2094
0.0,348.02334237098694,0.00018678954802453518,1763260406.3544304,-0.00039761513471603394,4.198681563138962e-05,188800,,0.00909680686891079,0.06041061878204346,587.0,0.4154156446456909,0.0003569880500435829,,2117
0.0,350.76450061798096,0.00018533026741351932,1763260409.0955887,-0.004969598725438118,0.0009520603343844414,191232,,257.98529052734375,-0.00018358230590820312,589.0,0.44291990995407104,0.017416421324014664,,2141
0.0,351.33642864227295,0.00018502304737921804,1763260409.6675167,0.006718020886182785,0.0007682181894779205,191744,,273.0752868652344,1.919269561767578e-05,590.0,0.4435799717903137,0.00568479485809803,,2146
0.0,351.4771394729614,0.00018494624237064272,1763260409.8082275,0.0005458295345306396,0.0003416929394006729,191872,,0.009898644872009754,0.16494786739349365,590.0,0.45872682332992554,-0.004933873191475868,,2147
0.015625,351.6074261665344,0.0001848694373620674,1763260409.9385142,-0.04687012359499931,0.009291568771004677,192000,,0.0005951798520982265,0.19497734308242798,590.0,0.5106030702590942,0.02890183962881565,,2148
,352.36902141571045,,1763260410.7001095,,,192670,500.0,,,,,,500.0,2155
0.013671875,355.3276090621948,0.00018341014219913632,1763260413.6586971,-0.019356828182935715,0.00787253025919199,194432,,0.0004234334046486765,0.034638822078704834,591.0,0.5011343359947205,0.031555645167827606,,2172
0.0,357.50353598594666,0.00018264209211338311,1763260415.834624,0.005320265889167786,0.0013491474092006683,195712,,112.00547790527344,0.0003822445869445801,591.0,0.5112643241882324,0.0013191886246204376,,2185
0.00390625,358.7849156856537,0.0001821812620619312,1763260417.1160038,-0.004820069298148155,0.0011066580191254616,196480,,0.00023422087542712688,0.033827245235443115,591.0,0.39699414372444153,-0.006046540103852749,,2192
0.0,359.8978319168091,0.0001817972370190546,1763260418.22892,-0.014908812940120697,0.001051255501806736,197120,,0.00024238636251538992,0.050469934940338135,591.0,0.5016887784004211,-0.007247629575431347,,2198
,359.94546484947205,,1763260418.276553,,,197170,500.0,,,,,,500.0,2199
0.0,362.1809186935425,0.0001810291869333014,1763260420.5120068,0.0013034269213676453,8.947774767875671e-05,198400,,0.005347046069800854,-0.1494830846786499,590.0,0.4816119968891144,0.0013534482568502426,,2211
,362.6951699256897,,1763260421.026258,,,198670,500.0,,,,,,500.0,2214
0.0,363.86944103240967,0.00018049155187327415,1763260422.200529,0.0015195943415164948,0.0005747843533754349,199296,,0.003464637091383338,1.4424324035644531e-05,590.0,0.5728096961975098,0.0043276455253362656,,2220
,364.40102219581604,,1763260422.7321103,,,199670,500.0,,,,,,500.0,2223
0.0,364.812726020813,0.00018018433183897287,1763260423.143814,0.0003540161997079849,2.276897430419922e-05,199808,,0.007261847145855427,0.3942781090736389,590.0,0.4660588800907135,0.0008250195533037186,,2225
0.0,365.0272488594055,0.00018010752683039755,1763260423.358337,0.0031315796077251434,0.0004713023081421852,199936,,0.00016930968558881432,-0.029688596725463867,590.0,0.5319847464561462,-0.0019637132063508034,,2226
0.009765625,365.2536823749542,0.00018003072182182223,1763260423.5847704,-0.029689498245716095,0.002729974687099457,200064,,0.0003175721503794193,0.06614667177200317,590.0,0.4426077902317047,-0.004846246913075447,,2227
0.001953125,365.95824790000916,0.00017980030679609627,1763260424.289336,-0.0030590668320655823,0.00038512516766786575,200448,,0.00036185761564411223,-0.12838292121887207,590.0,0.4786958396434784,0.0005907705053687096,,2231
0.0,366.66271328926086,0.0001795698917703703,1763260424.9938014,-0.002079097554087639,8.401181548833847e-05,200832,,0.0073654078878462315,0.22429722547531128,590.0,0.5105692148208618,0.004038806073367596,,2235
0.001953125,367.7872121334076,0.0001791858667274937,1763260426.1183002,-0.01563996635377407,0.004386891610920429,201472,,0.0004034884332213551,-0.06712973117828369,590.0,0.5116428732872009,0.025391310453414917,,2241
,369.01074838638306,,1763260427.3418365,,,202170,500.0,,,,,,500.0,2248
0.0,369.4611065387726,0.00017864823166746646,1763260427.7921946,-0.002550482749938965,0.0005602240562438965,202368,,0.007359249051660299,0.1271899938583374,590.0,0.5190514326095581,-0.005633588880300522,,2250
,369.93329548835754,,1763260428.2643836,,,202670,500.0,,,,,,500.0,2253
,372.5912597179413,,1763260430.9223478,,,204670,500.0,,,,,,500.0,2272
0.0,373.60058188438416,0.00017680491146165878,1763260431.93167,0.0007515549659729004,1.547299325466156e-05,205440,,0.00027440726989880204,0.09444665908813477,591.0,0.5007471442222595,-0.00013477914035320282,,2280
0.0,375.3722565174103,0.00017588325135875493,1763260433.7033446,-0.004049113020300865,0.0005098888650536537,206976,,0.0003053796535823494,-0.11352765560150146,593.0,0.4047210216522217,-0.004794136621057987,,2295
0.0,375.6879823207855,0.0001757296413416043,1763260434.0190704,-0.0009666420519351959,9.8448246717453e-05,207232,,187.86126708984375,0.0002498626708984375,593.0,0.4764998257160187,0.001886945217847824,,2298
0.0,377.12301206588745,0.0001749615912558511,1763260435.4541001,0.003006547689437866,6.781518459320068e-05,208512,,0.00012771236652042717,-0.2724733352661133,594.0,0.47108539938926697,0.0017291903495788574,,2310
,377.25209403038025,,1763260435.583182,,,208670,500.0,,,,,,500.0,2312
0.0,377.9099099636078,0.00017450076120439917,1763260436.240998,-0.0015187636017799377,0.0001245308667421341,209280,,567.4986572265625,0.0003808140754699707,595.0,0.459722101688385,0.0031627677381038666,,2318
,378.3421518802643,,1763260436.67324,,,209670,500.0,,,,,,500.0,2322
0.001953125,378.6209092140198,0.0001741167507134378,1763260436.9519973,-0.01131342351436615,0.0029205288738012314,209920,,0.0032998602837324142,-0.25327157974243164,596.0,0.4671924114227295,0.0033451393246650696,,2324
0.0,379.1767029762268,0.00017380953067913651,1763260437.507791,-0.0019154846668243408,7.21244141459465e-05,210432,,0.0002708554093260318,0.11990028619766235,596.0,0.46668198704719543,0.00016936007887125015,,2329
0.0,380.2821638584137,0.00017319509061053395,1763260438.613252,-0.00878829974681139,0.0019929036498069763,211456,,0.0001975305931409821,0.20321357250213623,597.0,0.49763014912605286,-0.02784695103764534,,2339
0.0,380.69836354255676,0.000172964675584808,1763260439.0294516,-0.0012290477752685547,3.92422080039978e-05,211840,,0.007817975245416164,0.5088887810707092,598.0,0.5186724662780762,0.0057564228773117065,,2343
0.0,381.25082421302795,0.0001726574555505067,1763260439.5819123,-0.03253743425011635,0.0028768880292773247,212352,,0.008797971531748772,0.1741759181022644,598.0,0.48126542568206787,9.976234287023544e-05,,2348
0.0,381.94672298431396,0.0001722734305076301,1763260440.277811,-0.01744663715362549,0.0013688569888472557,212992,,0.0004354616685304791,0.21604156494140625,599.0,0.41458389163017273,0.0004524616524577141,,2354
0.0,382.91051745414734,0.00017173579544760287,1763260441.2416055,-0.0011449847370386124,5.097873508930206e-05,213888,,0.005847956985235214,0.23630064725875854,600.0,0.4513672888278961,-0.0012859981507062912,,2363
0.001953125,385.77908301353455,0.00017012289026752114,1763260444.110171,-0.0014211684465408325,0.0023484723642468452,216576,,0.00026808568509295583,-2.593822717666626,602.0,0.5263593792915344,0.008987332694232464,,2389
0.0,386.3393361568451,0.00016981567023321986,1763260444.6704242,-0.0020895320922136307,0.0001669982448220253,217088,,0.00027920748107135296,-1.9137201309204102,603.0,0.44488877058029175,0.003240029327571392,,2394
0.0,389.8196361064911,0.00016789554501883686,1763260448.1507242,0.0013930648565292358,5.691312253475189e-05,220288,,226.4835968017578,0.0005622506141662598,606.0,0.46070384979248047,-0.0016119834035634995,,2426
0.0,390.23931908607483,0.0001676651299931109,1763260448.5704072,0.012030718848109245,0.0008170399814844131,220672,,254.9623565673828,-4.172325134277344e-05,606.0,0.47544756531715393,-0.00934700109064579,,2430
,392.3647050857544,,1763260450.6957932,,,222670,500.0,,,,,,500.0,2449
0.0,394.1262016296387,0.00016551458975300193,1763260452.4572897,0.005966156721115112,0.0005168179050087929,224256,,186.48843383789062,0.0012450218200683594,609.0,0.5065059065818787,0.0010134698823094368,,2465
0.013671875,397.355792760849,0.0001639016845729202,1763260455.6868808,-0.014068609103560448,0.0017259744927287102,226944,,0.0002643963089212775,-0.3544003963470459,611.0,0.45416590571403503,0.005718008615076542,,2491
,397.5483283996582,,1763260455.8794165,,,227170,500.0,,,,,,500.0,2493
0.017578125,399.0663011074066,0.00016298002447001636,1763260457.3973892,-0.018850084394216537,0.0065526897087693214,228480,,0.000293998047709465,0.007152199745178223,613.0,0.4993787407875061,0.008983599953353405,,2506
0.0,399.9550151824951,0.00016251919441856444,1763260458.2861032,-0.004639025777578354,0.0002140868455171585,229248,,424.114013671875,0.001360476016998291,613.0,0.4988580346107483,4.550814628601074e-05,,2514
0.0,400.091215133667,0.00016244238940998912,1763260458.4223032,-0.006141748279333115,0.00028372183442115784,229376,,0.0074091036804020405,0.4606715440750122,613.0,0.4967069923877716,-0.004916436970233917,,2515
0.0,400.672730922699,0.00016213516937568784,1763260459.003819,-0.0038858260959386826,0.0002391953021287918,229888,,0.006919859908521175,0.5408778190612793,614.0,0.475845068693161,-0.00029802508652210236,,2520
,402.0792644023895,,1763260460.4103525,,,231170,500.0,,,,,,500.0,2533
0.0,403.1853561401367,0.00016090630379039794,1763260461.5164442,-0.0079999640583992,0.0006412724032998085,231936,,0.0002514344814699143,0.10188525915145874,615.0,0.4907435178756714,-0.004845590330660343,,2540
,404.2531633377075,,1763260462.5842514,,,232670,500.0,,,,,,500.0,2547
0.0,407.6102137565613,0.00015906298358459026,1763260465.9413018,-0.0006859041750431061,0.0008231066167354584,235008,,0.00012189960398245603,0.46282172203063965,616.0,0.5314856171607971,-0.0002468843013048172,,2570
0.0,407.8139510154724,0.00015898617857601494,1763260466.145039,0.001828409731388092,0.0002136891707777977,235136,,0.00021120792371220887,-0.4776562452316284,616.0,0.5071083307266235,0.008542885072529316,,2571
0.001953125,408.72871589660645,0.00015867895854171365,1763260467.059804,-0.014818768948316574,0.0030221473425626755,235648,,0.0002013025659834966,0.2545718550682068,616.0,0.5511162877082825,-0.015466935932636261,,2576
,408.77023434638977,,1763260467.1013224,,,235670,500.0,,,,,,500.0,2577
0.0,413.055118560791,0.00015675883332733065,1763260471.3862066,-0.0037334170192480087,0.0017537027597427368,238848,,0.005570927169173956,-0.16206157207489014,617.0,0.48116976022720337,0.00920664332807064,,2608
0.0,413.31632804870605,0.00015660522331018,1763260471.647416,-0.005464434623718262,0.0004854230210185051,239104,,0.00022124098904896528,-1.3020949363708496,618.0,0.6089835166931152,-0.00034472066909074783,,2610
0.0078125,415.5304832458496,0.00015537634317297488,1763260473.8615713,-0.00039655622094869614,0.004013563506305218,241152,,0.0005430910969153047,-0.879618763923645,619.0,0.5010352730751038,0.00795085821300745,,2630
,416.0785059928894,,1763260474.409594,,,241670,500.0,,,,,,500.0,2636
0.0,417.143479347229,0.00015445468307007104,1763260475.4745674,0.006229907274246216,0.0014652898535132408,242688,,326.5487976074219,0.0007393360137939453,621.0,0.37501540780067444,0.013968138955533504,,2646
0.015625,417.26683831214905,0.00015437787806149572,1763260475.5979264,0.007098153233528137,0.0046244412660598755,242816,,0.0084868548437953,0.3080042004585266,621.0,0.5098798274993896,0.01699552871286869,,2647
0.005859375,417.37941002845764,0.0001543010730529204,1763260475.710498,-0.008509498089551926,0.002860451117157936,242944,,0.0006371499039232731,-1.750196933746338,621.0,0.54097980260849,-0.010739881545305252,,2648
0.0,419.45659852027893,0.00015307219291571528,1763260477.7876866,-0.01638936623930931,0.0016151657328009605,244992,,0.0005722932401113212,-2.067272186279297,623.0,0.5221410393714905,-0.006071916781365871,,2668
0.0,419.9826908111572,0.000152764972881414,1763260478.3137789,0.002287822775542736,0.0005398085340857506,245504,,0.00044478109339252114,-1.2640433311462402,623.0,0.5676286816596985,0.003619532100856304,,2673
0.0,421.0316553115845,0.00015215053281281143,1763260479.3627434,-0.002216652035713196,0.00012061093002557755,246528,,0.0005332434666343033,-0.3336139917373657,624.0,0.5377809405326843,0.0010645082220435143,,2683
0.0,421.4347565174103,0.00015192011778708547,1763260479.7658446,-0.012192957103252411,0.000718369148671627,246912,,0.008031965233385563,-0.3698451519012451,625.0,0.5039291977882385,-0.0021628616377711296,,2687
0.0,421.66873264312744,0.00015176650776993483,1763260479.9998207,0.010067231953144073,0.0010307421907782555,247168,,0.0014090312179178,-2.1262805461883545,625.0,0.4657059907913208,-0.002709011547267437,,2689
0.0,421.94377851486206,0.0001516128977527842,1763260480.2748666,-0.011330828070640564,0.00046557560563087463,247424,,0.001493395771831274,-0.17675721645355225,625.0,0.47444528341293335,0.004053490236401558,,2692
0.0,426.1417760848999,0.00014915515203028917,1763260484.4728642,0.004804469645023346,0.0012500248849391937,251520,,0.0006229672580957413,0.12299609184265137,629.0,0.5249158143997192,-0.003811625763773918,,2732
0.0,428.47132325172424,0.00014792627189308405,1763260486.8024113,-0.0021180063486099243,0.0003128666430711746,253568,,0.00022528368572238833,0.4036065340042114,630.0,0.4968658685684204,-0.010218387469649315,,2752
0.001953125,429.0057442188263,0.00014761905185878277,1763260487.3368323,-0.010380253195762634,0.0011014854535460472,254080,,0.0003778118989430368,0.28728872537612915,631.0,0.4412527084350586,-0.0009122798219323158,,2757
0.001953125,430.6114721298218,0.00014669739175587893,1763260488.9425602,-0.006965106353163719,0.0010957596823573112,255616,,0.0002632657706271857,-0.9359841346740723,632.0,0.5011768341064453,0.01216184999793768,,2772
0.0,431.67283964157104,0.00014608295168727636,1763260490.0039277,0.0009571947157382965,0.00026166532188653946,256640,,0.00016923013026826084,0.2870609760284424,633.0,0.4655430316925049,0.0011453209444880486,,2782
,431.6978678703308,,1763260490.028956,,,256670,500.0,,,,,,500.0,2783
,432.7764792442322,,1763260491.1075673,,,257670,500.0,,,,,,500.0,2793
0.0,436.26465916633606,0.0001435483864042908,1763260494.5957472,-0.011254211887717247,0.0003400444984436035,260864,,0.006493004504591227,0.6934375166893005,636.0,0.5658900737762451,0.0045256782323122025,,2824
0.0,438.30970907211304,0.000142396311275661,1763260496.6407971,0.0013608131557703018,1.2689270079135895e-05,262784,,56.62738037109375,0.0004044771194458008,638.0,0.5143534541130066,0.0005172295495867729,,2843
0.0,439.8384327888489,0.00014155145618133247,1763260498.1695209,0.002758316695690155,0.0003266632556915283,264192,,458.877685546875,0.0013467073440551758,639.0,0.5265119075775146,-0.00017671659588813782,,2857
0.0,442.89644289016724,0.00014001535600982606,1763260501.227531,-0.003468036651611328,0.0010604551061987877,266752,,566.9222412109375,0.003038167953491211,640.0,0.4817408323287964,-0.007632057182490826,,2882
0.0,443.84932494163513,0.00013947772094979882,1763260502.180413,-0.00022158026695251465,0.0026217037811875343,267648,,0.000720323296263814,-1.2893555164337158,641.0,0.5590565204620361,0.0015002386644482613,,2890
0.0,446.091299533844,0.0001382488408125937,1763260504.4223876,-0.0022496823221445084,0.00045544933527708054,269696,,667.8080444335938,0.0003439784049987793,642.0,0.5222207903862,-0.0038257697597146034,,2911
,448.59333324432373,,1763260506.9244213,,,272170,500.0,,,,,,500.0,2935
0.0,450.15544843673706,0.000135867900098674,1763260508.4865365,-0.0073030367493629456,0.0016315244138240814,273664,,0.000613238662481308,-0.46435678005218506,645.0,0.5100457072257996,0.013443119823932648,,2949
0.0,451.25446224212646,0.00013525346003007144,1763260509.5855503,0.0023624999448657036,0.00019318610429763794,274688,,490.6618957519531,0.0006365180015563965,646.0,0.5469986200332642,0.0018820352852344513,,2960
0.0,452.8014135360718,0.0001343317999271676,1763260511.1325016,-0.0014600753784179688,0.00010904297232627869,276224,,331.8357849121094,0.0014532804489135742,647.0,0.4682970941066742,-0.0004628952592611313,,2975
,454.30711483955383,,1763260512.638203,,,277670,500.0,,,,,,500.0,2989
0.0,455.2000889778137,0.00013294930977281183,1763260513.531177,-0.00542188435792923,0.00045632291585206985,278528,,0.0004998792428523302,-0.7834506034851074,649.0,0.5304905772209167,0.005204922519624233,,2997
0.005859375,456.66883635520935,0.0001321044546784833,1763260514.9999244,-0.00032315030694007874,0.004865665920078754,279936,,0.0006651658331975341,0.37927281856536865,650.0,0.5169733762741089,-0.0028336336836218834,,3011
0.00390625,460.91105127334595,0.00012964669440407306,1763260519.2421393,0.019240103662014008,0.0042464639991521835,284032,,0.0005506930756382644,-1.297438144683838,653.0,0.49802130460739136,0.013341034762561321,,3051
,461.07809114456177,,1763260519.4091792,,,284170,500.0,,,,,,500.0,3053
0.0,462.523300409317,0.00012872503430116922,1763260520.8543885,0.00697875302284956,0.0008936505764722824,285568,,0.0002319521299796179,0.2759730815887451,654.0,0.5064201354980469,-0.00801892951130867,,3066
0.0,462.9398441314697,0.00012849461927544326,1763260521.2709322,0.007473669946193695,0.00030541978776454926,285952,,0.0006445952458307147,-0.08518362045288086,655.0,0.47642841935157776,-0.004154413938522339,,3070
0.0,464.31196451187134,0.00012772656918969005,1763260522.6430526,0.004409864544868469,7.265713065862656e-05,287232,,264.7265625,0.002178788185119629,656.0,0.4932520389556885,-0.0018705641850829124,,3083
0.0,465.93068838119507,0.0001268049090867862,1763260524.2617764,-0.00899944081902504,0.0002763858065009117,288768,,470.0803527832031,0.0020431876182556152,657.0,0.4818016290664673,0.00016989652067422867,,3098
0.0,466.5119831562042,0.00012649768905248493,1763260524.8430712,-0.004057474434375763,0.0002068653702735901,289280,,269.9889831542969,0.0013445615768432617,657.0,0.515489935874939,-0.011697730049490929,,3103
0.0,469.0634346008301,0.00012503840844146907,1763260527.3945227,0.0017309263348579407,0.001059417612850666,291712,,269.60113525390625,0.0015074610710144043,659.0,0.5456631183624268,0.008164688013494015,,3127
0.0,469.3197412490845,0.00012488479842431843,1763260527.6508293,-0.006961628794670105,0.0011820662766695023,291968,,0.0006267520366236567,-0.38063323497772217,659.0,0.52949458360672,-0.015001798048615456,,3129
,470.5926864147186,,1763260528.9237745,,,293170,500.0,,,,,,500.0,3141
0.0,470.86176013946533,0.0001240399433299899,1763260529.1928482,0.00236612930893898,0.0002238759770989418,293376,,0.006884261034429073,0.6110628843307495,660.0,0.5734828114509583,0.001000608317553997,,3143
,471.11096239089966,,1763260529.4420505,,,293670,500.0,,,,,,500.0,3146
,473.74604892730713,,1763260532.077137,,,296170,500.0,,,,,,500.0,3170
0.009765625,475.2372887134552,0.00012158218305557966,1763260533.5683768,0.004540055990219116,0.0033698715269565582,297472,,0.0005773014854639769,-0.3961995840072632,662.0,0.5367533564567566,-0.016322381794452667,,3183
0.005859375,475.77246475219727,0.00012127496302127838,1763260534.1035528,-0.012442518025636673,0.0029513509944081306,297984,,0.00045749088167212903,0.4336647391319275,663.0,0.5157553553581238,0.013523691333830357,,3188
0.0,478.9115297794342,0.00011950844782404602,1763260537.2426178,-0.0017430856823921204,0.0005136812105774879,300928,,0.0005789795541204512,0.22758638858795166,665.0,0.5489084124565125,-0.003158305771648884,,3217
,479.6224060058594,,1763260537.953494,,,301670,500.0,,,,,,500.0,3224
0.001953125,481.9938974380493,0.00011766512761823833,1763260540.3249855,-0.0034416746348142624,0.0006261579692363739,304000,,0.0006113233976066113,0.03200268745422363,667.0,0.5085747241973877,-0.008902758359909058,,3247
0.0,482.2527446746826,0.00011751151760108769,1763260540.5838327,0.004232395440340042,0.00011977832764387131,304256,,153.21817016601562,0.004776179790496826,667.0,0.46162131428718567,-0.0008201254531741142,,3250
