losses/clipfrac,global_step,losses/approx_kl,_step,charts/episodic_length,_runtime,losses/old_approx_kl,charts/SPS,losses/policy_loss,charts/episodic_return,_timestamp,losses/explained_variance,charts/learning_rate,losses/value_loss,losses/entropy
0.0,31360,8.318759500980377e-05,450,,90.57512068748474,-0.004833389073610306,488.0,-0.002435259521007538,,1763260149.0089548,-0.00037217140197753906,0.00028125959215685725,96.16242218017578,0.555963397026062
,33354,,471,500.0,94.43622493743896,,,,500.0,1763260152.870059,,,,
0.0,34304,0.00041082967072725296,481,,96.37068295478821,0.0035756146535277367,490.0,0.00396878644824028,,1763260154.804517,0.7629765272140503,0.0002794930769596249,8.19001579284668,0.5768535137176514
,35119,,490,500.0,97.91825723648071,,,,500.0,1763260156.3520913,,,,
,36375,,504,327.0,100.48805594444275,,,,327.0,1763260158.92189,,,,
0.0,37376,2.4596229195594788e-06,515,190.0,102.57034659385681,0.0006783837452530861,490.0,0.00021717138588428497,190.0,1763260161.0041807,-0.002872943878173828,0.0002776497567538172,55.162879943847656,0.541616678237915
0.0,38784,0.00014747679233551025,530,,105.37541818618774,0.0046050939708948135,490.0,0.0006232783198356628,,1763260163.8092523,-0.0003371238708496094,0.0002768049016594887,6.274313449859619,0.5770600438117981
,39562,,539,181.0,106.89993476867676,,,,181.0,1763260165.3337688,,,,
0.0,40320,4.499778151512146e-05,547,,108.39812564849854,-0.00020255893468856812,491.0,-0.0008683279156684875,,1763260166.8319597,0.06133311986923218,0.0002758832706604153,233.61532592773438,0.5764219164848328
,41022,,555,51.0,109.76711535453796,,,,51.0,1763260168.2009494,,,,
0.0,41344,1.3690441846847534e-07,559,,110.55695986747742,5.32614067196846e-05,491.0,-5.1349401473999023e-05,,1763260168.990794,-0.0022586584091186523,0.00027526883059181273,34.12616729736328,0.5873506665229797
0.001953125,41984,0.0015593916177749634,568,,111.96899461746216,-0.007005142048001289,490.0,-0.0021171560510993004,,1763260170.4028287,0.1413983702659607,0.00027488480554893613,212.69566345214844,0.5306547284126282
0.0,44544,0.00010181870311498642,595,,117.20347762107849,0.001093030907213688,490.0,0.0011477991938591003,,1763260175.6373117,0.6594318151473999,0.0002733487053774297,82.73030090332031,0.5702299475669861
0.0,46208,2.4842098355293274e-05,612,,120.53303575515747,0.0011745467782020569,490.0,-0.0013695880770683289,,1763260178.9668698,0.1578623652458191,0.00027235024026595056,3.3731768131256104,0.5425024032592773
0.0,46464,0.0018063895404338837,614,,121.03385996818542,0.007564656436443329,490.0,-0.01679781638085842,,1763260179.467694,0.7060892581939697,0.0002721966302487999,3.3138885498046875,0.5605908632278442
,47963,,630,292.0,123.992990732193,,,,292.0,1763260182.4268248,,,,
,48495,,636,391.0,125.04988551139832,,,,391.0,1763260183.4837196,,,,
0.0,48896,0.0010061673820018768,640,,125.940101146698,-0.005980761721730232,491.0,-0.006279222667217255,,1763260184.3739352,-1.0393834114074707,0.00027073733508586884,5.086136817932129,0.5571024417877197
0.0,49664,8.52532684803009e-06,650,,127.60189414024353,-0.0003610793501138687,490.0,-0.0005350261926651001,,1763260186.0357282,-0.0022857189178466797,0.0002702765050344169,204.1956787109375,0.59007728099823
0.0,51072,2.738088369369507e-05,664,,130.44873785972595,0.00034748949110507965,490.0,-0.0005909674800932407,,1763260188.882572,-1.1664707660675049,0.0002694316499400884,1.7317410707473755,0.5822758674621582
0.0,52992,2.323836088180542e-05,684,,134.43914675712585,-0.0018909722566604614,490.0,0.004942987114191055,,1763260192.8729808,0.8709304928779602,0.0002682795748114586,29.802043914794922,0.5378729701042175
0.015625,53504,0.008018787950277328,689,,135.45920634269714,-0.004039081744849682,490.0,-0.029380325227975845,,1763260193.8930404,-0.48223233222961426,0.0002679723547771573,5.986678123474121,0.5462974905967712
0.0,54272,4.019588232040405e-06,698,,137.07612705230713,0.000585285946726799,490.0,-0.0003599058836698532,,1763260195.5099611,-0.40081989765167236,0.0002675115247257054,1.1868711709976196,0.5333093404769897
0.0,54656,1.6917474567890167e-05,702,,137.88006448745728,0.0005180267617106438,490.0,-0.0013214647769927979,,1763260196.3138986,0.18712365627288818,0.0002672811096999794,1.07576584815979,0.5348551273345947
0.0,55168,0.0006161164492368698,707,,138.9417600631714,0.0009951908141374588,490.0,-0.005595453083515167,,1763260197.3755941,-0.011890172958374023,0.00026697388966567814,0.7779636383056641,0.5514419078826904
,57323,,729,500.0,143.17420411109924,,,,500.0,1763260201.6080382,,,,
,60001,,757,500.0,148.64123511314392,,,,500.0,1763260207.0750692,,,,
,60501,,762,500.0,149.64800715446472,,,,500.0,1763260208.0818412,,,,
,61001,,767,500.0,150.65984773635864,,,,500.0,1763260209.0936818,,,,
0.0,61696,0.002249162644147873,775,,152.2495527267456,0.007509678602218628,490.0,-0.023192085325717926,,1763260210.6833868,0.6828004121780396,0.0002630568342283368,0.08100113272666931,0.5096291303634644
0.0,62848,0.00020012538880109787,788,,154.68911862373352,-0.008476491086184978,489.0,0.0013354355469346046,,1763260213.1229527,0.9018463492393494,0.00026236558915115893,0.8641416430473328,0.5252423286437988
0.0,62976,0.0009659864008426666,789,,154.9271285533905,-0.006638754159212112,489.0,-0.005976587533950806,,1763260213.3609626,0.7818466424942017,0.0002622887841425836,3.7606632709503174,0.5470165014266968
0.001953125,63744,0.001677725464105606,797,,156.47930455207825,-0.014615592546761036,489.0,-0.023113925009965897,,1763260214.9131386,-0.8776119947433472,0.0002618279540911317,0.11919283121824265,0.5451095700263977
0.0,64640,0.0008596489205956459,806,,158.24263715744019,-0.006109503097832203,490.0,-0.011901304125785828,,1763260216.6764712,0.08261924982070923,0.00026129031903110445,0.03638258948922157,0.5006740689277649
0.0,65536,0.0005621146410703659,815,,160.03504729270935,-0.0033932607620954514,490.0,-0.0012870877981185913,,1763260218.4688814,0.42102324962615967,0.0002607526839710772,0.02489599771797657,0.5169976353645325
0.0,70400,0.0012040287256240845,863,,169.6830656528473,-0.0030105970799922943,491.0,0.001215469092130661,,1763260228.1168997,-0.0003134012222290039,0.00025783409364521503,519.3478393554688,0.5708649158477783
,71381,,872,500.0,171.46314597129822,,,,500.0,1763260229.89698,,,,
0.0,71808,0.0005138684064149857,876,,172.40544748306274,0.007412448525428772,491.0,0.003903985023498535,,1763260230.8392816,-0.9452822208404541,0.0002569892385508865,0.00020738542662002146,0.49586427211761475
,75881,,916,500.0,180.4052653312683,,,,500.0,1763260238.8390994,,,,
0.0,76416,0.000859464518725872,922,,181.64928007125854,0.0063260020688176155,492.0,-0.005782999098300934,,1763260240.0831141,0.00010311603546142578,0.000254224258242175,264.2002258300781,0.5298452973365784
0.0,77312,0.001069515012204647,930,,183.38874125480652,0.005398650653660297,492.0,0.001463916152715683,,1763260241.8225753,-0.20963072776794434,0.00025368662318214774,7.107087003532797e-05,0.5175018310546875
0.0,78080,0.00042369868606328964,938,,184.9582953453064,0.0025522829964756966,492.0,-0.0009234622120857239,,1763260243.3921294,-0.08177316188812256,0.0002532257931306958,0.004002197179943323,0.5027194023132324
,78381,,941,500.0,185.51538848876953,,,,500.0,1763260243.9492226,,,,
0.0,78464,0.00042508356273174286,942,,185.75205826759338,0.0005822312086820602,492.0,0.00131891667842865,,1763260244.1858923,0.0007525086402893066,0.00025299537810496986,351.66387939453125,0.5321379899978638
0.009765625,79104,0.007319070398807526,948,,186.92898178100586,0.014094224199652672,492.0,-0.03565604239702225,,1763260245.3628159,0.5576634407043457,0.00025261135306209326,0.005842274986207485,0.5556156039237976
0.0,81792,0.00038190651684999466,974,,192.3082218170166,0.006706424988806248,492.0,-0.002859417349100113,,1763260250.742056,-0.0637819766998291,0.000250998476985842,0.00017800412024371326,0.5685974359512329
0.0,82304,0.0002558119595050812,980,,193.39060378074646,0.001996103674173355,492.0,-0.008821124210953712,,1763260251.8244379,0.0018575191497802734,0.0002506912569515407,607.3820190429688,0.5314726233482361
0.0,82816,0.0003755725920200348,985,,194.4128487110138,0.002504546195268631,492.0,0.0011255666613578796,,1763260252.8466828,-0.00037419795989990234,0.00025038403691723943,325.5140075683594,0.5558022856712341
0.0,83840,0.0004136720672249794,995,,196.45129704475403,-0.004603465087711811,492.0,-0.006810128688812256,,1763260254.8851311,-0.10381627082824707,0.00024976959684863687,0.004071401432156563,0.5766369700431824
0.03515625,84096,0.004942622967064381,997,,196.9352297782898,-0.024109046906232834,493.0,-0.018580637872219086,,1763260255.3690639,-4.007401466369629,0.0002496159868314862,0.0003490440722089261,0.47087475657463074
0.0,85888,3.688223659992218e-05,1015,,200.46222233772278,-0.0011128336191177368,493.0,0.00012604519724845886,,1763260258.8960564,-0.09897446632385254,0.00024854071671143174,0.00011810214346041903,0.5777021646499634
,86397,,1020,500.0,201.22134113311768,,,,500.0,1763260259.6551752,,,,
0.0,87424,0.0015570120885968208,1031,,202.67016172409058,0.007614574395120144,495.0,0.005573052912950516,,1763260261.1039958,-0.00013637542724609375,0.0002476190566085279,344.3823547363281,0.5336010456085205
,89397,,1050,500.0,205.41912984848022,,,,500.0,1763260263.852964,,,,
0.0,89728,0.0006400793790817261,1053,,206.0506715774536,0.0026606786996126175,499.0,0.004186796024441719,,1763260264.4845057,0.04749983549118042,0.00024623656645417213,0.00035102901165373623,0.5050854682922363
0.009765625,90240,0.0021110903471708298,1058,,206.92130827903748,-0.004953911527991295,499.0,-0.016169004142284393,,1763260265.3551424,0.3079948425292969,0.00024592934641987085,0.00046328120515681803,0.42026564478874207
0.0,92672,0.0006135730072855949,1082,,211.28200101852417,0.002928522415459156,501.0,-0.004417389631271362,,1763260269.715835,0.06368404626846313,0.00024447005125693977,0.0009336063521914184,0.5153487324714661
0.0,92800,0.000430879183113575,1083,,211.502121925354,0.0042779529467225075,501.0,-0.00328030064702034,,1763260269.935956,-0.12497210502624512,0.00024439324624836445,0.00011352567526046187,0.526610791683197
0.0,93568,0.0006544766947627068,1091,,212.81312370300293,-0.009470629505813122,501.0,0.0014533475041389465,,1763260271.2469578,-0.20496797561645508,0.00024393241619691253,0.0032493278849869967,0.5116586089134216
0.0,95104,0.0006272466853260994,1106,,214.58623385429382,-0.0014954851940274239,505.0,-0.006337182596325874,,1763260273.020068,0.0361018180847168,0.00024301075609400868,0.004137200769037008,0.5356388092041016
0.0,96384,0.0005984306335449219,1118,,216.25265979766846,-0.004871394485235214,507.0,0.008618421852588654,,1763260274.6864939,-0.19628620147705078,0.00024224270600825548,0.00014969756011851132,0.48364776372909546
0.0,97024,0.00028878916054964066,1125,,217.4985613822937,0.0007294462993741035,507.0,0.005190396681427956,,1763260275.9323955,-0.00011563301086425781,0.00024185868096537888,151.99160766601562,0.5780699849128723
,97897,,1133,500.0,218.95186376571655,,,,500.0,1763260277.3856978,,,,
0.005859375,99072,0.0030031204223632812,1145,,221.20440769195557,0.011111099272966385,508.0,-0.02758079767227173,,1763260279.6382418,0.09733891487121582,0.00024062980082817376,0.005013848189264536,0.506552517414093
0.0,100992,0.0007254239171743393,1164,,225.1075234413147,-0.000835442915558815,508.0,-0.004588417708873749,,1763260283.5413575,0.00015181303024291992,0.00023947772569954395,200.19911193847656,0.525460958480835
0.0,101120,0.0005961200222373009,1165,,225.24901676177979,-0.019121065735816956,508.0,-0.0008711237460374832,,1763260283.6828508,0.18122225999832153,0.00023940092069096863,0.0040414403192698956,0.5215516686439514
0.0,101888,2.180878072977066e-05,1172,,226.14124965667725,0.0002780454233288765,510.0,-0.001148853451013565,,1763260284.5750837,-0.0849766731262207,0.0002389400906395167,0.00010928438132395968,0.5713268518447876
0.013671875,102784,0.004035976715385914,1181,,227.23258876800537,-0.016288358718156815,511.0,-0.015237987041473389,,1763260285.6664228,-0.3732640743255615,0.00023840245557948947,0.00021191977430135012,0.47048771381378174
0.00390625,103296,0.004263520240783691,1186,,227.85390210151672,0.03212137520313263,512.0,-0.022927045822143555,,1763260286.2877362,-0.050147414207458496,0.0002380952355451882,0.00023928929294925183,0.485046923160553
,104397,,1197,500.0,229.14135217666626,,,,500.0,1763260287.5751863,,,,
0.0,105984,0.0007013101130723953,1213,,231.08276104927063,0.0019649211317300797,517.0,-0.012116964906454086,,1763260289.5165951,-0.00017154216766357422,0.00023648233036510646,476.5172119140625,0.5215045213699341
0.001953125,106240,0.0022558141499757767,1215,,231.40101313591003,0.0004831422120332718,518.0,-0.019565198570489883,,1763260289.8348472,-0.449202299118042,0.00023632872034795582,0.0005558542325161397,0.4722204804420471
0.0,107392,0.0010254746302962303,1226,,233.3923099040985,0.012535098008811474,518.0,-0.001362442970275879,,1763260291.826144,-0.0683891773223877,0.00023563747527077794,0.00010501665383344516,0.49986621737480164
0.0,107776,0.0011657150462269783,1230,,234.13046264648438,-0.008007635362446308,518.0,-0.006428144872188568,,1763260292.5642967,0.030063986778259277,0.00023540706024505198,0.00038847647374495864,0.4917686879634857
0.0,108160,3.44226136803627e-05,1234,,234.84446024894714,-0.0013942895457148552,518.0,0.0007154103368520737,,1763260293.2782943,0.03986841440200806,0.00023517664521932602,0.0009051277302205563,0.5002998113632202
0.0,109312,0.00019212160259485245,1245,,236.91364336013794,0.002752409316599369,519.0,-0.0016848407685756683,,1763260295.3474774,-0.17072439193725586,0.00023448540014214814,0.00023323952336795628,0.4629135727882385
0.0,110208,0.0001549888402223587,1254,,238.48707675933838,-0.0014625471085309982,519.0,-0.0013275723904371262,,1763260296.9209108,0.0320819616317749,0.00023394777963403612,0.0004501631483435631,0.4317868947982788
,111897,,1271,500.0,241.5493881702423,,,,500.0,1763260299.9832222,,,,
0.00390625,114816,0.00032718945294618607,1299,,245.8693552017212,0.007137586362659931,523.0,-0.0031088143587112427,,1763260304.3031893,0.2255687713623047,0.0002311827993253246,7.727672345936298e-05,0.5637217164039612
,118897,,1339,500.0,250.9731421470642,,,,500.0,1763260309.4069762,,,,
0.0,118912,0.0009340634569525719,1340,,251.11185503005981,-0.003673839382827282,529.0,0.011713743209838867,,1763260309.545689,0.0001061558723449707,0.00022872503905091435,194.6829071044922,0.5483421087265015
,119897,,1349,500.0,252.22931694984436,,,,500.0,1763260310.663151,,,,
0.0,121344,0.0010536359623074532,1363,,254.0877561569214,0.002718365751206875,532.0,0.0027093887329101562,,1763260312.5215902,0.08825403451919556,0.00022726574388798326,8.180957956938073e-05,0.58730149269104
0.0,121472,0.0006037792190909386,1365,,254.24305939674377,0.003463507629930973,533.0,0.0055634379386901855,,1763260312.6768935,7.12275505065918e-05,0.00022718893887940794,147.5975799560547,0.5409166812896729
0.0,121984,0.00032168813049793243,1370,,254.81427311897278,0.003440314903855324,533.0,-0.004434623755514622,,1763260313.2481072,8.392333984375e-05,0.00022688171884510666,313.4537048339844,0.5473958849906921
0.0,123008,0.0010937917977571487,1380,,255.98214721679688,0.006795262917876244,535.0,0.006095007061958313,,1763260314.4159813,0.0001812577247619629,0.0002262672787765041,181.60585021972656,0.5493992567062378
0.0,123136,0.00022117048501968384,1381,,256.1280655860901,0.0021717827767133713,535.0,0.005121957510709763,,1763260314.5618997,0.08985596895217896,0.00022619047376792878,0.004244084469974041,0.5330146551132202
0.0,123776,0.00172354094684124,1388,,256.8766369819641,0.01666775345802307,536.0,-0.011554228141903877,,1763260315.310471,0.0006209015846252441,0.00022580644872505218,491.3390197753906,0.5323320627212524
0.0,124544,0.002303238958120346,1395,,257.7242307662964,0.02517356164753437,538.0,0.0060247136279940605,,1763260316.1580648,0.475155770778656,0.00022534561867360026,0.0009063286706805229,0.5571209788322449
0.0,124928,0.0002792617306113243,1399,,258.1976661682129,0.006652991287410259,538.0,0.0007285326719284058,,1763260316.6315002,-0.11999630928039551,0.0002251152036478743,0.0037019001320004463,0.5908280611038208
0.00390625,125568,0.0009555909782648087,1405,,259.32800936698914,0.000325983390212059,539.0,-0.003163151443004608,,1763260317.7618434,-0.17368388175964355,0.0002247311786049977,0.00048718065954744816,0.5563746690750122
0.01171875,128384,0.00934637151658535,1432,,264.1319110393524,0.04714670032262802,539.0,-0.049322184175252914,,1763260322.565745,0.07888704538345337,0.00022304146841634065,0.008550276048481464,0.49222034215927124
0.001953125,128512,0.0017029298469424248,1433,,264.35005283355713,0.0013922760263085365,540.0,0.0018232297152280807,,1763260322.783887,-0.47362446784973145,0.00022296466340776533,0.0007163529517129064,0.5058047771453857
,130732,,1455,500.0,268.05409836769104,,,,500.0,1763260326.4879324,,,,
0.0,130816,0.00037911441177129745,1456,,268.21160101890564,0.0039591481909155846,540.0,0.004399120807647705,,1763260326.645435,-0.0001531839370727539,0.0002215821878053248,79.18966674804688,0.5345385074615479
0.0,130944,0.0001422204077243805,1457,,268.40658617019653,0.0074610114097595215,541.0,-0.001553380861878395,,1763260326.8404202,0.0609470009803772,0.00022150538279674947,0.004479794763028622,0.5633401870727539
,136732,,1514,500.0,276.5487380027771,,,,500.0,1763260334.982572,,,,
0.02734375,137472,0.0036397967487573624,1521,,277.4883267879486,-0.015922339633107185,547.0,0.004362046718597412,,1763260335.9221609,-0.7011278867721558,0.00021758832735940814,0.005275668576359749,0.5018614530563354
0.0,137856,0.0009013023227453232,1525,,277.96076226234436,0.018764706328511238,547.0,-0.0013869591057300568,,1763260336.3945963,-4.875659942626953e-05,0.00021735791233368218,239.35159301757812,0.5812594294548035
0.0,138112,0.00022493302822113037,1527,,278.2662467956543,-0.004003873094916344,548.0,-0.004532612860202789,,1763260336.7000809,0.14259856939315796,0.00021720430231653154,0.0001555744674988091,0.583463191986084
0.0,138240,0.00020683184266090393,1529,,278.4502146244049,-0.007091457024216652,548.0,0.0040341876447200775,,1763260336.8840487,0.00011157989501953125,0.00021712749730795622,150.73849487304688,0.5270348191261292
0.0,138752,0.0006822226569056511,1534,,279.05880904197693,-0.0017615081742405891,549.0,-0.0033375248312950134,,1763260337.492643,6.556510925292969e-06,0.00021682027727365494,505.998046875,0.5430173277854919
0.0,139008,0.0009930925443768501,1536,,279.32438683509827,-0.004443665035068989,549.0,0.005287356674671173,,1763260337.758221,-0.11733663082122803,0.0002166666672565043,0.0003123058704659343,0.5295294523239136
,139732,,1543,500.0,280.01934933662415,,,,500.0,1763260338.4531834,,,,
0.0,139904,0.0005116285756230354,1545,,280.28814578056335,0.007698456756770611,550.0,-0.00473412498831749,,1763260338.7219799,0.2806239724159241,0.00021612903219647706,0.004624042194336653,0.5346105098724365
0.0,140032,0.0003164168447256088,1546,,280.43806648254395,0.001826917752623558,551.0,0.002685481682419777,,1763260338.8719006,-0.2854200601577759,0.00021605222718790174,0.0002883052220568061,0.5686020255088806
,141232,,1558,500.0,282.34858894348145,,,,500.0,1763260340.782423,,,,
0.0,141312,0.0003566564992070198,1559,,282.5594322681427,-0.001927022822201252,551.0,0.0037224777042865753,,1763260340.9932663,4.786252975463867e-05,0.00021528417710214853,217.23365783691406,0.5644516944885254
,141732,,1563,500.0,283.1966869831085,,,,500.0,1763260341.630521,,,,
0.0078125,142080,0.0040183356031775475,1566,,283.7188651561737,-0.006774711422622204,552.0,-0.010435611009597778,,1763260342.1526992,-0.06007218360900879,0.0002148233470506966,0.0005018313531763852,0.5497254729270935
0.0,144384,0.00035223085433244705,1588,,287.69548988342285,-0.004606624133884907,552.0,-0.004494965076446533,,1763260346.129324,-0.326015830039978,0.00021344085689634085,0.0033392589539289474,0.5886156558990479
0.0,144512,0.0010548457503318787,1589,,287.9088079929352,-0.0021891333162784576,552.0,-0.004136262461543083,,1763260346.342642,-0.07960402965545654,0.00021336405188776553,0.00028929306427016854,0.5666660070419312
0.009765625,145152,0.00442867074161768,1597,,288.9305100440979,0.0347922220826149,552.0,0.007300093770027161,,1763260347.3643441,-1.3364245891571045,0.00021298002684488893,0.000579135725274682,0.5191522836685181
0.00390625,146048,0.0031373705714941025,1607,,290.0287055969238,-0.019708286970853806,553.0,-0.03353457897901535,,1763260348.4625397,-3.333906650543213,0.00021244239178486168,0.001380610978230834,0.517551064491272
,146258,,1609,474.0,290.21366715431213,,,,474.0,1763260348.6475012,,,,
0.0,146304,0.0016084667295217514,1610,,290.3582046031952,-0.0063490550965070724,554.0,0.004607873037457466,,1763260348.7920387,0.004364311695098877,0.00021228878176771104,447.7201232910156,0.5178617835044861
0.0,146560,0.0009240135550498962,1612,,290.63747572898865,-2.1480023860931396e-05,554.0,-0.014283135533332825,,1763260349.0713098,-1.6113286018371582,0.0002121351717505604,0.0011218269355595112,0.5515352487564087
0.0,147968,0.0006852149963378906,1626,,292.2751841545105,0.004486113786697388,556.0,-0.005427718162536621,,1763260350.7090182,0.012382030487060547,0.00021129031665623188,0.0005586750921793282,0.5745766758918762
,149138,,1638,500.0,294.1409435272217,,,,500.0,1763260352.5747776,,,,
,154138,,1687,500.0,301.1587107181549,,,,500.0,1763260359.5925448,,,,
0.0,158720,0.0003587435930967331,1732,,306.3573272228241,0.002630213275551796,566.0,0.00435260683298111,,1763260364.7911613,0.00017815828323364258,0.0002048387104878202,303.8885192871094,0.4950106143951416
0.0,160128,0.001098068431019783,1745,,308.5839066505432,-0.00879373587667942,567.0,0.0008784718811511993,,1763260367.0177407,0.0186309814453125,0.00020399385539349169,6.730983295710757e-05,0.4544595181941986
0.0,160896,0.002843850292265415,1753,,309.7472698688507,-0.003823396749794483,567.0,-0.004198107868432999,,1763260368.181104,-0.04346883296966553,0.00020353302534203976,0.00024283587117679417,0.46431902050971985
