global_step,losses/old_approx_kl,losses/value_loss,_step,_runtime,losses/policy_loss,charts/episodic_length,losses/clipfrac,losses/entropy,losses/approx_kl,charts/episodic_return,charts/SPS,losses/explained_variance,charts/learning_rate,_timestamp
27776,0.004838384687900543,102.32817840576172,450,86.37914276123047,-0.010047439485788345,,0.0,0.5215906500816345,0.00025382451713085175,,465.0,0.006152451038360596,0.0002834101323969662,1763260144.8513658
29312,-0.0025515425950288773,9.282236099243164,471,89.66913080215454,0.0023275166749954224,,0.0,0.5399336218833923,4.092417657375336e-05,,465.0,0.9476832747459412,0.0002824884722940624,1763260148.1413538
30080,-0.006029761396348476,12.784284591674805,481,91.28976488113403,0.0037761908024549484,,0.0,0.5731468796730042,0.0005708197131752968,,465.0,0.9576846957206726,0.00028202764224261045,1763260149.761988
30762,,,490,92.6883192062378,,220.0,,,,220.0,,,,1763260151.1605422
31774,,,504,94.89499068260193,,133.0,,,,133.0,,,,1763260153.3672137
32747,,,515,96.75581526756287,,241.0,,,,241.0,,,,1763260155.2280383
33903,,,530,99.15334033966064,,257.0,,,,257.0,,,,1763260157.6255634
34558,,,539,100.54516577720642,,124.0,,,,124.0,,,,1763260159.0173888
35200,0.0024521294981241226,9.00112533569336,547,102.01537537574768,0.006185084581375122,,0.0,0.5737187266349792,0.00015871785581111908,,467.0,0.05396682024002075,0.00027895544189959764,1763260160.4875984
35968,0.0002599470317363739,7.863534927368164,555,103.54121923446655,0.00021551921963691711,,0.0,0.5863251090049744,1.0130926966667175e-05,,468.0,-0.0720818042755127,0.0002784946118481457,1763260162.0134423
36352,0.0048437658697366714,29.133243560791016,559,104.32505130767822,0.003723548725247383,,0.0,0.6371909379959106,0.0001484602689743042,,468.0,0.8001239895820618,0.00027826419682241976,1763260162.7972744
37120,-0.0038814060389995575,7.048932075500488,568,105.87330484390259,0.000849355012178421,,0.0,0.593389630317688,0.00015174783766269684,,468.0,0.9758264422416687,0.00027780336677096784,1763260164.345528
39680,0.010748286731541157,9.196931838989258,595,111.12373328208923,-0.0193093940615654,,0.01171875,0.5132170915603638,0.006180373020470142,,470.0,-1.6403298377990723,0.00027626726659946144,1763260169.5959563
41216,-0.0017044059932231903,99.84095001220703,612,114.31064319610596,0.006051324307918549,,0.0,0.5523195862770081,0.0007581654936075211,,470.0,0.005824089050292969,0.00027534563560038805,1763260172.7828662
41472,0.00513764563947916,4.268483638763428,614,114.75201225280762,-0.0027267662808299065,,0.0,0.5259929895401001,0.0007562888786196709,,471.0,-0.8278795480728149,0.0002751920255832374,1763260173.2242353
43090,,,630,117.87128186225891,,500.0,,,,500.0,,,,1763260176.343505
43648,0.0008627744391560555,286.8033752441406,636,119.09276676177979,0.002107873558998108,,0.0,0.5220494866371155,8.245650678873062e-05,,472.0,0.0014467835426330566,0.00027388634043745697,1763260177.5649898
44090,,,640,119.88263511657715,,500.0,,,,500.0,,,,1763260178.3548582
45056,-0.00039721839129924774,2.978313684463501,650,121.94263076782227,-0.00043182820081710815,,0.0,0.5349047780036926,3.829598426818848e-06,,473.0,-0.06983745098114014,0.00027304148534312844,1763260180.4148538
46336,-0.001833300106227398,181.2812042236328,664,124.53850293159485,-0.0009630955755710602,,0.0,0.5093213319778442,0.0001251576468348503,,473.0,0.03635609149932861,0.00027227343525737524,1763260183.010726
48256,0.0006340900436043739,116.697998046875,684,128.3950309753418,0.00048441067337989807,,0.0,0.5351461172103882,5.953945219516754e-06,,474.0,0.038704872131347656,0.00027112136012874544,1763260186.867254
48768,-0.0004359707236289978,255.06796264648438,689,129.3759527206421,0.002643863670527935,,0.0,0.5396817326545715,0.00028069689869880676,,475.0,0.000417172908782959,0.00027081414009444416,1763260187.8481758
49664,0.0048352135345339775,1.9604218006134033,698,131.179443359375,0.002652302384376526,,0.0,0.53864586353302,0.00011640507727861404,,475.0,-1.448227882385254,0.0002702765050344169,1763260189.6516664
50048,-0.00046900752931833267,1.9872006177902222,702,131.97403120994568,0.0016669109463691711,,0.0,0.5557945966720581,1.7344020307064056e-05,,475.0,-0.1829831600189209,0.00027004609000869095,1763260190.4462543
50560,6.696954369544983e-05,1.3688604831695557,707,132.99690794944763,-0.00034043192863464355,,0.0,0.5442624092102051,0.0003653615713119507,,475.0,-0.631019115447998,0.00026973886997438967,1763260191.469131
52719,,,729,137.2464303970337,,50.0,,,,50.0,,,,1763260195.7186534
55296,0.019133973866701126,0.648651659488678,757,142.80724835395813,-0.0074251145124435425,,0.005859375,0.5280868411064148,0.0020373407751321793,,476.0,0.08632946014404297,0.0002668970846571028,1763260201.2794714
55808,0.002124718390405178,0.5067556500434875,762,143.82668232917786,0.0063837990164756775,,0.0,0.5046576261520386,0.0011589815840125084,,476.0,-0.2837618589401245,0.00026658986462280154,1763260202.2989054
56320,0.008351442404091358,0.44264543056488037,767,144.8418834209442,0.008251361548900604,,0.0,0.5335630178451538,0.0006467299535870552,,476.0,-0.005186796188354492,0.00026628264458850026,1763260203.3141065
57088,0.008043396286666393,0.4361163377761841,775,146.39286065101624,-0.0049541424959897995,,0.0,0.5513320565223694,0.0003226669505238533,,477.0,-0.015726089477539062,0.00026582181453704834,1763260204.8650837
58368,-0.004504570737481117,489.0421142578125,788,148.9247443675995,0.015508824959397316,,0.0,0.542057454586029,0.0011284556239843369,,477.0,-0.0003795623779296875,0.00026505376445129514,1763260207.3969674
59340,,,797,150.7318079471588,,500.0,,,,500.0,,,,1763260209.204031
60288,0.01671551913022995,0.08516791462898254,806,152.68475484848022,-0.018029548227787018,,0.001953125,0.4661579430103302,0.0027980832383036613,,478.0,-1.8576045036315918,0.00026390168932266533,1763260211.156978
61184,-0.01371733658015728,0.0388064831495285,815,154.44498705863953,0.005386434495449066,,0.0,0.4730895161628723,0.0016645155847072601,,479.0,-0.7408638000488281,0.0002633640542626381,1763260212.91721
66048,-0.015144098550081253,0.0036154240369796753,863,163.94431805610657,-0.01651287078857422,,0.0,0.5048012137413025,0.0025939764454960823,,481.0,0.3693305253982544,0.0002604454639367759,1763260222.416541
66944,0.009037542156875134,302.49713134765625,872,165.73463535308838,-0.023444518446922302,,0.0078125,0.45522406697273254,0.0018663769587874413,,481.0,0.0017961859703063965,0.0002599078288767487,1763260224.2068584
67340,,,876,166.53798007965088,,500.0,,,,500.0,,,,1763260225.0102031
71552,-0.002122221514582634,0.004422603640705347,916,174.79708123207092,-0.009623594582080841,,0.0,0.5447898507118225,0.0005953926593065262,,483.0,-1.6984143257141113,0.00025714284856803715,1763260233.2693043
72192,0.018237698823213577,0.0004226066521368921,922,176.05773520469666,0.009299267083406448,,0.017578125,0.5213499665260315,0.007533041760325432,,483.0,-0.5928331613540649,0.00025675882352516055,1763260234.5299582
72960,-0.003367464058101177,357.3704833984375,930,177.6092550754547,-0.007168285548686981,,0.0,0.5315965414047241,0.00017204973846673965,,483.0,0.00012701749801635742,0.00025629799347370863,1763260236.081478
73840,,,938,179.1885621547699,,500.0,,,,500.0,,,,1763260237.6607852
74112,-0.006741812452673912,0.0008666166686452925,941,179.87861585617065,-0.0013665109872817993,,0.0,0.5784803032875061,0.00047577545046806335,,483.0,-0.19963765144348145,0.00025560674839653075,1763260238.350839
74240,-0.003337651491165161,0.00023831365979276597,942,180.133775472641,-0.0073942337185144424,,0.0,0.5092837810516357,0.0027692485600709915,,483.0,-1.015312910079956,0.00025552994338795543,1763260238.6059985
74840,,,948,181.17442345619202,,500.0,,,,500.0,,,,1763260239.6466465
77440,0.008770068176090717,400.18365478515625,974,186.48284196853638,0.00036788173019886017,,0.0,0.4771576523780823,8.065905421972275e-05,,484.0,-0.00018846988677978516,0.0002536098181735724,1763260244.955065
78080,0.002879589796066284,0.0026782681234180927,980,187.69896602630615,-0.0025555118918418884,,0.0,0.49099451303482056,0.00038683414459228516,,485.0,0.2988467812538147,0.0002532257931306958,1763260246.171189
78592,0.01699867472052574,0.001992616103962064,985,188.7271659374237,0.0019231177866458893,,0.001953125,0.45856866240501404,0.003318442963063717,,485.0,0.17271023988723755,0.00025291857309639454,1763260247.199389
79616,0.003627919591963291,0.0007438519969582558,995,190.76340794563293,-0.003804244101047516,,0.0,0.47484612464904785,0.0010287398472428322,,485.0,0.49486374855041504,0.000252304133027792,1763260249.235631
79840,,,997,191.07350397109985,,500.0,,,,500.0,,,,1763260249.545727
81664,0.005299595184624195,0.00047418920439668,1015,194.8755865097046,-0.003751814365386963,,0.001953125,0.5324228405952454,0.0020955605432391167,,485.0,-0.0004813671112060547,0.0002510752819944173,1763260253.3478096
82176,-0.004255002364516258,0.00041628407780081034,1020,195.86780548095703,-0.0020736977458000183,,0.0,0.512104332447052,0.0007825717329978943,,485.0,-0.4022359848022461,0.00025076806196011603,1763260254.3400285
83200,-0.004380711354315281,151.69129943847656,1031,197.92360877990723,0.0006040502339601517,,0.0,0.5952246189117432,0.0011149803176522255,,485.0,-0.00013339519500732422,0.00025015362189151347,1763260256.3958318
85120,0.009378748014569283,0.00046136503806337714,1050,201.50765943527222,-0.02165195532143116,,0.0078125,0.46930795907974243,0.00534953735768795,,486.0,-1.663222074508667,0.00024900154676288366,1763260259.9798825
85376,-0.005467183887958527,0.0053376322612166405,1053,201.8139934539795,-0.00816323235630989,,0.0,0.5235360860824585,0.0023536011576652527,,487.0,-0.2266148328781128,0.000248847936745733,1763260260.2862165
85888,-0.01261470653116703,0.007937807589769363,1058,202.4007384777069,0.003976989537477493,,0.0,0.4730823338031769,0.0006338115781545639,,488.0,0.0358240008354187,0.00024854071671143174,1763260260.8729615
88448,0.010307061485946178,0.006511692423373461,1083,205.9688901901245,0.0009391754865646362,,0.0,0.548999547958374,0.0018627159297466278,,493.0,-0.8951704502105713,0.00024700461653992534,1763260264.4411132
89223,,,1091,207.34428787231445,,500.0,,,,500.0,,,,1763260265.816511
90752,-0.0014027617871761322,504.02825927734375,1106,210.0214400291443,0.004480475559830666,,0.0,0.5378453731536865,0.0005127470940351486,,495.0,-0.00020170211791992188,0.00024562212638556957,1763260268.493663
92032,0.008690522983670235,0.0006095650605857372,1118,212.24975657463074,0.006431344896554947,,0.0,0.5271238088607788,0.0017094220966100693,,496.0,-0.19371914863586426,0.00024485407629981637,1763260270.7219796
92723,,,1125,213.11164164543152,,500.0,,,,500.0,,,,1763260271.5838647
93568,0.010882898233830929,0.0005046128062531352,1133,214.10788011550903,0.002991393208503723,,0.0,0.49980252981185913,0.001601201482117176,,499.0,-0.10338544845581055,0.00024393241619691253,1763260272.5801032
94723,,,1145,215.39974236488342,,500.0,,,,500.0,,,,1763260273.8719654
96723,,,1164,218.7588062286377,,500.0,,,,500.0,,,,1763260277.2310293
96768,0.0089951790869236,528.3469848632812,1165,218.97947359085083,0.004747139289975166,,0.0,0.5108168721199036,0.00045738741755485535,,503.0,-0.00023508071899414062,0.00024201229098252952,1763260277.4516966
97536,-0.0015076566487550735,0.0004075038596056402,1172,220.3043932914734,-0.0010585226118564606,,0.0,0.5317289233207703,3.0199065804481506e-05,,503.0,-0.4175903797149658,0.0002415514609310776,1763260278.7766163
98432,-0.0009429557248950005,0.005351445637643337,1181,221.90466856956482,-0.004149366170167923,,0.0,0.4790370464324951,0.0002958448603749275,,504.0,-0.06357228755950928,0.00024101382587105036,1763260280.3768916
98944,-0.0031283991411328316,0.003041305812075734,1186,223.4905710220337,-3.0044466257095337e-06,,0.0,0.5120137929916382,0.0006504962220788002,,502.0,0.021950840950012207,0.00024070660583674908,1763260281.962794
100096,0.008845720440149307,0.0006455499678850174,1197,225.2848401069641,-0.0245093684643507,,0.025390625,0.5642901062965393,0.007755735889077187,,504.0,-0.2904703617095947,0.0002400153607595712,1763260283.7570632
101723,,,1213,227.09055829048157,,500.0,,,,500.0,,,,1763260285.5627813
101888,0.003936204127967358,0.005410398356616497,1215,227.36577367782593,-0.00821886956691742,,0.0,0.5441827178001404,0.0007924260571599007,,507.0,-0.23290693759918213,0.0002389400906395167,1763260285.8379967
103040,0.008350066840648651,0.0004993689944967628,1226,228.70128679275513,-0.0010414347052574158,,0.0,0.5783990621566772,0.0003163795918226242,,510.0,0.2832145094871521,0.00023824884556233883,1763260287.1735098
103424,-0.004953837022185326,0.005057062953710556,1230,229.13384985923767,0.008372962474822998,,0.0,0.5570902228355408,0.001374799758195877,,510.0,0.0220259428024292,0.00023801843053661287,1763260287.606073
103808,0.02792111411690712,237.5272216796875,1234,229.5858256816864,0.004438921809196472,,0.009765625,0.4948393404483795,0.0019511226564645767,,511.0,0.00019669532775878906,0.0002377880155108869,1763260288.0580487
104960,0.015055175870656967,0.005221302155405283,1245,230.89289808273315,-0.016417652368545532,,0.001953125,0.575661301612854,0.0010768771171569824,,514.0,-0.11696970462799072,0.00023709677043370903,1763260289.3651211
105856,0.006232203915715218,0.005330105312168598,1254,232.0313320159912,-0.012650802731513977,,0.0,0.5384461283683777,0.0010554492473602295,,515.0,-0.02258765697479248,0.00023655913537368178,1763260290.503555
107648,0.011704524047672749,0.000234235092648305,1271,235.3428852558136,0.01860530860722065,,0.0,0.4848180115222931,0.0013239765539765358,,515.0,-0.1268768310546875,0.0002354838652536273,1763260293.8151083
110464,0.011505666188895702,0.0033203866332769394,1299,240.3417739868164,-0.008171305060386658,,0.0,0.5557311773300171,0.0009881658479571342,,517.0,0.19122624397277832,0.00023379416961688548,1763260298.813997
114448,,,1339,246.2493598461151,,500.0,,,,500.0,,,,1763260304.721583
114560,-7.569510489702225e-05,508.6267395019531,1340,246.39829206466675,0.0026749595999717712,,0.0,0.5907514095306396,0.00023546535521745682,,521.0,5.990266799926758e-05,0.00023133640934247524,1763260304.870515
115456,0.0056677646934986115,593.9232788085938,1349,247.52400636672974,0.013634949922561646,,0.0,0.5657221078872681,0.0005818065255880356,,522.0,-8.344650268554688e-06,0.000230798774282448,1763260305.9962294
116948,,,1363,249.20840883255005,,500.0,,,,500.0,,,,1763260307.6806319
117120,-3.1171366572380066e-06,0.006128186825662851,1365,249.46859097480774,-0.0035532936453819275,,0.0,0.5422453284263611,4.237424582242966e-05,,525.0,0.18870365619659424,0.00022980030917096883,1763260307.940814
117632,0.019066665321588516,0.004403967875987291,1370,250.03891324996948,-0.0015655653551220894,,0.0,0.556406557559967,0.0009748972952365875,,526.0,-0.0010694265365600586,0.00022949308913666755,1763260308.5111363
118604,,,1380,251.06427931785583,,500.0,,,,500.0,,,,1763260309.5365024
118656,0.003711695782840252,305.9485778808594,1381,251.18933844566345,0.0062089525163173676,,0.0,0.5170096755027771,0.0003709876909852028,,528.0,-0.00014650821685791016,0.000228878649068065,1763260309.6615615
119296,0.0226406529545784,169.57301330566406,1388,251.93720078468323,-0.0034865308552980423,,0.0,0.6328477263450623,0.001081155613064766,,529.0,0.0001506805419921875,0.00022849462402518839,1763260310.4094238
119808,0.004415145143866539,0.0032516487408429384,1395,252.62878108024597,-0.010159321129322052,,0.0,0.487316370010376,0.0008480995893478394,,530.0,-3.695369243621826,0.0002281874039908871,1763260311.1010041
120192,0.035530585795640945,0.01279271300882101,1399,253.08183407783508,-0.032927148044109344,,0.0,0.5812890529632568,0.003615310415625572,,530.0,0.30247652530670166,0.00022795698896516114,1763260311.5540571
120832,-0.0009256293997168541,0.0003818022960331291,1405,253.7817952632904,0.005562758073210716,,0.0,0.5386384725570679,0.0010427096858620644,,532.0,-0.9169900417327881,0.00022757296392228454,1763260312.2540183
123392,-0.012272688560187817,0.0006528319790959358,1432,256.5897614955902,-0.004558844491839409,,0.0,0.4977744519710541,0.0002447078004479408,,536.0,-0.3303467035293579,0.00022603686375077814,1763260315.0619845
123520,0.012882019393146038,0.00022240767430048436,1433,256.7096197605133,0.0055167339742183685,,0.0078125,0.4993869364261627,0.0023011695593595505,,537.0,-0.241180419921875,0.00022596005874220282,1763260315.1818428
125696,0.002530493773519993,314.29486083984375,1455,259.6305446624756,-0.001171208918094635,,0.0,0.5603333711624146,8.864980190992355e-05,,539.0,-0.0001577138900756836,0.00022465437359642237,1763260318.1027677
125824,0.007799176499247551,0.00481796357780695,1456,259.83072662353516,-0.003945132717490196,,0.0,0.49996450543403625,0.0005697924643754959,,539.0,-0.03011012077331543,0.00022457756858784705,1763260318.3029497
125952,0.0032398607581853867,0.0012427036417648196,1457,260.0406901836395,0.0013043992221355438,,0.0,0.5411368012428284,0.0002714451402425766,,539.0,-2.3419551849365234,0.00022450076357927173,1763260318.5129132
131712,0.003749387338757515,130.3417510986328,1514,269.23052072525024,-0.0018764883279800415,,0.0,0.4771134555339813,0.00016162171959877014,,543.0,-0.0007508993148803711,0.00022104455274529755,1763260327.7027438
132480,-0.006446807645261288,0.0002896417281590402,1521,270.3331525325775,0.002003796398639679,,0.0,0.5386999249458313,0.0009992988780140877,,543.0,-0.24964988231658936,0.00022058372269384563,1763260328.8053756
132864,-0.0005145668983459473,0.004216157365590334,1525,271.03189158439636,-0.010474972426891327,,0.0,0.5250974893569946,0.0009302441030740738,,543.0,-0.30412137508392334,0.00022035330766811967,1763260329.5041146
133120,-0.003488137386739254,459.5247497558594,1527,271.45982933044434,-0.00264807790517807,500.0,0.0,0.5004132390022278,0.0002580927684903145,500.0,543.0,0.00047153234481811523,0.00022019969765096903,1763260329.9320524
133376,0.003165994770824909,0.0003932817780878395,1529,271.87010502815247,-0.0012185834348201752,,0.0,0.48159265518188477,0.0015284987166523933,,544.0,0.20580780506134033,0.0002200460876338184,1763260330.342328
133888,-0.0037418510764837265,0.00019710084598045796,1534,272.6624274253845,-0.01347014307975769,,0.00390625,0.5063304305076599,0.005014592781662941,,544.0,0.3382037878036499,0.0002197388675995171,1763260331.1346505
134120,,,1536,272.89133739471436,,500.0,,,,500.0,,,,1763260331.3635604
134784,-0.002865072339773178,0.005396964494138956,1543,274.08001708984375,0.005267223343253136,,0.0,0.45509839057922363,0.0004539061337709427,,544.0,0.029371440410614014,0.00021920123253948987,1763260332.5522401
135040,-0.00018008146435022354,0.0001235811650985852,1545,274.33407044410706,0.006049300543963909,,0.0,0.4994553029537201,0.0021200189366936684,,545.0,-0.2769050598144531,0.00021904762252233922,1763260332.8062935
135120,,,1546,274.37432956695557,,500.0,,,,500.0,,,,1763260332.8465526
136320,-0.004219513386487961,0.004959448240697384,1558,275.78727626800537,-0.003259725868701935,,0.001953125,0.5459942817687988,0.0010642502456903458,,547.0,-0.0037124156951904297,0.00021827957243658602,1763260334.2594993
136448,0.008571966551244259,0.0003322650445625186,1559,275.9325737953186,0.0039054453372955322,,0.0,0.5201221704483032,0.0011557387188076973,,547.0,0.2763286828994751,0.0002182027674280107,1763260334.4047968
136832,-0.005641716532409191,0.002947896718978882,1563,276.37237572669983,0.0026078885421156883,,0.0,0.48170843720436096,0.00010605063289403915,,548.0,0.08982968330383301,0.00021797235240228474,1763260334.8445988
137120,,,1566,276.65476393699646,,500.0,,,,500.0,,,,1763260335.126987
139392,0.0026147840544581413,0.0009359322721138597,1588,279.23846554756165,-0.009542230516672134,,0.005859375,0.5015600919723511,0.00182380061596632,,551.0,-2.2881250381469727,0.00021643625223077834,1763260337.7106886
139520,-0.002063850872218609,9.064412006409839e-05,1589,279.3691987991333,0.0016837120056152344,,0.0,0.5347226858139038,3.5091303288936615e-05,,552.0,-0.14483821392059326,0.00021635944722220302,1763260337.8414218
140288,-0.011550616472959518,0.003655875800177455,1597,280.2344493865967,-0.006785621866583824,,0.0,0.5804715752601624,0.0006933026015758514,,553.0,-0.014132499694824219,0.0002158986171707511,1763260338.7066724
141312,0.003728533163666725,0.005241538863629103,1607,281.7663481235504,-0.00211345124989748,,0.0,0.4782123863697052,0.000569785013794899,,554.0,0.003904402256011963,0.00021528417710214853,1763260340.2385712
141568,0.0019128313288092613,0.000147248589200899,1609,282.147136926651,-0.0016636252403259277,,0.0,0.531492292881012,4.454236477613449e-05,,554.0,-0.007271289825439453,0.0002151305670849979,1763260340.61936
141620,,,1610,282.1917631626129,,500.0,,,,500.0,,,,1763260340.6639862
141824,-0.0009697508066892624,0.003318420145660639,1612,282.5956265926361,0.0003106798976659775,,0.0,0.4471859931945801,0.0001547057181596756,,554.0,0.15732234716415405,0.00021497695706784725,1763260341.0678496
143232,-0.0053963204845786095,320.5758056640625,1626,284.940550327301,-4.3880194425582886e-05,,0.0,0.5254359841346741,0.0004398515447974205,,554.0,8.213520050048828e-05,0.00021413210197351873,1763260343.4127734
144512,0.00018608104437589645,0.00014270823157858104,1638,287.05817556381226,0.0023799147456884384,,0.0,0.5536259412765503,2.719927579164505e-05,,555.0,-0.052914977073669434,0.00021336405188776553,1763260345.5303986
149620,,,1687,293.54268193244934,,500.0,,,,500.0,,,,1763260352.014905
153984,0.008930463343858719,0.00848804134875536,1732,299.9832830429077,0.0013870000839233398,,0.0,0.6505125761032104,0.0004363730549812317,,563.0,-0.47754788398742676,0.00020768049580510706,1763260358.455506
155264,-0.0017306143417954445,323.9758605957031,1745,301.3663241863251,0.0017606914043426514,,0.0,0.5813837051391602,0.00036996137350797653,,565.0,1.996755599975586e-05,0.00020691244571935385,1763260359.8385472
156160,0.0016236146911978722,0.00018627571989782155,1753,302.32133650779724,-0.016736138612031937,,0.001953125,0.5658969283103943,0.0025870641693472862,,566.0,-0.04537510871887207,0.0002063748106593266,1763260360.7935596
156258,,,1754,302.3668620586395,,500.0,,,,500.0,,,,1763260360.839085
