global_step,losses/old_approx_kl,losses/value_loss,_step,_runtime,losses/policy_loss,charts/episodic_length,losses/clipfrac,losses/entropy,losses/approx_kl,charts/episodic_return,charts/SPS,losses/explained_variance,charts/learning_rate,_timestamp
157312,-0.010008393786847591,345.2823486328125,1765,303.55153942108154,0.007552087306976318,,0.0,0.49719542264938354,0.0003058062866330147,,568.0,-6.473064422607422e-05,0.00020568356558214873,1763260362.0237625
157696,-0.013957641087472439,0.00015184126095846295,1768,303.9217507839203,-0.021688807755708694,,0.00390625,0.5517869591712952,0.0027488376945257187,,568.0,-0.14631962776184082,0.00020545315055642277,1763260362.3939738
158592,0.0008418168872594833,0.00041877763578668237,1777,304.8873438835144,-0.005058903247117996,,0.00390625,0.5043207406997681,0.0020110439509153366,,570.0,-0.18026578426361084,0.00020491551549639553,1763260363.359567
162758,,,1818,310.4989159107208,,500.0,,,,500.0,,,,1763260368.971139
163258,,,1823,311.0793204307556,,500.0,,,,500.0,,,,1763260369.5515435
166144,-0.0015368461608886719,0.0001678912522038445,1851,315.29881048202515,-0.002265777438879013,,0.0,0.5253208875656128,0.00033734366297721863,,575.0,-0.05331230163574219,0.00020038401999045163,1763260373.7710335
166656,-0.006532135419547558,0.00014764626394025981,1856,316.1287577152252,-0.007729083299636841,,0.0,0.5628865957260132,0.0002873474732041359,,575.0,-0.1432265043258667,0.00020007679995615035,1763260374.6009808
167808,-0.0008368119597434998,438.9141845703125,1868,318.0094623565674,0.002407696098089218,,0.0,0.5367159843444824,9.145215153694153e-05,,576.0,1.6987323760986328e-05,0.00019938555487897247,1763260376.4816854
168320,0.0012769931927323341,567.3525390625,1873,318.83702993392944,-0.0028993673622608185,,0.0,0.5341023802757263,0.0001308610662817955,,576.0,0.00011748075485229492,0.0001990783348446712,1763260377.309253
168758,,,1877,319.3966269493103,,500.0,,,,500.0,,,,1763260377.86885
169728,-0.008246076293289661,3.6760691727977246e-05,1886,320.7890884876251,-0.0025882143527269363,,0.0,0.5756778717041016,0.0004921471700072289,,577.0,-0.3302328586578369,0.00019823347975034267,1763260379.2613115
170624,-0.0055348677560687065,0.0007232186617329717,1895,321.81573700904846,-0.0022863149642944336,,0.0,0.5437983274459839,0.00048724841326475143,,578.0,-0.28303515911102295,0.00019769585924223065,1763260380.28796
171392,0.0019935667514801025,0.004166874103248119,1903,322.69293546676636,-0.018392397090792656,,0.001953125,0.522598922252655,0.0012017302215099335,,579.0,0.06658434867858887,0.00019723502919077873,1763260381.1651585
171758,,,1906,323.01920223236084,,500.0,,,,500.0,,,,1763260381.4914253
172928,-0.0006338553503155708,0.00403476832434535,1918,324.7966220378876,0.000921107828617096,,0.0,0.47723886370658875,0.0001829313114285469,,580.0,0.38531267642974854,0.0001963133690878749,1763260383.268845
173184,0.004900106228888035,0.0003544188803061843,1920,325.23041343688965,-0.00904790312051773,,0.009765625,0.4654894471168518,0.003927911631762981,,580.0,-2.166879653930664,0.00019615975907072425,1763260383.7026365
175744,2.9467977583408356e-05,7.626498700119555e-05,1945,328.4567859172821,-0.0008240491151809692,,0.0,0.5504140853881836,3.434251993894577e-05,,582.0,-0.007119536399841309,0.00019462365889921784,1763260386.929009
177152,-0.010087122209370136,7.806297799106687e-05,1959,330.00150179862976,-0.00631316751241684,,0.0,0.5263397693634033,0.0003970721736550331,,584.0,-0.012678146362304688,0.00019377880380488932,1763260388.4737248
178560,-0.004730198532342911,0.0003809391346294433,1973,331.49266839027405,-0.007461614906787872,,0.0,0.5581735372543335,0.0010306481271982193,,585.0,0.012450158596038818,0.0001929339487105608,1763260389.9648914
179758,,,1985,332.73395586013794,,500.0,,,,500.0,,,,1763260391.206179
180352,0.003451783210039139,181.15936279296875,1991,333.427855014801,0.003946308977901936,,0.0,0.5688392519950867,0.00018896162509918213,,588.0,8.940696716308594e-06,0.00019185867859050632,1763260391.900078
181504,-0.0017122309654951096,0.0043680863454937935,2002,334.64040899276733,0.002534765750169754,,0.0,0.5624014139175415,0.0005361475050449371,,589.0,-0.049604177474975586,0.00019116743351332843,1763260393.112632
182016,0.003293129615485668,0.00010636910155881196,2007,335.1938452720642,-0.0010895729064941406,,0.0,0.533257246017456,0.00011897552758455276,,590.0,0.0958283543586731,0.00019086021347902715,1763260393.6660683
182912,-0.011613994836807251,0.0037663390394300222,2016,336.15826177597046,-0.0010937899351119995,,0.001953125,0.5441493988037109,0.0021236566826701164,,591.0,0.15382856130599976,0.0001903225784189999,1763260394.6304848
183258,,,2019,336.44496607780457,,500.0,,,,500.0,,,,1763260394.9171891
183758,,,2024,337.2038812637329,,500.0,,,,500.0,,,,1763260395.6761043
184064,-0.0023607779294252396,0.0003958389861509204,2027,337.79706287384033,-0.002475503832101822,,0.0,0.6002698540687561,0.00011294521391391754,,591.0,-0.08208799362182617,0.00018963133334182203,1763260396.269286
184258,,,2029,338.0511808395386,,500.0,,,,500.0,,,,1763260396.523404
184704,0.003519403748214245,0.004323298577219248,2034,338.9171190261841,-0.002056039869785309,,0.0,0.5340741276741028,0.00042605865746736526,,591.0,0.1111609935760498,0.00018924730829894543,1763260397.389342
185856,-0.0011149318888783455,8.506137965014204e-05,2045,340.8186273574829,-0.003653973340988159,,0.0,0.5778179168701172,0.00019424129277467728,,591.0,0.05109989643096924,0.00018855606322176754,1763260399.2908504
186465,,,2051,341.75877237319946,,500.0,,,,500.0,,,,1763260400.2309954
186496,-0.00024062488228082657,275.8402099609375,2052,341.96588134765625,-0.00013521313667297363,,0.0,0.6365600824356079,3.0181370675563812e-05,,591.0,-3.6835670471191406e-05,0.00018817203817889094,1763260400.4381044
188416,-0.004895015619695187,0.00019282095308881253,2070,345.198881149292,-0.03270895034074783,,0.001953125,0.5618559718132019,0.0023558875545859337,,591.0,-0.204115629196167,0.00018701996305026114,1763260403.6711042
188965,,,2076,346.11531615257263,,500.0,,,,500.0,,,,1763260404.5875392
190720,0.0008089868351817131,0.00013839127495884895,2093,348.52562069892883,-0.00519290566444397,,0.0,0.49531006813049316,0.0006940076127648354,,592.0,0.021458745002746582,0.0001856374874478206,1763260406.9978437
190848,0.013134140521287918,4.964917025063187e-05,2094,348.65886068344116,-0.04122548550367355,,0.001953125,0.5176637172698975,0.0026631075888872147,,592.0,0.002915501594543457,0.00018556068243924528,1763260407.1310837
193152,0.007291742600500584,0.003539775498211384,2117,351.1601331233978,-0.01657332107424736,,0.0,0.5427926182746887,0.00036590825766324997,,595.0,-0.08740925788879395,0.00018417819228488952,1763260409.6323562
195584,-0.002583719789981842,320.8825378417969,2141,354.636159658432,-0.0006207339465618134,,0.0,0.5386894345283508,0.00011432357132434845,,596.0,2.8789043426513672e-05,0.00018271889712195843,1763260413.1083827
196096,0.0027690529823303223,0.0023770101834088564,2146,355.59049558639526,-0.0025463104248046875,,0.0,0.5381264686584473,0.00027375854551792145,,596.0,0.0598791241645813,0.00018241167708765715,1763260414.0627186
196224,0.0015256367623806,0.0002443894627504051,2147,355.7787752151489,-0.0017897412180900574,,0.0,0.594180166721344,6.872415542602539e-05,,596.0,0.0065784454345703125,0.00018233487207908183,1763260414.2509983
196352,0.008188488893210888,7.487916445825249e-05,2148,355.97185015678406,0.0022262558341026306,,0.0,0.5542649030685425,0.00024548638612031937,,596.0,-0.017507076263427734,0.0001822580670705065,1763260414.4440732
196992,0.00023873616009950638,373.27093505859375,2155,357.0933701992035,-0.0007051825523376465,,0.0,0.556647777557373,1.688394695520401e-05,,596.0,-8.83340835571289e-05,0.0001818740420276299,1763260415.5655932
198614,,,2172,359.9041397571564,,78.0,,,,78.0,,,,1763260418.3763628
199936,0.0033997735008597374,0.00033876593806780875,2185,362.39556336402893,-0.00046630948781967163,,0.0,0.5742721557617188,0.0005555106326937675,,595.0,-0.24277639389038086,0.00018010752683039755,1763260420.8677864
200614,,,2192,363.6577990055084,,500.0,,,,500.0,,,,1763260422.130022
201216,-0.00349362101405859,302.5180358886719,2198,364.80504035949707,0.0014144852757453918,,0.0,0.5536988973617554,0.00010388623923063278,,595.0,-0.00014400482177734375,0.00017933947674464434,1763260423.2772634
201344,-0.006690178997814655,0.003451693570241332,2199,365.0195071697235,0.005800794810056686,,0.0,0.5627057552337646,0.00014978181570768356,,595.0,-0.16109073162078857,0.00017926267173606902,1763260423.4917302
202614,,,2211,367.1222813129425,,500.0,,,,500.0,,,,1763260425.5945044
202779,,,2214,367.62657165527344,,165.0,,,,165.0,,,,1763260426.0987947
203392,0.003974074497818947,66.29804992675781,2220,368.7882192134857,-0.0011730305850505829,,0.0,0.571636438369751,4.8236921429634094e-05,,594.0,7.784366607666016e-05,0.0001780337915988639,1763260427.2604423
203776,0.0037264004349708557,8.862136746756732e-05,2223,369.4490158557892,0.0035456381738185883,,0.0,0.5850058794021606,0.0006600711494684219,,594.0,-0.07570695877075195,0.00017780337657313794,1763260427.921239
203904,-0.00017081014811992645,270.7995300292969,2225,369.7254009246826,0.0027005039155483246,,0.0,0.6045735478401184,0.0002429317682981491,,594.0,1.5676021575927734e-05,0.00017772657156456262,1763260428.197624
204032,0.0003733523190021515,0.0007066118996590376,2226,369.93620443344116,0.0009141042828559875,,0.0,0.6131719350814819,0.0005429405719041824,,594.0,0.04528254270553589,0.0001776497665559873,1763260428.4084275
204160,0.002611985430121422,0.00011646119673969224,2227,370.1059010028839,0.001968853175640106,,0.0,0.5943572521209717,0.00023329071700572968,,594.0,-0.09559237957000732,0.00017757296154741198,1763260428.578124
204544,0.0006440840661525726,0.000262875750195235,2231,370.75962138175964,0.0007149577140808105,,0.0,0.5653437972068787,5.3513795137405396e-06,,594.0,0.1259765625,0.00017734254652168602,1763260429.2318444
204928,0.0016485871747136116,0.004017910920083523,2235,371.35628151893616,-0.012090802192687988,,0.0,0.5470002293586731,0.0007993122562766075,,594.0,-0.44470298290252686,0.00017711213149596006,1763260429.8285046
205568,0.004437383264303207,0.00012955916463397443,2241,372.06996631622314,-0.00593918189406395,,0.0,0.5561727285385132,0.0004402846097946167,,595.0,-0.020202279090881348,0.00017672810645308346,1763260430.5421894
206279,,,2248,372.8204083442688,,500.0,,,,500.0,,,,1763260431.2926314
206464,0.005640686489641666,0.0029950060416013002,2250,373.07624340057373,-0.005446672439575195,,0.0,0.5538775324821472,0.0004985993728041649,,596.0,-0.040041327476501465,0.00017619047139305621,1763260431.5484664
206779,,,2253,373.3881468772888,,500.0,,,,500.0,,,,1763260431.86037
208768,0.0011282078921794891,6.456133996834978e-05,2272,375.6488513946533,-0.0015579387545585632,,0.0,0.5764727592468262,0.00013667531311511993,,598.0,-0.054073333740234375,0.00017480798123870045,1763260434.1210744
209536,-0.00892226304858923,0.0002396758645772934,2280,376.52522683143616,0.0032499022781848907,,0.0,0.5748330950737,0.0006092814728617668,,598.0,-0.06268846988677979,0.00017434715118724853,1763260434.9974499
211072,0.003805250860750675,0.0004111487069167197,2295,378.201375246048,-0.0015267878770828247,,0.001953125,0.552632749080658,0.0021680714562535286,,600.0,-1.8839988708496094,0.0001734255056362599,1763260436.6735983
211328,0.0003179311752319336,91.51686096191406,2298,378.5015106201172,-0.0018360763788223267,,0.0,0.42801716923713684,6.436184048652649e-05,,600.0,-1.2636184692382812e-05,0.00017327189561910927,1763260436.9737337
212608,-0.0009706513956189156,0.00013175360800232738,2310,379.8106300830841,-0.0012270770967006683,,0.0,0.5704231858253479,0.00034859683364629745,,602.0,0.06446772813796997,0.00017250384553335607,1763260438.2828531
212779,,,2312,379.9616711139679,,500.0,,,,500.0,,,,1763260438.4338942
213376,0.00018262583762407303,467.16888427734375,2318,380.62525606155396,-2.623535692691803e-05,,0.0,0.5395841002464294,7.537472993135452e-05,,602.0,-8.666515350341797e-05,0.00017204301548190415,1763260439.097479
213779,,,2322,381.0368504524231,,500.0,,,,500.0,,,,1763260439.5090735
214016,0.0029398007318377495,0.0028400076553225517,2324,381.28264474868774,-0.00961725041270256,,0.0,0.5424587726593018,0.000501737929880619,,603.0,-0.04061782360076904,0.00017165899043902755,1763260439.7548678
214528,0.0018912917003035545,0.003301994176581502,2329,381.8420338630676,-0.00786018930375576,,0.0,0.48111146688461304,0.0003639562055468559,,604.0,-0.6042273044586182,0.00017135177040472627,1763260440.314257
215552,-0.0018195994198322296,0.00027729946305043995,2339,382.9461259841919,-0.0010639801621437073,,0.0,0.521552324295044,7.590651512145996e-05,,605.0,-0.31090641021728516,0.0001707373303361237,1763260441.418349
215936,-0.0034236861392855644,0.0036686400417238474,2343,383.3654143810272,-0.0008848011493682861,,0.0,0.5543116927146912,0.00020617712289094925,,605.0,0.02117300033569336,0.00017050691531039774,1763260441.8376374
216448,-0.00013459473848342896,0.003186160698533058,2348,383.9167342185974,0.0021039731800556183,,0.0,0.530863344669342,0.00011647865176200867,,605.0,0.08896934986114502,0.00017019969527609646,1763260442.3889573
217088,0.0012413309887051582,0.00014004083641339093,2354,384.598007440567,-0.004399081692099571,,0.0,0.550900399684906,0.0005102558061480522,,606.0,-0.1356295347213745,0.00016981567023321986,1763260443.0702305
217984,0.002618316560983658,0.0026897371280938387,2363,385.51185369491577,-0.0013353228569030762,,0.0,0.5756045579910278,3.8661062717437744e-05,,607.0,0.06737154722213745,0.00016927803517319262,1763260443.9840767
220672,0.004925787448883057,0.0001114446931751445,2389,388.3137056827545,-0.008169043809175491,,0.0,0.502723217010498,0.0005788560956716537,,610.0,-0.03891336917877197,0.0001676651299931109,1763260446.7859287
221184,0.001345999538898468,0.00010834733984665945,2394,388.84761905670166,0.0007225307635962963,,0.0,0.5502835512161255,0.00023934431374073029,,610.0,-0.07490086555480957,0.00016735790995880961,1763260447.319842
222712,,,2409,390.37027311325073,,500.0,,,,500.0,,,,1763260448.8424962
224384,0.009357152506709099,0.0038208577316254377,2426,392.1871576309204,-0.020048342645168304,,0.0,0.5333276391029358,0.0007150042802095413,,613.0,-0.007061958312988281,0.0001654377847444266,1763260450.6593807
224768,-0.006478768773376942,369.1384582519531,2430,392.602192401886,-0.005326569080352783,,0.0,0.505966067314148,0.0008124085143208504,,614.0,0.002901017665863037,0.00016520736971870065,1763260451.0744154
226712,,,2449,394.71370100975037,,500.0,,,,500.0,,,,1763260453.185924
228480,0.0014351559802889824,0.0003233054303564131,2465,396.70919919013977,7.770955562591553e-06,,0.0,0.5379621982574463,3.110896795988083e-05,,617.0,-0.19024419784545898,0.00016298002447001636,1763260455.1814222
231040,0.005396769382059574,402.599365234375,2491,399.68887591362,0.006518054753541946,,0.0,0.49727708101272583,0.000715143047273159,,619.0,0.0013360381126403809,0.00016144393885042518,1763260458.161099
231296,-0.0022199340164661407,0.0021677990444004536,2493,399.9640839099884,-0.0008197128772735596,,0.0,0.5284368991851807,0.00013079866766929626,,619.0,-1.7853119373321533,0.00016129032883327454,1763260458.436307
232567,,,2506,401.27148032188416,,500.0,,,,500.0,,,,1763260459.7437034
233344,-0.0034008221700787544,0.00016818470612633973,2514,402.2277886867523,-0.009309723973274231,,0.0,0.508060097694397,0.0005123643204569817,,621.0,-0.1292095184326172,0.00016006144869606942,1763260460.7000117
233347,,,2515,402.26386404037476,,500.0,,,,500.0,,,,1763260460.736087
233856,-0.0004413314163684845,305.2575988769531,2520,403.15623593330383,0.0006204545497894287,,0.0,0.511418879032135,2.950429916381836e-06,,621.0,7.891654968261719e-05,0.00015975422866176814,1763260461.628459
235264,-0.0008296342566609383,0.00017745682271197438,2533,405.4276602268219,0.0004615895450115204,,0.0,0.5494239926338196,7.10776075720787e-05,,621.0,-0.20151102542877197,0.00015890937356743962,1763260463.8998833
235904,0.0010573510080575943,672.3555908203125,2540,406.1146626472473,0.0014431960880756378,,0.0,0.5369572639465332,4.826858639717102e-05,,621.0,1.3172626495361328e-05,0.00015852534852456301,1763260464.5868857
236672,0.003146849572658539,0.00016277383838314563,2547,406.9518578052521,-0.003937561064958572,,0.0,0.529869794845581,0.0005755256861448288,,622.0,-0.030113577842712402,0.0001580645184731111,1763260465.4240808
238976,-0.00020706653594970703,0.003491403069347143,2570,410.8210337162018,0.0005113407969474792,,0.0,0.571962833404541,5.515851080417633e-05,,622.0,-0.08642518520355225,0.00015668202831875533,1763260469.2932568
239104,0.0021072309464216232,0.00016495242016389966,2571,411.0171995162964,-0.007190965116024017,,0.0,0.536620020866394,0.00026268698275089264,,622.0,0.31280964612960815,0.00015660522331018,1763260469.4894226
239616,0.0020826905965805054,0.0001464684319216758,2576,411.5656235218048,0.00012665241956710815,,0.0,0.5695582628250122,0.00013395212590694427,,622.0,-0.013044595718383789,0.00015629800327587873,1763260470.0378466
239744,-0.0004010079428553581,0.0001451580028515309,2577,411.68079805374146,-0.005581490695476532,,0.0,0.56662517786026,0.000109073705971241,,622.0,-0.18657612800598145,0.0001562211982673034,1763260470.153021
242847,,,2608,414.8642797470093,,500.0,,,,500.0,,,,1763260473.3365028
243072,0.0006421077996492386,0.00418017478659749,2610,415.11859345436096,-0.009080931544303894,,0.0,0.5469652414321899,0.00025741197168827057,,625.0,0.28432488441467285,0.00015422426804434508,1763260473.5908165
245120,-0.0041283853352069855,0.00011959014227613807,2630,417.22176361083984,0.00011435151100158691,,0.0,0.540668785572052,7.34720379114151e-05,,627.0,0.26444244384765625,0.00015299538790713996,1763260475.6939867
245760,-0.02050989679992199,0.00012636346218641847,2636,417.87894916534424,-0.019226951524615288,,0.0,0.5406205654144287,0.0017534075304865837,,628.0,-0.05855381488800049,0.00015261136286426336,1763260476.3511722
246784,0.0025504156947135925,0.00013004317588638514,2646,418.9287819862366,-0.004151687026023865,,0.0,0.5432690978050232,0.00047311559319496155,,629.0,0.009190499782562256,0.0001519969227956608,1763260477.401005
246847,,,2647,418.9647898674011,,500.0,,,,500.0,,,,1763260477.437013
246912,-0.00019658543169498444,500.5186767578125,2648,419.0698952674866,-0.0003388151526451111,,0.0,0.5123463869094849,0.00011102110147476196,,629.0,0.00016868114471435547,0.00015192011778708547,1763260477.5421183
248960,0.0016195941716432571,269.79925537109375,2668,421.20273423194885,-0.0033142343163490295,,0.0,0.4547317326068878,0.0003471300005912781,,631.0,5.900859832763672e-06,0.00015069123764988035,1763260479.6749573
249472,-0.012070602737367153,118.9036865234375,2673,421.73338556289673,-0.00048259831964969635,,0.0,0.5200592279434204,0.0010724915191531181,,631.0,-3.612041473388672e-05,0.00015038401761557907,1763260480.2056086
250496,0.0028287917375564575,0.00320672825910151,2683,422.72862577438354,0.0034952759742736816,,0.0,0.5178877115249634,0.00014047324657440186,,632.0,0.0599590539932251,0.00014976959209889174,1763260481.2008488
250880,0.0022335052490234375,94.70960235595703,2687,423.1119210720062,0.0033515170216560364,,0.0,0.5157281160354614,0.00016760453581809998,,632.0,1.9609928131103516e-05,0.00014953917707316577,1763260481.584144
251136,-0.0004346994683146477,7.908795669209212e-05,2689,423.3917944431305,0.00041105225682258606,,0.0,0.5674203634262085,0.00024786870926618576,,633.0,-0.18095183372497559,0.00014938556705601513,1763260481.8640175
251392,-0.0011564753949642181,410.1139831542969,2692,423.6181983947754,-0.0009307116270065308,,0.0,0.4965314269065857,5.330890417098999e-06,,633.0,-4.780292510986328e-05,0.0001492319570388645,1763260482.0904214
255488,0.0014710929244756699,0.003353813197463751,2732,428.02238059043884,-0.003484051674604416,,0.0,0.544467568397522,9.698420763015747e-05,,636.0,-0.0165252685546875,0.00014677419676445425,1763260486.4946036
257536,-0.0005822358652949333,0.0028779427520930767,2752,430.12451124191284,0.0003778524696826935,,0.0,0.5577030777931213,1.6315840184688568e-05,,638.0,-0.05097639560699463,0.00014554531662724912,1763260488.5967343
258048,0.0034334687516093254,0.004010864067822695,2757,430.66168427467346,-0.002626664936542511,,0.0,0.5366215109825134,5.218852311372757e-05,,638.0,0.06088602542877197,0.00014523809659294784,1763260489.1339073
259584,-0.003211468458175659,0.0027399437967687845,2772,432.25888204574585,-0.00736614316701889,,0.0,0.5678762197494507,0.00027607008814811707,,640.0,-0.19651997089385986,0.000144316436490044,1763260490.731105
260608,-0.0005225427448749542,0.00012962923210579902,2782,433.3546144962311,-0.00033631734549999237,,0.0,0.5360719561576843,5.9332698583602905e-05,,640.0,0.3082822561264038,0.00014370199642144144,1763260491.8268375
260736,-0.006308241747319698,0.0001479639468016103,2783,433.48524379730225,-0.0028678737580776215,,0.0,0.5259940028190613,0.0003872280940413475,,640.0,-0.13607358932495117,0.00014362519141286612,1763260491.9574668
261760,-0.0002645626664161682,0.000292304961476475,2793,434.5746376514435,0.004811987280845642,,0.0,0.5494194626808167,0.0001177806407213211,,641.0,-0.8474712371826172,0.00014301075134426355,1763260493.0468607
264847,,,2824,437.8172490596771,,500.0,,,,500.0,,,,1763260496.289472
266847,,,2843,439.88156032562256,,500.0,,,,500.0,,,,1763260498.3537834
268288,0.00902436301112175,0.00014584738528355956,2857,441.81858253479004,-0.010662704706192017,,0.0,0.48227155208587646,0.0008895229548215866,,646.0,-0.3147311210632324,0.00013909369590692222,1763260500.2908056
270847,,,2882,444.499769449234,,500.0,,,,500.0,,,,1763260502.9719925
271616,0.009367464110255241,0.00018500936857890338,2890,445.4203522205353,0.005610605701804161,,0.0,0.5198134183883667,0.000453852117061615,,648.0,0.017623543739318848,0.00013709678023587912,1763260503.8925753
273792,-0.0018397485837340355,0.00013488087279256433,2911,447.6949121952057,-0.0024024248123168945,,0.0,0.5019490718841553,0.00024255458265542984,,650.0,-0.30164170265197754,0.00013579109509009868,1763260506.1671352
276224,-0.002361455000936985,0.00010501492215553299,2935,450.2077372074127,0.0013920590281486511,,0.0,0.6022732257843018,0.00012596603482961655,,652.0,0.027916908264160156,0.0001343317999271676,1763260508.6799603
277632,-0.0014276998117566109,0.00017731930711306632,2949,451.6815149784088,0.0037664175033569336,,0.0,0.5332595705986023,0.0001766858622431755,,653.0,0.12894481420516968,0.00013348694483283907,1763260510.153738
278784,-0.014175431802868843,0.0001555796043248847,2960,452.86541295051575,-0.009677765890955925,,0.0,0.5002809762954712,0.0011386629194021225,,654.0,-0.0059272050857543945,0.0001327956997556612,1763260511.337636
280320,0.0017122980207204819,0.00013085381942801178,2975,454.46734404563904,-0.014507561922073364,,0.0,0.5465279221534729,0.0011328663676977158,,655.0,0.2845999598503113,0.00013187403965275735,1763260512.939567
281600,-0.0008722944185137749,0.0029741087928414345,2989,455.78348541259766,-1.8462538719177246e-05,,0.0,0.5688982009887695,4.353281110525131e-05,,656.0,-0.38227057456970215,0.00013110598956700414,1763260514.2557085
282449,,,2997,456.62529587745667,,500.0,,,,500.0,,,,1763260515.097519
283904,-0.0024164561182260513,0.00013217900414019823,3011,458.19796538352966,0.005167707800865173,,0.0,0.558294951915741,0.0010865982621908188,,657.0,-0.12530899047851562,0.00012972349941264838,1763260516.6701884
287872,0.0018821172416210175,82.1515884399414,3051,462.45251965522766,-0.0001698136329650879,,0.0,0.6209540963172913,6.622262299060822e-05,,660.0,0.0001513957977294922,0.00012734254414681345,1763260520.9247427
288128,-0.0010584676638245583,0.0002674116112757474,3053,462.7125861644745,0.00015246868133544922,,0.0,0.5676074028015137,2.161506563425064e-05,,660.0,-0.3417062759399414,0.0001271889341296628,1763260521.1848092
289408,0.0015685558319091797,346.76123046875,3066,464.06552362442017,0.00016038492321968079,,0.0,0.556149423122406,1.3589859008789062e-05,,661.0,0.0003883242607116699,0.0001264208840439096,1763260522.5377467
289848,,,3070,464.4994788169861,,500.0,,,,500.0,,,,1763260522.9717019
291200,-0.0003477511927485466,0.011007854714989662,3083,465.9544184207916,-0.0033764392137527466,,0.0,0.4654349088668823,0.0006675524637103081,,662.0,-4.059578895568848,0.00012534562847577035,1763260524.4266415
292736,0.0018804268911480904,0.00032790846307761967,3098,467.5221977233887,-0.00793888047337532,,0.0,0.5008764266967773,0.0011228052899241447,,664.0,0.384274423122406,0.0001244239683728665,1763260525.9944208
293248,0.0006467243656516075,0.00021690395078621805,3103,468.0696506500244,-0.0027313996106386185,,0.0,0.4736168682575226,0.00014789309352636337,,664.0,0.2605665326118469,0.00012411674833856523,1763260526.5418737
295680,-0.0006821379065513611,0.00032397749600932,3127,470.7256078720093,-0.0016952380537986755,,0.0,0.5083197951316833,0.0001563969999551773,,665.0,-0.3568546772003174,0.00012265745317563415,1763260529.197831
295848,,,3129,470.8925929069519,,500.0,,,,500.0,,,,1763260529.364816
297088,0.0020372560247778893,0.0035397172905504704,3141,472.2360394001007,-0.01789630390703678,,0.0,0.530947744846344,0.0009747641161084175,,666.0,-0.8924120664596558,0.00012181259808130562,1763260530.7082624
297344,-0.0015278272330760956,0.00015655162860639393,3143,472.5015199184418,-0.004225350916385651,,0.0,0.529448926448822,0.00025504641234874725,,667.0,-0.6649436950683594,0.00012165898806415498,1763260530.973743
297600,-0.011576294898986816,0.0010611892212182283,3146,472.7956256866455,-0.005669683218002319,,0.0,0.5485293865203857,0.0005555842071771622,,667.0,-0.06852316856384277,0.00012150537804700434,1763260531.2678487
299136,0.003812793642282486,0.00034775957465171814,3161,474.4347515106201,0.001487046480178833,,0.0,0.507107138633728,0.00013119354844093323,,668.0,-0.7965905666351318,0.0001205837179441005,1763260532.9069746
300032,-0.005605769343674183,0.0035458123311400414,3170,475.4505441188812,-0.0034565813839435577,,0.0,0.5589362978935242,0.00017210189253091812,,668.0,-0.1846141815185547,0.00012004608288407326,1763260533.9227672
301348,,,3183,476.77472734451294,,500.0,,,,500.0,,,,1763260535.2469504
301848,,,3188,477.30226278305054,,500.0,,,,500.0,,,,1763260535.7744858
304896,-0.0010451637208461761,276.0158386230469,3217,480.46478247642517,0.0012454651296138763,,0.0,0.5523132085800171,6.101839244365692e-05,,671.0,-6.175041198730469e-05,0.00011712749255821109,1763260538.9370055
305664,0.003330531530082226,0.00031455178395844996,3224,481.2230656147003,0.0038089901208877563,,0.0,0.5520409941673279,0.0003472520038485527,,672.0,0.10232335329055786,0.00011666666978271678,1763260539.6952887
307968,0.0012084497138857841,157.12518310546875,3247,483.5266966819763,0.001020830124616623,,0.0,0.5831512212753296,2.3880042135715485e-05,,674.0,-7.724761962890625e-05,0.00011528417962836102,1763260541.9989197
308348,,,3250,483.84264063835144,,500.0,,,,500.0,,,,1763260542.3148637
308480,0.0006950609385967255,0.003688545199111104,3252,484.0474374294281,-0.0011564157903194427,,0.0,0.5090922117233276,1.216493546962738e-05,,674.0,0.002618551254272461,0.00011497695959405974,1763260542.5196605
308848,,,3255,484.3349783420563,,500.0,,,,500.0,,,,1763260542.8072014
309248,0.007779194973409176,0.00022980272478889674,3259,484.8274974822998,0.002635132521390915,,0.0,0.5124990344047546,0.00022575538605451584,,675.0,-0.0034363269805908203,0.00011451612954260781,1763260543.2997205
310528,-0.005680137313902378,0.0035888387355953455,3272,486.1285080909729,-0.0006841570138931274,,0.0,0.5223274230957031,0.0002822084352374077,,675.0,-0.18142664432525635,0.00011374807945685461,1763260544.6007311
310848,,,3275,486.406289100647,,500.0,,,,500.0,,,,1763260544.8785121
310912,-0.0002565942704677582,210.2831268310547,3276,486.5230929851532,-0.0015264563262462616,,0.0,0.5412520170211792,3.962591290473938e-05,,676.0,-6.031990051269531e-05,0.00011351766443112865,1763260544.995316
312960,-0.004976172000169754,359.2982177734375,3296,488.4037537574768,0.0002446770668029785,,0.0,0.5031875967979431,8.64807516336441e-05,,677.0,-0.0001938343048095703,0.00011228878429392353,1763260546.8759768
313344,-0.01292108092457056,0.00015407180762849748,3299,488.7347252368927,-0.0083877332508564,,0.0,0.5418738126754761,0.0019729817286133766,,678.0,0.037038564682006836,0.00011205836926819757,1763260547.2069483
317312,-0.0018188944086432457,0.00014332433056551963,3338,492.3220989704132,-0.0006479546427726746,,0.0,0.5649724006652832,3.533158451318741e-05,,681.0,-0.009918570518493652,0.00010967742127832025,1763260550.794322
