losses/approx_kl,_runtime,losses/clipfrac,losses/old_approx_kl,losses/explained_variance,losses/value_loss,charts/SPS,charts/episodic_return,charts/episodic_length,global_step,losses/entropy,losses/policy_loss,_timestamp,charts/learning_rate,_step
,25.00231146812439,,,,,,,,0,,,1763260083.4362955,,0
,26.55084776878357,,,,,,17.0,17.0,148,,,1763260084.9848318,,7
,27.063782215118408,,,,,,17.0,17.0,714,,,1763260085.4977663,,33
0.0003971671685576439,27.285401344299316,0.0,-0.0008016927167773247,-0.06508398056030273,56.143165588378906,978.0,,,896,0.6768738031387329,-0.013234029524028301,1763260085.7193854,0.00029953918419778347,41
,27.44637656211853,,,,,,81.0,81.0,1090,,,1763260085.8803606,,47
,28.05463695526123,,,,,,63.0,63.0,1596,,,1763260086.488621,,64
,28.638250827789307,,,,,,27.0,27.0,1909,,,1763260087.0722349,,74
,28.840619325637817,,,,,,36.0,36.0,2034,,,1763260087.2746034,,77
,29.861030101776123,,,,,,71.0,71.0,2713,,,1763260088.2950141,,88
0.0013063112273812294,31.134225845336914,0.0,0.0020198849961161613,0.10285794734954834,75.90885162353516,752.0,,,3584,0.5745299458503723,0.006405062973499298,1763260089.56821,0.00029792627901770175,102
0.0008608810603618622,31.418821811676025,0.0,0.011352216824889183,0.32253795862197876,92.32505798339844,760.0,,,3840,0.6140012741088867,0.0010924935340881348,1763260089.8528059,0.0002977726690005511,104
,34.965293884277344,,,,,,78.0,78.0,5828,,,1763260093.399278,,133
0.00011409539729356766,37.497042655944824,0.0,-0.0013006022199988365,0.02647113800048828,37.10459899902344,609.0,,,6784,0.5246602296829224,-0.0023676902055740356,1763260095.9310267,0.00029600615380331874,147
,37.8895742893219,,,,,,257.0,257.0,7016,,,1763260096.3235583,,149
0.00021645799279212952,38.239078521728516,0.0,0.0009888820350170135,0.4046933650970459,56.14750671386719,593.0,,,7040,0.5682193040847778,-0.0015855394303798676,1763260096.6730626,0.0002958525437861681,150
2.4250708520412445e-05,39.35942006111145,0.0,0.0006450740620493889,0.6877719163894653,44.71405792236328,571.0,,,7424,0.5797088146209717,0.0009237192571163177,1763260097.793404,0.00029562212876044214,155
,39.77830934524536,,,,,,267.0,267.0,7640,,,1763260098.2122934,,157
9.504426270723343e-05,43.14832925796509,0.0,0.0016188537701964378,-0.07629835605621338,67.65607452392578,534.0,,,8960,0.5585922002792358,-0.003887087106704712,1763260101.5823133,0.0002947004686575383,172
0.00023380760103464127,47.217753887176514,0.0,-0.0024436963722109795,0.6462873220443726,34.92640686035156,521.0,,,10880,0.5883579850196838,0.0064130425453186035,1763260105.651738,0.0002935483935289085,195
3.381259739398956e-05,48.39780783653259,0.0,0.002607721835374832,0.7843573093414307,25.149778366088867,517.0,,,11392,0.5678361654281616,0.0013004504144191742,1763260106.8317919,0.0002932411734946072,203
4.3177977204322815e-05,49.87232708930969,0.0,0.0018076542764902115,0.048355042934417725,50.09934997558594,511.0,,,12032,0.5428606867790222,-0.0054613277316093445,1763260108.3063111,0.0002928571484517306,213
