losses/explained_variance,global_step,charts/episodic_return,charts/SPS,losses/entropy,charts/learning_rate,_step,_timestamp,losses/old_approx_kl,losses/approx_kl,losses/clipfrac,losses/value_loss,losses/policy_loss,charts/episodic_length,_runtime
0.9430668354034424,30976,,488.0,0.5459195375442505,0.0002814900071825832,450,1763260148.335032,-0.005003944970667362,0.0002836650237441063,0.0,12.173029899597168,0.0006426647305488586,,89.86582589149475
,32537,175.0,,,,471,1763260151.6578624,,,,,,175.0,93.18865633010864
,33384,267.0,,,,481,1763260153.3353655,,,,,,267.0,94.86615943908691
,34063,211.0,,,,490,1763260154.9402997,,,,,,211.0,96.47109365463257
0.5086385607719421,35200,,486.0,0.6058269739151001,0.00027895544189959764,504,1763260157.3130572,0.0007089423015713692,6.041489541530609e-06,0.0,10.096549034118652,-0.0006000995635986328,,98.84385108947754
0.06252223253250122,36096,,486.0,0.5928283333778381,0.0002784178068395704,515,1763260159.1438732,-0.0011914335191249847,0.00013071298599243164,0.0,7.394224166870117,-0.003337778151035309,,100.67466711997986
-0.006981015205383301,37376,,486.0,0.5852217674255371,0.0002776497567538172,530,1763260161.6616304,-0.0017531691119074821,0.0005081566050648689,0.0,8.856008529663086,0.007769931107759476,,103.19242429733276
-0.02765941619873047,38016,,486.0,0.5405827164649963,0.0002772657317109406,539,1763260163.0232835,0.003795892931520939,0.00032408442348241806,0.0,9.105462074279785,-0.002275906503200531,,104.55407738685608
-0.21577227115631104,38656,,486.0,0.5685831308364868,0.000276881706668064,547,1763260164.3693488,0.00011472031474113464,2.4439767003059387e-05,0.0,8.535375595092773,0.0025339052081108093,,105.90014266967773
-0.0034775733947753906,39296,,486.0,0.5206468105316162,0.0002764976816251874,555,1763260165.7314405,-0.004317891784012318,0.00015840213745832443,0.0,226.3003387451172,-0.0014277398586273193,,107.2622344493866
,39789,500.0,,,,559,1763260166.4744182,,,,,,500.0,108.00521206855774
-0.06488442420959473,40704,,487.0,0.562376856803894,0.00027565285563468933,568,1763260168.4325163,0.003860311582684517,0.005349390208721161,0.009765625,7.336701393127441,-0.04586855322122574,,109.96331024169922
0.03782624006271362,43264,,488.0,0.49363821744918823,0.0002741167554631829,595,1763260173.5244539,4.174187779426575e-05,0.00022464804351329803,0.0,245.39356994628906,0.002674102783203125,,115.05524778366089
0.2070983648300171,44928,,488.0,0.4860970973968506,0.00027311829035170376,612,1763260176.804058,0.00578621681779623,0.0002199644222855568,0.0,8.7985258102417,-0.0031354278326034546,,118.33485198020935
-0.012790799140930176,45056,,488.0,0.5376961827278137,0.00027304148534312844,614,1763260177.100138,0.006632646545767784,0.0019558388739824295,0.0,267.62841796875,-0.01933319866657257,,118.63093185424805
0.6748422384262085,46720,,489.0,0.5195629596710205,0.0002720430202316493,630,1763260180.3946989,0.0014557382091879845,8.841697126626968e-05,0.0,4.333845138549805,-0.002080768346786499,,121.92549276351929
,47317,500.0,,,,636,1763260181.4524312,,,,,,500.0,122.983225107193
0.18770217895507812,47616,,489.0,0.5479792356491089,0.00027150538517162204,640,1763260182.194278,0.05944453179836273,0.006103615276515484,0.01171875,174.01304626464844,0.017698511481285095,,123.72507190704346
0.014132380485534668,48640,,490.0,0.5008636713027954,0.0002708909451030195,650,1763260184.1793063,0.00012961123138666153,0.00013310741633176804,0.005859375,3.5487358570098877,-0.009089933708310127,,125.7101001739502
-0.1078786849975586,50048,,490.0,0.5330862998962402,0.00027004609000869095,664,1763260186.959324,-0.0004803091287612915,9.878724813461304e-05,0.0,2.6874005794525146,-0.0015219375491142273,,128.49011778831482
0.04204726219177246,52096,,490.0,0.5248804688453674,0.00026881720987148583,684,1763260191.1726308,6.379559636116028e-05,1.609697937965393e-05,0.0,2.2023444175720215,-0.0022965408861637115,,132.70342469215393
-0.39636290073394775,52608,,490.0,0.49236148595809937,0.00026850998983718455,689,1763260192.2196069,-0.0010317284613847733,4.6312808990478516e-05,0.0,2.356445074081421,-4.456564784049988e-05,,133.75040078163147
-0.49106931686401367,53504,,490.0,0.514585018157959,0.0002679723547771573,698,1763260194.0637608,0.0029124366119503975,0.0007986659184098244,0.0,1.6092495918273926,-0.00022749602794647217,,135.59455466270447
0.012810111045837402,53888,,490.0,0.5406723022460938,0.00026774193975143135,702,1763260194.8581476,-0.006871671415865421,0.00015446823090314865,0.0,302.7896423339844,-0.000532831996679306,,136.38894152641296
0.033225953578948975,54400,,490.0,0.5760210752487183,0.00026743471971713006,707,1763260195.9273763,0.0011721393093466759,5.279667675495148e-06,0.0,1.4865412712097168,-0.00031280517578125,,137.45817017555237
,56580,500.0,,,,729,1763260200.3156793,,,,,,500.0,141.8464732170105
0.6399214267730713,59264,,488.0,0.557578444480896,0.0002645161293912679,757,1763260206.2405293,-0.00313692819327116,0.0006613591685891151,0.0,0.4330153465270996,-0.000977046089246869,,147.77132320404053
-0.6316853761672974,59776,,488.0,0.5444897413253784,0.0002642089093569666,762,1763260207.3371403,0.0013732612133026123,0.0003430210053920746,0.0,0.48005640506744385,-0.0036124885082244873,,148.86793422698975
-0.024304866790771484,60288,,487.0,0.5093253254890442,0.00026390168932266533,767,1763260208.4647212,-0.002451064996421337,0.00015081185847520828,0.0,0.4412492513656616,-0.007024459540843964,,149.99551510810852
0.019762098789215088,61056,,487.0,0.5300634503364563,0.0002634408592712134,775,1763260210.1580973,0.027995551005005836,0.0047415317967534065,0.0234375,366.3133239746094,0.023580454289913177,,151.68889117240906
0.4478977918624878,62208,,486.0,0.5346484780311584,0.00026274961419403553,788,1763260212.7517784,-0.0005136691033840179,5.090981721878052e-05,0.0,0.21012082695960999,-0.000721687451004982,,154.2825722694397
0.9669332504272461,62336,,486.0,0.5472962260246277,0.0002626728091854602,789,1763260213.0166988,-0.002100598067045212,0.0021345634013414383,0.0,1.1618270874023438,-0.0031861215829849243,,154.54749274253845
,63063,262.0,,,,797,1763260214.503224,,,,,,262.0,156.0340178012848
0.45093822479248047,63872,,485.0,0.5123249292373657,0.00026175114908255637,806,1763260216.3706439,-0.0019445549696683884,0.0003388896584510803,0.0,0.17085133492946625,1.4506280422210693e-05,,157.9014377593994
0.7579775452613831,64768,,485.0,0.5559255480766296,0.0002612135140225291,815,1763260218.3330715,0.004529967904090881,0.0014146063476800919,0.0,0.4586765766143799,0.016316138207912445,,159.8638653755188
0.49815332889556885,69632,,483.0,0.5405793190002441,0.00025829492369666696,863,1763260228.9448543,-0.005010111257433891,0.0008840393275022507,0.001953125,0.007710186764597893,-0.005046572536230087,,170.47564816474915
0.000959932804107666,70528,,483.0,0.5197567343711853,0.0002577572886366397,872,1763260230.8710878,-0.00023061037063598633,0.0006939824670553207,0.00390625,495.47271728515625,-0.0051699355244636536,,172.4018816947937
,70967,500.0,,,,876,1763260231.7216346,,,,,,500.0,173.25242853164673
0.09839916229248047,75008,,481.0,0.4725750684738159,0.0002550691133365035,916,1763260240.6304502,0.003110424615442753,0.00011503975838422775,0.0,0.002480197697877884,0.0004279911518096924,,182.16124415397644
-1.2742574214935303,75648,,481.0,0.4658749997615814,0.0002546850882936269,922,1763260242.0123801,-0.0075771259143948555,0.002751345746219158,0.0,0.00048779649659991264,-0.0011235661804676056,,183.5431740283966
0.0008957386016845703,76416,,481.0,0.4376101791858673,0.000254224258242175,930,1763260243.693179,-0.00030601397156715393,0.00042934343218803406,0.0,105.0034408569336,-0.000843435525894165,,185.2239727973938
,77293,500.0,,,,938,1763260245.3465953,,,,,,500.0,186.87738919258118
0.030011355876922607,77568,,481.0,0.43887192010879517,0.0002535330131649971,941,1763260246.13322,-0.0061972616240382195,0.0006132768467068672,0.0,0.0005185630288906395,0.0033163409680128098,,187.66401386260986
-0.10748612880706787,77696,,481.0,0.35593268275260925,0.0002534562081564218,942,1763260246.39218,-0.0030341576784849167,0.0005159080028533936,0.0,0.0001952551829162985,0.011872649192810059,,187.92297387123108
,78293,500.0,,,,948,1763260247.577531,,,,,,500.0,189.10832500457764
0.00028705596923828125,80896,,480.0,0.4460349678993225,0.00025153611204586923,974,1763260253.4339473,-0.0011127367615699768,7.260404527187347e-05,0.0,369.1358947753906,-0.001399945467710495,,194.964741230011
0.1264241337776184,81536,,479.0,0.4244956970214844,0.00025115208700299263,980,1763260254.8328454,0.0003972034901380539,0.0003802888095378876,0.0,0.0065894415602087975,-0.008101008832454681,,196.3636393547058
-1.2815120220184326,82048,,479.0,0.38877296447753906,0.00025084486696869135,985,1763260255.908143,0.004420813173055649,0.0005410481244325638,0.0,0.0002246649091830477,0.003334028646349907,,197.43893694877625
-0.08112585544586182,83072,,479.0,0.4478628635406494,0.0002502304269000888,995,1763260258.1091082,0.0014025308191776276,0.0004423372447490692,0.0,0.00047140743117779493,-0.0018977653235197067,,199.63990211486816
,83293,500.0,,,,997,1763260258.423357,,,,,,500.0,199.95415091514587
0.1420629620552063,85120,,482.0,0.34678012132644653,0.00024900154676288366,1015,1763260261.1464803,0.014602798968553543,0.002821417525410652,0.001953125,0.0005994940875098109,-0.015101958066225052,,202.67727422714233
-0.9931730031967163,85632,,484.0,0.4501900374889374,0.0002486943267285824,1020,1763260261.762419,0.012450294569134712,0.007250634022057056,0.01171875,0.0005429910379461944,-0.023272832855582237,,203.293212890625
-0.46590685844421387,86784,,486.0,0.44514209032058716,0.0002480030816514045,1031,1763260263.4342868,0.014250583946704865,0.0028762081637978554,0.00390625,0.0002248343953397125,-0.011835861951112747,,204.96508073806763
-0.8592919111251831,88704,,486.0,0.5357729196548462,0.0002468510065227747,1050,1763260267.1554399,0.00534418597817421,0.0002574492245912552,0.0,0.00025838971487246454,0.004565253853797913,,208.6862337589264
-0.056389451026916504,88960,,486.0,0.49502283334732056,0.00024669739650562406,1053,1763260267.6630552,0.0023340703919529915,0.0007134033367037773,0.0,0.0083912443369627,0.0009695924818515778,,209.19384908676147
-0.22048115730285645,89472,,486.0,0.4984894394874573,0.0002463901764713228,1058,1763260268.6507773,-0.00016641616821289062,6.266124546527863e-05,0.0,0.004716559313237667,0.0019281767308712006,,210.18157124519348
0.0001513957977294922,91904,,490.0,0.4126187562942505,0.0002449308813083917,1082,1763260272.4310791,-0.0007202550768852234,0.0002108011394739151,0.0,492.8412170410156,0.0010881535708904266,,213.9618730545044
0.44179004430770874,92032,,490.0,0.3799336850643158,0.00024485407629981637,1083,1763260272.5572782,-0.004926498048007488,0.0021871114149689674,0.0,0.00437841797247529,-0.011856339871883392,,214.0880720615387
-9.02414321899414e-05,92800,,492.0,0.4653400182723999,0.00024439324624836445,1091,1763260273.3879092,-0.013258662074804306,0.0013743676245212555,0.001953125,475.25128173828125,8.887052536010742e-05,,214.91870307922363
7.617473602294922e-05,94336,,493.0,0.5195862650871277,0.0002434715861454606,1106,1763260275.877852,0.0005229618400335312,0.0012832991778850555,0.0,392.4874267578125,0.013349093496799469,,217.4086458683014
-1.1150104999542236,95616,,494.0,0.4600928723812103,0.0002427035360597074,1118,1763260278.4428947,-0.03878273069858551,0.0038138609379529953,0.013671875,0.0006103021441958845,-0.01426517590880394,,219.9736886024475
,96293,500.0,,,,1125,1763260279.7075498,,,,,,500.0,221.23834371566772
-0.14440500736236572,97152,,492.0,0.5203770399093628,0.00024178187595680356,1133,1763260282.0527153,0.0017996542155742645,8.876435458660126e-05,0.0,0.0007809955277480185,-0.0006887689232826233,,223.58350920677185
-8.666515350341797e-05,98304,,493.0,0.4258742928504944,0.00024109063087962568,1145,1763260283.9208727,-0.0019687898457050323,0.00035795941948890686,0.0,494.3186950683594,-0.003478722646832466,,225.45166659355164
,100293,500.0,,,,1164,1763260286.1844375,,,,,,500.0,227.71523141860962
-5.125999450683594e-06,100352,,498.0,0.510979413986206,0.00023986175074242055,1165,1763260286.3172078,0.009258088655769825,0.0004949802532792091,0.0,256.0577087402344,0.00548810139298439,,227.84800171852112
-0.1276233196258545,101120,,499.0,0.4578856825828552,0.00023940092069096863,1172,1763260287.1651762,-0.0032986579462885857,7.97538086771965e-05,0.0,0.0007391062099486589,-0.000375356525182724,,228.69597005844116
0.34321528673171997,102016,,502.0,0.4587138295173645,0.0002388632856309414,1181,1763260288.1256678,0.02278558351099491,0.0024000611156225204,0.001953125,0.007986363023519516,-0.03853611648082733,,229.65646171569824
-0.1871403455734253,102528,,503.0,0.49836504459381104,0.0002385560655966401,1186,1763260288.7080832,-0.00021123792976140976,4.731025546789169e-05,0.0,0.003651616396382451,-0.000196848064661026,,230.23887705802917
-0.246163010597229,103680,,505.0,0.5061083436012268,0.00023786482051946223,1197,1763260289.9988885,0.0035172784700989723,0.00015838723629713058,0.0,0.00026496947975829244,0.0021497756242752075,,231.5296823978424
,105293,500.0,,,,1213,1763260293.020103,,,,,,500.0,234.55089688301086
-0.3302295207977295,105472,,505.0,0.5263646841049194,0.00023678955039940774,1215,1763260293.5469549,-0.008025824092328548,0.0004809768870472908,0.0,0.0070222895592451096,-0.007072810083627701,,235.07774877548218
-0.1385517120361328,106624,,505.0,0.532340407371521,0.00023609830532222986,1226,1763260295.8034499,-0.002295426093041897,0.001293557696044445,0.0,0.000367963220924139,-0.0032991431653499603,,237.33424377441406
-0.059766292572021484,107008,,505.0,0.6008299589157104,0.0002358678902965039,1230,1763260296.5471385,-0.00016745924949645996,0.00043789297342300415,0.0,0.0049692681059241295,-0.005823865532875061,,238.0779323577881
-0.00020051002502441406,107392,,505.0,0.5523300766944885,0.00023563747527077794,1234,1763260297.335866,0.004347042180597782,0.00022677797824144363,0.0,511.0494384765625,-0.00021214038133621216,,238.86665987968445
-0.28287577629089355,108544,,505.0,0.569941520690918,0.00023494623019360006,1245,1763260299.5743284,-0.0031333910301327705,0.00013182219117879868,0.0,0.0019807363860309124,-0.0015416145324707031,,241.10512232780457
-0.018312454223632812,109440,,505.0,0.5411418676376343,0.00023440859513357282,1254,1763260301.2727652,0.016169752925634384,0.002056645229458809,0.0,0.007096914108842611,0.00044445693492889404,,242.8035590648651
0.19561517238616943,111232,,508.0,0.45178377628326416,0.00023333333956543356,1271,1763260303.7302625,0.007481979206204414,0.001787455752491951,0.0,0.00024335540365427732,-0.014245163649320602,,245.26105642318726
-0.7437989711761475,114048,,513.0,0.5371774435043335,0.00023164362937677652,1299,1763260307.1215425,-0.015454359352588654,0.0014608809724450111,0.0,0.00031354662496596575,-0.004947643727064133,,248.65233635902405
0.17429429292678833,118144,,520.0,0.5423089265823364,0.00022918586910236627,1339,1763260312.019278,-0.0012013176456093788,0.0055466303601861,0.01171875,0.0004633106873370707,-0.009891506284475327,,253.55007195472717
-0.06471681594848633,118272,,520.0,0.5145205855369568,0.00022910906409379095,1340,1763260312.1522522,0.012840744107961655,0.004356617107987404,0.009765625,0.00021938234567642212,-0.030329633504152298,,253.6830461025238
-0.21831798553466797,119168,,522.0,0.5302934646606445,0.0002285714290337637,1349,1763260313.1674962,-0.0002621673047542572,0.00011012889444828033,0.0,0.0005508916801773012,0.0038685575127601624,,254.6982901096344
-0.43157339096069336,120576,,524.0,0.5431308746337891,0.00022772657393943518,1363,1763260314.850699,5.092378705739975e-05,7.963087409734726e-05,0.0,0.00040768427425064147,0.0007163882255554199,,256.3814928531647
,120793,500.0,,,,1365,1763260315.0151875,,,,,,500.0,256.5459814071655
,121293,500.0,,,,1370,1763260315.6259975,,,,,,500.0,257.15679144859314
,122293,500.0,,,,1380,1763260317.0377777,,,,,,500.0,258.5685715675354
0.0002428293228149414,122368,,526.0,0.5418856143951416,0.0002266513038193807,1381,1763260317.2745874,6.154924631118774e-05,0.0005357600748538971,0.0,298.4947204589844,0.008926079608500004,,258.8053812980652
-0.5917706489562988,123136,,526.0,0.5232315063476562,0.00022619047376792878,1388,1763260318.58576,0.0003291936591267586,0.0023183105513453484,0.001953125,0.00032511408790014684,0.002131212502717972,,260.1165540218353
,123793,500.0,,,,1395,1763260319.726784,,,,,,500.0,261.25757789611816
-0.3410543203353882,124288,,527.0,0.49461185932159424,0.0002254992286907509,1399,1763260320.5734625,0.009576222859323025,0.0019306456670165062,0.0,0.00029158504912629724,-0.010018710047006607,,262.10425639152527
-0.00018835067749023438,124800,,527.0,0.4745956063270569,0.00022519200865644962,1405,1763260321.531727,-0.004010746255517006,0.0007209628820419312,0.0,214.3560333251953,0.0008266270160675049,,263.06252098083496
-0.4231834411621094,127616,,528.0,0.47955751419067383,0.00022350229846779257,1432,1763260326.5045443,0.006422690115869045,0.0014795726165175438,0.0,0.0003143295180052519,-0.0035126637667417526,,268.03533816337585
-0.36206305027008057,127744,,528.0,0.4990004599094391,0.00022342549345921725,1433,1763260326.7094514,0.013275111094117165,0.0009502600878477097,0.00390625,0.0004661312559619546,0.003183603286743164,,268.24024534225464
-2.8371810913085938e-05,129920,,530.0,0.4032760560512543,0.00022211982286535203,1455,1763260330.0449178,0.023409660905599594,0.0020651333034038544,0.0,0.001383332652039826,-0.019288774579763412,,271.57571172714233
-0.7608383893966675,130048,,530.0,0.41762515902519226,0.00022204301785677671,1456,1763260330.2670774,-0.016543149948120117,0.005750395357608795,0.0078125,0.00035408741678111255,-0.029633305966854095,,271.79787135124207
-0.2909961938858032,130176,,530.0,0.35175204277038574,0.0002219662128482014,1457,1763260330.4647856,0.0006878133863210678,8.711777627468109e-05,0.0,0.0001623575808480382,-0.003694683313369751,,271.9955794811249
0.11081165075302124,135936,,536.0,0.46986624598503113,0.00021850998746231198,1514,1763260338.1656573,-0.0036576315760612488,7.749535143375397e-05,0.0,0.004611769691109657,-0.0016843676567077637,,279.6964511871338
-0.10468268394470215,136704,,537.0,0.5024073123931885,0.00021804915741086006,1521,1763260339.0544512,0.006508680991828442,0.00112155731767416,0.0,0.00015395948139484972,-0.011066876351833344,,280.5852451324463
0.053433358669281006,137088,,537.0,0.5373373627662659,0.0002178187423851341,1525,1763260339.7780533,-0.0024826303124427795,0.0009176675230264664,0.0,0.0004528899444267154,-0.009990071877837181,,281.3088471889496
,137293,500.0,,,,1527,1763260340.0552306,,,,,,500.0,281.5860245227814
-0.06305873394012451,137472,,538.0,0.5680742859840393,0.00021758832735940814,1529,1763260340.4310868,0.0007783025503158569,7.212162017822266e-06,0.0,0.002642866224050522,0.0004868060350418091,,281.9618806838989
-0.3187727928161621,137984,,538.0,0.4848344326019287,0.00021728110732510686,1534,1763260341.315844,0.0027479352429509163,0.0005561811849474907,0.0,0.003245680360123515,0.005645252764225006,,282.84663796424866
-0.24462318420410156,138240,,538.0,0.515805184841156,0.00021712749730795622,1536,1763260341.6821692,0.03466559201478958,0.005312850698828697,0.021484375,0.00013805579510517418,-0.025705017149448395,,283.21296310424805
-9.417533874511719e-05,138880,,538.0,0.5370153188705444,0.00021674347226507962,1543,1763260342.8489125,0.0012459512799978256,0.0007529444992542267,0.0,488.4764404296875,0.010162103921175003,,284.37970638275146
-0.002407670021057129,139136,,538.0,0.5747756958007812,0.00021658986224792898,1545,1763260343.2759995,-0.006041725166141987,0.0004525156691670418,0.0,0.00035956630017608404,-0.0027619674801826477,,284.8067934513092
-0.2186894416809082,139264,,538.0,0.5111013650894165,0.00021651305723935366,1546,1763260343.4823375,0.0017157793045043945,0.00030025094747543335,0.0,0.00012980889005120844,-0.005423843860626221,,285.0131313800812
3.445148468017578e-05,140416,,538.0,0.5156135559082031,0.00021582181216217577,1558,1763260345.5399354,0.007979079149663448,0.00029412005096673965,0.0,0.017136530950665474,-0.003623872995376587,,287.07072925567627
-0.09990513324737549,140544,,538.0,0.4851398766040802,0.00021574500715360045,1559,1763260345.7595131,-0.0007301457226276398,0.0005330611020326614,0.0,0.002999629359692335,0.0012917295098304749,,287.2903070449829
-0.09609687328338623,140928,,538.0,0.5308195352554321,0.0002155145921278745,1563,1763260346.480835,0.0036922628059983253,0.00015231501311063766,0.0,0.005101727321743965,-0.002860143780708313,,288.0116288661957
,141293,500.0,,,,1566,1763260346.9582822,,,,,,500.0,288.4890761375427
-0.45597803592681885,143488,,541.0,0.4623733162879944,0.0002139784919563681,1588,1763260349.7950342,0.008641651831567287,0.0005026953294873238,0.0,0.004176716320216656,-0.011314980685710907,,291.32582807540894
-0.15623342990875244,143616,,541.0,0.557617723941803,0.00021390168694779277,1589,1763260349.9522207,0.013361833989620209,0.00041898153722286224,0.0,0.0002626129426062107,0.011466417461633682,,291.48301458358765
-3.910064697265625e-05,144384,,542.0,0.47135797142982483,0.00021344085689634085,1597,1763260350.8962107,-0.0013480950146913528,5.45009970664978e-05,0.0,129.99256896972656,0.0005088746547698975,,292.42700457572937
7.647275924682617e-05,145408,,543.0,0.5177046060562134,0.00021282641682773829,1607,1763260352.655001,-0.00046612322330474854,0.0005706064403057098,0.0,438.50152587890625,-0.002868242561817169,,294.18579483032227
0.15876609086990356,145664,,543.0,0.6324045062065125,0.00021267280681058764,1609,1763260353.1407092,0.0035229846835136414,0.001143384724855423,0.0,0.0006056880811229348,-0.006673477590084076,,294.6715030670166
0.07088637351989746,145792,,543.0,0.5823187828063965,0.00021259600180201232,1610,1763260353.3772926,0.009473147802054882,0.000955129973590374,0.005859375,0.00018873068620450795,0.00026800110936164856,,294.9080865383148
0.00018608570098876953,145920,,542.0,0.5374569296836853,0.000212519196793437,1612,1763260353.679844,-0.00517900288105011,0.0012824013829231262,0.0,0.0009766686707735062,-0.004523109644651413,,295.21063780784607
