global_step,losses/explained_variance,charts/SPS,losses/clipfrac,losses/old_approx_kl,charts/episodic_length,charts/learning_rate,_timestamp,losses/policy_loss,losses/entropy,charts/episodic_return,_step,_runtime,losses/approx_kl,losses/value_loss
157952,-0.3888586759567261,540.0,0.0,0.0031960587948560715,,0.00020529954053927213,1763260377.6448944,-0.0047423094511032104,0.5181852579116821,,1777,319.2080523967743,0.00048366375267505646,0.00016700965352356434
162125,,,,,500.0,,1763260383.2790036,,,500.0,1818,324.842161655426,,
162625,,,,,500.0,,1763260384.175907,,,500.0,1823,325.7390649318695,,
165504,-0.8448113203048706,546.0,0.0,-0.0010378612205386162,,0.00020076804503332824,1763260387.898002,-0.0016706213355064392,0.46067705750465393,,1851,329.4611599445343,7.263291627168655e-05,0.00037242512917146087
166016,0.12044072151184082,547.0,0.0,3.871694207191467e-05,,0.00020046082499902695,1763260388.5195057,0.002836449071764946,0.4214251637458801,,1856,330.08266377449036,0.0004985779523849487,0.0002028045419137925
167168,0.0004597902297973633,548.0,0.0,0.0019812528043985367,,0.00019976957992184907,1763260389.8564074,-0.0009485408663749695,0.4805799424648285,,1868,331.41956543922424,6.70701265335083e-05,241.4425506591797
167680,-1.5020370483398438e-05,549.0,0.0,0.00410840567201376,,0.0001994623598875478,1763260390.4600832,0.005881801247596741,0.4931310713291168,,1873,332.0232412815094,0.0004408331587910652,159.32362365722656
168125,,,,,500.0,,1763260390.9095533,,,500.0,1877,332.4727113246918,,
169088,-0.08702218532562256,551.0,0.0,-0.00250877533107996,,0.00019861750479321927,1763260392.1101987,-0.002207718789577484,0.43825316429138184,,1886,333.6733567714691,7.814262062311172e-05,0.00017307914094999433
169984,0.11547333002090454,552.0,0.0,-0.000982942059636116,,0.00019807988428510725,1763260393.1592493,-0.009706743061542511,0.448678195476532,,1895,334.7224073410034,0.0015374664217233658,0.0003202175139449537
170752,-2.9802322387695312e-06,552.0,0.0,0.01116680633276701,,0.00019761905423365533,1763260394.099535,0.003343811258673668,0.520829975605011,,1903,335.66269302368164,0.0005271183326840401,151.96133422851562
171125,,,,,500.0,,1763260394.4162562,,,500.0,1906,335.97941422462463,,
172288,0.04386317729949951,553.0,0.0,0.001521511934697628,,0.0001966973941307515,1763260396.317933,-0.0003735944628715515,0.49712201952934265,,1918,337.8810911178589,3.259163349866867e-05,0.0028281048871576786
172544,-0.46175098419189453,553.0,0.0,-0.0034691626206040382,,0.00019654378411360085,1763260396.7331948,-0.013965949416160583,0.5205164551734924,,1920,338.29635286331177,0.002921151928603649,0.0001375778956571594
175104,-0.3255676031112671,554.0,0.0,-0.009448057040572166,,0.00019500768394209445,1763260401.3202636,0.00762736052274704,0.5474138855934143,,1945,342.8834216594696,0.00046459026634693146,0.00014893600018694997
176512,-0.03361797332763672,553.0,0.0,0.014652886427938938,,0.00019416282884776592,1763260403.914824,-0.005824591964483261,0.5772790312767029,,1959,345.47798204421997,0.00030814576894044876,0.00020018478971906006
177920,0.4585660696029663,554.0,0.0,0.002935100346803665,,0.0001933179737534374,1763260406.2743385,0.004134029150009155,0.5164377689361572,,1973,347.83749651908875,0.003132978454232216,0.0003945043426938355
179125,,,,,500.0,,1763260407.6615388,,,500.0,1985,349.22469687461853,,
179712,-3.802776336669922e-05,556.0,0.0,0.0011275587603449821,,0.00019224270363338292,1763260408.376476,-0.0008421540260314941,0.5464777946472168,,1991,349.93963408470154,0.00039526354521512985,518.2499389648438
180864,-0.27683234214782715,557.0,0.0,-0.0001633213832974434,,0.00019155145855620503,1763260409.6857688,0.0009742677211761475,0.5019733309745789,,2002,351.24892687797546,4.082079976797104e-05,0.004390275105834007
181376,0.09601706266403198,557.0,0.0,0.002169489860534668,,0.00019124423852190375,1763260410.3067548,0.0006996616721153259,0.5457744002342224,,2007,351.8699128627777,0.00023678503930568695,0.0010141711682081223
182272,0.05023103952407837,558.0,0.0,0.005664649419486523,,0.0001907066034618765,1763260411.4361212,0.002889402210712433,0.611558735370636,,2016,352.9992792606354,0.00016788113862276077,0.0032815570011734962
182534,,,,,409.0,,1763260411.9637935,,,409.0,2019,353.5269515514374,,
183040,2.1278858184814453e-05,558.0,0.0,0.002333803102374077,,0.0001902457734104246,1763260412.929958,-0.005210112780332565,0.5146492123603821,,2024,354.4931161403656,0.00021898560225963593,335.8984069824219
183424,0.2519606947898865,558.0,0.0,-0.0009689703583717346,,0.00019001535838469863,1763260413.6709063,0.0004377327859401703,0.5524032711982727,,2027,355.23406434059143,0.0001339595764875412,9.158091415883973e-05
183552,-0.00013244152069091797,558.0,0.0,-0.0006918245926499367,,0.0001899385533761233,1763260413.933805,-0.0003525093197822571,0.5473105907440186,,2029,355.4969630241394,2.064742147922516e-06,546.1869506835938
184064,-3.5643577575683594e-05,558.0,0.0,0.0005239276215434074,,0.00018963133334182203,1763260414.8137343,0.010135971009731293,0.5700477361679077,,2034,356.37689232826233,0.0002869972959160805,208.6683349609375
185216,-0.6716430187225342,558.0,0.03515625,-0.023530179634690285,,0.00018894008826464415,1763260416.9330337,-0.03132117912173271,0.5191135406494141,,2045,358.496191740036,0.008894838392734528,0.0002725659287534654
185856,-0.16720247268676758,558.0,0.0,-0.005574102513492107,,0.00018855606322176754,1763260418.048354,-0.0039230287075042725,0.5425885319709778,,2051,359.6115119457245,0.0007848767563700676,0.0001395044382661581
185951,,,,,500.0,,1763260418.105444,,,500.0,2052,359.6686019897461,,
187648,-0.5852116346359253,558.0,0.005859375,0.015830399468541145,,0.00018748079310171306,1763260421.5235012,-0.012001274153590202,0.4735640287399292,,2070,363.08665919303894,0.002595101483166218,0.0004090484871994704
188288,-0.19455766677856445,557.0,0.0,0.0029595308005809784,,0.00018709676805883646,1763260422.799829,-0.007242351770401001,0.5472337007522583,,2076,364.3629870414734,0.0004138033837080002,8.255845750682056e-05
189952,-1.5139579772949219e-05,557.0,0.0,0.0026487093418836594,,0.00018609831749927253,1763260425.893674,-0.0004616864025592804,0.5913121700286865,,2093,367.45683193206787,0.0001046154648065567,316.5577697753906
190080,0.03953421115875244,557.0,0.0,0.0023558950051665306,,0.0001860215124906972,1763260426.1096528,-0.0008857566863298416,0.5651108622550964,,2094,367.672810792923,9.479466825723648e-05,0.0015594983706250787
192384,5.8591365814208984e-05,557.0,0.0,0.007180463522672653,,0.00018463902233634144,1763260430.1071634,-0.0010855421423912048,0.5419591665267944,,2117,371.6703214645386,0.0001681540161371231,270.1688537597656
194830,,,,,500.0,,1763260433.0123968,,,500.0,2141,374.5755548477173,,
195330,,,,,500.0,,1763260433.5952048,,,500.0,2146,375.158362865448,,
195456,8.213520050048828e-05,560.0,0.0,-0.020394576713442802,,0.00018279570213053375,1763260433.739586,-0.005809631198644638,0.5213159322738647,,2147,375.30274415016174,0.0009503448382019997,0.0031258861999958754
195584,-1.342548131942749,561.0,0.0,0.0020466623827815056,,0.00018271889712195843,1763260433.8816147,-0.0007385946810245514,0.5774545669555664,,2148,375.4447727203369,0.00012711156159639359,0.0005880554672330618
196330,,,,,500.0,,1763260434.6731083,,,500.0,2155,376.236266374588,,
198016,-0.02933967113494873,563.0,0.0,-0.0022724028676748276,,0.00018125960195902735,1763260436.8143058,-0.0032275021076202393,0.5443693399429321,,2172,378.37746381759644,0.0002880524843931198,0.0036035957746207714
199330,,,,,500.0,,1763260438.351,,,500.0,2185,379.9141581058502,,
200064,-0.07027506828308105,565.0,0.0,-0.0014635948464274406,,0.00018003072182182223,1763260439.2216623,-0.0056998953223228455,0.5764424800872803,,2192,380.78482031822205,0.0003506941720843315,0.003045950084924698
200704,0.046663761138916016,565.0,0.0,-0.018783031031489372,,0.00017964669677894562,1763260439.980592,-0.0001120641827583313,0.5781428217887878,,2198,381.5437500476837,0.0006618257611989975,0.00017001172818709165
200830,,,,,500.0,,1763260440.034312,,,500.0,2199,381.5974700450897,,
201984,-0.22227787971496582,566.0,0.0,2.9389746487140656e-05,,0.00017887864669319242,1763260441.5072618,0.002572774887084961,0.5603824853897095,,2211,383.0704197883606,0.0008291369304060936,0.0031925931107252836
202330,,,,,500.0,,1763260441.829618,,,500.0,2214,383.39277601242065,,
202880,4.0650367736816406e-05,567.0,0.0,-0.00012960284948349,,0.00017834101163316518,1763260442.5479653,0.00028526410460472107,0.5392194390296936,,2220,384.11112332344055,3.935210406780243e-05,227.62371826171875
203264,-2.2743546962738037,568.0,0.0,0.00962904840707779,,0.00017811059660743922,1763260442.984401,-0.007244043052196503,0.4828457832336426,,2223,384.54755902290344,0.0007156170904636383,0.0004845568910241127
203392,8.672475814819336e-05,568.0,0.0,0.0025856653228402138,,0.0001780337915988639,1763260443.1724665,0.00014398619532585144,0.5418866872787476,,2225,384.73562455177307,0.00046263914555311203,510.2579650878906
203520,0.23685550689697266,568.0,0.0,-0.0028559863567352295,,0.00017795698659028858,1763260443.3078957,0.006551101803779602,0.5068527460098267,,2226,384.8710536956787,0.00011243298649787903,0.003060339717194438
203648,0.21047979593276978,568.0,0.0,0.00940228346735239,,0.00017788018158171326,1763260443.4392045,-0.010273128747940063,0.5183272361755371,,2227,385.0023624897003,0.000759403221309185,0.00021263124654069543
204032,-0.18325960636138916,568.0,0.0,0.0006039692088961601,,0.0001776497665559873,1763260443.9130983,-0.002349935472011566,0.46972790360450745,,2231,385.47625637054443,3.216322511434555e-05,0.0028952741995453835
204416,-0.0002766847610473633,569.0,0.0,0.0017308900132775307,,0.00017741935153026134,1763260444.3595293,0.0029595913365483284,0.5250364542007446,,2235,385.922687292099,0.0005376795306801796,405.2203369140625
205056,-0.12669408321380615,569.0,0.0,0.0039965491741895676,,0.00017703532648738474,1763260445.0696256,-0.004733819514513016,0.5118610858917236,,2241,386.63278365135193,0.0001672934740781784,0.0031059442553669214
205824,-0.09203970432281494,570.0,0.0,0.00338693056255579,,0.00017657449643593282,1763260445.9406192,-0.0036449581384658813,0.48945701122283936,,2248,387.5037772655487,0.00024288054555654526,6.344656139845029e-05
205952,-0.00011277198791503906,570.0,0.0,0.009735901840031147,,0.0001764976914273575,1763260446.1034226,-0.0004418985918164253,0.5590698719024658,,2250,387.66658067703247,0.0007218597456812859,0.012308282777667046
206330,,,,,500.0,,1763260446.4334416,,,500.0,2253,387.99659967422485,,
208128,0.006927907466888428,572.0,0.0,0.0034018950536847115,,0.00017519200628157705,1763260448.6420991,-0.0020107850432395935,0.5102439522743225,,2272,390.2052571773529,0.0001585865393280983,0.006876397877931595
208982,,,,,500.0,,1763260449.583947,,,500.0,2280,391.1471049785614,,
210482,,,,,500.0,,1763260451.261475,,,500.0,2295,392.8246331214905,,
210816,0.07338094711303711,575.0,0.0,0.0109775485470891,,0.00017357911565341055,1763260451.6654153,0.0006712637841701508,0.6028531789779663,,2298,393.22857332229614,0.0010940218344330788,0.0003137502644676715
211982,,,,,500.0,,1763260452.9909627,,,500.0,2310,394.5541207790375,,
212224,-0.04212498664855957,576.0,0.0,-0.0003343038260936737,,0.00017273426055908203,1763260453.2866752,-0.016150951385498047,0.5887937545776367,,2312,394.8498332500458,0.0009163748472929001,0.003983486909419298
212864,-0.021775245666503906,577.0,0.0,0.0029675057157874107,,0.00017235023551620543,1763260453.9997466,-0.0007588863372802734,0.5839976668357849,,2318,395.56290459632874,0.00013502035290002823,5.427302676253021e-05
213248,0.03166776895523071,577.0,0.0,0.005352719686925411,,0.00017211982049047947,1763260454.5058012,-0.013063717633485794,0.544626772403717,,2322,396.068959236145,0.000668858177959919,0.00020330488041508943
213482,,,,,500.0,,1763260454.6918259,,,500.0,2324,396.25498390197754,,
213982,,,,,500.0,,1763260455.2930686,,,500.0,2329,396.85622668266296,,
214786,,,,,125.0,,1763260456.504331,,,125.0,2339,398.0674891471863,,
215286,,,,,500.0,,1763260456.97088,,,500.0,2343,398.534038066864,,
215786,,,,,500.0,,1763260457.548436,,,500.0,2348,399.1115939617157,,
216320,-4.9233436584472656e-05,579.0,0.0,0.00357988104224205,,0.00017027650028467178,1763260458.2850046,-0.0005535893142223358,0.5200772881507874,,2354,399.848162651062,7.96876847743988e-05,410.5754699707031
217286,,,,,500.0,,1763260459.3234887,,,500.0,2363,400.8866467475891,,
219904,3.17692756652832e-05,581.0,0.0,0.0036617936566472054,,0.00016812596004456282,1763260463.195544,-0.003344271332025528,0.5926547646522522,,2389,404.7587020397186,0.0009602410718798637,365.68017578125
220416,0.005669653415679932,581.0,0.0,-0.0007389113306999207,,0.00016781874001026154,1763260464.0107076,-0.00498284213244915,0.5470631718635559,,2394,405.57386565208435,0.0002690572291612625,0.0044686030596494675
221952,0.02128732204437256,582.0,0.0,0.004924595355987549,,0.0001668970799073577,1763260466.028001,-0.0015387535095214844,0.5686756372451782,,2409,407.5911591053009,0.00017511844635009766,0.003921721130609512
223744,0.24412751197814941,582.0,0.0,-0.004315061494708061,,0.0001658218097873032,1763260469.0609238,0.0011583417654037476,0.5578019618988037,,2426,410.6240818500519,0.00046039000153541565,9.941123425960541e-05
224128,-0.02816164493560791,583.0,0.0,-0.0006211893633008003,,0.00016559139476157725,1763260469.65701,0.005219489336013794,0.49265164136886597,,2430,411.2201681137085,3.2776035368442535e-05,0.00017088197637349367
226048,-0.01736164093017578,584.0,0.0,-0.01664370857179165,,0.00016443931963294744,1763260471.8700578,-0.0070727914571762085,0.5702998042106628,,2449,413.4332158565521,0.0038192085921764374,0.0001422420609742403
227712,-0.03567349910736084,586.0,0.0,0.003927052021026611,,0.00016344085452146828,1763260473.727665,-0.0009086783975362778,0.5767472386360168,,2465,415.2908229827881,0.0006608180701732635,0.0001092700258595869
230205,,,,,268.0,,1763260476.4445457,,,268.0,2491,418.00770378112793,,
230400,-1.6534554958343506,588.0,0.0,0.0028070118278265,,0.00016182796389330178,1763260476.6897495,0.0018577706068754196,0.5228883624076843,,2493,418.25290751457214,0.00020803697407245636,0.00485927052795887
231705,,,,,500.0,,1763260478.1130714,,,500.0,2506,419.6762294769287,,
232576,-0.01791095733642578,590.0,0.0,0.0010299375280737877,,0.00016052227874752134,1763260479.053298,-0.0006303377449512482,0.587417721748352,,2514,420.6164560317993,2.324674278497696e-05,9.975762804970145e-05
232704,0.024136245250701904,590.0,0.0,-0.0015445435419678688,,0.00016044547373894602,1763260479.1855056,0.0009859800338745117,0.5780831575393677,,2515,420.74866366386414,1.4199875295162201e-05,0.00012167396198492497
233205,,,,,500.0,,1763260479.69239,,,500.0,2520,421.2555480003357,,
234496,-0.025167107582092285,592.0,0.001953125,0.009017578326165676,,0.00015937020361889154,1763260481.1524394,-0.013454228639602661,0.5715527534484863,,2533,422.71559739112854,0.0008682524785399437,0.0001742378226481378
235205,,,,,500.0,,1763260481.883328,,,500.0,2540,423.44648599624634,,
235904,-0.3700500726699829,593.0,0.00390625,-0.0018476853147149086,,0.00015852534852456301,1763260482.682611,-0.026957735419273376,0.5778594613075256,,2547,424.24576902389526,0.001882658340036869,0.0002189803053624928
238208,1.537799835205078e-05,595.0,0.0,0.0024650003761053085,,0.00015714285837020725,1763260485.308635,0.0010279733687639236,0.6299473643302917,,2570,426.8717930316925,9.99700278043747e-05,484.2194519042969
238336,-0.01563405990600586,595.0,0.0,-0.004545302130281925,,0.00015706605336163193,1763260485.4938543,-0.0027784816920757294,0.5521221160888672,,2571,427.0570123195648,0.0006140107288956642,0.0030914745293557644
238848,-0.017539501190185547,595.0,0.0,-0.0015399185940623283,,0.00015675883332733065,1763260486.1223626,0.0006971806287765503,0.59844970703125,,2576,427.6855206489563,9.689014405012131e-05,0.0035078818909823895
238976,-0.024086952209472656,595.0,0.0,0.0008915681391954422,,0.00015668202831875533,1763260486.255779,0.001722864806652069,0.5935856699943542,,2577,427.81893706321716,4.082731902599335e-05,0.0003281007520854473
242115,,,,,500.0,,1763260489.4890587,,,500.0,2608,431.05221676826477,,
242304,-0.011478185653686523,599.0,0.0,-0.00187747273594141,,0.000154685098095797,1763260489.7386956,-0.004254639148712158,0.5581350922584534,,2610,431.3018536567688,0.00041972193866968155,0.0032337696757167578
244352,-0.04033005237579346,600.0,0.0,0.0036341510713100433,,0.00015345621795859188,1763260491.8936162,0.0026019439101219177,0.6250604391098022,,2630,433.45677423477173,0.0005403310060501099,0.00016371071978937835
244914,,,,,500.0,,1763260492.4675663,,,500.0,2636,434.0307242870331,,
245914,,,,,500.0,,1763260493.5661898,,,500.0,2646,435.1293478012085,,
246016,-4.8995018005371094e-05,602.0,0.0,0.008815375156700611,,0.00015245775284711272,1763260493.699024,-0.005690731108188629,0.5954739451408386,,2647,435.2621819972992,0.00023753289133310318,273.32598876953125
246144,0.05201840400695801,602.0,0.0,0.004792205058038235,,0.0001523809478385374,1763260493.8292606,-0.01105356216430664,0.5989845991134644,,2648,435.3924186229706,0.00048275571316480637,0.0034975213930010796
248192,0.018886327743530273,604.0,0.0,-0.00528270099312067,,0.00015115206770133227,1763260496.02511,-0.0006823837757110596,0.5316551923751831,,2668,437.5882680416107,0.00023071561008691788,9.316315845353529e-05
248704,0.11793398857116699,604.0,0.001953125,-0.006455658003687859,,0.000150844847667031,1763260496.5837114,-0.005206607282161713,0.5820788741111755,,2673,438.14686942100525,0.0006511826068162918,0.00010565813136054203
249728,-0.4530825614929199,605.0,0.0,0.004829683341085911,,0.00015023040759842843,1763260497.7174869,0.012798648327589035,0.6167702674865723,,2683,439.28064489364624,0.005122407339513302,0.00016491978021804243
250112,-0.03791177272796631,605.0,0.0,0.004705722443759441,,0.0001500000071246177,1763260498.1320713,-0.0005511492490768433,0.5806657671928406,,2687,439.6952292919159,0.00013212021440267563,0.0036655478179454803
250368,-0.058446407318115234,606.0,0.0,-0.011145430617034435,,0.00014984639710746706,1763260498.3990252,0.0030363500118255615,0.5673567056655884,,2689,439.9621832370758,0.0019409386441111565,7.149445445975289e-05
250624,0.10037100315093994,606.0,0.0,0.028372056782245636,,0.00014969278709031641,1763260498.7006073,-0.008528580889105797,0.5937487483024597,,2692,440.263765335083,0.0028297901153564453,0.004351272713392973
254592,0.021970629692077637,608.0,0.0,-0.004810051992535591,,0.0001473118318244815,1763260503.3714278,-0.012538589537143707,0.6102957129478455,,2732,444.93458580970764,0.000670257955789566,0.003996723331511021
256557,,,,,107.0,,1763260505.5084627,,,107.0,2752,447.07162070274353,,
256907,,,,,97.0,,1763260505.962029,,,97.0,2757,447.52518701553345,,
258304,0.0010436773300170898,611.0,0.0,-0.0010852143168449402,,0.0001450844865757972,1763260507.5066738,0.008310753852128983,0.546490490436554,,2772,449.06983184814453,0.00018312595784664154,424.4416809082031
259328,-1.1920928955078125e-07,612.0,0.0,0.008453518152236938,,0.00014447004650719464,1763260508.581918,0.0024513304233551025,0.6008979082107544,,2782,450.14507603645325,0.0010013598948717117,582.517822265625
259456,-0.588516354560852,612.0,0.0,-0.0005835052579641342,,0.00014439324149861932,1763260508.7156467,-0.0005515292286872864,0.617120623588562,,2783,450.27880477905273,0.00011672265827655792,0.004751577973365784
260381,,,,,500.0,,1763260509.7325928,,,500.0,2793,451.29575085639954,,
263040,-0.007538318634033203,615.0,0.0,-0.000657893717288971,,0.00014224270125851035,1763260512.8331103,0.0019697248935699463,0.5088032484054565,,2824,454.39626836776733,4.873611032962799e-05,268.0816650390625
264576,0.5206658244132996,616.0,0.0,0.003174569457769394,,0.0001413210411556065,1763260514.5875092,-0.004846606403589249,0.5686888694763184,,2843,456.15066719055176,6.518140435218811e-05,205.72882080078125
265673,,,,,134.0,,1763260515.87118,,,134.0,2857,457.43433809280396,,
267392,0.9871197938919067,617.0,0.0,-0.00395235326141119,,0.00013963133096694946,1763260518.0453181,-0.0009949486702680588,0.513289749622345,,2882,459.6084761619568,0.00013667810708284378,5.596776962280273
267904,0.9886673092842102,618.0,0.0,0.012426395900547504,,0.00013932411093264818,1763260518.7169106,-0.003005698323249817,0.5295084118843079,,2890,460.28006863594055,0.00048405956476926804,14.069761276245117
269696,0.8927696943283081,619.0,0.0,-0.00031365174800157547,,0.0001382488408125937,1763260520.7928753,-8.543580770492554e-05,0.5889934301376343,,2911,462.3560333251953,4.814937710762024e-07,2.7940633296966553
271944,,,,,281.0,,1763260523.2833216,,,281.0,2935,464.84647965431213,,
273280,0.33188527822494507,621.0,0.0,-0.0003245789557695389,,0.00013609831512439996,1763260524.8161619,-0.0006388165056705475,0.5152747631072998,,2949,466.37931990623474,7.828697562217712e-05,203.3287353515625
274432,-0.6461488008499146,622.0,0.0,-2.4206005036830902e-05,,0.00013540707004722208,1763260526.10623,-0.0012936517596244812,0.5010048747062683,,2960,467.6693880558014,7.642526179552078e-05,1.2568061351776123
275860,,,,,433.0,,1763260527.6464622,,,433.0,2975,469.20962023735046,,
277360,,,,,500.0,,1763260529.23091,,,500.0,2989,470.79406809806824,,
278144,0.8655306696891785,625.0,0.0,0.0034609828144311905,,0.0001331797247985378,1763260530.153041,-0.0047991275787353516,0.5529751777648926,,2997,471.7161989212036,0.0009025465697050095,0.0998893678188324
279552,-2.2474558353424072,626.0,0.0,-0.0020104553550481796,,0.00013233486970420927,1763260531.6856797,0.00027586519718170166,0.5617344379425049,,3011,473.2488377094269,6.365031003952026e-05,0.14488402009010315
283648,0.40130507946014404,629.0,0.0,0.0022053681313991547,,0.00012987710942979902,1763260536.1785858,-0.005098022520542145,0.5315042734146118,,3051,477.7417438030243,0.0006866790354251862,0.002758003305643797
283860,,,,,500.0,,1763260536.3482609,,,500.0,3053,477.9114189147949,,
285184,0.7933055758476257,630.0,0.0,-0.010158282704651356,,0.00012895544932689518,1763260537.8423076,-0.014086849987506866,0.5005673766136169,,3066,479.40546560287476,0.0011399155482649803,0.0018565026111900806
285568,-0.4559124708175659,630.0,0.0,0.01990058273077011,,0.00012872503430116922,1763260538.2335231,-0.005731754004955292,0.5297483205795288,,3070,479.7966811656952,0.0008641211315989494,0.005235751159489155
286860,,,,,500.0,,1763260539.521208,,,500.0,3083,481.08436608314514,,
288512,-0.0923006534576416,632.0,0.0,0.0005562314763665199,,0.00012695851910393685,1763260541.2745767,-0.006336692720651627,0.527746856212616,,3098,482.83773469924927,0.0011122627183794975,0.0034193929750472307
289024,0.3620114326477051,633.0,0.0,0.009058116003870964,,0.00012665129906963557,1763260541.8013108,-0.007646054029464722,0.558417558670044,,3103,483.3644688129425,0.0005155391991138458,0.003601561766117811
291456,0.0020816922187805176,634.0,0.0,0.000373227521777153,,0.00012519201845861971,1763260544.3099566,-0.004195163957774639,0.5758200883865356,,3127,485.87311458587646,0.0002737808972597122,480.34381103515625
291712,-0.6844834089279175,635.0,0.00390625,0.01507844403386116,,0.00012503840844146907,1763260544.549726,-0.025246907025575638,0.4721454679965973,,3129,486.1128840446472,0.00515849981456995,0.000943667022511363
292864,-0.0008269548416137695,636.0,0.0,9.149406105279922e-05,,0.0001243471633642912,1763260545.691902,0.0009481441229581833,0.5405615568161011,,3141,487.2550599575043,5.223788321018219e-06,774.7626342773438
293120,0.44749724864959717,636.0,0.0,0.003975416533648968,,0.00012419355334714055,1763260545.9133046,-0.027382835745811462,0.5264118909835815,,3143,487.47646260261536,0.00337118748575449,0.0004091195878572762
293376,0.0006778836250305176,636.0,0.0,0.0075152115896344185,,0.0001240399433299899,1763260546.1371648,0.003963282331824303,0.5177466869354248,,3146,487.7003228664398,0.0007825279608368874,363.96417236328125
294912,0.001685500144958496,637.0,0.0,0.002934850752353668,,0.00012311828322708607,1763260547.5539424,-0.0026654712855815887,0.5096197128295898,,3161,489.1171004772186,0.0006087161600589752,377.556884765625
295860,,,,,500.0,,1763260548.352661,,,500.0,3170,489.91581892967224,,
297216,0.4996717572212219,640.0,0.029296875,0.04984915256500244,,0.0001217357930727303,1763260549.636149,-0.014634013175964355,0.38966432213783264,,3183,491.19930696487427,0.010044530965387821,0.0009322415571659803
297728,0.46882838010787964,640.0,0.0,0.002621101215481758,,0.00012142857303842902,1763260550.0822983,-0.008543241769075394,0.48919031023979187,,3188,491.6454563140869,0.0007693283259868622,0.00039301987271755934
300672,0.8329428434371948,643.0,0.001953125,0.005654396489262581,,0.00011966205784119666,1763260552.757779,-0.023528646677732468,0.539257824420929,,3217,494.32093691825867,0.004783445969223976,0.0005401334492489696
301360,,,,,500.0,,1763260553.3353176,,,500.0,3224,494.89847564697266,,
303860,,,,,500.0,,1763260555.547231,,,500.0,3247,497.1103889942169,,
304128,0.1813364028930664,646.0,0.0,-0.00027076713740825653,,0.00011758832260966301,1763260555.880702,-0.0027449652552604675,0.491905152797699,,3250,497.4438600540161,3.680773079395294e-05,0.0006990363472141325
304360,,,,,500.0,,1763260556.027348,,,500.0,3252,497.59050607681274,,
304640,0.888092041015625,646.0,0.0,0.0021700309589505196,,0.00011728110257536173,1763260556.3258276,-0.025066956877708435,0.47692129015922546,,3255,497.8889856338501,0.0032452167943120003,0.0007112654857337475
305024,0.7789994478225708,647.0,0.0,0.0016067307442426682,,0.00011705069482559338,1763260556.6640277,0.0018860269337892532,0.4787657856941223,,3259,498.22718572616577,4.7886744141578674e-05,0.004666394554078579
306360,,,,,500.0,,1763260557.8654895,,,500.0,3272,499.42864751815796,,
306688,-1.858189582824707,648.0,0.0,0.018057547509670258,,0.00011605222971411422,1763260558.1826556,0.000390663743019104,0.4788097143173218,,3275,499.74581360816956,0.002248164266347885,0.0008190230000764132
306816,0.734146237373352,648.0,0.0,-0.01309987809509039,,0.0001159754247055389,1763260558.2930222,0.0002160966396331787,0.4588073194026947,,3276,499.85618019104004,0.002604304812848568,0.0002433631307212636
308860,,,,,500.0,,1763260560.0732625,,,500.0,3296,501.63642048835754,,
309120,0.6712261438369751,650.0,0.0,0.002528979443013668,,0.00011459293455118313,1763260560.3638475,-0.00625244528055191,0.47326868772506714,,3299,501.9270055294037,0.0038168085739016533,0.0005273105343803763
313088,0.6793479323387146,654.0,0.001953125,0.008698457852005959,,0.0001122119792853482,1763260563.9378135,-0.00989443901926279,0.4722972810268402,,3338,505.50097155570984,0.004661353304982185,0.005457510240375996
314368,-0.0005174875259399414,655.0,0.0,-0.017288338392972946,,0.000111443929199595,1763260565.1105454,-0.0009799562394618988,0.48094356060028076,,3351,506.67370343208313,0.0017117587849497795,312.19677734375
315008,0.8293961882591248,655.0,0.00390625,-0.01251191459596157,,0.00011105991143267602,1763260565.714007,-0.0015464872121810913,0.41126251220703125,,3357,507.2771649360657,0.0010926760733127594,0.00514238141477108
315360,,,,,500.0,,1763260566.0089884,,,500.0,3360,507.57214641571045,,
319232,0.33846402168273926,658.0,0.0,0.0021932199597358704,,0.00010852534614969045,1763260570.1295428,-0.0017388761043548584,0.41669324040412903,,3398,511.6927008628845,5.941465497016907e-05,0.0008102137362584472
319616,0.5273557305335999,658.0,0.0,-0.00045890361070632935,,0.00010829493112396449,1763260570.5609856,-0.01771099865436554,0.49465784430503845,,3401,512.1241436004639,0.0014014970511198044,0.00107627734541893
320128,0.39320290088653564,658.0,0.0,0.005096945911645889,,0.00010798771108966321,1763260571.055148,-0.010572228580713272,0.44879239797592163,,3406,512.6183059215546,0.0004975534975528717,0.0006919854204170406
320256,-0.4495903253555298,659.0,0.009765625,0.04585736244916916,,0.00010791090608108789,1763260571.185016,-0.009765677154064178,0.4217538833618164,,3407,512.7481739521027,0.00425125565379858,0.0008045298745855689
321408,0.002398073673248291,659.0,0.0,0.0009005265310406685,,0.00010721966100391,1763260572.4150481,-0.005389135330915451,0.5191583037376404,,3419,513.9782061576843,0.00013112742453813553,366.1915588378906
322176,-0.7733064889907837,660.0,0.0,2.382136881351471e-05,,0.00010675883095245808,1763260573.194803,-0.00035415589809417725,0.4745381474494934,,3426,514.7579610347748,0.00010843388736248016,0.0011361980577930808
322360,,,,,500.0,,1763260573.3456836,,,500.0,3428,514.9088416099548,,
323072,0.8647685647010803,660.0,0.0,0.0033326027914881706,,0.00010622119589243084,1763260574.1409168,0.007129054516553879,0.45055389404296875,,3435,515.7040748596191,0.0017600758001208305,0.005582479760050774
