global_step,losses/explained_variance,charts/SPS,losses/clipfrac,losses/old_approx_kl,charts/episodic_length,charts/learning_rate,_timestamp,losses/policy_loss,losses/entropy,charts/episodic_return,_step,_runtime,losses/approx_kl,losses/value_loss
324608,0.6339032649993896,661.0,0.0,0.006662552244961262,,0.000105299535789527,1763260575.744346,-0.014614226296544075,0.4870370626449585,,3450,517.3075039386749,0.001403537578880787,0.00406313082203269
324736,-1.0369908809661865,661.0,0.0,-0.0025579584762454033,,0.00010522273078095168,1763260575.8936818,0.004073873162269592,0.539073646068573,,3451,517.456839799881,0.00020484719425439835,0.0009068757644854486
325860,,,,,500.0,,1763260576.9882905,,,500.0,3462,518.5514485836029,,
327296,-0.24619507789611816,663.0,0.0,-0.012515938840806484,,0.00010368663788540289,1763260578.5214164,0.0072949472814798355,0.4443034529685974,,3476,520.0845744609833,0.0012231534346938133,0.0005892626941204071
327552,0.6678024530410767,663.0,0.0,0.003152318298816681,,0.00010353302786825225,1763260578.796972,0.0007360726594924927,0.42431408166885376,,3479,520.36013007164,0.00018579140305519104,0.004923752974718809
329472,0.004422605037689209,664.0,0.0,-0.0009297337383031845,,0.00010238095273962244,1763260580.8301008,-0.0006052572280168533,0.4327046275138855,,3498,522.3932588100433,2.4493783712387085e-06,425.31170654296875
329984,0.002755880355834961,665.0,0.0,-0.000595645047724247,,0.00010207373270532116,1763260581.386282,0.0017621740698814392,0.4146221876144409,,3503,522.9494400024414,3.7931837141513824e-05,0.0028102979995310307
331008,0.84464031457901,665.0,0.0,-0.00205802358686924,,0.0001014592926367186,1763260582.372901,0.0009003505110740662,0.4366423785686493,,3513,523.9360589981079,0.0001813601702451706,0.004036773927509785
332288,0.40104836225509644,666.0,0.0,-0.00040745269507169724,,0.0001006912425509654,1763260583.5938416,0.00025508739054203033,0.4495719075202942,,3525,525.1569995880127,6.472785025835037e-05,0.0007691094651818275
333440,0.004824519157409668,667.0,0.0,0.007780039682984352,,9.999999747378752e-05,1763260584.724273,0.00010119657963514328,0.3563135862350464,,3537,526.2874310016632,0.000992894172668457,505.0871887207031
335232,0.3405969738960266,668.0,0.005859375,-0.020745299756526947,,9.892473462969065e-05,1763260586.5366447,-0.02802702784538269,0.43880748748779297,,3554,528.0998027324677,0.0037108277902007103,0.0013386495411396027
335360,-0.0009807348251342773,668.0,0.0,0.004635176621377468,500.0,9.884792962111533e-05,1763260586.7097712,0.0037269964814186096,0.41363558173179626,500.0,3555,528.2729291915894,0.0002261502668261528,459.95391845703125
337536,0.8297987580299377,670.0,0.0,-0.000484321266412735,,9.754224447533488e-05,1763260588.9500878,0.0013216976076364517,0.41561657190322876,,3576,530.5132458209991,5.9392303228378296e-05,0.004483121447265148
337792,0.3618655204772949,670.0,0.0078125,-0.007443534210324287,,9.738863445818424e-05,1763260589.1794584,0.007770255208015442,0.4273889660835266,,3578,530.7426164150238,0.005331707186996937,0.0004573625046759844
338048,0.8422442674636841,670.0,0.0,0.0024192463606595993,,9.72350244410336e-05,1763260589.428809,-0.0140311811119318,0.41144421696662903,,3581,530.9919669628143,0.0022044871002435684,0.004640043247491121
338860,,,,,500.0,,1763260590.2605875,,,500.0,3589,531.8237454891205,,
341360,,,,,500.0,,1763260592.7687109,,,500.0,3613,534.3318688869476,,
342272,0.20919185876846313,672.0,0.0,0.0005285320803523064,,9.470045915804803e-05,1763260593.8396652,-0.00022110529243946075,0.34621626138687134,,3622,535.4028232097626,7.439497858285904e-05,0.0004383133491501212
344064,0.9338665008544922,674.0,0.0,0.015572844073176384,,9.362518903799355e-05,1763260595.7300024,-0.01174216903746128,0.43499621748924255,,3640,537.2931604385376,0.0014731083065271378,0.004946163389831781
345728,-3.9454612731933594,674.0,0.0,0.008772926405072212,,9.2626731202472e-05,1763260597.4843237,-0.008672341704368591,0.31347328424453735,,3656,539.0474817752838,0.0002847854048013687,0.001254481845535338
347008,0.9369748830795288,675.0,0.0,-0.00045544281601905823,,9.18586811167188e-05,1763260598.8339398,-0.006645899266004562,0.33762338757514954,,3669,540.397097826004,0.0012619569897651672,0.0036464144941419363
348032,0.9166030287742615,676.0,0.0,0.002487889491021633,,9.124424104811624e-05,1763260599.90178,-0.006584895774722099,0.32810014486312866,,3679,541.4649379253387,7.301103323698044e-05,0.004413396120071411
348416,0.004655778408050537,676.0,0.0,0.00772225484251976,,9.101382602239028e-05,1763260600.2849555,0.006244376301765442,0.3312026262283325,,3683,541.8481135368347,0.0004496965557336807,253.55459594726562
348544,0.645891547203064,676.0,0.0,0.017751052975654602,,9.093702101381496e-05,1763260600.4138541,-0.00548795610666275,0.3843153119087219,,3684,541.9770121574402,0.0013541532680392265,0.004057870712131262
351360,-0.0004886388778686523,677.0,0.0,0.004753840155899525,500.0,8.924731082515791e-05,1763260604.1214988,0.02379394695162773,0.46645474433898926,500.0,3711,545.6846568584442,0.003075431101024151,438.3595275878906
351616,0.8262495994567871,677.0,0.0,-0.008177540265023708,,8.909370080800727e-05,1763260604.3727,0.004975423216819763,0.4489237070083618,,3713,545.9358580112457,0.0009688315913081169,0.0006791025516577065
351860,,,,,500.0,,1763260604.5496635,,,500.0,3715,546.1128215789795,,
353408,0.007811188697814941,678.0,0.0,0.002138325944542885,,8.801843068795279e-05,1763260606.2165937,0.0019925273954868317,0.4258401095867157,,3731,547.7797517776489,0.0001672208309173584,288.3846130371094
353792,-0.10120725631713867,678.0,0.005859375,-0.001370294950902462,,8.778801566222683e-05,1763260606.5891228,0.010733768343925476,0.41400012373924255,,3734,548.1522808074951,0.0038202712312340736,0.0023241345770657063
355860,,,,,500.0,,1763260608.774318,,,500.0,3755,550.3374760150909,,
357888,0.004822909832000732,680.0,0.0,0.0026652738451957703,,8.533026266377419e-05,1763260610.9126034,-0.007067866623401642,0.5230971574783325,,3775,552.4757614135742,0.0015487298369407654,348.3568115234375
358360,,,,,500.0,,1763260611.3421788,,,500.0,3779,552.905336856842,,
360860,,,,,500.0,,1763260614.0520165,,,500.0,3804,555.6151745319366,,
361216,0.8891405463218689,682.0,0.01171875,-0.0008751796558499336,,8.333333244081587e-05,1763260614.4293327,-0.0026982491835951805,0.4112839102745056,,3807,555.9924907684326,0.003368447534739971,0.0005307708051986992
365312,0.5249059200286865,684.0,0.0,-0.0004450315609574318,,8.087557944236323e-05,1763260618.5922182,0.0020240023732185364,0.3693825900554657,,3847,560.1553761959076,9.662192314863205e-05,0.0007286213804036379
368640,-0.14333224296569824,686.0,0.0,0.004488222301006317,,7.88786492194049e-05,1763260622.0777373,-0.00687071681022644,0.42875349521636963,,3879,563.6408953666687,0.00023384392261505127,0.0015506158815696836
369024,0.9591373801231384,686.0,0.0,0.0024731652811169624,,7.864823419367895e-05,1763260622.4957082,0.0013969149440526962,0.39752131700515747,,3883,564.0588662624359,0.00028054695576429367,0.003979716449975967
369152,0.37285423278808594,686.0,0.0,0.005299747921526432,,7.857142918510363e-05,1763260622.6210122,0.006562970578670502,0.4047613739967346,,3884,564.1841702461243,0.0006381301209330559,0.0035534275230020285
369408,0.01080632209777832,687.0,0.0,0.007224990986287594,,7.841781916795298e-05,1763260622.8817513,-0.0022426992654800415,0.37248602509498596,,3887,564.4449093341827,0.0017069438472390175,269.90911865234375
369860,,,,,500.0,,1763260623.2886493,,,500.0,3891,564.8518073558807,,
370560,0.7593082189559937,687.0,0.0,0.027985230088233948,,7.77265740907751e-05,1763260624.0315979,-0.02749689668416977,0.41389596462249756,,3898,565.5947558879852,0.0030534518882632256,0.006495325826108456
371968,0.007726192474365234,688.0,0.0,-0.0002443203702569008,,7.688171899644658e-05,1763260625.5041728,3.3527612686157227e-05,0.3705919086933136,,3912,567.0673308372498,4.256144165992737e-07,246.16635131835938
372352,0.3154451847076416,688.0,0.001953125,0.0016985656693577766,,7.665130397072062e-05,1763260625.8894117,-0.010488085448741913,0.3605290353298187,,3915,567.4525697231293,0.0029562460258603096,0.0006567109958268702
373632,-0.08076810836791992,689.0,0.0,-0.004709035158157349,,7.588325388496742e-05,1763260627.2579918,-0.0006402656435966492,0.3792586326599121,,3928,568.8211498260498,0.0004818066954612732,0.0016170016024261713
375296,-1.3069214820861816,690.0,0.0,-0.00014761090278625488,,7.488479604944587e-05,1763260628.9984179,-0.002217039465904236,0.4204210340976715,,3944,570.5615758895874,3.907643258571625e-05,0.001833931659348309
375360,,,,,500.0,,1763260629.0345,,,500.0,3945,570.59765791893,,
375424,0.008995592594146729,690.0,0.0,0.0013645989820361137,,7.480799104087055e-05,1763260629.147459,-0.001796487718820572,0.44048380851745605,,3946,570.7106170654297,9.908247739076614e-05,646.0029296875
376320,-1.6137688159942627,690.0,0.0,0.01343305129557848,,7.42703559808433e-05,1763260630.0550451,-0.0053787678480148315,0.3946499824523926,,3954,571.618203163147,0.0010822722688317299,0.0017904984997585416
377216,-1.9199187755584717,691.0,0.0,0.0003840019926428795,,7.373272092081606e-05,1763260630.993527,-0.011526510119438171,0.31214043498039246,,3963,572.5566849708557,0.0020228149369359016,0.0015277927741408348
377856,-1.8232722282409668,691.0,0.0,0.0113840876147151,,7.334869587793946e-05,1763260631.6641877,-0.0112482700496912,0.3752901256084442,,3969,573.2273457050323,0.001687818206846714,0.0009896197589114308
379008,0.8568605184555054,692.0,0.0,0.004910207353532314,,7.265745080076158e-05,1763260632.8476222,-0.003086306154727936,0.4156705141067505,,3981,574.4107801914215,0.00044019054621458054,0.002895933808758855
379264,-0.5578594207763672,692.0,0.0,1.4317221939563751e-05,,7.250384078361094e-05,1763260633.1034913,2.613663673400879e-05,0.43648046255111694,,3983,574.6666493415833,4.63901087641716e-05,0.001038022805005312
380672,-1.247589349746704,693.0,0.0,-0.0028208186849951744,,7.165898568928242e-05,1763260634.560021,-0.006372068077325821,0.3672826290130615,,3997,576.1231789588928,0.0014651725068688393,0.0028181090019643307
382976,0.005148947238922119,694.0,0.0,0.00924807507544756,,7.027649553492665e-05,1763260636.9035153,-0.0028600171208381653,0.38340991735458374,,4020,578.466673374176,0.0003009503707289696,218.66610717773438
387072,0.8596439957618713,696.0,0.0,-0.0029147565364837646,,6.781874253647402e-05,1763260640.8148713,0.002520795911550522,0.42665451765060425,,4059,582.3780293464661,0.000282803550362587,0.004229723941534758
389888,0.007234752178192139,698.0,0.0,3.268010914325714e-06,,6.612903234781697e-05,1763260643.5868278,0.007579371333122253,0.42861056327819824,,4087,585.1499857902527,0.00032415706664323807,258.3963623046875
390360,,,,,500.0,,1763260643.9991007,,,500.0,4091,585.562258720398,,
391808,0.3807408809661865,699.0,0.0,0.0041296398267149925,,6.497695721918717e-05,1763260645.4316533,-0.004755053669214249,0.41189488768577576,,4105,586.994811296463,0.00021666008979082108,0.0013339464785531163
392192,-1.8266017436981201,699.0,0.0,-0.0004549343138933182,,6.474654219346121e-05,1763260645.812987,0.0010910630226135254,0.3920065462589264,,4109,587.3761451244354,0.0001290794461965561,0.0018565324135124683
392832,0.6184320449829102,700.0,0.0,0.004595039412379265,,6.436251715058461e-05,1763260646.3888295,-0.0007648617029190063,0.3937084674835205,,4115,587.9519875049591,0.0009280461817979813,0.0006936524296179414
393216,0.4026504158973694,700.0,0.0,-0.003502502106130123,,6.413210212485865e-05,1763260646.7694733,0.0015363339334726334,0.4438352584838867,,4119,588.3326313495636,8.953828364610672e-05,0.002000082517042756
395776,0.795272707939148,701.0,0.0,0.00021757744252681732,,6.259600922930986e-05,1763260649.217607,0.0004866756498813629,0.3418518602848053,,4144,590.7807650566101,5.158036947250366e-05,0.0012548265513032675
396360,,,,,500.0,,1763260649.72931,,,500.0,4150,591.2924680709839,,
398208,0.48218703269958496,703.0,0.0,-0.0018275659531354904,,6.113671406637877e-05,1763260651.558679,0.0025952160358428955,0.3298066556453705,,4168,593.1218371391296,0.0001874137669801712,0.0009447503834962845
399872,-0.0008177757263183594,704.0,0.0,-0.0007268469780683517,,6.013824895489961e-05,1763260653.2235932,-0.0012989640235900879,0.33689162135124207,,4184,594.7867512702942,8.936971426010132e-06,476.394775390625
400896,0.0030465126037597656,704.0,0.0,0.0008947635069489479,,5.952380888629705e-05,1763260654.244955,-3.166124224662781e-05,0.3550090491771698,,4194,595.8081130981445,1.2305565178394318e-05,346.7898254394531
401408,0.0049037933349609375,704.0,0.0,-0.004601514898240566,,5.9216588851995766e-05,1763260654.7448192,0.004795446991920471,0.33892762660980225,,4199,596.3079771995544,0.0003278786316514015,301.56329345703125
403968,0.0048986077308654785,706.0,0.0,-0.0002755234017968178,,5.768049231846817e-05,1763260657.2393897,-0.002058081328868866,0.3451721966266632,,4224,598.8025476932526,2.5735236704349518e-05,350.57574462890625
404480,0.0002835988998413086,706.0,0.0,0.00019577611237764359,,5.737327228416689e-05,1763260657.7637668,-0.005893459543585777,0.36735907196998596,,4229,599.3269248008728,8.445698767900467e-05,64.06129455566406
405888,0.001426398754119873,707.0,0.0,-0.0006733303889632225,,5.6528417189838365e-05,1763260659.1851828,0.001927752047777176,0.35988983511924744,,4243,600.748340845108,2.1855346858501434e-05,241.90573120117188
406272,0.7885116338729858,707.0,0.0,0.004894742742180824,,5.6298002164112404e-05,1763260659.5594337,-0.00222143717110157,0.3153795599937439,,4246,601.1225917339325,0.0001513957977294922,0.001002946519292891
406860,,,,,500.0,,1763260660.1054127,,,500.0,4252,601.6685707569122,,
407040,0.6901628971099854,707.0,0.0,0.009851710870862007,,5.583717211266048e-05,1763260660.3288867,-0.006908740848302841,0.30355966091156006,,4254,601.8920447826385,0.00041133537888526917,0.006703038699924946
407168,-0.9014664888381958,707.0,0.0,-0.0010127592831850052,,5.576036710408516e-05,1763260660.4413793,-0.0040926821529865265,0.29656219482421875,,4255,602.0045373439789,0.0002959463745355606,0.003074167761951685
408960,0.0051212310791015625,708.0,0.0,0.006250279024243355,,5.4685100622009486e-05,1763260662.2119756,0.0009404793381690979,0.31314408779144287,,4273,603.7751336097717,0.0002840925008058548,382.2149353027344
409344,0.907500684261322,709.0,0.0,0.0009163403883576393,,5.4454685596283525e-05,1763260662.5582156,0.0006399750709533691,0.347770631313324,,4276,604.1213736534119,8.21547582745552e-05,0.0011421816889196634
409360,,,,,500.0,,1763260662.5655093,,,500.0,4277,604.1286673545837,,
409472,0.005203127861022949,709.0,0.0,0.00013679265975952148,,5.4377880587708205e-05,1763260662.6804543,0.0005847159773111343,0.358124703168869,,4278,604.2436122894287,1.9703060388565063e-05,30.464244842529297
410496,0.24383485317230225,709.0,0.0,-0.0028738602995872498,,5.376344051910564e-05,1763260663.6444075,-0.0001989174634218216,0.3412696123123169,,4288,605.2075655460358,0.00015253014862537384,0.005607028491795063
410752,-0.35144662857055664,709.0,0.0,-0.00034434348344802856,,5.3609830501955e-05,1763260663.8840241,-0.00047059357166290283,0.3390808701515198,,4290,605.4471821784973,9.852275252342224e-05,0.0019566540140658617
410880,0.002429068088531494,709.0,0.0,-0.0003797560930252075,,5.353302549337968e-05,1763260664.0235126,-6.408989429473877e-05,0.40655839443206787,,4292,605.5866706371307,7.329508662223816e-06,135.11874389648438
413184,0.4146948456764221,711.0,0.0,-0.0016579767689108849,,5.2150538977002725e-05,1763260666.1438606,-0.0041557177901268005,0.32425838708877563,,4314,607.7070186138153,0.0002752309665083885,0.0027171999681741
413568,-2.2688448429107666,711.0,0.0,0.0037261834368109703,,5.1920123951276764e-05,1763260666.5160296,-0.0069845132529735565,0.2725505530834198,,4318,608.079187631607,0.0008206712082028389,0.009443704970180988
416512,0.9590585827827454,713.0,0.0,0.0007268339395523071,,5.01536087540444e-05,1763260669.16581,0.0006116665899753571,0.3505896031856537,,4346,610.7289681434631,9.899958968162537e-06,0.0030415731016546488
418560,0.5402231812477112,714.0,0.0,0.0019077891483902931,,4.892473225481808e-05,1763260671.032366,0.0008074864745140076,0.31771767139434814,,4366,612.5955240726471,0.0005751913413405418,0.006017293781042099
419200,0.9223365783691406,714.0,0.0,0.00030217040330171585,,4.854070721194148e-05,1763260671.6270053,-0.020867865532636642,0.35864388942718506,,4372,613.1901633739471,0.0012651393190026283,0.0020777909085154533
419712,0.30141741037368774,715.0,0.0,-0.00039835087954998016,,4.82334871776402e-05,1763260672.0721908,-0.0013306103646755219,0.30520206689834595,,4377,613.6353487968445,3.279373049736023e-05,0.0029508061707019806
419840,0.5244842767715454,715.0,0.0,0.01049115788191557,,4.815668216906488e-05,1763260672.1833386,-0.009663097560405731,0.3344845175743103,,4378,613.7464966773987,0.0009630834683775902,0.0030335611663758755
420736,0.22004961967468262,715.0,0.0,0.001160825602710247,,4.761904710903764e-05,1763260673.0006702,-0.0007446035742759705,0.37351319193840027,,4387,614.5638282299042,5.9518031775951385e-05,0.002157094655558467
421632,-1.4700846672058105,716.0,0.0,0.00026290304958820343,,4.7081412049010396e-05,1763260673.8203983,0.0022356323897838593,0.3973124325275421,,4396,615.3835563659668,8.781068027019501e-05,0.002519962377846241
423360,,,,,500.0,,1763260675.3312585,,,500.0,4413,616.8944165706635,,
423552,0.893669843673706,717.0,0.0,-0.0053345635533332825,,4.59293405583594e-05,1763260675.529633,0.0004618968814611435,0.31502243876457214,,4415,617.0927910804749,8.33459198474884e-05,0.004904184490442276
427776,-3.5816030502319336,720.0,0.0,0.0015009203925728798,,4.339477891335264e-05,1763260679.3522964,0.0003697257488965988,0.3849848806858063,,4456,620.9154543876648,2.8596259653568268e-05,0.0016776139382272959
429184,0.3225669860839844,720.0,0.0,-0.0036566751077771187,,4.2549923819024116e-05,1763260680.6147034,-0.003648728132247925,0.38578447699546814,,4470,622.1778614521027,0.0001807054504752159,0.0013066173996776342
429952,0.0022423267364501953,721.0,0.0,-0.0034565674141049385,,4.2089093767572194e-05,1763260681.3238332,-0.0008803904056549072,0.3535425066947937,,4478,622.8869912624359,0.00020352844148874283,272.0611877441406
430208,0.4009343385696411,721.0,0.0,0.006150815635919571,,4.1935483750421554e-05,1763260681.5462906,-0.0076483748853206635,0.4042617082595825,,4480,623.1094486713409,0.0003670360893011093,0.0025805316399782896
431488,0.7498270273208618,722.0,0.0,-0.002012333832681179,,4.116743366466835e-05,1763260682.6945076,-0.011563416570425034,0.38779279589653015,,4492,624.2576656341553,0.00025956425815820694,0.0036454973742365837
431872,-0.0007677078247070312,722.0,0.0,-0.00086265429854393,,4.093701863894239e-05,1763260683.059825,-0.0014060214161872864,0.3612416386604309,,4496,624.6229829788208,0.0001824013888835907,456.64227294921875
432128,-2.3608503341674805,722.0,0.0,0.0009679775685071945,,4.078340862179175e-05,1763260683.282559,-0.0012287795543670654,0.4105449914932251,,4498,624.8457169532776,2.876482903957367e-05,0.003143526613712311
434360,,,,,500.0,,1763260685.3179429,,,500.0,4520,626.8811008930206,,
434560,0.84108966588974,723.0,0.0,0.0021491125226020813,,3.932411709683947e-05,1763260685.5202148,-0.005258843302726746,0.3948177099227905,,4522,627.0833728313446,0.00011869147419929504,0.003971659112721682
434816,-0.8472436666488647,724.0,0.0,0.00046527478843927383,,3.917050707968883e-05,1763260685.7426708,-0.0005930280312895775,0.4396725296974182,,4524,627.3058288097382,0.00013097096234560013,0.0037785323802381754
434860,,,,,500.0,,1763260685.7603743,,,500.0,4525,627.3235323429108,,
435072,-1.2238707542419434,724.0,0.0,0.001350455917418003,,3.901689706253819e-05,1763260685.9722764,0.00284440815448761,0.4468653202056885,,4527,627.5354344844818,5.878973752260208e-05,0.006638507358729839
435456,0.00519406795501709,724.0,0.0,0.0027174074202775955,,3.878648203681223e-05,1763260686.3368528,-0.0006397441029548645,0.4811847507953644,,4531,627.9000108242035,7.926858961582184e-05,161.74185180664062
435712,0.23161709308624268,724.0,0.0,0.007831508293747902,,3.863287201966159e-05,1763260686.5602655,-0.006534241139888763,0.3750450611114502,,4533,628.123423576355,0.0004842132329940796,0.0036794482730329037
435840,-0.615080714225769,724.0,0.0,-0.0024851392954587936,,3.855606701108627e-05,1763260686.6695886,-0.0044264718890190125,0.4273000955581665,,4534,628.2327466011047,0.000552961602807045,0.0048730936832726
437888,0.0023264288902282715,725.0,0.0,-0.0001810779795050621,,3.7327190511859953e-05,1763260688.5331144,-0.0006977841258049011,0.42935484647750854,,4555,630.0962724685669,1.0141171514987946e-05,641.9718017578125
438144,-1.8197848796844482,726.0,0.0,-0.0001989174634218216,,3.717358049470931e-05,1763260688.7552826,0.0015613390132784843,0.4442179799079895,,4557,630.3184406757355,9.834393858909607e-05,0.003406075295060873
438656,0.4311984181404114,726.0,0.0,0.0038368040695786476,,3.686636046040803e-05,1763260689.2404616,0.001541871577501297,0.39192521572113037,,4562,630.8036196231842,0.00011446606367826462,0.002148205880075693
440064,0.9408973455429077,727.0,0.0,2.645794302225113e-05,,3.602150536607951e-05,1763260690.5047631,-0.0009056329727172852,0.42079436779022217,,4576,632.0679211616516,5.160737782716751e-05,0.003554793307557702
443860,,,,,500.0,,1763260693.8769817,,,500.0,4613,635.4401397705078,,
445184,0.4542083144187927,729.0,0.0,0.001538734883069992,,3.2949308661045507e-05,1763260695.1126482,-0.00039196014404296875,0.41511091589927673,,4626,636.6758062839508,0.00017959438264369965,0.003372534643858671
446080,-6.04258918762207,730.0,0.0,-0.0017386563122272491,,3.2411673601018265e-05,1763260695.929004,-0.0019639749079942703,0.3974411189556122,,4635,637.492161989212,4.048459231853485e-05,0.005552290473133326
446720,0.8913751244544983,730.0,0.0,-0.008899093605577946,,3.2027648558141664e-05,1763260696.521722,-0.006340159103274345,0.37667083740234375,,4641,638.0848801136017,0.0003006802871823311,0.0026416159234941006
446976,0.0007252693176269531,730.0,0.0,-0.001057351939380169,,3.187403854099102e-05,1763260696.7467592,0.00011957436800003052,0.4236726462841034,,4644,638.3099172115326,1.1366792023181915e-05,288.0954895019531
448860,,,,,500.0,,1763260698.3754961,,,500.0,4661,639.9386541843414,,
450304,-0.641309380531311,732.0,0.0,0.0007419055327773094,,2.9877111956011504e-05,1763260699.750787,-0.0009179245680570602,0.35922321677207947,,4675,641.3139450550079,0.00013552512973546982,0.0022185370326042175
451860,,,,,500.0,,1763260701.1359022,,,500.0,4691,642.6990602016449,,
453760,0.2712317109107971,734.0,0.0,-0.0036033857613801956,,2.780337854346726e-05,1763260702.8606057,0.003278840333223343,0.4180275499820709,,4709,644.4237637519836,0.00012570619583129883,0.003379519097507
454144,-1.2945539951324463,734.0,0.0,6.296951323747635e-05,,2.7572965336730704e-05,1763260703.1963737,0.0008457489311695099,0.408682256937027,,4713,644.7595317363739,1.7520971596240997e-05,0.0036637401208281517
456704,0.13554704189300537,736.0,0.0,-0.0010501770302653313,,2.6036866984213702e-05,1763260705.497279,-0.0015540607273578644,0.42603999376296997,,4738,647.060436964035,6.754882633686066e-06,0.0032127192243933678
456832,-0.5812884569168091,736.0,0.0,0.00021386891603469849,,2.5960061975638382e-05,1763260705.6078815,-0.0001404453068971634,0.4065818786621094,,4739,647.1710395812988,6.140395998954773e-05,0.0031757394317537546
456960,0.005151510238647461,736.0,0.0,0.0018256613984704018,,2.5883256967063062e-05,1763260705.7209003,-0.0010830610990524292,0.42499884963035583,,4741,647.2840583324432,6.150174885988235e-05,254.64404296875
457216,-0.7846393585205078,736.0,0.0,-0.000830930657684803,,2.572964694991242e-05,1763260705.9726129,0.0006857514381408691,0.402348130941391,,4743,647.5357708930969,2.9253773391246796e-05,0.004408788401633501
458360,,,,,500.0,,1763260706.9369743,,,500.0,4754,648.5001323223114,,
460160,0.2867799401283264,738.0,0.0,-0.0006498685106635094,,2.396313357166946e-05,1763260708.6033354,-0.0034609660506248474,0.41158437728881836,,4772,650.1664934158325,6.233807653188705e-05,0.0023326962254941463
461568,-0.8725451231002808,738.0,0.0,0.0011075632646679878,,2.311828029633034e-05,1763260709.865939,-0.0017191600054502487,0.39142245054244995,,4786,651.4290969371796,8.192379027605057e-05,0.005391688551753759
461696,0.47414469718933105,739.0,0.0,-0.0023696860298514366,,2.304147528775502e-05,1763260709.9760299,0.001023612916469574,0.439957857131958,,4787,651.5391879081726,0.00018347334116697311,0.003076059278100729
461824,-1.3651440143585205,739.0,0.0,0.0030853766947984695,,2.29646702791797e-05,1763260710.124236,0.0030661001801490784,0.4336845278739929,,4788,651.6873941421509,5.19677996635437e-05,0.003766166279092431
462592,-0.0585942268371582,739.0,0.0,2.8141774237155914e-05,,2.2503840227727778e-05,1763260710.7945704,-0.0013621002435684204,0.45304346084594727,,4796,652.3577284812927,1.5218742191791534e-05,0.004443692974746227
462860,,,,,500.0,,1763260711.020146,,,500.0,4799,652.5833039283752,,
463744,-6.519623279571533,740.0,0.0,0.0003540562465786934,,2.1812595150549896e-05,1763260711.8348825,-0.0007580071687698364,0.44494983553886414,,4806,653.3980405330658,1.9674189388751984e-05,0.003913764376193285
464000,0.5708528757095337,740.0,0.0,0.0007505277171730995,,2.165898695238866e-05,1763260712.0573516,0.000498809851706028,0.35185906291007996,,4809,653.6205096244812,2.6571564376354218e-05,0.0032099373638629913
464384,0.00212860107421875,740.0,0.0,3.9276666939258575e-05,,2.14285719266627e-05,1763260712.426961,-0.00017886236310005188,0.43595635890960693,,4813,653.9901189804077,8.372589945793152e-07,383.9185791015625
468352,-0.9811344146728516,742.0,0.0,-0.0004066331312060356,,1.9047618479817174e-05,1763260715.9791083,0.0009069480001926422,0.3796713054180145,,4851,657.542266368866,1.4371238648891449e-05,0.003725937334820628
468360,,,,,500.0,,1763260715.9844913,,,500.0,4852,657.5476493835449,,
469120,-0.4310946464538574,742.0,0.0,0.003874264657497406,,1.8586790247354656e-05,1763260716.6951694,-0.0010945014655590057,0.48085057735443115,,4859,658.2583274841309,0.00016862154006958008,0.00460705766454339
470016,-0.080177903175354,743.0,0.0,0.0007479321211576462,,1.8049155187327415e-05,1763260717.509572,0.00028534233570098877,0.42739683389663696,,4868,659.0727300643921,4.222989082336426e-05,0.004858245141804218
470656,0.8527225255966187,743.0,0.0,0.0003301408141851425,,1.7665130144450814e-05,1763260718.0617857,-0.0011468101292848587,0.3489682972431183,,4874,659.6249437332153,1.7639249563217163e-05,0.002802742412313819
471040,-1.4244298934936523,743.0,0.0,-0.0013533756136894226,,1.7434715118724853e-05,1763260718.4260113,-0.0006384849548339844,0.46093395352363586,,4878,659.9891693592072,2.919137477874756e-05,0.006595934741199017
471424,0.004722118377685547,744.0,0.0,-0.0002450067549943924,,1.7204301911988296e-05,1763260718.7616727,-0.0012612733989953995,0.4152158498764038,,4882,660.3248307704926,3.6265701055526733e-06,340.7136535644531
474860,,,,,500.0,,1763260721.783729,,,500.0,4915,663.3468871116638,,
475360,,,,,500.0,,1763260722.2238703,,,500.0,4920,663.7870283126831,,
476544,-0.7958643436431885,746.0,0.0,0.0008551981300115585,,1.4132104297459591e-05,1763260723.3350842,-0.0017216727137565613,0.4574566185474396,,4932,664.8982422351837,1.506507396697998e-05,0.005479244515299797
476672,-0.34715068340301514,746.0,0.0,-0.0002826713025569916,,1.4055299288884271e-05,1763260723.4451869,-5.571544170379639e-05,0.3577940762042999,,4933,665.0083448886871,5.817040801048279e-06,0.003572274697944522
477312,0.30828380584716797,747.0,0.0,-0.002302005887031555,,1.3671275155502371e-05,1763260724.0333493,8.052587509155273e-05,0.37231162190437317,,4939,665.5965073108673,6.546266376972198e-05,0.0045510041527450085
477952,0.0008296370506286621,747.0,0.0,9.624939411878586e-05,,1.328725011262577e-05,1763260724.6291673,-3.7360936403274536e-05,0.3873281180858612,,4946,666.1923253536224,4.852190613746643e-07,355.1094970703125
478720,-0.9538624286651611,747.0,0.0,0.00032684579491615295,,1.282642097066855e-05,1763260725.2948265,0.0013460442423820496,0.40877094864845276,,4953,666.8579845428467,1.4446675777435303e-05,0.003910587169229984
479232,0.19994890689849854,748.0,0.0,0.0003160852938890457,,1.251920093636727e-05,1763260725.7764516,0.0005154535174369812,0.4243474006652832,,4958,667.3396096229553,3.321841359138489e-05,0.004950666334480047
