global_step,losses/entropy,_timestamp,charts/SPS,losses/clipfrac,losses/approx_kl,losses/value_loss,losses/explained_variance,charts/episodic_return,_step,charts/episodic_length,charts/learning_rate,_runtime,losses/policy_loss,losses/old_approx_kl
33664,0.5274297595024109,1763260155.2803833,477.0,0.0,0.00040469132363796234,11.99029541015625,0.0023717880249023438,,481,,0.0002798771020025015,96.84210634231567,-0.0028738537803292274,-0.00048075802624225616
34432,0.49111711978912354,1763260156.8932853,477.0,0.0,0.00012455135583877563,221.11636352539062,0.15183252096176147,,490,,0.00027941627195104957,98.45500826835632,-0.0010921657085418701,-0.005055112764239311
35830,,1763260159.489387,,,,,,398.0,504,398.0,,101.05111002922058,,
36864,0.5397756099700928,1763260161.7458277,479.0,0.0,0.0006632450968027115,8.680919647216797,0.03857004642486572,,515,,0.0002779569767881185,103.30755066871643,-0.012643089517951012,0.012061931192874908
38144,0.5455523729324341,1763260164.3843474,479.0,0.0,0.0003279661759734154,143.85537719726562,0.22686177492141724,,530,,0.0002771889267023653,105.94607043266296,-0.009259280748665333,0.0065360357984900475
38918,,1763260166.042383,,,,,,413.0,539,413.0,,107.60410594940186,,
39680,0.5055234432220459,1763260167.6177795,479.0,0.0,0.0019017355516552925,6.3969950675964355,-0.002472519874572754,,547,,0.00027626726659946144,109.17950248718262,0.005861319601535797,-0.003068537451326847
40448,0.5496015548706055,1763260169.2199795,479.0,0.0,0.0007445625960826874,5.036779403686523,0.6389854550361633,,555,,0.00027580646565183997,110.78170251846313,0.01243550330400467,-0.0025811027735471725
40822,,1763260169.8392825,,,,,,264.0,559,264.0,,111.4010055065155,,
41600,0.5845096111297607,1763260171.6418247,479.0,0.0,1.633819192647934e-05,5.333421230316162,0.0026960372924804688,,568,,0.0002751152205746621,113.20354771614075,-0.0006663836538791656,-0.0017683645710349083
44032,0.5221759676933289,1763260176.7274992,479.0,0.0,4.0201470255851746e-05,173.43646240234375,0.03945690393447876,,595,,0.000273655925411731,118.289222240448,0.0013457909226417542,-0.000644151121377945
45537,,1763260179.7533443,,,,,,254.0,612,254.0,,121.31506729125977,,
45696,0.5835537910461426,1763260180.2379732,478.0,0.0,0.0014665741473436356,4.450113773345947,0.2843019962310791,,614,,0.00027265746030025184,121.79969620704651,-0.003495946526527405,-0.0017847828567028046
46976,0.6187009215354919,1763260183.0265439,478.0,0.0,0.0018253438174724579,2.4502317905426025,0.5412601232528687,,630,,0.00027188941021449864,124.58826684951782,-9.63360071182251e-06,-0.006223233416676521
47488,0.5888966917991638,1763260184.115124,478.0,0.0,0.0007596844807267189,4.445500373840332,0.6516872644424438,,636,,0.00027158219018019736,125.67684698104858,0.0020734164863824844,0.011521047912538052
47744,0.6012787818908691,1763260184.7340078,477.0,0.0,0.00042471010237932205,191.6044921875,-0.0007588863372802734,,640,,0.0002714285801630467,126.29573082923889,-0.004096474498510361,-0.0013743573799729347
48512,0.5966506004333496,1763260186.4232657,477.0,0.0,0.00014101900160312653,208.10935974121094,-0.0027393102645874023,,650,,0.0002709677501115948,127.98498868942261,-0.001084260642528534,-0.0007626283913850784
49664,0.5950465798377991,1763260188.9193146,477.0,0.0,0.00032598990947008133,3.2720839977264404,-1.6752042770385742,,664,,0.0002702765050344169,130.48103761672974,-0.000863976776599884,-0.002624920569360256
51494,,1763260192.6982057,,,,,,500.0,684,500.0,,134.2599287033081,,
51968,0.622942328453064,1763260193.7746098,476.0,0.0,3.198813647031784e-05,1.4220551252365112,-0.12985682487487793,,689,,0.00026889401488006115,135.33633279800415,0.0029254481196403503,-0.0003951145336031914
52736,0.5635077953338623,1763260195.469375,476.0,0.0,4.330649971961975e-06,162.56198120117188,0.026934921741485596,,698,,0.00026843318482860923,137.03109788894653,-0.00026973336935043335,-0.00010526739060878754
53120,0.6185389757156372,1763260196.2840898,476.0,0.0,0.00019104592502117157,1.3998777866363525,0.20966428518295288,,702,,0.00026820276980288327,137.8458127975464,0.010648325085639954,0.002750646322965622
53391,,1763260196.9778905,,,,,,163.0,707,163.0,,138.5396134853363,,
55212,,1763260200.9911819,,,,,,337.0,729,337.0,,142.55290484428406,,
57856,0.5937480330467224,1763260206.5468104,475.0,0.0,0.0005274200811982155,149.99346923828125,0.385459303855896,,757,,0.0002653609844855964,148.10853338241577,-0.00901753455400467,0.0011431938037276268
58368,0.5849102735519409,1763260207.5801203,475.0,0.0,3.374088555574417e-05,1.0613940954208374,-1.6517574787139893,,762,,0.00026505376445129514,149.1418433189392,-0.0004671066999435425,-0.0005901521071791649
58880,0.611681342124939,1763260208.62005,475.0,0.0,1.1129304766654968e-05,0.6699457764625549,-0.4959218502044678,,767,,0.00026474654441699386,150.1817729473114,0.0003290921449661255,0.0005229171365499496
59648,0.618651807308197,1763260210.2159255,475.0,0.001953125,0.0035382304340600967,1.3013643026351929,-1.7495777606964111,,775,,0.00026428571436554193,151.7776484489441,0.01025218516588211,0.007321890443563461
60928,0.6037129163742065,1763260212.8061807,475.0,0.0,4.3052248656749725e-05,0.4204317629337311,-0.061359286308288574,,788,,0.00026351766427978873,154.36790370941162,-0.0008161645382642746,-0.0019987234845757484
61056,0.5958054065704346,1763260213.0524533,476.0,0.0,0.00018928572535514832,0.3386704623699188,-0.11182308197021484,,789,,0.0002634408592712134,154.61417627334595,-0.002561800181865692,0.001522829756140709
61824,0.5366133451461792,1763260214.5981486,476.0,0.0,0.0007427241653203964,276.894287109375,0.006259918212890625,,797,,0.0002629800292197615,156.15987157821655,0.0011137183755636215,0.005634970963001251
62743,,1763260216.4042478,,,,,,500.0,806,500.0,,157.9659707546234,,
63743,,1763260218.2385728,,,,,,500.0,815,500.0,,159.80029582977295,,
68480,0.5628902316093445,1763260227.9976594,478.0,0.0,0.000570870004594326,424.6532287597656,-0.0006428956985473633,,863,,0.00025898616877384484,169.55938243865967,-0.011441942304372787,-0.006721534766256809
69394,,1763260229.734925,,,,,,500.0,872,500.0,,171.2966480255127,,
69760,0.5512851476669312,1763260230.5301363,478.0,0.0,0.0005079414695501328,0.0009404114098288119,-0.09587991237640381,,876,,0.00025821811868809164,172.09185934066772,0.004266796633601189,-0.0009133052080869675
73856,0.4203237295150757,1763260238.7687714,479.0,0.0,0.003546951338648796,6.181553908390924e-05,-0.08662915229797363,,916,,0.0002557603584136814,180.3304944038391,-0.03588850423693657,0.00401841476559639
74467,,1763260239.8333268,,,,,,500.0,922,500.0,,181.39504981040955,,
75264,0.4481390416622162,1763260241.573559,480.0,0.00390625,0.0017315512523055077,0.0002975121315103024,-0.1534883975982666,,930,,0.00025491550331935287,183.13528203964233,0.002932365983724594,0.02495066449046135
76032,0.48550641536712646,1763260243.1676095,480.0,0.0,6.761960685253143e-05,334.70361328125,0.00013375282287597656,,938,,0.00025445467326790094,184.729332447052,-0.0012460947036743164,0.004465010017156601
76416,0.5188925266265869,1763260243.9105492,480.0,0.0,0.0016632424667477608,0.00012619676999747753,-1.4250903129577637,,941,,0.000254224258242175,185.47227215766907,-0.004636311903595924,0.006082233972847462
76467,,1763260243.964436,,,,,,500.0,942,500.0,,185.52615904808044,,
77056,0.4765736758708954,1763260245.2156222,480.0,0.0,3.5004690289497375e-05,319.4528503417969,0.00016605854034423828,,948,,0.0002538402331992984,186.77734518051147,-0.001462794840335846,-0.0010469760745763779
79744,0.406204491853714,1763260250.636389,480.0,0.0,2.298317849636078e-05,0.0006728040752932429,0.06334811449050903,,974,,0.00025222732801921666,192.1981120109558,0.001023010816425085,0.001095987856388092
80384,0.4719330072402954,1763260251.875712,481.0,0.0078125,0.0040263282135128975,0.0002458665694575757,-0.10218358039855957,,980,,0.0002518433320801705,193.4374349117279,-0.03510752692818642,0.014860919676721096
80896,0.4279558062553406,1763260252.9284194,481.0,0.001953125,0.002021927386522293,0.0002670139947440475,-0.6667013168334961,,985,,0.00025153611204586923,194.49014234542847,0.0024802759289741516,-0.025663476437330246
81920,0.432481586933136,1763260255.0153646,481.0,0.01171875,0.003775710240006447,0.0009031260851770639,0.6179531216621399,,995,,0.00025092167197726667,196.57708764076233,0.004639849066734314,0.007911736145615578
82048,0.4512445628643036,1763260255.3202085,481.0,0.0,0.0009599002078175545,361.40765380859375,0.0005342960357666016,,997,,0.00025084486696869135,196.88193154335022,0.0027775391936302185,-0.0011685853824019432
83967,,1763260258.9377337,,,,,,500.0,1015,500.0,,200.49945664405823,,
84467,,1763260259.8318598,,,,,,500.0,1020,500.0,,201.39358282089233,,
85504,0.46525469422340393,1763260261.2130952,484.0,0.0,0.0009433124214410782,313.927978515625,-3.886222839355469e-05,,1031,,0.0002487711317371577,202.77481818199158,-0.0027214176952838898,0.004386767745018005
87467,,1763260263.9775417,,,,,,500.0,1050,500.0,,205.53926467895508,,
87808,0.5392712950706482,1763260264.6254838,488.0,0.005859375,0.0017355522140860558,0.0008069977629929781,-0.29762911796569824,,1053,,0.00024738864158280194,206.1872067451477,-0.014843735843896866,0.02534503862261772
88320,0.5729410648345947,1763260265.5340307,488.0,0.01953125,0.0056174518540501595,0.00046986632514744997,-0.3707953691482544,,1058,,0.00024708142154850066,207.09575366973877,0.00012934952974319458,0.02374238148331642
90752,0.5402003526687622,1763260269.9060276,490.0,0.0,0.0002315714955329895,0.0008094488875940442,-0.1621074676513672,,1082,,0.00024562212638556957,211.4677505493164,-0.004258215427398682,-0.004246542230248451
90880,0.5760337114334106,1763260270.1316967,490.0,0.017578125,0.005936764180660248,0.00020208921341691166,-0.6410462856292725,,1083,,0.00024554532137699425,211.6934196949005,-0.010322701185941696,0.020499449223279953
91648,0.601828932762146,1763260271.367784,491.0,0.0,0.00011571124196052551,0.004665315616875887,0.035938560962677,,1091,,0.00024508449132554233,212.92950701713562,0.0022032763808965683,-0.0014561023563146591
93184,0.5796926617622375,1763260273.0443814,495.0,0.0,9.094364941120148e-05,0.005276951938867569,-0.11903190612792969,,1106,,0.0002441628312226385,214.60610437393188,-0.0031604524701833725,4.254281520843506e-05
94464,0.5453356504440308,1763260274.6456962,497.0,0.0,0.0009414255619049072,0.00012253934983164072,0.07751679420471191,,1118,,0.00024339478113688529,216.2074191570282,-0.00594685971736908,-0.002041468396782875
95104,0.5259381532669067,1763260275.9324408,497.0,0.0,1.5412457287311554e-05,0.0036457874812185764,-0.059562087059020996,,1125,,0.00024301075609400868,217.49416375160217,-0.00010760128498077393,0.0005498779937624931
95967,,1763260277.4132767,,,,,,500.0,1133,500.0,,218.974999666214,,
97152,0.4889907240867615,1763260279.6829112,498.0,0.0,0.0007142974063754082,0.004976198077201843,0.3255971670150757,,1145,,0.00024178187595680356,221.24463415145874,0.006872966885566711,0.011452085338532925
99072,0.5508926510810852,1763260283.6426075,498.0,0.0,0.0005252622067928314,227.68536376953125,-0.00013077259063720703,,1164,,0.00024062980082817376,225.20433044433594,-0.0036072656512260437,0.005337191745638847
99200,0.5423712134361267,1763260283.7800517,498.0,0.0,0.0004094075411558151,0.0034006224013864994,-0.2760576009750366,,1165,,0.00024055299581959844,225.34177470207214,-0.0033330079168081284,0.0023933611810207367
99967,,1763260284.5372095,,,,,,500.0,1172,500.0,,226.09893250465393,,
100736,0.5447434186935425,1763260285.6198442,501.0,0.0,0.0006624981760978699,0.00132357282564044,-0.1318492889404297,,1181,,0.0002396313357166946,227.18156719207764,-0.008200174197554588,0.0007251594215631485
101120,0.46899139881134033,1763260286.0959854,502.0,0.0,0.0004693958908319473,765.2534790039062,0.0015007853507995605,,1186,,0.00023940092069096863,227.65770840644836,0.0021367594599723816,0.001797093078494072
102272,0.5082502365112305,1763260287.438634,504.0,0.0,0.0004534488543868065,0.0038471282459795475,-0.020220518112182617,,1197,,0.00023870967561379075,229.00035691261292,-0.014241412281990051,0.00193736981600523
103936,0.4154760539531708,1763260289.274211,508.0,0.0390625,0.009387259371578693,0.000777697132434696,-2.1533827781677246,,1213,,0.0002377112105023116,230.8359339237213,-0.0494418740272522,-0.0007376056164503098
104105,,1763260289.4340546,,,,,,500.0,1215,500.0,,230.9957776069641,,
105216,0.42805057764053345,1763260291.1524103,509.0,0.0,0.00019500311464071274,441.3349609375,-3.325939178466797e-05,,1226,,0.00023694316041655838,232.71413326263428,0.008973702788352966,-0.0018205521628260612
105605,,1763260291.877725,,,,,,500.0,1230,500.0,,233.43944787979126,,
106105,,1763260292.6507127,,,,,,500.0,1234,500.0,,234.21243572235107,,
107136,0.4649900197982788,1763260294.761305,510.0,0.0,5.2677467465400696e-05,330.15771484375,1.537799835205078e-05,,1245,,0.00023579108528792858,236.32302808761597,0.0023952126502990723,0.0006394349038600922
108105,,1763260296.4115613,,,,,,500.0,1254,500.0,,237.97328424453735,,
109824,0.47067832946777344,1763260299.678479,511.0,0.0,0.0002125753089785576,0.003474213182926178,-0.002229452133178711,,1271,,0.00023417819465976208,241.24020195007324,-0.00533294677734375,-0.005807780660688877
112640,0.42306703329086304,1763260303.919856,514.0,0.0,0.00033467821776866913,485.3499755859375,-2.3484230041503906e-05,,1299,,0.00023248848447110504,245.48157906532288,0.005325779318809509,-0.0045652445405721664
116736,0.35059916973114014,1763260308.8990202,520.0,0.0,0.00096109788864851,0.0081521887332201,-0.9820647239685059,,1339,,0.0002300307241966948,250.46074318885803,0.00045454129576683044,0.010582423768937588
116864,0.39940744638442993,1763260309.0296743,521.0,0.0,0.0011589685454964638,0.0035237951669842005,-0.5563346147537231,,1340,,0.00022995391918811947,250.59139728546143,-0.00688740611076355,0.00847227405756712
117760,0.36886894702911377,1763260310.054925,522.0,0.0,0.00020366627722978592,0.0029637368861585855,0.07823646068572998,,1349,,0.00022941628412809223,251.6166479587555,-0.0008029863238334656,-0.004436423070728779
119168,0.4042516350746155,1763260311.8070872,524.0,0.0,0.0001284666359424591,203.15599060058594,-0.00022614002227783203,,1363,,0.0002285714290337637,253.36881017684937,0.0006924010813236237,-0.0034950077533721924
119424,0.3250460624694824,1763260312.0717127,525.0,0.0,8.740555495023727e-05,0.0002861740067601204,-0.1356966495513916,,1365,,0.00022841781901661307,253.63343572616577,-0.004706196486949921,0.0014859316870570183
119936,0.42800575494766235,1763260312.6485562,526.0,0.0,0.00075491052120924,0.0005915716756135225,-0.20682549476623535,,1370,,0.00022811059898231179,254.2102792263031,-0.004942208528518677,-0.0005211038514971733
120960,0.39209821820259094,1763260313.7961612,528.0,0.0,0.001108749769628048,0.00034632053575478494,0.10025709867477417,,1380,,0.00022749615891370922,255.35788416862488,-0.008990595117211342,-0.005354960449039936
121088,0.3707796633243561,1763260313.925147,528.0,0.0,0.0016935402527451515,0.000893428223207593,-1.2828691005706787,,1381,,0.0002274193539051339,255.4868700504303,-0.005320440977811813,0.00901262927800417
121728,0.49718791246414185,1763260314.6660938,529.0,0.0,0.0005481783300638199,134.121826171875,0.0006455183029174805,,1388,,0.0002270353288622573,256.22781682014465,0.003707190975546837,0.0029308199882507324
122496,0.4056740403175354,1763260315.5148373,530.0,0.0,0.0006984826177358627,0.00029265510966069996,-0.614844560623169,,1395,,0.00022657449881080538,257.07656025886536,-8.404254913330078e-05,-0.002707291394472122
122880,0.4092426896095276,1763260315.9324582,531.0,0.0,0.0004969760775566101,0.00047394412104040384,0.2824060916900635,,1399,,0.00022634408378507942,257.49418115615845,-0.0009565725922584534,-0.0034038498997688293
123520,0.3569427728652954,1763260316.7175992,532.0,0.0,0.0004002051427960396,0.00024642088101245463,-0.7548178434371948,,1405,,0.00022596005874220282,258.2793221473694,0.002691328525543213,0.0065726833418011665
126208,0.4580993950366974,1763260321.3728874,533.0,0.0,0.00028175581246614456,187.19976806640625,0.00458449125289917,,1432,,0.0002243471535621211,262.9346103668213,0.0016338750720024109,0.0011971509084105492
126336,0.3736688196659088,1763260321.5801458,533.0,0.001953125,0.002312733791768551,0.0020701794419437647,0.11294084787368774,,1433,,0.00022427034855354577,263.1418688297272,-0.0047828517854213715,0.0005571981891989708
128573,,1763260325.4124088,,,,,,500.0,1455,500.0,,266.97413182258606,,
128640,0.34896525740623474,1763260325.6275258,534.0,0.0078125,0.0007202140986919403,223.9544219970703,0.02569502592086792,,1456,,0.00022288785839919,267.1892488002777,0.004615338519215584,-0.005831973627209663
128768,0.32815855741500854,1763260325.84259,534.0,0.0,0.0004781484603881836,0.007957183755934238,0.25772082805633545,,1457,,0.0002228110533906147,267.4043130874634,-8.68476927280426e-05,-0.007031820714473724
134528,0.3504812717437744,1763260334.0642738,539.0,0.0,0.00043113064020872116,0.0007301393197849393,-0.6406086683273315,,1514,,0.0002193548425566405,275.6259968280792,-0.006584774702787399,-0.008718679659068584
135168,0.36985617876052856,1763260334.7981675,540.0,0.0,0.00011816620826721191,0.005028823856264353,-0.9028737545013428,,1521,,0.0002189708175137639,276.359890460968,-0.0030474476516246796,0.00429239496588707
135552,0.38643595576286316,1763260335.2467937,541.0,0.0,0.0009382199496030807,579.02001953125,0.24730825424194336,,1525,,0.00021874040248803794,276.80851674079895,-0.0027225203812122345,0.0033282581716775894
135808,0.34307992458343506,1763260335.526184,541.0,0.0,0.0024471115320920944,0.006588716525584459,-0.5342894792556763,,1527,,0.0002185867924708873,277.08790707588196,-0.013797909021377563,0.0021996572613716125
136039,,1763260335.725427,,,,,,500.0,1529,500.0,,277.28714990615845,,
136539,,1763260336.3387132,,,,,,500.0,1534,500.0,,277.9004361629486,,
136704,0.35195285081863403,1763260336.6280856,542.0,0.0,0.0011763479560613632,0.01985812559723854,0.8327855467796326,,1536,,0.00021804915741086006,278.18980860710144,0.012103279121220112,-2.0908191800117493e-05
137472,0.4468275010585785,1763260337.490457,544.0,0.0,0.0003123367205262184,0.0006429788190871477,-1.62636399269104,,1543,,0.00021758832735940814,279.0521800518036,0.0007537603378295898,0.006647399626672268
137600,0.32721784710884094,1763260337.6469095,544.0,0.0,0.0005906745791435242,283.3514709472656,0.00025838613510131836,,1545,,0.00021751152235083282,279.20863246917725,0.008056014776229858,-0.006029784679412842
137728,0.4047745168209076,1763260337.7777638,544.0,0.0,0.00012653786689043045,0.005455362610518932,0.6206056475639343,,1546,,0.0002174347173422575,279.3394868373871,-0.0007217191159725189,6.274227052927017e-05
139008,0.3454318642616272,1763260339.1402214,546.0,0.00390625,0.0007834089919924736,0.002659294754266739,-0.40670228004455566,,1558,,0.0002166666672565043,280.7019443511963,-0.007094269618391991,-0.0023610396310687065
139039,,1763260339.163877,,,,,,500.0,1559,500.0,,280.72560000419617,,
139520,0.3351565897464752,1763260340.0602276,546.0,0.001953125,0.0010398812592029572,0.00016422403859905899,-0.2084716558456421,,1563,,0.00021635944722220302,281.6219506263733,-0.003335796296596527,0.0027941111475229263
139776,0.37150758504867554,1763260340.5197465,546.0,0.0,0.00041484925895929337,0.0035224934108555317,-0.4661980867385864,,1566,,0.00021620583720505238,282.08146953582764,-0.00022843759506940842,0.005300198681652546
142039,,1763260344.1676738,,,,,,500.0,1588,500.0,,285.72939682006836,,
142080,0.354509562253952,1763260344.3825166,547.0,0.0,5.874689668416977e-05,176.50775146484375,-0.00038909912109375,,1589,,0.0002148233470506966,285.94423961639404,-9.221583604812622e-05,0.0010869475081562996
142976,0.45374077558517456,1763260345.9525714,547.0,0.02734375,0.012610646896064281,0.0004880342457909137,-3.1175179481506348,,1597,,0.00021428571199066937,287.51429438591003,-0.016518838703632355,-0.027164682745933533
144000,0.5292173624038696,1763260347.525598,548.0,0.0,5.798041820526123e-05,0.00010449040564708412,-0.21793889999389648,,1607,,0.0002136712719220668,289.0873210430145,-0.0007318612188100815,-0.0011627767235040665
144128,0.477943480014801,1763260347.690979,548.0,0.0,7.938593626022339e-06,494.30767822265625,0.00047534704208374023,,1609,,0.0002135944669134915,289.25270199775696,0.0006177276372909546,-0.00011681020259857178
144256,0.4560754597187042,1763260347.824624,548.0,0.0,9.82377678155899e-05,0.004123959690332413,0.14443212747573853,,1610,,0.00021351766190491617,289.3863470554352,-0.0036593377590179443,0.0031181685626506805
144512,0.46457669138908386,1763260348.0948596,548.0,0.001953125,0.0005274638533592224,0.0002173303219024092,-3.064915180206299,,1612,,0.00021336405188776553,289.65658259391785,-0.0014430899173021317,-0.00383903831243515
145920,0.47892630100250244,1763260349.7574263,550.0,0.001953125,0.00033729616552591324,0.00025885674403980374,-0.14231348037719727,,1626,,0.000212519196793437,291.31914925575256,0.004835642874240875,-0.0067528048530220985
147072,0.4127596914768219,1763260351.050006,552.0,0.0,0.0001696525141596794,214.4128875732422,-0.0002491474151611328,,1638,,0.00021182795171625912,292.61172890663147,-0.0010138209909200668,0.002246907912194729
152064,0.4162294268608093,1763260358.5160081,555.0,0.0,0.0009159762412309647,164.90753173828125,6.4849853515625e-05,,1687,,0.00020883257093373686,300.0777311325073,0.0033097919076681137,-0.01018529199063778
156672,0.368640273809433,1763260363.6107054,561.0,0.0,0.0005270820111036301,0.00643203454092145,0.018295884132385254,,1732,,0.00020606759062502533,305.1724283695221,0.01044367253780365,-0.004676243290305138
158039,,1763260365.0132847,,,,,,500.0,1745,500.0,,306.57500767707825,,
158848,0.3730465769767761,1763260366.5041828,563.0,0.0,3.0945055186748505e-05,0.00032029044814407825,-0.10349440574645996,,1753,,0.0002047619054792449,308.06590580940247,0.0005006268620491028,-0.0020179497078061104
158976,0.3103236258029938,1763260366.6850169,563.0,0.01171875,0.003242592327296734,0.0003067852230742574,-0.014701604843139648,,1754,,0.00020468510047066957,308.24673986434937,-0.02241039089858532,-0.010232019238173962
160039,,1763260368.2412865,,,,,,500.0,1765,500.0,,309.8030095100403,,
160384,0.39816009998321533,1763260368.7978659,564.0,0.0,0.001641763374209404,0.0003069574013352394,-0.3176630735397339,,1768,,0.00020384024537634104,310.35958886146545,-0.0022133812308311462,0.012536412104964256
161280,0.3918337821960449,1763260369.8978026,565.0,0.0,0.0001795487478375435,0.007413206622004509,-1.0762767791748047,,1777,,0.0002033026103163138,311.45952558517456,0.006781388074159622,-0.0025840243324637413
