charts/learning_rate,global_step,_timestamp,losses/clipfrac,_step,losses/explained_variance,charts/episodic_length,charts/SPS,losses/policy_loss,losses/approx_kl,losses/old_approx_kl,charts/episodic_return,losses/value_loss,_runtime,losses/entropy
0.0002101382560795173,149888,1763260360.86831,0.0,1745,-0.14265847206115723,,542.0,0.0009239017963409424,0.0002347668632864952,-0.006509835831820965,,0.00010250156628899276,302.4318690299988,0.5511158108711243
0.00020967742602806538,150656,1763260361.6884687,0.0,1753,-7.295608520507812e-05,,544.0,-0.0016961321234703064,0.0009244866669178009,0.006528275087475777,,418.60455322265625,303.25202775001526,0.4890957772731781
0.00020960062101949006,150784,1763260361.821893,0.0,1754,0.12915277481079102,,544.0,-0.009914776310324669,0.000163225457072258,0.0038768239319324493,,0.004171206150203943,303.38545203208923,0.4766595661640167
0.00020890937594231218,151936,1763260363.0785077,0.0,1765,-0.09252631664276123,,545.0,-0.01062216516584158,0.0017994744703173637,0.008190172724425793,,0.00033383493428118527,304.6420667171478,0.5440134406089783
0.00020875576592516154,152192,1763260363.3876889,0.0,1768,-0.00014209747314453125,,546.0,0.004260186105966568,0.0005773166194558144,0.006594275124371052,,326.8309326171875,304.95124793052673,0.46726348996162415
,153122,1763260364.3667576,,1777,,500.0,,,,,500.0,,305.93031668663025,
0.00020568356558214873,157312,1763260370.4185452,0.0,1818,-0.04018354415893555,,550.0,0.0002955794334411621,0.00037210527807474136,-0.002666420303285122,,0.003960661590099335,311.98210430145264,0.4921019375324249
0.00020537634554784745,157824,1763260370.9859996,0.0,1823,0.0021154284477233887,,551.0,0.00028105080127716064,0.00033820513635873795,0.004446958191692829,,0.0058153606951236725,312.54955863952637,0.4641927480697632
0.0002036866353591904,160640,1763260376.1825273,0.0,1851,2.372264862060547e-05,,551.0,-0.002252671867609024,6.774347275495529e-05,0.002422134391963482,,358.70111083984375,317.74608635902405,0.4581112861633301
0.00020337941532488912,161152,1763260377.0506752,0.0,1856,-4.410743713378906e-06,,551.0,0.004058174788951874,5.1800161600112915e-05,0.002171393483877182,,440.1713562011719,318.61423420906067,0.576519250869751
0.00020261136523913592,162432,1763260379.0572696,0.0,1868,0.06339991092681885,,552.0,-0.03209708258509636,0.0012693312019109726,0.008190978318452835,,0.0003888221108354628,320.62082862854004,0.5145544409751892
0.00020230414520483464,162944,1763260379.661062,0.0,1873,-0.24721550941467285,,552.0,-0.0023811087012290955,0.00044613610953092575,-0.004713169299066067,,0.0006372388452291489,321.2246210575104,0.44335564970970154
0.000202150535187684,163200,1763260380.002982,0.0,1877,-0.0012896060943603516,,552.0,-0.0006705224514007568,5.5033713579177856e-05,-0.00261884368956089,,427.6372985839844,321.5665409564972,0.43434110283851624
,164183,1763260381.0473526,,1886,,500.0,,,,,500.0,,322.6109116077423,
0.00020107526506762952,164992,1763260382.0610816,0.0,1895,-0.0003132820129394531,,555.0,0.004153687506914139,0.0003745695576071739,-0.0030194995924830437,,307.86175537109375,323.6246407032013,0.4942420721054077
,165880,1763260383.5533116,,1903,,500.0,,,,,500.0,,325.1168706417084,
0.00020038401999045163,166144,1763260384.1404161,0.0,1906,-0.09500408172607422,,555.0,0.003184441477060318,0.0005514835938811302,0.007821396924555302,,0.00024363218108192086,325.7039752006531,0.48848384618759155
,167380,1763260385.8208208,,1918,,500.0,,,,,500.0,,327.384379863739,
0.0001995391648961231,167552,1763260386.076743,0.0,1920,-0.20169103145599365,,556.0,0.0012376606464385986,0.0010600797832012177,-0.004588514566421509,,0.005856974050402641,327.6403019428253,0.5372639298439026
0.00019800307927653193,170112,1763260388.942825,0.0,1945,-0.14141929149627686,,559.0,-0.0031745275482535362,0.0002802833914756775,0.007001221179962158,,0.00070317427162081,330.5063841342926,0.606343150138855
0.0001971582241822034,171520,1763260390.4921117,0.0,1959,-0.06929552555084229,,561.0,0.0077649690210819244,0.0006557805463671684,4.947837442159653e-05,,0.005082087591290474,332.0556707382202,0.5319559574127197
0.0001963133690878749,172928,1763260392.072498,0.0078125,1973,-0.1996241807937622,,562.0,0.003928452730178833,0.00209625530987978,-0.0028906138613820076,,0.0002591777010820806,333.636057138443,0.5704894661903381
,174131,1763260393.3909843,,1985,,500.0,,,,,500.0,,334.9545433521271,
0.0001952380989678204,174720,1763260394.0766876,0.0,1991,0.0002313852310180664,,564.0,-0.006296657025814056,0.00023387372493743896,0.005245311185717583,,311.0101623535156,335.64024662971497,0.529154896736145
0.00019454685389064252,175872,1763260395.6099095,0.0,2002,-0.11428427696228027,,565.0,-0.00726095587015152,0.0005127890035510063,0.005472595803439617,,0.0039621214382350445,337.1734685897827,0.5675696134567261
0.00019423963385634124,176384,1763260396.568833,0.0,2007,-0.4025747776031494,,565.0,2.372823655605316e-05,2.7506612241268158e-05,0.0005474230274558067,,0.0008412697352468967,338.13239216804504,0.5657564997673035
0.000193701998796314,177280,1763260398.1399179,0.0,2016,0.03218495845794678,,565.0,0.0009431317448616028,8.325185626745224e-05,0.0015219403430819511,,0.003717076266184449,339.70347690582275,0.5558174848556519
,177631,1763260398.6147106,,2019,,500.0,,,,,500.0,,340.1782696247101,
,178131,1763260399.5258367,,2024,,500.0,,,,,500.0,,341.08939576148987,
0.00019301075371913612,178432,1763260400.2076976,0.0,2027,0.011086106300354004,,565.0,-0.008736267685890198,0.0002698330208659172,0.0012510186061263084,,0.0004172962508164346,341.77125668525696,0.5534011721611023
,178631,1763260400.482094,,2029,,500.0,,,,,500.0,,342.0456531047821,
,179131,1763260401.3962913,,2034,,500.0,,,,,500.0,,342.9598503112793,
0.00019193548359908164,180224,1763260403.4881728,0.0,2045,6.186962127685547e-05,,565.0,0.005052424967288971,0.0008864458650350571,0.011898545548319817,,339.585205078125,345.0517318248749,0.5613448023796082
0.00019155145855620503,180864,1763260404.5941048,0.0,2051,0.3018612265586853,,565.0,0.008078442886471748,0.0020680436864495277,0.022020097821950912,,0.004259795416146517,346.1576638221741,0.5063034296035767
0.00019147465354762971,180992,1763260404.8142705,0.001953125,2052,0.20242470502853394,,565.0,-0.027658578008413315,0.006183168850839138,0.01988288387656212,,0.0002204014890594408,346.3778295516968,0.448882520198822
0.00019039938342757523,182784,1763260407.2220855,0.0,2070,0.15920805931091309,,566.0,-0.0223873108625412,0.0024297963827848434,-0.0031345468014478683,,0.005165167152881622,348.78564453125,0.4830382466316223
0.00019001535838469863,183424,1763260407.9038193,0.01953125,2076,-0.021532416343688965,,567.0,-0.004203967750072479,0.009662516415119171,0.030073313042521477,,0.0007588695734739304,349.46737837791443,0.5727987289428711
,185131,1763260409.7806299,,2093,,500.0,,,,,500.0,,351.3441889286041,
0.00018894008826464415,185216,1763260409.9222095,0.0,2094,0.0001327991485595703,,569.0,0.012620940804481506,0.0009918799623847008,0.004159764386713505,,282.1293640136719,351.48576855659485,0.5401644706726074
,187631,1763260413.4880078,,2117,,500.0,,,,,500.0,,355.05156683921814,
0.0001860215124906972,190080,1763260418.1169431,0.0,2141,-0.0012913942337036133,,570.0,0.002493426203727722,0.0004565231502056122,-0.005862416699528694,,0.000152373977471143,359.6805021762848,0.4936163127422333
0.00018571429245639592,190592,1763260419.043115,0.001953125,2146,-0.05532646179199219,,570.0,-0.006438177078962326,0.000822853296995163,-0.0014632754027843475,,9.990654507419094e-05,360.60667395591736,0.5553901791572571
,190631,1763260419.0955045,,2147,,500.0,,,,,500.0,,360.659063577652,
0.0001856374874478206,190720,1763260419.3047445,0.0,2148,-1.895427703857422e-05,,570.0,-0.0007660612463951111,0.0002448633313179016,-0.0012724734842777252,,418.58514404296875,360.8683035373688,0.5889196395874023
0.00018517665739636868,191488,1763260420.7369165,0.0,2155,-0.1406996250152588,,570.0,-0.0028289780020713806,0.0002609100192785263,0.0024560317397117615,,0.00024310532899107784,362.3004755973816,0.4893159568309784
0.00018417819228488952,193152,1763260423.9797463,0.0,2172,-5.3048133850097656e-05,,569.0,-0.002167999744415283,0.00034827180206775665,-0.004166262224316597,,459.7533264160156,365.5433053970337,0.5541238188743591
0.000183333337190561,194560,1763260426.6241956,0.0,2185,0.04957222938537598,,569.0,0.0003216788172721863,3.9229169487953186e-05,0.0025526955723762512,,9.671712177805603e-05,368.1877546310425,0.5644844174385071
0.0001829493121476844,195200,1763260427.8980727,0.0,2192,-1.1563301086425781e-05,,568.0,-0.0002397298812866211,0.0007975511252880096,-0.006065560504794121,,149.26373291015625,369.46163177490234,0.515404224395752
0.0001825652871048078,195840,1763260428.9859426,0.0,2198,-0.05845475196838379,,569.0,-0.006485432386398315,0.00044387858361005783,0.005581947974860668,,0.0034801922738552094,370.54950165748596,0.5572900772094727
0.00018248848209623247,195968,1763260429.196266,0.0,2199,-1.0823285579681396,,569.0,-0.0030633527785539627,5.531869828701019e-05,0.0012209247797727585,,0.000632515933830291,370.7598249912262,0.5797502994537354
0.0001817972370190546,197120,1763260430.744907,0.0,2211,-0.0002930164337158203,,569.0,0.0034748613834381104,0.00040359701961278915,0.003374985419213772,,421.0042419433594,372.3084659576416,0.5265029072761536
0.00018156682199332863,197504,1763260431.135196,0.0,2214,-0.2580409049987793,,570.0,-0.001815851777791977,0.0009730374440550804,0.0032820487394928932,,7.96684980741702e-05,372.69875502586365,0.5400804281234741
,198064,1763260431.7897189,,2220,,500.0,,,,,500.0,,373.35327792167664,
,198392,1763260432.1093578,,2223,,328.0,,,,,328.0,,373.6729168891907,
0.00018095238192472607,198528,1763260432.3665035,0.0,2225,0.136086106300354,,571.0,-0.005231723189353943,0.0002537136897444725,-0.002163355238735676,,0.0037298547104001045,373.9300625324249,0.4968253970146179
0.00018087557691615075,198656,1763260432.5094118,0.0,2226,-1.2459931373596191,,571.0,-0.0008266717195510864,0.001233627088367939,0.004390639252960682,,0.002605368848890066,374.072970867157,0.5043945908546448
0.00018079877190757543,198784,1763260432.6400216,0.0,2227,-2.7551822662353516,,571.0,-0.002353355288505554,0.00016103312373161316,0.008436663076281548,,0.004608768969774246,374.20358061790466,0.5228216052055359
0.00018056835688184947,199168,1763260433.0583408,0.0,2231,-1.337367057800293,,571.0,0.011449955403804779,0.0008399030193686485,0.004518142901360989,,0.006218903698027134,374.62189984321594,0.48211154341697693
0.0001803379418561235,199552,1763260433.522668,0.001953125,2235,0.4656364321708679,,572.0,-0.010328339412808418,0.0010835705325007439,-0.0018076961860060692,,0.004507413133978844,375.08622694015503,0.4943598806858063
0.0001799539168132469,200192,1763260434.2328095,0.0,2241,-1.2436561584472656,,572.0,-0.008473791182041168,0.0017223041504621506,0.012173150666058064,,0.6880262494087219,375.796368598938,0.561704158782959
0.0001795698917703703,200832,1763260434.9608517,0.0,2248,0.00010699033737182617,,573.0,-0.0031167343258857727,9.172968566417694e-05,0.0017745457589626312,,98.65940856933594,376.5244107246399,0.49502965807914734
0.00017941628175321966,201088,1763260435.2443888,0.0,2250,-1.2422285079956055,,573.0,-0.0009230151772499084,0.000509149394929409,-0.0054613640531897545,,0.0005853124894201756,376.8079478740692,0.527334988117218
0.00017926267173606902,201344,1763260435.5456069,0.0,2253,-0.022407054901123047,,574.0,-0.0011931546032428741,7.140450179576874e-06,0.0005051316693425179,,155.4197235107422,377.1091659069061,0.5139504075050354
0.00017818740161601454,203136,1763260437.6670368,0.0,2272,-0.00014722347259521484,,575.0,0.0015773773193359375,0.0003551049157977104,-0.00048784445971250534,,219.56500244140625,379.23059582710266,0.5427389740943909
0.0001776497665559873,204032,1763260438.6436195,0.001953125,2280,0.013979196548461914,,576.0,-0.0040078721940517426,0.0005098842084407806,0.002237631008028984,,0.00022513529984280467,380.2071785926819,0.4937499761581421
,205553,1763260440.2740142,,2295,,500.0,,,,,500.0,,381.8375732898712,
0.00017657449643593282,205824,1763260440.629329,0.0,2298,-0.02205801010131836,,578.0,-0.008112523704767227,0.00044083595275878906,0.004076950252056122,,0.00010396230209153146,382.1928880214691,0.5735340118408203
,207053,1763260441.966895,,2310,,500.0,,,,,500.0,,383.53045415878296,
0.0001757296413416043,207232,1763260442.1981776,0.0,2312,0.05104517936706543,,579.0,-0.003938574343919754,0.00020112097263336182,-0.0015715043991804123,,0.0031801406294107437,383.76173663139343,0.559673547744751
0.0001753456162987277,207872,1763260442.8809168,0.0,2318,-0.33909082412719727,,580.0,-0.01792074739933014,0.0017397627234458923,-0.004389815032482147,,0.0002863596600946039,384.44447588920593,0.5559325814247131
0.00017511520127300173,208256,1763260443.3136134,0.0,2322,0.41742604970932007,,580.0,-0.0038623549044132233,0.00048775412142276764,-0.006608152762055397,,0.00440090149641037,384.8771724700928,0.5030937194824219
0.0001749615912558511,208512,1763260443.5778615,0.0,2324,-0.0340038537979126,,581.0,-0.001033790409564972,0.0006295563653111458,0.0025036009028553963,,0.0001313679531449452,385.14142060279846,0.5244539380073547
0.0001746543712215498,209024,1763260444.088042,0.0,2329,-0.0400618314743042,,581.0,0.00042368751019239426,0.00013710372149944305,0.0014841947704553604,,0.00010153698531212285,385.6516010761261,0.527195394039154
0.00017403994570486248,210048,1763260445.1899104,0.0,2339,-0.030645132064819336,,582.0,-0.0033555123955011368,0.00032128579914569855,-0.0009045694023370743,,8.909024472814053e-05,386.7534694671631,0.5358393788337708
0.00017380953067913651,210432,1763260445.6367512,0.0,2343,-0.32091081142425537,,583.0,0.0034664273262023926,0.00018476229161024094,-0.0014956844970583916,,0.0001498863275628537,387.2003102302551,0.5473623871803284
0.00017350231064483523,210944,1763260446.1696267,0.0,2348,-0.1503826379776001,,583.0,-0.008848126977682114,0.0007081534713506699,0.0021056663244962692,,0.00015641360369045287,387.73318576812744,0.49485212564468384
,211553,1763260446.7752023,,2354,,500.0,,,,,500.0,,388.3387613296509,
0.0001725806505419314,212480,1763260447.829613,0.0,2363,0.031912386417388916,,585.0,-0.003443479537963867,0.0012987377122044563,-0.003209155984222889,,0.0001543514954391867,389.39317202568054,0.5153794288635254
,215053,1763260450.645362,,2389,,500.0,,,,,500.0,,392.20892095565796,
,215553,1763260451.2275763,,2394,,500.0,,,,,500.0,,392.7911353111267,
0.00016874040011316538,218880,1763260454.8722804,0.001953125,2426,-0.11339092254638672,,591.0,-0.002085138112306595,0.0007620109245181084,0.008769969455897808,,0.00010276768443873152,396.43583941459656,0.5770341157913208
0.00016850998508743942,219264,1763260455.3979683,0.0,2430,-0.0970311164855957,,591.0,0.0018848702311515808,0.00017724838107824326,0.00035333726555109024,,0.003986244089901447,396.9615273475647,0.5340707302093506
0.00016735790995880961,221184,1763260457.6362815,0.0,2449,-1.201772928237915,,593.0,-0.0006432458758354187,0.0006169434636831284,0.0019725486636161804,,0.00018040543363895267,399.1998405456543,0.5112506747245789
0.00016635944484733045,222848,1763260459.4988549,0.0,2465,-0.024919748306274414,,594.0,-0.006260782480239868,0.0011759772896766663,-0.011415131390094757,,0.00019507069373503327,401.06241393089294,0.594929039478302
0.00016482334467582405,225408,1763260463.2642667,0.0,2491,1.0609626770019531e-05,,595.0,-0.008243754506111145,0.0005246028304100037,0.0033441856503486633,,583.8006591796875,404.8278257846832,0.5619661211967468
0.0001646697346586734,225664,1763260463.6814632,0.0,2493,0.1496797800064087,,595.0,0.007878847420215607,0.00022501777857542038,0.001859850250184536,,0.00015155607252381742,405.2450222969055,0.512959897518158
0.0001639016845729202,226944,1763260465.2008705,0.0,2506,-2.8848648071289062e-05,,596.0,0.001135505735874176,8.676666766405106e-05,0.0018003648146986961,,254.90965270996094,406.7644295692444,0.5690947771072388
0.00016336404951289296,227840,1763260466.760937,0.0,2514,0.0038740038871765137,,596.0,-0.0169394388794899,0.001294964924454689,0.0001640263944864273,,0.00014614945393987,408.3244960308075,0.5628674030303955
,227857,1763260466.8114798,,2515,,500.0,,,,,500.0,,408.3750388622284,
,228357,1763260467.689777,,2520,,500.0,,,,,500.0,,409.2533359527588,
0.00016221197438426316,229760,1763260469.8765159,0.0,2533,0.029318153858184814,,596.0,0.003063554409891367,0.0006616013124585152,0.003813517279922962,,0.00010506878606975079,411.4400749206543,0.5231910943984985
0.00016182796389330178,230400,1763260470.6039903,0.0,2540,1.3709068298339844e-06,,597.0,0.0005753636360168457,2.2132880985736847e-05,0.000980219803750515,,248.301513671875,412.16754937171936,0.5606812238693237
0.00016136713384184986,231168,1763260471.4107993,0.0,2547,-0.09009361267089844,,597.0,-0.0010369569063186646,9.218044579029083e-05,-8.743815124034882e-05,,0.00019618352234829217,412.9743583202362,0.5504910945892334
0.0001599846436874941,233472,1763260473.9532657,0.0,2570,-0.00015306472778320312,,599.0,0.003990750759840012,0.00017185695469379425,-0.0009619202464818954,,291.9054870605469,415.51682472229004,0.5446457862854004
0.00015990783867891878,233600,1763260474.083814,0.0,2571,-0.31993603706359863,,600.0,0.0011037150397896767,0.0002663061022758484,0.007634488865733147,,0.003602793673053384,415.6473729610443,0.5315456986427307
0.0001596006186446175,234112,1763260474.6479404,0.0,2576,0.05004638433456421,,600.0,0.006411612033843994,0.00022437889128923416,0.007248555310070515,,0.00010566301352810115,416.21149945259094,0.5956910848617554
0.00015952381363604218,234240,1763260474.784032,0.0,2577,0.37078607082366943,,600.0,-0.0009783022105693817,0.0007303347811102867,0.005579900927841663,,7.408791861962527e-05,416.3475911617279,0.4831415116786957
0.0001576804934302345,237312,1763260478.057316,0.0,2608,-6.0439109802246094e-05,,603.0,-0.011885743588209152,0.000336633063852787,-0.005632265470921993,,410.05841064453125,419.62087512016296,0.5761539340019226
0.00015752688341308385,237568,1763260478.330333,0.0,2610,-0.06641864776611328,,603.0,0.0006822962313890457,4.256702959537506e-05,0.0009662378579378128,,0.0001632919884286821,419.89389204978943,0.48682701587677
0.00015629800327587873,239616,1763260480.4201493,0.0,2630,-0.09634542465209961,,605.0,-0.00795704498887062,0.000491265207529068,0.00027046166360378265,,0.0001503039529779926,421.98370838165283,0.567886233329773
0.00015591397823300213,240256,1763260481.0571449,0.0,2636,-0.2330843210220337,,606.0,-0.00013818591833114624,0.00035902950912714005,-0.005662928335368633,,0.00018355548672843724,422.62070393562317,0.5221486687660217
0.00015529953816439956,241280,1763260482.1076577,0.00390625,2646,-0.1507641077041626,,607.0,-0.009898941963911057,0.0018682414665818214,-0.020883992314338684,,0.00010799375013448298,423.6712167263031,0.4931619167327881
,241306,1763260482.135531,,2647,,500.0,,,,,500.0,,423.6990900039673,
0.00015522273315582424,241408,1763260482.2529395,0.0,2648,-3.8623809814453125e-05,,607.0,-0.005931299179792404,0.0007990309968590736,-0.006745590828359127,,161.33413696289062,423.8164985179901,0.53551185131073
0.00015399385301861912,243456,1763260484.3565795,0.0,2668,-0.48001575469970703,,609.0,-0.0030031688511371613,0.0019521946087479591,-0.008789830841124058,,0.0031619048677384853,425.9201385974884,0.5539859533309937
0.00015368663298431784,243968,1763260484.8804665,0.0,2673,-0.2553670406341553,,609.0,-0.0003638267517089844,4.5542605221271515e-05,-0.0011218776926398277,,0.0037539219483733177,426.44402551651,0.5548105239868164
0.00015307219291571528,244992,1763260486.1179647,0.0,2683,0.17388945817947388,,610.0,-0.002205662429332733,0.0001784972846508026,0.0008434318006038666,,0.004841027781367302,427.68152379989624,0.5513558983802795
0.00015284177788998932,245376,1763260486.5297937,0.0,2687,-0.0001646280288696289,,610.0,-0.00011918693780899048,0.0002963673323392868,0.002798723056912422,,241.1142578125,428.0933527946472,0.5712419152259827
0.00015268816787283868,245632,1763260486.7840097,0.0,2689,-0.04549551010131836,,611.0,-0.008898455649614334,0.00041166041046380997,-0.009131231345236301,,0.00020221770682837814,428.34756875038147,0.5392549633979797
0.00015253455785568804,245888,1763260487.0502033,0.0,2692,-0.0012581348419189453,,611.0,-0.0025927796959877014,0.0002762721851468086,-0.003430399112403393,,268.18377685546875,428.6137623786926,0.5596864819526672
0.00015007681213319302,249984,1763260491.3261476,0.0,2732,-0.11714732646942139,,614.0,0.00029025599360466003,0.0011917175725102425,0.009827294386923313,,0.00012082899047527462,432.8897066116333,0.5390163064002991
0.0001488479319959879,252032,1763260493.4795418,0.0,2752,-0.04459941387176514,,616.0,-0.00202757865190506,0.0002888031303882599,0.0012733694165945053,,9.135307482210919e-05,435.0431008338928,0.5829234719276428
0.0001485407119616866,252544,1763260494.0158885,0.0,2757,-0.03141200542449951,,617.0,-0.0009919889271259308,0.0010830601677298546,0.008158526383340359,,0.00013174414925742894,435.5794475078583,0.5923754572868347
,253965,1763260495.5302136,,2772,,500.0,,,,,500.0,,437.093772649765,
0.00014708141679875553,254976,1763260496.6357315,0.0,2782,-4.38690185546875e-05,,619.0,-0.0036605726927518845,4.445016384124756e-05,-0.0015308540314435959,,245.50161743164062,438.1992905139923,0.6113375425338745
0.0001470046117901802,255104,1763260496.763911,0.0,2783,0.09817612171173096,,619.0,-0.001079455018043518,0.0012980448082089424,0.01412955392152071,,0.002971590030938387,438.3274700641632,0.5798889398574829
0.00014639017172157764,256128,1763260497.8659835,0.0,2793,-0.006209015846252441,,620.0,-0.002367129549384117,0.0004363544285297394,-0.005946289747953415,,0.0032241051085293293,439.4295425415039,0.5888962149620056
0.00014454685151576996,259200,1763260501.5598502,0.0,2824,0.28158748149871826,,621.0,-0.003981385380029678,0.0005093785002827644,0.006903615780174732,,0.000132536850287579,443.12340927124023,0.5594544410705566
0.00014339477638714015,261120,1763260503.6378226,0.0,2843,-0.26446712017059326,,623.0,-0.005784519016742706,0.0002850256860256195,-0.005120489746332169,,0.0039009838365018368,445.2013816833496,0.5777985453605652
0.00014254992129281163,262528,1763260505.1313155,0.0,2857,-0.00012028217315673828,,624.0,0.002463407814502716,9.980238974094391e-05,0.003718951717019081,,242.94854736328125,446.6948745250702,0.5591077208518982
,265061,1763260507.8557968,,2882,,142.0,,,,,142.0,,449.4193558692932,
0.0001405529910698533,265856,1763260508.7893584,0.0,2890,-0.3085591793060303,,627.0,-0.008622139692306519,0.00028737355023622513,-0.001021779142320156,,0.00018389031174592674,450.35291743278503,0.5475493669509888
0.00013924730592407286,268032,1763260511.0734615,0.0,2911,-0.056414127349853516,,628.0,-0.005253314971923828,0.00046039652079343796,-0.0007341625168919563,,0.00025417361757718027,452.63702058792114,0.6036130785942078
0.000137788025313057,270464,1763260513.6504114,0.0,2935,-0.642119288444519,,630.0,-0.0006105443462729454,0.00047976523637771606,-0.0042176153510808945,,0.0001541885285405442,455.21397042274475,0.5544462203979492
0.00013694317021872848,271872,1763260515.109059,0.0,2949,0.12648910284042358,,631.0,-0.013446327298879623,0.000499269925057888,0.0046151550486683846,,6.757907976862043e-05,456.67261815071106,0.5235166549682617
0.0001362519251415506,273024,1763260516.308829,0.0,2960,0.060257792472839355,,632.0,-0.00145624577999115,0.0003158021718263626,-0.00552169606089592,,0.00013846965157426894,457.87238812446594,0.5722381472587585
0.00013533026503864676,274560,1763260517.9292169,0.0,2975,0.06735348701477051,,633.0,-0.0003854595124721527,6.147008389234543e-05,0.00125103909522295,,0.00011187537165824324,459.4927759170532,0.5260653495788574
0.00013448540994431823,275968,1763260519.4280005,0.0,2989,-0.004781484603881836,,634.0,-0.005393605679273605,0.0003085993230342865,2.2605061531066895e-05,,0.00013889021647628397,460.99155950546265,0.5476179122924805
0.0001340245798928663,276736,1763260520.2729466,0.0,2997,0.1007770299911499,,635.0,-0.0026877280324697495,3.141164779663086e-05,-0.001649094745516777,,0.0024363617412745953,461.836505651474,0.5699501633644104
0.0001331797247985378,278144,1763260521.7273302,0.0,3011,5.364418029785156e-07,,636.0,-8.101016283035278e-05,8.64267349243164e-06,0.0006906259804964066,,90.32537841796875,463.2908892631531,0.5770372152328491
0.00013072196452412754,282240,1763260526.0110939,0.0,3051,0.1924242377281189,,639.0,-0.00020065903663635254,4.854705184698105e-05,-0.0002512717619538307,,0.0033042000140994787,467.57465291023254,0.4992743730545044
0.0001305683545069769,282496,1763260526.2696328,0.0,3053,0.031009018421173096,,639.0,-0.00491868332028389,0.00023340340703725815,-0.0031976206228137016,,0.00014968858158681542,467.83319187164307,0.5236621499061584
0.0001298003044212237,283776,1763260527.631326,0.0,3066,0.07980412244796753,,640.0,-0.010360363870859146,0.0003584073856472969,-0.0023130392655730247,,0.0038780728355050087,469.19488501548767,0.46410244703292847
0.00012956988939549774,284160,1763260528.0395288,0.0,3070,4.166364669799805e-05,,641.0,0.0019265636801719666,9.044259786605835e-05,8.592195808887482e-05,,254.68197631835938,469.6030879020691,0.4569928050041199
,285561,1763260529.4827328,,3083,,500.0,,,,,500.0,,471.0462918281555,
,287061,1763260531.1100276,,3098,,500.0,,,,,500.0,,472.67358660697937,
,287561,1763260531.6304686,,3103,,500.0,,,,,500.0,,473.1940276622772,
0.00012603687355294824,290048,1763260534.40319,0.0,3127,-0.04512643814086914,,645.0,-0.004490967839956284,0.00033472850918769836,-0.0012741144746541977,,0.00013527629198506474,475.9667489528656,0.47295016050338745
0.00012596006854437292,290176,1763260534.5501246,0.0,3129,6.985664367675781e-05,,645.0,0.003292243927717209,0.00022290460765361786,0.0029937177896499634,,237.11935424804688,476.1136837005615,0.5392502546310425
0.00012519201845861971,291456,1763260535.8745725,0.0,3141,-0.1996830701828003,,646.0,-0.003987304866313934,0.00014261063188314438,0.0024128900840878487,,5.985998723190278e-05,477.43813157081604,0.5528429746627808
0.0001251152134500444,291584,1763260536.0127099,0.0,3143,8.469820022583008e-05,,646.0,-0.002739645540714264,0.00011604279279708862,-0.0003931839019060135,,124.07923889160156,477.5762689113617,0.5282506346702576
0.00012488479842431843,291968,1763260536.4122722,0.0,3146,-0.7997196912765503,,646.0,-0.0068152062594890594,9.394530206918716e-05,0.0013749049976468086,,0.0001274770766030997,477.9758312702179,0.5201289057731628
0.00012342550326138735,294400,1763260538.9356027,0.0,3170,-0.00046622753143310547,,648.0,-0.00040990114212036133,0.00021137390285730362,-0.0015368470922112465,,0.00015959505981300026,480.4991617202759,0.47803714871406555
0.00012265745317563415,295680,1763260540.2905447,0.0,3183,5.179643630981445e-05,,649.0,0.002605751156806946,7.492769509553909e-05,0.0017426526173949242,,82.18132781982422,481.85410380363464,0.49678897857666016
0.00012235023314133286,296192,1763260540.8326826,0.0,3188,0.04162716865539551,,649.0,0.0015143845230340958,0.00024603307247161865,-0.001798279583454132,,0.004386255517601967,482.3962416648865,0.5675297379493713
0.0001205837179441005,299136,1763260543.8755338,0.0,3217,0.0001016855239868164,,651.0,0.0001705065369606018,6.130244582891464e-05,0.0007695043459534645,,460.3839111328125,485.439092874527,0.5825132727622986
0.00012012288789264858,299904,1763260544.6044765,0.0,3224,-0.7653146982192993,,652.0,-0.0002198740839958191,0.00020595733076334,-0.0015340736135840416,,0.00014422940148506314,486.16803550720215,0.5505161285400391
0.00011874039773829281,302208,1763260546.7143567,0.0,3247,-0.025206685066223145,,654.0,-0.005447134375572205,0.00014794431626796722,-0.0027633048593997955,,0.0031694371718913317,488.27791571617126,0.5619199275970459
,302561,1763260547.0004807,,3250,,500.0,,,,,500.0,,488.56403970718384,
0.00011843317770399153,302720,1763260547.1930728,0.0,3252,0.4445798993110657,,654.0,-0.006000939756631851,0.00021967478096485138,-0.000918414443731308,,0.003462767694145441,488.7566318511963,0.5601791143417358
,303061,1763260547.4440815,,3255,,500.0,,,,,500.0,,489.00764060020447,
0.00011797234765253961,303488,1763260547.8626206,0.0,3259,-0.17824435234069824,,655.0,-0.002443116158246994,5.6867487728595734e-05,-0.0014425190165638924,,0.00011365381215000525,489.4261796474457,0.5561355948448181
0.00011720429756678641,304768,1763260549.043435,0.0,3272,-0.7611881494522095,,656.0,-0.007699809968471527,0.0002490393817424774,0.006264247000217438,,0.004395178519189358,490.6069941520691,0.529640793800354
,305061,1763260549.286149,,3275,,500.0,,,,,500.0,,490.84970808029175,
0.00011697388981701806,305152,1763260549.3841507,0.0,3276,0.00010150671005249023,,656.0,-0.005060780793428421,0.00046416837722063065,-0.0029639964923262596,,453.9583435058594,490.94770979881287,0.5429968237876892
