losses/explained_variance,losses/entropy,losses/old_approx_kl,charts/episodic_return,charts/SPS,_step,losses/policy_loss,losses/clipfrac,charts/episodic_length,_runtime,losses/approx_kl,losses/value_loss,global_step,_timestamp,charts/learning_rate
,,,,,0,,,,24.931087732315063,,,0,1763260083.3670547,
,,,11.0,,7,,,11.0,26.45412278175354,,,123,1763260084.8900898,
,,,57.0,,33,,,57.0,27.14925765991211,,,789,1763260085.5852246,
0.03928917646408081,0.6759053468704224,-0.006096093915402889,,992.0,41,-0.004387944936752319,0.0,,27.399494409561157,0.0003626076504588127,54.231693267822266,1024,1763260085.8354614,0.00029946237918920815
0.017835617065429688,0.6652143597602844,0.011462380178272724,,990.0,47,-0.025142408907413483,0.0,,27.530569314956665,0.0014987261965870857,39.765220642089844,1152,1763260085.9665363,0.00029938557418063283
,,,53.0,,64,,,53.0,28.408791303634644,,,1725,1763260086.8447583,
0.0031017065048217773,0.5901873707771301,-0.0006591184064745903,,768.0,74,-0.003273588605225086,0.0,,29.19784665107727,0.00015890318900346756,41.9122428894043,2176,1763260087.6338136,0.00029877113411203027
0.013408541679382324,0.6314243078231812,-0.002322559244930744,,757.0,77,0.001128964126110077,0.0,,29.408986806869507,5.7081691920757294e-05,72.6039810180664,2304,1763260087.8449538,0.00029869432910345495
,,,71.0,,88,,,71.0,30.136757612228394,,,2741,1763260088.5727246,
0.059170305728912354,0.5971975326538086,-0.0070152804255485535,,707.0,102,0.008005805313587189,0.0,,31.432973861694336,0.0009654499590396881,73.62688446044922,3584,1763260089.8689408,0.00029792627901770175
0.11125433444976807,0.575252115726471,0.004976700991392136,,704.0,104,0.008692722767591476,0.0234375,,31.63924217224121,0.0024799536913633347,68.1468505859375,3712,1763260090.0752091,0.0002978494740091264
0.008513391017913818,0.5424599647521973,0.0019738925620913506,,622.0,133,0.00047153234481811523,0.0,,35.41895937919617,0.00020675268024206161,57.71124267578125,5632,1763260093.8549263,0.0002966973988804966
0.05024838447570801,0.5721839666366577,0.0012606112286448479,,565.0,147,-2.0936131477355957e-05,0.0,,37.918301820755005,7.437262684106827e-05,58.66108703613281,6528,1763260096.3542688,0.0002961597638204694
0.5107133984565735,0.58935546875,-0.0033914409577846527,,555.0,149,0.004943955689668655,0.0,,38.3472056388855,0.0008493941277265549,55.62417221069336,6656,1763260096.7831726,0.00029608295881189406
,,,81.0,,150,,,81.0,38.429624795913696,,,6660,1763260096.8655918,
,,,56.0,,155,,,56.0,39.383341550827026,,,7028,1763260097.8193085,
0.46496158838272095,0.5714423656463623,0.009698552079498768,,523.0,157,-0.01358678936958313,0.0,,40.05297064781189,0.000675559975206852,71.8758773803711,7168,1763260098.4889376,0.0002957757387775928
,,,141.0,,172,,,141.0,42.4465115070343,,,8029,1763260100.8824785,
,,,61.0,,195,,,61.0,45.83210039138794,,,9442,1763260104.2680674,
,,,110.0,,203,,,110.0,47.03752279281616,,,9884,1763260105.4734898,
0.20176595449447632,0.5406578183174133,0.0008558304980397224,,470.0,213,-0.001114077866077423,0.0,,48.40538835525513,6.344262510538101e-05,50.041500091552734,10368,1763260106.8413553,0.00029385561356320977
0.9527358412742615,0.5856838226318359,-0.0037750713527202606,,470.0,217,0.003457970917224884,0.0,,48.95734786987305,0.0001639965921640396,44.369441986083984,10624,1763260107.3933148,0.00029370200354605913
0.6234038472175598,0.5943000316619873,0.0013022525236010551,,466.0,228,0.0032065436244010925,0.0,,50.49992847442627,0.0001866547390818596,52.92435073852539,11264,1763260108.9358954,0.00029331797850318253
,,,134.0,,233,,,134.0,51.15779376029968,,,11632,1763260109.5937607,
0.6429358124732971,0.5861389636993408,-0.0022409753873944283,,464.0,251,0.009301558136940002,0.0,,54.206340312957764,0.0008704112842679024,32.56220245361328,12928,1763260112.6423073,0.00029231951339170337
-0.12781095504760742,0.517449140548706,0.0019490458071231842,,465.0,259,-0.0028791800141334534,0.0,,55.80004096031189,0.00035270489752292633,52.61665725708008,13696,1763260114.236008,0.00029185868334025145
0.02429598569869995,0.5311332941055298,-0.0021651191636919975,,464.0,265,0.00046724826097488403,0.0,,56.668980836868286,0.00040155183523893356,40.535682678222656,14080,1763260115.1049478,0.0002916282683145255
-0.0750432014465332,0.4875170588493347,0.00024145562201738358,,466.0,273,-0.0009606778621673584,0.017578125,,58.21641302108765,0.002329089678823948,43.61526870727539,14848,1763260116.65238,0.00029116743826307356
,,,500.0,,274,,,500.0,58.280104875564575,,,14883,1763260116.7160718,
0.16045230627059937,0.5107486844062805,-0.002548406831920147,,465.0,292,0.0069396011531353,0.0,,61.28503918647766,8.88211652636528e-05,41.58704376220703,16256,1763260119.7210062,0.00029032258316874504
0.34229475259780884,0.5436012148857117,-0.002529289573431015,,468.0,321,0.009273175150156021,0.0,,65.73529148101807,0.0002680104225873947,34.97361755371094,18432,1763260124.1712584,0.0002890168980229646
0.6592063903808594,0.5087496638298035,0.006961694918572903,,469.0,327,-0.0008700340986251831,0.0,,66.48709654808044,0.0003310171887278557,29.844451904296875,18816,1763260124.9230635,0.00028878648299723864
,,,138.0,,330,,,138.0,67.00068807601929,,,19082,1763260125.436655,
,,,163.0,,332,,,163.0,67.25526261329651,,,19245,1763260125.6912296,
