losses/old_approx_kl,global_step,charts/episodic_length,charts/episodic_return,_step,losses/entropy,losses/explained_variance,charts/learning_rate,losses/clipfrac,losses/value_loss,charts/SPS,losses/policy_loss,losses/approx_kl,_runtime,_timestamp
0.0018211258575320244,31232,,,425,0.6053413152694702,-1.7635362148284912,0.00028133639716543257,0.021484375,18.012428283691406,485.0,-0.004641488194465637,0.003658474422991276,90.80317163467407,1763260149.1390197
0.0009099263697862625,32768,,,441,0.5040463209152222,0.04789698123931885,0.00028041473706252873,0.0,14.567596435546875,486.0,0.00044833123683929443,1.0531395673751831e-05,93.87917757034302,1763260152.2150257
0.0006842920556664467,33664,,,450,0.5832486748695374,-0.00011777877807617188,0.0002798771020025015,0.0,117.01773834228516,486.0,-0.0002039894461631775,6.290804594755173e-05,95.7093563079834,1763260154.0452044
0.0022033248096704483,35840,,,471,0.5237315893173218,0.2860332727432251,0.00027857141685672104,0.0,11.126069068908691,487.0,-0.007063593715429306,0.00010523386299610138,100.04398727416992,1763260158.3798354
-0.00011317804455757141,36736,,,481,0.5388176441192627,-0.16780924797058105,0.0002780337817966938,0.0,10.577066421508789,487.0,-0.0022339075803756714,2.2133812308311462e-05,101.88933396339417,1763260160.225182
,37458,140.0,140.0,490,,,,,,,,,103.31932973861694,1763260161.6551778
0.007782084867358208,38528,,,504,0.5712325572967529,0.9121321439743042,0.0002769585116766393,0.005859375,34.023223876953125,486.0,-0.007213085889816284,0.004034632816910744,105.71298742294312,1763260164.0488355
,39335,170.0,170.0,515,,,,,,,,,107.39924025535583,1763260165.7350883
0.0019866544753313065,40320,,,530,0.5705298185348511,0.9865188002586365,0.0002758832706604153,0.0,4.066349506378174,484.0,-0.007732860743999481,0.0002970229834318161,109.76357889175415,1763260168.099427
-0.00010964181274175644,40960,,,539,0.5908758640289307,0.9708306789398193,0.0002754992456175387,0.0,10.6832275390625,483.0,0.0003402605652809143,2.6241876184940338e-05,111.2267370223999,1763260169.562585
0.0017450600862503052,41472,,,547,0.5120512247085571,0.9849722385406494,0.0002751920255832374,0.0,4.972242832183838,482.0,-0.008524354547262192,0.0020529013127088547,112.45788168907166,1763260170.7937298
,42058,141.0,141.0,555,,,,,,,,,113.68239855766296,1763260172.0182467
,42318,123.0,123.0,559,,,,,,,,,114.28325200080872,1763260172.6191
0.0009587723761796951,43136,,,568,0.541906476020813,-0.8664352893829346,0.00027419356047175825,0.0,20.18579864501953,481.0,0.0011639595031738281,1.987256109714508e-05,116.14572334289551,1763260174.4815714
0.002503777854144573,45696,,,595,0.5556699633598328,0.9560223817825317,0.00027265746030025184,0.0,6.680531978607178,481.0,-0.006234642118215561,0.00031095463782548904,121.46218848228455,1763260179.7980366
0.0017945244908332825,47360,,,612,0.560488760471344,-0.6084518432617188,0.0002716589951887727,0.0,3.6180524826049805,481.0,-0.0053221918642520905,0.0002050977200269699,124.8401370048523,1763260183.175985
,47534,500.0,500.0,614,,,,,,,,,125.12249732017517,1763260183.4583454
,49091,500.0,500.0,630,,,,,,,,,128.293803691864,1763260186.6296518
0.0024491464719176292,49664,,,636,0.5398309826850891,-0.0021322965621948242,0.0002702765050344169,0.0,240.36972045898438,481.0,-0.003060057759284973,0.0003435509279370308,129.57212209701538,1763260187.9079702
,50091,500.0,500.0,640,,,,,,,,,130.35938572883606,1763260188.6952338
,51091,500.0,500.0,650,,,,,,,,,132.50144362449646,1763260190.8372917
,52591,500.0,500.0,664,,,,,,,,,135.46111130714417,1763260193.7969594
0.008540119044482708,54272,,,684,0.5459068417549133,0.6155762672424316,0.0002675115247257054,0.01171875,94.81996154785156,480.0,0.03905891627073288,0.003469482995569706,139.3229763507843,1763260197.6588244
0.006069209426641464,54656,,,689,0.5539978742599487,0.7128053903579712,0.0002672811096999794,0.0078125,70.78193664550781,480.0,0.001843772828578949,0.0021929796785116196,140.19414019584656,1763260198.5299883
-5.00604510307312e-05,55296,,,698,0.5808767080307007,0.9323403239250183,0.0002668970846571028,0.0,5.312971115112305,479.0,-0.017126046121120453,0.001870153471827507,141.67683053016663,1763260200.0126786
,55490,118.0,118.0,702,,,,,,,,,142.07165479660034,1763260200.407503
0.012164547108113766,55808,,,707,0.5229473114013672,0.40335553884506226,0.00026658986462280154,0.001953125,59.391929626464844,479.0,-0.027796361595392227,0.0027053076773881912,142.9386477470398,1763260201.2744958
0.004508489742875099,57344,,,729,0.5387183427810669,0.9651927947998047,0.0002656682045198977,0.0,20.96004295349121,477.0,0.0025148391723632812,0.004109138622879982,146.5243697166443,1763260204.8602178
0.019547991454601288,59520,,,757,0.5523059368133545,0.9854493737220764,0.00026436251937411726,0.01953125,6.787845611572266,477.0,-0.026022106409072876,0.003811500035226345,151.23625445365906,1763260209.5721025
,60000,267.0,267.0,762,,,,,,,,,152.08702206611633,1763260210.4228702
,60468,468.0,468.0,767,,,,,,,,,153.13763546943665,1763260211.4734836
0.002478630281984806,61312,,,775,0.5909901857376099,0.97550368309021,0.00026328724925406277,0.009765625,1.1804604530334473,477.0,-0.02216893434524536,0.008630091324448586,154.8578908443451,1763260213.193739
-0.0069555724039673805,62592,,,788,0.5284157991409302,-1.3497090339660645,0.00026251919916830957,0.0,0.9403537511825562,478.0,-0.012549087405204773,0.0014357948675751686,157.35248804092407,1763260215.6883361
0.0023481016978621483,63488,,,797,0.5660714507102966,-0.08822393417358398,0.00026198156410828233,0.0,0.48980748653411865,478.0,-0.0024896273389458656,7.274467498064041e-05,159.11846160888672,1763260217.4543097
0.0014086635783314705,64384,,,806,0.5420523881912231,0.43754106760025024,0.0002614439290482551,0.0,0.3838852643966675,478.0,0.002727024257183075,0.00010710116475820541,160.91451048851013,1763260219.2503586
0.0009490689262747765,65280,,,815,0.5210270285606384,0.0677720308303833,0.00026090629398822784,0.001953125,276.5737609863281,479.0,0.0009946934878826141,0.001224328763782978,162.70419907569885,1763260221.0400472
,70182,500.0,500.0,863,,,,,,,,,172.53034710884094,1763260230.8661952
0.003867514431476593,71168,,,872,0.46237799525260925,-3.3123035430908203,0.0002573732635937631,0.005859375,0.0008492182823829353,480.0,-0.01853630319237709,0.002763226628303528,174.52119278907776,1763260232.857041
0.01179538294672966,71552,,,876,0.5516057014465332,0.3605250120162964,0.00025714284856803715,0.021484375,0.0004925778484903276,480.0,-0.03512752056121826,0.007800977677106857,175.34510779380798,1763260233.680956
0.015396011993288994,75648,,,916,0.478494256734848,-3.517521381378174,0.0002546850882936269,0.046875,0.00039492888026870787,481.0,0.015120696276426315,0.005401667207479477,183.53946590423584,1763260241.875314
,76182,500.0,500.0,922,,,,,,,,,184.62573170661926,1763260242.9615798
0.0009192842990159988,77056,,,930,0.5275006890296936,-0.3914538621902466,0.0002538402331992984,0.0,0.0004351514799054712,481.0,-0.005595286842435598,0.0024633388966321945,186.38652420043945,1763260244.7223723
0.013818854466080666,77824,,,938,0.4891081750392914,-0.4149686098098755,0.00025337940314784646,0.0,0.006035285070538521,481.0,-0.003349398262798786,0.0011642761528491974,187.9296751022339,1763260246.2655232
,78182,500.0,500.0,941,,,,,,,,,188.46787309646606,1763260246.8037212
-0.0005154022946953773,78208,,,942,0.529082179069519,3.361701965332031e-05,0.0002531489881221205,0.0,376.4196472167969,482.0,0.0012176558375358582,0.0002638036385178566,188.71548509597778,1763260247.0513332
-0.01668253354728222,78848,,,948,0.4888162314891815,-0.6237392425537109,0.0002527649630792439,0.0,0.007183767855167389,482.0,-0.009193068370223045,0.0014151502400636673,189.99815726280212,1763260248.3340054
0.03412901982665062,81536,,,974,0.42734295129776,0.1844140887260437,0.00025115208700299263,0.009765625,0.0007301965379156172,482.0,-0.014127418398857117,0.006956133060157299,195.45477175712585,1763260253.7906199
0.04480481892824173,82176,,,980,0.5001556873321533,0.355374813079834,0.00025076806196011603,0.01953125,0.00020609874627552927,482.0,-0.0286758691072464,0.006747462786734104,196.7302463054657,1763260255.0660944
,82682,500.0,500.0,985,,,,,,,,,197.59720277786255,1763260255.9330509
,83682,500.0,500.0,995,,,,,,,,,199.65048694610596,1763260257.986335
0.006176324561238289,83840,,,997,0.5000224709510803,-0.24466264247894287,0.00024976959684863687,0.00390625,0.006579216569662094,482.0,-0.008198773488402367,0.004164071753621101,200.12246918678284,1763260258.4583173
,85682,500.0,500.0,1015,,,,,,,,,202.72477507591248,1763260261.0606232
,86182,500.0,500.0,1020,,,,,,,,,203.3082778453827,1763260261.644126
-0.00725819356739521,87296,,,1031,0.4882201850414276,-0.18641960620880127,0.0002476958616171032,0.0,0.00014336500316858292,489.0,0.0088423490524292,0.001513822004199028,204.94488668441772,1763260263.2807348
0.0018610861152410507,89216,,,1050,0.45561134815216064,0.09210503101348877,0.0002465437864884734,0.0,0.0004743762547150254,490.0,-0.0034040063619613647,7.409602403640747e-05,208.38706135749817,1763260266.7229095
0.004944753833115101,89472,,,1053,0.4702233374118805,-0.00020492076873779297,0.0002463901764713228,0.00390625,416.48724365234375,490.0,0.00604606419801712,0.0015662340447306633,208.85813689231873,1763260267.193985
0.002756526693701744,89984,,,1058,0.4568001329898834,-0.0005191564559936523,0.0002460829564370215,0.0,257.20196533203125,490.0,0.005259577184915543,0.0014301370829343796,209.7906413078308,1763260268.1264894
-0.009626650251448154,92544,,,1083,0.5155885219573975,-0.49828803539276123,0.0002445468562655151,0.013671875,0.008795986883342266,494.0,-0.028711523860692978,0.006920105777680874,213.76698327064514,1763260272.1028314
,93402,500.0,500.0,1091,,,,,,,,,214.6367998123169,1763260272.972648
,94902,500.0,500.0,1106,,,,,,,,,216.68389558792114,1763260275.0197437
0.0072274161502718925,96128,,,1118,0.46525657176971436,0.1256924271583557,0.00024239631602540612,0.0,0.004220848437398672,499.0,0.004276752471923828,0.00021700840443372726,219.10086393356323,1763260277.436712
0.004803590476512909,96896,,,1125,0.45578068494796753,-0.0009456872940063477,0.0002419354859739542,0.0078125,0.0001820129546103999,499.0,-0.02292614057660103,0.0031714197248220444,220.45063614845276,1763260278.7864842
0.010677861049771309,97664,,,1133,0.45453810691833496,-0.05503547191619873,0.00024147465592250228,0.0,0.0007294440874829888,499.0,0.01389738917350769,0.0024628248065710068,221.82681250572205,1763260280.1626606
,98902,500.0,500.0,1145,,,,,,,,,224.56206250190735,1763260282.8979106
0.007990128360688686,100864,,,1164,0.4736112356185913,0.07436537742614746,0.00023955453070811927,0.00390625,0.00019261361740063876,502.0,-0.0016609367448836565,0.007058608345687389,227.00527167320251,1763260285.3411198
,100902,500.0,500.0,1165,,,,,,,,,227.04212522506714,1763260285.3779733
-0.020308222621679306,101632,,,1172,0.49098724126815796,-0.023097872734069824,0.00023909370065666735,0.0,0.008585360832512379,504.0,0.012551993131637573,0.001790335401892662,227.89336681365967,1763260286.229215
0.0016280114650726318,102528,,,1181,0.44468939304351807,-8.845329284667969e-05,0.0002385560655966401,0.029296875,0.0021190789993852377,506.0,-0.004887700080871582,0.007532689720392227,228.97564935684204,1763260287.3114974
-0.003910851664841175,103040,,,1186,0.4529869556427002,-0.1312401294708252,0.00023824884556233883,0.0,0.008168987929821014,507.0,3.3814460039138794e-05,0.0002368902787566185,229.5571804046631,1763260287.8930285
-2.354104071855545e-05,104192,,,1197,0.4583261013031006,-0.0036325454711914062,0.00023755760048516095,0.0,0.00038887106347829103,509.0,0.0014439970254898071,0.00013041216880083084,230.86047172546387,1763260289.1963198
0.002741626463830471,105856,,,1213,0.38563477993011475,-0.118133544921875,0.00023655913537368178,0.005859375,0.00022430949320551008,511.0,-0.0229063481092453,0.00256295595318079,233.37787318229675,1763260291.7137213
0.003847328945994377,105984,,,1215,0.3953912854194641,-0.0003870725631713867,0.00023648233036510646,0.005859375,232.4661102294922,511.0,0.003128334879875183,0.0021734442561864853,233.65427470207214,1763260291.9901228
0.04306090623140335,107136,,,1226,0.4414600729942322,0.2143506407737732,0.00023579108528792858,0.013671875,0.010000621899962425,511.0,-0.03266808018088341,0.006929933093488216,235.82539653778076,1763260294.1612446
0.0030246032401919365,107520,,,1230,0.42931121587753296,8.082389831542969e-05,0.00023556067026220262,0.0,0.024730371311306953,511.0,-0.016858786344528198,0.0008648773655295372,236.52058863639832,1763260294.8564367
5.817413330078125e-05,107904,,,1234,0.504155695438385,2.378225326538086e-05,0.00023533025523647666,0.0,268.9552917480469,511.0,-0.009291782975196838,0.0009763315320014954,237.2423574924469,1763260295.5782056
-0.005402461625635624,109056,,,1245,0.44079095125198364,-0.2141857147216797,0.00023463901015929878,0.0,0.009015446528792381,512.0,-0.007112786173820496,0.0019231634214520454,239.31047177314758,1763260297.6463199
-0.006048315204679966,109952,,,1254,0.4054972529411316,3.9637088775634766e-05,0.00023410138965118676,0.001953125,290.2266845703125,512.0,-0.000252746045589447,0.00044178683310747147,240.93863439559937,1763260299.2744825
0.0014907093718647957,111744,,,1271,0.5211710929870605,-0.20700538158416748,0.00023302611953113228,0.001953125,0.0005855873459950089,513.0,-0.0046275705099105835,0.0009174449369311333,244.08939361572266,1763260302.4252417
0.021299289539456367,114560,,,1299,0.5331160426139832,-0.28532373905181885,0.00023133640934247524,0.01171875,0.0002785739488899708,518.0,0.009362250566482544,0.0024149268865585327,247.43607211112976,1763260305.7719202
,118651,500.0,500.0,1339,,,,,,,,,252.21989178657532,1763260310.5557399
0.014373710379004478,118656,,,1340,0.5403532385826111,0.0001640915870666504,0.000228878649068065,0.0,395.0915832519531,525.0,-0.006617091596126556,0.0011928528547286987,252.31702852249146,1763260310.6528766
,119651,500.0,500.0,1349,,,,,,,,,253.4465048313141,1763260311.782353
0.009962146170437336,121088,,,1363,0.5542258620262146,-0.19070172309875488,0.0002274193539051339,0.0,0.00015946608618833125,529.0,0.004667734727263451,0.001065353862941265,255.04843878746033,1763260313.3842869
-0.0020256182178854942,121216,,,1365,0.5274957418441772,-0.00016129016876220703,0.00022734254889655858,0.0,369.76409912109375,529.0,5.1468610763549805e-05,0.00038359779864549637,255.21945428848267,1763260313.5553024
0.010968651622533798,121728,,,1370,0.5349586009979248,-0.00013840198516845703,0.0002270353288622573,0.0,320.7157897949219,530.0,-0.01603177934885025,0.0012048110365867615,255.74896049499512,1763260314.0848086
0.00893071386963129,122624,,,1380,0.4916437268257141,-0.0006241798400878906,0.00022649769380223006,0.0,196.9006805419922,532.0,0.0023282580077648163,0.00045772362500429153,256.76963806152344,1763260315.1054862
0.012892830185592175,122752,,,1381,0.5705634355545044,-0.14250445365905762,0.00022642088879365474,0.0,0.005621203687041998,532.0,0.0003570280969142914,0.0008236384019255638,256.91083002090454,1763260315.246678
,123503,500.0,500.0,1388,,,,,,,,,257.64339423179626,1763260315.9792423
-0.0012199506163597107,124160,,,1395,0.4751626253128052,-0.22832632064819336,0.00022557603369932622,0.0,0.00893513672053814,534.0,0.006344020366668701,0.0007920749485492706,258.67308712005615,1763260317.0089352
0.00794246420264244,124544,,,1399,0.5347908139228821,2.86102294921875e-06,0.00022534561867360026,0.0,434.3270263671875,534.0,0.002604268491268158,0.0008574016392230988,259.3756687641144,1763260317.7115169
,125117,114.0,114.0,1405,,,,,,,,,260.29659152030945,1763260318.6324396
0.006602143868803978,127872,,,1432,0.47596848011016846,-0.2849576473236084,0.00022334868845064193,0.01953125,0.00026319202152080834,535.0,8.027814328670502e-05,0.0009683985263109207,265.1770498752594,1763260323.512898
0.007996147498488426,128000,,,1433,0.5304394364356995,0.0270119309425354,0.0002232718834420666,0.001953125,0.00023039696679916233,535.0,-0.011367440223693848,0.004735097289085388,265.39468145370483,1763260323.7305295
-0.0010231593623757362,130176,,,1455,0.5217822790145874,-0.0001914501190185547,0.0002219662128482014,0.0,324.51910400390625,537.0,-0.0010996684432029724,0.0003048805519938469,268.8575155735016,1763260327.1933637
0.004770589992403984,130304,,,1456,0.5407829880714417,0.15852874517440796,0.00022188940783962607,0.0,0.006882620044052601,537.0,0.0022668205201625824,0.0004303082823753357,268.99407744407654,1763260327.3299255
0.0027958787977695465,130432,,,1457,0.5333594083786011,-0.02081608772277832,0.00022181260283105075,0.0,0.00023090519243851304,537.0,-9.87490639090538e-05,0.0003640558570623398,269.1096398830414,1763260327.445488
0.0006689215078949928,136192,,,1514,0.5281173586845398,-0.06299960613250732,0.00021835637744516134,0.0,0.007183234207332134,543.0,0.0032472610473632812,0.0006026169285178185,277.08059310913086,1763260335.4164412
-0.005960281006991863,136960,,,1521,0.521687388420105,-0.0020029544830322266,0.00021789554739370942,0.0,0.00014038335939403623,544.0,-0.0029168464243412018,0.0001290859654545784,277.9159359931946,1763260336.251784
0.008466178551316261,137344,,,1525,0.4779185652732849,-0.010713815689086914,0.00021766513236798346,0.0,0.00012726415297947824,545.0,-0.0017524436116218567,0.000597657635807991,278.3900201320648,1763260336.7258682
,137558,500.0,500.0,1527,,,,,,,,,278.56528067588806,1763260336.9011288
-0.009082096628844738,137728,,,1529,0.535139799118042,0.067898690700531,0.0002174347173422575,0.005859375,0.007671325001865625,545.0,-0.005370140075683594,0.0031284717842936516,278.82509779930115,1763260337.160946
0.013673028908669949,138240,,,1534,0.5012475252151489,-0.2577327489852905,0.00021712749730795622,0.0,0.007143509108573198,546.0,-0.0038849860429763794,0.0017390530556440353,279.37971448898315,1763260337.7155626
0.033771760761737823,138496,,,1536,0.4361538887023926,0.15150272846221924,0.00021697388729080558,0.015625,0.0003009947540704161,547.0,-0.022104322910308838,0.008991421200335026,279.6257221698761,1763260337.9615703
0.009674273431301117,139136,,,1543,0.47452670335769653,-1.1205673217773438e-05,0.00021658986224792898,0.0,325.4711608886719,548.0,-0.0007111281156539917,0.0005020387470722198,280.3410804271698,1763260338.6769285
0.003365093842148781,139392,,,1545,0.5099043250083923,-0.2871161699295044,0.00021643625223077834,0.048828125,0.0001407958334311843,548.0,-0.017935633659362793,0.011524602770805359,280.61689257621765,1763260338.9527407
0.0037941131740808487,139520,,,1546,0.4973101019859314,-0.23510873317718506,0.00021635944722220302,0.0,9.780786058399826e-05,548.0,0.001836906187236309,0.00024676136672496796,280.7545666694641,1763260339.0904148
-0.003227309323847294,140672,,,1558,0.48358020186424255,-9.417533874511719e-06,0.00021566820214502513,0.0,145.72296142578125,548.0,-0.004776459187269211,0.0003482447937130928,282.8167653083801,1763260341.1526134
-0.007018590345978737,140800,,,1559,0.5133886933326721,0.02958005666732788,0.00021559139713644981,0.0,0.006110258866101503,548.0,-0.006878849118947983,0.0018691830337047577,283.03069138526917,1763260341.3665395
0.025539599359035492,141184,,,1563,0.4758792519569397,7.37905502319336e-05,0.00021536098211072385,0.0,134.20252990722656,548.0,-0.019814524799585342,0.0023822179064154625,283.6551356315613,1763260341.9909837
,141558,500.0,500.0,1566,,,,,,,,,284.14852690696716,1763260342.484375
0.0037828246131539345,143744,,,1588,0.4701768755912781,0.11510956287384033,0.00021382488193921745,0.0,0.006387531291693449,549.0,-0.004972424358129501,0.0020763548091053963,288.0929026603699,1763260346.4287508
-0.013187449425458908,143872,,,1589,0.48481664061546326,-0.7401605844497681,0.00021374807693064213,0.001953125,0.0004676689568441361,549.0,-0.011399630457162857,0.0019675586372613907,288.30124139785767,1763260346.6370895
0.0009238477796316147,144640,,,1597,0.4719078540802002,-6.866455078125e-05,0.0002132872468791902,0.0078125,133.76927185058594,550.0,0.00730561837553978,0.0007216054946184158,289.32552576065063,1763260347.6613739
0.0027859918773174286,145664,,,1607,0.5821889638900757,4.690885543823242e-05,0.00021267280681058764,0.0,287.4888610839844,551.0,0.00021424144506454468,3.164634108543396e-05,290.50018405914307,1763260348.8360322
0.006389888934791088,145920,,,1609,0.5255003571510315,0.04833817481994629,0.000212519196793437,0.00390625,0.00040122022619470954,552.0,0.01402474008500576,0.0022363411262631416,290.77552223205566,1763260349.1113703
-0.004428744316101074,146048,,,1610,0.5836377143859863,-0.024790048599243164,0.00021244239178486168,0.0,0.00023018740466795862,552.0,-0.012467719614505768,0.0013037994503974915,290.9059970378876,1763260349.2418451
-0.007758395746350288,146176,,,1612,0.5771766901016235,1.9669532775878906e-06,0.00021236558677628636,0.0,207.83807373046875,552.0,-0.0075700543820858,0.0018628332763910294,291.0731728076935,1763260349.409021
0.00023857410997152328,147584,,,1626,0.5168552398681641,1.4483928680419922e-05,0.00021152073168195784,0.0,377.50958251953125,554.0,0.008785735815763474,0.0006622271612286568,292.63202595710754,1763260350.967874
0.0006255060434341431,148864,,,1638,0.5299474596977234,-0.15588676929473877,0.00021075268159620464,0.0,0.0003129853284917772,554.0,-0.007736265659332275,0.0014510788023471832,294.8085045814514,1763260353.1443527
0.0007141483947634697,153728,,,1687,0.4195885956287384,0.049318790435791016,0.0002078341058222577,0.0,0.005791745148599148,559.0,-0.010236095637083054,0.000604371540248394,301.32308292388916,1763260359.658931
3.9531849324703217e-05,158336,,,1732,0.4055367708206177,0.012242734432220459,0.00020506912551354617,0.0,0.000240731707890518,565.0,0.0034884996712207794,0.00026351679116487503,306.23780512809753,1763260364.5736532
-0.006173497997224331,159616,,,1745,0.49124786257743835,-0.00010991096496582031,0.00020430107542779297,0.0,470.4842529296875,566.0,-0.0035201385617256165,0.0008930684998631477,308.16950726509094,1763260366.5053554
0.0037245331332087517,160512,,,1753,0.47546127438545227,-0.16772127151489258,0.00020376344036776572,0.0,0.0001841472985688597,566.0,-0.005223577842116356,0.00024671386927366257,309.59379625320435,1763260367.9296443
,160569,500.0,500.0,1754,,,,,,,,,309.64418840408325,1763260367.9800365
-0.005431212484836578,161664,,,1765,0.5016515851020813,6.198883056640625e-05,0.00020307219529058784,0.0,184.1310577392578,567.0,0.001480095088481903,0.0012368112802505493,311.1040744781494,1763260369.4399226
0.013812889344990253,162048,,,1768,0.4143208861351013,-0.5745630264282227,0.00020284178026486188,0.013671875,0.00031374269747175276,568.0,-0.03651247173547745,0.004964998923242092,311.48660945892334,1763260369.8224576
-0.011757653206586838,162944,,,1777,0.43154290318489075,0.04882627725601196,0.00020230414520483464,0.005859375,0.0003528162487782538,569.0,-0.007905539125204086,0.000793803483247757,312.48222279548645,1763260370.818071
,167069,500.0,500.0,1818,,,,,,,,,319.246782541275,1763260377.5826306
,167569,500.0,500.0,1823,,,,,,,,,320.11673641204834,1763260378.4525845
,170400,500.0,500.0,1851,,,,,,,,,323.4031710624695,1763260381.7390192
,170900,500.0,500.0,1856,,,,,,,,,324.09431195259094,1763260382.43016
