losses/clipfrac,losses/explained_variance,charts/episodic_length,losses/old_approx_kl,charts/SPS,losses/value_loss,_runtime,losses/policy_loss,charts/episodic_return,losses/entropy,losses/approx_kl,global_step,charts/learning_rate,_step,_timestamp
0.0,0.2413787841796875,,0.0015130983665585518,562.0,0.0038144320715218782,310.08109521865845,-0.0012868382036685944,,0.5632655620574951,0.00035024527460336685,159616,0.00020430107542779297,1823,1763260368.519714
,,500.0,,,,314.08835077285767,,500.0,,,162483,,1851,1763260372.5269697
,,500.0,,,,314.9858875274658,,500.0,,,162983,,1856,1763260373.4245064
0.0,0.46205949783325195,,0.0056081730872392654,564.0,0.0029303990304470062,317.1489825248718,0.00040807202458381653,,0.5388715267181396,0.00014840252697467804,164224,0.00020153609511908144,1868,1763260375.5876014
0.0,-0.3566560745239258,,0.004456072114408016,564.0,0.001176471821963787,318.00319170951843,-0.0016338657587766647,,0.4807227849960327,0.0003779670223593712,164736,0.00020122887508478016,1873,1763260376.4418106
0.0,0.16718506813049316,,-0.005052225664258003,564.0,0.003072568215429783,318.62013053894043,0.0005065165460109711,,0.4573652148246765,0.000376380980014801,165120,0.0002009984600590542,1877,1763260377.0587494
0.0,-5.0902366638183594e-05,,0.005511702038347721,565.0,377.5035705566406,320.10398626327515,0.005460597574710846,,0.4534602165222168,0.000723143108189106,166016,0.00020046082499902695,1886,1763260378.5426052
,,500.0,,,,321.2318549156189,,500.0,,,166983,,1895,1763260379.6704738
0.00390625,0.34011131525039673,,0.01729961857199669,567.0,0.000923805870115757,322.2648241519928,-0.013505581766366959,,0.43592095375061035,0.0030299508944153786,167808,0.00019938555487897247,1903,1763260380.703443
0.0,0.0005761981010437012,,-0.0010293293744325638,567.0,384.8598327636719,322.57919120788574,-0.002293497323989868,,0.5349751710891724,0.00028516724705696106,168064,0.00019923194486182183,1906,1763260381.01781
0.0,0.18514281511306763,,0.007298707030713558,568.0,0.0001347745128441602,324.2054650783539,-2.5037676095962524e-05,,0.43726861476898193,0.001995163969695568,169344,0.00019846389477606863,1918,1763260382.644084
,,500.0,,,,324.4769871234894,,500.0,,,169483,,1920,1763260382.915606
0.0,0.0003821849822998047,,-0.008210726082324982,570.0,274.0523986816406,328.1311500072479,0.002368539571762085,,0.5705819129943848,0.0006402302533388138,172032,0.00019685100414790213,1945,1763260386.569769
,,500.0,,,,329.8230330944061,,500.0,,,173483,,1959,1763260388.261652
0.0,-0.003330826759338379,,0.0010806508362293243,573.0,8.363357483176515e-05,331.50557708740234,-0.015372417867183685,,0.5124324560165405,0.00033054500818252563,174976,0.00019508448895066977,1973,1763260389.944196
0.0,0.3683549165725708,,0.010422791354358196,574.0,0.005308778956532478,332.8981297016144,-0.0013615572825074196,,0.5601820349693298,0.0004853559657931328,176128,0.00019439324387349188,1985,1763260391.3367486
0.0,-0.6540559530258179,,0.0028884708881378174,575.0,0.00047201020061038435,333.6512951850891,0.008544035255908966,,0.611164391040802,0.0010618139058351517,176768,0.00019400921883061528,1991,1763260392.089914
0.001953125,0.4720139503479004,,0.000467933714389801,576.0,6.792305066483095e-05,334.92897391319275,-0.009039238095283508,,0.5249972343444824,0.0014398470520973206,177920,0.0001933179737534374,2002,1763260393.3675928
0.0,0.5434579849243164,,-0.004682215861976147,577.0,0.00020270618551876396,335.4836871623993,-0.005441315472126007,,0.6024948358535767,0.0004258127883076668,178432,0.00019301075371913612,2007,1763260393.922306
0.0,-3.0203967094421387,,0.013970939442515373,578.0,0.00035805502557195723,336.477486371994,-0.008299000561237335,,0.5681488513946533,0.0022521261125802994,179328,0.00019247311865910888,2016,1763260394.9161053
0.0,0.0008237361907958984,,0.003729177638888359,578.0,262.0259704589844,336.87174224853516,0.00012038368731737137,,0.4692009687423706,0.00017093494534492493,179584,0.00019231950864195824,2019,1763260395.3103611
0.0,0.0005165338516235352,,0.00758683867752552,578.0,285.3031311035156,337.7372028827667,-0.002235613763332367,,0.5645482540130615,0.0006766766309738159,180096,0.00019201228860765696,2024,1763260396.1758218
0.013671875,-0.43874919414520264,,0.04411184787750244,578.0,0.0004996528732590377,338.36168360710144,-0.04212917387485504,,0.49152812361717224,0.007496164180338383,180480,0.000191781873581931,2027,1763260396.8003025
0.03125,0.0017338395118713379,,0.006567849777638912,578.0,0.002865297719836235,338.6017270088196,-0.030407600104808807,,0.5108088254928589,0.005518152378499508,180608,0.00019170506857335567,2029,1763260397.040346
0.001953125,0.29675525426864624,,0.007554954849183559,578.0,0.004738431423902512,339.4211392402649,0.0010705208405852318,,0.5329082608222961,0.0016088830307126045,181120,0.0001913978485390544,2034,1763260397.8597581
,,212.0,,,,341.1761236190796,,212.0,,,182195,,2045,1763260399.6147425
0.0,0.00016736984252929688,,0.008251492865383625,578.0,443.62908935546875,342.28983783721924,0.0005753897130489349,,0.49668088555336,0.0006499430164694786,182784,0.00019039938342757523,2051,1763260400.7284567
0.0,0.07842975854873657,,-0.0027184542268514633,578.0,0.0055314283818006516,342.49245953559875,-0.0008126087486743927,,0.6127527356147766,0.00039964355528354645,182912,0.0001903225784189999,2052,1763260400.9310784
0.0,-0.0001437664031982422,,0.00036251824349164963,578.0,101.26900482177734,345.65210580825806,-8.83638858795166e-05,,0.5850182771682739,0.00018156226724386215,184704,0.00018924730829894543,2070,1763260404.0907247
0.0,0.45535582304000854,,0.003464384935796261,578.0,0.004378229379653931,346.79286670684814,0.0018182061612606049,,0.4662304222583771,0.0001682499423623085,185344,0.00018886328325606883,2076,1763260405.2314856
0.001953125,-0.575361967086792,,0.006260932423174381,579.0,0.00016743168816901743,349.0579113960266,-0.009117715060710907,,0.518461287021637,0.002049569971859455,187136,0.00018778801313601434,2093,1763260407.4965303
,,500.0,,,,349.0913555622101,,500.0,,,187195,,2094,1763260407.5299745
0.0,-1.3096137046813965,,-0.01090964674949646,582.0,0.0001258085248991847,351.8066289424896,-0.014233870431780815,,0.48999547958374023,0.0015855878591537476,189568,0.00018632871797308326,2117,1763260410.2452478
0.0,-0.5549036264419556,,-0.004429328255355358,582.0,0.00023180707648862153,355.7669458389282,-0.007836349308490753,,0.517872154712677,0.00030117202550172806,192000,0.0001848694373620674,2141,1763260414.2055647
0.001953125,0.28579020500183105,,0.013182872906327248,582.0,0.00020621312432922423,356.62611269950867,-0.01799800992012024,,0.5242870450019836,0.004787047393620014,192512,0.00018456221732776612,2146,1763260415.0647316
0.001953125,-0.2926630973815918,,-0.0035999128594994545,582.0,0.0003350069746375084,356.83462476730347,3.0077993869781494e-05,,0.43514007329940796,0.00016954261809587479,192640,0.0001844854123191908,2147,1763260415.2732437
,,500.0,,,,356.87652111053467,,500.0,,,192695,,2148,1763260415.31514
0.0,0.2931751012802124,,0.002890092320740223,582.0,0.004973540548235178,358.24289631843567,-0.001133795827627182,,0.45095953345298767,0.0003755064681172371,193408,0.00018402458226773888,2155,1763260416.6815152
,,500.0,,,,361.20159673690796,,500.0,,,195195,,2172,1763260419.6402156
0.0,-0.22891736030578613,,-0.004515141248703003,582.0,0.00018395100778434426,363.76322174072266,-0.004836436361074448,,0.55176842212677,0.0005233939737081528,196480,0.0001821812620619312,2185,1763260422.2018406
,,500.0,,,,364.93836307525635,,500.0,,,197195,,2192,1763260423.376982
0.0,0.0004926323890686035,,0.00532179418951273,582.0,419.3779602050781,366.0931725502014,0.004204981029033661,,0.44920507073402405,0.00022686365991830826,197760,0.000181413211976178,2198,1763260424.5317914
0.0,0.1098623275756836,,-0.010803072713315487,582.0,0.004190392326563597,366.33068108558655,-0.004207991063594818,,0.5227367877960205,0.0004634605720639229,197888,0.00018133640696760267,2199,1763260424.7693
0.00390625,-1.712930679321289,,0.0010061636567115784,582.0,0.0002722361241467297,368.5781629085541,-0.010257173329591751,,0.5019505023956299,0.0027151424437761307,199168,0.00018056835688184947,2211,1763260427.0167818
0.001953125,0.3959088921546936,,0.01855701580643654,581.0,0.007727198302745819,369.0600242614746,-0.025252684950828552,,0.4871026575565338,0.0025075385347008705,199424,0.00018041474686469883,2214,1763260427.4986432
0.0,-0.04422867298126221,,0.0017507914453744888,581.0,0.00034674780908972025,370.14928817749023,-0.004835605621337891,,0.5469735860824585,0.0009690746665000916,200064,0.00018003072182182223,2220,1763260428.587907
0.0,7.969141006469727e-05,,-0.003316374495625496,581.0,404.7532653808594,370.6008183956146,-0.0006680786609649658,,0.4856395721435547,0.0007799472659826279,200320,0.00017987711180467159,2223,1763260429.0394373
0.0,0.1500663161277771,,0.003601204603910446,581.0,0.00016267475439235568,371.008207321167,0.001189298927783966,,0.4929185211658478,0.00035700760781764984,200576,0.00017972350178752095,2225,1763260429.4468262
,,500.0,,,,371.06581020355225,,500.0,,,200695,,2226,1763260429.504429
0.0,-0.00012600421905517578,,0.0005618017166852951,581.0,279.1343688964844,371.2473158836365,0.0019993260502815247,,0.49556416273117065,3.684498369693756e-05,200704,0.00017964669677894562,2227,1763260429.6859348
,,500.0,,,,371.7550992965698,,500.0,,,201195,,2231,1763260430.1937182
0.0,-5.635350704193115,,-0.006783418357372284,582.0,0.00016605071141384542,372.31187915802,0.004990488290786743,,0.47467729449272156,0.0005975104868412018,201600,0.00017910906171891838,2235,1763260430.750498
,,500.0,,,,372.936972618103,,500.0,,,202195,,2241,1763260431.3755915
0.0,0.37795859575271606,,-0.009875756688416004,583.0,0.003734127851203084,373.82365250587463,0.004662523046135902,,0.4869803190231323,0.0011231349781155586,202880,0.00017834101163316518,2248,1763260432.2622714
0.0,-0.4396260976791382,,-0.003523576073348522,584.0,0.00014326328528113663,374.11631512641907,-0.004416055977344513,,0.5489366054534912,0.00207697506994009,203136,0.00017818740161601454,2250,1763260432.554934
0.0,-0.8432776927947998,,0.011071902699768543,584.0,0.005042294040322304,374.4395377635956,-0.006726406514644623,,0.5244717597961426,0.00045940373092889786,203392,0.0001780337915988639,2253,1763260432.8781567
0.0,0.0007925629615783691,,0.0005285898223519325,585.0,151.61721801757812,376.7607853412628,-0.0033568795770406723,,0.5342733263969421,0.00021980609744787216,205312,0.0001768817164702341,2272,1763260435.1994042
,,500.0,,,,377.7075934410095,,500.0,,,206195,,2280,1763260436.1462123
,,500.0,,,,379.5138659477234,,500.0,,,207695,,2295,1763260437.9524848
0.0,0.3803914189338684,,0.007175454869866371,588.0,0.00015474826795980334,379.9151146411896,-0.006560537964105606,,0.5266920328140259,0.0004875604063272476,208000,0.00017526881129015237,2298,1763260438.3537335
,,500.0,,,,381.2192528247833,,500.0,,,209195,,2310,1763260439.6578717
0.0,0.2962108850479126,,-0.002651883289217949,589.0,0.004818065091967583,381.4932310581207,0.0012793652713298798,,0.4480980336666107,2.48737633228302e-05,209408,0.00017442395619582385,2312,1763260439.93185
0.0,0.4283064007759094,,0.0004502013325691223,590.0,0.00035276287235319614,382.20391058921814,0.002955293282866478,,0.4299134612083435,0.0003742966800928116,210048,0.00017403994570486248,2318,1763260440.6425295
0.0,-0.6321296691894531,,-0.0020878417417407036,590.0,0.003640848910436034,382.6706132888794,-0.0022514015436172485,,0.4918486773967743,5.341600626707077e-05,210432,0.00017380953067913651,2322,1763260441.1092322
0.0,-0.30898022651672363,,-0.002546291798353195,590.0,0.00020873817265965044,382.9434359073639,-0.0007010027766227722,,0.5580377578735352,0.0002584774047136307,210688,0.00017365592066198587,2324,1763260441.3820548
,,500.0,,,,383.384642124176,,500.0,,,211195,,2329,1763260441.823261
,,500.0,,,,384.4854111671448,,500.0,,,212195,,2339,1763260442.92403
0.00390625,-1.9644927978515625,,0.02320973016321659,592.0,0.00026810841518454254,385.04002475738525,-0.007182404398918152,,0.5074995756149292,0.005518944934010506,212608,0.00017250384553335607,2343,1763260443.4786437
0.001953125,0.8285936117172241,,0.0029581254348158836,593.0,0.00010814949928317219,385.58587312698364,-0.005971014499664307,,0.5160112380981445,0.0020609693601727486,213120,0.0001721966254990548,2348,1763260444.024492
,,500.0,,,,386.2040145397186,,500.0,,,213695,,2354,1763260444.6426334
0.0,0.6056804656982422,,0.01146006491035223,594.0,0.00015078613068908453,387.29530000686646,-0.009732043370604515,,0.5364464521408081,0.0011592963710427284,214656,0.00017127496539615095,2363,1763260445.733919
0.0,0.00026613473892211914,,0.0028960779309272766,597.0,436.24737548828125,390.1548664569855,-0.0012594684958457947,,0.5262210369110107,0.00048689916729927063,217216,0.00016973886522464454,2389,1763260448.5934854
0.0,0.0015720725059509277,,0.005039687268435955,597.0,160.8933563232422,390.7415316104889,0.0022127097472548485,,0.5243848562240601,0.00024831946939229965,217728,0.00016943164519034326,2394,1763260449.1801505
0.0,0.0011299848556518555,,-0.0030613848939538,598.0,424.0953674316406,392.4538631439209,-0.004695724695920944,,0.4800378978252411,0.000201505608856678,219264,0.00016850998508743942,2409,1763260450.892482
0.0,-0.14709699153900146,,0.004937857389450073,600.0,0.0005628615617752075,394.4566946029663,0.001596260815858841,,0.5018548965454102,0.001513490453362465,221056,0.00016743471496738493,2426,1763260452.8953135
0.0,-0.20803594589233398,,-0.0015223529189825058,600.0,0.003808548441156745,394.89612579345703,-0.008944228291511536,,0.5049781799316406,0.0012025348842144012,221440,0.00016720429994165897,2430,1763260453.3347447
0.0,0.8456339836120605,,-0.0006896937265992165,602.0,0.006455780006945133,397.2634971141815,-0.009891809895634651,,0.5517944097518921,0.0011618463322520256,223360,0.00016605222481302917,2449,1763260455.702116
0.001953125,0.8715457916259766,,-0.0016308752819895744,603.0,0.0015073907561600208,399.1311671733856,-0.00988844409584999,,0.4947209358215332,0.0016957251355051994,225024,0.00016505375970155,2465,1763260457.569786
,,500.0,,,,402.11635065078735,,500.0,,,227695,,2491,1763260460.5549695
0.0,0.7488586902618408,,-0.004221952520310879,605.0,0.005238748621195555,402.38020277023315,0.004884779453277588,,0.5163036584854126,0.0003050072118639946,227840,0.00016336404951289296,2493,1763260460.8188217
,,500.0,,,,404.56961274147034,,500.0,,,229195,,2506,1763260463.0082316
0.0,-2.2549972534179688,,0.00528579019010067,606.0,0.0002519359113648534,405.8392446041107,-0.022039704024791718,,0.5029201507568359,0.003402508795261383,230016,0.00016205837891902775,2514,1763260464.2778635
0.0,-1.406907081604004,,0.05324292182922363,606.0,0.0005228295922279358,405.96805119514465,0.017890390008687973,,0.5017042756080627,0.0056480588391423225,230144,0.00016198157391045243,2515,1763260464.40667
0.00390625,0.09921824932098389,,0.009893817827105522,606.0,0.00028594359173439443,406.5973711013794,0.0007568076252937317,,0.49379459023475647,0.0026550330221652985,230656,0.00016167435387615114,2520,1763260465.03599
0.0,0.28481894731521606,,0.00021705124527215958,606.0,0.006607427261769772,408.7513515949249,-0.001181572675704956,,0.500140905380249,6.6426582634449e-05,231936,0.00016090630379039794,2533,1763260467.1899705
,,500.0,,,,409.8591034412384,,500.0,,,232695,,2540,1763260468.2977223
0.01953125,0.0984112024307251,,-0.019344598054885864,606.0,0.005326291546225548,411.0908544063568,-0.005638919770717621,,0.4080250561237335,0.00460115447640419,233344,0.00016006144869606942,2547,1763260469.5294733
,,500.0,,,,413.763468503952,,500.0,,,235695,,2570,1763260472.2020874
0.0,0.001492917537689209,,-4.4561922550201416e-05,608.0,89.46842193603516,413.89365124702454,-0.0006720675155520439,,0.5059727430343628,2.5857239961624146e-05,235776,0.00015860215353313833,2571,1763260472.3322701
0.0,0.0013991594314575195,,0.0007818602025508881,608.0,289.3088073730469,414.4609475135803,0.0010974183678627014,,0.472825825214386,3.123655915260315e-05,236288,0.00015829493349883705,2576,1763260472.8995664
0.0,-0.7848612070083618,,-0.0015299078077077866,608.0,0.007206263020634651,414.59762811660767,0.00019591674208641052,,0.45509055256843567,3.0513852834701538e-05,236416,0.00015821812849026173,2577,1763260473.036247
0.0,0.37239402532577515,,-0.007523253560066223,611.0,0.00020448208670131862,418.1818563938141,0.001706935465335846,,0.509546160697937,0.001597801223397255,239616,0.00015629800327587873,2608,1763260476.6204753
0.0,0.0009796619415283203,,-0.002017035149037838,611.0,410.2501525878906,418.33642387390137,-0.002223096787929535,,0.4347323179244995,0.00021514948457479477,239744,0.0001562211982673034,2610,1763260476.7750428
0.0,0.0012925267219543457,,0.003789832815527916,613.0,395.43389892578125,420.4964427947998,-0.001226453110575676,,0.5447739958763123,0.00017656199634075165,241792,0.00015499231813009828,2630,1763260478.9350617
0.0,0.42463237047195435,,-0.0014993809163570404,614.0,0.004520087968558073,421.1529862880707,-0.00996902585029602,,0.4920504689216614,0.0006004776805639267,242432,0.00015460829308722168,2636,1763260479.5916052
0.0,-3.059502124786377,,-0.002352719195187092,615.0,0.0007083707023411989,422.2271511554718,0.0035323798656463623,,0.5118825435638428,0.0004656771197915077,243456,0.00015399385301861912,2646,1763260480.66577
0.0,0.16391640901565552,,-0.0033265966922044754,615.0,0.0003414702950976789,422.35055565834045,0.0017894376069307327,,0.5125324130058289,0.0007429458200931549,243584,0.0001539170480100438,2647,1763260480.7891746
,,500.0,,,,422.38758969306946,,500.0,,,243695,,2648,1763260480.8262086
,,500.0,,,,424.51827907562256,,500.0,,,245695,,2668,1763260482.956898
,,500.0,,,,425.0654900074005,,500.0,,,246195,,2673,1763260483.504109
,,500.0,,,,426.1768457889557,,500.0,,,247195,,2683,1763260484.6154647
0.013671875,-1.4427716732025146,,0.0013919780030846596,618.0,0.0008748014224693179,426.6858961582184,0.011233557015657425,,0.4951525926589966,0.004828033037483692,247680,0.00015145928773563355,2687,1763260485.124515
0.0,0.0006974339485168457,,0.00042912084609270096,618.0,205.33523559570312,426.90446615219116,0.0007954277098178864,,0.487031489610672,0.0005045542493462563,247808,0.00015138248272705823,2689,1763260485.343085
0.0,-1.0162379741668701,,0.0011488460004329681,618.0,0.00033270727726630867,427.34325194358826,-0.0007741749286651611,,0.5856015682220459,7.172860205173492e-05,248192,0.00015115206770133227,2692,1763260485.7818708
,,500.0,,,,431.6743586063385,,500.0,,,252195,,2732,1763260490.1129775
0.0,0.0009070634841918945,,-0.003509148024022579,623.0,379.4369201660156,433.85382771492004,0.0010419264435768127,,0.4724726676940918,4.5622698962688446e-05,254208,0.00014754224685020745,2752,1763260492.2924466
0.0,9.47117805480957e-05,,0.0021047228947281837,624.0,120.22868347167969,434.39002990722656,-0.004427526146173477,,0.4715670347213745,0.000614670105278492,254720,0.00014723502681590617,2757,1763260492.8286488
0.0,0.0013387799263000488,,0.0011215629056096077,625.0,486.8856201171875,436.0868356227875,0.00032022222876548767,,0.4522165060043335,0.0004836181178689003,256256,0.00014631336671300232,2772,1763260494.5254545
0.0,0.0013568401336669922,,0.00219759251922369,626.0,263.4576110839844,437.1706278324127,-0.007277641445398331,,0.4463612139225006,0.001458798535168171,257280,0.00014569892664439976,2782,1763260495.6092467
0.0,0.2670038938522339,,0.0014540674164891243,626.0,0.005275052040815353,437.2946825027466,0.0016122199594974518,,0.5002216696739197,4.697311669588089e-05,257408,0.00014562212163582444,2783,1763260495.7333014
0.0,-1.0647759437561035,,-0.007954362779855728,627.0,0.005064408760517836,438.4197516441345,-0.005373504012823105,,0.4656953811645508,0.00044948048889636993,258432,0.00014500768156722188,2793,1763260496.8583705
0.0,-1.1970534324645996,,0.018447445705533028,629.0,0.00040761573472991586,442.28170919418335,-0.011707399040460587,,0.4700087308883667,0.001495635136961937,261632,0.00014308755635283887,2824,1763260500.720328
0.0,0.6174652576446533,,-0.0032791094854474068,630.0,0.00011325808736728504,444.37954354286194,-0.0028273537755012512,,0.5215470790863037,8.258875459432602e-05,263552,0.00014193548122420907,2843,1763260502.8181624
0.00390625,0.36406606435775757,,0.005321946926414967,631.0,0.000262529996689409,445.97419118881226,0.002484068274497986,,0.5017854571342468,0.003038940019905567,264960,0.00014109062612988055,2857,1763260504.41281
0.0,0.3808087706565857,,-0.002080499194562435,633.0,0.00026476665516383946,448.79471135139465,-0.0013953400775790215,,0.4780523478984833,0.00031466875225305557,267520,0.00013955452595837414,2882,1763260507.2333302
0.0,0.0030487775802612305,,-0.007004504092037678,633.0,233.21548461914062,449.64089703559875,0.0015512406826019287,,0.4954415261745453,0.001011948101222515,268288,0.00013909369590692222,2890,1763260508.079516
0.0,0.7693008184432983,,-0.0006913319230079651,635.0,0.0005610265652649105,451.91312074661255,0.003398764878511429,,0.4494848847389221,0.0005971286445856094,270464,0.000137788025313057,2911,1763260510.3517396
0.0,-0.16019690036773682,,0.03468157351016998,637.0,0.008355952799320221,454.4695348739624,-0.03165009617805481,,0.45522481203079224,0.003793535754084587,272896,0.00013632873015012592,2935,1763260512.9081538
0.0,0.0024031400680541992,,-0.0019966205582022667,638.0,495.8741455078125,455.9254786968231,-0.005462262779474258,,0.46364784240722656,0.0003166189417243004,274304,0.0001354838750557974,2949,1763260514.3640976
0.0,-0.43189823627471924,,0.010737241245806217,639.0,0.0008911332697607577,457.16218519210815,-0.010594338178634644,,0.43690404295921326,0.0009668739512562752,275456,0.00013479262997861952,2960,1763260515.600804
0.005859375,0.2955363392829895,,0.014744462445378304,640.0,0.000589783419854939,458.7881429195404,-0.027707569301128387,,0.38429585099220276,0.0034134630113840103,276992,0.00013387096987571567,2975,1763260517.2267618
0.0,0.7890948057174683,,0.0006694067269563675,641.0,0.005168064497411251,460.3189024925232,-0.0013098344206809998,,0.45750343799591064,4.0339305996894836e-05,278400,0.00013302611478138715,2989,1763260518.7575214
,,500.0,,,,461.1765112876892,,500.0,,,279195,,2997,1763260519.6151302
,,500.0,,,,462.73801350593567,,500.0,,,280695,,3011,1763260521.1766324
,,500.0,,,,467.18661308288574,,500.0,,,284695,,3051,1763260525.625232
0.0,0.3844805955886841,,0.000489342026412487,645.0,0.0049932305701076984,467.4569582939148,-0.005125313997268677,,0.4865674376487732,9.913649410009384e-05,284928,0.00012910905934404582,3053,1763260525.8955772
0.0,-0.000699162483215332,,0.0030450215563178062,646.0,448.6182861328125,468.91253209114075,-0.002755187451839447,,0.43918174505233765,0.00036560650914907455,286208,0.00012834100925829262,3066,1763260527.351151
,,500.0,,,,469.36890268325806,,500.0,,,286695,,3070,1763260527.8075216
0.00390625,0.7148928642272949,,0.020221449434757233,647.0,0.0003435680700931698,470.89174699783325,-0.014296939596533775,,0.4361283779144287,0.00174007099121809,288000,0.00012726573913823813,3083,1763260529.330366
0.0,-3.2563366889953613,,-0.0013928813859820366,648.0,0.0010224295547232032,472.59103441238403,-0.0030262507498264313,,0.42381173372268677,0.0002917042002081871,289536,0.0001263440790353343,3098,1763260531.0296533
0.025390625,0.4032057523727417,,-0.007840819656848907,649.0,0.0011913328198716044,473.153440952301,-0.005133338272571564,,0.42728495597839355,0.005660979077219963,290048,0.00012603687355294824,3103,1763260531.5920599
0.0,-0.998798131942749,,0.0006947536021471024,650.0,0.001001109485514462,475.88602352142334,-0.0024080611765384674,,0.4545392692089081,9.93683934211731e-05,292480,0.00012457757839001715,3127,1763260534.3246424
,,500.0,,,,476.0626447200775,,500.0,,,292695,,3129,1763260534.5012636
0.0,0.7772822380065918,,-0.000539715401828289,651.0,0.0052684904076159,477.44886088371277,0.0009991452097892761,,0.444179505109787,0.00012231338769197464,293888,0.00012373272329568863,3141,1763260535.8874798
0.0,-3.5922508239746094,,-2.7655623853206635e-05,651.0,0.00041974923806264997,477.6976249217987,0.0009611360728740692,,0.48869064450263977,0.00025851186364889145,294144,0.000123579113278538,3143,1763260536.1362438
0.0,0.16658669710159302,,-0.015130099840462208,651.0,0.00714378384873271,477.98984241485596,-0.00423726812005043,,0.4037935137748718,0.0006583360955119133,294400,0.00012342550326138735,3146,1763260536.4284613
0.0,0.8421729803085327,,-0.005742591805756092,653.0,0.004858636297285557,480.64118099212646,0.003745698370039463,,0.46233588457107544,0.00039839092642068863,296832,0.00012196620809845626,3170,1763260539.0798
,,500.0,,,,481.9485020637512,,500.0,,,298195,,3183,1763260540.387121
,,500.0,,,,482.4816908836365,,500.0,,,298695,,3188,1763260540.9203098
,,500.0,,,,485.44234561920166,,500.0,,,301695,,3217,1763260543.8809645
0.0,0.8513460159301758,,0.006529997102916241,657.0,0.0057281386107206345,486.2171721458435,0.000535719096660614,,0.4810592830181122,0.00016900990158319473,302336,0.00011866359272971749,3224,1763260544.655791
,,500.0,,,,488.388076543808,,500.0,,,304695,,3247,1763260546.8266954
0.0,-0.606131911277771,,0.0007076794281601906,659.0,0.0005750167765654624,488.70294880867004,-0.004220981150865555,,0.3366676867008209,0.0005036992952227592,305024,0.00011705069482559338,3250,1763260547.1415677
,,500.0,,,,488.8301270008087,,500.0,,,305195,,3252,1763260547.268746
0.0,-0.7141691446304321,,-0.0003732191398739815,660.0,0.0009069489315152168,489.1486189365387,0.0006469041109085083,,0.3701336681842804,0.00016235653311014175,305536,0.0001167434747912921,3255,1763260547.5872378
0.0,-1.9478516578674316,,0.0004991171881556511,660.0,0.005736718885600567,489.5170171260834,-0.0009987056255340576,,0.40413764119148254,0.00012486521154642105,305920,0.00011651305976556614,3259,1763260547.955636
0.0,5.4776668548583984e-05,,-0.0006615845486521721,661.0,515.6832885742188,490.6724407672882,-0.00029984861612319946,,0.4525662362575531,0.0003096358850598335,307200,0.00011574500967981294,3272,1763260549.1110597
0.0,-0.5533589124679565,,-0.002211392857134342,661.0,0.0007260660058818758,491.00495195388794,-0.00029139965772628784,,0.42092829942703247,0.0007098810747265816,307584,0.00011551459465408698,3275,1763260549.4435709
,,500.0,,,,491.04162645339966,,500.0,,,307695,,3276,1763260549.4802454
,,500.0,,,,492.87748408317566,,500.0,,,309695,,3296,1763260551.316103
0.001953125,-3.095850944519043,,-0.015864461660385132,664.0,0.00047913522575981915,493.1894519329071,-0.009387312456965446,,0.49056631326675415,0.0018129721283912659,310016,0.00011405529949115589,3299,1763260551.6280708
0.0,0.027955710887908936,,0.0027597034350037575,667.0,0.0006960084429010749,496.79843521118164,-0.00012577325105667114,,0.5563518404960632,3.5031698644161224e-05,313984,0.00011167434422532097,3338,1763260555.237054
0.0,0.0014878511428833008,,-0.0054939137771725655,668.0,234.33094787597656,497.9483234882355,0.007253870368003845,,0.5295136570930481,0.0005099428817629814,315264,0.00011090630141552538,3351,1763260556.3869424
0.0,0.35742104053497314,,0.012700256891548634,669.0,0.006438113749027252,498.5040352344513,-0.019845090806484222,,0.4924446940422058,0.001992541365325451,315904,0.00011052227637264878,3357,1763260556.9426541
,,500.0,,,,498.82508730888367,,500.0,,,316195,,3360,1763260557.2637062
0.0,0.132685124874115,,0.0007844185456633568,672.0,0.0009125869255512953,502.37098932266235,-0.00898929312825203,,0.4971742033958435,0.001568448729813099,320128,0.00010798771108966321,3398,1763260560.8096082
0.0,-0.1252765655517578,,-0.0020798509940505028,672.0,0.007774980738759041,502.59427762031555,0.00183156318962574,,0.5520709753036499,0.0003648390993475914,320384,0.00010783410107251257,3401,1763260561.0328965
0.0,0.4851136803627014,,-0.007078557275235653,673.0,0.009138757362961769,503.0763957500458,-0.016799956560134888,,0.5098311305046082,0.0009913025423884392,320896,0.00010752688103821129,3406,1763260561.5150146
0.0,0.16944944858551025,,0.0032489504665136337,673.0,0.0020415561739355326,503.1876127719879,-0.006008479744195938,,0.456260621547699,0.0007974915206432343,321024,0.00010745007602963597,3407,1763260561.6262317
,,500.0,,,,504.23119735717773,,500.0,,,322195,,3419,1763260562.6698163
0.0,0.6955046057701111,,-0.0009479271247982979,674.0,0.003906712401658297,504.8898320198059,-0.0017771385610103607,,0.4727320373058319,5.6148506700992584e-05,322944,0.00010629800090100616,3426,1763260563.328451
,,500.0,,,,505.07230710983276,,500.0,,,323195,,3428,1763260563.510926
0.0,0.4915845990180969,,0.00021963845938444138,675.0,0.005034215748310089,505.7078733444214,4.0125101804733276e-05,,0.5507261753082275,1.1762604117393494e-06,323840,0.00010576036584097892,3435,1763260564.1464922
0.0,0.032680630683898926,,0.010308565571904182,676.0,0.007900512777268887,507.12952184677124,-0.00010978104546666145,,0.5354865789413452,0.0008485205471515656,325376,0.00010483871301403269,3450,1763260565.5681407
