losses/approx_kl,charts/episodic_return,losses/policy_loss,global_step,_timestamp,losses/entropy,losses/explained_variance,losses/value_loss,losses/clipfrac,_step,charts/learning_rate,charts/episodic_length,_runtime,losses/old_approx_kl,charts/SPS
0.0013360679149627686,,-0.006148623302578926,31744,1763260153.3398206,0.591464102268219,0.20478522777557373,102.03858947753906,0.0,490,0.0002810291771311313,,94.90258073806763,0.010036388412117958,463.0
0.00012712366878986359,,-0.0014606565237045288,33152,1763260156.1229353,0.6031627655029297,-1.4832000732421875,14.558220863342285,0.0,504,0.00028018432203680277,,97.68569540977478,0.003892853856086731,464.0
,445.0,,34155,1763260158.0253048,,,,,515,,445.0,99.58806490898132,,
0.00014327559620141983,,0.00018659979104995728,35584,1763260161.009989,0.5709203481674194,-0.044164180755615234,9.42324161529541,0.0,530,0.0002787250268738717,,102.57274913787842,0.005311691202223301,466.0
1.802109181880951e-06,,-0.0006090365350246429,36352,1763260162.6244462,0.5325771570205688,0.6186501979827881,8.055975914001465,0.0,539,0.00027826419682241976,,104.18720626831055,0.00036590825766324997,467.0
,246.0,,37025,1763260163.9819713,,,,,547,,246.0,105.5447313785553,,
0.001451428048312664,,-0.0025869756937026978,37760,1763260165.5721598,0.6010773181915283,0.73370760679245,10.495309829711914,0.0,555,0.00027741934172809124,,107.13491988182068,-0.010227863676846027,467.0
,323.0,,38095,1763260166.1514761,,,,,559,,323.0,107.71423625946045,,
,500.0,,38934,1763260167.972805,,,,,568,,500.0,109.53556513786316,,
5.595572292804718e-05,,-0.001971982419490814,41472,1763260173.2667043,0.5385115146636963,0.9737182855606079,4.975954532623291,0.0,595,0.0002751920255832374,,114.82946443557739,-0.0028787124902009964,468.0
8.140783756971359e-05,,0.000687718391418457,43136,1763260176.699781,0.5680601000785828,-0.0013036727905273438,237.961669921875,0.0,612,0.00027419356047175825,,118.26254105567932,-0.0019448669627308846,469.0
0.00044739991426467896,,-0.00491032749414444,43392,1763260177.1973624,0.5621258020401001,0.718926727771759,6.296980381011963,0.0,614,0.0002740399504546076,,118.76012253761292,0.0072460658848285675,469.0
0.0009904587641358376,,-0.0003815311938524246,44800,1763260180.1582189,0.5360031127929688,-0.6427786350250244,3.9753170013427734,0.0,630,0.0002731950953602791,,121.72097897529602,-0.0011459225788712502,469.0
0.000508560799062252,,0.0042946832254529,45312,1763260181.2704709,0.5186444520950317,0.6377578973770142,3.392240285873413,0.0,636,0.0002728878753259778,,122.83323097229004,0.005132189951837063,469.0
2.6755034923553467e-05,,3.5375356674194336e-05,45696,1763260182.0219603,0.5512128472328186,0.0005642175674438477,263.1127014160156,0.0,640,0.00027265746030025184,,123.58472037315369,-0.002152087166905403,470.0
,358.0,,46651,1763260183.856217,,,,,650,,358.0,125.41897702217102,,
0.0009875213727355003,,-0.014974482357501984,47744,1763260186.3392484,0.5664647221565247,0.9482554793357849,22.480121612548828,0.0,664,0.0002714285801630467,,127.90200853347778,0.021814830601215363,470.0
0.0002289535477757454,,-0.002314351499080658,49536,1763260190.1979475,0.5951654314994812,0.27518612146377563,6.440069198608398,0.0,684,0.00027035331004299223,,131.76070761680603,0.0036577796563506126,470.0
,305.0,,49937,1763260191.0693598,,,,,689,,305.0,132.6321198940277,,
,205.0,,50771,1763260192.7177923,,,,,698,,205.0,134.28055238723755,,
0.0012339837849140167,,-0.008880272507667542,51200,1763260193.7382128,0.5129488110542297,-0.7565547227859497,2.4469804763793945,0.0,702,0.00026935484493151307,,135.3009729385376,-0.007126690819859505,470.0
2.5355257093906403e-05,,0.0015985071659088135,51584,1763260194.6151116,0.5942795276641846,0.764089047908783,126.89605712890625,0.0,707,0.0002691244299057871,,136.17787170410156,0.0003860006108880043,469.0
,445.0,,53736,1763260198.9499247,,,,,729,,445.0,140.51268482208252,,
0.0023876363411545753,,-0.015467673540115356,56448,1763260204.6951914,0.5294775366783142,-1.2154860496520996,0.5403022170066833,0.001953125,757,0.00026620583957992494,,146.25795149803162,-0.0014628050848841667,470.0
0.0003401832655072212,,-0.007009971886873245,56960,1763260205.7043428,0.5576286315917969,0.05250173807144165,0.3381192982196808,0.0,762,0.00026589861954562366,,147.26710295677185,0.0076425811275839806,471.0
9.878352284431458e-05,,-0.00017105787992477417,57472,1763260206.746124,0.5568410754203796,-0.3417907953262329,0.28770118951797485,0.0,767,0.0002655913995113224,,148.30888414382935,-0.0007277559489011765,471.0
,500.0,,58213,1763260208.1445487,,,,,775,,500.0,149.70730876922607,,
0.0005819136276841164,,0.0007933937013149261,59392,1763260210.8133113,0.5423797965049744,-0.19708216190338135,0.129201740026474,0.0,788,0.0002644393243826926,,152.37607145309448,-0.007813290692865849,471.0
,133.0,,60146,1763260212.2676158,,,,,797,,133.0,153.8303759098053,,
0.00015519093722105026,,-0.003881361335515976,61056,1763260214.2537935,0.6132626533508301,-0.100669264793396,0.06913243234157562,0.0,806,0.0002634408592712134,,155.81655359268188,0.0011495547369122505,471.0
,379.0,,61869,1763260215.8558466,,,,,815,,379.0,157.41860675811768,,
0.005563307553529739,,0.010898511856794357,66816,1763260225.8053348,0.5310945510864258,-0.32303833961486816,0.00017790286801755428,0.0234375,863,0.000259984633885324,,167.36809492111206,-0.005058474838733673,473.0
0.008092374540865421,,0.012340828776359558,67712,1763260227.6552625,0.5063867568969727,-0.8460904359817505,0.002336106961593032,0.013671875,872,0.00025944699882529676,,169.21802258491516,-0.003096352331340313,474.0
,125.0,,67994,1763260228.28013,,,,,876,,125.0,169.84289002418518,,
0.0007516937330365181,,-0.0021359771490097046,72064,1763260236.4759686,0.5637120604515076,0.0023827552795410156,709.86279296875,0.0,916,0.00025683562853373587,,178.03872871398926,0.005805137567222118,475.0
0.0037797093391418457,,-0.00785787496715784,72704,1763260237.7180922,0.5255491733551025,0.3777828812599182,0.004771529696881771,0.0,922,0.00025645160349085927,,179.28085231781006,0.01974891684949398,475.0
,500.0,,73494,1763260239.3237844,,,,,930,,500.0,180.88654446601868,,
0.00111347995698452,,-0.011228572577238083,74368,1763260241.072723,0.47209596633911133,-0.1071394681930542,0.0005818546051159501,0.0,938,0.0002554531383793801,,182.63548302650452,0.003741918131709099,475.0
0.0004517175257205963,,-0.006330103613436222,74624,1763260241.62684,0.5072333812713623,-0.00880122184753418,0.005068867467343807,0.0,941,0.00025529952836222947,,183.1896002292633,-0.0013145841658115387,475.0
0.0018603811040520668,,0.010246384888887405,74752,1763260241.8685613,0.4775580167770386,-0.08387649059295654,0.0005537147517316043,0.005859375,942,0.00025522272335365415,,183.43132138252258,0.0025965729728341103,475.0
0.0017442768439650536,,-0.0035392343997955322,75392,1763260243.1509788,0.5124003887176514,-1.0847187042236328,0.00018883317534346133,0.0,948,0.00025483869831077754,,184.71373891830444,0.007588283158838749,476.0
,500.0,,77994,1763260248.285651,,,,,974,,500.0,189.84841108322144,,
5.8234669268131256e-05,,-0.0004137977957725525,78592,1763260249.5866323,0.5229883193969727,0.0007025599479675293,395.8381042480469,0.0,980,0.00025291857309639454,,191.1493923664093,0.0016202544793486595,476.0
0.001032790169119835,,0.004179231822490692,79104,1763260250.6146348,0.5055520534515381,0.0002796649932861328,336.81182861328125,0.0,985,0.00025261135306209326,,192.17739486694336,0.005328284576535225,477.0
0.0055539533495903015,,-0.004541270434856415,80128,1763260252.6910093,0.4959368109703064,0.08069998025894165,0.004978230223059654,0.009765625,995,0.00025199694209732115,,194.2537693977356,-0.026977073401212692,477.0
0.006620799191296101,,0.005548387765884399,80384,1763260253.1818285,0.5544432401657104,0.04233741760253906,0.00019631664326880127,0.005859375,997,0.0002518433320801705,,194.74458861351013,0.01627587527036667,477.0
0.0007346607744693756,,-0.004187300801277161,82176,1763260256.7457492,0.4937187433242798,0.2002003788948059,0.005750803276896477,0.0,1015,0.00025076806196011603,,198.308509349823,-0.00896664708852768,477.0
0.0007112910971045494,,0.0027022850699722767,82688,1763260257.764436,0.5048657059669495,0.4210919141769409,0.007242887746542692,0.0,1020,0.00025046084192581475,,199.32719612121582,0.0052782343700528145,478.0
0.0012565189972519875,,0.006814548745751381,83840,1763260259.914419,0.46489417552948,0.10407000780105591,0.0006829238845966756,0.0,1031,0.00024976959684863687,,201.47717905044556,-0.008564581163227558,478.0
0.002973702736198902,,-0.006471406668424606,85760,1763260262.2460988,0.5704840421676636,0.23116761445999146,0.0004558261716738343,0.0,1050,0.00024861752172000706,,203.80885887145996,0.005878967233002186,483.0
0.0005753152072429657,,-0.0015034973621368408,86016,1763260262.5379205,0.5031090974807739,0.0001569986343383789,551.267578125,0.0,1053,0.0002484639117028564,,204.1006805896759,0.0072658732533454895,483.0
0.0004085041582584381,,-0.007680371403694153,86528,1763260263.4821365,0.4787003993988037,0.0002720355987548828,242.56405639648438,0.0,1058,0.00024815669166855514,,205.04489660263062,-0.0011272337287664413,484.0
0.0011489521712064743,,0.02430756390094757,89088,1763260268.073135,0.5200138092041016,0.0005818009376525879,253.19044494628906,0.0,1083,0.00024662059149704874,,209.6358950138092,-0.004639850929379463,486.0
0.004324860870838165,,0.007497172802686691,89984,1763260269.680909,0.4490598738193512,0.2699890732765198,0.0001000699630822055,0.033203125,1091,0.0002460829564370215,,211.24366903305054,0.016467567533254623,486.0
,500.0,,91494,1763260271.906106,,,,,1106,,500.0,213.46886610984802,,
0.0024651773273944855,,-0.0003155246376991272,92672,1763260273.345481,0.4141804575920105,0.007734239101409912,0.008027711883187294,0.00390625,1118,0.00024447005125693977,,214.90824103355408,0.0038366299122571945,491.0
1.5992671251296997e-05,,0.00015281885862350464,93440,1763260274.265779,0.3740723729133606,-0.013243675231933594,0.0002110073110088706,0.0,1125,0.00024400922120548785,,215.8285391330719,0.003114856779575348,493.0
0.00018833577632904053,,0.000382252037525177,94208,1763260275.749381,0.4558252990245819,-0.3800625801086426,0.007344292011111975,0.0,1133,0.00024354839115403593,,217.31214118003845,-0.004724716767668724,493.0
0.0016249781474471092,,0.011385269463062286,95488,1763260278.1117964,0.4974946975708008,0.09562802314758301,0.00015665090177208185,0.0078125,1145,0.00024278034106828272,,219.67455649375916,-0.00048155058175325394,493.0
0.0024063847959041595,,-0.0008127624168992043,97408,1763260282.188094,0.41850534081459045,0.044463276863098145,0.00033001916017383337,0.005859375,1164,0.00024162826593965292,,223.75085401535034,0.007794711738824844,493.0
,500.0,,97494,1763260282.2364364,,,,,1165,,500.0,223.7991964817047,,
0.0002656038850545883,,-0.0033250227570533752,98176,1763260283.5043106,0.4768528342247009,0.7318324446678162,0.005836039315909147,0.0,1172,0.000241167435888201,,225.06707072257996,-9.290315210819244e-05,494.0
0.000487559475004673,,-0.005758278071880341,99072,1763260284.5199938,0.4804953634738922,0.0009312629699707031,249.7593536376953,0.0,1181,0.00024062980082817376,,226.08275389671326,-0.0016444558277726173,496.0
4.178192466497421e-05,,-0.0015748441219329834,99584,1763260285.201477,0.4900423586368561,0.000639498233795166,353.3457946777344,0.0,1186,0.00024032258079387248,,226.76423716545105,-0.0003057820722460747,496.0
0.001542472280561924,,-0.009680673480033875,100736,1763260286.5667334,0.5097092986106873,0.5155097246170044,0.00668341713026166,0.0,1197,0.0002396313357166946,,228.12949347496033,0.00863609742373228,499.0
0.0009743431583046913,,-0.003791937604546547,102400,1763260288.5795825,0.5078359246253967,-0.002068758010864258,0.00041528241126798093,0.0,1213,0.00023863287060521543,,230.14234256744385,0.0039335573092103004,502.0
0.0006903093308210373,,0.0028624385595321655,102528,1763260288.7566001,0.4826885461807251,0.00016772747039794922,261.5787658691406,0.001953125,1215,0.0002385560655966401,,230.31936025619507,-0.006215481087565422,502.0
0.0017358595505356789,,-0.013820361346006393,103680,1763260290.1574697,0.49977999925613403,0.49712586402893066,0.008380676619708538,0.001953125,1226,0.00023786482051946223,,231.72022986412048,0.010579450987279415,504.0
0.0005119591951370239,,-0.00424465537071228,104064,1763260290.8662586,0.5648131966590881,0.0011266469955444336,394.3785095214844,0.0,1230,0.00023763440549373627,,232.42901873588562,0.01830362342298031,505.0
,500.0,,104494,1763260291.6378949,,,,,1234,,500.0,233.2006549835205,,
0.00020401179790496826,,-0.004646372050046921,105600,1763260293.8279371,0.49611732363700867,0.0008101463317871094,335.04754638671875,0.0,1245,0.00023671274539083242,,235.39069724082947,-0.001596003770828247,505.0
0.00017707236111164093,,-0.004323413595557213,106496,1763260295.4600697,0.528929591178894,0.0005649924278259277,156.63243103027344,0.0,1254,0.00023617511033080518,,237.02282977104187,-0.0028412435203790665,505.0
0.0008687963709235191,,0.014268714934587479,108288,1763260298.6647484,0.5003728866577148,0.25069427490234375,0.0003416889812797308,0.0,1271,0.0002350998402107507,,240.22750854492188,-0.002684696577489376,506.0
0.0003606649115681648,,0.007075274363160133,111104,1763260303.3411732,0.42384374141693115,0.0008019208908081055,243.9723663330078,0.0,1299,0.00023341014457400888,,244.90393328666687,0.0019976450130343437,508.0
0.005137292668223381,,-0.0005047619342803955,115200,1763260308.4709322,0.5817136764526367,-0.1299811601638794,0.0060196369886398315,0.021484375,1339,0.00023095238429959863,,250.03369235992432,0.02780868113040924,515.0
0.0026329392567276955,,-0.0071446336805820465,115328,1763260308.6352441,0.5744003653526306,0.05427354574203491,0.0005151728400960565,0.005859375,1340,0.00023087557929102331,,250.19800424575806,-0.010052257217466831,515.0
0.0002579186111688614,,0.0012647956609725952,116224,1763260309.7159703,0.5873193144798279,0.06048095226287842,0.007082217838615179,0.0,1349,0.00023033794423099607,,251.27873039245605,-0.0024042893201112747,516.0
7.135048508644104e-05,,0.0011350400745868683,117632,1763260311.557245,0.5466484427452087,0.13774734735488892,0.004644486587494612,0.0,1363,0.00022949308913666755,,253.12000513076782,0.0020377058535814285,518.0
0.004464142024517059,,-0.010969351977109909,117888,1763260311.8608768,0.5317412614822388,-0.06794559955596924,8.850102312862873e-05,0.0078125,1365,0.0002293394791195169,,253.42363691329956,-0.007502436637878418,519.0
0.00011598039418458939,,-0.0003652647137641907,118272,1763260312.3265564,0.4863032102584839,-0.6196250915527344,0.0027055926620960236,0.0,1370,0.00022910906409379095,,253.8893165588379,0.002267216332256794,519.0
0.0010449467226862907,,-0.012647837400436401,119296,1763260313.4802604,0.458163857460022,-0.1389228105545044,0.005492469761520624,0.0,1380,0.00022849462402518839,,255.04302048683167,-0.016526106745004654,521.0
0.007215164601802826,,-0.021064169704914093,119424,1763260313.6122563,0.5077900290489197,-0.9007436037063599,0.00033027364406734705,0.02734375,1381,0.00022841781901661307,,255.17501640319824,0.016266625374555588,521.0
0.001344684511423111,,-0.008931688964366913,120064,1763260314.371095,0.5747701525688171,-0.47948193550109863,0.0001751569361658767,0.0,1388,0.00022803379397373646,,255.9338550567627,-0.002686884254217148,523.0
5.0759874284267426e-05,,0.00016755610704421997,120704,1763260315.0942729,0.5545900464057922,5.97834587097168e-05,385.2209777832031,0.0,1395,0.00022764976893085986,,256.65703296661377,-0.00043149571865797043,524.0
0.0007733749225735664,,-0.0028324415907263756,121088,1763260315.5491889,0.6086220741271973,-0.043801069259643555,0.0008313563885167241,0.0,1399,0.0002274193539051339,,257.11194896698,0.00584744568914175,524.0
0.0022605350241065025,,0.00046779587864875793,121728,1763260316.2769322,0.5361192226409912,-0.08631765842437744,0.00027109889197163284,0.0078125,1405,0.0002270353288622573,,257.83969235420227,-0.00598763395100832,525.0
0.00018765591084957123,,0.0012227967381477356,124544,1763260320.9409966,0.43858155608177185,-0.05018770694732666,0.0005273599526844919,0.0,1432,0.00022534561867360026,,262.5037567615509,0.00047590024769306183,527.0
2.291705459356308e-05,,-0.0042899176478385925,124672,1763260321.1527147,0.48590776324272156,-0.6409900188446045,0.0002509061305318028,0.0,1433,0.00022526881366502494,,262.7154748439789,7.023569196462631e-05,527.0
0.00010346062481403351,,0.00024019181728363037,126848,1763260324.989686,0.5004341006278992,0.00036716461181640625,409.535888671875,0.0,1455,0.0002239631285192445,,266.55244612693787,0.0005511585623025894,528.0
0.0004342729225754738,,0.004927748814225197,126976,1763260325.2125893,0.4274834394454956,-0.032857298851013184,0.003996513318270445,0.0,1456,0.00022388632351066917,,266.7753493785858,0.003128056414425373,528.0
0.0007772613316774368,,-0.006068753078579903,127104,1763260325.376814,0.47784948348999023,-0.34315788745880127,0.0003893134999088943,0.0,1457,0.00022380951850209385,,266.9395740032196,-0.006557704880833626,528.0
0.00020170025527477264,,0.00023772567510604858,132864,1763260333.9470942,0.5233444571495056,-0.00014495849609375,344.5296630859375,0.00390625,1514,0.00022035330766811967,,275.5098543167114,0.00547894649207592,533.0
0.0026548895984888077,,-0.013387344777584076,133632,1763260334.8168607,0.47590476274490356,-0.0006394386291503906,0.0002132574445568025,0.001953125,1521,0.00021989247761666775,,276.37962079048157,-0.01642329804599285,534.0
0.0003946898505091667,,-0.0002948194742202759,134016,1763260335.259632,0.5280787348747253,-0.18414998054504395,0.0009018202545121312,0.0,1525,0.0002196620625909418,,276.8223922252655,0.008131218142807484,535.0
,500.0,,134264,1763260335.4623895,,,,,1527,,500.0,277.0251495838165,,
0.00190628319978714,,-0.01763336732983589,134400,1763260335.7408748,0.559299111366272,0.27795833349227905,0.005054634530097246,0.001953125,1529,0.00021943164756521583,,277.30363488197327,0.02228744886815548,535.0
0.0011170050129294395,,-0.0032715126872062683,134912,1763260336.3649554,0.49066510796546936,-0.02942502498626709,0.0052728536538779736,0.0,1534,0.00021912442753091455,,277.92771553993225,-0.00658027920871973,536.0
0.003092869184911251,,-0.027679257094860077,135168,1763260336.64463,0.4882373809814453,0.0422816276550293,0.00012292544124647975,0.0,1536,0.0002189708175137639,,278.20739006996155,0.004832223989069462,536.0
0.00024350453168153763,,0.0028201639652252197,135808,1763260337.4154646,0.43854135274887085,0.0006775856018066406,327.18585205078125,0.0,1543,0.0002185867924708873,,278.9782247543335,0.0034193703904747963,537.0
0.000626271590590477,,0.00594378262758255,136064,1763260337.6929832,0.4735334515571594,-0.38546299934387207,0.0003451334487181157,0.001953125,1545,0.00021843318245373666,,279.255743265152,-0.015811922028660774,538.0
0.010951071977615356,,-0.011127825826406479,136192,1763260337.8182123,0.516963005065918,-1.483823537826538,0.0004517112683970481,0.03515625,1546,0.00021835637744516134,,279.3809723854065,-0.0014013312757015228,538.0
0.0005528051406145096,,-0.00572432205080986,137344,1763260339.2060947,0.4777175486087799,0.00021642446517944336,438.4046630859375,0.0,1558,0.00021766513236798346,,280.7688548564911,0.004000606015324593,539.0
0.0002530030906200409,,-0.0031700171530246735,137472,1763260339.4323347,0.45587360858917236,0.0030974745750427246,0.005326167214661837,0.0,1559,0.00021758832735940814,,280.99509477615356,0.0036819465458393097,539.0
1.376960426568985e-05,,-0.0008533187210559845,137856,1763260340.1505685,0.4824759364128113,0.00024116039276123047,288.9214172363281,0.0,1563,0.00021735791233368218,,281.7133285999298,9.97418537735939e-05,539.0
0.002631532959640026,,-0.0034444667398929596,138240,1763260340.743578,0.48769357800483704,-0.05869770050048828,0.00010649975592968985,0.001953125,1566,0.00021712749730795622,,282.3063380718231,-0.005064063705503941,540.0
0.00011095963418483734,,-0.0035725049674510956,140544,1763260344.660147,0.4885905981063843,-0.06394374370574951,0.0005456990329548717,0.0,1588,0.00021574500715360045,,286.2229070663452,0.004352124407887459,540.0
0.0008287522941827774,,0.0004973001778125763,140672,1763260344.871015,0.47209107875823975,-0.26925480365753174,0.00020406207477208227,0.0,1589,0.00021566820214502513,,286.4337751865387,-0.003995399922132492,540.0
0.00023233052343130112,,0.007650942541658878,141440,1763260346.2661083,0.5081199407577515,-0.02103888988494873,0.004408083390444517,0.0,1597,0.0002152073720935732,,287.82886838912964,-0.0003207353875041008,540.0
0.0003137439489364624,,-0.000375896692276001,142464,1763260347.7344394,0.5545265674591064,0.0677032470703125,0.004999490920454264,0.0,1607,0.00021459293202497065,,289.29719948768616,-0.0036311019212007523,541.0
0.000762217678129673,,-0.004090987145900726,142720,1763260348.011929,0.5373421907424927,-0.15757334232330322,0.0002685795188881457,0.0,1609,0.00021443932200782,,289.57468914985657,0.018165223300457,542.0
,500.0,,142764,1763260348.04208,,,,,1610,,500.0,289.6048400402069,,
8.957553654909134e-05,,-0.0012837797403335571,142976,1763260348.3335164,0.533630907535553,0.18239110708236694,0.008736527524888515,0.0,1612,0.00021428571199066937,,289.896276473999,0.00033286865800619125,542.0
0.0001807594671845436,,-0.0033654808066785336,144384,1763260350.0254216,0.4977283775806427,-0.8851478099822998,0.00039842582191340625,0.0,1626,0.00021344085689634085,,291.5881817340851,0.004810879938304424,544.0
0.001359528861939907,,0.0095398910343647,145536,1763260351.502266,0.49551627039909363,-0.7008548974990845,0.0004905327805317938,0.0,1638,0.00021274961181916296,,293.0650260448456,-0.005899135954678059,545.0
,500.0,,150429,1763260358.7191641,,,,,1687,,500.0,300.2819242477417,,
0.0020167846232652664,,0.0089094378054142,155008,1763260363.9728892,0.4696687161922455,0.12363064289093018,0.005903560668230057,0.0,1732,0.0002070660557365045,,305.5356492996216,0.014985190704464912,555.0
0.0007819961756467819,,-0.007905444130301476,156288,1763260365.6678803,0.5233280062675476,-2.0265579223632812e-06,421.4996337890625,0.0,1745,0.0002062980056507513,,307.23064041137695,0.006312346085906029,556.0
0.0022274544462561607,,-0.009923264384269714,157184,1763260367.0826867,0.528907835483551,-0.2326270341873169,0.00044914637692272663,0.0,1753,0.00020576037059072405,,308.64544677734375,0.003548582084476948,556.0
