episodic_return,global_step
46,46
22,68
21,89
11,100
17,117
21,138
19,157
18,175
28,203
24,227
11,238
19,257
12,269
21,290
31,321
30,351
18,369
16,385
26,411
24,435
23,458
24,482
22,504
28,532
27,559
24,583
16,599
10,609
17,626
17,643
24,667
25,692
29,721
35,756
57,813
37,850
59,909
32,941
26,967
13,980
17,997
17,1014
28,1042
24,1066
55,1121
67,1188
16,1204
39,1243
42,1285
39,1324
17,1341
32,1373
28,1401
20,1421
49,1470
35,1505
89,1594
50,1644
16,1660
27,1687
40,1727
45,1772
24,1796
28,1824
24,1848
37,1885
27,1912
70,1982
61,2043
41,2084
35,2119
38,2157
16,2173
58,2231
31,2262
45,2307
16,2323
31,2354
31,2385
65,2450
40,2490
44,2534
35,2569
66,2635
52,2687
29,2716
45,2761
68,2829
80,2909
24,2933
68,3001
39,3040
66,3106
46,3152
75,3227
65,3292
98,3390
93,3483
81,3564
62,3626
50,3676
65,3741
81,3822
70,3892
72,3964
93,4057
33,4090
185,4275
123,4398
96,4494
109,4603
108,4711
140,4851
46,4897
94,4991
74,5065
39,5104
173,5277
132,5409
161,5570
145,5715
116,5831
91,5922
83,6005
147,6152
128,6280
71,6351
156,6507
243,6750
168,6918
126,7044
169,7213
59,7272
378,7650
64,7714
94,7808
166,7974
58,8032
119,8151
256,8407
164,8571
236,8807
25,8832
102,8934
336,9270
209,9479
173,9652
94,9746
500,10246
133,10379
210,10589
99,10688
129,10817
220,11037
179,11216
159,11375
241,11616
138,11754
239,11993
219,12212
108,12320
182,12502
32,12534
84,12618
135,12753
154,12907
52,12959
127,13086
113,13199
78,13277
152,13429
300,13729
172,13901
49,13950
193,14143
127,14270
156,14426
132,14558
190,14748
123,14871
175,15046
201,15247
406,15653
314,15967
155,16122
167,16289
214,16503
45,16548
216,16764
291,17055
220,17275
363,17638
232,17870
211,18081
204,18285
171,18456
95,18551
185,18736
137,18873
223,19096
244,19340
113,19453
323,19776
199,19975
77,20052
370,20422
206,20628
243,20871
122,20993
204,21197
175,21372
77,21449
107,21556
175,21731
369,22100
219,22319
282,22601
172,22773
500,23273
413,23686
406,24092
141,24233
127,24360
422,24782
136,24918
200,25118
158,25276
288,25564
245,25809
482,26291
482,26773
212,26985
442,27427
240,27667
145,27812
500,28312
191,28503
158,28661
407,29068
500,29568
383,29951
320,30271
62,30333
328,30661
274,30935
222,31157
454,31611
330,31941
161,32102
273,32375
500,32875
500,33375
209,33584
281,33865
489,34354
76,34430
380,34810
383,35193
248,35441
127,35568
258,35826
388,36214
449,36663
333,36996
289,37285
257,37542
182,37724
233,37957
299,38256
248,38504
399,38903
92,38995
327,39322
472,39794
242,40036
392,40428
287,40715
140,40855
457,41312
182,41494
500,41994
500,42494
296,42790
500,43290
362,43652
279,43931
377,44308
350,44658
63,44721
359,45080
434,45514
389,45903
324,46227
475,46702
210,46912
250,47162
222,47384
263,47647
248,47895
236,48131
325,48456
307,48763
192,48955
384,49339
177,49516
467,49983
492,50475
500,50975
95,51070
397,51467
128,51595
500,52095
218,52313
221,52534
308,52842
500,53342
500,53842
500,54342
244,54586
156,54742
112,54854
128,54982
193,55175
141,55316
73,55389
67,55456
91,55547
158,55705
150,55855
176,56031
130,56161
64,56225
151,56376
116,56492
194,56686
154,56840
186,57026
385,57411
307,57718
178,57896
271,58167
161,58328
196,58524
159,58683
188,58871
410,59281
387,59668
303,59971
500,60471
114,60585
500,61085
459,61544
500,62044
351,62395
179,62574
281,62855
500,63355
500,63855
500,64355
500,64855
291,65146
500,65646
256,65902
500,66402
500,66902
170,67072
325,67397
500,67897
500,68397
500,68897
500,69397
500,69897
500,70397
500,70897
500,71397
298,71695
500,72195
281,72476
500,72976
500,73476
500,73976
500,74476
500,74976
500,75476
500,75976
500,76476
500,76976
500,77476
500,77976
500,78476
500,78976
500,79476
500,79976
500,80476
500,80976
500,81476
500,81976
500,82476
500,82976
500,83476
500,83976
500,84476
500,84976
500,85476
500,85976
500,86476
500,86976
500,87476
500,87976
500,88476
500,88976
500,89476
500,89976
500,90476
500,90976
500,91476
500,91976
500,92476
500,92976
500,93476
500,93976
500,94476
500,94976
500,95476
500,95976
500,96476
500,96976
500,97476
500,97976
500,98476
500,98976
500,99476
500,99976
500,100476
500,100976
500,101476
500,101976
500,102476
500,102976
500,103476
500,103976
500,104476
500,104976
500,105476
500,105976
500,106476
500,106976
500,107476
500,107976
500,108476
500,108976
500,109476
500,109976
500,110476
500,110976
500,111476
500,111976
500,112476
500,112976
500,113476
500,113976
500,114476
500,114976
500,115476
500,115976
500,116476
500,116976
500,117476
500,117976
500,118476
500,118976
500,119476
500,119976
500,120476
500,120976
500,121476
500,121976
500,122476
500,122976
500,123476
500,123976
500,124476
500,124976
500,125476
500,125976
500,126476
500,126976
500,127476
500,127976
500,128476
500,128976
500,129476
500,129976
500,130476
500,130976
500,131476
500,131976
500,132476
500,132976
500,133476
500,133976
500,134476
500,134976
500,135476
500,135976
500,136476
500,136976
500,137476
500,137976
500,138476
500,138976
500,139476
500,139976
500,140476
500,140976
500,141476
500,141976
500,142476
500,142976
500,143476
500,143976
500,144476
500,144976
500,145476
500,145976
500,146476
500,146976
500,147476
500,147976
500,148476
500,148976
500,149476
500,149976
500,150476
500,150976
500,151476
500,151976
500,152476
500,152976
500,153476
500,153976
500,154476
500,154976
500,155476
500,155976
500,156476
500,156976
500,157476
500,157976
500,158476
500,158976
500,159476
500,159976
500,160476
500,160976
500,161476
500,161976
500,162476
500,162976
500,163476
500,163976
500,164476
500,164976
500,165476
500,165976
500,166476
500,166976
500,167476
500,167976
500,168476
500,168976
500,169476
500,169976
500,170476
500,170976
500,171476
500,171976
500,172476
500,172976
500,173476
500,173976
500,174476
500,174976
500,175476
500,175976
500,176476
500,176976
500,177476
500,177976
500,178476
500,178976
500,179476
500,179976
500,180476
500,180976
500,181476
500,181976
500,182476
500,182976
500,183476
500,183976
500,184476
500,184976
500,185476
500,185976
500,186476
500,186976
500,187476
500,187976
500,188476
500,188976
500,189476
500,189976
500,190476
500,190976
500,191476
500,191976
500,192476
500,192976
500,193476
500,193976
500,194476
500,194976
500,195476
500,195976
500,196476
500,196976
500,197476
500,197976
500,198476
500,198976
500,199476
500,199976
500,200476
500,200976
500,201476
500,201976
500,202476
500,202976
500,203476
500,203976
500,204476
500,204976
500,205476
500,205976
500,206476
500,206976
500,207476
500,207976
500,208476
500,208976
500,209476
500,209976
500,210476
500,210976
500,211476
500,211976
500,212476
500,212976
500,213476
500,213976
500,214476
500,214976
500,215476
500,215976
500,216476
500,216976
500,217476
500,217976
500,218476
500,218976
500,219476
500,219976
500,220476
500,220976
500,221476
500,221976
500,222476
500,222976
500,223476
500,223976
500,224476
500,224976
500,225476
500,225976
500,226476
500,226976
500,227476
500,227976
500,228476
500,228976
500,229476
500,229976
500,230476
500,230976
500,231476
500,231976
500,232476
500,232976
500,233476
500,233976
500,234476
500,234976
500,235476
500,235976
500,236476
500,236976
500,237476
500,237976
500,238476
500,238976
500,239476
500,239976
500,240476
500,240976
500,241476
500,241976
500,242476
500,242976
500,243476
500,243976
500,244476
500,244976
500,245476
500,245976
500,246476
500,246976
500,247476
500,247976
500,248476
500,248976
500,249476
500,249976
500,250476
500,250976
500,251476
500,251976
500,252476
500,252976
500,253476
500,253976
500,254476
500,254976
500,255476
500,255976
500,256476
500,256976
197,257173
418,257591
500,258091
500,258591
500,259091
500,259591
500,260091
500,260591
500,261091
500,261591
500,262091
500,262591
500,263091
500,263591
500,264091
500,264591
500,265091
500,265591
500,266091
500,266591
500,267091
500,267591
500,268091
500,268591
500,269091
500,269591
500,270091
500,270591
500,271091
500,271591
500,272091
500,272591
500,273091
500,273591
500,274091
500,274591
500,275091
500,275591
500,276091
500,276591
500,277091
500,277591
500,278091
500,278591
500,279091
500,279591
500,280091
500,280591
500,281091
500,281591
500,282091
500,282591
500,283091
500,283591
500,283591
500,284091
500,284591
500,285091
500,285591
500,286091
500,286591
500,287091
500,287591
500,288091
500,288591
500,289091
500,289591
500,290091
500,290591
500,291091
500,291591
500,292091
500,292591
500,293091
500,293591
500,294091
500,294591
500,295091
500,295591
500,296091
500,296591
500,297091
500,297591
500,298091
500,298591
500,299091
500,299591
500,300091
500,300591
500,301091
500,301591
500,302091
500,302591
500,303091
500,303591
500,304091
500,304591
500,305091
500,305591
500,306091
500,306591
500,307091
500,307591
500,308091
500,308591
500,309091
500,309591
500,310091
500,310591
500,311091
500,311591
500,312091
500,312591
500,313091
500,313591
500,314091
500,314591
500,315091
500,315591
500,316091
500,316591
500,317091
500,317591
500,318091
500,318591
500,319091
500,319591
500,320091
500,320591
500,321091
500,321591
500,322091
500,322591
500,323091
500,323591
500,324091
500,324591
500,325091
500,325591
500,326091
500,326591
500,327091
500,327591
500,328091
500,328591
500,329091
500,329591
500,330091
500,330591
500,331091
500,331591
500,332091
500,332591
500,333091
500,333591
500,334091
500,334591
500,335091
500,335591
500,336091
500,336591
500,337091
500,337591
500,338091
500,338591
500,339091
500,339591
500,340091
500,340591
500,341091
500,341591
500,342091
500,342591
500,343091
500,343591
500,344091
500,344591
500,345091
500,345591
500,346091
500,346591
500,347091
500,347591
500,348091
500,348591
500,349091
500,349591
500,350091
500,350591
500,351091
500,351591
500,352091
500,352591
500,353091
500,353591
500,354091
500,354591
500,355091
500,355591
500,356091
500,356591
500,357091
500,357591
500,358091
500,358591
500,359091
500,359591
500,360091
500,360591
500,361091
500,361591
500,362091
500,362591
500,363091
500,363591
500,364091
500,364591
500,365091
500,365591
500,366091
500,366591
500,367091
500,367591
500,368091
500,368591
500,369091
500,369591
500,370091
500,370591
500,371091
500,371591
500,372091
500,372591
500,373091
500,373591
500,374091
500,374591
500,375091
500,375591
500,376091
500,376591
500,377091
500,377591
500,378091
500,378591
500,379091
500,379591
500,380091
500,380591
500,381091
500,381591
500,382091
500,382591
500,383091
500,383591
500,384091
500,384591
500,385091
500,385591
500,386091
500,386591
500,387091
500,387591
500,388091
500,388591
500,389091
500,389591
500,390091
500,390591
500,391091
500,391591
500,392091
500,392591
500,393091
500,393591
500,394091
500,394591
500,395091
500,395591
500,396091
500,396591
500,397091
500,397591
500,398091
500,398591
500,399091
500,399591
500,400091
500,400591
500,401091
500,401591
500,402091
500,402591
500,403091
500,403591
500,404091
500,404591
500,405091
500,405591
500,406091
500,406591
500,407091
500,407591
500,408091
500,408591
500,409091
500,409591
500,410091
500,410591
500,411091
500,411591
500,412091
500,412591
500,413091
500,413591
500,414091
500,414591
500,415091
500,415591
500,416091
500,416591
500,417091
500,417591
500,418091
500,418591
500,419091
500,419591
500,420091
500,420591
500,421091
500,421591
500,422091
500,422591
500,423091
500,423591
500,424091
500,424591
500,425091
500,425591
500,426091
500,426591
500,427091
500,427591
500,428091
500,428591
500,429091
500,429591
500,430091
500,430591
500,431091
500,431591
500,432091
500,432591
500,433091
500,433591
500,434091
500,434591
500,435091
500,435591
500,436091
500,436591
500,437091
500,437591
500,438091
500,438591
500,439091
500,439591
500,440091
500,440591
500,441091
500,441591
500,442091
500,442591
500,443091
500,443591
500,444091
500,444591
500,445091
500,445591
500,446091
500,446591
500,447091
500,447591
500,448091
500,448591
500,449091
500,449591
500,450091
500,450591
500,451091
500,451591
500,452091
500,452591
500,453091
500,453591
500,454091
500,454591
500,455091
500,455591
500,456091
500,456591
500,457091
500,457591
500,458091
500,458591
500,459091
500,459591
500,460091
500,460591
500,461091
500,461591
500,462091
500,462591
500,463091
500,463591
500,464091
500,464591
500,465091
500,465591
500,466091
500,466591
500,467091
500,467591
500,468091
500,468591
500,469091
500,469591
500,470091
500,470591
500,471091
500,471591
500,472091
500,472591
500,473091
500,473591
500,474091
500,474591
500,475091
500,475591
500,476091
500,476591
500,477091
500,477591
500,478091
500,478591
500,479091
500,479591
500,480091
500,480591
500,481091
500,481591
500,482091
500,482591
500,483091
500,483591
500,484091
500,484591
500,485091
500,485591
500,486091
500,486591
500,487091
500,487591
500,488091
500,488591
500,489091
500,489591
500,490091
500,490591
500,491091
500,491591
500,492091
500,492591
500,493091
500,493591
500,494091
500,494591
500,495091
500,495591
500,496091
500,496591
500,497091
500,497591
500,498091
500,498591
500,499091
500,499591
