charts/SPS,losses/clipfrac,charts/episodic_length,losses/approx_kl,_step,losses/value_loss,losses/entropy,charts/learning_rate,losses/old_approx_kl,_runtime,charts/episodic_return,global_step,losses/explained_variance,losses/policy_loss,_timestamp
574.0,0.0,,0.0005572997033596039,1732,0.003187749767675996,0.5957207083702087,0.00020545315055642277,0.0007878504693508148,301.04503178596497,,157696,-1.42453932762146,-0.00273900106549263,1763260359.5050638
,,500.0,,1745,,,,,302.5307242870331,500.0,159018,,,1763260360.9907563
577.0,0.0,,0.0014547249302268028,1753,0.0004970969166606665,0.5489344596862793,0.00020414746541064233,0.0039748745039105415,303.4657015800476,,159872,-0.011142134666442871,-0.018371522426605225,1763260361.9257336
577.0,0.0,,0.0009535886347293854,1754,0.00029829496634192765,0.5692461133003235,0.000204070660402067,0.004474647343158722,303.6078758239746,,160000,-3.5458579063415527,0.020462356507778168,1763260362.0679078
578.0,0.0,,0.0007046610116958618,1765,318.7576599121094,0.460856556892395,0.00020345622033346444,-0.01621966063976288,304.73691725730896,,161024,0.00011652708053588867,-0.010610833764076233,1763260363.1969492
579.0,0.0,,0.00045575667172670364,1768,0.0001233133370988071,0.5295014381408691,0.00020322580530773848,-0.0007165027782320976,305.16007685661316,,161408,0.2028961181640625,-0.0034897848963737488,1763260363.6201088
580.0,0.0,,0.00010736379772424698,1777,0.0003887590137310326,0.6086232662200928,0.00020268817024771124,0.0009149918332695961,306.18350100517273,,162304,-0.28267478942871094,-0.0040560029447078705,1763260364.643533
583.0,0.0,,3.6784447729587555e-05,1818,198.12217712402344,0.5839333534240723,0.000200230409973301,0.004546155221760273,311.9358699321747,,166400,-0.00023543834686279297,0.0008984822779893875,1763260370.395902
583.0,0.0,,0.0008702892810106277,1823,0.006043866276741028,0.5757014751434326,0.0001999231899389997,-0.00999983586370945,312.50694274902344,,166912,-0.24268996715545654,0.008318106643855572,1763260370.9669747
,,500.0,,1851,,,,,317.2487139701843,500.0,169781,,,1763260375.708746
584.0,0.01953125,,0.002558457665145397,1856,0.0007968637510202825,0.5477622747421265,0.00019792627426795661,0.0029874900355935097,318.09168553352356,,170240,-2.0030813217163086,-0.007870562374591827,1763260376.5517175
584.0,0.0,,0.0008637569844722748,1868,164.87252807617188,0.4698248505592346,0.00019723502919077873,0.009914809837937355,319.95017981529236,,171392,1.6868114471435547e-05,-0.002637481316924095,1763260378.4102118
584.0,0.0,,8.665025234222412e-06,1873,42.534950256347656,0.4772341847419739,0.00019692780915647745,0.0003808755427598953,320.6191964149475,,171904,0.0005257129669189453,-3.750249743461609e-05,1763260379.0792284
,,500.0,,1877,,,,,321.1084191799164,500.0,172326,,,1763260379.5684512
586.0,0.0,,0.0004258807748556137,1886,9.956967551261187e-05,0.5240436792373657,0.00019608295406214893,0.003931349143385887,322.2830865383148,,173312,-1.1699230670928955,0.0006986716762185097,1763260380.7431185
587.0,0.0,,0.00244781281799078,1895,6.274334737099707e-05,0.5407587885856628,0.0001955453190021217,-0.004963411949574947,323.3406879901886,,174208,-0.3318936824798584,0.004730898886919022,1763260381.80072
587.0,0.001953125,,0.002663728781044483,1903,0.004326936788856983,0.5023877024650574,0.00019508448895066977,0.008017945103347301,324.5001411437988,,174976,0.10857337713241577,-0.027318835258483887,1763260382.9601731
,,500.0,,1906,,,,,324.9721910953522,500.0,175326,,,1763260383.432223
587.0,0.0,,5.1598064601421356e-05,1918,0.0037476406432688236,0.5196025967597961,0.00019416282884776592,-0.0033259401097893715,326.88847613334656,,176512,-0.3556389808654785,-0.0005186982452869415,1763260385.3485081
588.0,0.0,,8.757412433624268e-05,1920,0.0001723981840768829,0.5319637060165405,0.00019400921883061528,0.00495217926800251,327.14702320098877,,176768,0.02595740556716919,-0.002941083163022995,1763260385.6070552
,,500.0,,1945,,,,,330.0194001197815,500.0,179326,,,1763260388.479432
592.0,0.0,,0.0013331612572073936,1959,0.00014264509081840515,0.5428298711776733,0.00019162826356478035,-0.006394366733729839,331.6299719810486,,180736,-0.43262648582458496,-0.009735185652971268,1763260390.090004
594.0,0.00390625,,0.001879718154668808,1973,0.00030068226624280214,0.5873336791992188,0.00019078340847045183,-0.00816280022263527,333.18476700782776,,182144,-0.2732706069946289,-0.012951396405696869,1763260391.644799
,,500.0,,1985,,,,,334.476047039032,500.0,183326,,,1763260392.936079
596.0,0.0,,0.0005079228430986404,1991,271.25390625,0.5387099981307983,0.00018970813835039735,2.0774081349372864e-05,335.1718819141388,,183936,6.794929504394531e-05,0.002529958263039589,1763260393.631914
597.0,0.0,,0.0005491115152835846,2002,0.00035342047340236604,0.5004487633705139,0.00018901689327321947,-0.0003995932638645172,336.45271587371826,,185088,-0.20920729637145996,-0.0037311390042304993,1763260394.9127479
597.0,0.0,,0.0011768611147999763,2007,0.0002543650334700942,0.5726286768913269,0.00018870967323891819,-0.010304280556738377,337.2455976009369,,185600,-0.0604323148727417,-0.00047302059829235077,1763260395.7056296
597.0,0.0,,5.280598998069763e-07,2016,0.0040138098411262035,0.5783022046089172,0.00018817203817889094,0.00019075628370046616,338.7627580165863,,186496,-0.021184444427490234,-8.715316653251648e-05,1763260397.22279
,,500.0,,2019,,,,,339.20017886161804,500.0,186826,,,1763260397.6602108
,,500.0,,2024,,,,,340.04497170448303,500.0,187326,,,1763260398.5050037
597.0,0.0,,4.2341649532318115e-05,2027,0.0001557671930640936,0.5615609884262085,0.00018748079310171306,0.0007403288036584854,340.6808910369873,,187648,-0.04404473304748535,0.00031402893364429474,1763260399.140923
,,500.0,,2029,,,,,340.92153453826904,500.0,187826,,,1763260399.3815665
,,500.0,,2034,,,,,341.82509779930115,500.0,188326,,,1763260400.2851298
597.0,0.0,,0.00030978210270404816,2045,118.7183837890625,0.518225371837616,0.00018640552298165858,0.008713040500879288,343.75314378738403,,189440,4.678964614868164e-05,-0.007032683119177818,1763260402.2131758
597.0,0.0,,0.0001751985400915146,2051,0.00023426205734722316,0.48572301864624023,0.0001860215124906972,-0.00029756873846054077,344.85746121406555,,190080,-0.11932075023651123,-0.0029160156846046448,1763260403.3174932
597.0,0.001953125,,0.00020704790949821472,2052,0.00012570399849209934,0.5235837697982788,0.00018594470748212188,0.008081372827291489,345.07625913619995,,190208,-0.2703653573989868,-0.002152964472770691,1763260403.5362911
597.0,0.0,,0.002763928845524788,2070,0.004363731015473604,0.4835035800933838,0.0001848694373620674,0.014434942975640297,347.8896379470825,,192000,0.3002663254737854,-0.03757981210947037,1763260406.34967
598.0,0.0,,0.0001940559595823288,2076,0.00025953425210900605,0.592151403427124,0.0001844854123191908,0.0010892413556575775,348.6415810585022,,192640,0.03679943084716797,0.0016509592533111572,1763260407.101613
,,500.0,,2093,,,,,350.58100962638855,500.0,194326,,,1763260409.0410416
599.0,0.0,,0.00020573940128087997,2094,81.89949035644531,0.5920537114143372,0.00018341014219913632,0.008336012251675129,350.72901725769043,,194432,0.00016504526138305664,-0.008000049740076065,1763260409.1890492
,,500.0,,2117,,,,,353.8179829120636,500.0,196826,,,1763260412.278015
600.0,0.0,,0.0002413615584373474,2141,0.0001860082265920937,0.5556995868682861,0.00018049155187327415,-0.002395419403910637,358.32712411880493,,199296,0.08908569812774658,-0.0026131868362426758,1763260416.787156
600.0,0.0,,0.0008071856573224068,2146,0.00010315012332284823,0.5175862312316895,0.00018018433183897287,-0.007597607560455799,359.2306921482086,,199808,0.023628413677215576,-0.000824805349111557,1763260417.6907241
,,500.0,,2147,,,,,359.2798652648926,500.0,199826,,,1763260417.7398973
600.0,0.0,,0.000656970776617527,2148,588.2793579101562,0.4923519492149353,0.00018010752683039755,0.00047303456813097,359.48691391944885,,199936,2.872943878173828e-05,0.0021191388368606567,1763260417.946946
600.0,0.0,,0.0006433697417378426,2155,6.991611735429615e-05,0.5484524369239807,0.00017964669677894562,-0.010592027567327023,360.80753660202026,,200704,-0.44941723346710205,-0.0052064768970012665,1763260419.2675686
600.0,0.0,,0.0001627560704946518,2172,447.3980407714844,0.5847541093826294,0.00017864823166746646,-0.0030600223690271378,363.8683762550354,,202368,-2.7298927307128906e-05,-0.003990530967712402,1763260422.3284082
599.0,0.0,,6.236787885427475e-05,2185,9.975214925361797e-05,0.575664222240448,0.00017780337657313794,0.002833220176398754,366.3687918186188,,203776,0.12318342924118042,-0.0004183650016784668,1763260424.8288238
599.0,0.0,,7.129274308681488e-06,2192,301.5023498535156,0.5993341207504272,0.00017741935153026134,0.000689907930791378,367.58545112609863,,204416,-1.0609626770019531e-05,0.0002512410283088684,1763260426.045483
599.0,0.0,,0.00011847913265228271,2198,219.06826782226562,0.5827509164810181,0.00017711213149596006,0.000250471755862236,368.60185718536377,,204928,1.0073184967041016e-05,0.0018952898681163788,1763260427.0618892
599.0,0.0,,0.0007387753576040268,2199,0.0038959772791713476,0.6037110090255737,0.00017703532648738474,0.0007490292191505432,368.83252143859863,,205056,0.00022357702255249023,-0.012583106756210327,1763260427.2925534
599.0,0.0,,0.0014546439051628113,2211,0.00010323645255994052,0.5795771479606628,0.00017626727640163153,-0.008431576192378998,371.0249207019806,,206336,-0.02863597869873047,-0.0018476322293281555,1763260429.4849527
599.0,0.0,,1.3506971299648285e-05,2214,0.003819022560492158,0.6169824004173279,0.0001761136663844809,0.002435521222651005,371.4223551750183,,206592,0.02462601661682129,0.00023113656789064407,1763260429.8823872
599.0,0.0,,0.00027637556195259094,2220,0.0002031747717410326,0.5573207139968872,0.0001757296413416043,0.0033927075564861298,372.15807700157166,,207232,-0.06145977973937988,-0.002754010260105133,1763260430.618109
599.0,0.0,,0.00010368227958679199,2223,0.00456148711964488,0.5755720138549805,0.00017557603132445365,0.0009041950106620789,372.44404435157776,,207488,-0.05898022651672363,-0.004958145320415497,1763260430.9040763
600.0,0.0,,0.0001425584778189659,2225,0.0001366904325550422,0.572248101234436,0.000175422421307303,-0.0005546184256672859,372.73371410369873,,207744,-0.0726325511932373,0.0002231299877166748,1763260431.193746
,,500.0,,2226,,,,,372.78230810165405,500.0,207847,,,1763260431.24234
600.0,0.0,,4.434958100318909e-06,2227,231.34622192382812,0.5841524004936218,0.0001753456162987277,0.0006793942302465439,372.9100728034973,,207872,-1.4662742614746094e-05,-0.00017778202891349792,1763260431.3701048
,,500.0,,2231,,,,,373.4166753292084,500.0,208347,,,1763260431.8767073
601.0,0.0,,0.0016986625269055367,2235,0.0001817069569369778,0.5117127299308777,0.00017480798123870045,0.005215459503233433,373.91168451309204,,208768,0.058643996715545654,-0.007572293281555176,1763260432.3717165
,,500.0,,2241,,,,,374.53769755363464,500.0,209347,,,1763260432.9977295
602.0,0.0,,0.00034520402550697327,2248,0.0042992145754396915,0.5964887142181396,0.00017403994570486248,-0.0007313229143619537,375.43877267837524,,210048,-0.015599608421325684,-0.007750809192657471,1763260433.8988047
602.0,0.0,,0.0004500867798924446,2250,0.00017080265388358384,0.5774837136268616,0.00017388633568771183,0.004890152253210545,375.6936197280884,,210304,-0.07944345474243164,0.0026133041828870773,1763260434.1536517
602.0,0.0,,0.0002530263736844063,2253,0.004007010720670223,0.5507570505142212,0.0001737327256705612,-0.006495407782495022,375.98829340934753,,210560,0.0592002272605896,0.0017948150634765625,1763260434.4483254
604.0,0.0,,0.00016615912318229675,2272,0.00388089707121253,0.5363407731056213,0.0001725806505419314,0.0014322437345981598,378.1428349018097,,212480,-0.2751736640930176,0.0016995989717543125,1763260436.602867
,,500.0,,2280,,,,,379.05584692955017,500.0,213347,,,1763260437.515879
,,500.0,,2295,,,,,380.75667452812195,500.0,214847,,,1763260439.2167065
606.0,0.0,,0.00010092929005622864,2298,0.00021451128122862428,0.579054594039917,0.00017096774536184967,-0.0020313989371061325,381.1451897621155,,215168,0.03383606672286987,-0.002363314852118492,1763260439.6052217
,,500.0,,2310,,,,,382.4544038772583,500.0,216347,,,1763260440.9144359
608.0,0.0,,2.748984843492508e-05,2312,0.0033990652300417423,0.596653401851654,0.00017012289026752114,0.000696311704814434,382.7335283756256,,216576,-0.1312263011932373,-0.0003839246928691864,1763260441.1935604
,,305.0,,2318,,,,,383.3442385196686,305.0,217152,,,1763260441.8042705
,,391.0,,2322,,,,,383.7818212509155,391.0,217543,,,1763260442.2418532
,,152.0,,2324,,,,,383.973997592926,152.0,217695,,,1763260442.4340296
609.0,0.0,,0.00028562359511852264,2329,457.0185546875,0.5647397041320801,0.0001692012301646173,-0.002796204760670662,384.5380699634552,,218112,0.0029219388961791992,-0.0004999935626983643,1763260442.998102
,,500.0,,2339,,,,,385.5831754207611,500.0,219016,,,1763260444.0432074
,,500.0,,2343,,,,,386.04747438430786,500.0,219516,,,1763260444.5075064
,,500.0,,2348,,,,,386.6049017906189,500.0,220016,,,1763260445.0649338
611.0,0.0,,0.00020413659512996674,2354,390.1646423339844,0.5750905275344849,0.00016774193500168622,0.0002199467271566391,387.2874653339386,,220544,2.8014183044433594e-06,-0.013061847537755966,1763260445.7474973
,,500.0,,2363,,,,,388.2499625682831,500.0,221516,,,1763260446.7099946
614.0,0.0,,0.0002509281039237976,2389,395.2183837890625,0.5172624588012695,0.00016559139476157725,0.0021827127784490585,391.2692937850952,,224128,-0.00011134147644042969,-0.005515672266483307,1763260449.7293258
615.0,0.0,,0.00028155744075775146,2394,118.9560317993164,0.49167048931121826,0.00016528417472727597,-0.00026493705809116364,391.83992409706116,,224640,-0.00018870830535888672,-0.0015283916145563126,1763260450.299956
616.0,0.0,,0.0010270345956087112,2409,0.004014910664409399,0.42869073152542114,0.00016436251462437212,-0.00387544184923172,393.5505771636963,,226176,-2.7320823669433594,0.003655415028333664,1763260452.0106091
617.0,0.0,,0.000691569410264492,2426,0.00010815245332196355,0.5095247626304626,0.00016328724450431764,0.013864788226783276,395.5948612689972,,227968,-0.062155723571777344,-0.014882868155837059,1763260454.0548933
618.0,0.0,,0.00014457013458013535,2430,0.00022178693325258791,0.5040426254272461,0.00016305682947859168,0.007003088481724262,396.08387565612793,,228352,0.050338804721832275,-0.002426654100418091,1763260454.5439076
619.0,0.0,,8.028093725442886e-05,2449,0.0001021596253849566,0.5302165746688843,0.00016182796389330178,-0.0031821774318814278,398.5776197910309,,230400,0.006300508975982666,0.001435931771993637,1763260457.0376518
,,500.0,,2465,,,,,400.3464651107788,500.0,232016,,,1763260458.806497
621.0,0.0,,0.00021475926041603088,2491,214.47451782226562,0.48891639709472656,0.00015929339861031622,-0.005228787660598755,403.9072005748749,,234624,4.601478576660156e-05,2.4799257516860962e-05,1763260462.3672326
621.0,0.0,,0.0002786107361316681,2493,8.431624883087352e-05,0.5624639391899109,0.00015913978859316558,-0.0042436011135578156,404.2890419960022,,234880,0.06811988353729248,0.0034630186855793,1763260462.749074
622.0,0.0,,8.216872811317444e-05,2506,0.0033513400703668594,0.5706024765968323,0.00015837173850741237,0.006673460826277733,406.1259460449219,,236160,-0.013263702392578125,-0.003030279651284218,1763260464.585978
,,500.0,,2514,,,,,407.21234345436096,500.0,237016,,,1763260465.6723754
622.0,0.0,,0.00012151245027780533,2515,334.0802307128906,0.4811980128288269,0.00015783410344738513,-0.001216602511703968,407.4102666378021,,237056,5.185604095458984e-06,0.0008855573832988739,1763260465.8702986
622.0,0.0,,0.0001565953716635704,2520,308.15008544921875,0.46804574131965637,0.00015752688341308385,0.0051430100575089455,408.24575328826904,,237568,9.506940841674805e-05,-0.010682247579097748,1763260466.7057853
622.0,0.0,,0.00040374137461185455,2533,8.002109825611115e-05,0.5078692436218262,0.00015668202831875533,-0.00337299145758152,410.55865836143494,,238976,-0.12408590316772461,-0.00014109350740909576,1763260469.0186903
622.0,0.0,,0.00011560320854187012,2540,39.24536895751953,0.5452311635017395,0.00015629800327587873,-0.002615753561258316,411.4296703338623,,239616,-2.09808349609375e-05,-0.0004325360059738159,1763260469.8897023
623.0,0.0,,0.0002297414466738701,2547,0.00019587099086493254,0.5649823546409607,0.0001558371732244268,0.004436763934791088,412.26256918907166,,240384,0.049643516540527344,-0.007359664887189865,1763260470.7226012
624.0,0.005859375,,0.0013257218524813652,2570,0.0018896638648584485,0.48183828592300415,0.00015445468307007104,0.0012322934344410896,414.9377670288086,,242688,-0.7953931093215942,-0.0011289343237876892,1763260473.397799
,,500.0,,2571,,,,,414.96744441986084,500.0,242732,,,1763260473.4274764
,,500.0,,2576,,,,,415.55587935447693,500.0,243232,,,1763260474.0159113
625.0,0.0,,2.0330771803855896e-05,2577,356.3279113769531,0.5472326278686523,0.00015407065802719444,-0.0009122099727392197,415.6917507648468,,243328,-8.45193862915039e-05,-0.001545533537864685,1763260474.1517828
627.0,0.0,,0.00019137468189001083,2608,0.00032069068402051926,0.5194599628448486,0.00015215053281281143,0.005778192542493343,419.25355863571167,,246528,-1.3937201499938965,0.0001897662878036499,1763260477.7135906
,,500.0,,2610,,,,,419.4294981956482,500.0,246732,,,1763260477.8895302
,,500.0,,2630,,,,,421.68306136131287,500.0,248732,,,1763260480.1430933
630.0,0.0,,0.00029552727937698364,2636,50.17253875732422,0.5246850252151489,0.0001504608226241544,0.0003909040242433548,422.38325023651123,,249344,0.00023108720779418945,0.004378888756036758,1763260480.8432822
630.0,0.0,,0.0003245193511247635,2646,0.003985519055277109,0.5564953088760376,0.00014984639710746706,0.0010549314320087433,423.53341722488403,,250368,-0.06565976142883301,0.007703632116317749,1763260481.9934492
630.0,0.0,,0.00026037823408842087,2647,0.0002689154935069382,0.45984601974487305,0.00014976959209889174,0.0006025331094861031,423.66052079200745,,250496,-0.368444561958313,-0.004641532897949219,1763260482.1205528
631.0,0.0,,0.00017562322318553925,2648,9.292391041526571e-05,0.4592178463935852,0.00014969278709031641,-0.0060118418186903,423.800128698349,,250624,0.23164218664169312,0.0034892261028289795,1763260482.2601607
632.0,0.0,,4.43262979388237e-05,2668,5.4778218327555805e-05,0.5989230275154114,0.0001484639069531113,-0.0012413980439305305,426.05164909362793,,252672,-0.01778435707092285,0.0017886944115161896,1763260484.511681
633.0,0.0,,0.0007180888205766678,2673,0.0001325044286204502,0.5478962063789368,0.00014815668691881,0.013836273923516273,426.59144043922424,,253184,0.5195339322090149,-0.006653564050793648,1763260485.0514724
633.0,0.0,,0.0004954738542437553,2683,0.00015514946426264942,0.5415456891059875,0.00014754224685020745,0.002670194022357464,427.83719420433044,,254208,-0.03625595569610596,0.007052212953567505,1763260486.2972262
633.0,0.0,,0.00031982269138097763,2687,0.00023517342924606055,0.5567551255226135,0.0001473118318244815,0.005313393659889698,428.2759928703308,,254592,-0.045871615409851074,-0.004335978999733925,1763260486.7360249
,,500.0,,2689,,,,,428.41231060028076,500.0,254732,,,1763260486.8723426
634.0,0.0,,0.00038554612547159195,2692,8.468530722893775e-05,0.5596408843994141,0.0001470046117901802,0.0024108970537781715,428.8223044872284,,255104,-0.044116973876953125,-0.014665842056274414,1763260487.2823365
,,500.0,,2732,,,,,433.50312209129333,500.0,259232,,,1763260491.963154
638.0,0.0,,3.6376528441905975e-05,2752,478.6379089355469,0.5151492953300476,0.00014331797137856483,-0.0005948292091488838,435.80798292160034,,261248,1.2516975402832031e-06,0.0018090307712554932,1763260494.268015
638.0,0.0,,7.247645407915115e-05,2757,348.0233459472656,0.5573951005935669,0.00014301075134426355,0.0010536210611462593,436.36891770362854,,261760,-0.00014126300811767578,-0.0003506466746330261,1763260494.8289497
639.0,0.0,,7.029622793197632e-06,2772,158.7904052734375,0.5561419129371643,0.0001420890912413597,-0.0010415557771921158,438.10657596588135,,263296,4.559755325317383e-05,-4.3097883462905884e-05,1763260496.566608
640.0,0.0,,5.4426491260528564e-06,2782,191.63607788085938,0.5476921200752258,0.00014147465117275715,0.0001464318484067917,439.26323223114014,,264320,3.55839729309082e-05,0.00013312697410583496,1763260497.7232642
640.0,0.0,,0.0003570457920432091,2783,0.0025790263898670673,0.5943161845207214,0.00014139784616418183,-0.002587222494184971,439.4002802371979,,264448,-0.17814433574676514,-0.0014942437410354614,1763260497.8603122
641.0,0.0,,3.8360245525836945e-05,2793,0.003092061495408416,0.5230767726898193,0.00014078340609557927,0.001976153813302517,440.55198073387146,,265472,-0.21287047863006592,3.661215305328369e-05,1763260499.0120127
642.0,0.0,,9.621866047382355e-05,2824,0.00012134936696384102,0.5524696707725525,0.00013886328088119626,-0.0009465925395488739,444.60722970962524,,268672,0.39028483629226685,-0.003157559782266617,1763260503.0672617
643.0,0.0,,6.106402724981308e-05,2843,0.00014090327022131532,0.5045179128646851,0.00013771122030448169,-0.0007552513852715492,446.87000465393066,,270592,-0.17538082599639893,-0.0028564445674419403,1763260505.3300366
644.0,0.0,,0.0001673894003033638,2857,0.0001256423711311072,0.5628467798233032,0.00013678956020157784,-0.0002107163891196251,448.6161684989929,,272128,-0.6299751996994019,0.005528569221496582,1763260507.0762005
646.0,0.0,,0.0002838214859366417,2882,0.00013748080527875572,0.5562452077865601,0.00013525346003007144,0.0026587853208184242,451.37603187561035,,274688,0.04904592037200928,-0.00254257395863533,1763260509.8360639
647.0,0.0,,5.574803799390793e-05,2890,0.003006555140018463,0.5307601094245911,0.00013479262997861952,-0.002859783358871937,452.24474239349365,,275456,-0.17778098583221436,0.0005587413907051086,1763260510.7047744
648.0,0.0,,0.00017923302948474884,2911,0.00011313073628116399,0.5617595314979553,0.00013348694483283907,0.0015452969819307327,454.6436595916748,,277632,-0.030365824699401855,0.0007773861289024353,1763260513.1036916
650.0,0.0,,6.454810500144958e-05,2935,0.00011735466250684112,0.535280704498291,0.000132027649669908,0.0007902942597866058,457.3500723838806,,280064,-2.179537057876587,-0.0017256177961826324,1763260515.8101044
651.0,0.0,,0.0008989619091153145,2949,0.005138970911502838,0.526691198348999,0.00013118279457557946,-0.0034285271540284157,458.9077265262604,,281472,-7.913804054260254,-0.006991252303123474,1763260517.3677585
651.0,0.0,,0.00010257959365844727,2960,0.0004422517667990178,0.5947372913360596,0.00013049154949840158,-0.00014276988804340363,460.1951479911804,,282624,-5.004065036773682,-0.001953497529029846,1763260518.65518
652.0,0.0,,7.356517016887665e-06,2975,0.00019491575949359685,0.555515706539154,0.00012956988939549774,0.0007448000833392143,461.96475887298584,,284160,0.05867815017700195,-0.0006068414077162743,1763260520.4247909
653.0,0.0,,9.893905371427536e-05,2989,0.00011261289182584733,0.5717315673828125,0.00012872503430116922,-0.0014127502217888832,463.5446481704712,,285568,0.1599465012550354,-0.003563534701243043,1763260522.0046802
654.0,0.0,,1.0759569704532623e-05,2997,96.00221252441406,0.4975685179233551,0.0001282642042497173,-0.0006087915971875191,464.4448857307434,,286336,-1.8835067749023438e-05,-0.00010972097516059875,1763260522.9049177
654.0,0.0,,0.00020318292081356049,3011,0.003659226931631565,0.5370255708694458,0.00012734254414681345,0.001746268942952156,466.1885747909546,,287872,-0.035166144371032715,0.0016472246497869492,1763260524.6486068
657.0,0.0,,4.305969923734665e-05,3051,0.002851809374988079,0.5384984016418457,0.00012488479842431843,0.001189633272588253,470.92500853538513,,291968,-0.42112481594085693,0.0005321577191352844,1763260529.3850405
657.0,0.0,,0.00038724392652511597,3053,8.142292790580541e-05,0.5337193608283997,0.0001247311884071678,-0.005019467324018478,471.2046835422516,,292224,0.08465975522994995,-0.00921519473195076,1763260529.6647155
657.0,0.0,,0.0002135680988430977,3066,0.00019182713003829122,0.5191926956176758,0.0001239631383214146,-0.00013314653187990189,472.719279050827,,293504,-0.04563117027282715,-0.005218051373958588,1763260531.179311
658.0,0.0,,0.0002993997186422348,3070,0.0033116615377366543,0.4873630404472351,0.00012373272329568863,0.004546690732240677,473.1731951236725,,293888,0.09704005718231201,-0.0037453658878803253,1763260531.633227
,,500.0,,3083,,,,,474.7054750919342,500.0,295232,,,1763260533.165507
,,500.0,,3098,,,,,476.40077471733093,500.0,296732,,,1763260534.8608067
,,500.0,,3103,,,,,477.00550866127014,500.0,297232,,,1763260535.4655406
661.0,0.0,,3.442075103521347e-05,3127,176.7572784423828,0.5969603657722473,0.00012027649790979922,-0.002627386711537838,479.7683517932892,,299648,0.0004336237907409668,0.0009093061089515686,1763260538.2283838
661.0,0.0,,1.15884467959404e-05,3129,0.00019311845244374126,0.5755910277366638,0.00012012288789264858,0.0011060675606131554,480.0444939136505,,299904,-0.8916010856628418,4.433095455169678e-05,1763260538.504526
,,500.0,,3141,,,,,481.3574981689453,500.0,301088,,,1763260539.8175302
662.0,0.0,,7.316749542951584e-05,3143,0.00352266407571733,0.5373697280883789,0.00011927803279832006,-0.0008729035034775734,481.6246192455292,,301312,-0.2431013584136963,-0.0009673703461885452,1763260540.0846512
,,500.0,,3146,,,,,481.91609239578247,500.0,301588,,,1763260540.3761244
663.0,0.0,,5.365721881389618e-05,3161,394.0171813964844,0.48806047439575195,0.00011820276267826557,-0.0017673131078481674,483.50016355514526,,303104,1.5497207641601562e-06,-0.0015463680028915405,1763260541.9601955
,,500.0,,3170,,,,,484.45866656303406,500.0,304088,,,1763260542.9186985
665.0,0.0,,7.990933954715729e-05,3183,0.00017306546214967966,0.500799298286438,0.00011682027979986742,-0.0008822251111268997,485.84836506843567,,305408,0.44507908821105957,-0.004961259663105011,1763260544.308397
665.0,0.0,,0.0005068965256214142,3188,0.00020233358372934163,0.5515842437744141,0.00011651305976556614,0.006731139495968819,486.33951020240784,,305920,-0.49003422260284424,-0.01103232055902481,1763260544.7995422
667.0,0.0,,0.0001997668296098709,3217,0.0001556217175675556,0.5237600803375244,0.00011474654456833377,-0.000644272193312645,489.0552890300751,,308864,-0.004141807556152344,-0.0003222748637199402,1763260547.515321
,,500.0,,3224,,,,,489.65023946762085,500.0,309588,,,1763260548.1102715
670.0,0.0,,4.2047351598739624e-05,3247,0.0001793437113519758,0.5772890448570251,0.00011290322436252609,-0.0005705170333385468,491.8572018146515,,311936,-0.012682437896728516,0.0003071203827857971,1763260550.3172338
670.0,0.0,,1.803506165742874e-05,3250,309.09393310546875,0.53574138879776,0.00011274961434537545,-1.867767423391342e-05,492.0894663333893,,312192,-0.00011038780212402344,-7.998943328857422e-05,1763260550.5494983
670.0,0.0,,0.00048603489995002747,3252,0.00022633225307799876,0.5232004523277283,0.00011259600432822481,0.0050576068460941315,492.3108422756195,,312448,-0.18952524662017822,-0.0023948922753334045,1763260550.7708743
671.0,0.0,,0.0001556621864438057,3255,169.288330078125,0.5427351593971252,0.00011244239431107417,-0.0018665893003344536,492.53593349456787,,312704,-8.738040924072266e-05,-0.0017655380070209503,1763260550.9959655
671.0,0.0,,5.2376650273799896e-05,3259,0.0029717080760747194,0.5500285029411316,0.00011213517427677289,-0.00032500457018613815,493.0204014778137,,313216,-0.01465916633605957,0.001438640058040619,1763260551.4804335
,,500.0,,3272,,,,,494.20577573776245,500.0,314588,,,1763260552.6658077
672.0,0.0,,5.76656311750412e-05,3275,0.0002131908986484632,0.5045093297958374,0.00011113670916529372,-0.002472739666700363,494.511962890625,,314880,-0.09832799434661865,0.001714855432510376,1763260552.9719949
673.0,0.0,,4.620011895895004e-05,3276,0.00011460324458312243,0.5424678325653076,0.00011105991143267602,0.0007403036579489708,494.62405157089233,,315008,0.0844067931175232,-0.0005844756960868835,1763260553.0840836
674.0,0.0,,0.00044497568160295486,3296,0.00011573022493394092,0.5949454307556152,0.0001098310312954709,-0.009313448332250118,496.48744678497314,,317056,-0.23528003692626953,-0.004992455244064331,1763260554.9474788
675.0,0.0,,0.00010212324559688568,3299,0.002830569399520755,0.5901628732681274,0.00010967742127832025,-0.003788575530052185,496.7132284641266,,317312,-0.0534822940826416,0.002354416996240616,1763260555.1732605
678.0,0.0,,9.312387555837631e-05,3338,0.0033480620477348566,0.5750113129615784,0.00010729646601248533,9.62400808930397e-05,500.34178948402405,,321280,0.2013588547706604,0.0002175094559788704,1763260558.8018215
,,500.0,,3351,,,,,501.5510742664337,500.0,322588,,,1763260560.0111063
