_step,_runtime,global_step,_timestamp,charts/episodic_length,charts/episodic_return,losses/approx_kl,losses/explained_variance,losses/old_approx_kl,losses/clipfrac,losses/policy_loss,losses/entropy,charts/learning_rate,charts/SPS,losses/value_loss
0,1.9262616634368896,0,1763260028.8586657,,,,,,,,,,,
7,3.1245484352111816,152,1763260030.0569525,25.0,25.0,,,,,,,,,
33,3.6877620220184326,703,1763260030.620166,13.0,13.0,,,,,,,,,
41,3.9175403118133545,896,1763260030.8499444,,,0.0001559387892484665,0.12577110528945923,-0.004281148314476013,0.0,-0.0011588074266910553,0.6919831037521362,0.00029953918419778347,957.0,3.898963451385498
47,4.061688423156738,1061,1763260030.9940925,34.0,34.0,,,,,,,,,
64,4.46573543548584,1412,1763260031.3981395,44.0,44.0,,,,,,,,,
74,4.723970651626587,1686,1763260031.6563747,16.0,16.0,,,,,,,,,
77,4.746326208114624,1735,1763260031.6787302,12.0,12.0,,,,,,,,,
88,4.973524332046509,1926,1763260031.9059284,17.0,17.0,,,,,,,,,
102,5.249608516693115,2230,1763260032.1820126,16.0,16.0,,,,,,,,,
104,5.272353410720825,2285,1763260032.2047575,17.0,17.0,,,,,,,,,
133,5.921491622924805,2904,1763260032.8538957,21.0,21.0,,,,,,,,,
147,6.264402389526367,3211,1763260033.1968064,46.0,46.0,,,,,,,,,
149,6.292547702789307,3281,1763260033.2249517,33.0,33.0,,,,,,,,,
150,6.378359794616699,3328,1763260033.3107638,,,0.0007453160360455513,0.3203265070915222,-0.0036362195387482643,0.0,0.0013258755207061768,0.6241233944892883,0.0002980798890348524,979.0,2.959587574005127
155,6.550100088119507,3508,1763260033.4825041,59.0,59.0,,,,,,,,,
157,6.665705919265747,3620,1763260033.59811,36.0,36.0,,,,,,,,,
172,7.471661567687988,4490,1763260034.4040656,44.0,44.0,,,,,,,,,
195,8.796440839767456,5915,1763260035.728845,80.0,80.0,,,,,,,,,
203,9.067093133926392,6259,1763260035.9994972,64.0,64.0,,,,,,,,,
213,9.420658349990845,6639,1763260036.3530624,58.0,58.0,,,,,,,,,
217,9.537362098693848,6757,1763260036.4697661,47.0,47.0,,,,,,,,,
228,9.998119831085205,7168,1763260036.9305239,,,0.0005836477503180504,0.34357672929763794,-0.007015981711447239,0.0,-0.003658231347799301,0.5467069149017334,0.0002957757387775928,1021.0,4.14402437210083
233,10.130508422851562,7319,1763260037.0629125,62.0,62.0,,,,,,,,,
251,10.870992422103882,8103,1763260037.8033965,57.0,57.0,,,,,,,,,
259,11.232030153274536,8512,1763260038.1644342,57.0,57.0,,,,,,,,,
265,11.557620525360107,8832,1763260038.4900246,,,1.6145408153533936e-05,0.5209212303161621,0.0004435870796442032,0.0,0.0014241933822631836,0.5202458500862122,0.0002947772736661136,1029.0,2.385587215423584
273,11.932539463043213,9216,1763260038.8649435,,,0.0030374331399798393,0.8492187857627869,0.016066398471593857,0.0,-0.010417252779006958,0.5102739334106445,0.00029454685864038765,1029.0,2.8804783821105957
274,12.025094270706177,9317,1763260038.9574983,131.0,131.0,,,,,,,,,
292,13.609746932983398,10624,1763260040.542151,,,0.002706313505768776,0.9873589277267456,0.012214183807373047,0.009765625,-0.010749712586402893,0.4934734106063843,0.00029370200354605913,999.0,1.7542928457260132
327,16.840529441833496,13323,1763260043.7729335,257.0,257.0,,,,,,,,,
330,17.146969079971313,13568,1763260044.0793731,,,3.2532960176467896e-05,0.8782445192337036,0.002017984166741371,0.0,-0.000543191097676754,0.5429369211196899,0.00029193548834882677,957.0,2.7902510166168213
332,17.290460109710693,13696,1763260044.2228642,,,8.150748908519745e-05,0.9912549257278442,-0.0011017192155122757,0.0,0.0024399980902671814,0.583382785320282,0.00029185868334025145,957.0,1.0752067565917969
337,17.698310375213623,14085,1763260044.6307144,158.0,158.0,,,,,,,,,
