losses/old_approx_kl,losses/value_loss,charts/episodic_length,losses/entropy,global_step,charts/episodic_return,losses/explained_variance,charts/learning_rate,losses/clipfrac,_step,_runtime,_timestamp,charts/SPS,losses/policy_loss,losses/approx_kl
-0.0013467203825712204,0.9314026832580566,,0.2821634113788605,343552,,2.0265579223632812e-05,9.393240907229483e-05,0.0,3883,502.7722704410553,1763260511.7870433,687.0,-0.006704166531562805,0.00038562528789043427
0.004501541145145893,0.0041549368761479855,,0.2766401767730713,343680,,0.37067627906799316,9.385560406371951e-05,0.001953125,3884,502.92569971084595,1763260511.9404726,687.0,-0.006375490687787533,0.0023343199864029884
,,500.0,,343959,500.0,,,,3887,503.2704584598541,1763260512.2852314,,,
0.010582736693322659,0.0008115725941024721,,0.21922382712364197,344448,,0.10493922233581543,9.339477401226759e-05,0.0,3891,503.8821883201599,1763260512.8969612,687.0,-0.016162917017936707,0.0012315968051552773
0.001106572337448597,0.004402196034789085,,0.2909811735153198,345088,,-0.14409136772155762,9.30107562453486e-05,0.0,3898,504.71622586250305,1763260513.7309988,687.0,0.0005920976400375366,0.0010476140305399895
0.0002770395949482918,182.1313934326172,,0.33689194917678833,346496,,-3.2186508178710938e-06,9.216590115102008e-05,0.0,3912,506.532390832901,1763260515.5471637,688.0,0.0018837302923202515,0.00021791178733110428
-0.009908618405461311,0.00034807081101462245,,0.3032616972923279,346880,,-0.06299912929534912,9.193548612529412e-05,0.00390625,3915,506.96973609924316,1763260515.984509,688.0,-0.0023770704865455627,0.003291890025138855
0.005842559039592743,0.004255073145031929,,0.3073219656944275,348160,,-0.23916280269622803,9.116743603954092e-05,0.0,3928,508.58359837532043,1763260517.5983713,688.0,-0.005043208599090576,0.00033998116850852966
0.01876632496714592,0.0002821138477884233,,0.2666996717453003,349824,,0.1175277829170227,9.016897092806175e-05,0.0,3944,510.6686713695526,1763260519.6834443,689.0,-0.00987987034022808,0.0015066368505358696
-0.0026103463023900986,0.00030521253938786685,,0.2379765510559082,349952,,-0.20837128162384033,9.009216591948643e-05,0.0,3945,510.82572388648987,1763260519.8404968,689.0,-0.0004890654236078262,7.227808237075806e-05
,,500.0,,349959,500.0,,,,3946,510.8579475879669,1763260519.8727205,,,
0.0002144407480955124,0.0005071618943475187,,0.25655055046081543,350848,,0.0349503755569458,8.955453085945919e-05,0.0,3954,511.96617364883423,1763260520.9809465,689.0,-0.016849113628268242,0.00082344189286232
0.008557369001209736,0.0013469898840412498,,0.3375643491744995,351744,,-0.041310906410217285,8.901689579943195e-05,0.0,3963,513.1830947399139,1763260522.1978676,689.0,-0.002705967053771019,0.0007143290713429451
0.0059075504541397095,0.0005975326057523489,,0.2482825666666031,352384,,0.059465646743774414,8.863287075655535e-05,0.0,3969,514.0295929908752,1763260523.044366,689.0,-0.008426900953054428,0.0004796106368303299
0.0021720165386795998,34.87260818481445,,0.28956353664398193,353536,,-9.059906005859375e-06,8.794162567937747e-05,0.0,3981,515.5874025821686,1763260524.6021755,689.0,0.0011698044836521149,0.0002847062423825264
0.025370750576257706,0.000618272926658392,,0.19603917002677917,353792,,-0.041478633880615234,8.778801566222683e-05,0.005859375,3983,515.8826055526733,1763260524.8973784,689.0,-0.01989501714706421,0.0020467517897486687
0.007359874434769154,0.004358014557510614,,0.22598548233509064,355200,,0.11061453819274902,8.694316784385592e-05,0.0,3997,517.5867865085602,1763260526.6015594,690.0,-0.005589829757809639,0.0009638862684369087
0.00848420336842537,0.43997126817703247,,0.2317332625389099,357504,,-4.8279762268066406e-05,8.556067768950015e-05,0.001953125,4020,520.4698934555054,1763260529.4846663,691.0,0.0016164779663085938,0.0007910449057817459
-0.017230324447155,146.3553924560547,,0.24720168113708496,361472,,1.1324882507324219e-05,8.317972242366523e-05,0.001953125,4059,525.4166841506958,1763260534.431457,692.0,-0.004833430051803589,0.0023882845416665077
0.0032813837751746178,0.0007238083053380251,,0.3021729588508606,364416,,-0.22041702270507812,8.141320722643286e-05,0.0,4087,528.9254770278931,1763260537.94025,693.0,-0.002174312248826027,0.00024512503296136856
0.005922814831137657,0.0010812979890033603,,0.36128416657447815,364800,,0.16550087928771973,8.11827922007069e-05,0.0,4091,529.3549475669861,1763260538.3697205,693.0,-0.0076864734292030334,0.0010022222995758057
0.004595325328409672,0.0032927454449236393,,0.277483195066452,366208,,-0.001085042953491211,8.033794438233599e-05,0.0,4105,530.9143199920654,1763260539.929093,693.0,-0.004187390208244324,0.0009767143055796623
0.0002983752638101578,0.003517785342410207,,0.246182382106781,366592,,0.004028797149658203,8.010752935661003e-05,0.0,4109,531.3518147468567,1763260540.3665876,694.0,-0.0005885325372219086,4.343688488006592e-06
-0.0005090488120913506,0.00035865441896021366,,0.27811887860298157,367232,,-0.11238515377044678,7.972350431373343e-05,0.0,4115,532.0615961551666,1763260541.076369,694.0,-0.00015047192573547363,0.000452687032520771
0.0002558911219239235,0.0044169919565320015,,0.26878514885902405,367616,,0.09881216287612915,7.949308928800747e-05,0.0,4119,532.4901175498962,1763260541.5048904,694.0,-0.0007589049637317657,0.00012863334268331528
0.002973943017423153,0.00291787669993937,,0.20239323377609253,370176,,-0.05691933631896973,7.795698911650106e-05,0.0,4144,535.2286214828491,1763260544.2433944,695.0,-0.0017384104430675507,2.2149644792079926e-05
-0.0036475956439971924,0.000927599670831114,,0.20526504516601562,370816,,0.21191048622131348,7.757296407362446e-05,0.0,4150,535.8767232894897,1763260544.8914962,696.0,0.0013830065727233887,0.0004175771027803421
0.001428382471203804,0.003725780174136162,,0.20751364529132843,372608,,0.22062647342681885,7.649769395356998e-05,0.0,4168,537.7204041481018,1763260546.735177,696.0,0.0021995380520820618,9.070336818695068e-05
-0.0013079885393381119,0.0006796199013479054,,0.21374927461147308,374272,,0.08493590354919434,7.549922884209082e-05,0.005859375,4184,539.4005808830261,1763260548.4153538,697.0,-0.0010905787348747253,0.002019178122282028
-0.005359254777431488,0.0008823846583254635,,0.2232009470462799,375296,,-0.12813186645507812,7.488479604944587e-05,0.001953125,4194,540.4655356407166,1763260549.4803085,698.0,-0.01890929788351059,0.0018565095961093903
0.007961871102452278,0.000600406201556325,,0.24656759202480316,375808,,-0.11911237239837646,7.457757601514459e-05,0.0,4199,541.0109732151031,1763260550.025746,698.0,-0.008444447070360184,0.0007248390465974808
-0.0002454891800880432,0.0007586677675135434,,0.1980646550655365,378368,,-0.11086869239807129,7.304147584363818e-05,0.0,4224,543.6478428840637,1763260552.6626158,700.0,3.279000520706177e-05,0.0003506559878587723
0.020547540858387947,0.0004347367794252932,,0.22687818109989166,378880,,-0.03362417221069336,7.27342558093369e-05,0.01171875,4229,544.1982159614563,1763260553.2129889,700.0,-0.005932478234171867,0.004936237819492817
-0.008905675262212753,0.0010677301324903965,,0.20909743010997772,380288,,0.017081022262573242,7.188940071500838e-05,0.0,4243,545.6566796302795,1763260554.6714525,700.0,-0.011738715693354607,0.0009205341339111328
-0.0008625071495771408,154.26536560058594,,0.2306027114391327,380544,,7.212162017822266e-06,7.173579069785774e-05,0.0,4246,545.935515165329,1763260554.950288,701.0,-0.00038479268550872803,0.00029599666595458984
0.00908736139535904,0.003881692187860608,,0.30808690190315247,381184,,-0.04606771469116211,7.135176565498114e-05,0.0,4252,546.5725774765015,1763260555.5873504,701.0,-0.00944526493549347,0.0017358995974063873
0.0010067522525787354,0.00067955965641886,,0.31093284487724304,381440,,-0.12217569351196289,7.11981556378305e-05,0.0,4254,546.8386447429657,1763260555.8534176,701.0,-0.0008468199521303177,6.66249543428421e-05
,,500.0,,381459,500.0,,,,4255,546.8719680309296,1763260555.886741,,,
-0.0006745178252458572,0.0008048822055570781,,0.2835596203804016,383360,,0.03389352560043335,7.004608050920069e-05,0.0,4273,548.8266792297363,1763260557.8414521,702.0,0.0017552748322486877,0.00022449903190135956
-0.004008031450212002,0.003463277593255043,,0.21996118128299713,383616,,-0.04663872718811035,6.989247049205005e-05,0.0,4276,549.1079092025757,1763260558.122682,702.0,-0.0014910697937011719,4.9223192036151886e-05
0.0026218080893158913,0.0007696878747083247,,0.24048328399658203,383744,,0.033355772495269775,6.981566548347473e-05,0.0,4277,549.2437989711761,1763260558.2585719,702.0,-0.0005584061145782471,0.00019453559070825577
0.0005442332476377487,0.0006563823553733528,,0.23730868101119995,383872,,0.10408806800842285,6.973886047489941e-05,0.0,4278,549.3765351772308,1763260558.391308,702.0,-0.0008126352913677692,2.289190888404846e-06
0.005431121215224266,222.47048950195312,,0.18583151698112488,385024,,-9.59634780883789e-05,6.904762267367914e-05,0.0,4290,552.2098844051361,1763260561.2246573,701.0,-0.0076113976538181305,0.00022389553487300873
-0.0035381047055125237,0.0007899909396655858,,0.2606877386569977,385280,,0.0051729679107666016,6.88940126565285e-05,0.0,4292,553.3610911369324,1763260562.375864,700.0,0.0023747552186250687,0.00017039943486452103
,,500.0,,387459,500.0,,,,4314,567.7637021541595,1763260576.778475,,,
,,500.0,,387959,500.0,,,,4318,571.4459433555603,1763260580.4607162,,,
0.0023371269926428795,0.0005966508761048317,,0.18860580027103424,390784,,0.22762411832809448,6.559139728778973e-05,0.0,4346,583.4678478240967,1763260592.4826207,673.0,-0.003974543884396553,8.813384920358658e-05
0.01351228728890419,0.0005568097112700343,,0.20526206493377686,392832,,-0.24097537994384766,6.436251715058461e-05,0.0,4366,585.5276911258698,1763260594.542464,674.0,-0.0038353540003299713,0.0008115563541650772
,,500.0,,393459,500.0,,,,4372,586.0749642848969,1763260595.0897372,,,
,,500.0,,393959,500.0,,,,4377,586.5928297042847,1763260595.6076026,,,
-0.0015107644721865654,3.81893253326416,,0.19049493968486786,393984,,-0.000110626220703125,6.367127207340673e-05,0.0,4378,586.6732099056244,1763260595.6879828,675.0,0.0006820373237133026,3.414135426282883e-05
,,500.0,,394959,500.0,,,,4387,587.636471748352,1763260596.6512446,,,
0.0032849321141839027,0.0008763319929130375,,0.2105470597743988,395904,,-0.14898622035980225,6.251920422073454e-05,0.001953125,4396,588.6688776016235,1763260597.6836505,676.0,-0.0026186108589172363,0.0007479740306735039
0.008652133867144585,0.0007264952291734517,,0.23815929889678955,397824,,0.4043770432472229,6.136712909210473e-05,0.0,4415,590.6146485805511,1763260599.6294215,677.0,0.015144475735723972,0.00109022855758667
,,500.0,,401959,500.0,,,,4456,594.6716039180756,1763260603.6863768,,,
-0.0013517150655388832,0.0008314111619256437,,0.22219258546829224,403456,,0.07522916793823242,5.798771235276945e-05,0.0,4470,596.1631829738617,1763260605.1779559,680.0,-0.006228446960449219,0.0007058391347527504
0.003199370577931404,0.0010143555700778961,,0.22323226928710938,404224,,0.15646880865097046,5.752688230131753e-05,0.0,4478,596.9508974552155,1763260605.9656703,680.0,-0.006603080779314041,0.0007353164255619049
,,500.0,,404459,500.0,,,,4480,597.1220328807831,1763260606.1368058,,,
-0.006284203380346298,0.0032877994235605,,0.21068237721920013,405632,,0.20468562841415405,5.6682027206989005e-05,0.0,4492,598.3614859580994,1763260607.3762589,681.0,0.0015926584601402283,0.0006040353327989578
-0.0048303985968232155,0.0010248880134895444,,0.2639105021953583,406272,,0.07247340679168701,5.6298002164112404e-05,0.0,4498,599.0302288532257,1763260608.0450017,681.0,0.004827648401260376,0.00036113616079092026
,,500.0,,408459,500.0,,,,4520,601.2347929477692,1763260610.2495658,,,
-2.583954483270645e-05,0.0035510326270014048,,0.27214187383651733,408704,,0.014773309230804443,5.4838710639160126e-05,0.0,4522,601.490790605545,1763260610.5055635,683.0,-0.00011819601058959961,1.845788210630417e-05
,,500.0,,408959,500.0,,,,4524,601.6629173755646,1763260610.6776903,,,
0.0047784047201275826,72.18390655517578,,0.294221967458725,408960,,3.272294998168945e-05,5.4685100622009486e-05,0.0,4525,601.762050151825,1763260610.776823,683.0,-0.009303772822022438,0.00015452411025762558
-0.004625200293958187,0.0015195164596661925,,0.27170896530151367,409216,,0.0010589957237243652,5.4531490604858845e-05,0.0,4527,602.0485792160034,1763260611.063352,683.0,0.004339901730418205,0.0003095986321568489
0.0007618330419063568,0.003513847477734089,,0.281008780002594,409600,,0.06646209955215454,5.4301075579132885e-05,0.0,4531,602.4368138313293,1763260611.4515867,683.0,-0.000424996018409729,0.00011571124196052551
0.0014650467783212662,0.0010444187792018056,,0.25540441274642944,409856,,0.023551523685455322,5.4147465561982244e-05,0.0,4533,602.6737864017487,1763260611.6885593,683.0,-0.0009109135717153549,6.629526615142822e-05
,,500.0,,409959,500.0,,,,4534,602.7177150249481,1763260611.732488,,,
-0.005982971750199795,51.475669860839844,,0.2913983464241028,412032,,7.730722427368164e-05,5.28417804162018e-05,0.0,4555,604.9724752902985,1763260613.9872482,684.0,-0.013468891382217407,0.0011396100744605064
0.0038165003061294556,0.001218309043906629,,0.30355992913246155,412800,,0.20066708326339722,5.2380954002728686e-05,0.0,4562,605.7750582695007,1763260614.7898312,684.0,-0.004569993354380131,0.00025179237127304077
0.0003926781937479973,0.003066509496420622,,0.21606090664863586,414208,,-0.0006310939788818359,5.153609890840016e-05,0.0,4576,607.2798132896423,1763260616.2945862,685.0,-0.00015678629279136658,1.1884607374668121e-05
,,500.0,,417959,500.0,,,,4613,611.0455253124237,1763260620.0602982,,,
-0.007079585455358028,0.0014300401089712977,,0.2314750850200653,419328,,0.16529905796051025,4.846390220336616e-05,0.0,4626,612.4063036441803,1763260621.4210765,688.0,-0.005306592211127281,0.000558667816221714
0.004435478709638119,0.0011584039311856031,,0.26783469319343567,420224,,0.08107751607894897,4.792626714333892e-05,0.0,4635,613.290093421936,1763260622.3048663,688.0,-0.0013493970036506653,6.0253776609897614e-05
-0.0017972895875573158,0.0009946905774995685,,0.22415129840373993,420864,,-0.02327883243560791,4.754224210046232e-05,0.0,4641,613.9065854549408,1763260622.9213583,689.0,-0.0007181540131568909,5.699228495359421e-05
-0.0024836454540491104,0.0034111335407942533,,0.2877616882324219,421120,,-0.13888847827911377,4.738863208331168e-05,0.0,4644,614.1397540569305,1763260623.154527,689.0,0.00014035776257514954,0.0003573112189769745
0.00047615356743335724,0.0013439072063192725,,0.2626127004623413,422912,,0.017360448837280273,4.6313365601236e-05,0.0,4661,615.90584897995,1763260624.9206219,690.0,-0.0008444786071777344,3.465823829174042e-05
0.0008437978103756905,0.0012287389254197478,,0.32939767837524414,424320,,-0.03286564350128174,4.546851050690748e-05,0.0,4675,617.3280401229858,1763260626.342813,690.0,0.0022452734410762787,0.0002639675512909889
,,500.0,,425959,500.0,,,,4691,618.8871440887451,1763260627.901917,,,
-0.003001195378601551,0.001648272154852748,,0.2589654326438904,427776,,-0.1110389232635498,4.339477891335264e-05,0.0,4709,620.7359297275543,1763260629.7507026,692.0,0.0008753351867198944,1.2955628335475922e-05
-0.000985858030617237,0.0031239092350006104,,0.2242622673511505,428160,,0.016971170902252197,4.316436388762668e-05,0.0,4713,621.1262483596802,1763260630.1410213,692.0,0.0006899610161781311,5.920417606830597e-06
0.008929455652832985,0.0014703463530167937,,0.32603877782821655,430720,,0.0034614205360412598,4.162826371612027e-05,0.0,4738,623.7321226596832,1763260632.7468956,694.0,-0.006201691925525665,0.0004201531410217285
0.0016919299960136414,0.0012583110947161913,,0.2496672421693802,430848,,-0.047052860260009766,4.155145870754495e-05,0.0,4739,623.8425550460815,1763260632.857328,694.0,-0.001248430460691452,0.00019903481006622314
0.000858040526509285,104.28782653808594,,0.3377624750137329,430976,,5.078315734863281e-05,4.147465369896963e-05,0.0,4741,623.9801275730133,1763260632.9949005,694.0,0.0029516592621803284,4.4498592615127563e-05
-0.0021535390987992287,0.001440663356333971,,0.2612435519695282,431232,,0.06060135364532471,4.132104368181899e-05,0.0,4743,624.2470817565918,1763260633.2618546,694.0,-0.0001509878784418106,8.387584239244461e-05
0.0018579894676804543,0.001195901189930737,,0.2849799394607544,432384,,0.21914488077163696,4.062979860464111e-05,0.0,4754,625.3833358287811,1763260634.3981087,694.0,0.002585004549473524,0.0009361794218420982
0.0038889748975634575,0.002966205822303891,,0.3005937337875366,434176,,-0.010161995887756348,3.955453212256543e-05,0.0,4772,627.2038362026215,1763260636.218609,695.0,-0.003844626247882843,5.348678678274155e-05
0.0014005647972226143,217.15415954589844,,0.2784721851348877,435584,,-7.474422454833984e-05,3.870967702823691e-05,0.0,4786,628.5700101852417,1763260637.584783,696.0,0.0006782077252864838,1.8161721527576447e-05
0.005233564414083958,0.0023040527012199163,,0.3051263093948364,435712,,-0.01746690273284912,3.863287201966159e-05,0.0,4787,628.6873281002045,1763260637.702101,696.0,-0.00516341719776392,0.0002722451463341713
-0.002703676000237465,0.0015444494783878326,,0.34297171235084534,435840,,-0.015949726104736328,3.855606701108627e-05,0.0,4788,628.8111023902893,1763260637.8258753,696.0,0.0070452503859996796,0.0002937633544206619
-0.00135081447660923,0.0026971076149493456,,0.2943040430545807,436608,,0.0054934024810791016,3.809523695963435e-05,0.0,4796,629.6086285114288,1763260638.6234014,696.0,-0.0011562816798686981,0.00017076358199119568
,,500.0,,436959,500.0,,,,4799,629.9125759601593,1763260638.9273489,,,
-0.005439916625618935,0.002524087205529213,,0.296931654214859,437632,,0.010957658290863037,3.7480800529010594e-05,0.0,4806,630.6560468673706,1763260639.6708198,697.0,0.000700242817401886,8.706934750080109e-05
,,500.0,,437959,500.0,,,,4809,630.939906835556,1763260639.9546797,,,
0.00454547256231308,0.0012641627108678222,,0.16537243127822876,438400,,-0.07255995273590088,3.701997047755867e-05,0.0,4813,631.4280469417572,1763260640.4428198,697.0,-0.0024094432592391968,7.192045450210571e-05
0.0005884086713194847,0.0010604269336909056,,0.265849769115448,442240,,-0.16786277294158936,3.4715820220299065e-05,0.0,4851,635.2054724693298,1763260644.2202454,699.0,6.58668577671051e-05,1.526717096567154e-05
-0.00021972786635160446,0.001073653344064951,,0.24484597146511078,442368,,-0.023966073989868164,3.4639015211723745e-05,0.0,4852,635.3318178653717,1763260644.3465908,699.0,2.6695430278778076e-05,3.657303750514984e-06
,,500.0,,443959,500.0,,,,4868,636.8340239524841,1763260645.8487968,,,
-0.0006387457251548767,0.49458232522010803,,0.19199223816394806,444544,,-3.647804260253906e-05,3.333333370392211e-05,0.0,4874,637.4509358406067,1763260646.4657087,700.0,-0.00013039074838161469,8.087605237960815e-06
,,500.0,,444959,500.0,,,,4878,637.8455564975739,1763260646.8603294,,,
-0.0003809835761785507,0.0012902620946988463,,0.24602046608924866,445440,,0.36491483449935913,3.2795698643894866e-05,0.0,4882,638.3018968105316,1763260647.3166697,701.0,0.0009742975234985352,2.6747584342956543e-05
-0.0004571322351694107,0.0014428002759814262,,0.2586780786514282,449280,,0.18706947565078735,3.0491552024614066e-05,0.0,4920,641.8717427253723,1763260650.8865156,703.0,0.0014580674469470978,3.308430314064026e-05
,,500.0,,450459,500.0,,,,4932,642.9259884357452,1763260651.9407613,,,
-0.001451779156923294,4.311359405517578,,0.29447633028030396,450560,,-3.886222839355469e-05,2.9723501938860863e-05,0.0,4933,643.0328090190887,1763260652.047582,704.0,0.0009324327111244202,2.6561319828033447e-05
0.00022659357637166977,0.0027172216214239597,,0.3327980935573578,451200,,0.06070268154144287,2.9339476895984262e-05,0.0,4939,643.6216349601746,1763260652.6364079,704.0,-0.001776173710823059,3.767106682062149e-05
,,500.0,,451959,500.0,,,,4946,644.2570626735687,1763260653.2718356,,,
0.0006834492087364197,0.00281343050301075,,0.20457576215267181,452608,,-0.0710289478302002,2.8494623620645143e-05,0.0,4953,644.9231510162354,1763260653.937924,705.0,0.0005292929708957672,1.3660639524459839e-05
-0.004769791848957539,0.002645319327712059,,0.30697929859161377,453120,,0.13955044746398926,2.8187403586343862e-05,0.0,4958,645.3891711235046,1763260654.403944,705.0,-0.0031444113701581955,0.000642647035419941
-0.0015677064657211304,0.0028328076004981995,,0.3286312222480774,453632,,0.2568551301956177,2.788018355204258e-05,0.0,4963,645.8400456905365,1763260654.8548186,705.0,-0.0031739510595798492,4.110671579837799e-05
,,500.0,,454459,500.0,,,,4971,646.5709502696991,1763260655.5857232,,,
0.001022065058350563,155.08432006835938,,0.2565709352493286,454528,,6.949901580810547e-05,2.7342550311004743e-05,0.0,4972,646.6623957157135,1763260655.6771686,706.0,0.00033741816878318787,2.7300789952278137e-05
-0.0043982816860079765,0.002768643433228135,,0.26075658202171326,455168,,-0.019147276878356934,2.6958525268128142e-05,0.0,4978,647.2731688022614,1763260656.2879417,706.0,-0.005610663443803787,0.00013251882046461105
,,500.0,,455459,500.0,,,,4981,647.5112164020538,1763260656.5259893,,,
0.00017836689949035645,0.0016037486493587494,,0.23756060004234314,456320,,-0.07318723201751709,2.6267282009939663e-05,0.0,4989,648.3803715705872,1763260657.3951445,707.0,0.0002463674172759056,8.470937609672546e-05
-0.0017874501645565033,0.001402363646775484,,0.24311402440071106,456832,,0.0008522272109985352,2.5960061975638382e-05,0.0,4994,648.8355929851532,1763260657.8503659,707.0,2.771802246570587e-05,2.1949410438537598e-05
0.0001676902174949646,0.001613194472156465,,0.2836129069328308,458240,,-0.1628110408782959,2.511520688130986e-05,0.0,5008,650.11283659935,1763260659.1276095,708.0,0.000681447796523571,8.242949843406677e-05
0.0011048205196857452,0.0016791780944913626,,0.2592572569847107,458752,,-0.06852936744689941,2.480798684700858e-05,0.0,5013,650.6022424697876,1763260659.6170154,708.0,-0.0031218957155942917,6.75637274980545e-05
,,500.0,,458959,500.0,,,,5015,650.7404396533966,1763260659.7552125,,,
-0.0005356110632419586,0.0014942118432372808,,0.22362354397773743,461440,,-0.1705232858657837,2.319508530490566e-05,0.0,5039,653.0335812568665,1763260662.0483541,710.0,4.5375898480415344e-05,4.507973790168762e-05
-0.00020226091146469116,0.0025043508503586054,,0.29578980803489685,464640,,0.044511258602142334,2.1274961909512058e-05,0.0,5071,655.9639329910278,1763260664.978706,711.0,0.00015884451568126678,0.00011972710490226746
-0.0009154556319117546,0.001686746720224619,,0.23143193125724792,469376,,-0.023154020309448242,1.8433180230204016e-05,0.0,5117,660.2863969802856,1763260669.3011699,714.0,-0.0007217191159725189,4.84781339764595e-05
-0.0001250309869647026,0.0015518555883318186,,0.26908770203590393,469888,,0.2175462245941162,1.8125960195902735e-05,0.0,5122,660.7367947101593,1763260669.7515676,714.0,3.2961368560791016e-05,1.0710209608078003e-07
0.0011124033480882645,0.0016336924163624644,,0.27992352843284607,470400,,-0.016748905181884766,1.7818740161601454e-05,0.0,5127,661.2246024608612,1763260670.2393754,714.0,0.00019458681344985962,9.584985673427582e-05
,,500.0,,470459,500.0,,,,5128,661.2459099292755,1763260670.2606828,,,
-0.000371578149497509,0.0024090190418064594,,0.27215537428855896,471680,,0.08804887533187866,1.7050691894837655e-05,0.0,5140,662.3927071094513,1763260671.40748,715.0,0.00013847090303897858,1.0011717677116394e-06
0.0002870168536901474,0.00166243442799896,,0.18847136199474335,472320,,0.25279098749160767,1.6666666851961054e-05,0.0,5146,662.9884004592896,1763260672.0031734,715.0,-0.0037750229239463806,1.7881393432617188e-05
5.9451907873153687e-05,0.0024022459983825684,,0.2297113537788391,472704,,-0.057221174240112305,1.6436251826235093e-05,0.0,5150,663.3262991905212,1763260672.341072,715.0,-0.001787656918168068,9.793788194656372e-06
0.0008799508213996887,0.001862638513557613,,0.2153218388557434,472832,,0.011433303356170654,1.6359446817659773e-05,0.0,5151,663.4392099380493,1763260672.4539828,716.0,-0.0003770217299461365,2.8910115361213684e-05
-5.7948753237724304e-05,11.499715805053711,,0.23114994168281555,473984,,-0.00013065338134765625,1.5668203559471294e-05,0.0,5163,664.4942090511322,1763260673.508982,716.0,-0.00026611238718032837,1.1995434761047363e-06
-0.0022723395377397537,0.0018410466145724058,,0.2361266165971756,474240,,-0.1977616548538208,1.5514593542320654e-05,0.0,5165,664.732412815094,1763260673.7471857,716.0,0.0015631734859198332,3.0104070901870728e-05
-0.0012973779812455177,0.0015838859835639596,,0.2927491068840027,477440,,-0.012232303619384766,1.3594470146927051e-05,0.0,5196,667.6641044616699,1763260676.6788774,718.0,-0.0015780478715896606,7.415469735860825e-05
,,500.0,,477459,500.0,,,,5197,667.6738133430481,1763260676.6885862,,,
0.00012645497918128967,0.0023091216571629047,,0.1799781322479248,481664,,0.15892106294631958,1.1059907592425589e-05,0.0,5238,671.5679316520691,1763260680.5827045,720.0,0.00016025081276893616,1.5994533896446228e-05
0.00024801865220069885,0.0018831542693078518,,0.2618582546710968,481792,,0.11110186576843262,1.0983102583850268e-05,0.0,5239,671.6798267364502,1763260680.6945996,720.0,-0.0007675737142562866,1.0091811418533325e-05
-0.0003312341868877411,0.0019643548876047134,,0.21807385981082916,482304,,0.009399950504302979,1.0675883459043689e-05,0.0,5244,672.1322317123413,1763260681.1470046,720.0,0.00012453459203243256,1.483038067817688e-05
,,500.0,,482959,500.0,,,,5251,672.7390625476837,1763260681.7538354,,,
0.002481827512383461,0.0018477016128599644,,0.12019992619752884,483456,,0.03846257925033569,9.984639291360509e-06,0.0,5255,673.1794743537903,1763260682.1942472,721.0,-0.0013636890798807144,3.3972784876823425e-05
-0.0023439470678567886,0.0020888852886855602,,0.20063702762126923,483712,,-0.08335697650909424,9.831029274209868e-06,0.0,5258,673.4062690734863,1763260682.421042,721.0,0.001826602965593338,4.654936492443085e-05
-0.0010827956721186638,0.0022528122644871473,,0.25225961208343506,484608,,-0.08603394031524658,9.293395123677328e-06,0.0,5267,674.2285706996918,1763260683.2433436,722.0,-0.0015802886337041855,1.8757767975330353e-05
0.00017827283591032028,3.771043539047241,,0.17325825989246368,486016,,0.0001462101936340332,8.448540938843507e-06,0.0,5281,675.5028383731842,1763260684.5176113,722.0,1.3509765267372131e-05,4.777684807777405e-07
,,500.0,,487959,500.0,,,,5300,677.2697141170502,1763260686.284487,,,
0.0002698879688978195,0.001976153813302517,,0.19586703181266785,490240,,0.10588443279266357,5.913978384342045e-06,0.0,5322,679.3526265621185,1763260688.3673995,724.0,-0.00012354180216789246,7.9423189163208e-06
-2.768542617559433e-05,0.0019080035854130983,,0.33103933930397034,490880,,-0.13989031314849854,5.529953796212794e-06,0.0,5328,679.9521775245667,1763260688.9669504,725.0,4.231184720993042e-05,1.1082738637924194e-07
-0.00016067083925008774,255.1428680419922,,0.2990904450416565,494080,,-0.00010097026824951172,3.609831082940218e-06,0.0,5360,682.8504259586334,1763260691.8651989,726.0,-0.0010242350399494171,2.400018274784088e-06
0.0005964217707514763,0.0020060341339558363,,0.3044740557670593,494336,,-0.041181206703186035,3.456221293163253e-06,0.0,5362,683.0800611972809,1763260692.094834,727.0,-0.0004247985780239105,5.55720180273056e-06
0.00021434295922517776,218.48629760742188,,0.21685881912708282,497024,,0.00010979175567626953,1.8433179320709314e-06,0.0,5389,685.506849527359,1763260694.5216224,728.0,-0.0001851096749305725,2.1141022443771362e-07
