losses/clipfrac,charts/episodic_length,_runtime,global_step,losses/entropy,losses/old_approx_kl,charts/episodic_return,charts/SPS,losses/value_loss,losses/policy_loss,charts/learning_rate,losses/approx_kl,_step,losses/explained_variance,_timestamp
0.0,,62.73782181739807,57472,0.46028977632522583,0.0035994378849864006,,961.0,0.026389939710497856,0.007939664646983147,0.0002655913995113224,0.00019505340605974197,876,0.8861315846443176,1763260089.6791298
0.00390625,,67.58182907104492,61952,0.5256706476211548,0.018561245873570442,,958.0,233.27955627441406,0.002421066164970398,0.00026290322421118617,0.003580133430659771,922,0.0004194974899291992,1763260094.523137
0.052734375,,68.41367292404175,62848,0.5163626074790955,-0.043505676090717316,,960.0,0.00033966326736845076,-0.032300516963005066,0.00026236558915115893,0.009922491386532784,930,0.39183342456817627,1763260095.354981
0.0,,69.22840619087219,63616,0.5732026696205139,0.010042001493275166,,960.0,0.012554907239973545,-0.03650207817554474,0.000261904759099707,0.004212642088532448,938,0.15051162242889404,1763260096.1697142
,500.0,69.4933705329895,63904,,,500.0,,,,,,941,,1763260096.4346786
0.0,,69.60406255722046,64000,0.5299233198165894,0.005606452934443951,,960.0,33.65285110473633,-0.007365945726633072,0.00026167434407398105,0.00047140661627054214,942,0.0006365776062011719,1763260096.5453706
0.0,,70.23503994941711,64640,0.4854399859905243,0.010697093792259693,,960.0,0.012144222855567932,-0.007756471633911133,0.00026129031903110445,0.003268391825258732,948,0.6668753623962402,1763260097.176348
0.05859375,,73.26775193214417,67328,0.4544103443622589,0.003645002841949463,,957.0,0.00020231178496032953,0.036769747734069824,0.0002596774138510227,0.015393328852951527,974,0.23154431581497192,1763260100.20906
,500.0,73.95127439498901,67904,,,500.0,,,,,,980,,1763260100.8925824
,500.0,74.5256507396698,68404,,,500.0,,,,,,985,,1763260101.4669588
,500.0,75.94249987602234,69404,,,500.0,,,,,,995,,1763260102.883808
0.0,,76.3165636062622,69632,0.4425465166568756,0.012036476284265518,,949.0,0.008874244056642056,-0.00018788129091262817,0.00025829492369666696,0.0006145145744085312,997,0.18223536014556885,1763260103.2578716
0.0078125,,79.82449984550476,71424,0.42477256059646606,-0.004809926263988018,,929.0,11.948747634887695,-0.01361527293920517,0.00025721965357661247,0.0035404758527874947,1015,6.4849853515625e-05,1763260106.7658079
0.001953125,,80.88524651527405,71936,0.4674634337425232,-0.015526419505476952,,923.0,48.837589263916016,0.004223611205816269,0.0002569124335423112,0.0036028875038027763,1020,0.0001830458641052246,1763260107.8265545
0.0,,83.21757888793945,73088,0.3941642940044403,0.0035511255264282227,,910.0,0.005016567185521126,-0.004398226737976074,0.0002562211884651333,0.00029312819242477417,1031,0.38723957538604736,1763260110.158887
0.0,,87.27324533462524,75008,0.4457245171070099,-0.0007514031603932381,,889.0,3.991063356399536,0.011167876422405243,0.0002550691133365035,0.0002134786918759346,1050,0.0001710653305053711,1763260114.2145534
0.0,,88.04905152320862,75392,0.4527560770511627,-0.002066163346171379,,886.0,0.00011308976536383852,0.003143109381198883,0.00025483869831077754,0.0006378386169672012,1053,0.14905494451522827,1763260114.9903595
0.001953125,500.0,89.19956350326538,75904,0.46448397636413574,-0.01336111593991518,500.0,880.0,2.5277395248413086,0.009580302983522415,0.00025453147827647626,0.0027683014050126076,1058,6.23464584350586e-05,1763260116.1408715
0.0,,94.51358675956726,78464,0.3952147364616394,-0.018076807260513306,,857.0,0.03160622715950012,-0.0011571217328310013,0.00025299537810496986,0.001406240276992321,1083,3.5762786865234375e-07,1763260121.4548948
0.015625,,96.1362144947052,79360,0.4087802469730377,0.01608651503920555,,851.0,0.00010938831110252067,-0.0008744485676288605,0.0002524577430449426,0.0005761459469795227,1091,0.00978243350982666,1763260123.0775225
0.0,,99.02454710006714,80896,0.4007941782474518,0.0057140132412314415,,842.0,1.6605088603682816e-05,0.001406078226864338,0.00025153611204586923,0.0001363670453429222,1106,0.21918702125549316,1763260125.9658551
0.01953125,,101.12105226516724,82048,0.30025434494018555,-0.0243641659617424,,835.0,0.002905008615925908,-0.01582479290664196,0.00025084486696869135,0.0035383719950914383,1118,0.4443715810775757,1763260128.0623603
0.0,,102.52798056602478,82816,0.393515408039093,0.0035477951169013977,,831.0,5.5097698350436985e-05,-0.0033472105860710144,0.00025038403691723943,0.0006439965218305588,1125,0.19928252696990967,1763260129.4692886
0.005859375,,103.92928004264832,83584,0.40887612104415894,-0.0035878904163837433,,827.0,0.007074108812958002,-0.007164224982261658,0.0002499232068657875,0.004071561619639397,1133,0.4820399880409241,1763260130.870588
0.0390625,,106.15616488456726,84864,0.3903161883354187,-0.012047347612679005,,822.0,4.045283276354894e-05,0.016351640224456787,0.0002491551567800343,0.004059264436364174,1145,0.39193427562713623,1763260133.097473
0.03125,,109.48177647590637,86784,0.3332599699497223,0.03610017150640488,,814.0,0.0001797658478608355,-0.016519922763109207,0.0002480030816514045,0.0077518280595541,1164,0.5013951063156128,1763260136.4230845
,500.0,109.54701352119446,86904,,,500.0,,,,,,1165,,1763260136.4883215
0.0078125,,110.79878115653992,87552,0.3339439332485199,-0.011135178618133068,,811.0,0.0027141738682985306,0.003941453993320465,0.0002475422515999526,0.003983586095273495,1172,0.23852461576461792,1763260137.7400892
0.0,,112.30230259895325,88448,0.41023024916648865,-0.009063733741641045,,808.0,16.698528289794922,-0.006412675604224205,0.00024700461653992534,0.0016048289835453033,1181,0.0006121993064880371,1763260139.2436106
0.001953125,,113.13917350769043,88960,0.278494656085968,-0.007056650705635548,,807.0,146.0670928955078,-0.0016344450414180756,0.00024669739650562406,0.0006867190822958946,1186,0.0009214878082275391,1763260140.0804815
0.001953125,,114.99458503723145,90112,0.3581816852092743,-0.0031167445704340935,,804.0,0.005344342440366745,-0.005695931613445282,0.0002460061514284462,0.0002918420359492302,1197,0.7273896932601929,1763260141.935893
0.1640625,,117.5557279586792,91776,0.34197115898132324,-0.0842563658952713,,800.0,6.34891985100694e-05,-0.04574817791581154,0.000245007686316967,0.031247243285179138,1213,0.6287857294082642,1763260144.497036
0.0,,117.96788930892944,92032,0.4443719983100891,0.005441924557089806,,800.0,0.004967529326677322,-0.014294221997261047,0.00024485407629981637,0.0009970739483833313,1215,0.5017207860946655,1763260144.9091973
0.0,,119.90406346321106,93184,0.26198774576187134,-0.004857699386775494,,796.0,0.00011100852134404704,0.000845935195684433,0.0002441628312226385,0.001076982356607914,1226,0.1599920392036438,1763260146.8453715
0.025390625,,120.59402751922607,93568,0.346863329410553,0.04494646564126015,,795.0,0.007174053229391575,0.0031889155507087708,0.00024393241619691253,0.007167213596403599,1230,-0.09094583988189697,1763260147.5353355
0.01953125,,121.31013488769531,93952,0.352569043636322,-0.00497758574783802,,793.0,49.404273986816406,-0.017861641943454742,0.00024370200117118657,0.003952128812670708,1234,0.0003077983856201172,1763260148.251443
0.001953125,,123.46807050704956,95104,0.2630852162837982,0.011017289012670517,,789.0,0.008703965693712234,-0.01904415525496006,0.00024301075609400868,0.0007845461368560791,1245,0.18770593404769897,1763260150.4093785
0.02734375,,125.27395844459534,96000,0.323749840259552,-0.029712023213505745,,784.0,36.875030517578125,0.013753768056631088,0.00024247312103398144,0.003930659033358097,1254,0.000657200813293457,1763260152.2152665
0.078125,,128.55326509475708,97792,0.27780723571777344,-0.0017330385744571686,,778.0,1.0427592314954381e-05,0.007838450372219086,0.00024139785091392696,0.005971737205982208,1271,0.16260725259780884,1763260155.494573
0.04296875,,133.6745204925537,100608,0.3482136130332947,-0.013253461569547653,,769.0,0.011019204743206501,-0.03183005005121231,0.00023970814072526991,0.01640085130929947,1299,0.3783438205718994,1763260160.6158285
0.015625,,141.0571744441986,104704,0.22563202679157257,0.007014778442680836,,758.0,5.4939460824243724e-05,0.0017904974520206451,0.00023725038045085967,0.0032502664253115654,1339,0.46581852436065674,1763260167.9984825
0.029296875,,141.27752232551575,104832,0.2974940538406372,-0.004580143839120865,,757.0,4.364071355666965e-05,-0.012873701751232147,0.00023717357544228435,0.007572220638394356,1340,0.2757068872451782,1763260168.2188303
0.0,,142.93125987052917,105728,0.2519437074661255,-0.002215499058365822,,755.0,0.00013328553177416325,0.001215420663356781,0.0002366359403822571,0.0001010596752166748,1349,0.3969460129737854,1763260169.872568
0.00390625,,145.46334838867188,107136,0.2530165910720825,0.017763765528798103,,751.0,0.006787620019167662,-0.0067245811223983765,0.00023579108528792858,0.002924514003098011,1363,-0.09920322895050049,1763260172.4046564
0.0,,145.90140843391418,107392,0.27317237854003906,0.0004176059737801552,,751.0,7.746564369881526e-05,0.0012249089777469635,0.00023563747527077794,0.001644154079258442,1365,0.17409640550613403,1763260172.8427165
0.021484375,500.0,146.83529710769653,107904,0.292640745639801,-0.030464820563793182,500.0,750.0,93.3912124633789,-0.010605577379465103,0.00023533025523647666,0.003924964927136898,1370,0.00024622678756713867,1763260173.7766051
0.0,,148.6604220867157,108928,0.3279898166656494,0.0024148300290107727,,747.0,154.1753387451172,0.0014273561537265778,0.0002347158151678741,0.0003386605530977249,1380,0.0005713105201721191,1763260175.60173
0.0390625,,148.883296251297,109056,0.295803964138031,-0.00868710596114397,,747.0,0.00765180354937911,-0.021786898374557495,0.00023463901015929878,0.00707059632986784,1381,0.50438392162323,1763260175.8246043
0.048828125,,150.23121404647827,109824,0.23913124203681946,0.0064783720299601555,,745.0,0.0001028437472996302,-0.007965236902236938,0.00023417819465976208,0.0021209726110100746,1388,0.7177985906600952,1763260177.172522
0.013671875,,151.38632655143738,110464,0.2050480991601944,-0.001021689735352993,,744.0,144.60626220703125,-0.0032390207052230835,0.00023379416961688548,0.0006341589614748955,1395,0.00027745962142944336,1763260178.3276346
,500.0,152.08154582977295,110904,,,500.0,,,,,,1399,,1763260179.0228539
0.005859375,,153.20154356956482,111488,0.27336227893829346,-0.008608605712652206,,742.0,185.07449340820312,-0.003586951643228531,0.00023317972954828292,0.0033084172755479813,1405,0.0003453493118286133,1763260180.1428516
0.091796875,,158.04129314422607,114304,0.29767346382141113,0.056160278618335724,,737.0,0.00046046474017202854,-0.03272548317909241,0.00023149001935962588,0.0208737850189209,1432,0.019061565399169922,1763260184.9826012
,500.0,158.0956552028656,114404,,,500.0,,,,,,1433,,1763260185.0369632
0.00390625,,162.00935244560242,116608,0.30323511362075806,0.004870829172432423,,733.0,0.006465154699981213,1.2755393981933594e-05,0.0002301075292052701,0.004313127137720585,1455,0.2647431492805481,1763260188.9506605
0.0234375,,162.21589136123657,116736,0.3052893877029419,-0.028564902022480965,,733.0,0.000258342333836481,0.002835802733898163,0.0002300307241966948,0.005475279875099659,1456,0.012143969535827637,1763260189.1571994
0.0,,162.4287304878235,116864,0.28795260190963745,0.002429608255624771,,732.0,8.362566586583853e-05,-0.0024148523807525635,0.00022995391918811947,0.00028931722044944763,1457,-0.13857996463775635,1763260189.3700385
0.015625,,172.17351984977722,122624,0.23996028304100037,0.022709399461746216,,724.0,0.0022863000631332397,0.0016438066959381104,0.00022649769380223006,0.0041093239560723305,1514,0.2459438443183899,1763260199.1148279
0.0078125,,173.4812204837799,123392,0.24681086838245392,-0.0017553772777318954,,723.0,0.00019849197997245938,0.00623478926718235,0.00022603686375077814,0.0036641545593738556,1521,0.14347493648529053,1763260200.4225285
0.0,,174.1720676422119,123776,0.2769037187099457,-0.0017247721552848816,,722.0,0.0001029481936711818,0.000988297164440155,0.00022580644872505218,0.0004402715712785721,1525,-0.1047067642211914,1763260201.1133757
0.083984375,,174.63462018966675,124032,0.2005693018436432,-0.010938577353954315,,722.0,0.008552448824048042,0.05108700320124626,0.00022565283870790154,0.03762747347354889,1527,0.5657681226730347,1763260201.5759282
0.08203125,,175.05919742584229,124288,0.2247806340456009,0.04743783548474312,,722.0,2.816617416101508e-05,-0.011124636977910995,0.0002254992286907509,0.01167404092848301,1529,0.15807253122329712,1763260202.0005054
0.064453125,,175.87412476539612,124800,0.3221479654312134,0.043592337518930435,,721.0,3.2097159419208765e-05,-0.008097168058156967,0.00022519200865644962,0.01173428725451231,1534,0.15241271257400513,1763260202.8154328
0.0,,176.12775039672852,124928,0.2279614359140396,-0.004197802394628525,,721.0,163.94790649414062,-0.0033589284867048264,0.0002251152036478743,0.0002803262323141098,1536,2.2590160369873047e-05,1763260203.0690584
0.04296875,,177.40796279907227,125696,0.1869467794895172,0.013674570247530937,,720.0,5.679498826793861e-06,0.006084710359573364,0.00022465437359642237,0.003573877736926079,1543,0.1067548394203186,1763260204.3492708
,500.0,177.6747055053711,125904,,,500.0,,,,,,1545,,1763260204.6160135
0.0,,177.89460945129395,125952,0.2966468334197998,0.002047738991677761,,720.0,34.028812408447266,0.01192791759967804,0.00022450076357927173,0.0004155365750193596,1546,0.000258028507232666,1763260204.8359175
0.12109375,,180.10449194908142,127232,0.25181472301483154,0.08051767945289612,,718.0,6.550991383846849e-05,-0.008055441081523895,0.00022373271349351853,0.01480240747332573,1558,0.056887686252593994,1763260207.0458
0.00390625,,180.3049876689911,127360,0.23832982778549194,-0.007530881091952324,,718.0,0.00030192494159564376,-0.0018685907125473022,0.0002236559084849432,0.0023040231317281723,1559,-0.22638654708862305,1763260207.2462957
0.001953125,,181.01891899108887,127744,0.2777431011199951,-0.0025071892887353897,,717.0,0.00013957751798443496,0.013643339276313782,0.00022342549345921725,0.000407535582780838,1563,-0.07288551330566406,1763260207.960227
0.01171875,,181.50164461135864,128000,0.23488451540470123,0.02589735947549343,,716.0,36.92275619506836,-0.006403874605894089,0.0002232718834420666,0.0026941727846860886,1566,0.0003008246421813965,1763260208.4429526
0.056640625,,185.5493462085724,130304,0.34291863441467285,0.04698245972394943,,713.0,2.808472709148191e-05,-0.015861768275499344,0.00022188940783962607,0.009776599705219269,1588,0.14658123254776,1763260212.4906542
,500.0,185.60610032081604,130404,,,500.0,,,,,,1589,,1763260212.5474083
0.09375,,187.1962971687317,131200,0.22640635073184967,0.06265997141599655,,712.0,0.00011967997124884278,-0.029335573315620422,0.00022135177277959883,0.019209183752536774,1597,0.23010766506195068,1763260214.1376052
0.013671875,,189.06179094314575,132224,0.22437086701393127,-0.01266980916261673,,710.0,1.2371570846880786e-05,0.012959500774741173,0.00022073733271099627,0.0013109631836414337,1607,0.07066738605499268,1763260216.003099
,500.0,189.32552242279053,132404,,,500.0,,,,,,1609,,1763260216.2668304
0.0078125,,189.52098107337952,132480,0.2695164084434509,0.00239566620439291,,710.0,177.57562255859375,-0.014349136501550674,0.00022058372269384563,0.0017689308151602745,1610,0.0003318190574645996,1763260216.462289
0.04296875,,189.94185423851013,132736,0.13918928802013397,0.018558453768491745,,709.0,0.000190512539120391,-0.010224840603768826,0.000220430112676695,0.00660228356719017,1612,0.2128443717956543,1763260216.8831623
0.0,,192.46009278297424,134144,0.15308284759521484,0.006833030842244625,,707.0,0.007394623942673206,-0.012082753702998161,0.00021958525758236647,0.00023188535124063492,1626,-0.11136925220489502,1763260219.4014008
,500.0,194.55608701705933,135404,,,500.0,,,,,,1638,,1763260221.497395
0.0,,203.46908164024353,140416,0.23138780891895294,0.001487642526626587,,700.0,1.0104161500930786,0.011697039008140564,0.00021582181216217577,0.0009658169001340866,1687,-0.0002665519714355469,1763260230.4103897
0.0,,211.35205960273743,145024,0.15814174711704254,-0.0037485668435692787,,695.0,167.63670349121094,-0.0007346384227275848,0.00021305683185346425,0.00032235216349363327,1732,-0.0001647472381591797,1763260238.2933676
,500.0,213.5346918106079,146404,,,500.0,,,,,,1745,,1763260240.4759998
0.03125,,214.96940898895264,147200,0.17805792391300201,0.018826767802238464,,694.0,0.00012274380424059927,-0.009765923023223877,0.0002117511467076838,0.006714878603816032,1753,0.7888281941413879,1763260241.910717
0.087890625,,215.1705355644226,147328,0.19492371380329132,-0.012608133256435394,,694.0,5.61172237212304e-05,0.009413376450538635,0.00021167434169910848,0.023657338693737984,1754,0.6106065511703491,1763260242.1118436
,500.0,216.9683701992035,148404,,,500.0,,,,,,1765,,1763260243.9096782
0.0,,217.61413669586182,148736,0.15663006901741028,0.00437468197196722,,692.0,4.2129533539991826e-05,-0.0020028389990329742,0.00021082948660477996,0.0003758994862437248,1768,0.14976489543914795,1763260244.5554447
0.01171875,,219.14287972450256,149632,0.2708576023578644,0.029744481667876244,,692.0,0.008154267445206642,-0.01972581446170807,0.00021029185154475272,0.002017619088292122,1777,0.3959895372390747,1763260246.0841877
0.07421875,,226.34240293502808,153856,0.2846899628639221,-0.016792381182312965,,688.0,0.00039831921458244324,-0.0019396618008613586,0.00020775730081368238,0.013039056211709976,1818,0.016461074352264404,1763260253.283711
0.001953125,,227.2076976299286,154368,0.2027275115251541,0.0028405915945768356,,688.0,9.868717461358756e-05,-0.004646077752113342,0.0002074500807793811,0.0010068882256746292,1823,0.2764418125152588,1763260254.1490057
0.017578125,,232.30863451957703,157312,0.2677977383136749,-0.02533223107457161,,685.0,0.00015065926709212363,-0.004200629889965057,0.00020568356558214873,0.010602213442325592,1851,-0.005520343780517578,1763260259.2499425
0.0,,233.17169404029846,157824,0.30535510182380676,0.021525565534830093,,685.0,0.00017672585090622306,-0.005890091881155968,0.00020537634554784745,0.002331739291548729,1856,0.1769033670425415,1763260260.113002
0.0,,235.18643307685852,158976,0.22413554787635803,-0.0010387487709522247,,684.0,104.9483871459961,-0.00047141965478658676,0.00020468510047066957,1.4511868357658386e-05,1868,-0.00028324127197265625,1763260262.127741
0.0,,236.08058333396912,159488,0.24447639286518097,-0.009583323262631893,,684.0,49.323387145996094,-0.0019349455833435059,0.0002043778804363683,0.00048037152737379074,1873,-7.62939453125e-06,1763260263.0218914
