losses/clipfrac,charts/episodic_length,_runtime,global_step,losses/entropy,losses/old_approx_kl,charts/episodic_return,charts/SPS,losses/value_loss,losses/policy_loss,charts/learning_rate,losses/approx_kl,_step,losses/explained_variance,_timestamp
,500.0,236.74736332893372,159904,,,500.0,,,,,,1877,,1763260263.6886714
0.044921875,,238.47291254997253,160896,0.24578388035297394,0.031033139675855637,,683.0,0.0001497649063821882,-0.02516832947731018,0.00020353302534203976,0.01395347435027361,1886,0.33105337619781494,1763260265.4142206
0.0,,240.10395622253418,161792,0.3306664824485779,-9.832717478275299e-05,,682.0,8.064703433774412e-05,-0.0014634877443313599,0.00020299539028201252,5.131587386131287e-06,1895,-0.04000067710876465,1763260267.0452642
0.0078125,,241.5170292854309,162560,0.22872012853622437,0.0112223532050848,,681.0,0.0027232710272073746,-0.0050400421023368835,0.0002025345602305606,0.0032435692846775055,1903,0.1740330457687378,1763260268.4583373
,500.0,242.01612305641174,162904,,,500.0,,,,,,1906,,1763260268.957431
0.0,,244.30651092529297,164096,0.18097375333309174,0.00250434223562479,,679.0,0.0027569264639168978,0.000839773565530777,0.00020161290012765676,3.447849303483963e-05,1918,0.02829277515411377,1763260271.247819
0.02734375,,244.7367160320282,164352,0.27343031764030457,-0.004213446751236916,,679.0,0.0003389561315998435,0.008048303425312042,0.00020145929011050612,0.005959933623671532,1920,0.16710442304611206,1763260271.678024
,500.0,248.904691696167,166904,,,500.0,,,,,,1945,,1763260275.8459997
0.048828125,,251.2881543636322,168320,0.20095515251159668,0.023669760674238205,,677.0,2.6828678528545424e-05,-0.0024850107729434967,0.0001990783348446712,0.00795041024684906,1959,-0.04398548603057861,1763260278.2294624
0.0,,253.6125202178955,169728,0.2055593729019165,-0.004586219787597656,,677.0,0.0001243554288521409,-0.0023633427917957306,0.00019823347975034267,0.0003735143691301346,1973,0.07477092742919922,1763260280.5538282
,500.0,255.46495747566223,170904,,,500.0,,,,,,1985,,1763260282.4062655
0.00390625,,256.442179441452,171520,0.22225868701934814,-0.0001955190673470497,,676.0,0.4017679989337921,-0.003914942964911461,0.0001971582241822034,0.00019368808716535568,1991,5.364418029785156e-07,1763260283.3834875
0.0,,258.4704489707947,172800,0.2519588768482208,0.001263749785721302,,676.0,0.00023090497415978462,-0.007691625505685806,0.0001963901740964502,0.0006521428003907204,2002,0.0358695387840271,1763260285.411757
0.0,,259.311660528183,173312,0.24500048160552979,-0.008335523307323456,,676.0,4.1045354009838775e-05,0.0006497912108898163,0.00019608295406214893,0.0004982724785804749,2007,0.008047878742218018,1763260286.2529685
0.0234375,,260.7188799381256,174208,0.27554556727409363,0.009355735033750534,,675.0,2.451824002491776e-06,-0.004966970533132553,0.0001955453190021217,0.0061930641531944275,2016,-0.025525927543640137,1763260287.660188
0.001953125,,261.16597080230713,174464,0.179580956697464,-0.0052214935421943665,,675.0,23.589231491088867,0.00075579434633255,0.00019539170898497105,6.461143493652344e-05,2019,1.0132789611816406e-06,1763260288.1072788
0.0,,262.01898860931396,174976,0.1967138648033142,0.007359649986028671,,675.0,149.90647888183594,-0.0014062002301216125,0.00019508448895066977,0.0013733115047216415,2024,1.239776611328125e-05,1763260288.9602966
0.01171875,,262.6509885787964,175360,0.24681098759174347,0.026737608015537262,,675.0,7.922462100395933e-05,-0.0024539530277252197,0.0001948540739249438,0.002984384074807167,2027,-0.06526660919189453,1763260289.5922966
0.060546875,,262.89105701446533,175488,0.26017627120018005,0.04454831779003143,,675.0,145.4734344482422,-0.02972681075334549,0.00019477726891636848,0.01026145089417696,2029,3.93986701965332e-05,1763260289.832365
0.0,,263.7175860404968,176000,0.30352360010147095,0.013362158089876175,,674.0,37.82600402832031,0.002538040280342102,0.0001944700488820672,0.0018167514353990555,2034,3.552436828613281e-05,1763260290.658894
0.009765625,,265.4165692329407,177152,0.16333352029323578,-0.004330417141318321,,675.0,0.002084965817630291,-0.0027209240943193436,0.00019377880380488932,0.0010751951485872269,2045,-0.10039091110229492,1763260292.3578773
0.0,,266.4493975639343,177792,0.18988989293575287,0.002367123030126095,,674.0,0.00010402498446637765,-0.0013673938810825348,0.00019339477876201272,0.0005500474944710732,2051,0.05466103553771973,1763260293.3907056
,500.0,266.5074796676636,177904,,,500.0,,,,,,2052,,1763260293.4487877
0.0234375,,269.64144468307495,179712,0.2646233141422272,0.008028034120798111,,673.0,1.4993658624007367e-05,-0.011236153542995453,0.00019224270363338292,0.00835292786359787,2070,0.040711939334869385,1763260296.5827527
0.052734375,,270.6753239631653,180352,0.28248870372772217,0.014153950847685337,,673.0,6.469889194704592e-05,-0.02668789029121399,0.00019185867859050632,0.0125504145398736,2076,-0.0013910531997680664,1763260297.616632
0.0,,273.94468998908997,182016,0.20054566860198975,-0.0027998583391308784,,671.0,90.94216918945312,-0.006375551223754883,0.00019086021347902715,0.00026027578860521317,2093,7.271766662597656e-06,1763260300.885998
0.0,,274.13823533058167,182144,0.2561832666397095,-0.00015718303620815277,,671.0,0.006903500761836767,-6.230920553207397e-05,0.00019078340847045183,8.05780291557312e-06,2094,-0.04401278495788574,1763260301.0795434
0.0,,277.8497304916382,184448,0.27253976464271545,0.0017213886603713036,,671.0,73.50210571289062,-0.00022440031170845032,0.00018940091831609607,0.0002818116918206215,2117,-2.205371856689453e-05,1763260304.7910385
,500.0,281.77930879592896,186904,,,500.0,,,,,,2141,,1763260308.7206168
,500.0,282.7048442363739,187404,,,500.0,,,,,,2146,,1763260309.6461523
0.01171875,,282.9183702468872,187520,0.3694778084754944,0.023538177832961082,,669.0,42.13533401489258,-0.021403981372714043,0.00018755759811028838,0.0047754812985658646,2147,3.039836883544922e-06,1763260309.8596783
0.001953125,,283.1065843105316,187648,0.2902652323246002,-0.008259302005171776,,669.0,0.005112547893077135,0.008918319828808308,0.00018748079310171306,0.0009276177734136581,2148,0.00857400894165039,1763260310.0478923
0.00390625,,284.4253931045532,188416,0.35050302743911743,0.006800390779972076,,669.0,16.23373794555664,0.02000366523861885,0.00018701996305026114,0.0009832419455051422,2155,6.9141387939453125e-06,1763260311.3667011
0.0,,287.3547327518463,190208,0.2853221595287323,0.010980709455907345,,668.0,7.719437235209625e-06,0.0010487698018550873,0.00018594470748212188,0.0005425149574875832,2172,-0.012822628021240234,1763260314.2960408
0.021484375,,289.4199788570404,191488,0.311290442943573,-0.01730063557624817,,668.0,27.29939079284668,-0.01648135855793953,0.00018517665739636868,0.0077110156416893005,2185,2.294778823852539e-05,1763260316.3612869
0.04296875,,290.6044056415558,192256,0.25545620918273926,0.009713729843497276,,668.0,4.088776040589437e-05,-0.023175187408924103,0.00018471582734491676,0.010856042616069317,2192,0.02094423770904541,1763260317.5457137
0.05078125,,291.633207321167,192896,0.21482348442077637,0.028647642582654953,,668.0,2.8258275051484816e-05,0.0036527439951896667,0.00018433180230204016,0.003477519378066063,2198,-0.08445513248443604,1763260318.5745153
,500.0,291.6773633956909,192904,,,500.0,,,,,,2199,,1763260318.6186714
0.01953125,,293.6554160118103,194176,0.30235034227371216,-0.02709023281931877,,667.0,1.1902429832844064e-06,0.010890327394008636,0.00018356375221628696,0.010526774451136589,2211,0.033247292041778564,1763260320.596724
0.0,,294.0639922618866,194432,0.2552061080932617,-0.0002865521237254143,,667.0,8.463006019592285,0.0024832338094711304,0.00018341014219913632,0.0001223227009177208,2214,3.802776336669922e-05,1763260321.0053003
0.001953125,,295.06201815605164,195072,0.3014371693134308,0.024428680539131165,,667.0,0.004702542442828417,-0.008857596665620804,0.00018302611715625972,0.0016184616833925247,2220,-0.08745431900024414,1763260322.0033262
,500.0,295.4844081401825,195404,,,500.0,,,,,,2223,,1763260322.4257162
0.021484375,,295.8509798049927,195584,0.2822454273700714,-0.0006118984892964363,,667.0,0.0026513489428907633,0.004577748477458954,0.00018271889712195843,0.00439984817057848,2225,-0.036086320877075195,1763260322.7922878
0.0,,296.049685716629,195712,0.23439863324165344,-0.008797341026365757,,667.0,4.3806656321976334e-05,-0.0014772489666938782,0.00018264209211338311,0.0006667384877800941,2226,-0.09546732902526855,1763260322.9909937
0.001953125,,296.22469568252563,195840,0.2754945456981659,0.00033117271959781647,,667.0,0.00018802841077558696,0.0005344673991203308,0.0001825652871048078,0.002351006492972374,2227,0.06601709127426147,1763260323.1660037
0.0078125,,296.8989794254303,196224,0.2210880070924759,-0.009621799923479557,,667.0,5.035846697865054e-05,-0.0007210187613964081,0.00018233487207908183,0.0015137037262320518,2231,-0.052161455154418945,1763260323.8402874
0.0,,297.5445592403412,196608,0.2003924697637558,-0.00013690441846847534,,667.0,0.007650986313819885,-0.0001590140163898468,0.00018210445705335587,1.17570161819458e-05,2235,0.09768086671829224,1763260324.4858673
0.0,,298.6076874732971,197248,0.22250548005104065,0.000683036632835865,,667.0,0.00012227690604049712,-0.009980786591768265,0.00018172043201047927,0.0007532453164458275,2241,0.03705030679702759,1763260325.5489955
,500.0,299.6055166721344,197904,,,500.0,,,,,,2248,,1763260326.5468247
0.04296875,,299.9933338165283,198144,0.18670237064361572,0.03084840439260006,,667.0,0.006280142813920975,-0.03193771839141846,0.00018118279695045203,0.008385672233998775,2250,0.012254416942596436,1763260326.9346418
,500.0,300.3737723827362,198404,,,500.0,,,,,,2253,,1763260327.3150804
,500.0,303.5306088924408,200404,,,500.0,,,,,,2272,,1763260330.471917
0.076171875,,304.7688698768616,201216,0.3946566879749298,-0.0021400488913059235,,666.0,0.00010727825429057702,-0.013031885027885437,0.00017933947674464434,0.021563608199357986,2280,0.10961699485778809,1763260331.710178
0.0,,307.00296998023987,202752,0.2913745939731598,0.00296784657984972,,666.0,6.1571947298944e-05,0.0007963180541992188,0.0001784178166417405,0.00026256125420331955,2295,0.22428977489471436,1763260333.944278
0.0,,307.4132308959961,203008,0.3239063322544098,-0.0024948203936219215,,666.0,152.0154571533203,-0.00018993951380252838,0.00017826420662458986,0.0002674208953976631,2298,0.00010442733764648438,1763260334.354539
,500.0,309.4390230178833,204404,,,500.0,,,,,,2310,,1763260336.380331
0.033203125,,309.84875535964966,204544,0.2608199715614319,0.017022624611854553,,666.0,0.005527039058506489,0.003055442124605179,0.00017734254652168602,0.0037783384323120117,2312,0.24018222093582153,1763260336.7900634
0.08984375,,310.9195170402527,205184,0.26863202452659607,0.042209841310977936,,666.0,3.3130778319900855e-05,-0.0490027517080307,0.00017695852147880942,0.017879050225019455,2318,0.31999361515045166,1763260337.860825
0.009765625,,311.54859685897827,205568,0.19836190342903137,-0.02136974409222603,,666.0,0.003894858993589878,0.008412353694438934,0.00017672810645308346,0.0044381823390722275,2322,-0.08655154705047607,1763260338.4899049
0.060546875,,311.97129487991333,205824,0.27458080649375916,-0.03180250525474548,,666.0,0.0003049323568120599,0.046322889626026154,0.00017657449643593282,0.019245142117142677,2324,0.3194063901901245,1763260338.912603
0.0234375,,312.7718060016632,206336,0.35580119490623474,0.04274142533540726,,666.0,9.786058217287064e-05,-0.03112059086561203,0.00017626727640163153,0.010466649197041988,2329,0.14362496137619019,1763260339.713114
0.00390625,,314.39867901802063,207360,0.29157915711402893,0.02467290312051773,,665.0,6.4616440795362e-05,-0.003491850569844246,0.00017565283633302897,0.002457665279507637,2339,0.08123385906219482,1763260341.339987
0.046875,,314.99900460243225,207744,0.290201336145401,0.008315385319292545,,665.0,9.99404292088002e-05,0.003867045044898987,0.000175422421307303,0.004725632257759571,2343,0.5345615148544312,1763260341.9403126
0.017578125,,315.78832268714905,208256,0.24200674891471863,0.019698351621627808,,665.0,5.281678386381827e-05,0.009275488555431366,0.00017511520127300173,0.0028076358139514923,2348,0.5025548934936523,1763260342.7296307
0.08984375,,316.764032125473,208896,0.2559696137905121,0.010343067348003387,,665.0,0.00016985024558380246,-0.021094568073749542,0.00017473117623012513,0.03904833644628525,2354,0.48810815811157227,1763260343.7053401
0.013671875,,318.0685086250305,209792,0.28482526540756226,-0.012440712191164494,,665.0,0.00034623619285412133,-0.0298934243619442,0.0001741935411700979,0.004888552241027355,2363,0.81494140625,1763260345.0098166
0.0078125,,322.0047695636749,212352,0.22006574273109436,0.018786251544952393,,665.0,6.937106081750244e-05,0.0058034323155879974,0.0001726574555505067,0.003555593080818653,2389,-0.017937660217285156,1763260348.9460776
,500.0,326.97133326530457,215460,,,500.0,,,,,,2426,,1763260353.9126413
,167.0,327.4513919353485,215745,,,167.0,,,,,,2430,,1763260354.3927
,264.0,329.7179653644562,217199,,,264.0,,,,,,2449,,1763260356.6592734
,122.0,331.69626474380493,218315,,,122.0,,,,,,2465,,1763260358.6375728
,80.0,335.41318249702454,220484,,,80.0,,,,,,2493,,1763260362.3544905
0.00390625,,337.0157165527344,221312,0.10187207162380219,-0.011179694905877113,,662.0,2.2582457065582275,-0.005289768800139427,0.0001672811049502343,0.002177642658352852,2506,0.43550604581832886,1763260363.9570246
,80.0,337.82752323150635,221774,,,80.0,,,,,,2514,,1763260364.7688313
0.0,,338.01411724090576,221824,0.16483469307422638,-0.003811923786997795,,662.0,104.36988067626953,0.001362718641757965,0.000166973884915933,0.0002599302679300308,2515,0.4574858546257019,1763260364.9554253
0.001953125,,338.6502139568329,222208,0.21018655598163605,-0.00691756047308445,,661.0,0.09546258300542831,-0.004680445417761803,0.00016674346989020705,0.0009261518716812134,2520,0.941420316696167,1763260365.591522
,131.0,340.03284215927124,222987,,,131.0,,,,,,2533,,1763260366.9741502
0.0,,340.91594219207764,223488,0.2524442672729492,0.003722218796610832,,661.0,0.19977691769599915,-0.0037772879004478455,0.00016597541980445385,0.0027629174292087555,2540,-0.02614569664001465,1763260367.8572502
0.0,,341.79862236976624,224000,0.23269513249397278,0.008096111007034779,,661.0,0.05255691707134247,0.012805335223674774,0.00016566819977015257,0.0008024545386433601,2547,0.9296650886535645,1763260368.7399304
0.0,,344.2508735656738,225536,0.1520206779241562,-0.0022433046251535416,,660.0,18.212940216064453,-0.0007635205984115601,0.00016474653966724873,0.0005403030663728714,2570,0.10112428665161133,1763260371.1921816
0.02734375,,344.43663930892944,225664,0.18728651106357574,0.01017531007528305,,660.0,0.1083538830280304,-0.023105438798666,0.0001646697346586734,0.012052303180098534,2571,0.9516016840934753,1763260371.3779473
,148.0,344.9722423553467,225993,,,148.0,,,,,,2576,,1763260371.9135504
0.0,,345.17575097084045,226048,0.21219182014465332,-0.0034190891310572624,,660.0,39.81782150268555,0.0025051720440387726,0.00016443931963294744,0.000241757370531559,2577,-0.012302994728088379,1763260372.117059
0.005859375,,348.9127254486084,228224,0.16529318690299988,0.024624308571219444,,659.0,186.4820098876953,0.004720211029052734,0.000163133634487167,0.002682337537407875,2608,-0.016748785972595215,1763260375.8540335
0.0,,349.1493320465088,228352,0.18716716766357422,0.0006934478878974915,,659.0,138.46270751953125,-0.0006304644048213959,0.00016305682947859168,0.00034020841121673584,2610,-0.010927319526672363,1763260376.09064
0.0,,352.12564849853516,230272,0.1910344511270523,-0.0007031699642539024,,659.0,0.0149004478007555,0.0030013546347618103,0.0001619047689018771,0.0002437317743897438,2630,0.8964661359786987,1763260379.0669565
0.0078125,,352.92731642723083,230784,0.18892255425453186,0.003410036675632,,659.0,0.03965374827384949,-0.015211910009384155,0.00016159754886757582,0.0008158190175890923,2636,0.9038366079330444,1763260379.8686244
0.037109375,,354.353120803833,231808,0.23206505179405212,-0.047995053231716156,,659.0,0.008424529805779457,-0.015388362109661102,0.00016098310879897326,0.016109341755509377,2646,0.8446100950241089,1763260381.2944288
,500.0,354.39371728897095,231864,,,500.0,,,,,,2647,,1763260381.3350253
0.005859375,,354.60469460487366,231936,0.2030107080936432,-0.01381283812224865,,659.0,1.5246062278747559,-0.0020978692919015884,0.00016090630379039794,0.0017109885811805725,2648,-0.0018498897552490234,1763260381.5460026
0.0,,357.5754551887512,233984,0.32735782861709595,0.004957486875355244,,659.0,62.74178695678711,0.0014493316411972046,0.00015967742365319282,0.00043216999620199203,2668,-0.00010001659393310547,1763260384.5167632
0.013671875,,358.3502342700958,234496,0.31241026520729065,0.03246467560529709,,659.0,0.018970493227243423,-0.02490026131272316,0.00015937020361889154,0.0038762614130973816,2673,0.20770341157913208,1763260385.2915423
0.001953125,,359.84743452072144,235520,0.38297364115715027,0.018418606370687485,,659.0,0.01737179234623909,0.005440304055809975,0.00015875576355028898,0.001069188117980957,2683,-0.02099156379699707,1763260386.7887425
0.0,,360.4581506252289,235904,0.30048370361328125,-0.01070777140557766,,659.0,0.18509860336780548,0.00011306442320346832,0.00015852534852456301,0.0006006397306919098,2687,4.094839096069336e-05,1763260387.3994586
0.0,,360.76682782173157,236160,0.33937427401542664,0.0005800947546958923,,660.0,0.0029091322794556618,-0.0016616098582744598,0.00015837173850741237,0.0006935391575098038,2689,-0.031624555587768555,1763260387.7081358
0.005859375,,361.1365270614624,236416,0.2798287272453308,-0.01615716516971588,,660.0,0.44556567072868347,-0.001611560583114624,0.00015821812849026173,0.0037332046777009964,2692,2.0503997802734375e-05,1763260388.077835
0.0,,367.5051431655884,240512,0.31454405188560486,0.01629587821662426,,659.0,0.012243606150150299,7.191672921180725e-06,0.00015576036821585149,0.0011458490043878555,2732,0.0034214258193969727,1763260394.4464512
0.0,,370.5390455722809,242560,0.2970125675201416,-0.0005219820886850357,,659.0,0.006459509022533894,-0.00527578592300415,0.00015453148807864636,3.0491501092910767e-05,2752,-0.0007050037384033203,1763260397.4803536
0.0,,371.3074903488159,243072,0.3162165582180023,2.6113353669643402e-05,,659.0,0.006126090418547392,-0.0001840628683567047,0.00015422426804434508,8.89413058757782e-07,2757,-0.09104001522064209,1763260398.2487984
0.001953125,,373.71323895454407,244608,0.3609440326690674,0.012261657044291496,,659.0,0.008829371072351933,-0.005963902920484543,0.00015330260794144124,0.003119930624961853,2772,0.15178918838500977,1763260400.654547
0.013671875,,375.5215702056885,245760,0.3934366703033447,-0.0035354113206267357,,659.0,0.00043470427044667304,0.009281914681196213,0.00015261136286426336,0.003323937766253948,2782,-0.04254448413848877,1763260402.4628782
,500.0,375.57404685020447,245864,,,500.0,,,,,,2783,,1763260402.5153549
,500.0,377.0976505279541,246864,,,500.0,,,,,,2793,,1763260404.0389585
0.0,,381.69575548171997,249984,0.3815123736858368,-0.012766135856509209,,660.0,118.92501831054688,-0.0030310042202472687,0.00015007681213319302,0.0005657989531755447,2824,-0.00010859966278076172,1763260408.6370635
0.0,,384.43500113487244,251904,0.32141125202178955,0.001065579243004322,,660.0,144.58407592773438,0.03276596963405609,0.0001489247370045632,0.0015125656500458717,2843,-0.00013506412506103516,1763260411.3763092
,500.0,386.47012281417847,253364,,,500.0,,,,,,2857,,1763260413.4114308
0.0,,390.77210307121277,255872,0.3104460537433624,-0.006007330492138863,,659.0,0.0002578857820481062,0.011969704180955887,0.00014654378173872828,0.0007017701864242554,2882,0.17007243633270264,1763260417.713411
0.0,,392.05631136894226,256640,0.2837686240673065,0.003211882896721363,,659.0,0.004550683777779341,0.00046343356370925903,0.00014608295168727636,0.0003976235166192055,2890,0.4493212103843689,1763260418.9976194
0.0234375,,395.61253333091736,258816,0.3522462546825409,0.05633332580327988,,659.0,0.00018959071894641966,-0.030308691784739494,0.00014477726654149592,0.007395880296826363,2911,0.12198382616043091,1763260422.5538414
0.0,,399.4163022041321,261248,0.3717397153377533,0.005825112573802471,,658.0,0.00011831361916847527,-0.004585489630699158,0.00014331797137856483,0.00021289382129907608,2935,-0.02133166790008545,1763260426.3576102
0.0,,401.5542130470276,262656,0.3788071870803833,0.0016313288360834122,,658.0,0.0036677103489637375,-0.0003991220146417618,0.0001424731162842363,0.0005313269793987274,2949,-0.05520749092102051,1763260428.495521
0.0,,403.3903441429138,263808,0.32857105135917664,-0.0037239007651805878,,658.0,1.653061553952284e-05,0.0012454837560653687,0.00014178187120705843,0.00019815750420093536,2960,0.16344547271728516,1763260430.3316522
0.0,,405.9285457134247,265344,0.33719906210899353,-0.004998046904802322,,658.0,0.00020845248945988715,-0.00038136541843414307,0.0001408602111041546,0.0001399703323841095,2975,0.013391196727752686,1763260432.8698537
0.0,,408.2004578113556,266752,0.2901327311992645,0.0008303094655275345,,658.0,0.0001894405431812629,-0.007597279269248247,0.00014001535600982606,0.000229543074965477,2989,-0.11416459083557129,1763260435.1417658
0.0,,409.44810914993286,267520,0.3174106478691101,-0.0022353986278176308,,658.0,218.10870361328125,6.755441427230835e-05,0.00013955452595837414,8.111167699098587e-05,2997,-2.9325485229492188e-05,1763260436.3894172
,500.0,411.7058644294739,268933,,,500.0,,,,,,3011,,1763260438.6471725
0.0,,418.5437650680542,273024,0.3277193009853363,-0.0007051387801766396,,656.0,0.2771095037460327,0.001083269715309143,0.0001362519251415506,0.00011855456978082657,3051,1.71661376953125e-05,1763260445.485073
0.0,,418.9516932964325,273280,0.34407734870910645,0.0005343640223145485,,656.0,0.0001779863960109651,-0.0021574757993221283,0.00013609831512439996,9.86466184258461e-05,3053,-0.06165671348571777,1763260445.8930013
0.0,,420.95405650138855,274560,0.38398978114128113,-0.0032584136351943016,,656.0,0.001711777993477881,-0.004942506551742554,0.00013533026503864676,0.0011468855664134026,3066,-1.5974044799804688e-05,1763260447.8953645
0.0,,421.5604741573334,274944,0.3514239192008972,0.005650805309414864,,656.0,202.16043090820312,-0.009180974215269089,0.0001350998500129208,0.00029279664158821106,3070,6.198883056640625e-06,1763260448.5017822
0.0,,423.6296606063843,276352,0.34683430194854736,-0.0004601208493113518,,656.0,0.0002624655608087778,-8.86768102645874e-05,0.00013425499491859227,8.207745850086212e-06,3083,0.034446656703948975,1763260450.5709686
0.0,,425.8349645137787,277888,0.389275461435318,0.01554736029356718,,657.0,7.618490053573623e-05,0.0018631815910339355,0.00013333333481568843,0.000647776760160923,3098,-0.09999299049377441,1763260452.7762725
0.0,,426.6427845954895,278400,0.328465074300766,0.0017310548573732376,,657.0,0.0001490396971348673,-0.0019674599170684814,0.00013302611478138715,0.00015695206820964813,3103,-0.04892385005950928,1763260453.5840926
0.0,,430.1691744327545,280832,0.3196060359477997,-0.004497717134654522,,657.0,0.00018501727026887238,0.00023643113672733307,0.00013156681961845607,0.0003581112250685692,3127,-0.036716461181640625,1763260457.1104825
0.0,,430.38326954841614,280960,0.3806045651435852,-0.0014488622546195984,,657.0,50.19232177734375,0.0008076727390289307,0.00013149001460988075,2.4713575839996338e-05,3129,-5.1021575927734375e-05,1763260457.3245776
0.0,,432.2210075855255,282240,0.3017888367176056,0.012935292907059193,,657.0,6.504690827568993e-05,-0.010541843250393867,0.00013072196452412754,0.0005681486800312996,3141,0.22289252281188965,1763260459.1623156
,500.0,432.4354133605957,282433,,,500.0,,,,,,3143,,1763260459.3767214
0.0,,432.9461727142334,282752,0.2960551977157593,-0.0017123855650424957,,657.0,0.00026060003438033164,-1.5305355191230774e-05,0.00013041474448982626,0.00021558068692684174,3146,-0.04255688190460205,1763260459.8874807
0.0,,436.3688111305237,285184,0.3517407476902008,0.0002009095624089241,,658.0,0.001270567299798131,5.809590220451355e-05,0.00012895544932689518,6.398186087608337e-07,3170,0.0016252398490905762,1763260463.3101192
0.0,,438.119491815567,286464,0.364044189453125,0.0028323978185653687,,658.0,80.77641296386719,0.013507874682545662,0.00012818739924114197,0.0005781110376119614,3183,3.5762786865234375e-06,1763260465.0607998
0.0,,438.8316421508789,286976,0.37673935294151306,-0.004025115631520748,,658.0,0.0683303102850914,-0.007291071116924286,0.0001278801792068407,0.0002460246905684471,3188,4.76837158203125e-07,1763260465.7729502
,500.0,443.0306212902069,289933,,,500.0,,,,,,3217,,1763260469.9719293
0.0,,444.098158121109,290688,0.2946943938732147,-0.006806444376707077,,658.0,0.0008532283827662468,-0.012578427791595459,0.00012565284851007164,0.001117093488574028,3224,-0.03000509738922119,1763260471.0394661
0.0,,447.59778690338135,292992,0.34799569845199585,-0.0012843050062656403,,658.0,4.556844711303711,-0.0006295256316661835,0.00012427035835571587,5.3044408559799194e-05,3247,-3.600120544433594e-05,1763260474.539095
0.0,,448.11500310897827,293376,0.3638956546783447,0.002748178318142891,,659.0,0.00017258166917599738,0.00042894482612609863,0.0001240399433299899,5.755387246608734e-05,3250,-0.029355287551879883,1763260475.0563111
0.0,,448.3376705646515,293504,0.32434940338134766,0.004428097978234291,,659.0,19.990962982177734,-0.006066214293241501,0.0001239631383214146,0.00012372061610221863,3252,-3.5762786865234375e-06,1763260475.2789786
0.0,,448.88146924972534,293888,0.346726655960083,-0.001325978897511959,,659.0,0.00016833897097967565,-0.0056576840579509735,0.00012373272329568863,0.0008783629164099693,3255,0.02098625898361206,1763260475.8227773
0.0,,449.47384810447693,294272,0.27560076117515564,-0.006864066235721111,,659.0,0.00022476809681393206,0.0015646331012248993,0.00012350230826996267,0.00022993143647909164,3259,-0.022822856903076172,1763260476.4151561
0.0,,451.3170475959778,295552,0.3567579984664917,0.0039286185055971146,,659.0,155.3643798828125,-0.0005556680262088776,0.00012273425818420947,8.755922317504883e-05,3272,-1.7523765563964844e-05,1763260478.2583556
,500.0,451.7142879962921,295933,,,500.0,,,,,,3275,,1763260478.655596
0.0,,451.85988569259644,295936,0.36385977268218994,-0.008424801751971245,,659.0,3.6952526569366455,-0.001757703721523285,0.0001225038431584835,0.0007004626095294952,3276,2.0742416381835938e-05,1763260478.8011937
0.0,,455.1797342300415,297984,0.3203369081020355,0.0026018284261226654,,658.0,70.30460357666016,0.0004647448658943176,0.00012127496302127838,2.2113323211669922e-05,3296,2.378225326538086e-05,1763260482.1210423
0.00390625,,455.7005662918091,298368,0.31350332498550415,-0.007601155899465084,,659.0,0.00038661641883663833,0.0005580782890319824,0.00012104454799555242,0.0013749198988080025,3299,0.024696290493011475,1763260482.6418743
0.001953125,,461.83019733428955,302336,0.3562861680984497,-0.0008010203018784523,,658.0,0.00042568176286295056,0.002465341240167618,0.00011866359272971749,0.0021338900551199913,3338,0.03858518600463867,1763260488.7715054
0.0,,463.6971232891083,303616,0.32446354627609253,-0.00012109056115150452,,658.0,0.0024967819917947054,-0.0007363650947809219,0.00011789554264396429,0.00010472163558006287,3351,-0.0013611316680908203,1763260490.6384313
0.0,,464.5465841293335,304256,0.36352843046188354,-0.0020409058779478073,,659.0,6.592027784790844e-05,-0.0007331594824790955,0.00011751151760108769,0.0003361627459526062,3357,-0.02279829978942871,1763260491.4878922
0.0,,464.9241840839386,304512,0.4150640070438385,0.01787339337170124,,659.0,150.36570739746094,-0.0072146132588386536,0.00011735790758393705,0.0008308719843626022,3360,2.3424625396728516e-05,1763260491.865492
,500.0,470.0528054237366,308433,,,500.0,,,,,,3398,,1763260496.9941134
0.0,,470.5263955593109,308736,0.31849950551986694,-0.004366051405668259,,660.0,0.00025482376804575324,-0.008577725850045681,0.0001148233495769091,0.002111198380589485,3401,-0.0559769868850708,1763260497.4677036
0.0,,471.2316176891327,309248,0.3460768461227417,-0.0011430736631155014,,660.0,0.00028573969029821455,-0.00018818676471710205,0.00011451612954260781,2.8546899557113647e-05,3406,0.05632394552230835,1763260498.1729257
0.0,,471.4010920524597,309376,0.3972510099411011,-0.0017855986952781677,,660.0,0.00022204082051757723,0.0002612033858895302,0.0001144393245340325,0.0005715657025575638,3407,-0.03463554382324219,1763260498.3424
0.0,,472.94296860694885,310528,0.35731345415115356,0.0012244237586855888,,660.0,147.3924102783203,-0.0022312775254249573,0.00011374807945685461,0.00013210158795118332,3419,4.947185516357422e-06,1763260499.8842766
0.0,,473.91040539741516,311296,0.4018869698047638,0.002256958745419979,,661.0,0.0001171549447462894,0.0007749833166599274,0.00011328724940540269,4.977826029062271e-05,3426,-0.01752793788909912,1763260500.8517134
,500.0,474.1092255115509,311433,,,500.0,,,,,,3428,,1763260501.0505335
0.0,,475.0072195529938,312192,0.393176794052124,0.0011968128383159637,,661.0,0.0003243070386815816,-0.0027440600097179413,0.00011274961434537545,0.0002770721912384033,3435,-0.018532752990722656,1763260501.9485276
