_step,losses/clipfrac,losses/explained_variance,losses/value_loss,global_step,losses/old_approx_kl,losses/entropy,_runtime,losses/policy_loss,losses/approx_kl,charts/learning_rate,_timestamp,charts/episodic_return,charts/SPS,charts/episodic_length
1920,0.005859375,0.4597204923629761,0.005425160750746727,164736,0.011481406167149544,0.31982100009918213,227.90374159812927,-0.022284317761659622,0.0020619509741663933,0.00020122887508478016,1763260255.1223626,,732.0,
1945,0.060546875,0.2230028510093689,0.006072150077670813,167296,0.00016567111015319824,0.3148576617240906,231.77641534805298,-0.02864188328385353,0.009799228049814701,0.00019969277491327375,1763260258.9950364,,731.0,
1959,0.01953125,0.7237124443054199,0.009764616377651691,168704,-0.0027459766715765,0.4387252926826477,233.9408302307129,0.0021068714559078217,0.006908731535077095,0.00019884791981894523,1763260261.1594512,,730.0,
1973,0.015625,8.89897346496582e-05,12.178466796875,170112,0.012621026486158371,0.3680149018764496,236.14740324020386,-0.00045675039291381836,0.004799947142601013,0.00019800307927653193,1763260263.3660243,,729.0,
1985,,,,171229,,,237.83274579048157,,,,1763260265.0513668,500.0,,500.0
1991,0.037109375,0.0007932186126708984,38.19050979614258,171776,0.044536080211400986,0.33735358715057373,238.7824046611786,-0.03242387995123863,0.0070413341745734215,0.00019700461416505277,1763260266.0010257,,728.0,
2002,,,,172851,,,240.47592878341675,,,,1763260267.6945498,122.0,,122.0
2007,,,,173351,,,241.33212757110596,,,,1763260268.5507486,500.0,,500.0
2016,,,,174036,,,242.46609377861023,,,,1763260269.6847148,118.0,,118.0
2019,0.0,-0.004391193389892578,0.05128837004303932,174208,-0.005224673077464104,0.20402958989143372,242.87796020507812,0.0013890638947486877,0.00019992701709270477,0.0001955453190021217,1763260270.0965812,,726.0,
2024,,,,174554,,,243.40583157539368,,,,1763260270.6244526,62.0,,62.0
2027,,,,174737,,,243.83770275115967,,,,1763260271.0563238,183.0,,183.0
2029,0.03515625,0.002740621566772461,227.1106414794922,174848,-0.026284879073500633,0.2787969708442688,244.0774757862091,-0.023061580955982208,0.008807973936200142,0.00019516129395924509,1763260271.2960968,,725.0,
2034,0.001953125,0.9309839010238647,0.008677264675498009,175232,0.005827911198139191,0.2219376564025879,244.73652982711792,-0.0005066767334938049,0.001157265156507492,0.00019493087893351912,1763260271.9551508,,724.0,
2045,,,,175868,,,245.80203700065613,,,,1763260273.020658,196.0,,196.0
2051,0.0,0.10651588439941406,10.959915161132812,176256,-0.0015725167468190193,0.21916748583316803,246.5617139339447,-0.0028076916933059692,0.00016153883188962936,0.00019431643886491656,1763260273.780335,,723.0,
2052,,,,176364,,,246.62258791923523,,,,1763260273.841209,132.0,,132.0
2070,,,,177704,,,248.76326513290405,,,,1763260275.9818861,184.0,,184.0
2076,0.0,0.1342495083808899,35.545936584472656,178176,0.005294669419527054,0.25147396326065063,249.49903202056885,-0.0023139752447605133,0.0003042686730623245,0.00019316436373628676,1763260276.717653,,722.0,
2093,0.056640625,0.9272768497467041,0.005352690350264311,179968,0.06232503801584244,0.250287801027298,252.0414412021637,0.010164938867092133,0.016634676605463028,0.00019208909361623228,1763260279.2600622,,722.0,
2094,,,,179970,,,252.0816867351532,,,,1763260279.3003078,500.0,,500.0
2117,0.0,0.9553448557853699,0.32750123739242554,182272,0.007811695337295532,0.2907900810241699,255.46248197555542,0.003092806786298752,0.00027006305754184723,0.0001907066034618765,1763260282.681103,,722.0,
2141,0.0,0.332383394241333,174.90426635742188,184448,-0.00019647274166345596,0.28752461075782776,258.54755783081055,-0.004114508628845215,2.7420930564403534e-05,0.00018940091831609607,1763260285.7661788,,721.0,
2146,0.001953125,0.3309486508369446,186.06210327148438,184704,0.0028514042496681213,0.19937871396541595,259.0254490375519,-0.012487084604799747,0.0016084332019090652,0.00018924730829894543,1763260286.24407,,721.0,
2147,,,,184779,,,259.0672936439514,,,,1763260286.2859147,116.0,,116.0
2148,0.0234375,0.2959069609642029,108.46739196777344,184832,-0.011125472374260426,0.2626897096633911,259.22903871536255,-0.00125843845307827,0.0024914639070630074,0.0001891705032903701,1763260286.4476597,,721.0,
2155,0.04296875,0.22956138849258423,43.3839225769043,185344,0.000994986854493618,0.2627975344657898,260.0058264732361,8.618086576461792e-05,0.0059713153168559074,0.00018886328325606883,1763260287.2244475,,721.0,
2172,,,,186552,,,261.82595467567444,,,,1763260289.0445757,29.0,,29.0
2185,0.009765625,0.9848049283027649,0.08029596507549286,187904,0.028662102296948433,0.29052087664604187,264.0156481266022,-0.0035081803798675537,0.0017988476902246475,0.00018732718308456242,1763260291.2342691,,719.0,
2192,,,,188552,,,265.0410816669464,,,,1763260292.2597027,500.0,,500.0
2198,0.0,0.97898268699646,0.06709134578704834,189056,0.003207532688975334,0.29558780789375305,265.88626646995544,-0.00026078708469867706,0.002367837354540825,0.00018663593800738454,1763260293.1048875,,719.0,
2199,0.0078125,0.9710510969161987,0.06822369992733002,189184,-0.012534037232398987,0.291343629360199,266.05887961387634,-0.011723704636096954,0.0020529013127088547,0.00018655913299880922,1763260293.2775006,,719.0,
2211,0.0,0.03481173515319824,18.05402183532715,190336,0.005088132806122303,0.31413549184799194,267.7787959575653,-0.008642984554171562,0.00039671268314123154,0.00018586790247354656,1763260294.997417,,718.0,
2214,0.052734375,0.9774056077003479,0.009521538391709328,190720,0.004421103745698929,0.2896278500556946,268.3219521045685,-0.011934205889701843,0.003656173124909401,0.0001856374874478206,1763260295.5405731,,718.0,
2220,,,,191253,,,269.10869908332825,,,,1763260296.32732,500.0,,500.0
2223,0.0078125,0.9840211868286133,0.011175891384482384,191616,0.019877158105373383,0.26751893758773804,269.6533315181732,-0.010120406746864319,0.001827259548008442,0.00018509985238779336,1763260296.8719525,,718.0,
2225,,,,191753,,,269.8516104221344,,,,1763260297.0702314,500.0,,500.0
2226,0.0078125,0.05557829141616821,18.122150421142578,191872,0.023212645202875137,0.23514801263809204,270.0213313102722,0.005930997431278229,0.004234932363033295,0.00018494624237064272,1763260297.2399523,,718.0,
2227,0.083984375,0.9645692706108093,0.01983311027288437,192000,-0.018848426640033722,0.2280561923980713,270.1822123527527,-0.0025101974606513977,0.009668911807239056,0.0001848694373620674,1763260297.4008334,,718.0,
2231,0.05078125,0.9600670337677002,0.044685255736112595,192384,0.05030905082821846,0.3395928144454956,270.7425231933594,-0.0225388091057539,0.00849491823464632,0.00018463902233634144,1763260297.9611442,,718.0,
2235,0.0,0.010211765766143799,143.92581176757812,192768,0.00026984047144651413,0.3382478952407837,271.2784779071808,-0.0011584926396608353,1.655612140893936e-05,0.00018440860731061548,1763260298.497099,,718.0,
2241,0.02734375,0.9407160878181458,0.010196409188210964,193408,0.008431859314441681,0.2810552716255188,272.32061076164246,-0.005891585722565651,0.004097523167729378,0.00018402458226773888,1763260299.5392318,,718.0,
2248,0.078125,0.7811421751976013,0.00021717767231166363,194176,0.004142351448535919,0.24976107478141785,273.84046816825867,-0.04225904494524002,0.011167657561600208,0.00018356375221628696,1763260301.0590892,,716.0,
2250,0.00390625,-0.0021457672119140625,15.905366897583008,194304,-0.00509240198880434,0.27609503269195557,274.049658536911,-0.005162332206964493,0.0014808913692831993,0.00018348694720771164,1763260301.2682796,,716.0,
2253,0.03515625,0.7821797132492065,0.00019262233399786055,194688,-0.0034026019275188446,0.32700419425964355,274.55422949790955,0.005572572350502014,0.007075178436934948,0.00018325653218198568,1763260301.7728505,,716.0,
2272,0.04296875,0.3276052474975586,1.826410152716562e-05,196608,0.002370850183069706,0.3713415265083313,277.7301330566406,-0.029695473611354828,0.009470997378230095,0.00018210445705335587,1763260304.948754,,715.0,
2280,0.001953125,-2.384185791015625e-05,49.36526107788086,197376,-0.022724570706486702,0.41856616735458374,278.993435382843,-0.018278704956173897,0.0027762465178966522,0.00018164362700190395,1763260306.2120564,,715.0,
2295,0.0,0.04307675361633301,0.004234863445162773,198912,-0.0048417262732982635,0.43625783920288086,281.4669439792633,-0.0006193108856678009,0.000572962686419487,0.0001807219668990001,1763260308.685565,,714.0,
2298,,,,199253,,,281.8743758201599,,,,1763260309.0929968,500.0,,500.0
2310,0.0,0.13923799991607666,0.003822137601673603,200448,0.006535015068948269,0.3878791928291321,283.7849020957947,-0.011911092326045036,0.0003013061359524727,0.00017980030679609627,1763260311.003523,,713.0,
2312,0.001953125,0.10782164335250854,6.372683128574863e-05,200704,9.382609277963638e-05,0.37610775232315063,284.15287566185,-0.0003596469759941101,0.0009660692885518074,0.00017964669677894562,1763260311.3714967,,713.0,
2318,,,,201253,,,284.9670763015747,,,,1763260312.1856973,500.0,,500.0
2322,0.0,0.06892287731170654,5.045123543823138e-05,201728,-8.143484592437744e-05,0.40460968017578125,285.6920440196991,0.0013067573308944702,0.0011804942041635513,0.00017903225671034306,1763260312.910665,,713.0,
2324,0.0,4.2319297790527344e-05,149.16873168945312,201856,-0.0026362305507063866,0.4225887060165405,285.900363445282,-0.003402143716812134,0.00035152118653059006,0.00017895545170176774,1763260313.1189845,,713.0,
2329,0.0,5.59687614440918e-05,33.49577713012695,202368,-0.006900331936776638,0.45226919651031494,286.62142848968506,-0.0008774027228355408,0.0003772387281060219,0.00017864823166746646,1763260313.8400495,,713.0,
2339,0.0,0.15165358781814575,0.003609622595831752,203392,0.0013146735727787018,0.4198099374771118,288.10326766967773,-0.002888321876525879,0.0005508381873369217,0.0001780337915988639,1763260315.3218887,,713.0,
2343,0.0,-4.8995018005371094e-05,2.142514705657959,203776,-0.0029114512726664543,0.34393075108528137,288.7050025463104,-0.02204829826951027,0.0009865211322903633,0.00017780337657313794,1763260315.9236236,,713.0,
2348,0.0,4.869699478149414e-05,162.30357360839844,204288,0.00012467987835407257,0.43487098813056946,289.433913230896,0.0034364350140094757,0.001087060198187828,0.00017749615653883666,1763260316.6525342,,713.0,
2354,0.0,0.027812540531158447,0.004340775776654482,204928,-0.004014872945845127,0.4256548285484314,290.35376501083374,-0.011790836229920387,0.0011620493605732918,0.00017711213149596006,1763260317.572386,,713.0,
2363,0.0,2.8908252716064453e-05,112.33885955810547,205824,0.0051741041243076324,0.4528152346611023,291.633083820343,-0.0084804967045784,0.0021237842738628387,0.00017657449643593282,1763260318.8517048,,713.0,
2389,0.0,-0.03410506248474121,8.161952428054065e-05,208512,0.00022890698164701462,0.42115136981010437,295.51749444007874,-6.839632987976074e-06,4.0072016417980194e-05,0.0001749615912558511,1763260322.7361155,,712.0,
2426,,,,212253,,,301.34680700302124,,,,1763260328.565428,500.0,,500.0
2430,0.00390625,-0.08372747898101807,4.726618135464378e-05,212736,0.0025709550827741623,0.40749049186706543,302.1131417751312,-0.015596646815538406,0.00182381272315979,0.00017242704052478075,1763260329.3317628,,711.0,
2449,0.001953125,-0.07425832748413086,0.00030758813954889774,214656,-0.020951779559254646,0.4480876624584198,304.87980794906616,0.0013824831694364548,0.002202151343226433,0.00017127496539615095,1763260332.098429,,711.0,
2465,,,,216253,,,307.12928009033203,,,,1763260334.347901,500.0,,500.0
2491,0.0,4.9591064453125e-05,146.2422332763672,218880,0.0007143197581171989,0.39976924657821655,311.03610348701477,0.000780617818236351,0.00038637127727270126,0.00016874040011316538,1763260338.2547245,,710.0,
2493,0.0,-0.024374723434448242,0.00011662485485430807,219136,0.013122959062457085,0.32281428575515747,311.39693570137024,-0.0061411261558532715,0.0013046134263277054,0.00016858679009601474,1763260338.6155567,,710.0,
2506,0.0,0.03374195098876953,0.006492253392934799,220416,0.0035839471966028214,0.4267398416996002,313.31688690185547,0.0008469074964523315,0.000675862655043602,0.00016781874001026154,1763260340.535508,,710.0,
2514,,,,221253,,,314.40765953063965,,,,1763260341.6262805,500.0,,500.0
2515,0.0,4.088878631591797e-05,147.82986450195312,221312,0.002998300828039646,0.3504026532173157,314.56544947624207,0.0006936676800251007,0.00018281955271959305,0.0001672811049502343,1763260341.7840705,,710.0,
2520,0.0,5.6624412536621094e-05,0.016475969925522804,221824,0.0016273362562060356,0.4007106125354767,315.27750968933105,-0.0019019916653633118,3.5093165934085846e-05,0.000166973884915933,1763260342.4961307,,710.0,
2533,0.0,-0.03538966178894043,0.00029258144786581397,223232,-7.598940283060074e-05,0.41264089941978455,317.13716411590576,0.00016192905604839325,5.870964378118515e-05,0.0001661290298216045,1763260344.3557851,,710.0,
2540,0.00390625,7.146596908569336e-05,42.96303939819336,223872,0.011465412564575672,0.3938017189502716,318.00461649894714,0.005219493061304092,0.003122027963399887,0.0001657450047787279,1763260345.2232375,,710.0,
2547,0.0,-0.0445561408996582,0.0002363885287195444,224640,0.004410598427057266,0.4588503837585449,319.20694041252136,-0.007583511993288994,0.0006425678730010986,0.00016528417472727597,1763260346.4255614,,710.0,
2570,0.0,0.04142200946807861,0.0033836052753031254,226944,0.0011101774871349335,0.3911879062652588,322.25148153305054,-0.0012940727174282074,8.761696517467499e-05,0.0001639016845729202,1763260349.4701025,,710.0,
2571,0.0,0.01701146364212036,0.00014908326556906104,227072,0.007026609964668751,0.37857386469841003,322.4039409160614,-0.01033661887049675,0.0016702869907021523,0.00016382487956434488,1763260349.622562,,710.0,
2576,0.0,0.009209513664245605,6.500184827018529e-05,227584,-0.0018052151426672935,0.2958222031593323,323.1006302833557,0.0009482763707637787,0.00032693054527044296,0.0001635176595300436,1763260350.3192513,,711.0,
2577,0.0,-0.16950488090515137,8.555885142413899e-05,227712,-0.0035210130736231804,0.4364745616912842,323.2677946090698,-0.011956341564655304,0.00276018213480711,0.00016344085452146828,1763260350.4864156,,711.0,
2608,0.0,2.4259090423583984e-05,53.507415771484375,230784,-0.0044155968353152275,0.3595217764377594,328.14567255973816,-0.007000766694545746,0.0008623367175459862,0.00016159754886757582,1763260355.3642936,,709.0,
2610,0.0,-0.011349916458129883,0.00013837445294484496,231040,-0.018113913014531136,0.4097529351711273,328.4861009120941,0.01992962695658207,0.0023018354550004005,0.00016144393885042518,1763260355.704722,,709.0,
2630,0.001953125,0.045000553131103516,7.932514563435689e-05,233088,0.0017170943319797516,0.33260226249694824,331.44185996055603,-0.001149747520685196,0.0020111054182052612,0.00016021505871322006,1763260358.660481,,709.0,
2636,0.0,-0.0059130191802978516,0.000304145272821188,233728,0.0032221144065260887,0.3467915654182434,332.34934282302856,0.000774286687374115,0.0005856389179825783,0.00015983103367034346,1763260359.5679638,,709.0,
2646,0.0078125,0.09609925746917725,0.0003687507414724678,234752,0.03210441768169403,0.36124125123023987,333.8091096878052,-0.021884679794311523,0.007919463329017162,0.0001592165936017409,1763260361.0277307,,709.0,
2647,,,,234753,,,333.8476848602295,,,,1763260361.0663059,500.0,,500.0
2648,0.001953125,8.219480514526367e-05,146.1937713623047,234880,0.01730874367058277,0.37979912757873535,334.03280663490295,0.002772768959403038,0.002081211656332016,0.00015913978859316558,1763260361.2514277,,709.0,
2668,0.0,0.012325763702392578,0.005866378545761108,236928,0.0034122755751013756,0.31866562366485596,336.8659145832062,-0.008890949189662933,0.00045670848339796066,0.00015791090845596045,1763260364.0845356,,709.0,
2673,0.005859375,0.03955119848251343,0.00456818426027894,237440,0.012418467551469803,0.340892493724823,337.58116269111633,0.00405188649892807,0.003153303638100624,0.00015760368842165917,1763260364.7997837,,709.0,
2683,0.0,0.03507959842681885,0.003723000641912222,238464,0.006693340837955475,0.3770371973514557,338.97601294517517,-0.015160823240876198,0.0008960068225860596,0.0001569892483530566,1763260366.194634,,709.0,
2687,0.0,0.00013715028762817383,19.926374435424805,238848,-0.006071681156754494,0.2982802391052246,339.59758162498474,-0.002449978142976761,0.0005992874503135681,0.00015675883332733065,1763260366.8162026,,709.0,
2689,0.0,0.2192065715789795,3.179413761245087e-05,239104,0.0019525261595845222,0.41359061002731323,339.96521759033203,-0.008049290627241135,0.0005272822454571724,0.00015660522331018,1763260367.1838386,,709.0,
2692,0.0,0.00017964839935302734,148.62246704101562,239360,0.0031583262607455254,0.37108734250068665,340.3688497543335,0.001220444217324257,0.0001466376706957817,0.00015645161329302937,1763260367.5874708,,709.0,
2732,0.0,-0.005525946617126465,0.004259499721229076,243456,-0.0007787495851516724,0.38870128989219666,345.88141417503357,0.004970673471689224,0.00043062493205070496,0.00015399385301861912,1763260373.1000352,,710.0,
2752,0.0,0.004905343055725098,0.0043949163518846035,245504,0.009821269661188126,0.3370822072029114,348.7059495449066,-0.0056357719004154205,0.0009234175086021423,0.000152764972881414,1763260375.9245706,,710.0,
2757,0.09375,0.11390960216522217,0.00027848826721310616,246016,0.0155806178227067,0.3124098777770996,349.46183466911316,-0.03393489122390747,0.00626219529658556,0.00015245775284711272,1763260376.6804557,,710.0,
2772,0.0,0.07222777605056763,9.799646795727313e-05,247552,-0.006191788241267204,0.4373793601989746,351.82103395462036,0.007147070020437241,0.001266254112124443,0.00015153609274420887,1763260379.039655,,709.0,
2782,0.0078125,0.057530879974365234,0.0001369982783216983,248576,-0.0096835782751441,0.3113250136375427,353.2820620536804,-0.018149379640817642,0.004391113296151161,0.0001509216526756063,1763260380.500683,,709.0,
2783,0.00390625,0.026767313480377197,7.995322812348604e-05,248704,0.012887300923466682,0.3278921842575073,353.4455680847168,-0.0019894354045391083,0.0007875356823205948,0.000150844847667031,1763260380.664189,,709.0,
2793,0.0,0.017311930656433105,8.348646952072158e-05,249728,-0.0015111668035387993,0.36681365966796875,354.9118733406067,-0.0009596720337867737,0.00039727892726659775,0.00015023040759842843,1763260382.1304944,,709.0,
2824,0.0,5.549192428588867e-05,216.18356323242188,252800,0.011577485129237175,0.3105209171772003,359.2391850948334,-0.001468941569328308,0.0014223996549844742,0.00014838710194453597,1763260386.457806,,709.0,
2843,,,,254753,,,362.0216255187988,,,,1763260389.2402465,500.0,,500.0
2857,,,,256253,,,364.1066346168518,,,,1763260391.3252556,500.0,,500.0
2882,,,,258753,,,367.61084270477295,,,,1763260394.8294637,500.0,,500.0
2890,0.01171875,-0.004215359687805176,8.086913294391707e-05,259584,0.0355922169983387,0.3280108869075775,368.7710247039795,0.003671761602163315,0.0059397295117378235,0.000144316436490044,1763260395.9896457,,709.0,
2911,,,,261753,,,371.95245027542114,,,,1763260399.1710713,500.0,,500.0
2935,0.0,-0.009993791580200195,0.0002013701741816476,264192,-0.002927461639046669,0.3919622004032135,375.621298789978,0.0030287690460681915,6.990879774093628e-05,0.00014155145618133247,1763260402.8399198,,709.0,
2949,0.0,-0.019092440605163574,0.00010908780677709728,265600,0.0007433276623487473,0.36474406719207764,377.7447476387024,-0.004611805081367493,0.0006510782986879349,0.00014070660108700395,1763260404.9633687,,708.0,
2960,0.017578125,-2.0742416381835938e-05,0.0001703235029708594,266752,0.02036864683032036,0.31639519333839417,379.4880940914154,-0.022227879613637924,0.0055776238441467285,0.00014001535600982606,1763260406.706715,,708.0,
2975,,,,268253,,,381.4653580188751,,,,1763260408.683979,500.0,,500.0
2989,0.056640625,0.8621537089347839,0.00016734623932279646,269696,-0.014989752322435379,0.35709771513938904,383.66910219192505,-0.0021975748240947723,0.01227208599448204,0.0001382488408125937,1763260410.8877232,,708.0,
2997,0.015625,0.8696758151054382,0.006971788592636585,270464,0.0027221161872148514,0.3101148009300232,384.72586607933044,0.006247056648135185,0.0025867652148008347,0.000137788025313057,1763260411.944487,,708.0,
3011,0.0,0.0005165338516235352,166.48825073242188,271872,0.009061392396688461,0.2572556734085083,386.7693953514099,-0.005816161632537842,0.0008196290582418442,0.00013694317021872848,1763260413.9880164,,708.0,
3051,0.0,0.0031972527503967285,0.004777343478053808,275968,0.0008163722231984138,0.2879072427749634,392.76317620277405,0.0003204531967639923,2.750195562839508e-06,0.00013448540994431823,1763260419.9817972,,708.0,
3053,0.005859375,0.048811256885528564,0.00040001291199587286,276224,0.023347361013293266,0.25880300998687744,393.1007981300354,-0.014762338250875473,0.001750074326992035,0.0001343317999271676,1763260420.3194191,,708.0,
3066,0.0,-0.0442814826965332,0.0023216588888317347,277504,0.004864000715315342,0.3472524881362915,394.95658349990845,-0.0007347185164690018,0.00048486609011888504,0.0001335637498414144,1763260422.1752045,,708.0,
3070,0.0,0.15113353729248047,0.006023155525326729,277888,-0.004014895297586918,0.2978757619857788,395.50775957107544,0.01793871819972992,0.0011329138651490211,0.00013333333481568843,1763260422.7263806,,708.0,
3083,,,,279253,,,397.32722663879395,,,,1763260424.5458477,500.0,,500.0
3098,,,,280753,,,399.6653859615326,,,,1763260426.884007,500.0,,500.0
3103,,,,281253,,,400.4173016548157,,,,1763260427.6359227,500.0,,500.0
3127,,,,283753,,,404.1279480457306,,,,1763260431.346569,500.0,,500.0
3129,0.0,0.09686291217803955,0.00526380306109786,283904,-0.0017473641782999039,0.27477434277534485,404.4679799079895,-0.00041521526873111725,0.00024209730327129364,0.00012972349941264838,1763260431.686601,,707.0,
3141,0.0,-0.023515820503234863,0.00027012827922590077,285184,0.001220843754708767,0.27038341760635376,406.23723888397217,1.1045485734939575e-05,5.8640725910663605e-05,0.00012895544932689518,1763260433.45586,,707.0,
3143,0.0,7.539987564086914e-05,8.0889892578125,285312,0.002910423092544079,0.26965853571891785,406.42888140678406,0.0006641093641519547,4.041474312543869e-05,0.00012887864431831986,1763260433.6475024,,707.0,
3146,0.0,-0.015941500663757324,0.000306045199977234,285696,-0.016989978030323982,0.379946231842041,406.987916469574,0.0010439883917570114,0.0006134696304798126,0.0001286482292925939,1763260434.2065375,,707.0,
3170,0.0,-0.026493430137634277,0.00022510964481625706,288128,0.009346424601972103,0.2750084102153778,410.48357224464417,-0.00044599175453186035,0.0005743885412812233,0.0001271889341296628,1763260437.7021933,,707.0,
3183,0.0,-0.05575406551361084,0.003178637707605958,289408,0.0007517915219068527,0.29013070464134216,412.4233798980713,-0.002492666244506836,0.00032952427864074707,0.0001264208840439096,1763260439.642001,,706.0,
3188,0.0,0.131178617477417,0.004843616858124733,289920,-0.00026215333491563797,0.37325385212898254,413.21757984161377,-0.0002375766634941101,1.58604234457016e-06,0.00012611366400960833,1763260440.4362009,,706.0,
3217,0.0,9.828805923461914e-05,146.5708465576172,292864,-0.003528747707605362,0.2558312714099884,417.6144392490387,-7.756054401397705e-06,7.129833102226257e-05,0.0001243471633642912,1763260444.8330603,,706.0,
3224,0.0,-0.05625748634338379,3.127191303065047e-05,293632,0.00042389798909425735,0.3095366358757019,418.710280418396,0.0002213120460510254,4.0893442928791046e-05,0.00012388633331283927,1763260445.9289014,,706.0,
3247,0.0,0.06731349229812622,0.006119775585830212,295936,-0.005859706550836563,0.32075393199920654,422.12436723709106,-0.01780438795685768,0.002362959086894989,0.0001225038431584835,1763260449.3429883,,706.0,
3250,,,,296253,,,422.5718605518341,,,,1763260449.7904816,500.0,,500.0
3252,0.0,0.15429294109344482,0.004543391987681389,296448,0.0022029830142855644,0.26509636640548706,422.97755908966064,-0.003057364374399185,0.00033993925899267197,0.00012219662312418222,1763260450.19618,,705.0,
3255,,,,296753,,,423.38480710983276,,,,1763260450.6034281,500.0,,500.0
3259,0.0,-0.17071306705474854,0.00015691433509346098,297216,0.005552658811211586,0.3182344436645508,424.07931995391846,-0.005942389369010925,0.0010576006025075912,0.0001217357930727303,1763260451.297941,,705.0,
3272,0.005859375,-0.07109177112579346,0.0036590644158422947,298496,-0.016734529286623,0.3309153616428375,425.92529678344727,-0.015723831951618195,0.0037476131692528725,0.0001209677429869771,1763260453.1439178,,705.0,
3275,,,,298753,,,426.3424744606018,,,,1763260453.5610955,500.0,,500.0
3276,0.017578125,0.0004407167434692383,0.0012868326157331467,298880,-0.01571553573012352,0.23558002710342407,426.52538299560547,0.022628292441368103,0.004690276458859444,0.00012073732796125114,1763260453.744004,,705.0,
3296,0.009765625,0.7813808917999268,0.005632659420371056,300928,0.009694715961813927,0.2564713656902313,429.4679205417633,-0.018324684351682663,0.003917507827281952,0.00011950844782404602,1763260456.6865416,,705.0,
3299,,,,301253,,,429.8411777019501,,,,1763260457.0597987,500.0,,500.0
3338,,,,305253,,,435.51186084747314,,,,1763260462.7304819,500.0,,500.0
3351,0.0,0.10084521770477295,9.151910489890724e-05,306560,-0.0009403126314282417,0.24965828657150269,437.41145610809326,-0.00016765668988227844,4.7429464757442474e-05,0.00011612903472268954,1763260464.6300771,,705.0,
3357,0.0,-0.09463989734649658,0.00033373222686350346,307200,-0.006497824564576149,0.301177978515625,438.300479888916,-0.014275826513767242,0.0013715382665395737,0.00011574500967981294,1763260465.519101,,705.0,
3360,0.0,-0.04802227020263672,0.0045281569473445415,307456,0.009996418841183186,0.3031550347805023,438.66343879699707,-0.018687523901462555,0.0012431824579834938,0.0001155913996626623,1763260465.8820598,,705.0,
3398,0.0,0.00012224912643432617,34.62168884277344,311296,-0.0009785527363419533,0.3281717896461487,444.08329939842224,-0.0029131006449460983,0.0005990313366055489,0.00011328724940540269,1763260471.3019204,,705.0,
3401,0.0,0.06683099269866943,0.0005474527715705335,311680,-0.00018508825451135635,0.3417719900608063,444.5811667442322,-0.0027455314993858337,0.0008080797269940376,0.00011305683437967673,1763260471.7997878,,705.0,
3406,0.01171875,-0.048247575759887695,0.0002237357257399708,312192,0.01612856239080429,0.23869995772838593,445.3610589504242,-0.003482963889837265,0.003782324492931366,0.00011274961434537545,1763260472.57968,,705.0,
3407,,,,312253,,,445.4035413265228,,,,1763260472.6221623,500.0,,500.0
3419,0.0,0.04771608114242554,0.005436561536043882,313472,-0.005810391157865524,0.2560083866119385,447.22647285461426,-0.0006355587393045425,8.34297388792038e-05,0.00011198156425962225,1763260474.4450939,,705.0,
3426,0.0,-0.07541680335998535,0.0004679037956520915,314240,-0.003411528654396534,0.34482434391975403,448.3532221317291,-0.010967638343572617,0.0018134722486138344,0.00011152073420817032,1763260475.5718431,,705.0,
3428,0.0,-1.7642974853515625e-05,13.789153099060059,314368,-0.003580826334655285,0.22680887579917908,448.57623958587646,-0.0038802213966846466,0.0008496744558215141,0.000111443929199595,1763260475.7948606,,705.0,
3435,0.009765625,-0.03627955913543701,0.0006471216329373419,315136,-0.02174157090485096,0.32510608434677124,449.6938228607178,0.023365404456853867,0.002856457605957985,0.0001109831064241007,1763260476.9124439,,705.0,
3450,0.0,0.010061323642730713,8.86118650669232e-05,316672,-0.006080999970436096,0.26624399423599243,451.8730471134186,-0.0005748793482780457,0.0008123349398374557,0.00011006144632119685,1763260479.0916681,,705.0,
3451,,,,316753,,,451.91953015327454,,,,1763260479.1381512,500.0,,500.0
3462,0.00390625,2.5033950805664062e-06,45.08202362060547,317824,0.020921189337968826,0.28735339641571045,453.64626693725586,-0.012891720980405807,0.00394124910235405,0.00010937020124401897,1763260480.864888,,705.0,
3476,,,,319253,,,455.7337040901184,,,,1763260482.952325,500.0,,500.0
3479,0.0,0.03956484794616699,0.000612706586252898,319616,0.0005660075694322586,0.3045835793018341,456.2925536632538,-0.00042232125997543335,2.2727996110916138e-05,0.00010829493112396449,1763260483.5111747,,705.0,
3498,0.0,0.006492733955383301,0.0009031174704432487,321536,-0.00396732147783041,0.27040791511535645,459.09997153282166,-0.010338880121707916,0.0020674066618084908,0.00010714285599533468,1763260486.3185925,,704.0,
3503,0.0,-0.008804917335510254,9.909585060086101e-05,322048,-0.001775338314473629,0.2527029514312744,459.8284089565277,0.0006788820028305054,5.5907294154167175e-06,0.0001068356359610334,1763260487.04703,,704.0,
3513,0.0,-0.07820022106170654,0.0002543360460549593,323072,0.000881291925907135,0.2514306902885437,461.23899030685425,-0.0003341939300298691,3.084354102611542e-05,0.00010622119589243084,1763260488.4576113,,705.0,
3525,,,,324253,,,462.97522377967834,,,,1763260490.1938448,500.0,,500.0
3537,0.005859375,0.12833571434020996,0.0026950864121317863,325504,-0.00903117936104536,0.266233891248703,464.70660281181335,-0.03022075444459915,0.002118208445608616,0.00010476190800545737,1763260491.9252238,,705.0,
3554,,,,327253,,,466.9351110458374,,,,1763260494.153732,500.0,,500.0
