_step,losses/clipfrac,losses/explained_variance,losses/value_loss,global_step,losses/old_approx_kl,losses/entropy,_runtime,losses/policy_loss,losses/approx_kl,charts/learning_rate,_timestamp,charts/episodic_return,charts/SPS,charts/episodic_length
612,0.0,0.1475539207458496,111.21424865722656,38784,-0.006928550079464912,0.488882839679718,41.48361873626709,-0.004885565489530563,0.00029908493161201477,0.0002768049016594887,1763260068.7022398,,1008.0,
614,0.00390625,0.16921579837799072,71.19927215576172,38912,0.024724207818508148,0.505346417427063,41.60497188568115,-0.02838853746652603,0.0047839852049946785,0.00027672809665091336,1763260068.823593,,1008.0,
630,,,,39935,,,42.52425479888916,,,,1763260069.7428758,124.0,,124.0
636,,,,40237,,,42.85375165939331,,,,1763260070.0723727,119.0,,119.0
640,,,,40493,,,43.093175172805786,,,,1763260070.3117962,120.0,,120.0
650,,,,41074,,,43.63403105735779,,,,1763260070.852652,81.0,,81.0
664,0.0,0.7719495296478271,60.21452713012695,41856,0.0018843943253159523,0.5182382464408875,44.47296953201294,0.004413187503814697,0.0002707531675696373,0.00027496161055751145,1763260071.6915905,,1009.0,
684,0.0,0.8542627692222595,16.910207748413086,43008,0.0052460916340351105,0.5420700311660767,45.58600044250488,0.017460674047470093,0.0016239210963249207,0.00027427036548033357,1763260072.8046215,,1010.0,
689,0.0,0.5953024625778198,120.51054382324219,43264,0.0017785020172595978,0.5161016583442688,45.82853031158447,0.0004898905754089355,0.00017478689551353455,0.0002741167554631829,1763260073.0471513,,1010.0,
698,,,,43903,,,46.354243755340576,,,,1763260073.5728648,176.0,,176.0
702,0.0,0.7804785370826721,0.21864104270935059,44160,0.0010439688339829445,0.5117014050483704,46.69735383987427,-0.006796254776418209,0.0002514524385333061,0.0002735791204031557,1763260073.9159749,,1010.0,
707,,,,44447,,,46.98133683204651,,,,1763260074.1999578,146.0,,146.0
729,0.0,0.9484859108924866,12.911934852600098,45824,0.005699788220226765,0.5555622577667236,48.48041129112244,-0.005141901783645153,0.002362665720283985,0.0002725806552916765,1763260075.6990323,,1007.0,
757,,,,47597,,,50.94186043739319,,,,1763260078.1604815,124.0,,124.0
762,0.009765625,0.9506873488426208,14.605337142944336,47872,-0.025446567684412003,0.507839024066925,51.537370443344116,0.0055952779948711395,0.004990294575691223,0.0002713517751544714,1763260078.7559915,,986.0,
767,,,,48148,,,52.07009768486023,,,,1763260079.2887187,111.0,,111.0
775,,,,48747,,,52.93712639808655,,,,1763260080.1557474,156.0,,156.0
788,,,,49815,,,54.797648191452026,,,,1763260082.0162692,500.0,,500.0
797,,,,50717,,,56.153443574905396,,,,1763260083.3720646,500.0,,500.0
806,0.0,0.4006984233856201,1.7356871366500854,51584,-0.0025554699823260307,0.485193133354187,57.19152784347534,-0.0004674885421991348,0.0006769308820366859,0.0002691244299057871,1763260084.4101489,,952.0,
815,,,,52517,,,58.2391791343689,,,,1763260085.4578001,500.0,,500.0
863,,,,57285,,,63.93415284156799,,,,1763260091.1527739,500.0,,500.0
872,,,,58150,,,64.85239148139954,,,,1763260092.0710125,365.0,,365.0
876,0.0,0.9110362529754639,0.005028845742344856,58624,-0.006577245891094208,0.43726715445518494,65.39442253112793,-0.007782584056258202,0.0017153266817331314,0.0002649001544341445,1763260092.6130435,,939.0,
922,0.01171875,0.0057106614112854,46.90200424194336,63232,0.0012989211827516556,0.446824848651886,70.13255071640015,-0.03216006979346275,0.005436046048998833,0.00026213517412543297,1763260097.3511717,,942.0,
930,0.095703125,0.9824287295341492,0.013151604682207108,64128,0.02243943139910698,0.3457118272781372,71.14403867721558,-0.03190447390079498,0.012943943962454796,0.0002615975390654057,1763260098.3626597,,941.0,
938,0.001953125,0.9276357293128967,0.002541033551096916,64896,0.018557608127593994,0.3739708662033081,72.0238869190216,-0.00019761733710765839,0.000990046188235283,0.0002611367090139538,1763260099.242508,,940.0,
941,0.0,-0.0014475584030151367,9.577276229858398,65152,0.0025770142674446106,0.3073365390300751,72.36445617675781,-7.943809032440186e-05,7.912516593933105e-05,0.00026098309899680316,1763260099.5830772,,939.0,
942,0.0,0.08428680896759033,0.005914689041674137,65280,0.0030328193679451942,0.4122891426086426,72.52653217315674,-0.0024325568228960037,5.482044070959091e-05,0.00026090629398822784,1763260099.7451532,,939.0,
948,0.015625,0.12895554304122925,0.0012185493251308799,65920,0.01102110743522644,0.3428092300891876,73.3642566204071,-0.005652021616697311,0.0019073262810707092,0.00026052226894535124,1763260100.5828776,,937.0,
974,0.04296875,0.5222630500793457,0.00012537835573311895,68608,0.015730252489447594,0.42184561491012573,77.17198276519775,-0.004672311246395111,0.008745638653635979,0.0002589093637652695,1763260104.3906038,,925.0,
980,,,,69150,,,78.13233590126038,,,,1763260105.350957,500.0,,500.0
985,,,,69650,,,79.04201006889343,,,,1763260106.260631,500.0,,500.0
995,0.001953125,0.0007635354995727539,144.2654266357422,70656,-0.005132821388542652,0.3293273448944092,80.90962505340576,-0.01987661048769951,0.0011447807773947716,0.0002576804836280644,1763260108.128246,,907.0,
997,0.0234375,0.8568658828735352,0.000675081042572856,70912,0.027446679770946503,0.4059401750564575,81.32987976074219,0.0011224951595067978,0.004789022728800774,0.00025752687361091375,1763260108.5485008,,905.0,
1015,0.0,6.23464584350586e-05,103.84215545654297,72704,-0.0006833644583821297,0.3792004883289337,84.58720350265503,-0.018354631960392,0.0006606699898838997,0.00025645160349085927,1763260111.8058245,,891.0,
1020,0.0,0.0009939074516296387,17.776226043701172,73216,-0.0054942769929766655,0.4436416029930115,85.52068400382996,-0.0017293766140937805,0.0001723533496260643,0.000256144383456558,1763260112.739305,,887.0,
1031,0.0,0.33508360385894775,0.0009822881547734141,74368,-0.002222742885351181,0.44502487778663635,87.59348225593567,-0.0008282177150249481,7.35502690076828e-05,0.0002554531383793801,1763260114.8121033,,879.0,
1050,0.0,0.1644400954246521,0.002680291421711445,76288,-0.001692015677690506,0.3955468535423279,91.24453401565552,0.000558236613869667,9.014084935188293e-05,0.0002543010632507503,1763260118.463155,,864.0,
1053,,,,76650,,,91.79626631736755,,,,1763260119.0148873,500.0,,500.0
1058,,,,77150,,,92.76287746429443,,,,1763260119.9814985,500.0,,500.0
1083,,,,79650,,,96.98477625846863,,,,1763260124.2033973,500.0,,500.0
1091,0.029296875,0.6715542078018188,0.00039952542283572257,80512,-0.004300020635128021,0.39795204997062683,98.44399189949036,-0.018699578940868378,0.008464130572974682,0.0002517665270715952,1763260125.662613,,843.0,
1106,0.044921875,0.6090103387832642,1.8379490938968956e-05,82048,-0.00917608942836523,0.3909148871898651,100.89008522033691,0.005163729190826416,0.00927383080124855,0.00025084486696869135,1763260128.1087062,,838.0,
1118,0.0,0.0014168024063110352,173.9822235107422,83200,0.005863085389137268,0.299353688955307,102.81010937690735,-0.00601603090763092,0.000944778323173523,0.00025015362189151347,1763260130.0287304,,833.0,
1125,0.0,0.7883626818656921,0.0003452531818766147,83968,-0.00497849378734827,0.35202112793922424,103.99672269821167,-0.0009642578661441803,0.00030065979808568954,0.00024969279184006155,1763260131.2153437,,831.0,
1133,0.0,0.0010926127433776855,9.522220611572266,84736,0.0008742772042751312,0.262780100107193,105.21700477600098,0.0003042798489332199,0.00017422810196876526,0.0002492319617886096,1763260132.4356258,,829.0,
1145,0.005859375,0.8350536227226257,0.0006656757323071361,86016,0.0014580544084310532,0.3442050814628601,107.1751606464386,-0.0014213286340236664,0.0006972625851631165,0.0002484639117028564,1763260134.3937817,,825.0,
1164,0.09765625,0.904615044593811,0.00021849825861863792,87936,0.030743952840566635,0.2683621942996979,110.12992858886719,-0.026485435664653778,0.00857904925942421,0.0002473118365742266,1763260137.3485496,,820.0,
1165,0.10546875,0.9246077537536621,0.00011972861102549359,88064,0.010606799274682999,0.342293381690979,110.29565262794495,-0.016310807317495346,0.010955734178423882,0.0002472350315656513,1763260137.5142736,,820.0,
1172,0.02734375,0.002544224262237549,156.9858856201172,88704,0.03540691360831261,0.40124499797821045,111.26329684257507,0.04338756948709488,0.006921779364347458,0.0002468510065227747,1763260138.4819179,,819.0,
1181,,,,89650,,,112.54529857635498,,,,1763260139.7639196,500.0,,500.0
1186,,,,90150,,,113.29700803756714,,,,1763260140.515629,500.0,,500.0
1197,0.076171875,0.0008992552757263184,149.61001586914062,91264,0.06675843894481659,0.3259987235069275,114.93043565750122,-0.0247759111225605,0.014908607117831707,0.0002453149063512683,1763260142.1490567,,815.0,
1213,,,,92854,,,117.08852005004883,,,,1763260144.307141,378.0,,378.0
1215,0.013671875,0.6241537928581238,0.0033346146810799837,93056,-0.010011432692408562,0.36823028326034546,117.42993783950806,-0.008160024881362915,0.005363021045923233,0.0002442396362312138,1763260144.6485589,,813.0,
1226,0.041015625,0.04330164194107056,0.00012044729373883456,94208,-0.0006520338356494904,0.34021496772766113,119.1120855808258,-0.01178884506225586,0.008498024195432663,0.00024354839115403593,1763260146.3307066,,811.0,
1230,0.02734375,0.7590616941452026,0.008405915461480618,94592,0.01142469048500061,0.3575037121772766,119.67557549476624,-0.02404942736029625,0.009886233136057854,0.00024331797612830997,1763260146.8941965,,810.0,
1234,0.0,1.537799835205078e-05,0.031616032123565674,94976,0.0030341073870658875,0.42752695083618164,120.30767583847046,-0.007033392786979675,0.00023692846298217773,0.000243087561102584,1763260147.5262969,,809.0,
1245,0.0,0.4857015609741211,0.00017374988237861544,96128,-0.010175230912864208,0.41442012786865234,122.19560027122498,0.00995905976742506,0.0010745702311396599,0.00024239631602540612,1763260149.4142213,,806.0,
1254,0.00390625,0.5406442880630493,0.0071141985245049,97024,0.022662822157144547,0.401687890291214,123.73795580863953,-0.005979105830192566,0.0021093711256980896,0.00024185868096537888,1763260150.9565768,,803.0,
1271,0.068359375,0.15743857622146606,0.00010664798901416361,98816,0.011593730188906193,0.4098629951477051,126.68895936012268,-0.03324121609330177,0.01737859472632408,0.0002407834108453244,1763260153.9075804,,799.0,
1299,0.0,0.4998288154602051,6.935479177627712e-05,101632,-0.007818344980478287,0.3547443449497223,131.27411246299744,-0.0009955018758773804,0.00040535442531108856,0.00023909370065666735,1763260158.4927335,,792.0,
1339,0.0,0.3353942632675171,0.00010522091906750575,105728,0.015812605619430542,0.32684850692749023,137.80374932289124,-0.007627849467098713,0.002157554030418396,0.0002366359403822571,1763260165.0223703,,784.0,
1340,,,,105854,,,137.86784482002258,,,,1763260165.0864658,500.0,,500.0
1349,0.0234375,-0.06234121322631836,2.265540388179943e-05,106752,-0.015585258603096008,0.3312912583351135,139.42051553726196,0.005127109587192535,0.0033825570717453957,0.00023602150031365454,1763260166.6391366,,782.0,
1363,0.033203125,-0.09048295021057129,0.00027807505102828145,108160,-0.0068163638934493065,0.368088036775589,141.66838240623474,-0.015078095719218254,0.008617035113275051,0.00023517664521932602,1763260168.8870034,,780.0,
1365,,,,108354,,,141.91636157035828,,,,1763260169.1349826,500.0,,500.0
1370,,,,108854,,,142.7662811279297,,,,1763260169.9849021,500.0,,500.0
1380,,,,109854,,,144.33496379852295,,,,1763260171.5535848,500.0,,500.0
1381,0.0,5.745887756347656e-05,33.609920501708984,109952,0.00474683940410614,0.3073391914367676,144.5259404182434,0.0015334561467170715,0.00022643804550170898,0.00023410138965118676,1763260171.7445614,,776.0,
1388,0.060546875,-0.019821763038635254,4.150789027335122e-05,110720,0.012633239850401878,0.33192941546440125,145.73296880722046,-0.020397335290908813,0.012194981798529625,0.00023364055959973484,1763260172.9515898,,775.0,
1395,0.005859375,2.4974346160888672e-05,146.45042419433594,111360,0.006997664459049702,0.3762284517288208,146.74108028411865,0.0036183297634124756,0.0037557249888777733,0.00023325653455685824,1763260173.9597013,,774.0,
1399,,,,111854,,,147.38152384757996,,,,1763260174.6001449,500.0,,500.0
1405,0.00390625,9.673833847045898e-05,33.64645004272461,112384,-0.004985733889043331,0.3781609535217285,148.37202143669128,0.015688108280301094,0.0009636888280510902,0.00023264209448825568,1763260175.5906425,,773.0,
1432,0.0,0.07253265380859375,0.00028223710251040757,115200,-0.0014645084738731384,0.24374234676361084,152.77135753631592,1.0609626770019531e-05,0.0002315528690814972,0.00023095238429959863,1763260179.9899786,,769.0,
1433,0.009765625,0.31195348501205444,1.676457395660691e-05,115328,-0.006630119867622852,0.2851625680923462,152.95932388305664,-0.00588323175907135,0.003789168782532215,0.00023087557929102331,1763260180.177945,,769.0,
1455,0.00390625,0.3776114583015442,0.006021169945597649,117504,0.01328723318874836,0.35147732496261597,156.20890283584595,-0.006077460944652557,0.0020024972036480904,0.00022956989414524287,1763260183.4275239,,767.0,
1456,0.0078125,0.4396476149559021,0.00043580008787103,117632,0.004095490090548992,0.31603825092315674,156.38818216323853,-0.0036437809467315674,0.0022088708356022835,0.00022949308913666755,1763260183.6068032,,766.0,
1457,0.0,0.6188548803329468,3.310143802082166e-05,117760,0.018039165064692497,0.2521178722381592,156.55848121643066,-0.0038012713193893433,0.0012261616066098213,0.00022941628412809223,1763260183.7771022,,766.0,
1514,0.005859375,0.5531027317047119,0.007414594292640686,123520,0.0029574092477560043,0.3539752960205078,165.166179895401,-0.01979093998670578,0.0036934316158294678,0.00022596005874220282,1763260192.384801,,761.0,
1521,0.0,0.42113161087036133,7.76499291532673e-05,124288,-0.004731038585305214,0.29039618372917175,166.2890384197235,-0.005400385707616806,0.0016738604754209518,0.0002254992286907509,1763260193.5076594,,761.0,
1525,0.078125,0.14538335800170898,4.935315882903524e-05,124672,0.01707923598587513,0.35225042700767517,166.85660862922668,-0.03809539973735809,0.016626056283712387,0.00022526881366502494,1763260194.0752296,,760.0,
1527,,,,124854,,,167.07728457450867,,,,1763260194.2959056,500.0,,500.0
1529,0.029296875,0.18764305114746094,0.0051680924370884895,125056,0.013308929279446602,0.33426907658576965,167.43610405921936,-0.002671480178833008,0.0037632212042808533,0.00022503839863929898,1763260194.654725,,760.0,
1534,0.013671875,0.12031656503677368,0.008666330017149448,125568,0.004333652555942535,0.3674038350582123,168.191153049469,-0.009599657729268074,0.002330563962459564,0.0002247311786049977,1763260195.409774,,760.0,
1536,0.025390625,0.22819620370864868,7.895559974713251e-05,125824,0.016581064090132713,0.3898650109767914,168.54165649414062,-0.0032144077122211456,0.005307460203766823,0.00022457756858784705,1763260195.7602775,,760.0,
1543,0.0,-0.00012373924255371094,69.68775939941406,126464,-0.005434351973235607,0.3565583825111389,169.5380368232727,-0.0043624211102724075,0.000399990938603878,0.00022419354354497045,1763260196.7566578,,759.0,
1545,0.025390625,0.03915983438491821,0.00013528548879548907,126720,0.015473547391593456,0.3784305453300476,169.90421724319458,-0.010715162381529808,0.007718215696513653,0.0002240399335278198,1763260197.1228383,,759.0,
1546,0.00390625,-0.06518101692199707,0.00015074371185619384,126848,-0.0024493280798196793,0.3876497149467468,170.09642553329468,-0.0032229889184236526,0.002995407208800316,0.0002239631285192445,1763260197.3150465,,759.0,
1558,0.0,-0.017491936683654785,0.0038161207921802998,128000,0.005446143448352814,0.4246574938297272,171.85428619384766,-0.011078333482146263,0.0007195975631475449,0.0002232718834420666,1763260199.0729072,,758.0,
1559,0.052734375,-0.20758450031280518,8.593349775765091e-05,128128,0.029052741825580597,0.3797149062156677,172.0418815612793,-0.011006921529769897,0.004458948038518429,0.0002231950784334913,1763260199.2605026,,758.0,
1563,0.001953125,-0.40816164016723633,0.006115850992500782,128512,0.0027261991053819656,0.2953038215637207,172.63061451911926,-0.011948056519031525,0.0017181281000375748,0.00022296466340776533,1763260199.8492355,,757.0,
1566,,,,128854,,,173.03550553321838,,,,1763260200.2541265,500.0,,500.0
1588,0.021484375,0.13907349109649658,0.008912196382880211,131072,-0.008942894637584686,0.260464072227478,176.4568521976471,-0.022335607558488846,0.0051853246986866,0.00022142857778817415,1763260203.6754732,,755.0,
1589,0.05859375,0.42378902435302734,0.00026696137501858175,131200,0.008475612848997116,0.35490867495536804,176.63840579986572,0.027696367353200912,0.009799106046557426,0.00022135177277959883,1763260203.8570268,,755.0,
1597,0.0,0.0002486705780029297,216.9430389404297,131968,-0.008838638663291931,0.3156049847602844,177.83746981620789,-0.0019943714141845703,0.0012884503230452538,0.0002208909427281469,1763260205.0560908,,754.0,
1607,0.0,0.31860411167144775,0.006785373203456402,132992,0.006509686820209026,0.2643401324748993,179.37406516075134,-0.0023756027221679688,0.000594104640185833,0.00022027650265954435,1763260206.5926862,,754.0,
1609,0.005859375,0.23946893215179443,5.0874157750513405e-05,133248,0.018831603229045868,0.34556230902671814,179.74136900901794,-0.011127064935863018,0.003220774233341217,0.0002201228926423937,1763260206.95999,,753.0,
1610,,,,133354,,,179.7991805076599,,,,1763260207.0178015,500.0,,500.0
1612,0.005859375,0.1462397575378418,0.00488621648401022,133504,0.011721543036401272,0.34262019395828247,180.1695818901062,0.0009408164769411087,0.0023109521716833115,0.00021996928262524307,1763260207.388203,,753.0,
1626,0.0,-7.164478302001953e-05,19.617082595825195,134912,6.790272891521454e-06,0.2803252041339874,182.33455967903137,-1.1937692761421204e-05,0.00016374234110116959,0.00021912442753091455,1763260209.5531807,,752.0,
1638,0.0234375,0.2317124605178833,4.1912979213520885e-05,136192,0.010856114327907562,0.26556718349456787,184.35137629508972,-0.002410687506198883,0.002740355208516121,0.00021835637744516134,1763260211.5699973,,751.0,
1687,0.0,0.04283499717712402,4.207293386571109e-05,141184,-0.004906793124973774,0.27760183811187744,192.31872653961182,0.009863534942269325,0.0014733532443642616,0.00021536098211072385,1763260219.5373476,,745.0,
1732,0.080078125,0.06004667282104492,8.217263530241325e-05,145792,-0.005380530841648579,0.32426583766937256,199.45871996879578,0.05710882693529129,0.02496914565563202,0.00021259600180201232,1763260226.677341,,742.0,
1745,0.0,0.36630159616470337,0.0001645208103582263,147072,-0.0019382135942578316,0.20939357578754425,201.3952977657318,-0.004367919638752937,0.0005974182859063148,0.00021182795171625912,1763260228.6139188,,741.0,
1753,0.0,-0.00021266937255859375,0.061561714857816696,147840,0.0009939484298229218,0.29077911376953125,202.57740211486816,-0.0008517056703567505,0.00020573846995830536,0.0002113671216648072,1763260229.7960231,,740.0,
1754,0.01171875,0.4460575580596924,0.0048296707682311535,147968,0.021038034930825233,0.3281583786010742,202.76629543304443,-0.003480374813079834,0.0043578967452049255,0.00021129031665623188,1763260229.9849164,,740.0,
1765,0.044921875,0.14009171724319458,0.00016606955614406615,149120,0.060314297676086426,0.34453490376472473,204.4543023109436,-0.02570100873708725,0.013110067695379257,0.000210599071579054,1763260231.6729233,,740.0,
1768,0.017578125,-0.00013780593872070312,0.14973673224449158,149376,-0.016941523179411888,0.37224605679512024,204.862934589386,0.0046584103256464005,0.004050511866807938,0.00021044546156190336,1763260232.0815556,,740.0,
1777,,,,150312,,,206.1610984802246,,,,1763260233.3797195,500.0,,500.0
1818,0.0,0.4173612594604492,0.006501020397990942,154496,0.00010076817125082016,0.3392311930656433,212.40411043167114,-0.018585868179798126,0.0010883426293730736,0.00020737327577080578,1763260239.6227314,,737.0,
1823,0.01953125,0.012906908988952637,0.00286846817471087,155008,0.06669183075428009,0.33257177472114563,213.17675638198853,0.006314052268862724,0.008742866106331348,0.0002070660557365045,1763260240.3953774,,737.0,
1851,0.001953125,0.17466574907302856,0.003943693824112415,157952,-0.015822671353816986,0.3792327046394348,217.60156512260437,-0.0008782222867012024,0.001980212517082691,0.00020529954053927213,1763260244.8201861,,736.0,
1856,0.0234375,0.1632859706878662,0.004859197419136763,158464,-0.014060896821320057,0.38254299759864807,218.3605456352234,0.019496582448482513,0.002629314549267292,0.00020499232050497085,1763260245.5791667,,735.0,
1868,0.0,0.5213074684143066,0.0001341094175586477,159744,0.0017020376399159431,0.3209439814090729,220.25475406646729,0.00048360973596572876,0.0001345789059996605,0.00020422427041921765,1763260247.473375,,735.0,
1873,0.046875,0.439647376537323,8.810621511656791e-05,160256,0.006705400533974171,0.40366697311401367,220.98719573020935,-0.0036405250430107117,0.01447764877229929,0.00020391705038491637,1763260248.2058167,,735.0,
1877,,,,160598,,,221.4444396495819,,,,1763260248.6630607,286.0,,286.0
1886,0.0,-0.003991127014160156,112.07438659667969,161408,-9.161420166492462e-05,0.30296361446380615,222.77821707725525,0.001829545944929123,0.00027408823370933533,0.00020322580530773848,1763260249.996838,,734.0,
1895,0.04296875,0.6438038349151611,0.00010718932026065886,162304,0.027657311409711838,0.35604003071784973,224.14849662780762,-0.015825919806957245,0.016287628561258316,0.00020268817024771124,1763260251.3671176,,733.0,
1903,,,,163069,,,225.1911976337433,,,,1763260252.4098186,500.0,,500.0
1906,0.021484375,0.747894287109375,8.311413694173098e-05,163328,0.06027693301439285,0.352586030960083,225.72620677947998,-0.0271599180996418,0.008160632103681564,0.00020207373017910868,1763260252.9448278,,733.0,
1918,,,,164569,,,227.53545665740967,,,,1763260254.7540777,500.0,,500.0
