losses/clipfrac,losses/entropy,charts/SPS,global_step,_runtime,losses/approx_kl,losses/explained_variance,losses/old_approx_kl,_step,losses/value_loss,charts/episodic_length,charts/episodic_return,charts/learning_rate,_timestamp,losses/policy_loss
,,,29783,32.52502799034119,,,,530,,118.0,118.0,,1763260060.367241,
0.005859375,0.49547624588012695,1024.0,30336,33.068467140197754,0.002660611644387245,0.9981324672698975,-0.002674724906682968,539,0.2629651129245758,,,0.0002818740322254598,1763260060.91068,-0.0010506510734558105
,,,30823,33.48649525642395,,,,547,,112.0,112.0,,1763260061.3287082,
,,,31202,33.8406138420105,,,,555,,53.0,53.0,,1763260061.6828268,
0.009765625,0.4981028437614441,1025.0,31360,34.03823709487915,0.0026533203199505806,0.9414220452308655,0.018228618428111076,559,12.226680755615234,,,0.00028125959215685725,1763260061.88045,-0.012331679463386536
,,,31906,34.548593044281006,,,,568,,109.0,109.0,,1763260062.390806,
,,,33201,35.75663471221924,,,,595,,44.0,44.0,,1763260063.5988476,
,,,34220,36.712645053863525,,,,612,,111.0,111.0,,1763260064.554858,
,,,34343,36.82604670524597,,,,614,,123.0,123.0,,1763260064.6682596,
,,,35347,37.777700901031494,,,,630,,143.0,143.0,,1763260065.6199138,
0.01953125,0.5575663447380066,1031.0,35840,38.22867298126221,0.00887569971382618,0.9950373768806458,0.015567122027277946,636,0.4450840353965759,,,0.00027857141685672104,1763260066.070886,0.016538165509700775
0.00390625,0.5573599934577942,1031.0,36096,38.45911908149719,0.004062244668602943,0.9980671405792236,0.011585935950279236,640,0.36227232217788696,,,0.0002784178068395704,1763260066.301332,-0.008412949740886688
0.029296875,0.5187095999717712,1033.0,37120,39.38028073310852,0.006671507842838764,0.8731150031089783,-0.01484388392418623,650,0.36788204312324524,,,0.00027780336677096784,1763260067.2224936,-0.024062562733888626
,,,38327,40.48822569847107,,,,664,,239.0,239.0,,1763260068.3304386,
,,,39903,41.943854093551636,,,,684,,163.0,163.0,,1763260069.786067,
,,,40255,42.27725291252136,,,,689,,194.0,194.0,,1763260070.1194658,
0.025390625,0.47754836082458496,1036.0,40960,42.971288204193115,0.0098891481757164,0.9759387373924255,0.042085904628038406,698,0.1676752120256424,,,0.0002754992456175387,1763260070.8135011,-0.03503319248557091
,,,41181,43.1224319934845,,,,702,,173.0,173.0,,1763260070.964645,
,,,41482,43.43803596496582,,,,707,,182.0,182.0,,1763260071.2802489,
,,,43508,45.246474504470825,,,,729,,239.0,239.0,,1763260073.0886874,
0.0,0.5481812953948975,1037.0,45440,47.25991439819336,0.0026053106412291527,0.8661249279975891,-0.0042044250294566154,757,0.11280333250761032,,,0.0002728110703174025,1763260075.1021273,-0.020928531885147095
0.0,0.4998815059661865,1038.0,45824,47.6131329536438,0.0006840256974101067,0.9354072213172913,-0.0024109957739710808,762,0.10272176563739777,,,0.0002725806552916765,1763260075.4553459,-0.0001012161374092102
0.044921875,0.5721619129180908,1038.0,46208,47.961859464645386,0.014025714248418808,0.99068284034729,0.027649257332086563,767,0.12204502522945404,,,0.00027235024026595056,1763260075.8040724,0.017585724592208862
,,,46814,48.48453736305237,,,,775,,205.0,205.0,,1763260076.3267503,
0.015625,0.5293357372283936,1028.0,47616,49.755181074142456,0.003972548991441727,0.41820526123046875,0.022140156477689743,788,153.0151824951172,,,0.00027150538517162204,1763260077.597394,-0.002133425325155258
0.041015625,0.5874290466308594,1019.0,48256,50.80883526802063,0.015601093880832195,0.9829087853431702,0.05699888616800308,797,0.062302082777023315,,,0.00027112136012874544,1763260078.6510482,-0.03708783909678459
,,,49043,51.946032762527466,,,,806,,174.0,174.0,,1763260079.7882457,
,,,50043,53.27675247192383,,,,815,,500.0,500.0,,1763260081.1189654,
0.009765625,0.5392481088638306,981.0,54656,59.1296591758728,0.005661981180310249,-0.07041263580322266,-0.015149112790822983,863,0.01712241768836975,,,0.0002672811096999794,1763260086.971872,0.008960206061601639
0.03515625,0.5147343277931213,978.0,55552,60.256776332855225,0.008877378888428211,-0.014704465866088867,0.04286292940378189,872,0.012592644430696964,,,0.0002667434746399522,1763260088.0989892,-0.014912370592355728
0.0,0.44623011350631714,976.0,55808,60.63823318481445,0.0008822120726108551,0.0008510351181030273,0.011401886120438576,876,102.28060913085938,,,0.00026658986462280154,1763260088.480446,-0.007852137088775635
0.0078125,0.5359269380569458,969.0,60416,65.76017761230469,0.00803381484001875,0.12552505731582642,0.029573209583759308,922,0.0008850874728523195,,,0.00026382488431409,1763260093.6023905,-0.009569864720106125
0.052734375,0.4258548617362976,969.0,61184,66.5818784236908,0.01357632502913475,0.028317153453826904,0.05099887773394585,930,0.0005903481505811214,,,0.0002633640542626381,1763260094.4240913,-0.02390597015619278
0.0,0.5270950198173523,970.0,61952,67.30331468582153,0.001715593971312046,0.5749285221099854,0.00045437272638082504,938,0.01097341999411583,,,0.00026290322421118617,1763260095.1455276,-0.013229306787252426
0.0078125,0.47373166680336,971.0,62208,67.53092217445374,0.005495557561516762,0.4361995458602905,-0.01394684985280037,941,0.014890830032527447,,,0.00026274961419403553,1763260095.373135,-0.03143760561943054
0.08984375,0.5105907917022705,971.0,62336,67.64473819732666,0.016652673482894897,0.35857701301574707,0.017999984323978424,942,0.0002758041664492339,,,0.0002626728091854602,1763260095.486951,-0.04649103805422783
,,,62966,68.19764852523804,,,,948,,392.0,392.0,,1763260096.0398614,
0.021484375,0.4265434145927429,969.0,65152,70.67790484428406,0.0022708727046847343,-0.0009697675704956055,0.0007978780195116997,974,1.6500295400619507,,,0.00026098309899680316,1763260098.5201178,0.0006815902888774872
0.0,0.44667237997055054,968.0,65792,71.40042495727539,0.00012303050607442856,-0.014534831047058105,0.00010854285210371017,980,0.012625273317098618,,,0.00026059907395392656,1763260099.2426379,0.0010228194296360016
0.037109375,0.4792627692222595,967.0,66304,71.99844121932983,0.004207122139632702,0.5329737663269043,0.02406938560307026,985,0.014001733623445034,,,0.0002602918539196253,1763260099.8406541,-0.01461251825094223
0.0,0.5091884136199951,965.0,67328,73.23250436782837,0.0004553701728582382,-0.06685411930084229,0.008470399305224419,995,0.005559214856475592,,,0.0002596774138510227,1763260101.0747173,-0.004276314750313759
0.064453125,0.4713172912597656,965.0,67584,73.49382543563843,0.013858412392437458,0.3590626120567322,-0.04597562924027443,997,0.0005813022144138813,,,0.0002595238038338721,1763260101.3360384,-0.003091331571340561
0.037109375,0.4530269503593445,954.0,69376,76.1627128124237,0.004110175184905529,0.8511042594909668,0.014083155430853367,1015,0.00040767452446743846,,,0.0002584485337138176,1763260104.0049257,0.002955488860607147
0.0,0.4867122769355774,933.0,70912,79.42493796348572,0.00012938864529132843,-0.0002709627151489258,-0.004762368276715279,1031,52.02942657470703,,,0.00025752687361091375,1763260107.2671509,0.0007010027766227722
,,,72890,83.57867002487183,,,,1050,,500.0,500.0,,1763260111.420883,
0.0078125,0.44595134258270264,904.0,73216,84.4022216796875,0.0023147594183683395,0.19097715616226196,-0.009565349668264389,1053,6.54371760901995e-05,,,0.000256144383456558,1763260112.2444346,0.0026717856526374817
0.01171875,0.524398684501648,898.0,73728,85.52416515350342,0.0033161602914333344,0.6237919330596924,0.00292079895734787,1058,0.00011418620124459267,,,0.0002558371634222567,1763260113.366378,-0.033037081360816956
0.0,0.4191509485244751,872.0,75648,90.13035845756531,0.00012470223009586334,-0.0023162364959716797,0.0014337245374917984,1083,142.15219116210938,,,0.0002546850882936269,1763260117.9725714,0.0003507714718580246
0.0,0.39294636249542236,863.0,76416,92.01495265960693,0.00047774799168109894,-0.001023411750793457,0.006176596507430077,1091,104.05730438232422,,,0.000254224258242175,1763260119.8571656,0.004541277885437012
0.0078125,0.36343926191329956,851.0,77568,94.55305361747742,0.0015260661020874977,0.2829831838607788,-0.005144056864082813,1106,44.43159484863281,,,0.0002535330131649971,1763260122.3952665,-0.007368145510554314
0.0,0.43189874291419983,843.0,78464,96.45244312286377,0.0006831847131252289,0.2930941581726074,-0.0046219173818826675,1118,18.72942352294922,,,0.00025299537810496986,1763260124.294656,-0.0003818124532699585
0.0,0.39398443698883057,838.0,79104,97.75951027870178,0.00012259650975465775,-0.006375908851623535,0.0012487387284636497,1125,90.64976501464844,,,0.00025261135306209326,1763260125.6017232,0.0032273326069116592
0.0546875,0.3873552083969116,833.0,79872,99.30009436607361,0.01317919883877039,0.9428802728652954,-0.0027894284576177597,1133,0.271746963262558,,,0.0002521505521144718,1763260127.1423073,-0.0011444836854934692
,,,80770,101.18720388412476,,,,1145,,145.0,145.0,,1763260129.0294168,
0.0,0.33183589577674866,815.0,82176,104.1981725692749,9.05841588973999e-05,-0.010349869728088379,-0.0011868178844451904,1164,114.17434692382812,,,0.00025076806196011603,1763260132.0403855,-0.0028223246335983276
,,,82271,104.25357747077942,,,,1165,,189.0,189.0,,1763260132.0957904,
0.013671875,0.40319347381591797,811.0,82816,105.47705173492432,0.005597345530986786,0.6781142950057983,-0.004826315678656101,1172,0.002322901040315628,,,0.00025038403691723943,1763260133.3192647,-0.029575884342193604
0.0,0.3350280821323395,808.0,83584,106.86553406715393,0.0019484497606754303,0.9536376595497131,-0.01282629556953907,1181,0.0032643843442201614,,,0.0002499232068657875,1763260134.707747,-0.004326775670051575
0.0,0.27449360489845276,806.0,83968,107.56656265258789,0.0003433115780353546,0.9085068702697754,0.0030562840402126312,1186,0.0181007981300354,,,0.00024969279184006155,1763260135.4087756,0.001860111951828003
0.009765625,0.3334156572818756,801.0,84864,109.32555770874023,0.0013147126883268356,-0.01400911808013916,-0.002924874424934387,1197,3.437079906463623,,,0.0002491551567800343,1763260137.1677706,0.005720758810639381
,,,86147,111.72682929039001,,,,1213,,397.0,397.0,,1763260139.5690422,
,,,86392,111.99613070487976,,,,1215,,245.0,245.0,,1763260139.8383436,
,,,87137,113.45391583442688,,,,1226,,183.0,183.0,,1763260141.2961287,
,,,87345,113.94766449928284,,,,1230,,104.0,104.0,,1763260141.7898774,
0.001953125,0.3736168444156647,789.0,87680,114.57486844062805,0.002262849360704422,0.9414666295051575,-0.00277111679315567,1234,0.18211612105369568,,,0.00024746544659137726,1763260142.4170814,-0.009194038808345795
0.00390625,0.3504354953765869,786.0,88448,115.92976665496826,0.0029014423489570618,0.9693021774291992,0.012288805097341537,1245,0.019950121641159058,,,0.00024700461653992534,1763260143.7719796,-0.00875539518892765
0.0,0.31071650981903076,783.0,89088,117.11016011238098,0.00037739798426628113,0.2994025945663452,0.008334632962942123,1254,64.3083267211914,,,0.00024662059149704874,1763260144.952373,0.00016144290566444397
0.0,0.4109627306461334,778.0,90240,119.42640542984009,0.00227297842502594,0.956558108329773,0.019940366968512535,1271,0.038725245743989944,,,0.00024592934641987085,1763260147.2686183,0.008195310831069946
0.00390625,0.40032562613487244,765.0,92288,124.05464124679565,0.0025132689625024796,0.9560791254043579,-0.009694522246718407,1299,0.15405870974063873,,,0.00024470046628266573,1763260151.8968542,0.000767761841416359
0.091796875,0.34575000405311584,750.0,95744,131.06411337852478,0.014454205520451069,0.972517728805542,0.06468646228313446,1339,0.03192263841629028,,,0.00024262673105113208,1763260158.9063263,-0.006423588842153549
0.03125,0.44575855135917664,750.0,95872,131.2963604927063,0.007525766268372536,0.9783191680908203,-0.005020066164433956,1340,0.04039473086595535,,,0.00024254992604255676,1763260159.1385734,-0.02051457390189171
0.056640625,0.4554235339164734,747.0,96768,132.98284888267517,0.012449443340301514,0.9705015420913696,0.016512984409928322,1349,0.09690846502780914,,,0.00024201229098252952,1763260160.8250618,-0.006944581866264343
,,,97929,135.25480031967163,,,,1363,,212.0,212.0,,1763260163.0970132,
0.169921875,0.45987316966056824,742.0,98176,135.72430968284607,0.009649171493947506,0.9830200672149658,0.016732102259993553,1365,0.03944902867078781,,,0.000241167435888201,1763260163.5665226,-0.008588269352912903
0.0703125,0.4817103147506714,740.0,98560,136.49506258964539,0.012134190648794174,0.3379879593849182,0.03928062319755554,1370,5.740147113800049,,,0.00024093702086247504,1763260164.3372755,0.028632894158363342
0.109375,0.5124937295913696,737.0,99456,138.24713134765625,0.014045539312064648,0.38114386796951294,0.10453453660011292,1380,45.93230056762695,,,0.0002403993858024478,1763260166.0893443,-0.010794311761856079
0.021484375,0.4723834991455078,737.0,99584,138.4811646938324,0.004199184477329254,0.9753603339195251,0.007302507758140564,1381,0.0038684112951159477,,,0.00024032258079387248,1763260166.3233776,-0.0025455597788095474
0.0,0.4546065330505371,735.0,100224,139.72332072257996,3.323797136545181e-05,0.4099442958831787,-0.0001277746632695198,1388,49.137393951416016,,,0.00023993855575099587,1763260167.5655336,0.0012907572090625763
0.4010416567325592,0.3997565507888794,733.0,100992,141.15844559669495,0.12089818716049194,0.8922160863876343,0.2284238040447235,1395,0.009163557551801205,,,0.00023947772569954395,1763260169.0006585,-0.11570212990045547
0.111328125,0.5297880172729492,732.0,101376,141.93803191184998,0.024899402633309364,0.9899455904960632,-0.014430321753025055,1399,0.003921388648450375,,,0.000239247310673818,1763260169.7802448,-0.03782043978571892
0.265625,0.46401989459991455,730.0,102016,143.12676215171814,0.07176756113767624,0.9802887439727783,0.043166156858205795,1405,0.011699221096932888,,,0.0002388632856309414,1763260170.968975,-0.07518883049488068
,,,104636,148.03150606155396,,,,1432,,14.0,14.0,,1763260175.873719,
0.005859375,0.37299844622612,723.0,104704,148.25792598724365,0.0027770409360527992,0.007796645164489746,-0.004202575422823429,1433,138.34869384765625,,,0.00023725038045085967,1763260176.100139,-0.022124677896499634
0.05859375,0.5163887739181519,718.0,107008,152.4874610900879,0.015835244208574295,0.8462077379226685,0.01594991236925125,1455,0.00041145377326756716,,,0.0002358678902965039,1763260180.329674,-0.05693279206752777
0.22265625,0.46466952562332153,717.0,107136,152.77675104141235,0.013153418898582458,0.005456686019897461,0.029697127640247345,1456,17.485191345214844,500.0,500.0,0.00023579108528792858,1763260180.618964,0.005276897922158241
0.158203125,0.42857545614242554,717.0,107264,153.00643730163574,0.028975920751690865,0.9296374320983887,0.09692899882793427,1457,0.0015555116115137935,,,0.00023571428027935326,1763260180.8486502,-0.03758852556347847
,,,113136,163.43404078483582,,,,1514,,500.0,500.0,,1763260191.2762537,
0.0625,0.40057751536369324,705.0,113792,164.67219352722168,0.015055022202432156,0.9944882988929749,0.016300290822982788,1521,0.00029361667111516,,,0.00023179723939392716,1763260192.5144064,-0.0045432448387146
0.046875,0.3699328303337097,705.0,114176,165.32197093963623,0.015463910065591335,0.05348539352416992,0.03342133015394211,1525,70.14688110351562,,,0.0002315668243682012,1763260193.1641839,-0.03093416802585125
0.1015625,0.37622639536857605,705.0,114432,165.74323344230652,0.014978444203734398,0.9951670169830322,0.05696988105773926,1527,0.000522461486980319,,,0.00023141321435105056,1763260193.5854464,-0.039671391248703
,,,114636,165.98240637779236,,,,1529,,500.0,500.0,,1763260193.8246193,
,,,115136,166.8243203163147,,,,1534,,500.0,500.0,,1763260194.6665332,
0.005859375,0.4249650239944458,704.0,115328,167.23439812660217,0.005286043509840965,0.99603271484375,0.0014363881200551987,1536,0.00018933822866529226,,,0.00023087557929102331,1763260195.076611,-0.007870323956012726
0.03125,0.4058251678943634,703.0,116096,168.49962449073792,0.013129167258739471,0.9887018799781799,0.05140285566449165,1543,0.0010996013879776,,,0.0002304147492395714,1763260196.3418374,-0.0036868825554847717
0.0,0.3085145950317383,703.0,116224,168.7591588497162,0.00080897007137537,0.11632585525512695,-0.002139952965080738,1545,73.06086730957031,,,0.00023033794423099607,1763260196.6013718,-0.002975922077894211
0.08984375,0.3106662929058075,703.0,116352,168.97025561332703,0.04958810657262802,0.9926759004592896,0.11480358242988586,1546,0.0005095998058095574,,,0.00023026113922242075,1763260196.8124685,-0.018104122951626778
0.1119791641831398,0.3959586024284363,701.0,117632,171.17404556274414,0.055683888494968414,0.9828864336013794,-0.0012880899012088776,1558,0.006894094403833151,,,0.00022949308913666755,1763260199.0162585,-0.0460665225982666
,,,117636,171.22284078598022,,,,1559,,500.0,500.0,,1763260199.0650537,
,,,118136,171.94644474983215,,,,1563,,500.0,500.0,,1763260199.7886577,
0.0,0.3330310881137848,700.0,118400,172.53923439979553,0.0010812971740961075,0.9936785697937012,-0.009764635935425758,1566,0.0007465105154551566,,,0.00022903225908521563,1763260200.3814473,-0.008582435548305511
,,,120636,176.1815071105957,,,,1588,,500.0,500.0,,1763260204.02372,
0.017578125,0.33119502663612366,698.0,120704,176.3961682319641,0.0015784092247486115,0.15170204639434814,-0.005466656759381294,1589,233.27857971191406,,,0.00022764976893085986,1763260204.2383811,-0.0007809549570083618
0.0546875,0.2955789268016815,697.0,121600,177.92206740379333,0.021360021084547043,0.9969857931137085,0.0311114564538002,1597,0.00027780592790804803,,,0.00022711213387083262,1763260205.7642803,-0.03170926123857498
0.01953125,0.2688857614994049,695.0,122624,179.6970705986023,0.015054677613079548,0.9965139627456665,-0.005751832388341427,1607,0.002469404134899378,,,0.00022649769380223006,1763260207.5392835,0.001924116164445877
0.037109375,0.3263564705848694,695.0,122752,179.9433171749115,0.004242288880050182,0.1708703637123108,0.015155505388975143,1609,21.833045959472656,,,0.00022642088879365474,1763260207.78553,0.03479761630296707
0.033203125,0.2548472583293915,695.0,122880,180.1688358783722,0.002927078865468502,0.996888279914856,0.02872105874121189,1610,0.0004747720086015761,,,0.00022634408378507942,1763260208.0110488,-0.014852842316031456
0.10546875,0.29350560903549194,695.0,123136,180.60985040664673,0.010992376133799553,0.044499099254608154,-0.018307633697986603,1612,1.752996563911438,500.0,500.0,0.00022619047376792878,1763260208.4520633,0.0008093453943729401
,,,124636,183.10320019721985,,,,1626,,500.0,500.0,,1763260210.945413,
0.072265625,0.28572919964790344,691.0,125824,185.3945918083191,0.0042684487998485565,0.9982244372367859,-0.009179843589663506,1638,6.091074101277627e-05,,,0.00022457756858784705,1763260213.2368047,-0.013979293406009674
0.03515625,0.21071119606494904,685.0,130816,194.3546278476715,0.008524036034941673,0.9986549615859985,-0.008920276537537575,1687,6.396944809239358e-05,,,0.0002215821878053248,1763260222.1968408,0.028582531958818436
0.056640625,0.1566491723060608,680.0,135424,202.37554812431335,0.0062402356415987015,0.9978176355361938,0.023139093071222305,1732,0.00019536750914994627,,,0.00021881720749661326,1763260230.217761,-0.007330186665058136
0.00390625,0.3114650547504425,679.0,136704,204.56919527053833,0.002353615127503872,0.09820181131362915,0.006419395096600056,1745,16.56243133544922,,,0.00021804915741086006,1763260232.4114082,-0.01809067279100418
0.08984375,0.27686160802841187,679.0,137600,206.043062210083,0.03215276077389717,0.9938428997993469,0.013827033340930939,1753,0.0007253374205902219,,,0.00021751152235083282,1763260233.8852751,0.03583167493343353
,,,137636,206.08974695205688,,,,1754,,500.0,500.0,,1763260233.9319599,
0.07421875,0.2682637870311737,678.0,138752,208.07175707817078,0.0026306593790650368,0.23621439933776855,-0.01584525778889656,1765,15.601420402526855,,,0.00021682027727365494,1763260235.91397,0.03344135731458664
0.037109375,0.33780980110168457,677.0,139136,208.73853540420532,0.010943973436951637,0.04409134387969971,0.02934926748275757,1768,172.09498596191406,500.0,500.0,0.00021658986224792898,1763260236.5807483,-0.025902412831783295
,,,140136,210.25957822799683,,,,1777,,500.0,500.0,,1763260238.1017911,
0.017578125,0.2790197730064392,674.0,144256,217.44775795936584,0.00144252460449934,0.08110076189041138,-0.0047692907974123955,1818,144.4499969482422,,,0.00021351766190491617,1763260245.2899709,-0.0020867623388767242
0.0,0.281684011220932,673.0,144768,218.3008542060852,0.0004055378958582878,0.9966378211975098,-0.00041521433740854263,1823,0.0010208707535639405,,,0.00021321044187061489,1763260246.1430671,-0.00045067910104990005
,,,147636,223.09131479263306,,,,1851,,500.0,500.0,,1763260250.9335277,
,,,148136,223.9380943775177,,,,1856,,500.0,500.0,,1763260251.7803073,
0.10546875,0.33584368228912354,670.0,149376,226.09196496009827,0.02087903767824173,0.9959405064582825,0.03047598898410797,1868,0.0006474133115261793,,,0.00021044546156190336,1763260253.9341779,-0.030598551034927368
0.12109375,0.28109151124954224,670.0,149888,226.97751665115356,0.027608318254351616,0.9948775172233582,-0.026371708139777184,1873,0.0005254460265859962,,,0.0002101382560795173,1763260254.8197296,-0.04225163906812668
0.046875,0.24017493426799774,670.0,150272,227.65590453147888,0.0068627772852778435,0.9981520175933838,-0.005021622404456139,1877,0.00016288763436023146,,,0.00020990784105379134,1763260255.4981174,-0.00747309997677803
0.01171875,0.289213091135025,669.0,151168,229.20268297195435,0.006394535303115845,0.07501053810119629,0.026177970692515373,1886,2.464710235595703,,,0.0002093702059937641,1763260257.044896,0.0016492381691932678
,,,152136,230.73994493484497,,,,1895,,500.0,500.0,,1763260258.5821579,
0.041015625,0.1908874362707138,668.0,152960,232.23221135139465,0.005337050184607506,0.9947028756141663,0.0024304278194904327,1903,0.000554481812287122,,,0.00020829493587370962,1763260260.0744243,-0.007714243605732918
0.0078125,0.30116891860961914,668.0,153216,232.70516085624695,0.004582737572491169,0.11397314071655273,0.031073257327079773,1906,155.50320434570312,,,0.00020814132585655898,1763260260.5473738,0.007265761494636536
0.11328125,0.22889019548892975,667.0,154496,234.8562159538269,0.035818737000226974,0.99010169506073,0.06272722035646439,1918,0.0009566761436872184,,,0.00020737327577080578,1763260262.6984289,-0.005069214850664139
