_runtime,losses/clipfrac,losses/value_loss,charts/learning_rate,losses/explained_variance,charts/SPS,_step,_timestamp,losses/approx_kl,losses/entropy,losses/policy_loss,charts/episodic_length,charts/episodic_return,losses/old_approx_kl,global_step
110.94890880584717,0.0,74.58120727539062,0.0002480030816514045,-7.700920104980469e-05,805.0,1299,1763260119.9676268,1.7840415239334106e-05,0.5290464162826538,0.0006602387875318527,,,-0.0006448235362768173,86784
117.2182867527008,0.0,0.00035126268630847335,0.00024554532137699425,0.73997563123703,797.0,1339,1763260126.2370048,0.00029121246188879013,0.40828627347946167,-0.0033426806330680847,,,0.003484993241727352,90880
117.40611600875854,0.03515625,9.780935943126678e-05,0.00024546851636841893,0.894507884979248,797.0,1340,1763260126.424834,0.010345318354666233,0.38575875759124756,-0.024765456095337868,,,0.02115618996322155,91008
118.87172985076904,0.00390625,0.0003781777631957084,0.0002449308813083917,0.920124351978302,795.0,1349,1763260127.8904479,0.0014932602643966675,0.41230928897857666,-0.024524295702576637,,,0.0013160016387701035,91904
121.29852557182312,0.0,0.0034964289516210556,0.00024408602621406317,0.01641172170639038,790.0,1363,1763260130.3172436,1.451093703508377e-05,0.48821714520454407,-5.74551522731781e-05,,,-0.000974792055785656,93312
121.75247263908386,0.0,1.3314290299604181e-05,0.00024393241619691253,0.32713747024536133,789.0,1365,1763260130.7711906,3.747176378965378e-05,0.4247753620147705,0.002458409406244755,,,0.003638450987637043,93568
122.71450519561768,0.0,2.265019247715827e-05,0.00024362519616261125,0.44040822982788086,787.0,1370,1763260131.7332232,0.0009033996611833572,0.4437199831008911,-0.012039867229759693,,,0.00726323202252388,94080
124.52849674224854,,,,,,1380,1763260133.5472147,,,,500.0,500.0,,95098
124.73363137245178,0.0,0.06076010316610336,0.00024301075609400868,0.00014191865921020508,783.0,1381,1763260133.7523494,0.0011344822123646736,0.47565409541130066,0.0015794485807418823,,,0.003795822151005268,95104
126.12981414794922,0.0,0.00028056211885996163,0.00024254992604255676,0.28402310609817505,780.0,1388,1763260135.1485322,0.0008340245112776756,0.42699259519577026,0.002064041793346405,,,0.016548044979572296,95872
127.31785106658936,,,,,,1395,1763260136.336569,,,,500.0,500.0,,96598
128.19114112854004,0.01171875,2.283923458890058e-05,0.00024185868096537888,0.7661828398704529,776.0,1399,1763260137.2098591,0.0025185542181134224,0.3905990719795227,-0.01113206148147583,,,-0.006598261184990406,97024
129.15888261795044,,,,,,1405,1763260138.1776006,,,,500.0,500.0,,97598
134.0265350341797,0.0,0.00029220423311926425,0.00023986175074242055,0.30163902044296265,767.0,1432,1763260143.045253,0.0001576961949467659,0.45228859782218933,-0.00019709020853042603,,,0.0032237237319350243,100352
134.23499011993408,0.0,0.00015118556621018797,0.00023978494573384523,0.7893829345703125,767.0,1433,1763260143.2537081,0.0005226368084549904,0.4365704357624054,-0.006431089714169502,,,0.0010661529377102852,100480
138.03476977348328,0.0,3.1258184909820557,0.0002384792605880648,0.00026088953018188477,761.0,1455,1763260147.0534878,0.0007046256214380264,0.3842797875404358,-0.007600858807563782,,,-0.004022246226668358,102656
138.2501666545868,0.0,0.0021972490940243006,0.00023840245557948947,-0.05267226696014404,761.0,1456,1763260147.2688847,5.7023949921131134e-05,0.4667814373970032,-0.0010078861378133297,,,0.0022508101537823677,102784
138.46664452552795,0.0,0.0004107920394744724,0.00023832565057091415,0.24112755060195923,761.0,1457,1763260147.4853625,0.00038911402225494385,0.5162518620491028,-0.00647817924618721,,,0.005106575787067413,102912
148.50494360923767,0.0,1.7636213302612305,0.00023486942518502474,-1.4543533325195312e-05,748.0,1514,1763260157.5236616,0.0007361592724919319,0.38232144713401794,-0.0015881415456533432,,,-0.00202727597206831,108672
149.7847285270691,0.0,0.0003202250227332115,0.00023440859513357282,0.0544247031211853,746.0,1521,1763260158.8034465,1.076236367225647e-05,0.4236481189727783,0.0005919216200709343,,,-0.00040177442133426666,109440
150.4579939842224,0.0,0.003122306428849697,0.00023417819465976208,-0.1585075855255127,746.0,1525,1763260159.476712,8.660554885864258e-05,0.433544397354126,-0.00237840972840786,,,-5.081295967102051e-05,109824
150.8762333393097,0.001953125,2.8324939194135368e-05,0.00023402458464261144,0.15484821796417236,745.0,1527,1763260159.8949513,0.0020070048049092293,0.4409673810005188,0.0039841607213020325,,,0.002851511351764202,110080
151.12377452850342,0.0,1.7655730247497559,0.00023394777963403612,-9.655952453613281e-06,745.0,1529,1763260160.1424925,0.0016080765053629875,0.4157664477825165,-0.01925322413444519,,,-7.309671491384506e-05,110208
151.9821491241455,0.0,173.5582733154297,0.00023364055959973484,0.0005950927734375,744.0,1534,1763260161.0008671,9.15583223104477e-06,0.4310340881347656,0.0007236190140247345,,,0.0007749488577246666,110720
152.37865090370178,0.0390625,6.647263217018917e-05,0.0002334869495825842,0.41039037704467773,744.0,1536,1763260161.397369,0.005718972533941269,0.39931291341781616,-0.0068418122828006744,,,0.004410872235894203,110976
153.46959352493286,0.0,257.77191162109375,0.0002331029245397076,-0.0003091096878051758,743.0,1543,1763260162.4883115,0.0014675650745630264,0.4162222146987915,0.0013435650616884232,,,-0.0025505386292934418,111616
153.85637092590332,0.048828125,0.00013218952517490834,0.00023294931452255696,0.5208238363265991,742.0,1545,1763260162.875089,0.014169667847454548,0.4112892746925354,0.027118824422359467,,,-0.06318803131580353,111872
154.0527892112732,0.0,7.459733751602471e-05,0.00023287250951398164,0.4285799264907837,742.0,1546,1763260163.0715072,0.0004938831552863121,0.3762374222278595,0.003259468823671341,,,0.00642032828181982,112000
155.95223212242126,0.0,8.501505851745605,0.00023218126443680376,0.0002524256706237793,741.0,1558,1763260164.9709501,9.860843420028687e-05,0.3282237648963928,-0.0007387027144432068,,,-0.0016600191593170166,113152
156.11895394325256,0.0,0.0015297740465030074,0.00023210445942822844,0.27272576093673706,741.0,1559,1763260165.137672,0.0004288088530302048,0.3880905508995056,-0.0023777522146701813,,,0.0014891419559717178,113280
156.77107906341553,0.0,16.300649642944336,0.00023187404440250248,-6.222724914550781e-05,740.0,1563,1763260165.789797,0.0003832941874861717,0.3740309774875641,0.00018863007426261902,,,0.0003483416512608528,113664
157.36531448364258,0.0,3.286723222117871e-05,0.00023164362937677652,0.19525378942489624,740.0,1566,1763260166.3840325,9.141955524682999e-05,0.4159376919269562,0.0004162583500146866,,,-0.004000474698841572,114048
160.96081614494324,0.0,0.004483269993215799,0.00023033794423099607,6.282329559326172e-05,737.0,1588,1763260169.9795341,0.00018546823412179947,0.4207802414894104,0.0014931410551071167,,,-0.005931046791374683,116224
161.1591055393219,0.0,0.00021566625218838453,0.00023026113922242075,-0.019483089447021484,736.0,1589,1763260170.1778235,0.0008380254730582237,0.4248064458370209,0.004403192549943924,,,-0.007216594181954861,116352
162.45886278152466,0.0,7.88639497756958,0.00022980030917096883,-1.0728836059570312e-06,735.0,1597,1763260171.4775808,0.0003876257687807083,0.44732236862182617,0.008022014051675797,,,0.0025715064257383347,117120
164.10383462905884,0.0,72.11724853515625,0.00022918586910236627,5.549192428588867e-05,734.0,1607,1763260173.1225526,0.00016224291175603867,0.4414813220500946,-0.008821550756692886,,,-0.0002799341455101967,118144
164.48026204109192,0.013671875,0.0003206288383807987,0.00022903225908521563,0.017234444618225098,734.0,1609,1763260173.49898,0.0029671480879187584,0.35916563868522644,-0.02160855382680893,,,0.005184604786336422,118400
164.67898654937744,0.001953125,6.694311741739511e-05,0.0002289554540766403,0.07098901271820068,734.0,1610,1763260173.6977046,0.0026851296424865723,0.4745956063270569,-0.006337672472000122,,,0.009099885821342468,118528
164.92408847808838,0.00390625,5.50501823425293,0.000228878649068065,3.1828880310058594e-05,734.0,1612,1763260173.9428065,0.0010919850319623947,0.47516676783561707,0.014332696795463562,,,0.005613163113594055,118656
167.23658227920532,,,,,,1626,1763260176.2553003,,,,500.0,500.0,,120098
169.29204607009888,0.0,0.0022827612701803446,0.00022726574388798326,0.11197739839553833,730.0,1638,1763260178.310764,0.00014527607709169388,0.43360570073127747,0.0010186843574047089,,,0.0015545496717095375,121344
177.53975701332092,0.01171875,0.004696574527770281,0.00022427034855354577,-0.1349632740020752,724.0,1687,1763260186.558475,0.00574474036693573,0.42025336623191833,0.0018864376470446587,,,0.013880576938390732,126336
185.40349507331848,0.0,0.00036836875369772315,0.00022150538279674947,0.23768866062164307,718.0,1732,1763260194.422213,0.0003148801624774933,0.4041275978088379,-0.00020480528473854065,,,0.003130244091153145,130944
187.4520206451416,,,,,,1745,1763260196.4707386,,,,254.0,254.0,,132203
188.78449511528015,0.0,0.0001782628387445584,0.00022035330766811967,0.7774316072463989,716.0,1753,1763260197.8032131,0.0004917271435260773,0.37707602977752686,-0.0017750300467014313,,,-0.00011385977268218994,132864
188.83336925506592,,,,,,1754,1763260197.8520873,,,,288.0,288.0,,132946
190.64104318618774,0.0,0.0003230384027119726,0.0002197388675995171,0.9070371985435486,714.0,1765,1763260199.6597612,0.0003950092941522598,0.31314507126808167,0.0034203380346298218,,,0.0032617319375276566,133888
191.11887621879578,0.0,0.0025356782134622335,0.00021958525758236647,0.7543506026268005,714.0,1768,1763260200.1375942,0.0004536472260951996,0.3383272588253021,-0.005878016352653503,,,-0.0036966651678085327,134144
192.54306745529175,,,,,,1777,1763260201.5617855,,,,435.0,435.0,,135037
199.18774032592773,,,,,,1818,1763260208.2064583,,,,465.0,465.0,,138757
200.07036185264587,0.037109375,131.33119201660156,0.00021651305723935366,0.5945371389389038,707.0,1823,1763260209.0890799,0.0033674323931336403,0.41327929496765137,-0.002294011414051056,,,-0.0068163564428687096,139264
204.8114595413208,0.052734375,0.02674265205860138,0.0002148233470506966,0.9340177774429321,704.0,1851,1763260213.8301775,0.010106720961630344,0.343339741230011,-0.03632570430636406,,,0.0372549369931221,142080
205.625501871109,0.0390625,0.0018264884129166603,0.00021451612701639533,0.9104613065719604,704.0,1856,1763260214.6442199,0.012370428070425987,0.3667561113834381,-0.01326710730791092,,,0.004355296492576599,142592
207.47681260108948,0.01953125,141.8852996826172,0.00021382488193921745,-0.0005060434341430664,703.0,1868,1763260216.4955306,0.0035845236852765083,0.4000658392906189,0.000587761402130127,,,0.0027012592181563377,143744
208.33209133148193,0.005859375,70.13347625732422,0.00021351766190491617,-8.654594421386719e-05,703.0,1873,1763260217.3508093,0.005231006070971489,0.5264881253242493,0.04699232429265976,,,0.021519063040614128,144256
208.96976685523987,,,,,,1877,1763260217.9884849,,,,500.0,500.0,,144678
210.45368027687073,,,,,,1886,1763260219.4723983,,,,386.0,386.0,,145564
211.8824360370636,0.0,0.0041200644336640835,0.00021221197675913572,-0.00018918514251708984,701.0,1895,1763260220.901154,0.001222461462020874,0.42898717522621155,-3.4481287002563477e-05,,,0.0015097390860319138,146432
212.9986448287964,,,,,,1903,1763260222.0173628,,,,238.0,238.0,,147074
213.4389669895172,,,,,,1906,1763260222.457685,,,,256.0,256.0,,147330
215.207923412323,0.001953125,86.4352798461914,0.00021105990163050592,-0.00017559528350830078,699.0,1918,1763260224.2266414,0.003060189075767994,0.5032021999359131,-0.013910409063100815,,,0.013997324742376804,148352
215.45629501342773,,,,,,1920,1763260224.475013,,,,260.0,260.0,,148566
219.1615116596222,0.0,64.52374267578125,0.00020967742602806538,-0.0001404285430908203,697.0,1945,1763260228.1802297,0.000699339434504509,0.4971340000629425,0.0027239155024290085,,,-0.0039656274020671844,150656
221.15680575370789,0.037109375,5.135532379150391,0.0002089861809508875,-0.00022804737091064453,696.0,1959,1763260230.1755238,0.0039599016308784485,0.4074813723564148,0.023150071501731873,,,-0.02833549864590168,151808
223.14378261566162,0.025390625,4.267089366912842,0.00020829493587370962,-7.56978988647461e-05,695.0,1973,1763260232.1625006,0.005740910768508911,0.5268667340278625,-0.04460214450955391,,,0.015400655567646027,152960
224.62784361839294,,,,,,1985,1763260233.6465616,,,,181.0,181.0,,153811
225.36875820159912,,,,,,1991,1763260234.3874762,,,,179.0,179.0,,154194
226.85231184959412,,,,,,2002,1763260235.8710299,,,,13.0,13.0,,154893
227.40471577644348,,,,,,2007,1763260236.4234338,,,,174.0,174.0,,155260
