losses/value_loss,_runtime,losses/explained_variance,_step,losses/entropy,_timestamp,losses/approx_kl,charts/learning_rate,charts/SPS,charts/episodic_length,charts/episodic_return,losses/policy_loss,global_step,losses/old_approx_kl,losses/clipfrac
17.202497482299805,68.62216997146606,-0.0002824068069458008,1339,0.5843278765678406,1763260080.466763,0.0030769817531108856,0.00026359446928836405,985.0,,,-0.026035401970148087,60800,-0.012443097308278084,0.0
21.090543746948242,70.14704823493958,-0.00013947486877441406,1363,0.5262182950973511,1763260081.9916413,0.00011901091784238815,0.0002626728091854602,985.0,,,0.0059449151158332825,62336,0.000707562081515789,0.0
21.08301544189453,70.26575827598572,-0.0003840923309326172,1365,0.547018826007843,1763260082.1103513,0.0004505133256316185,0.0002625960041768849,985.0,,,-0.012334436178207397,62464,0.009506714530289173,0.0
67.80834197998047,70.61977505683899,-0.00026607513427734375,1370,0.5932559370994568,1763260082.464368,0.0014023389667272568,0.00026236558915115893,986.0,,,0.01101360097527504,62848,0.008561329916119576,0.0
0.14091208577156067,71.37843823432922,-0.00911414623260498,1381,0.5551132559776306,1763260083.2230313,0.0017768777906894684,0.000261904759099707,986.0,,,0.005313173867762089,63616,0.0030853040516376495,0.0
0.16081099212169647,71.7378077507019,-0.007855415344238281,1388,0.5617702603340149,1763260083.5824008,0.0005243374034762383,0.00026167434407398105,987.0,,,-0.010663095861673355,64000,-0.002210446633398533,0.0
0.12170520424842834,72.25664234161377,-0.0031441450119018555,1395,0.5529817342758179,1763260084.1012354,0.0038158008828759193,0.00026136712403967977,987.0,,,0.012809399515390396,64512,-0.007264782674610615,0.0078125
0.23748020827770233,72.494713306427,-9.608268737792969e-05,1399,0.5904167890548706,1763260084.3393064,0.005287457257509232,0.0002612135140225291,987.0,,,-0.034554652869701385,64768,-0.005294835194945335,0.017578125
,74.61661505699158,,1432,,1763260086.461208,,,,238.0,238.0,,66946,,
0.13092409074306488,74.73395538330078,-8.64267349243164e-05,1433,0.5689359903335571,1763260086.5785484,0.00023439433425664902,0.00025983102386817336,988.0,,,0.004707992076873779,67072,-0.0041797710582613945,0.0
,76.37131905555725,,1455,,1763260088.215912,,,,173.0,173.0,,68800,,
,76.3841164112091,,1456,,1763260088.2287095,,,,26.0,26.0,,68826,,
0.1888490617275238,79.96235156059265,-8.20159912109375e-05,1514,0.5430053472518921,1763260091.8069446,0.0034604324027895927,0.0002566052135080099,991.0,,,0.0011852891184389591,72448,-0.012440163642168045,0.001953125
,80.62644791603088,,1527,,1763260092.471041,,,,15.0,15.0,,73129,,
74.14010620117188,80.73674654960632,-0.0001531839370727539,1529,0.5316113829612732,1763260092.5813396,0.0006847111508250237,0.000256144383456558,991.0,,,-0.0008254200220108032,73216,0.005125884898006916,0.0
0.28663167357444763,80.97942614555359,-0.00014901161193847656,1534,0.5172593593597412,1763260092.8240192,0.0013809576630592346,0.00025599077343940735,991.0,,,0.0037537366151809692,73472,0.00016443058848381042,0.0
,81.10618734359741,,1536,,1763260092.9507804,,,,191.0,191.0,,73621,,
18.655046463012695,81.60993218421936,-7.319450378417969e-05,1543,0.6221576929092407,1763260093.4545252,0.0013221809640526772,0.00025560674839653075,992.0,,,0.02300664409995079,74112,0.0021698055788874626,0.0
,81.75508689880371,,1545,,1763260093.59968,,,,189.0,189.0,,74282,,
,82.64585900306702,,1558,,1763260094.490452,,,,22.0,22.0,,75224,,
19.194656372070312,82.74113512039185,-4.839897155761719e-05,1559,0.5408332347869873,1763260094.5857282,0.0015047956258058548,0.00025491550331935287,992.0,,,-0.006674569100141525,75264,-0.004465900361537933,0.0
,82.98803544044495,,1563,,1763260094.8326285,,,,181.0,181.0,,75548,,
0.14316466450691223,83.21331119537354,-5.0902366638183594e-05,1566,0.5745509266853333,1763260095.0579042,0.0007250690832734108,0.0002546082832850516,993.0,,,-0.00019146502017974854,75776,-0.004190544597804546,0.0
,85.29060578346252,,1597,,1763260097.1351988,,,,109.0,109.0,,77858,,
,85.91778421401978,,1607,,1763260097.7623773,,,,143.0,143.0,,78526,,
,86.06678104400635,,1609,,1763260097.911374,,,,130.0,130.0,,78656,,
0.1856020838022232,86.16306900978088,-9.107589721679688e-05,1610,0.555449366569519,1763260098.007662,0.011312054470181465,0.0002528417680878192,993.0,,,-0.010942554101347923,78720,-0.0025418270379304886,0.037109375
20.075183868408203,87.75048327445984,-0.0001347064971923828,1638,0.5290502309799194,1763260099.5950763,0.00030794180929660797,0.0002518433320801705,994.0,,,0.004725228995084763,80384,-0.003368668258190155,0.0
18.41687774658203,90.65239429473877,-2.777576446533203e-05,1687,0.542660653591156,1763260102.4969873,0.0014661401510238647,0.00025007681688293815,995.0,,,0.002698395401239395,83328,-0.025267623364925385,0.0
17.37939453125,93.14980578422546,-2.9087066650390625e-05,1732,0.5768781304359436,1763260104.9943988,0.0006806002929806709,0.00024854071671143174,995.0,,,-0.009277410805225372,85888,-0.0009404988959431648,0.0
0.20396488904953003,93.92412638664246,-2.3365020751953125e-05,1745,0.5762263536453247,1763260105.7687194,0.00040471646934747696,0.0002480798866599798,995.0,,,-0.001211557537317276,86656,-0.0032291309908032417,0.0
17.96401596069336,94.44225478172302,-1.5735626220703125e-05,1753,0.6296650767326355,1763260106.2868478,0.0012043016031384468,0.00024777266662567854,995.0,,,0.00935579277575016,87168,-0.002077200450003147,0.0
0.12376226484775543,94.56565022468567,-0.0014009475708007812,1754,0.5822076797485352,1763260106.4102433,0.0014695310965180397,0.0002476958616171032,995.0,,,-0.019346928223967552,87296,0.01354904193431139,0.0
,95.46291184425354,,1768,,1763260107.307505,,,,15.0,15.0,,88272,,
17.61568260192871,96.15106391906738,-4.971027374267578e-05,1777,0.5236955285072327,1763260107.995657,0.0015157684683799744,0.00024669739650562406,996.0,,,-0.010583415627479553,88960,-0.009579213336110115,0.0
1.1201403141021729,98.90800094604492,-2.574920654296875e-05,1818,0.5672977566719055,1763260110.752594,0.005881257355213165,0.000245007686316967,997.0,,,0.025357622653245926,91776,-0.0030616549775004387,0.0078125
93.29932403564453,99.26063394546509,-4.0411949157714844e-05,1823,0.528484046459198,1763260111.105227,0.0005780691280961037,0.00024477727129124105,997.0,,,-0.0017168857157230377,92160,-0.004801870323717594,0.0
1.1161696910858154,101.25095129013062,-2.372264862060547e-05,1851,0.6195584535598755,1763260113.0955443,0.00014238152652978897,0.00024354839115403593,998.0,,,-0.004112705588340759,94208,0.002580205909907818,0.0
,102.41373348236084,,1868,,1763260114.2583265,,,,165.0,165.0,,95487,,
,102.75409388542175,,1873,,1763260114.598687,,,,143.0,143.0,,95792,,
,103.0367820262909,,1877,,1763260114.881375,,,,148.0,148.0,,96078,,
,103.60278010368347,,1886,,1763260115.4473732,,,,136.0,136.0,,96643,,
4.49232292175293,105.72040367126465,-1.800060272216797e-05,1918,0.560339093208313,1763260117.5649967,0.007422339171171188,0.0002407834108453244,1000.0,,,-0.03266151249408722,98816,0.009693387895822525,0.025390625
19.413881301879883,105.83966970443726,-1.5735626220703125e-05,1920,0.5724308490753174,1763260117.6842628,0.0018128734081983566,0.00024070660583674908,1000.0,,,-0.01580081135034561,98944,0.006927641108632088,0.0
,107.29003310203552,,1945,,1763260119.1346262,,,,122.0,122.0,,100443,,
,108.149649143219,,1959,,1763260119.9942422,,,,105.0,105.0,,101253,,
0.18038541078567505,108.87192344665527,-2.4437904357910156e-05,1973,0.5413453578948975,1763260120.7165165,0.00016342289745807648,0.0002388632856309414,1000.0,,,0.0056716203689575195,102016,0.004108399152755737,0.0
0.2103670984506607,109.52509784698486,-1.5735626220703125e-05,1985,0.5200260877609253,1763260121.369691,0.010134527459740639,0.0002384792605880648,1000.0,,,-0.006012417376041412,102656,-0.005806570872664452,0.013671875
,110.5704824924469,,2002,,1763260122.4150755,,,,115.0,115.0,,103773,,
,111.43858337402344,,2016,,1763260123.2831764,,,,140.0,140.0,,104619,,
,111.90613627433777,,2024,,1763260123.7507293,,,,90.0,90.0,,105101,,
1.1276816129684448,112.1413004398346,-1.919269561767578e-05,2027,0.535677433013916,1763260123.9858935,0.008766362443566322,0.00023686635540798306,1001.0,,,0.014591358602046967,105344,0.011922447010874748,0.046875
,112.54680132865906,,2034,,1763260124.3913944,,,,135.0,135.0,,105740,,
0.18545329570770264,113.26803493499756,-2.6702880859375e-05,2045,0.5988706350326538,1763260125.112628,0.0011439872905611992,0.00023617511033080518,1001.0,,,0.0019485913217067719,106496,-0.012170563451945782,0.0
21.3211669921875,113.67163419723511,-1.3113021850585938e-05,2051,0.5448128581047058,1763260125.5162272,0.008801423944532871,0.00023594469530507922,1001.0,,,0.005010813474655151,106880,0.02131807431578636,0.033203125
,114.83920884132385,,2070,,1763260126.683802,,,,151.0,151.0,,108154,,
1.1190804243087769,115.26815438270569,-1.0132789611816406e-05,2076,0.5628132224082947,1763260127.1127474,0.0001589721068739891,0.00023494623019360006,1001.0,,,0.0024155043065547943,108544,9.807292371988297e-05,0.0
0.15565639734268188,116.4319155216217,-4.172325134277344e-06,2093,0.5468868017196655,1763260128.2765086,7.782131433486938e-05,0.00023425498511642218,1001.0,,,-0.0016323905438184738,109696,-0.005337679758667946,0.0
0.1119517982006073,116.58478546142578,-0.0017610788345336914,2094,0.5504932403564453,1763260128.4293785,0.0004299953579902649,0.00023417819465976208,1001.0,,,-0.011389251798391342,109824,0.006204292178153992,0.0
,118.0771234035492,,2117,,1763260129.9217165,,,,148.0,148.0,,111367,,
0.10593056678771973,120.07110357284546,-0.00010967254638671875,2146,0.6055257320404053,1763260131.9156966,0.00168596301227808,0.00023202765441965312,1002.0,,,0.004357311874628067,113408,-0.013601037673652172,0.0
18.113656997680664,120.19303464889526,-1.5854835510253906e-05,2148,0.5879195928573608,1763260132.0376277,0.002242063172161579,0.0002319508494110778,1002.0,,,-0.023851890116930008,113536,0.012697904370725155,0.0
,120.59189319610596,,2155,,1763260132.4364862,,,,132.0,132.0,,114038,,
,121.68273663520813,,2172,,1763260133.5273297,,,,148.0,148.0,,115124,,
0.17195720970630646,122.54485392570496,-4.887580871582031e-06,2185,0.6317752003669739,1763260134.389447,0.004322460852563381,0.0002304915542481467,1002.0,,,-0.030516033992171288,115968,0.012778007425367832,0.0
,122.97641849517822,,2192,,1763260134.8210115,,,,144.0,144.0,,116386,,
1.3577837944030762,123.32804799079895,-1.3113021850585938e-06,2199,0.5064170956611633,1763260135.172641,0.0029060281813144684,0.0002300307241966948,1002.0,,,-0.02072921395301819,116736,0.008637238293886185,0.00390625
17.838132858276367,124.09306335449219,-3.814697265625e-06,2211,0.5882571935653687,1763260135.9376564,0.003187759779393673,0.00022956989414524287,1002.0,,,0.0033147335052490234,117504,0.005157618783414364,0.009765625
,124.24186730384827,,2214,,1763260136.0864604,,,,144.0,144.0,,117704,,
0.13610005378723145,124.68757557868958,-0.00046443939208984375,2220,0.5561156272888184,1763260136.5321686,0.0004146769642829895,0.00022918586910236627,1003.0,,,0.009628528729081154,118144,0.004763541743159294,0.0
,124.98737573623657,,2225,,1763260136.8319688,,,,138.0,138.0,,118460,,
0.21453088521957397,125.09228730201721,-3.337860107421875e-06,2226,0.5195274353027344,1763260136.9368804,0.0004999712109565735,0.0002289554540766403,1002.0,,,0.0035767238587141037,118528,0.00014258548617362976,0.0
,125.12503147125244,,2227,,1763260136.9696245,,,,155.0,155.0,,118615,,
75.01825714111328,125.68354082107544,-4.0531158447265625e-06,2235,0.5226059556007385,1763260137.5281339,0.007313907146453857,0.0002285714290337637,1003.0,,,0.022866304963827133,119168,0.02273610606789589,0.021484375
,126.12758088111877,,2241,,1763260137.972174,,,,168.0,168.0,,119650,,
167.39654541015625,126.56586623191833,-1.0728836059570312e-06,2248,0.5273940563201904,1763260138.4104593,0.00251126941293478,0.00022803379397373646,1003.0,,,-0.02012977935373783,120064,0.023889988660812378,0.001953125
18.09222412109375,126.68638467788696,-4.172325134277344e-06,2250,0.5815786123275757,1763260138.5309777,0.0006011910736560822,0.00022795698896516114,1003.0,,,0.007732069119811058,120192,-0.0070958323776721954,0.0
,126.84814214706421,,2253,,1763260138.6927352,,,,156.0,156.0,,120434,,
74.9416275024414,128.04081797599792,-8.344650268554688e-07,2272,0.5617506504058838,1763260139.885411,0.009758696891367435,0.00022711213387083262,1003.0,,,0.014173656702041626,121600,-0.0031013209372758865,0.025390625
,128.5985701084137,,2280,,1763260140.4431632,,,,144.0,144.0,,122194,,
,129.59578394889832,,2295,,1763260141.440377,,,,154.0,154.0,,123209,,
0.38712865114212036,129.80577492713928,-5.364418029785156e-06,2298,0.4892839789390564,1763260141.650368,0.014715115539729595,0.00022603686375077814,1004.0,,,-0.029732361435890198,123392,-0.035398516803979874,0.048828125
,130.6045424938202,,2310,,1763260142.4491355,,,,145.0,145.0,,124260,,
,130.73148894309998,,2312,,1763260142.576082,,,,153.0,153.0,,124413,,
19.290088653564453,131.16151881217957,-4.76837158203125e-06,2318,0.5276116132736206,1763260143.0061119,0.0036402055993676186,0.00022519200865644962,1004.0,,,-0.03380114957690239,124800,0.01628740504384041,0.001953125
,131.5739734172821,,2324,,1763260143.4185665,,,,177.0,177.0,,125211,,
80.06270599365234,131.91967487335205,-4.887580871582031e-06,2329,0.5937209129333496,1763260143.764268,0.0002884799614548683,0.0002247311786049977,1004.0,,,0.011633526533842087,125568,-0.0012103384360671043,0.0
0.0974373072385788,132.66862511634827,-2.86102294921875e-06,2339,0.5561671257019043,1763260144.5132182,0.0010043727234005928,0.00022427034855354577,1004.0,,,0.003637334331870079,126336,-0.01621587947010994,0.0
,133.19075846672058,,2348,,1763260145.0353515,,,,23.0,23.0,,126956,,
0.09268530458211899,133.67011046409607,-0.0002281665802001953,2354,0.503994345664978,1763260145.5147035,0.00039115455001592636,0.0002236559084849432,1004.0,,,-0.0006431490182876587,127360,-0.0037635425105690956,0.0
1.3722600936889648,134.26508712768555,-3.933906555175781e-06,2363,0.5260012149810791,1763260146.1096802,0.00221102312207222,0.0002232718834420666,1005.0,,,0.006921075284481049,128000,0.01084388792514801,0.0
,136.14731431007385,,2389,,1763260147.9919074,,,,218.0,218.0,,129960,,
0.13680781424045563,138.8757996559143,-1.1920928955078125e-06,2426,0.5479074716567993,1763260150.7203927,0.0010183220729231834,0.000220430112676695,1005.0,,,0.004830569960176945,132736,-0.00855852197855711,0.0
1.2520748376846313,140.35726380348206,-4.649162292480469e-06,2449,0.583032488822937,1763260152.2018569,0.009678556583821774,0.00021950845257379115,1006.0,,,-0.025747794657945633,134272,0.008506101556122303,0.076171875
,141.37328433990479,,2465,,1763260153.2178774,,,,145.0,145.0,,135326,,
0.18659867346286774,143.2444589138031,-1.5497207641601562e-06,2493,0.5230720639228821,1763260155.089052,0.0019917506724596024,0.00021774193737655878,1006.0,,,-0.01798238977789879,137216,0.007916100323200226,0.0
5.762385845184326,144.12202143669128,-3.2186508178710938e-06,2506,0.5467926859855652,1763260155.9666145,0.001017560251057148,0.00021720430231653154,1006.0,,,-0.014803772792220116,138112,0.002934240736067295,0.0
,144.52017760276794,,2514,,1763260156.3647707,,,,139.0,139.0,,138584,,
0.41494351625442505,144.6069633960724,-6.4373016357421875e-06,2515,0.5437391400337219,1763260156.4515564,0.0001043807715177536,0.00021689708228223026,1006.0,,,0.0006664767861366272,138624,5.242787301540375e-05,0.0
,144.93109965324402,,2520,,1763260156.7756927,,,,129.0,129.0,,139002,,
,145.7355399131775,,2533,,1763260157.580133,,,,155.0,155.0,,139803,,
,146.25707173347473,,2540,,1763260158.1016648,,,,165.0,165.0,,140303,,
0.16011345386505127,146.7270474433899,-3.933906555175781e-06,2547,0.5806409120559692,1763260158.5716405,0.0006329221650958061,0.00021559139713644981,1007.0,,,-0.01045785192400217,140800,-0.0019384277984499931,0.0
25.062435150146484,148.42022585868835,-2.2649765014648438e-06,2570,0.5848685503005981,1763260160.264819,0.002127154730260372,0.00021459293202497065,1006.0,,,-0.0038593336939811707,142464,-0.014099334366619587,0.0
0.0982828438282013,148.89719414710999,-4.6133995056152344e-05,2577,0.5439753532409668,1763260160.7417872,0.00353255495429039,0.00021428571199066937,1006.0,,,-0.0013495124876499176,142976,0.004268476739525795,0.0
,151.09139966964722,,2610,,1763260162.9359927,,,,147.0,147.0,,145154,,
80.15470886230469,152.49410367012024,-1.1920928955078125e-06,2630,0.5889622569084167,1763260164.3386967,0.006623961962759495,0.0002121351717505604,1006.0,,,-0.0232885479927063,146560,0.011357448063790798,0.01171875
,152.86647152900696,,2636,,1763260164.7110646,,,,153.0,153.0,,146964,,
,153.52925968170166,,2646,,1763260165.3738527,,,,139.0,139.0,,147683,,
19.382112503051758,153.61870765686035,-1.1920928955078125e-06,2647,0.5025084018707275,1763260165.4633007,0.0013784728944301605,0.00021144392667338252,1006.0,,,-0.015573771670460701,147712,0.012850996106863022,0.0
,153.64932322502136,,2648,,1763260165.4939163,,,,111.0,111.0,,147794,,
,154.8647584915161,,2668,,1763260166.7093515,,,,143.0,143.0,,148995,,
,155.78674721717834,,2683,,1763260167.6313403,,,,105.0,105.0,,150011,,
0.6285175681114197,155.98575949668884,-4.172325134277344e-06,2687,0.5312034487724304,1763260167.8303525,0.0006372546777129173,0.00020998464606236666,1007.0,,,0.0024373121559619904,150144,-0.004012071527540684,0.0
,156.10644721984863,,2689,,1763260167.9510403,,,,136.0,136.0,,150277,,
