global_step,losses/approx_kl,losses/value_loss,charts/SPS,charts/episodic_length,charts/episodic_return,losses/explained_variance,_step,losses/policy_loss,_timestamp,losses/clipfrac,charts/learning_rate,losses/old_approx_kl,_runtime,losses/entropy
140288,9.456835687160492e-05,3.411717261769809e-05,1084.0,,,0.554336428642273,1754,-0.0013779811561107635,1763260146.6281989,0.009765625,0.0002158986171707511,0.0015179626643657684,134.9136278629303,0.08466820418834686
141440,0.008803321048617363,0.00013049862172920257,1085.0,,,0.24713671207427979,1765,-0.006831951439380646,1763260147.6760054,0.046875,0.0002152073720935732,0.023322293534874916,135.96143436431885,0.15570618212223053
141696,7.515214383602142e-05,0.004822564776986837,1084.0,,,0.7843652963638306,1768,-0.0017086304724216461,1763260147.9367504,0.0,0.00021505376207642257,0.0009385105222463608,136.2221794128418,0.18309636414051056
142592,0.0009131636470556259,8.56845760345459,1085.0,,,0.00021845102310180664,1777,0.001067398115992546,1763260148.7236342,0.005859375,0.00021451612701639533,0.002881210297346115,137.00906324386597,0.10077209770679474
146816,0.1289246380329132,0.0014458659570664167,1086.0,,,0.40854549407958984,1818,-0.0607471764087677,1763260152.4811592,0.1770833283662796,0.00021198156173340976,0.19204416871070862,140.76658821105957,0.19294407963752747
147328,0.03538021445274353,0.0004919491475448012,1086.0,,,-0.3250793218612671,1823,-0.011806506663560867,1763260152.8844316,0.1354166716337204,0.00021167434169910848,-0.0036456622183322906,141.16986060142517,0.2614147663116455
150144,0.042677439749240875,0.0005560505669564009,1087.0,,,0.9870814085006714,1851,-0.057045236229896545,1763260155.3979738,0.103515625,0.00020998464606236666,0.024029485881328583,143.68340277671814,0.21667908132076263
150656,0.010726699605584145,0.0002900077379308641,1088.0,,,0.9973466992378235,1856,-0.004113517701625824,1763260155.770475,0.05859375,0.00020967742602806538,-0.0004560910165309906,144.05590391159058,0.23639951646327972
151936,0.06131664291024208,0.029368679970502853,1088.0,,,0.9960290789604187,1868,-0.08284878730773926,1763260156.8673522,0.1640625,0.00020890937594231218,0.1517585664987564,145.15278124809265,0.31673699617385864
152448,0.11347123980522156,0.0763469934463501,1089.0,,,0.9923287034034729,1873,-0.08221720904111862,1763260157.3047526,0.1875,0.0002086021559080109,0.08882726728916168,145.5901815891266,0.3148089051246643
152832,0.10048749297857285,0.021343205124139786,1089.0,,,0.9963423013687134,1877,-0.04105284810066223,1763260157.5813801,0.171875,0.00020837174088228494,0.14881883561611176,145.86680912971497,0.2052500993013382
153728,0.0005968213081359863,0.0010226048761978745,1089.0,,,0.999767005443573,1886,0.0015934742987155914,1763260158.3575952,0.0,0.0002078341058222577,-0.004249587655067444,146.6430242061615,0.18874840438365936
154624,0.0022789165377616882,0.0011484010610729456,1090.0,,,0.9983893632888794,1895,-0.014945868402719498,1763260159.1451519,0.005859375,0.00020729647076223046,0.025852860882878304,147.4305808544159,0.16810393333435059
155479,,,,500.0,500.0,,1903,,1763260159.8751087,,,,148.16053771972656,
155776,0.01590222865343094,0.006082554347813129,1090.0,,,0.9986652135848999,1906,-0.0018201544880867004,1763260160.1807134,0.111328125,0.00020660522568505257,0.035107556730508804,148.46614241600037,0.19235017895698547
156979,,,,500.0,500.0,,1918,,1763260161.2020054,,,,149.48743438720703,
157184,0.0007824897766113281,0.0006433072267100215,1090.0,,,0.9990604519844055,1920,0.007339857518672943,1763260161.4030704,0.03125,0.00020576037059072405,-0.010847397148609161,149.6884994506836,0.12005969136953354
159744,0.0028022276237607002,0.0004698264237958938,1091.0,,,0.9731190204620361,1945,-0.011206388473510742,1763260163.6584022,0.046875,0.00020422427041921765,-0.0024217450991272926,151.94383120536804,0.12244604527950287
161152,0.02412291057407856,0.0006255379994399846,1091.0,,,0.9879484176635742,1959,0.013013612478971481,1763260164.8999832,0.109375,0.00020337941532488912,0.01434343121945858,153.1854121685028,0.18404239416122437
162560,0.0013302061706781387,35.24919128417969,1092.0,,,0.01818007230758667,1973,-0.001085568219423294,1763260166.1527731,0.009765625,0.0002025345602305606,0.011617591604590416,154.43820214271545,0.14305523037910461
163840,0.004420427605509758,0.0004595599602907896,1092.0,,,0.9064497351646423,1985,-0.035429321229457855,1763260167.3078513,0.0078125,0.0002017665101448074,0.031940583139657974,155.59328031539917,0.1789802461862564
164479,,,,500.0,500.0,,1991,,1763260167.8372731,,,,156.12270212173462,
165504,0.000173262320458889,2.0534286499023438,1092.0,,,0.016739726066589355,2002,0.0035074632614851,1763260168.8392465,0.0,0.00020076804503332824,0.001668131910264492,157.12467551231384,0.1982256919145584
166016,0.0027609914541244507,0.04459159076213837,1092.0,,,0.0337030291557312,2007,5.634315311908722e-05,1763260169.2884421,0.005859375,0.00020046082499902695,0.0023674871772527695,157.57387113571167,0.21537119150161743
166979,,,,500.0,500.0,,2016,,1763260170.131412,,,,158.41684103012085,
167296,0.011597245000302792,0.0009424075251445174,1092.0,,,0.9782614707946777,2019,-0.020847845822572708,1763260170.4427094,0.08984375,0.00019969277491327375,0.03249692544341087,158.72813844680786,0.11198247224092484
167808,0.008401170372962952,0.001231309724971652,1092.0,,,0.9859230518341064,2024,0.03629043698310852,1763260170.9275575,0.064453125,0.00019938555487897247,-0.03267576918005943,159.2129864692688,0.21472379565238953
168064,0.005602461285889149,136.2577667236328,1092.0,,,0.0867796540260315,2027,0.004352450370788574,1763260171.1528714,0.02734375,0.00019923194486182183,0.024095706641674042,159.43830037117004,0.177742138504982
168320,0.002233401872217655,0.0020395913161337376,1092.0,,,0.9741478562355042,2029,0.0047594644129276276,1763260171.375424,0.015625,0.0001990783348446712,-0.009702141396701336,159.66085290908813,0.17532536387443542
168832,0.11166563630104065,0.002325089881196618,1092.0,,,0.9161418676376343,2034,-0.0413125716149807,1763260171.8609023,0.16015625,0.0001987711148103699,0.18105283379554749,160.14633131027222,0.18215326964855194
169979,,,,500.0,500.0,,2045,,1763260172.8024645,,,,161.08789348602295,
170496,0.021524891257286072,140.63735961914062,1092.0,,,0.016608476638793945,2051,-0.023731688037514687,1763260173.36096,0.037109375,0.00019777266425080597,0.0109319519251585,161.64638900756836,0.27989083528518677
170624,0.004654338583350182,0.0004533065075520426,1092.0,,,0.9912156462669373,2052,-0.01807977259159088,1763260173.471081,0.03515625,0.00019769585924223065,0.00932244025170803,161.75651001930237,0.15431366860866547
172479,,,,500.0,500.0,,2070,,1763260175.058414,,,,163.34384298324585,
173056,0.0006099650636315346,143.55438232421875,1093.0,,,0.019736409187316895,2076,-3.7383288145065308e-06,1763260175.595596,0.0,0.00019623656407929957,-0.0003987634554505348,163.88102507591248,0.21788305044174194
174848,0.005530864931643009,0.0004813701380044222,1093.0,,,0.8521872162818909,2093,-0.03528095781803131,1763260177.2356536,0.0546875,0.00019516129395924509,0.034159839153289795,165.5210826396942,0.12057125568389893
174976,0.002037511207163334,0.0008141666185110807,1093.0,,,0.6595473885536194,2094,0.008950546383857727,1763260177.3473864,0.0078125,0.00019508448895066977,-0.0025530317798256874,165.63281536102295,0.1957482099533081
177280,0.016941972076892853,0.0009639622294344008,1093.0,,,0.5386861562728882,2117,-0.04149174690246582,1763260179.4953442,0.119140625,0.000193701998796314,0.04499444738030434,167.7807731628418,0.19777242839336395
179712,0.028361517935991287,0.0008906872244551778,1093.0,,,0.9581797122955322,2141,-0.029672779142856598,1763260181.7009516,0.0625,0.00019224270363338292,0.07122267782688141,169.9863805770874,0.17083501815795898
180224,0.0007278202101588249,0.0007329905638471246,1093.0,,,0.8916813135147095,2146,-0.0022250786423683167,1763260182.1483943,0.0,0.00019193548359908164,-0.0009545879438519478,170.43382334709167,0.20024439692497253
180352,0.017425769940018654,0.0010398535523563623,1093.0,,,0.10868531465530396,2147,0.01731608621776104,1763260182.2594748,0.1171875,0.00019185867859050632,0.010692591778934002,170.544903755188,0.15115368366241455
180479,,,,500.0,500.0,,2148,,1763260182.303267,,,,170.5886960029602,
181120,0.00701585877686739,0.0008067662129178643,1093.0,,,0.9877224564552307,2155,-0.018964610993862152,1763260182.9746065,0.041015625,0.0001913978485390544,0.03041806071996689,171.26003551483154,0.15053513646125793
182912,0.015220756642520428,0.0015859078848734498,1093.0,,,0.6432565450668335,2172,-0.03341624140739441,1763260184.6166856,0.134765625,0.0001903225784189999,0.05373168736696243,172.90211462974548,0.2637590765953064
184192,0.0038839783519506454,0.0008459064410999417,1093.0,,,0.9800829291343689,2185,-0.0030810385942459106,1763260185.77618,0.037109375,0.0001895545283332467,0.005685215815901756,174.0616090297699,0.16727575659751892
184960,0.004912460222840309,0.0021797246299684048,1093.0,,,0.8513292670249939,2192,0.006346896290779114,1763260186.4443557,0.037109375,0.0001890936982817948,-0.0009244810789823532,174.72978472709656,0.16565078496932983
185479,,,,500.0,500.0,,2198,,1763260186.9345915,,,,175.22002053260803,
185600,0.006403984501957893,0.018278514966368675,1093.0,,,0.03791522979736328,2199,-0.02042917162179947,1763260187.0439005,0.025390625,0.00018870967323891819,0.015522053465247154,175.32932949066162,0.20057067275047302
186880,0.0014954004436731339,0.0011091884225606918,1093.0,,,0.8779281973838806,2211,0.000780247151851654,1763260188.1965744,0.04296875,0.00018794162315316498,3.0295923352241516e-05,176.48200345039368,0.1666426807641983
187136,0.004798020236194134,0.0005005959537811577,1093.0,,,0.9797889590263367,2214,0.0022643953561782837,1763260188.4231575,0.021484375,0.00018778801313601434,-7.012393325567245e-05,176.70858645439148,0.2183121144771576
187776,0.0013594981282949448,0.0012443893356248736,1093.0,,,0.9508415460586548,2220,-0.014963410794734955,1763260189.0185308,0.025390625,0.00018740398809313774,0.013978689908981323,177.30395984649658,0.17809641361236572
188032,0.0020205602049827576,36.19723129272461,1093.0,,,0.0335116982460022,2223,0.002406015992164612,1763260189.2442417,0.03125,0.0001872503780759871,0.00784970074892044,177.52967071533203,0.17995956540107727
188288,0.011529874056577682,0.0009094004053622484,1093.0,,,0.9294242262840271,2225,-0.016670485958456993,1763260189.4658349,0.056640625,0.00018709676805883646,0.040023691952228546,177.75126385688782,0.23471079766750336
188416,0.00151844322681427,0.0009319708333350718,1093.0,,,0.6963891983032227,2226,0.0018387716263532639,1763260189.578523,0.005859375,0.00018701996305026114,-0.0007999613881111145,177.863951921463,0.2061820924282074
188479,,,,500.0,500.0,,2227,,1763260189.6011195,,,,177.88654851913452,
188928,0.016491388902068138,0.0009785620495676994,1093.0,,,0.640255331993103,2231,0.018534507602453232,1763260190.0625522,0.0546875,0.00018671274301595986,0.003360958769917488,178.34798121452332,0.19134290516376495
189312,0.0030195293948054314,0.0005782027146779001,1093.0,,,0.6397502422332764,2235,-0.011071942746639252,1763260190.3991184,0.01171875,0.0001864823279902339,0.005202368833124638,178.6845474243164,0.21117964386940002
189952,0.002898622304201126,0.0012664352543652058,1093.0,,,0.8933213949203491,2241,-0.019153404980897903,1763260190.9974203,0.005859375,0.00018609831749927253,0.02917582355439663,179.2828493118286,0.3089291751384735
190592,0.0006239283829927444,2.0085275173187256,1093.0,,,0.07059383392333984,2248,-0.026408595964312553,1763260191.560507,0.0,0.00018571429245639592,0.0010822378098964691,179.84593605995178,0.16402168571949005
190848,0.03381086140871048,0.001579592120833695,1093.0,,,0.9119312167167664,2250,-0.06550449132919312,1763260191.781679,0.072265625,0.00018556068243924528,0.08964923769235611,180.0671079158783,0.27313482761383057
191104,0.002999701537191868,0.0071084341034293175,1093.0,,,0.07327133417129517,2253,-0.004565465729683638,1763260192.0428643,0.017578125,0.00018540707242209464,-0.004865814931690693,180.32829332351685,0.2333838790655136
193024,0.0006845612078905106,34.173179626464844,1093.0,,,0.040255069732666016,2272,0.0019650328904390335,1763260193.7703238,0.005859375,0.00018425499729346484,0.006308348849415779,182.05575275421143,0.23761749267578125
193920,0.0003588628023862839,0.0009812690550461411,1093.0,,,0.6126851439476013,2280,0.007725775241851807,1763260194.5899284,0.0,0.0001837173622334376,-0.00230402871966362,182.87535738945007,0.15715977549552917
195456,0.010577554814517498,0.0008518079994246364,1094.0,,,0.7983127236366272,2295,-0.014340713620185852,1763260195.9729168,0.05859375,0.00018279570213053375,0.03777570277452469,184.25834584236145,0.18313899636268616
195712,0.022175438702106476,0.000969523738604039,1093.0,,,0.9834035038948059,2298,-0.026688076555728912,1763260196.2343,0.07421875,0.00018264209211338311,0.07297667860984802,184.51972889900208,0.19822296500205994
196979,,,,500.0,500.0,,2310,,1763260197.3341002,,,,185.61952924728394,
197120,0.0029908083379268646,0.00292793707922101,1093.0,,,0.9938980937004089,2312,-0.007165146991610527,1763260197.519701,0.05078125,0.0001817972370190546,0.0034867245703935623,185.8051300048828,0.18226072192192078
197760,0.010720806196331978,0.0008108004694804549,1094.0,,,0.9613943099975586,2318,-0.03842732310295105,1763260198.0804303,0.09375,0.000181413211976178,0.03508232906460762,186.36585927009583,0.17089059948921204
198144,0.012406082823872566,0.0003774666984099895,1093.0,,,0.9964199662208557,2322,0.0026805251836776733,1763260198.4530041,0.076171875,0.00018118279695045203,-0.01944202370941639,186.7384331226349,0.1464579701423645
198400,2.913177013397217e-06,0.0021801856346428394,1093.0,,,0.4950817823410034,2324,0.0003512054681777954,1763260198.679079,0.0,0.0001810291869333014,-0.00045900605618953705,186.96450805664062,0.2168998122215271
198912,1.8207356333732605e-05,0.0010596888605505228,1094.0,,,0.9313493371009827,2329,0.0010564569383859634,1763260199.1277595,0.0,0.0001807219668990001,-0.0010762978345155716,187.413188457489,0.12930595874786377
199936,0.0020098183304071426,0.0006662606610916555,1094.0,,,0.7311566472053528,2339,0.0009207967668771744,1763260200.0583246,0.005859375,0.00018010752683039755,0.0009464658796787262,188.3437535762787,0.21719986200332642
200320,4.736427217721939e-05,0.0004435552400536835,1093.0,,,0.8698449730873108,2343,0.005347410216927528,1763260200.432206,0.0,0.00017987711180467159,-0.0021789679303765297,188.71763491630554,0.1550380140542984
200832,0.031604327261447906,0.000697179464623332,1094.0,,,0.9580888748168945,2348,0.02781403623521328,1763260200.8642535,0.0963541641831398,0.0001795698917703703,-0.041536398231983185,189.14968252182007,0.23727908730506897
201472,0.016608379781246185,0.0013310466893017292,1094.0,,,0.1301390528678894,2354,0.03518369793891907,1763260201.4646606,0.08984375,0.0001791858667274937,-0.014198689721524715,189.75008964538574,0.22154007852077484
202368,0.04654216021299362,0.00439048046246171,1094.0,,,0.9516451954841614,2363,-0.019276514649391174,1763260202.2006185,0.078125,0.00017864823166746646,0.025871528312563896,190.4860475063324,0.22644232213497162
204979,,,,500.0,500.0,,2389,,1763260204.571827,,,,192.85725593566895,
208768,0.05738542228937149,0.0014066238654777408,1095.0,,,0.9608764052391052,2426,-0.03494292497634888,1763260207.9130208,0.0651041641831398,0.00017480798123870045,0.13990473747253418,196.1984498500824,0.13015364110469818
209152,0.009940583258867264,0.0010566717246547341,1095.0,,,0.9975918531417847,2430,-0.014288157224655151,1763260208.2343354,0.060546875,0.0001745775662129745,0.0019191578030586243,196.51976442337036,0.1969601809978485
211072,0.0038751233369112015,0.4178227484226227,1095.0,,,0.19394677877426147,2449,0.0009451340883970261,1763260209.947606,0.017578125,0.0001734255056362599,0.0055165402591228485,198.23303508758545,0.15976250171661377
212736,0.034643493592739105,0.0004750018415506929,1096.0,,,0.9534793496131897,2465,-0.0006320476531982422,1763260211.361072,0.1484375,0.00017242704052478075,0.02236270345747471,199.64650106430054,0.16918867826461792
215552,6.750505417585373e-05,146.14801025390625,1096.0,,,0.022610187530517578,2493,-0.00015960261225700378,1763260213.9348884,0.0,0.0001707373303361237,0.000700053758919239,202.220317363739,0.19639480113983154
216960,0.0016617747023701668,0.0004135194467380643,1096.0,,,0.9362343549728394,2506,0.00030233152210712433,1763260215.2035687,0.015625,0.00016989247524179518,0.0006342893466353416,203.4889976978302,0.2965072691440582
217728,0.008345775306224823,0.0006350176990963519,1096.0,,,0.9894885420799255,2514,-0.03698454797267914,1763260215.9107978,0.03515625,0.00016943164519034326,0.03656419366598129,204.19622683525085,0.2320491373538971
217856,0.0017932262271642685,0.0005463333218358457,1096.0,,,0.5789648294448853,2515,0.0029339641332626343,1763260216.0226033,0.041015625,0.00016935484018176794,-0.0005339067429304123,204.30803227424622,0.13019496202468872
218368,0.009604108519852161,0.0006316821672953665,1096.0,,,-0.5760387182235718,2520,-0.02055438607931137,1763260216.4682605,0.02734375,0.00016904762014746666,0.03808664530515671,204.7536895275116,0.24303366243839264
219648,0.00449065025895834,0.0005154776736162603,1096.0,,,0.9982001185417175,2533,-0.022646384313702583,1763260217.6273866,0.048828125,0.00016827957006171346,0.025219902396202087,205.9128155708313,0.2282211184501648
220416,0.0038804328069090843,0.0009693495812825859,1096.0,,,0.8663109540939331,2540,-0.03423899784684181,1763260218.319687,0.0625,0.00016781874001026154,0.023501383140683174,206.60511589050293,0.15239837765693665
221056,0.0002768365666270256,176.91123962402344,1096.0,,,0.03666454553604126,2547,0.0012007206678390503,1763260218.8673396,0.0,0.00016743471496738493,0.005004151724278927,207.15276861190796,0.10837345570325851
223479,,,,500.0,500.0,,2570,,1763260220.9971678,,,,209.28259682655334,
223488,6.373599171638489e-05,43.89332962036133,1096.0,,,0.0008780956268310547,2571,0.0025372281670570374,1763260221.1045854,0.0,0.00016597541980445385,0.0018423516303300858,209.39001441001892,0.2631107568740845
224000,0.0009383093565702438,0.5308367609977722,1096.0,,,0.005813777446746826,2576,-0.004540206864476204,1763260221.5516236,0.015625,0.00016566819977015257,-0.004657253623008728,209.83705258369446,0.16169095039367676
224128,0.020833386108279228,0.004910935647785664,1096.0,,,0.9475269913673401,2577,-0.04654645547270775,1763260221.663017,0.0625,0.00016559139476157725,0.04861712455749512,209.94844603538513,0.29333698749542236
227328,0.002359664998948574,0.0005129919736646116,1096.0,,,0.9217506647109985,2608,-0.008214332163333893,1763260224.6535006,0.00390625,0.00016367126954719424,0.014242171309888363,212.9389295578003,0.20069606602191925
227479,,,,500.0,500.0,,2610,,1763260224.7782981,,,,213.06372714042664,
229504,0.001264871098101139,2.051992416381836,1096.0,,,0.017420709133148193,2630,0.019391750916838646,1763260226.6433375,0.033203125,0.0001623655844014138,-0.012376553378999233,214.92876648902893,0.1396717131137848
230144,0.012986396439373493,0.0020597786642611027,1096.0,,,0.9919618368148804,2636,-0.02874169871211052,1763260227.2026844,0.060546875,0.00016198157391045243,0.0173477940261364,215.4881134033203,0.22669874131679535
231168,0.000713348388671875,0.000521593086887151,1096.0,,,0.9761894941329956,2646,-0.00947948545217514,1763260228.108609,0.0,0.00016136713384184986,0.008862072601914406,216.39403796195984,0.20900657773017883
231296,0.026628175750374794,0.0003689149161800742,1096.0,,,0.6245838403701782,2647,-0.02574910596013069,1763260228.2184644,0.140625,0.00016129032883327454,0.05456765741109848,216.50389337539673,0.29701587557792664
231424,0.005029727704823017,0.0008681751787662506,1096.0,,,0.8869903683662415,2648,-0.020533986389636993,1763260228.3307598,0.029296875,0.00016121352382469922,0.026544377207756042,216.61618876457214,0.21736741065979004
233472,0.009475434198975563,0.0011842072708532214,1096.0,,,0.7510055899620056,2668,-0.015147209167480469,1763260230.202806,0.099609375,0.0001599846436874941,0.02359950728714466,218.48823499679565,0.2778162360191345
233979,,,,500.0,500.0,,2673,,1763260230.6149285,,,,218.9003574848175,
234979,,,,500.0,500.0,,2683,,1763260231.5042377,,,,219.78966665267944,
235392,7.786788046360016e-06,0.0016563645331189036,1096.0,,,0.4715941548347473,2687,-0.0005082245916128159,1763260231.9525096,0.0,0.0001588325685588643,0.00029058288782835007,220.23793864250183,0.25477445125579834
235520,0.0009395657107234001,0.03171158954501152,1096.0,,,0.021648406982421875,2689,-0.006700675934553146,1763260232.0652401,0.0,0.00015875576355028898,0.015471304766833782,220.3506691455841,0.2472965121269226
235904,0.002206096425652504,0.0013444898650050163,1096.0,,,0.783098578453064,2692,0.0017478987574577332,1763260232.4015105,0.001953125,0.00015852534852456301,0.007491914555430412,220.68693947792053,0.2913493514060974
239979,,,,500.0,500.0,,2732,,1763260236.030948,,,,224.31637692451477,
241979,,,,500.0,500.0,,2752,,1763260237.8771923,,,,226.16262125968933,
242479,,,,500.0,500.0,,2757,,1763260238.3208141,,,,226.60624313354492,
243979,,,,500.0,500.0,,2772,,1763260239.6896136,,,,227.97504258155823,
244992,0.0020975982770323753,30.115955352783203,1097.0,,,0.11136490106582642,2782,-0.026806052774190903,1763260240.614986,0.001953125,0.00015307219291571528,-0.0005837874487042427,228.90041494369507,0.29773014783859253
245120,0.011189257726073265,0.00021673302398994565,1097.0,,,0.9992132782936096,2783,-0.020903855562210083,1763260240.7250996,0.052734375,0.00015299538790713996,0.005844324827194214,229.01052856445312,0.16909100115299225
246144,0.06292111426591873,0.0025720458943396807,1097.0,,,0.9955843687057495,2793,-0.04480258375406265,1763260241.6563325,0.150390625,0.0001523809478385374,0.1288033127784729,229.94176149368286,0.15933121740818024
249344,0.003720538690686226,0.0028589335270226,1098.0,,,0.9963569045066833,2824,-0.022766977548599243,1763260244.4026818,0.005859375,0.0001504608226241544,0.02221677638590336,232.68811082839966,0.2325078397989273
251264,0.17990462481975555,0.0013761835871264338,1097.0,,,0.9864508509635925,2843,-0.06911063939332962,1763260246.1904671,0.197265625,0.00014930876204743981,0.07486481219530106,234.4758961200714,0.24288852512836456
252672,0.04013621807098389,0.00026860073558054864,1097.0,,,0.9981333017349243,2857,-0.017059221863746643,1763260247.4455125,0.087890625,0.0001484639069531113,-0.014636177569627762,235.73094153404236,0.21041536331176758
255232,0.026266880333423615,0.0013494357699528337,1098.0,,,0.9789496660232544,2882,-0.02997303009033203,1763260249.7293525,0.0859375,0.00014692780678160489,0.04017113894224167,238.01478147506714,0.2206493765115738
256000,0.0008711544796824455,32.685821533203125,1098.0,,,0.09184533357620239,2890,0.009278133511543274,1763260250.4251416,0.0,0.00014646697673015296,-0.004353356547653675,238.71057057380676,0.26986977458000183
258176,0.028920121490955353,0.00028329738415777683,1098.0,,,0.9990834593772888,2911,-0.024014640599489212,1763260252.4289966,0.109375,0.00014516129158437252,-0.04842973127961159,240.71442556381226,0.23084868490695953
260608,0.020371999591588974,0.00013335303810890764,1098.0,,,0.998065173625946,2935,-0.022343628108501434,1763260254.5678358,0.064453125,0.00014370199642144144,-0.02057196944952011,242.85326480865479,0.2405022382736206
262016,0.0004956908524036407,0.051084600389003754,1098.0,,,0.00974583625793457,2949,-0.0008269175887107849,1763260255.8199754,0.0,0.0001428571413271129,-0.0017928238958120346,244.10540437698364,0.21873179078102112
263168,0.000624864362180233,0.0003108715172857046,1098.0,,,0.9951208233833313,2960,0.004759401082992554,1763260256.8650572,0.0,0.00014216589624993503,0.005625358782708645,245.15048623085022,0.2430676519870758
264704,0.0123782679438591,0.0005695583531633019,1098.0,,,0.9845751523971558,2975,-0.03430662304162979,1763260258.2638848,0.046875,0.0001412442361470312,-0.014732284471392632,246.54931378364563,0.32220399379730225
266112,0.012020226567983627,0.0004019020707346499,1098.0,,,0.9979236721992493,2989,-0.010373122990131378,1763260259.5310495,0.046875,0.00014039938105270267,-0.012573819607496262,247.81647849082947,0.26382318139076233
266979,,,,500.0,500.0,,2997,,1763260260.2741737,,,,248.55960273742676,
268416,0.005818997509777546,0.0003252839669585228,1098.0,,,0.934866726398468,3011,-0.022512421011924744,1763260261.6156404,0.01171875,0.0001390168908983469,0.029358472675085068,249.9010694026947,0.27902862429618835
272479,,,,500.0,500.0,,3051,,1763260265.2395115,,,,253.52494049072266,
272640,0.02606962062418461,0.0006339073297567666,1098.0,,,0.9953243136405945,3053,-0.02568361908197403,1763260265.4313526,0.068359375,0.00013648234016727656,-0.0003261333331465721,253.71678161621094,0.2063039094209671
273979,,,,500.0,500.0,,3066,,1763260266.6097386,,,,254.89516758918762,
274432,0.0021615345031023026,0.001437900005839765,1098.0,,,0.9900774955749512,3070,-0.01200898364186287,1763260267.0650866,0.048828125,0.00013540707004722208,0.004316879436373711,255.35051560401917,0.26677343249320984
275712,0.00671070721000433,0.001134792109951377,1098.0,,,0.99798583984375,3083,-0.03570559620857239,1763260268.2610178,0.0234375,0.00013463901996146888,0.011877116747200489,256.54644680023193,0.20990072190761566
277248,0.05296964943408966,0.0020276717841625214,1098.0,,,0.9918843507766724,3098,-0.04564261808991432,1763260269.6562495,0.09375,0.00013371735985856503,0.08140016347169876,257.94167852401733,0.21303720772266388
277760,0.013927445746958256,0.001714638085104525,1098.0,,,0.9944472908973694,3103,-0.02952416241168976,1763260270.0871732,0.1015625,0.00013341013982426375,0.021853171288967133,258.37260222435,0.1481916457414627
280192,0.0017658500000834465,0.00027304969262331724,1098.0,,,0.999466598033905,3127,-0.013420410454273224,1763260272.3014562,0.0,0.00013195084466133267,0.013117863796651363,260.58688521385193,0.161432683467865
280448,0.007130574434995651,0.0023870598524808884,1098.0,,,0.9903474450111389,3129,0.017821740359067917,1763260272.5456557,0.16015625,0.00013179723464418203,0.004842031747102737,260.83108472824097,0.1818157583475113
281600,0.020682282745838165,32.9672966003418,1099.0,,,0.19964390993118286,3141,0.05902605876326561,1763260273.527373,0.095703125,0.00013110598956700414,-0.005176611244678497,261.8128020763397,0.24775898456573486
281856,0.02678239345550537,0.00047790235839784145,1099.0,,,0.993149995803833,3143,-0.039531365036964417,1763260273.7501595,0.130859375,0.0001309523795498535,0.019900090992450714,262.0355885028839,0.2746445834636688
282112,0.0008952813223004341,0.00019074516603723168,1099.0,,,0.9993897080421448,3146,0.014972316101193428,1763260273.975163,0.015625,0.00013079876953270286,-0.014377604238688946,262.26059198379517,0.1307138055562973
284544,0.007103951647877693,0.1080370768904686,1099.0,,,0.3246862292289734,3170,-0.005950096994638443,1763260276.114656,0.01953125,0.00012933947436977178,0.003706289455294609,264.4000849723816,0.19870007038116455
285952,5.1283277571201324e-05,0.0012456870172172785,1099.0,,,0.9259660840034485,3183,-0.0005171224474906921,1763260277.3540509,0.0,0.00012849461927544326,0.002090071327984333,265.6394798755646,0.28705888986587524
286464,0.015405375510454178,0.0008102518040686846,1099.0,,,0.8679279685020447,3188,-0.015019521117210388,1763260277.8259623,0.05859375,0.00012818739924114197,0.06757527589797974,266.11139130592346,0.2525918483734131
289408,0.04521459341049194,0.0004626206064131111,1099.0,,,0.8477675914764404,3217,-0.06849239766597748,1763260280.4227428,0.1041666641831398,0.0001264208840439096,0.036179445683956146,268.7081718444824,0.21409687399864197
290048,0.0004674270749092102,0.485057532787323,1099.0,,,0.07631528377532959,3224,0.0016315523535013199,1763260281.0241687,0.0,0.00012603687355294824,0.0005626361817121506,269.3095977306366,0.18930160999298096
292479,,,,500.0,500.0,,3247,,1763260283.0985851,,,,271.3840141296387,
292736,0.02366655133664608,0.0006191241554915905,1100.0,,,0.9781754612922668,3250,-0.006692219525575638,1763260283.3926113,0.115234375,0.0001244239683728665,-0.004847862757742405,271.678040266037,0.18616870045661926
292979,,,,500.0,500.0,,3252,,1763260283.5444162,,,,271.8298451900482,
293248,0.00535155925899744,0.00028012465918436646,1100.0,,,0.9775075316429138,3255,-0.01679011806845665,1763260283.879064,0.0390625,0.00012411674833856523,-0.012324539013206959,272.16449308395386,0.21038369834423065
293632,0.008324632421135902,0.0005582962185144424,1100.0,,,0.9965074062347412,3259,-0.0023324545472860336,1763260284.216219,0.037109375,0.00012388633331283927,0.011691080406308174,272.50164794921875,0.18012063205242157
294979,,,,500.0,500.0,,3272,,1763260285.4052823,,,,273.6907112598419,
295296,0.018700972199440002,0.00022312114015221596,1100.0,,,0.9803242087364197,3275,-0.041195161640644073,1763260285.720741,0.095703125,0.0001228878682013601,0.0566985085606575,274.00617003440857,0.2121991217136383
295424,0.00900475587695837,0.0003596680471673608,1100.0,,,0.7605187296867371,3276,-0.031195636838674545,1763260285.8342917,0.052734375,0.00012281106319278479,0.04741080105304718,274.11972069740295,0.2735216021537781
